LGA_CODE_2016,M_Hbn_in_RM_0_14,M_Hbn_in_RM_15_24,M_Hbn_in_RM_25_34,M_Hbn_in_RM_35_44,M_Hbn_in_RM_45_54,M_Hbn_in_RM_55_64,M_Hbn_in_RM_65_74,M_Hbn_in_RM_75_84,M_Hbn_in_RM_85ov,M_Hbn_in_RM_Tot,M_Ptn_in_DFM_0_14,M_Ptn_in_DFM_15_24,M_Ptn_in_DFM_25_34,M_Ptn_in_DFM_35_44,M_Ptn_in_DFM_45_54,M_Ptn_in_DFM_55_64,M_Ptn_in_DFM_65_74,M_Ptn_in_DFM_75_84,M_Ptn_in_DFM_85ov,M_Ptn_in_DFM_Tot,M_LonePnt_0_14,M_LonePnt_15_24,M_LonePnt_25_34,M_LonePnt_35_44,M_LonePnt_45_54,M_LonePnt_55_64,M_LonePnt_65_74,M_LonePnt_75_84,M_LonePnt_85ov,M_LonePnt_Tot,M_CU15_0_14,M_CU15_15_24,M_CU15_25_34,M_CU15_35_44,M_CU15_45_54,M_CU15_55_64,M_CU15_65_74,M_CU15_75_84,M_CU15_85ov,M_CU15_Tot,M_DpStu_0_14,M_DpStu_15_24,M_DpStu_25_34,M_DpStu_35_44,M_DpStu_45_54,M_DpStu_55_64,M_DpStu_65_74,M_DpStu_75_84,M_DpStu_85ov,M_DpStu_Tot,M_NDpChl_0_14,M_NDpChl_15_24,M_NDpChl_25_34,M_NDpChl_35_44,M_NDpChl_45_54,M_NDpChl_55_64,M_NDpChl_65_74,M_NDpChl_75_84,M_NDpChl_85ov,M_NDpChl_Tot,M_OthRI_0_14,M_OthRI_15_24,M_OthRI_25_34,M_OthRI_35_44,M_OthRI_45_54,M_OthRI_55_64,M_OthRI_65_74,M_OthRI_75_84,M_OthRI_85ov,M_OthRI_Tot,M_URI_in_FH_0_14,M_URI_in_FH_15_24,M_URI_in_FH_25_34,M_URI_in_FH_35_44,M_URI_in_FH_45_54,M_URI_in_FH_55_64,M_URI_in_FH_65_74,M_URI_in_FH_75_84,M_URI_in_FH_85ov,M_URI_in_FH_Tot,M_GrpH_Mem_0_14,M_GrpH_Mem_15_24,M_GrpH_Mem_25_34,M_GrpH_Mem_35_44,M_GrpH_Mem_45_54,M_GrpH_Mem_55_64,M_GrpH_Mem_65_74,M_GrpH_Mem_75_84,M_GrpH_Mem_85ov,M_GrpH_Mem_Tot,M_LonePsn_0_14,M_LonePsn_15_24,M_LonePsn_25_34,M_LonePsn_35_44,M_LonePsn_45_54,M_LonePsn_55_64,M_LonePsn_65_74,M_LonePsn_75_84,M_LonePsn_85ov,M_LonePsn_Tot,M_Vis_within_Aus_0_14,M_Vis_within_Aus_15_24,M_Vis_within_Aus_25_34,M_Vis_within_Aus_35_44,M_Vis_within_Aus_45_54,M_Vis_within_Aus_55_64,M_Vis_within_Aus_65_74,M_Vis_within_Aus_75_84,M_Vis_within_Aus_85ov,M_Vis_within_Aus_Tot,M_Tot_0_14,M_Tot_15_24,M_Tot_25_34,M_Tot_35_44,M_Tot_45_54,M_Tot_55_64,M_Tot_65_74,M_Tot_75_84,M_Tot_85ov,M_Tot_Tot,F_Wife_in_RM_0_14,F_Wife_in_RM_15_24,F_Wife_in_RM_25_34,F_Wife_in_RM_35_44,F_Wife_in_RM_45_54,F_Wife_in_RM_55_64,F_Wife_in_RM_65_74,F_Wife_in_RM_75_84,F_Wife_in_RM_85ov,F_Wife_in_RM_Tot,F_Ptn_in_DFM_0_14,F_Ptn_in_DFM_15_24,F_Ptn_in_DFM_25_34,F_Ptn_in_DFM_35_44,F_Ptn_in_DFM_45_54,F_Ptn_in_DFM_55_64,F_Ptn_in_DFM_65_74,F_Ptn_in_DFM_75_84,F_Ptn_in_DFM_85ov,F_Ptn_in_DFM_Tot,F_LonePnt_0_14,F_LonePnt_15_24,F_LonePnt_25_34,F_LonePnt_35_44,F_LonePnt_45_54,F_LonePnt_55_64,F_LonePnt_65_74,F_LonePnt_75_84,F_LonePnt_85ov,F_LonePnt_Tot,F_CU15_0_14,F_CU15_15_24,F_CU15_25_34,F_CU15_35_44,F_CU15_45_54,F_CU15_55_64,F_CU15_65_74,F_CU15_75_84,F_CU15_85ov,F_CU15_Tot,F_DpStu_0_14,F_DpStu_15_24,F_DpStu_25_34,F_DpStu_35_44,F_DpStu_45_54,F_DpStu_55_64,F_DpStu_65_74,F_DpStu_75_84,F_DpStu_85ov,F_DpStu_Tot,F_NDpChl_0_14,F_NDpChl_15_24,F_NDpChl_25_34,F_NDpChl_35_44,F_NDpChl_45_54,F_NDpChl_55_64,F_NDpChl_65_74,F_NDpChl_75_84,F_NDpChl_85ov,F_NDpChl_Tot,F_OthRI_0_14,F_OthRI_15_24,F_OthRI_25_34,F_OthRI_35_44,F_OthRI_45_54,F_OthRI_55_64,F_OthRI_65_74,F_OthRI_75_84,F_OthRI_85ov,F_OthRI_Tot,F_URI_in_FH_0_14,F_URI_in_FH_15_24,F_URI_in_FH_25_34,F_URI_in_FH_35_44,F_URI_in_FH_45_54,F_URI_in_FH_55_64,F_URI_in_FH_65_74,F_URI_in_FH_75_84,F_URI_in_FH_85ov,F_URI_in_FH_Tot
LGA26890,..,4,67,95,157,187,136,84,15,752,..,10,39,25,27,26,9,0,0,139,..,0,0,0,10,5,3,6,0,27,313,..,..,..,..,..,..,..,..,313,..,64,..,..,..,..,..,..,..,64,..,61,3,10,6,4,0,0,0,89,..,15,3,0,4,6,0,3,3,32,..,0,0,0,4,0,3,0,0,13,..,3,6,8,6,3,3,3,0,34,..,21,19,20,42,65,56,33,13,275,5,8,12,4,9,8,10,6,3,69,321,178,155,164,268,307,227,139,44,1805,..,4,92,95,187,164,129,66,9,745,..,14,37,25,29,16,7,0,0,135,..,0,17,23,18,8,9,0,8,75,305,..,..,..,..,..,..,..,..,305,..,71,..,..,..,..,..,..,..,71,..,40,9,3,0,0,0,0,0,50,..,3,3,0,3,5,3,0,0,23,..,0,3,0,0,0,0,0,0,4
LGA26980,..,93,3802,6888,6821,5382,4254,2797,825,30864,..,356,1403,742,569,374,173,44,14,3678,..,6,30,147,317,285,134,79,88,1082,13292,..,..,..,..,..,..,..,..,13292,..,5031,..,..,..,..,..,..,..,5031,..,1934,1832,634,438,213,28,3,0,5076,..,604,445,110,108,153,111,62,38,1633,..,652,546,112,77,50,17,5,3,1461,..,2096,1690,362,249,167,119,54,16,4751,..,443,722,697,856,870,698,536,433,5254,131,220,239,134,99,84,68,55,26,1049,13418,11436,10706,9829,9539,7580,5596,3639,1439,73173,..,189,4836,7529,6959,5160,4019,2108,419,31225,..,497,1421,728,575,327,117,21,3,3693,..,35,256,965,1554,1011,382,369,255,4824,12775,..,..,..,..,..,..,..,..,12775,..,5043,..,..,..,..,..,..,..,5043,..,1540,1442,389,311,164,27,3,0,3873,..,480,351,111,163,392,315,262,168,2244,..,622,426,101,51,41,21,3,0,1269
LGA27070,..,188,6888,9524,7785,6403,4813,2330,382,38307,..,335,1868,1218,782,456,117,31,4,4806,..,10,87,234,449,330,139,96,52,1395,20679,..,..,..,..,..,..,..,..,20679,..,5256,..,..,..,..,..,..,..,5256,..,4058,3323,1141,616,154,18,0,0,9308,..,732,785,238,196,201,155,100,54,2452,..,402,520,193,135,70,24,5,3,1353,..,826,919,293,224,179,97,22,4,2564,..,197,852,909,922,768,559,355,170,4736,228,266,374,237,165,107,113,56,19,1566,20909,12278,15607,13977,11285,8671,6028,2997,691,92431,..,587,9094,9400,7546,6252,4025,1522,158,38576,..,543,1905,1164,797,342,88,25,7,4873,..,181,1022,1861,2110,1100,525,343,140,7283,19458,..,..,..,..,..,..,..,..,19458,..,5576,..,..,..,..,..,..,..,5576,..,2980,2246,557,294,143,18,0,0,6242,..,562,420,158,264,483,428,371,166,2859,..,328,301,74,70,41,21,14,0,849
LGA27170,..,42,823,1260,1360,1271,989,450,114,6326,..,244,549,312,231,134,55,18,5,1544,..,7,29,76,119,62,25,8,7,338,3840,..,..,..,..,..,..,..,..,3840,..,834,..,..,..,..,..,..,..,834,..,674,235,119,54,20,4,0,0,1110,..,97,53,16,17,38,24,17,4,259,..,84,53,27,19,15,5,0,0,202,..,178,160,51,69,57,19,3,3,555,..,78,272,215,328,334,241,119,58,1638,80,117,117,62,51,46,31,25,3,549,3914,2357,2294,2142,2257,1977,1400,645,200,17186,..,81,1112,1340,1374,1308,859,320,57,6459,..,330,569,289,214,126,46,14,0,1589,..,81,352,438,405,151,68,56,28,1578,3732,..,..,..,..,..,..,..,..,3732,..,829,..,..,..,..,..,..,..,829,..,419,133,39,37,18,4,0,0,662,..,70,32,8,36,62,49,30,22,306,..,50,31,6,8,10,0,3,0,106
LGA27260,..,202,9061,12911,8258,5708,3389,1259,225,41009,..,480,2238,1535,1032,531,165,29,4,6014,..,36,151,290,520,303,121,47,22,1488,26414,..,..,..,..,..,..,..,..,26414,..,5448,..,..,..,..,..,..,..,5448,..,3886,2507,676,285,99,11,0,0,7467,..,991,1025,274,203,208,181,76,37,3001,..,492,693,257,152,83,31,5,0,1709,..,516,909,351,257,225,107,28,8,2412,..,199,1017,1097,1037,828,546,249,96,5070,307,305,389,250,182,121,78,52,8,1690,26722,12555,17996,17642,11921,8106,4630,1744,394,101714,..,668,12513,11727,7527,5212,2735,834,102,41306,..,726,2393,1482,899,404,99,15,0,6021,..,229,1318,2064,2019,909,333,213,97,7184,24541,..,..,..,..,..,..,..,..,24541,..,5876,..,..,..,..,..,..,..,5876,..,2725,1720,346,167,84,14,0,0,5055,..,681,542,166,285,659,454,254,116,3166,..,385,399,107,64,40,20,4,3,1023
LGA27350,..,34,1538,2370,1857,1460,1207,575,170,9210,..,326,3360,1593,815,479,190,33,4,6793,..,4,18,64,125,118,43,33,30,437,4352,..,..,..,..,..,..,..,..,4352,..,1122,..,..,..,..,..,..,..,1122,..,438,437,198,194,79,7,0,0,1351,..,257,316,95,52,48,43,34,14,854,..,183,439,77,22,15,13,0,0,746,..,1169,3592,641,277,132,80,21,8,5915,..,220,1320,1136,963,749,524,284,92,5293,94,152,405,156,107,62,29,23,6,1023,4453,3895,11425,6316,4404,3145,2136,997,336,37100,..,88,2042,2406,1794,1480,1007,404,70,9293,..,513,3470,1178,626,338,115,19,3,6250,..,35,214,482,604,399,179,160,93,2171,4401,..,..,..,..,..,..,..,..,4401,..,1187,..,..,..,..,..,..,..,1187,..,364,354,106,124,59,11,0,0,1005,..,293,330,74,50,98,91,70,54,1061,..,216,375,51,13,15,4,5,0,672
LGA27450,..,71,2844,5477,6196,6081,4613,1842,386,27512,..,350,1868,1393,1240,732,278,59,11,5928,..,12,58,238,477,296,121,58,35,1287,13768,..,..,..,..,..,..,..,..,13768,..,3970,..,..,..,..,..,..,..,3970,..,3628,1966,603,322,121,11,0,0,6648,..,320,264,97,115,111,109,75,47,1139,..,218,205,110,116,63,40,11,3,765,..,169,281,194,208,211,136,33,8,1241,..,141,485,684,1037,1068,852,434,225,4932,219,292,289,172,165,117,115,51,24,1444,13984,9172,8259,8960,9876,8806,6266,2570,739,68629,..,141,3788,5909,6577,5898,4007,1242,176,27736,..,577,1934,1464,1178,634,201,37,5,6036,..,129,539,1224,1561,879,312,206,124,4982,12987,..,..,..,..,..,..,..,..,12987,..,4261,..,..,..,..,..,..,..,4261,..,2467,1248,272,157,82,24,0,0,4262,..,258,126,54,92,211,222,213,125,1303,..,256,162,56,56,52,18,10,3,618
LGA27630,..,0,77,146,251,316,248,149,46,1249,..,26,52,26,36,15,10,0,0,165,..,0,3,14,18,12,8,0,6,59,530,..,..,..,..,..,..,..,..,530,..,131,..,..,..,..,..,..,..,131,..,93,53,15,20,9,0,0,0,190,..,13,3,0,0,3,6,3,3,33,..,6,7,3,3,0,0,0,0,21,..,19,12,7,9,15,4,4,0,72,..,19,42,36,66,124,99,73,34,495,4,14,13,3,8,14,6,4,0,65,533,316,259,243,418,520,385,239,90,3001,..,3,112,160,278,323,237,110,25,1241,..,40,48,30,32,17,12,0,0,174,..,12,30,46,44,17,12,18,5,188,447,..,..,..,..,..,..,..,..,447,..,119,..,..,..,..,..,..,..,119,..,49,22,7,15,7,0,0,0,95,..,3,3,0,4,5,9,3,3,29,..,3,0,0,0,0,0,0,0,6
LGA29399,..,0,4,11,5,10,14,4,0,43,..,0,0,7,4,3,0,0,0,13,..,0,0,0,3,0,0,0,0,7,30,..,..,..,..,..,..,..,..,30,..,0,..,..,..,..,..,..,..,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,4,4,0,0,0,0,0,0,17,..,3,7,7,6,14,10,0,0,40,0,0,3,3,0,3,0,0,0,13,30,13,16,22,22,25,21,9,0,153,..,0,6,11,9,5,9,0,0,38,..,0,9,4,0,3,0,0,0,17,..,0,0,6,3,0,0,0,0,6,35,..,..,..,..,..,..,..,..,35,..,3,..,..,..,..,..,..,..,3,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0
LGA29499,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,0,..,..,..,..,..,..,..,..,0,..,0,..,..,..,..,..,..,..,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,157,257,492,309,249,168,109,24,11,1774,157,257,492,309,249,168,109,24,11,1774,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,0,..,..,..,..,..,..,..,..,0,..,0,..,..,..,..,..,..,..,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0
LGA29799,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,0,..,..,..,..,..,..,..,..,0,..,0,..,..,..,..,..,..,..,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,0,..,..,..,..,..,..,..,..,0,..,0,..,..,..,..,..,..,..,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0
