LGA_CODE_2016,M_Emp_FullT_15_19,M_Emp_FullT_20_24,M_Emp_FullT_25_34,M_Emp_FullT_35_44,M_Emp_FullT_45_54,M_Emp_FullT_55_64,M_Emp_FullT_65_74,M_Emp_FullT_75_84,M_Emp_FullT_85ov,M_Emp_FullT_Tot,M_Emp_PartT_15_19,M_Emp_PartT_20_24,M_Emp_PartT_25_34,M_Emp_PartT_35_44,M_Emp_PartT_45_54,M_Emp_PartT_55_64,M_Emp_PartT_65_74,M_Emp_PartT_75_84,M_Emp_PartT_85ov,M_Emp_PartT_Tot,M_Emp_awy_f_wrk_15_19,M_Emp_awy_f_wrk_20_24,M_Emp_awy_f_wrk_25_34,M_Emp_awy_f_wrk_35_44,M_Emp_awy_f_wrk_45_54,M_Emp_awy_f_wrk_55_64,M_Emp_awy_f_wrk_65_74,M_Emp_awy_f_wrk_75_84,M_Emp_awy_f_wrk_85ov,M_Emp_awy_f_wrk_Tot,M_Hours_wkd_NS_15_19,M_Hours_wkd_NS_20_24,M_Hours_wkd_NS_25_34,M_Hours_wkd_NS_35_44,M_Hours_wkd_NS_45_54,M_Hours_wkd_NS_55_64,M_Hours_wkd_NS_65_74,M_Hours_wkd_NS_75_84,M_Hours_wkd_NS_85ov,M_Hours_wkd_NS_Tot,M_Tot_Emp_15_19,M_Tot_Emp_20_24,M_Tot_Emp_25_34,M_Tot_Emp_35_44,M_Tot_Emp_45_54,M_Tot_Emp_55_64,M_Tot_Emp_65_74,M_Tot_Emp_75_84,M_Tot_Emp_85ov,M_Tot_Emp_Tot,M_Unem_look_FTW_15_19,M_Unem_look_FTW_20_24,M_Unem_look_FTW_25_34,M_Unem_look_FTW_35_44,M_Unem_look_FTW_45_54,M_Unem_look_FTW_55_64,M_Unem_look_FTW_65_74,M_Unem_look_FTW_75_84,M_Unem_look_FTW_85ov,M_Unem_look_FTW_Tot,M_Unem_look_PTW_15_19,M_Unem_look_PTW_20_24,M_Unem_look_PTW_25_34,M_Unem_look_PTW_35_44,M_Unem_look_PTW_45_54,M_Unem_look_PTW_55_64,M_Unem_look_PTW_65_74,M_Unem_look_PTW_75_84,M_Unem_look_PTW_85ov,M_Unem_look_PTW_Tot,M_Tot_Unemp_15_19,M_Tot_Unemp_20_24,M_Tot_Unemp_25_34,M_Tot_Unemp_35_44,M_Tot_Unemp_45_54,M_Tot_Unemp_55_64,M_Tot_Unemp_65_74,M_Tot_Unemp_75_84,M_Tot_Unemp_85ov,M_Tot_Unemp_Tot,M_Tot_LF_15_19,M_Tot_LF_20_24,M_Tot_LF_25_34,M_Tot_LF_35_44,M_Tot_LF_45_54,M_Tot_LF_55_64,M_Tot_LF_65_74,M_Tot_LF_75_84,M_Tot_LF_85ov,M_Tot_LF_Tot,M_Not_in_LF_15_19,M_Not_in_LF_20_24,M_Not_in_LF_25_34,M_Not_in_LF_35_44,M_Not_in_LF_45_54,M_Not_in_LF_55_64,M_Not_in_LF_65_74,M_Not_in_LF_75_84,M_Not_in_LF_85ov,M_Not_in_LF_Tot,M_LFS_NS_15_19,M_LFS_NS_20_24,M_LFS_NS_25_34,M_LFS_NS_35_44,M_LFS_NS_45_54,M_LFS_NS_55_64,M_LFS_NS_65_74,M_LFS_NS_75_84,M_LFS_NS_85ov,M_LFS_NS_Tot,M_Tot_15_19,M_Tot_20_24,M_Tot_25_34,M_Tot_35_44,M_Tot_45_54,M_Tot_55_64,M_Tot_65_74,M_Tot_75_84,M_Tot_85ov,M_Tot_Tot,F_Emp_FullT_15_19,F_Emp_FullT_20_24,F_Emp_FullT_25_34,F_Emp_FullT_35_44,F_Emp_FullT_45_54,F_Emp_FullT_55_64,F_Emp_FullT_65_74,F_Emp_FullT_75_84,F_Emp_FullT_85ov,F_Emp_FullT_Tot,F_Emp_PartT_15_19,F_Emp_PartT_20_24,F_Emp_PartT_25_34,F_Emp_PartT_35_44,F_Emp_PartT_45_54,F_Emp_PartT_55_64,F_Emp_PartT_65_74,F_Emp_PartT_75_84,F_Emp_PartT_85ov,F_Emp_PartT_Tot,F_Emp_awy_f_wrk_15_19,F_Emp_awy_f_wrk_20_24,F_Emp_awy_f_wrk_25_34,F_Emp_awy_f_wrk_35_44,F_Emp_awy_f_wrk_45_54,F_Emp_awy_f_wrk_55_64,F_Emp_awy_f_wrk_65_74,F_Emp_awy_f_wrk_75_84,F_Emp_awy_f_wrk_85ov,F_Emp_awy_f_wrk_Tot,F_Hours_wkd_NS_15_19,F_Hours_wkd_NS_20_24,F_Hours_wkd_NS_25_34,F_Hours_wkd_NS_35_44,F_Hours_wkd_NS_45_54,F_Hours_wkd_NS_55_64,F_Hours_wkd_NS_65_74,F_Hours_wkd_NS_75_84,F_Hours_wkd_NS_85ov,F_Hours_wkd_NS_Tot,F_Tot_Emp_15_19,F_Tot_Emp_20_24,F_Tot_Emp_25_34,F_Tot_Emp_35_44,F_Tot_Emp_45_54,F_Tot_Emp_55_64,F_Tot_Emp_65_74,F_Tot_Emp_75_84,F_Tot_Emp_85ov,F_Tot_Emp_Tot,F_Unem_look_FTW_15_19,F_Unem_look_FTW_20_24,F_Unem_look_FTW_25_34,F_Unem_look_FTW_35_44,F_Unem_look_FTW_45_54,F_Unem_look_FTW_55_64,F_Unem_look_FTW_65_74,F_Unem_look_FTW_75_84,F_Unem_look_FTW_85ov,F_Unem_look_FTW_Tot,F_Unem_look_PTW_15_19,F_Unem_look_PTW_20_24,F_Unem_look_PTW_25_34,F_Unem_look_PTW_35_44,F_Unem_look_PTW_45_54,F_Unem_look_PTW_55_64,F_Unem_look_PTW_65_74,F_Unem_look_PTW_75_84,F_Unem_look_PTW_85ov,F_Unem_look_PTW_Tot,F_Tot_Unemp_15_19,F_Tot_Unemp_20_24,F_Tot_Unemp_25_34,F_Tot_Unemp_35_44,F_Tot_Unemp_45_54,F_Tot_Unemp_55_64,F_Tot_Unemp_65_74,F_Tot_Unemp_75_84,F_Tot_Unemp_85ov,F_Tot_Unemp_Tot
LGA23430,297,1590,6499,8115,7292,4443,796,43,7,29077,1123,1463,1154,930,1067,1122,687,141,21,7713,49,64,176,169,161,188,63,19,3,882,37,87,166,156,133,87,35,13,8,710,1504,3198,7996,9369,8659,5836,1583,208,37,38381,65,210,301,281,323,217,32,0,0,1433,319,215,106,46,59,92,37,3,0,881,387,424,411,330,384,310,65,3,0,2318,1889,3628,8400,9698,9043,6147,1649,211,34,40698,2133,874,765,709,916,1902,4206,3179,1276,15961,141,235,514,540,472,426,380,332,230,3266,4154,4741,9687,10948,10426,8469,6238,3723,1542,59923,87,1167,4636,3941,4453,2502,317,12,5,17122,1519,1671,2282,4144,3706,2538,736,48,6,16654,63,83,433,398,204,159,53,12,0,1409,36,55,115,118,109,71,33,3,10,544,1709,2971,7472,8601,8470,5276,1134,70,13,35723,38,81,224,159,157,91,3,0,0,758,339,158,141,215,182,114,23,0,0,1175,374,233,366,376,342,208,26,3,0,1929
LGA23670,420,2118,7032,7431,7607,5353,824,33,7,30831,1349,1447,1142,937,1010,1242,772,83,8,7996,70,81,155,158,157,205,69,9,3,911,43,78,146,141,132,102,24,12,4,672,1881,3730,8472,8664,8910,6898,1684,135,15,40404,87,269,354,256,302,253,21,0,0,1542,384,174,93,58,61,93,27,0,0,880,471,442,444,320,361,346,51,0,0,2430,2354,4169,8919,8988,9269,7244,1736,135,15,42829,2593,879,696,717,895,1936,4451,2871,963,15997,135,180,402,397,373,387,301,206,118,2503,5083,5223,10020,10102,10538,9564,6483,3213,1102,61338,167,1596,4460,3359,4435,2751,275,11,4,17056,1782,1932,2498,3919,3965,3038,673,43,11,17851,67,103,517,316,176,229,69,7,0,1485,53,62,122,87,110,69,30,15,4,551,2067,3693,7600,7683,8689,6081,1041,75,15,36944,52,159,184,164,167,89,3,0,0,812,391,173,186,243,211,131,10,4,0,1338,444,329,367,402,375,217,11,3,0,2158
LGA23810,235,997,2591,2453,2749,2066,310,29,5,11434,566,377,444,387,400,487,285,47,7,2997,26,35,76,77,112,195,39,3,0,572,26,44,69,58,59,37,22,4,0,332,856,1454,3180,2976,3320,2789,653,86,15,15336,132,258,332,238,233,250,9,0,0,1452,134,65,53,34,35,66,14,0,0,398,268,321,386,278,264,314,28,4,0,1850,1126,1774,3560,3251,3589,3101,682,90,15,17186,1001,376,434,491,763,1448,2723,1596,541,9381,156,208,345,289,378,407,336,201,92,2410,2279,2360,4340,4032,4728,4956,3738,1887,654,28975,93,624,1309,1070,1338,851,119,10,4,5419,759,725,1316,1576,1702,1334,293,31,0,7740,30,65,227,106,133,148,35,4,0,738,25,47,31,28,33,64,15,4,3,257,912,1462,2884,2775,3202,2399,453,55,6,14158,69,128,130,137,122,68,0,0,0,657,127,89,138,131,82,68,10,0,0,652,191,211,272,274,201,139,13,3,0,1302
LGA23940,14,54,154,218,264,308,90,29,4,1142,30,17,13,32,51,77,43,18,0,291,3,3,3,3,19,27,0,3,0,66,4,3,11,6,15,10,6,0,0,55,53,78,185,260,351,424,143,52,7,1556,4,4,15,7,17,19,0,0,0,76,7,3,0,0,4,0,0,0,0,20,14,8,15,11,25,21,3,0,0,90,64,89,198,275,368,448,148,52,7,1651,102,25,26,55,94,222,406,215,86,1242,25,11,27,40,56,71,74,45,18,360,198,120,252,370,520,737,632,307,110,3252,6,24,62,83,154,147,44,8,0,529,43,26,65,124,183,143,51,13,3,642,3,4,20,9,13,17,7,0,0,74,3,0,5,10,12,6,3,0,0,42,56,58,151,226,354,318,104,19,3,1280,3,7,7,3,11,3,0,0,0,40,9,0,3,3,9,6,0,0,0,26,12,11,13,5,18,14,0,0,0,65
LGA24130,143,551,1321,2145,2448,1534,342,29,9,8528,365,245,205,277,353,476,321,48,4,2290,17,15,31,65,78,121,31,3,0,355,19,22,34,38,39,29,11,10,4,203,537,828,1591,2529,2918,2158,709,93,13,11374,27,44,58,53,65,84,6,0,0,337,79,17,11,6,21,30,14,3,0,180,109,64,72,59,79,107,25,3,0,522,646,895,1661,2591,2995,2271,729,92,11,11896,786,148,124,171,240,630,1609,817,254,4780,79,72,105,191,216,210,183,104,28,1192,1509,1116,1891,2952,3459,3109,2516,1008,296,17861,45,291,697,923,1313,764,119,9,3,4160,473,415,616,1328,1423,958,280,17,7,5515,20,29,122,143,74,103,32,0,3,518,25,15,25,32,34,21,7,0,3,170,561,746,1467,2423,2835,1848,441,23,16,10360,12,30,30,26,47,35,0,0,0,189,73,27,23,52,56,56,9,4,0,295,84,53,51,80,105,89,13,4,0,480
LGA24210,134,1082,4091,4839,5513,3647,848,98,6,20244,892,1237,866,619,897,1051,746,188,20,6508,23,55,84,65,89,99,59,16,3,493,23,62,117,108,95,77,35,13,3,525,1063,2438,5157,5630,6594,4871,1687,316,28,27779,31,125,244,195,238,194,24,4,0,1054,309,196,68,34,53,66,31,0,0,766,344,319,311,230,293,258,57,5,0,1822,1412,2759,5473,5858,6881,5127,1744,320,28,29599,2406,925,654,527,717,1435,3626,3525,1250,15072,107,116,268,227,294,264,230,275,141,1919,3919,3800,6388,6615,7899,6827,5601,4114,1423,46588,52,792,2830,2361,2981,1775,288,18,0,11097,1157,1405,1435,2481,3119,2144,762,101,8,12619,30,73,270,189,125,139,61,4,0,895,35,34,104,78,87,56,26,3,3,431,1277,2308,4638,5109,6305,4119,1132,136,9,25037,25,95,156,113,114,53,0,0,0,560,305,168,139,181,180,96,7,0,0,1079,329,264,292,293,293,153,13,0,0,1636
LGA24250,36,97,197,286,321,300,85,13,7,1342,76,24,46,50,86,110,80,16,0,486,0,3,13,9,8,26,16,4,0,75,3,5,3,11,9,8,6,0,0,42,116,118,261,358,427,440,184,30,5,1944,7,0,10,14,15,18,0,0,0,56,3,3,0,3,4,6,0,0,0,24,7,8,6,19,14,24,0,0,0,77,127,128,266,370,444,462,185,30,5,2026,126,17,20,31,76,191,445,214,67,1184,17,18,37,39,54,60,51,16,3,293,266,160,319,442,572,711,680,267,81,3508,15,71,117,133,199,177,25,5,0,745,79,34,106,201,217,242,86,5,0,970,0,0,20,16,13,14,9,0,0,80,3,0,9,11,11,7,4,0,0,37,94,105,252,353,438,445,126,8,0,1834,0,3,4,5,9,5,0,0,0,17,3,0,4,6,3,12,0,0,0,29,3,3,7,14,13,11,0,0,0,50
LGA24330,65,813,5474,4738,2942,1531,205,12,3,15789,384,1276,1764,792,594,491,140,17,3,5461,21,47,136,128,65,56,18,3,0,475,7,55,176,74,66,28,8,0,0,407,475,2194,7545,5729,3670,2113,370,35,10,22133,24,164,387,268,242,144,5,0,0,1228,173,271,177,57,46,45,12,0,0,792,199,435,566,324,292,185,22,0,0,2022,671,2626,8107,6051,3962,2294,392,35,10,24153,1052,953,935,599,614,1076,1392,946,436,8001,123,283,659,502,335,246,156,129,84,2506,1847,3860,9704,7154,4908,3613,1939,1109,522,34661,41,728,4196,2646,1976,906,84,8,6,10585,467,1135,2077,1964,1290,735,142,10,3,7821,22,52,317,265,81,57,22,3,0,817,19,42,88,55,46,30,9,0,0,296,551,1959,6673,4927,3388,1729,255,18,6,19511,21,120,252,151,133,85,0,0,0,767,158,249,205,141,110,94,9,3,0,971,186,365,465,290,249,182,9,0,0,1740
LGA24410,297,1427,5228,5776,5193,3284,548,29,4,21790,974,989,795,659,668,825,521,92,9,5530,44,45,94,126,116,147,48,8,0,634,21,60,127,96,99,65,27,3,0,493,1329,2519,6249,6662,6067,4321,1147,138,14,28447,66,161,233,193,206,155,13,3,0,1025,257,105,56,34,33,54,18,7,0,559,327,258,289,229,237,205,32,10,0,1583,1657,2782,6533,6888,6310,4519,1178,144,14,30033,1686,476,516,495,626,1285,2978,2057,788,10899,116,111,285,285,309,245,185,145,92,1790,3461,3372,7339,7665,7239,6048,4344,2344,900,42715,89,1027,3348,2435,2929,1807,230,3,3,11870,1313,1305,1983,2981,2941,2010,547,37,4,13126,46,77,410,255,137,165,48,4,0,1140,24,53,77,64,80,30,12,10,0,349,1481,2465,5826,5730,6079,4007,834,55,6,26490,37,81,175,127,106,34,6,0,0,564,260,101,123,183,123,74,7,0,0,881,298,182,298,307,229,113,11,3,0,1446
LGA24600,77,1601,11556,5272,2860,1739,488,65,15,23663,496,2397,3384,879,470,491,389,93,16,8605,35,141,291,141,88,66,32,10,0,804,49,132,221,85,51,31,6,3,0,590,653,4279,15455,6372,3467,2321,916,162,34,33655,23,294,668,274,161,92,18,0,0,1527,429,1070,487,87,45,48,12,0,0,2182,451,1360,1154,362,200,143,35,0,0,3711,1106,5641,16609,6739,3666,2465,953,168,36,37371,3005,6561,3160,725,548,856,1324,761,315,17250,427,1331,2469,1087,620,512,391,170,114,7114,4534,13530,22234,8555,4840,3832,2657,1091,459,61741,71,1786,9528,3338,2082,1132,236,18,10,18198,797,3052,4221,1423,914,758,343,38,7,11554,56,189,450,253,104,82,27,4,0,1173,91,143,201,50,33,43,9,8,0,576,1018,5163,14406,5064,3133,2017,617,66,22,31495,25,297,665,160,119,53,3,0,0,1324,675,1423,595,142,69,47,19,0,0,2965,701,1716,1258,298,188,102,20,0,0,4292
LGA24650,427,1683,6391,7904,5465,2966,393,13,4,25261,984,973,997,953,749,657,267,20,0,5603,45,52,182,168,139,145,29,6,3,763,43,98,198,187,157,76,10,4,0,782,1504,2801,7767,9216,6513,3843,701,43,3,32402,149,294,434,370,268,187,12,0,0,1713,317,164,94,45,53,58,13,0,0,748,463,463,523,415,324,251,24,0,0,2463,1968,3266,8292,9632,6838,4092,723,45,3,34862,2391,820,1085,1063,1008,1547,2857,1173,285,12227,209,248,605,591,488,384,252,121,16,2914,4574,4334,9980,11286,8331,6018,3834,1332,310,50001,155,1207,3794,3631,3025,1371,118,9,0,13308,1377,1257,2446,3466,2377,1437,240,3,3,12601,49,81,464,297,148,131,20,0,0,1196,45,87,124,117,94,46,11,7,3,522,1629,2639,6826,7511,5645,2981,384,17,8,27631,95,242,282,227,196,93,7,0,3,1151,356,153,242,311,155,107,6,0,0,1332,451,390,519,540,348,205,17,0,3,2477
LGA24780,222,698,1891,1886,2037,1662,321,37,8,8754,406,247,351,264,308,389,229,41,14,2243,27,29,54,55,70,79,33,3,3,357,23,30,71,49,57,55,18,12,3,312,672,1004,2371,2248,2475,2190,594,86,23,11669,77,126,181,113,106,88,9,0,0,703,110,41,39,35,25,31,10,0,0,297,180,169,222,147,132,124,20,0,0,998,854,1174,2592,2394,2608,2311,615,90,23,12664,849,232,307,360,532,934,1837,1121,443,6623,120,149,309,226,305,305,303,173,68,1958,1828,1560,3213,2987,3447,3548,2751,1382,531,21243,82,510,953,932,1310,917,109,12,3,4820,619,426,892,1093,1128,894,244,17,7,5314,30,35,142,65,66,113,35,5,0,496,17,19,43,41,36,31,15,3,0,208,743,989,2031,2131,2543,1956,402,35,8,10835,37,74,87,78,66,33,3,0,0,368,111,58,73,65,51,47,3,0,0,413,146,127,164,146,113,82,7,0,0,783
LGA24850,228,664,1760,1688,1903,1266,215,26,3,7747,279,197,253,223,257,326,154,24,4,1729,15,24,49,52,68,85,23,7,0,324,29,41,43,42,45,32,14,3,0,251,555,918,2112,2007,2277,1705,409,62,14,10052,39,50,80,77,77,60,3,0,0,382,51,21,13,8,13,19,3,0,0,139,89,72,96,86,91,83,7,0,0,520,646,989,2207,2086,2369,1789,413,62,14,10569,795,257,177,195,279,592,1206,615,188,4301,89,87,209,196,219,214,164,89,44,1318,1523,1330,2599,2481,2870,2594,1784,760,237,16185,51,331,830,789,1015,578,77,3,0,3686,427,357,664,875,917,680,159,13,0,4086,14,30,134,84,80,55,21,3,0,423,19,27,29,22,31,21,3,3,0,159,513,738,1665,1770,2039,1342,257,24,3,8355,39,46,69,55,62,26,4,0,0,310,75,28,43,56,45,30,0,0,0,280,116,74,116,107,105,61,3,0,0,587
LGA24900,154,399,866,949,1161,993,204,35,5,4763,211,92,122,109,142,230,143,32,10,1076,16,21,31,43,50,77,25,8,0,277,18,26,30,29,22,27,9,9,3,168,397,537,1047,1127,1376,1328,386,82,11,6281,25,33,51,43,40,42,3,0,0,238,21,11,8,7,17,24,4,0,0,84,41,45,61,50,59,64,4,0,0,319,436,582,1104,1176,1433,1391,390,82,11,6601,416,82,107,158,266,545,1388,970,322,4247,54,58,98,101,141,183,187,123,54,1001,902,730,1309,1432,1841,2123,1962,1175,387,11854,55,194,392,418,654,434,75,12,3,2237,292,184,432,560,636,547,154,15,0,2827,23,30,73,48,47,78,23,3,0,322,19,13,14,20,32,24,9,8,0,137,388,418,905,1046,1366,1079,267,42,5,5522,12,25,25,26,29,32,0,0,0,154,35,24,25,14,26,21,6,0,0,157,50,47,58,39,60,48,3,0,0,308
LGA24970,137,1556,7866,8145,7535,4407,816,67,15,30538,1168,2508,2208,1134,1244,1263,759,177,23,10496,65,120,190,132,136,151,60,16,0,873,52,111,242,149,136,86,32,20,4,832,1426,4289,10505,9570,9050,5904,1667,281,49,42741,53,236,527,335,357,252,27,0,0,1781,503,621,304,87,96,85,31,5,0,1740,555,857,829,423,449,340,58,9,3,3522,1983,5146,11337,9994,9499,6242,1728,288,49,46264,4119,3778,1873,877,1162,2100,4917,4434,1730,24981,232,415,711,549,465,375,321,326,197,3587,6330,9337,13923,11414,11126,8714,6959,5046,1977,74831,67,1152,5293,4075,4588,2433,354,15,3,17988,1580,2465,2900,3802,3615,2420,775,93,8,17653,61,119,462,293,182,159,67,8,5,1357,54,111,153,100,119,65,32,14,7,642,1755,3845,8811,8273,8501,5076,1217,123,21,37635,37,167,423,240,205,109,3,0,0,1188,530,645,349,332,260,119,18,0,0,2247,568,805,771,574,466,233,22,0,0,3436
LGA25060,145,1243,5728,5796,5446,3153,541,41,5,22101,804,1334,1162,737,655,841,467,87,4,6091,38,72,144,121,108,109,48,4,0,646,21,66,158,103,109,83,29,8,0,571,1009,2716,7192,6755,6316,4185,1086,148,10,29417,47,154,336,246,228,131,10,0,0,1156,221,187,105,40,43,52,23,0,0,686,270,344,450,292,268,186,35,0,0,1839,1286,3057,7640,7038,6583,4375,1116,149,8,31255,1819,745,724,526,748,1343,2928,2367,1000,12198,124,211,639,473,443,340,319,238,130,2914,3222,4010,9008,8040,7772,6053,4363,2753,1140,46365,62,1081,4701,3084,3212,1770,232,18,0,14164,1123,1604,1924,2824,2738,1824,464,34,9,12544,42,82,425,312,135,148,36,0,0,1183,28,56,105,93,88,60,15,5,3,458,1258,2822,7163,6322,6172,3793,743,60,17,28346,30,100,229,123,132,58,5,0,0,678,213,168,190,138,140,82,11,3,0,942,243,262,424,260,278,145,12,3,0,1621
LGA25150,175,443,1158,1434,1553,1001,189,21,6,5987,232,176,153,172,222,244,151,27,5,1378,13,14,30,34,54,60,21,4,0,226,8,31,33,38,40,26,9,3,0,191,430,661,1372,1681,1867,1330,366,57,16,7782,30,63,77,55,66,63,4,0,0,354,53,20,5,10,8,20,3,0,0,117,79,78,80,66,73,76,7,0,0,477,509,739,1460,1748,1945,1410,379,56,16,8259,519,105,138,164,230,489,1107,481,141,3373,48,59,91,127,151,134,127,51,23,800,1073,897,1686,2033,2322,2041,1611,590,178,12433,53,275,594,681,838,467,61,7,3,2982,394,262,505,758,814,553,126,5,0,3420,10,21,94,54,63,62,16,0,0,315,12,14,22,25,26,15,6,3,0,127,469,573,1215,1511,1741,1104,214,15,0,6843,20,40,45,41,37,18,0,0,0,202,58,22,24,49,34,33,0,0,0,223,83,60,70,86,76,50,0,0,0,425
LGA25250,180,1646,10351,8436,5912,2979,474,30,13,30022,764,2111,3114,1578,1110,822,349,56,8,9909,30,72,279,205,167,106,32,12,0,912,28,114,331,209,127,76,30,14,5,942,1010,3946,14077,10426,7323,3985,887,111,23,41781,91,289,641,441,302,195,8,0,0,1978,275,384,313,112,81,85,25,0,0,1277,364,673,959,555,382,281,36,3,0,3249,1375,4613,15033,10977,7704,4271,921,114,23,45036,2117,1297,1577,1071,1237,1881,3128,3114,1490,16915,193,365,1149,792,536,403,308,279,142,4170,3678,6278,17758,12843,9481,6550,4362,3510,1661,66119,88,1531,8074,4580,3665,1861,208,10,8,20021,979,2525,3910,3973,2826,1737,392,40,5,16394,27,103,597,463,167,142,29,0,0,1530,26,99,210,108,103,61,15,7,3,626,1120,4253,12796,9126,6755,3804,648,59,11,38570,77,181,414,243,166,91,0,3,0,1173,309,315,314,230,190,108,16,6,0,1488,385,493,734,472,355,205,15,7,0,2667
LGA25340,649,1994,4381,6004,6777,4626,989,85,13,25515,1338,934,721,778,1106,1566,1170,218,22,7851,64,58,123,147,209,275,136,18,0,1040,55,84,111,121,133,112,52,11,8,691,2114,3076,5340,7050,8221,6570,2346,331,45,35097,104,167,200,226,247,231,21,0,0,1189,253,70,48,31,41,94,60,5,0,599,359,239,243,256,281,323,80,7,0,1790,2469,3306,5589,7315,8504,6898,2426,339,45,36885,1998,452,509,692,1088,2379,6684,4901,1772,20484,210,204,365,447,574,571,613,513,219,3717,4680,3969,6465,8452,10160,9847,9726,5753,2036,61091,206,1079,2330,2458,3711,2296,341,19,7,12436,1658,1326,2184,3941,4199,3388,1134,95,11,17937,81,67,359,271,230,315,109,15,0,1453,59,66,88,105,100,95,44,8,5,571,2011,2540,4956,6778,8239,6103,1628,141,17,32401,70,101,101,118,136,106,4,0,0,635,293,79,127,191,179,161,29,0,0,1059,358,179,226,307,315,267,37,4,0,1699
LGA25430,49,178,347,516,672,572,113,22,3,2480,144,70,100,149,218,333,127,23,8,1169,3,5,8,14,29,46,21,0,0,124,10,6,11,9,13,10,3,0,0,67,209,257,475,690,932,963,263,49,12,3845,13,14,24,33,24,42,0,0,0,163,17,9,4,9,12,18,11,0,0,72,30,22,28,41,34,57,10,0,0,232,240,284,500,731,969,1016,277,50,12,4076,228,110,314,293,284,459,897,511,168,3267,34,17,50,61,102,136,100,66,40,603,502,407,863,1081,1357,1612,1277,631,226,7943,16,93,183,262,436,341,44,5,0,1385,142,105,221,397,581,460,137,18,6,2073,10,4,21,42,34,58,23,0,0,189,12,3,9,6,12,16,7,0,0,64,177,209,436,704,1062,875,212,30,10,3714,3,16,17,17,17,15,0,0,0,83,18,7,15,17,25,22,4,0,0,113,24,24,33,34,47,36,5,0,0,198
LGA25490,88,200,552,678,752,642,183,43,0,3141,110,50,65,95,113,197,92,30,3,758,5,7,21,36,36,42,12,3,0,168,12,17,16,13,27,19,4,13,0,113,215,278,650,828,920,905,302,81,7,4183,13,13,20,23,26,17,0,0,0,104,10,3,3,5,10,12,3,0,0,48,24,16,23,21,36,26,3,0,0,153,238,294,677,848,956,932,300,81,7,4336,231,37,37,72,100,241,559,299,101,1689,34,37,54,76,82,100,86,42,23,530,500,370,768,994,1139,1270,948,428,130,6556,25,109,248,267,433,281,59,15,3,1436,148,103,241,391,454,372,94,25,3,1821,7,18,53,39,45,37,12,0,0,216,10,5,8,9,8,18,12,5,0,74,182,237,547,701,930,707,184,40,10,3543,6,6,11,10,13,11,0,0,0,57,9,4,13,20,21,17,0,0,0,87,19,12,25,30,34,32,0,0,0,144
LGA25620,61,147,366,496,605,474,117,32,5,2308,76,35,45,85,117,181,120,31,5,688,3,7,17,18,22,46,16,3,5,135,7,5,8,12,19,13,7,0,6,76,146,191,439,612,767,711,263,66,17,3204,13,16,22,16,21,31,6,0,0,114,6,11,7,3,8,9,0,0,0,51,20,23,25,19,30,41,6,0,0,163,165,210,461,635,798,754,266,66,17,3367,163,27,44,75,135,344,751,316,101,1956,21,21,40,76,68,109,112,49,20,521,350,263,549,782,1000,1206,1129,428,133,5843,21,76,163,204,329,231,48,8,3,1079,111,84,164,312,342,349,93,8,3,1471,5,12,26,26,30,37,9,0,0,147,3,4,11,9,10,6,7,3,0,50,142,174,367,548,705,626,159,22,9,2746,13,10,12,11,14,11,0,0,0,72,16,8,12,23,15,10,3,0,0,87,26,17,30,30,33,24,3,0,0,157
LGA25710,229,842,1920,2972,3736,2586,435,24,4,12766,674,615,320,308,388,623,424,56,3,3415,20,28,51,55,91,89,30,3,0,367,20,32,59,39,47,48,15,6,0,274,954,1518,2345,3371,4270,3358,908,93,9,16825,39,81,102,69,66,77,5,0,0,443,188,61,29,8,10,38,15,0,0,350,225,137,127,85,80,117,24,0,0,797,1177,1659,2476,3453,4343,3472,933,93,9,17616,1181,301,231,166,260,713,1654,777,216,5501,72,73,109,150,218,170,131,57,32,1016,2430,2033,2822,3766,4822,4360,2713,927,254,24136,62,574,1199,1222,1823,1167,153,5,3,6218,929,885,766,1903,2200,1554,400,25,0,8662,23,39,162,177,114,128,29,0,0,675,11,18,42,36,45,40,13,3,0,200,1032,1527,2167,3342,4181,2880,588,36,5,15755,20,40,49,31,45,26,0,0,0,212,163,62,28,61,69,53,4,0,0,445,180,106,74,96,113,75,5,0,0,665
LGA25810,53,144,333,323,460,397,100,19,3,1828,93,39,65,63,85,126,88,10,5,570,3,4,10,14,20,30,9,3,0,98,0,3,10,9,9,9,10,6,0,63,155,193,416,407,579,564,204,36,7,2561,17,18,34,23,21,27,3,0,0,137,7,3,3,10,4,5,3,0,0,37,19,27,37,27,22,32,4,0,0,174,177,218,452,434,602,599,209,36,7,2731,162,32,59,87,121,257,548,313,123,1703,17,16,32,28,56,61,63,44,15,332,350,258,544,554,776,917,819,394,143,4766,20,77,158,177,286,192,45,3,0,965,107,80,146,216,277,251,62,9,3,1147,9,6,28,22,28,29,16,0,0,140,4,0,8,7,10,17,3,3,0,45,139,167,342,418,600,488,122,18,4,2292,8,10,12,12,13,11,0,0,0,57,12,3,7,3,3,8,3,0,0,40,20,11,16,15,12,10,3,0,0,93
