LGA_CODE_2016,F_China_0_4,F_China_5_14,F_China_15_24,F_China_25_44,F_China_45_54,F_China_55_64,F_China_65_74,F_China_75_84,F_China_85ov,F_China_Tot,F_Croatia_0_4,F_Croatia_5_14,F_Croatia_15_24,F_Croatia_25_44,F_Croatia_45_54,F_Croatia_55_64,F_Croatia_65_74,F_Croatia_75_84,F_Croatia_85ov,F_Croatia_Tot,F_Egypt_0_4,F_Egypt_5_14,F_Egypt_15_24,F_Egypt_25_44,F_Egypt_45_54,F_Egypt_55_64,F_Egypt_65_74,F_Egypt_75_84,F_Egypt_85ov,F_Egypt_Tot,F_England_0_4,F_England_5_14,F_England_15_24,F_England_25_44,F_England_45_54,F_England_55_64,F_England_65_74,F_England_75_84,F_England_85ov,F_England_Tot,F_Fiji_0_4,F_Fiji_5_14,F_Fiji_15_24,F_Fiji_25_44,F_Fiji_45_54,F_Fiji_55_64,F_Fiji_65_74,F_Fiji_75_84,F_Fiji_85ov,F_Fiji_Tot,F_France_0_4,F_France_5_14,F_France_15_24,F_France_25_44,F_France_45_54,F_France_55_64,F_France_65_74,F_France_75_84,F_France_85ov,F_France_Tot,F_Germany_0_4,F_Germany_5_14,F_Germany_15_24,F_Germany_25_44,F_Germany_45_54,F_Germany_55_64,F_Germany_65_74,F_Germany_75_84,F_Germany_85ov,F_Germany_Tot,F_Greece_0_4,F_Greece_5_14,F_Greece_15_24,F_Greece_25_44,F_Greece_45_54,F_Greece_55_64,F_Greece_65_74,F_Greece_75_84,F_Greece_85ov,F_Greece_Tot,F_Hong_Kong_0_4,F_Hong_Kong_5_14,F_Hong_Kong_15_24,F_Hong_Kong_25_44,F_Hong_Kong_45_54,F_Hong_Kong_55_64,F_Hong_Kong_65_74,F_Hong_Kong_75_84,F_Hong_Kong_85ov,F_Hong_Kong_Tot,F_India_0_4,F_India_5_14,F_India_15_24,F_India_25_44,F_India_45_54,F_India_55_64,F_India_65_74,F_India_75_84,F_India_85ov,F_India_Tot,F_Indonesia_0_4,F_Indonesia_5_14,F_Indonesia_15_24,F_Indonesia_25_44,F_Indonesia_45_54,F_Indonesia_55_64,F_Indonesia_65_74,F_Indonesia_75_84,F_Indonesia_85ov,F_Indonesia_Tot,F_Iran_0_4,F_Iran_5_14,F_Iran_15_24,F_Iran_25_44,F_Iran_45_54,F_Iran_55_64,F_Iran_65_74,F_Iran_75_84,F_Iran_85ov,F_Iran_Tot,F_Iraq_0_4,F_Iraq_5_14,F_Iraq_15_24,F_Iraq_25_44,F_Iraq_45_54,F_Iraq_55_64,F_Iraq_65_74,F_Iraq_75_84,F_Iraq_85ov,F_Iraq_Tot,F_Ireland_0_4,F_Ireland_5_14,F_Ireland_15_24,F_Ireland_25_44,F_Ireland_45_54,F_Ireland_55_64,F_Ireland_65_74,F_Ireland_75_84,F_Ireland_85ov,F_Ireland_Tot,F_Italy_0_4,F_Italy_5_14,F_Italy_15_24,F_Italy_25_44,F_Italy_45_54,F_Italy_55_64,F_Italy_65_74,F_Italy_75_84,F_Italy_85ov,F_Italy_Tot,F_Japan_0_4,F_Japan_5_14,F_Japan_15_24,F_Japan_25_44,F_Japan_45_54,F_Japan_55_64,F_Japan_65_74,F_Japan_75_84,F_Japan_85ov,F_Japan_Tot,F_Korea_South_0_4,F_Korea_South_5_14,F_Korea_South_15_24,F_Korea_South_25_44,F_Korea_South_45_54,F_Korea_South_55_64,F_Korea_South_65_74,F_Korea_South_75_84,F_Korea_South_85ov,F_Korea_South_Tot,F_Lebanon_0_4,F_Lebanon_5_14,F_Lebanon_15_24,F_Lebanon_25_44,F_Lebanon_45_54,F_Lebanon_55_64,F_Lebanon_65_74,F_Lebanon_75_84,F_Lebanon_85ov,F_Lebanon_Tot,F_Malaysia_0_4,F_Malaysia_5_14,F_Malaysia_15_24,F_Malaysia_25_44,F_Malaysia_45_54,F_Malaysia_55_64,F_Malaysia_65_74,F_Malaysia_75_84,F_Malaysia_85ov,F_Malaysia_Tot,F_Malta_0_4,F_Malta_5_14,F_Malta_15_24,F_Malta_25_44,F_Malta_45_54,F_Malta_55_64,F_Malta_65_74,F_Malta_75_84,F_Malta_85ov,F_Malta_Tot
LGA25430,0,3,0,6,3,0,0,0,0,11,0,0,0,0,0,0,3,0,0,4,0,0,0,0,0,0,0,0,0,3,0,4,5,29,57,91,90,47,24,346,0,0,0,3,0,0,0,0,0,3,0,0,0,3,0,3,0,0,0,8,0,0,0,10,6,15,12,3,0,43,0,0,0,0,0,0,3,0,0,10,0,0,3,0,0,0,0,0,0,4,0,0,0,12,0,3,0,0,0,20,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,13,0,0,0,0,0,3,7,0,0,11,0,0,3,4,3,6,0,0,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,4,11,3,0,0,0,19,0,0,0,0,0,3,3,0,0,4
LGA25490,0,0,0,4,3,0,0,0,0,13,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,13,5,24,32,40,46,27,10,189,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,7,0,0,0,3,7,4,4,0,0,22,0,0,0,0,0,3,0,0,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,3,0,0,4,0,4,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,6,0,3,0,0,0,14,0,0,0,0,3,0,0,0,0,9,0,3,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0
LGA25620,0,0,3,3,4,3,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,24,31,50,90,43,10,258,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,3,7,26,4,0,38,0,0,0,0,3,7,5,0,0,12,0,0,0,0,0,3,0,0,0,5,0,3,0,10,0,3,5,0,0,17,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,3,0,0,0,17,0,0,0,0,0,3,4,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,6,0,0,0,0,0,12,0,0,0,0,0,3,3,0,0,5
LGA25710,0,11,19,133,32,23,15,3,0,237,0,0,0,3,11,16,14,6,6,59,0,0,0,4,4,12,14,7,0,45,13,77,92,201,299,258,213,90,35,1272,0,0,0,3,5,4,0,0,0,21,0,0,3,11,3,3,11,0,0,28,0,0,7,30,31,20,63,19,8,190,0,4,3,7,21,21,19,14,6,93,0,4,4,15,3,12,0,0,0,36,0,3,6,40,23,23,15,3,5,121,0,0,0,20,9,0,4,4,0,39,0,5,3,23,5,3,7,0,0,49,0,0,3,3,3,0,0,0,0,10,0,3,3,27,24,19,11,7,0,84,0,0,0,9,45,93,76,40,17,281,0,0,0,13,13,3,0,3,0,41,0,0,3,7,0,0,0,0,0,12,0,0,0,5,10,4,3,0,0,21,0,11,3,37,16,37,15,5,3,128,0,0,3,0,8,14,26,7,0,62
LGA25810,0,0,0,4,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,16,18,35,34,22,5,132,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,3,12,4,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,3,0,0,0,20,0,0,4,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,3,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,3,4,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0
LGA25900,4,34,278,519,134,68,31,27,6,1118,0,0,3,20,11,16,11,11,0,69,0,0,0,14,10,16,23,7,3,84,33,74,171,1088,353,262,200,59,34,2268,0,0,0,33,10,8,0,3,0,55,3,8,29,176,30,6,17,3,0,278,7,7,13,173,61,30,53,14,14,378,0,6,7,26,41,71,195,222,55,630,10,6,16,113,17,15,11,0,3,194,33,44,56,603,44,45,22,12,6,860,0,5,57,144,25,10,10,3,0,255,3,3,3,106,4,7,4,0,0,129,0,0,0,10,3,0,0,3,0,20,3,3,47,459,38,21,12,5,3,598,6,3,20,146,31,40,56,59,19,375,7,0,15,152,31,11,3,0,0,228,3,3,22,130,13,5,3,0,0,177,0,0,0,14,8,4,7,0,0,29,3,6,49,269,50,53,28,6,0,464,0,0,0,3,3,10,15,8,6,53
LGA25990,0,0,0,3,4,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,31,30,43,12,3,129,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,4,0,0,0,3,0,0,3,3,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,5,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
LGA26080,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,7,15,23,3,0,57,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,0,0,6,0,6,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LGA26170,0,3,0,13,0,3,3,4,0,24,0,0,0,0,3,0,3,0,0,3,0,0,0,0,0,0,0,0,0,3,0,3,10,36,86,141,179,90,30,574,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,9,9,9,28,19,7,78,0,0,0,0,0,3,6,0,3,12,0,0,0,0,3,0,0,0,0,3,0,4,3,30,3,3,9,0,0,56,0,0,0,0,3,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,8,3,3,4,6,0,31,0,0,0,3,5,12,26,21,15,89,0,0,0,3,0,0,0,0,0,6,0,0,0,9,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,7,6,0,0,0,0,13,0,0,0,0,0,0,0,4,0,5
LGA26260,0,0,6,3,3,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,24,34,32,44,30,6,179,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,4,0,3,6,5,0,17,0,0,0,0,0,0,3,0,0,6,0,0,0,3,0,0,0,0,0,3,0,0,3,17,3,3,0,0,0,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,6,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,5,0,0,0,0,0,0,4,0,0,6
LGA26350,13,110,1046,989,298,163,77,63,17,2770,0,0,0,16,10,12,13,8,3,66,0,3,3,10,3,21,19,26,7,96,21,80,147,650,236,211,180,88,55,1666,0,0,4,29,9,8,6,3,3,61,3,3,18,125,20,12,22,6,6,224,0,0,24,91,9,22,76,29,24,280,0,0,6,40,45,100,270,369,69,894,3,25,61,148,30,48,19,5,3,343,45,58,118,751,69,53,44,21,6,1157,0,3,90,137,25,20,15,6,0,297,0,3,14,105,12,6,8,4,0,149,0,0,0,12,0,0,0,0,0,18,0,0,17,227,17,20,20,13,8,322,0,0,12,59,18,42,76,57,42,314,3,12,20,142,42,18,13,3,3,258,0,0,34,138,24,11,3,0,0,206,0,0,4,9,8,3,3,3,0,30,4,12,121,316,92,90,68,14,12,720,0,0,0,0,9,6,4,3,0,27
LGA26430,0,0,0,0,3,0,0,0,0,10,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,3,15,22,23,44,29,6,149,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,3,11,4,4,28,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,9,0,0,0,7,0,0,3,0,0,18,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,7,0,0,0,0,3,3,5,4,0,12,0,0,0,0,0,0,0,0,0,3,0,0,4,4,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,6
LGA26490,0,0,4,10,0,7,0,0,0,21,0,0,0,0,3,0,4,0,0,6,0,0,0,0,0,3,5,0,0,8,3,36,23,100,111,88,104,58,26,539,0,0,0,0,4,0,0,0,0,4,0,0,0,13,0,0,0,0,0,16,0,0,3,23,7,8,26,7,8,87,0,0,0,0,0,7,9,3,3,25,0,0,0,0,3,3,0,0,0,13,0,0,0,21,0,8,4,0,3,38,0,0,0,8,3,0,0,0,0,14,0,0,0,3,5,0,0,0,0,4,0,0,0,0,0,0,0,0,0,3,0,3,0,15,14,9,7,3,4,52,0,0,0,4,6,8,19,8,0,48,0,4,6,5,0,3,0,0,0,20,0,0,0,3,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,3,4,3,0,0,0,0,7,0,0,0,3,3,8,12,3,0,28
LGA26610,0,0,7,21,0,0,3,0,0,39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,16,21,18,19,12,11,99,0,0,0,10,6,4,3,0,0,28,0,0,0,7,3,0,0,0,0,13,0,0,0,3,0,4,3,0,0,19,0,0,0,0,0,3,5,6,3,18,0,0,0,10,0,0,0,0,0,10,3,3,9,75,7,5,5,0,0,99,0,0,3,12,7,0,0,0,0,22,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,3,0,0,0,8,3,0,0,0,0,5,0,0,0,0,3,14,38,38,18,115,0,0,0,4,0,0,0,0,0,8,0,0,0,10,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,6,5,5,39,8,3,0,0,0,65,0,0,0,0,0,3,0,0,0,3
LGA26670,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,9,19,15,19,10,3,77,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,3,3,12,4,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0
LGA26700,0,0,3,8,4,0,0,0,0,19,0,0,0,0,0,3,3,0,0,8,0,3,0,3,0,0,0,0,0,3,3,4,5,18,45,65,80,37,21,275,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,6,0,0,0,8,3,3,25,9,9,58,0,0,0,0,3,3,3,0,0,11,0,0,0,3,0,0,0,0,0,5,0,4,0,22,0,3,3,0,0,35,0,0,0,3,0,0,0,0,0,7,0,0,0,7,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,10,0,0,0,5,7,29,52,53,35,174,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,11,3,7,0,0,0,20,0,0,0,0,0,3,0,0,0,3
LGA26730,0,5,4,40,14,5,3,0,0,68,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,3,3,0,0,13,0,16,5,44,40,55,75,36,23,291,0,0,3,3,0,0,0,0,0,9,0,3,3,0,4,0,0,0,0,9,0,0,0,0,0,5,3,6,3,17,0,0,0,0,0,0,0,0,0,6,0,0,3,7,3,0,0,0,0,17,0,7,3,28,3,3,0,0,0,42,0,3,0,12,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,9,10,0,8,7,0,0,37,0,0,0,0,0,4,0,0,0,8,0,0,0,7,3,0,0,0,0,13,0,0,7,14,0,0,0,0,0,21,0,0,0,0,0,0,0,0,0,3,0,0,0,11,6,3,0,0,0,16,0,0,0,0,3,0,5,0,0,10
LGA26810,0,0,0,11,3,4,0,0,0,21,0,0,0,0,3,3,6,5,0,21,0,0,0,0,0,0,0,0,0,5,0,9,10,57,103,168,182,94,47,676,0,0,0,3,0,4,0,0,0,13,0,0,0,4,0,0,0,0,0,6,0,0,0,10,12,12,46,10,9,85,0,0,0,0,0,5,0,0,0,14,0,0,3,6,0,0,0,0,0,10,0,6,3,56,0,4,4,3,0,82,0,0,0,7,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,9,5,4,0,29,0,0,0,0,3,7,14,11,3,42,0,0,0,3,0,0,0,0,0,8,0,0,0,3,0,0,0,0,0,6,0,0,0,3,0,0,0,0,0,3,0,5,0,16,7,12,3,0,0,41,0,0,0,0,0,0,4,0,0,8
LGA26890,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,8,8,12,4,3,39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,3,3,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LGA26980,72,392,2003,4595,1426,1008,439,269,100,10299,0,0,0,3,18,18,31,40,8,117,0,5,0,20,14,22,43,21,19,148,14,89,102,278,305,287,342,300,162,1878,0,3,11,49,28,39,14,18,3,165,0,4,4,19,17,13,7,5,7,81,0,4,12,34,42,47,114,56,41,352,0,3,6,18,58,108,303,319,60,878,13,34,164,477,195,218,88,31,8,1225,50,118,241,1224,213,151,107,61,24,2188,4,7,85,292,62,36,30,6,11,534,3,44,44,261,46,37,19,12,3,482,0,4,5,15,5,3,3,0,5,34,3,17,3,36,27,28,29,30,12,178,0,3,5,25,41,90,221,250,104,738,7,13,19,129,43,18,19,3,0,259,5,42,97,300,103,31,10,3,0,587,0,0,3,11,17,10,14,0,5,56,16,107,311,907,334,364,210,75,32,2348,0,0,0,0,3,8,23,12,8,60
LGA27070,21,57,249,1042,273,219,93,41,7,1998,0,3,6,37,52,69,85,68,7,330,0,32,21,143,62,115,79,36,23,505,14,100,62,242,282,226,218,105,45,1300,3,9,21,158,70,52,17,16,3,348,0,0,0,7,13,11,3,0,0,38,0,3,18,44,26,21,55,14,18,202,4,39,42,97,174,406,604,479,117,1962,7,0,19,76,26,31,6,3,0,171,67,291,419,3475,399,244,123,47,15,5082,3,10,22,135,31,21,9,3,0,225,15,113,104,397,60,30,9,0,0,736,12,68,156,558,227,79,44,20,3,1164,3,17,0,42,15,16,23,10,3,135,6,26,31,99,264,727,858,738,301,3046,0,3,12,37,18,6,3,0,3,81,0,5,13,66,16,10,0,0,0,114,8,19,37,231,236,153,63,31,12,789,5,36,74,221,90,103,40,17,3,591,0,0,0,18,24,156,200,88,29,510
LGA27170,0,0,5,21,6,3,6,0,0,49,0,0,0,3,3,12,16,16,7,64,0,0,0,0,0,0,0,0,0,4,3,11,18,48,72,57,73,45,16,348,0,0,0,8,0,0,0,0,0,8,0,0,0,0,3,4,3,0,0,10,0,4,3,3,12,19,60,28,23,153,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,5,0,0,0,3,0,12,8,96,11,3,3,3,3,138,0,0,0,3,5,0,0,0,0,7,0,0,0,9,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,4,8,0,0,23,0,0,0,3,0,4,8,8,6,32,0,0,0,3,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,8,0,0,0,0,0,3,0,0,0,6,0,0,3,6,8,6,4,0,0,23,0,0,0,0,0,0,0,0,0,5
LGA27260,44,122,234,1754,376,415,94,29,7,3066,0,0,3,45,51,60,41,32,0,241,6,32,20,50,22,33,18,4,3,187,30,174,129,482,540,407,357,203,72,2399,0,17,38,266,93,70,36,6,0,527,0,3,6,25,10,9,8,4,0,57,3,12,16,54,44,36,76,32,16,296,0,13,7,19,44,51,67,50,19,276,5,16,25,125,42,47,13,0,0,280,244,649,669,7705,513,436,201,66,12,10499,5,27,37,525,66,40,21,9,0,727,5,32,19,134,18,10,6,0,0,225,0,12,18,59,20,10,5,3,0,130,0,12,15,65,27,23,21,16,3,189,0,9,13,43,78,166,222,193,92,815,0,11,9,95,25,8,10,4,3,160,9,40,31,237,38,24,10,0,0,385,5,21,41,188,73,35,21,6,0,394,28,92,106,517,135,150,51,13,3,1104,0,3,5,36,68,169,168,77,12,550
LGA27350,4,19,163,279,116,119,64,132,30,932,0,0,3,10,15,19,14,20,0,81,0,8,0,9,3,7,15,8,4,54,17,40,122,805,165,150,125,46,7,1470,0,0,0,22,10,9,5,0,0,41,0,4,22,116,10,3,3,3,4,168,0,0,14,110,25,11,38,12,9,218,0,0,4,19,37,71,178,262,60,638,0,6,21,106,21,11,4,4,4,176,6,8,27,194,13,19,16,5,3,292,0,3,30,77,8,3,9,0,0,134,0,3,7,51,3,3,3,0,0,67,0,0,0,4,4,0,0,0,0,12,0,0,6,198,15,21,12,0,4,252,3,0,7,76,17,38,70,133,92,444,0,8,13,115,29,3,3,0,0,175,0,0,14,81,11,3,0,0,0,105,0,0,0,9,9,3,3,3,3,27,0,8,48,205,55,45,29,15,3,408,0,0,0,3,0,8,7,12,3,33
LGA27450,0,19,39,183,70,51,21,9,0,411,0,0,0,3,12,13,14,15,5,57,0,0,0,6,0,6,13,3,3,32,12,86,112,487,825,961,885,497,192,4057,0,0,4,12,7,12,0,5,0,39,0,5,9,15,12,10,11,5,0,59,0,5,9,55,83,100,155,98,45,552,0,0,0,6,7,11,20,5,4,58,0,4,4,22,16,11,6,0,0,61,3,15,33,158,46,45,37,19,7,367,0,3,4,36,11,17,8,9,4,86,0,3,0,31,6,3,0,0,0,57,0,0,0,4,0,0,0,0,0,6,0,9,0,31,20,23,36,13,0,131,0,0,3,20,23,82,109,106,55,404,0,8,10,39,14,9,7,3,0,85,0,4,3,23,3,7,0,0,0,42,0,5,0,12,3,8,3,0,0,28,11,24,14,46,34,29,14,3,3,179,0,0,0,0,3,16,23,12,0,49
LGA27630,0,0,0,0,7,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,9,18,20,4,14,70,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,9,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,3,0,0,9,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LGA29399,0,0,0,4,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,8,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0
LGA29499,0,4,43,31,0,3,0,0,0,82,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,8,0,0,24,32,16,18,16,3,0,116,0,0,0,0,3,0,0,0,0,3,0,0,0,6,0,0,0,0,0,7,0,0,3,3,3,0,6,0,0,19,0,0,0,0,3,0,0,3,0,3,0,0,5,11,0,0,0,0,0,18,3,0,12,30,0,0,0,0,0,43,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,5,3,3,0,0,3,0,0,0,0,12,0,0,3,4,0,0,0,0,0,9,0,0,6,7,3,0,8,0,0,19,0,0,0,0,0,0,0,0,0,9,0,0,8,9,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,3,9,0,0,0,0,0,18,0,0,0,0,0,0,0,0,0,4
LGA29799,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
