LGA_CODE_2016,FOL_Korean_NS,FOL_Korean_Tot,FOL_Macedonian_SEO,FOL_Macedonian_SOLSE_VWorW,FOL_Macedonian_SOLSE_NWorNAA,FOL_Macedonian_SOLSE_Tot,FOL_Macedonian_NS,FOL_Macedonian_Tot,FOL_Maltese_SEO,FOL_Maltese_SOLSE_VWorW,FOL_Maltese_SOLSE_NWorNAA,FOL_Maltese_SOLSE_Tot,FOL_Maltese_NS,FOL_Maltese_Tot,FOL_Persian_ED_SEO,FOL_Persian_ED_SOLSE_VWorW,FOL_Persian_ED_SOLSE_NWorNAA,FOL_Persian_ED_SOLSE_Tot,FOL_Persian_ED_NS,FOL_Persian_ED_Tot,FOL_Polish_SEO,FOL_Polish_SOLSE_VWorW,FOL_Polish_SOLSE_NWorNAA,FOL_Polish_SOLSE_Tot,FOL_Polish_NS,FOL_Polish_Tot,FOL_Russian_SEO,FOL_Russian_SOLSE_VWorW,FOL_Russian_SOLSE_NWorNAA,FOL_Russian_SOLSE_Tot,FOL_Russian_NS,FOL_Russian_Tot,FOL_Samoan_SEO,FOL_Samoan_SOLSE_VWorW,FOL_Samoan_SOLSE_NWorNAA,FOL_Samoan_SOLSE_Tot,FOL_Samoan_NS,FOL_Samoan_Tot,FOL_Serbian_SEO,FOL_Serbian_SOLSE_VWorW,FOL_Serbian_SOLSE_NWorNAA,FOL_Serbian_SOLSE_Tot,FOL_Serbian_NS,FOL_Serbian_Tot,FOL_SAL_Filipino_SEO,FOL_SAL_Filipino_SOLSE_VWorW,FOL_SAL_Filipin_SOLSE_NWorNAA,FOL_SAL_Filipino_SOLSE_Tot,FOL_SAL_Filipino_NS,FOL_SAL_Filipino_Tot,FOL_SAL_Indonesian_SEO,FOL_SAL_Indonesia_SOLSE_VWorW,FOL_SAL_Indones_SOLSE_NWorNAA,FOL_SAL_Indonesian_SOLSE_Tot,FOL_SAL_Indonesian_NS,FOL_SAL_Indonesian_Tot,FOL_SAL_Tagalog_SEO,FOL_SAL_Tagalog_SOLSE_VWorW,FOL_SAL_Tagalog_SOLSE_NWorNAA,FOL_SAL_Tagalog_SOLSE_Tot,FOL_SAL_Tagalog_NS,FOL_SAL_Tagalog_Tot,FOL_SAL_Oth_SEO,FOL_SAL_Oth_SOLSE_VWorW,FOL_SAL_Oth_SOLSE_NWorNAA,FOL_SAL_Oth_SOLSE_Tot,FOL_SAL_Oth_NS,FOL_SAL_Oth_Tot,FOL_SAL_Tot_SEO,FOL_SAL_Tot_SOLSE_VWorW,FOL_SAL_Tot_SOLSE_NWorNAA,FOL_SAL_Tot_SOLSE_Tot,FOL_SAL_Tot_NS,FOL_SAL_Tot_Tot,FOL_Spanish_SEO,FOL_Spanish_SOLSE_VWorW,FOL_Spanish_SOLSE_NWorNAA,FOL_Spanish_SOLSE_Tot,FOL_Spanish_NS,FOL_Spanish_Tot,FOL_Tamil_SEO,FOL_Tamil_SOLSE_VWorW,FOL_Tamil_SOLSE_NWorNAA,FOL_Tamil_SOLSE_Tot,FOL_Tamil_NS,FOL_Tamil_Tot,FOL_Thai_SEO,FOL_Thai_SOLSE_VWorW,FOL_Thai_SOLSE_NWorNAA,FOL_Thai_SOLSE_Tot,FOL_Thai_NS,FOL_Thai_Tot,FOL_Turkish_SEO,FOL_Turkish_SOLSE_VWorW,FOL_Turkish_SOLSE_NWorNAA,FOL_Turkish_SOLSE_Tot,FOL_Turkish_NS,FOL_Turkish_Tot,FOL_Vietnamese_SEO,FOL_Vietnamese_SOLSE_VWorW,FOL_Vietnamese_SOLSE_NWorNAA,FOL_Vietnamese_SOLSE_Tot,FOL_Vietnamese_NS,FOL_Vietnamese_Tot,FOL_Oth_SEO,FOL_Oth_SOLSE_VWorW,FOL_Oth_SOLSE_NWorNAA,FOL_Oth_SOLSE_Tot,FOL_Oth_NS,FOL_Oth_Tot,FOL_Tot_SEO,FOL_Tot_SOLSE_VWorW,FOL_Tot_SOLSE_NWorNAA,FOL_Tot_SOLSE_Tot,FOL_Tot_NS,FOL_Tot_Tot,F_LSatH_NS_SEO,F_LSatH_NS_SOLSE_VWorW,F_LSatH_NS_SOLSE_NWorNAA,F_LSatH_NS_SOLSE_Tot,F_LSatH_NS_NS,F_LSatH_NS_Tot,F_Tot_SEO,F_Tot_SOLSE_VWorW,F_Tot_SOLSE_NWorNAA,F_Tot_SOLSE_Tot,F_Tot_NS,F_Tot_Tot,PSEO_SEO,PSEO_SOLSE_VWorW,PSEO_SOLSE_NWorNAA,PSEO_SOLSE_Tot,PSEO_NS,PSEO_Tot,POL_Afrikaans_SEO,POL_Afrikaans_SOLSE_VWorW,POL_Afrikaans_SOLSE_NWorNAA,POL_Afrikaans_SOLSE_Tot,POL_Afrikaans_NS,POL_Afrikaans_Tot,POL_Arabic_SEO,POL_Arabic_SOLSE_VWorW,POL_Arabic_SOLSE_NWorNAA,POL_Arabic_SOLSE_Tot,POL_Arabic_NS,POL_Arabic_Tot,POL_AIndLng_SEO,POL_AIndLng_SOLSE_VWorW,POL_AIndLng_SOLSE_NWorNAA,POL_AIndLng_SOLSE_Tot,POL_AIndLng_NS,POL_AIndLng_Tot,POL_CL_Cantones_SEO,POL_CL_Cantones_SOLSE_VWorW,POL_CL_Cantones_SOLSE_NWorNAA,POL_CL_Cantones_SOLSE_Tot,POL_CL_Cantones_NS,POL_CL_Cantones_Tot,POL_CL_Mandarin_SEO,POL_CL_Mandarin_SOLSE_VWorW,POL_CL_Mandarin_SOLSE_NWorNAA,POL_CL_Mandarin_SOLSE_Tot,POL_CL_Mandarin_NS,POL_CL_Mandarin_Tot,POL_CL_Oth_SEO,POL_CL_Oth_SOLSE_VWorW,POL_CL_Oth_SOLSE_NWorNAA,POL_CL_Oth_SOLSE_Tot,POL_CL_Oth_NS,POL_CL_Oth_Tot,POL_CL_Tot_SEO,POL_CL_Tot_SOLSE_VWorW,POL_CL_Tot_SOLSE_NWorNAA,POL_CL_Tot_SOLSE_Tot,POL_CL_Tot_NS,POL_CL_Tot_Tot,POL_Croatian_SEO,POL_Croatian_SOLSE_VWorW,POL_Croatian_SOLSE_NWorNAA,POL_Croatian_SOLSE_Tot,POL_Croatian_NS,POL_Croatian_Tot,POL_Dutch_SEO,POL_Dutch_SOLSE_VWorW,POL_Dutch_SOLSE_NWorNAA,POL_Dutch_SOLSE_Tot,POL_Dutch_NS,POL_Dutch_Tot,POL_French_SEO,POL_French_SOLSE_VWorW,POL_French_SOLSE_NWorNAA,POL_French_SOLSE_Tot,POL_French_NS,POL_French_Tot,POL_German_SEO,POL_German_SOLSE_VWorW,POL_German_SOLSE_NWorNAA,POL_German_SOLSE_Tot,POL_German_NS,POL_German_Tot
LGA23670,3,368,..,54,6,55,0,57,..,45,0,51,0,51,..,286,57,342,5,348,..,290,52,343,0,341,..,132,11,142,3,150,..,17,0,20,0,20,..,131,20,149,5,152,..,254,10,262,0,268,..,280,16,296,0,302,..,360,4,369,8,370,..,129,3,136,0,136,..,1027,33,1061,13,1070,..,349,42,390,7,394,..,519,26,545,8,551,..,167,34,205,0,207,..,71,14,84,0,84,..,471,172,648,3,651,..,1727,378,2105,48,2161,..,16861,3341,20200,206,20401,..,189,24,211,2731,2944,55447,17045,3361,20408,2941,78793,109490,..,..,..,..,109490,..,187,0,188,0,190,..,1022,103,1121,5,1130,..,4,0,4,0,4,..,3677,1078,4751,32,4781,..,5927,2099,8021,48,8072,..,653,132,790,8,801,..,10255,3312,13564,89,13652,..,277,20,296,9,301,..,311,10,319,3,325,..,346,8,356,3,363,..,1044,28,1079,27,1109
LGA23810,0,14,..,0,0,0,0,3,..,98,8,108,0,112,..,9,0,9,0,9,..,58,11,70,0,75,..,11,0,17,0,17,..,3,0,3,0,3,..,20,11,36,0,36,..,86,5,89,0,90,..,19,3,25,0,25,..,99,3,100,0,100,..,28,0,30,0,30,..,229,14,247,0,243,..,46,6,52,0,52,..,12,0,13,0,15,..,40,13,55,0,55,..,3,0,3,0,3,..,35,10,45,0,43,..,320,77,401,8,408,..,2138,386,2525,35,2559,..,107,6,110,2853,2963,31948,2245,389,2636,2887,37469,62594,..,..,..,..,62594,..,53,0,56,0,56,..,153,36,185,9,191,..,4,0,4,0,4,..,79,37,117,0,120,..,225,74,304,0,303,..,35,6,42,0,42,..,344,124,464,4,469,..,63,8,68,0,68,..,228,3,227,0,232,..,50,3,53,0,53,..,192,3,198,3,200
LGA23940,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,16,3,25,0,25,..,3,0,3,0,3,..,6,0,12,0,12,..,5,0,5,0,5,..,31,3,39,0,39,..,0,0,0,0,0,..,0,0,0,0,0,..,4,0,4,0,4,..,0,0,0,0,0,..,0,0,0,0,0,..,19,3,18,0,18,..,99,12,112,0,113,..,12,0,12,373,382,3170,106,12,122,378,3668,6482,..,..,..,..,6482,..,5,0,5,0,5,..,3,0,3,0,3,..,0,0,0,0,0,..,0,0,0,0,0,..,11,3,10,0,13,..,0,0,0,0,0,..,11,3,10,0,13,..,3,4,3,0,3,..,3,0,3,0,7,..,5,0,5,0,5,..,16,0,21,0,21
LGA24130,0,3,..,14,0,11,0,11,..,58,0,57,0,57,..,3,0,3,0,3,..,31,5,40,0,40,..,0,3,7,0,7,..,3,0,3,0,3,..,5,4,8,0,12,..,10,0,10,0,10,..,8,0,8,0,8,..,20,0,20,0,20,..,11,0,8,0,8,..,51,0,52,0,52,..,44,5,51,0,55,..,0,0,0,0,0,..,16,3,21,0,21,..,17,0,13,0,13,..,14,3,15,0,15,..,108,24,127,8,135,..,930,117,1049,14,1068,..,46,4,49,1520,1568,20781,974,122,1098,1536,23415,41018,..,..,..,..,41018,..,43,0,47,0,47,..,30,6,28,0,32,..,6,0,6,0,6,..,18,10,27,0,27,..,84,68,156,3,158,..,4,3,5,0,5,..,106,80,191,3,195,..,60,6,64,0,64,..,71,0,71,0,71,..,86,3,89,0,89,..,189,3,187,0,195
LGA24210,4,493,..,248,30,277,3,284,..,76,3,79,0,79,..,892,159,1046,12,1057,..,105,8,111,4,114,..,94,7,103,0,103,..,3,0,3,0,3,..,81,8,90,5,90,..,71,0,71,0,71,..,202,21,224,0,224,..,107,0,107,0,107,..,79,0,79,0,79,..,457,24,482,0,484,..,185,22,205,0,211,..,176,7,180,3,184,..,74,10,79,3,83,..,104,22,125,0,125,..,314,75,394,0,394,..,865,174,1035,22,1056,..,20911,4969,25878,206,26087,..,137,27,164,2225,2394,31473,21048,4997,26043,2437,59953,62330,..,..,..,..,62330,..,252,3,258,3,259,..,1660,131,1794,9,1805,..,3,0,3,0,3,..,7271,2089,9354,40,9398,..,9034,3376,12410,59,12469,..,692,195,880,5,892,..,16994,5653,22649,113,22759,..,327,36,358,3,364,..,115,7,122,3,127,..,198,12,204,4,207,..,391,3,396,3,398
LGA24250,0,0,..,3,0,3,0,3,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,3,0,3,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,3,0,3,0,3,..,0,0,0,0,0,..,3,0,3,0,3,..,7,0,7,0,7,..,0,0,0,0,0,..,4,0,3,0,3,..,0,0,0,0,0,..,0,0,0,0,0,..,31,3,28,0,28,..,146,24,169,4,175,..,10,0,10,301,318,3822,157,24,185,305,4314,7592,..,..,..,..,7592,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,9,11,17,0,17,..,36,18,54,0,54,..,0,0,0,0,0,..,47,26,75,0,75,..,3,0,3,0,3,..,8,0,8,0,8,..,22,0,22,0,22,..,61,0,61,0,59
LGA24330,0,102,..,257,113,364,6,371,..,83,9,91,0,91,..,58,9,70,0,70,..,117,24,139,0,139,..,50,3,58,0,58,..,26,0,31,0,27,..,165,44,215,4,215,..,187,7,197,3,198,..,123,18,139,0,140,..,290,8,306,3,303,..,64,7,68,0,68,..,662,45,710,6,711,..,405,97,505,8,514,..,99,6,110,0,110,..,129,32,160,3,165,..,133,32,166,3,170,..,3411,1772,5182,28,5211,..,1525,471,1993,41,2031,..,12699,4365,17062,143,17207,..,71,27,93,2702,2796,20879,12771,4388,17157,2845,40883,42041,..,..,..,..,42041,..,33,0,33,0,33,..,682,108,788,8,801,..,11,0,11,0,8,..,1664,781,2446,8,2449,..,1946,662,2606,20,2628,..,315,114,424,0,427,..,3927,1549,5476,29,5508,..,392,101,490,3,499,..,84,4,84,0,84,..,231,12,246,3,245,..,201,6,209,3,216
LGA24410,0,138,..,35,3,40,0,40,..,33,3,35,0,35,..,208,51,261,0,261,..,124,22,149,3,150,..,64,9,74,0,74,..,8,0,8,0,8,..,59,13,79,0,79,..,102,0,104,4,106,..,110,5,117,0,117,..,135,7,141,0,141,..,40,0,40,0,40,..,389,17,398,4,407,..,210,23,234,3,240,..,70,3,71,3,72,..,115,9,121,0,122,..,26,6,30,0,30,..,160,74,228,4,233,..,1339,910,2246,35,2282,..,7545,2159,9702,79,9778,..,122,23,146,2290,2435,44768,7668,2176,9846,2370,56979,87020,..,..,..,..,87020,..,201,0,201,0,208,..,313,36,351,0,357,..,8,0,8,0,8,..,1056,342,1393,8,1398,..,2571,1014,3580,22,3601,..,161,48,207,0,207,..,3786,1401,5179,26,5211,..,122,11,137,0,140,..,290,5,297,0,295,..,202,8,212,3,208,..,491,13,513,3,515
LGA24600,10,1484,..,65,3,73,0,75,..,38,4,41,0,39,..,234,15,249,3,251,..,92,11,104,0,105,..,216,25,242,0,240,..,12,0,12,0,12,..,94,9,107,0,107,..,208,3,208,0,208,..,1535,57,1589,9,1598,..,227,3,224,0,230,..,368,3,373,0,376,..,2334,66,2400,12,2411,..,980,125,1099,3,1101,..,330,18,348,3,348,..,772,217,992,8,1000,..,115,30,144,3,147,..,926,249,1182,9,1189,..,2381,415,2799,53,2852,..,29888,5184,35071,257,35323,..,112,46,152,7411,7568,26927,29998,5229,35230,7669,69823,55010,..,..,..,..,55010,..,94,0,93,0,98,..,1455,274,1727,17,1742,..,6,0,6,0,6,..,4324,920,5242,40,5288,..,21356,3932,25286,123,25405,..,1346,521,1868,8,1874,..,27021,5370,32396,174,32570,..,153,20,170,0,170,..,151,8,156,0,160,..,884,30,915,5,919,..,550,15,561,3,566
LGA24650,0,98,..,1032,128,1159,12,1178,..,1205,64,1273,23,1298,..,67,20,85,0,85,..,268,34,301,3,306,..,61,12,72,0,75,..,410,32,445,8,451,..,411,58,466,7,474,..,789,22,812,9,815,..,140,18,156,3,153,..,1120,21,1141,18,1155,..,136,8,141,0,141,..,2178,65,2247,23,2269,..,878,114,996,4,999,..,248,24,273,0,273,..,144,29,174,3,175,..,484,79,562,3,561,..,948,487,1441,16,1451,..,2963,639,3610,78,3681,..,19244,2949,22190,267,22465,..,245,33,273,3997,4273,41820,19493,2978,22469,4267,68549,82985,..,..,..,..,82985,..,92,0,90,0,90,..,2156,300,2461,23,2481,..,10,0,10,0,10,..,593,181,771,3,774,..,847,328,1173,6,1183,..,473,183,661,0,664,..,1915,696,2607,10,2618,..,1136,133,1269,10,1277,..,72,0,79,0,76,..,178,6,187,0,185,..,216,8,221,0,221
LGA24780,0,27,..,5,0,5,0,5,..,3,0,3,0,3,..,9,5,11,0,11,..,4,0,6,0,6,..,3,0,3,0,3,..,34,5,36,0,36,..,8,0,8,0,11,..,47,0,47,0,47,..,3,0,3,0,3,..,42,3,46,0,46,..,33,13,50,0,50,..,132,14,146,0,147,..,18,3,14,0,14,..,19,3,21,0,23,..,26,4,29,0,30,..,145,72,217,0,224,..,32,52,89,0,87,..,443,143,585,4,590,..,1996,554,2545,26,2576,..,70,7,79,2106,2189,22633,2067,557,2624,2139,27398,44285,..,..,..,..,44285,..,47,0,47,0,47,..,88,15,104,0,104,..,12,0,10,0,9,..,83,45,127,0,131,..,176,139,317,3,320,..,6,3,11,0,10,..,272,188,461,8,463,..,68,8,76,0,76,..,37,0,37,0,37,..,34,4,38,0,38,..,54,0,54,0,54
LGA24850,0,7,..,46,3,55,0,52,..,52,3,57,0,57,..,0,0,0,0,0,..,19,0,18,0,18,..,6,0,8,0,8,..,22,6,27,0,27,..,3,0,3,0,3,..,29,0,29,0,27,..,8,0,8,0,8,..,51,0,54,0,54,..,15,0,15,0,15,..,103,0,106,0,107,..,33,4,36,0,36,..,14,0,14,0,14,..,24,4,34,0,34,..,36,5,41,0,41,..,8,3,14,0,14,..,191,41,239,9,246,..,1253,180,1431,18,1448,..,41,5,45,1621,1665,17237,1299,185,1475,1632,20350,34690,..,..,..,..,34690,..,31,3,33,0,33,..,98,14,106,0,106,..,3,0,3,0,3,..,46,15,63,0,63,..,108,75,181,3,189,..,51,26,77,0,77,..,206,112,318,3,325,..,39,3,42,0,41,..,23,0,22,0,22,..,41,0,36,0,40,..,97,3,94,0,99
LGA24900,0,0,..,5,0,5,0,5,..,0,0,0,0,0,..,0,0,0,0,0,..,6,0,6,0,6,..,0,0,0,0,0,..,0,0,0,0,0,..,5,0,6,0,6,..,31,0,31,0,31,..,5,3,7,0,7,..,32,0,32,0,32,..,5,0,5,0,5,..,77,3,76,0,76,..,8,0,9,0,9,..,14,0,10,0,10,..,14,4,17,0,22,..,0,0,0,0,0,..,0,0,0,0,0,..,94,5,100,5,104,..,569,88,657,10,665,..,36,4,42,1039,1081,12850,603,87,696,1047,14598,25558,..,..,..,..,25558,..,3,0,3,0,3,..,113,35,144,0,144,..,7,0,7,0,7,..,18,11,29,0,29,..,41,26,68,0,68,..,5,3,10,0,10,..,69,36,107,0,107,..,21,5,25,3,28,..,32,0,32,0,32,..,20,0,20,0,24,..,33,0,38,0,38
LGA24970,13,1237,..,88,9,96,0,96,..,39,0,39,0,39,..,327,45,369,3,371,..,388,62,446,3,443,..,387,99,482,12,494,..,28,0,28,0,29,..,193,21,215,0,212,..,188,5,194,3,201,..,815,66,881,4,888,..,295,6,303,0,298,..,210,8,220,0,225,..,1514,88,1599,10,1610,..,474,53,530,8,537,..,1297,75,1364,7,1376,..,257,37,302,3,301,..,103,37,134,0,135,..,1221,350,1568,5,1576,..,2844,495,3338,74,3412,..,38359,8662,47019,346,47365,..,192,40,236,3848,4085,41442,38552,8702,47254,4193,92890,82943,..,..,..,..,82943,..,169,0,172,0,172,..,1185,124,1315,10,1320,..,0,0,0,0,0,..,6913,1765,8680,31,8708,..,20287,6408,26699,124,26821,..,1441,484,1929,5,1935,..,28646,8661,37305,160,37467,..,414,52,470,10,480,..,170,6,173,9,185,..,737,25,768,4,773,..,664,15,683,6,695
LGA25060,0,147,..,216,26,243,3,244,..,335,20,361,6,368,..,126,49,175,5,182,..,186,20,204,4,210,..,84,8,88,0,88,..,17,0,12,0,12,..,131,24,154,0,153,..,134,5,145,3,145,..,95,3,100,0,104,..,166,7,168,0,168,..,59,3,61,0,57,..,455,16,474,3,474,..,550,85,636,7,639,..,124,12,140,0,140,..,126,32,160,3,169,..,290,53,339,0,338,..,1054,457,1507,10,1520,..,1712,379,2090,54,2140,..,15063,3261,18329,220,18546,..,162,37,194,3257,3451,38277,15223,3295,18525,3477,60280,75216,..,..,..,..,75216,..,40,0,40,0,40,..,1459,249,1713,15,1724,..,7,0,7,0,7,..,1235,571,1807,6,1819,..,1611,456,2065,15,2075,..,149,68,216,6,220,..,2991,1095,4085,25,4112,..,869,108,974,10,985,..,97,0,97,0,97,..,328,14,336,0,337,..,311,4,319,4,325
LGA25150,0,0,..,6,7,12,0,12,..,76,0,71,0,76,..,0,0,0,0,0,..,23,3,26,0,26,..,9,0,9,0,9,..,8,0,6,0,6,..,18,0,18,0,18,..,18,0,18,0,18,..,0,0,3,0,3,..,18,5,23,0,23,..,4,0,4,0,4,..,37,7,46,0,46,..,35,4,39,0,39,..,3,0,3,0,3,..,12,0,12,0,12,..,3,0,3,0,3,..,20,3,24,0,26,..,136,12,154,7,157,..,768,77,844,14,856,..,28,0,28,954,985,14228,795,77,874,968,16073,28161,..,..,..,..,28161,..,33,0,33,0,33,..,41,3,38,3,47,..,0,0,0,0,0,..,9,0,10,0,10,..,44,9,53,0,57,..,0,0,0,0,0,..,54,8,70,0,67,..,68,12,75,0,76,..,61,4,61,0,61,..,39,0,37,0,37,..,90,0,91,0,91
LGA25250,0,160,..,127,19,149,0,145,..,396,22,418,4,424,..,177,55,231,0,230,..,235,35,269,4,270,..,108,7,116,3,121,..,73,3,75,3,78,..,129,27,155,0,155,..,244,4,245,0,253,..,299,46,343,3,351,..,287,8,296,7,301,..,118,3,126,0,129,..,950,65,1018,15,1026,..,699,82,785,0,784,..,159,11,171,0,171,..,189,52,248,0,248,..,1137,329,1467,22,1493,..,569,220,787,3,794,..,1945,480,2433,71,2504,..,25282,6058,31335,361,31694,..,190,57,244,4532,4770,46580,25467,6113,31581,4892,83051,91028,..,..,..,..,91028,..,45,3,49,0,49,..,6608,1235,7839,78,7917,..,17,0,16,0,16,..,798,237,1038,3,1046,..,2443,710,3148,20,3173,..,179,28,204,5,211,..,3416,974,4393,32,4426,..,432,74,504,3,506,..,129,0,134,0,137,..,544,33,577,3,581,..,561,23,588,9,596
LGA25340,0,14,..,26,3,31,0,31,..,58,0,62,0,64,..,16,0,14,0,14,..,86,7,98,0,98,..,53,4,61,0,61,..,7,0,13,0,13,..,33,5,40,3,43,..,71,3,75,0,72,..,50,0,51,0,52,..,108,0,108,0,108,..,15,0,15,0,15,..,239,5,243,3,247,..,162,13,177,0,177,..,8,0,8,0,8,..,106,19,124,0,126,..,19,0,23,0,25,..,36,9,43,0,40,..,536,73,608,10,624,..,3962,442,4402,66,4464,..,182,3,187,4382,4572,71089,4145,440,4591,4448,80125,137793,..,..,..,..,137793,..,129,0,126,0,126,..,132,9,142,0,140,..,11,0,11,0,18,..,128,36,165,0,163,..,315,106,423,3,427,..,36,9,42,0,42,..,479,151,629,5,634,..,239,23,267,7,273,..,320,9,325,9,334,..,368,10,378,5,379,..,626,20,650,8,663
LGA25430,0,0,..,3,0,3,0,3,..,0,0,0,0,0,..,0,0,0,0,0,..,10,0,8,0,6,..,0,0,0,0,0,..,3,0,3,0,3,..,3,0,3,0,3,..,7,0,7,0,8,..,6,0,6,0,6,..,4,0,4,0,4,..,0,0,0,0,0,..,20,0,20,0,22,..,12,0,12,0,12,..,3,0,3,0,3,..,9,0,9,0,9,..,0,0,0,0,0,..,3,0,7,0,4,..,40,6,48,3,54,..,292,42,331,4,338,..,26,0,26,773,799,8232,313,42,358,783,9375,15944,..,..,..,..,15944,..,0,0,0,0,0,..,6,0,6,0,6,..,0,0,0,0,0,..,7,8,10,0,10,..,28,50,83,0,83,..,3,3,6,0,6,..,40,57,99,0,99,..,9,0,9,0,9,..,33,4,38,0,38,..,43,3,47,0,47,..,63,0,60,0,66
LGA25490,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,13,0,13,0,13,..,3,0,3,0,3,..,16,0,14,0,14,..,6,0,6,0,6,..,33,0,33,0,31,..,5,0,5,0,5,..,0,0,0,0,0,..,6,0,6,0,6,..,0,0,0,0,0,..,0,0,0,0,0,..,25,3,29,0,29,..,168,23,195,3,196,..,31,0,31,588,619,7428,199,23,223,591,8245,14891,..,..,..,..,14891,..,18,0,18,0,18,..,3,0,3,0,3,..,3,0,3,0,3,..,5,0,5,0,5,..,15,21,37,0,41,..,0,0,0,0,0,..,17,21,40,0,41,..,3,0,3,0,3,..,20,0,20,0,20,..,29,0,29,0,27,..,26,0,26,0,26
LGA25620,0,3,..,3,0,3,0,3,..,3,0,3,0,3,..,0,0,0,0,0,..,3,0,12,0,12,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,3,..,5,0,5,0,5,..,3,0,3,0,3,..,12,0,14,0,14,..,6,0,6,0,6,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,43,6,53,0,53,..,201,21,219,5,223,..,15,0,15,544,561,5992,209,21,234,551,6771,12155,..,..,..,..,12155,..,10,0,9,0,9,..,11,0,11,0,11,..,5,0,5,0,5,..,9,0,9,0,9,..,19,3,25,0,24,..,0,3,3,0,3,..,32,5,34,0,36,..,6,0,6,0,6,..,20,0,20,0,20,..,9,0,9,0,9,..,36,0,36,0,36
LGA25710,0,9,..,138,4,141,0,141,..,41,3,41,0,41,..,61,3,59,0,59,..,49,3,50,0,50,..,33,6,34,0,34,..,0,0,0,0,0,..,50,3,52,0,52,..,18,0,18,0,18,..,32,3,30,0,30,..,20,0,20,0,18,..,5,0,5,0,5,..,69,3,71,0,74,..,85,7,93,0,93,..,10,0,10,0,10,..,36,0,39,0,39,..,31,6,32,3,38,..,35,10,43,0,44,..,260,40,304,8,313,..,2722,239,2961,28,2991,..,52,3,57,1176,1234,26786,2776,241,3019,1207,31007,53160,..,..,..,..,53160,..,124,0,124,0,130,..,145,12,160,0,161,..,4,0,4,0,4,..,136,26,160,0,160,..,430,102,533,5,533,..,31,8,42,0,42,..,594,134,731,5,736,..,136,5,140,3,148,..,131,5,135,3,138,..,171,10,181,0,182,..,285,8,290,4,293
LGA25810,0,3,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,6,0,6,0,6,..,0,0,0,0,0,..,9,0,9,0,9,..,3,0,3,0,3,..,27,0,27,0,25,..,7,0,7,0,7,..,9,0,14,0,14,..,5,0,5,0,5,..,0,0,0,0,0,..,3,0,7,0,7,..,33,4,32,3,40,..,157,29,187,5,188,..,12,0,18,407,423,5171,172,29,206,412,5785,10263,..,..,..,..,10263,..,8,0,8,0,8,..,0,0,0,0,0,..,0,0,0,0,0,..,3,0,3,0,3,..,24,22,50,0,50,..,7,3,13,0,13,..,40,30,70,0,70,..,10,0,10,0,10,..,23,0,23,0,23,..,4,0,4,0,4,..,9,0,16,0,16
LGA25900,0,126,..,62,3,69,0,68,..,39,0,35,3,42,..,120,7,125,0,123,..,197,36,228,3,231,..,473,316,786,6,797,..,19,0,19,0,19,..,106,16,124,0,125,..,73,0,73,0,73,..,204,9,213,0,213,..,96,0,96,0,96,..,51,0,50,0,50,..,424,11,432,0,432,..,575,37,609,0,610,..,86,6,89,0,89,..,142,14,155,4,157,..,101,23,120,0,120,..,212,39,250,0,250,..,1357,197,1553,34,1588,..,9405,1493,10891,117,11008,..,100,14,113,4956,5071,35484,9500,1503,11006,5067,51563,69959,..,..,..,..,69959,..,111,0,111,0,111,..,318,29,349,6,353,..,16,0,16,0,16,..,650,90,740,3,737,..,1828,376,2204,15,2217,..,115,28,142,4,151,..,2595,484,3080,22,3108,..,169,14,183,6,183,..,251,3,255,0,255,..,985,36,1020,13,1025,..,670,24,692,10,705
LGA25990,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,3,0,3,0,3,..,0,0,0,0,0,..,0,0,0,0,0,..,3,0,3,0,3,..,8,0,8,0,8,..,3,0,4,0,4,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,4,3,8,0,8,..,16,0,20,0,20,..,68,11,80,0,80,..,17,5,23,269,293,3035,86,16,101,269,3408,6125,..,..,..,..,6125,..,0,0,0,0,0,..,3,0,3,0,3,..,0,0,0,0,0,..,0,0,0,0,0,..,3,5,9,0,9,..,0,0,0,0,0,..,8,5,9,0,9,..,3,0,3,0,3,..,17,0,15,0,15,..,13,0,13,0,13,..,8,0,8,0,8
