LGA_CODE_2016,F_Vietnam_0_4,F_Vietnam_5_14,F_Vietnam_15_24,F_Vietnam_25_44,F_Vietnam_45_54,F_Vietnam_55_64,F_Vietnam_65_74,F_Vietnam_75_84,F_Vietnam_85ov,F_Vietnam_Tot,F_Wales_0_4,F_Wales_5_14,F_Wales_15_24,F_Wales_25_44,F_Wales_45_54,F_Wales_55_64,F_Wales_65_74,F_Wales_75_84,F_Wales_85ov,F_Wales_Tot,F_Zimbabwe_0_4,F_Zimbabwe_5_14,F_Zimbabwe_15_24,F_Zimbabwe_25_44,F_Zimbabwe_45_54,F_Zimbabwe_55_64,F_Zimbabwe_65_74,F_Zimbabwe_75_84,F_Zimbabwe_85ov,F_Zimbabwe_Tot,F_Elsewhere_0_4,F_Elsewhere_5_14,F_Elsewhere_15_24,F_Elsewhere_25_44,F_Elsewhere_45_54,F_Elsewhere_55_64,F_Elsewhere_65_74,F_Elsewhere_75_84,F_Elsewhere_85ov,F_Elsewhere_Tot,F_COB_NS_0_4,F_COB_NS_5_14,F_COB_NS_15_24,F_COB_NS_25_44,F_COB_NS_45_54,F_COB_NS_55_64,F_COB_NS_65_74,F_COB_NS_75_84,F_COB_NS_85ov,F_COB_NS_Tot,F_Tot_0_4,F_Tot_5_14,F_Tot_15_24,F_Tot_25_44,F_Tot_45_54,F_Tot_55_64,F_Tot_65_74,F_Tot_75_84,F_Tot_85ov,F_Tot_Tot,P_Afghanistan_0_4,P_Afghanistan_5_14,P_Afghanistan_15_24,P_Afghanistan_25_44,P_Afghanistan_45_54,P_Afghanistan_55_64,P_Afghanistan_65_74,P_Afghanistan_75_84,P_Afghanistan_85ov,P_Afghanistan_Tot,P_Australia_0_4,P_Australia_5_14,P_Australia_15_24,P_Australia_25_44,P_Australia_45_54,P_Australia_55_64,P_Australia_65_74,P_Australia_75_84,P_Australia_85ov,P_Australia_Tot,P_Bangladesh_0_4,P_Bangladesh_5_14,P_Bangladesh_15_24,P_Bangladesh_25_44,P_Bangladesh_45_54,P_Bangladesh_55_64,P_Bangladesh_65_74,P_Bangladesh_75_84,P_Bangladesh_85ov,P_Bangladesh_Tot,P_Bosnia_Herzegov_0_4,P_Bosnia_Herzegov_5_14,P_Bosnia_Herzegov_15_24,P_Bosnia_Herzegov_25_44,P_Bosnia_Herzegov_45_54,P_Bosnia_Herzegov_55_64,P_Bosnia_Herzegov_65_74,P_Bosnia_Herzegov_75_84,P_Bosnia_Herzegov_85ov,P_Bosnia_Herzegov_Tot,P_Cambodia_0_4,P_Cambodia_5_14,P_Cambodia_15_24,P_Cambodia_25_44,P_Cambodia_45_54,P_Cambodia_55_64,P_Cambodia_65_74,P_Cambodia_75_84,P_Cambodia_85ov,P_Cambodia_Tot,P_Canada_0_4,P_Canada_5_14,P_Canada_15_24,P_Canada_25_44,P_Canada_45_54,P_Canada_55_64,P_Canada_65_74,P_Canada_75_84,P_Canada_85ov,P_Canada_Tot,P_Chile_0_4,P_Chile_5_14,P_Chile_15_24,P_Chile_25_44,P_Chile_45_54,P_Chile_55_64,P_Chile_65_74,P_Chile_75_84,P_Chile_85ov,P_Chile_Tot,P_China_0_4,P_China_5_14,P_China_15_24,P_China_25_44,P_China_45_54,P_China_55_64,P_China_65_74,P_China_75_84,P_China_85ov,P_China_Tot,P_Croatia_0_4,P_Croatia_5_14,P_Croatia_15_24,P_Croatia_25_44,P_Croatia_45_54,P_Croatia_55_64,P_Croatia_65_74,P_Croatia_75_84,P_Croatia_85ov,P_Croatia_Tot,P_Egypt_0_4,P_Egypt_5_14,P_Egypt_15_24,P_Egypt_25_44,P_Egypt_45_54,P_Egypt_55_64,P_Egypt_65_74,P_Egypt_75_84,P_Egypt_85ov,P_Egypt_Tot,P_England_0_4,P_England_5_14,P_England_15_24,P_England_25_44,P_England_45_54,P_England_55_64,P_England_65_74,P_England_75_84,P_England_85ov,P_England_Tot,P_Fiji_0_4,P_Fiji_5_14,P_Fiji_15_24,P_Fiji_25_44,P_Fiji_45_54,P_Fiji_55_64,P_Fiji_65_74,P_Fiji_75_84,P_Fiji_85ov,P_Fiji_Tot,P_France_0_4,P_France_5_14,P_France_15_24,P_France_25_44,P_France_45_54,P_France_55_64,P_France_65_74,P_France_75_84,P_France_85ov,P_France_Tot,P_Germany_0_4,P_Germany_5_14,P_Germany_15_24,P_Germany_25_44,P_Germany_45_54,P_Germany_55_64,P_Germany_65_74,P_Germany_75_84,P_Germany_85ov,P_Germany_Tot
LGA22410,0,0,0,6,3,0,0,0,0,4,0,0,0,0,0,0,3,0,0,5,0,0,0,3,0,7,0,0,0,6,0,3,0,16,7,5,4,3,3,44,31,57,76,188,138,152,138,99,31,931,513,1058,967,1994,1467,1590,1194,679,346,9809,0,0,0,0,0,0,0,0,0,0,907,2012,1857,3184,2427,2529,1872,962,424,16172,0,0,3,7,3,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,3,0,0,0,13,0,0,0,0,3,0,3,0,0,9,0,0,0,5,0,0,0,0,0,8,0,6,3,17,62,120,133,77,27,449,0,0,3,4,3,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,8,26,11,3,46
LGA22490,0,4,0,3,5,0,0,0,0,8,0,0,0,0,0,3,0,0,0,7,0,0,0,3,0,0,0,0,0,7,0,4,0,21,10,14,14,10,12,82,28,70,60,160,120,141,81,30,6,707,717,1677,1149,2670,1650,1432,919,322,136,10675,0,0,0,0,0,0,0,0,0,0,1357,3288,2270,4546,2640,2153,1380,438,154,18227,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,6,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,9,0,0,0,3,11,12,6,4,3,41,0,0,0,3,0,3,0,0,0,4,0,22,19,94,171,193,169,80,17,766,0,0,0,0,0,0,0,0,0,0,0,0,0,4,5,0,3,0,0,18,0,3,0,10,19,22,46,21,7,121
LGA22620,0,4,3,28,4,4,0,0,0,38,0,0,0,0,3,4,11,3,0,24,0,0,3,12,0,0,3,0,0,20,4,13,29,98,40,41,40,24,13,303,207,364,439,1004,568,594,504,384,205,4269,3483,6779,7390,13989,7304,7304,5595,3295,1755,56891,6,6,16,40,10,0,0,0,0,72,6565,12761,12969,22311,11666,11620,8568,4708,2159,93321,0,7,0,30,4,3,0,0,0,48,0,0,0,0,0,0,3,0,0,3,0,4,0,8,0,0,0,0,0,11,0,3,6,43,14,12,14,4,3,103,0,0,0,6,0,0,0,0,0,9,0,19,55,143,50,20,13,3,0,304,0,0,0,3,6,3,13,6,0,32,0,5,6,29,11,3,9,0,0,64,5,47,68,220,372,431,441,256,103,1944,0,10,7,21,15,3,0,0,0,62,0,0,0,9,3,3,8,3,0,30,0,3,4,20,26,46,92,42,17,250
LGA22670,37,109,573,2803,1592,1303,475,214,124,7240,0,3,0,3,0,4,3,4,0,22,0,11,14,52,5,0,0,0,0,81,43,189,407,1310,649,624,405,290,114,4040,324,470,553,1384,537,527,459,324,164,4735,5112,8221,9658,22850,8717,8041,6196,3807,1907,74506,56,338,1255,2460,448,150,60,12,6,4799,8920,11726,10133,10808,3909,3599,3039,1533,806,54480,8,44,50,356,56,29,7,0,0,554,0,12,121,503,365,310,148,98,19,1564,41,173,781,2870,1286,979,512,169,62,6860,6,4,19,24,9,8,4,0,4,68,0,3,9,107,110,107,157,60,11,575,44,130,518,1750,728,682,324,276,155,4604,0,0,34,167,111,190,184,127,36,862,7,60,21,63,36,77,86,52,18,416,9,38,33,177,237,288,483,330,120,1714,3,8,42,241,139,97,46,29,13,634,0,0,6,38,17,4,14,13,3,91,0,9,67,43,34,41,148,134,52,520
LGA22750,0,7,30,126,46,30,8,3,3,247,0,3,4,21,27,23,36,20,10,139,0,4,4,35,14,3,6,3,0,71,24,91,138,482,233,265,294,250,139,1910,329,630,823,1785,1097,1136,988,765,471,8034,6914,13631,14739,30080,15653,15207,12493,7390,4112,120217,9,66,161,200,58,20,8,0,0,511,13316,24708,25295,45789,22767,20981,15210,7865,4006,179938,0,14,9,58,14,0,0,0,0,97,0,0,26,101,98,104,46,49,7,434,0,0,8,21,13,17,3,0,0,59,3,25,31,114,57,39,17,7,0,296,0,0,0,17,6,15,10,0,0,59,23,99,301,688,166,137,69,29,15,1532,0,3,20,126,198,247,342,321,68,1334,0,10,10,30,14,29,29,9,3,137,39,307,286,1062,1322,1607,1747,1096,479,7950,0,3,9,57,27,12,3,3,0,121,0,3,15,63,23,18,22,10,3,157,0,15,34,100,72,185,537,235,156,1332
LGA22830,0,0,0,11,7,0,0,0,0,17,0,0,0,4,3,0,0,3,0,16,0,0,4,13,6,0,0,0,0,20,7,68,104,212,73,68,24,26,15,607,144,252,280,696,414,394,369,226,153,2926,2058,4046,3840,7925,4333,4027,3094,1859,941,32125,3,69,221,321,104,33,9,3,0,755,3793,7223,6279,10927,6473,6020,4353,2408,1013,48491,0,9,0,18,5,0,0,0,0,34,0,0,0,0,0,0,3,0,0,3,0,0,0,9,0,0,0,0,0,7,3,6,0,15,12,8,0,3,0,47,0,0,0,0,0,0,0,0,0,0,4,5,16,77,27,12,14,3,0,160,0,0,0,3,6,9,13,9,0,35,0,16,3,0,0,0,4,0,0,21,4,31,31,110,129,186,233,105,36,854,0,7,8,22,5,4,0,0,0,42,0,0,0,6,4,10,0,0,0,20,0,0,6,17,16,17,41,17,10,123
LGA22910,0,0,3,0,0,0,0,0,0,3,0,0,0,0,3,4,3,0,0,6,0,0,0,0,0,0,0,0,0,3,0,0,0,26,10,20,23,14,9,106,19,79,62,152,129,167,140,74,66,883,344,870,587,1507,1195,1458,1130,527,313,7944,0,0,0,0,0,0,0,0,0,0,639,1532,1044,2251,1724,2024,1521,629,283,11648,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,5,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,8,4,5,7,0,0,30,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,13,0,0,18,0,0,0,0,10,9,4,10,0,31,0,0,0,0,0,3,0,0,3,11,0,9,10,74,126,146,183,102,25,674,0,0,0,0,0,0,0,0,0,3,0,0,0,6,0,5,4,3,0,18,0,0,0,12,7,17,41,16,11,100
LGA22980,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,4,0,3,0,8,0,3,0,3,0,16,10,19,14,43,42,38,39,23,29,252,120,296,272,499,413,469,363,248,190,2872,0,0,0,0,0,0,0,0,0,0,245,538,504,782,661,776,620,414,235,4775,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,17,22,25,12,9,98,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,3,0,3,10
LGA23110,0,5,39,308,176,185,56,23,0,802,0,0,3,14,12,7,3,8,5,47,0,0,0,10,0,0,3,0,0,20,19,48,89,531,250,229,144,145,70,1528,147,239,241,799,400,354,284,211,123,2792,2923,5091,4676,13411,6512,5284,3599,2432,1216,45146,0,0,0,15,0,0,0,0,0,13,5451,8764,7752,15524,7900,5633,2827,1488,830,56174,0,3,12,102,10,3,0,0,0,129,0,0,7,40,32,36,11,15,4,145,0,0,9,30,29,25,24,11,7,131,0,6,9,81,24,18,6,4,0,160,0,3,3,45,31,20,15,3,0,118,11,36,114,509,161,125,52,49,9,1063,0,3,8,52,66,102,146,128,31,529,3,9,3,25,19,33,39,28,10,160,26,145,83,742,582,578,482,246,107,2994,0,7,4,45,34,13,9,8,0,120,0,0,16,60,19,14,8,11,0,129,7,13,10,104,61,33,153,67,30,479
LGA23190,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,0,4,12,5,6,3,11,4,50,20,43,65,142,73,120,88,58,35,641,554,1204,1136,2333,1268,1376,1059,727,402,10067,0,0,0,0,0,0,0,0,0,0,1156,2327,2091,3817,2202,2299,1691,1102,522,17213,0,0,0,4,4,3,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,3,0,6,3,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,21,3,0,0,0,0,35,0,0,0,0,0,0,4,0,0,3,0,0,0,3,0,0,0,0,0,3,0,11,10,27,31,53,68,29,14,239,0,0,0,0,3,3,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,7,12,5,0,22
LGA23270,3,21,50,288,185,124,50,29,11,756,0,0,0,4,6,5,8,3,0,31,0,3,22,34,13,3,0,0,0,77,76,372,487,1542,873,635,373,210,65,4629,425,788,757,1858,901,742,591,284,119,6471,7475,13824,14005,29409,13470,10042,6528,3178,1168,99102,0,29,90,113,36,12,11,0,0,287,13816,22412,20339,28645,12350,8853,4667,2029,722,113841,3,20,21,176,42,26,0,0,0,288,0,0,15,101,60,66,29,27,7,298,0,0,5,27,11,6,3,3,0,47,3,25,19,47,31,18,9,0,0,153,0,6,3,36,55,35,30,12,4,170,8,31,63,337,151,123,56,35,12,816,0,0,10,56,109,166,214,125,19,694,15,45,59,169,136,183,178,100,25,907,8,134,100,421,568,615,571,335,126,2880,0,37,73,367,176,146,69,14,3,898,0,3,3,14,37,14,9,6,3,92,0,11,19,88,57,69,203,60,40,555
LGA23350,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,7,0,0,0,0,3,0,0,0,0,3,0,5,0,8,19,6,14,9,3,66,15,50,46,118,94,108,83,41,21,568,389,1034,757,1639,1274,1343,977,461,224,8097,0,0,0,0,0,0,0,0,0,0,735,1935,1414,2771,2033,2098,1549,658,259,13457,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,3,3,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,7,0,0,0,0,0,3,0,6,0,17,0,0,0,0,0,0,0,0,0,3,0,8,5,47,89,119,139,57,24,501,0,0,0,3,0,4,3,4,0,12,0,3,0,7,0,3,3,3,0,13,0,0,0,5,13,25,35,21,5,108
LGA23430,5,3,48,294,177,192,57,31,7,811,0,0,0,29,16,12,15,7,5,73,0,3,3,37,8,7,0,3,0,68,48,177,182,1147,571,451,370,253,99,3289,183,286,327,1090,582,506,515,446,325,4257,4510,8575,8094,21641,11173,9142,7316,4706,2600,77753,0,0,17,27,12,11,0,3,0,74,8276,15003,12678,24912,12738,9716,6441,3737,2279,95781,4,7,22,78,30,29,8,0,0,180,0,0,9,63,46,27,11,12,0,180,0,20,49,280,252,186,111,26,30,950,9,25,21,129,51,32,11,6,4,281,0,6,3,86,53,40,44,21,0,256,41,172,800,1727,585,463,178,125,28,4122,0,0,3,38,52,65,122,77,11,369,3,9,12,38,42,120,128,65,30,439,64,385,338,1339,1176,904,949,584,274,6021,0,3,21,114,85,82,24,10,3,343,4,9,20,90,43,21,22,12,3,210,6,10,38,157,110,62,195,131,48,754
LGA23670,0,14,28,247,180,154,48,12,6,689,0,0,3,7,22,23,19,17,5,90,0,3,3,27,3,10,10,0,0,59,7,50,109,487,319,301,255,218,158,1906,174,228,290,854,483,489,430,315,186,3445,4410,8672,9800,20966,11536,10329,7184,3898,2008,78793,0,0,18,100,50,33,16,3,0,217,8410,15576,16175,25184,13123,10901,6881,3220,1446,100918,0,0,4,42,16,14,3,0,0,72,0,0,5,48,23,22,7,3,0,106,0,3,14,178,144,119,51,26,8,536,4,11,13,53,27,32,7,4,3,163,0,0,0,41,51,38,47,13,3,195,61,311,498,3074,936,679,327,146,59,6080,0,0,0,18,35,63,64,43,9,229,3,20,29,95,94,130,119,50,15,545,9,141,169,724,1055,1206,1283,779,317,5682,0,4,19,83,52,44,31,9,0,248,0,0,4,24,27,17,18,5,8,95,5,15,38,100,88,132,298,332,141,1144
LGA23810,0,3,4,28,3,3,0,0,0,44,0,0,0,3,3,4,4,4,3,22,0,0,0,3,7,0,0,0,0,13,0,40,33,125,61,53,62,54,32,460,136,264,397,794,489,488,405,305,186,3474,2092,4352,4553,9023,4989,5139,3870,2340,1106,37469,0,0,0,0,0,0,0,0,0,0,4048,8032,7985,14245,7667,7536,4647,2325,911,57394,0,5,0,35,10,4,0,0,0,53,0,0,0,5,0,3,5,4,0,22,0,0,8,11,3,0,0,0,0,19,0,8,3,23,17,13,8,3,3,81,0,0,0,4,9,0,6,0,0,20,3,11,65,104,44,26,10,9,0,270,0,0,0,0,12,9,24,19,7,72,0,4,0,11,3,4,3,7,3,33,8,24,24,122,273,443,552,370,153,1967,0,0,5,21,8,8,0,0,0,40,0,0,0,5,3,7,3,9,0,29,0,0,3,22,14,47,226,93,42,457
LGA23940,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,3,3,0,0,18,19,34,37,82,77,70,63,45,17,436,178,423,326,610,554,619,508,309,145,3668,0,0,0,0,0,0,0,0,0,0,310,734,549,979,848,1062,828,472,207,5973,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,12,0,0,0,0,0,0,8,0,0,8,0,0,0,0,0,0,0,3,0,5,0,0,0,5,28,51,54,24,4,167,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,6,9,5,0,30
LGA24130,0,0,0,11,5,0,3,0,0,14,0,0,0,3,7,7,6,3,0,38,0,0,0,0,4,3,0,0,0,9,3,11,11,51,39,40,40,17,3,218,83,164,128,391,304,282,265,142,110,1865,1425,3191,2411,5374,3727,3241,2533,1003,513,23415,0,0,0,0,0,0,0,0,0,0,2701,6017,4550,8308,5454,4668,3366,1239,491,36794,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,3,0,0,12,0,0,0,6,4,0,0,0,0,11,0,3,0,33,9,13,6,0,3,68,0,0,0,3,3,8,0,0,0,14,3,5,11,34,20,8,9,3,0,90,0,0,0,3,18,20,15,12,3,76,0,0,0,0,0,8,17,3,3,28,3,72,58,273,426,406,443,218,59,1955,0,0,0,9,7,3,3,0,0,16,0,3,0,10,5,11,10,0,0,34,0,3,5,23,35,47,112,36,21,285
LGA24210,0,8,22,178,139,123,69,17,16,570,0,0,0,7,7,5,3,5,0,27,0,0,3,26,22,8,3,3,0,69,14,69,93,414,253,239,243,219,106,1644,87,205,219,561,364,364,368,314,221,2695,2660,6355,7048,13927,8785,7622,6690,4623,2249,59953,0,0,0,12,6,3,0,0,0,35,5021,10641,10396,12920,8886,6307,5244,3714,1631,64768,0,0,3,20,7,13,4,3,0,50,0,0,3,10,20,8,3,0,0,45,0,0,3,21,27,27,8,7,0,99,0,11,16,45,26,17,6,11,3,141,0,6,6,20,17,17,4,8,3,77,93,495,1366,4171,1849,1500,756,410,192,10844,0,0,0,20,43,42,102,87,18,319,0,24,28,142,88,163,120,87,31,681,25,168,141,320,474,449,464,362,149,2547,0,0,3,37,32,50,23,24,0,168,3,3,9,19,21,13,7,10,7,86,5,8,10,45,46,46,172,116,49,500
LGA24250,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,4,3,13,3,4,5,7,3,44,18,37,36,81,66,78,62,27,14,414,209,558,380,834,582,718,628,281,123,4314,0,0,0,0,0,0,0,0,0,0,399,983,675,1267,900,1098,940,386,147,6802,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,3,3,3,0,0,12,0,0,0,0,0,0,0,0,0,3,0,8,11,3,4,0,0,0,0,30,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,0,3,0,0,3,0,0,11,33,47,76,92,28,17,298,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,10,0,0,0,3,4,7,28,26,3,81
LGA24330,13,55,416,1544,838,799,324,169,61,4212,0,0,0,12,5,4,0,0,0,18,0,0,0,18,0,0,0,0,0,18,21,61,236,857,245,157,131,86,36,1831,184,211,344,1162,384,285,191,165,127,3063,2737,3717,5180,16206,4992,3632,2084,1477,854,40883,0,0,25,55,10,3,3,0,0,91,4935,6243,6388,15534,4777,2915,1189,625,511,43130,14,16,69,441,15,5,6,0,0,573,0,3,12,63,27,34,36,20,0,192,0,4,0,29,28,32,14,7,5,117,3,4,13,109,25,8,4,0,0,169,0,3,3,58,44,33,48,17,4,206,9,32,607,944,274,232,96,83,48,2321,3,0,0,47,46,59,97,88,21,355,0,8,13,36,13,18,20,12,3,130,26,49,77,768,309,220,112,46,40,1651,0,6,6,80,26,22,3,3,0,147,3,0,5,68,15,4,3,0,0,95,0,0,17,88,26,20,64,21,9,255
LGA24410,0,3,13,100,40,44,30,8,0,244,0,0,0,6,12,21,9,8,0,59,0,0,3,25,17,9,0,0,0,55,5,44,58,305,145,138,128,85,61,977,123,171,234,741,358,299,321,241,207,2694,3536,6396,6468,15891,7916,6665,5300,3063,1747,56979,0,0,0,27,9,6,3,0,0,38,6814,11501,10973,20640,10659,8476,5932,3108,1562,79652,0,3,3,34,10,5,4,0,0,56,0,0,5,25,4,11,0,0,3,59,0,0,11,70,46,37,19,7,0,193,0,9,17,62,28,32,12,10,0,163,0,0,0,30,27,22,22,5,0,108,37,133,266,1619,371,319,155,65,13,2969,0,0,0,5,24,40,31,29,5,132,3,11,5,35,17,28,21,11,4,135,12,115,153,604,835,866,970,586,308,4456,0,3,11,36,29,21,12,3,0,126,0,6,0,37,11,17,10,7,0,92,0,17,16,72,67,94,189,140,43,634
LGA24600,0,10,366,388,129,139,58,27,12,1136,0,0,10,22,4,9,3,0,0,40,0,0,7,21,3,3,0,0,0,42,55,82,879,2129,275,179,148,77,33,3880,276,210,2086,3328,640,511,375,183,238,7844,2213,2117,22284,29668,4944,3967,2623,1206,795,69823,0,4,29,25,4,0,0,0,0,56,3137,2865,8295,17922,4379,3803,2572,995,470,44444,0,0,58,80,3,3,0,0,0,152,0,0,4,60,15,11,5,7,0,99,0,0,76,49,8,3,7,0,0,145,11,6,101,330,37,22,0,0,3,509,7,0,14,192,19,20,10,10,3,268,56,174,13015,6485,796,442,203,171,80,21420,0,0,0,41,29,24,22,8,4,130,6,18,14,60,22,29,30,17,13,210,21,59,455,1381,454,345,284,94,46,3140,0,0,13,84,15,13,11,0,0,136,7,4,146,378,24,14,7,12,0,588,3,4,81,248,53,37,69,36,13,549
LGA24650,9,17,72,557,211,130,36,18,9,1047,0,3,0,5,8,16,11,5,4,47,0,3,19,53,9,4,0,0,0,88,23,215,405,1398,664,435,256,95,27,3512,319,612,508,1391,592,486,350,148,58,4464,5657,10795,8600,22536,8557,6473,3838,1509,578,68549,0,0,21,75,26,8,3,4,0,142,10450,18022,12860,25754,8602,5807,3047,1086,400,86029,3,13,11,123,21,22,3,0,0,209,0,5,24,223,133,81,33,11,4,510,0,0,0,23,9,11,0,0,0,51,0,10,14,42,21,6,3,0,0,98,0,10,19,171,128,80,81,17,4,517,6,30,61,415,124,101,34,27,3,805,0,9,21,115,186,193,127,67,12,732,5,104,56,281,117,120,83,35,8,814,9,117,93,397,546,559,498,287,89,2604,0,25,44,253,113,46,17,9,0,511,0,0,0,20,13,17,10,0,3,62,0,3,34,53,51,71,205,56,24,482
LGA24780,0,0,3,39,15,16,5,0,0,73,0,0,0,5,3,0,0,3,0,12,0,0,0,3,3,3,3,0,0,12,3,25,29,115,54,38,47,18,19,344,115,213,288,565,364,387,328,273,136,2664,1667,3333,3283,6511,3631,3559,2738,1781,889,27398,0,29,50,109,48,24,13,0,0,268,3088,6154,5566,9720,5522,5568,3951,2151,1008,42733,0,3,0,14,5,4,0,0,0,26,0,0,0,5,0,0,0,0,0,7,0,3,4,13,9,9,0,0,0,39,0,0,7,5,3,3,3,0,3,26,0,0,0,3,0,0,5,0,0,5,0,3,32,52,16,13,9,3,0,126,0,0,0,0,4,10,21,21,13,66,0,0,0,6,0,0,3,0,0,12,3,10,47,106,142,144,177,87,35,751,0,0,0,22,0,3,4,0,0,33,0,0,13,9,3,0,0,0,3,31,0,0,4,16,5,14,74,13,4,126
LGA24850,0,0,0,10,0,0,0,0,0,14,0,0,0,5,0,0,3,0,0,9,0,0,0,3,4,3,0,0,0,18,0,14,4,57,32,31,30,25,6,210,101,191,208,505,293,270,227,125,54,1981,1347,2740,2513,5334,2916,2462,1821,866,342,20350,0,0,0,0,0,0,0,0,0,3,2637,5038,4522,8247,4394,3677,2415,1046,380,32354,0,0,0,3,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,4,3,4,3,0,0,0,19,3,3,3,20,5,3,3,0,0,51,0,0,0,3,3,0,3,3,0,10,0,9,162,34,7,12,0,0,0,231,0,0,0,3,17,8,10,6,0,40,0,0,0,0,0,8,7,7,0,21,0,32,30,128,251,240,246,110,26,1082,0,0,10,12,12,3,0,0,0,35,0,0,0,3,3,3,3,0,0,18,0,0,3,22,17,19,59,22,11,147
LGA24900,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,3,0,16,0,0,0,0,0,0,0,0,0,0,0,3,5,14,8,12,20,6,0,69,36,114,102,240,184,228,232,144,73,1356,750,1727,1459,2883,1922,2107,2000,1203,547,14598,0,0,0,0,0,0,0,0,0,0,1472,3232,2690,4536,3065,3368,2893,1763,723,23747,0,0,0,4,0,0,0,0,0,9,0,0,0,0,0,0,0,3,0,3,0,0,3,7,0,3,0,0,0,10,0,0,0,7,0,10,7,0,0,19,0,0,0,3,0,0,0,0,0,3,0,0,4,5,3,7,0,0,0,23,0,0,0,4,3,3,7,3,0,20,0,0,0,3,0,0,3,3,0,5,0,8,14,53,84,108,194,111,39,614,0,3,0,7,0,0,0,0,0,13,0,0,0,0,3,3,0,0,0,12,0,0,7,10,4,10,41,15,0,82
LGA24970,11,24,124,566,360,292,96,41,22,1535,0,0,7,5,3,5,10,9,7,48,0,4,18,32,7,9,4,0,0,70,44,176,274,897,436,389,398,300,131,3050,218,359,592,1187,513,451,463,420,357,4557,4454,9548,14590,25298,11957,9650,8221,6063,3113,92890,0,6,22,95,53,34,13,4,0,240,7911,14262,14481,17501,9887,7162,5892,4519,2464,84068,14,48,112,311,76,40,19,0,0,613,0,0,0,39,31,30,15,13,0,127,0,9,51,155,132,71,35,16,3,470,3,25,36,92,46,29,12,4,4,259,0,10,9,74,46,35,47,12,4,228,187,911,6517,8913,2910,1964,857,488,131,22880,0,0,0,31,56,71,97,115,24,398,3,29,26,82,76,122,167,127,57,694,57,184,241,551,573,537,625,467,238,3473,0,4,24,120,67,50,30,18,4,313,4,13,18,71,43,15,16,13,9,204,4,22,40,127,83,56,184,186,72,773
