LGA_CODE_2016,Ireland_2011,Ireland_2012,Ireland_2013,Ireland_2014,Ireland_2015,Ireland_2016,Ireland_Yr_arrival_NS,Ireland_Tot,Italy_Before_1946,Italy_1946_1955,Italy_1956_1965,Italy_1966_1975,Italy_1976_1985,Italy_1986_1995,Italy_1996_2005,Italy_2006_2010,Italy_2011,Italy_2012,Italy_2013,Italy_2014,Italy_2015,Italy_2016,Italy_Yr_arrival_NS,Italy_Tot,Japan_Before_1946,Japan_1946_1955,Japan_1956_1965,Japan_1966_1975,Japan_1976_1985,Japan_1986_1995,Japan_1996_2005,Japan_2006_2010,Japan_2011,Japan_2012,Japan_2013,Japan_2014,Japan_2015,Japan_2016,Japan_Yr_arrival_NS,Japan_Tot,Korea_Rep_Sth_Before_1946,Korea_Rep_Sth_1946_1955,Korea_Rep_Sth_1956_1965,Korea_Rep_Sth_1966_1975,Korea_Rep_Sth_1976_1985,Korea_Rep_Sth_1986_1995,Korea_Rep_Sth_1996_2005,Korea_Rep_Sth_2006_2010,Korea_Republic_South_2011,Korea_Republic_South_2012,Korea_Republic_South_2013,Korea_Republic_South_2014,Korea_Republic_South_2015,Korea_Republic_South_2016,Korea_Repub_Sth_arrival_ns,Korea_Republic_South_Tot,Lebanon_Before_1946,Lebanon_1946_1955,Lebanon_1956_1965,Lebanon_1966_1975,Lebanon_1976_1985,Lebanon_1986_1995,Lebanon_1996_2005,Lebanon_2006_2010,Lebanon_2011,Lebanon_2012,Lebanon_2013,Lebanon_2014,Lebanon_2015,Lebanon_2016,Lebanon_Yr_arrival_NS,Lebanon_Tot,Malaysia_Before_1946,Malaysia_1946_1955,Malaysia_1956_1965,Malaysia_1966_1975,Malaysia_1976_1985,Malaysia_1986_1995,Malaysia_1996_2005,Malaysia_2006_2010,Malaysia_2011,Malaysia_2012,Malaysia_2013,Malaysia_2014,Malaysia_2015,Malaysia_2016,Malaysia_Yr_arrival_ns,Malaysia_Tot,Malta_Before_1946,Malta_1946_1955,Malta_1956_1965,Malta_1966_1975,Malta_1976_1985,Malta_1986_1995,Malta_1996_2005,Malta_2006_2010,Malta_2011,Malta_2012,Malta_2013,Malta_2014,Malta_2015,Malta_2016,Malta_Yr_arrival_NS,Malta_Tot,Netherlands_Before_1946,Netherlands_1946_1955,Netherlands_1956_1965,Netherlands_1966_1975,Netherlands_1976_1985,Netherlands_1986_1995,Netherlands_1996_2005,Netherlands_2006_2010,Netherlands_2011,Netherlands_2012,Netherlands_2013,Netherlands_2014,Netherlands_2015,Netherlands_2016,Netherlands_Yr_arrival_ns,Netherlands_Tot,New_Zealand_Before_1946,New_Zealand_1946_1955,New_Zealand_1956_1965,New_Zealand_1966_1975,New_Zealand_1976_1985,New_Zealand_1986_1995,New_Zealand_1996_2005,New_Zealand_2006_2010,New_Zealand_2011,New_Zealand_2012,New_Zealand_2013,New_Zealand_2014,New_Zealand_2015,New_Zealand_2016,New_Zealand_Yr_arrival_ns,New_Zealand_Tot,Pakistan_Before_1946,Pakistan_1946_1955,Pakistan_1956_1965,Pakistan_1966_1975,Pakistan_1976_1985,Pakistan_1986_1995,Pakistan_1996_2005,Pakistan_2006_2010,Pakistan_2011,Pakistan_2012,Pakistan_2013,Pakistan_2014,Pakistan_2015,Pakistan_2016,Pakistan_Yr_arrival_NS,Pakistan_Tot,Philippines_Before_1946,Philippines_1946_1955,Philippines_1956_1965,Philippines_1966_1975,Philippines_1976_1985,Philippines_1986_1995,Philippines_1996_2005,Philippines_2006_2010,Philippines_2011,Philippines_2012,Philippines_2013,Philippines_2014,Philippines_2015,Philippines_2016,Philippines_Yr_arrival_ns,Philippines_Tot,Poland_Before_1946,Poland_1946_1955,Poland_1956_1965,Poland_1966_1975,Poland_1976_1985,Poland_1986_1995,Poland_1996_2005,Poland_2006_2010,Poland_2011,Poland_2012,Poland_2013,Poland_2014,Poland_2015,Poland_2016,Poland_Yr_arrival_NS,Poland_Tot,Singapore_Before_1946,Singapore_1946_1955,Singapore_1956_1965,Singapore_1966_1975,Singapore_1976_1985,Singapore_1986_1995,Singapore_1996_2005,Singapore_2006_2010,Singapore_2011,Singapore_2012,Singapore_2013,Singapore_2014,Singapore_2015,Singapore_2016,Singapore_Yr_arrival_ns,Singapore_Tot
LGA22490,6,0,0,0,0,0,0,38,0,17,19,12,0,0,0,4,0,0,0,0,0,0,0,51,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,3,4,4,0,0,0,0,0,0,0,0,0,4,11,0,10,3,6,3,0,0,5,0,0,0,0,0,0,3,27,0,44,44,12,4,5,0,0,0,0,3,0,0,0,12,122,0,0,3,23,39,33,41,10,8,5,6,0,10,3,7,195,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,4,12,7,0,0,0,0,0,0,3,32,0,0,4,0,4,0,0,0,0,0,0,0,0,0,0,12,0,0,0,3,3,0,8,0,0,0,0,0,0,0,0,10
LGA22620,3,6,0,3,0,0,7,137,5,36,64,33,3,3,0,6,0,0,0,0,0,0,13,162,0,0,0,0,0,0,11,7,4,3,3,0,0,0,4,36,0,0,0,0,0,3,13,10,8,3,6,0,3,4,0,51,0,0,0,0,3,5,7,3,0,0,0,0,0,0,0,19,0,0,3,13,30,22,24,24,3,7,0,4,7,8,14,159,0,19,17,10,3,0,0,0,0,0,0,0,0,0,7,54,0,105,73,20,20,3,0,3,0,3,9,0,0,0,8,244,3,3,10,74,169,134,152,94,21,12,15,0,12,0,35,735,0,0,0,0,0,0,15,27,0,3,8,0,3,0,0,62,0,0,0,8,30,65,54,81,28,15,28,23,35,15,22,403,0,11,9,0,0,4,0,0,0,0,0,0,0,0,0,28,0,0,0,7,3,3,10,11,0,0,4,0,0,3,5,48
LGA22670,8,5,0,0,9,3,5,181,12,326,769,440,55,15,19,14,0,7,10,3,7,7,83,1765,0,6,0,12,8,15,36,24,3,9,5,0,7,6,4,128,0,0,0,0,10,8,90,125,33,28,17,19,24,9,15,370,0,4,6,127,149,125,86,43,8,11,10,11,9,9,16,602,0,0,8,22,110,225,187,194,47,102,137,85,160,93,67,1442,0,111,98,40,11,5,3,0,0,0,0,0,0,0,10,279,0,163,147,19,17,5,6,6,4,0,0,0,0,0,9,377,3,7,12,72,200,354,610,354,86,139,104,96,74,36,90,2236,0,0,3,6,38,50,166,395,162,307,362,217,229,116,58,2108,3,0,0,15,178,515,340,412,62,94,147,113,118,48,55,2095,0,41,51,67,210,218,53,13,3,3,0,0,3,3,30,693,0,0,5,7,23,56,82,52,0,15,17,10,10,3,6,279
LGA22750,16,28,14,9,15,0,21,548,7,420,672,291,47,19,26,21,0,13,8,5,10,12,90,1644,0,3,0,3,6,10,34,35,7,8,4,6,9,4,6,139,0,0,0,0,0,15,32,41,9,6,15,4,5,8,7,150,0,0,3,18,22,13,11,14,4,3,0,0,0,3,15,104,3,0,12,40,55,79,71,86,17,30,18,36,22,19,26,509,0,128,121,55,14,6,0,3,0,0,4,0,0,0,17,339,0,664,415,87,52,28,42,20,6,3,0,0,3,3,67,1384,8,21,49,215,376,403,518,277,89,68,50,42,29,23,110,2283,0,0,3,0,6,8,19,83,21,52,80,28,54,11,25,396,0,0,5,14,107,215,295,299,41,39,46,54,72,34,44,1267,0,80,88,29,96,63,16,10,0,7,3,0,0,0,32,417,3,3,4,25,30,34,53,60,10,3,0,9,9,7,12,258
LGA22830,9,3,0,3,3,0,0,80,13,274,321,140,19,0,3,3,0,0,0,3,3,3,60,846,0,0,0,0,0,0,6,3,0,0,0,5,0,0,3,13,0,0,0,0,0,3,0,13,3,0,0,0,0,3,0,25,0,0,0,4,0,0,3,3,0,0,0,0,0,0,0,12,0,0,3,3,14,7,27,32,12,11,8,31,26,14,9,212,0,9,7,3,3,0,0,0,0,0,0,0,0,0,0,18,0,65,77,9,20,0,4,7,0,5,0,0,0,0,3,202,0,3,12,42,96,92,172,99,26,31,32,43,28,4,41,715,0,0,0,0,0,0,9,44,18,30,73,23,24,14,0,227,0,0,0,0,23,59,55,71,21,38,30,20,39,20,16,394,0,4,3,3,3,4,0,3,0,0,0,0,3,0,0,24,0,0,0,0,0,3,3,3,0,4,0,0,0,0,0,24
LGA22910,0,0,0,0,0,0,0,29,0,9,10,5,3,0,0,3,0,0,0,0,0,3,0,43,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,3,4,0,0,0,0,0,3,0,0,3,25,0,7,17,3,0,0,0,0,0,0,3,0,0,0,4,27,0,35,35,12,6,8,4,4,0,0,0,0,0,0,4,113,0,0,9,14,65,37,41,13,3,0,0,0,0,5,7,208,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,4,3,3,4,3,3,6,0,0,0,35,0,0,5,0,10,0,0,0,0,0,0,0,0,0,3,12,0,0,6,0,0,0,4,0,0,0,0,0,0,0,0,12
LGA22980,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,3,0,5,8,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0,0,3,5,10,8,6,4,0,0,0,0,0,3,38,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,4,0,0,0,0,0,3,5,11,0,0,0,5,4,0,0,36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
LGA23110,42,23,10,6,6,0,12,422,3,275,645,320,51,16,17,24,4,10,22,19,3,9,73,1485,0,0,0,5,5,13,30,32,4,16,4,4,4,3,7,124,0,0,0,0,0,6,24,18,7,3,0,5,3,10,3,82,0,4,16,150,161,185,178,139,14,26,24,35,26,4,35,999,0,3,5,19,37,74,79,68,16,16,14,14,10,6,7,380,3,312,487,217,70,16,12,0,3,0,0,0,0,0,44,1162,0,57,40,11,9,6,15,18,3,4,10,0,4,5,6,185,0,8,16,69,187,271,477,339,110,107,124,61,83,46,59,1957,0,0,0,0,0,3,16,43,24,29,32,47,31,27,13,271,0,0,0,13,142,284,144,112,39,66,58,49,66,31,23,1024,0,41,48,20,87,64,18,11,3,6,4,0,3,0,9,312,0,0,3,4,9,41,36,16,9,4,11,13,6,0,0,158
LGA23190,0,0,0,3,0,0,0,13,0,20,25,8,7,0,0,0,0,0,0,0,0,0,5,64,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,8,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,3,4,0,0,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,20,3,3,0,0,3,0,0,0,0,0,0,3,43,0,0,0,8,15,14,26,8,0,0,5,0,4,0,4,93,0,0,0,0,0,0,3,7,0,0,0,0,0,0,0,6,0,0,0,0,8,3,5,47,7,4,3,3,18,11,3,108,0,3,0,0,3,0,0,3,0,0,0,0,0,0,0,13,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,6
LGA23270,17,16,0,4,3,0,9,297,4,514,1317,931,124,48,61,32,4,8,12,3,11,3,136,3213,0,3,3,0,0,5,25,12,0,7,0,0,3,0,0,64,0,0,0,3,3,0,27,26,0,4,0,3,3,3,7,87,0,3,35,446,695,652,612,423,66,74,90,71,65,40,183,3469,0,0,8,18,54,75,76,74,15,28,22,11,23,10,25,437,0,271,487,231,63,35,24,4,3,0,4,0,3,0,46,1165,0,88,80,16,12,7,9,3,3,0,3,0,3,0,6,236,5,7,14,76,229,388,859,568,198,194,215,187,160,81,157,3343,0,0,0,3,11,57,329,448,133,208,177,277,219,160,51,2069,0,3,8,46,203,702,526,592,78,83,96,85,99,49,52,2630,0,25,24,25,97,94,18,15,3,0,0,0,3,3,0,320,0,0,3,8,13,45,107,74,19,24,14,16,10,10,3,353
LGA23350,0,0,0,0,0,0,0,14,0,11,11,3,0,0,3,0,0,0,0,0,0,0,3,31,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,21,30,9,3,4,7,0,0,0,0,0,0,0,0,72,0,3,0,27,35,20,29,3,5,0,0,6,0,0,8,138,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,3,0,0,0,0,3,3,3,5,4,0,0,0,3,0,3,28,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,5,0,0,0,3,0,0,0,3,0,0,0,0,0,0,0,10
LGA23430,53,53,23,10,5,3,8,648,11,299,604,331,78,20,35,27,8,11,26,19,11,3,62,1539,0,3,3,7,12,67,117,53,9,20,3,18,9,8,18,343,0,0,0,4,6,20,79,100,4,20,11,24,17,3,9,292,0,3,7,68,92,35,32,21,3,3,0,3,0,0,11,286,0,3,11,51,118,166,119,91,9,16,25,13,26,23,20,684,3,44,64,13,19,3,0,4,0,0,0,0,0,0,9,165,0,106,108,46,35,12,27,33,0,3,0,3,0,4,6,392,9,14,38,168,361,362,670,318,116,100,61,51,32,36,69,2405,0,0,0,14,15,24,36,42,8,15,28,26,31,8,9,256,0,0,0,19,179,415,197,185,54,62,67,48,68,47,31,1380,4,26,44,36,208,158,59,30,3,6,4,4,12,3,14,601,0,3,5,21,20,61,78,54,3,11,4,0,5,4,3,269
LGA23670,7,20,20,3,3,3,17,412,4,214,416,312,47,13,15,8,3,0,6,11,0,0,36,1088,0,3,0,7,4,21,52,22,6,8,3,6,5,4,10,150,0,0,0,0,8,48,150,223,37,22,27,13,21,11,7,562,0,3,5,36,53,52,13,9,3,0,4,0,0,0,6,187,5,0,26,118,332,913,643,700,116,97,68,83,64,46,42,3254,0,54,61,29,18,3,0,0,0,0,0,0,0,0,0,167,0,266,327,89,55,17,12,13,3,0,0,0,5,0,26,821,9,13,42,141,327,366,448,249,73,69,35,41,35,21,54,1929,0,0,0,3,14,28,53,28,15,12,4,20,7,0,3,189,0,0,0,33,168,374,217,229,42,47,58,50,30,27,44,1331,0,33,42,37,167,170,38,15,0,5,4,0,0,0,13,526,3,0,8,30,61,133,243,265,23,34,32,23,33,15,15,916
LGA23810,6,0,0,0,0,0,3,119,3,115,296,134,25,0,3,6,0,0,0,0,0,0,38,615,0,0,0,0,0,0,4,3,0,3,3,0,0,3,5,30,0,0,0,0,3,0,3,6,3,0,3,0,0,0,0,28,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,4,0,0,3,16,13,9,15,14,3,0,6,9,3,4,3,97,0,160,122,32,21,3,0,0,0,3,0,0,0,0,15,353,0,275,249,53,53,10,15,11,0,0,0,0,0,0,13,687,0,5,10,68,165,82,123,73,19,11,21,15,4,5,33,650,0,0,0,0,0,0,0,26,0,3,3,0,3,0,0,37,0,0,0,0,61,103,73,54,9,18,13,31,22,14,20,420,0,28,13,4,23,24,5,0,0,0,0,0,0,0,6,101,0,0,0,0,0,3,12,0,0,3,3,4,0,0,0,26
LGA23940,3,0,5,0,0,0,0,8,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,3,0,0,0,0,0,0,0,9,0,3,9,0,0,0,0,0,0,0,0,0,0,0,0,14,0,12,17,0,0,4,0,0,0,0,0,0,0,0,3,33,0,3,0,8,20,6,4,4,0,0,0,0,0,4,0,62,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,29,3,5,13,0,3,3,3,66,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4
LGA24130,3,0,3,0,0,0,3,127,0,65,84,48,3,7,0,0,0,0,0,3,0,0,6,229,0,0,0,0,0,4,8,0,0,3,0,0,0,0,0,12,0,0,0,0,0,4,3,0,0,0,0,0,0,0,0,8,0,0,0,7,4,0,0,0,0,0,0,0,0,0,0,15,0,0,10,7,14,9,6,4,0,0,0,0,0,0,0,48,0,47,57,31,10,11,3,0,0,0,0,0,0,0,8,168,0,43,49,15,17,7,12,13,0,0,0,0,0,0,8,178,3,3,19,45,119,113,140,72,10,6,8,9,5,0,30,581,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,8,0,0,0,3,9,11,11,3,4,11,25,8,8,0,8,105,0,3,3,3,16,10,3,0,0,0,0,0,0,0,0,41,0,0,3,4,3,4,5,11,0,0,0,0,0,0,0,33
LGA24210,12,3,3,0,0,0,7,171,27,1008,1355,400,58,44,34,26,7,10,14,10,4,3,174,3175,0,5,3,18,24,21,64,36,3,6,11,3,0,5,3,197,0,0,0,3,21,90,240,250,42,44,18,16,8,19,28,787,0,12,53,111,98,76,32,3,0,0,3,3,0,0,9,402,0,12,55,193,580,846,710,637,125,125,127,118,178,89,84,3880,0,92,65,15,12,4,4,0,3,0,0,0,0,0,6,198,0,92,82,21,19,3,15,10,3,0,3,0,0,0,11,250,10,13,35,74,172,167,315,127,38,31,26,17,15,9,27,1077,0,0,5,9,10,27,47,60,22,18,23,29,50,43,13,368,0,0,4,18,73,110,59,60,12,17,20,24,10,13,16,434,4,31,41,12,41,46,7,4,0,0,0,0,0,0,4,197,0,3,12,43,93,130,308,170,17,25,24,26,26,14,10,902
LGA24250,0,0,0,0,0,0,0,10,0,10,10,4,0,0,0,0,0,0,0,0,0,0,0,20,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,4,0,0,0,0,0,0,0,0,6,0,7,3,0,0,0,0,0,0,0,0,0,0,0,0,11,0,11,10,3,4,7,3,0,0,0,0,0,0,0,0,35,0,0,8,7,18,11,18,11,5,0,0,0,0,0,4,84,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,5,3,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,11
LGA24330,21,6,13,3,12,6,11,264,3,171,380,188,25,11,9,16,4,12,18,20,5,7,51,918,0,4,0,0,3,18,48,40,7,5,12,11,12,16,7,186,0,0,0,0,9,13,59,77,12,4,10,10,16,12,9,226,0,0,0,31,29,21,12,0,0,0,0,0,0,3,12,102,0,0,6,14,75,90,165,122,33,35,60,54,78,54,36,819,0,39,78,33,10,3,0,4,0,0,0,3,0,0,7,180,0,14,14,12,6,6,18,15,7,3,0,7,3,7,0,107,0,0,13,51,154,163,414,327,100,123,80,61,60,31,60,1646,0,0,0,3,0,0,21,82,31,64,44,62,47,16,24,404,0,0,0,18,141,300,151,121,26,43,68,56,76,32,30,1066,0,31,21,23,72,31,11,3,3,4,0,3,0,3,9,215,0,0,0,12,9,38,78,36,11,13,6,4,7,3,12,231
LGA24410,3,0,8,4,4,0,7,260,5,142,188,114,16,6,18,4,0,7,9,6,4,0,31,550,0,4,0,4,8,11,34,17,3,4,3,9,3,3,3,106,0,0,0,3,3,20,76,101,9,4,6,3,4,10,6,253,0,0,0,12,13,22,7,10,0,0,0,0,0,0,0,73,0,3,12,41,79,138,178,220,41,60,53,46,53,29,25,983,0,50,27,10,7,3,3,0,0,0,0,0,0,0,8,111,0,208,190,49,52,16,25,6,0,4,0,7,0,0,17,567,10,18,27,127,237,240,295,122,46,31,31,22,29,6,46,1291,0,4,0,0,9,3,16,40,5,8,0,11,17,0,3,119,0,0,0,13,54,147,98,112,19,25,16,24,18,17,12,546,0,15,29,15,76,64,15,11,3,3,0,7,0,0,7,237,3,0,6,21,14,29,76,52,8,9,7,5,5,0,10,234
LGA24600,51,44,21,33,67,22,8,462,3,152,201,94,11,11,36,80,37,74,123,123,147,92,61,1256,0,0,5,7,13,56,147,115,34,68,61,114,166,167,154,1102,0,0,0,3,12,60,356,576,152,215,266,353,397,416,318,3118,0,0,4,17,24,14,8,15,0,6,5,0,0,5,6,97,0,3,9,65,160,335,821,1010,258,415,509,834,1017,929,260,6623,0,27,38,18,3,3,0,0,0,0,0,0,0,0,8,102,0,30,27,8,14,5,19,19,4,7,8,12,13,17,21,206,8,6,26,81,191,251,460,435,169,213,205,214,268,207,111,2844,0,0,0,5,4,9,30,29,9,22,11,31,45,50,4,248,0,0,0,10,51,184,112,168,52,71,80,103,127,125,40,1124,8,15,24,8,40,37,5,8,5,10,5,16,19,11,3,224,0,0,6,13,36,91,293,285,96,125,145,228,284,293,66,1964
LGA24650,7,3,8,8,3,0,7,227,0,124,352,273,69,29,34,15,10,0,3,3,8,0,45,972,0,0,3,0,0,7,32,12,3,0,0,0,4,0,5,68,0,0,0,0,3,11,35,46,6,9,4,11,15,0,4,146,0,0,3,61,71,59,69,33,3,5,6,6,10,3,18,346,0,0,0,20,48,85,127,113,44,19,24,12,12,3,9,519,0,303,665,455,221,77,64,69,17,17,0,4,5,3,57,1967,0,55,79,12,25,3,10,19,0,4,0,0,0,0,9,214,0,0,17,68,193,308,632,576,189,234,177,133,77,63,164,2822,0,0,0,3,18,55,193,189,44,54,47,36,41,30,20,723,0,0,4,32,278,873,862,1093,137,139,137,109,143,69,77,3948,0,15,15,11,130,155,46,19,0,0,3,6,3,0,7,415,0,0,0,9,14,21,79,73,5,5,3,7,22,11,8,247
LGA24780,0,0,0,0,3,3,0,43,7,192,249,89,13,4,0,0,6,7,3,3,4,4,50,622,0,0,0,0,0,0,0,9,0,4,0,0,0,6,10,37,0,0,0,0,0,0,19,11,0,0,0,0,0,13,18,57,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,4,3,7,11,17,9,11,11,14,52,61,40,242,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,12,0,31,26,4,3,3,3,3,0,0,3,0,3,0,5,90,0,0,9,35,66,76,122,44,14,17,28,3,16,12,18,454,0,0,0,0,0,0,4,7,5,11,0,3,7,3,0,43,0,0,0,0,7,40,33,52,19,4,16,15,10,10,3,216,0,7,0,0,3,0,0,0,0,0,0,0,0,0,0,13,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,9
LGA24850,9,0,0,0,0,0,4,100,0,49,95,64,7,3,0,0,0,0,0,0,0,0,15,240,0,0,0,0,0,3,0,11,3,0,0,3,3,0,3,27,0,0,0,0,0,3,3,0,0,0,4,0,0,0,4,15,0,0,0,4,8,7,8,0,0,0,0,0,0,0,0,30,0,0,4,5,6,12,3,5,3,0,0,5,6,4,7,70,0,39,52,21,17,4,3,11,0,0,0,0,0,0,3,140,0,49,38,9,3,0,4,3,0,0,0,0,0,0,6,116,0,0,10,31,73,87,98,46,18,17,14,3,13,0,27,446,0,0,0,0,0,3,8,9,0,3,0,0,0,0,0,28,0,0,0,3,12,23,21,26,35,18,15,7,4,16,11,200,0,6,4,3,9,11,3,0,0,0,0,0,0,0,0,44,0,0,0,4,0,0,18,16,0,0,0,0,3,0,0,44
LGA24900,0,0,0,0,0,0,0,27,0,61,99,30,6,0,0,0,0,0,0,0,0,0,15,222,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4,6,7,7,6,10,14,6,4,76,0,14,14,0,0,0,0,0,0,0,0,0,0,0,4,32,0,49,33,7,9,6,17,3,0,3,0,3,0,3,0,133,0,0,9,29,39,52,120,75,16,10,20,11,12,4,11,410,0,0,0,0,0,0,3,3,0,4,5,0,0,4,0,17,0,0,0,0,9,22,17,33,9,6,11,4,11,15,5,134,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,7
LGA24970,4,14,18,5,4,3,8,375,18,498,1218,553,76,31,27,29,7,20,16,30,18,17,104,2643,0,5,3,8,40,84,202,107,32,16,12,25,32,22,25,611,0,0,0,10,51,149,523,696,117,91,106,101,84,60,58,2036,0,4,15,58,63,42,8,16,6,0,0,0,0,3,9,226,3,9,52,249,764,1268,974,904,257,224,233,332,366,308,146,6076,0,65,56,22,10,0,0,0,0,0,0,0,0,0,7,155,0,108,89,30,23,13,35,11,4,3,5,4,8,5,9,345,8,15,54,160,309,244,484,293,93,112,88,65,61,62,62,2099,0,0,0,7,4,25,92,118,35,49,74,83,91,51,17,657,0,0,3,16,119,269,166,217,57,51,64,54,64,43,37,1163,0,46,74,66,219,180,41,30,3,6,6,6,6,4,18,700,3,0,5,40,85,190,386,299,77,97,123,115,146,155,44,1769
LGA25060,43,26,14,9,7,15,8,437,18,1128,2177,887,86,45,46,47,21,25,45,41,34,11,219,4827,0,0,3,3,14,26,54,44,12,7,12,9,6,10,10,201,0,0,0,0,12,19,54,77,8,18,18,7,6,14,16,248,0,5,30,109,73,32,27,14,0,8,0,0,0,0,15,314,0,0,6,36,92,99,153,111,30,17,27,29,23,35,24,669,5,199,281,87,33,6,12,0,0,0,0,0,0,0,27,654,0,44,44,9,18,7,13,8,3,3,0,0,8,6,4,160,4,4,14,90,148,175,317,253,85,91,65,56,54,32,43,1431,0,0,0,3,3,17,20,35,21,12,26,19,26,9,5,193,0,0,4,18,91,149,91,117,21,36,19,42,51,26,29,683,0,49,51,30,70,39,13,7,3,0,0,4,3,0,3,272,0,0,0,11,27,33,64,38,5,3,13,11,17,4,10,223
LGA25150,0,0,8,3,0,0,3,82,0,26,36,30,4,3,0,0,0,0,0,0,0,0,5,106,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,5,0,0,3,11,0,3,0,9,0,0,0,0,0,0,0,31,0,43,57,27,19,5,4,8,0,0,0,0,0,0,13,176,0,41,51,10,17,4,10,8,0,3,0,0,0,0,11,153,0,3,11,39,69,77,105,44,16,18,8,0,4,3,22,414,0,0,0,0,0,0,3,5,0,0,0,0,0,0,0,11,0,0,0,0,5,12,15,14,0,3,3,4,3,0,0,66,0,3,3,0,8,5,4,3,0,0,0,0,0,0,0,28,0,0,0,3,0,0,3,12,0,3,0,0,0,0,0,24
LGA25250,39,33,32,12,21,3,10,489,51,1683,3308,1662,182,72,84,80,27,71,94,74,75,29,401,7890,0,4,0,6,15,38,104,87,11,14,10,7,22,14,30,354,0,0,0,0,4,22,76,72,15,15,10,17,16,10,14,276,0,7,60,578,703,455,304,202,32,43,46,48,38,18,120,2645,0,0,6,28,119,143,183,156,31,42,68,36,60,37,19,935,5,284,350,110,44,13,6,0,0,0,0,0,0,0,32,835,0,36,37,14,14,11,23,24,3,0,3,13,4,15,5,210,0,6,14,73,243,314,642,567,165,194,179,167,132,67,102,2871,0,0,0,0,14,82,329,669,254,311,313,361,399,240,91,3070,0,0,0,21,114,245,144,188,46,41,57,101,90,50,43,1141,3,56,72,27,84,79,26,22,8,9,4,3,4,0,18,407,0,0,8,9,40,42,73,48,11,19,13,12,13,9,12,311
