LGA_CODE_2016,South_Africa_Before_1946,South_Africa_1946_1955,South_Africa_1956_1965,South_Africa_1966_1975,South_Africa_1976_1985,South_Africa_1986_1995,South_Africa_1996_2005,South_Africa_2006_2010,South_Africa_2011,South_Africa_2012,South_Africa_2013,South_Africa_2014,South_Africa_2015,South_Africa_2016,South_Africa_Yr_arrival_ns,South_Africa_Tot,Sri_Lanka_Before_1946,Sri_Lanka_1946_1955,Sri_Lanka_1956_1965,Sri_Lanka_1966_1975,Sri_Lanka_1976_1985,Sri_Lanka_1986_1995,Sri_Lanka_1996_2005,Sri_Lanka_2006_2010,Sri_Lanka_2011,Sri_Lanka_2012,Sri_Lanka_2013,Sri_Lanka_2014,Sri_Lanka_2015,Sri_Lanka_2016,Sri_Lanka_Yr_arrival_ns,Sri_Lanka_Tot,Thailand_Before_1946,Thailand_1946_1955,Thailand_1956_1965,Thailand_1966_1975,Thailand_1976_1985,Thailand_1986_1995,Thailand_1996_2005,Thailand_2006_2010,Thailand_2011,Thailand_2012,Thailand_2013,Thailand_2014,Thailand_2015,Thailand_2016,Thailand_Yr_arrival_ns,Thailand_Tot,FYROM_Before_1946,FYROM_1946_1955,FYROM_1956_1965,FYROM_1966_1975,FYROM_1976_1985,FYROM_1986_1995,FYROM_1996_2005,FYROM_2006_2010,FYROM_2011,FYROM_2012,FYROM_2013,FYROM_2014,FYROM_2015,FYROM_2016,FYROM_arrival_ns,FYROM_Tot,Turkey_Before_1946,Turkey_1946_1955,Turkey_1956_1965,Turkey_1966_1975,Turkey_1976_1985,Turkey_1986_1995,Turkey_1996_2005,Turkey_2006_2010,Turkey_2011,Turkey_2012,Turkey_2013,Turkey_2014,Turkey_2015,Turkey_2016,Turkey_Yr_arrival_ns,Turkey_Tot,United_Kingdom_Before_1946,United_Kingdom_1946_1955,United_Kingdom_1956_1965,United_Kingdom_1966_1975,United_Kingdom_1976_1985,United_Kingdom_1986_1995,United_Kingdom_1996_2005,United_Kingdom_2006_2010,United_Kingdom_2011,United_Kingdom_2012,United_Kingdom_2013,United_Kingdom_2014,United_Kingdom_2015,United_Kingdom_2016,United_Kingdom_Yr_arrival_ns,United_Kingdom_Tot,USA_Before_1946,USA_1946_1955,USA_1956_1965,USA_1966_1975,USA_1976_1985,USA_1986_1995,USA_1996_2005,USA_2006_2010,United_States_America_2011,United_States_America_2012,United_States_America_2013,United_States_America_2014,United_States_America_2015,United_States_America_2016,USA_year_of_arrival_ns,USA_Total,Vietnam_Before_1946,Vietnam_1946_1955,Vietnam_1956_1965,Vietnam_1966_1975,Vietnam_1976_1985,Vietnam_1986_1995,Vietnam_1996_2005,Vietnam_2006_2010,Vietnam_2011,Vietnam_2012,Vietnam_2013,Vietnam_2014,Vietnam_2015,Vietnam_2016,Vietnam_Yr_arrival_NS,Vietnam_Tot,Zimbabwe_Before_1946,Zimbabwe_1946_1955,Zimbabwe_1956_1965,Zimbabwe_1966_1975,Zimbabwe_1976_1985,Zimbabwe_1986_1995,Zimbabwe_1996_2005,Zimbabwe_2006_2010,Zimbabwe_2011,Zimbabwe_2012,Zimbabwe_2013,Zimbabwe_2014,Zimbabwe_2015,Zimbabwe_2016,Zimbabwe_Yr_arrival_NS,Zimbabwe_Tot,Born_elsewhere_Before_1946,Born_elsewhere_1946_1955,Born_elsewhere_1956_1965,Born_elsewhere_1966_1975,Born_elsewhere_1976_1985,Born_elsewhere_1986_1995,Born_elsewhere_1996_2005,Born_elsewhere_2006_2010,Born_elsewhere_2011,Born_elsewhere_2012,Born_elsewhere_2013,Born_elsewhere_2014,Born_elsewhere_2015,Born_elsewhere_2016,Born_elsewhere_Yr_arrival_ns,Born_elsewhere_Tot,Tot_Before_1946,Tot_1946_1955,Tot_1956_1965,Tot_1966_1975,Tot_1976_1985,Tot_1986_1995,Tot_1996_2005,Tot_2006_2010,Tot_2011,Tot_2012,Tot_2013,Tot_2014,Tot_2015,Tot_2016,Tot_Yr_arrival_NS,Tot_Tot
LGA22830,0,0,0,0,4,3,38,34,5,5,0,18,8,4,4,120,0,0,0,0,4,12,24,40,4,14,4,12,17,5,5,139,0,0,0,0,0,13,28,17,0,0,4,3,0,0,9,79,0,6,36,19,3,6,3,0,0,0,0,0,0,0,7,76,0,0,0,64,31,53,54,11,3,0,0,5,0,6,14,247,8,123,258,278,68,53,75,49,33,19,15,12,8,6,50,1060,0,3,0,4,5,3,22,14,3,4,8,3,3,7,3,82,0,0,0,0,3,5,6,4,0,3,7,3,0,0,10,40,0,0,0,0,0,0,5,19,0,0,3,3,5,0,0,37,3,42,55,61,37,95,503,601,96,115,233,155,166,82,100,2354,28,611,896,728,393,567,1493,1889,335,375,564,489,446,248,439,9501
LGA22910,0,0,0,0,5,4,6,9,4,0,0,0,0,0,0,34,0,6,0,3,0,3,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,8,6,0,0,0,0,0,0,0,19,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,8,7,85,169,219,99,53,73,35,5,8,3,4,0,0,32,782,0,0,4,11,9,14,12,14,0,3,0,0,4,0,0,65,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,5,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,9,0,23,35,64,36,29,26,26,3,3,6,6,15,4,14,283,15,219,345,415,278,185,200,153,29,18,22,32,23,13,76,2024
LGA22980,0,0,0,0,0,0,5,0,0,6,0,0,0,0,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,3,30,3,3,0,3,0,0,0,47,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,12,37,33,10,6,3,0,0,0,0,0,0,0,6,110,0,0,3,0,0,4,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,8,0,4,3,7,3,4,3,73,7,4,3,3,4,0,0,117,0,31,59,58,23,26,45,135,20,21,13,20,11,0,18,472
LGA23110,0,0,4,27,39,41,62,67,12,12,12,24,10,0,10,332,0,5,0,19,11,44,38,42,15,18,3,10,7,4,6,223,0,0,0,3,18,23,46,104,24,18,27,30,39,19,15,368,0,3,52,409,80,80,28,14,3,3,0,3,0,0,20,687,0,0,0,22,12,6,11,6,0,0,0,0,0,0,0,57,14,281,711,696,319,312,474,399,118,117,77,62,63,36,92,3767,0,3,0,25,33,38,65,67,20,9,16,24,6,12,8,328,0,0,0,6,520,487,142,97,21,35,21,13,26,8,46,1419,0,0,3,0,5,3,3,12,3,4,3,0,0,0,0,44,3,142,307,681,471,560,680,597,148,157,169,173,187,119,134,4522,42,1450,3148,3512,2514,3057,3525,3733,840,920,959,1033,950,575,840,27099
LGA23190,0,0,4,3,3,3,13,9,0,0,0,0,0,0,0,31,0,0,0,0,0,0,0,4,0,9,0,0,0,3,0,21,0,0,0,0,0,0,3,13,0,0,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,0,0,0,0,0,0,0,20,5,39,67,82,22,14,18,19,0,5,15,6,0,0,6,296,0,0,0,3,3,0,4,5,3,3,0,0,0,0,0,24,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,7,0,0,0,0,0,3,0,6,0,0,0,0,0,0,0,11,3,11,15,15,11,10,28,49,10,3,0,0,4,0,12,171,11,109,141,145,79,63,130,275,36,38,37,34,30,24,41,1188
LGA23270,0,0,3,19,41,42,74,92,18,9,0,14,19,8,6,350,0,3,13,147,77,620,566,914,101,195,109,104,87,74,87,3104,0,0,0,0,16,93,109,73,7,14,18,15,20,12,21,397,0,3,18,153,35,58,40,14,4,3,0,4,4,0,20,354,0,3,15,1644,986,1454,1065,442,101,66,65,48,48,38,226,6204,14,240,793,1064,406,305,283,244,66,62,33,19,33,12,109,3679,0,0,4,19,26,34,74,56,7,21,16,18,20,8,12,306,0,0,0,9,363,475,142,123,22,31,33,30,17,16,48,1322,0,0,0,0,5,7,25,80,4,3,5,4,6,0,4,133,0,153,345,1255,946,1745,1911,1677,360,374,501,555,652,454,450,11378,21,1683,3996,7527,5080,9425,12515,12828,2383,2368,3260,2751,2463,1807,2423,70535
LGA23350,0,0,0,3,6,0,3,0,0,0,0,0,0,0,3,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,4,0,0,0,0,0,0,0,4,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,50,126,152,68,60,37,34,5,4,3,6,9,0,33,581,0,0,0,10,4,0,7,3,0,0,0,0,0,0,0,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,30,21,28,16,17,6,21,4,4,0,3,0,0,19,176,4,158,241,278,158,130,113,92,17,14,11,17,9,5,108,1362
LGA23430,0,0,16,59,185,155,297,261,59,51,46,44,49,22,14,1254,0,11,53,308,206,366,188,182,18,47,34,33,46,19,39,1554,0,0,0,11,45,46,103,71,9,6,18,18,28,10,21,385,3,0,7,29,9,14,10,0,0,0,0,0,0,0,0,73,0,4,19,219,69,73,36,31,8,3,3,8,6,4,10,495,28,463,1033,1433,816,622,958,952,202,214,197,160,126,53,204,7470,0,4,7,40,37,74,113,85,27,19,22,25,18,23,17,516,0,0,0,19,621,363,149,99,27,40,27,40,28,16,50,1460,0,0,3,3,24,4,24,37,6,10,4,6,6,4,0,132,6,156,354,1184,1433,1796,1656,1028,230,251,289,270,313,188,238,9387,72,1534,3828,6186,5369,6553,7256,6547,1288,1498,1520,1568,1654,981,1404,47248
LGA23670,0,3,15,51,243,205,273,165,22,34,9,20,22,6,13,1079,0,4,51,255,204,724,806,695,96,81,69,58,42,32,52,3178,0,0,0,7,42,54,79,74,5,13,12,17,19,13,15,346,0,0,13,28,3,6,3,0,0,0,0,0,0,0,3,61,0,0,3,51,17,16,12,9,0,0,0,0,0,0,3,117,20,537,1341,2096,935,669,495,341,71,63,41,46,30,16,219,6918,0,3,4,39,33,53,104,72,15,10,12,9,15,9,12,395,0,0,3,15,504,375,131,111,17,10,12,13,19,9,30,1252,0,0,5,4,20,3,30,26,4,4,4,5,6,0,0,115,28,270,423,892,996,1178,998,524,94,124,85,91,77,43,153,5959,80,1803,3632,5355,5034,7509,8314,7473,1250,1250,1060,1095,910,496,1247,46505
LGA23810,0,3,0,4,25,5,38,47,4,9,4,3,0,3,8,154,0,3,8,4,0,7,17,27,8,6,10,7,9,0,0,108,0,0,0,0,3,5,17,24,3,4,10,8,4,3,8,87,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,12,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,7,13,577,718,612,279,136,83,76,25,11,3,10,10,8,107,2679,0,0,4,18,10,6,23,21,0,3,4,3,4,0,0,106,0,0,0,3,10,11,8,16,0,5,0,4,0,3,3,64,0,0,0,0,8,0,3,17,0,3,0,4,0,0,0,32,3,106,117,211,118,72,187,249,26,22,26,25,22,23,36,1247,35,1583,1757,1326,884,588,776,944,134,149,152,173,165,91,346,9111
LGA23940,0,0,3,0,0,0,0,0,0,0,0,5,0,4,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,65,71,16,11,7,5,0,0,0,0,0,0,13,207,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,15,19,9,10,3,0,4,0,0,0,0,0,3,65,0,66,135,126,65,38,31,61,11,13,25,13,9,12,32,616
LGA24130,0,0,3,13,7,16,49,38,5,0,3,3,3,0,3,148,0,0,7,10,4,5,5,0,0,3,0,3,0,0,5,51,0,0,0,0,0,4,8,6,0,0,0,3,5,0,7,31,0,0,0,8,3,0,0,0,0,0,0,0,0,0,0,17,0,0,0,3,0,0,0,3,0,0,0,0,0,0,0,11,5,169,438,622,256,198,302,186,37,19,16,18,4,3,91,2371,0,0,3,35,19,16,37,20,6,3,0,0,3,0,3,151,0,0,0,0,7,3,4,0,0,0,3,0,0,0,0,22,0,0,0,0,3,6,3,0,0,0,0,0,0,0,0,16,3,42,75,118,72,52,80,47,13,10,17,23,26,4,26,604,21,526,898,1119,643,557,791,506,95,82,97,89,62,24,226,5735
LGA24210,0,3,15,27,121,149,419,281,27,35,18,36,33,35,13,1208,0,11,41,82,63,213,115,88,14,12,11,11,13,3,15,682,0,0,0,3,22,24,40,42,9,13,7,11,14,4,8,182,0,17,52,104,27,19,14,4,0,0,0,0,3,0,13,257,0,0,11,72,27,26,26,4,0,0,3,0,0,0,3,173,34,326,519,602,321,284,380,286,47,63,39,27,33,9,80,3059,0,6,3,39,32,47,89,45,9,19,15,16,19,12,15,364,0,0,0,0,589,218,70,41,3,7,20,20,18,18,23,1024,0,0,3,4,19,11,49,17,0,4,3,5,8,3,0,107,12,364,400,509,499,883,753,359,63,108,93,99,123,55,138,4457,124,2666,4557,3955,4231,7613,7882,6106,1198,1422,1410,1492,1486,806,1444,46376
LGA24250,0,0,0,3,3,3,10,6,0,0,0,0,0,0,0,21,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,3,0,3,0,0,4,0,3,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,45,83,99,38,19,18,20,0,0,0,0,0,4,16,349,0,0,0,4,0,7,3,4,0,0,0,0,0,4,3,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,19,22,18,3,5,12,6,0,0,3,14,3,17,136,3,126,183,178,98,67,77,66,13,14,4,20,35,16,49,948
LGA24330,0,0,3,3,28,33,40,36,7,11,6,4,0,3,10,189,0,3,5,23,14,41,24,78,21,59,28,27,45,35,20,411,0,0,0,0,18,39,58,70,9,17,16,17,16,6,19,280,0,3,14,292,59,60,14,17,0,0,6,3,3,0,14,482,0,0,3,60,26,29,7,10,4,5,5,3,0,0,5,167,3,64,194,299,208,236,373,248,81,77,67,68,47,25,50,2034,0,0,0,14,21,43,59,43,19,21,18,23,22,14,17,310,0,4,0,19,2288,2287,783,800,117,186,275,278,220,119,290,7675,0,0,0,0,0,6,17,23,0,3,3,0,0,3,0,50,0,58,111,482,552,728,1051,1093,247,339,429,475,445,257,206,6475,16,531,1345,2230,4029,4951,4488,5081,1033,1469,1772,1895,1842,1125,1163,32989
LGA24410,3,0,17,26,130,84,214,149,6,33,18,11,21,8,12,737,0,12,26,84,28,103,106,141,14,20,25,23,14,21,8,621,0,0,0,3,17,35,54,111,11,14,35,27,30,29,12,384,0,0,8,15,7,3,5,0,0,0,0,0,0,0,0,28,0,0,0,11,3,4,5,4,3,0,3,4,3,0,0,38,41,462,1042,1595,656,458,464,318,63,57,27,37,35,21,144,5412,0,8,6,36,34,58,86,54,18,21,12,17,17,3,4,366,0,0,0,0,169,110,66,37,8,12,6,3,10,10,8,439,0,0,0,5,10,7,26,33,3,3,0,11,0,0,3,100,12,155,197,391,383,437,589,915,199,286,317,239,257,141,99,4610,83,1322,2155,3069,2291,2665,3907,4484,788,923,937,893,904,486,696,25600
LGA24600,0,3,8,16,51,56,119,79,12,19,25,32,25,32,15,483,0,3,5,22,38,118,96,90,17,34,43,47,59,78,22,672,0,0,0,3,27,48,161,279,72,96,126,178,308,248,203,1738,0,0,3,16,7,21,13,11,3,3,4,3,0,0,0,106,0,0,0,44,22,36,31,30,6,4,12,10,14,17,19,248,17,116,275,377,308,376,485,428,168,162,177,206,325,215,143,3763,0,4,9,36,51,80,173,147,57,43,75,108,142,117,48,1090,0,0,3,12,408,334,144,210,83,77,100,126,164,151,72,1899,0,0,0,0,7,8,26,16,0,8,0,5,3,3,3,92,15,82,117,252,339,883,1450,1313,415,607,762,1141,1814,1305,748,11244,53,564,954,1413,2201,4325,7923,10405,3452,4754,5948,8712,12056,8963,4076,75797
LGA24650,0,0,5,8,27,47,138,114,31,12,11,7,5,5,8,413,0,0,5,28,42,214,301,376,55,46,28,43,33,25,16,1206,0,0,0,3,16,40,68,78,11,15,15,12,21,9,21,296,0,4,21,454,135,225,168,53,3,7,12,7,6,0,35,1134,0,0,3,83,41,56,34,14,0,0,3,0,0,6,11,247,11,216,603,985,367,284,236,308,37,39,39,42,19,14,118,3311,0,0,5,13,7,7,62,41,14,13,10,23,14,6,4,227,0,0,3,13,423,547,273,229,35,35,42,42,42,24,165,1868,0,0,0,0,8,3,38,58,3,9,15,3,6,4,0,147,4,94,194,979,1021,1839,2330,1330,188,181,233,238,191,99,287,9215,16,1072,2309,4417,3468,5960,8061,7639,1176,1144,1194,1115,970,626,1447,40613
LGA24780,0,0,0,0,12,5,21,21,3,3,3,3,10,3,0,91,0,0,3,0,3,4,12,12,3,15,9,3,3,0,0,75,0,0,0,0,0,3,3,11,10,8,8,0,0,9,5,61,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,7,0,0,0,100,40,58,52,16,12,0,0,0,4,0,6,282,16,99,152,263,70,59,70,51,12,12,10,10,29,15,45,910,0,0,0,8,3,3,7,12,4,0,0,3,4,0,0,45,0,0,0,0,30,27,26,29,0,4,4,4,11,3,5,150,0,0,0,0,0,4,10,3,0,0,0,3,0,0,0,22,4,32,71,61,77,94,208,220,58,61,65,60,76,37,122,1254,38,470,661,654,376,442,719,759,183,212,220,186,275,223,399,5810
LGA24850,0,0,3,5,13,4,32,24,13,0,0,0,3,3,3,103,0,3,0,5,0,3,13,35,0,3,10,0,0,3,0,75,0,0,0,0,3,9,9,17,0,4,0,4,3,0,7,57,0,0,0,24,10,3,3,3,0,0,0,0,0,0,0,46,0,0,0,14,8,5,9,3,0,0,0,0,0,0,0,37,3,112,270,394,121,79,95,101,18,26,8,4,15,3,46,1290,0,0,0,8,3,3,11,14,0,0,3,5,14,0,7,69,0,0,0,0,3,7,5,0,0,4,0,0,0,0,3,20,0,0,0,0,3,7,10,15,0,0,0,0,0,3,0,31,4,48,56,114,62,45,56,85,10,14,4,8,19,5,30,547,12,391,603,811,412,392,519,646,135,114,80,75,149,99,276,4718
LGA24900,0,0,0,3,0,0,18,3,0,0,0,0,0,0,0,28,0,0,0,0,0,0,5,0,0,0,4,0,3,0,0,15,0,0,0,0,0,3,0,9,0,4,3,0,0,0,0,28,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,104,193,239,68,33,43,28,3,8,9,0,9,9,36,792,0,0,0,4,9,3,9,3,4,0,0,0,3,0,0,36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,40,40,19,23,13,42,3,7,10,7,13,3,6,239,11,305,426,410,178,164,313,341,57,66,85,62,85,58,114,2673
LGA24970,0,3,16,42,120,144,299,164,18,27,21,12,26,35,11,939,4,15,106,339,333,1220,1218,1432,223,282,306,331,400,308,134,6638,0,3,3,16,39,70,117,94,22,23,29,26,46,27,25,541,0,6,7,51,12,12,3,0,0,3,3,0,3,0,0,104,0,0,4,140,101,68,25,20,0,0,0,3,9,3,9,388,39,429,757,924,469,362,450,312,62,87,83,83,50,64,125,4290,0,0,5,48,45,55,127,83,29,22,24,37,28,26,22,548,3,3,4,35,1127,683,200,219,56,63,75,90,89,82,71,2808,0,0,0,4,7,7,38,37,0,3,8,3,4,11,4,131,19,275,534,1041,1109,1668,1601,1182,242,287,316,386,465,390,287,9788,114,2056,5375,6480,6428,11614,14476,14308,3030,3549,4210,5172,5964,3978,2822,89590
LGA25060,0,0,5,11,29,36,60,38,6,3,11,16,10,9,3,237,0,3,19,75,32,127,64,113,14,26,25,13,16,10,11,541,0,0,0,0,16,35,56,62,12,9,11,14,28,15,17,270,0,0,13,160,23,23,7,5,0,7,0,0,0,0,7,253,0,0,0,87,46,68,48,21,4,6,4,3,3,0,9,303,6,184,412,492,257,244,323,230,76,60,66,57,56,32,82,2579,0,0,12,25,35,33,75,64,20,38,18,16,19,11,13,375,0,0,3,4,865,685,216,168,36,46,60,55,66,44,82,2325,0,0,0,0,9,9,17,7,0,0,3,0,0,0,0,46,4,224,314,646,518,806,957,882,161,203,266,308,306,207,226,6034,54,2257,4441,4026,2915,3620,3776,3707,852,1006,1205,1180,1270,837,1109,32265
LGA25150,0,0,4,3,16,8,21,24,0,9,3,0,0,3,7,96,0,0,3,8,0,0,4,6,0,4,0,7,5,4,0,35,0,0,0,0,0,5,0,5,3,0,0,0,0,0,0,23,0,0,3,13,3,0,3,0,0,0,0,0,0,0,3,23,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,11,102,272,447,167,102,124,121,13,8,7,3,3,0,65,1447,0,0,0,11,10,3,16,10,7,0,6,0,0,0,3,65,0,0,0,3,7,8,3,15,0,0,5,0,3,0,0,40,0,0,0,0,0,3,5,7,4,3,0,0,0,0,0,28,0,18,53,141,72,44,42,47,3,4,11,7,14,3,28,486,12,313,569,864,443,337,444,445,55,58,73,54,49,33,170,3921
LGA25250,0,0,3,19,40,57,77,56,12,13,16,13,7,9,7,337,0,8,7,58,39,206,171,194,50,53,49,39,62,34,18,997,0,0,0,3,19,42,92,83,16,32,26,27,48,23,31,435,0,0,15,61,14,22,9,3,0,7,0,0,0,0,10,152,0,0,0,529,266,370,244,80,25,17,24,16,27,8,59,1676,29,172,405,480,382,413,619,501,160,126,126,146,129,78,108,3869,0,3,14,41,68,76,130,125,50,50,37,37,56,30,24,755,0,0,3,12,335,290,143,150,20,31,44,37,43,31,34,1172,0,0,0,3,18,11,26,16,3,3,5,0,0,0,0,87,4,240,297,717,607,889,1133,1889,277,432,625,792,826,548,289,9546,103,2944,6447,6105,3930,5104,6395,7836,1732,2181,2679,2828,2965,1943,2030,55227
LGA25340,3,5,31,49,131,90,159,137,15,7,14,26,12,3,7,684,0,12,40,61,10,22,11,3,0,3,0,3,0,0,3,171,0,0,0,0,6,13,38,54,13,18,14,12,9,15,8,199,0,3,4,19,7,11,3,0,0,0,0,0,0,0,0,48,0,3,0,27,10,8,6,9,0,0,0,0,0,0,0,60,79,1065,2296,3272,1578,1030,1494,1539,271,231,184,148,131,51,458,13820,6,13,18,82,68,67,142,45,9,4,21,7,19,3,18,526,0,0,0,5,17,8,13,13,0,3,0,3,5,4,4,75,0,0,0,0,13,10,23,19,0,0,4,0,5,0,0,70,24,212,304,599,350,268,267,204,33,41,35,38,26,34,90,2508,167,2591,4381,5535,3236,2434,3153,2686,544,473,446,428,351,206,995,27624
LGA25430,0,0,3,4,6,3,9,0,0,0,0,0,0,0,0,34,0,0,3,0,0,3,0,0,0,0,0,0,0,0,8,17,0,0,0,0,3,0,0,3,0,0,3,0,0,0,0,12,0,0,3,0,0,0,0,0,0,0,0,0,0,0,4,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5,3,86,195,207,102,62,67,38,0,9,0,8,3,0,31,813,0,3,3,23,8,4,8,5,0,0,3,0,0,0,0,68,0,0,0,0,4,0,0,4,0,0,0,0,0,0,51,61,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,20,27,44,24,20,37,21,7,5,3,11,23,7,81,326,6,201,321,369,235,183,224,134,21,37,29,29,36,12,322,2156
LGA25490,0,0,0,3,4,0,11,10,0,0,0,0,4,0,0,31,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,8,0,0,0,0,0,3,0,5,0,0,0,3,0,0,3,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40,94,84,38,27,21,52,12,3,5,5,3,0,14,396,0,0,0,3,4,4,9,0,0,0,0,0,0,0,0,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,4,3,0,3,0,0,0,0,10,0,11,13,8,8,0,15,7,0,3,0,12,11,11,0,92,3,86,136,148,102,89,199,169,26,23,50,46,41,26,42,1191
LGA25620,0,0,7,3,14,6,12,8,0,0,0,3,0,0,0,45,0,0,0,3,0,0,0,4,0,0,0,0,0,0,0,6,0,0,0,0,0,3,0,0,0,0,0,0,0,0,3,11,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,81,164,195,54,38,33,27,7,5,4,3,0,0,17,626,0,0,3,4,4,6,5,4,3,0,0,0,3,3,0,33,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,18,25,37,20,20,10,3,0,3,7,3,0,5,9,158,6,189,308,333,184,140,106,84,17,19,26,14,19,12,66,1517
LGA25710,0,0,7,16,23,29,129,90,9,16,20,3,0,3,3,348,0,8,10,28,13,26,30,12,3,0,4,7,0,0,3,148,0,0,0,0,6,3,21,9,0,3,7,5,0,0,0,57,0,13,26,59,8,15,4,3,0,0,0,0,0,0,0,127,0,0,0,13,3,3,3,4,3,0,0,0,0,0,0,35,15,156,437,629,336,327,525,441,58,74,46,40,18,20,62,3179,0,0,0,35,28,42,63,33,7,10,7,6,17,0,0,249,0,0,0,6,21,8,17,11,0,0,7,0,3,0,3,72,0,0,4,0,3,14,19,13,0,0,0,3,0,0,0,54,0,81,116,227,112,147,163,104,27,10,14,22,15,12,27,1073,21,678,1214,1601,976,1117,1559,1177,199,206,165,185,147,74,227,9543
LGA25810,0,0,0,0,0,0,7,0,4,5,0,0,0,0,0,17,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,16,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,73,101,21,10,15,6,0,3,0,3,4,0,13,275,0,0,0,3,3,0,3,5,3,0,0,0,0,0,0,16,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,8,9,14,12,14,19,14,12,4,13,10,19,3,6,138,0,65,125,157,74,57,68,81,27,19,35,22,33,14,46,841
LGA25900,0,3,17,35,98,136,181,107,30,28,26,20,23,23,17,742,0,0,7,31,16,54,29,38,10,13,13,10,7,3,9,251,0,0,0,4,14,26,64,67,18,16,15,30,19,0,15,295,0,0,7,23,7,13,16,8,0,0,0,0,0,0,0,74,0,0,3,41,25,23,13,22,3,4,3,6,9,6,7,176,16,151,440,693,424,510,819,854,281,334,315,319,411,238,172,5992,0,9,12,67,69,126,161,168,61,43,86,102,111,50,46,1106,0,0,0,7,97,57,33,50,20,18,9,16,12,15,15,341,0,0,0,0,13,11,25,12,7,3,0,6,14,0,3,82,11,189,223,453,551,1091,938,900,259,329,345,400,525,338,254,6805,56,855,1761,2498,2306,3474,4469,4908,1454,1628,1765,1920,2309,1416,1048,31877
