LGA_CODE_2016,A25_34_SOLSE_T_06_10,A25_34_SOLSE_T_11,A25_34_SOLSE_T_12,A25_34_SOLSE_T_13,A25_34_SOLSE_T_14,A25_34_SOLSE_T_15,A25_34_SOLSE_T_16,A25_34_SOLSE_T_YNS,A25_34_SOLSE_T_T,A25_34_L_PinE_NS_B00,A25_34_L_PinE_NS_00_05,A25_34_L_PinE_NS_06_10,A25_34_L_PinE_NS_11,A25_34_L_PinE_NS_12,A25_34_L_PinE_NS_13,A25_34_L_PinE_NS_14,A25_34_L_PinE_NS_15,A25_34_L_PinE_NS_16,A25_34_L_PinE_NS_YNS,A25_34_L_PinE_NS_T,A25_34_T_B00,A25_34_T_00_05,A25_34_T_06_10,A25_34_T_11,A25_34_T_12,A25_34_T_13,A25_34_T_14,A25_34_T_15,A25_34_T_16,A25_34_T_YNS,A25_34_T_T,A35_44_SEO_B00,A35_44_SEO_00_05,A35_44_SEO_06_10,A35_44_SEO_11,A35_44_SEO_12,A35_44_SEO_13,A35_44_SEO_14,A35_44_SEO_15,A35_44_SEO_16,A35_44_SEO_YNS,A35_44_SEO_T,A35_44_SOLSE_VWW_B00,A35_44_SOLSE_VWW_00_05,A35_44_SOLSE_VWW_06_10,A35_44_SOLSE_VWW_11,A35_44_SOLSE_VWW_12,A35_44_SOLSE_VWW_13,A35_44_SOLSE_VWW_14,A35_44_SOLSE_VWW_15,A35_44_SOLSE_VWW_16,A35_44_SOLSE_VWW_YNS,A35_44_SOLSE_VWW_T,A35_44_SOLSE_NWNAA_B00,A35_44_SOLSE_NWNAA_00_05,A35_44_SOLSE_NWNAA_06_10,A35_44_SOLSE_NWNAA_11,A35_44_SOLSE_NWNAA_12,A35_44_SOLSE_NWNAA_13,A35_44_SOLSE_NWNAA_14,A35_44_SOLSE_NWNAA_15,A35_44_SOLSE_NWNAA_16,A35_44_SOLSE_NWNAA_YNS,A35_44_SOLSE_NWNAA_T,A35_44_SOLSE_PinE_NS_B00,A35_44_SOLSE_PinE_NS_00_05,A35_44_SOLSE_PinE_NS_06_10,A35_44_SOLSE_PinE_NS_11,A35_44_SOLSE_PinE_NS_12,A35_44_SOLSE_PinE_NS_13,A35_44_SOLSE_PinE_NS_14,A35_44_SOLSE_PinE_NS_15,A35_44_SOLSE_PinE_NS_16,A35_44_SOLSE_PinE_NS_YNS,A35_44_SOLSE_PinE_NS_T,A35_44_SOLSE_T_B00,A35_44_SOLSE_T_00_05,A35_44_SOLSE_T_06_10,A35_44_SOLSE_T_11,A35_44_SOLSE_T_12,A35_44_SOLSE_T_13,A35_44_SOLSE_T_14,A35_44_SOLSE_T_15,A35_44_SOLSE_T_16,A35_44_SOLSE_T_YNS,A35_44_SOLSE_T_T,A35_44_L_PinE_NS_B00,A35_44_L_PinE_NS_00_05,A35_44_L_PinE_NS_06_10,A35_44_L_PinE_NS_11,A35_44_L_PinE_NS_12,A35_44_L_PinE_NS_13,A35_44_L_PinE_NS_14,A35_44_L_PinE_NS_15,A35_44_L_PinE_NS_16,A35_44_L_PinE_NS_YNS,A35_44_L_PinE_NS_T,A35_44_T_B00,A35_44_T_00_05,A35_44_T_06_10,A35_44_T_11,A35_44_T_12,A35_44_T_13,A35_44_T_14,A35_44_T_15,A35_44_T_16,A35_44_T_YNS,A35_44_T_T,A45_54_SEO_B00,A45_54_SEO_00_05,A45_54_SEO_06_10,A45_54_SEO_11,A45_54_SEO_12,A45_54_SEO_13,A45_54_SEO_14,A45_54_SEO_15,A45_54_SEO_16,A45_54_SEO_YNS,A45_54_SEO_T,A45_54_SOLSE_VWW_B00,A45_54_SOLSE_VWW_00_05,A45_54_SOLSE_VWW_06_10,A45_54_SOLSE_VWW_11,A45_54_SOLSE_VWW_12,A45_54_SOLSE_VWW_13,A45_54_SOLSE_VWW_14,A45_54_SOLSE_VWW_15,A45_54_SOLSE_VWW_16,A45_54_SOLSE_VWW_YNS,A45_54_SOLSE_VWW_T,A45_54_SOLSE_NWNAA_B00,A45_54_SOLSE_NWNAA_00_05,A45_54_SOLSE_NWNAA_06_10,A45_54_SOLSE_NWNAA_11,A45_54_SOLSE_NWNAA_12,A45_54_SOLSE_NWNAA_13,A45_54_SOLSE_NWNAA_14,A45_54_SOLSE_NWNAA_15,A45_54_SOLSE_NWNAA_16,A45_54_SOLSE_NWNAA_YNS,A45_54_SOLSE_NWNAA_T,A45_54_SOLSE_PinE_NS_B00,A45_54_SOLSE_PinE_NS_00_05,A45_54_SOLSE_PinE_NS_06_10,A45_54_SOLSE_PinE_NS_11,A45_54_SOLSE_PinE_NS_12,A45_54_SOLSE_PinE_NS_13,A45_54_SOLSE_PinE_NS_14,A45_54_SOLSE_PinE_NS_15,A45_54_SOLSE_PinE_NS_16,A45_54_SOLSE_PinE_NS_YNS,A45_54_SOLSE_PinE_NS_T,A45_54_SOLSE_T_B00,A45_54_SOLSE_T_00_05,A45_54_SOLSE_T_06_10,A45_54_SOLSE_T_11,A45_54_SOLSE_T_12,A45_54_SOLSE_T_13,A45_54_SOLSE_T_14,A45_54_SOLSE_T_15,A45_54_SOLSE_T_16,A45_54_SOLSE_T_YNS,A45_54_SOLSE_T_T,A45_54_L_PinE_NS_B00,A45_54_L_PinE_NS_00_05,A45_54_L_PinE_NS_06_10,A45_54_L_PinE_NS_11,A45_54_L_PinE_NS_12,A45_54_L_PinE_NS_13,A45_54_L_PinE_NS_14,A45_54_L_PinE_NS_15,A45_54_L_PinE_NS_16,A45_54_L_PinE_NS_YNS,A45_54_L_PinE_NS_T,A45_54_T_B00,A45_54_T_00_05,A45_54_T_06_10,A45_54_T_11,A45_54_T_12,A45_54_T_13,A45_54_T_14,A45_54_T_15,A45_54_T_16,A45_54_T_YNS,A45_54_T_T,A55_64_SEO_B00,A55_64_SEO_00_05,A55_64_SEO_06_10,A55_64_SEO_11,A55_64_SEO_12,A55_64_SEO_13,A55_64_SEO_14,A55_64_SEO_15,A55_64_SEO_16,A55_64_SEO_YNS,A55_64_SEO_T,A55_64_SOLSE_VWW_B00,A55_64_SOLSE_VWW_00_05,A55_64_SOLSE_VWW_06_10,A55_64_SOLSE_VWW_11
LGA23810,198,23,37,48,42,41,17,16,494,0,0,0,0,0,0,0,0,0,0,0,137,80,246,30,54,57,51,52,27,28,755,245,50,56,13,5,8,11,9,3,11,414,68,76,159,16,30,13,21,11,10,11,415,4,8,17,3,0,0,3,3,0,0,39,0,0,0,0,0,0,0,0,0,0,0,78,80,177,18,28,10,25,11,6,16,452,0,0,0,0,0,0,0,0,0,0,0,326,127,229,27,35,20,39,20,14,30,873,548,39,52,8,3,8,5,0,3,37,702,155,57,66,5,7,8,4,11,3,8,323,14,10,21,3,0,0,4,6,0,3,54,0,0,0,0,0,0,0,0,0,0,7,163,69,84,6,9,6,6,17,3,19,387,0,0,0,0,0,0,0,0,0,0,0,716,108,142,17,10,16,12,17,7,55,1095,1035,31,28,10,3,7,0,3,0,38,1164,299,16,13,4
LGA23940,9,0,3,0,0,3,3,4,20,0,0,0,0,0,0,0,0,0,0,0,3,3,5,3,3,3,0,3,3,4,34,9,3,0,0,0,0,5,0,4,0,27,3,3,13,3,3,3,0,0,0,0,31,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,3,3,13,3,3,6,0,0,0,0,35,0,0,0,0,0,0,0,0,0,0,0,18,7,14,3,3,6,3,0,5,0,59,48,3,0,0,0,3,0,0,0,3,54,11,0,6,0,3,0,3,0,0,0,29,0,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,14,0,6,0,4,0,3,3,0,0,30,0,0,0,0,0,0,0,0,0,0,0,60,3,6,0,6,3,3,3,0,3,87,113,0,0,0,0,0,0,0,0,6,120,10,3,0,0
LGA24130,43,7,8,19,27,22,10,13,189,0,0,0,0,0,0,0,0,0,0,0,89,35,98,20,24,26,39,29,16,17,385,274,152,96,23,7,9,3,4,0,18,593,57,41,36,3,7,9,3,3,0,3,170,3,4,3,0,0,3,3,0,0,0,17,3,0,0,0,0,0,0,0,0,0,0,60,42,43,3,13,12,7,3,0,3,187,0,0,0,0,0,0,0,0,0,0,4,337,196,139,31,20,23,13,5,0,21,791,714,107,70,4,0,5,11,0,0,31,938,110,19,27,6,0,4,0,0,0,3,171,4,3,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,3,119,19,27,7,0,4,0,0,0,5,187,0,0,0,0,0,0,0,0,0,0,0,832,127,102,12,3,5,10,0,0,35,1123,847,37,20,3,0,0,3,0,0,26,936,160,0,8,0
LGA24210,1640,251,293,318,267,255,118,127,5418,0,0,7,0,0,0,0,0,0,0,4,1338,1348,1789,283,313,344,281,276,136,153,6258,691,203,180,31,38,27,20,21,8,33,1253,1769,1001,906,150,190,195,182,154,80,46,4678,49,87,137,43,47,67,77,97,39,50,691,9,6,5,0,0,0,0,3,0,0,27,1825,1092,1043,194,247,263,260,256,126,97,5400,0,0,0,0,0,0,0,0,0,6,5,2516,1300,1224,218,288,292,276,281,134,138,6659,1264,231,176,19,21,17,10,21,3,22,1777,2658,538,496,84,69,62,40,61,36,59,4098,376,176,222,47,77,54,100,54,26,45,1184,19,8,0,0,0,0,0,0,0,0,20,3056,713,722,131,142,121,144,119,57,105,5306,3,3,0,0,0,0,0,0,0,5,6,4320,947,896,149,163,133,154,135,57,132,7095,1681,115,50,0,10,4,7,5,3,44,1915,3509,230,106,19
LGA24250,4,3,3,0,5,9,0,6,35,0,0,0,0,0,0,0,0,0,0,0,11,3,13,4,9,3,10,12,0,6,71,39,9,9,0,0,0,0,0,3,0,60,9,7,9,3,0,0,0,0,0,0,27,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,9,8,9,3,0,0,0,0,0,0,26,0,0,0,0,0,0,0,0,0,0,0,46,20,16,3,0,0,0,0,3,3,88,93,3,4,3,0,0,0,0,0,3,100,10,0,7,0,0,0,0,0,0,0,18,3,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,7,0,7,0,0,0,0,0,0,0,22,0,0,0,0,0,0,0,0,0,0,0,103,4,9,6,0,0,0,0,0,8,124,137,6,3,0,0,0,0,0,0,3,153,16,0,0,0
LGA24330,2137,377,561,697,721,614,315,190,7024,0,0,0,0,0,0,0,0,0,55,61,1252,870,2632,516,727,846,874,706,366,296,9084,802,413,335,55,60,38,32,32,12,44,1823,1554,598,800,101,112,128,86,96,36,66,3579,150,90,129,17,53,66,41,34,20,28,621,11,0,6,0,0,3,0,0,0,0,20,1714,688,935,121,168,189,124,129,58,96,4226,0,0,0,0,0,0,0,0,0,25,33,2512,1100,1272,177,229,235,161,156,72,167,6076,846,114,71,15,10,6,19,11,10,24,1135,1686,151,162,26,32,24,20,14,7,34,2159,617,104,103,20,26,34,30,33,20,47,1024,15,3,4,0,0,0,0,0,0,0,27,2324,256,269,41,59,57,49,49,29,84,3210,0,0,0,0,0,0,0,0,0,21,18,3167,371,341,61,75,69,66,57,35,129,4364,699,30,13,0,7,6,13,3,0,15,783,1476,54,43,10
LGA24410,1233,185,249,241,252,205,121,66,3348,0,0,0,0,0,0,0,0,0,0,3,740,638,1425,246,301,278,276,243,130,97,4371,791,254,219,36,26,24,18,17,6,31,1420,515,639,887,98,109,91,75,61,33,28,2532,10,51,188,41,59,49,34,28,23,19,513,4,3,8,0,0,0,0,0,0,0,13,530,692,1087,134,170,148,117,93,48,48,3063,0,0,3,0,0,0,0,0,0,4,4,1324,946,1303,173,196,172,131,110,58,85,4490,1548,195,124,22,16,11,19,6,6,41,1987,689,220,266,35,28,25,20,19,9,11,1329,74,47,123,25,32,46,39,39,16,11,464,9,3,0,0,0,0,0,0,0,0,12,775,273,397,62,62,71,65,54,27,23,1802,0,0,0,0,0,0,0,0,0,0,3,2321,468,519,77,79,83,83,61,27,67,3783,1924,68,36,7,13,3,10,3,3,50,2111,802,74,54,4
LGA24600,4356,1122,1525,1993,2789,3429,2245,986,21586,0,0,0,0,0,3,0,0,0,38,47,2256,2557,5449,1493,1959,2465,3355,4123,2674,1234,27558,914,423,483,124,114,99,94,121,49,61,2495,1123,811,1048,227,284,222,336,352,212,142,4766,48,71,117,33,51,55,68,92,70,69,675,5,12,6,4,0,0,0,0,3,6,35,1178,889,1174,266,333,279,404,448,281,219,5477,0,0,0,0,0,0,0,0,0,25,27,2097,1319,1664,391,446,378,499,568,335,304,8006,951,178,150,37,42,26,41,33,25,54,1534,950,237,212,45,49,46,49,66,38,84,1779,128,63,149,34,44,53,42,62,67,87,744,13,0,0,0,0,0,0,0,0,0,16,1087,308,363,77,95,102,97,131,106,174,2539,0,0,3,0,0,0,0,0,0,17,17,2038,484,515,116,141,132,129,164,134,239,4096,968,44,50,27,19,14,17,15,13,30,1185,793,90,70,16
LGA24650,1899,279,263,283,273,210,146,119,5395,0,0,3,0,0,0,0,0,0,98,108,1571,1100,2152,340,318,339,311,257,155,262,6801,979,271,270,46,46,36,22,13,4,50,1737,2175,1476,1614,197,171,135,123,106,46,95,6138,122,106,134,24,18,27,26,25,19,14,515,19,16,16,0,3,0,0,0,0,3,52,2313,1601,1754,220,187,163,149,135,72,117,6705,3,0,0,0,0,0,0,0,0,77,78,3294,1874,2024,260,230,196,175,144,75,241,8521,1510,188,223,30,25,13,17,9,3,77,2095,2638,644,605,58,59,63,40,51,19,77,4248,348,85,78,16,14,19,12,24,21,26,648,22,0,7,0,3,0,0,0,0,3,34,3006,737,689,76,80,82,54,69,42,103,4932,4,3,0,0,0,0,0,0,0,55,70,4517,930,913,101,101,96,68,83,42,234,7094,1682,91,48,14,4,3,6,4,3,51,1911,2489,194,135,14
LGA24780,208,42,77,67,69,89,70,87,823,0,0,0,0,0,0,0,0,3,4,8,116,83,266,60,90,79,79,105,82,101,1058,108,38,33,7,9,8,0,3,0,12,223,94,72,124,22,21,23,15,13,6,7,402,24,13,31,14,8,9,5,16,6,12,126,0,0,0,0,0,0,0,0,0,0,4,120,84,154,36,24,29,23,29,17,23,530,0,0,0,0,0,0,0,0,0,0,3,232,124,179,42,33,40,23,32,20,28,756,284,33,20,3,8,9,6,7,0,11,372,154,44,42,5,0,3,9,4,4,19,280,46,13,29,16,18,15,0,5,5,3,146,0,0,0,0,0,0,0,0,0,0,0,203,61,67,16,16,17,9,12,11,23,429,3,0,0,0,0,0,0,0,0,0,3,488,86,83,23,23,23,13,17,15,40,807,344,8,9,0,0,0,0,0,0,24,392,176,11,9,0
LGA24850,166,18,24,14,20,18,10,14,353,0,0,0,0,0,0,0,0,0,0,0,104,68,212,27,33,22,28,16,10,21,547,143,50,60,19,9,8,7,13,3,21,329,60,55,105,20,13,9,4,6,3,5,284,0,6,4,5,0,0,0,4,0,4,23,0,0,3,0,0,0,0,0,0,0,3,62,64,116,19,13,8,4,6,4,5,316,0,0,0,0,0,0,0,0,0,0,0,202,110,178,41,25,18,13,19,4,27,644,435,37,46,6,8,0,0,0,0,22,545,141,20,28,13,5,7,3,4,7,5,225,15,4,0,3,0,0,0,0,0,7,33,3,0,0,0,0,0,0,0,0,0,3,159,18,29,10,4,3,3,7,7,10,257,0,0,0,0,0,0,0,0,0,0,0,593,60,73,16,11,3,3,7,7,37,804,528,15,14,0,4,3,3,0,0,26,591,161,6,4,0
LGA24900,76,8,17,17,16,26,21,7,216,0,0,0,0,0,0,0,0,0,0,0,39,21,105,21,28,28,27,32,28,15,328,51,20,28,3,3,6,3,5,0,5,128,15,23,63,7,8,6,4,7,0,3,139,0,3,9,0,3,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,15,26,69,7,14,10,6,10,0,3,156,0,0,0,0,0,0,0,0,0,0,0,68,50,97,14,17,13,7,10,0,11,284,173,34,27,3,3,5,0,3,3,7,259,27,7,10,0,3,3,0,0,0,4,62,8,0,3,0,0,0,0,4,0,0,20,0,0,0,0,0,0,0,0,0,0,3,41,10,16,3,4,3,0,4,0,4,80,0,0,0,0,0,0,0,0,0,0,0,210,49,40,9,6,11,0,4,7,12,344,281,15,11,0,0,0,0,0,3,10,317,41,8,5,0
LGA24970,4793,774,880,1071,1295,1318,744,378,14824,0,0,0,0,0,5,0,0,0,4,14,2190,2432,5237,861,976,1202,1399,1422,815,451,16986,1208,395,324,62,68,47,45,39,24,50,2264,2635,2474,2486,373,449,407,430,421,255,140,10052,96,164,289,92,90,139,146,143,81,55,1306,7,11,15,0,0,0,0,4,0,0,42,2729,2648,2794,462,537,543,581,564,335,193,11398,0,0,0,0,0,0,0,0,0,0,5,3941,3043,3119,522,604,590,630,610,361,249,13668,1880,319,222,38,35,31,18,12,10,47,2611,4425,1237,1062,192,171,150,109,100,63,97,7597,506,245,425,101,104,130,123,111,53,100,1894,24,9,7,0,0,0,3,0,0,0,45,4957,1488,1490,293,275,279,237,206,118,196,9541,3,0,0,0,0,0,0,0,0,3,8,6841,1803,1713,331,315,315,253,225,128,249,12160,2306,140,53,4,6,6,8,3,0,34,2563,4807,333,188,28
LGA25060,1266,231,311,467,449,460,249,107,4475,0,0,0,0,0,0,0,0,0,4,5,897,645,1645,362,443,581,547,558,297,156,6131,712,305,277,61,39,33,18,31,17,42,1531,1037,521,648,107,119,105,108,103,46,65,2859,51,40,70,15,11,23,16,15,17,17,280,4,7,5,4,0,3,0,0,0,4,28,1091,563,722,125,133,132,125,122,68,86,3164,0,0,0,0,0,0,0,0,0,0,0,1799,868,999,188,171,167,147,147,83,132,4698,1258,130,58,11,8,18,9,7,4,37,1545,1543,230,160,28,32,26,20,10,11,45,2103,221,59,40,10,16,23,8,16,18,28,434,3,0,0,0,0,0,0,0,0,0,9,1765,290,202,37,48,49,30,24,33,73,2552,3,0,0,0,0,0,0,0,0,3,3,3029,420,262,50,57,66,37,30,36,110,4096,1318,29,28,7,5,8,3,0,0,40,1441,1889,61,16,9
LGA25150,73,5,7,8,19,12,5,0,159,0,0,0,0,0,0,0,0,0,0,0,74,39,108,11,13,11,21,10,5,4,316,182,64,53,11,10,4,3,0,3,14,332,50,38,56,3,4,8,7,3,3,3,178,0,0,3,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,50,38,61,3,4,8,4,3,3,3,178,0,0,0,0,0,0,0,0,0,0,0,234,99,111,17,12,8,9,3,6,16,512,427,60,45,8,0,9,0,4,0,30,575,83,13,27,0,4,3,0,0,0,9,130,5,0,4,0,0,0,0,0,3,0,13,0,0,0,0,0,0,0,0,0,0,3,92,12,25,0,4,3,0,0,3,8,147,0,0,0,0,0,0,0,0,0,0,0,518,71,74,10,3,6,0,4,4,36,731,536,13,15,0,4,3,3,0,0,18,591,152,9,10,0
LGA25250,3064,554,831,1048,1093,1074,597,256,10098,0,0,3,0,0,0,0,0,0,9,16,1703,1114,3919,849,1147,1361,1395,1294,745,368,13902,1338,616,568,119,93,78,52,47,17,57,2981,1292,1059,1456,233,246,235,218,216,102,111,5160,87,93,136,34,50,52,40,35,26,20,568,5,10,12,3,0,0,5,0,0,3,42,1381,1159,1598,273,296,291,260,252,128,132,5770,0,0,0,0,0,3,0,0,0,3,8,2716,1777,2167,383,389,367,313,303,142,193,8759,1578,209,120,23,24,11,20,12,3,62,2055,2545,307,258,41,36,39,23,30,9,86,3371,330,88,73,17,25,20,9,33,22,30,652,22,3,3,0,0,0,0,0,0,6,31,2889,402,334,55,61,64,36,66,34,122,4059,8,0,0,0,0,0,0,0,0,3,12,4474,608,459,80,89,73,55,76,39,187,6127,1326,45,31,3,8,3,9,6,4,56,1488,2712,70,58,5
LGA25340,157,34,42,35,39,25,25,14,481,0,0,0,0,0,0,0,0,0,0,0,381,181,376,103,75,76,70,50,40,61,1408,1024,404,438,105,85,67,46,29,15,68,2280,198,141,179,32,34,25,29,14,10,15,672,5,3,10,4,0,6,8,0,0,3,39,0,3,0,0,0,0,0,0,0,0,3,203,150,188,35,33,24,34,16,18,21,711,0,0,0,0,0,0,0,0,0,0,5,1230,553,623,138,113,94,78,50,30,86,2997,2582,496,478,52,45,40,21,17,10,98,3848,388,92,79,22,15,6,18,5,6,21,649,7,3,11,0,0,0,4,3,0,6,31,3,0,0,0,0,0,0,0,0,0,3,398,91,94,17,15,5,23,9,6,24,682,3,0,0,0,0,0,0,0,0,0,3,2989,587,571,76,62,49,50,28,14,117,4538,3397,175,104,21,5,8,9,5,3,113,3846,646,29,20,3
LGA25430,19,3,4,7,9,27,8,16,96,0,0,0,0,0,0,0,0,0,69,74,18,11,27,8,4,9,9,27,8,91,215,83,25,32,3,0,0,0,0,0,3,148,23,14,23,3,6,0,0,0,0,0,68,0,0,0,0,0,3,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,23,18,23,3,6,5,0,0,0,0,71,0,0,0,0,0,0,0,0,0,51,52,106,47,49,3,6,5,0,0,0,59,273,216,26,11,0,4,0,0,0,0,7,266,33,11,7,0,0,0,0,0,0,0,54,0,0,0,0,0,0,3,0,0,0,8,0,0,0,0,0,0,0,0,0,0,3,33,16,4,3,0,0,5,0,0,0,65,0,0,0,0,0,0,0,0,0,46,46,249,40,13,0,4,0,5,0,0,57,371,344,7,0,0,3,0,0,0,0,12,374,37,0,0,0
LGA25490,17,3,3,9,10,12,18,0,83,0,0,0,0,0,0,0,0,0,0,0,26,21,37,7,3,17,17,16,16,4,161,46,33,29,8,0,4,0,0,0,5,125,5,8,11,0,9,4,4,6,0,0,43,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,5,8,9,0,5,4,4,4,0,0,46,0,0,0,0,0,0,0,0,0,0,0,56,43,39,8,10,6,4,4,0,4,175,108,18,23,3,3,3,0,0,0,7,167,3,7,15,0,0,5,6,0,0,0,38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,7,14,0,0,5,6,0,0,0,39,0,0,0,0,0,0,0,0,0,0,3,111,28,40,3,3,9,7,0,0,6,209,153,8,5,0,0,0,3,0,0,3,177,5,4,0,0
LGA25620,7,0,3,8,3,3,0,4,37,0,0,0,0,0,0,0,0,0,0,0,19,9,25,4,6,14,3,9,3,5,95,48,16,13,3,0,0,0,3,0,6,99,11,9,10,0,5,5,3,0,0,0,37,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,10,9,10,0,5,0,3,0,0,0,38,0,0,0,0,0,0,0,0,0,0,0,64,27,14,6,5,3,3,4,0,7,136,150,16,12,0,0,0,0,0,3,6,183,29,5,4,0,0,0,0,0,0,0,41,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33,3,4,0,0,0,0,0,0,0,44,0,0,0,0,0,0,0,0,0,0,0,181,14,16,3,0,0,0,0,3,11,231,258,9,4,0,0,0,0,0,0,9,286,55,0,0,0
LGA25710,116,19,32,19,21,19,12,9,377,0,0,0,0,0,0,0,0,0,0,0,181,134,182,28,48,28,37,28,15,21,712,402,176,167,19,18,23,13,9,6,21,860,163,125,178,20,19,17,19,13,5,0,572,5,3,4,0,0,0,0,3,0,0,25,0,0,0,0,0,0,0,0,0,0,0,169,130,183,25,19,17,20,12,5,3,595,0,0,0,0,0,0,0,0,0,0,0,571,308,348,44,41,42,39,22,9,23,1457,982,197,150,19,22,14,15,3,0,23,1419,331,61,42,15,15,3,7,3,0,7,487,5,5,9,0,0,0,0,4,0,5,31,4,3,0,0,0,0,0,0,0,0,6,342,67,50,16,10,3,7,5,3,12,522,0,0,0,0,0,0,0,0,0,0,0,1326,269,198,37,30,12,19,8,0,32,1939,1175,63,27,6,3,0,0,0,0,25,1300,469,28,15,0
LGA25810,21,9,7,14,11,15,3,4,87,0,0,0,0,0,0,0,0,0,0,0,9,3,22,8,6,14,12,19,3,5,106,19,5,8,0,0,0,0,0,0,0,39,5,10,19,9,0,5,0,3,6,0,57,0,0,0,0,0,3,0,0,0,3,6,0,0,0,0,0,0,0,0,0,0,0,5,10,19,11,0,5,0,3,3,3,69,0,0,0,0,0,0,0,0,0,0,0,30,19,26,6,0,5,0,3,3,8,104,68,6,4,0,0,4,3,0,0,3,82,14,3,3,0,4,0,0,0,0,3,25,0,0,0,0,0,0,0,0,0,3,6,0,0,0,0,0,0,0,0,0,0,0,14,8,3,0,3,3,0,0,0,7,37,0,0,0,0,0,0,0,0,0,0,3,78,15,5,0,3,3,3,0,0,5,119,114,4,3,0,0,0,0,0,0,0,127,21,0,0,0
LGA25900,1292,337,437,506,574,658,394,160,5312,0,0,5,0,0,0,4,0,0,10,17,1279,795,2365,809,959,1000,1070,1181,669,293,10419,1127,634,783,188,166,128,135,127,46,75,3417,639,505,645,124,151,129,132,166,97,43,2638,15,5,29,13,9,3,11,15,7,3,112,3,3,3,0,0,0,4,0,0,4,18,652,514,681,139,160,135,143,185,106,48,2772,0,0,4,0,0,0,0,0,0,7,8,1780,1143,1468,325,327,270,281,312,152,131,6192,1564,296,207,43,43,40,23,32,37,57,2351,763,161,142,26,15,35,22,30,15,21,1239,41,24,23,4,3,9,11,16,12,11,149,3,0,0,0,0,0,0,0,0,3,10,807,186,159,31,20,47,42,47,26,35,1394,0,0,0,0,0,0,0,0,0,3,3,2369,488,373,72,66,88,61,77,62,98,3746,1472,75,48,21,12,21,15,21,4,36,1735,803,50,26,9
LGA25990,0,0,0,0,0,7,0,0,14,0,0,0,0,0,0,0,0,0,3,3,4,3,4,3,0,0,3,8,0,3,31,21,3,9,3,0,0,0,0,0,3,38,9,0,4,0,0,0,0,0,0,0,18,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,9,0,4,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,3,3,31,7,10,4,0,3,0,0,0,5,57,80,5,4,0,0,0,0,0,0,4,96,11,0,3,0,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,3,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,11,11,90,5,10,0,0,0,0,0,0,14,124,127,0,0,0,0,0,0,0,0,4,137,24,0,0,0
LGA26080,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,11,3,3,0,0,0,3,0,0,0,22,0,4,3,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,4,3,0,0,0,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,12,9,8,0,0,0,3,0,0,0,34,23,3,0,0,0,0,0,0,0,0,31,6,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,25,3,0,0,0,0,0,0,0,0,37,47,0,0,0,0,0,0,0,0,0,54,4,0,0,0
LGA26170,37,6,4,7,19,11,3,0,105,0,0,0,0,0,0,0,0,0,0,0,37,27,60,14,11,14,24,15,3,3,206,109,30,26,4,3,3,0,0,0,8,192,17,14,26,9,3,3,3,3,0,0,83,0,3,0,0,0,0,0,0,0,3,9,0,0,0,0,0,0,0,0,0,0,0,15,20,29,9,4,3,6,3,0,4,91,0,0,0,0,0,0,0,0,0,0,0,126,47,50,15,8,4,7,3,0,11,287,289,20,16,0,9,0,0,0,0,19,352,36,6,9,3,0,3,0,3,0,3,60,3,0,0,0,0,0,0,0,4,0,7,0,0,0,0,0,0,0,0,0,0,0,39,6,8,3,0,3,3,3,4,6,76,0,0,0,0,0,0,0,0,0,0,3,326,27,26,3,9,6,3,3,3,25,427,496,6,8,3,0,0,0,0,0,16,547,63,4,3,0
