LGA_CODE_2016,M_LPLFS_EFT_DC_0_4,M_LPLFS_EFT_DC_5_9,M_LPLFS_EFT_DC_10_12,M_LPLFS_EFT_DC_13_14,M_LPLFS_EFT_DC_15_17,M_LPLFS_EFT_DC_18_20,M_LPLFS_EFT_DC_21_24,M_LPLFS_EFT_T,M_LPLFS_EPT_DC_0_4,M_LPLFS_EPT_DC_5_9,M_LPLFS_EPT_DC_10_12,M_LPLFS_EPT_DC_13_14,M_LPLFS_EPT_DC_15_17,M_LPLFS_EPT_DC_18_20,M_LPLFS_EPT_DC_21_24,M_LPLFS_EPT_T,M_LPLFS_EAW_DC_0_4,M_LPLFS_EAW_DC_5_9,M_LPLFS_EAW_DC_10_12,M_LPLFS_EAW_DC_13_14,M_LPLFS_EAW_DC_15_17,M_LPLFS_EAW_DC_18_20,M_LPLFS_EAW_DC_21_24,M_LPLFS_EAW_T,M_LPLFS_HNS_DC_0_4,M_LPLFS_HNS_DC_5_9,M_LPLFS_HNS_DC_10_12,M_LPLFS_HNS_DC_13_14,M_LPLFS_HNS_DC_15_17,M_LPLFS_HNS_DC_18_20,M_LPLFS_HNS_DC_21_24,M_LPLFS_HNS_T,M_LPLFS_EW_T_DC_0_4,M_LPLFS_EW_T_DC_5_9,M_LPLFS_EW_T_DC_10_12,M_LPLFS_EW_T_DC_13_14,M_LPLFS_EW_T_DC_15_17,M_LPLFS_EW_T_DC_18_20,M_LPLFS_EW_T_DC_21_24,M_LPLFS_EW_T_T,M_LPLFS_ULFTW_DC_0_4,M_LPLFS_ULFTW_DC_5_9,M_LPLFS_ULFTW_DC_10_12,M_LPLFS_ULFTW_DC_13_14,M_LPLFS_ULFTW_DC_15_17,M_LPLFS_ULFTW_DC_18_20,M_LPLFS_ULFTW_DC_21_24,M_LPLFS_ULFTW_T,M_LPLFS_ULPTW_DC_0_4,M_LPLFS_ULPTW_DC_5_9,M_LPLFS_ULPTW_DC_10_12,M_LPLFS_ULPTW_DC_13_14,M_LPLFS_ULPTW_DC_15_17,M_LPLFS_ULPTW_DC_18_20,M_LPLFS_ULPTW_DC_21_24,M_LPLFS_ULPTW_T,M_LPLFS_U_T_DC_0_4,M_LPLFS_U_T_DC_5_9,M_LPLFS_U_T_DC_10_12,M_LPLFS_U_T_DC_13_14,M_LPLFS_U_T_DC_15_17,M_LPLFS_U_T_DC_18_20,M_LPLFS_U_T_DC_21_24,M_LPLFS_U_T_T,M_LPLFS_T_LF_DC_0_4,M_LPLFS_T_LF_DC_5_9,M_LPLFS_T_LF_DC_10_12,M_LPLFS_T_LF_DC_13_14,M_LPLFS_T_LF_DC_15_17,M_LPLFS_T_LF_DC_18_20,M_LPLFS_T_LF_DC_21_24,M_LPLFS_T_LF_T,M_LPLFS_NLF_DC_0_4,M_LPLFS_NLF_DC_5_9,M_LPLFS_NLF_DC_10_12,M_LPLFS_NLF_DC_13_14,M_LPLFS_NLF_DC_15_17,M_LPLFS_NLF_DC_18_20,M_LPLFS_NLF_DC_21_24,M_LPLFS_NLF_T,M_LPLFS_LFSNS_DC_0_4,M_LPLFS_LFSNS_DC_5_9,M_LPLFS_LFSNS_DC_10_12,M_LPLFS_LFSNS_DC_13_14,M_LPLFS_LFSNS_DC_15_17,M_LPLFS_LFSNS_DC_18_20,M_LPLFS_LFSNS_DC_21_24,M_LPLFS_LFSNS_T,M_LPLFS_T_DC_0_4,M_LPLFS_T_DC_5_9,M_LPLFS_T_DC_10_12,M_LPLFS_T_DC_13_14,M_LPLFS_T_DC_15_17,M_LPLFS_T_DC_18_20,M_LPLFS_T_DC_21_24,M_LPLFS_T_T,F_LPLFS_EFT_DC_0_4,F_LPLFS_EFT_DC_5_9,F_LPLFS_EFT_DC_10_12,F_LPLFS_EFT_DC_13_14,F_LPLFS_EFT_DC_15_17,F_LPLFS_EFT_DC_18_20,F_LPLFS_EFT_DC_21_24,F_LPLFS_EFT_T,F_LPLFS_EPT_DC_0_4,F_LPLFS_EPT_DC_5_9,F_LPLFS_EPT_DC_10_12,F_LPLFS_EPT_DC_13_14,F_LPLFS_EPT_DC_15_17,F_LPLFS_EPT_DC_18_20,F_LPLFS_EPT_DC_21_24,F_LPLFS_EPT_T,F_LPLFS_EAW_DC_0_4,F_LPLFS_EAW_DC_5_9,F_LPLFS_EAW_DC_10_12,F_LPLFS_EAW_DC_13_14,F_LPLFS_EAW_DC_15_17,F_LPLFS_EAW_DC_18_20,F_LPLFS_EAW_DC_21_24,F_LPLFS_EAW_T,F_LPLFS_HNS_DC_0_4,F_LPLFS_HNS_DC_5_9,F_LPLFS_HNS_DC_10_12,F_LPLFS_HNS_DC_13_14,F_LPLFS_HNS_DC_15_17,F_LPLFS_HNS_DC_18_20,F_LPLFS_HNS_DC_21_24,F_LPLFS_HNS_T,F_LPLFS_EW_T_DC_0_4,F_LPLFS_EW_T_DC_5_9,F_LPLFS_EW_T_DC_10_12,F_LPLFS_EW_T_DC_13_14,F_LPLFS_EW_T_DC_15_17,F_LPLFS_EW_T_DC_18_20,F_LPLFS_EW_T_DC_21_24,F_LPLFS_EW_T_T,F_LPLFS_ULFTW_DC_0_4,F_LPLFS_ULFTW_DC_5_9,F_LPLFS_ULFTW_DC_10_12,F_LPLFS_ULFTW_DC_13_14,F_LPLFS_ULFTW_DC_15_17,F_LPLFS_ULFTW_DC_18_20,F_LPLFS_ULFTW_DC_21_24,F_LPLFS_ULFTW_T,F_LPLFS_ULPTW_DC_0_4,F_LPLFS_ULPTW_DC_5_9,F_LPLFS_ULPTW_DC_10_12,F_LPLFS_ULPTW_DC_13_14,F_LPLFS_ULPTW_DC_15_17,F_LPLFS_ULPTW_DC_18_20,F_LPLFS_ULPTW_DC_21_24,F_LPLFS_ULPTW_T,F_LPLFS_U_T_DC_0_4,F_LPLFS_U_T_DC_5_9,F_LPLFS_U_T_DC_10_12,F_LPLFS_U_T_DC_13_14,F_LPLFS_U_T_DC_15_17,F_LPLFS_U_T_DC_18_20,F_LPLFS_U_T_DC_21_24,F_LPLFS_U_T_T,F_LPLFS_T_LF_DC_0_4,F_LPLFS_T_LF_DC_5_9,F_LPLFS_T_LF_DC_10_12,F_LPLFS_T_LF_DC_13_14,F_LPLFS_T_LF_DC_15_17,F_LPLFS_T_LF_DC_18_20,F_LPLFS_T_LF_DC_21_24,F_LPLFS_T_LF_T,F_LPLFS_NLF_DC_0_4,F_LPLFS_NLF_DC_5_9,F_LPLFS_NLF_DC_10_12,F_LPLFS_NLF_DC_13_14,F_LPLFS_NLF_DC_15_17,F_LPLFS_NLF_DC_18_20,F_LPLFS_NLF_DC_21_24,F_LPLFS_NLF_T,F_LPLFS_LFSNS_DC_0_4,F_LPLFS_LFSNS_DC_5_9,F_LPLFS_LFSNS_DC_10_12,F_LPLFS_LFSNS_DC_13_14,F_LPLFS_LFSNS_DC_15_17,F_LPLFS_LFSNS_DC_18_20,F_LPLFS_LFSNS_DC_21_24,F_LPLFS_LFSNS_T,F_LPLFS_T_DC_0_4,F_LPLFS_T_DC_5_9,F_LPLFS_T_DC_10_12,F_LPLFS_T_DC_13_14,F_LPLFS_T_DC_15_17,F_LPLFS_T_DC_18_20,F_LPLFS_T_DC_21_24,F_LPLFS_T_T,T_LPLFS_EFT_DC_0_4,T_LPLFS_EFT_DC_5_9,T_LPLFS_EFT_DC_10_12,T_LPLFS_EFT_DC_13_14,T_LPLFS_EFT_DC_15_17,T_LPLFS_EFT_DC_18_20,T_LPLFS_EFT_DC_21_24,T_LPLFS_EFT_T
LGA25900,13,30,26,20,31,26,8,154,7,10,6,5,9,4,8,49,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,3,20,44,30,29,41,33,19,213,0,4,3,3,3,0,0,10,0,0,0,0,0,0,0,0,0,3,3,3,5,0,0,11,20,48,32,30,47,33,17,225,3,3,10,7,10,7,6,47,0,0,0,0,0,0,0,0,26,54,44,34,56,40,29,276,55,154,94,64,108,68,54,602,86,150,108,67,93,60,21,576,13,7,0,5,3,0,6,27,0,0,4,4,3,0,3,12,154,310,203,139,206,129,81,1221,5,17,15,6,14,4,0,66,11,28,17,13,8,7,8,80,22,42,27,16,15,16,4,147,170,354,227,151,223,143,84,1367,136,127,70,63,84,44,22,539,8,3,3,3,0,0,0,13,312,485,302,220,310,191,106,1920,65,189,117,84,141,93,61,750
LGA25990,0,7,0,3,3,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,3,4,0,0,9,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,3,0,9,3,3,4,0,0,15,0,3,3,3,0,0,0,11,0,0,0,0,0,0,0,0,0,7,3,4,4,0,0,26,6,3,3,3,3,0,0,19,8,16,17,5,3,3,0,58,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,22,18,11,11,4,0,74,0,3,3,3,0,0,0,14,0,3,4,3,3,0,0,10,3,8,9,3,6,0,0,20,17,31,20,15,14,4,0,99,30,22,8,5,11,0,0,78,0,0,0,0,0,0,0,3,42,52,32,25,26,6,0,179,6,10,3,4,4,0,0,30
LGA26080,0,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,6,0,3,4,3,0,0,0,7,0,8,8,6,14,3,0,42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,13,9,6,15,3,0,49,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,4,0,4,0,0,0,0,0,4,3,18,9,6,15,3,3,54,3,5,3,3,0,0,0,14,0,0,0,0,0,0,0,0,4,21,14,12,16,3,3,73,0,3,3,3,7,0,0,13
LGA26170,3,8,3,9,26,5,0,65,0,12,3,3,9,0,0,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,23,12,14,38,5,0,93,3,0,0,0,0,0,0,7,0,0,0,0,4,0,0,10,6,3,3,0,3,0,0,13,12,25,15,15,41,5,0,114,0,5,5,8,6,0,0,23,0,0,0,0,0,0,0,0,12,30,19,23,46,5,0,135,7,21,37,26,41,10,0,146,33,79,50,33,54,17,4,282,0,9,3,0,0,0,0,16,3,0,0,4,0,0,0,7,52,111,91,63,100,27,5,454,0,14,5,0,7,0,0,27,8,14,9,3,5,0,0,39,6,28,16,3,17,4,0,72,60,138,108,72,111,32,7,522,113,125,41,28,34,7,0,351,0,0,3,3,0,0,0,12,166,261,152,106,146,39,7,882,10,33,38,35,66,14,4,205
LGA26260,0,0,8,8,14,0,0,36,0,4,3,3,3,3,0,13,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,10,12,22,3,0,55,0,0,3,0,0,0,0,5,0,3,0,0,0,0,0,3,0,3,3,0,3,0,0,5,0,8,12,12,21,3,0,63,3,3,7,3,4,0,0,21,0,0,0,0,0,0,0,0,3,8,20,13,26,3,0,83,3,9,16,14,24,5,0,71,22,54,46,34,44,12,0,210,8,3,0,0,0,0,0,16,0,0,3,0,3,0,0,3,31,75,67,41,69,18,0,301,0,0,0,4,0,0,0,7,3,3,3,4,5,0,0,16,3,5,3,5,3,3,0,26,35,83,70,53,74,16,0,321,53,34,24,16,16,0,0,145,0,0,0,0,0,0,0,0,86,116,97,62,82,16,0,473,3,15,26,14,35,8,0,104
LGA26350,14,30,16,24,26,25,28,168,3,10,9,8,9,7,3,53,0,0,0,0,0,3,0,3,0,0,0,4,0,0,0,10,19,40,24,35,43,38,33,230,0,4,0,0,0,0,0,11,0,0,0,0,0,0,0,5,0,7,0,0,3,0,3,20,19,48,23,37,48,44,34,252,3,10,12,12,15,13,0,56,0,0,0,0,0,0,0,0,24,57,40,46,59,54,38,305,47,121,101,75,147,97,72,666,66,140,86,55,87,73,59,571,7,0,0,6,4,3,3,23,0,3,3,0,3,0,0,14,128,266,195,136,244,178,127,1280,3,6,0,4,4,10,3,33,7,12,13,4,8,0,5,54,12,25,12,9,10,6,6,83,138,289,206,147,257,184,137,1366,112,153,98,66,90,56,52,613,0,3,0,0,0,3,0,11,252,444,304,212,343,242,184,1992,64,153,116,102,177,124,101,838
LGA26430,3,8,3,4,3,0,0,20,0,0,4,0,3,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,8,5,4,8,0,0,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,8,5,4,8,0,0,31,3,3,0,3,5,0,0,12,0,0,0,0,0,0,0,0,6,12,9,8,10,0,0,43,0,18,28,9,14,3,0,73,16,21,22,19,22,0,0,106,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,19,46,55,24,42,3,3,189,0,7,3,3,0,0,0,15,7,7,3,0,0,0,0,19,4,10,7,3,0,0,0,29,28,60,64,26,39,3,3,217,42,35,11,12,19,3,0,123,0,0,0,0,0,0,0,3,72,90,79,39,54,8,3,343,6,28,30,7,16,3,0,94
LGA26490,3,16,11,9,12,3,3,58,3,10,3,5,12,0,3,35,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,3,7,21,11,13,24,9,3,95,0,0,0,0,4,0,0,6,0,0,0,0,0,0,0,3,0,0,3,0,7,0,0,9,7,21,18,16,32,9,3,105,3,0,3,0,3,0,0,14,0,0,0,0,0,0,0,3,12,24,19,14,33,6,3,119,11,41,26,31,48,23,11,197,37,94,73,39,49,16,14,318,8,5,4,3,0,0,0,15,0,0,0,0,0,0,0,0,54,132,106,74,101,32,23,534,0,3,4,4,0,0,0,12,0,11,10,3,7,0,0,29,0,17,16,6,7,0,3,40,55,146,118,81,108,36,28,571,34,42,32,14,28,8,0,156,0,5,4,0,0,0,0,8,93,190,150,93,132,46,26,733,12,52,38,41,62,29,9,253
LGA26610,3,9,12,8,18,4,0,55,3,8,5,0,0,3,0,24,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,7,14,16,17,19,6,0,85,0,0,4,0,3,0,0,6,0,0,0,0,0,0,0,0,0,0,4,0,3,0,0,6,7,14,17,13,27,6,0,94,6,12,4,9,3,0,0,42,0,0,0,0,0,0,0,0,19,31,27,27,28,6,0,137,20,30,26,18,36,12,3,155,35,69,30,22,27,3,0,192,3,0,0,0,0,0,0,10,4,3,0,4,3,0,0,11,54,102,61,50,68,19,3,363,5,5,3,3,0,0,0,19,4,11,0,4,3,0,0,27,10,17,10,9,7,0,0,45,67,116,69,53,79,22,3,414,110,115,46,36,30,3,3,348,3,0,6,3,0,0,0,15,177,231,127,97,113,26,10,775,18,40,45,28,56,15,7,208
LGA26670,0,0,11,0,4,0,0,17,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,8,0,4,0,0,21,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,8,0,4,0,0,24,0,4,0,0,4,0,0,8,0,0,0,0,0,0,0,4,0,10,7,3,10,0,0,36,0,7,10,5,12,3,0,34,3,12,7,0,14,0,0,47,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,3,22,18,6,27,4,0,79,0,0,0,0,5,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,5,3,22,18,6,32,4,0,84,18,13,3,0,5,0,0,46,0,0,0,0,0,0,0,3,22,33,24,12,33,4,0,130,0,7,15,10,14,3,3,53
LGA26700,3,14,6,8,16,7,0,49,6,3,6,4,3,0,0,30,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,5,9,16,14,12,24,10,0,81,0,0,3,0,3,0,0,12,3,0,0,0,0,0,0,3,3,0,3,0,3,0,0,15,16,13,19,18,26,10,0,100,4,8,10,6,6,0,0,40,0,0,0,0,0,0,0,0,21,25,28,26,29,8,0,139,13,36,36,37,38,13,3,172,49,119,53,52,60,15,4,352,10,15,4,0,4,0,0,29,0,0,0,3,0,0,0,5,70,164,92,96,108,29,7,558,3,16,9,0,4,0,0,28,10,24,14,8,3,0,0,54,10,35,17,7,8,0,0,85,76,204,115,100,114,29,7,641,132,104,77,41,52,8,0,412,9,4,6,3,0,0,0,16,216,310,190,146,171,35,7,1079,13,45,40,45,56,19,3,223
LGA26730,9,17,23,14,14,7,0,86,0,8,9,6,5,0,0,32,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,9,28,31,20,29,7,0,122,0,3,3,3,5,0,0,12,0,3,0,0,0,0,0,3,0,3,3,3,5,0,0,18,9,30,32,23,31,7,0,137,7,10,11,4,4,3,0,43,3,3,0,0,0,3,0,6,17,41,48,33,37,10,0,181,15,44,38,32,87,30,5,251,76,163,113,76,98,27,7,552,19,7,9,6,13,0,0,46,0,6,0,0,0,0,0,13,105,217,152,111,205,57,11,863,4,8,4,5,0,3,0,24,3,19,9,6,7,4,0,55,6,29,18,12,7,4,0,76,114,247,174,123,214,59,11,938,187,150,56,38,44,11,3,497,3,4,3,0,4,0,0,19,305,403,227,161,264,74,16,1449,21,60,59,48,105,32,8,342
LGA26810,3,14,14,20,28,4,4,88,3,5,12,7,10,3,0,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,18,24,29,38,12,4,131,0,0,8,0,4,0,0,8,0,5,3,0,3,0,0,13,0,5,10,0,4,0,0,18,7,20,34,28,42,15,4,152,3,14,9,8,9,3,0,40,0,4,0,0,0,0,0,4,14,36,40,37,56,13,4,196,36,52,47,43,72,17,0,263,95,141,77,71,104,28,0,515,6,3,5,3,0,0,0,28,3,3,0,6,3,0,0,17,133,206,132,124,178,47,5,816,7,9,9,8,16,3,0,40,10,39,14,6,7,0,0,74,16,43,18,9,24,3,0,119,154,248,150,132,206,48,5,936,230,204,87,63,68,19,0,666,0,0,3,3,0,0,0,7,386,451,239,197,266,62,3,1610,41,64,59,66,101,24,3,347
LGA26890,0,0,0,0,7,0,0,7,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,7,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,7,0,0,10,7,4,0,0,0,0,0,12,0,0,0,0,0,0,0,0,7,3,0,4,5,0,0,17,0,5,0,0,3,0,0,13,6,12,9,7,14,0,0,47,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,15,14,12,19,0,0,60,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,5,0,3,0,0,0,0,0,6,6,20,14,13,19,0,0,65,8,10,6,3,5,0,0,31,0,0,0,0,0,0,0,0,14,27,17,16,21,0,0,103,0,5,0,5,9,0,0,17
LGA26980,17,74,73,58,83,53,36,386,6,26,24,10,29,19,14,130,0,0,0,0,0,4,3,7,0,0,0,0,0,0,0,7,23,98,99,67,111,84,46,530,4,3,0,3,13,5,3,31,3,0,0,0,0,0,0,8,9,3,0,3,10,4,3,34,31,103,98,71,122,89,51,564,13,31,24,11,23,18,7,134,3,0,0,0,0,0,3,13,47,134,125,82,145,111,66,708,76,188,186,147,319,207,141,1271,110,291,237,178,293,174,86,1372,15,5,12,3,7,7,7,50,6,4,5,4,10,8,5,43,201,490,439,331,630,397,243,2737,6,11,19,12,19,8,7,87,15,23,14,23,18,18,11,122,22,38,39,30,36,27,17,206,220,534,475,365,669,423,257,2947,238,258,148,154,219,115,89,1213,0,4,0,0,0,3,0,13,464,794,627,514,887,539,342,4169,90,262,264,202,396,263,179,1660
LGA27070,47,75,74,68,106,52,31,459,10,23,23,14,21,14,4,108,3,3,3,0,5,0,3,13,4,9,0,3,0,0,3,20,65,104,99,84,131,69,43,598,11,4,0,3,4,4,3,36,3,6,0,4,0,3,0,17,13,15,3,3,8,9,3,56,82,123,99,91,141,78,42,652,35,58,31,35,33,16,9,223,3,0,0,0,0,0,0,6,119,176,132,127,177,93,57,878,162,316,274,225,332,219,119,1652,299,586,418,305,346,131,74,2158,42,33,14,3,16,10,10,128,13,18,21,11,9,11,0,90,520,963,731,547,701,367,201,4022,35,51,32,31,33,19,5,199,45,93,64,31,35,18,3,286,81,137,93,66,66,36,9,489,605,1102,825,606,767,400,213,4512,936,904,497,286,321,165,96,3201,21,18,20,14,3,0,0,75,1558,2027,1335,900,1090,567,311,7791,209,394,350,297,438,264,154,2105
LGA27170,13,38,26,27,30,10,5,150,3,12,3,6,5,3,0,36,0,3,0,0,0,0,0,3,3,0,3,0,0,0,0,4,20,49,37,29,34,16,5,193,4,6,3,3,3,0,0,15,0,0,0,6,0,0,3,9,6,6,8,4,8,0,4,29,28,57,38,40,40,12,9,224,5,29,12,10,10,4,3,77,0,0,0,0,0,0,0,0,32,84,52,48,50,21,9,297,30,97,70,66,107,30,6,409,105,197,129,76,100,23,4,624,12,5,0,3,3,0,0,30,3,4,3,3,7,0,0,22,149,305,204,145,221,56,13,1088,19,20,14,8,11,0,0,76,27,35,11,8,0,0,0,78,42,53,29,18,17,3,0,154,194,354,235,159,235,58,13,1243,264,248,128,72,54,19,0,783,7,3,3,0,0,0,0,17,464,606,359,238,292,72,11,2048,43,133,97,92,139,42,12,559
LGA27260,84,134,115,87,147,77,32,673,30,36,34,11,27,7,4,153,8,0,0,0,0,0,0,13,10,3,3,3,4,0,0,23,132,171,153,104,181,93,36,861,10,20,11,3,6,10,0,68,4,6,8,3,0,0,0,25,11,28,19,6,10,10,0,92,140,195,174,106,192,102,42,950,55,84,34,28,38,17,9,266,7,4,0,3,0,5,0,13,200,281,209,140,232,120,45,1237,276,473,352,249,417,239,127,2130,318,589,390,252,315,142,60,2064,52,29,19,15,15,5,6,132,21,31,18,17,14,10,3,120,663,1126,773,535,761,395,194,4452,58,126,70,51,63,23,9,402,82,153,91,41,50,27,5,447,138,285,157,88,120,47,13,844,796,1410,939,623,878,439,212,5303,1187,1070,543,350,406,157,67,3780,38,32,8,13,13,7,4,119,2023,2516,1488,984,1301,602,281,9203,362,608,467,338,561,316,155,2811
LGA27350,12,31,28,16,20,20,15,142,0,3,6,3,5,13,0,37,0,0,0,0,0,0,4,9,0,0,0,0,0,0,0,0,10,29,33,20,29,33,22,183,4,3,3,0,3,0,0,14,0,0,0,0,0,0,0,3,6,3,3,0,3,0,4,18,14,35,38,24,36,31,28,199,8,7,6,6,11,9,5,56,0,0,0,0,0,0,0,0,29,42,42,32,45,37,36,259,36,80,63,47,72,62,50,414,65,102,59,58,74,41,27,431,7,7,5,4,3,10,3,41,3,0,0,0,9,3,0,17,115,190,130,115,150,115,76,900,7,11,10,10,19,7,7,60,11,36,16,12,25,11,3,121,23,50,23,15,45,14,8,185,135,243,157,134,197,133,90,1086,327,281,134,88,127,69,45,1075,13,4,6,3,3,0,0,25,472,525,298,224,322,208,133,2187,48,110,96,64,95,86,62,560
LGA27450,31,95,89,79,110,58,15,481,6,31,26,21,37,18,9,143,5,3,3,0,6,0,0,13,0,3,0,0,3,0,0,15,35,129,118,107,160,74,23,646,3,3,4,7,4,6,0,25,0,0,0,0,0,0,0,3,4,3,3,7,7,6,0,31,46,134,126,111,161,81,23,673,26,31,29,14,32,9,0,150,0,0,4,0,0,0,0,6,69,168,162,125,194,89,29,832,75,195,196,161,298,153,71,1148,250,543,377,235,373,132,42,1955,22,17,16,10,16,7,3,87,10,12,7,4,6,4,3,43,350,766,597,410,699,294,123,3237,6,24,18,17,17,7,3,92,41,62,36,17,27,4,3,185,47,84,55,29,39,7,5,276,394,850,654,440,743,301,129,3511,445,420,229,151,183,77,27,1533,0,10,7,3,5,5,4,29,843,1277,892,594,933,387,154,5079,104,288,286,242,412,206,89,1631
LGA27630,0,4,0,3,3,0,0,16,0,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,3,3,0,0,14,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,5,4,3,3,5,0,0,24,0,3,10,3,4,0,0,21,0,0,0,0,3,0,0,3,3,5,8,8,14,4,0,47,0,9,5,3,9,0,0,21,15,20,22,13,8,3,0,73,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,14,27,25,14,17,0,0,96,0,5,3,0,0,0,0,10,0,0,0,0,0,0,0,0,0,6,3,0,0,0,0,11,14,35,29,14,17,0,0,105,32,34,19,8,14,3,0,111,0,3,0,0,0,0,0,4,42,65,46,21,33,4,0,224,3,9,7,10,8,3,0,35
LGA29399,0,0,3,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,12,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,5,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,0,0,0,0,0,12,3,4,3,0,0,0,0,10
LGA29499,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LGA29799,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
