LGA_CODE_2016,NegNil_inc_Emp_WFT,NegNil_inc_Emp_WPT,NegNil_inc_Emp_AW,NegNil_inc_E_T,NegNil_inc_UnE_lfw_FTW,NegNil_inc_UnE_lfw_PTW,NegNil_inc_UnE_lfw_Tot,NegNil_inc_T_LF,NegNil_inc_Notin_LF,NegNil_inc_LF_sta_NS,NegNil_inc_Tot,I_1_149_Emp_WFT,I_1_149_Emp_WPT,I_1_149_Emp_AW,I_1_149_E_T,I_1_149_UnE_lfw_FTW,I_1_149_UnE_lfw_PTW,I_1_149_UnE_lfw_Tot,I_1_149_T_LF,I_1_149_Notin_LF,I_1_149_LF_sta_NS,I_1_149_Tot,I_150_299_Emp_WFT,I_150_299_Emp_WPT,I_150_299_Emp_AW,I_150_299_E_T,I_150_299_UnE_lfw_FTW,I_150_299_UnE_lfw_PTW,I_150_299_UnE_lfw_Tot,I_150_299_T_LF,I_150_299_Notin_LF,I_150_299_LF_sta_NS,I_150_299_Tot,I_300_399_Emp_WFT,I_300_399_Emp_WPT,I_300_399_Emp_AW,I_300_399_E_T,I_300_399_UnE_lfw_FTW,I_300_399_UnE_lfw_PTW,I_300_399_UnE_lfw_Tot,I_300_399_T_LF,I_300_399_Notin_LF,I_300_399_LF_sta_NS,I_300_399_Tot,I_400_499_Emp_WFT,I_400_499_Emp_WPT,I_400_499_Emp_AW,I_400_499_E_T,I_400_499_UnE_lfw_FTW,I_400_499_UnE_lfw_PTW,I_400_499_UnE_lfw_Tot,I_400_499_T_LF,I_400_499_Notin_LF,I_400_499_LF_sta_NS,I_400_499_Tot,I_500_649_Emp_WFT,I_500_649_Emp_WPT,I_500_649_Emp_AW,I_500_649_E_T,I_500_649_UnE_lfw_FTW,I_500_649_UnE_lfw_PTW,I_500_649_UnE_lfw_Tot,I_500_649_T_LF,I_500_649_Notin_LF,I_500_649_LF_sta_NS,I_500_649_Tot,I_650_799_Emp_WFT,I_650_799_Emp_WPT,I_650_799_Emp_AW,I_650_799_E_T,I_650_799_UnE_lfw_FTW,I_650_799_UnE_lfw_PTW,I_650_799_UnE_lfw_Tot,I_650_799_T_LF,I_650_799_Notin_LF,I_650_799_LF_sta_NS,I_650_799_Tot,I_800_999_Emp_WFT,I_800_999_Emp_WPT,I_800_999_Emp_AW,I_800_999_E_T,I_800_999_UnE_lfw_FTW,I_800_999_UnE_lfw_PTW,I_800_999_UnE_lfw_Tot,I_800_999_T_LF,I_800_999_Notin_LF,I_800_999_LF_sta_NS,I_800_999_Tot,I_1000_1249_Emp_WFT,I_1000_1249_Emp_WPT,I_1000_1249_Emp_AW,I_1000_1249_E_T,I_1000_1249_UnE_lfw_FTW,I_1000_1249_UnE_lfw_PTW,I_1000_1249_UnE_lfw_Tot,I_1000_1249_T_LF,I_1000_1249_Notin_LF,I_1000_1249_LF_sta_NS,I_1000_1249_Tot,I_1250_1499_Emp_WFT,I_1250_1499_Emp_WPT,I_1250_1499_Emp_AW,I_1250_1499_E_T,I_1250_1499_UnE_lfw_FTW,I_1250_1499_UnE_lfw_PTW,I_1250_1499_UnE_lfw_Tot,I_1250_1499_T_LF,I_1250_1499_Notin_LF,I_1250_1499_LF_sta_NS,I_1250_1499_Tot,I_1500_1749_Emp_WFT,I_1500_1749_Emp_WPT,I_1500_1749_Emp_AW,I_1500_1749_E_T,I_1500_1749_UnE_lfw_FTW,I_1500_1749_UnE_lfw_PTW,I_1500_1749_UnE_lfw_Tot,I_1500_1749_T_LF,I_1500_1749_Notin_LF,I_1500_1749_LF_sta_NS,I_1500_1749_Tot,I_1750_1999_Emp_WFT,I_1750_1999_Emp_WPT,I_1750_1999_Emp_AW,I_1750_1999_E_T,I_1750_1999_UnE_lfw_FTW,I_1750_1999_UnE_lfw_PTW,I_1750_1999_UnE_lfw_Tot,I_1750_1999_T_LF,I_1750_1999_Notin_LF,I_1750_1999_LF_sta_NS,I_1750_1999_Tot,I_2000_2499_Emp_WFT,I_2000_2499_Emp_WPT,I_2000_2499_Emp_AW,I_2000_2499_E_T,I_2000_2499_UnE_lfw_FTW,I_2000_2499_UnE_lfw_PTW,I_2000_2499_UnE_lfw_Tot,I_2000_2499_T_LF,I_2000_2499_Notin_LF,I_2000_2499_LF_sta_NS,I_2000_2499_Tot,I_2500_2999_Emp_WFT,I_2500_2999_Emp_WPT,I_2500_2999_Emp_AW,I_2500_2999_E_T,I_2500_2999_UnE_lfw_FTW,I_2500_2999_UnE_lfw_PTW,I_2500_2999_UnE_lfw_Tot,I_2500_2999_T_LF,I_2500_2999_Notin_LF,I_2500_2999_LF_sta_NS,I_2500_2999_Tot,I_3000_3499_Emp_WFT,I_3000_3499_Emp_WPT,I_3000_3499_Emp_AW,I_3000_3499_E_T,I_3000_3499_UnE_lfw_FTW,I_3000_3499_UnE_lfw_PTW,I_3000_3499_UnE_lfw_Tot,I_3000_3499_T_LF,I_3000_3499_Notin_LF,I_3000_3499_LF_sta_NS,I_3000_3499_Tot,I_3500_3999_Emp_WFT,I_3500_3999_Emp_WPT,I_3500_3999_Emp_AW,I_3500_3999_E_T,I_3500_3999_UnE_lfw_FTW,I_3500_3999_UnE_lfw_PTW,I_3500_3999_UnE_lfw_Tot,I_3500_3999_T_LF,I_3500_3999_Notin_LF,I_3500_3999_LF_sta_NS,I_3500_3999_Tot,I_4000more_Emp_WFT,I_4000more_Emp_WPT,I_4000more_Emp_AW,I_4000more_E_T,I_4000more_UnE_lfw_FTW,I_4000more_UnE_lfw_PTW,I_4000more_UnE_lfw_Tot,I_4000more_T_LF,I_4000more_Notin_LF,I_4000more_LF_sta_NS,I_4000more_Tot,Part_inc_sta_Emp_WFT,Part_inc_sta_Emp_WPT,Part_inc_sta_Emp_AW,Part_inc_sta_E_T,Part_inc_sta_UnE_lfw_FTW,Part_inc_sta_UnE_lfw_PTW,Part_inc_sta_UnE_lfw_Tot,Part_inc_sta_T_LF,Part_inc_sta_Notin_LF,Part_inc_sta_LF_sta_NS,Part_inc_sta_Tot,All_inc_NS_Emp_WFT,All_inc_NS_Emp_WPT
LGA23810,0,0,0,3,6,4,8,14,31,0,36,3,0,0,3,3,3,4,8,14,0,24,3,14,0,16,24,4,26,46,75,3,124,4,34,4,43,17,14,28,72,142,0,217,11,55,3,70,28,29,56,134,187,0,318,26,164,13,200,31,53,85,284,269,3,558,49,125,11,185,17,20,38,222,238,0,459,85,129,8,224,14,6,18,244,165,4,406,105,97,17,214,3,13,16,233,146,0,376,89,55,3,143,3,0,3,147,56,0,209,90,31,7,129,0,0,3,131,41,0,171,61,23,5,95,0,0,0,95,25,0,120,87,21,6,109,5,0,4,112,28,0,139,38,8,0,49,0,0,0,47,22,0,69,13,0,0,16,0,0,0,16,3,0,16,11,3,0,15,0,0,0,17,6,0,23,11,0,0,16,3,0,4,22,3,0,25,105,75,8,188,17,8,24,216,117,3,336,5,4
LGA23940,0,0,0,3,0,0,0,3,3,0,5,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,4,0,0,5,0,0,0,0,0,0,0,0,7,0,13,3,0,0,6,0,0,3,3,15,0,16,0,9,0,9,0,0,0,15,16,0,28,9,4,0,9,0,0,0,9,21,0,31,3,3,3,9,0,0,0,8,16,0,27,6,12,3,23,0,0,0,23,15,0,39,0,3,0,3,0,0,0,3,7,0,10,6,3,0,6,0,0,0,6,5,0,16,0,3,0,3,0,0,0,3,0,0,10,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,5,3,5,0,10,0,0,0,5,18,0,25,0,0
LGA24130,0,0,0,0,0,0,0,3,9,0,16,0,3,0,5,0,0,0,6,7,0,8,0,9,0,7,4,0,5,14,15,0,34,3,12,0,11,7,3,8,20,31,0,55,3,31,0,38,0,3,3,44,34,0,74,10,42,0,52,3,0,3,55,51,0,111,21,56,4,78,3,3,3,89,47,3,140,22,55,8,82,7,3,7,87,55,0,145,48,57,3,109,0,3,0,114,57,0,170,51,36,3,86,0,0,0,91,36,0,130,64,27,3,93,0,0,0,93,16,0,111,35,22,3,60,0,0,0,60,14,0,74,57,20,3,82,0,0,3,82,22,3,100,22,4,0,29,0,0,0,29,13,0,36,17,3,0,19,0,0,0,19,3,0,27,10,3,0,14,0,0,0,20,0,0,20,12,4,3,17,0,0,0,19,3,0,15,65,62,6,130,6,0,5,139,46,0,192,6,6
LGA24210,4,8,0,13,18,13,30,44,189,0,234,5,7,0,11,0,7,11,21,39,0,60,7,33,0,39,6,10,15,57,48,0,107,8,40,0,42,3,3,5,54,60,0,109,10,39,3,56,6,10,15,66,80,0,150,27,101,3,133,3,10,11,147,106,0,252,46,95,5,151,0,7,11,161,147,0,309,88,109,7,202,0,4,12,214,142,0,360,140,108,4,259,4,7,10,264,155,0,425,124,79,10,209,3,3,6,222,125,0,344,100,53,8,160,3,3,8,168,97,0,264,88,35,5,129,3,0,7,139,92,0,228,148,49,10,205,3,3,5,207,94,0,303,73,24,0,97,0,0,0,97,60,0,157,52,16,4,70,0,0,0,70,21,0,89,62,11,0,76,0,0,0,76,14,0,86,61,16,4,79,0,0,0,79,35,0,120,143,88,13,242,4,7,13,253,162,8,428,7,3
LGA24250,0,0,0,0,0,0,0,0,5,0,9,0,3,0,3,0,0,0,3,0,0,3,0,3,0,3,0,0,0,3,7,0,6,0,6,0,6,0,0,0,6,5,0,11,3,6,0,7,0,3,3,9,5,0,15,4,16,3,23,0,0,0,24,5,0,32,3,10,0,16,0,0,0,16,7,0,24,3,10,0,15,0,0,0,15,7,0,22,10,14,0,29,0,0,0,29,7,0,37,8,8,0,11,0,0,0,12,4,0,14,4,7,0,16,0,0,0,16,0,0,17,5,9,0,18,0,0,0,18,0,0,15,10,3,0,12,0,0,0,12,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,12,0,16,0,0,0,16,14,0,33,0,0
LGA24330,3,0,0,6,10,0,11,15,67,0,83,0,6,0,7,8,3,11,17,32,0,49,3,22,3,29,13,8,27,52,79,0,133,4,15,0,26,9,8,15,39,62,0,109,7,35,5,42,4,9,14,55,108,0,165,21,74,6,95,12,19,30,124,129,0,251,27,78,7,108,6,11,15,123,164,4,295,78,81,9,163,3,4,11,170,143,3,318,87,84,10,172,3,7,13,189,164,4,353,84,50,3,136,7,0,6,141,70,0,217,88,32,0,131,4,0,4,128,67,0,196,84,22,5,112,0,0,0,108,51,0,159,99,23,4,128,4,9,12,137,59,0,200,44,13,0,61,0,0,0,57,39,0,98,25,6,0,38,0,0,0,39,8,0,50,31,7,3,39,0,0,0,39,12,0,51,15,4,0,18,0,0,0,18,16,0,37,76,35,9,122,11,3,15,134,108,11,254,15,3
LGA24410,5,3,0,9,9,10,15,20,67,0,92,3,4,0,11,0,0,3,16,22,0,32,3,18,0,20,6,11,14,40,76,0,116,7,28,3,37,4,7,15,46,72,3,123,7,67,4,77,11,18,34,104,123,0,224,31,133,6,167,12,15,23,194,163,0,357,53,148,6,207,4,10,17,221,182,4,405,113,176,12,304,9,10,11,317,183,0,494,195,143,14,350,4,4,5,358,150,0,508,189,114,7,318,3,10,12,328,104,4,434,172,70,11,250,3,0,3,250,73,0,322,156,52,3,207,4,0,7,216,44,0,261,216,69,4,291,0,0,3,292,60,0,351,125,32,4,157,0,0,0,157,23,0,181,46,9,3,62,0,0,0,62,17,0,75,44,0,3,49,0,0,0,49,0,0,49,46,3,0,48,0,0,0,48,14,0,65,211,100,18,331,9,9,17,340,130,9,479,17,14
LGA24600,5,4,0,4,5,5,18,23,164,0,191,5,7,0,13,0,7,5,23,44,0,68,10,19,0,23,15,13,25,51,93,3,142,7,22,3,27,7,5,12,38,77,0,112,11,23,6,30,12,8,17,51,82,3,133,17,47,4,71,4,9,11,80,81,0,168,23,43,5,73,6,0,5,78,90,0,170,39,39,6,88,3,5,11,96,95,0,184,72,62,10,136,0,7,9,141,93,0,237,57,29,0,85,0,0,0,86,48,0,140,47,23,3,75,3,0,4,75,37,0,114,55,21,0,77,0,0,3,79,21,0,108,106,18,3,124,0,0,5,127,49,0,171,36,10,0,50,0,0,0,50,20,0,67,19,4,0,29,0,0,0,29,6,0,34,67,10,3,78,0,0,0,79,13,0,97,50,6,0,65,0,0,0,65,6,0,70,64,30,0,95,3,4,8,103,83,4,192,4,4
LGA24650,3,6,3,13,15,11,26,35,122,0,164,0,3,0,3,0,3,8,11,46,0,52,0,24,3,34,17,12,33,63,102,0,170,12,44,6,55,15,22,36,95,164,0,254,3,74,6,88,18,20,40,126,227,0,347,30,174,14,220,26,40,64,291,350,3,642,104,183,14,301,18,28,48,349,298,0,646,168,175,24,368,14,11,24,392,252,0,649,240,174,17,433,15,11,21,455,210,4,669,225,98,13,338,17,4,20,354,165,4,522,191,61,6,254,14,9,18,273,95,0,371,156,28,10,190,6,10,10,203,68,0,272,223,65,8,297,7,6,11,304,78,0,385,90,19,5,113,0,0,4,118,29,0,146,44,14,3,57,5,0,5,65,12,0,78,31,6,0,33,4,0,4,36,8,0,43,28,5,0,31,0,0,0,32,17,0,47,175,97,22,292,11,22,29,323,183,8,510,11,10
LGA24780,0,0,0,0,3,3,8,8,22,0,29,0,4,0,6,0,3,5,11,6,0,22,0,11,3,14,12,7,19,35,57,0,88,3,26,0,26,10,4,13,39,76,0,120,6,36,4,48,15,14,25,74,134,0,208,22,88,5,114,10,14,21,142,161,5,304,54,86,3,144,3,10,19,166,158,0,327,99,86,14,200,4,3,9,201,112,3,318,83,49,9,137,7,3,11,150,86,3,241,73,43,0,113,3,0,3,116,52,0,166,64,21,9,90,0,0,5,92,32,0,125,36,12,0,51,0,0,0,48,13,0,61,43,14,0,58,0,0,0,58,11,0,75,15,3,0,16,0,0,0,16,7,0,26,7,0,0,3,0,0,0,3,0,0,9,10,0,0,10,0,0,0,8,3,0,11,7,3,0,11,0,0,0,11,3,0,16,79,39,4,120,6,6,14,136,89,14,231,3,7
LGA24850,0,0,0,0,0,0,0,0,22,0,25,0,5,0,3,3,0,3,8,5,0,17,0,8,4,7,3,10,12,23,29,3,49,0,16,4,17,3,3,4,20,42,0,64,4,25,6,33,9,4,10,44,65,3,108,15,79,4,104,9,11,20,120,115,0,238,32,65,5,95,4,5,11,106,90,0,194,63,51,3,120,3,0,3,125,77,0,204,58,49,3,113,4,0,5,117,65,0,183,57,23,4,88,3,0,4,95,42,0,136,57,16,7,75,0,3,3,81,31,0,111,42,15,3,56,3,0,3,57,21,3,85,54,10,3,71,3,0,3,75,17,0,91,27,6,0,36,0,0,0,39,9,0,42,11,3,0,14,0,0,0,14,0,0,14,10,0,3,10,0,0,0,13,9,0,19,0,0,3,4,0,0,0,6,3,0,9,55,56,4,113,6,3,7,120,63,5,187,4,4
LGA24900,0,0,0,3,0,0,0,3,9,0,14,0,4,0,4,3,0,3,12,0,0,13,3,11,0,14,10,3,9,25,20,0,43,3,12,0,16,4,3,7,21,28,3,49,4,30,3,33,3,4,8,41,58,3,107,5,57,3,61,13,10,22,83,60,0,146,16,47,4,67,3,4,9,75,73,0,150,41,49,3,87,3,0,6,93,70,0,165,37,20,8,67,0,3,3,70,36,0,108,39,22,0,63,0,0,0,65,24,3,88,22,8,7,40,0,0,0,41,17,0,54,19,0,0,17,0,0,0,17,15,0,32,25,3,0,29,0,0,0,29,4,0,35,8,3,0,15,0,0,0,15,3,0,17,4,0,0,4,0,0,0,4,3,0,4,3,0,0,3,0,0,0,4,0,0,4,0,0,0,3,0,0,0,3,3,0,9,28,19,7,48,3,0,0,52,52,4,106,3,3
LGA24970,11,14,0,30,12,20,35,61,290,0,348,12,21,3,32,6,12,14,48,80,0,130,14,40,9,54,14,18,37,90,96,0,191,9,52,5,67,6,14,13,84,99,0,184,20,82,6,104,6,18,25,131,160,0,293,45,153,14,212,17,18,31,240,208,0,449,76,138,14,226,11,13,25,248,244,0,499,134,136,12,276,6,3,11,291,233,6,526,210,162,13,384,11,6,22,403,290,3,700,190,102,15,308,5,8,9,317,201,4,528,165,76,12,254,7,4,6,258,160,0,424,162,63,12,234,3,0,7,239,124,3,363,317,91,13,421,3,0,3,421,138,0,562,125,33,3,156,0,0,0,156,72,0,234,54,21,5,80,0,0,0,84,23,0,108,70,10,3,86,0,0,0,86,12,0,96,76,21,0,99,0,0,0,99,43,0,140,188,93,23,302,12,5,24,329,238,20,583,18,11
LGA25060,3,3,3,6,4,9,18,25,69,0,96,4,11,0,12,5,3,6,23,27,0,54,7,19,3,29,15,16,26,52,88,0,144,7,20,0,31,5,12,12,45,79,0,121,5,43,3,50,16,10,26,74,135,0,209,15,106,16,136,12,17,32,169,130,0,292,35,112,13,155,6,7,17,174,162,0,333,61,108,7,173,8,8,12,187,192,4,378,114,104,11,234,6,3,8,242,206,0,451,143,89,7,234,3,4,9,245,133,4,376,155,55,5,223,3,6,6,233,107,0,339,110,36,7,155,0,3,3,157,72,0,228,198,47,8,257,3,0,3,260,98,0,355,88,22,3,117,0,0,0,116,64,0,184,34,8,3,45,0,0,0,50,9,0,60,68,10,0,79,0,0,0,79,8,0,88,72,11,3,93,0,0,0,93,23,0,114,159,73,10,243,9,9,19,254,156,14,430,17,9
LGA25150,0,0,0,0,0,0,0,3,27,0,25,0,0,0,0,0,0,0,0,7,0,7,0,5,0,6,3,4,9,16,18,0,40,3,5,0,10,3,3,9,15,32,0,51,4,24,3,25,0,7,10,36,50,0,90,9,48,0,52,7,9,12,64,56,0,123,25,46,3,76,4,7,8,85,75,3,167,32,52,6,87,3,7,5,94,50,0,148,42,32,5,82,4,0,3,85,57,0,138,50,29,3,80,0,3,6,90,23,0,111,38,18,0,58,0,0,0,59,18,0,78,34,16,0,52,0,0,0,53,14,0,62,34,19,3,56,0,0,0,56,17,0,69,15,3,3,22,0,0,0,22,5,0,31,8,0,0,10,0,0,0,10,3,0,14,3,0,0,4,0,0,0,4,0,3,6,9,0,0,9,0,0,0,9,7,0,9,38,21,6,67,0,3,3,73,45,3,117,3,0
LGA25250,0,0,0,3,9,3,8,16,103,3,125,0,6,0,8,8,7,9,18,33,0,56,4,28,0,41,7,12,16,60,100,3,164,3,31,0,40,13,8,23,62,103,0,166,9,54,3,74,15,16,28,101,176,0,279,29,119,10,156,10,26,35,190,217,3,414,50,127,17,191,8,13,24,219,286,3,507,106,175,7,294,15,8,28,322,313,3,638,175,152,15,344,6,6,15,365,315,6,683,177,95,8,281,8,3,11,294,196,0,487,185,63,7,261,6,0,8,267,125,3,396,130,42,8,181,0,3,0,179,121,0,297,236,72,7,311,6,0,3,317,151,0,469,78,25,0,110,0,0,0,110,65,0,181,39,7,0,48,0,0,0,48,9,0,59,52,6,3,60,0,0,0,66,5,0,69,31,10,0,39,0,0,0,39,24,0,67,167,79,13,257,8,7,16,278,239,14,531,11,10
LGA25340,0,4,3,11,0,8,11,17,53,0,72,3,12,5,21,6,3,11,30,23,0,49,0,30,0,37,15,13,29,59,72,0,133,9,65,4,78,18,24,37,111,116,0,231,9,99,11,117,14,15,26,144,193,3,337,35,283,26,350,19,46,69,414,268,0,685,97,238,17,352,14,15,28,376,305,0,686,168,246,15,428,5,16,22,449,264,4,718,210,237,16,462,11,8,17,478,253,6,737,177,147,10,331,3,3,6,336,162,5,503,200,94,7,304,4,0,3,308,89,3,397,144,56,4,209,0,3,7,214,62,0,282,218,79,14,310,3,0,4,318,56,0,378,75,14,9,93,0,0,0,95,21,3,115,40,0,3,44,0,0,0,45,7,0,56,43,14,3,54,0,0,0,61,10,0,64,30,9,0,36,0,0,0,38,16,0,52,235,193,19,449,14,7,26,471,240,17,725,16,19
LGA25430,0,0,0,0,0,0,0,0,4,0,3,0,4,0,4,0,0,0,4,3,0,7,0,3,0,3,0,9,10,16,16,0,30,0,3,0,4,0,3,4,8,23,0,37,0,21,0,27,3,4,7,37,27,0,62,4,35,0,40,4,4,7,46,51,0,98,15,37,0,51,3,0,4,54,38,0,92,18,24,0,50,0,0,0,50,48,0,91,18,26,3,50,0,3,3,57,31,0,89,20,16,0,39,3,0,3,35,13,0,56,16,11,0,31,0,0,0,31,7,0,37,8,5,0,20,3,0,4,24,3,0,25,14,4,0,21,0,0,0,21,9,0,26,6,0,0,6,0,0,0,6,3,0,7,0,0,0,0,0,0,0,0,0,0,0,4,0,0,4,0,0,0,4,0,0,4,3,0,0,3,0,0,0,3,5,0,9,22,32,3,51,0,0,0,54,26,4,83,0,0
LGA25490,0,4,0,4,0,0,0,4,8,0,10,0,0,0,0,0,0,0,0,0,0,0,0,5,0,5,0,0,0,4,5,0,13,0,3,0,5,3,0,3,9,9,0,18,3,13,0,18,0,0,0,20,18,0,37,8,31,0,40,3,3,4,45,24,0,64,5,20,0,31,0,0,3,33,21,0,55,10,16,0,24,0,0,3,30,23,0,54,12,11,0,19,0,0,0,19,16,0,37,16,13,0,29,0,0,0,29,19,0,41,5,3,0,15,0,0,0,15,7,0,24,4,4,0,7,0,0,0,7,7,0,16,17,10,0,29,0,0,0,31,3,0,35,0,0,0,3,0,0,0,3,0,0,3,5,0,0,5,0,0,0,5,0,0,4,3,0,0,3,0,0,0,3,3,0,7,0,0,0,0,0,0,0,0,3,0,4,17,12,3,30,4,0,3,34,11,0,52,3,3
LGA25620,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,4,0,8,0,8,0,0,0,13,4,0,17,0,8,0,12,0,3,5,20,12,0,30,0,8,0,12,0,4,7,14,15,0,27,7,17,0,26,3,0,4,25,20,0,47,9,10,3,23,4,3,3,26,18,0,46,13,7,0,24,0,0,0,28,14,0,40,21,14,3,32,0,0,0,32,17,0,43,16,0,0,17,0,0,0,18,11,0,29,9,3,0,8,0,0,0,8,7,0,20,10,3,0,11,0,0,0,11,5,0,16,7,0,0,7,0,0,0,14,3,0,14,7,0,3,4,0,0,0,4,3,0,12,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4,8,18,0,29,4,0,7,32,18,0,50,0,0
LGA25710,3,0,0,5,5,3,6,8,20,0,32,0,3,0,3,0,0,3,3,6,0,11,0,8,0,5,0,0,4,6,25,0,30,3,13,0,14,0,3,3,18,19,0,44,0,32,3,39,0,4,5,40,32,0,72,10,59,7,74,3,6,14,85,51,0,139,13,50,0,66,0,4,10,77,36,0,111,31,69,3,106,3,4,4,108,54,0,161,69,84,3,153,0,3,3,158,46,0,204,72,57,3,138,3,0,7,146,32,0,182,93,51,3,147,0,0,0,145,32,0,172,62,31,8,99,0,0,0,104,20,0,120,123,34,5,163,0,0,0,163,27,0,187,52,14,0,60,0,0,0,60,18,0,77,39,9,0,45,0,0,0,45,6,0,50,34,0,0,42,0,0,0,41,4,0,47,32,8,0,37,0,3,3,36,3,0,43,109,57,5,176,0,0,5,180,46,3,234,3,5
LGA25810,0,0,0,0,0,0,0,0,6,0,6,3,3,0,3,0,0,0,3,0,0,3,3,3,0,5,0,0,0,5,9,0,11,0,7,0,7,0,0,0,7,12,0,17,0,10,4,10,3,0,3,17,19,0,32,3,19,0,27,0,0,0,25,29,0,51,8,22,0,27,0,0,0,31,29,0,64,6,11,4,27,0,0,0,27,25,0,54,14,11,3,29,0,0,0,29,14,0,45,12,0,3,17,0,0,0,17,8,0,21,8,0,0,5,0,0,0,5,6,0,13,3,0,0,8,0,0,0,8,8,0,16,13,3,3,11,0,0,0,11,4,0,15,0,0,0,6,0,0,0,6,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,4,8,13,0,23,3,0,3,21,18,0,41,0,3
LGA25900,4,3,0,5,3,0,4,12,49,0,57,6,0,0,3,3,0,3,13,21,0,36,3,19,3,24,7,11,17,37,44,0,82,3,20,0,21,5,10,16,37,59,0,97,6,43,0,47,3,12,12,63,61,0,122,14,73,6,89,13,11,20,106,88,0,194,19,79,4,106,3,11,12,113,100,0,215,38,62,5,110,0,9,8,121,93,0,212,69,82,5,150,3,6,6,161,103,0,263,67,52,0,121,3,3,11,127,55,0,185,84,32,5,123,0,0,0,126,30,0,161,105,23,7,137,0,0,4,137,25,0,161,150,37,7,193,8,0,8,196,35,0,240,39,7,3,51,0,0,0,53,16,0,65,20,3,0,25,0,0,0,25,6,0,34,97,19,3,120,9,0,9,129,12,0,138,60,5,0,62,0,0,0,66,11,0,74,102,52,5,160,7,6,11,168,109,9,282,9,3
LGA25990,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,6,0,9,0,0,0,4,0,0,3,5,3,0,15,3,3,0,3,0,0,0,4,14,0,14,0,19,0,19,3,3,3,17,13,0,37,8,8,0,19,0,0,0,16,23,0,44,3,3,0,5,0,0,0,6,14,0,20,5,11,0,12,0,0,0,17,9,0,26,5,0,0,12,0,0,0,12,6,0,21,0,0,0,3,0,0,0,3,7,0,6,3,0,0,3,0,0,0,4,0,0,3,4,0,0,5,0,0,0,5,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,3,3,0,8,0,0,0,13,5,0,19,0,0
LGA26080,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,3,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,7,0,0,0,7,0,0,7,0,0,0,0,0,0,0,0,3,0,4,3,3,0,8,0,0,0,8,10,0,15,3,3,0,7,0,0,0,7,0,0,11,3,0,0,4,0,0,0,6,3,0,7,0,3,0,5,0,0,0,5,0,0,6,3,0,0,3,0,0,0,3,0,0,3,0,0,0,3,0,0,0,3,3,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,6,0,10,0,0,0,10,3,0,13,0,0
LGA26170,0,0,0,0,0,0,0,3,4,0,6,0,3,0,3,3,0,3,3,7,0,13,0,4,3,12,0,0,6,16,9,0,25,0,8,0,8,6,7,8,15,20,0,43,3,32,3,37,3,6,9,49,41,0,92,16,44,6,62,5,7,18,76,57,0,137,15,35,5,55,3,3,5,62,42,4,104,30,33,5,64,3,0,4,67,61,0,129,22,30,6,60,0,0,0,65,31,0,93,20,19,4,40,0,0,4,43,24,0,67,17,6,0,20,0,0,0,21,12,0,37,23,8,3,30,0,0,0,30,11,0,37,14,8,3,23,0,0,0,22,4,0,34,9,4,0,14,0,0,0,14,0,0,16,0,0,0,0,0,0,0,0,0,0,3,3,0,0,3,0,0,0,3,6,0,11,0,0,0,0,0,0,0,0,3,0,5,34,33,4,74,6,0,8,73,41,0,114,0,3
