LGA_CODE_2016,POL_Greek_SEO,POL_Greek_SOLSE_VWorW,POL_Greek_SOLSE_NWorNAA,POL_Greek_SOLSE_Tot,POL_Greek_NS,POL_Greek_Tot,POL_IAL_Bengali_SEO,POL_IAL_Bengali_SOLSE_VWorW,POL_IAL_Bengali_SOLSE_NWorNAA,POL_IAL_Bengali_SOLSE_Tot,POL_IAL_Bengali_NS,POL_IAL_Bengali_Tot,POL_IAL_Hindi_SEO,POL_IAL_Hindi_SOLSE_VWorW,POL_IAL_Hindi_SOLSE_NWorNAA,POL_IAL_Hindi_SOLSE_Tot,POL_IAL_Hindi_NS,POL_IAL_Hindi_Tot,POL_IAL_Punjabi_SEO,POL_IAL_Punjabi_SOLSE_VWorW,POL_IAL_Punjabi_SOLSE_NWorNAA,POL_IAL_Punjabi_SOLSE_Tot,POL_IAL_Punjabi_NS,POL_IAL_Punjabi_Tot,POL_IAL_Sinhalese_SEO,POL_IAL_Sinhalese_SOLSE_VWorW,POL_IAL_Sinhale_SOLSE_NWorNAA,POL_IAL_Sinhalese_SOLSE_Tot,POL_IAL_Sinhalese_NS,POL_IAL_Sinhalese_Tot,POL_IAL_Urdu_SEO,POL_IAL_Urdu_SOLSE_VWorW,POL_IAL_Urdu_SOLSE_NWorNAA,POL_IAL_Urdu_SOLSE_Tot,POL_IAL_Urdu_NS,POL_IAL_Urdu_Tot,POL_IAL_Oth_SEO,POL_IAL_Oth_SOLSE_VWorW,POL_IAL_Oth_SOLSE_NWorNAA,POL_IAL_Oth_SOLSE_Tot,POL_IAL_Oth_NS,POL_IAL_Oth_Tot,POL_IAL_Tot_SEO,POL_IAL_Tot_SOLSE_VWorW,POL_IAL_Tot_SOLSE_NWorNAA,POL_IAL_Tot_SOLSE_Tot,POL_IAL_Tot_NS,POL_IAL_Tot_Tot,POL_Italian_SEO,POL_Italian_SOLSE_VWorW,POL_Italian_SOLSE_NWorNAA,POL_Italian_SOLSE_Tot,POL_Italian_NS,POL_Italian_Tot,POL_Japanese_SEO,POL_Japanese_SOLSE_VWorW,POL_Japanese_SOLSE_NWorNAA,POL_Japanese_SOLSE_Tot,POL_Japanese_NS,POL_Japanese_Tot,POL_Korean_SEO,POL_Korean_SOLSE_VWorW,POL_Korean_SOLSE_NWorNAA,POL_Korean_SOLSE_Tot,POL_Korean_NS,POL_Korean_Tot,POL_Macedonian_SEO,POL_Macedonian_SOLSE_VWorW,POL_Macedonian_SOLSE_NWorNAA,POL_Macedonian_SOLSE_Tot,POL_Macedonian_NS,POL_Macedonian_Tot,POL_Maltese_SEO,POL_Maltese_SOLSE_VWorW,POL_Maltese_SOLSE_NWorNAA,POL_Maltese_SOLSE_Tot,POL_Maltese_NS,POL_Maltese_Tot,POL_Persian_ED_SEO,POL_Persian_ED_SOLSE_VWorW,POL_Persian_ED_SOLSE_NWorNAA,POL_Persian_ED_SOLSE_Tot,POL_Persian_ED_NS,POL_Persian_ED_Tot,POL_Polish_SEO,POL_Polish_SOLSE_VWorW,POL_Polish_SOLSE_NWorNAA,POL_Polish_SOLSE_Tot,POL_Polish_NS,POL_Polish_Tot,POL_Russian_SEO,POL_Russian_SOLSE_VWorW,POL_Russian_SOLSE_NWorNAA,POL_Russian_SOLSE_Tot,POL_Russian_NS,POL_Russian_Tot,POL_Samoan_SEO,POL_Samoan_SOLSE_VWorW,POL_Samoan_SOLSE_NWorNAA,POL_Samoan_SOLSE_Tot,POL_Samoan_NS,POL_Samoan_Tot,POL_Serbian_SEO,POL_Serbian_SOLSE_VWorW,POL_Serbian_SOLSE_NWorNAA,POL_Serbian_SOLSE_Tot,POL_Serbian_NS,POL_Serbian_Tot,POL_SAL_Filipino_SEO,POL_SAL_Filipino_SOLSE_VWorW,POL_SAL_Filipin_SOLSE_NWorNAA,POL_SAL_Filipino_SOLSE_Tot,POL_SAL_Filipino_NS,POL_SAL_Filipino_Tot,POL_SAL_Indonesian_SEO,POL_SAL_Indonesia_SOLSE_VWorW,POL_SAL_Indones_SOLSE_NWorNAA,POL_SAL_Indonesian_SOLSE_Tot,POL_SAL_Indonesian_NS,POL_SAL_Indonesian_Tot,POL_SAL_Tagalog_SEO,POL_SAL_Tagalog_SOLSE_VWorW,POL_SAL_Tagalog_SOLSE_NWorNAA,POL_SAL_Tagalog_SOLSE_Tot,POL_SAL_Tagalog_NS,POL_SAL_Tagalog_Tot,POL_SAL_Oth_SEO,POL_SAL_Oth_SOLSE_VWorW,POL_SAL_Oth_SOLSE_NWorNAA,POL_SAL_Oth_SOLSE_Tot,POL_SAL_Oth_NS,POL_SAL_Oth_Tot,POL_SAL_Tot_SEO,POL_SAL_Tot_SOLSE_VWorW,POL_SAL_Tot_SOLSE_NWorNAA,POL_SAL_Tot_SOLSE_Tot,POL_SAL_Tot_NS,POL_SAL_Tot_Tot,POL_Spanish_SEO,POL_Spanish_SOLSE_VWorW,POL_Spanish_SOLSE_NWorNAA,POL_Spanish_SOLSE_Tot,POL_Spanish_NS,POL_Spanish_Tot,POL_Tamil_SEO,POL_Tamil_SOLSE_VWorW,POL_Tamil_SOLSE_NWorNAA,POL_Tamil_SOLSE_Tot,POL_Tamil_NS,POL_Tamil_Tot,POL_Thai_SEO,POL_Thai_SOLSE_VWorW,POL_Thai_SOLSE_NWorNAA,POL_Thai_SOLSE_Tot,POL_Thai_NS,POL_Thai_Tot,POL_Turkish_SEO,POL_Turkish_SOLSE_VWorW,POL_Turkish_SOLSE_NWorNAA,POL_Turkish_SOLSE_Tot,POL_Turkish_NS,POL_Turkish_Tot,POL_Vietnamese_SEO,POL_Vietnamese_SOLSE_VWorW,POL_Vietnamese_SOLSE_NWorNAA,POL_Vietnamese_SOLSE_Tot,POL_Vietnamese_NS,POL_Vietnamese_Tot,POL_Oth_SEO,POL_Oth_SOLSE_VWorW,POL_Oth_SOLSE_NWorNAA,POL_Oth_SOLSE_Tot,POL_Oth_NS,POL_Oth_Tot,POL_Tot_SEO,POL_Tot_SOLSE_VWorW,POL_Tot_SOLSE_NWorNAA,POL_Tot_SOLSE_Tot,POL_Tot_NS,POL_Tot_Tot,P_LSatH_NS_SEO,P_LSatH_NS_SOLSE_VWorW,P_LSatH_NS_SOLSE_NWorNAA,P_LSatH_NS_SOLSE_Tot,P_LSatH_NS_NS,P_LSatH_NS_Tot,P_Tot_SEO,P_Tot_SOLSE_VWorW,P_Tot_SOLSE_NWorNAA,P_Tot_SOLSE_Tot,P_Tot_NS,P_Tot_Tot
LGA23810,..,293,59,350,6,357,..,57,3,61,0,61,..,82,0,85,0,88,..,63,4,64,0,64,..,78,3,79,0,79,..,44,0,43,0,46,..,67,3,78,3,78,..,396,15,407,8,413,..,705,122,825,14,840,..,20,6,29,0,29,..,23,3,25,0,28,..,4,0,7,0,6,..,198,15,217,0,214,..,19,0,18,0,18,..,104,18,117,0,120,..,24,3,25,0,25,..,4,0,4,0,4,..,39,17,50,4,58,..,112,6,118,0,120,..,33,3,32,0,32,..,138,5,137,0,139,..,39,4,43,0,44,..,319,17,338,0,341,..,89,13,104,0,104,..,32,0,35,0,33,..,52,22,70,0,70,..,8,0,11,0,11,..,63,15,77,0,83,..,637,162,796,8,808,..,4108,666,4769,68,4835,..,202,12,217,5611,5824,62594,4310,681,4986,5676,73257
LGA23940,..,10,3,17,0,17,..,0,0,0,0,0,..,8,0,8,0,8,..,3,0,3,0,3,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,9,0,9,0,9,..,15,0,15,0,15,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,5,0,8,0,8,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,34,3,40,0,40,..,3,0,3,0,3,..,21,0,19,0,19,..,8,0,8,0,8,..,60,3,64,0,64,..,3,0,3,0,3,..,0,0,0,0,0,..,4,0,4,0,4,..,0,0,0,0,0,..,0,0,0,0,0,..,43,4,46,0,46,..,197,21,221,0,223,..,17,0,17,783,806,6482,215,21,245,791,7516
LGA24130,..,114,5,123,3,125,..,5,0,5,0,5,..,27,3,27,0,27,..,26,6,29,0,29,..,8,0,8,0,8,..,10,4,8,0,8,..,5,0,5,0,5,..,74,13,88,0,88,..,318,27,336,7,345,..,23,3,29,0,29,..,5,0,5,0,5,..,20,3,31,0,31,..,118,0,116,3,124,..,3,0,3,0,3,..,51,12,61,0,61,..,10,3,9,0,9,..,9,0,9,0,6,..,16,5,25,0,22,..,23,3,26,0,26,..,9,0,9,0,9,..,26,0,31,0,31,..,18,0,18,0,18,..,79,3,81,0,81,..,83,9,98,0,96,..,3,0,3,0,3,..,21,3,25,0,25,..,32,0,31,0,31,..,22,3,22,0,24,..,218,41,258,18,272,..,1798,230,2025,38,2061,..,85,10,94,2927,3018,41018,1883,236,2123,2957,46100
LGA24210,..,5988,991,6987,67,7050,..,87,3,88,0,90,..,733,25,757,5,760,..,407,33,441,0,444,..,269,10,278,3,285,..,341,21,364,3,367,..,312,12,323,0,319,..,2147,102,2248,14,2261,..,4330,501,4831,55,4888,..,236,32,269,3,270,..,646,248,897,14,911,..,477,52,535,10,540,..,126,3,131,0,131,..,1837,321,2157,18,2175,..,178,11,193,4,190,..,153,11,167,0,167,..,4,0,3,0,3,..,150,16,170,3,175,..,103,0,103,0,103,..,380,36,417,0,419,..,156,0,157,0,156,..,155,6,159,0,159,..,797,38,836,3,834,..,365,27,395,3,397,..,342,13,352,5,350,..,100,14,121,3,124,..,193,34,225,0,225,..,588,128,723,0,723,..,1687,319,2004,56,2057,..,40287,8731,49017,386,49408,..,236,54,293,4228,4522,62330,40526,8785,49308,4618,116255
LGA24250,..,18,0,18,0,18,..,0,0,0,0,0,..,3,0,3,0,3,..,16,0,17,0,14,..,0,0,0,0,0,..,0,0,0,0,4,..,3,0,3,0,3,..,26,4,26,3,28,..,13,0,13,3,13,..,9,0,10,0,10,..,0,0,0,0,0,..,3,0,3,0,3,..,3,0,3,0,3,..,0,0,0,0,0,..,3,0,6,0,6,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,3,0,3,0,3,..,5,0,5,0,5,..,4,0,4,0,4,..,13,0,13,0,13,..,7,0,7,0,7,..,0,0,0,0,0,..,6,0,7,0,7,..,0,0,0,0,0,..,0,0,3,0,3,..,53,3,55,0,55,..,289,37,330,8,336,..,22,0,22,637,661,7592,314,37,351,643,8584
LGA24330,..,1324,450,1769,9,1782,..,558,79,640,0,638,..,806,55,867,8,870,..,342,26,376,3,379,..,186,10,198,0,198,..,515,65,580,15,596,..,1008,106,1115,3,1117,..,3422,352,3775,29,3807,..,1188,258,1446,17,1465,..,194,37,225,0,225,..,148,60,210,0,210,..,524,190,711,8,718,..,153,16,170,0,170,..,179,41,217,0,217,..,202,38,239,0,239,..,87,10,97,0,97,..,52,3,57,0,58,..,320,80,397,5,406,..,300,13,314,3,315,..,258,33,287,0,290,..,485,18,497,3,496,..,102,15,118,0,118,..,1145,70,1214,8,1219,..,873,178,1050,10,1058,..,270,36,302,0,307,..,195,46,236,3,239,..,290,56,350,7,349,..,6788,2928,9709,62,9768,..,3716,895,4611,101,4712,..,26617,7520,34138,306,34445,..,174,51,224,5578,5800,42041,26791,7570,34364,5878,82288
LGA24410,..,549,56,608,3,613,..,69,0,72,0,72,..,590,36,627,3,631,..,517,57,576,12,589,..,398,20,415,6,424,..,106,8,113,0,113,..,344,30,380,4,383,..,2024,155,2176,19,2201,..,746,72,814,6,825,..,132,21,154,0,157,..,188,93,282,0,282,..,61,6,66,0,66,..,51,3,54,0,54,..,427,116,542,4,540,..,230,35,267,3,268,..,119,18,136,0,136,..,21,0,21,0,21,..,110,22,132,0,132,..,168,4,172,6,177,..,198,15,210,0,214,..,204,7,206,0,206,..,66,0,69,0,69,..,631,28,658,6,662,..,420,49,467,3,467,..,130,8,137,3,142,..,177,20,197,3,200,..,55,9,60,0,60,..,313,115,430,5,433,..,2700,1746,4446,70,4515,..,14521,4035,18561,166,18727,..,237,36,272,4353,4632,87020,14755,4073,18835,4527,110376
LGA24600,..,588,60,644,4,652,..,322,12,332,0,334,..,2202,64,2273,17,2285,..,176,3,182,0,179,..,364,7,375,0,375,..,257,8,269,0,269,..,719,32,754,5,759,..,4047,135,4178,22,4202,..,1524,176,1698,19,1715,..,792,267,1056,15,1074,..,1887,952,2839,20,2862,..,141,10,151,0,152,..,81,10,91,0,90,..,494,33,522,7,529,..,156,12,172,0,169,..,371,25,396,3,394,..,19,0,19,0,19,..,187,17,202,3,204,..,358,3,360,0,365,..,2815,94,2904,21,2927,..,376,5,380,3,388,..,669,14,679,3,684,..,4213,116,4328,25,4356,..,2055,228,2282,18,2293,..,807,29,841,7,845,..,1217,348,1568,10,1577,..,267,44,312,7,318,..,1622,384,2012,17,2026,..,4944,693,5636,91,5727,..,55736,9242,64977,467,65445,..,245,76,319,15187,15506,55010,55978,9320,65293,15657,135959
LGA24650,..,1401,133,1537,14,1549,..,269,15,288,0,291,..,1806,90,1901,13,1919,..,2274,316,2592,19,2612,..,936,58,991,11,1002,..,869,70,942,10,953,..,491,79,563,4,572,..,6650,638,7288,60,7347,..,1855,108,1962,28,1990,..,96,11,103,0,103,..,137,40,177,0,177,..,2064,234,2299,25,2319,..,2350,138,2493,39,2534,..,131,44,176,0,176,..,508,64,574,8,579,..,106,21,125,0,122,..,809,71,882,17,901,..,809,114,930,7,933,..,1449,30,1479,10,1488,..,249,25,268,4,278,..,2022,43,2066,15,2083,..,235,8,245,0,244,..,3943,108,4052,35,4090,..,1641,191,1839,13,1848,..,515,41,561,5,563,..,218,47,262,5,269,..,990,120,1112,4,1118,..,1902,802,2711,24,2733,..,5931,1191,7122,137,7261,..,37840,5274,43111,471,43583,..,457,68,525,8346,8871,82985,38294,5339,43630,8820,135443
LGA24780,..,265,52,317,3,321,..,30,0,30,0,30,..,42,5,44,0,44,..,180,30,207,6,215,..,44,3,49,0,49,..,10,0,11,0,11,..,56,0,57,0,57,..,364,34,401,6,405,..,881,130,1015,19,1032,..,34,17,48,0,48,..,29,32,55,0,55,..,7,0,6,0,6,..,4,0,4,0,4,..,11,13,26,0,30,..,18,0,18,0,18,..,8,0,8,0,8,..,57,8,60,0,60,..,18,0,18,0,18,..,61,0,63,0,63,..,7,0,7,0,7,..,72,5,77,0,77,..,69,43,106,0,111,..,213,43,257,0,259,..,31,3,36,0,36,..,36,11,55,0,51,..,39,13,50,3,46,..,309,134,441,3,448,..,91,91,190,3,188,..,914,317,1233,14,1247,..,3930,1133,5061,59,5125,..,135,10,148,4318,4467,44285,4062,1143,5209,4381,53878
LGA24850,..,121,4,122,0,126,..,7,0,12,0,12,..,97,5,100,0,98,..,148,21,164,0,167,..,62,5,72,0,72,..,37,6,39,0,44,..,13,0,17,0,17,..,365,37,404,3,410,..,360,28,390,0,391,..,36,3,37,0,37,..,19,0,15,0,15,..,98,6,103,0,103,..,110,6,116,0,116,..,3,3,3,0,3,..,41,3,43,0,43,..,11,0,10,0,10,..,43,5,50,0,50,..,9,0,9,0,9,..,53,0,53,0,49,..,16,0,19,0,19,..,83,3,82,0,82,..,36,0,36,0,33,..,181,4,188,3,189,..,81,7,85,0,85,..,32,3,31,0,31,..,43,10,53,0,53,..,78,14,88,0,88,..,21,3,26,0,27,..,378,79,459,10,469,..,2548,370,2920,25,2949,..,89,5,94,3189,3280,34690,2637,377,3014,3211,40918
LGA24900,..,17,3,19,0,19,..,3,0,6,0,6,..,12,0,12,0,12,..,100,14,110,0,112,..,6,0,6,0,6,..,11,6,17,0,17,..,27,0,31,0,31,..,166,24,190,0,190,..,276,43,315,10,318,..,3,0,7,0,7,..,0,0,0,0,0,..,7,0,7,0,7,..,3,0,3,0,3,..,0,0,0,0,0,..,10,0,10,0,10,..,3,0,3,0,3,..,3,0,3,0,3,..,7,5,9,0,14,..,50,0,50,0,50,..,5,5,8,0,8,..,47,0,47,0,47,..,14,3,15,0,15,..,119,4,127,0,127,..,14,0,17,0,17,..,17,3,18,0,18,..,22,4,21,0,25,..,3,0,3,0,3,..,0,0,0,0,0,..,157,23,183,4,188,..,1127,181,1310,20,1330,..,69,9,79,2143,2220,25558,1205,193,1394,2161,29112
LGA24970,..,8345,1892,10240,92,10325,..,863,38,900,5,905,..,2977,115,3095,16,3109,..,1409,124,1528,6,1543,..,4444,161,4609,35,4645,..,673,41,717,3,713,..,1712,94,1808,6,1813,..,12077,573,12649,76,12730,..,3135,662,3799,47,3844,..,759,122,886,8,890,..,1678,673,2342,20,2362,..,182,16,198,3,200,..,83,3,87,0,87,..,688,94,774,3,775,..,684,84,769,0,769,..,759,159,921,21,939,..,53,0,52,0,50,..,384,53,433,0,439,..,337,11,346,3,349,..,1613,135,1747,5,1750,..,462,7,472,3,479,..,376,16,393,3,392,..,2785,169,2958,10,2974,..,844,98,948,9,958,..,2557,96,2656,19,2670,..,397,58,459,4,467,..,235,58,299,0,300,..,2422,546,2964,14,2977,..,5657,912,6566,144,6712,..,75706,15169,90882,675,91552,..,384,81,464,7652,8117,82943,76093,15252,91345,8329,182618
LGA25060,..,3037,557,3594,39,3635,..,133,3,139,3,141,..,862,34,895,3,900,..,360,24,386,4,392,..,326,9,330,3,335,..,218,11,230,3,234,..,713,36,750,4,753,..,2614,118,2728,22,2754,..,6541,1258,7801,116,7914,..,241,28,266,5,275,..,197,69,259,4,260,..,424,58,479,6,484,..,602,31,635,8,646,..,292,113,407,15,416,..,326,28,352,4,359,..,143,7,151,3,154,..,23,3,29,0,29,..,248,37,278,0,279,..,233,7,240,3,241,..,172,13,189,4,189,..,264,3,263,0,263,..,93,7,105,0,103,..,762,27,793,7,796,..,1054,145,1199,9,1207,..,257,30,288,0,288,..,176,49,230,10,234,..,556,76,635,3,633,..,2009,704,2714,18,2732,..,3290,603,3893,102,3994,..,28888,5401,34291,424,34714,..,305,65,373,6367,6743,75216,29198,5464,34662,6799,116671
LGA25150,..,78,3,89,0,87,..,0,0,0,0,0,..,48,0,48,0,48,..,90,15,103,0,101,..,11,4,18,0,18,..,14,0,14,0,14,..,20,5,20,0,20,..,176,24,195,0,200,..,138,9,151,0,151,..,16,3,14,0,14,..,0,0,0,0,0,..,22,5,26,0,26,..,138,3,138,0,141,..,0,0,0,0,0,..,36,7,43,0,45,..,11,0,11,0,11,..,17,0,19,0,19,..,49,0,52,0,49,..,21,0,21,0,21,..,0,0,3,0,3,..,24,8,30,0,30,..,7,0,7,0,7,..,57,5,62,0,62,..,71,5,80,0,80,..,6,0,6,0,6,..,20,0,20,0,20,..,5,0,5,0,5,..,39,9,45,0,45,..,253,39,297,7,301,..,1524,148,1674,18,1695,..,57,0,61,1908,1967,28161,1582,156,1736,1925,31818
LGA25250,..,5557,1814,7374,55,7426,..,645,71,715,14,725,..,1187,55,1241,17,1257,..,871,61,936,12,942,..,687,35,719,3,720,..,3434,354,3789,54,3834,..,2872,168,3043,18,3059,..,9687,749,10437,109,10545,..,9968,2661,12625,174,12797,..,382,52,434,6,443,..,229,52,284,3,286,..,232,30,265,3,266,..,697,40,734,18,751,..,431,132,560,3,566,..,405,49,453,6,459,..,178,16,195,3,198,..,149,12,162,8,166,..,247,50,296,0,296,..,387,9,398,0,397,..,556,84,638,3,642,..,450,16,461,9,474,..,227,17,242,3,240,..,1613,123,1736,18,1752,..,1413,133,1550,4,1554,..,363,33,397,0,397,..,297,95,385,0,385,..,2347,580,2929,34,2967,..,1100,350,1449,9,1461,..,4031,927,4956,140,5100,..,51089,10229,61317,725,62038,..,377,104,481,9009,9492,91028,51458,10334,61798,9735,162558
LGA25340,..,973,178,1149,9,1158,..,4,0,4,0,4,..,44,0,44,0,44,..,61,8,65,0,65,..,17,0,18,3,25,..,7,0,7,0,7,..,25,0,30,0,30,..,162,6,169,3,173,..,1382,138,1521,27,1545,..,127,15,141,3,138,..,27,0,27,0,27,..,63,9,70,0,70,..,101,0,106,0,105,..,33,3,34,0,34,..,153,19,172,0,172,..,97,7,103,0,103,..,18,3,21,0,21,..,76,11,83,3,83,..,99,3,103,0,108,..,99,5,100,0,105,..,155,3,160,0,160,..,14,0,14,0,18,..,370,11,378,3,384,..,301,27,320,0,320,..,16,0,16,0,16,..,149,28,175,0,179,..,42,3,42,0,48,..,55,12,65,0,65,..,984,170,1157,22,1184,..,7439,854,8293,114,8404,..,363,15,373,8426,8798,137793,7801,863,8668,8538,154999
LGA25430,..,35,0,38,0,38,..,0,0,0,0,0,..,4,0,4,0,7,..,13,3,16,0,16,..,3,0,3,0,3,..,0,0,0,0,0,..,6,0,6,0,6,..,28,3,33,3,33,..,48,0,49,0,49,..,22,0,22,0,22,..,3,0,3,0,3,..,6,0,6,0,6,..,3,0,3,0,3,..,3,0,3,0,3,..,10,4,10,0,14,..,0,0,0,0,0,..,10,0,10,0,10,..,4,0,4,0,4,..,15,0,15,0,15,..,10,0,10,0,10,..,8,0,8,0,8,..,0,0,0,0,0,..,33,0,33,0,37,..,30,3,35,0,35,..,4,0,4,0,6,..,9,0,9,0,9,..,0,0,0,0,0,..,10,3,8,0,8,..,79,17,90,5,96,..,537,90,624,11,633,..,41,0,45,2140,2183,15944,574,93,664,2152,18761
LGA25490,..,7,0,14,0,14,..,0,0,0,0,0,..,4,0,4,0,4,..,0,0,0,0,0,..,5,0,5,0,5,..,0,0,0,0,0,..,0,0,0,0,0,..,11,0,11,0,11,..,16,5,19,0,19,..,9,0,11,0,11,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,5,0,5,0,5,..,4,0,4,0,4,..,0,0,0,0,0,..,0,0,0,0,0,..,29,0,29,0,29,..,5,0,5,0,5,..,23,0,21,0,22,..,11,0,11,0,11,..,65,0,62,0,66,..,7,0,7,0,7,..,3,0,3,0,3,..,10,0,5,0,5,..,0,0,0,0,0,..,3,0,3,0,3,..,49,4,48,0,50,..,312,37,349,3,360,..,60,0,56,1189,1252,14891,370,41,407,1195,16495
LGA25620,..,45,3,46,0,46,..,0,0,0,0,0,..,3,0,3,0,3,..,7,3,11,0,11,..,5,0,5,0,5,..,0,0,0,0,0,..,0,0,0,0,0,..,15,3,18,0,18,..,40,3,46,9,54,..,0,0,0,0,0,..,3,0,3,0,3,..,13,3,13,0,13,..,3,0,3,0,3,..,3,0,3,0,3,..,7,3,12,0,12,..,3,0,4,0,4,..,0,0,0,0,0,..,8,0,8,0,8,..,5,0,5,0,5,..,0,0,3,0,5,..,5,0,5,0,5,..,6,0,6,0,6,..,22,0,20,0,20,..,10,0,18,0,18,..,0,0,0,0,0,..,3,0,3,0,3,..,0,0,0,0,0,..,3,0,3,0,3,..,84,15,100,0,100,..,384,47,433,10,441,..,32,0,32,1111,1136,12155,418,47,463,1115,13732
LGA25710,..,520,25,553,3,556,..,0,0,0,0,0,..,89,3,93,0,96,..,51,8,56,0,62,..,75,0,75,3,78,..,29,3,30,0,30,..,24,0,26,0,26,..,270,14,286,3,296,..,1004,52,1055,6,1060,..,94,9,104,0,104,..,20,3,22,0,22,..,267,11,279,4,278,..,67,3,77,0,77,..,111,9,116,0,116,..,83,9,88,3,91,..,51,9,61,0,61,..,0,0,0,0,0,..,97,6,102,0,102,..,21,0,21,0,21,..,46,3,54,0,54,..,22,0,28,0,23,..,11,0,11,0,11,..,106,6,112,0,108,..,145,7,151,3,158,..,24,0,29,0,29,..,55,0,53,0,53,..,63,7,74,3,73,..,72,12,80,0,83,..,491,95,583,6,594,..,5127,456,5580,56,5638,..,122,5,125,2348,2477,53160,5248,460,5703,2405,61273
LGA25810,..,13,0,13,0,13,..,3,0,3,0,3,..,3,0,3,0,3,..,9,0,9,0,9,..,10,0,8,0,8,..,0,0,0,0,0,..,4,0,4,0,4,..,31,4,29,0,29,..,10,3,13,0,13,..,5,0,5,0,5,..,9,6,8,0,8,..,0,0,0,0,0,..,3,0,3,0,3,..,0,0,0,0,0,..,4,0,4,0,4,..,3,0,3,0,3,..,0,0,0,0,0,..,0,0,0,0,0,..,13,0,13,0,18,..,4,0,4,0,4,..,23,0,23,0,23,..,5,0,5,0,5,..,46,0,46,0,46,..,5,0,10,0,10,..,16,0,19,0,23,..,8,0,8,0,8,..,0,0,0,0,0,..,6,3,11,0,11,..,58,12,72,3,70,..,303,60,364,3,366,..,22,0,26,782,812,10263,326,65,386,789,11439
LGA25900,..,2095,537,2631,19,2648,..,101,3,109,0,109,..,716,26,740,0,747,..,113,14,128,0,127,..,94,4,99,0,99,..,86,0,84,0,84,..,500,32,531,3,536,..,1618,76,1697,11,1703,..,1336,87,1421,17,1434,..,321,59,378,4,388,..,186,42,226,6,236,..,115,6,120,0,122,..,55,0,59,3,63,..,228,12,241,0,245,..,353,43,399,3,398,..,813,493,1312,14,1322,..,27,0,27,0,27,..,212,21,226,3,230,..,129,0,129,0,129,..,353,16,363,0,368,..,150,0,151,0,155,..,95,0,98,0,98,..,736,17,748,3,750,..,1154,57,1206,3,1209,..,182,12,192,3,193,..,205,27,238,0,236,..,201,36,243,3,245,..,350,51,403,0,404,..,2736,364,3096,63,3155,..,18020,2540,20561,207,20762,..,201,25,223,9917,10145,69959,18218,2563,20789,10126,100863
LGA25990,..,12,0,12,0,12,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,5,0,3,0,3,..,8,0,8,0,8,..,0,0,0,0,0,..,4,0,4,0,4,..,8,0,8,0,8,..,0,0,0,0,0,..,3,0,3,0,3,..,0,0,0,0,0,..,0,0,0,0,0,..,3,0,3,0,3,..,3,0,3,0,3,..,0,0,0,0,0,..,0,0,0,0,0,..,3,0,3,0,3,..,8,0,8,0,8,..,7,3,12,0,12,..,0,0,0,0,0,..,0,0,4,0,4,..,0,0,0,0,0,..,3,3,11,0,11,..,30,0,37,0,37,..,139,19,153,0,153,..,31,3,31,925,962,6125,166,21,189,925,7238
LGA26080,..,3,0,3,0,3,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,4,3,4,0,4,..,4,3,4,0,4,..,9,0,12,0,12,..,3,0,6,0,6,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,3,0,3,0,3,..,0,3,5,0,5,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,3,3,3,0,3,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,13,0,13,0,11,..,69,11,79,0,82,..,3,0,3,230,236,2535,75,11,84,231,2853
LGA26170,..,31,3,32,0,32,..,3,0,3,0,3,..,9,4,12,0,12,..,8,0,9,0,9,..,12,0,12,0,12,..,0,0,0,0,0,..,0,0,0,0,0,..,28,3,37,0,37,..,218,27,243,3,249,..,17,0,18,0,18,..,9,6,16,0,16,..,0,0,0,0,0,..,13,0,13,0,13,..,0,0,0,0,0,..,12,0,12,0,12,..,10,0,10,0,10,..,0,0,0,0,0,..,8,0,8,0,8,..,14,0,14,0,16,..,3,0,3,0,3,..,15,0,15,0,20,..,11,0,11,0,11,..,44,0,44,3,46,..,24,3,27,0,27,..,13,0,13,0,13,..,7,0,4,0,4,..,0,0,0,0,0,..,12,7,21,0,21,..,152,40,185,4,193,..,849,115,966,12,974,..,69,5,71,2141,2212,25510,918,121,1039,2149,28703
