LGA_CODE_2016,D_10_12_FPNLF_MPET,D_10_12_FPNLF_MPULFTW,D_10_12_FPNLF_MPULPTW,D_10_12_FPNLF_MPUT,D_10_12_FPNLF_MPTLF,D_10_12_FPNLF_MPNLF,D_10_12_FPNLF_MPLFSNS,D_10_12_FPNLF_T,D_10_12_FPLFSNS_MPEFT,D_10_12_FPLFSNS_MPEPT,D_10_12_FPLFSNS_MPEAW,D_10_12_FPLFSNS_MPEHNS,D_10_12_FPLFSNS_MPET,D_10_12_FPLFSNS_MPULFTW,D_10_12_FPLFSNS_MPULPTW,D_10_12_FPLFSNS_MPUT,D_10_12_FPLFSNS_MPTLF,D_10_12_FPLFSNS_MPNLF,D_10_12_FPLFSNS_MPLFSNS,D_10_12_FPLFSNS_T,D_10_12_FPT_MPEFT,D_10_12_FPT_MPEPT,D_10_12_FPT_MPEAW,D_10_12_FPT_MPEHNS,D_10_12_FPT_MPET,D_10_12_FPT_MPULFTW,D_10_12_FPT_MPULPTW,D_10_12_FPT_MPUT,D_10_12_FPT_MPTLF,D_10_12_FPT_MPNLF,D_10_12_FPT_MPLFSNS,D_10_12_FPT_T,D_13_14_FPEFT_MPEFT,D_13_14_FPEFT_MPEPT,D_13_14_FPEFT_MPEAW,D_13_14_FPEFT_MPEHNS,D_13_14_FPEFT_MPET,D_13_14_FPEFT_MPULFTW,D_13_14_FPEFT_MPULPTW,D_13_14_FPEFT_MPUT,D_13_14_FPEFT_MPTLF,D_13_14_FPEFT_MPNLF,D_13_14_FPEFT_MPLFSNS,D_13_14_FPEFT_T,D_13_14_FPEPT_MPEFT,D_13_14_FPEPT_MPEPT,D_13_14_FPEPT_MPEAW,D_13_14_FPEPT_MPEHNS,D_13_14_FPEPT_MPET,D_13_14_FPEPT_MPULFTW,D_13_14_FPEPT_MPULPTW,D_13_14_FPEPT_MPUT,D_13_14_FPEPT_MPTLF,D_13_14_FPEPT_MPNLF,D_13_14_FPEPT_MPLFSNS,D_13_14_FPEPT_T,D_13_14_FPEAW_MPEFT,D_13_14_FPEAW_MPEPT,D_13_14_FPEAW_MPEAW,D_13_14_FPEAW_MPEHNS,D_13_14_FPEAW_MPET,D_13_14_FPEAW_MPULFTW,D_13_14_FPEAW_MPULPTW,D_13_14_FPEAW_MPUT,D_13_14_FPEAW_MPTLF,D_13_14_FPEAW_MPNLF,D_13_14_FPEAW_MPLFSNS,D_13_14_FPEAW_T,D_13_14_FPHNS_MPEFT,D_13_14_FPHNS_MPEPT,D_13_14_FPHNS_MPEAW,D_13_14_FPHNS_MPEHNS,D_13_14_FPHNS_MPET,D_13_14_FPHNS_MPULFTW,D_13_14_FPHNS_MPULPTW,D_13_14_FPHNS_MPUT,D_13_14_FPHNS_MPTLF,D_13_14_FPHNS_MPNLF,D_13_14_FPHNS_MPLFSNS,D_13_14_FPHNS_T,D_13_14_FPET_MPEFT,D_13_14_FPET_MPEPT,D_13_14_FPET_MPEAW,D_13_14_FPET_MPEHNS,D_13_14_FPET_MPET,D_13_14_FPET_MPULFTW,D_13_14_FPET_MPULPTW,D_13_14_FPET_MPUT,D_13_14_FPET_MPTLF,D_13_14_FPET_MPNLF,D_13_14_FPET_MPLFSNS,D_13_14_FPET_T,D_13_14_FPULFTW_MPEFT,D_13_14_FPULFTW_MPEPT,D_13_14_FPULFTW_MPEAW,D_13_14_FPULFTW_MPEHNS,D_13_14_FPULFTW_MPET,D_13_14_FPULFTW_MPULFTW,D_13_14_FPULFTW_MPULPTW,D_13_14_FPULFTW_MPUT,D_13_14_FPULFTW_MPTLF,D_13_14_FPULFTW_MPNLF,D_13_14_FPULFTW_MPLFSNS,D_13_14_FPULFTW_T,D_13_14_FPULPTW_MPEFT,D_13_14_FPULPTW_MPEPT,D_13_14_FPULPTW_MPEAW,D_13_14_FPULPTW_MPEHNS,D_13_14_FPULPTW_MPET,D_13_14_FPULPTW_MPULFTW,D_13_14_FPULPTW_MPULPTW,D_13_14_FPULPTW_MPUT,D_13_14_FPULPTW_MPTLF,D_13_14_FPULPTW_MPNLF,D_13_14_FPULPTW_MPLFSNS,D_13_14_FPULPTW_T,D_13_14_FPUT_MPEFT,D_13_14_FPUT_MPEPT,D_13_14_FPUT_MPEAW,D_13_14_FPUT_MPEHNS,D_13_14_FPUT_MPET,D_13_14_FPUT_MPULFTW,D_13_14_FPUT_MPULPTW,D_13_14_FPUT_MPUT,D_13_14_FPUT_MPTLF,D_13_14_FPUT_MPNLF,D_13_14_FPUT_MPLFSNS,D_13_14_FPUT_T,D_13_14_FPTLF_MPEFT,D_13_14_FPTLF_MPEPT,D_13_14_FPTLF_MPEAW,D_13_14_FPTLF_MPEHNS,D_13_14_FPTLF_MPET,D_13_14_FPTLF_MPULFTW,D_13_14_FPTLF_MPULPTW,D_13_14_FPTLF_MPUT,D_13_14_FPTLF_MPTLF,D_13_14_FPTLF_MPNLF,D_13_14_FPTLF_MPLFSNS,D_13_14_FP_T,D_13_14_FPNLF_MPEFT,D_13_14_FPNLF_MPEPT,D_13_14_FPNLF_MPEAW,D_13_14_FPNLF_MPEHNS,D_13_14_FPNLF_MPET,D_13_14_FPNLF_MPULFTW,D_13_14_FPNLF_MPULPTW,D_13_14_FPNLF_MPUT,D_13_14_FPNLF_MPTLF,D_13_14_FPNLF_MPNLF,D_13_14_FPNLF_MPLFSNS,D_13_14_FPNLF_T,D_13_14_FPLFSNS_MPEFT,D_13_14_FPLFSNS_MPEPT,D_13_14_FPLFSNS_MPEAW,D_13_14_FPLFSNS_MPEHNS,D_13_14_FPLFSNS_MPET,D_13_14_FPLFSNS_MPULFTW,D_13_14_FPLFSNS_MPULPTW,D_13_14_FPLFSNS_MPUT,D_13_14_FPLFSNS_MPTLF,D_13_14_FPLFSNS_MPNLF,D_13_14_FPLFSNS_MPLFSNS,D_13_14_FPLFSNS_T,D_13_14_FPT_MPEFT,D_13_14_FPT_MPEPT,D_13_14_FPT_MPEAW,D_13_14_FPT_MPEHNS,D_13_14_FPT_MPET,D_13_14_FPT_MPULFTW,D_13_14_FPT_MPULPTW,D_13_14_FPT_MPUT,D_13_14_FPT_MPTLF,D_13_14_FPT_MPNLF,D_13_14_FPT_MPLFSNS,D_13_14_FPT_T,D_15_17_FPEFT_MPEFT,D_15_17_FPEFT_MPEPT,D_15_17_FPEFT_MPEAW,D_15_17_FPEFT_MPEHNS,D_15_17_FPEFT_MPET,D_15_17_FPEFT_MPULFTW,D_15_17_FPEFT_MPULPTW,D_15_17_FPEFT_MPUT,D_15_17_FPEFT_MPTLF,D_15_17_FPEFT_MPNLF,D_15_17_FPEFT_MPLFSNS,D_15_17_FPEFT_T,D_15_17_FPEPT_MPEFT,D_15_17_FPEPT_MPEPT,D_15_17_FPEPT_MPEAW,D_15_17_FPEPT_MPEHNS,D_15_17_FPEPT_MPET,D_15_17_FPEPT_MPULFTW,D_15_17_FPEPT_MPULPTW,D_15_17_FPEPT_MPUT,D_15_17_FPEPT_MPTLF,D_15_17_FPEPT_MPNLF,D_15_17_FPEPT_MPLFSNS,D_15_17_FPEPT_T
LGA23670,788,16,3,16,804,111,0,912,3,0,0,5,12,0,0,0,12,0,3,15,3233,364,57,63,3727,67,16,85,3810,219,5,4032,668,76,5,6,760,8,3,17,771,34,0,811,1062,100,15,3,1178,22,4,27,1209,37,0,1250,19,0,4,0,24,0,0,0,24,0,0,24,7,0,0,9,24,0,0,0,24,0,0,26,1760,181,24,24,1985,33,10,44,2026,79,3,2110,15,7,0,0,19,5,0,5,24,3,0,28,32,9,0,0,43,0,0,3,46,0,0,44,48,13,0,0,58,6,0,8,70,9,0,73,1806,195,22,28,2045,37,13,48,2094,83,3,2180,405,56,5,9,477,17,3,22,499,66,0,565,0,0,0,4,5,0,0,0,5,0,6,16,2214,250,28,36,2531,58,10,71,2600,154,9,2762,1072,104,9,12,1201,43,15,51,1255,69,0,1320,1417,159,18,4,1595,45,3,51,1647,61,0,1706
LGA23810,272,19,5,23,300,69,0,368,3,0,0,3,3,0,0,0,3,0,9,8,1200,131,24,36,1388,69,12,79,1468,139,10,1617,221,21,0,4,242,10,3,11,260,14,0,269,397,34,20,3,455,9,3,14,466,29,0,495,10,0,0,0,10,4,0,4,14,0,0,20,0,0,0,0,4,0,0,0,4,0,0,4,629,54,22,9,716,27,3,27,742,48,0,792,8,6,0,0,17,3,0,3,19,3,0,21,19,5,0,0,23,0,3,3,24,3,0,25,25,11,0,0,39,3,3,8,45,4,0,50,655,63,18,9,749,32,5,36,787,47,0,836,125,13,4,5,144,10,3,19,159,38,0,199,0,0,0,0,0,0,0,0,0,0,3,4,777,77,27,18,899,46,9,54,947,89,3,1042,313,27,3,3,348,9,3,14,357,23,0,381,533,50,14,7,613,11,3,10,619,38,0,659
LGA23940,26,0,3,3,30,7,0,38,0,0,0,0,0,0,0,0,0,0,0,0,153,14,3,0,168,0,3,3,174,20,0,191,31,0,0,0,33,0,0,0,33,0,0,33,45,7,0,0,51,0,0,0,51,6,0,51,5,0,0,0,5,0,0,0,5,0,0,5,3,0,0,3,3,0,0,0,3,0,0,3,84,5,0,3,92,0,0,0,91,6,0,99,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,82,5,0,3,92,0,0,0,95,6,0,95,9,0,0,0,10,3,0,3,11,4,0,19,0,0,0,0,0,0,0,0,0,0,0,0,96,4,0,3,106,3,0,3,107,12,0,117,36,0,0,0,38,0,0,0,39,7,0,44,62,5,0,0,65,0,3,3,65,0,0,71
LGA24130,263,0,0,0,264,16,4,285,0,0,0,0,0,0,0,0,0,0,5,11,1314,148,27,23,1507,14,8,17,1526,45,11,1581,230,32,4,0,264,4,0,7,271,7,0,274,327,44,5,7,374,3,0,3,381,15,0,401,8,3,0,0,12,0,0,0,12,0,0,15,3,0,0,6,13,0,0,0,13,0,0,13,567,72,14,11,666,8,0,13,677,23,0,699,7,0,0,0,7,0,0,0,7,0,0,7,20,0,0,0,25,0,0,0,25,0,0,25,28,0,0,0,30,0,0,0,32,0,0,32,592,76,10,15,690,11,0,8,707,23,0,733,119,12,7,3,143,0,0,0,147,15,0,160,3,0,0,0,3,0,0,0,3,0,10,14,718,91,17,14,839,12,0,14,855,39,10,901,315,33,11,0,356,8,0,11,366,8,3,378,479,63,7,6,556,13,0,10,569,22,0,597
LGA24210,641,21,7,25,660,81,0,745,4,0,0,8,10,0,0,0,10,0,3,12,2530,318,20,49,2912,74,13,91,2999,192,3,3194,491,57,0,0,546,20,3,20,565,32,0,605,743,116,3,10,872,12,3,15,882,30,0,917,16,0,5,0,22,0,0,0,22,5,0,26,7,3,0,5,19,0,0,0,19,3,0,21,1253,176,9,15,1455,26,5,35,1491,69,3,1566,12,0,0,0,15,5,0,8,19,6,0,24,29,3,0,0,32,5,0,5,40,0,0,44,45,5,0,0,47,12,0,11,60,5,0,63,1294,180,9,15,1506,38,5,44,1553,74,3,1628,297,43,0,3,349,8,0,9,361,52,0,408,3,0,0,0,3,0,0,0,3,0,4,9,1597,223,16,26,1855,48,9,55,1912,127,9,2048,752,90,10,0,845,45,3,49,894,46,0,945,1034,160,8,14,1218,17,6,19,1244,61,0,1299
LGA24250,26,3,0,3,28,3,0,32,0,0,0,0,0,0,0,0,0,0,3,3,141,24,5,3,175,8,0,10,178,10,7,196,25,4,0,0,33,0,0,0,33,3,0,31,32,10,0,0,46,0,0,0,44,3,0,51,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,3,63,11,0,0,76,0,0,0,79,6,0,85,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,62,11,0,0,79,0,0,0,84,6,0,85,7,3,0,0,12,0,0,0,14,3,0,18,0,0,0,0,3,0,0,0,3,0,3,5,78,13,0,3,94,3,0,3,98,8,3,106,46,9,0,0,51,0,0,0,51,3,0,51,42,13,0,0,56,3,0,3,58,9,3,70
LGA24330,216,24,4,30,242,53,3,295,3,0,0,0,4,0,0,0,4,0,3,9,1030,161,13,17,1226,51,12,65,1291,111,7,1408,211,36,3,0,253,20,5,23,274,21,0,297,224,29,6,4,255,6,3,6,262,13,0,275,9,0,0,0,7,0,0,0,7,0,0,7,3,0,0,3,4,0,0,0,4,0,0,9,444,67,11,10,522,22,5,28,548,42,0,592,3,0,0,0,5,0,0,0,9,0,0,9,11,3,0,3,19,0,3,5,21,0,0,26,13,6,0,3,24,7,3,5,31,0,0,32,453,68,11,13,547,26,6,34,582,37,0,621,89,29,0,3,119,4,5,9,129,37,0,166,0,0,0,0,3,0,0,0,3,0,0,0,544,100,10,18,663,36,10,47,713,75,3,787,301,50,6,4,360,19,0,17,378,26,0,411,250,54,4,3,310,13,0,14,327,21,0,345
LGA24410,488,14,3,19,505,75,0,574,3,0,0,4,7,0,0,0,7,0,0,11,2401,230,36,44,2708,58,7,63,2771,133,3,2911,440,44,6,3,497,14,4,19,511,30,0,536,790,72,9,8,878,8,7,11,887,10,0,897,11,0,3,0,15,0,0,0,15,0,0,20,11,3,0,8,20,0,0,0,20,0,0,20,1251,117,18,13,1407,17,9,30,1431,41,0,1470,11,4,0,0,17,5,0,7,17,0,0,19,20,3,0,0,23,0,0,4,30,0,0,30,26,12,0,0,40,6,0,7,46,0,0,49,1276,126,18,13,1447,25,9,40,1482,39,0,1523,219,34,3,4,262,11,0,17,270,48,0,323,3,0,0,0,8,0,0,0,5,0,0,9,1497,166,26,23,1709,37,14,49,1760,92,0,1854,618,65,14,9,707,14,7,24,731,31,0,761,1042,94,19,15,1173,11,3,15,1188,37,0,1225
LGA24600,149,13,9,13,166,44,0,215,0,0,0,0,0,0,0,0,0,0,3,3,475,83,8,11,572,30,9,38,619,79,8,701,113,14,0,0,126,3,0,8,136,7,0,144,97,20,0,0,120,0,0,3,121,4,0,125,4,0,3,0,10,0,0,0,10,0,0,10,0,0,0,0,4,0,0,0,4,0,0,4,211,36,4,3,254,4,3,7,264,11,0,277,4,0,0,0,5,0,0,0,5,0,0,5,3,0,0,0,4,0,0,0,8,0,0,5,7,3,0,0,8,0,0,0,14,0,0,11,223,39,4,3,269,7,3,9,279,12,0,290,49,20,0,0,76,3,6,9,81,24,0,110,0,0,0,0,0,0,0,0,0,3,3,3,270,60,7,9,339,9,9,15,359,41,4,407,181,26,3,0,210,7,3,6,217,23,0,237,122,25,0,0,149,0,0,0,153,4,0,155
LGA24650,985,54,3,59,1045,231,5,1276,3,0,0,4,11,0,0,0,11,3,14,28,3370,442,68,80,3952,134,25,160,4111,365,26,4504,699,62,11,10,787,15,8,19,803,31,0,833,753,96,5,13,870,18,3,24,890,32,0,920,24,3,11,0,38,0,0,0,35,0,0,35,5,3,0,20,31,0,0,0,35,3,0,38,1483,167,23,43,1716,34,12,48,1763,64,3,1831,26,3,0,3,29,11,0,14,47,0,0,48,46,4,0,7,59,4,4,13,66,3,0,71,74,8,0,5,87,16,11,22,115,4,0,118,1557,177,22,49,1811,47,19,71,1878,70,3,1945,432,83,12,17,539,31,5,35,571,148,4,727,4,0,0,0,9,0,0,0,9,0,3,12,1991,263,39,62,2354,80,28,101,2463,211,13,2683,955,78,9,11,1048,29,6,39,1081,66,0,1153,945,123,15,14,1096,18,5,20,1120,58,0,1175
LGA24780,196,21,8,28,226,78,3,303,0,0,0,0,6,0,0,0,3,0,3,14,1002,89,18,15,1132,43,11,54,1189,129,8,1325,230,25,3,0,261,5,0,5,269,7,0,273,261,19,3,4,291,5,0,5,298,20,0,318,5,0,0,0,7,0,0,0,7,0,0,9,0,0,0,4,3,0,0,0,3,0,0,6,496,49,8,5,561,16,0,16,575,30,3,603,10,3,0,0,12,4,0,4,16,0,0,13,8,0,0,0,10,3,0,5,15,0,0,15,14,3,0,0,18,6,0,6,31,0,0,32,513,55,8,5,585,22,0,23,605,32,3,634,93,17,0,6,112,6,3,9,123,44,3,170,4,0,0,0,4,0,0,0,4,0,0,3,606,69,10,11,694,27,6,30,729,75,7,806,343,38,7,0,389,8,0,8,396,26,0,423,387,34,9,6,437,14,0,12,447,30,0,477
LGA24850,245,9,0,9,255,23,0,277,0,0,0,0,0,0,0,0,0,0,3,3,915,100,26,18,1051,22,4,21,1071,52,4,1130,169,14,5,3,191,5,0,5,193,17,0,207,244,32,0,3,279,0,0,3,278,7,0,289,16,3,3,0,16,0,0,0,21,0,0,20,7,0,0,3,5,0,0,0,5,0,0,5,428,47,7,10,491,7,3,10,503,25,0,524,5,0,0,0,5,0,0,0,8,4,0,12,18,0,0,0,18,0,0,0,18,0,0,16,21,0,0,0,25,0,0,0,24,6,0,33,452,45,7,10,521,6,3,12,529,28,0,555,119,19,0,5,142,11,0,11,152,23,0,179,0,0,0,0,0,0,0,0,0,0,0,0,574,70,9,14,663,17,3,19,684,55,0,736,255,34,12,0,302,9,0,9,311,14,0,324,327,39,9,5,381,3,0,5,384,10,0,393
LGA24900,88,0,0,0,91,17,0,111,0,0,0,0,0,0,0,0,0,0,0,0,609,43,9,21,680,12,3,15,698,35,0,738,138,9,0,0,148,0,0,0,151,3,0,158,175,15,7,6,198,4,0,4,200,7,0,205,14,0,0,0,16,0,0,0,13,0,0,13,0,0,0,8,8,0,0,0,8,0,0,8,329,21,5,13,370,3,0,3,374,12,0,384,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,3,3,0,0,0,5,0,0,0,5,0,0,5,327,27,5,13,369,3,0,3,372,12,0,383,45,6,3,4,54,3,0,3,57,19,0,82,0,0,0,0,0,0,0,0,0,0,0,0,372,30,10,13,427,10,0,9,434,35,4,467,213,17,0,0,233,3,0,0,238,3,3,241,204,25,8,3,238,0,0,0,235,10,0,249
LGA24970,791,33,5,40,839,116,0,955,3,0,0,3,7,0,0,0,7,3,3,16,3536,483,50,53,4124,132,34,169,4289,248,6,4546,806,80,4,9,909,27,3,31,934,41,0,982,940,132,12,10,1089,28,10,37,1127,23,0,1147,13,0,3,0,20,0,0,0,18,3,0,20,12,0,0,8,20,0,0,0,20,0,0,20,1772,216,18,25,2037,52,18,69,2102,69,0,2169,27,7,0,0,34,10,0,12,46,3,0,48,57,15,0,0,76,0,3,12,83,9,0,87,79,25,0,0,108,12,9,21,122,11,0,136,1854,241,19,25,2140,61,20,85,2225,78,0,2305,381,44,3,7,434,17,3,22,455,83,3,540,5,0,0,3,4,0,0,0,4,0,3,11,2245,284,26,31,2585,77,29,103,2689,163,6,2855,1165,127,12,15,1316,40,6,47,1367,95,0,1461,1157,204,16,14,1381,35,6,45,1427,48,0,1479
LGA25060,463,16,0,17,485,69,0,555,0,0,0,6,9,0,0,0,9,3,3,18,2403,223,36,39,2701,72,11,85,2777,134,9,2926,505,52,3,0,565,13,0,14,580,24,0,601,731,56,12,8,804,10,0,11,817,25,0,840,12,0,5,0,24,0,0,0,21,3,0,24,5,0,0,14,17,0,0,0,17,0,0,16,1259,112,19,23,1408,18,3,22,1433,50,4,1481,13,5,0,0,17,5,3,5,26,0,0,29,19,3,0,0,21,0,0,4,25,3,0,25,33,10,0,0,40,9,0,11,44,5,0,53,1291,116,19,23,1446,28,8,30,1475,54,4,1535,225,26,4,15,277,8,0,9,285,36,0,322,0,0,0,0,5,0,0,0,5,4,8,13,1518,145,26,40,1722,34,5,39,1764,95,9,1868,760,81,3,6,851,13,3,13,863,44,0,912,940,82,13,3,1042,19,3,24,1061,44,0,1106
LGA25150,180,6,0,6,187,22,0,209,3,0,0,0,4,0,0,0,4,0,0,8,743,79,24,9,852,19,0,19,870,40,0,920,141,15,3,3,160,3,0,3,165,10,0,175,212,21,3,0,235,3,0,3,241,4,0,247,4,0,0,0,3,0,0,0,7,0,0,7,0,0,0,7,9,0,0,0,9,0,0,9,358,33,5,8,412,5,0,5,414,18,0,435,4,3,0,0,8,0,0,0,7,0,0,7,7,0,0,0,7,0,0,0,7,0,0,13,16,3,0,0,17,0,0,0,21,0,0,16,375,36,5,8,429,12,0,12,433,13,0,451,92,4,3,3,103,0,0,0,105,15,0,119,0,0,0,0,3,0,0,0,3,0,3,4,461,44,9,11,531,11,0,11,542,27,3,576,242,34,3,4,281,5,0,5,289,13,0,297,262,25,0,3,290,3,0,3,293,8,0,303
LGA25250,667,24,9,39,707,153,3,859,11,4,0,11,22,0,0,0,22,0,8,28,2347,410,42,68,2862,109,29,135,2997,277,12,3285,427,62,8,0,495,15,0,21,514,35,0,554,581,90,10,6,690,8,0,8,705,25,0,728,10,0,3,0,12,0,0,0,16,0,0,14,7,0,0,4,6,0,0,0,6,3,0,11,1023,150,26,11,1207,28,5,32,1245,69,0,1314,9,0,0,0,10,4,0,4,17,0,0,17,22,7,0,0,32,5,0,11,45,3,0,45,32,10,0,0,43,9,0,15,59,3,0,58,1056,160,26,11,1253,39,6,44,1298,70,0,1371,287,70,7,15,386,9,13,19,407,111,5,520,4,0,0,3,6,0,0,0,6,0,5,16,1352,236,34,24,1649,51,13,66,1715,183,7,1910,579,100,14,3,700,12,5,16,719,53,0,765,739,104,13,3,859,13,0,14,881,46,7,925
LGA25340,633,17,3,20,651,81,0,738,8,3,0,0,13,0,0,0,13,0,10,26,3186,417,56,57,3720,62,10,72,3785,199,16,4005,560,70,7,0,632,6,3,10,638,27,0,665,1043,142,16,10,1208,13,0,15,1226,42,0,1259,17,3,6,0,24,0,0,0,24,0,0,32,15,0,0,7,18,0,0,0,18,0,0,18,1640,213,25,17,1888,20,3,17,1908,71,0,1979,17,0,0,0,17,0,0,0,22,3,0,22,23,3,0,0,27,5,0,5,28,3,0,30,42,3,0,0,43,3,0,3,53,6,0,55,1681,214,25,17,1937,22,3,25,1962,74,0,2036,282,27,3,4,321,10,3,15,333,59,0,394,0,0,0,0,0,0,0,0,0,0,10,10,1961,243,31,19,2262,32,6,40,2300,131,8,2436,905,90,11,7,1019,14,6,21,1045,51,0,1093,1253,156,16,10,1432,22,0,22,1451,51,3,1510
LGA25430,74,0,0,0,73,18,0,87,0,0,0,0,0,0,0,0,0,0,0,0,264,89,6,9,373,5,0,5,378,34,0,418,55,13,0,0,68,0,0,0,76,11,0,83,80,26,3,0,101,0,0,0,103,7,0,114,7,3,3,0,11,0,0,0,11,0,0,11,3,0,0,0,8,0,0,0,8,0,0,8,149,36,3,0,192,3,0,3,192,13,0,210,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,149,36,3,0,192,3,0,3,192,17,0,211,23,7,0,0,33,3,0,4,36,7,0,41,0,0,0,0,0,0,0,0,0,0,0,0,173,42,3,4,220,8,0,6,227,24,0,252,83,16,0,0,101,0,0,0,100,6,0,107,99,31,5,0,140,0,0,0,140,4,3,150
LGA25490,96,3,0,3,102,14,0,112,3,0,0,0,3,0,0,0,3,0,0,6,452,46,9,10,518,7,3,7,530,29,3,561,90,9,0,0,100,0,0,0,100,6,0,104,122,7,0,0,138,0,0,0,141,7,0,150,4,0,0,0,6,0,0,0,6,0,0,6,0,0,0,0,4,0,0,0,4,0,0,4,220,13,6,6,240,0,0,0,244,17,0,260,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,3,0,0,0,0,3,0,0,0,3,0,0,3,221,17,6,3,246,0,0,0,248,17,0,266,42,0,0,4,48,0,0,0,48,7,0,56,0,0,0,0,0,0,0,0,0,0,0,3,265,15,5,10,299,0,0,0,296,27,0,324,136,8,0,0,149,0,0,0,149,9,0,154,139,28,4,7,179,0,0,0,179,7,0,183
LGA25620,61,0,0,0,65,15,0,81,0,3,0,0,3,0,0,0,3,0,0,3,268,44,9,3,330,6,0,6,339,23,0,367,39,6,0,0,45,0,0,0,45,3,0,50,73,6,0,3,84,0,0,0,84,6,0,89,0,0,0,0,4,0,0,0,4,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,121,11,3,3,132,0,0,0,132,5,0,140,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,3,0,0,0,3,0,0,0,3,0,0,3,119,11,3,3,139,0,0,0,136,5,0,143,16,3,0,0,26,0,0,0,24,11,0,31,0,3,0,0,3,0,0,0,3,0,0,3,137,19,5,3,164,0,0,0,163,19,0,182,36,7,0,0,47,0,0,0,45,0,0,50,98,13,3,0,112,0,0,0,112,0,0,111
LGA25710,308,0,0,0,309,12,0,326,3,0,0,0,6,0,0,0,6,0,3,8,1881,153,27,13,2074,15,5,19,2095,53,3,2156,378,42,6,0,431,10,0,10,433,23,0,457,648,48,3,7,709,5,0,5,714,14,0,733,18,0,3,0,20,0,0,0,20,0,0,20,5,0,0,3,6,0,0,0,6,0,0,9,1052,92,9,11,1165,18,0,18,1176,41,0,1215,8,0,0,0,8,0,0,0,6,0,0,9,18,0,0,0,20,3,0,3,21,0,0,21,30,0,0,0,26,4,0,5,30,0,0,30,1076,98,9,11,1190,15,0,19,1214,37,0,1250,182,23,3,3,208,3,0,3,212,8,0,228,0,0,0,0,0,0,0,0,0,0,3,3,1261,112,14,10,1403,22,0,24,1425,52,3,1478,541,50,13,3,611,9,0,13,624,17,0,639,917,72,7,10,1006,10,0,10,1012,25,0,1037
LGA25810,51,0,0,0,50,8,0,55,0,0,0,0,0,0,0,0,0,0,0,0,191,25,5,3,223,8,0,8,235,18,0,253,50,5,0,0,54,0,0,0,54,3,0,57,58,6,0,0,64,3,0,3,68,3,0,69,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,6,0,0,0,6,0,0,6,105,10,0,0,120,3,0,3,122,5,0,131,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,5,0,0,5,106,10,0,0,120,4,0,4,129,5,0,134,21,0,0,0,29,0,0,0,26,5,0,34,0,0,0,0,0,0,0,0,0,0,0,0,134,14,4,0,146,5,0,5,152,14,0,167,86,8,0,0,90,0,0,0,91,4,0,95,68,16,3,0,89,0,0,0,89,7,0,98
LGA25900,195,5,0,5,198,15,0,216,0,0,0,3,3,0,0,0,3,0,0,3,1003,143,8,13,1171,26,5,35,1202,73,0,1278,219,30,5,0,254,9,5,10,266,16,0,287,242,37,5,3,290,7,3,4,294,13,0,304,3,0,0,0,4,0,0,0,4,0,0,4,0,0,0,3,4,0,0,0,4,0,0,4,465,71,9,9,555,11,7,19,573,27,0,605,8,0,0,0,4,0,0,3,6,0,0,13,12,4,0,0,10,0,0,0,12,0,0,12,12,3,0,0,16,3,0,3,21,0,0,23,480,75,9,9,572,14,6,26,592,30,0,624,77,13,0,3,88,0,0,0,96,15,0,110,0,0,0,3,0,0,0,0,0,0,0,0,560,85,9,7,665,20,9,29,689,44,0,737,259,45,0,0,305,9,0,9,312,26,0,338,303,37,3,3,338,4,0,3,347,21,0,365
LGA25990,38,0,0,0,38,5,0,50,0,0,0,0,0,0,0,0,0,0,0,0,121,16,7,7,158,5,0,5,165,10,0,173,18,0,0,0,22,0,0,0,22,3,0,25,42,5,0,0,47,0,0,0,45,0,0,47,3,0,0,0,3,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,66,5,0,0,71,0,0,0,72,3,0,77,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,3,0,0,0,3,0,0,3,70,5,0,0,74,0,0,0,74,7,0,81,10,0,0,0,19,0,0,0,21,10,0,31,0,0,0,0,0,0,0,0,0,0,0,0,80,8,3,0,92,3,0,3,90,15,0,109,33,3,0,0,38,0,0,0,38,4,0,45,42,12,0,0,51,0,0,0,51,3,0,59
