LGA_CODE_2016,M_Tot_15_19,M_Tot_20_24,M_Tot_25_34,M_Tot_35_44,M_Tot_45_54,M_Tot_55_64,M_Tot_65_74,M_Tot_75_84,M_Tot_85ov,M_Tot_Tot,F_Ag_For_Fshg_15_19,F_Ag_For_Fshg_20_24,F_Ag_For_Fshg_25_34,F_Ag_For_Fshg_35_44,F_Ag_For_Fshg_45_54,F_Ag_For_Fshg_55_64,F_Ag_For_Fshg_65_74,F_Ag_For_Fshg_75_84,F_Ag_For_Fshg_85ov,F_Ag_For_Fshg_Tot,F_Mining_15_19,F_Mining_20_24,F_Mining_25_34,F_Mining_35_44,F_Mining_45_54,F_Mining_55_64,F_Mining_65_74,F_Mining_75_84,F_Mining_85ov,F_Mining_Tot,F_Manufact_15_19,F_Manufact_20_24,F_Manufact_25_34,F_Manufact_35_44,F_Manufact_45_54,F_Manufact_55_64,F_Manufact_65_74,F_Manufact_75_84,F_Manufact_85ov,F_Manufact_Tot,F_El_Gas_Wt_Waste_15_19,F_El_Gas_Wt_Waste_20_24,F_El_Gas_Wt_Waste_25_34,F_El_Gas_Wt_Waste_35_44,F_El_Gas_Wt_Waste_45_54,F_El_Gas_Wt_Waste_55_64,F_El_Gas_Wt_Waste_65_74,F_El_Gas_Wt_Waste_75_84,F_El_Gas_Wt_Waste_85ov,F_El_Gas_Wt_Waste_Tot,F_Constru_15_19,F_Constru_20_24,F_Constru_25_34,F_Constru_35_44,F_Constru_45_54,F_Constru_55_64,F_Constru_65_74,F_Constru_75_84,F_Constru_85ov,F_Constru_Tot,F_WhlesaleTde_15_19,F_WhlesaleTde_20_24,F_WhlesaleTde_25_34,F_WhlesaleTde_35_44,F_WhlesaleTde_45_54,F_WhlesaleTde_55_64,F_WhlesaleTde_65_74,F_WhlesaleTde_75_84,F_WhlesaleTde_85ov,F_WhlesaleTde_Tot,F_RetTde_15_19,F_RetTde_20_24,F_RetTde_25_34,F_RetTde_35_44,F_RetTde_45_54,F_RetTde_55_64,F_RetTde_65_74,F_RetTde_75_84,F_RetTde_85ov,F_RetTde_Tot,F_Accom_food_15_19,F_Accom_food_20_24,F_Accom_food_25_34,F_Accom_food_35_44,F_Accom_food_45_54,F_Accom_food_55_64,F_Accom_food_65_74,F_Accom_food_75_84,F_Accom_food_85ov,F_Accom_food_Tot,F_Trans_post_wrehsg_15_19,F_Trans_post_wrehsg_20_24,F_Trans_post_wrehsg_25_34,F_Trans_post_wrehsg_35_44,F_Trans_post_wrehsg_45_54,F_Trans_post_wrehsg_55_64,F_Trans_post_wrehsg_65_74,F_Trans_post_wrehsg_75_84,F_Trans_post_wrehsg_85ov,F_Trans_post_wrehsg_Tot,F_Info_media_teleco_15_19,F_Info_media_teleco_20_24,F_Info_media_teleco_25_34,F_Info_media_teleco_35_44,F_Info_media_teleco_45_54,F_Info_media_teleco_55_64,F_Info_media_teleco_65_74,F_Info_media_teleco_75_84,F_Info_media_teleco_85ov,F_Info_media_teleco_Tot,F_Fin_Insur_15_19,F_Fin_Insur_20_24,F_Fin_Insur_25_34,F_Fin_Insur_35_44,F_Fin_Insur_45_54,F_Fin_Insur_55_64,F_Fin_Insur_65_74,F_Fin_Insur_75_84,F_Fin_Insur_85ov,F_Fin_Insur_Tot,F_RtnHir_REst_15_19,F_RtnHir_REst_20_24,F_RtnHir_REst_25_34,F_RtnHir_REst_35_44,F_RtnHir_REst_45_54,F_RtnHir_REst_55_64,F_RtnHir_REst_65_74,F_RtnHir_REst_75_84,F_RtnHir_REst_85ov,F_RtnHir_REst_Tot,F_Pro_scien_tec_15_19,F_Pro_scien_tec_20_24,F_Pro_scien_tec_25_34,F_Pro_scien_tec_35_44,F_Pro_scien_tec_45_54,F_Pro_scien_tec_55_64,F_Pro_scien_tec_65_74,F_Pro_scien_tec_75_84,F_Pro_scien_tec_85ov,F_Pro_scien_tec_Tot,F_Admin_supp_15_19,F_Admin_supp_20_24,F_Admin_supp_25_34,F_Admin_supp_35_44,F_Admin_supp_45_54,F_Admin_supp_55_64,F_Admin_supp_65_74,F_Admin_supp_75_84,F_Admin_supp_85ov,F_Admin_supp_Tot,F_Public_admin_sfty_15_19,F_Public_admin_sfty_20_24,F_Public_admin_sfty_25_34,F_Public_admin_sfty_35_44,F_Public_admin_sfty_45_54,F_Public_admin_sfty_55_64,F_Public_admin_sfty_65_74,F_Public_admin_sfty_75_84,F_Public_admin_sfty_85ov,F_Public_admin_sfty_Tot,F_Educ_trng_15_19,F_Educ_trng_20_24,F_Educ_trng_25_34,F_Educ_trng_35_44,F_Educ_trng_45_54,F_Educ_trng_55_64,F_Educ_trng_65_74,F_Educ_trng_75_84,F_Educ_trng_85ov,F_Educ_trng_Tot,F_HlthCare_SocAs_15_19,F_HlthCare_SocAs_20_24,F_HlthCare_SocAs_25_34,F_HlthCare_SocAs_35_44,F_HlthCare_SocAs_45_54,F_HlthCare_SocAs_55_64,F_HlthCare_SocAs_65_74,F_HlthCare_SocAs_75_84,F_HlthCare_SocAs_85ov,F_HlthCare_SocAs_Tot,F_Art_recn_15_19,F_Art_recn_20_24,F_Art_recn_25_34,F_Art_recn_35_44,F_Art_recn_45_54,F_Art_recn_55_64,F_Art_recn_65_74,F_Art_recn_75_84,F_Art_recn_85ov,F_Art_recn_Tot,F_Oth_scs_15_19,F_Oth_scs_20_24,F_Oth_scs_25_34,F_Oth_scs_35_44,F_Oth_scs_45_54,F_Oth_scs_55_64,F_Oth_scs_65_74,F_Oth_scs_75_84,F_Oth_scs_85ov,F_Oth_scs_Tot
LGA22250,119,190,335,389,538,544,207,48,5,2379,10,8,21,45,80,64,46,11,0,288,0,0,0,3,0,0,0,0,0,6,4,3,3,16,17,16,5,0,0,73,0,0,4,0,6,3,0,0,0,14,0,0,7,10,11,3,0,0,0,38,0,3,5,0,6,0,0,0,0,22,52,20,31,38,71,48,14,0,0,280,32,8,21,18,26,26,4,0,0,135,0,3,3,4,5,20,0,3,0,43,0,0,0,0,6,0,0,0,0,11,0,3,6,9,6,12,4,0,0,37,0,0,6,0,0,0,0,0,0,11,0,3,15,14,22,18,3,0,0,71,0,3,5,8,16,11,0,0,0,48,8,6,20,31,35,27,10,0,0,131,0,7,35,39,56,37,8,0,0,192,4,29,71,85,126,127,25,0,0,465,0,0,4,7,0,4,0,0,0,17,0,11,9,11,11,11,8,0,0,55
LGA22310,1052,2752,8645,8531,7603,5192,1746,231,45,35790,0,9,16,12,14,9,3,0,0,57,0,0,14,17,13,5,0,0,0,51,61,64,265,304,268,143,45,5,0,1154,0,8,83,98,42,20,3,0,0,244,3,27,161,148,158,85,33,3,0,612,9,64,256,261,234,114,21,3,0,956,365,610,801,573,589,400,118,12,3,3480,377,422,482,235,192,113,29,0,0,1859,0,31,134,141,123,81,9,3,0,526,17,53,204,225,158,65,16,0,0,742,6,69,547,589,423,179,40,3,0,1863,6,52,188,162,153,101,36,9,0,706,31,249,1131,1055,883,416,126,11,0,3903,14,97,352,289,307,156,59,10,0,1283,3,57,329,438,432,313,43,5,0,1627,108,280,1056,1117,1374,1040,232,3,0,5210,60,421,1551,1428,1560,1149,287,25,4,6485,82,118,154,136,141,55,20,3,0,712,41,118,285,219,295,158,57,6,0,1181
LGA22410,265,333,598,790,1127,966,299,72,5,4460,11,14,26,57,62,85,60,14,0,338,0,0,0,0,0,0,0,0,0,5,4,17,15,32,56,30,0,0,0,156,0,0,0,0,4,0,0,0,0,10,0,0,8,12,12,4,0,0,0,49,5,5,6,13,20,14,0,0,0,64,84,28,54,89,104,88,14,3,0,459,90,54,48,48,59,30,12,0,0,351,4,8,12,22,21,16,4,0,0,85,0,0,6,4,9,3,0,0,0,19,0,0,15,11,18,16,4,0,0,66,4,7,8,9,11,10,3,3,0,44,3,3,25,31,30,25,5,0,0,130,0,5,10,26,32,21,8,3,0,107,3,3,30,49,82,50,5,0,0,230,14,15,52,106,134,92,20,0,0,435,10,53,149,188,298,268,38,0,0,993,11,8,8,13,5,5,0,0,0,50,7,9,24,34,29,20,8,0,0,132
LGA22490,277,384,851,1312,1349,998,279,43,7,5493,3,12,19,33,48,44,45,3,0,209,0,0,3,4,3,0,0,0,0,7,22,18,26,48,63,40,3,0,0,223,0,3,0,9,8,3,0,0,0,23,6,6,23,38,25,14,0,0,0,112,7,3,16,19,21,17,3,0,0,80,82,59,113,127,139,79,15,0,0,611,115,39,26,43,33,29,0,0,0,295,3,8,19,20,27,18,9,0,0,92,3,4,17,24,10,5,3,0,0,64,0,7,30,37,24,5,6,0,0,108,0,11,11,15,5,7,0,0,0,50,0,20,57,58,60,25,3,0,0,224,0,3,27,32,46,27,6,0,0,136,3,7,62,94,105,51,9,0,0,329,10,27,110,152,166,111,16,0,0,601,15,59,200,279,348,235,25,0,3,1161,7,13,9,17,13,4,3,0,0,67,4,15,27,35,29,27,5,0,0,137
LGA22620,1376,2545,5283,4990,5203,4227,1035,157,16,24843,10,16,45,63,72,73,44,15,0,342,0,12,24,20,27,13,3,0,0,102,107,181,233,207,269,191,28,0,0,1214,0,4,37,54,44,25,0,0,0,165,5,37,103,126,114,70,12,0,0,468,11,34,41,36,52,39,5,0,0,222,507,582,560,463,564,409,72,10,0,3174,615,437,312,225,214,140,24,3,0,1969,8,18,44,52,107,74,14,3,0,317,10,30,58,45,41,30,11,0,0,228,7,81,283,311,251,123,12,0,0,1064,11,23,64,46,58,40,16,0,0,254,26,74,232,266,195,133,37,3,0,960,15,54,141,161,198,157,34,6,4,764,13,56,272,370,353,263,43,3,0,1369,45,204,613,740,816,557,77,3,5,3054,83,521,1373,1281,1570,1369,183,10,3,6392,43,57,57,60,59,48,15,0,0,343,42,109,207,143,177,106,35,4,0,823
LGA22670,1016,3833,10517,7959,6343,4330,978,81,6,35078,8,17,95,71,80,45,9,0,0,325,0,0,7,7,0,0,0,0,0,13,40,175,605,673,833,491,49,3,0,2861,3,4,70,37,23,8,3,0,0,149,5,35,129,111,80,50,13,0,0,417,17,67,236,221,187,101,15,0,0,846,310,676,821,534,445,277,49,0,0,3112,437,375,497,303,233,158,21,0,0,2023,4,43,172,155,135,86,18,3,0,618,18,33,101,43,24,19,4,0,0,239,3,121,402,267,168,71,14,0,0,1058,4,32,104,67,50,26,12,0,0,295,12,145,437,277,152,103,30,0,0,1158,12,114,406,228,252,162,27,3,0,1210,0,40,206,191,168,163,46,0,0,815,29,138,438,445,395,262,65,3,0,1785,45,457,1647,1181,996,734,158,3,0,5220,31,57,69,39,37,19,6,0,0,263,24,121,364,291,226,101,24,0,0,1163
LGA22750,2724,5289,11430,11442,11133,8629,2096,276,37,53059,10,19,44,71,81,63,42,11,3,354,0,3,9,8,6,4,0,0,0,39,164,177,298,344,405,287,45,0,0,1727,4,45,117,98,72,29,0,0,0,368,19,59,194,277,252,150,33,4,0,996,29,76,139,168,139,111,19,0,0,678,977,1234,1461,1189,1274,893,132,7,3,7163,1352,970,661,517,490,321,72,3,3,4389,15,72,134,164,230,149,32,4,0,800,43,61,113,113,87,60,16,0,0,490,7,102,497,459,398,170,24,0,3,1659,14,95,186,143,127,105,23,5,0,706,30,183,602,703,555,356,92,10,0,2526,19,106,290,402,487,308,87,8,0,1701,24,136,653,841,863,573,95,3,0,3189,92,381,1454,1667,1796,1315,190,7,0,6910,131,966,2731,2729,3247,2573,412,15,0,12808,96,120,145,150,150,96,38,0,0,797,68,244,439,368,354,240,57,7,0,1776
LGA22830,833,1191,2802,2825,3083,2491,769,122,23,14146,17,31,136,109,144,133,86,20,5,677,0,0,0,0,0,3,0,0,0,4,42,38,99,142,176,124,7,0,0,644,3,9,61,56,54,13,0,0,0,199,9,13,53,58,68,46,4,0,0,258,4,20,33,35,55,24,0,0,0,174,333,190,276,278,368,239,54,3,0,1740,296,117,124,117,122,88,23,3,0,898,5,17,32,46,56,41,15,0,0,206,8,14,37,22,26,16,4,0,0,120,3,23,61,60,56,34,0,0,0,242,8,20,33,35,46,14,7,0,0,150,22,62,132,116,126,79,19,3,0,552,10,42,100,87,119,80,28,0,0,465,4,23,105,171,163,113,16,0,0,589,30,85,318,355,430,302,38,3,0,1564,36,236,675,723,824,707,108,3,0,3317,20,10,26,20,22,14,3,0,0,117,26,55,104,95,114,73,19,0,0,488
LGA22910,122,191,407,644,796,793,263,44,7,3269,3,5,10,18,20,28,31,8,0,128,0,0,0,0,0,0,0,0,0,0,18,8,6,25,30,26,0,0,0,125,0,0,0,5,3,3,0,0,0,9,0,5,4,20,16,11,3,0,0,61,0,0,4,5,3,8,3,0,0,26,33,29,43,53,80,69,9,0,0,327,37,42,64,81,78,39,13,0,3,355,0,0,3,17,22,16,7,0,0,68,0,0,6,15,8,4,3,0,0,37,0,9,10,13,11,11,0,0,0,49,0,3,3,12,11,7,0,0,0,40,0,3,23,35,52,34,16,0,0,168,3,3,11,21,30,31,12,0,0,106,0,0,25,45,55,45,10,0,0,192,0,14,40,68,118,115,20,0,0,376,6,39,79,136,214,251,36,0,0,761,4,3,4,19,13,14,7,0,0,68,9,10,16,22,21,15,0,0,0,94
LGA22980,47,112,189,222,265,287,95,29,8,1254,3,8,16,18,40,32,18,9,0,138,0,0,0,0,0,0,0,0,0,0,5,6,3,4,11,12,3,0,0,55,0,0,0,3,4,0,0,0,0,7,0,0,0,0,3,0,0,0,0,3,0,0,0,3,3,0,0,0,0,5,13,12,7,22,22,20,3,0,0,92,9,0,3,9,3,14,3,0,0,43,0,0,0,0,10,3,0,0,0,18,0,0,3,0,3,0,0,0,0,10,0,0,0,4,9,7,0,0,0,22,0,0,0,0,0,0,0,0,0,3,0,0,5,6,7,8,3,0,0,30,0,0,3,3,3,4,3,0,0,25,0,3,8,9,11,12,0,0,0,45,0,12,14,26,30,29,3,0,0,122,5,27,62,54,101,106,13,0,0,371,0,0,0,0,0,0,0,0,0,0,0,7,4,4,11,0,0,0,0,25
LGA23110,764,1796,5292,5527,4879,3268,653,66,8,22262,0,0,10,15,13,4,3,0,0,49,0,0,6,11,3,9,0,0,0,31,41,44,191,217,244,143,23,3,0,906,0,15,41,51,32,6,0,0,0,145,8,24,88,114,132,59,10,0,0,439,11,34,105,158,137,55,9,0,0,507,256,382,465,376,388,216,35,3,0,2121,284,239,272,157,150,91,14,3,0,1216,3,62,163,195,236,131,13,0,0,803,10,36,109,121,99,45,10,0,0,432,4,36,297,351,228,96,10,0,0,1033,10,39,103,108,61,39,7,0,0,372,9,103,462,500,385,163,28,4,0,1643,9,57,196,187,199,104,21,0,0,761,3,43,250,395,437,231,40,0,0,1391,37,135,550,644,731,484,67,9,0,2654,22,188,811,794,836,614,108,3,0,3379,32,65,118,91,103,53,8,0,0,472,15,59,153,155,138,94,21,0,0,642
LGA23190,295,414,924,854,991,896,282,67,9,4731,10,9,17,30,38,45,40,12,3,200,0,0,0,0,0,0,0,0,0,3,10,6,15,25,21,6,4,0,0,92,0,3,16,14,6,0,0,0,0,47,0,7,14,12,25,14,4,0,0,79,3,4,8,14,18,9,0,0,0,64,85,62,84,103,140,110,6,0,0,597,115,49,62,38,60,51,9,0,0,379,0,3,9,16,12,9,3,0,0,51,3,11,13,6,10,3,3,0,0,43,0,16,25,35,15,11,3,0,0,104,4,8,4,9,7,3,0,0,0,37,3,13,44,46,50,28,6,0,0,197,0,11,25,42,36,40,3,0,0,152,6,9,46,63,72,43,9,0,0,249,4,29,110,112,124,110,20,0,0,509,24,104,260,229,275,292,37,0,0,1218,12,8,14,16,9,9,5,0,0,67,11,20,38,25,43,26,4,0,0,172
LGA23270,1931,4725,11594,10247,9374,5739,1160,79,20,44863,0,14,24,18,22,18,7,0,0,109,0,0,8,10,6,3,0,0,0,28,87,116,365,475,593,344,46,0,0,2031,7,24,81,63,58,35,0,0,0,266,12,61,210,170,197,87,17,0,0,757,23,92,205,221,192,109,16,0,0,861,648,1044,992,725,912,446,74,6,0,4839,894,483,489,351,376,196,24,0,0,2823,25,173,484,467,523,239,33,3,0,1944,31,53,110,80,60,26,3,0,0,365,6,127,492,410,307,137,20,0,0,1504,21,71,169,126,111,66,9,0,0,575,19,184,559,411,335,171,29,3,0,1721,15,132,375,327,410,197,38,0,0,1505,11,122,465,546,554,321,46,3,0,2069,65,357,1056,1050,962,609,85,4,0,4184,79,676,2017,1787,1640,1054,155,8,0,7416,43,91,108,89,72,56,17,0,0,476,46,129,325,245,261,131,16,3,0,1155
LGA23350,187,247,473,730,932,868,308,45,12,3802,7,9,17,27,37,47,36,5,0,182,0,0,0,0,0,0,0,0,0,4,15,13,44,61,74,58,18,0,0,286,0,0,0,3,0,0,0,0,0,3,0,3,11,11,18,13,0,0,0,50,0,0,8,3,13,8,3,0,0,37,77,31,44,73,104,63,15,0,0,413,65,28,44,38,63,43,10,0,0,295,0,3,16,20,31,13,8,0,0,90,0,0,3,8,6,0,0,0,0,15,0,4,16,16,17,14,0,0,0,66,4,0,3,9,12,6,0,0,0,30,3,4,9,46,61,25,3,0,0,158,0,5,11,19,32,29,10,0,0,112,0,3,37,76,112,76,6,0,3,319,9,11,57,118,127,122,16,0,0,471,14,28,106,184,268,251,39,3,0,894,0,3,10,10,8,9,3,0,0,46,11,9,19,14,33,14,9,0,0,111
LGA23430,1504,3198,7996,9369,8659,5836,1583,208,37,38381,5,5,20,30,29,13,0,0,0,110,0,3,0,12,4,4,0,0,0,25,89,106,302,546,577,382,83,7,0,2089,0,9,57,94,55,41,9,0,0,264,13,34,201,224,246,121,23,3,0,862,13,65,242,365,325,174,46,0,0,1239,628,755,828,689,833,487,112,9,0,4342,585,411,358,258,274,160,31,5,0,2087,8,27,121,150,193,116,25,0,0,633,15,44,133,170,119,39,6,0,0,524,4,80,424,535,417,187,37,3,0,1678,16,72,194,177,130,73,18,0,0,674,18,160,737,838,611,297,95,8,0,2765,9,106,288,335,304,192,42,3,0,1274,8,95,349,578,566,319,68,4,0,1985,72,236,939,1229,1235,903,127,5,0,4757,64,460,1588,1607,1785,1337,277,6,0,7128,75,95,122,123,132,53,23,5,0,623,48,116,287,321,293,184,43,3,0,1297
LGA23670,1881,3730,8472,8664,8910,6898,1684,135,15,40404,4,7,16,11,28,13,4,0,0,80,0,0,3,5,10,7,0,0,0,27,102,126,354,532,727,491,72,7,0,2405,0,9,81,71,43,30,0,0,0,241,20,83,222,201,249,154,24,3,0,961,17,112,319,422,451,268,40,0,3,1634,732,954,882,798,928,656,115,4,0,5075,692,490,333,268,273,171,21,0,0,2261,6,41,140,138,198,154,23,0,0,701,23,44,142,132,111,65,6,0,0,529,13,90,387,362,352,210,27,3,0,1440,20,53,152,138,105,78,11,0,0,569,21,219,620,630,504,296,72,5,0,2364,23,102,252,272,371,240,45,3,0,1302,3,71,317,373,428,325,63,3,0,1585,110,286,942,961,1173,864,105,3,0,4454,102,580,1695,1622,1914,1575,295,13,3,7798,74,116,122,90,96,45,11,0,0,559,57,180,352,317,342,205,41,0,0,1495
LGA23810,856,1454,3180,2976,3320,2789,653,86,15,15336,8,16,32,41,57,39,31,11,3,235,0,3,9,10,11,10,0,0,0,37,20,18,73,79,73,58,12,0,0,325,3,14,53,48,63,28,0,0,0,202,6,15,76,68,58,29,3,0,0,265,4,16,31,31,34,13,0,0,0,127,324,284,397,357,405,267,36,10,0,2080,363,238,159,147,153,118,31,0,0,1211,3,8,25,46,65,49,7,0,0,212,11,35,30,24,23,16,3,0,0,142,5,36,98,84,85,31,3,0,0,352,3,20,45,49,39,31,11,0,0,204,12,46,122,96,109,74,18,3,0,477,6,35,64,110,125,105,20,0,0,469,12,128,369,361,368,256,27,0,0,1524,22,99,305,381,507,373,55,3,0,1748,41,317,791,671,828,737,147,8,0,3543,21,19,32,37,25,20,5,3,0,165,26,76,117,95,84,56,20,0,0,478
LGA23940,53,78,185,260,351,424,143,52,7,1556,0,4,27,48,60,80,53,10,0,290,0,0,0,0,0,0,0,0,0,3,8,4,11,8,22,11,4,0,0,72,0,0,0,0,0,0,0,0,0,5,0,0,0,3,3,0,3,0,0,15,0,0,3,5,5,6,0,0,0,21,26,10,12,21,32,24,3,0,0,118,18,7,5,12,10,9,0,0,0,57,0,0,0,3,9,7,0,0,0,24,0,0,0,0,3,0,0,0,0,3,0,0,3,10,8,5,0,0,0,26,0,0,3,0,0,0,0,0,0,4,0,3,9,4,7,7,4,0,0,37,0,0,4,3,4,12,3,0,0,26,0,3,10,6,37,19,0,0,0,67,0,6,14,31,44,42,0,0,0,143,3,10,36,42,86,79,21,0,0,278,0,0,0,3,0,0,0,0,0,5,0,3,5,9,10,3,0,0,0,27
LGA24130,537,828,1591,2529,2918,2158,709,93,13,11374,11,6,27,40,40,38,38,3,5,207,0,0,4,4,3,0,0,0,0,13,53,41,59,112,127,62,17,0,0,477,0,0,10,16,13,8,0,0,0,55,4,12,44,77,84,33,3,0,0,261,6,12,29,42,32,23,10,0,0,153,192,125,119,160,262,153,36,0,3,1039,177,119,68,96,113,62,16,0,3,656,10,19,59,89,131,60,16,0,0,380,0,7,24,37,29,27,5,0,0,130,3,24,65,116,117,39,16,0,0,390,3,5,31,42,40,30,15,0,0,163,7,41,105,244,188,112,35,0,0,743,5,21,48,97,113,67,22,0,0,376,8,27,119,197,239,149,25,0,0,770,11,65,231,394,467,376,57,0,0,1596,29,124,306,446,594,449,74,4,0,2030,19,32,33,47,57,26,12,0,0,225,15,43,58,73,90,58,22,0,0,355
LGA24210,1063,2438,5157,5630,6594,4871,1687,316,28,27779,0,14,7,11,20,7,8,3,0,61,0,0,0,8,3,4,0,0,0,23,67,48,141,207,260,155,50,11,0,941,0,7,43,42,32,9,0,0,0,131,4,30,99,161,162,108,40,6,0,603,13,64,152,204,246,113,25,9,0,827,461,688,552,481,614,429,142,13,0,3381,418,283,246,230,297,192,25,3,0,1696,4,16,70,107,130,76,19,3,0,417,13,41,80,97,85,52,11,0,0,381,5,70,345,343,320,141,23,0,0,1255,4,54,162,116,131,71,26,4,0,570,25,185,551,572,589,310,85,15,0,2340,11,53,157,201,223,161,48,8,0,859,3,39,146,247,337,191,51,3,0,1020,74,188,489,618,974,699,154,13,0,3208,51,310,921,1017,1310,1049,291,20,0,4971,63,73,91,68,73,53,17,3,0,436,29,67,191,185,248,142,45,3,0,905
LGA24250,116,118,261,358,427,440,184,30,5,1944,3,8,11,11,8,31,12,7,0,105,0,0,0,0,0,0,0,0,0,3,9,3,9,3,8,13,0,0,0,49,0,0,0,0,0,3,0,0,0,5,0,0,3,16,10,8,0,0,0,37,0,0,3,3,9,3,0,0,0,23,26,19,25,41,72,71,18,0,0,264,27,17,39,32,55,49,16,0,0,245,0,7,6,11,3,6,0,0,0,36,3,0,4,3,3,6,3,0,0,14,0,0,3,0,8,4,0,0,0,18,0,7,5,10,7,8,3,0,0,45,5,3,15,29,19,26,8,0,0,99,0,7,4,17,18,20,5,0,0,76,3,0,8,13,39,28,7,0,0,102,3,5,46,54,65,66,11,0,0,250,7,14,35,61,68,79,21,0,0,288,0,0,9,13,3,4,0,0,0,31,7,3,8,14,17,9,7,0,0,72
LGA24330,475,2194,7545,5729,3670,2113,370,35,10,22133,0,4,22,13,14,4,0,0,0,55,0,0,3,7,10,0,0,0,0,20,38,44,212,241,204,93,18,0,0,835,0,8,61,62,15,3,4,0,0,150,3,20,105,92,40,26,4,0,0,287,3,34,142,111,74,41,3,0,0,413,179,410,602,327,273,145,24,3,0,1962,191,411,554,233,164,81,10,0,0,1648,0,29,150,155,124,54,3,0,0,512,18,43,188,166,75,31,3,0,0,512,4,66,430,353,157,54,3,0,0,1071,3,31,104,93,42,16,3,0,0,299,3,134,709,544,278,89,17,0,0,1770,0,83,346,196,120,66,14,4,0,833,4,37,399,444,320,143,20,0,0,1371,27,159,760,640,518,301,32,3,3,2443,15,209,1207,784,618,397,58,0,0,3294,21,68,195,143,72,27,11,0,0,538,15,83,250,173,123,72,12,4,0,727
LGA24410,1329,2519,6249,6662,6067,4321,1147,138,14,28447,0,3,11,23,16,15,0,0,0,67,0,0,3,17,8,0,0,0,0,29,71,62,238,296,372,213,39,4,0,1290,4,7,46,52,21,10,6,0,0,141,11,55,147,156,191,107,14,0,0,679,21,48,190,191,216,129,16,0,0,822,490,590,595,485,638,391,95,6,0,3283,533,323,245,184,155,91,21,0,0,1546,5,33,90,87,111,62,16,0,0,404,35,36,116,91,81,55,11,0,0,424,3,46,261,280,246,122,11,0,3,978,11,47,153,123,96,68,22,4,0,522,18,142,518,518,406,258,65,4,0,1930,12,82,220,233,224,147,41,0,0,956,17,46,271,391,336,248,38,6,0,1354,55,196,849,837,1013,689,109,7,0,3757,76,451,1348,1296,1426,1087,233,6,0,5925,52,88,86,83,74,38,18,0,0,439,32,122,246,206,230,148,34,0,0,1013
LGA24600,653,4279,15455,6372,3467,2321,916,162,34,33655,3,10,24,9,12,7,6,3,0,82,0,0,15,19,7,3,0,0,0,52,20,89,332,132,83,54,15,3,0,735,0,13,130,55,15,6,0,0,0,213,9,39,189,71,59,22,4,0,0,398,7,74,249,129,86,37,24,0,0,606,209,823,1186,295,187,136,44,4,0,2886,449,1534,1891,313,151,73,22,4,0,4438,4,41,242,115,88,36,15,0,0,543,18,94,401,158,91,41,8,0,0,813,8,166,1071,443,238,95,21,0,3,2044,6,93,294,101,70,49,26,3,0,643,35,552,2595,803,390,263,79,12,0,4729,16,170,598,170,115,67,12,3,0,1155,6,71,573,372,263,142,23,0,3,1455,93,411,1278,621,430,346,114,7,0,3303,26,401,1988,747,483,434,136,12,4,4235,53,182,417,190,96,57,21,3,0,1025,18,169,412,141,116,70,16,0,0,945
LGA24650,1504,2801,7767,9216,6513,3843,701,43,3,32402,0,3,20,37,21,17,0,0,0,104,0,0,8,9,9,4,0,0,0,34,47,80,229,414,340,176,16,0,0,1305,3,13,60,70,36,17,0,0,0,205,4,64,182,229,158,55,4,0,0,698,10,40,183,199,179,68,7,0,0,696,508,652,780,822,663,364,42,0,0,3837,668,334,337,279,253,131,14,0,0,2021,25,121,406,438,367,185,14,0,0,1560,23,23,117,95,53,24,0,0,0,335,3,78,449,475,243,101,10,0,0,1360,9,55,133,108,71,28,8,0,0,412,17,91,429,469,232,117,13,0,0,1366,14,99,260,299,264,176,25,3,0,1139,9,67,384,478,379,216,38,0,0,1572,63,194,845,975,694,351,39,0,0,3164,57,393,1380,1494,1226,707,99,0,3,5355,54,68,101,110,80,47,11,0,0,467,35,116,251,217,157,79,12,0,0,879
LGA24780,672,1004,2371,2248,2475,2190,594,86,23,11669,15,40,84,105,133,168,75,15,0,625,0,0,3,3,5,7,0,0,0,20,25,23,65,74,96,70,10,3,0,364,0,3,0,16,21,14,0,0,0,52,0,13,34,39,50,36,3,0,0,176,10,11,37,33,35,30,3,0,0,161,329,204,271,259,342,225,37,0,0,1667,231,156,185,133,144,99,28,0,0,973,3,19,32,42,53,46,10,0,0,207,14,16,16,16,20,9,0,0,0,84,4,18,46,48,50,37,3,4,0,213,0,11,25,39,30,24,7,0,0,138,13,46,110,86,78,51,21,3,0,405,9,42,105,110,159,122,17,0,0,562,0,32,108,139,168,137,29,3,0,614,16,83,261,351,399,267,47,0,0,1429,33,210,505,482,599,506,70,3,3,2406,20,12,16,23,9,11,0,0,0,92,10,40,67,57,76,42,9,0,0,309
