LGA_CODE_2016,Canada_Before_1946,Canada_1946_1955,Canada_1956_1965,Canada_1966_1975,Canada_1976_1985,Canada_1986_1995,Canada_1996_2005,Canada_2006_2010,Canada_2011,Canada_2012,Canada_2013,Canada_2014,Canada_2015,Canada_2016,Canada_Yr_arrival_NS,Canada_Tot,China_exc_SARs_Taiw_Bef_1946,China_exc_SARs_Taiwan_46_55,China_exc_SARs_Taiwan_56_65,China_exc_SARs_Taiwan_66_75,China_exc_SARs_Taiwan_76_85,China_exc_SARs_Taiwan_86_95,China_exc_SARs_Taiwan_96_05,China_exc_SARs_Taiwan_06_10,China_exc_SARs_Taiwan_2011,China_exc_SARs_Taiwan_2012,China_exc_SARs_Taiwan_2013,China_exc_SARs_Taiwan_2014,China_exc_SARs_Taiwan_2015,China_exc_SARs_Taiwan_2016,China_exc_SARs_Tawan_arr_ns,China_exc_SARs_Taiwan_Tot,Croatia_Before_1946,Croatia_1946_1955,Croatia_1956_1965,Croatia_1966_1975,Croatia_1976_1985,Croatia_1986_1995,Croatia_1996_2005,Croatia_2006_2010,Croatia_2011,Croatia_2012,Croatia_2013,Croatia_2014,Croatia_2015,Croatia_2016,Croatia_Yr_arrival_NS,Croatia_Tot,Egypt_Before_1946,Egypt_1946_1955,Egypt_1956_1965,Egypt_1966_1975,Egypt_1976_1985,Egypt_1986_1995,Egypt_1996_2005,Egypt_2006_2010,Egypt_2011,Egypt_2012,Egypt_2013,Egypt_2014,Egypt_2015,Egypt_2016,Egypt_Yr_arrival_NS,Egypt_Tot,Fiji_Before_1946,Fiji_1946_1955,Fiji_1956_1965,Fiji_1966_1975,Fiji_1976_1985,Fiji_1986_1995,Fiji_1996_2005,Fiji_2006_2010,Fiji_2011,Fiji_2012,Fiji_2013,Fiji_2014,Fiji_2015,Fiji_2016,Fiji_Yr_arrival_NS,Fiji_Tot,Germany_Before_1946,Germany_1946_1955,Germany_1956_1965,Germany_1966_1975,Germany_1976_1985,Germany_1986_1995,Germany_1996_2005,Germany_2006_2010,Germany_2011,Germany_2012,Germany_2013,Germany_2014,Germany_2015,Germany_2016,Germany_Yr_arrival_NS,Germany_Tot,Greece_Before_1946,Greece_1946_1955,Greece_1956_1965,Greece_1966_1975,Greece_1976_1985,Greece_1986_1995,Greece_1996_2005,Greece_2006_2010,Greece_2011,Greece_2012,Greece_2013,Greece_2014,Greece_2015,Greece_2016,Greece_Yr_arrival_NS,Greece_Tot,Hng_Kng_SAR_China_Bfre_1946,Hng_Kng_SAR_China_1946_1955,Hng_Kng_SAR_China_1956_1965,Hng_Kng_SAR_China_1966_1975,Hng_Kng_SAR_China_1976_1985,Hng_Kng_SAR_China_1986_1995,Hng_Kng_SAR_China_1996_2005,Hng_Kng_SAR_China_2006_2010,Hong_Kong_SAR_China_2011,Hong_Kong_SAR_China_2012,Hong_Kong_SAR_China_2013,Hong_Kong_SAR_China_2014,Hong_Kong_SAR_China_2015,Hong_Kong_SAR_China_2016,Hng_Kng_SAR_Chna_arrival_ns,Hong_Kong_SAR_China_Tot,India_Before_1946,India_1946_1955,India_1956_1965,India_1966_1975,India_1976_1985,India_1986_1995,India_1996_2005,India_2006_2010,India_2011,India_2012,India_2013,India_2014,India_2015,India_2016,India_Yr_arrival_NS,India_Tot,Indonesia_Before_1946,Indonesia_1946_1955,Indonesia_1956_1965,Indonesia_1966_1975,Indonesia_1976_1985,Indonesia_1986_1995,Indonesia_1996_2005,Indonesia_2006_2010,Indonesia_2011,Indonesia_2012,Indonesia_2013,Indonesia_2014,Indonesia_2015,Indonesia_2016,Indonesia_Yr_arrival_ns,Indonesia_Tot,Iran_Before_1946,Iran_1946_1955,Iran_1956_1965,Iran_1966_1975,Iran_1976_1985,Iran_1986_1995,Iran_1996_2005,Iran_2006_2010,Iran_2011,Iran_2012,Iran_2013,Iran_2014,Iran_2015,Iran_2016,Iran_Yr_arrival_NS,Iran_Tot,Iraq_Before_1946,Iraq_1946_1955,Iraq_1956_1965,Iraq_1966_1975,Iraq_1976_1985,Iraq_1986_1995,Iraq_1996_2005,Iraq_2006_2010,Iraq_2011,Iraq_2012,Iraq_2013,Iraq_2014,Iraq_2015,Iraq_2016,Iraq_Yr_arrival_NS,Iraq_Tot,Ireland_Before_1946,Ireland_1946_1955,Ireland_1956_1965,Ireland_1966_1975,Ireland_1976_1985,Ireland_1986_1995,Ireland_1996_2005,Ireland_2006_2010
LGA22490,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,11,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,13,20,0,0,4,0,0,0,0,0,0,0,5,41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,39,29,16,16,3,4,3,0,0,3,0,0,0,3,121,0,3,6,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,6,0,0,0,8,0,0,0,3,0,0,10,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,8,7,5,3
LGA22620,0,0,6,20,11,5,21,10,3,3,0,3,11,3,0,103,0,0,0,0,4,19,63,96,20,22,10,18,21,11,15,304,0,3,7,14,0,0,0,0,0,0,0,0,0,0,0,32,0,3,0,3,0,7,11,9,3,0,9,8,3,0,0,64,0,4,0,0,3,7,12,13,3,0,0,7,0,8,0,62,0,94,57,32,15,6,18,12,3,0,3,0,0,0,13,250,0,8,20,20,3,0,0,0,0,0,0,0,0,0,3,56,0,3,7,0,4,6,6,10,4,0,6,0,0,0,0,50,0,3,9,23,5,7,95,302,26,35,36,49,52,35,34,697,0,6,0,0,4,3,17,13,3,0,0,4,3,3,3,65,0,0,0,0,0,0,3,9,0,0,12,6,3,9,0,47,0,0,0,0,0,0,15,0,0,0,0,0,3,0,0,22,0,8,25,20,5,21,15,17
LGA22670,0,0,0,5,3,10,21,6,3,4,3,0,3,0,4,68,0,6,94,15,246,729,1070,1077,188,175,223,216,217,155,186,4604,0,5,71,285,35,84,336,10,0,0,0,3,0,0,25,862,0,13,55,75,24,55,82,38,3,5,23,7,12,5,20,416,0,0,0,13,35,225,162,84,13,20,29,19,6,0,12,634,3,135,153,61,32,25,52,4,3,5,9,8,6,3,19,520,0,63,540,755,106,54,40,15,14,58,30,22,13,3,67,1771,0,0,0,7,54,146,105,47,7,12,13,12,4,6,10,425,3,12,17,414,230,698,1489,4783,328,556,704,1133,934,696,413,12412,0,3,0,14,49,75,179,136,16,30,44,17,23,14,31,630,0,0,0,0,15,22,79,90,68,186,260,82,69,23,21,910,0,0,0,8,12,38,71,63,20,20,40,15,16,8,17,324,0,10,17,56,21,26,5,8
LGA22750,0,0,16,38,24,21,69,46,7,10,4,9,6,15,14,296,4,6,82,9,17,79,195,416,72,81,74,135,158,136,62,1532,0,35,316,618,53,125,112,14,3,0,3,0,3,0,48,1334,0,14,24,26,3,8,18,18,0,3,3,8,0,3,10,137,0,0,0,7,9,26,13,22,5,11,11,6,7,0,0,121,3,656,280,97,73,47,49,36,11,5,3,5,5,8,57,1332,4,53,189,145,14,12,6,0,0,3,0,0,0,0,31,463,0,3,5,13,14,36,25,34,6,8,6,19,15,4,14,195,5,15,9,67,22,41,141,911,95,88,151,207,287,198,74,2319,0,11,10,11,14,23,57,34,5,9,14,28,14,4,3,231,0,0,0,3,14,27,42,58,23,84,107,39,42,8,6,458,0,0,0,0,0,4,31,14,6,20,28,5,45,52,17,222,0,23,65,105,46,74,48,78
LGA22830,0,0,3,13,3,9,4,3,0,3,3,3,0,0,0,47,0,0,0,8,3,15,21,53,14,4,13,12,9,6,13,160,0,0,11,16,3,4,3,0,0,0,0,0,0,0,0,35,0,0,3,0,0,0,11,5,0,0,0,0,0,0,0,21,0,0,0,3,0,6,12,11,3,3,0,0,3,0,0,42,0,39,25,13,11,3,9,3,0,3,3,3,0,7,4,123,3,37,70,17,5,6,0,0,0,6,0,0,0,0,14,163,0,0,0,3,3,3,5,5,0,0,3,4,5,0,6,44,0,5,0,7,8,36,136,597,59,49,55,82,65,43,39,1202,0,3,6,0,0,0,5,11,0,3,3,4,0,0,3,40,0,0,0,0,0,0,12,27,4,3,38,13,0,9,0,120,0,0,0,0,0,51,222,77,17,19,23,22,17,8,15,464,0,9,3,14,3,5,8,8
LGA22910,0,0,0,7,11,5,3,0,0,0,0,0,0,3,0,30,0,0,5,0,0,0,5,3,0,0,3,0,0,0,0,18,0,0,4,24,3,3,0,0,0,0,0,0,0,0,0,31,0,5,3,3,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,35,31,6,6,7,0,8,0,0,0,0,0,0,3,100,0,5,12,8,0,0,0,0,0,0,0,0,0,0,0,23,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,10,0,3,0,12,4,0,0,17,0,0,0,0,3,0,3,45,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,12,9,4,3,3
LGA22980,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,7,7,0,0,0,0,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LGA23110,0,0,3,6,20,25,27,31,8,9,6,6,3,3,0,160,0,0,10,6,23,129,276,280,50,54,41,57,50,44,38,1063,0,13,164,228,18,40,37,4,0,3,0,3,9,0,16,529,0,7,40,35,17,13,14,8,3,0,0,0,10,3,9,160,0,0,0,3,17,34,22,23,3,0,3,3,3,0,0,120,0,175,63,29,21,17,41,55,12,14,14,10,0,9,17,479,3,98,477,349,34,16,9,5,5,10,8,4,0,0,49,1068,0,0,4,9,15,35,51,16,0,4,0,3,4,0,0,148,3,0,4,69,41,84,268,913,91,109,186,312,260,155,69,2566,0,0,0,3,8,32,83,52,22,9,16,16,7,9,11,261,0,0,0,0,9,10,15,28,14,31,45,15,9,8,3,176,0,0,0,0,3,14,26,15,4,0,0,0,0,0,0,68,0,13,37,55,29,39,51,88
LGA23190,0,0,0,0,0,0,4,3,3,0,0,0,0,0,0,7,0,0,0,3,0,0,9,11,0,0,0,0,0,3,3,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,5,0,0,0,0,0,0,0,0,0,5,0,9,4,0,0,0,0,3,0,0,0,0,0,0,0,22,0,0,6,3,0,0,0,0,0,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,3,57,12,8,8,4,4,3,11,115,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0
LGA23270,0,0,3,20,15,20,37,23,7,3,12,3,7,3,0,153,0,0,24,4,14,127,200,210,37,24,35,40,30,8,42,816,0,4,120,396,33,70,37,9,0,0,3,0,0,0,17,694,0,50,143,203,42,114,123,70,13,36,25,30,15,15,26,907,0,0,3,12,64,261,207,182,16,23,18,18,40,3,31,898,0,197,110,51,32,47,33,37,7,6,3,3,3,4,13,555,0,90,373,364,73,41,44,16,10,19,9,9,0,7,42,1095,0,0,3,3,17,39,41,15,3,0,3,8,7,3,3,149,0,13,17,261,129,347,1410,3667,349,367,439,545,456,345,283,8625,0,3,0,10,12,26,103,50,6,9,11,7,6,4,6,248,0,0,0,18,46,82,83,117,66,66,275,22,11,14,56,848,0,0,0,13,164,1266,3205,2396,633,376,994,571,372,426,227,10637,0,8,37,45,29,57,31,32
LGA23350,0,0,0,4,3,0,4,0,0,0,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,10,4,0,0,0,0,0,0,0,0,0,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,12,0,32,36,13,3,11,5,0,0,0,0,0,0,0,9,108,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0,19,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,7,8,0,0
LGA23430,3,5,10,26,27,37,58,50,9,19,3,7,11,3,6,281,3,7,20,30,63,476,770,1033,198,193,233,265,414,199,213,4122,0,7,78,187,16,29,31,3,10,0,3,3,0,0,5,369,0,38,105,121,38,69,19,11,8,6,8,0,0,4,9,439,0,0,0,9,48,130,79,25,6,6,3,9,5,8,12,343,3,162,141,88,65,59,90,64,13,14,0,5,20,9,17,754,3,120,1025,1135,150,68,36,16,26,75,52,45,32,14,95,2893,0,4,3,26,58,90,90,33,4,5,10,18,11,3,3,370,0,16,15,362,225,599,856,1432,116,171,270,385,271,231,156,5114,0,6,4,13,27,34,105,38,3,12,19,7,16,7,5,302,0,0,0,0,14,17,16,37,16,28,27,13,19,3,0,184,0,0,0,4,7,21,29,15,0,8,3,0,6,0,3,94,0,17,45,105,41,85,99,98
LGA23670,0,3,10,22,21,29,38,19,5,3,4,3,4,3,9,163,0,9,10,32,121,590,1436,1933,316,313,339,371,277,121,212,6080,0,0,48,114,10,19,11,0,0,0,0,0,0,0,8,229,0,23,68,114,40,131,68,41,5,12,18,0,13,3,5,545,0,0,4,7,25,92,67,21,0,8,0,6,4,3,3,248,3,263,385,153,100,35,59,37,13,7,5,7,5,11,67,1144,0,46,219,234,31,14,11,10,3,9,5,0,5,3,16,604,0,3,8,39,136,440,341,178,18,19,19,35,31,5,25,1313,0,21,31,216,171,514,1058,1141,149,149,94,112,116,74,86,3934,0,15,10,31,32,83,229,105,15,10,7,10,10,3,12,580,0,0,0,6,22,69,126,150,41,52,52,22,16,11,16,581,0,0,0,3,4,11,27,43,19,4,5,0,0,5,3,132,4,16,47,104,71,67,28,7
LGA23810,0,0,11,14,9,3,13,11,0,0,4,0,3,8,0,81,0,3,4,0,0,20,55,65,6,14,8,26,48,5,16,270,0,3,15,41,3,5,0,0,0,0,0,0,0,0,0,72,0,0,11,3,3,0,3,8,4,0,0,0,0,4,0,33,0,0,0,0,7,15,4,6,0,0,0,0,0,0,0,40,5,258,97,29,21,9,5,4,0,4,0,0,3,0,15,457,3,13,37,30,6,0,0,0,0,0,0,0,0,0,9,98,0,0,3,0,5,8,6,3,0,0,0,3,0,3,0,32,0,3,3,12,3,3,38,148,12,16,18,17,25,3,7,304,0,4,0,4,3,9,3,3,0,0,0,0,0,0,0,36,0,0,0,0,0,0,0,8,0,3,3,4,3,3,3,22,0,0,0,0,0,0,0,0,0,0,3,4,3,0,0,9,0,20,30,19,16,16,3,5
LGA23940,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,12,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,8,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,12,6,4,0,0,0,0,0,0,0,0,0,0,30,0,0,3,11,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,5,0,0,0,3,0,0,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LGA24130,3,0,0,10,10,9,27,11,0,0,0,3,0,0,0,68,0,3,3,3,0,13,16,14,4,7,10,5,5,5,6,90,0,3,22,46,3,3,4,0,0,0,0,0,0,0,0,76,0,10,11,3,4,3,0,0,0,0,0,0,0,0,3,28,0,0,0,3,0,8,0,0,0,0,0,0,0,0,0,16,0,101,70,23,23,15,21,11,3,0,3,0,3,0,8,285,0,8,20,10,0,0,3,0,0,0,0,0,0,0,3,49,0,0,3,0,0,0,5,0,0,0,0,3,0,0,0,17,3,12,3,16,5,12,6,41,0,5,3,5,0,5,3,118,0,0,3,6,4,0,0,0,0,0,0,0,0,0,0,18,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,5,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,7,0,4,12,16,14,23,24,9
LGA24210,0,3,9,14,14,22,31,22,6,3,6,6,4,3,4,141,3,44,98,116,337,1901,2456,2382,455,527,494,719,591,283,430,10844,0,9,128,127,11,20,7,3,0,3,0,0,0,0,10,319,0,56,76,133,38,139,67,78,7,21,26,12,13,6,12,681,0,4,3,16,49,49,30,9,0,0,0,3,0,0,3,168,7,186,112,46,50,34,28,16,0,3,3,0,3,6,14,500,6,337,1297,793,106,55,26,11,22,25,19,11,9,3,98,2835,3,5,37,135,461,1255,596,210,39,59,61,57,67,18,54,3061,3,9,11,160,94,276,368,383,32,61,83,88,75,54,48,1754,0,10,5,22,38,81,173,49,6,5,17,12,6,13,16,444,0,0,0,20,110,271,273,355,156,174,221,108,137,82,46,1966,0,0,0,0,0,32,35,16,9,3,3,9,0,0,3,117,0,5,24,33,22,35,17,7
LGA24250,0,0,0,5,7,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,3,3,0,5,0,4,8,3,0,30,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,32,8,3,3,5,0,0,0,0,0,0,0,0,81,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,3,0,0,0,0,0,0,0,3,0,0,8,0,0,0,0,0,4,0,13,0,0,0,0,0,0,0,22,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,3,0
LGA24330,0,0,4,7,22,22,33,29,6,12,10,12,13,4,6,169,0,3,4,4,72,342,402,454,93,114,147,189,266,149,85,2321,0,7,74,177,11,21,42,3,0,0,3,3,4,0,13,355,0,7,21,27,11,16,14,11,0,8,6,9,0,0,5,130,0,0,0,5,20,44,22,14,3,3,3,9,3,0,6,147,0,59,41,21,16,10,34,29,6,4,9,7,8,3,10,255,3,45,353,331,40,12,7,5,3,3,9,3,0,0,24,836,0,0,0,7,43,112,71,41,12,16,10,14,7,9,5,345,0,0,3,51,19,69,255,1058,108,203,333,435,394,284,94,3291,0,0,3,0,11,50,119,64,14,10,16,15,23,19,9,358,0,0,0,5,0,14,21,33,32,50,55,9,14,3,11,239,0,0,0,0,0,10,18,21,16,6,3,3,4,0,3,88,0,10,11,22,11,28,53,60
LGA24410,0,4,6,21,10,36,25,27,4,3,7,3,5,0,3,163,0,3,15,3,31,162,708,1038,137,161,155,187,198,82,91,2969,0,3,32,66,7,17,3,0,0,0,0,0,0,0,0,132,0,8,18,15,8,12,18,26,11,0,0,7,3,0,10,135,0,0,0,13,14,41,27,4,3,3,0,3,3,0,3,126,0,176,174,92,54,30,46,35,4,3,3,0,5,0,16,634,0,30,63,88,11,7,10,0,3,7,0,0,3,0,6,220,0,0,6,13,48,130,122,53,10,12,12,4,15,14,20,458,0,13,17,85,50,119,330,680,85,75,110,140,93,74,63,1925,0,4,8,10,23,25,60,41,8,0,8,3,14,0,4,218,0,0,0,5,18,43,63,97,58,50,57,44,38,16,7,510,0,0,0,0,0,3,16,6,8,5,0,0,5,0,0,47,0,6,21,81,30,50,23,19
LGA24600,0,0,4,15,22,34,65,51,21,16,45,55,89,66,22,509,0,4,15,25,99,590,1499,3126,1075,1492,2055,3129,4370,2632,1304,21420,0,4,24,41,0,14,23,7,3,0,0,6,3,0,0,130,0,6,17,48,11,44,24,16,6,5,5,10,11,10,0,210,0,3,0,4,14,43,17,18,4,6,3,5,5,7,4,136,4,70,45,24,30,29,58,55,24,34,27,33,54,40,27,549,0,24,69,49,13,13,3,4,3,11,13,8,9,5,3,230,0,3,8,27,95,278,282,254,88,129,160,170,181,135,107,1912,0,4,3,49,43,122,347,839,302,385,503,860,1339,1070,208,6077,0,0,5,7,25,72,502,463,176,271,305,433,522,443,58,3282,0,0,0,0,22,19,37,131,43,78,67,61,59,36,15,565,0,0,0,0,6,3,24,6,4,0,0,9,10,7,3,68,0,3,12,11,4,45,49,81
LGA24650,0,0,3,5,6,18,34,15,6,0,6,0,3,0,0,98,0,0,3,6,12,82,229,253,38,33,36,27,31,19,49,805,0,3,45,374,45,108,99,11,3,4,0,7,8,0,22,732,0,16,58,79,32,149,156,154,39,35,36,21,16,3,30,814,0,0,3,7,18,155,127,124,15,20,12,5,3,8,15,511,4,193,82,50,34,24,52,10,3,3,0,0,4,3,18,482,0,19,104,167,23,15,9,3,0,4,9,5,0,0,21,396,0,0,0,8,20,49,38,14,3,3,0,0,9,3,14,156,0,5,4,134,95,279,1245,2059,185,172,205,264,186,139,140,5118,0,0,4,0,3,44,129,56,7,14,16,8,12,7,5,297,0,0,0,5,7,19,9,27,21,23,15,4,12,6,7,173,0,0,0,4,0,38,78,58,13,0,39,16,24,57,26,356,0,8,22,60,15,43,10,24
LGA24780,0,3,0,3,0,0,5,4,0,0,0,0,4,0,0,26,0,0,3,0,4,7,12,35,10,11,10,10,4,3,12,126,6,10,27,18,0,3,0,0,0,0,0,0,0,0,0,66,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,5,6,11,8,0,0,0,0,0,0,0,33,0,60,18,12,13,3,3,4,0,0,4,0,4,0,8,126,0,24,70,33,3,4,0,0,0,0,0,0,0,0,9,145,0,0,0,0,3,9,4,4,0,6,0,7,10,4,12,52,0,0,0,4,0,7,42,163,16,23,22,21,30,31,18,377,0,3,3,0,0,0,9,0,0,0,0,0,4,3,0,25,0,0,0,0,3,0,3,3,3,5,11,0,0,3,3,33,0,0,0,0,0,0,21,9,3,7,4,0,3,0,0,47,0,6,3,8,3,0,3,4
LGA24850,0,0,3,0,9,12,6,3,3,0,0,5,0,0,0,51,0,0,0,0,0,0,20,25,11,5,8,0,39,49,74,231,0,0,9,18,7,0,0,0,0,0,0,0,0,0,4,40,0,3,6,8,0,3,0,0,0,0,0,0,0,0,0,21,0,0,0,0,3,4,11,15,0,0,0,0,0,0,0,35,0,59,21,24,16,10,5,8,0,3,0,0,0,0,3,147,0,16,10,13,3,6,0,0,0,0,0,0,0,0,3,51,0,0,0,0,0,0,3,0,0,0,0,0,0,0,3,14,0,0,0,14,3,12,35,137,3,8,3,12,19,14,15,275,0,0,0,3,0,0,7,0,3,0,0,0,0,0,0,19,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,11,6,5,3,0,0,0,3,0,3,42,0,4,10,18,15,14,10,12
LGA24900,0,0,0,0,7,6,3,0,0,0,0,0,0,0,0,19,0,0,0,0,0,0,0,5,0,0,3,0,3,0,3,23,0,3,4,11,3,0,0,0,0,0,0,0,0,0,0,20,0,5,3,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,3,0,0,7,0,0,0,3,13,0,37,19,6,0,0,8,3,0,0,0,0,0,3,0,82,0,3,3,8,0,0,0,0,0,0,0,0,0,0,0,20,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,11,0,0,5,4,0,0,15,88,3,0,9,12,12,14,4,168,0,0,0,0,0,0,4,3,0,0,0,0,0,0,0,11,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,28,21,3,5,0,0,0,0,0,59,0,4,3,6,5,3,0,3
LGA24970,0,4,5,26,30,38,52,33,10,15,5,5,15,6,6,259,3,25,53,63,248,2331,4014,4623,1099,1307,1640,2262,2688,1456,1063,22880,0,4,121,172,14,56,12,3,3,0,0,0,0,0,7,398,0,58,163,181,41,86,50,38,5,7,26,4,19,10,18,694,0,3,3,13,37,118,62,23,4,4,13,11,5,7,7,313,0,200,210,69,42,47,74,62,10,9,10,11,20,8,5,773,7,219,1721,1587,181,101,60,34,49,112,94,71,44,13,162,4447,5,5,20,76,291,789,493,227,41,69,92,135,141,66,67,2524,0,36,25,313,245,908,1888,2535,373,453,548,727,758,575,227,9617,0,6,14,29,85,171,627,259,39,43,72,90,198,143,24,1806,0,0,0,6,30,94,75,116,57,56,68,56,52,21,11,660,0,0,7,5,11,23,23,42,0,4,35,24,6,4,3,184,3,14,55,60,44,62,28,45
LGA25060,0,3,4,23,15,17,38,30,9,11,13,10,18,6,6,209,0,5,18,24,75,365,366,352,70,92,84,117,136,92,52,1848,3,14,132,273,21,38,17,0,0,3,3,0,7,0,24,531,4,56,114,86,27,63,41,32,11,10,18,4,8,17,9,499,0,0,3,14,10,32,29,7,3,3,0,3,0,0,3,110,0,183,73,43,34,20,37,29,5,0,3,8,7,0,12,450,3,127,632,449,40,34,14,8,6,25,17,13,3,6,46,1419,0,0,11,17,63,97,69,37,7,7,12,3,0,3,3,334,0,4,14,216,86,136,323,700,110,128,204,254,304,203,79,2748,0,3,5,8,19,22,67,44,9,8,10,12,16,20,3,246,0,0,0,31,15,25,30,54,34,68,136,38,26,6,21,482,0,0,0,3,11,14,39,13,9,0,9,3,0,7,3,106,0,10,30,53,25,57,59,81
LGA25150,0,0,0,9,4,0,11,0,0,0,0,0,0,0,0,28,0,0,0,0,0,4,10,12,0,0,0,0,0,3,0,34,0,0,10,30,0,8,3,3,0,0,0,0,0,0,3,59,0,3,5,3,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,3,9,3,0,0,3,0,0,0,0,22,0,65,35,29,16,8,7,6,0,0,8,0,0,0,6,177,0,4,13,20,0,0,0,0,3,0,0,0,0,0,0,38,0,0,0,3,0,0,4,3,0,0,0,0,0,0,0,11,0,0,3,14,10,3,13,72,3,3,13,24,6,17,13,183,0,0,0,0,0,3,3,0,0,0,0,3,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,10,3,22,6,9,6,12
