LGA_CODE_2016,P_Greece_0_4,P_Greece_5_14,P_Greece_15_24,P_Greece_25_44,P_Greece_45_54,P_Greece_55_64,P_Greece_65_74,P_Greece_75_84,P_Greece_85ov,P_Greece_Tot,P_Hong_Kong_0_4,P_Hong_Kong_5_14,P_Hong_Kong_15_24,P_Hong_Kong_25_44,P_Hong_Kong_45_54,P_Hong_Kong_55_64,P_Hong_Kong_65_74,P_Hong_Kong_75_84,P_Hong_Kong_85ov,P_Hong_Kong_Tot,P_India_0_4,P_India_5_14,P_India_15_24,P_India_25_44,P_India_45_54,P_India_55_64,P_India_65_74,P_India_75_84,P_India_85ov,P_India_Tot,P_Indonesia_0_4,P_Indonesia_5_14,P_Indonesia_15_24,P_Indonesia_25_44,P_Indonesia_45_54,P_Indonesia_55_64,P_Indonesia_65_74,P_Indonesia_75_84,P_Indonesia_85ov,P_Indonesia_Tot,P_Iran_0_4,P_Iran_5_14,P_Iran_15_24,P_Iran_25_44,P_Iran_45_54,P_Iran_55_64,P_Iran_65_74,P_Iran_75_84,P_Iran_85ov,P_Iran_Tot,P_Iraq_0_4,P_Iraq_5_14,P_Iraq_15_24,P_Iraq_25_44,P_Iraq_45_54,P_Iraq_55_64,P_Iraq_65_74,P_Iraq_75_84,P_Iraq_85ov,P_Iraq_Tot,P_Ireland_0_4,P_Ireland_5_14,P_Ireland_15_24,P_Ireland_25_44,P_Ireland_45_54,P_Ireland_55_64,P_Ireland_65_74,P_Ireland_75_84,P_Ireland_85ov,P_Ireland_Tot,P_Italy_0_4,P_Italy_5_14,P_Italy_15_24,P_Italy_25_44,P_Italy_45_54,P_Italy_55_64,P_Italy_65_74,P_Italy_75_84,P_Italy_85ov,P_Italy_Tot,P_Japan_0_4,P_Japan_5_14,P_Japan_15_24,P_Japan_25_44,P_Japan_45_54,P_Japan_55_64,P_Japan_65_74,P_Japan_75_84,P_Japan_85ov,P_Japan_Tot,P_Korea_South_0_4,P_Korea_South_5_14,P_Korea_South_15_24,P_Korea_South_25_44,P_Korea_South_45_54,P_Korea_South_55_64,P_Korea_South_65_74,P_Korea_South_75_84,P_Korea_South_85ov,P_Korea_South_Tot,P_Lebanon_0_4,P_Lebanon_5_14,P_Lebanon_15_24,P_Lebanon_25_44,P_Lebanon_45_54,P_Lebanon_55_64,P_Lebanon_65_74,P_Lebanon_75_84,P_Lebanon_85ov,P_Lebanon_Tot,P_Malaysia_0_4,P_Malaysia_5_14,P_Malaysia_15_24,P_Malaysia_25_44,P_Malaysia_45_54,P_Malaysia_55_64,P_Malaysia_65_74,P_Malaysia_75_84,P_Malaysia_85ov,P_Malaysia_Tot,P_Malta_0_4,P_Malta_5_14,P_Malta_15_24,P_Malta_25_44,P_Malta_45_54,P_Malta_55_64,P_Malta_65_74,P_Malta_75_84,P_Malta_85ov,P_Malta_Tot,P_Mauritius_0_4,P_Mauritius_5_14,P_Mauritius_15_24,P_Mauritius_25_44,P_Mauritius_45_54,P_Mauritius_55_64,P_Mauritius_65_74,P_Mauritius_75_84,P_Mauritius_85ov,P_Mauritius_Tot,P_Myanmar_0_4,P_Myanmar_5_14,P_Myanmar_15_24,P_Myanmar_25_44,P_Myanmar_45_54,P_Myanmar_55_64,P_Myanmar_65_74,P_Myanmar_75_84,P_Myanmar_85ov,P_Myanmar_Tot,P_Nepal_0_4,P_Nepal_5_14,P_Nepal_15_24,P_Nepal_25_44,P_Nepal_45_54,P_Nepal_55_64,P_Nepal_65_74,P_Nepal_75_84,P_Nepal_85ov,P_Nepal_Tot,P_Netherlands_0_4,P_Netherlands_5_14,P_Netherlands_15_24,P_Netherlands_25_44,P_Netherlands_45_54,P_Netherlands_55_64,P_Netherlands_65_74,P_Netherlands_75_84,P_Netherlands_85ov,P_Netherlands_Tot,P_New_Zealand_0_4,P_New_Zealand_5_14,P_New_Zealand_15_24,P_New_Zealand_25_44,P_New_Zealand_45_54,P_New_Zealand_55_64,P_New_Zealand_65_74,P_New_Zealand_75_84,P_New_Zealand_85ov,P_New_Zealand_Tot,P_Nthern_Ireland_0_4,P_Nthern_Ireland_5_14,P_Nthern_Ireland_15_24,P_Nthern_Ireland_25_44,P_Nthern_Ireland_45_54,P_Nthern_Ireland_55_64,P_Nthern_Ireland_65_74,P_Nthern_Ireland_75_84,P_Nthern_Ireland_85ov,P_Nthern_Ireland_Tot,P_Pakistan_0_4,P_Pakistan_5_14,P_Pakistan_15_24,P_Pakistan_25_44,P_Pakistan_45_54,P_Pakistan_55_64,P_Pakistan_65_74,P_Pakistan_75_84,P_Pakistan_85ov,P_Pakistan_Tot
LGA22410,0,0,0,0,0,0,3,0,0,6,0,0,0,0,0,0,0,0,0,3,0,0,0,16,4,6,0,0,0,35,0,0,0,0,3,0,0,0,0,9,0,0,0,0,0,4,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,3,3,0,17,0,0,0,0,4,0,3,3,9,15,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,3,0,0,0,17,0,0,0,0,0,3,4,4,4,21,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,3,8,25,39,22,12,111,3,18,21,58,70,59,25,7,0,253,0,0,0,0,0,7,6,3,3,13,0,0,0,4,0,0,0,0,0,11
LGA22490,0,0,0,0,0,0,9,0,0,10,0,0,0,3,0,6,0,0,0,11,4,3,0,5,3,4,0,0,0,25,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,7,4,10,0,0,38,0,0,3,3,5,14,13,9,3,51,0,4,3,3,3,0,0,0,0,11,0,0,4,3,0,0,0,0,0,7,0,0,0,4,0,0,0,0,0,4,0,0,0,3,5,6,0,0,0,11,0,3,0,3,3,6,11,0,0,27,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,8,12,37,48,10,5,122,0,15,15,56,41,40,21,4,0,195,0,0,0,3,9,11,4,3,0,32,0,0,0,3,0,0,0,0,0,3
LGA22620,0,0,0,0,13,10,13,21,3,56,0,3,4,18,10,5,9,0,0,50,28,50,58,459,45,27,18,12,7,697,0,0,8,24,18,7,5,0,0,65,5,19,5,12,7,0,0,0,0,47,0,0,6,11,0,3,3,0,0,22,0,6,7,35,15,15,32,12,10,137,0,0,4,6,15,29,51,34,17,162,0,8,7,10,5,3,0,0,0,36,0,5,6,31,3,3,0,0,0,51,0,0,4,8,4,7,0,0,0,19,0,5,21,51,38,25,14,3,0,159,0,0,0,3,0,10,22,18,3,54,0,3,0,21,11,0,0,0,0,36,0,17,72,223,64,34,19,11,0,448,3,3,0,29,0,0,0,0,0,37,0,0,3,12,12,59,95,50,16,244,7,30,57,248,140,150,73,28,8,735,0,0,0,6,11,14,14,10,3,54,0,10,7,41,3,0,3,0,0,62
LGA22670,0,43,40,109,189,274,612,420,81,1771,0,5,46,231,49,56,27,0,0,425,203,712,1853,7104,971,705,504,253,100,12412,13,32,71,320,91,63,27,10,0,630,16,199,207,373,70,25,7,0,0,910,0,28,33,119,68,47,14,4,3,324,13,19,5,30,12,34,40,25,10,181,3,4,14,42,98,215,475,629,278,1765,0,9,12,66,13,8,11,0,3,128,8,16,49,254,26,12,3,4,0,370,0,12,39,157,137,111,102,30,10,602,59,160,200,617,155,145,78,22,11,1442,0,0,0,5,8,36,114,98,19,279,0,15,46,306,166,282,260,157,87,1328,12,61,279,775,191,85,36,37,8,1487,0,12,20,137,13,4,0,0,0,181,0,3,3,12,14,41,119,117,67,377,66,374,506,743,229,198,93,26,10,2236,0,3,0,5,14,13,28,26,9,100,65,325,382,1132,103,73,30,3,0,2108
LGA22750,0,3,3,10,44,76,160,128,37,463,3,15,58,61,15,16,16,3,0,195,50,133,374,1473,105,86,58,27,17,2319,3,11,36,88,40,13,21,13,0,231,5,74,67,208,49,27,16,3,3,458,18,42,15,107,32,6,4,0,0,222,8,41,23,150,89,80,80,53,30,548,3,7,21,66,136,269,471,458,211,1644,5,20,12,67,27,4,3,3,3,139,3,19,23,93,11,7,0,0,0,150,3,3,3,33,25,27,7,6,0,104,3,22,83,204,75,81,26,13,3,509,0,0,0,7,12,86,163,57,6,339,0,9,13,33,17,7,7,4,0,94,3,13,79,161,50,31,29,5,3,376,0,7,19,74,4,0,0,0,0,104,0,11,19,51,57,228,562,310,151,1384,27,124,228,806,431,356,213,72,18,2283,0,9,6,42,59,96,99,69,17,400,16,69,81,190,16,11,7,4,0,396
LGA22830,0,4,5,10,12,20,41,56,11,163,0,0,10,25,3,3,3,0,0,44,16,96,87,766,115,76,33,11,4,1202,0,0,0,20,3,0,0,5,0,40,5,36,30,35,6,0,0,0,0,120,3,23,86,227,87,24,9,0,0,464,0,10,0,22,12,11,8,10,3,80,0,0,4,13,42,138,273,255,114,846,0,0,3,8,5,0,0,0,0,13,0,0,3,20,0,0,0,0,0,25,0,0,5,3,3,3,0,0,0,12,3,8,25,121,20,26,4,0,0,212,0,0,0,0,0,7,8,3,0,18,0,0,3,3,0,0,0,0,0,9,0,0,0,3,0,0,0,0,0,7,0,0,3,22,4,3,0,0,0,25,0,3,0,14,7,41,86,32,16,202,19,92,99,202,130,98,56,15,3,715,0,0,0,6,0,5,14,4,0,40,4,60,36,110,13,8,0,0,0,227
LGA22910,0,0,0,0,0,3,9,7,3,23,0,0,0,3,4,0,0,0,0,10,0,0,0,20,3,3,3,8,0,45,0,0,0,0,0,0,3,3,0,6,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,8,3,6,6,4,0,29,0,0,4,6,0,7,13,5,0,43,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,3,0,0,3,3,10,0,0,4,25,0,0,0,3,0,10,13,8,0,27,0,0,0,0,0,3,3,0,0,9,0,0,0,0,0,0,0,0,3,3,0,0,3,11,0,0,0,0,0,8,0,0,0,4,5,30,38,26,5,113,3,7,6,42,52,53,41,4,0,208,0,0,0,0,0,8,3,0,0,15,0,0,0,0,0,0,0,0,0,0
LGA22980,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,0,0,0,0,0,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,4,0,3,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,10,45,16,7,3,0,0,83,0,0,0,3,0,0,0,0,0,3,0,0,0,5,0,6,8,3,0,20,0,0,3,12,9,8,6,0,0,38,0,0,0,0,0,3,3,0,0,7,0,0,0,0,0,0,0,0,0,4
LGA23110,0,8,8,43,109,190,316,298,98,1068,0,7,9,80,18,23,8,0,0,148,72,137,309,1717,135,92,62,32,6,2566,0,19,18,169,32,8,14,7,3,261,0,23,12,104,27,7,0,0,3,176,0,0,3,33,18,6,0,0,0,68,0,23,6,190,61,51,32,38,16,422,0,12,10,86,100,245,359,461,198,1485,4,11,7,77,19,3,3,3,0,124,0,10,8,53,5,5,0,0,0,82,4,18,67,442,194,136,96,31,7,999,9,27,19,192,56,51,23,6,0,380,0,3,3,30,65,246,444,313,57,1162,3,5,6,55,15,23,9,7,0,123,0,10,22,143,45,27,23,3,3,274,0,0,45,85,0,3,0,0,0,133,3,8,3,28,30,24,45,21,21,185,37,134,196,907,344,226,75,15,7,1957,0,0,3,26,21,24,16,15,3,108,6,10,61,181,4,3,0,0,0,271
LGA23190,0,0,0,0,3,3,4,0,0,13,0,0,0,0,0,0,0,0,0,4,3,18,4,79,9,4,0,0,0,115,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,3,0,0,4,3,0,0,0,13,0,0,0,4,3,12,13,15,18,64,0,0,0,3,3,0,0,0,0,5,0,0,3,3,0,0,0,0,0,8,0,0,0,3,0,0,0,0,0,3,0,0,0,8,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,18,4,0,0,0,0,25,0,0,0,11,0,0,0,0,0,11,0,0,0,3,0,12,16,11,0,43,0,4,16,27,11,17,10,3,0,93,0,0,0,3,0,0,0,0,0,3,0,0,0,4,0,0,0,0,0,6
LGA23270,4,18,51,85,117,197,332,239,54,1095,0,7,16,61,29,27,0,0,0,149,132,473,790,5612,659,505,278,116,53,8625,4,23,22,135,35,14,6,12,0,248,11,89,127,437,79,58,35,11,7,848,66,843,1526,4551,1882,1023,488,195,54,10637,3,19,11,87,47,45,33,24,18,297,0,9,26,116,356,825,1049,650,178,3213,4,7,3,33,11,3,0,0,4,64,0,5,11,55,15,0,0,0,0,87,40,89,205,1407,807,544,266,94,28,3469,6,27,52,164,77,61,34,7,3,437,0,0,12,49,89,304,468,196,49,1165,0,11,17,81,38,42,21,5,5,207,0,4,8,24,15,11,10,8,3,79,6,78,138,330,9,0,3,0,0,576,0,8,3,18,16,50,85,46,18,236,132,693,642,1062,439,248,99,30,8,3343,0,0,3,9,23,26,47,19,4,131,79,189,363,1225,136,50,17,3,0,2069
LGA23350,0,0,0,0,0,3,0,0,0,3,0,0,0,3,0,0,0,0,0,3,0,4,0,12,0,0,5,0,0,19,0,0,0,3,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,6,0,3,0,14,0,0,0,0,3,4,13,3,0,31,0,3,0,5,0,0,0,0,0,9,0,3,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,3,9,24,25,12,5,72,0,5,7,39,31,40,17,7,3,138,0,0,0,0,0,4,4,0,0,6,0,3,0,3,0,0,0,0,0,3
LGA23430,3,78,72,156,284,473,860,776,191,2893,7,12,36,143,40,86,30,6,3,370,81,196,532,2656,635,472,313,178,46,5114,4,11,41,160,31,29,22,4,3,302,0,12,10,120,18,18,4,0,3,184,0,3,9,38,23,9,4,4,0,94,4,60,17,251,106,53,85,47,18,648,0,10,27,100,105,246,470,436,146,1539,8,43,33,138,79,21,11,6,3,343,0,21,46,162,38,23,4,4,0,292,0,5,13,63,64,71,44,18,9,286,11,19,54,277,103,121,75,28,8,684,0,0,0,5,10,38,47,51,9,165,0,15,22,168,115,122,135,72,20,673,0,0,7,32,11,15,12,7,0,85,0,3,23,78,4,4,0,0,0,117,4,8,12,53,36,63,106,76,35,392,28,153,249,868,520,354,160,62,24,2405,0,0,3,46,42,42,44,37,12,232,7,14,44,138,25,14,10,0,0,256
LGA23670,0,6,8,32,92,151,176,122,18,604,26,55,119,482,242,286,89,19,3,1313,29,193,358,1835,655,480,228,122,44,3934,0,23,50,284,100,50,45,21,10,580,4,33,54,302,84,57,34,7,0,581,0,4,20,42,26,16,15,4,0,132,8,26,10,73,62,86,67,65,29,412,0,3,11,46,126,262,319,240,84,1088,0,27,19,54,30,7,7,3,3,150,3,62,69,278,100,36,15,3,0,562,0,3,3,30,47,62,19,13,5,187,31,178,347,1019,571,645,324,114,27,3254,0,0,0,7,15,54,62,27,9,167,0,10,8,65,70,105,69,30,4,361,0,6,15,41,16,18,8,6,4,115,0,3,25,80,21,4,0,0,0,145,4,8,6,28,55,141,274,217,96,821,21,211,251,559,363,290,170,52,13,1929,0,4,9,26,23,55,37,38,17,208,0,16,19,87,35,20,12,0,0,189
LGA23810,0,0,0,3,6,16,22,34,8,98,0,5,0,12,3,11,0,0,0,32,8,34,17,184,27,13,19,8,3,304,0,0,0,10,7,4,5,9,0,36,0,3,0,22,0,0,0,0,0,22,4,3,0,3,0,0,0,0,0,9,0,5,0,13,17,29,18,25,9,119,0,0,0,3,40,132,169,189,90,615,0,0,0,11,6,0,3,3,3,30,0,3,4,18,0,4,0,0,0,28,0,0,0,3,3,3,0,0,0,4,3,3,16,31,17,15,6,0,0,97,0,0,0,13,15,71,153,76,27,353,0,0,0,6,4,8,3,0,0,19,0,0,0,14,0,4,0,0,0,16,0,0,3,19,3,0,0,0,0,31,0,3,7,29,37,114,270,175,59,687,3,25,48,185,122,142,87,24,7,650,0,0,0,3,13,22,43,13,9,100,0,3,11,20,8,3,0,0,0,37
LGA23940,0,0,0,0,0,3,4,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0,0,0,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,3,0,0,8,0,0,0,0,0,0,8,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,9,0,0,0,0,0,9,6,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,14,7,3,33,0,0,5,15,7,18,18,3,4,62,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0
LGA24130,0,0,0,3,7,17,14,8,0,49,0,0,3,7,3,3,0,0,0,17,3,0,3,50,16,9,17,12,0,118,0,0,0,0,4,4,3,0,0,18,0,0,0,3,0,0,0,0,0,5,0,0,0,7,0,0,0,0,0,7,0,7,0,37,24,14,13,15,7,127,0,3,0,9,27,73,75,34,18,229,0,0,0,10,5,0,0,0,0,12,0,0,0,5,0,0,0,0,0,8,0,0,0,3,4,3,0,0,0,15,0,0,3,13,18,9,7,3,0,48,0,0,0,4,15,72,59,11,3,168,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,3,0,0,4,19,29,23,61,24,12,178,3,28,23,181,161,101,59,14,3,581,0,0,0,13,8,11,20,7,3,71,0,0,0,0,0,0,0,0,0,8
LGA24210,8,33,34,75,217,496,875,852,238,2835,24,97,237,987,456,803,326,110,16,3061,22,82,112,821,232,212,165,77,23,1754,3,16,35,205,57,43,48,21,7,444,23,165,174,958,306,197,101,33,4,1966,0,7,8,59,25,27,5,0,0,117,0,13,8,28,34,32,20,19,10,171,0,17,23,75,149,436,1068,998,409,3175,0,27,21,70,36,19,25,3,8,197,10,71,134,304,156,71,25,11,3,787,0,0,3,58,91,130,70,30,11,402,17,240,443,1212,643,676,440,164,44,3880,0,0,3,7,10,29,64,61,22,198,0,0,0,29,12,13,14,4,0,81,0,0,3,6,3,9,6,5,6,38,0,0,0,19,3,0,0,0,0,22,3,4,4,15,20,35,66,58,39,250,14,101,179,275,187,164,88,54,21,1077,0,0,0,5,15,19,10,18,11,80,15,43,48,184,36,20,22,4,0,368
LGA24250,0,0,0,0,0,0,4,0,0,5,0,3,3,3,0,0,0,0,0,8,0,0,0,12,5,3,3,0,0,22,0,0,3,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,10,0,0,0,0,0,6,14,4,0,20,0,0,0,4,0,0,0,0,0,7,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,6,0,0,0,0,0,3,5,0,0,11,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,3,3,14,15,4,3,35,0,3,4,23,25,22,8,0,3,84,0,0,0,0,0,0,0,0,4,6,0,0,0,3,0,0,0,0,0,4
LGA24330,0,6,8,31,76,112,233,305,81,836,0,7,32,228,25,29,13,3,4,345,92,139,532,2275,129,64,40,15,9,3291,7,25,44,233,17,14,10,4,0,358,0,7,24,175,23,9,0,3,0,239,0,7,18,44,13,10,3,0,0,88,0,8,4,172,31,17,14,8,11,264,0,6,12,82,52,124,207,270,149,918,0,8,13,133,20,4,6,3,0,186,5,3,27,161,16,12,4,0,0,226,0,0,3,32,19,27,21,4,0,102,34,44,124,451,69,55,31,12,0,819,0,0,0,11,12,39,63,44,14,180,0,3,15,77,18,18,3,0,0,133,3,39,50,179,27,12,0,0,0,309,4,3,146,397,10,7,3,3,0,580,0,0,7,34,20,19,11,12,9,107,14,65,154,997,210,135,53,12,0,1646,0,0,0,22,7,5,8,9,3,52,10,14,94,267,12,3,0,0,0,404
LGA24410,0,7,3,13,28,48,65,49,6,220,7,14,38,227,59,74,20,12,0,458,39,148,133,1167,169,118,99,42,11,1925,0,10,10,122,24,14,13,18,4,218,3,37,42,290,58,40,24,8,3,510,0,0,3,20,14,5,4,0,0,47,7,6,0,67,35,45,57,36,9,260,0,4,3,34,45,113,161,129,59,550,0,13,0,47,13,6,7,5,0,106,3,24,28,137,26,12,19,6,0,253,0,0,0,26,15,16,14,3,0,73,67,144,82,328,150,121,48,31,10,983,0,0,3,3,8,26,39,26,3,111,0,6,10,40,24,18,9,5,0,112,9,210,392,848,180,79,30,9,3,1753,0,8,5,39,3,0,0,0,0,50,0,0,3,33,34,91,191,139,68,567,15,66,84,465,275,222,112,43,13,1291,0,0,4,24,22,20,45,21,7,141,3,4,16,69,10,11,3,0,0,119
LGA24600,0,0,11,54,33,41,40,38,20,230,16,22,750,882,105,90,33,15,5,1912,316,188,753,4531,128,88,55,18,4,6077,3,21,2032,1095,49,41,41,5,3,3282,3,3,32,451,33,20,13,3,0,565,0,0,10,36,11,9,3,0,0,68,8,4,32,341,34,22,17,4,5,462,0,7,161,562,60,109,135,119,100,1256,14,14,297,622,95,44,18,4,0,1102,12,23,950,2020,79,24,4,0,0,3118,0,0,7,41,16,12,13,9,0,97,11,50,3229,2745,242,201,97,30,14,6623,0,0,0,6,10,21,35,21,9,102,0,0,79,162,13,10,8,0,0,271,0,3,136,48,0,3,3,7,3,201,0,0,23,86,3,0,0,0,0,112,3,4,28,82,15,21,42,13,6,206,20,37,546,1575,310,222,91,35,10,2844,0,0,3,58,9,7,0,0,3,81,5,4,67,156,6,3,3,0,0,248
LGA24650,0,6,7,40,87,104,89,51,8,396,5,9,15,81,18,23,6,0,0,156,53,317,425,3214,533,343,150,50,22,5118,0,16,36,160,46,35,5,3,0,297,0,9,21,85,34,10,4,7,0,173,9,35,55,159,54,29,14,3,3,356,7,22,7,59,33,32,53,16,12,227,3,7,13,75,153,297,281,118,23,972,0,8,10,33,12,0,7,0,0,68,3,16,14,78,15,7,3,0,0,146,3,7,27,122,92,52,24,12,0,346,9,55,40,244,86,54,21,6,0,519,3,27,52,195,220,584,642,206,29,1967,0,5,9,70,35,22,10,0,0,160,0,21,50,72,22,13,0,3,0,175,0,16,20,54,5,6,0,0,0,96,0,8,3,26,17,39,84,22,12,214,87,577,536,935,362,198,95,16,7,2822,0,0,0,13,17,24,23,16,6,93,24,63,91,392,82,51,18,5,0,723
LGA24780,0,0,0,0,8,11,48,53,16,145,0,0,3,37,5,10,3,0,0,52,4,20,17,264,31,23,9,4,0,377,4,0,0,14,0,6,0,0,0,25,0,5,4,17,3,0,0,0,0,33,0,8,5,26,11,0,0,0,0,47,0,0,3,18,5,3,8,0,4,43,0,3,3,23,32,90,189,204,84,622,0,3,7,22,0,3,0,0,0,37,3,4,17,36,0,0,0,0,0,57,0,0,0,0,3,3,0,0,0,6,4,7,56,143,18,10,3,0,0,242,0,0,0,0,0,3,6,0,0,12,0,0,0,8,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,5,13,0,0,0,0,0,27,0,0,3,8,7,21,39,11,3,90,11,33,59,142,97,52,39,19,0,454,0,0,0,3,3,3,7,0,0,13,0,17,11,12,3,0,0,0,0,43
LGA24850,0,0,0,3,14,14,15,5,3,51,0,3,0,5,3,0,3,0,0,14,9,8,15,203,19,13,7,0,0,275,0,3,0,11,3,0,3,3,0,19,0,0,0,3,0,0,0,0,0,3,0,0,6,24,3,4,3,0,0,42,0,5,3,32,19,15,18,8,0,100,0,0,3,0,36,67,72,41,18,240,0,3,8,10,3,0,0,0,0,27,0,0,3,4,4,0,0,0,0,15,0,0,3,11,10,5,0,0,0,30,0,8,8,19,18,11,3,4,0,70,0,0,4,11,10,47,47,22,0,140,0,0,3,14,0,3,3,0,0,25,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,7,0,0,0,8,7,23,49,12,9,116,5,40,48,132,83,84,36,17,8,446,0,0,0,3,11,12,6,10,0,36,3,0,0,16,4,0,0,0,0,28
LGA24900,0,0,0,0,0,5,9,0,0,20,0,0,5,0,0,3,0,0,0,11,5,7,17,113,9,8,5,0,4,168,0,3,0,4,0,0,0,0,0,11,0,0,4,0,0,0,0,0,0,3,0,8,3,25,13,4,0,0,0,59,0,0,0,10,4,5,7,5,4,27,0,0,0,3,14,24,89,75,11,222,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,12,45,10,3,0,0,0,76,0,0,0,0,0,9,16,6,0,32,0,0,0,3,3,0,3,0,0,10,0,0,0,8,0,0,0,0,0,11,0,3,0,10,0,0,0,0,0,10,0,3,9,13,19,13,53,23,3,133,0,22,64,99,86,67,53,16,8,410,0,0,0,0,3,5,6,3,0,19,7,0,0,13,0,0,0,0,0,17
LGA24970,12,103,121,252,405,620,1332,1308,291,4447,29,97,494,829,353,441,214,66,6,2524,196,722,1098,5126,1124,683,385,200,87,9617,35,81,371,903,168,118,89,29,7,1806,3,39,64,358,94,58,25,15,4,660,3,25,13,77,18,22,7,6,3,184,3,23,8,102,53,52,48,53,33,375,9,16,33,117,149,392,708,855,369,2643,11,72,78,243,112,44,32,17,3,611,22,185,380,908,343,130,48,15,4,2036,0,0,3,54,48,49,44,18,3,226,22,304,1139,1984,803,940,631,195,48,6076,0,0,0,4,7,34,67,37,13,155,3,12,65,220,100,98,81,59,32,670,0,0,14,49,23,13,11,11,0,129,4,16,52,168,10,8,3,0,0,252,0,19,10,36,34,36,107,62,46,345,28,240,356,611,312,288,166,65,33,2099,0,5,3,22,19,15,26,24,6,114,19,72,112,376,40,24,10,3,0,657
LGA25060,0,18,27,51,115,263,414,425,110,1419,3,5,34,139,62,61,18,6,7,334,83,148,247,1710,191,158,134,64,25,2748,0,12,46,139,23,12,9,7,4,246,4,38,36,293,43,26,11,9,4,482,0,5,17,36,33,10,3,3,0,106,9,20,9,225,56,45,40,26,12,437,6,29,37,205,264,761,1424,1501,601,4827,3,12,12,117,39,11,5,0,3,201,3,16,35,150,34,3,11,4,0,248,0,0,15,52,87,57,67,32,5,314,6,12,84,342,64,86,48,9,4,669,0,0,5,24,43,107,251,164,64,654,0,0,6,61,15,15,14,13,3,135,0,3,6,16,8,8,4,0,0,39,3,7,93,265,3,0,0,0,0,376,3,0,10,32,8,30,42,25,11,160,22,74,157,713,231,148,67,19,7,1431,0,3,0,18,20,9,18,5,4,82,4,11,26,125,9,9,4,0,0,193
