LGA_CODE_2016,A0_14_SEO_B00,A0_14_SEO_00_05,A0_14_SEO_06_10,A0_14_SEO_11,A0_14_SEO_12,A0_14_SEO_13,A0_14_SEO_14,A0_14_SEO_15,A0_14_SEO_16,A0_14_SEO_YNS,A0_14_SEO_T,A0_14_SOLSE_VWW_B00,A0_14_SOLSE_VWW_00_05,A0_14_SOLSE_VWW_06_10,A0_14_SOLSE_VWW_11,A0_14_SOLSE_VWW_12,A0_14_SOLSE_VWW_13,A0_14_SOLSE_VWW_14,A0_14_SOLSE_VWW_15,A0_14_SOLSE_VWW_16,A0_14_SOLSE_VWW_YNS,A0_14_SOLSE_VWW_T,A0_14_SOLSE_NWNAA_B00,A0_14_SOLSE_NWNAA_00_05,A0_14_SOLSE_NWNAA_06_10,A0_14_SOLSE_NWNAA_11,A0_14_SOLSE_NWNAA_12,A0_14_SOLSE_NWNAA_13,A0_14_SOLSE_NWNAA_14,A0_14_SOLSE_NWNAA_15,A0_14_SOLSE_NWNAA_16,A0_14_SOLSE_NWNAA_YNS,A0_14_SOLSE_NWNAA_T,A0_14_SOLSE_PinE_NS_B00,A0_14_SOLSE_PinE_NS_00_05,A0_14_SOLSE_PinE_NS_06_10,A0_14_SOLSE_PinE_NS_11,A0_14_SOLSE_PinE_NS_12,A0_14_SOLSE_PinE_NS_13,A0_14_SOLSE_PinE_NS_14,A0_14_SOLSE_PinE_NS_15,A0_14_SOLSE_PinE_NS_16,A0_14_SOLSE_PinE_NS_YNS,A0_14_SOLSE_PinE_NS_T,A0_14_SOLSE_T_B00,A0_14_SOLSE_T_00_05,A0_14_SOLSE_T_06_10,A0_14_SOLSE_T_11,A0_14_SOLSE_T_12,A0_14_SOLSE_T_13,A0_14_SOLSE_T_14,A0_14_SOLSE_T_15,A0_14_SOLSE_T_16,A0_14_SOLSE_T_YNS,A0_14_SOLSE_T_T,A0_14_L_PinE_NS_B00,A0_14_L_PinE_NS_00_05,A0_14_L_PinE_NS_06_10,A0_14_L_PinE_NS_11,A0_14_L_PinE_NS_12,A0_14_L_PinE_NS_13,A0_14_L_PinE_NS_14,A0_14_L_PinE_NS_15,A0_14_L_PinE_NS_16,A0_14_L_PinE_NS_YNS,A0_14_L_PinE_NS_T,A0_14_T_B00,A0_14_T_00_05,A0_14_T_06_10,A0_14_T_11,A0_14_T_12,A0_14_T_13,A0_14_T_14,A0_14_T_15,A0_14_T_16,A0_14_T_YNS,A0_14_T_T,A15_24_SEO_B00,A15_24_SEO_00_05,A15_24_SEO_06_10,A15_24_SEO_11,A15_24_SEO_12,A15_24_SEO_13,A15_24_SEO_14,A15_24_SEO_15,A15_24_SEO_16,A15_24_SEO_YNS,A15_24_SEO_T,A15_24_SOLSE_VWW_B00,A15_24_SOLSE_VWW_00_05,A15_24_SOLSE_VWW_06_10,A15_24_SOLSE_VWW_11,A15_24_SOLSE_VWW_12,A15_24_SOLSE_VWW_13,A15_24_SOLSE_VWW_14,A15_24_SOLSE_VWW_15,A15_24_SOLSE_VWW_16,A15_24_SOLSE_VWW_YNS,A15_24_SOLSE_VWW_T,A15_24_SOLSE_NWNAA_B00,A15_24_SOLSE_NWNAA_00_05,A15_24_SOLSE_NWNAA_06_10,A15_24_SOLSE_NWNAA_11,A15_24_SOLSE_NWNAA_12,A15_24_SOLSE_NWNAA_13,A15_24_SOLSE_NWNAA_14,A15_24_SOLSE_NWNAA_15,A15_24_SOLSE_NWNAA_16,A15_24_SOLSE_NWNAA_YNS,A15_24_SOLSE_NWNAA_T,A15_24_SOLSE_PinE_NS_B00,A15_24_SOLSE_PinE_NS_00_05,A15_24_SOLSE_PinE_NS_06_10,A15_24_SOLSE_PinE_NS_11,A15_24_SOLSE_PinE_NS_12,A15_24_SOLSE_PinE_NS_13,A15_24_SOLSE_PinE_NS_14,A15_24_SOLSE_PinE_NS_15,A15_24_SOLSE_PinE_NS_16,A15_24_SOLSE_PinE_NS_YNS,A15_24_SOLSE_PinE_NS_T,A15_24_SOLSE_T_B00,A15_24_SOLSE_T_00_05,A15_24_SOLSE_T_06_10,A15_24_SOLSE_T_11,A15_24_SOLSE_T_12,A15_24_SOLSE_T_13,A15_24_SOLSE_T_14,A15_24_SOLSE_T_15,A15_24_SOLSE_T_16,A15_24_SOLSE_T_YNS,A15_24_SOLSE_T_T,A15_24_L_PinE_NS_B00,A15_24_L_PinE_NS_00_05,A15_24_L_PinE_NS_06_10,A15_24_L_PinE_NS_11,A15_24_L_PinE_NS_12,A15_24_L_PinE_NS_13,A15_24_L_PinE_NS_14,A15_24_L_PinE_NS_15,A15_24_L_PinE_NS_16,A15_24_L_PinE_NS_YNS,A15_24_L_PinE_NS_T,A15_24_T_B00,A15_24_T_00_05,A15_24_T_06_10,A15_24_T_11,A15_24_T_12,A15_24_T_13,A15_24_T_14,A15_24_T_15,A15_24_T_16,A15_24_T_YNS,A15_24_T_T,A25_34_SEO_B00,A25_34_SEO_00_05,A25_34_SEO_06_10,A25_34_SEO_11,A25_34_SEO_12,A25_34_SEO_13,A25_34_SEO_14,A25_34_SEO_15,A25_34_SEO_16,A25_34_SEO_YNS,A25_34_SEO_T,A25_34_SOLSE_VWW_B00,A25_34_SOLSE_VWW_00_05,A25_34_SOLSE_VWW_06_10,A25_34_SOLSE_VWW_11,A25_34_SOLSE_VWW_12,A25_34_SOLSE_VWW_13,A25_34_SOLSE_VWW_14,A25_34_SOLSE_VWW_15,A25_34_SOLSE_VWW_16,A25_34_SOLSE_VWW_YNS,A25_34_SOLSE_VWW_T,A25_34_SOLSE_NWNAA_B00,A25_34_SOLSE_NWNAA_00_05,A25_34_SOLSE_NWNAA_06_10,A25_34_SOLSE_NWNAA_11,A25_34_SOLSE_NWNAA_12,A25_34_SOLSE_NWNAA_13,A25_34_SOLSE_NWNAA_14,A25_34_SOLSE_NWNAA_15,A25_34_SOLSE_NWNAA_16,A25_34_SOLSE_NWNAA_YNS,A25_34_SOLSE_NWNAA_T,A25_34_SOLSE_PinE_NS_B00,A25_34_SOLSE_PinE_NS_00_05,A25_34_SOLSE_PinE_NS_06_10,A25_34_SOLSE_PinE_NS_11,A25_34_SOLSE_PinE_NS_12,A25_34_SOLSE_PinE_NS_13,A25_34_SOLSE_PinE_NS_14,A25_34_SOLSE_PinE_NS_15,A25_34_SOLSE_PinE_NS_16,A25_34_SOLSE_PinE_NS_YNS,A25_34_SOLSE_PinE_NS_T,A25_34_SOLSE_T_B00,A25_34_SOLSE_T_00_05
LGA23810,..,15,51,10,7,12,14,9,8,10,139,..,17,88,12,17,15,16,9,10,3,186,..,0,0,0,0,4,3,0,9,3,17,..,0,0,0,0,0,0,0,0,0,0,..,17,88,12,17,14,19,14,13,7,205,..,0,0,0,0,0,0,0,0,0,0,..,30,138,24,26,33,39,21,25,12,340,39,47,41,7,3,4,7,7,5,3,167,7,43,76,6,12,18,19,40,10,7,237,0,0,0,0,0,0,3,9,3,0,21,0,0,0,0,0,0,0,0,0,0,0,7,43,76,6,12,16,20,47,13,15,257,0,0,0,0,0,0,0,0,0,0,0,50,89,118,14,20,23,28,51,22,16,426,109,30,47,14,11,10,10,14,8,13,260,30,44,178,21,37,46,34,37,19,9,455,0,3,14,3,4,5,3,4,0,4,39,0,0,3,0,0,0,0,0,0,0,6,30,54
LGA23940,..,0,7,0,0,4,3,0,0,0,13,..,0,5,0,0,3,0,0,3,3,16,..,0,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,0,..,0,5,0,0,3,0,0,3,3,16,..,0,0,0,0,0,0,0,0,0,0,..,0,10,0,0,11,3,0,3,3,28,4,3,0,0,0,0,0,0,0,0,7,0,0,5,0,0,4,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,4,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,4,4,5,0,0,4,0,0,0,0,20,4,0,0,5,0,0,0,0,0,0,11,0,0,9,0,3,0,0,0,3,4,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LGA24130,..,27,69,20,21,18,14,4,0,7,190,..,3,11,3,3,4,7,5,0,0,37,..,0,0,0,0,0,3,0,3,7,15,..,0,0,0,0,0,0,0,0,0,0,..,3,12,3,3,10,9,5,3,9,49,..,0,0,0,0,0,0,0,0,0,0,..,25,84,27,23,28,24,9,3,14,239,45,51,37,7,3,4,0,4,3,3,154,3,7,11,0,0,3,0,3,0,3,41,0,0,0,0,0,3,0,5,3,0,12,0,0,0,0,0,0,0,0,0,0,0,3,7,11,0,4,8,0,12,3,4,54,0,0,0,0,0,0,0,0,0,0,0,45,61,44,3,4,13,7,13,5,9,207,79,24,58,11,13,8,5,4,0,5,199,18,13,44,7,8,12,18,15,10,6,145,0,0,0,0,0,3,16,14,4,6,37,0,0,0,0,0,0,4,0,0,0,4,18,13
LGA24210,..,75,261,62,95,52,57,74,25,23,722,..,63,346,126,168,184,173,191,99,56,1406,..,0,11,7,17,28,51,98,79,59,348,..,0,0,0,0,0,0,0,0,0,5,..,63,359,132,182,211,229,289,176,119,1761,..,0,0,0,0,0,0,0,0,0,3,..,137,619,195,273,265,287,363,201,145,2486,168,332,239,27,36,19,22,26,18,18,899,186,439,692,174,207,225,280,243,129,94,2680,0,11,33,17,15,23,53,60,62,36,314,0,3,0,3,0,0,0,0,0,0,6,185,450,731,194,229,252,332,297,195,129,3001,0,0,0,0,0,0,0,0,0,3,6,357,780,970,217,259,271,355,331,214,149,3909,388,158,148,36,22,21,16,17,12,20,830,945,1144,1516,224,251,261,222,192,82,93,4929,7,35,119,23,40,58,46,59,36,33,468,5,3,4,0,0,0,0,0,0,0,17,955,1189
LGA24250,..,3,6,3,3,0,0,0,3,0,16,..,0,3,0,0,0,3,15,3,4,29,..,0,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,0,..,0,3,0,0,0,3,15,3,4,28,..,0,0,0,0,0,0,0,0,0,0,..,3,12,4,0,0,3,17,8,6,50,3,6,5,0,0,0,0,0,0,4,26,0,0,0,0,3,0,3,8,4,3,26,0,0,0,0,0,0,0,0,0,5,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,6,3,4,35,0,0,0,0,0,0,0,0,0,0,0,3,12,9,3,3,3,3,6,7,15,60,11,3,7,0,3,0,0,4,0,0,28,0,0,5,3,0,0,0,0,0,4,20,0,0,0,0,3,0,6,4,0,3,17,0,0,0,0,0,0,0,0,0,0,0,0,3
LGA24330,..,19,72,31,34,34,36,37,15,26,303,..,16,148,57,80,116,105,75,23,40,653,..,0,3,3,8,24,40,67,59,22,229,..,0,0,0,0,0,0,10,0,0,15,..,18,152,56,94,135,149,145,87,61,892,..,0,0,0,3,0,0,0,6,0,11,..,41,222,92,128,165,179,183,102,84,1204,83,122,60,23,25,34,42,69,53,27,542,139,179,324,121,220,325,461,540,395,113,2817,3,5,18,9,22,60,68,77,60,26,345,0,6,0,0,0,4,0,3,3,0,16,139,189,343,125,246,386,522,620,463,138,3172,0,0,0,0,3,0,0,0,0,18,24,222,309,406,154,274,420,572,683,514,186,3742,501,213,489,141,166,143,148,92,44,53,1998,739,613,1988,329,469,585,647,500,262,142,6270,11,37,145,47,82,112,75,109,55,42,718,4,0,13,0,3,3,6,3,0,3,36,756,649
LGA24410,..,62,153,45,34,35,29,41,11,27,440,..,41,288,86,130,121,99,72,25,29,891,..,0,3,13,21,41,48,65,80,23,288,..,0,4,0,5,3,0,4,3,0,21,..,41,292,94,153,162,146,142,108,51,1193,..,0,0,0,0,0,0,0,0,0,0,..,101,445,140,187,195,174,186,120,82,1627,133,184,111,10,15,17,18,23,11,12,531,50,167,372,62,66,101,113,121,52,21,1125,0,0,8,8,9,24,28,76,30,11,197,0,0,3,0,0,0,3,0,0,0,11,50,163,388,69,73,121,148,201,84,31,1332,0,0,0,0,0,0,0,0,0,3,4,187,348,495,83,89,141,162,221,99,43,1863,461,124,189,59,50,39,25,40,10,23,1025,276,492,1108,150,167,155,185,154,70,41,2812,3,23,123,37,77,78,67,52,50,21,524,0,0,7,0,0,0,0,3,0,0,10,280,512
LGA24600,..,34,86,34,27,36,51,81,52,33,437,..,28,137,76,71,93,131,147,92,56,840,..,0,0,4,6,14,51,128,152,65,422,..,0,0,0,0,0,3,9,9,3,24,..,28,137,80,84,108,180,282,252,124,1280,..,0,0,0,0,0,0,0,3,12,13,..,68,223,116,112,145,232,368,306,163,1729,302,342,284,110,209,235,391,646,654,187,3363,206,531,1879,1079,1681,2280,3543,5306,4070,1197,21769,0,64,84,48,123,205,446,766,699,459,2887,0,3,15,10,3,14,22,22,21,7,109,206,597,1976,1139,1807,2490,4014,6092,4788,1659,24770,0,0,0,0,0,0,3,8,3,17,26,507,938,2262,1251,2013,2730,4414,6746,5439,1861,28161,1100,576,1090,375,434,469,563,690,429,212,5925,1136,1903,4168,1033,1382,1729,2435,2933,1852,684,19249,12,71,168,84,141,246,346,485,384,296,2235,8,6,20,3,10,17,15,10,10,10,103,1154,1977
LGA24650,..,117,404,92,106,101,113,74,30,54,1096,..,179,657,141,143,160,142,106,63,66,1659,..,0,7,4,9,17,36,54,59,20,202,..,0,6,0,0,0,3,7,0,6,24,..,179,672,145,156,177,180,167,122,89,1882,..,0,0,0,0,0,0,0,4,0,5,..,296,1077,233,266,278,288,242,150,144,2978,152,334,324,42,59,45,33,22,19,31,1060,257,680,699,102,90,120,133,137,116,53,2392,0,0,11,4,5,14,20,16,24,14,114,0,5,4,0,3,0,0,0,0,0,21,259,686,718,109,97,140,160,154,140,68,2530,0,3,4,0,0,0,0,0,0,47,55,410,1027,1044,154,154,185,190,173,160,147,3646,569,175,248,62,53,53,38,41,10,40,1296,990,886,1733,246,242,250,248,181,114,98,4981,10,28,147,32,20,36,27,31,24,21,370,6,7,25,0,0,3,0,0,3,3,47,1002,920
LGA24780,..,13,34,3,11,11,9,5,11,3,97,..,9,46,23,19,24,22,29,4,7,183,..,0,0,0,0,3,3,15,12,4,35,..,0,0,0,0,0,0,0,0,0,0,..,9,46,20,19,28,22,46,12,13,218,..,0,0,0,0,0,0,0,0,0,0,..,20,81,22,30,37,33,52,21,16,316,21,42,20,9,0,8,3,16,9,14,138,11,48,74,20,6,25,24,37,29,21,288,3,0,0,0,0,4,13,15,32,30,94,0,0,0,0,0,0,0,0,0,0,0,16,50,79,20,6,22,35,45,62,59,388,0,0,0,0,0,0,0,0,3,3,7,36,90,101,21,9,31,37,64,74,74,539,57,22,55,19,13,11,10,18,12,10,224,58,49,175,35,56,61,49,55,36,43,620,0,9,28,10,17,8,18,35,31,46,195,0,0,0,0,0,0,0,0,0,0,6,63,63
LGA24850,..,12,45,16,21,0,8,17,0,11,137,..,6,34,11,5,5,4,14,6,4,90,..,0,0,0,0,0,0,4,0,0,12,..,0,0,0,0,0,0,0,0,0,0,..,6,34,11,5,5,7,23,9,7,104,..,0,0,0,0,0,0,0,0,5,7,..,20,81,24,28,8,17,41,7,16,243,29,34,39,4,0,3,3,3,0,12,127,7,13,43,15,4,16,11,33,32,51,229,0,0,0,0,0,0,0,25,26,32,83,0,0,0,0,0,0,0,0,0,0,0,7,14,43,15,7,16,11,53,58,88,316,0,0,0,0,0,0,0,0,0,0,4,35,54,77,19,9,21,10,62,60,95,443,69,31,43,7,15,11,6,4,3,5,192,34,39,157,15,19,14,14,18,4,12,328,0,6,5,0,4,0,3,0,6,3,21,0,0,3,0,0,0,0,0,0,0,6,33,39
LGA24900,..,3,26,4,3,9,4,6,0,4,61,..,0,16,8,0,15,3,4,0,7,53,..,0,0,0,0,0,0,3,3,0,8,..,0,0,0,0,0,0,0,0,0,0,..,0,16,8,0,15,6,9,8,7,57,..,0,0,0,0,0,0,0,0,0,0,..,3,38,13,4,25,12,15,8,7,119,13,38,21,4,3,3,3,5,10,0,99,3,5,18,4,3,8,10,5,7,0,67,0,0,0,0,0,0,0,8,3,0,8,0,0,0,0,0,0,0,0,0,0,0,3,5,18,4,3,8,10,13,12,0,80,0,0,0,0,0,0,0,0,0,0,0,20,39,36,7,6,15,10,16,14,3,172,32,16,26,12,7,13,4,8,3,9,115,5,8,70,4,9,15,15,20,19,10,186,0,0,4,7,6,3,4,0,3,0,29,0,0,0,0,0,0,0,0,0,0,0,5,8
LGA24970,..,105,406,117,133,130,117,101,68,60,1236,..,202,989,307,362,449,482,450,202,111,3556,..,4,12,10,16,71,119,203,225,87,739,..,0,4,0,3,3,0,6,6,4,33,..,199,1012,325,382,522,605,661,436,197,4331,..,0,0,0,3,0,0,0,0,8,10,..,311,1419,440,516,652,722,765,502,261,5580,302,534,350,84,103,91,111,185,210,57,2031,352,999,1553,555,785,1037,1656,2170,1541,492,11150,3,31,40,25,58,118,206,380,260,140,1262,0,0,7,3,0,0,8,12,14,3,51,357,1031,1606,580,842,1163,1872,2557,1812,637,12457,0,3,0,0,0,0,0,0,0,9,12,654,1569,1958,665,951,1258,1980,2750,2020,703,14506,757,294,445,90,95,125,107,103,70,68,2150,1416,2063,4556,712,789,960,1154,1128,635,293,13693,7,64,222,61,88,112,138,187,111,80,1072,6,14,11,9,3,0,3,3,3,4,54,1436,2141
LGA25060,..,51,123,39,54,47,52,62,37,40,515,..,42,175,55,82,114,96,73,45,31,706,..,0,3,0,4,5,17,52,57,9,154,..,0,0,3,0,0,0,5,0,0,10,..,47,180,58,82,119,113,126,106,42,868,..,0,0,0,0,0,0,0,0,0,3,..,98,301,97,141,168,167,192,144,81,1383,104,132,75,20,14,32,47,46,37,25,529,111,176,264,90,121,150,180,225,168,55,1543,0,0,4,8,10,11,30,37,36,23,153,3,0,0,0,0,0,3,0,0,5,13,111,182,266,95,134,159,216,264,206,80,1711,0,3,0,0,0,0,0,0,0,5,6,216,318,342,114,144,190,257,309,247,110,2242,434,170,378,138,136,111,97,96,46,48,1653,452,455,1208,209,277,397,416,427,206,84,4131,6,24,53,15,31,66,33,29,40,18,313,4,3,10,0,3,3,0,0,3,3,32,464,475
LGA25150,..,5,48,8,13,16,0,6,0,9,100,..,5,17,0,5,9,7,4,0,0,44,..,0,0,0,0,0,0,3,0,0,7,..,0,0,0,0,0,0,0,0,0,0,..,5,13,0,5,9,6,6,0,4,47,..,0,0,0,0,0,0,0,0,0,0,..,7,61,14,16,22,9,13,0,9,149,16,29,33,3,3,4,0,0,0,4,98,8,8,20,0,4,3,11,0,3,7,56,0,0,0,0,0,0,3,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,8,8,20,0,4,3,13,0,3,7,60,0,0,0,0,0,0,0,0,0,0,0,27,36,50,3,9,6,12,4,5,9,156,60,25,32,9,11,6,4,3,0,4,153,16,19,75,5,4,8,19,8,5,0,157,0,0,0,0,0,0,0,4,0,0,3,0,0,0,0,0,0,0,0,0,0,0,16,19
LGA25250,..,41,153,64,58,64,72,67,48,50,613,..,63,398,135,163,218,194,222,73,51,1513,..,0,4,9,16,25,51,126,132,29,397,..,0,5,0,0,5,0,5,7,0,21,..,64,405,144,183,249,249,350,214,82,1936,..,0,0,0,0,0,0,3,0,3,6,..,109,560,208,238,314,318,423,258,132,2557,202,180,121,32,64,62,75,131,107,46,1021,161,270,356,124,202,414,555,641,530,151,3400,0,3,8,3,11,38,44,48,58,31,248,0,3,0,0,0,0,5,0,4,6,20,165,274,363,135,208,449,602,694,589,181,3662,0,0,0,0,0,0,0,0,0,3,10,372,454,489,163,275,509,683,824,694,231,4688,886,340,854,295,315,316,307,219,143,111,3787,801,737,2933,515,759,934,1013,960,531,208,9387,4,41,112,37,71,104,74,107,62,41,650,10,3,19,0,0,9,3,4,3,9,65,816,778
LGA25340,..,123,414,113,106,123,81,65,37,60,1120,..,15,52,13,34,17,39,25,20,3,216,..,0,0,0,0,0,3,3,9,6,19,..,0,0,0,0,0,0,0,0,0,0,..,16,52,13,34,23,41,22,26,7,236,..,0,0,0,0,0,0,0,0,0,0,..,138,462,131,138,147,127,93,67,65,1360,142,369,355,35,36,22,23,24,12,29,1043,11,38,59,11,16,26,41,46,26,12,287,0,0,0,0,3,0,12,20,8,6,53,0,0,0,0,0,0,0,0,0,0,0,13,38,59,11,13,31,54,69,34,20,349,0,0,0,0,0,0,0,0,0,3,3,154,407,409,43,55,49,74,90,43,53,1391,325,118,219,69,35,43,30,27,14,47,924,54,61,145,34,37,26,37,22,23,11,446,0,3,4,0,0,0,4,6,4,7,32,0,0,3,0,0,0,0,0,0,0,4,53,62
LGA25430,..,9,14,8,0,0,3,0,0,4,43,..,0,8,0,6,0,0,0,0,3,14,..,0,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,0,..,0,8,0,6,0,0,0,0,3,20,..,0,0,0,0,0,0,0,0,0,0,..,9,19,8,5,3,5,0,0,9,61,4,14,8,0,3,0,0,0,0,0,31,0,5,8,0,3,3,0,0,0,0,25,0,0,0,0,0,0,3,0,0,10,14,0,0,0,0,0,0,0,0,0,0,0,0,5,8,0,3,3,3,0,0,6,32,0,0,0,0,0,0,0,0,0,23,23,4,16,8,0,3,3,6,3,0,31,85,18,7,5,3,4,5,0,0,0,4,42,4,3,18,3,4,8,11,3,3,3,53,0,0,0,0,0,0,4,25,4,13,42,0,0,0,0,0,0,0,0,0,0,0,4,3
LGA25490,..,5,25,6,0,11,0,3,3,0,56,..,3,6,4,3,4,5,3,0,3,29,..,0,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,0,..,3,6,4,3,4,8,3,0,6,36,..,0,0,0,0,0,0,0,0,0,0,..,6,29,6,3,12,8,7,3,5,90,4,15,21,0,0,3,3,6,0,0,55,0,3,3,0,0,0,4,3,3,0,15,0,0,0,0,0,0,0,0,5,0,5,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,4,3,3,0,19,0,0,0,0,0,0,0,0,0,0,0,4,16,20,0,0,4,7,6,7,3,74,22,11,14,8,0,10,6,3,0,0,83,0,4,17,3,3,9,9,3,3,0,63,0,0,0,0,0,0,4,3,9,0,19,0,0,0,0,0,0,0,0,0,0,0,0,4
LGA25620,..,0,7,0,0,0,0,0,3,3,23,..,0,3,0,0,0,3,0,0,0,10,..,0,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,0,..,0,3,0,0,3,3,0,0,0,6,..,0,0,0,0,0,0,0,0,0,3,..,0,14,0,3,4,3,0,4,4,31,5,6,6,0,0,0,3,4,0,3,30,0,3,0,3,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,5,5,4,3,0,0,3,4,0,3,37,18,8,15,4,4,7,0,4,3,3,58,8,4,7,0,3,8,3,3,0,4,37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,4
LGA25710,..,52,167,35,29,36,35,32,8,16,407,..,15,53,17,23,14,21,16,3,4,161,..,0,0,0,0,0,3,3,0,3,10,..,0,0,0,0,0,0,0,0,0,0,..,15,53,19,23,16,22,14,3,7,175,..,0,0,0,0,0,0,0,0,0,0,..,64,223,53,48,54,55,47,15,23,584,80,150,111,16,12,9,10,4,9,18,415,14,33,30,8,8,8,6,16,13,5,138,0,0,0,0,0,0,7,3,3,0,17,0,0,0,0,0,0,0,0,0,0,0,17,33,30,8,8,8,9,19,15,6,153,0,0,0,0,0,0,0,0,0,0,0,96,180,139,26,18,13,24,21,24,27,565,131,51,70,14,17,10,9,8,8,6,334,53,75,106,14,30,19,24,13,14,11,353,0,4,3,0,4,4,3,3,0,0,24,0,0,0,0,0,0,0,0,0,0,0,53,74
LGA25810,..,0,6,3,0,4,0,0,0,3,18,..,3,3,0,3,0,0,3,0,0,18,..,0,0,0,0,0,0,0,3,0,3,..,0,0,0,0,0,0,0,0,0,0,..,3,3,0,3,0,0,3,3,0,19,..,0,0,0,0,0,0,0,0,0,0,..,0,5,4,3,4,0,4,3,4,36,3,3,6,3,3,0,0,0,0,0,17,0,0,8,0,0,7,0,3,5,0,22,0,0,0,0,0,0,0,3,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,3,4,6,5,3,28,0,0,0,0,0,0,0,0,0,0,0,6,7,9,3,3,3,4,11,5,3,48,3,0,9,0,0,3,0,0,0,3,27,0,3,21,3,9,10,4,8,3,4,64,0,0,0,0,0,3,10,7,3,0,20,0,0,0,0,0,0,0,0,0,0,0,0,3
LGA25900,..,70,156,59,45,72,72,105,34,61,670,..,16,98,39,34,45,54,73,34,29,422,..,0,0,0,4,9,15,45,49,9,129,..,0,0,0,0,0,0,3,0,0,3,..,16,97,39,34,58,72,124,84,36,553,..,0,4,0,0,0,0,0,0,3,8,..,88,259,100,84,129,146,227,110,98,1230,157,155,104,33,62,74,118,197,188,71,1156,46,91,180,69,94,146,186,244,182,73,1313,3,4,3,3,3,9,14,20,21,20,101,0,5,0,0,0,0,0,3,0,4,12,55,94,185,75,96,158,202,270,209,93,1428,0,0,0,0,0,0,0,0,0,0,4,206,248,289,104,160,233,316,467,398,159,2591,805,317,1064,473,521,500,489,520,279,117,5086,460,465,1264,331,417,489,547,619,352,138,5087,0,9,31,6,18,12,24,42,36,24,206,6,5,0,0,0,0,3,0,0,0,15,466,477
LGA25990,..,0,3,0,0,0,0,0,5,0,9,..,0,0,0,0,0,3,0,0,0,4,..,0,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,3,0,0,0,4,..,0,0,0,0,0,0,0,0,0,0,..,6,7,0,0,0,3,0,5,0,15,3,3,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,6,0,0,0,0,0,0,0,0,0,0,0,4,3,0,0,0,0,0,0,0,3,11,4,0,3,0,0,0,3,0,0,0,12,0,3,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,3
LGA26080,..,0,0,4,0,0,0,0,0,3,12,..,0,3,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,0,..,0,3,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,0,..,0,8,4,0,0,0,0,0,4,12,0,3,0,0,0,0,0,0,0,0,3,0,0,4,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,4,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,4,0,4,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,4,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LGA26170,..,9,25,4,4,8,4,0,0,0,53,..,0,4,3,4,3,7,0,4,0,27,..,0,0,0,0,0,0,3,0,0,4,..,0,0,0,0,0,0,0,0,0,0,..,0,4,3,3,3,7,3,4,0,32,..,0,0,0,0,0,0,0,0,0,0,..,9,32,9,7,12,10,3,4,3,84,9,21,8,3,7,0,0,0,0,0,49,0,0,9,0,0,0,0,6,0,8,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,4,4,0,11,28,0,0,0,0,0,0,0,0,0,0,0,11,21,17,4,7,0,4,5,3,11,76,27,19,28,3,3,3,3,3,0,0,99,7,9,35,8,0,7,13,11,3,0,94,0,0,0,3,0,0,4,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,7,9
