SED_CODE_2016,P_Greece_0_4,P_Greece_5_14,P_Greece_15_24,P_Greece_25_44,P_Greece_45_54,P_Greece_55_64,P_Greece_65_74,P_Greece_75_84,P_Greece_85ov,P_Greece_Tot,P_Hong_Kong_0_4,P_Hong_Kong_5_14,P_Hong_Kong_15_24,P_Hong_Kong_25_44,P_Hong_Kong_45_54,P_Hong_Kong_55_64,P_Hong_Kong_65_74,P_Hong_Kong_75_84,P_Hong_Kong_85ov,P_Hong_Kong_Tot,P_India_0_4,P_India_5_14,P_India_15_24,P_India_25_44,P_India_45_54,P_India_55_64,P_India_65_74,P_India_75_84,P_India_85ov,P_India_Tot,P_Indonesia_0_4,P_Indonesia_5_14,P_Indonesia_15_24,P_Indonesia_25_44,P_Indonesia_45_54,P_Indonesia_55_64,P_Indonesia_65_74,P_Indonesia_75_84,P_Indonesia_85ov,P_Indonesia_Tot,P_Iran_0_4,P_Iran_5_14,P_Iran_15_24,P_Iran_25_44,P_Iran_45_54,P_Iran_55_64,P_Iran_65_74,P_Iran_75_84,P_Iran_85ov,P_Iran_Tot,P_Iraq_0_4,P_Iraq_5_14,P_Iraq_15_24,P_Iraq_25_44,P_Iraq_45_54,P_Iraq_55_64,P_Iraq_65_74,P_Iraq_75_84,P_Iraq_85ov,P_Iraq_Tot,P_Ireland_0_4,P_Ireland_5_14,P_Ireland_15_24,P_Ireland_25_44,P_Ireland_45_54,P_Ireland_55_64,P_Ireland_65_74,P_Ireland_75_84,P_Ireland_85ov,P_Ireland_Tot,P_Italy_0_4,P_Italy_5_14,P_Italy_15_24,P_Italy_25_44,P_Italy_45_54,P_Italy_55_64,P_Italy_65_74,P_Italy_75_84,P_Italy_85ov,P_Italy_Tot,P_Japan_0_4,P_Japan_5_14,P_Japan_15_24,P_Japan_25_44,P_Japan_45_54,P_Japan_55_64,P_Japan_65_74,P_Japan_75_84,P_Japan_85ov,P_Japan_Tot,P_Korea_South_0_4,P_Korea_South_5_14,P_Korea_South_15_24,P_Korea_South_25_44,P_Korea_South_45_54,P_Korea_South_55_64,P_Korea_South_65_74,P_Korea_South_75_84,P_Korea_South_85ov,P_Korea_South_Tot,P_Lebanon_0_4,P_Lebanon_5_14,P_Lebanon_15_24,P_Lebanon_25_44,P_Lebanon_45_54,P_Lebanon_55_64,P_Lebanon_65_74,P_Lebanon_75_84,P_Lebanon_85ov,P_Lebanon_Tot,P_Malaysia_0_4,P_Malaysia_5_14,P_Malaysia_15_24,P_Malaysia_25_44,P_Malaysia_45_54,P_Malaysia_55_64,P_Malaysia_65_74,P_Malaysia_75_84,P_Malaysia_85ov,P_Malaysia_Tot,P_Malta_0_4,P_Malta_5_14,P_Malta_15_24,P_Malta_25_44,P_Malta_45_54,P_Malta_55_64,P_Malta_65_74,P_Malta_75_84,P_Malta_85ov,P_Malta_Tot,P_Mauritius_0_4,P_Mauritius_5_14,P_Mauritius_15_24,P_Mauritius_25_44,P_Mauritius_45_54,P_Mauritius_55_64,P_Mauritius_65_74,P_Mauritius_75_84,P_Mauritius_85ov,P_Mauritius_Tot,P_Myanmar_0_4,P_Myanmar_5_14,P_Myanmar_15_24,P_Myanmar_25_44,P_Myanmar_45_54,P_Myanmar_55_64,P_Myanmar_65_74,P_Myanmar_75_84,P_Myanmar_85ov,P_Myanmar_Tot,P_Nepal_0_4,P_Nepal_5_14,P_Nepal_15_24,P_Nepal_25_44,P_Nepal_45_54,P_Nepal_55_64,P_Nepal_65_74,P_Nepal_75_84,P_Nepal_85ov,P_Nepal_Tot,P_Netherlands_0_4,P_Netherlands_5_14,P_Netherlands_15_24,P_Netherlands_25_44,P_Netherlands_45_54,P_Netherlands_55_64,P_Netherlands_65_74,P_Netherlands_75_84,P_Netherlands_85ov,P_Netherlands_Tot,P_New_Zealand_0_4,P_New_Zealand_5_14,P_New_Zealand_15_24,P_New_Zealand_25_44,P_New_Zealand_45_54,P_New_Zealand_55_64,P_New_Zealand_65_74,P_New_Zealand_75_84,P_New_Zealand_85ov,P_New_Zealand_Tot,P_Nthern_Ireland_0_4,P_Nthern_Ireland_5_14,P_Nthern_Ireland_15_24,P_Nthern_Ireland_25_44,P_Nthern_Ireland_45_54,P_Nthern_Ireland_55_64,P_Nthern_Ireland_65_74,P_Nthern_Ireland_75_84,P_Nthern_Ireland_85ov,P_Nthern_Ireland_Tot,P_Pakistan_0_4,P_Pakistan_5_14,P_Pakistan_15_24,P_Pakistan_25_44,P_Pakistan_45_54,P_Pakistan_55_64,P_Pakistan_65_74,P_Pakistan_75_84,P_Pakistan_85ov,P_Pakistan_Tot
SED25205,0,4,13,35,83,126,172,144,46,618,3,4,5,32,9,25,14,0,0,97,9,32,52,476,146,138,64,61,12,994,0,0,8,28,15,3,4,0,3,64,0,4,4,46,9,7,0,0,0,68,0,0,0,4,3,0,0,0,0,9,3,36,7,119,59,28,44,18,9,325,0,7,7,46,38,76,135,142,43,493,0,8,8,37,28,5,3,3,0,104,0,3,6,23,7,6,0,0,0,54,0,0,3,8,18,24,7,4,3,69,3,4,12,62,41,34,23,10,0,187,0,0,0,3,0,19,17,16,7,59,0,0,4,53,39,41,35,23,8,189,0,0,0,0,3,3,3,5,0,15,0,0,4,17,3,0,0,0,0,28,4,4,0,30,19,29,48,28,19,178,9,56,95,382,237,148,79,26,8,1055,0,0,0,23,20,17,22,17,3,115,0,7,6,25,12,3,4,0,0,53
SED25302,0,0,0,7,15,21,36,34,14,124,0,6,13,10,5,9,3,10,3,59,9,10,0,68,26,14,23,19,4,160,0,0,3,14,4,0,10,11,0,43,0,0,0,8,3,4,3,0,0,22,0,0,0,9,3,3,0,0,0,10,3,47,24,94,68,54,53,30,13,394,0,4,4,24,30,45,105,67,28,306,0,8,3,18,11,3,3,0,3,54,0,0,3,10,0,3,0,0,0,22,0,3,0,5,4,5,0,0,0,18,0,4,3,18,21,30,14,8,3,109,0,0,0,0,3,11,34,12,3,64,0,0,0,9,13,15,8,0,0,43,0,0,0,0,0,0,0,3,0,14,0,0,0,9,0,0,0,0,0,7,0,3,6,24,26,55,131,92,27,367,3,57,64,258,206,166,133,56,22,972,0,11,11,30,33,31,32,25,4,164,0,0,4,0,4,0,0,0,0,13
SED25402,0,0,0,0,6,14,18,27,10,83,0,3,0,11,0,8,0,0,0,23,8,31,17,179,20,14,15,8,3,286,0,0,0,10,0,4,5,9,0,33,0,0,0,22,0,0,0,0,0,20,4,3,0,3,0,0,0,0,0,9,0,5,0,13,14,27,15,26,9,109,0,0,0,3,33,129,164,173,83,584,0,0,0,11,6,0,3,3,0,26,0,3,3,18,0,4,0,0,0,26,0,0,0,3,3,0,0,0,0,3,3,3,13,30,15,13,6,0,0,87,0,0,0,8,12,49,118,62,20,278,0,0,0,6,0,3,3,0,0,17,0,0,0,14,0,3,0,0,0,12,0,0,3,13,3,0,0,0,0,22,0,3,7,23,30,98,222,127,55,562,3,21,46,170,113,128,72,21,6,572,0,0,0,3,11,17,40,13,3,91,0,3,11,20,8,3,0,0,0,37
SED25501,0,8,13,22,71,104,240,257,57,777,18,62,126,339,204,254,117,40,3,1171,54,356,287,1538,516,270,129,70,21,3250,0,22,56,232,51,51,39,12,4,468,3,19,28,109,37,23,9,5,0,239,5,10,0,32,9,6,0,0,0,66,0,10,4,26,22,22,10,18,6,120,0,0,4,15,25,65,120,127,63,428,5,33,33,60,57,19,15,5,0,228,8,127,156,333,187,59,20,5,0,899,0,0,0,8,11,5,12,3,0,43,10,184,384,770,457,459,276,92,26,2666,0,0,0,0,4,11,21,17,6,55,0,0,3,33,25,25,12,5,4,103,0,0,4,10,11,7,3,3,0,37,3,3,3,24,4,3,3,0,0,43,0,18,3,18,16,15,44,38,24,164,8,143,146,171,95,83,61,38,17,761,0,0,3,3,7,3,11,10,0,38,6,48,20,120,21,3,0,0,0,218
SED25605,3,36,32,69,130,222,496,353,57,1394,3,28,44,181,71,89,53,16,0,477,64,170,525,2157,382,263,204,100,55,3920,0,18,50,174,72,35,31,10,5,392,0,12,15,100,36,23,16,5,0,210,0,3,0,9,11,8,9,7,0,53,4,8,0,7,9,7,15,16,6,76,0,4,3,31,69,208,353,369,147,1186,0,20,6,51,14,15,11,3,0,114,6,19,38,185,30,28,11,4,0,318,0,0,7,39,34,41,40,13,8,179,17,74,130,498,181,277,204,61,19,1467,0,0,0,0,5,14,40,25,7,87,0,3,20,75,62,86,83,69,44,435,4,8,77,194,50,24,11,7,3,380,0,3,3,39,5,3,0,0,0,57,0,0,3,3,11,14,44,38,19,126,16,77,140,217,116,111,63,18,7,780,0,3,0,4,10,5,12,10,3,47,20,45,78,276,28,20,11,3,0,474
SED25704,0,3,0,0,4,10,17,3,0,38,0,0,0,9,0,4,0,0,0,19,10,17,23,232,17,10,6,6,3,321,0,3,10,30,7,0,0,0,0,54,0,0,4,10,0,0,0,0,0,15,0,0,3,3,8,0,0,0,0,13,0,5,0,25,3,9,8,10,4,59,0,0,0,10,15,45,119,109,42,330,0,3,0,6,0,0,0,0,0,14,0,4,9,24,3,4,0,0,0,47,0,0,0,0,0,0,0,0,0,4,3,9,13,56,7,4,0,0,0,99,0,0,0,0,0,10,14,0,0,23,0,3,0,9,0,5,0,0,0,14,0,3,0,3,0,0,0,0,0,3,0,0,0,17,0,0,0,0,0,15,0,3,0,15,4,28,67,24,17,163,5,24,47,145,110,97,59,20,4,508,0,3,0,0,5,3,4,3,0,21,0,5,4,30,6,0,0,0,0,48
SED25802,0,0,0,7,4,8,9,13,7,49,0,3,8,12,6,0,0,0,0,31,5,10,12,109,18,12,18,8,0,192,0,0,3,9,10,0,4,0,0,24,0,3,0,3,6,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,7,0,20,10,19,23,22,10,111,0,0,0,3,17,48,77,86,22,264,0,6,3,13,3,0,0,0,0,23,0,0,0,7,3,0,0,0,0,16,0,0,0,3,0,3,0,0,0,10,0,0,0,22,7,13,8,0,0,56,0,0,8,3,5,26,51,21,5,119,0,0,0,10,20,6,3,0,0,51,0,0,0,3,0,0,0,0,0,7,0,3,0,3,0,0,0,0,0,12,0,4,3,11,35,108,242,129,37,578,3,35,70,192,159,109,91,29,12,696,0,0,0,7,20,16,33,9,3,88,0,0,0,6,0,0,0,0,0,9
SED25905,0,3,7,28,37,61,71,48,19,273,3,11,14,53,40,39,7,0,0,173,25,118,283,1303,464,342,173,51,27,2782,5,15,13,94,43,26,19,10,0,230,5,50,64,113,50,20,10,3,0,314,0,8,18,65,48,24,14,0,3,170,0,0,0,28,12,17,20,12,8,101,0,0,3,20,63,128,180,138,52,589,0,3,0,21,3,3,4,0,0,31,0,9,10,41,14,12,3,0,0,83,0,13,15,76,79,69,26,10,0,282,3,35,49,105,78,100,47,9,3,431,0,0,0,3,8,16,44,22,4,98,0,12,29,150,127,170,105,46,24,673,0,0,3,4,3,3,4,0,0,22,0,5,0,25,3,0,0,0,0,38,0,0,3,8,15,59,103,71,29,286,24,206,224,422,213,139,38,15,3,1284,0,0,0,3,12,23,14,10,0,66,17,85,117,255,79,32,17,0,0,590
SED26005,0,7,7,15,20,36,45,21,0,147,0,7,7,40,20,13,3,3,0,97,42,334,471,2574,775,446,204,87,21,4951,5,22,22,139,50,24,13,0,0,286,5,61,37,96,35,14,8,0,0,253,4,67,33,110,41,31,8,5,0,307,0,6,0,35,24,21,14,16,0,119,0,3,9,18,46,89,100,47,8,323,0,6,7,15,0,0,0,0,0,25,0,25,23,110,41,10,3,0,0,210,3,0,5,46,45,32,20,3,0,158,3,53,66,148,93,78,23,5,0,478,0,0,0,3,16,30,44,17,5,116,0,31,92,318,239,274,133,44,17,1145,0,4,0,34,6,7,0,0,0,51,0,3,7,34,9,9,0,0,0,61,0,3,3,18,21,57,91,37,7,236,48,369,442,725,312,182,46,9,3,2139,0,3,6,17,24,20,19,7,3,94,20,159,134,319,65,30,17,3,0,741
SED26102,0,0,9,12,21,57,161,132,29,420,0,0,3,6,0,7,0,0,3,18,0,7,10,53,18,34,13,14,0,148,0,0,0,21,3,4,3,3,0,35,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,4,0,6,11,21,31,31,27,31,11,163,0,6,3,23,29,117,298,196,80,751,0,0,3,14,6,4,0,0,0,31,0,0,0,7,3,0,4,0,0,13,0,0,0,0,4,5,5,0,0,18,0,0,6,10,3,8,12,3,0,49,0,0,0,5,0,18,44,28,12,107,0,0,0,11,15,21,19,12,4,74,0,0,0,3,3,0,0,0,0,10,0,0,0,6,0,0,0,0,0,8,0,3,0,18,14,67,127,64,30,322,3,24,22,158,139,180,147,56,12,732,0,0,4,7,12,15,30,23,3,84,0,0,0,0,0,0,0,0,0,3
SED26207,0,9,17,29,71,171,282,257,52,901,3,0,7,46,37,44,7,4,5,153,24,63,84,525,128,111,74,36,15,1053,0,3,3,35,10,11,3,0,3,63,4,37,25,146,32,27,13,15,4,298,0,7,8,21,14,5,4,4,0,55,3,17,7,54,20,14,31,14,11,168,3,25,24,96,187,585,1227,1109,399,3654,0,3,0,25,12,5,3,0,3,53,0,11,8,26,18,5,5,4,0,71,0,0,7,36,61,57,47,22,3,239,0,15,21,104,25,37,27,6,0,239,0,0,3,6,23,84,224,144,51,541,0,0,0,14,13,9,7,5,3,50,0,0,0,0,3,0,0,3,0,5,0,0,9,39,0,0,0,0,0,53,0,0,0,8,0,11,25,17,5,79,11,32,54,190,84,62,30,11,3,481,0,0,0,4,11,7,14,7,5,50,0,5,16,42,3,0,5,0,0,71
SED26303,0,13,19,96,186,322,699,884,225,2433,4,7,13,68,9,7,4,3,0,115,19,38,93,655,70,27,18,19,3,944,0,0,12,48,8,7,3,3,0,85,0,5,12,125,8,13,3,0,0,172,0,0,3,24,3,4,0,0,3,36,0,3,3,187,41,33,13,5,3,285,0,7,14,109,85,158,360,653,319,1715,3,8,14,105,24,9,3,0,3,160,0,5,10,49,6,0,3,3,0,81,0,0,3,49,53,78,71,49,23,324,0,0,23,178,41,39,22,5,5,310,0,0,0,5,4,22,18,15,11,67,0,0,0,44,3,0,6,5,0,67,0,0,0,6,0,4,0,0,0,13,0,7,49,154,8,0,0,0,0,221,0,4,3,38,20,13,18,9,3,100,12,34,79,799,197,134,45,12,3,1313,0,0,0,26,10,5,8,3,0,50,3,3,10,49,3,0,0,0,0,77
SED26406,5,57,42,153,192,291,667,723,181,2318,8,15,306,222,35,45,13,3,0,643,145,299,511,2948,227,169,81,38,15,4438,16,21,208,330,36,20,16,7,0,666,0,8,23,183,27,8,0,0,3,252,4,9,12,25,11,3,0,0,3,62,0,12,3,104,28,24,22,21,18,232,3,14,11,75,62,121,262,344,145,1037,8,30,32,156,47,14,12,6,0,309,13,24,128,381,67,37,15,8,0,669,0,0,0,17,8,16,11,9,0,64,3,32,531,559,98,101,58,21,4,1404,0,0,0,3,4,16,13,13,0,42,0,6,41,119,51,45,27,23,9,315,3,3,7,14,8,4,3,6,0,45,0,4,56,145,0,3,0,0,0,208,0,3,3,21,5,22,16,5,12,87,15,31,95,352,148,120,55,13,9,841,0,0,3,18,9,6,12,7,0,51,7,7,56,129,3,3,3,0,0,220
SED26504,0,0,0,3,3,8,23,12,3,47,0,0,4,11,4,3,0,0,0,20,9,15,20,170,6,12,12,3,7,246,0,3,3,9,0,0,0,0,0,23,0,0,4,6,0,0,0,0,0,14,0,8,3,22,15,4,0,0,0,52,0,0,0,13,9,7,6,10,3,56,0,0,0,15,33,92,277,263,112,796,0,3,0,7,0,0,0,0,0,12,0,0,5,7,0,0,0,0,0,9,0,0,0,0,0,3,0,0,0,6,3,7,11,69,21,14,0,0,0,131,0,0,0,0,4,14,20,3,3,37,0,0,0,4,3,0,4,0,0,12,0,0,0,15,0,0,0,0,0,20,0,3,4,36,0,0,0,0,0,44,0,0,3,18,15,38,109,37,18,238,9,31,59,148,102,99,66,30,12,562,0,0,0,7,0,6,10,8,3,30,7,0,0,19,0,0,0,0,0,24
SED26603,5,22,24,65,128,232,397,393,110,1383,3,10,13,77,5,9,3,3,0,121,68,153,292,1819,104,82,49,23,11,2598,0,6,19,114,24,6,10,0,0,181,5,40,48,221,35,7,7,0,0,365,0,16,25,141,59,35,20,13,0,311,0,8,3,91,19,12,9,11,9,170,0,12,20,147,225,465,810,1196,552,3429,0,10,19,81,18,4,5,3,0,141,0,9,3,112,4,7,3,0,0,140,3,16,45,391,320,259,158,61,14,1270,9,30,55,217,42,39,8,5,0,408,0,0,0,10,20,55,127,159,52,422,0,4,6,63,19,5,6,0,0,103,0,0,8,17,10,10,0,0,0,48,3,15,328,983,27,19,12,0,0,1385,0,3,3,19,6,13,23,6,4,78,9,47,98,603,191,67,29,11,10,1066,0,0,0,18,4,9,9,6,3,46,47,96,208,803,33,9,3,3,0,1199
SED26708,0,0,0,3,0,11,17,6,0,34,0,0,0,7,3,4,0,0,0,22,4,8,4,61,5,12,4,6,0,114,0,0,3,10,5,0,0,0,0,25,0,3,3,5,5,0,0,0,0,11,0,0,0,5,0,0,0,0,0,3,0,7,0,34,19,11,13,8,7,104,0,0,3,9,3,14,54,26,23,127,0,4,4,6,3,3,0,3,0,26,0,0,0,3,0,0,0,0,0,12,0,0,0,5,0,0,0,0,0,3,0,0,0,18,14,8,4,0,0,38,0,0,0,3,8,9,15,4,3,44,0,0,0,3,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,5,0,0,3,9,0,0,0,0,0,15,0,0,6,16,23,59,111,59,16,290,9,52,86,250,166,126,70,23,4,781,0,0,0,3,12,9,10,4,0,36,0,0,0,7,0,0,0,0,0,16
SED26806,0,3,6,77,63,115,221,382,81,954,3,14,56,178,28,42,22,5,5,354,63,84,151,1304,73,56,42,23,10,1807,0,11,173,249,22,20,16,4,3,496,0,3,10,189,16,14,17,0,0,255,0,3,0,21,3,4,5,3,0,37,0,0,40,615,23,19,23,15,9,739,0,0,40,243,30,48,47,42,24,482,9,7,37,213,55,20,16,0,4,362,3,3,49,210,33,10,3,0,0,308,0,0,4,22,14,6,7,3,0,60,8,17,146,539,89,90,57,18,4,959,0,0,0,5,12,9,12,5,3,51,0,0,14,81,20,14,7,11,8,149,0,0,8,3,4,7,3,0,5,32,0,0,19,69,0,0,0,0,0,94,0,0,7,78,15,16,27,7,10,155,7,29,291,1571,258,165,107,36,11,2493,0,0,4,70,10,13,9,3,0,104,3,4,6,60,3,3,3,0,0,84
SED26903,5,27,38,118,152,314,525,532,156,1859,0,9,17,81,12,15,4,0,0,139,87,126,395,2262,83,81,44,16,6,3088,0,0,6,82,17,17,4,4,0,142,10,18,31,205,30,10,0,0,0,304,7,28,11,104,28,21,7,0,0,208,0,4,0,86,20,24,13,8,11,164,0,15,34,167,155,354,819,1193,478,3215,0,3,4,76,22,5,5,0,0,116,3,3,5,62,11,3,0,0,0,82,3,9,23,138,169,136,100,44,11,634,3,26,63,216,44,56,23,10,0,438,0,0,0,12,7,48,65,63,26,213,0,11,16,71,14,18,6,5,5,149,0,0,0,8,3,0,0,0,0,17,3,18,135,441,13,11,0,0,0,621,0,0,3,22,11,6,12,12,7,70,9,32,54,502,126,70,34,9,4,844,0,0,0,14,3,7,0,5,0,37,23,39,56,244,14,3,0,0,0,386
SED27003,0,3,7,38,57,127,281,370,116,1000,4,8,30,150,31,18,12,3,5,268,20,21,41,386,35,27,17,4,5,559,0,4,48,119,12,8,8,3,3,207,0,4,12,94,6,6,0,3,0,129,0,0,0,11,4,0,0,0,0,19,0,7,4,366,28,26,16,3,6,454,3,4,14,158,30,60,83,104,78,532,0,9,25,125,33,4,6,0,0,204,0,0,19,120,13,3,0,0,0,157,0,0,0,15,8,3,0,0,3,34,4,16,79,348,72,59,41,14,5,636,0,0,0,6,5,10,19,12,3,58,0,0,7,31,5,4,0,0,3,50,0,0,3,9,8,0,0,0,0,24,0,3,24,25,0,0,0,0,0,51,0,0,3,69,16,24,29,3,0,150,6,30,184,1575,242,152,77,13,3,2276,0,0,3,50,14,7,4,0,0,78,3,3,10,36,0,0,0,0,0,54
SED27101,0,0,0,14,20,38,60,59,13,207,7,13,45,314,82,105,23,17,3,612,40,118,170,1143,133,93,52,24,8,1778,0,11,18,157,30,10,10,6,5,255,10,51,55,330,65,25,18,16,3,567,0,0,0,19,5,3,4,0,0,34,7,13,7,46,19,19,21,20,8,165,0,6,3,17,34,65,126,159,61,464,5,6,0,46,18,11,6,0,0,101,3,26,32,152,38,14,4,0,0,281,0,0,0,10,3,3,0,0,0,17,49,99,79,407,116,119,67,19,8,972,0,0,0,0,6,9,23,9,3,54,0,7,12,27,13,16,3,0,0,77,6,105,185,416,96,51,20,7,5,883,0,6,29,104,0,4,0,0,0,152,0,0,0,18,16,31,66,51,27,216,8,54,62,299,154,126,59,18,12,793,0,5,0,18,12,3,17,7,0,62,12,13,21,133,7,0,3,3,0,193
SED27208,0,0,0,6,7,15,18,7,3,60,0,0,9,3,0,0,0,0,0,17,3,12,12,148,11,16,12,4,0,228,0,0,3,7,0,0,3,3,0,21,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,3,0,7,0,13,8,11,15,5,3,63,0,0,0,6,9,24,26,21,8,96,0,0,0,12,0,0,0,0,0,16,0,4,3,10,0,0,0,0,0,17,0,0,0,5,3,9,0,0,0,17,3,7,0,15,15,16,0,0,0,54,0,0,0,0,4,21,32,12,0,71,0,0,0,3,0,6,0,0,0,15,0,0,0,4,0,0,0,3,0,13,0,0,3,8,0,0,0,0,0,12,0,0,0,12,14,71,147,51,18,315,4,16,26,145,118,121,74,21,9,539,0,0,0,0,4,13,7,10,5,36,0,5,0,21,4,0,0,0,0,37
SED27305,0,3,8,20,46,62,78,38,11,255,8,12,26,120,57,82,18,6,0,325,10,54,107,553,289,185,91,42,11,1334,0,8,12,76,34,24,10,5,0,168,0,16,25,108,31,18,22,8,0,222,0,0,10,26,13,14,4,4,0,68,0,15,4,28,34,31,20,10,4,144,0,0,3,18,81,125,156,111,29,530,0,12,8,12,10,0,3,0,0,43,0,26,23,83,29,7,3,0,0,169,0,0,0,19,37,43,10,3,0,114,9,56,126,345,226,260,97,39,5,1167,0,0,0,3,4,36,20,9,3,72,0,3,4,35,53,63,43,19,0,218,0,0,6,5,5,15,4,4,0,44,0,0,3,10,3,4,0,0,0,25,0,0,0,11,18,32,75,58,18,213,6,83,115,206,137,104,38,7,3,706,0,0,0,11,10,20,8,14,0,62,0,4,3,31,17,7,3,0,0,64
SED27406,0,11,8,24,61,95,127,143,37,514,3,12,15,31,8,18,6,3,0,105,13,23,47,334,75,57,46,29,7,628,0,3,10,22,3,3,5,3,3,65,0,3,4,47,9,13,7,5,0,87,0,0,5,5,3,3,0,0,0,18,0,14,16,123,58,32,24,33,14,314,0,9,7,41,44,62,106,86,55,406,7,12,17,61,34,17,7,3,3,156,0,8,8,48,5,0,0,0,0,73,0,0,3,10,22,15,10,0,0,64,4,4,9,77,34,32,20,7,0,187,0,0,0,4,7,10,18,3,0,44,0,0,0,29,13,11,10,3,0,73,0,0,0,3,8,3,3,0,0,13,0,0,0,19,0,0,0,0,0,18,4,32,13,30,35,32,46,26,14,221,5,73,111,361,263,185,93,24,12,1123,0,0,0,32,20,18,7,12,8,99,0,0,0,18,0,0,5,0,0,30
SED27504,0,3,5,5,11,22,47,56,11,167,0,0,7,25,3,3,3,0,0,43,16,99,90,778,113,77,29,13,5,1216,0,0,0,20,3,0,0,5,0,38,5,36,30,35,6,0,0,0,0,120,3,23,86,226,94,24,9,0,0,472,0,10,0,25,5,9,9,10,3,73,0,0,4,20,43,136,276,251,111,835,0,0,3,15,5,0,0,0,0,16,0,0,3,20,0,0,0,0,0,25,0,0,5,4,3,3,0,0,0,10,3,6,23,120,19,19,4,0,0,205,0,0,0,0,0,9,12,3,0,21,0,0,3,3,0,0,0,0,0,6,0,0,0,3,0,0,0,0,0,8,0,0,3,17,0,3,0,0,0,26,0,3,10,15,19,40,97,47,22,242,19,90,111,224,153,103,75,25,7,800,0,0,0,6,4,14,15,4,0,45,4,60,36,110,13,8,0,0,0,227
SED27608,0,0,3,3,8,11,24,5,5,61,0,7,19,28,5,9,6,0,0,86,9,51,170,421,68,26,28,11,7,790,0,3,15,37,9,7,3,5,0,78,6,12,9,91,21,15,9,0,0,164,0,7,3,15,14,4,0,0,0,42,3,14,8,46,24,22,27,9,5,159,0,3,3,19,39,51,87,56,14,270,0,10,11,31,14,4,0,0,0,69,0,14,8,33,6,0,0,0,0,60,0,3,3,10,10,8,7,0,0,35,0,12,38,68,24,35,14,8,0,198,0,0,0,0,7,11,24,13,0,55,0,0,3,12,4,0,3,0,0,32,0,0,3,6,0,3,0,0,0,13,0,0,4,12,4,0,0,0,0,19,0,3,9,14,14,58,124,69,35,327,8,51,82,266,141,93,50,14,7,716,0,3,7,17,12,34,38,13,3,122,0,7,16,31,3,3,4,0,0,64
SED27708,0,0,0,0,3,5,10,3,3,27,0,0,9,23,4,0,0,0,0,39,3,10,4,71,15,12,8,7,0,119,0,3,0,25,9,3,0,0,0,39,0,0,0,3,0,3,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,8,10,29,9,20,17,6,5,107,0,0,3,4,4,7,11,10,10,53,0,3,0,15,3,0,0,0,0,28,0,0,38,60,0,0,0,0,0,99,0,0,0,0,5,3,3,0,0,8,0,5,3,25,7,13,3,0,0,62,0,0,0,0,3,6,14,9,4,35,0,3,0,4,0,0,0,0,0,11,0,0,0,7,0,0,0,0,0,10,0,0,0,4,0,0,0,0,0,8,0,0,4,10,12,37,94,47,20,227,12,59,73,228,172,140,69,14,0,769,0,0,0,4,8,13,21,8,4,49,0,0,0,4,0,0,0,0,0,9
SED27807,4,7,12,34,63,145,267,326,92,950,0,4,33,131,12,21,10,4,0,207,83,191,813,2563,161,145,115,29,17,4127,3,8,3,74,10,9,4,3,0,115,7,40,23,197,23,8,3,4,0,304,8,24,18,75,39,16,0,4,0,188,0,0,0,23,10,6,14,5,6,66,0,0,9,27,61,207,272,303,141,1024,0,3,8,19,7,3,0,0,0,40,0,0,9,34,3,3,0,0,0,47,3,6,21,83,98,81,35,28,0,351,52,66,29,129,34,33,15,4,0,362,0,0,3,32,87,470,903,505,130,2132,0,0,0,34,7,11,11,4,3,68,7,109,159,477,56,20,3,3,0,843,3,9,101,222,9,3,0,0,0,350,0,0,0,3,0,11,37,17,10,77,56,259,311,390,110,70,21,3,3,1225,0,0,0,6,0,11,8,10,4,42,18,34,206,659,30,16,3,0,0,963
SED27907,0,3,10,24,41,61,121,98,18,373,0,0,5,22,11,18,0,0,0,52,14,39,75,373,136,95,106,69,25,942,0,7,4,30,4,5,3,7,0,65,0,7,4,37,12,21,15,10,0,109,0,13,19,68,36,32,7,10,6,194,0,11,12,60,26,31,28,18,9,189,0,0,8,38,93,222,384,204,75,1028,4,4,0,20,3,3,0,0,3,33,0,3,4,5,3,0,0,0,0,19,0,10,9,91,80,89,33,21,8,352,0,4,28,37,26,27,20,3,3,151,0,0,3,20,29,109,184,72,12,423,0,0,3,18,7,16,3,3,0,56,0,0,0,3,4,0,0,3,0,14,0,4,0,30,0,0,0,0,0,35,0,0,0,9,14,30,64,30,8,156,19,110,117,338,186,132,69,18,8,983,0,0,3,4,11,18,23,9,3,74,3,3,15,57,12,8,3,0,0,108
