SED_CODE_2016,A_0_4_y_Indigenous_M,A_0_4_y_Indigenous_F,A_0_4_y_Indigenous_P,A_0_4_y_Non_Indigenous_M,A_0_4_y_Non_Indigenous_F,A_0_4_y_Non_Indigenous_P,A_0_4_y_Indig_stat_ns_M,A_0_4_y_Indig_stat_ns_F,A_0_4_y_Indig_stat_ns_P,A_0_4_y_Tot_M,A_0_4_y_Tot_F,A_0_4_y_Tot_P,A_5_9_y_Indigenous_M,A_5_9_y_Indigenous_F,A_5_9_y_Indigenous_P,A_5_9_y_Non_Indigenous_M,A_5_9_y_Non_Indigenous_F,A_5_9_y_Non_Indigenous_P,A_5_9_y_Indig_stat_ns_M,A_5_9_y_Indig_stat_ns_F,A_5_9_y_Indig_stat_ns_P,A_5_9_y_Tot_M,A_5_9_y_Tot_F,A_5_9_y_Tot_P,A_10_14_y_Indigenous_M,A_10_14_y_Indigenous_F,A_10_14_y_Indigenous_P,A_10_14_y_Non_Indig_M,A_10_14_y_Non_Indig_F,A_10_14_y_Non_Indig_P,A_10_14_y_Indig_stat_ns_M,A_10_14_y_Indig_stat_ns_F,A_10_14_y_Indig_stat_ns_P,A_10_14_y_Tot_M,A_10_14_y_Tot_F,A_10_14_y_Tot_P,A_15_19_y_Indigenous_M,A_15_19_y_Indigenous_F,A_15_19_y_Indigenous_P,A_15_19_y_Non_Indig_M,A_15_19_y_Non_Indig_F,A_15_19_y_Non_Indig_P,A_15_19_y_Indig_stat_ns_M,A_15_19_y_Indig_stat_ns_F,A_15_19_y_Indig_stat_ns_P,A_15_19_y_Tot_M,A_15_19_y_Tot_F,A_15_19_y_Tot_P,A_20_24_y_Indigenous_M,A_20_24_y_Indigenous_F,A_20_24_y_Indigenous_P,A_20_24_y_Non_Indig_M,A_20_24_y_Non_Indig_F,A_20_24_y_Non_Indig_P,A_20_24_y_Indig_stat_ns_M,A_20_24_y_Indig_stat_ns_F,A_20_24_y_Indig_stat_ns_P,A_20_24_y_Tot_M,A_20_24_y_Tot_F,A_20_24_y_Tot_P,A_25_29_y_Indigenous_M,A_25_29_y_Indigenous_F,A_25_29_y_Indigenous_P,A_25_29_y_Non_Indig_M,A_25_29_y_Non_Indig_F,A_25_29_y_Non_Indig_P,A_25_29_y_Indig_stat_ns_M,A_25_29_y_Indig_stat_ns_F,A_25_29_y_Indig_stat_ns_P,A_25_29_y_Tot_M,A_25_29_y_Tot_F,A_25_29_y_Tot_P,A_30_34_y_Indigenous_M,A_30_34_y_Indigenous_F,A_30_34_y_Indigenous_P,A_30_34_y_Non_Indig_M,A_30_34_y_Non_Indig_F,A_30_34_y_Non_Indig_P,A_30_34_y_Indig_stat_ns_M,A_30_34_y_Indig_stat_ns_F,A_30_34_y_Indig_stat_ns_P,A_30_34_y_Tot_M,A_30_34_y_Tot_F,A_30_34_y_Tot_P,A_35_39_y_Indigenous_M,A_35_39_y_Indigenous_F,A_35_39_y_Indigenous_P,A_35_39_y_Non_Indig_M,A_35_39_y_Non_Indig_F,A_35_39_y_Non_Indig_P,A_35_39_y_Indig_stat_ns_M,A_35_39_y_Indig_stat_ns_F,A_35_39_y_Indig_stat_ns_P,A_35_39_y_Tot_M,A_35_39_y_Tot_F,A_35_39_y_Tot_P,A_40_44_y_Indigenous_M,A_40_44_y_Indigenous_F,A_40_44_y_Indigenous_P,A_40_44_y_Non_Indig_M,A_40_44_y_Non_Indig_F,A_40_44_y_Non_Indig_P,A_40_44_y_Indig_stat_ns_M,A_40_44_y_Indig_stat_ns_F,A_40_44_y_Indig_stat_ns_P,A_40_44_y_Tot_M,A_40_44_y_Tot_F,A_40_44_y_Tot_P,A_45_49_y_Indigenous_M,A_45_49_y_Indigenous_F,A_45_49_y_Indigenous_P,A_45_49_y_Non_Indig_M,A_45_49_y_Non_Indig_F,A_45_49_y_Non_Indig_P,A_45_49_y_Indig_stat_ns_M,A_45_49_y_Indig_stat_ns_F,A_45_49_y_Indig_stat_ns_P,A_45_49_y_Tot_M,A_45_49_y_Tot_F,A_45_49_y_Tot_P,A_50_54_y_Indigenous_M,A_50_54_y_Indigenous_F,A_50_54_y_Indigenous_P,A_50_54_y_Non_Indig_M,A_50_54_y_Non_Indig_F,A_50_54_y_Non_Indig_P,A_50_54_y_Indig_stat_ns_M,A_50_54_y_Indig_stat_ns_F,A_50_54_y_Indig_stat_ns_P,A_50_54_y_Tot_M,A_50_54_y_Tot_F,A_50_54_y_Tot_P,A_55_59_y_Indigenous_M,A_55_59_y_Indigenous_F,A_55_59_y_Indigenous_P,A_55_59_y_Non_Indig_M,A_55_59_y_Non_Indig_F,A_55_59_y_Non_Indig_P,A_55_59_y_Indig_stat_ns_M,A_55_59_y_Indig_stat_ns_F,A_55_59_y_Indig_stat_ns_P,A_55_59_y_Tot_M,A_55_59_y_Tot_F,A_55_59_y_Tot_P,A_60_64_y_Indigenous_M,A_60_64_y_Indigenous_F,A_60_64_y_Indigenous_P,A_60_64_y_Non_Indig_M,A_60_64_y_Non_Indig_F,A_60_64_y_Non_Indig_P,A_60_64_y_Indig_stat_ns_M,A_60_64_y_Indig_stat_ns_F,A_60_64_y_Indig_stat_ns_P,A_60_64_y_Tot_M,A_60_64_y_Tot_F,A_60_64_y_Tot_P,A_65_y_ov_Indigenous_M,A_65_y_ov_Indigenous_F,A_65_y_ov_Indigenous_P,A_65_y_ov_Non_Indig_M,A_65_y_ov_Non_Indig_F,A_65_y_ov_Non_Indig_P,A_65_y_ov_Indig_stat_ns_M,A_65_y_ov_Indig_stat_ns_F,A_65_y_ov_Indig_stat_ns_P,A_65_y_ov_Tot_M,A_65_y_ov_Tot_F,A_65_y_ov_Tot_P,Tot_Indigenous_M,Tot_Indigenous_F,Tot_Indigenous_P,Tot_Non_Indigenous_M,Tot_Non_Indigenous_F,Tot_Non_Indigenous_P,Tot_Indig_status_ns_M,Tot_Indig_status_ns_F,Tot_Indig_status_ns_P,Tot_Tot_M,Tot_Tot_F,Tot_Tot_P
SED25802,58,50,108,1774,1756,3533,125,118,243,1956,1926,3883,53,40,97,2104,1987,4085,154,139,292,2309,2164,4471,35,39,71,1894,1892,3789,132,142,269,2058,2075,4129,41,34,79,2003,1881,3886,113,112,224,2161,2029,4184,31,24,53,1672,1671,3344,119,135,254,1817,1835,3647,16,26,39,1577,1692,3267,115,110,224,1703,1832,3533,15,18,37,1599,1736,3338,120,98,220,1732,1858,3587,20,24,41,1547,1692,3239,109,141,248,1679,1855,3536,20,16,38,1721,1903,3625,127,120,246,1867,2042,3912,24,16,42,1980,2196,4177,158,155,312,2161,2371,4530,21,13,36,2080,2195,4278,153,171,324,2256,2381,4633,15,16,34,2173,2295,4466,161,186,343,2349,2488,4838,13,22,30,2021,2131,4154,148,166,319,2177,2322,4494,27,22,49,5737,6373,12109,498,554,1051,6256,6952,13206,384,363,751,29869,31410,61282,2219,2348,4568,32478,34126,66601
SED25905,14,19,29,2085,1927,4007,87,91,178,2180,2034,4214,14,24,35,2129,1986,4116,79,84,157,2220,2089,4312,22,12,34,2100,1897,4000,67,72,144,2191,1985,4170,14,9,29,2428,2201,4630,97,83,178,2539,2299,4838,13,17,31,2498,2302,4795,102,109,213,2608,2432,5038,10,15,24,2261,2137,4398,95,102,192,2366,2249,4610,7,7,13,2101,2218,4320,100,99,193,2206,2323,4530,4,3,7,1981,2049,4027,80,75,154,2066,2126,4196,14,10,24,2022,2139,4160,89,76,166,2122,2228,4349,0,8,13,2153,2374,4522,84,88,171,2240,2471,4707,3,4,11,2290,2436,4724,102,91,202,2398,2536,4929,7,3,11,2080,2208,4286,82,88,167,2167,2293,4465,3,9,14,1728,1820,3550,80,87,164,1808,1915,3717,7,7,17,3607,4082,7693,202,229,424,3817,4321,8138,125,151,279,31464,31772,63239,1339,1370,2704,32932,33291,66222
SED26005,20,15,31,3124,2983,6111,138,129,268,3283,3129,6413,27,33,53,3535,3320,6848,162,137,301,3720,3485,7202,24,27,49,3366,3145,6512,121,133,253,3502,3309,6809,21,28,49,3341,3073,6409,128,130,259,3487,3235,6724,19,21,38,2959,2661,5614,126,133,255,3105,2808,5917,7,13,11,2178,2268,4442,118,118,238,2302,2394,4696,6,14,20,2619,2967,5591,148,152,304,2779,3129,5909,11,13,22,2951,3201,6152,138,123,255,3102,3332,6430,10,15,29,3227,3357,6587,141,143,283,3371,3519,6890,18,8,24,3057,3177,6231,143,141,286,3220,3321,6540,3,4,5,2560,2463,5019,112,108,225,2676,2577,5253,3,7,12,2104,2105,4208,115,102,216,2223,2215,4440,3,3,10,1534,1489,3018,75,69,153,1613,1562,3181,7,8,13,2751,3012,5762,172,197,368,2927,3212,6140,176,211,387,39288,39206,78501,1848,1814,3662,41311,41235,82547
SED26102,40,31,67,1241,1230,2478,98,92,186,1377,1355,2726,33,31,61,1471,1381,2850,104,89,188,1611,1500,3107,22,28,49,1388,1336,2729,100,81,179,1511,1450,2954,27,24,50,1277,1198,2477,99,72,169,1404,1293,2691,17,14,29,1096,1024,2117,81,68,155,1193,1110,2300,11,11,23,1017,1072,2091,75,73,148,1103,1157,2261,13,14,30,1078,1240,2316,62,85,146,1157,1337,2491,16,19,29,1140,1293,2437,81,83,169,1243,1398,2639,18,14,33,1557,1667,3223,112,105,218,1686,1786,3464,18,15,29,1638,1856,3492,103,121,229,1763,1990,3750,15,10,27,1713,1772,3491,137,118,255,1865,1901,3770,7,12,19,1800,2161,3959,119,133,257,1924,2308,4237,9,12,25,2056,2278,4333,141,152,294,2206,2448,4651,16,29,48,7886,8761,16645,621,747,1371,8532,9533,18066,271,247,516,26360,28279,54641,1931,2038,3967,28560,30560,59120
SED26207,7,9,11,1618,1545,3162,63,58,124,1681,1612,3299,12,4,17,1713,1554,3262,70,55,129,1794,1617,3408,4,7,9,1619,1596,3215,74,56,128,1698,1654,3355,12,10,20,1752,1507,3263,65,79,142,1831,1592,3423,10,7,22,1733,1551,3283,63,70,129,1803,1629,3439,10,4,13,1567,1658,3224,107,88,192,1685,1749,3429,4,8,15,1718,1794,3519,97,107,205,1818,1909,3729,7,9,9,1801,1850,3652,86,84,169,1889,1940,3830,5,4,15,1913,2097,4008,85,79,167,2000,2187,4180,5,11,18,2100,2118,4216,89,85,173,2198,2209,4403,0,3,7,1792,2015,3804,91,68,160,1880,2082,3968,3,4,9,1585,1820,3398,76,85,165,1666,1910,3577,0,3,3,1382,1632,3010,66,82,149,1447,1712,3165,5,6,11,5212,6440,11658,320,402,729,5544,6857,12395,83,85,177,27500,29169,56668,1354,1399,2754,28937,30655,59594
SED26303,19,12,33,1759,1672,3428,116,103,213,1891,1788,3679,9,15,24,1690,1684,3369,115,82,198,1810,1777,3591,14,24,38,1500,1441,2938,72,74,154,1594,1536,3130,14,19,32,1329,1256,2587,81,78,153,1418,1357,2774,29,24,53,1899,2209,4104,130,135,257,2053,2369,4420,23,27,52,2701,3193,5902,199,233,432,2931,3455,6385,21,23,38,2925,3236,6159,222,259,488,3168,3516,6685,13,10,23,2483,2814,5291,191,200,389,2686,3019,5706,12,17,30,2423,2614,5039,181,159,344,2620,2793,5407,10,13,22,2270,2483,4750,137,132,265,2413,2630,5038,16,12,28,1773,2028,3800,115,122,236,1902,2158,4063,8,11,16,1536,1618,3157,98,91,186,1646,1713,3357,7,5,17,1147,1308,2449,69,91,156,1228,1403,2630,13,14,23,3228,4170,7395,219,282,502,3458,4464,7925,205,235,438,28662,31714,60378,1948,2031,3978,30810,33981,64788
SED26406,7,9,15,1905,1878,3786,99,91,193,2015,1979,3991,6,6,11,1739,1717,3450,66,71,133,1806,1789,3592,3,3,6,1427,1401,2830,60,61,115,1489,1465,2957,13,14,27,2206,2272,4478,100,113,208,2318,2394,4709,11,8,21,4288,4411,8701,219,210,425,4512,4637,9148,4,5,7,3515,3540,7047,207,194,402,3724,3744,7466,6,6,11,3148,3092,6236,193,167,357,3349,3262,6605,7,4,7,2510,2324,4838,126,101,233,2645,2430,5080,8,3,10,2261,2213,4472,123,95,212,2386,2310,4701,9,6,15,2032,2146,4175,89,99,184,2129,2247,4374,3,3,3,1725,1845,3571,102,69,170,1831,1924,3751,6,0,7,1536,1642,3181,72,79,152,1612,1724,3335,0,3,0,1273,1379,2654,65,68,133,1341,1445,2791,0,6,9,3798,4932,8730,229,295,526,4029,5237,9267,74,81,151,33367,34796,68159,1743,1710,3451,35180,36583,71764
SED26504,41,49,93,1404,1320,2724,104,91,201,1553,1462,3019,36,54,92,1635,1505,3138,123,118,243,1800,1671,3471,40,39,80,1597,1512,3110,131,136,263,1768,1688,3460,37,28,71,1494,1407,2905,125,120,239,1658,1559,3218,36,25,59,1190,1118,2305,103,84,185,1327,1233,2559,25,18,43,1095,1197,2286,101,91,193,1221,1310,2530,14,25,44,1195,1269,2460,89,114,201,1296,1403,2705,17,14,35,1202,1410,2609,81,96,181,1302,1521,2822,14,13,27,1516,1619,3138,149,137,292,1683,1771,3453,16,22,37,1651,1729,3381,142,129,280,1814,1880,3701,21,17,42,1783,1865,3653,135,157,289,1938,2041,3974,18,21,38,1871,1971,3844,165,138,303,2046,2131,4179,11,17,27,1881,1975,3856,173,174,342,2062,2158,4223,21,20,43,5802,6568,12365,579,679,1256,6399,7264,13665,356,366,726,25307,26474,51781,2206,2257,4462,27868,29103,56972
SED26603,20,18,36,2460,2349,4802,167,147,311,2644,2513,5158,14,12,25,2044,1907,3946,125,136,260,2179,2054,4234,13,18,33,1705,1648,3354,109,93,202,1830,1757,3591,11,12,24,1698,1562,3264,95,91,191,1806,1670,3472,22,29,52,2485,2401,4882,152,137,286,2656,2558,5217,22,15,40,3297,3190,6486,190,192,382,3508,3396,6906,18,15,31,3498,3401,6896,251,188,447,3768,3613,7374,16,11,26,2972,2914,5894,206,202,405,3193,3131,6324,11,10,17,2491,2575,5062,144,144,285,2641,2729,5372,9,12,23,2227,2364,4592,131,135,264,2358,2514,4874,5,13,19,2088,2059,4146,108,117,224,2199,2191,4391,11,6,11,1614,1800,3420,102,114,216,1730,1922,3648,8,14,22,1296,1434,2728,94,92,186,1393,1542,2940,8,10,21,4355,5925,10277,314,417,727,4673,6356,11028,185,196,383,34227,35527,69752,2184,2204,4390,36594,37931,74522
SED26708,38,33,74,1605,1541,3148,102,94,194,1743,1669,3415,36,23,57,1917,1666,3586,132,110,250,2088,1801,3889,46,34,76,1917,1749,3665,133,131,259,2091,1906,4004,35,22,59,1760,1515,3271,118,112,235,1907,1648,3557,29,16,45,1373,1203,2577,98,93,187,1494,1316,2808,13,16,26,1350,1236,2589,113,83,194,1481,1329,2808,11,13,24,1329,1454,2784,98,91,188,1438,1566,2997,13,20,27,1454,1494,2953,89,106,195,1560,1614,3173,14,21,34,1692,1707,3401,135,111,244,1838,1836,3676,15,18,32,1874,1912,3789,136,132,267,2024,2067,4084,19,13,28,1989,2030,4020,151,140,292,2160,2180,4342,9,16,28,2051,2107,4159,147,145,296,2215,2267,4481,13,8,19,2007,2014,4025,185,156,341,2208,2181,4382,27,24,53,5359,5900,11260,492,539,1032,5880,6463,12344,305,271,580,27683,27530,55217,2129,2049,4174,30118,29853,59969
SED26806,4,4,7,1217,1183,2399,119,131,248,1341,1317,2656,4,3,12,776,831,1605,70,93,161,856,922,1780,8,9,17,653,674,1327,72,55,127,730,742,1476,10,10,25,925,1091,2013,112,115,227,1047,1216,2267,19,28,48,2698,3532,6231,281,343,618,3000,3902,6899,29,29,54,5348,6228,11575,611,678,1290,5982,6937,12919,22,16,38,5096,5031,10123,552,564,1120,5667,5611,11278,10,14,23,3094,2888,5985,355,317,674,3468,3217,6682,8,5,17,2174,2029,4203,264,204,466,2446,2239,4684,9,9,16,1815,1781,3595,200,212,414,2025,1998,4026,5,6,13,1604,1538,3138,202,168,367,1805,1707,3518,7,0,11,1371,1494,2861,176,169,345,1549,1664,3218,3,0,7,1187,1411,2599,129,146,275,1314,1562,2877,4,0,10,3567,4409,7979,477,539,1014,4049,4949,8996,151,135,290,31513,34124,65642,3615,3725,7343,35282,37987,73274
SED26903,41,42,80,2088,2104,4193,151,139,290,2280,2283,4564,32,22,55,1775,1608,3389,126,120,245,1938,1751,3688,25,22,51,1381,1306,2692,79,99,178,1488,1431,2920,26,34,57,1401,1297,2695,99,86,191,1526,1419,2943,26,36,61,2219,2190,4412,182,166,348,2427,2397,4818,29,28,59,2995,2938,5933,260,204,462,3281,3178,6462,28,14,39,3160,3073,6234,262,232,495,3446,3320,6766,16,17,35,2535,2633,5172,178,169,349,2731,2824,5555,14,23,35,2250,2274,4523,165,129,293,2430,2419,4849,22,24,49,2063,2145,4206,153,179,329,2245,2342,4588,18,32,50,1732,1830,3565,129,128,262,1880,1986,3869,14,16,30,1630,1688,3320,120,133,254,1758,1834,3596,5,10,13,1287,1383,2670,105,99,203,1400,1490,2891,13,22,34,4144,5536,9677,371,548,923,4533,6104,10638,307,342,651,30664,32011,62674,2393,2436,4826,33364,34787,68149
SED27003,11,11,22,1552,1511,3060,146,159,299,1706,1674,3377,11,6,18,1165,1152,2311,111,115,227,1284,1274,2554,4,3,11,864,981,1850,86,94,176,953,1082,2036,15,12,19,910,1015,1930,103,86,183,1027,1111,2136,16,29,49,2251,2848,5099,266,294,565,2538,3181,5715,29,24,51,5227,5831,11054,543,604,1146,5793,6450,12245,12,19,38,4893,4900,9797,484,484,964,5393,5402,10796,18,5,23,3240,3061,6307,337,304,641,3598,3368,6969,17,6,24,2317,2227,4543,219,213,428,2549,2445,5000,13,10,23,1987,1986,3975,218,200,420,2219,2191,4414,10,8,16,1812,1563,3370,194,156,351,2010,1727,3739,8,11,18,1500,1581,3082,177,166,341,1680,1756,3438,3,7,12,1197,1405,2604,144,152,299,1347,1561,2912,4,7,9,2930,3608,6534,304,370,677,3238,3989,7224,168,152,321,31837,33669,65503,3334,3383,6716,35342,37208,72548
SED27101,14,15,34,2075,2023,4090,74,73,143,2160,2106,4264,11,17,24,1922,1867,3792,68,64,130,1998,1949,3948,8,11,22,1736,1511,3248,40,38,74,1788,1560,3347,5,9,18,1649,1540,3185,58,51,115,1715,1602,3316,11,14,20,1731,1607,3335,57,48,108,1797,1670,3467,3,12,22,2019,2157,4174,92,108,200,2113,2279,4399,4,3,6,2465,2620,5089,86,104,196,2559,2730,5288,6,11,16,2313,2361,4682,97,98,192,2420,2473,4892,11,4,13,2272,2329,4605,67,80,146,2350,2412,4760,8,10,22,2040,2090,4132,82,77,160,2131,2182,4318,3,6,10,1779,1897,3680,78,69,148,1862,1974,3838,6,7,10,1545,1708,3250,49,69,127,1598,1785,3383,5,7,11,1367,1563,2929,61,59,124,1436,1627,3064,7,14,22,4034,5220,9254,215,292,513,4258,5527,9790,112,142,253,28947,30499,59451,1134,1236,2369,30196,31879,62070
SED27208,45,48,94,1512,1383,2895,93,95,188,1647,1531,3180,67,50,116,1653,1537,3189,120,96,220,1839,1688,3523,37,58,98,1662,1627,3288,128,111,241,1828,1796,3626,33,40,77,1594,1485,3080,107,111,221,1735,1642,3376,32,28,52,1335,1196,2532,92,98,192,1456,1317,2777,26,38,63,1391,1294,2683,91,88,181,1511,1415,2926,29,22,53,1314,1328,2640,93,105,192,1437,1454,2886,25,16,43,1498,1399,2901,100,102,201,1624,1515,3142,33,27,62,1724,1630,3357,110,124,234,1864,1790,3652,26,36,66,1913,1857,3775,152,114,265,2097,2009,4098,29,26,52,2044,2124,4166,153,170,321,2218,2311,4537,32,20,45,2291,2136,4425,195,167,364,2518,2319,4833,18,16,35,2352,2268,4624,166,166,334,2544,2449,4994,48,37,81,6707,6910,13609,620,669,1292,7376,7613,14985,480,454,938,28995,28169,57170,2223,2214,4442,31700,30847,62546
SED27305,6,13,17,1483,1406,2888,48,47,94,1541,1462,3005,9,10,15,1796,1570,3365,61,31,92,1867,1609,3480,17,13,32,1861,1803,3668,45,44,86,1926,1857,3784,13,18,38,2153,2011,4161,69,60,134,2235,2089,4330,6,14,18,2040,1940,3982,72,45,122,2119,1998,4121,7,3,7,1495,1485,2978,53,56,107,1548,1549,3098,7,0,10,1445,1600,3051,55,52,105,1507,1656,3163,6,9,9,1584,1705,3291,49,57,106,1637,1769,3411,9,7,11,1833,2072,3909,65,57,119,1900,2137,4038,4,10,13,1971,2339,4312,70,81,149,2052,2422,4475,3,3,7,2180,2337,4519,90,85,173,2278,2424,4697,4,3,7,1988,1885,3871,76,49,125,2073,1934,4005,3,0,3,1476,1505,2972,56,58,117,1536,1560,3094,5,5,12,2961,3295,6254,122,146,269,3085,3450,6534,107,100,206,26267,26953,53220,928,871,1804,27303,27922,55229
SED27406,5,3,10,1438,1521,2959,63,70,134,1498,1598,3097,5,3,7,1760,1739,3507,68,95,167,1839,1840,3680,5,4,12,1797,1813,3605,69,88,158,1872,1907,3777,3,5,8,1677,1599,3282,65,67,132,1746,1672,3414,12,7,14,1459,1405,2864,76,65,142,1541,1477,3022,9,4,13,1219,1342,2559,85,83,165,1307,1428,2741,5,0,8,1359,1533,2896,85,82,166,1448,1622,3068,3,8,15,1527,1795,3322,83,80,159,1615,1879,3498,3,3,10,1986,2263,4249,104,114,215,2086,2378,4468,4,4,13,2223,2424,4651,117,109,227,2345,2542,4888,3,14,17,1976,2137,4113,107,106,215,2088,2251,4340,5,0,3,1799,1981,3782,103,98,200,1905,2073,3984,5,4,5,1592,1713,3305,108,91,197,1703,1803,3506,3,6,8,4557,5815,10364,322,413,734,4882,6227,11111,70,68,137,26374,29084,55456,1453,1555,3007,27891,30704,58593
SED27504,137,126,261,1993,1934,3923,170,156,330,2296,2218,4513,163,145,308,2157,1955,4115,135,153,288,2454,2256,4711,133,128,260,2036,1870,3907,161,115,278,2328,2115,4446,136,114,247,2168,1968,4138,146,143,293,2444,2231,4681,101,84,189,1748,1691,3441,127,132,261,1977,1906,3888,74,76,145,1822,1906,3721,151,166,319,2044,2140,4185,47,65,115,1820,1914,3732,153,152,305,2022,2129,4152,39,71,109,1690,1810,3500,125,141,271,1861,2020,3878,60,74,132,1885,1959,3839,149,141,285,2090,2172,4263,60,62,122,2039,2077,4112,169,155,321,2266,2291,4560,53,57,110,1987,2147,4132,185,178,360,2227,2375,4600,40,51,86,2039,2069,4111,175,158,332,2247,2277,4525,33,54,85,1817,1923,3743,152,178,326,2005,2149,4154,71,64,142,5287,5944,11230,553,679,1227,5914,6690,12598,1138,1162,2307,30493,31166,61659,2545,2649,5191,34181,34979,69152
SED27608,38,32,69,2390,2115,4506,115,100,222,2543,2249,4789,34,36,72,2338,2169,4506,91,97,190,2463,2308,4771,25,34,59,2167,2076,4240,98,91,188,2292,2196,4488,42,19,60,2115,2145,4257,102,97,199,2256,2266,4520,23,14,38,2451,2184,4632,141,104,239,2614,2296,4914,20,10,27,1944,1983,3932,109,103,210,2071,2100,4172,14,17,28,2034,2221,4255,87,97,185,2131,2337,4470,9,18,30,2130,2266,4396,100,91,192,2236,2376,4617,17,19,38,2216,2381,4594,119,122,234,2344,2520,4871,15,20,33,2086,2310,4393,119,104,223,2215,2431,4647,9,7,16,1906,2043,3955,95,96,197,2008,2153,4161,4,4,12,1820,2051,3875,95,87,181,1927,2146,4068,9,9,18,1704,1850,3552,78,89,161,1787,1953,3733,4,9,13,4714,5799,10515,291,365,654,5013,6169,11184,260,247,512,32006,33608,65618,1627,1647,3277,33900,35508,69402
SED27708,85,75,163,1605,1563,3162,124,113,238,1807,1750,3558,75,57,136,1829,1726,3553,132,111,246,2041,1900,3941,75,70,142,1772,1753,3529,154,116,272,2002,1944,3946,53,60,113,1854,1780,3641,143,139,273,2048,1976,4032,61,42,106,1637,1528,3170,153,124,280,1850,1699,3552,43,35,73,1503,1537,3038,113,116,231,1654,1693,3348,27,38,67,1448,1606,3060,101,105,207,1584,1755,3332,27,25,49,1526,1660,3186,97,113,212,1645,1802,3445,30,30,59,1741,1866,3603,142,139,277,1910,2028,3942,24,25,53,1856,2062,3920,165,160,320,2046,2249,4291,29,34,60,1996,2157,4149,141,135,273,2161,2315,4483,23,23,48,1961,2167,4124,143,167,310,2129,2356,4486,11,16,31,1967,1982,3949,165,163,331,2150,2158,4310,24,28,47,5060,5853,10915,498,591,1089,5580,6473,12052,584,563,1148,27754,29239,56995,2273,2293,4560,30613,32095,62713
SED27807,24,20,45,2291,2179,4472,200,183,381,2512,2384,4898,9,20,31,1897,1848,3752,139,132,270,2046,2003,4052,13,8,21,1826,1724,3550,118,129,247,1967,1858,3824,9,18,23,2110,2010,4119,143,139,284,2271,2165,4432,24,11,34,3233,2645,5872,237,159,396,3493,2814,6309,17,15,31,3360,3011,6375,246,208,456,3626,3240,6863,6,10,23,3177,2778,5952,247,188,431,3431,2973,6407,14,10,22,2388,2246,4634,164,146,315,2564,2401,4970,8,8,16,2058,2199,4259,140,143,285,2208,2354,4560,7,12,20,2102,2122,4224,138,140,280,2251,2274,4525,13,11,19,2060,1974,4038,167,126,287,2235,2107,4345,8,0,14,1965,2154,4119,128,131,263,2101,2289,4387,3,12,15,1908,2049,3956,127,133,260,2036,2189,4223,5,9,17,4901,5686,10583,381,449,829,5283,6148,11430,169,165,330,35279,34629,69912,2576,2406,4982,38027,37194,75221
SED27907,29,27,53,1861,1762,3625,107,118,224,1998,1905,3903,27,25,48,1804,1683,3483,90,83,167,1919,1786,3707,24,15,45,1735,1662,3400,79,76,154,1841,1751,3594,24,24,44,1814,1717,3529,100,85,178,1930,1819,3753,31,21,47,1886,1797,3685,123,120,244,2033,1942,3978,24,26,48,1924,1955,3874,134,114,246,2076,2086,4168,21,13,37,1863,1973,3832,120,116,237,2002,2104,4107,28,13,33,1818,1927,3744,104,103,206,1942,2046,3991,7,16,22,1912,2025,3936,114,103,217,2034,2143,4175,19,22,36,1911,2098,4016,106,107,212,2034,2233,4264,11,17,26,1823,2042,3870,99,93,192,1938,2150,4087,11,15,20,1788,1941,3729,102,121,225,1906,2072,3978,6,12,19,1592,1788,3374,106,100,204,1704,1895,3596,9,4,15,3980,4662,8639,291,329,619,4272,4997,9272,257,235,494,27713,29026,56741,1662,1661,3327,29639,30928,60566
SED28007,14,9,29,2489,2398,4883,107,96,202,2613,2503,5117,12,18,33,2802,2809,5606,132,128,261,2947,2952,5896,7,20,29,2785,2686,5468,136,126,260,2928,2831,5761,9,15,26,2753,2571,5321,127,94,220,2888,2682,5567,11,17,25,2685,2456,5141,107,125,236,2803,2593,5398,17,9,26,2475,2506,4983,104,130,236,2593,2647,5240,8,7,15,2524,2778,5301,122,127,245,2649,2907,5556,5,7,12,2661,2936,5594,137,143,278,2804,3083,5886,12,6,12,2872,3066,5939,134,145,278,3020,3215,6231,6,14,18,2637,2896,5530,116,137,254,2758,3048,5802,3,3,8,2422,2514,4936,104,99,207,2533,2622,5155,0,6,5,1990,2097,4087,86,112,193,2072,2215,4288,0,3,3,1586,1539,3117,85,78,162,1672,1615,3284,0,0,0,2757,3090,5846,176,230,412,2938,3321,6261,99,129,235,35433,36332,71769,1679,1768,3445,37217,38231,75444
SED28107,40,30,71,4961,4651,9618,224,235,457,5227,4921,10147,40,31,72,4009,3821,7833,205,179,386,4257,4032,8287,31,26,59,2991,2804,5792,129,140,267,3151,2968,6120,28,38,65,2775,2616,5394,139,130,270,2941,2785,5728,40,27,69,3072,2747,5820,147,127,274,3262,2899,6156,60,15,70,3814,4290,8097,187,207,395,4056,4504,8562,31,27,57,5461,5681,11144,267,288,557,5766,5989,11758,35,15,47,4771,4141,8910,221,198,417,5030,4347,9372,23,16,35,3333,2934,6273,172,139,312,3527,3092,6624,18,11,34,2660,2581,5247,131,146,276,2816,2745,5559,12,9,21,2296,2354,4651,130,140,267,2437,2502,4938,5,10,17,1930,2037,3962,97,116,215,2032,2158,4194,9,8,12,1533,1537,3068,96,79,173,1634,1615,3252,6,6,13,2626,2867,5499,189,204,391,2820,3084,5902,385,263,650,46237,45057,91295,2334,2326,4659,48959,47644,96602
