SED_CODE_2016,M_Afghanistan_0_4,M_Afghanistan_5_14,M_Afghanistan_15_24,M_Afghanistan_25_44,M_Afghanistan_45_54,M_Afghanistan_55_64,M_Afghanistan_65_74,M_Afghanistan_75_84,M_Afghanistan_85ov,M_Afghanistan_Tot,M_Australia_0_4,M_Australia_5_14,M_Australia_15_24,M_Australia_25_44,M_Australia_45_54,M_Australia_55_64,M_Australia_65_74,M_Australia_75_84,M_Australia_85ov,M_Australia_Tot,M_Bangladesh_0_4,M_Bangladesh_5_14,M_Bangladesh_15_24,M_Bangladesh_25_44,M_Bangladesh_45_54,M_Bangladesh_55_64,M_Bangladesh_65_74,M_Bangladesh_75_84,M_Bangladesh_85ov,M_Bangladesh_Tot,M_Bosnia_Herzegov_0_4,M_Bosnia_Herzegov_5_14,M_Bosnia_Herzegov_15_24,M_Bosnia_Herzegov_25_44,M_Bosnia_Herzegov_45_54,M_Bosnia_Herzegov_55_64,M_Bosnia_Herzegov_65_74,M_Bosnia_Herzegov_75_84,M_Bosnia_Herzegov_85ov,M_Bosnia_Herzegov_Tot,M_Cambodia_0_4,M_Cambodia_5_14,M_Cambodia_15_24,M_Cambodia_25_44,M_Cambodia_45_54,M_Cambodia_55_64,M_Cambodia_65_74,M_Cambodia_75_84,M_Cambodia_85ov,M_Cambodia_Tot,M_Canada_0_4,M_Canada_5_14,M_Canada_15_24,M_Canada_25_44,M_Canada_45_54,M_Canada_55_64,M_Canada_65_74,M_Canada_75_84,M_Canada_85ov,M_Canada_Tot,M_Chile_0_4,M_Chile_5_14,M_Chile_15_24,M_Chile_25_44,M_Chile_45_54,M_Chile_55_64,M_Chile_65_74,M_Chile_75_84,M_Chile_85ov,M_Chile_Tot,M_China_0_4,M_China_5_14,M_China_15_24,M_China_25_44,M_China_45_54,M_China_55_64,M_China_65_74,M_China_75_84,M_China_85ov,M_China_Tot,M_Croatia_0_4,M_Croatia_5_14,M_Croatia_15_24,M_Croatia_25_44,M_Croatia_45_54,M_Croatia_55_64,M_Croatia_65_74,M_Croatia_75_84,M_Croatia_85ov,M_Croatia_Tot,M_Egypt_0_4,M_Egypt_5_14,M_Egypt_15_24,M_Egypt_25_44,M_Egypt_45_54,M_Egypt_55_64,M_Egypt_65_74,M_Egypt_75_84,M_Egypt_85ov,M_Egypt_Tot,M_England_0_4,M_England_5_14,M_England_15_24,M_England_25_44,M_England_45_54,M_England_55_64,M_England_65_74,M_England_75_84,M_England_85ov,M_England_Tot,M_Fiji_0_4,M_Fiji_5_14,M_Fiji_15_24,M_Fiji_25_44,M_Fiji_45_54,M_Fiji_55_64,M_Fiji_65_74,M_Fiji_75_84,M_Fiji_85ov,M_Fiji_Tot,M_France_0_4,M_France_5_14,M_France_15_24,M_France_25_44,M_France_45_54,M_France_55_64,M_France_65_74,M_France_75_84,M_France_85ov,M_France_Tot,M_Germany_0_4,M_Germany_5_14,M_Germany_15_24,M_Germany_25_44,M_Germany_45_54,M_Germany_55_64,M_Germany_65_74,M_Germany_75_84,M_Germany_85ov,M_Germany_Tot,M_Greece_0_4,M_Greece_5_14,M_Greece_15_24,M_Greece_25_44,M_Greece_45_54,M_Greece_55_64,M_Greece_65_74,M_Greece_75_84,M_Greece_85ov,M_Greece_Tot,M_Hong_Kong_0_4,M_Hong_Kong_5_14,M_Hong_Kong_15_24,M_Hong_Kong_25_44,M_Hong_Kong_45_54,M_Hong_Kong_55_64,M_Hong_Kong_65_74,M_Hong_Kong_75_84,M_Hong_Kong_85ov,M_Hong_Kong_Tot,M_India_0_4,M_India_5_14,M_India_15_24,M_India_25_44,M_India_45_54,M_India_55_64,M_India_65_74,M_India_75_84,M_India_85ov,M_India_Tot,M_Indonesia_0_4,M_Indonesia_5_14,M_Indonesia_15_24,M_Indonesia_25_44,M_Indonesia_45_54,M_Indonesia_55_64,M_Indonesia_65_74,M_Indonesia_75_84,M_Indonesia_85ov,M_Indonesia_Tot,M_Iran_0_4,M_Iran_5_14,M_Iran_15_24,M_Iran_25_44,M_Iran_45_54,M_Iran_55_64,M_Iran_65_74,M_Iran_75_84,M_Iran_85ov,M_Iran_Tot,M_Iraq_0_4,M_Iraq_5_14,M_Iraq_15_24,M_Iraq_25_44,M_Iraq_45_54,M_Iraq_55_64,M_Iraq_65_74,M_Iraq_75_84,M_Iraq_85ov,M_Iraq_Tot
SED27708,0,0,0,0,0,0,0,0,0,0,1682,3648,3409,5586,3479,3513,2614,1255,438,25624,0,0,0,3,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,3,0,4,3,3,8,0,0,19,0,0,0,0,0,0,0,0,0,4,3,4,18,40,12,6,0,0,0,84,0,0,0,0,0,0,0,3,0,3,0,3,3,4,5,0,3,0,0,17,7,16,25,65,110,126,140,67,31,588,0,0,3,7,3,0,0,0,0,16,0,0,3,6,3,0,0,0,0,14,0,0,3,4,3,5,13,10,3,47,0,0,0,0,3,3,7,0,3,18,0,0,8,14,0,0,0,0,0,23,0,3,0,29,3,8,3,3,0,55,0,0,0,7,0,0,0,0,0,16,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0
SED27807,0,3,42,102,15,4,3,0,0,167,2083,2861,2954,3749,1275,1046,499,186,61,14707,4,5,13,119,8,3,0,0,0,153,0,0,23,79,37,48,30,18,3,245,0,0,3,11,15,9,7,3,4,46,0,3,0,6,7,0,0,0,0,14,0,0,0,23,27,28,29,9,3,117,0,28,38,158,68,63,29,15,6,407,0,0,3,35,58,97,140,157,23,506,0,15,16,28,18,31,44,24,6,176,3,8,4,44,61,66,52,34,13,287,0,0,4,31,13,14,8,0,0,83,0,0,0,5,5,3,0,0,0,20,0,3,6,14,8,20,113,31,19,211,3,3,4,17,41,61,117,162,33,450,0,0,20,65,4,7,6,0,0,109,37,100,619,1484,94,64,63,12,8,2471,0,4,3,36,7,3,4,0,0,50,3,24,20,134,16,3,0,0,0,213,4,14,8,47,28,7,0,3,0,110
SED27907,0,0,0,0,0,0,0,0,0,4,1859,3345,3371,6142,2753,2253,1303,529,178,21736,0,3,0,4,0,0,0,0,0,12,0,0,3,9,9,14,11,3,0,49,0,0,0,4,0,0,0,0,0,3,0,5,6,4,4,7,0,0,0,30,0,3,0,8,9,7,3,0,0,20,0,6,23,38,16,14,8,11,3,118,0,0,0,8,16,23,39,27,4,123,0,3,7,7,12,23,48,24,4,127,6,15,36,138,153,186,190,101,36,865,0,0,6,29,22,15,8,5,0,86,0,0,0,0,3,3,3,0,0,13,0,0,0,11,13,23,51,15,11,135,0,0,0,17,25,33,51,48,3,178,0,0,0,9,4,4,0,0,0,23,10,17,41,199,65,52,47,32,16,467,0,3,6,6,3,0,0,3,0,29,0,0,3,17,3,14,8,3,0,56,0,10,8,35,18,17,8,3,4,96
SED28007,0,0,7,21,7,0,0,0,0,39,2394,4969,4353,6249,2471,1200,360,126,54,22180,0,4,3,18,7,7,0,0,0,41,0,0,8,70,51,27,14,4,0,180,0,0,0,3,10,0,0,3,0,19,0,4,0,9,3,3,0,0,0,18,0,3,0,37,35,22,19,6,0,130,3,11,21,99,32,26,20,9,3,221,0,0,10,49,102,115,99,55,10,441,4,33,25,117,54,82,51,15,0,370,3,27,18,103,91,88,48,22,6,418,0,4,6,49,31,18,3,3,0,123,0,0,0,6,9,0,0,0,0,19,0,0,4,27,15,12,30,11,3,106,0,10,11,21,64,71,53,37,3,277,0,3,3,18,7,9,5,0,0,53,23,107,329,1243,301,179,91,21,7,2310,0,3,4,34,7,7,5,0,0,57,0,4,7,26,7,4,0,0,0,55,3,5,8,40,16,8,7,0,0,96
SED28107,3,0,5,43,9,13,3,3,0,87,4617,5234,3422,5707,2258,1529,742,227,58,23783,7,44,26,370,56,8,3,0,0,521,0,0,7,38,21,8,6,0,0,83,0,0,0,15,11,4,4,0,0,33,3,6,6,9,6,3,0,0,0,36,0,3,3,38,25,33,21,3,0,128,8,27,73,468,101,91,29,8,3,814,0,0,0,23,16,30,19,10,4,103,0,21,12,31,10,14,11,0,0,99,6,48,30,148,169,151,119,68,8,749,0,10,17,123,37,26,20,4,0,244,0,3,0,3,4,0,0,0,0,12,0,0,3,18,10,20,33,9,3,91,0,4,3,8,24,34,30,20,0,116,0,5,8,69,19,22,3,0,0,132,141,419,718,5377,351,207,110,30,0,7353,3,10,19,168,27,15,7,3,0,244,0,9,8,51,13,0,0,0,0,84,0,6,10,32,13,9,3,3,0,80
SED28203,0,5,19,51,16,12,4,0,0,116,2456,3133,2614,4482,1455,746,419,172,53,15530,0,7,4,39,7,0,0,0,0,56,0,0,3,24,24,17,10,5,0,87,0,0,3,30,20,23,7,3,0,85,0,3,0,6,3,3,0,0,3,20,0,0,0,11,3,5,3,3,0,22,8,17,44,209,82,62,32,13,11,472,0,0,3,12,27,23,25,29,0,121,0,12,7,39,13,36,40,22,3,166,6,25,3,33,26,48,37,22,3,208,0,6,6,62,25,11,3,0,3,118,0,0,0,4,9,7,3,0,0,19,0,3,4,8,6,13,11,11,0,59,0,14,28,52,77,188,295,315,64,1036,0,0,3,27,3,6,0,0,0,40,43,165,449,2090,157,85,47,14,3,3043,0,0,10,43,7,9,7,0,0,71,12,82,70,239,30,6,8,0,0,446,11,49,81,296,202,66,18,8,0,732
SED28301,0,0,0,0,3,3,0,0,0,7,1411,3252,3299,3505,2681,2003,1304,720,248,18429,0,0,0,7,3,3,0,0,0,10,0,0,3,0,4,5,0,0,0,8,0,0,0,3,5,5,5,0,0,20,0,4,3,10,11,8,0,4,0,36,0,0,3,3,3,0,3,0,0,15,25,143,273,685,315,230,175,86,31,1966,0,0,0,3,9,12,11,23,0,56,0,12,6,33,13,26,15,13,3,121,11,70,66,103,209,151,167,95,37,913,0,0,0,13,13,12,4,7,0,40,0,0,3,7,12,7,0,4,0,36,3,0,7,18,13,11,56,34,8,156,0,4,3,13,37,98,101,105,19,384,12,37,70,252,103,204,91,23,3,795,7,23,26,192,52,41,37,16,7,392,0,11,10,39,7,7,10,4,0,94,8,46,43,169,79,36,25,8,0,411,0,5,3,17,3,0,0,0,0,30
SED28408,0,0,6,0,0,0,0,0,0,6,1715,3239,3475,5512,2929,2736,1986,1051,345,22987,0,5,0,12,5,0,0,0,0,27,0,0,0,3,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,3,0,3,3,7,11,5,3,3,0,32,0,0,0,5,0,0,0,0,0,5,0,6,26,53,24,9,7,0,0,125,0,0,0,0,4,10,8,16,4,38,0,3,0,3,0,0,0,0,0,13,3,32,17,74,69,95,125,68,20,499,0,6,0,7,4,4,0,0,0,15,0,0,4,3,0,0,0,0,0,7,3,0,0,9,9,11,33,7,4,73,0,0,0,0,0,3,6,9,5,19,0,5,6,0,3,0,3,0,0,23,3,23,20,198,33,7,9,0,0,291,0,0,0,3,0,0,0,0,0,12,0,0,0,10,0,0,0,0,0,15,0,3,0,9,3,0,0,0,0,19
SED28507,0,0,0,10,0,3,0,0,0,17,2616,3815,3202,5595,2627,2060,1146,433,129,21622,3,13,19,161,18,4,0,0,0,220,0,0,3,25,12,13,4,6,0,60,0,4,0,5,3,0,0,0,0,17,0,5,0,11,7,0,3,0,0,31,0,0,0,13,10,12,6,0,0,39,0,15,20,90,23,30,14,9,0,197,0,0,0,11,18,16,15,10,0,76,4,14,8,6,4,7,8,3,0,60,3,40,30,162,204,224,199,97,31,983,0,3,13,55,16,13,6,5,0,115,0,0,0,3,8,5,3,0,0,23,0,6,0,18,13,19,51,14,4,122,0,3,3,3,9,22,38,18,6,103,0,3,4,15,4,10,3,0,0,37,47,119,196,1513,122,85,38,22,4,2144,0,3,8,31,10,6,3,0,0,65,0,15,3,65,7,3,0,0,0,99,3,5,3,21,9,6,0,0,0,46
SED28607,0,0,7,12,0,0,0,0,0,16,2550,3738,3085,7250,3181,2116,932,419,232,23497,3,3,3,53,3,0,0,0,0,66,0,0,0,13,10,9,4,10,0,46,0,0,0,7,3,8,3,0,0,26,3,3,0,44,9,8,4,0,0,79,0,0,0,24,10,0,6,0,0,43,0,12,41,70,35,26,6,17,6,213,0,0,0,17,16,29,36,41,15,158,0,0,0,8,3,8,7,4,4,41,26,67,50,468,308,191,124,50,21,1301,0,0,0,16,4,3,0,0,0,29,0,0,4,33,14,0,5,3,4,69,0,8,7,43,20,10,40,14,10,147,0,0,3,19,48,79,132,184,59,532,0,6,3,30,5,10,3,0,0,56,13,16,64,301,28,16,14,3,4,462,0,3,9,45,8,0,3,0,0,64,0,0,3,28,7,3,0,0,0,53,0,0,0,10,7,0,0,0,0,15
SED28704,0,0,0,6,0,0,0,0,0,6,3402,5676,4184,8814,3673,2582,1449,485,128,30391,0,0,0,14,4,0,0,0,0,14,0,0,0,3,0,0,0,0,0,5,0,0,0,4,0,0,0,0,0,8,0,0,0,23,12,6,4,0,0,46,0,0,0,9,7,0,0,0,0,20,0,5,12,52,12,11,6,3,0,105,0,0,0,7,16,11,18,4,0,56,0,3,4,21,13,6,18,6,0,71,6,100,90,225,307,205,194,81,15,1219,0,3,3,28,13,10,3,0,0,55,0,0,0,4,7,0,3,0,0,14,0,0,6,26,13,17,42,12,0,123,0,7,11,12,36,37,35,7,0,141,0,3,7,12,0,0,3,0,0,26,15,46,57,579,65,41,24,7,0,827,0,4,5,13,8,0,0,0,0,26,3,11,8,44,11,9,4,0,0,84,0,3,11,40,16,3,3,0,0,79
SED28803,0,14,41,36,19,4,0,0,0,119,3777,5495,4468,5900,2486,1585,575,183,44,24512,3,3,6,38,14,7,0,0,0,75,0,0,3,20,17,13,4,5,0,54,0,0,0,5,3,0,0,0,0,12,0,7,0,11,7,0,0,0,0,30,0,0,0,7,17,7,0,3,0,32,0,9,15,49,25,19,11,7,0,133,0,0,4,14,27,36,43,27,0,153,0,12,16,52,36,35,18,3,3,187,9,46,22,87,90,93,58,38,12,450,0,17,27,112,51,48,15,4,0,267,0,0,0,3,7,3,0,0,0,21,0,3,3,17,6,3,30,7,0,82,0,3,10,22,25,54,41,23,0,181,0,6,3,16,7,5,0,0,0,43,49,222,354,2418,233,163,75,17,3,3533,0,8,5,23,8,0,3,0,0,47,0,10,13,62,25,12,9,0,0,139,22,232,479,1353,574,283,136,42,4,3133
SED29494,0,0,0,5,0,0,0,0,0,5,172,114,346,1066,386,290,161,45,7,2581,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,6,0,0,0,0,0,9,0,0,0,7,4,0,0,0,0,12,0,0,0,4,0,0,0,0,0,8,0,0,24,17,3,7,0,0,0,50,0,0,0,0,3,0,0,0,0,3,0,0,0,3,3,0,0,0,0,9,0,0,13,51,22,15,23,11,0,141,0,0,0,0,0,0,0,0,0,3,0,0,4,11,0,0,0,0,0,17,0,0,8,3,0,3,4,3,0,15,0,0,0,0,0,0,0,0,0,3,0,0,3,8,0,3,0,0,0,11,5,3,17,58,0,3,3,0,0,84,0,0,0,5,0,0,0,0,0,6,0,0,0,4,0,3,0,0,0,12,3,3,4,4,0,0,0,0,0,15
SED29797,0,0,0,0,0,0,0,0,0,0,0,0,0,4,8,3,0,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
