SED_CODE_2016,P_PNG_0_4,P_PNG_5_14,P_PNG_15_24,P_PNG_25_44,P_PNG_45_54,P_PNG_55_64,P_PNG_65_74,P_PNG_75_84,P_PNG_85ov,P_PNG_Tot,P_Philippines_0_4,P_Philippines_5_14,P_Philippines_15_24,P_Philippines_25_44,P_Philippines_45_54,P_Philippines_55_64,P_Philippines_65_74,P_Philippines_75_84,P_Philippines_85ov,P_Philippines_Tot,P_Poland_0_4,P_Poland_5_14,P_Poland_15_24,P_Poland_25_44,P_Poland_45_54,P_Poland_55_64,P_Poland_65_74,P_Poland_75_84,P_Poland_85ov,P_Poland_Tot,P_Scotland_0_4,P_Scotland_5_14,P_Scotland_15_24,P_Scotland_25_44,P_Scotland_45_54,P_Scotland_55_64,P_Scotland_65_74,P_Scotland_75_84,P_Scotland_85ov,P_Scotland_Tot,P_Singapore_0_4,P_Singapore_5_14,P_Singapore_15_24,P_Singapore_25_44,P_Singapore_45_54,P_Singapore_55_64,P_Singapore_65_74,P_Singapore_75_84,P_Singapore_85ov,P_Singapore_Tot,P_South_Africa_0_4,P_South_Africa_5_14,P_South_Africa_15_24,P_South_Africa_25_44,P_South_Africa_45_54,P_South_Africa_55_64,P_South_Africa_65_74,P_South_Africa_75_84,P_South_Africa_85ov,P_South_Africa_Tot,P_SE_Europe_nfd_0_4,P_SE_Europe_nfd_5_14,P_SE_Europe_nfd_15_24,P_SE_Europe_nfd_25_44,P_SE_Europe_nfd_45_54,P_SE_Europe_nfd_55_64,P_SE_Europe_nfd_65_74,P_SE_Europe_nfd_75_84,P_SE_Europe_nfd_85ov,P_SE_Europe_nfd_Tot,P_Sri_Lanka_0_4,P_Sri_Lanka_5_14,P_Sri_Lanka_15_24,P_Sri_Lanka_25_44,P_Sri_Lanka_45_54,P_Sri_Lanka_55_64,P_Sri_Lanka_65_74,P_Sri_Lanka_75_84,P_Sri_Lanka_85ov,P_Sri_Lanka_Tot,P_Taiwan_0_4,P_Taiwan_5_14,P_Taiwan_15_24,P_Taiwan_25_44,P_Taiwan_45_54,P_Taiwan_55_64,P_Taiwan_65_74,P_Taiwan_75_84,P_Taiwan_85ov,P_Taiwan_Tot,P_Thailand_0_4,P_Thailand_5_14,P_Thailand_15_24,P_Thailand_25_44,P_Thailand_45_54,P_Thailand_55_64,P_Thailand_65_74,P_Thailand_75_84,P_Thailand_85ov,P_Thailand_Tot,P_FYROM_0_4,P_FYROM_5_14,P_FYROM_15_24,P_FYROM_25_44,P_FYROM_45_54,P_FYROM_55_64,P_FYROM_65_74,P_FYROM_75_84,P_FYROM_85ov,P_FYROM_Tot,P_Turkey_0_4,P_Turkey_5_14,P_Turkey_15_24,P_Turkey_25_44,P_Turkey_45_54,P_Turkey_55_64,P_Turkey_65_74,P_Turkey_75_84,P_Turkey_85ov,P_Turkey_Tot,P_USA_0_4,P_USA_5_14,P_USA_15_24,P_USA_25_44,P_USA_45_54,P_USA_55_64,P_USA_65_74,P_USA_75_84,P_USA_85ov,P_USA_Tot,P_Vietnam_0_4,P_Vietnam_5_14,P_Vietnam_15_24,P_Vietnam_25_44,P_Vietnam_45_54,P_Vietnam_55_64,P_Vietnam_65_74,P_Vietnam_75_84,P_Vietnam_85ov,P_Vietnam_Tot,P_Wales_0_4,P_Wales_5_14,P_Wales_15_24,P_Wales_25_44,P_Wales_45_54,P_Wales_55_64,P_Wales_65_74,P_Wales_75_84,P_Wales_85ov,P_Wales_Tot,P_Zimbabwe_0_4,P_Zimbabwe_5_14,P_Zimbabwe_15_24,P_Zimbabwe_25_44,P_Zimbabwe_45_54,P_Zimbabwe_55_64,P_Zimbabwe_65_74,P_Zimbabwe_75_84,P_Zimbabwe_85ov,P_Zimbabwe_Tot,P_Elsewhere_0_4,P_Elsewhere_5_14,P_Elsewhere_15_24,P_Elsewhere_25_44,P_Elsewhere_45_54,P_Elsewhere_55_64,P_Elsewhere_65_74,P_Elsewhere_75_84,P_Elsewhere_85ov,P_Elsewhere_Tot,P_COB_NS_0_4,P_COB_NS_5_14,P_COB_NS_15_24,P_COB_NS_25_44,P_COB_NS_45_54,P_COB_NS_55_64,P_COB_NS_65_74,P_COB_NS_75_84,P_COB_NS_85ov,P_COB_NS_Tot,P_Tot_0_4,P_Tot_5_14,P_Tot_15_24,P_Tot_25_44,P_Tot_45_54,P_Tot_55_64,P_Tot_65_74,P_Tot_75_84,P_Tot_85ov,P_Tot_Tot
SED25302,0,0,0,7,20,8,0,3,0,38,0,8,3,50,19,19,12,3,0,119,0,0,0,26,8,32,18,12,6,104,4,35,31,111,151,111,164,115,28,757,4,11,6,5,13,12,3,0,0,49,3,21,43,124,85,69,63,19,6,423,0,0,0,0,12,3,6,4,0,35,0,0,0,8,16,24,23,8,0,89,0,0,0,8,0,0,0,0,0,8,3,17,17,32,10,3,0,0,0,86,0,0,0,3,3,5,0,0,0,9,0,0,3,14,0,3,3,3,0,22,9,19,25,68,58,47,39,9,7,282,0,0,7,20,9,6,3,0,0,46,0,16,11,30,39,29,41,17,14,195,0,0,4,16,3,3,3,4,0,35,12,38,41,175,145,125,170,112,47,863,100,317,285,639,482,475,510,368,133,3313,3245,8524,6511,12196,9006,7637,7783,4651,1979,61529
SED25402,0,0,3,8,8,6,0,0,0,22,3,20,35,120,63,65,37,6,3,358,0,0,0,7,13,25,12,10,19,83,0,0,11,21,46,109,170,81,38,475,0,0,6,8,0,3,0,0,0,22,0,13,25,49,36,22,11,5,0,148,0,0,0,0,0,4,7,9,0,25,0,12,9,42,13,8,8,0,3,97,0,0,0,4,3,0,0,0,0,8,5,11,9,47,4,0,0,0,0,84,0,0,0,0,0,3,0,0,0,5,0,0,0,0,0,0,0,0,0,4,0,5,13,25,16,22,7,3,0,93,0,3,3,35,5,5,0,0,0,54,0,0,0,4,6,11,7,9,0,37,0,3,0,15,7,0,0,0,0,31,5,73,75,194,117,100,112,80,38,800,240,491,683,1313,812,855,661,467,252,5769,3912,7972,8090,15465,8553,8802,6481,3596,1546,64414
SED25501,0,0,0,7,4,3,3,0,0,18,0,17,43,116,61,38,14,4,0,303,3,8,4,20,34,73,44,36,11,218,0,8,3,13,31,24,47,35,25,184,8,130,140,152,103,89,56,9,3,685,3,32,58,108,74,51,27,13,4,379,0,0,0,5,13,19,11,9,8,56,38,312,376,1025,566,366,215,96,38,3027,3,14,45,177,55,54,13,3,0,363,3,7,28,68,30,10,7,4,0,164,0,0,0,4,5,4,0,4,0,14,0,0,0,17,27,17,25,15,13,110,15,42,53,46,30,20,11,8,0,222,3,17,44,257,270,239,63,27,13,922,0,0,0,3,6,3,3,13,3,34,0,4,9,13,7,3,6,0,0,45,27,128,158,365,256,175,185,188,81,1564,97,240,341,581,329,287,260,261,141,2538,2763,7700,9119,15074,8949,6818,5354,4505,1814,62096
SED25605,0,0,0,8,5,3,0,0,0,22,8,36,88,275,136,79,22,10,3,651,0,0,3,50,48,83,58,33,14,284,0,4,7,22,31,43,71,53,23,239,3,54,42,81,36,33,32,6,0,295,3,16,27,80,46,45,36,19,8,283,0,0,3,24,33,64,55,40,19,223,21,117,214,973,408,363,236,119,49,2498,4,9,21,90,24,36,9,3,10,198,9,57,39,115,22,13,9,0,0,264,0,0,3,26,16,48,22,9,3,132,0,0,7,53,70,62,52,33,20,299,3,19,16,34,27,7,7,3,3,125,9,47,190,914,660,475,203,76,28,2601,0,0,4,0,3,6,6,9,0,30,0,0,8,23,3,4,3,0,0,38,32,121,187,731,430,426,387,263,81,2663,157,276,355,828,421,368,426,297,226,3352,3565,6636,7753,17243,7965,7176,6479,3867,1692,62373
SED25704,0,0,0,0,10,3,4,0,0,21,8,61,38,160,69,29,12,3,0,381,0,0,0,3,0,3,0,0,7,14,0,0,0,11,12,36,35,23,8,123,0,0,0,3,3,0,0,0,0,8,0,7,14,33,6,13,11,5,3,90,0,0,0,0,0,0,9,3,4,16,3,6,8,34,0,0,3,0,4,55,0,0,0,11,0,0,0,0,0,13,0,5,0,20,4,5,0,0,0,36,0,0,0,0,3,0,5,3,0,9,0,0,0,0,5,3,4,0,0,16,0,8,7,27,13,17,13,0,3,86,0,0,0,20,11,8,0,0,0,36,0,0,0,0,3,0,9,0,0,16,0,0,4,11,11,8,0,0,0,32,3,12,13,77,42,39,47,31,13,282,270,550,531,1268,890,961,878,585,284,6215,3591,7719,6985,12908,8363,8824,7452,4635,2019,62512
SED25802,0,0,0,13,5,3,3,0,0,29,0,11,22,80,43,35,21,0,0,210,0,0,0,8,0,25,19,15,12,78,0,0,3,22,34,74,132,58,14,338,0,0,4,8,3,0,0,3,0,19,0,12,9,45,30,27,27,5,0,154,0,0,0,0,6,13,15,18,0,58,0,3,0,44,15,7,16,4,0,91,0,0,7,46,0,0,0,0,0,53,4,5,4,22,3,3,0,0,0,42,0,0,0,0,0,0,4,0,0,8,0,0,0,0,8,0,0,0,0,8,4,9,8,16,15,26,31,4,0,116,0,0,5,21,9,3,0,0,0,32,0,0,4,0,15,18,19,3,5,64,0,0,3,11,3,9,4,0,0,30,3,31,30,150,94,96,120,86,38,645,222,494,516,1131,870,874,822,460,172,5554,3883,8606,7837,14564,9163,9334,7801,3938,1472,66601
SED25905,0,0,0,3,4,3,0,0,0,11,11,48,70,279,152,140,36,8,5,749,0,3,11,93,94,182,78,42,17,514,0,3,0,34,47,88,72,65,17,332,3,16,29,54,27,44,13,3,0,179,5,21,38,119,107,81,57,14,6,451,0,0,0,47,68,89,58,59,12,336,20,139,163,990,469,430,247,77,23,2557,0,6,0,26,3,10,0,0,0,48,0,8,10,89,26,10,7,0,0,141,0,3,3,33,38,45,23,4,3,156,0,0,7,36,88,53,40,11,3,240,3,8,21,30,17,8,8,0,0,102,0,5,32,170,90,101,22,8,9,433,0,0,0,7,9,9,5,6,0,40,0,0,10,13,13,3,0,0,0,40,16,117,317,1108,837,757,458,221,69,3895,207,320,445,844,494,446,302,161,78,3302,4214,8485,9874,17684,9642,8185,4705,2380,1046,66222
SED26005,0,0,0,7,10,4,0,0,0,18,20,111,201,476,327,203,62,22,10,1421,0,3,7,98,61,61,46,8,9,291,3,11,25,51,80,88,63,37,3,367,6,40,50,58,54,45,8,3,0,265,0,38,102,182,177,83,56,23,5,656,0,0,3,39,50,62,45,26,0,228,26,276,293,1393,737,380,171,83,19,3375,0,5,4,56,3,0,7,0,0,73,3,10,14,119,16,12,3,0,0,170,0,7,3,51,37,27,9,0,0,124,0,3,11,59,74,36,28,17,0,231,5,64,30,38,27,13,4,0,0,192,0,15,36,269,95,68,21,12,0,520,0,0,3,8,14,9,4,9,0,47,0,10,26,55,21,6,3,0,0,118,26,247,421,1305,822,599,283,127,25,3857,296,637,550,1247,613,455,275,152,37,4269,6413,14019,12640,23929,11794,7617,4058,1632,450,82547
SED26102,0,0,0,16,4,4,0,4,0,30,3,10,0,47,27,26,16,4,0,129,0,0,0,11,4,14,17,10,3,59,0,12,6,37,56,73,134,80,40,433,0,6,3,13,4,13,4,3,0,43,4,8,3,52,31,35,40,10,3,182,0,0,0,0,4,16,14,6,4,41,0,0,0,3,6,5,17,10,0,47,0,0,0,3,0,0,0,0,0,4,3,10,10,31,14,8,3,0,0,69,0,0,0,10,8,15,6,3,0,35,0,0,0,5,4,4,10,3,0,31,3,16,19,37,35,23,41,7,3,187,0,0,0,8,3,3,0,0,0,20,0,4,6,10,8,18,17,10,3,70,0,0,0,8,3,3,0,0,0,18,0,28,20,117,91,121,175,112,54,722,163,311,329,819,636,735,845,689,368,4896,2726,6064,4997,10858,7522,8886,9768,5804,2493,59120
SED26207,0,0,0,10,3,4,0,0,0,20,4,21,33,148,62,66,42,11,9,393,0,0,0,23,35,41,33,27,31,188,0,3,0,36,23,47,30,27,15,184,0,15,11,37,15,3,9,0,3,91,0,0,10,49,28,13,8,4,3,110,0,0,0,12,31,28,34,29,9,134,0,6,17,94,60,51,35,8,10,282,0,0,0,22,3,7,0,0,0,33,0,10,7,60,8,7,4,0,0,92,0,0,0,34,61,54,80,36,10,279,0,0,0,26,39,19,5,0,0,100,3,12,18,42,28,8,10,4,0,124,6,14,38,350,308,289,106,61,48,1224,0,0,0,3,4,3,10,0,0,28,0,0,0,11,5,0,0,0,0,11,8,59,84,469,252,262,257,207,89,1687,120,227,278,845,437,397,520,391,159,3378,3299,6761,6857,15179,8367,6738,6323,4330,1746,59594
SED26303,0,0,0,25,6,0,0,0,0,33,0,5,23,116,28,22,11,6,0,218,0,0,0,48,4,10,5,3,7,86,0,6,6,110,52,37,25,12,3,258,3,14,9,77,16,6,6,0,0,138,0,3,11,138,27,18,7,0,0,204,0,0,0,10,17,14,11,11,9,76,0,3,20,100,19,20,9,6,0,178,0,3,0,51,8,0,0,0,0,61,10,8,33,106,23,4,3,0,0,182,0,3,3,36,34,56,52,60,21,263,0,0,0,29,15,8,7,7,0,71,7,39,29,198,59,34,16,4,3,390,0,6,52,207,126,114,48,24,8,587,0,0,0,24,7,3,4,0,0,48,0,0,7,23,3,0,0,0,0,36,14,49,160,864,216,167,140,109,54,1770,194,303,440,1774,595,424,306,258,132,4423,3679,6721,7188,24186,9104,5989,3695,2901,1328,64788
SED26406,3,0,0,18,6,4,0,0,0,32,6,14,52,243,51,56,22,5,0,450,0,3,3,63,28,66,66,29,35,291,0,0,10,41,35,38,40,17,16,198,10,18,357,204,25,28,12,3,3,668,0,11,72,167,77,58,46,21,5,464,0,0,3,4,7,14,12,17,5,66,14,35,205,682,136,115,110,43,24,1359,3,0,26,133,11,4,3,0,0,182,3,6,59,153,27,15,3,3,0,275,0,0,0,10,5,5,10,7,0,32,0,0,7,15,9,10,3,8,0,55,14,24,47,88,34,20,15,3,3,255,13,13,183,333,104,100,49,16,7,813,0,0,5,4,9,7,9,0,3,44,0,0,15,31,8,0,0,0,0,59,24,108,317,1137,397,422,410,287,120,3220,195,231,623,1292,438,329,265,263,134,3773,3991,6547,13861,23850,8129,6124,4401,3218,1649,71764
SED26504,0,0,0,11,10,8,3,0,0,29,4,11,13,103,22,33,17,3,0,213,0,0,0,3,0,3,9,9,7,25,0,0,4,17,17,60,66,38,9,225,0,0,0,8,3,4,3,0,0,21,0,3,4,26,25,11,7,4,0,89,0,0,0,0,0,3,12,12,0,30,0,5,3,18,5,6,3,0,0,45,0,0,9,32,0,0,0,0,0,43,4,3,0,25,9,0,0,0,0,48,0,0,0,0,0,0,4,0,0,3,0,0,0,5,4,0,0,0,0,7,0,9,8,25,16,27,16,8,0,110,0,0,3,3,0,0,0,0,0,9,0,0,0,3,6,10,12,5,0,34,0,0,3,7,0,5,0,0,0,11,0,8,16,75,55,64,90,62,13,393,189,453,442,1034,768,903,824,488,307,5403,3019,6925,5771,11515,7678,8402,7388,4319,1957,56972
SED26603,0,0,4,15,8,0,3,0,0,31,17,45,49,318,78,63,31,13,6,623,0,0,6,48,21,45,32,45,50,250,3,3,9,53,31,22,28,24,14,182,4,9,11,65,18,16,8,3,0,127,3,4,11,80,17,3,4,5,3,136,0,0,3,7,13,12,10,19,14,78,14,41,43,254,116,50,37,18,3,572,3,0,17,59,9,5,0,0,0,89,3,6,28,131,29,0,3,0,0,204,0,0,0,31,16,20,13,10,4,99,5,7,26,358,346,158,95,44,11,1055,3,20,23,109,31,12,11,0,5,213,4,13,33,251,100,124,40,11,11,583,0,0,0,10,7,6,4,3,3,30,0,0,12,41,0,7,0,0,0,51,59,157,149,1017,309,217,232,177,104,2406,321,441,475,1727,652,471,424,380,229,5124,5158,7819,8693,25981,9263,6584,4514,4097,2413,74522
SED26708,0,0,0,3,3,3,0,0,0,15,3,18,15,89,29,18,10,0,0,177,0,0,0,8,3,4,3,3,3,19,0,4,0,23,34,39,67,32,11,207,0,4,3,3,10,7,0,0,0,25,0,0,3,24,13,15,8,3,0,58,0,0,0,0,10,9,5,6,0,34,0,0,4,11,5,0,4,0,0,29,0,3,5,21,0,0,0,0,0,27,0,0,4,13,11,3,0,0,0,28,0,0,0,0,4,0,3,0,0,11,0,0,0,4,0,0,0,0,0,4,0,5,3,21,12,24,19,6,0,95,0,3,0,10,6,0,0,0,0,30,0,0,0,3,3,9,9,3,3,34,0,3,3,16,7,4,0,0,0,37,3,11,24,148,65,65,67,43,19,447,176,420,394,1009,749,859,742,444,171,4949,3415,7892,6366,12657,8424,8866,7033,3738,1570,59969
SED26806,0,0,5,16,5,3,4,0,0,37,4,12,30,326,36,31,21,7,4,464,0,3,5,110,23,68,72,51,66,388,4,0,15,230,42,33,47,26,9,411,7,28,68,210,28,20,22,9,0,388,4,5,57,332,58,60,43,13,4,585,0,0,0,21,3,15,9,12,6,67,0,9,23,206,37,32,26,9,6,340,3,3,29,174,12,14,4,3,0,247,6,3,45,228,17,14,3,0,0,311,0,0,0,23,4,0,4,4,0,33,0,3,0,56,19,11,15,4,0,101,21,41,101,398,90,61,43,7,3,774,3,7,78,204,42,52,20,12,3,427,0,0,3,43,9,13,10,0,0,76,0,0,10,59,8,5,5,0,0,82,32,64,255,1959,321,323,314,395,288,3950,239,280,871,3724,826,695,554,331,218,7747,2656,3254,9167,35562,7538,6096,4769,2807,1420,73274
SED26903,0,0,0,18,3,4,3,0,0,34,4,25,37,314,76,77,47,9,3,588,0,0,5,29,5,27,5,8,14,92,0,3,3,35,26,23,31,16,14,152,5,3,6,72,19,3,6,0,0,115,0,0,16,65,10,9,6,0,0,112,0,0,0,3,14,22,19,18,3,80,5,16,37,249,39,39,24,13,4,428,0,3,16,104,4,3,3,0,0,137,0,3,16,122,20,17,3,0,0,175,0,3,5,122,124,149,179,125,31,744,0,0,3,36,46,15,20,18,3,137,3,10,10,89,30,4,4,3,0,158,8,32,199,541,348,279,101,39,15,1558,0,0,3,12,3,4,7,0,3,30,0,0,3,29,5,3,0,0,0,47,152,263,270,1281,311,280,181,129,52,2927,313,404,574,1798,727,614,446,441,316,5628,4564,6606,7760,23640,8455,6488,4582,3944,2111,68149
SED27003,0,0,0,24,10,3,3,0,0,44,0,7,35,169,29,29,18,3,0,292,0,0,0,56,13,27,5,14,10,122,0,4,15,187,42,45,34,14,3,351,3,3,22,150,11,19,4,3,0,218,0,3,38,227,23,20,12,6,0,325,0,0,5,10,10,21,14,17,0,68,0,4,10,103,28,9,12,4,0,168,0,3,17,115,10,4,3,0,0,155,3,10,36,171,30,10,3,0,0,275,0,0,4,15,15,18,10,7,0,71,0,0,4,41,33,16,17,8,3,129,15,33,69,420,59,31,35,7,0,674,10,56,224,779,529,512,256,123,64,2555,0,0,4,37,8,6,11,4,0,78,0,3,3,34,3,8,0,0,0,46,27,135,431,1853,403,254,192,147,58,3517,336,402,811,3456,894,724,445,266,92,7427,3377,4588,7853,35005,8145,6353,4182,2195,842,72548
SED27101,0,0,0,21,15,3,3,0,0,42,4,18,19,147,48,40,21,4,4,310,0,0,3,29,17,32,29,21,24,159,3,4,9,48,32,58,58,61,18,294,5,27,28,68,23,12,19,5,3,189,3,15,43,141,75,35,21,20,7,358,0,0,0,9,3,21,19,8,0,68,3,9,19,195,43,66,43,32,9,414,5,9,9,158,13,26,7,0,0,223,7,47,59,125,18,15,3,0,0,279,0,0,0,3,3,4,5,4,0,21,0,0,3,12,7,7,6,0,0,40,5,27,21,73,41,18,20,0,0,203,0,8,30,183,107,123,64,28,4,547,0,0,0,18,7,10,0,3,0,39,0,4,11,24,20,12,3,0,0,72,7,82,83,439,189,174,160,125,65,1334,144,192,219,809,359,316,290,230,115,2681,4264,7301,6786,19338,8153,6449,5111,3241,1428,62070
SED27208,0,0,0,6,3,4,0,0,0,18,4,41,12,108,38,34,11,0,0,248,0,0,0,4,3,3,11,0,0,22,0,4,0,12,25,46,84,43,14,221,0,4,0,0,6,4,0,0,0,14,0,10,8,37,13,13,11,0,0,92,0,0,0,3,3,11,16,11,4,52,0,0,3,28,3,9,3,3,3,55,0,0,17,69,0,0,0,0,0,86,0,3,3,23,9,5,0,0,0,39,0,0,0,3,0,0,0,3,0,7,0,0,0,8,3,0,3,0,0,11,0,3,5,17,7,28,30,3,3,99,0,4,6,28,8,3,0,0,0,52,0,0,0,7,8,10,10,3,0,36,0,0,0,7,9,0,4,0,0,22,4,25,22,119,67,79,82,61,16,473,175,409,401,993,823,958,879,588,279,5512,3180,7149,6158,12612,8638,9822,8549,4511,1929,62546
SED27305,0,0,3,7,10,0,0,0,0,23,0,25,45,168,107,93,39,5,4,485,0,0,3,58,41,86,33,7,6,233,0,4,9,16,49,73,61,29,4,242,0,34,44,71,56,60,28,4,0,294,0,24,52,119,104,102,44,16,4,467,0,0,0,8,34,32,24,15,3,110,4,68,130,446,380,289,146,49,5,1528,0,4,5,45,12,23,3,0,0,90,0,4,11,46,19,8,5,0,0,95,0,0,0,9,10,12,4,0,0,34,0,0,3,7,28,15,10,6,0,66,3,13,19,33,31,14,10,0,0,120,0,6,15,131,157,116,21,10,3,460,0,0,3,3,22,16,7,7,0,59,0,0,3,21,5,5,5,0,0,40,4,40,79,335,291,247,178,120,18,1317,92,166,257,518,380,311,219,123,30,2093,3005,7262,8450,13702,9169,7107,4015,1994,532,55229
SED27406,0,0,0,13,13,4,3,0,0,33,3,5,19,83,32,21,11,3,0,174,0,0,3,56,34,50,49,16,25,230,3,21,32,103,124,94,96,51,27,550,4,27,20,28,14,11,0,4,0,118,7,68,58,250,150,83,52,11,7,691,0,0,0,7,17,17,10,7,0,66,0,3,0,70,34,21,30,16,5,185,0,3,3,16,0,0,0,0,0,20,3,9,15,51,11,10,3,0,0,108,0,0,0,4,4,0,4,0,0,10,0,0,3,28,26,23,17,12,0,117,13,81,51,98,85,58,28,10,3,421,0,0,6,47,14,8,3,0,0,84,3,6,3,25,16,14,15,3,7,102,0,0,0,34,11,7,8,0,0,64,24,93,95,646,320,248,220,154,70,1859,116,292,262,753,487,442,371,233,216,3175,3097,7460,6436,13773,9236,7491,5827,3124,2162,58593
SED27504,0,0,0,3,4,4,0,0,0,14,3,38,47,189,55,55,33,7,0,415,0,0,0,4,3,8,3,0,5,30,0,0,8,18,15,35,58,22,3,157,0,0,3,6,6,3,0,0,0,22,0,16,24,42,31,9,5,6,0,131,0,0,0,0,6,9,12,5,3,30,5,21,6,64,26,8,8,0,0,138,0,0,35,156,6,3,3,0,0,205,0,3,11,39,16,9,5,0,0,83,0,0,0,6,5,17,18,18,0,73,0,5,12,75,82,38,23,5,0,245,3,12,11,29,10,14,8,3,0,92,0,0,0,19,7,4,0,0,0,37,0,0,0,7,3,3,5,5,3,19,0,3,11,15,8,0,0,0,0,35,21,136,213,434,171,143,68,48,27,1261,318,565,590,1415,887,853,801,473,243,6161,4513,9155,8567,16477,9153,8685,6906,3997,1702,69152
SED27608,0,3,0,16,4,5,0,0,0,31,3,12,38,93,46,33,22,3,0,242,0,0,0,20,4,12,14,6,15,72,3,16,20,49,70,68,72,55,19,369,0,7,13,22,21,14,5,0,0,89,7,29,48,119,80,38,32,11,0,356,0,0,0,5,15,13,9,8,0,55,0,9,52,57,24,13,11,4,4,170,0,0,3,14,8,0,0,0,0,20,0,7,10,31,9,0,0,0,0,61,0,0,3,8,6,17,9,12,0,57,0,0,0,7,7,0,0,0,0,17,7,38,21,86,43,29,23,5,4,258,0,3,25,43,8,7,6,0,0,96,0,3,0,20,17,10,18,12,3,82,0,9,7,31,18,7,0,0,0,72,14,70,124,283,113,105,107,67,33,919,201,346,419,888,510,409,403,288,124,3589,4789,9257,9436,18126,8805,7806,6241,3309,1635,69402
SED27708,0,0,3,3,4,3,0,0,0,16,4,31,28,118,44,33,5,7,0,274,0,0,0,5,0,10,0,0,3,15,0,4,4,25,25,52,48,30,16,198,0,0,5,3,3,5,0,0,0,22,3,11,22,52,35,9,6,0,0,134,0,0,0,0,3,3,0,0,0,8,5,15,0,52,17,7,4,3,0,113,0,0,35,148,0,0,0,0,0,185,0,10,6,34,14,3,0,0,0,73,0,0,0,0,3,0,0,0,0,3,0,0,0,4,0,0,3,0,0,10,0,5,11,28,15,22,16,3,0,101,0,0,0,7,4,0,0,0,0,17,0,4,3,3,4,3,12,0,0,35,0,0,0,18,3,8,0,4,0,34,3,30,24,112,47,32,33,23,13,312,209,441,552,1113,770,815,709,492,230,5330,3558,7884,7579,14065,8770,8789,6760,3626,1661,62713
SED27807,0,10,12,28,5,0,0,0,0,55,15,97,167,603,299,245,129,41,13,1619,0,0,7,44,30,114,86,86,102,469,0,0,0,10,17,22,37,22,6,117,0,4,10,19,3,12,4,3,0,57,0,0,0,16,7,7,3,0,0,34,0,0,3,33,34,79,74,87,24,334,4,66,126,430,107,55,29,18,3,842,0,0,3,28,3,5,8,0,0,49,0,18,41,117,32,10,6,0,0,228,4,7,6,108,132,292,290,110,20,972,0,0,12,62,32,24,29,16,7,181,0,18,18,30,13,3,6,0,0,88,62,266,1139,4532,2684,2081,639,262,88,11750,0,0,0,0,4,9,3,5,0,17,0,3,4,11,0,0,0,0,0,24,60,258,546,1483,708,645,578,411,187,4876,425,567,761,1803,739,726,643,386,157,6204,4898,7877,10745,22801,8868,8616,6278,3743,1401,75221
SED27907,0,0,3,17,16,4,6,0,0,46,4,43,56,197,99,78,37,13,4,522,0,0,3,26,11,27,19,18,8,119,0,6,10,48,56,83,88,60,8,363,3,0,7,15,5,10,8,3,0,62,0,23,26,57,40,25,16,9,0,192,0,0,0,4,12,21,30,23,3,90,4,19,35,108,95,78,57,17,3,423,0,0,0,9,7,7,4,0,0,24,0,11,12,58,14,3,3,0,0,109,0,0,0,8,18,3,11,3,0,51,0,0,5,45,83,52,17,9,0,203,0,4,17,40,15,21,5,5,3,107,0,7,9,60,36,18,3,0,0,149,0,0,4,11,8,10,11,7,0,44,0,0,3,6,0,3,0,0,0,17,13,62,82,360,229,226,164,129,32,1288,201,296,427,1057,537,560,490,229,89,3886,3903,7301,7731,16437,8345,7575,5590,2701,980,60566
SED28007,0,0,0,8,3,0,0,0,0,8,19,156,258,897,478,344,131,33,11,2319,0,0,6,72,50,105,45,11,16,306,0,3,6,12,26,43,27,11,3,134,6,25,20,47,27,17,15,0,0,164,0,20,34,81,50,30,14,3,0,240,0,0,0,31,54,66,46,19,6,240,3,61,58,364,219,147,65,19,6,945,0,0,7,29,3,5,0,0,0,40,3,16,12,77,12,7,8,0,0,137,5,11,35,259,354,376,262,57,20,1376,0,0,5,49,70,34,22,3,0,192,3,25,21,44,21,8,3,0,0,125,8,35,91,664,495,277,74,34,19,1698,0,0,0,0,4,9,7,3,0,28,0,0,7,29,11,3,0,0,0,52,24,166,332,1270,947,721,404,152,103,4117,220,506,482,1179,582,480,302,154,92,4007,5117,11653,10969,22916,10957,7569,4002,1606,654,75444
SED28107,0,0,8,24,10,0,0,0,0,44,24,254,462,1404,713,371,106,24,11,3367,0,0,11,76,29,48,34,11,9,222,0,4,6,45,49,76,63,27,13,278,8,94,66,151,68,35,14,3,0,448,3,25,35,98,57,28,9,10,0,263,0,0,3,39,41,66,39,15,3,202,15,112,83,633,178,84,45,10,6,1168,3,3,3,65,11,11,3,0,0,107,4,98,109,164,24,23,3,0,0,424,0,3,13,85,85,104,56,21,4,358,0,0,4,30,18,14,7,3,0,77,13,59,30,55,23,9,6,3,0,200,3,19,44,426,120,112,35,12,3,771,0,0,0,12,7,8,3,4,0,33,0,4,17,60,21,3,0,0,0,105,73,460,774,2572,960,512,254,114,32,5750,498,693,612,1929,659,490,315,120,43,5358,10147,14403,11885,36313,10495,7449,4033,1488,390,96602
