SED_CODE_2016,F_Mauritius_0_4,F_Mauritius_5_14,F_Mauritius_15_24,F_Mauritius_25_44,F_Mauritius_45_54,F_Mauritius_55_64,F_Mauritius_65_74,F_Mauritius_75_84,F_Mauritius_85ov,F_Mauritius_Tot,F_Myanmar_0_4,F_Myanmar_5_14,F_Myanmar_15_24,F_Myanmar_25_44,F_Myanmar_45_54,F_Myanmar_55_64,F_Myanmar_65_74,F_Myanmar_75_84,F_Myanmar_85ov,F_Myanmar_Tot,F_Nepal_0_4,F_Nepal_5_14,F_Nepal_15_24,F_Nepal_25_44,F_Nepal_45_54,F_Nepal_55_64,F_Nepal_65_74,F_Nepal_75_84,F_Nepal_85ov,F_Nepal_Tot,F_Netherlands_0_4,F_Netherlands_5_14,F_Netherlands_15_24,F_Netherlands_25_44,F_Netherlands_45_54,F_Netherlands_55_64,F_Netherlands_65_74,F_Netherlands_75_84,F_Netherlands_85ov,F_Netherlands_Tot,F_New_Zealand_0_4,F_New_Zealand_5_14,F_New_Zealand_15_24,F_New_Zealand_25_44,F_New_Zealand_45_54,F_New_Zealand_55_64,F_New_Zealand_65_74,F_New_Zealand_75_84,F_New_Zealand_85ov,F_New_Zealand_Tot,F_Nthern_Ireland_0_4,F_Nthern_Ireland_5_14,F_Nthern_Ireland_15_24,F_Nthern_Ireland_25_44,F_Nthern_Ireland_45_54,F_Nthern_Ireland_55_64,F_Nthern_Ireland_65_74,F_Nthern_Ireland_75_84,F_Nthern_Ireland_85ov,F_Nthern_Ireland_Tot,F_Pakistan_0_4,F_Pakistan_5_14,F_Pakistan_15_24,F_Pakistan_25_44,F_Pakistan_45_54,F_Pakistan_55_64,F_Pakistan_65_74,F_Pakistan_75_84,F_Pakistan_85ov,F_Pakistan_Tot,F_PNG_0_4,F_PNG_5_14,F_PNG_15_24,F_PNG_25_44,F_PNG_45_54,F_PNG_55_64,F_PNG_65_74,F_PNG_75_84,F_PNG_85ov,F_PNG_Tot,F_Philippines_0_4,F_Philippines_5_14,F_Philippines_15_24,F_Philippines_25_44,F_Philippines_45_54,F_Philippines_55_64,F_Philippines_65_74,F_Philippines_75_84,F_Philippines_85ov,F_Philippines_Tot,F_Poland_0_4,F_Poland_5_14,F_Poland_15_24,F_Poland_25_44,F_Poland_45_54,F_Poland_55_64,F_Poland_65_74,F_Poland_75_84,F_Poland_85ov,F_Poland_Tot,F_Scotland_0_4,F_Scotland_5_14,F_Scotland_15_24,F_Scotland_25_44,F_Scotland_45_54,F_Scotland_55_64,F_Scotland_65_74,F_Scotland_75_84,F_Scotland_85ov,F_Scotland_Tot,F_Singapore_0_4,F_Singapore_5_14,F_Singapore_15_24,F_Singapore_25_44,F_Singapore_45_54,F_Singapore_55_64,F_Singapore_65_74,F_Singapore_75_84,F_Singapore_85ov,F_Singapore_Tot,F_South_Africa_0_4,F_South_Africa_5_14,F_South_Africa_15_24,F_South_Africa_25_44,F_South_Africa_45_54,F_South_Africa_55_64,F_South_Africa_65_74,F_South_Africa_75_84,F_South_Africa_85ov,F_South_Africa_Tot,F_SE_Europe_nfd_0_4,F_SE_Europe_nfd_5_14,F_SE_Europe_nfd_15_24,F_SE_Europe_nfd_25_44,F_SE_Europe_nfd_45_54,F_SE_Europe_nfd_55_64,F_SE_Europe_nfd_65_74,F_SE_Europe_nfd_75_84,F_SE_Europe_nfd_85ov,F_SE_Europe_nfd_Tot,F_Sri_Lanka_0_4,F_Sri_Lanka_5_14,F_Sri_Lanka_15_24,F_Sri_Lanka_25_44,F_Sri_Lanka_45_54,F_Sri_Lanka_55_64,F_Sri_Lanka_65_74,F_Sri_Lanka_75_84,F_Sri_Lanka_85ov,F_Sri_Lanka_Tot,F_Taiwan_0_4,F_Taiwan_5_14,F_Taiwan_15_24,F_Taiwan_25_44,F_Taiwan_45_54,F_Taiwan_55_64,F_Taiwan_65_74,F_Taiwan_75_84,F_Taiwan_85ov,F_Taiwan_Tot,F_Thailand_0_4,F_Thailand_5_14,F_Thailand_15_24,F_Thailand_25_44,F_Thailand_45_54,F_Thailand_55_64,F_Thailand_65_74,F_Thailand_75_84,F_Thailand_85ov,F_Thailand_Tot,F_FYROM_0_4,F_FYROM_5_14,F_FYROM_15_24,F_FYROM_25_44,F_FYROM_45_54,F_FYROM_55_64,F_FYROM_65_74,F_FYROM_75_84,F_FYROM_85ov,F_FYROM_Tot,F_Turkey_0_4,F_Turkey_5_14,F_Turkey_15_24,F_Turkey_25_44,F_Turkey_45_54,F_Turkey_55_64,F_Turkey_65_74,F_Turkey_75_84,F_Turkey_85ov,F_Turkey_Tot,F_USA_0_4,F_USA_5_14,F_USA_15_24,F_USA_25_44,F_USA_45_54,F_USA_55_64,F_USA_65_74,F_USA_75_84,F_USA_85ov,F_USA_Tot
SED24904,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,13,0,0,3,8,3,12,22,8,3,51,6,19,35,102,66,43,14,12,0,300,0,0,0,0,0,0,3,0,0,3,0,14,5,5,0,0,0,0,0,26,0,0,0,0,0,0,0,0,0,4,0,9,14,74,36,36,20,3,0,198,0,0,0,0,0,3,0,3,0,4,0,0,0,3,15,12,11,16,10,66,0,0,0,0,0,0,0,0,0,3,0,3,16,19,13,3,3,0,0,63,0,0,0,0,3,0,9,9,6,25,0,3,0,13,7,3,3,0,0,33,0,0,24,78,3,0,0,0,0,96,4,3,3,31,13,6,3,0,0,66,0,0,0,0,0,0,0,0,0,0,0,3,8,44,43,27,14,9,0,142,0,0,0,13,3,5,4,3,0,38
SED25003,0,0,15,33,17,16,0,6,0,88,0,0,0,7,0,3,0,0,0,12,0,6,5,55,4,7,4,0,0,80,0,0,0,0,0,8,5,0,0,19,11,53,73,126,61,44,12,6,0,383,0,0,0,3,0,3,8,7,0,21,6,14,9,74,11,10,3,3,0,127,0,0,0,3,0,0,0,0,0,7,0,31,45,193,118,86,44,16,5,529,0,0,0,15,5,26,6,5,3,69,0,0,0,9,18,24,19,9,0,88,0,10,11,29,13,10,8,0,0,77,0,12,6,36,8,8,3,3,0,81,0,0,0,3,9,11,10,10,6,48,0,38,46,262,111,82,41,29,11,609,0,3,0,6,3,0,0,0,0,14,0,6,5,40,9,3,0,0,0,72,0,6,21,205,225,256,142,63,8,934,0,0,11,15,29,11,10,0,0,73,0,6,11,21,0,5,0,0,0,40
SED25102,0,0,0,3,6,5,5,0,0,17,0,0,9,19,0,0,0,0,0,35,0,0,0,3,0,0,0,0,0,3,0,0,3,38,26,55,102,65,69,365,5,22,22,106,91,80,30,11,3,361,0,3,0,0,8,12,14,0,0,36,0,0,0,0,0,0,0,0,0,0,0,0,0,11,9,3,0,0,0,21,0,3,3,41,28,21,9,3,0,118,0,0,0,20,3,19,10,11,9,66,0,3,0,29,29,32,45,19,6,173,0,0,9,9,10,3,0,0,0,31,0,14,13,59,42,20,15,3,6,179,0,0,0,0,3,4,3,5,3,12,0,0,3,16,18,21,9,0,0,54,0,0,0,10,0,0,0,0,0,15,0,3,6,30,7,0,0,0,0,51,0,0,0,0,3,0,0,0,0,5,0,0,0,0,3,0,0,0,0,7,0,13,5,38,23,21,21,0,0,121
SED25205,0,0,0,26,21,20,19,14,5,109,0,0,0,0,3,0,4,0,0,11,0,0,3,8,3,0,0,0,0,14,0,3,0,13,9,16,20,13,10,93,4,31,52,185,145,87,46,16,6,562,0,0,0,10,11,5,16,8,0,53,0,5,0,10,6,0,0,0,0,22,0,0,0,4,3,8,0,0,0,15,0,9,23,90,61,55,16,9,0,261,0,0,0,34,21,29,21,10,5,134,0,10,11,51,42,44,55,45,14,279,0,3,3,14,19,4,3,0,0,54,5,27,30,104,35,30,31,10,5,264,0,0,0,4,12,3,10,8,0,31,0,0,0,54,43,58,31,21,9,212,0,0,0,12,3,3,0,0,0,25,0,3,12,59,15,8,7,0,0,100,0,0,0,5,3,0,0,3,0,12,0,0,0,10,19,24,8,14,5,77,3,21,17,44,21,20,13,0,0,140
SED25302,0,0,0,3,7,4,4,0,0,24,0,0,0,0,0,0,0,0,0,5,0,0,0,3,0,0,0,0,0,3,0,3,4,8,18,27,72,46,14,191,3,26,26,137,103,86,76,26,18,487,0,4,5,10,10,19,18,11,3,92,0,0,0,0,0,0,0,0,0,3,0,0,0,5,11,7,0,0,0,23,0,3,3,42,24,14,14,4,0,99,0,0,0,16,3,21,11,3,6,57,4,20,16,58,85,58,94,62,11,413,3,6,3,4,7,9,3,0,0,28,3,15,20,63,38,38,38,11,0,230,0,0,0,0,5,4,3,3,0,14,0,0,0,3,10,17,11,4,0,43,0,0,0,3,0,0,0,0,0,6,3,5,6,32,10,3,0,0,0,62,0,0,0,3,3,3,0,0,0,8,0,0,0,4,0,3,3,0,0,15,3,11,12,40,29,22,19,3,3,131
SED25402,0,0,0,7,0,3,3,0,0,15,0,0,0,8,0,0,0,0,0,9,0,0,3,7,0,0,0,0,0,7,0,0,3,9,16,43,107,60,36,278,3,13,24,94,54,62,23,6,4,293,0,0,0,0,5,10,21,3,3,45,0,3,3,8,4,0,0,0,0,14,0,0,3,6,4,0,0,0,0,14,0,6,14,90,50,52,35,6,3,263,0,0,0,0,8,13,8,9,15,47,0,0,3,8,19,51,97,44,22,252,0,0,0,8,0,0,0,0,0,14,0,3,15,27,12,11,3,0,0,73,0,0,0,0,0,0,3,3,0,13,0,5,0,20,8,3,3,0,0,41,0,0,0,4,3,0,0,0,0,6,0,7,7,35,4,0,0,0,0,64,0,0,0,0,0,3,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,3,13,7,12,3,0,0,41
SED25501,0,0,5,14,11,18,8,7,0,59,0,0,0,10,3,6,0,0,0,18,0,0,3,16,0,0,0,0,0,17,0,6,3,8,3,7,21,20,11,73,8,68,75,84,54,48,31,12,6,386,0,0,0,3,3,4,4,5,0,28,3,28,12,50,4,3,0,0,0,103,0,0,0,3,3,3,3,0,0,11,0,12,23,60,39,28,15,4,0,179,0,4,0,15,17,42,22,21,10,130,0,9,3,3,11,12,24,14,17,87,8,67,60,101,60,43,33,6,0,377,3,17,25,61,44,26,17,4,4,203,0,0,0,0,4,6,4,4,0,31,14,150,143,501,294,181,98,52,22,1449,0,6,22,101,38,34,8,3,0,206,0,8,15,46,28,5,4,4,0,109,0,0,0,0,0,4,0,4,0,12,0,0,0,8,15,8,12,11,5,60,8,17,23,17,10,13,4,3,0,94
SED25605,0,5,3,36,29,46,47,29,27,225,4,5,34,74,24,19,11,5,0,173,0,0,7,23,0,0,0,0,0,26,0,0,3,3,4,3,20,17,11,58,16,30,74,104,46,45,33,9,6,374,0,0,0,0,3,0,5,4,3,18,14,30,18,97,3,9,4,0,0,178,0,0,0,7,0,3,0,0,0,12,5,18,45,174,81,45,20,3,3,399,0,0,0,24,24,48,31,18,6,154,0,0,4,10,15,20,31,28,13,116,3,28,13,40,21,27,15,4,0,149,3,3,10,39,25,26,18,12,7,136,0,0,0,13,13,30,31,19,13,117,9,52,94,472,211,191,115,73,28,1244,3,3,9,50,16,19,3,3,3,112,3,38,19,75,22,12,8,0,0,176,0,0,0,16,10,25,11,8,0,70,0,0,3,28,37,29,27,10,9,143,3,10,8,17,12,3,3,4,0,64
SED25704,0,3,0,9,0,5,0,0,0,13,0,0,0,0,0,0,0,0,0,3,0,0,0,7,0,0,0,0,0,11,0,0,0,8,5,17,40,12,7,87,4,6,22,76,68,46,28,15,3,274,0,0,0,0,3,3,4,3,0,11,0,3,0,3,0,0,0,0,0,10,0,0,0,0,6,0,0,0,0,6,3,25,23,103,54,29,16,3,0,249,0,0,0,0,0,0,0,0,3,7,0,0,0,3,8,18,21,12,5,71,0,0,0,0,0,0,0,0,0,6,0,0,14,16,4,4,5,3,3,49,0,0,0,0,0,0,5,0,4,7,0,4,0,14,0,0,0,0,0,24,0,0,0,7,0,0,0,0,0,7,0,0,0,14,7,3,0,0,0,29,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,3,0,3,4,19,8,10,9,0,3,49
SED25802,0,0,0,11,10,3,0,0,0,29,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,6,0,4,0,5,19,64,123,57,27,302,3,16,37,96,83,54,36,15,4,342,0,0,0,4,12,8,11,3,0,38,0,0,0,9,0,0,0,0,0,8,0,0,0,6,7,3,0,0,0,17,0,4,11,67,41,32,17,0,0,171,0,0,0,4,0,12,7,7,5,44,0,0,0,11,18,47,66,35,7,180,0,0,0,7,3,0,0,3,0,11,0,9,0,15,14,18,9,5,0,73,0,0,0,0,3,5,4,4,0,20,0,3,0,15,6,4,5,0,0,42,0,0,4,29,0,0,0,0,0,39,0,3,0,21,3,3,0,0,0,34,0,0,0,0,0,0,3,0,0,3,0,0,0,0,3,0,0,0,0,3,3,0,3,6,10,13,14,0,0,51
SED25905,0,4,16,73,70,86,47,21,13,329,0,0,3,3,0,0,3,0,0,9,0,0,0,9,3,0,0,0,0,17,0,0,3,5,3,32,50,35,19,157,13,103,96,199,107,76,15,12,4,624,0,0,0,0,10,12,3,4,0,33,15,41,51,126,25,14,7,0,0,270,0,0,0,0,0,0,0,0,0,3,3,25,33,180,95,88,23,7,5,454,0,0,3,36,58,93,35,27,13,262,0,3,0,8,22,50,34,41,12,168,0,12,17,27,20,24,3,0,0,94,0,9,21,59,59,43,29,16,3,233,0,0,0,20,37,51,31,26,10,169,8,73,68,487,245,201,109,35,19,1249,0,3,0,16,3,10,0,0,0,28,0,3,3,58,15,10,4,0,0,93,0,0,0,21,19,26,6,0,5,78,0,0,0,23,40,19,21,5,3,113,0,4,14,9,12,5,3,0,0,48
SED26005,0,12,50,158,127,129,62,22,11,569,0,0,0,17,3,3,0,0,0,30,0,0,3,15,3,3,0,0,0,25,0,3,3,4,13,24,48,17,7,112,30,167,216,371,168,75,16,9,3,1044,0,0,0,11,10,6,10,0,0,41,9,89,60,171,24,19,3,0,0,375,0,0,0,5,5,5,0,0,0,8,8,61,99,261,196,141,40,19,3,826,0,0,3,62,31,35,28,3,3,159,3,4,12,25,40,41,34,20,0,178,3,20,24,34,34,20,9,3,0,147,0,10,45,93,91,38,30,10,8,325,0,0,0,11,27,25,23,8,0,108,15,135,142,697,356,176,83,45,7,1662,0,0,0,28,0,0,3,0,0,36,4,7,0,70,16,9,3,0,0,112,0,0,3,28,16,12,6,0,0,64,0,0,0,30,41,15,13,9,0,110,6,25,15,18,14,4,5,0,0,81
SED26102,0,0,0,3,7,9,7,0,3,33,0,0,0,0,0,0,0,0,0,7,0,0,0,3,0,0,0,0,0,4,0,3,0,6,14,28,69,30,16,164,4,12,14,86,69,92,75,24,8,374,0,0,4,0,7,6,11,11,0,42,0,0,0,0,0,0,0,0,0,0,0,0,0,14,3,5,0,0,0,18,0,9,0,39,25,18,15,3,0,113,0,0,0,11,3,6,6,3,3,36,0,0,0,18,22,28,75,39,23,211,0,0,0,3,0,12,3,0,0,20,0,3,0,26,16,25,18,3,3,96,0,0,0,0,3,6,9,0,0,24,0,0,0,3,5,3,6,5,0,20,0,0,0,5,0,0,0,0,0,3,0,10,3,28,12,3,0,0,0,55,0,0,0,3,4,3,3,0,0,15,0,0,0,3,3,3,9,0,0,15,0,8,10,22,22,19,21,6,0,99
SED26207,0,0,0,7,6,3,3,4,3,32,0,0,0,0,3,0,0,3,0,6,0,0,3,13,0,0,0,0,0,24,0,0,0,6,0,6,16,8,4,39,6,11,24,93,56,36,14,4,3,234,0,0,0,4,3,4,7,3,4,25,0,0,0,19,0,3,0,0,0,29,0,0,0,4,0,0,0,0,0,9,0,8,15,89,47,42,28,7,3,246,0,0,0,9,14,24,18,19,18,111,0,0,0,18,10,23,16,9,9,96,0,8,5,17,4,4,8,0,3,48,0,0,3,20,12,4,4,0,0,53,0,0,0,6,13,14,16,18,6,66,0,3,8,47,31,26,15,3,4,138,0,0,0,15,3,6,0,0,0,17,0,4,3,47,9,7,0,0,0,68,0,0,0,18,32,22,39,14,4,137,0,0,0,11,24,9,0,0,0,54,3,3,9,23,10,3,3,0,0,56
SED26303,0,0,0,23,3,0,3,3,0,35,0,0,0,7,0,0,0,0,0,5,0,6,22,64,0,0,0,0,0,97,0,0,4,26,10,3,5,7,0,56,3,18,52,415,91,67,19,5,4,670,0,0,0,11,0,6,3,0,0,23,0,4,0,10,0,0,0,0,0,16,0,0,0,17,5,0,0,0,0,22,0,9,16,73,19,19,6,3,0,148,0,0,0,37,4,7,3,0,6,59,0,3,3,55,22,22,14,9,3,118,3,5,7,53,10,4,3,0,0,89,0,0,9,78,17,8,4,0,0,114,0,0,0,10,10,7,7,7,3,38,0,3,4,36,11,12,3,3,0,72,0,3,0,37,8,0,0,0,0,49,0,4,12,79,21,7,3,0,0,127,0,0,0,27,25,31,25,32,19,150,0,0,0,17,9,3,0,6,0,39,3,16,19,120,32,10,9,0,0,222
SED26406,0,3,19,51,24,24,18,14,3,162,3,0,8,6,3,0,0,0,0,26,0,3,26,58,0,0,0,0,0,91,0,3,4,11,3,9,10,4,5,38,5,15,54,161,73,48,27,10,4,389,0,0,0,12,3,3,3,3,0,24,3,5,6,39,0,0,4,0,0,68,0,0,0,8,3,0,0,0,0,17,3,12,27,151,36,43,17,3,0,286,0,0,4,34,14,36,38,20,20,159,0,0,8,17,17,20,19,6,8,88,5,7,195,97,14,14,9,3,3,350,0,8,33,73,46,31,27,10,8,224,0,0,0,4,4,6,5,10,0,28,8,16,90,305,70,54,49,33,15,641,3,0,17,82,5,4,0,0,0,112,3,3,29,103,13,15,0,3,0,175,0,0,0,3,0,0,3,3,0,12,0,0,4,8,3,9,3,0,0,19,11,19,23,51,15,6,9,3,3,141
SED26504,0,0,0,4,3,0,0,0,0,7,0,0,0,10,0,0,0,0,0,11,0,0,4,9,0,0,0,0,0,19,0,0,3,7,3,25,57,19,6,118,4,18,33,68,56,48,28,18,5,284,0,0,0,0,0,8,3,4,0,17,3,0,0,10,0,0,0,0,0,15,0,0,0,6,9,4,0,0,0,20,4,3,9,70,22,34,16,3,0,147,0,0,0,3,0,0,4,6,4,14,0,0,3,8,15,32,39,17,7,118,0,0,0,5,0,3,0,0,0,9,0,0,0,14,6,5,7,0,0,42,0,0,0,0,0,0,7,3,0,15,0,6,3,8,5,3,0,0,0,19,0,0,9,23,0,0,0,0,0,35,0,0,0,17,7,0,0,0,0,33,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,4,0,3,0,16,10,22,11,0,0,67
SED26603,0,3,4,28,10,5,5,0,0,51,0,0,3,10,3,3,0,0,0,24,0,12,148,412,11,11,3,0,0,598,0,0,3,5,3,9,14,5,0,41,3,17,62,298,99,35,18,0,3,545,0,0,0,10,3,0,4,6,3,22,19,45,37,228,11,4,3,0,0,347,0,0,0,9,4,0,0,0,0,15,8,20,33,187,53,49,23,7,6,393,0,0,0,27,12,21,22,34,40,161,0,0,0,28,17,7,17,10,11,91,0,0,10,30,13,8,3,3,0,67,3,4,4,43,3,3,3,3,0,71,0,0,0,3,3,0,6,15,5,37,8,13,25,129,55,28,20,10,3,281,0,0,11,35,6,6,0,0,0,56,0,3,11,87,26,0,3,0,0,136,0,0,0,9,13,11,7,11,0,46,4,3,10,156,171,66,53,30,4,497,3,9,12,62,13,6,9,0,3,115
SED26708,0,0,0,3,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,8,0,0,0,6,14,32,56,21,12,133,0,26,37,118,86,66,36,11,6,381,0,0,0,4,3,0,3,0,0,17,0,0,0,0,0,0,0,0,0,3,0,0,0,3,3,7,0,0,0,16,0,5,9,52,18,12,7,0,0,109,0,0,0,3,3,0,0,0,0,10,0,3,0,9,15,17,34,23,12,109,0,3,3,5,5,7,0,0,0,18,0,0,3,14,6,6,0,0,0,30,0,0,0,0,4,6,3,3,0,16,0,0,0,8,3,0,3,0,0,15,0,0,3,15,0,0,0,0,0,15,0,0,0,9,8,3,0,0,0,21,0,0,0,0,3,0,3,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,3,15,6,13,13,4,0,57
SED26806,0,0,8,32,8,9,0,5,3,74,0,0,0,3,0,3,5,0,5,19,0,0,8,29,0,0,0,0,0,40,0,0,4,32,3,12,14,3,8,72,11,13,188,781,115,90,52,23,11,1278,0,0,0,26,6,3,7,0,0,50,3,0,4,13,0,0,0,0,0,22,0,0,3,7,4,4,0,0,0,16,0,6,18,182,22,23,18,4,4,278,0,0,3,68,17,37,37,35,43,241,4,0,7,110,18,17,21,10,3,190,3,12,43,114,16,12,14,3,0,213,3,0,26,156,33,35,17,10,3,283,0,0,0,6,3,7,0,4,6,24,0,7,5,91,18,23,11,0,3,152,3,3,19,107,9,12,6,0,0,156,0,0,25,154,18,9,3,0,0,201,0,0,0,10,3,0,0,0,0,17,0,3,0,18,10,8,5,0,0,49,12,20,53,238,43,39,27,3,5,436
SED26903,0,0,9,39,12,8,7,7,4,87,0,0,0,3,3,0,0,0,0,9,0,5,63,189,4,3,0,0,0,277,0,0,0,12,7,3,11,11,3,42,6,11,28,260,62,41,18,6,3,435,0,0,0,4,0,3,0,3,0,14,9,22,8,80,6,0,0,0,0,128,0,0,0,12,3,0,0,0,0,15,3,10,20,183,57,49,26,12,0,371,0,0,3,17,4,11,4,11,10,52,0,0,3,14,6,11,18,15,9,71,3,3,0,44,5,3,3,0,0,69,0,0,7,30,7,4,5,0,0,54,0,0,0,4,8,12,13,14,0,48,0,12,21,111,9,18,15,15,0,195,0,0,10,58,0,3,0,0,0,77,0,0,11,95,13,12,3,0,0,132,0,3,3,67,71,73,89,63,20,394,0,0,0,17,20,11,10,6,0,64,3,3,8,49,18,3,3,0,0,84
SED27003,0,0,5,15,3,3,0,0,3,24,0,0,0,4,9,0,0,0,0,14,0,0,13,12,0,0,0,0,0,18,0,0,3,34,5,13,13,5,0,78,8,20,103,810,102,69,39,10,0,1159,0,0,0,24,4,3,0,0,0,32,0,3,3,13,0,0,0,0,0,14,0,0,0,12,6,0,3,0,0,22,0,3,15,89,19,21,15,0,0,171,0,0,0,37,3,12,5,4,4,74,0,0,8,82,22,19,21,4,3,159,3,3,19,80,7,13,3,0,0,122,0,3,23,111,13,5,7,3,0,170,0,0,0,6,3,10,12,7,0,37,0,4,5,42,12,3,10,0,0,71,0,0,17,62,3,6,4,0,0,96,0,8,27,115,21,12,3,0,0,185,0,0,3,11,8,10,10,3,0,40,0,0,0,16,20,3,11,9,0,63,11,11,38,217,22,17,10,6,0,331
SED27101,0,3,3,10,11,3,3,0,0,45,6,40,95,212,43,30,12,3,0,450,0,5,14,40,0,3,0,0,0,69,0,0,0,14,3,18,32,34,12,124,0,30,31,148,84,57,34,11,12,410,0,3,0,4,3,3,5,5,0,32,4,3,7,53,3,3,3,0,0,74,0,0,0,7,7,3,3,0,0,26,4,9,11,86,40,29,15,5,4,202,0,0,3,17,14,16,16,11,13,95,3,0,10,25,16,30,29,35,14,160,3,8,13,37,12,8,12,3,0,102,3,7,23,73,33,20,16,9,3,190,0,0,0,5,0,15,10,3,0,37,3,4,4,94,17,31,25,19,9,205,3,3,3,86,7,13,7,0,0,120,4,16,33,84,17,11,3,0,0,168,0,0,0,3,3,4,0,4,0,16,0,0,3,5,5,3,4,0,0,24,3,13,11,36,20,6,9,0,0,106
SED27208,0,0,0,0,0,3,0,0,0,5,0,0,0,0,0,0,0,3,0,6,0,0,3,5,0,0,0,0,0,9,0,0,0,4,5,41,61,21,13,152,0,11,19,56,61,57,33,9,0,248,0,0,0,3,0,0,3,3,3,21,0,4,0,6,0,0,0,0,0,13,0,0,0,0,4,0,0,0,0,13,0,19,4,78,30,33,11,0,0,167,0,0,0,4,0,3,4,0,0,11,0,0,0,5,13,17,43,22,10,110,0,4,0,0,7,3,0,0,0,15,0,7,4,16,6,3,3,0,0,45,0,0,0,0,3,0,7,0,0,18,0,0,3,8,3,0,0,0,0,21,0,0,12,38,0,0,0,0,0,45,0,3,0,18,9,0,0,0,0,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,7,6,20,14,3,0,51
SED27305,0,3,0,17,24,38,22,5,0,115,0,0,0,4,0,5,0,3,0,15,0,0,3,3,3,0,0,0,0,15,0,0,0,3,6,13,44,31,11,100,3,38,68,104,70,62,21,4,3,375,0,0,0,0,4,8,3,12,0,31,0,3,0,15,5,5,3,0,0,32,0,0,3,5,5,0,0,0,0,21,0,11,29,101,70,57,24,5,3,301,0,0,0,28,25,50,8,4,7,126,0,0,3,8,31,34,33,14,5,124,0,12,24,36,34,37,14,0,0,154,0,14,28,65,57,53,19,12,0,248,0,0,0,3,14,17,10,4,3,53,0,40,54,236,194,141,67,24,4,752,0,3,5,23,5,12,0,0,0,49,0,3,7,30,14,8,4,0,0,68,0,0,0,3,3,4,0,0,0,16,0,0,0,3,10,11,9,0,0,31,0,7,9,20,14,7,3,0,0,67
SED27406,0,0,0,20,8,8,4,0,0,45,0,0,0,0,4,4,3,0,0,8,0,0,0,13,0,0,0,0,0,9,3,12,3,15,20,15,19,12,8,105,6,33,53,188,133,100,49,13,5,586,0,0,0,20,15,7,4,3,4,54,0,0,0,8,0,0,3,0,0,15,0,0,0,4,10,3,0,0,0,17,0,4,10,55,27,14,11,0,0,126,0,3,0,40,21,33,26,9,20,149,0,11,14,47,53,50,52,24,20,270,3,15,14,21,11,8,0,3,0,75,4,41,27,135,76,43,33,5,3,362,0,0,0,3,6,7,3,8,0,35,0,4,0,38,11,9,17,11,4,100,0,0,0,9,0,0,0,0,0,13,0,3,5,36,9,6,4,0,0,67,0,0,0,4,4,0,0,0,0,9,0,0,0,13,12,10,12,12,0,61,12,37,31,63,38,24,11,3,0,232
SED27504,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,6,0,0,3,4,0,0,0,0,0,11,0,0,5,9,11,26,46,18,10,121,6,39,40,116,77,50,34,8,3,379,0,0,0,0,4,6,3,7,0,23,0,22,22,33,0,0,0,0,0,91,0,0,0,4,4,0,0,0,0,11,3,14,25,114,52,49,32,7,0,279,0,0,0,3,0,7,0,0,3,19,0,0,0,3,13,16,27,10,3,70,0,0,3,3,3,3,0,0,0,14,0,8,10,20,7,7,4,0,0,57,0,0,0,0,0,5,5,5,0,17,6,8,3,33,16,3,3,0,0,73,0,0,30,130,3,3,3,0,0,162,0,0,8,30,16,8,3,0,0,66,0,0,0,3,7,8,5,10,0,35,0,0,7,39,35,20,10,3,0,120,4,11,5,17,10,7,8,3,0,58
SED27608,0,0,0,4,4,0,3,0,0,19,0,0,3,4,0,0,0,0,0,7,0,0,0,5,0,0,0,0,0,8,0,3,5,11,8,33,55,33,24,164,6,21,35,123,73,37,26,4,3,334,0,0,3,7,7,19,20,8,0,68,0,0,4,9,3,0,3,0,0,21,0,3,0,6,0,0,0,0,0,14,3,4,15,58,34,26,22,3,0,175,0,0,0,10,7,3,10,3,7,41,3,8,7,28,34,36,34,30,8,190,0,4,11,9,7,8,0,0,0,44,0,11,25,60,43,17,21,3,0,184,0,0,0,3,4,10,3,3,0,21,0,3,13,27,6,6,0,0,4,68,0,0,0,4,5,0,0,0,0,11,0,3,8,28,9,0,0,0,0,49,0,0,0,4,0,7,5,4,0,19,0,0,0,4,0,0,0,0,0,8,3,21,12,51,19,14,7,4,3,137
