POA_CODE_2016,F_GrpH_Mem_0_14,F_GrpH_Mem_15_24,F_GrpH_Mem_25_34,F_GrpH_Mem_35_44,F_GrpH_Mem_45_54,F_GrpH_Mem_55_64,F_GrpH_Mem_65_74,F_GrpH_Mem_75_84,F_GrpH_Mem_85ov,F_GrpH_Mem_Tot,F_LonePsn_0_14,F_LonePsn_15_24,F_LonePsn_25_34,F_LonePsn_35_44,F_LonePsn_45_54,F_LonePsn_55_64,F_LonePsn_65_74,F_LonePsn_75_84,F_LonePsn_85ov,F_LonePsn_Tot,F_Vis_within_Aus_0_14,F_Vis_within_Aus_15_24,F_Vis_within_Aus_25_34,F_Vis_within_Aus_35_44,F_Vis_within_Aus_45_54,F_Vis_within_Aus_55_64,F_Vis_within_Aus_65_74,F_Vis_within_Aus_75_84,F_Vis_within_Aus_85ov,F_Vis_within_Aus_Tot,F_Tot_0_14,F_Tot_15_24,F_Tot_25_34,F_Tot_35_44,F_Tot_45_54,F_Tot_55_64,F_Tot_65_74,F_Tot_75_84,F_Tot_85ov,F_Tot_Tot,P_H_or_W_in_RM_0_14,P_H_or_W_in_RM_15_24,P_H_or_W_in_RM_25_34,P_H_or_W_in_RM_35_44,P_H_or_W_in_RM_45_54,P_H_or_W_in_RM_55_64,P_H_or_W_in_RM_65_74,P_H_or_W_in_RM_75_84,P_H_or_W_in_RM_85ov,P_H_or_W_in_RM_Tot,P_Ptn_in_DFM_0_14,P_Ptn_in_DFM_15_24,P_Ptn_in_DFM_25_34,P_Ptn_in_DFM_35_44,P_Ptn_in_DFM_45_54,P_Ptn_in_DFM_55_64,P_Ptn_in_DFM_65_74,P_Ptn_in_DFM_75_84,P_Ptn_in_DFM_85ov,P_Ptn_in_DFM_Tot,P_LonePnt_0_14,P_LonePnt_15_24,P_LonePnt_25_34,P_LonePnt_35_44,P_LonePnt_45_54,P_LonePnt_55_64,P_LonePnt_65_74,P_LonePnt_75_84,P_LonePnt_85ov,P_LonePnt_Tot,P_CU15_0_14,P_CU15_15_24,P_CU15_25_34,P_CU15_35_44,P_CU15_45_54,P_CU15_55_64,P_CU15_65_74,P_CU15_75_84,P_CU15_85ov,P_CU15_Tot,P_DpStu_0_14,P_DpStu_15_24,P_DpStu_25_34,P_DpStu_35_44,P_DpStu_45_54,P_DpStu_55_64,P_DpStu_65_74,P_DpStu_75_84,P_DpStu_85ov,P_DpStu_Tot,P_NDpChl_0_14,P_NDpChl_15_24,P_NDpChl_25_34,P_NDpChl_35_44,P_NDpChl_45_54,P_NDpChl_55_64,P_NDpChl_65_74,P_NDpChl_75_84,P_NDpChl_85ov,P_NDpChl_Tot,P_OthRI_0_14,P_OthRI_15_24,P_OthRI_25_34,P_OthRI_35_44,P_OthRI_45_54,P_OthRI_55_64,P_OthRI_65_74,P_OthRI_75_84,P_OthRI_85ov,P_OthRI_Tot,P_URI_in_FH_0_14,P_URI_in_FH_15_24,P_URI_in_FH_25_34,P_URI_in_FH_35_44,P_URI_in_FH_45_54,P_URI_in_FH_55_64,P_URI_in_FH_65_74,P_URI_in_FH_75_84,P_URI_in_FH_85ov,P_URI_in_FH_Tot,P_GrpH_Mem_0_14,P_GrpH_Mem_15_24,P_GrpH_Mem_25_34,P_GrpH_Mem_35_44,P_GrpH_Mem_45_54,P_GrpH_Mem_55_64,P_GrpH_Mem_65_74,P_GrpH_Mem_75_84,P_GrpH_Mem_85ov,P_GrpH_Mem_Tot,P_LonePsn_0_14,P_LonePsn_15_24,P_LonePsn_25_34,P_LonePsn_35_44,P_LonePsn_45_54,P_LonePsn_55_64,P_LonePsn_65_74,P_LonePsn_75_84,P_LonePsn_85ov,P_LonePsn_Tot,P_Vis_within_Aus_0_14,P_Vis_within_Aus_15_24,P_Vis_within_Aus_25_34,P_Vis_within_Aus_35_44,P_Vis_within_Aus_45_54,P_Vis_within_Aus_55_64,P_Vis_within_Aus_65_74,P_Vis_within_Aus_75_84,P_Vis_within_Aus_85ov,P_Vis_within_Aus_Tot,P_Tot_0_14,P_Tot_15_24,P_Tot_25_34,P_Tot_35_44,P_Tot_45_54,P_Tot_55_64,P_Tot_65_74,P_Tot_75_84,P_Tot_85ov,P_Tot_Tot
POA3886,..,0,0,0,0,0,0,0,0,0,..,0,0,0,3,0,5,3,0,17,0,0,0,0,0,3,0,0,0,10,39,23,5,24,20,41,16,11,0,182,..,0,5,34,30,47,33,12,0,163,..,0,3,4,3,3,0,0,0,19,..,0,0,4,8,3,0,0,0,12,81,..,..,..,..,..,..,..,..,81,..,20,..,..,..,..,..,..,..,20,..,7,0,4,0,0,0,0,0,12,..,3,0,0,0,0,0,0,0,5,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,3,..,3,0,0,12,9,3,5,0,41,0,0,0,0,3,3,4,0,0,12,80,39,15,51,50,66,40,23,0,367
POA3887,..,0,0,0,0,0,0,0,0,8,..,0,0,3,3,0,4,0,0,16,0,0,0,0,0,4,0,0,0,9,17,18,19,12,18,25,21,3,3,144,..,0,7,6,13,25,34,0,0,91,..,0,11,13,3,11,0,0,0,35,..,0,0,4,0,8,0,0,0,12,40,..,..,..,..,..,..,..,..,40,..,18,..,..,..,..,..,..,..,18,..,7,9,3,3,0,0,0,0,19,..,7,0,3,6,0,3,0,0,16,..,0,0,3,0,0,0,0,0,4,..,0,0,0,3,3,0,0,0,10,..,0,3,3,11,6,12,8,0,54,0,3,5,0,0,4,0,0,3,9,40,32,37,34,47,61,55,7,3,310
POA3888,..,3,3,0,4,6,8,5,0,29,..,3,5,5,27,63,62,50,30,245,3,6,4,0,5,17,12,0,0,51,267,107,117,128,224,254,235,116,46,1499,..,0,84,134,226,276,284,112,17,1142,..,25,60,37,37,43,20,4,0,234,..,3,21,25,40,17,10,4,12,130,514,..,..,..,..,..,..,..,..,514,..,93,..,..,..,..,..,..,..,93,..,60,20,21,13,5,3,0,0,132,..,7,0,0,9,5,7,0,6,39,..,3,0,3,3,3,0,0,0,10,..,10,3,3,14,10,20,6,4,64,..,11,22,26,60,126,145,89,39,506,10,11,8,6,13,26,18,3,0,87,524,230,221,254,414,510,505,231,77,2957
POA3889,..,0,0,0,3,3,0,0,0,5,..,0,0,0,0,3,0,3,0,9,0,0,0,3,0,0,0,0,0,3,3,0,0,11,8,14,11,5,0,63,..,0,0,8,11,15,15,5,0,55,..,0,0,0,0,4,0,3,0,9,..,0,0,0,0,0,0,0,0,3,19,..,..,..,..,..,..,..,..,19,..,0,..,..,..,..,..,..,..,0,..,3,0,0,0,0,0,0,0,3,..,0,0,0,0,3,0,0,0,3,..,0,0,0,0,0,0,0,0,0,..,0,0,0,3,3,0,0,0,9,..,0,0,0,3,14,5,3,0,28,4,0,3,3,0,0,4,0,0,16,20,4,3,14,19,36,29,12,4,145
POA3890,..,0,0,0,0,0,0,0,0,3,..,0,0,0,5,4,3,3,0,18,3,3,0,0,0,0,0,0,0,11,30,14,7,12,18,24,18,3,0,127,..,3,3,8,12,22,25,3,0,84,..,3,4,6,10,7,3,0,0,37,..,0,0,4,6,3,0,0,0,13,43,..,..,..,..,..,..,..,..,43,..,7,..,..,..,..,..,..,..,7,..,10,0,0,0,0,0,0,0,10,..,0,0,0,0,0,0,0,0,3,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,8,..,0,0,4,12,17,10,9,0,58,3,7,4,3,0,3,3,3,0,21,42,24,17,26,47,55,45,17,0,272
POA3891,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,3,3,8,0,0,0,0,0,0,0,0,0,0,0,4,0,4,3,11,5,10,3,38,..,0,0,0,6,8,12,13,0,41,..,0,0,6,3,3,0,0,0,7,..,0,0,0,0,0,0,0,0,3,0,..,..,..,..,..,..,..,..,0,..,0,..,..,..,..,..,..,..,0,..,3,0,0,0,0,0,0,0,6,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,3,..,0,0,0,0,6,4,3,3,23,0,0,0,0,0,4,0,0,0,5,0,4,0,4,8,26,17,14,3,90
POA3892,..,3,0,0,0,3,0,0,0,12,..,0,6,3,11,26,24,12,12,99,0,0,0,3,0,3,12,3,0,25,70,23,22,50,59,97,102,42,19,485,..,0,13,37,47,82,110,55,10,345,..,3,18,20,26,19,12,0,0,97,..,3,4,10,13,6,3,0,0,39,127,..,..,..,..,..,..,..,..,127,..,28,..,..,..,..,..,..,..,28,..,6,5,5,3,0,0,0,0,26,..,5,3,0,0,3,0,0,0,13,..,0,0,0,0,0,0,0,0,3,..,3,4,0,0,5,0,0,0,23,..,0,10,10,24,50,45,28,18,192,0,3,3,3,3,4,22,5,0,45,125,54,56,81,125,174,200,89,36,943
POA3893,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,9,..,0,4,0,0,3,5,0,0,15,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,0,..,..,..,..,..,..,..,..,0,..,0,..,..,..,..,..,..,..,0,..,0,0,0,0,0,0,0,0,3,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,5,0,3,5,0,0,17
POA3895,..,0,0,0,0,0,0,0,0,3,..,0,0,0,0,8,3,0,4,15,0,0,0,0,0,0,0,0,0,3,11,6,5,3,20,13,13,6,4,88,..,0,0,3,22,14,21,3,0,67,..,0,6,0,3,3,0,0,0,10,..,0,0,0,8,0,0,0,0,10,22,..,..,..,..,..,..,..,..,22,..,6,..,..,..,..,..,..,..,6,..,4,0,0,0,0,0,0,0,9,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,3,0,0,0,5,..,3,0,0,10,12,11,3,4,41,0,0,0,0,0,0,0,0,0,6,21,10,11,8,39,31,30,13,7,172
POA3896,..,0,0,0,0,0,0,0,0,0,..,0,4,0,3,3,0,3,0,15,0,0,0,0,0,0,0,0,0,3,34,16,10,16,19,28,19,8,4,164,..,0,3,15,27,28,30,8,3,113,..,0,10,4,12,9,3,0,0,42,..,0,0,3,5,5,0,3,0,14,65,..,..,..,..,..,..,..,..,65,..,15,..,..,..,..,..,..,..,15,..,16,0,0,3,0,0,0,0,19,..,0,0,0,0,0,0,0,0,7,..,0,0,0,0,0,0,0,0,3,..,0,0,0,0,0,0,0,0,4,..,0,10,0,13,12,7,11,5,55,0,3,0,0,3,0,0,0,0,9,65,37,22,31,60,59,43,20,3,342
POA3898,..,10,8,3,0,3,0,0,0,24,..,0,0,5,10,6,7,6,0,31,3,3,0,0,3,3,0,0,0,12,54,28,35,38,42,46,29,13,0,293,..,0,21,36,37,51,44,15,0,204,..,3,16,15,11,12,9,0,0,63,..,0,0,8,3,3,0,4,0,18,109,..,..,..,..,..,..,..,..,109,..,21,..,..,..,..,..,..,..,21,..,9,10,5,3,0,0,0,0,17,..,4,0,0,0,0,3,0,0,4,..,0,0,0,0,0,0,0,0,0,..,12,15,5,3,3,0,0,0,39,..,0,7,6,16,20,13,15,0,82,3,3,0,0,7,5,0,0,0,23,109,55,66,70,77,91,74,31,5,587
POA3900,..,0,0,0,0,0,0,0,0,0,..,0,0,0,3,0,4,0,0,3,0,0,0,0,0,0,0,0,0,3,7,3,5,10,5,14,10,7,0,53,..,0,3,6,9,19,21,5,3,59,..,0,0,3,3,3,0,0,0,5,..,0,0,3,0,0,0,0,0,4,12,..,..,..,..,..,..,..,..,12,..,4,..,..,..,..,..,..,..,4,..,0,0,0,0,0,0,0,0,4,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,3,0,0,0,0,0,0,3,..,0,0,0,4,7,13,3,0,20,0,3,0,0,0,4,0,0,0,9,12,8,3,11,13,33,33,9,3,129
POA3902,..,0,0,0,0,0,3,0,0,3,..,0,0,0,0,0,0,3,0,6,0,3,0,0,0,3,3,0,0,13,35,18,17,21,19,36,33,12,3,192,..,0,18,18,29,44,51,19,0,174,..,0,3,8,9,5,8,0,0,35,..,0,0,7,0,0,0,0,0,17,55,..,..,..,..,..,..,..,..,55,..,19,..,..,..,..,..,..,..,19,..,8,3,3,0,0,0,0,0,17,..,0,0,0,3,0,0,0,0,7,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,7,0,0,8,..,0,0,0,3,5,10,4,0,34,0,3,0,0,0,7,6,4,0,20,55,27,29,36,43,71,81,30,4,380
POA3903,..,0,0,0,0,0,0,0,0,3,..,0,3,4,7,8,6,7,0,41,0,0,0,0,0,4,3,3,0,9,53,21,30,35,35,58,60,30,7,317,..,4,22,47,36,77,88,26,0,297,..,3,8,4,10,10,10,4,0,54,..,0,3,4,11,0,3,0,0,19,110,..,..,..,..,..,..,..,..,110,..,12,..,..,..,..,..,..,..,12,..,14,11,0,0,0,0,0,0,27,..,3,0,0,0,3,0,4,3,14,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,3,0,0,0,8,..,4,4,4,13,17,29,12,7,86,0,0,4,0,0,11,3,5,0,23,117,43,55,65,67,125,139,42,9,663
POA3904,..,0,0,0,0,3,0,0,0,6,..,0,4,4,7,14,11,21,8,72,0,0,3,0,3,10,8,0,0,28,89,33,38,66,82,133,128,52,8,622,..,0,30,59,80,147,205,64,9,592,..,3,15,28,25,38,21,6,0,132,..,0,7,11,15,4,0,3,0,35,176,..,..,..,..,..,..,..,..,176,..,26,..,..,..,..,..,..,..,26,..,22,10,3,0,0,0,0,0,39,..,4,0,0,0,0,3,0,0,11,..,0,3,0,3,0,0,0,0,12,..,4,3,0,3,3,5,3,0,21,..,0,7,10,20,36,46,31,9,169,0,3,3,3,4,12,20,3,0,47,178,68,75,113,149,237,305,111,20,1254
POA3909,..,26,8,4,9,19,15,3,6,91,..,9,24,11,73,104,118,126,52,520,10,26,3,12,16,20,24,11,0,119,524,302,279,342,491,576,587,311,95,3506,..,6,194,322,475,665,748,321,57,2792,..,48,141,101,102,79,49,20,3,546,..,14,42,86,89,44,20,12,14,318,1065,..,..,..,..,..,..,..,..,1065,..,231,..,..,..,..,..,..,..,231,..,172,59,47,27,16,4,0,0,322,..,20,10,13,7,19,18,9,6,100,..,19,10,3,4,4,0,0,0,44,..,44,21,9,21,38,26,12,5,176,..,29,41,48,139,198,239,191,82,975,22,45,17,15,30,32,56,26,3,241,1084,622,534,645,897,1095,1166,596,177,6807
POA3910,..,21,37,15,21,32,21,4,3,153,..,23,87,67,127,202,209,156,58,927,28,52,35,16,20,22,15,14,8,206,2036,1525,1475,1458,1750,1345,844,394,110,10953,..,27,1030,1791,2033,1668,1056,394,68,8071,..,170,688,390,361,178,66,13,3,1867,..,27,131,257,391,172,64,30,18,1088,4161,..,..,..,..,..,..,..,..,4161,..,1231,..,..,..,..,..,..,..,1231,..,1148,509,111,53,21,4,0,0,1855,..,106,83,19,41,44,61,58,18,433,..,79,43,25,24,13,4,0,0,190,..,47,90,35,45,45,49,6,5,328,..,45,210,188,297,356,298,203,78,1677,59,101,89,46,45,38,30,21,8,435,4216,2991,2886,2854,3292,2538,1630,732,196,21330
POA3911,..,6,10,3,3,5,0,0,0,27,..,5,3,10,18,40,25,20,3,122,5,8,8,6,3,5,6,0,0,42,257,226,187,216,262,223,137,57,15,1574,..,10,124,231,323,266,168,61,6,1193,..,28,99,55,54,39,15,3,0,296,..,7,17,41,44,30,9,5,3,153,542,..,..,..,..,..,..,..,..,542,..,189,..,..,..,..,..,..,..,189,..,151,83,27,10,3,0,0,0,280,..,29,9,0,3,10,18,10,6,84,..,11,13,6,3,0,0,0,0,42,..,5,13,3,3,9,4,3,0,47,..,6,20,36,43,63,44,31,7,251,11,13,16,12,8,8,7,3,0,76,553,447,388,411,497,442,271,113,28,3145
POA3912,..,18,13,5,14,20,12,3,0,84,..,16,42,31,60,138,137,119,67,610,20,43,24,4,8,11,4,5,0,133,1283,964,861,883,1178,987,615,295,124,7194,..,29,602,969,1374,1302,822,293,74,5456,..,115,416,287,281,145,43,10,0,1296,..,20,71,166,228,101,45,26,20,675,2693,..,..,..,..,..,..,..,..,2693,..,850,..,..,..,..,..,..,..,850,..,716,332,87,57,28,3,0,0,1216,..,57,40,13,30,36,46,43,18,273,..,56,30,17,27,18,5,0,0,151,..,31,27,15,31,40,22,9,3,170,..,34,84,89,147,229,204,151,82,1025,37,75,47,23,16,33,21,11,3,260,2732,1972,1656,1656,2186,1932,1210,539,196,14077
POA3913,..,3,3,0,3,0,0,3,0,18,..,7,11,8,22,27,22,16,3,126,5,9,5,3,3,0,0,0,0,31,285,212,192,202,266,245,136,70,17,1623,..,4,119,216,304,305,211,82,8,1254,..,28,89,69,43,43,12,0,0,287,..,3,21,41,46,34,11,5,7,173,567,..,..,..,..,..,..,..,..,567,..,183,..,..,..,..,..,..,..,183,..,161,76,26,16,5,0,0,0,279,..,16,3,5,3,5,7,4,6,55,..,17,5,3,0,9,0,0,0,34,..,8,8,5,3,10,0,4,0,41,..,8,23,28,41,43,44,24,7,211,10,21,21,8,7,0,0,3,3,71,577,441,367,398,465,452,290,131,34,3151
POA3915,..,14,5,14,14,17,19,0,0,86,..,11,42,41,70,140,204,134,47,690,16,23,14,7,10,17,20,17,3,128,910,509,625,527,611,574,596,344,81,4766,..,29,360,480,542,527,617,343,50,2942,..,120,307,182,122,83,27,10,4,864,..,31,102,149,175,91,30,25,9,613,1741,..,..,..,..,..,..,..,..,1741,..,325,..,..,..,..,..,..,..,325,..,382,152,55,35,9,3,0,0,648,..,33,32,8,24,38,19,22,3,178,..,39,27,15,9,6,4,0,0,94,..,35,26,21,35,47,38,4,0,210,..,33,97,102,169,260,307,210,71,1245,30,53,37,27,21,26,24,17,5,251,1775,1067,1148,1040,1137,1085,1077,640,143,9111
POA3916,..,0,0,0,0,0,0,0,0,0,..,0,0,0,3,8,15,10,3,42,0,3,0,0,0,0,0,0,0,8,57,26,19,31,64,72,67,29,13,377,..,0,8,45,67,104,83,42,5,354,..,3,7,7,25,23,7,3,0,75,..,0,0,0,10,5,3,3,3,25,109,..,..,..,..,..,..,..,..,109,..,38,..,..,..,..,..,..,..,38,..,20,12,0,7,3,0,0,0,38,..,3,0,0,0,0,0,0,0,7,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,3,0,0,0,3,..,0,3,3,3,25,22,16,6,81,0,8,3,0,0,7,3,5,0,25,114,70,34,59,113,164,120,61,13,758
POA3918,..,0,3,3,3,4,4,4,0,30,..,4,15,7,11,23,33,29,14,134,3,9,3,0,0,0,3,0,0,20,321,185,186,222,275,237,185,65,26,1694,..,3,129,288,367,338,231,70,13,1441,..,29,81,74,68,42,22,3,0,321,..,0,16,34,38,23,12,0,4,123,684,..,..,..,..,..,..,..,..,684,..,177,..,..,..,..,..,..,..,177,..,132,64,15,8,4,0,0,0,230,..,13,9,0,0,7,20,8,3,59,..,8,3,0,3,5,0,0,0,24,..,3,12,12,9,11,7,10,0,68,..,13,18,18,42,46,52,38,20,246,7,19,6,8,4,6,4,0,3,62,691,400,349,455,550,477,343,125,46,3435
POA3919,..,9,4,6,6,7,3,3,0,32,..,3,10,11,26,40,40,17,6,149,9,8,8,6,3,3,9,3,0,51,289,155,224,216,225,219,137,54,7,1512,..,8,128,191,199,262,147,51,9,992,..,34,116,91,63,27,3,0,0,327,..,9,31,36,66,27,9,3,0,182,596,..,..,..,..,..,..,..,..,596,..,126,..,..,..,..,..,..,..,126,..,121,56,16,10,0,0,0,0,205,..,10,15,6,9,11,4,9,0,63,..,11,7,4,0,3,0,3,0,33,..,6,3,13,12,16,6,3,0,69,..,7,28,28,57,81,56,28,10,304,22,18,16,11,7,8,11,9,0,104,620,350,405,404,422,439,249,100,19,3003
POA3920,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,3,29,9,36,25,3,9,0,0,0,113,..,7,31,33,10,7,0,0,0,85,..,11,31,7,7,0,0,0,0,54,..,0,0,0,0,0,0,0,0,3,72,..,..,..,..,..,..,..,..,72,..,3,..,..,..,..,..,..,..,3,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,7,70,25,70,42,16,12,0,0,0,232
POA3921,..,0,0,0,0,0,0,0,0,0,..,0,0,3,0,4,0,0,0,7,0,0,0,0,0,0,3,0,0,6,10,0,4,10,4,9,5,3,0,48,..,0,3,3,3,7,12,3,0,37,..,0,0,0,3,4,0,0,0,6,..,0,0,0,0,0,0,0,0,3,17,..,..,..,..,..,..,..,..,17,..,0,..,..,..,..,..,..,..,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,4,..,0,0,3,4,12,3,3,0,28,0,0,0,3,0,3,5,0,0,10,22,0,7,13,15,27,21,5,0,106
POA3922,..,14,15,13,13,16,5,0,3,72,..,10,27,29,56,130,146,115,63,568,7,15,16,11,12,34,36,14,5,144,551,261,317,387,464,558,565,256,117,3479,..,11,206,367,447,550,673,283,84,2616,..,48,137,100,104,98,43,4,0,532,..,3,42,99,93,48,26,12,9,340,1129,..,..,..,..,..,..,..,..,1129,..,233,..,..,..,..,..,..,..,233,..,138,75,23,15,13,0,0,0,271,..,17,7,4,7,16,14,7,10,88,..,19,6,6,4,5,0,0,0,43,..,29,23,21,22,24,12,0,3,143,..,16,57,76,129,236,249,181,78,1016,27,24,38,23,27,63,60,15,6,283,1152,532,600,725,861,1047,1075,499,194,6687
POA3923,..,0,0,0,0,3,0,0,0,11,..,0,0,0,3,7,16,3,7,41,0,0,0,0,0,4,0,0,0,11,32,12,12,21,35,57,59,14,9,245,..,0,9,28,24,57,72,27,3,219,..,0,5,3,14,14,3,5,0,36,..,0,4,3,5,0,3,0,4,15,55,..,..,..,..,..,..,..,..,55,..,9,..,..,..,..,..,..,..,9,..,11,0,0,4,0,0,0,0,19,..,0,0,0,0,0,0,0,0,0,..,3,0,0,3,0,0,0,0,5,..,0,0,0,5,4,0,0,0,11,..,0,7,0,9,16,26,8,7,73,0,0,0,0,0,7,3,0,0,19,55,25,22,37,58,111,112,37,14,470
POA3925,..,11,4,6,3,3,4,0,0,27,..,10,20,10,29,43,62,25,17,208,4,4,4,4,6,8,9,5,0,49,297,134,172,192,196,232,207,91,29,1547,..,0,116,217,191,261,241,123,29,1178,..,37,82,66,45,39,24,3,3,293,..,3,10,27,56,23,6,3,3,133,563,..,..,..,..,..,..,..,..,563,..,110,..,..,..,..,..,..,..,110,..,58,29,11,8,0,0,0,0,110,..,4,0,3,3,9,6,8,3,37,..,7,3,0,0,0,0,0,0,15,..,17,17,5,8,9,9,3,0,68,..,16,34,31,69,86,97,52,24,414,12,13,13,7,23,18,12,5,0,100,575,269,311,378,392,440,392,191,61,3009
POA3926,..,0,0,0,3,0,0,5,0,14,..,0,4,3,21,24,32,39,16,139,0,5,5,7,6,3,3,3,3,31,262,144,121,170,232,242,184,115,27,1492,..,0,89,203,253,318,265,147,26,1302,..,13,56,67,66,45,28,3,0,269,..,0,7,22,30,23,13,0,6,101,532,..,..,..,..,..,..,..,..,532,..,170,..,..,..,..,..,..,..,170,..,75,46,13,0,3,0,0,0,146,..,3,10,0,5,5,6,7,4,40,..,4,0,0,5,0,0,0,0,8,..,3,3,0,3,3,3,5,0,19,..,3,10,17,37,52,57,51,16,240,8,10,3,5,5,13,10,3,3,64,536,281,227,326,402,460,380,217,58,2887
POA3927,..,0,0,4,3,0,5,0,0,7,..,0,0,3,5,28,26,16,12,101,3,3,6,4,0,0,3,0,0,21,135,68,41,80,103,147,111,42,21,753,..,0,26,88,134,174,143,47,20,625,..,7,15,26,35,38,7,0,0,139,..,0,3,7,15,12,4,3,3,43,244,..,..,..,..,..,..,..,..,244,..,78,..,..,..,..,..,..,..,78,..,35,18,4,3,7,0,0,0,64,..,3,0,3,0,0,6,0,0,9,..,0,0,0,0,0,0,0,0,0,..,0,0,5,3,4,9,3,3,22,..,4,4,10,22,38,41,30,20,177,4,12,5,6,7,0,4,3,0,42,249,136,78,155,213,272,215,88,45,1447
POA3928,..,0,0,0,0,3,0,0,0,3,..,0,0,0,3,8,7,0,0,20,3,0,0,0,0,3,0,0,0,10,31,16,5,22,32,35,30,14,0,188,..,0,5,25,45,53,35,16,4,185,..,0,3,3,4,0,3,0,0,24,..,0,0,4,0,0,3,0,0,4,49,..,..,..,..,..,..,..,..,49,..,20,..,..,..,..,..,..,..,20,..,5,4,3,0,0,0,0,0,12,..,0,0,0,0,0,0,0,0,4,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,6,3,0,0,9,..,0,0,0,3,7,11,0,0,31,7,3,0,0,4,3,0,0,0,10,55,33,17,34,65,67,62,22,6,356
POA3929,..,0,0,0,0,0,0,0,0,0,..,0,0,0,5,13,15,9,7,61,3,0,0,0,0,0,0,3,0,12,50,25,18,29,58,73,88,32,10,391,..,0,9,36,59,97,119,53,7,382,..,0,6,10,13,14,7,4,0,65,..,0,0,3,9,4,0,0,0,15,100,..,..,..,..,..,..,..,..,100,..,31,..,..,..,..,..,..,..,31,..,21,3,7,0,3,0,0,0,38,..,0,0,0,0,0,3,0,0,7,..,0,0,0,0,0,0,0,0,0,..,0,0,0,3,3,3,0,0,7,..,0,3,0,14,24,28,16,12,96,6,3,0,0,7,3,0,6,0,32,105,58,27,66,97,149,159,78,26,766
POA3930,..,8,3,8,15,14,11,3,3,63,..,10,21,22,60,113,199,195,92,716,9,22,16,12,6,17,18,14,5,119,1767,894,457,1172,1392,1138,956,523,182,8475,..,12,367,1627,2095,1622,1339,620,121,7799,..,26,103,202,231,141,68,15,3,796,..,7,11,98,160,74,39,35,25,458,3585,..,..,..,..,..,..,..,..,3585,..,1219,..,..,..,..,..,..,..,1219,..,477,262,76,65,28,3,0,0,908,..,45,14,0,7,15,30,19,35,170,..,45,19,12,6,9,3,3,0,88,..,14,12,18,18,28,26,8,6,132,..,16,42,57,114,176,275,255,126,1048,29,39,46,26,17,25,30,15,4,230,3615,1896,880,2110,2717,2124,1810,977,313,16444
POA3931,..,34,55,16,29,33,37,20,0,226,..,18,65,87,163,310,524,492,232,1898,28,45,43,24,24,33,52,24,11,291,1754,1079,1052,1471,1528,1455,1746,1121,392,11600,..,20,666,1623,1625,1571,1882,1092,243,8707,..,105,480,355,302,209,141,40,11,1637,..,18,96,272,377,159,81,71,45,1114,3599,..,..,..,..,..,..,..,..,3599,..,1020,..,..,..,..,..,..,..,1020,..,660,330,134,103,59,12,0,0,1307,..,87,48,20,24,49,45,44,30,353,..,53,46,15,12,6,3,8,0,140,..,69,131,37,52,62,68,36,3,454,..,30,156,212,330,492,729,621,321,2895,68,84,88,55,35,58,81,41,19,527,3667,2156,2047,2729,2858,2668,3032,1946,671,21763
POA3933,..,0,0,0,0,0,0,0,0,0,..,3,0,0,0,0,3,7,0,15,0,3,0,3,0,0,0,0,0,8,79,72,33,64,86,77,47,23,6,486,..,0,20,78,116,120,71,34,3,447,..,0,15,17,20,11,3,0,0,61,..,0,0,3,12,3,0,0,4,26,154,..,..,..,..,..,..,..,..,154,..,68,..,..,..,..,..,..,..,68,..,53,35,7,4,0,0,0,0,104,..,0,0,0,5,4,8,4,4,27,..,3,3,3,0,3,3,0,0,19,..,0,0,0,3,3,0,0,0,3,..,7,0,0,6,7,4,4,0,34,5,9,0,3,0,3,3,0,0,19,163,136,76,117,163,159,101,43,13,963
