POA_CODE_2016,Neg_Nil_inc_cpl_fam_no_child,Neg_Nil_inc_cpl_fam_wth_chld,Neg_Nil_inc_One_parent_fam,Neg_Nil_inc_Other_fam,Neg_Nil_inc_Tot,FI_1_149_cpl_fam_no_child,FI_1_149_cpl_fam_with_child,FI_1_149_One_parent_fam,FI_1_149_Other_fam,FI_1_149_Tot,FI_150_299_cpl_fam_no_child,FI_150_299_cpl_fam_with_child,FI_150_299_One_parent_fam,FI_150_299_Other_fam,FI_150_299_Tot,FI_300_399_cpl_fam_no_child,FI_300_399_cpl_fam_with_child,FI_300_399_One_parent_fam,FI_300_399_Other_fam,FI_300_399_Tot,FI_400_499_cpl_fam_no_child,FI_400_499_cpl_fam_with_child,FI_400_499_One_parent_fam,FI_400_499_Other_fam,FI_400_499_Tot,FI_500_649_cpl_fam_no_child,FI_500_649_cpl_fam_with_child,FI_500_649_One_parent_fam,FI_500_649_Other_fam,FI_500_649_Tot,FI_650_799_cpl_fam_no_child,FI_650_799_cpl_fam_with_child,FI_650_799_One_parent_fam,FI_650_799_Other_fam,FI_650_799_Tot,FI_800_999_cpl_fam_no_child,FI_800_999_cpl_fam_wth_chld,FI_800_999_One_parent_fam,FI_800_999_Other_fam,FI_800_999_Tot,FI_1000_1249_cpl_fam_no_child,FI_1000_1249_cpl_fam_wth_chld,FI_1000_1249_One_parent_fam,FI_1000_1249_Other_fam,FI_1000_1249_Tot,FI_1250_1499_cpl_fam_no_child,FI_1250_1499_cpl_fam_wth_chld,FI_1250_1499_One_parent_fam,FI_1250_1499_Other_fam,FI_1250_1499_Tot,FI_1500_1749_cpl_fam_no_child,FI_1500_1749_cpl_fam_wth_chld,FI_1500_1749_One_parent_fam,FI_1500_1749_Other_fam,FI_1500_1749_Tot,FI_1750_1999_cpl_fam_no_child,FI_1750_1999_cpl_fam_wth_chld,FI_1750_1999_One_parent_fam,FI_1750_1999_Other_fam,FI_1750_1999_Tot,FI_2000_2499_cpl_fam_no_child,FI_2000_2499_cpl_fam_wth_chld,FI_2000_2499_One_parent_fam,FI_2000_2499_Other_fam,FI_2000_2499_Tot,FI_2500_2999_cpl_fam_no_child,FI_2500_2999_cpl_fam_wth_chld,FI_2500_2999_One_parent_fam,FI_2500_2999_Other_fam,FI_2500_2999_Tot,FI_3000_3499_cpl_fam_no_child,FI_3000_3499_cpl_fam_wth_chld,FI_3000_3499_One_parent_fam,FI_3000_3499_Other_fam,FI_3000_3499_Tot,FI_3500_3999_cpl_fam_no_child,FI_3500_3999_cpl_fam_wth_chld,FI_3500_3999_One_parent_fam,FI_3500_3999_Other_fam,FI_3500_3999_Tot,FI_4000_more_cpl_fam_no_child,FI_4000_more_cpl_fam_wth_chld,FI_4000_more_One_parent_fam,FI_4000_more_Other_fam,FI_4000_more_Tot,Prt_inc_std_cpl_fam_no_child,Part_inc_std_cpl_fam_wth_chld,Part_inc_statd_One_parent_fam,Partial_income_statd_Othr_fam,Partial_income_stated_Tot,All_inc_ns_cpl_fam_no_child,All_inc_ns_cpl_fam_wth_chld,All_incomes_ns_One_parent_fam,All_incomes_ns_Other_fam,All_incomes_ns_Tot,Tot_cpl_fam_no_child,Tot_cpl_fam_wth_chld,Tot_One_parent_fam,Tot_Other_fam,Tot_Tot
POA3810,72,39,35,3,142,26,11,14,0,44,24,25,67,0,117,16,13,94,0,120,145,47,153,4,347,90,61,303,7,471,539,138,271,14,962,313,281,272,13,874,335,522,278,23,1159,377,678,202,19,1279,269,609,146,6,1025,303,646,90,10,1052,549,1080,105,23,1765,280,654,54,12,995,123,313,33,9,473,54,170,12,3,240,77,262,11,4,357,249,570,194,11,1026,91,58,59,4,213,3925,6182,2398,164,12665
POA3812,6,0,0,0,6,0,3,0,0,3,0,3,0,0,9,0,0,0,0,0,13,0,3,0,13,6,0,5,0,12,28,3,4,0,38,14,9,5,0,25,20,13,12,4,49,23,21,8,0,52,16,25,5,0,42,22,23,4,0,47,33,45,5,0,89,16,40,3,3,68,10,24,0,0,37,5,11,0,0,16,19,32,0,0,50,10,48,6,0,74,6,6,4,0,14,233,311,73,11,632
POA3813,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,3,0,7,0,10,17,0,3,0,15,5,3,4,0,12,10,6,3,0,22,9,13,3,0,23,5,7,3,0,13,8,10,0,0,13,8,18,3,0,31,6,14,0,0,17,0,7,0,0,7,0,3,0,0,7,3,13,0,0,16,4,11,5,0,19,3,3,0,0,10,88,112,23,0,226
POA3814,4,0,5,0,11,6,0,0,0,6,3,0,0,0,3,0,0,0,0,0,8,3,3,0,15,5,3,9,0,22,31,0,4,0,38,23,11,10,0,44,20,25,3,0,47,17,27,9,0,56,9,22,0,0,33,10,27,5,0,41,26,37,4,0,66,18,31,0,0,44,13,21,0,0,36,3,12,0,0,18,3,27,0,0,28,20,41,11,0,73,13,0,0,0,13,225,300,67,4,593
POA3815,9,0,0,0,6,8,0,0,0,9,3,0,3,0,5,0,0,3,0,4,16,0,0,0,17,3,3,9,0,16,40,7,4,0,56,22,9,6,0,41,27,20,11,0,57,23,23,5,3,61,10,39,7,0,53,12,39,7,0,57,33,64,3,3,98,26,66,4,3,100,20,19,0,0,42,3,11,0,0,13,8,25,3,0,33,25,65,14,0,110,3,3,3,0,11,303,400,79,8,793
POA3816,3,3,0,0,8,0,0,0,0,0,3,0,7,0,8,3,0,9,0,8,10,3,0,0,14,9,0,17,0,26,44,8,12,0,72,22,19,10,0,55,19,29,19,0,64,33,43,15,6,94,15,36,6,0,64,18,36,3,3,55,36,43,5,0,83,19,23,0,0,38,10,12,0,0,24,4,11,0,0,17,6,14,3,0,17,11,27,10,0,47,13,5,0,0,23,275,315,123,14,726
POA3818,31,10,11,0,40,22,3,7,3,27,3,5,20,0,28,3,3,21,0,27,95,18,39,0,155,55,14,64,3,132,271,30,71,6,375,144,70,69,9,289,180,128,77,7,396,137,164,49,4,351,83,159,44,5,292,102,165,16,4,291,155,235,17,0,413,86,153,6,0,247,36,80,0,0,119,22,36,0,0,64,36,77,3,0,116,85,175,53,0,319,39,24,16,0,76,1587,1548,586,34,3756
POA3820,18,8,12,0,39,19,0,6,0,29,17,8,20,0,39,8,3,32,0,47,83,10,41,0,133,40,11,77,0,127,280,25,69,11,388,176,67,75,8,319,202,119,81,8,401,136,140,60,9,337,101,124,42,0,270,104,141,31,0,286,181,274,43,8,499,112,196,12,0,323,53,121,3,0,183,40,64,3,0,104,84,149,5,0,242,115,198,67,0,389,42,17,8,0,73,1806,1675,694,51,4227
POA3821,4,0,4,0,10,4,3,3,0,9,9,0,7,0,12,0,0,3,0,5,17,0,5,0,25,10,5,12,0,24,34,9,9,0,54,36,14,11,0,60,26,31,6,0,69,30,34,5,0,70,19,30,4,0,58,24,20,4,0,55,38,52,5,0,96,26,44,3,0,75,11,14,0,0,31,8,13,0,0,23,14,32,0,0,46,29,47,9,0,81,11,4,0,0,17,341,364,93,7,808
POA3822,4,0,0,0,4,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,3,0,0,0,9,3,0,0,0,4,15,0,3,0,21,10,7,7,0,23,8,19,3,0,27,10,12,0,0,19,6,11,0,0,18,0,12,0,0,13,17,8,0,0,24,3,22,0,0,27,3,10,0,0,13,3,4,0,0,5,7,6,0,0,12,0,16,3,0,22,3,0,0,0,5,94,137,30,0,259
POA3823,6,0,0,0,7,3,0,0,0,3,0,0,0,0,3,3,0,0,0,6,6,0,6,0,16,7,3,7,0,20,45,4,11,0,60,24,11,7,0,42,22,10,4,0,41,21,19,4,0,44,17,23,3,0,45,11,9,3,0,25,25,35,6,0,66,19,17,0,0,40,3,7,0,0,17,7,5,0,0,18,9,17,0,0,27,18,27,3,0,44,3,3,0,0,8,256,195,60,3,517
POA3824,6,0,3,0,13,8,3,4,0,8,4,4,12,0,17,3,0,3,0,7,37,3,11,0,49,12,3,24,0,42,88,11,20,3,120,45,13,24,0,86,57,31,26,3,117,44,47,21,3,114,30,39,11,0,80,37,51,6,0,97,63,86,10,0,158,36,64,3,0,98,11,35,0,0,46,9,30,0,0,40,28,38,0,0,66,34,84,25,0,134,17,3,3,0,23,569,537,197,14,1314
POA3825,27,7,14,3,52,15,7,11,3,34,16,9,39,0,67,4,3,67,0,77,145,21,95,5,271,56,26,163,3,248,408,51,157,9,625,194,102,129,11,432,214,174,98,9,495,172,188,65,4,431,107,167,45,0,324,102,149,23,4,277,204,226,37,3,470,105,170,16,0,292,59,92,10,0,157,42,59,11,0,104,73,141,4,0,221,148,255,116,6,528,64,28,41,0,142,2165,1872,1140,61,5241
POA3831,0,0,0,0,0,0,0,0,0,0,3,0,7,0,5,0,0,0,0,10,17,0,5,0,20,5,0,3,0,12,28,4,6,0,38,26,8,7,0,39,33,6,5,0,43,24,19,9,0,42,6,14,3,0,24,13,23,0,0,33,26,31,0,0,64,8,24,3,0,29,10,10,0,0,16,0,7,0,0,7,3,14,0,0,23,16,24,9,0,46,3,0,0,0,6,225,184,55,4,468
POA3832,0,0,0,0,0,0,0,0,0,0,3,0,0,0,4,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,4,0,0,0,10,0,0,3,0,4,6,4,0,0,12,4,0,0,0,4,3,0,0,0,4,7,0,0,0,3,0,6,0,0,3,0,5,0,0,5,3,0,0,0,3,0,0,0,0,0,0,3,0,0,3,3,0,0,0,4,0,0,0,0,0,33,17,17,0,59
POA3833,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,0,0,0,9,0,0,0,0,3,13,0,0,0,13,7,0,0,0,5,3,0,0,0,3,3,0,0,0,0,0,3,0,0,4,0,0,0,0,0,0,3,0,0,3,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,3,3,0,0,8,0,0,0,0,0,38,16,6,0,67
POA3835,0,0,0,0,0,3,0,0,0,3,0,0,0,0,4,0,0,0,0,3,4,0,0,0,7,3,0,0,0,4,9,0,3,0,12,6,5,0,0,14,9,5,0,0,14,7,3,0,0,10,4,4,0,0,10,3,7,0,0,6,9,10,0,0,17,3,3,0,0,10,0,5,0,0,7,0,0,0,0,0,3,0,0,0,5,5,12,0,0,15,3,0,0,0,5,67,55,20,0,139
POA3840,34,4,13,0,51,18,3,13,0,28,16,9,43,0,61,10,0,67,0,78,119,22,90,6,241,56,19,141,3,218,288,66,99,0,451,141,93,95,12,345,163,111,101,4,380,153,123,51,3,333,85,95,26,3,207,90,110,19,0,220,182,198,28,8,419,80,144,18,0,246,53,73,3,0,128,32,54,6,0,90,47,97,6,0,152,100,189,83,4,368,60,25,36,3,120,1722,1430,934,59,4137
POA3842,11,5,6,0,21,9,0,0,0,9,3,6,4,0,14,4,0,17,0,18,29,5,31,0,70,17,12,55,3,87,93,23,37,3,154,45,26,30,3,98,49,38,24,4,116,39,45,25,0,102,39,30,13,0,85,28,32,3,0,62,57,56,10,3,114,25,31,3,0,57,11,24,0,0,37,16,12,0,0,27,8,17,0,0,25,39,55,16,3,108,7,3,8,3,18,518,414,284,22,1233
POA3844,26,6,5,0,39,20,3,8,0,34,16,7,36,3,67,12,5,60,0,74,109,25,97,3,228,73,28,195,10,303,401,63,151,6,620,242,94,132,8,475,239,168,146,7,556,292,200,71,10,572,167,239,75,3,490,179,258,65,10,508,360,552,56,15,988,227,366,25,3,624,146,234,8,0,384,78,154,9,0,243,138,293,8,0,439,186,392,111,6,700,68,34,26,0,125,2970,3115,1286,88,7459
POA3847,3,0,0,0,4,3,0,0,0,3,0,3,0,0,3,0,0,3,0,3,17,3,4,0,23,6,3,8,0,18,51,9,4,0,65,18,10,6,0,37,25,17,8,0,48,27,30,5,3,62,15,16,3,0,33,16,22,4,0,44,39,37,3,0,76,12,25,0,0,38,12,9,0,0,18,3,9,0,0,14,12,13,0,0,25,23,35,10,0,69,6,3,0,0,9,289,240,67,11,604
POA3850,23,0,12,0,34,9,0,4,0,14,4,8,14,3,26,0,0,34,0,34,48,13,56,3,123,31,12,70,0,120,198,36,76,0,316,124,64,81,11,284,160,100,70,8,344,129,115,45,4,294,89,128,32,3,251,102,129,35,3,267,170,202,20,7,405,102,159,7,0,268,55,93,0,0,157,31,76,9,0,112,78,138,6,0,220,136,219,56,0,414,35,19,24,0,77,1525,1513,657,49,3741
POA3851,13,4,0,0,18,9,0,0,3,16,5,0,8,0,13,0,0,4,0,7,42,5,11,0,58,26,3,16,0,44,112,7,12,3,138,67,25,16,3,112,52,38,15,0,106,44,31,18,0,89,32,38,7,0,79,33,34,0,0,64,47,60,9,0,121,31,44,3,0,76,21,26,0,0,50,15,19,3,0,42,24,41,3,0,73,52,78,15,0,140,16,9,0,0,27,645,479,125,14,1260
POA3852,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,7,0,0,7
POA3854,0,0,0,0,0,0,0,0,0,0,0,3,0,0,6,0,0,0,0,4,0,0,0,0,7,5,7,3,0,10,12,7,0,0,20,7,4,11,0,27,14,11,3,3,30,10,10,0,0,24,8,14,3,0,26,13,18,0,0,28,18,28,3,0,51,9,27,0,0,33,8,23,0,0,25,8,14,0,0,26,7,21,0,0,25,15,25,3,0,40,6,4,0,0,7,150,204,36,3,398
POA3856,0,0,3,0,3,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,5,0,4,0,10,3,0,3,0,7,14,0,3,0,15,4,3,3,0,11,10,11,3,0,23,5,14,3,0,22,3,10,0,0,18,13,17,0,0,26,17,23,0,0,39,9,17,0,0,25,10,13,0,0,20,0,3,0,0,8,11,10,0,0,19,5,17,3,0,22,3,0,0,0,8,105,135,39,0,277
POA3857,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,3,0,3,0,8,3,0,0,0,7,7,3,0,0,10,3,7,0,0,9,7,3,0,0,10,10,5,0,0,17,3,9,0,0,16,0,4,0,0,9,3,0,0,0,3,0,0,0,0,0,4,0,0,0,3,6,11,7,0,20,0,0,0,0,0,52,50,13,0,115
POA3858,8,0,4,0,12,0,0,0,0,0,4,0,0,0,3,0,0,6,0,6,14,3,12,0,29,5,3,18,0,30,63,13,19,0,92,27,20,16,0,64,41,27,7,3,76,32,23,11,0,71,20,23,3,0,46,26,24,3,0,55,28,50,7,0,82,12,26,0,0,36,8,11,0,0,20,0,11,0,0,10,11,30,0,0,35,22,47,5,0,68,9,4,4,0,9,332,314,116,5,767
POA3859,3,0,0,0,3,3,0,0,0,3,0,0,0,0,3,0,0,0,0,0,3,0,0,0,6,3,3,3,0,10,12,4,3,0,18,6,8,0,0,17,11,4,6,0,24,11,10,3,0,27,3,11,0,0,12,11,8,0,0,14,9,9,0,0,19,6,9,0,0,17,0,7,0,0,7,0,6,3,0,6,4,4,0,0,8,3,15,3,0,29,3,4,0,0,7,108,96,25,3,232
POA3860,12,3,3,0,19,10,0,3,0,11,11,0,7,0,20,0,0,20,0,21,31,0,24,0,65,23,7,28,3,61,143,22,30,4,201,77,22,28,3,138,108,57,30,9,203,79,61,21,3,166,43,58,11,0,116,57,74,10,3,143,90,104,12,3,208,29,73,3,0,106,22,36,3,0,63,14,22,3,0,40,33,37,0,0,66,63,133,31,0,224,20,4,6,0,32,859,735,275,27,1893
POA3862,5,0,0,0,8,11,0,3,0,8,0,0,0,0,3,0,0,3,0,7,15,6,10,0,28,14,8,13,0,32,54,11,20,0,84,40,19,7,0,64,55,27,12,3,96,36,28,11,0,82,27,25,4,0,56,24,24,4,3,54,41,52,6,0,99,20,34,0,0,55,11,20,0,0,27,6,18,0,0,21,8,15,0,0,27,31,64,9,0,96,13,7,0,0,20,399,366,98,9,867
POA3864,5,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,4,0,0,0,0,3,0,0,0,6,3,3,0,0,7,3,0,0,0,3,3,3,0,0,5,0,4,0,0,4,0,0,0,0,0,3,5,0,0,9,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,9,0,0,0,0,4,28,19,8,0,61
POA3865,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,7,3,0,0,0,5,9,3,0,0,14,8,0,3,0,12,6,5,0,0,11,12,3,0,0,14,4,6,0,0,11,8,3,0,0,9,3,5,0,0,13,3,5,0,0,11,0,3,0,0,3,0,4,0,0,4,0,0,0,0,4,0,3,0,0,9,3,0,0,0,3,64,46,9,0,123
POA3869,0,0,0,0,3,3,0,0,0,3,0,0,0,0,0,0,0,3,0,3,11,4,6,0,17,6,0,3,0,14,21,3,11,0,39,13,12,6,0,29,22,10,11,0,40,14,16,0,0,35,5,8,5,0,23,13,19,0,0,35,15,15,3,0,34,15,32,0,0,46,8,16,0,0,27,7,8,0,0,16,7,27,0,0,36,12,27,6,0,51,3,0,0,0,7,182,197,65,4,445
POA3870,3,0,0,0,5,3,0,0,0,3,0,0,0,0,0,0,0,3,0,3,16,3,4,0,19,7,0,3,0,16,23,3,0,0,27,10,15,3,0,30,24,14,5,0,35,15,15,3,0,33,5,9,3,0,24,17,14,0,0,31,8,26,3,0,36,7,13,0,0,24,3,5,0,0,7,0,3,0,0,3,3,8,0,0,11,12,16,4,0,34,7,0,3,0,10,168,145,33,3,349
POA3871,4,0,0,0,3,5,0,3,0,10,3,0,0,0,7,3,0,6,0,6,25,3,3,0,37,14,3,14,0,33,48,7,13,0,73,37,21,17,0,72,41,33,6,0,85,17,40,7,0,61,14,22,3,0,40,18,18,9,0,48,31,40,5,0,80,26,26,3,0,49,10,10,0,0,25,12,5,0,0,19,6,16,0,0,25,24,42,14,0,79,8,4,0,0,16,339,303,111,4,754
POA3873,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,8,3,0,0,0,4,3,0,0,0,5,4,0,0,0,3,3,4,0,0,8,3,5,0,0,6,0,0,0,0,0,4,3,0,0,4,7,9,0,0,18,3,4,0,0,11,0,0,0,0,3,0,0,0,0,0,0,5,0,0,9,0,3,0,0,6,0,0,0,0,0,33,40,5,0,83
POA3874,0,0,0,0,0,3,0,0,0,5,0,0,0,0,0,0,0,0,0,0,7,0,3,0,14,3,0,7,0,8,9,4,0,0,13,9,5,3,0,21,10,3,0,0,17,10,0,0,0,17,3,3,0,0,4,3,4,0,0,10,9,8,0,0,13,8,3,0,0,10,0,3,0,0,3,0,0,0,0,0,3,4,0,0,7,3,3,0,0,8,3,0,0,0,4,101,42,12,0,155
POA3875,21,8,10,0,35,22,4,6,0,33,15,0,28,0,41,15,4,37,0,58,114,13,67,6,199,60,15,99,0,174,382,53,112,9,553,241,103,99,9,456,266,176,78,11,534,238,189,53,6,493,122,191,37,7,350,130,150,31,0,314,200,244,22,4,471,95,138,11,0,244,44,68,0,0,117,18,46,3,0,75,46,68,4,0,121,161,246,80,4,490,66,22,24,3,111,2260,1737,802,57,4855
POA3878,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,3,0,10,6,0,3,0,12,40,0,5,3,46,18,10,8,0,33,25,7,5,0,36,20,7,6,0,37,13,6,0,0,18,6,5,0,0,17,16,13,0,0,28,12,3,0,0,21,4,0,0,0,5,0,3,0,0,3,10,8,0,0,18,6,12,3,3,23,8,0,0,0,8,202,84,35,9,322
POA3880,9,0,0,0,9,8,0,0,0,5,4,3,4,0,14,5,0,9,0,13,43,3,13,0,55,17,0,18,0,42,161,12,14,0,180,77,10,16,0,104,91,23,24,0,135,73,27,15,0,110,26,30,7,0,59,21,19,5,0,44,43,34,4,0,75,20,28,3,0,45,15,7,0,0,20,8,9,0,0,12,16,6,0,0,24,49,36,10,0,94,23,3,6,0,33,710,253,129,9,1096
POA3882,0,0,0,0,0,3,0,0,0,3,0,0,0,0,6,7,0,0,0,7,18,0,0,0,20,11,0,0,0,11,26,0,4,0,35,17,4,0,0,29,18,13,4,0,33,14,13,3,0,28,14,19,3,0,32,8,11,3,0,16,20,21,0,0,45,3,12,0,0,13,6,3,0,0,10,3,3,0,0,3,0,0,0,0,0,14,15,4,0,33,0,0,0,0,3,177,111,34,3,324
POA3885,4,0,0,0,8,0,0,0,0,0,0,0,0,0,3,0,0,0,0,4,14,3,9,0,26,14,5,17,0,34,48,12,10,0,73,26,10,3,0,36,29,25,7,0,61,20,28,5,0,56,9,23,3,0,34,15,13,0,0,33,20,22,0,0,50,10,11,0,0,23,3,8,0,0,10,4,0,0,0,8,0,0,0,0,4,14,33,9,0,53,7,0,0,0,16,252,196,68,4,522
POA3886,3,0,0,0,3,0,0,0,0,0,0,4,0,0,3,0,0,0,0,0,4,0,3,0,12,6,0,0,0,3,4,0,0,0,8,4,4,0,0,11,3,7,0,0,13,6,3,0,0,12,0,0,0,0,5,3,0,0,0,3,8,3,0,0,10,0,3,0,0,3,0,3,0,0,3,0,3,0,0,3,0,0,0,0,0,3,3,3,0,12,0,0,0,0,0,54,42,11,0,106
POA3887,0,0,0,0,0,0,0,3,0,3,0,0,0,0,3,0,0,0,0,0,3,3,3,0,7,0,0,3,0,3,4,3,0,0,11,6,4,3,0,11,4,4,0,0,10,6,4,0,0,13,0,3,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,5,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,9,3,0,0,10,0,0,0,0,0,34,29,16,4,79
POA3888,10,0,0,0,13,6,0,0,0,5,0,0,5,0,8,3,0,8,0,6,27,5,10,3,41,15,6,20,0,44,106,11,24,0,140,39,17,16,0,72,54,30,14,3,96,33,36,6,0,75,19,29,3,0,55,13,23,0,0,44,33,29,7,0,75,16,17,0,0,31,5,14,0,0,19,3,0,0,0,9,6,6,0,0,15,30,44,10,0,85,16,4,3,0,28,428,281,131,11,854
POA3889,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,6,0,0,0,0,7,8,0,0,0,9,4,0,0,0,5,0,0,0,0,4,4,0,0,0,4,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,3,28,4,3,0,40
POA3890,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,4,3,0,14,0,0,0,0,4,6,0,0,0,9,4,8,0,0,13,4,3,3,0,9,3,0,3,0,7,0,0,0,0,0,3,0,0,0,5,3,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,3,0,0,11,0,0,0,0,0,43,19,12,0,74
POA3891,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,3,0,0,0,6,0,0,0,0,5,0,3,0,0,3,0,0,0,0,0,0,0,0,0,3,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,22,7,0,0,30
POA3892,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,4,0,3,9,0,3,0,16,7,0,4,0,11,40,4,8,0,51,12,5,4,0,20,20,5,3,0,31,21,4,0,0,29,5,11,0,0,14,6,3,0,0,13,8,10,0,0,20,5,4,0,0,7,3,0,0,0,4,0,3,0,0,4,3,3,0,0,9,12,9,9,0,28,3,0,0,0,4,160,69,43,3,272
POA3893,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,4,0,0,10
POA3895,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,3,0,3,0,0,3,0,0,0,0,0,3,0,0,0,3,3,0,0,0,4,0,0,0,0,0,3,0,0,0,5,3,0,0,0,3,0,0,0,0,0,0,0,0,0,3,4,0,0,0,0,0,4,0,0,4,0,0,0,0,0,0,0,0,0,3,0,3,0,0,3,0,0,0,0,0,26,11,8,0,47
POA3896,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,7,3,3,0,13,0,0,3,0,10,8,8,0,0,16,3,9,0,0,15,0,3,0,0,6,0,3,0,0,3,4,4,3,0,10,0,3,0,0,3,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,3,5,0,0,12,0,0,0,0,0,39,40,14,4,98
POA3898,3,0,0,0,4,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,3,0,0,0,5,0,0,3,0,6,15,3,0,0,16,6,6,0,0,13,7,8,3,0,19,7,7,0,0,16,6,3,0,0,14,6,3,0,0,13,7,7,0,0,17,5,0,0,0,6,3,0,0,0,3,3,0,0,0,3,0,0,0,0,0,9,15,4,0,25,0,0,0,0,0,85,57,17,0,163
POA3900,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,0,3,3,0,0,0,4,5,0,0,0,5,0,3,0,0,3,4,0,0,0,4,0,0,0,0,0,3,0,0,0,3,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,26,8,3,0,39
POA3902,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,13,0,3,0,0,3,20,0,0,0,23,3,0,3,0,6,3,4,3,0,12,4,7,0,0,10,0,3,4,0,3,9,3,0,0,15,10,3,0,0,9,0,3,0,0,6,3,6,0,0,3,0,0,0,0,0,4,0,0,0,4,0,9,0,0,6,0,0,0,0,0,63,40,16,0,118
POA3903,3,0,0,0,3,5,0,0,0,5,0,0,0,0,0,0,0,0,0,0,3,0,0,0,5,7,4,3,0,14,24,3,0,0,24,14,3,0,3,17,22,9,0,0,25,10,8,0,0,14,5,9,0,0,16,8,5,0,0,18,10,11,0,0,22,0,0,0,0,3,7,0,0,0,4,3,0,0,0,0,0,6,0,0,7,11,4,5,0,19,0,0,0,0,0,120,57,20,3,205
POA3904,9,0,0,0,10,0,0,0,0,0,7,0,0,0,5,4,0,4,0,6,18,0,5,0,18,8,3,3,0,13,43,6,3,0,53,27,13,6,0,44,35,14,5,0,56,29,9,0,0,39,19,8,0,0,28,12,7,0,0,17,15,5,0,0,26,11,14,0,0,24,4,0,0,0,4,0,0,0,0,0,8,7,0,0,18,15,12,7,0,35,7,0,0,0,3,276,94,40,4,410
POA3909,15,4,3,0,25,11,0,4,0,19,12,3,17,0,34,0,6,20,0,29,73,6,26,0,102,52,15,40,0,100,205,36,40,3,283,101,46,37,4,182,127,61,31,3,225,107,79,21,3,205,51,59,9,0,121,41,52,14,0,103,72,94,6,3,174,31,48,0,0,85,15,11,0,0,27,12,14,0,0,25,15,22,3,0,37,75,103,32,3,211,39,16,10,0,65,1051,662,317,17,2049
POA3910,25,8,19,0,49,9,8,9,0,22,14,5,20,0,39,7,0,28,0,39,69,7,57,0,133,50,18,94,3,164,229,22,111,4,368,158,76,137,5,374,175,131,118,14,435,163,230,88,15,484,121,251,72,7,456,133,262,57,7,461,327,539,73,10,959,190,431,32,10,660,94,256,13,4,365,45,154,13,0,213,49,242,11,3,299,108,371,116,4,600,49,42,20,0,115,2009,3053,1085,92,6244
