POA_CODE_2016,P15_19_Managers,P15_19_Professionals,P15_19_TechnicTrades_Wrs,P15_19_CommunPersnlSvc_W,P15_19_ClericalAdminis_W,P15_19_Sales_W,P15_19_Mach_oper_drivers,P15_19_Labourers,P15_19_Occu_ID_NS,P15_19_Tot,P20_24_Managers,P20_24_Professionals,P20_24_TechnicTrades_W,P20_24_CommunPersnlSvc_W,P20_24_ClericalAdminis_W,P20_24_Sales_W,P20_24_Mach_oper_drivers,P20_24_Labourers,P20_24_Occu_ID_NS,P20_24_Tot,P25_34_Managers,P25_34_Professionals,P25_34_TechnicTrades_W,P25_34_CommunPersnlSvc_W,P25_34_ClericalAdminis_W,P25_34_Sales_W,P25_34_Mach_oper_drivers,P25_34_Labourers,P25_34_Occu_ID_NS,P25_34_Tot,P35_44_Managers,P35_44_Professionals,P35_44_TechnicTrades_W,P35_44_CommunPersnlSvc_W,P35_44_ClericalAdminis_W,P35_44_Sales_W,P35_44_Mach_oper_drivers,P35_44_Labourers,P35_44_Occu_ID_NS,P35_44_Tot,P45_54_Managers,P45_54_Professionals,P45_54_TechnicTrades_W,P45_54_CommunPersnlSvc_W,P45_54_ClericalAdminis_W,P45_54_Sales_W,P45_54_Mach_oper_drivers,P45_54_Labourers,P45_54_Occu_ID_NS,P45_54_Tot,P55_64_Managers,P55_64_Professionals,P55_64_TechnicTrades_W,P55_64_CommunPersnlSvc_W,P55_64_ClericalAdminis_W,P55_64_Sales_W,P55_64_Mach_oper_drivers,P55_64_Labourers,P55_64_Occu_ID_NS,P55_64_Tot,P65_74_Managers,P65_74_Professionals,P65_74_TechnicTrades_W,P65_74_CommunPersnlSvc_W,P65_74_ClericalAdminis_W,P65_74_Sales_W,P65_74_Mach_oper_drivers,P65_74_Labourers,P65_74_Occu_ID_NS,P65_74_Tot,P75_84_Managers,P75_84_Professionals,P75_84_TechnicTrades_W,P75_84_CommunPersnlSvc_W,P75_84_ClericalAdminis_W,P75_84_Sales_W,P75_84_Mach_oper_drivers,P75_84_Labourers,P75_84_Occu_ID_NS,P75_84_Tot,P85_ov_Managers,P85_ov_Professionals,P85_ov_TechnicTrades_W,P85_ov_CommunPersnlSvc_W,P85_ov_ClericalAdminis_W,P85_ov_Sales_W,P85_ov_Mach_oper_drivers,P85_ov_Labourers,P85_ov_Occu_ID_NS,P85_ov_Tot,P_Tot_Managers,P_Tot_Professionals,P_Tot_TechnicTrades_W,P_Tot_CommunPersnlSvc_W,P_Tot_ClericalAdminis_W,P_Tot_Sales_W,P_Tot_Mach_oper_drivers,P_Tot_Labourers,P_Tot_Occu_ID_NS,P_Tot_Tot
POA3835,3,0,0,0,0,4,0,3,0,11,0,0,12,0,0,3,0,5,0,14,9,9,7,0,3,3,0,3,0,39,9,12,3,4,8,0,6,8,0,43,10,11,3,4,3,3,3,4,0,37,21,6,4,4,3,0,9,3,0,45,15,4,0,0,4,0,0,0,0,19,3,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,73,36,28,13,21,8,20,25,4,224
POA3840,6,0,45,36,6,160,3,80,9,340,25,53,126,89,60,117,17,57,13,552,84,208,208,112,159,124,71,132,26,1124,90,136,176,112,145,97,107,152,16,1027,152,156,218,161,221,93,141,175,26,1346,108,147,185,138,148,79,140,155,20,1122,42,32,24,26,37,18,25,41,5,248,9,4,8,3,4,3,3,5,0,38,0,0,0,0,0,0,0,0,0,0,517,727,992,678,782,690,521,789,112,5802
POA3842,3,4,8,14,3,58,0,23,0,114,7,25,42,39,15,43,10,27,3,217,23,71,75,61,52,40,21,40,9,384,24,58,54,36,36,26,26,46,9,304,23,49,56,45,48,21,33,41,0,319,38,56,44,36,51,17,31,50,11,327,4,8,9,4,3,3,5,9,4,50,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,6,124,259,288,230,212,204,128,230,36,1726
POA3844,9,5,101,123,30,318,15,144,13,749,51,152,294,222,161,178,33,128,20,1246,219,684,585,305,411,222,164,246,51,2881,354,550,442,266,452,212,186,245,40,2747,364,493,461,261,457,180,253,281,44,2797,251,368,292,221,302,114,207,223,40,2031,86,85,59,38,49,30,35,44,14,441,9,10,3,3,4,5,0,3,7,47,6,0,0,0,0,0,0,0,0,7,1354,2356,2237,1438,1865,1258,895,1310,232,12947
POA3847,0,0,7,6,0,8,0,13,0,31,3,8,24,15,3,13,4,10,4,80,32,33,43,17,21,15,10,17,4,203,37,28,36,14,19,12,25,18,5,186,26,25,34,20,24,18,22,26,0,194,51,31,20,23,24,13,23,24,0,210,14,3,6,3,4,4,4,6,0,52,9,3,0,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,178,134,164,99,94,76,88,108,15,965
POA3850,3,10,48,42,14,175,11,96,6,405,36,63,136,88,40,88,12,73,9,542,133,358,245,177,112,82,49,147,24,1329,185,320,210,138,130,101,56,113,20,1263,184,265,185,195,179,90,84,157,23,1357,122,195,147,127,162,89,68,140,15,1063,37,36,26,22,23,11,19,38,4,216,0,8,5,3,5,0,0,5,0,32,0,4,0,0,0,0,0,0,3,13,708,1260,988,792,672,637,298,758,105,6220
POA3851,0,3,16,12,6,44,5,18,0,105,5,11,21,4,9,13,7,10,3,82,37,38,55,20,31,15,15,39,0,250,83,58,78,41,30,26,26,40,3,389,85,80,78,49,67,31,30,58,9,489,101,60,56,53,44,31,25,67,17,457,64,8,20,6,11,3,11,18,3,142,20,0,0,0,0,0,3,3,5,27,0,0,0,0,0,0,0,0,0,0,399,257,330,195,185,158,123,255,38,1939
POA3852,0,0,0,0,0,0,0,0,0,0,17,8,0,0,0,0,0,0,0,31,13,14,0,3,0,0,0,0,0,26,0,0,3,0,0,0,0,0,0,5,6,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35,17,3,3,4,0,0,0,0,69
POA3854,0,0,3,4,3,11,0,13,0,33,6,4,20,8,0,6,0,11,0,62,14,17,20,3,18,10,14,16,3,103,23,32,22,16,27,7,16,16,0,152,23,27,33,23,29,9,24,21,3,183,36,15,26,7,18,6,21,6,4,141,10,4,3,0,4,3,4,0,0,27,3,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,112,104,124,63,97,50,76,82,15,709
POA3856,0,0,8,4,0,10,3,4,0,31,0,0,8,8,3,4,0,5,0,35,5,15,32,11,13,5,10,13,4,107,9,11,15,10,16,9,15,8,0,84,9,11,13,12,14,7,12,15,5,94,16,18,11,0,11,11,20,11,3,99,3,5,0,0,0,0,0,3,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,44,62,83,45,60,46,54,55,7,468
POA3857,0,0,4,0,0,0,0,4,0,10,0,3,3,0,0,3,0,3,0,15,5,4,7,4,5,0,0,6,0,31,3,5,5,0,4,0,0,3,0,30,11,10,3,3,7,5,7,6,0,51,3,9,5,3,6,3,4,6,0,49,0,3,3,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26,29,32,15,18,21,19,31,0,192
POA3858,3,0,16,3,0,27,3,12,4,69,12,3,25,19,10,14,17,25,0,123,40,22,37,21,14,7,17,24,3,192,48,37,41,24,25,14,26,36,4,259,52,21,48,28,44,20,27,44,6,295,46,28,20,23,25,12,31,38,3,228,46,5,5,7,3,0,6,10,0,87,8,0,0,0,0,0,0,0,0,12,3,0,0,0,0,0,0,0,0,3,262,118,197,127,127,97,135,185,24,1274
POA3859,0,0,5,3,3,8,0,6,0,31,7,3,9,4,0,3,3,8,0,40,19,9,6,5,4,0,8,14,0,70,19,14,7,7,5,3,3,4,0,62,39,11,17,3,14,3,11,12,0,103,26,14,12,9,9,3,8,5,0,82,20,0,0,0,3,0,0,0,3,32,8,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,131,53,62,26,37,21,37,48,6,426
POA3860,3,6,22,31,7,46,0,39,11,168,15,22,73,44,21,34,21,39,0,270,57,97,151,68,50,34,44,65,6,571,91,95,90,66,77,19,49,58,7,573,97,115,111,72,79,24,68,77,14,651,105,119,92,83,81,38,73,84,6,674,44,22,16,11,19,10,16,19,4,163,9,0,3,0,0,3,0,0,3,19,0,0,0,0,0,0,0,0,0,3,421,478,558,382,340,206,271,390,45,3089
POA3862,0,0,15,12,4,31,5,24,0,90,4,5,34,17,7,11,3,12,0,105,31,38,63,29,29,16,24,34,8,259,48,38,56,27,25,14,21,33,4,271,53,38,45,47,39,18,31,24,3,301,68,49,47,26,32,22,27,39,3,312,42,6,4,5,6,0,11,11,3,93,16,0,0,0,0,0,0,0,0,16,3,0,0,0,0,0,0,0,0,3,264,177,264,162,137,125,116,172,21,1441
POA3864,0,0,3,0,0,0,0,3,0,4,0,0,0,3,0,0,0,0,0,5,3,0,3,5,0,0,3,0,0,13,7,3,4,0,3,0,0,7,0,24,4,0,4,4,0,0,3,3,0,25,8,3,3,0,3,3,0,5,0,33,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,3,37,10,12,15,6,3,6,16,0,107
POA3865,0,0,0,0,0,7,0,4,0,10,0,0,7,0,0,0,0,3,0,11,4,7,12,6,6,0,7,4,0,42,3,4,5,7,3,0,3,7,0,39,7,3,3,3,9,4,3,3,0,41,9,6,7,3,3,3,3,11,4,45,4,0,3,0,0,0,0,0,0,11,4,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,34,23,31,20,22,12,15,35,10,199
POA3869,3,0,11,7,3,15,0,10,0,48,5,3,15,10,6,9,6,6,0,70,9,22,27,5,8,5,12,5,4,99,16,28,30,17,22,7,21,15,0,151,34,24,42,18,33,11,25,17,0,194,32,24,30,12,22,6,15,11,4,159,17,7,3,4,3,5,0,0,4,44,4,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,109,105,155,83,102,56,79,65,16,777
POA3870,0,0,7,3,0,8,0,7,0,32,4,0,9,5,0,6,0,3,0,27,4,13,12,8,5,8,10,12,0,70,18,12,13,9,6,5,10,6,0,90,25,23,19,19,21,6,12,13,0,133,27,24,15,12,25,5,16,20,3,145,24,8,10,0,3,3,0,0,0,49,3,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,97,81,83,60,67,40,51,69,11,549
POA3871,0,0,9,8,0,27,0,15,0,53,4,3,22,13,13,10,5,4,3,86,28,28,43,18,14,10,17,19,3,188,24,50,44,16,25,14,15,17,0,207,70,57,39,28,33,26,29,24,3,315,66,45,35,31,25,17,21,31,5,270,28,11,4,0,7,5,3,16,3,77,8,3,0,0,0,0,0,4,0,16,0,0,0,0,0,0,0,0,0,0,228,205,196,124,118,101,81,121,25,1207
POA3873,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,4,4,4,4,0,3,0,5,0,0,24,4,3,0,3,3,0,5,3,0,24,6,7,0,4,3,3,4,5,3,45,8,5,4,0,0,0,0,5,0,25,3,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,38,23,12,8,9,9,13,27,3,138
POA3874,0,0,0,4,3,3,0,0,0,15,0,0,3,0,0,3,0,3,0,14,0,4,0,3,0,4,3,3,0,21,6,8,5,3,3,6,0,0,0,36,14,3,16,3,7,4,0,12,0,52,26,12,12,8,7,3,8,18,0,83,17,0,0,0,0,0,0,0,0,23,4,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,4,62,25,39,19,23,21,8,43,3,249
POA3875,10,3,40,57,13,196,7,87,7,428,38,54,162,85,43,101,33,118,4,639,137,242,276,177,129,113,74,197,21,1372,157,229,213,177,154,131,100,169,19,1349,219,288,235,229,258,129,119,231,13,1722,240,249,159,157,208,118,112,184,34,1459,115,66,28,33,45,33,33,54,14,413,36,11,0,3,3,6,0,10,3,73,3,0,0,0,0,0,0,3,0,12,953,1139,1130,926,844,828,490,1048,128,7474
POA3878,0,0,4,3,0,8,0,9,0,20,0,3,8,4,0,3,0,7,0,28,9,13,4,4,5,11,4,5,0,55,8,18,11,7,6,11,4,7,0,66,19,19,4,18,17,6,10,8,0,113,15,22,22,13,18,12,10,9,3,121,3,4,0,7,0,3,0,8,0,21,0,3,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,58,82,54,53,53,47,21,56,5,434
POA3880,0,0,10,14,0,18,0,16,3,65,3,4,19,18,3,9,0,7,3,66,14,28,30,41,12,16,3,12,0,156,27,34,46,29,28,21,17,19,0,225,39,46,38,41,29,27,17,30,6,263,37,65,35,34,47,24,10,27,0,291,16,27,8,8,14,11,7,7,4,107,0,3,0,0,0,0,0,4,0,13,0,0,0,0,0,0,0,0,0,0,140,209,192,182,126,127,56,126,21,1182
POA3882,0,0,3,4,0,9,0,11,0,28,0,4,3,3,3,3,0,0,0,21,7,7,15,11,6,10,8,7,0,74,12,12,25,6,6,11,3,13,0,82,17,8,15,17,26,5,11,13,0,108,9,9,16,9,19,8,10,20,0,103,12,5,0,3,10,0,3,3,0,36,3,0,0,0,0,0,0,0,3,5,0,0,0,0,0,0,0,0,0,0,64,44,74,59,63,47,32,65,3,460
POA3885,0,0,10,6,0,14,0,5,0,43,0,4,10,10,7,7,5,10,0,52,12,13,21,9,12,4,8,14,0,93,29,27,28,21,13,6,16,17,3,165,48,26,35,31,27,10,23,30,3,222,43,39,18,22,20,6,14,32,4,197,21,3,3,6,3,0,4,3,0,49,10,0,0,0,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,167,114,120,101,78,57,77,111,11,836
POA3886,0,0,0,0,0,3,0,3,0,6,0,0,0,3,0,0,0,0,0,9,0,3,0,0,0,0,0,0,0,8,10,11,7,3,3,0,0,6,0,43,6,6,4,0,4,0,5,9,0,46,8,3,3,5,6,3,3,4,0,32,0,0,0,3,0,0,0,3,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,23,22,19,11,10,13,21,7,151
POA3887,0,0,0,0,0,3,0,3,0,8,0,0,3,0,0,0,0,0,0,6,3,3,7,0,0,0,0,6,0,25,4,3,3,0,3,0,0,3,0,19,0,3,0,7,0,0,4,6,0,25,5,9,0,3,0,3,3,3,0,32,3,0,0,0,0,0,4,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,25,13,11,11,8,12,24,7,120
POA3888,3,0,5,5,3,19,0,17,0,56,8,5,16,6,9,5,0,6,0,53,26,31,27,17,6,6,6,33,0,161,21,39,21,41,24,14,14,25,3,205,56,43,23,53,41,13,33,44,6,309,77,46,32,33,31,27,23,38,4,316,44,5,5,5,7,4,3,9,0,87,16,0,0,0,0,0,0,3,5,21,0,0,0,0,0,0,0,0,0,3,259,171,134,163,126,97,84,161,21,1218
POA3889,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,5,0,0,3,0,0,0,0,0,0,9,7,0,4,0,0,0,0,5,0,16,4,0,0,0,0,0,0,0,0,5,3,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,19,3,11,5,4,0,0,10,0,48
POA3890,0,0,0,3,0,0,0,0,0,4,0,0,0,3,3,0,0,0,0,9,3,0,0,3,0,0,0,0,0,5,3,0,0,5,0,0,0,0,0,12,4,10,3,9,3,0,0,3,0,33,7,3,0,3,0,0,3,0,0,19,7,3,0,0,0,0,0,0,0,10,4,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,27,9,4,22,8,0,6,5,6,102
POA3891,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,3,0,8,10,0,0,0,3,0,0,3,0,17,9,0,3,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,3,7,0,3,0,0,13,0,44
POA3892,0,0,0,0,0,6,0,0,0,7,0,0,0,0,0,0,0,0,0,4,5,12,19,6,3,0,0,6,0,47,11,15,8,6,5,5,0,3,3,58,14,18,14,10,5,11,3,18,0,99,25,16,16,12,10,12,0,18,0,108,7,3,5,3,3,4,0,9,0,37,0,4,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,55,64,68,49,31,40,7,58,3,372
POA3893,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,3,4,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,3,0,15
POA3895,0,0,0,0,0,0,0,4,0,3,0,0,0,3,0,0,0,0,0,3,0,0,3,0,0,0,7,0,0,10,0,0,0,0,0,0,0,0,0,3,5,4,3,3,0,0,0,3,0,26,12,4,5,0,0,0,0,3,0,25,10,0,0,0,4,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36,8,12,7,9,0,7,9,0,92
POA3896,0,0,0,0,0,0,0,3,0,10,0,0,0,3,0,0,4,3,0,11,0,5,0,5,0,0,0,4,0,19,4,0,7,3,4,0,4,0,0,27,14,11,7,4,3,5,8,7,0,55,17,4,0,0,0,0,3,3,0,33,5,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,48,27,20,16,7,4,19,25,6,168
POA3898,0,0,3,4,0,0,3,0,3,14,0,0,6,3,0,0,0,9,0,20,4,3,8,8,8,3,3,21,0,60,10,8,9,14,7,4,3,9,0,60,22,9,10,12,7,9,6,6,0,81,14,3,10,5,7,0,7,21,0,66,13,0,0,0,0,0,4,0,0,22,11,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,83,28,37,50,26,18,23,69,8,336
POA3900,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,3,0,6,0,0,0,0,0,3,0,0,0,9,7,0,0,0,0,0,0,0,0,9,11,4,3,0,0,0,3,5,0,24,14,0,0,0,0,0,0,3,0,19,3,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,34,5,7,3,5,4,3,13,3,75
POA3902,0,0,0,0,0,7,0,5,0,11,0,0,0,4,0,0,0,0,0,4,0,7,8,0,0,0,4,0,0,17,4,3,8,3,3,4,3,5,0,29,3,5,14,4,3,3,3,4,0,36,4,3,4,5,6,0,3,7,4,39,9,0,0,0,3,0,3,3,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,20,29,17,23,18,12,29,3,168
POA3903,0,0,3,3,0,3,0,3,0,15,0,0,3,8,0,0,0,4,0,15,4,5,10,6,3,8,3,3,0,50,4,9,8,5,9,8,3,3,0,48,7,5,8,10,3,3,3,3,0,53,9,11,13,10,9,3,5,5,0,68,11,4,6,3,5,3,0,4,0,36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,45,39,49,39,36,20,14,26,7,286
POA3904,0,0,5,3,0,3,0,0,0,18,0,0,10,0,3,7,0,3,0,18,5,19,5,9,4,11,0,5,0,59,18,21,15,16,10,6,3,10,0,97,19,25,17,12,17,10,3,13,0,125,22,27,21,16,20,6,4,13,3,140,15,15,5,0,12,7,5,3,4,60,0,3,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,83,106,83,60,70,48,14,56,6,525
POA3909,8,5,15,34,3,54,0,49,4,176,12,17,49,38,12,27,5,27,4,192,50,53,87,51,35,45,18,44,7,387,61,89,80,82,50,44,15,72,9,502,85,100,88,87,85,56,33,94,11,647,97,89,69,83,79,53,38,89,15,620,39,16,17,12,20,13,9,23,3,167,13,0,4,0,3,0,0,0,0,21,0,0,0,0,0,0,0,0,0,3,363,365,408,393,296,301,124,401,52,2705
POA3910,16,7,121,130,30,328,4,155,12,802,67,103,290,210,133,260,40,142,13,1255,238,484,606,275,344,189,110,181,38,2478,364,402,496,236,385,192,128,182,41,2434,399,379,482,320,563,225,215,244,33,2847,249,252,319,187,347,152,155,153,27,1836,45,50,50,38,68,31,34,38,8,355,3,0,0,0,0,0,3,3,0,17,3,0,3,0,0,0,0,0,0,3,1377,1675,2362,1399,1870,1377,687,1097,172,12025
POA3911,0,3,19,12,0,42,4,25,4,107,8,9,50,21,16,45,10,20,6,185,31,58,86,31,42,31,14,37,11,330,46,48,70,20,50,28,12,38,7,331,64,64,88,30,78,27,26,43,15,429,40,54,44,34,42,21,28,31,3,301,14,5,12,6,15,4,5,17,3,71,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,198,239,359,151,244,205,99,204,51,1756
POA3912,11,5,104,75,19,184,10,88,6,507,39,56,200,134,78,129,33,113,9,786,137,247,371,161,165,138,64,125,28,1434,212,225,284,124,216,105,87,133,25,1396,268,281,327,208,322,144,138,177,26,1889,185,188,237,135,240,115,134,151,31,1410,43,39,49,23,47,18,36,39,5,298,3,0,8,0,3,3,0,3,0,23,4,0,0,0,0,0,0,0,0,4,895,1039,1571,857,1094,828,500,829,133,7748
POA3913,3,0,23,11,3,44,4,17,4,111,5,16,47,26,11,30,5,24,0,178,28,54,84,37,44,17,19,24,3,307,53,60,70,33,35,22,18,36,6,341,58,75,62,40,65,25,36,34,3,394,54,55,49,36,45,30,25,32,0,321,11,26,16,4,15,4,3,8,0,86,4,0,0,0,3,0,0,3,0,15,0,0,0,0,0,0,0,0,0,3,227,281,344,193,227,175,110,182,18,1759
POA3915,3,0,52,23,0,86,4,43,9,224,24,23,117,61,32,69,15,67,7,411,65,86,221,135,89,106,37,93,9,834,108,90,166,94,92,52,58,89,9,762,100,92,148,117,88,68,94,99,11,825,71,66,81,62,76,44,72,82,10,570,18,30,16,11,21,15,18,30,3,163,3,0,3,0,0,3,0,5,0,16,0,0,0,0,0,0,0,0,0,0,387,392,806,510,403,444,303,507,56,3809
POA3916,0,0,5,3,0,4,0,5,0,19,0,0,4,3,0,0,0,6,0,24,3,12,10,4,0,0,0,0,0,31,10,15,13,3,10,3,0,0,0,53,24,18,27,0,7,4,4,5,3,94,27,44,19,4,13,3,0,8,3,122,14,17,6,0,8,0,0,0,0,40,3,3,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,3,76,111,78,25,44,17,5,24,12,388
POA3918,5,0,13,12,0,50,3,32,0,119,4,7,43,24,7,19,4,21,0,134,17,50,76,39,37,22,19,20,4,285,53,55,74,44,52,27,26,45,6,384,75,60,99,48,68,33,39,51,7,475,44,52,59,33,43,28,25,34,0,321,9,9,14,5,18,6,4,17,3,81,3,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,210,240,374,207,226,184,115,221,23,1803
POA3919,0,0,8,7,4,35,0,24,0,82,7,5,46,26,7,20,0,19,3,132,25,42,83,41,34,28,12,39,3,300,32,39,68,35,29,23,21,37,3,294,39,40,68,48,42,22,30,31,4,319,21,33,37,38,29,21,30,46,4,266,3,5,3,3,6,3,3,6,4,39,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,124,167,314,197,148,145,98,209,23,1435
POA3920,28,12,92,105,0,0,0,0,3,238,29,12,170,147,0,0,5,0,6,368,21,20,75,69,3,0,0,3,3,194,14,12,25,12,4,0,0,0,0,66,6,0,0,7,0,0,0,0,0,21,5,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,95,51,357,350,11,4,8,9,16,907
POA3921,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,7,0,6,0,0,0,0,0,0,0,10,4,0,0,0,0,0,0,3,0,7,11,3,0,0,0,0,0,0,0,18,3,0,0,0,0,0,0,0,0,4,3,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,23,7,0,3,3,0,5,6,0,50
POA3922,3,0,18,33,4,49,3,24,3,146,11,4,44,28,11,18,3,26,5,148,45,83,112,83,39,44,11,45,7,460,82,83,108,88,53,66,26,61,3,570,108,102,128,80,73,71,29,93,15,691,101,101,90,73,84,80,40,78,16,656,30,34,28,19,23,23,5,25,4,186,9,3,0,0,3,0,0,7,0,24,0,0,3,0,0,0,0,0,0,12,381,412,523,401,293,342,112,357,61,2886
POA3923,0,0,3,0,0,0,0,3,0,7,0,0,3,0,0,0,0,0,0,5,3,4,7,3,3,3,0,0,0,21,4,3,9,9,3,4,0,0,0,39,6,4,8,11,6,7,3,8,0,53,13,9,10,8,7,11,4,6,0,68,0,6,4,0,0,3,0,0,3,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,28,40,34,25,31,9,25,5,210
POA3925,0,0,4,11,0,28,0,9,0,61,9,13,23,19,3,11,3,20,0,101,28,67,54,30,20,19,4,27,4,253,48,67,77,25,34,24,6,25,0,320,47,68,66,38,45,28,8,15,3,330,52,56,52,34,40,26,15,37,3,309,13,14,8,7,7,9,5,3,0,76,4,3,0,0,0,0,3,4,0,11,0,4,0,0,0,0,0,0,0,4,192,297,295,168,155,148,47,137,15,1454
POA3926,0,4,5,15,0,22,0,26,3,75,3,6,28,27,6,19,0,16,3,107,28,53,46,19,26,16,3,11,0,204,57,73,56,20,26,16,5,24,3,292,71,103,45,30,46,20,18,27,4,368,54,108,41,19,47,13,13,25,7,328,26,23,7,10,11,11,10,7,5,114,0,0,0,0,4,0,0,3,0,11,0,0,0,0,0,0,0,0,0,3,247,372,226,140,169,118,52,136,23,1496
POA3927,4,0,8,10,0,11,0,10,0,42,0,3,6,12,3,6,3,3,0,43,5,18,18,11,5,3,0,4,0,56,19,27,23,15,19,11,4,9,0,127,41,54,24,24,17,16,8,19,0,192,28,59,26,18,31,13,10,12,4,200,10,26,0,0,9,0,3,3,0,47,0,3,0,0,0,0,0,0,0,9,0,0,3,0,0,0,0,0,0,3,111,189,107,86,74,62,23,55,8,719
POA3928,0,0,0,7,0,3,0,3,0,9,0,0,0,0,0,0,0,0,0,6,3,3,4,0,0,0,0,0,0,11,6,8,6,3,3,0,3,4,0,31,20,15,6,3,4,4,0,7,0,53,16,21,7,3,7,0,0,0,0,58,4,3,3,0,0,0,0,0,0,19,7,0,0,0,0,0,0,3,0,8,0,0,0,0,0,0,0,0,0,0,44,47,26,21,14,12,6,12,3,198
POA3929,0,0,0,5,0,4,0,0,0,9,0,0,4,3,5,4,0,4,0,26,3,0,9,0,0,0,0,5,0,19,23,16,10,3,3,6,0,6,0,58,27,16,13,3,4,5,0,9,3,88,27,37,13,6,16,11,4,11,0,118,16,16,3,0,6,5,0,0,0,55,3,3,0,0,0,0,0,0,3,15,0,0,0,0,0,0,0,0,0,0,103,92,49,30,29,39,9,32,10,384
POA3930,8,12,43,126,33,199,11,97,7,524,31,81,95,120,50,161,15,47,4,604,100,231,132,72,83,52,15,33,6,734,476,594,195,112,223,107,23,34,28,1805,599,726,228,187,331,186,33,56,29,2375,350,506,175,99,258,114,31,64,16,1615,107,164,40,34,98,60,13,30,15,553,15,27,8,3,4,9,0,8,3,74,3,0,0,0,0,0,0,0,3,7,1682,2348,911,750,1077,879,142,377,119,8290
