POA_CODE_2016,P15_19_Managers,P15_19_Professionals,P15_19_TechnicTrades_Wrs,P15_19_CommunPersnlSvc_W,P15_19_ClericalAdminis_W,P15_19_Sales_W,P15_19_Mach_oper_drivers,P15_19_Labourers,P15_19_Occu_ID_NS,P15_19_Tot,P20_24_Managers,P20_24_Professionals,P20_24_TechnicTrades_W,P20_24_CommunPersnlSvc_W,P20_24_ClericalAdminis_W,P20_24_Sales_W,P20_24_Mach_oper_drivers,P20_24_Labourers,P20_24_Occu_ID_NS,P20_24_Tot,P25_34_Managers,P25_34_Professionals,P25_34_TechnicTrades_W,P25_34_CommunPersnlSvc_W,P25_34_ClericalAdminis_W,P25_34_Sales_W,P25_34_Mach_oper_drivers,P25_34_Labourers,P25_34_Occu_ID_NS,P25_34_Tot,P35_44_Managers,P35_44_Professionals,P35_44_TechnicTrades_W,P35_44_CommunPersnlSvc_W,P35_44_ClericalAdminis_W,P35_44_Sales_W,P35_44_Mach_oper_drivers,P35_44_Labourers,P35_44_Occu_ID_NS,P35_44_Tot,P45_54_Managers,P45_54_Professionals,P45_54_TechnicTrades_W,P45_54_CommunPersnlSvc_W,P45_54_ClericalAdminis_W,P45_54_Sales_W,P45_54_Mach_oper_drivers,P45_54_Labourers,P45_54_Occu_ID_NS,P45_54_Tot,P55_64_Managers,P55_64_Professionals,P55_64_TechnicTrades_W,P55_64_CommunPersnlSvc_W,P55_64_ClericalAdminis_W,P55_64_Sales_W,P55_64_Mach_oper_drivers,P55_64_Labourers,P55_64_Occu_ID_NS,P55_64_Tot,P65_74_Managers,P65_74_Professionals,P65_74_TechnicTrades_W,P65_74_CommunPersnlSvc_W,P65_74_ClericalAdminis_W,P65_74_Sales_W,P65_74_Mach_oper_drivers,P65_74_Labourers,P65_74_Occu_ID_NS,P65_74_Tot,P75_84_Managers,P75_84_Professionals,P75_84_TechnicTrades_W,P75_84_CommunPersnlSvc_W,P75_84_ClericalAdminis_W,P75_84_Sales_W,P75_84_Mach_oper_drivers,P75_84_Labourers,P75_84_Occu_ID_NS,P75_84_Tot,P85_ov_Managers,P85_ov_Professionals,P85_ov_TechnicTrades_W,P85_ov_CommunPersnlSvc_W,P85_ov_ClericalAdminis_W,P85_ov_Sales_W,P85_ov_Mach_oper_drivers,P85_ov_Labourers,P85_ov_Occu_ID_NS,P85_ov_Tot,P_Tot_Managers,P_Tot_Professionals,P_Tot_TechnicTrades_W,P_Tot_CommunPersnlSvc_W,P_Tot_ClericalAdminis_W,P_Tot_Sales_W,P_Tot_Mach_oper_drivers,P_Tot_Labourers,P_Tot_Occu_ID_NS,P_Tot_Tot
POA3752,6,17,75,65,22,306,20,102,12,626,44,127,200,151,117,254,51,100,21,1064,253,656,456,294,411,234,156,155,50,2667,476,756,457,353,576,276,243,210,48,3382,344,377,346,271,525,232,242,263,43,2645,144,157,161,169,215,89,141,148,16,1238,18,21,13,22,30,13,18,31,6,171,4,0,0,0,0,0,0,3,0,12,0,0,0,0,0,0,0,0,0,0,1287,2116,1702,1319,1909,1415,869,1008,193,11819
POA3753,3,0,3,3,3,14,0,12,0,38,0,0,24,19,10,6,8,10,5,85,27,50,69,44,54,29,19,17,7,325,51,39,36,31,59,22,19,19,6,278,33,29,35,18,39,10,31,21,4,223,19,26,27,11,24,6,13,10,6,130,6,0,0,0,10,0,0,0,0,23,3,3,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,138,155,192,125,193,96,93,87,29,1110
POA3754,5,11,106,101,26,305,11,164,18,747,61,117,278,244,156,273,71,182,18,1393,565,1195,1163,689,829,466,356,359,82,5695,798,1115,837,575,891,400,331,314,92,5351,482,554,440,386,594,287,236,258,53,3286,216,216,193,197,344,137,150,157,26,1640,39,41,41,37,62,25,35,26,10,316,3,3,0,3,3,0,3,5,0,24,0,0,0,0,0,0,0,0,0,4,2169,3257,3059,2223,2897,1892,1189,1469,303,18459
POA3755,0,0,0,0,0,3,0,3,0,6,0,0,0,0,0,3,0,0,0,6,0,3,14,0,4,7,3,3,0,27,3,0,4,3,3,0,0,0,0,20,9,4,0,0,3,0,0,3,0,22,8,0,0,0,4,0,0,3,0,18,3,0,0,0,3,3,0,0,0,15,3,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,24,12,24,5,16,13,6,13,5,122
POA3756,3,6,42,22,8,115,10,71,4,287,18,41,129,81,57,81,29,51,9,493,132,191,327,139,203,100,128,114,21,1351,164,178,208,128,198,92,146,86,19,1223,151,156,217,127,230,99,158,123,22,1293,92,104,118,75,164,62,106,71,12,805,20,18,15,13,22,19,16,14,9,137,3,3,3,0,3,0,0,0,0,15,0,0,3,0,0,0,0,0,0,3,577,696,1061,588,884,564,598,541,95,5606
POA3757,3,0,29,32,7,87,3,53,3,222,15,29,90,57,41,49,17,42,10,352,57,124,213,84,90,45,33,62,8,710,145,135,195,88,144,62,66,61,13,915,143,139,218,123,158,77,78,87,12,1026,86,139,104,70,106,42,73,52,14,683,29,18,28,14,20,8,13,19,3,148,4,0,0,0,0,0,0,3,0,11,0,0,0,0,3,0,0,0,0,8,489,595,879,465,565,368,282,369,74,4078
POA3758,0,0,20,9,5,23,3,11,3,72,4,4,20,18,8,18,7,15,0,88,24,26,56,12,18,9,10,9,4,164,26,33,70,16,35,13,27,25,0,247,36,31,51,43,42,19,37,18,3,275,30,30,42,8,31,8,24,18,4,201,4,3,3,0,7,3,3,5,0,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,124,135,262,107,148,85,105,102,17,1088
POA3759,0,3,9,6,0,9,0,11,0,38,3,8,7,11,5,11,3,4,0,50,4,14,18,0,4,7,3,3,0,59,18,27,19,8,18,4,4,4,0,96,29,39,34,13,25,11,4,10,0,170,23,40,25,17,10,4,5,11,5,133,10,9,6,0,10,0,0,0,0,38,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,4,87,135,112,55,71,48,17,41,14,577
POA3760,0,0,4,3,4,5,0,7,0,16,0,0,4,7,0,3,0,7,0,18,3,4,5,0,0,0,0,0,0,19,7,7,10,0,10,0,0,0,0,33,14,17,7,3,14,0,0,4,0,63,16,17,6,3,10,6,0,3,0,58,0,5,3,3,0,0,0,3,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40,45,35,23,34,17,3,23,0,217
POA3761,0,0,4,4,3,10,0,7,0,26,3,3,17,16,5,8,3,3,0,66,15,30,21,6,12,3,3,0,0,88,16,26,18,16,22,3,10,3,0,111,25,39,33,12,26,9,3,12,3,166,17,35,19,3,19,7,10,13,0,118,5,12,4,0,9,3,0,3,0,38,3,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,72,146,121,62,92,45,27,45,10,617
POA3762,0,0,0,0,0,3,0,0,0,8,0,0,0,0,0,0,0,0,0,5,3,3,0,0,0,0,0,0,0,11,0,5,0,0,0,0,0,0,0,11,3,0,0,0,0,0,3,0,0,14,8,4,3,0,3,0,0,0,0,23,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,9,13,10,5,3,8,0,0,70
POA3763,0,0,13,11,0,4,0,9,3,41,7,0,12,6,7,3,0,7,5,51,12,15,32,14,11,9,11,4,0,113,14,24,40,18,19,12,12,11,4,164,26,22,46,34,30,11,16,20,0,221,19,24,23,20,19,3,21,16,0,146,3,0,7,3,3,0,0,0,0,13,3,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,85,97,174,113,89,43,60,77,16,748
POA3764,5,0,45,23,10,82,3,54,9,232,19,22,85,61,25,59,25,61,5,371,73,129,145,92,73,46,61,70,7,689,104,148,161,112,123,52,67,76,9,850,144,153,146,91,176,61,102,105,6,987,85,100,86,59,98,46,75,75,13,634,34,32,18,13,24,13,15,14,6,171,13,3,0,3,0,0,0,0,3,32,0,0,0,0,0,0,0,0,0,0,486,580,688,452,544,372,342,444,64,3966
POA3765,0,3,28,35,4,68,0,40,0,185,9,27,70,53,33,61,8,39,0,313,49,150,181,63,84,35,32,44,10,655,106,160,128,57,122,43,25,54,19,715,133,133,125,69,138,42,37,56,21,754,73,128,99,57,87,36,39,48,4,575,22,39,24,7,29,11,8,13,3,157,0,3,0,0,3,0,3,0,0,10,0,0,0,0,0,0,0,0,0,0,396,642,655,346,499,308,149,300,62,3360
POA3766,0,0,4,13,0,5,0,9,0,32,0,4,10,7,5,9,4,7,0,34,4,20,18,9,16,9,7,6,0,97,28,52,26,15,16,6,14,5,4,171,16,45,18,18,19,8,11,7,6,146,32,39,19,13,22,3,0,4,0,138,4,17,3,3,8,0,0,0,0,35,0,4,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,95,185,96,76,78,51,36,33,14,653
POA3767,0,0,4,10,0,15,0,5,0,35,3,4,4,10,3,7,0,4,3,41,10,19,27,8,3,7,3,10,0,90,23,55,16,7,5,10,0,7,0,120,30,46,20,18,17,15,0,10,0,159,9,50,19,11,16,9,8,6,0,123,6,20,4,3,0,0,0,4,0,41,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,84,203,88,70,49,52,11,46,10,614
POA3770,0,0,31,11,4,33,0,24,0,103,5,12,46,19,9,21,3,15,0,135,29,39,96,32,49,21,14,33,11,321,44,44,64,33,42,29,21,40,8,319,78,54,63,20,63,24,29,48,3,392,51,52,50,23,44,21,26,40,6,307,35,13,7,7,11,8,6,13,0,98,11,5,3,0,0,0,0,5,0,17,0,0,0,0,0,0,0,0,0,0,258,218,354,146,224,149,106,207,29,1698
POA3775,0,0,19,19,3,40,3,28,0,126,10,15,51,25,14,29,5,22,8,179,36,77,94,34,44,19,19,29,3,346,81,67,69,28,42,33,17,23,5,372,93,75,70,40,80,29,36,45,16,478,72,65,48,24,44,29,19,19,4,327,26,20,12,9,14,9,13,8,0,116,6,3,0,0,0,3,0,5,3,19,0,0,0,0,0,0,0,0,0,0,334,327,362,178,244,194,106,182,40,1965
POA3777,0,5,58,60,5,51,3,61,5,249,10,23,109,70,32,36,21,59,6,372,75,123,210,100,75,46,39,67,15,755,161,220,184,118,116,54,51,110,18,1031,183,193,199,129,144,82,98,141,31,1197,157,149,130,101,128,64,82,107,26,946,43,45,35,14,35,20,24,31,11,249,3,11,3,0,0,3,6,3,9,36,0,0,0,0,0,0,0,0,0,6,642,768,920,592,536,360,326,581,114,4841
POA3778,0,0,0,0,0,3,0,5,0,15,0,0,0,0,0,0,0,3,0,5,0,0,3,0,0,0,0,0,0,5,3,3,0,5,0,0,0,6,0,22,4,3,6,0,6,0,3,3,3,24,9,3,6,0,0,8,3,3,0,30,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,8,21,9,8,9,5,21,3,106
POA3779,0,0,0,3,0,9,0,0,0,10,0,0,0,0,0,3,0,0,0,5,0,4,9,4,4,3,0,0,0,24,3,0,0,3,3,0,0,6,0,19,8,3,3,3,0,5,0,5,0,36,4,10,10,3,3,3,0,5,0,50,12,3,0,0,6,3,3,0,0,28,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,34,22,21,24,15,27,3,23,0,168
POA3781,0,0,31,20,7,34,3,42,0,137,9,6,63,26,19,19,13,31,0,188,29,67,124,44,54,27,19,43,6,416,63,104,118,47,73,36,44,51,5,541,76,86,99,54,92,39,56,53,10,560,32,46,55,35,66,3,39,43,4,336,9,7,5,8,11,0,7,11,0,58,8,0,0,0,3,0,0,0,0,10,0,3,0,0,0,0,0,0,0,4,232,331,498,237,309,158,184,272,34,2256
POA3782,0,3,40,56,15,58,8,54,0,239,11,21,88,62,25,50,8,35,0,308,38,112,141,50,58,43,26,46,10,526,138,197,167,72,132,48,39,53,11,858,189,219,200,90,153,68,55,70,6,1051,115,157,135,72,100,47,57,51,4,736,21,44,33,5,26,12,15,24,3,177,3,3,3,0,0,3,0,0,0,16,0,0,0,0,0,0,0,0,0,3,530,750,808,401,503,336,214,335,39,3921
POA3783,0,0,15,13,0,24,0,21,0,71,4,8,40,12,11,8,3,11,0,83,5,29,56,16,12,5,7,16,3,151,32,70,52,25,26,14,18,28,3,271,51,53,58,22,39,12,34,18,5,295,36,45,45,22,30,18,27,13,0,235,14,9,3,4,8,3,4,3,0,46,3,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,3,148,214,273,113,128,83,90,109,7,1168
POA3785,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5,0,0,3,0,0,0,0,10,0,3,3,0,0,0,0,0,0,9,0,0,3,0,0,0,0,0,0,7,0,3,0,3,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,16,9,5,5,0,0,0,0,34
POA3786,0,3,5,15,0,9,0,9,0,48,0,4,10,14,0,17,0,7,0,57,10,30,18,9,9,9,0,3,0,90,34,54,17,13,19,5,0,8,3,148,47,67,24,5,23,5,4,9,10,198,31,73,17,16,19,10,3,8,3,183,9,12,3,4,6,0,0,7,0,45,0,4,0,0,0,3,0,0,0,9,0,0,0,0,0,0,0,0,0,0,131,249,105,81,81,59,16,52,15,782
POA3787,0,0,0,11,0,3,0,13,0,29,0,7,12,13,8,6,4,3,0,44,11,19,8,8,15,0,0,4,0,59,30,49,13,4,19,7,0,4,0,125,33,31,21,15,17,8,0,4,0,130,32,29,16,10,20,3,7,0,3,126,11,16,5,4,0,0,0,0,0,36,0,0,3,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,111,152,74,67,77,30,9,26,4,559
POA3788,3,0,3,11,0,12,0,4,0,35,9,3,10,10,5,9,0,4,0,50,19,27,22,14,13,11,0,6,3,122,44,61,29,16,15,9,9,13,6,197,63,53,23,27,26,14,3,15,3,219,35,65,30,12,24,10,4,10,3,188,18,26,0,3,9,3,3,4,3,62,3,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,187,233,127,98,96,58,19,56,16,875
POA3789,0,0,0,3,0,3,0,0,0,8,0,0,3,3,3,0,0,0,0,10,0,3,0,3,0,0,0,0,0,6,8,7,7,0,4,0,0,0,0,19,12,9,4,3,3,0,0,0,0,32,11,15,0,0,4,3,0,3,0,36,0,7,4,0,0,3,0,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,34,15,20,12,11,3,5,3,129
POA3791,0,0,6,0,0,12,0,10,0,23,0,7,12,17,0,8,0,7,0,52,7,40,22,14,8,5,3,8,0,101,41,53,16,20,17,3,3,10,4,166,29,59,20,15,27,5,4,5,0,182,30,63,23,13,22,13,8,9,4,176,12,17,6,3,0,5,3,8,0,47,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,117,240,108,75,77,47,16,55,9,753
POA3792,0,0,0,4,0,3,0,7,0,17,0,5,10,7,3,3,0,5,0,36,7,11,17,5,0,7,0,3,0,64,14,43,18,8,10,6,6,3,5,114,16,30,14,14,20,7,7,9,0,119,13,43,25,12,7,9,3,8,3,129,5,10,0,0,4,0,3,6,0,35,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,70,152,86,54,48,29,20,41,8,518
POA3793,0,0,18,30,4,45,3,29,9,129,5,8,35,30,3,19,0,30,3,132,19,47,75,33,21,28,19,23,3,268,76,72,77,39,52,24,17,25,6,378,86,67,67,47,61,16,32,28,7,413,50,60,52,27,54,26,21,38,3,329,25,18,10,3,10,3,9,9,3,83,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,261,274,339,203,203,148,98,178,30,1737
POA3795,0,3,7,11,0,18,0,6,3,51,6,3,13,5,3,9,3,3,0,48,6,18,28,15,12,5,5,5,0,94,29,23,31,3,24,4,10,17,4,134,44,19,20,14,22,10,6,8,6,152,31,18,13,6,18,3,9,6,0,104,14,3,3,0,3,0,4,3,0,34,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,129,81,115,60,83,46,35,62,14,635
POA3796,4,3,66,66,15,127,3,69,7,364,15,43,111,92,39,72,22,56,10,458,101,211,281,105,107,71,34,77,14,994,151,215,205,105,147,53,79,77,17,1047,192,186,191,125,218,97,88,78,25,1193,117,142,126,94,137,48,57,81,14,804,28,26,19,15,19,14,18,12,4,154,3,4,0,0,0,0,0,0,4,11,0,0,0,0,0,0,0,0,0,0,604,826,997,605,679,466,305,447,92,5023
POA3797,0,0,19,15,0,19,0,28,3,87,0,7,38,22,4,14,8,19,4,115,28,28,72,32,38,19,21,32,6,269,36,34,64,37,32,18,26,33,4,288,56,29,63,51,50,21,46,52,5,375,34,36,44,29,36,14,29,31,0,263,13,14,7,11,9,9,11,10,0,70,8,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,3,173,152,301,179,174,119,139,211,31,1483
POA3799,3,0,28,14,0,32,0,16,0,100,8,7,47,24,7,23,10,38,5,187,21,34,91,44,27,32,27,59,11,342,53,79,89,52,52,27,36,60,10,455,79,107,111,102,62,32,80,70,11,648,49,69,76,63,63,32,52,79,5,477,22,18,14,11,14,12,15,5,3,112,0,0,3,3,0,0,3,4,3,14,0,0,0,0,0,0,0,0,0,3,244,314,461,306,222,190,223,338,46,2334
POA3800,3,17,3,34,13,49,3,8,0,131,8,46,3,45,22,40,3,16,0,176,3,15,0,10,3,3,0,0,0,32,4,3,0,0,0,0,0,0,0,11,3,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,73,7,91,33,90,7,24,0,361
POA3802,4,6,52,58,16,194,17,80,8,434,56,141,195,170,134,238,71,116,25,1145,260,581,398,221,367,213,155,176,59,2415,243,488,375,207,332,165,185,203,43,2234,255,349,373,238,346,169,246,293,36,2296,210,319,307,199,345,149,252,270,30,2066,42,67,65,26,51,21,40,62,6,373,0,6,3,0,0,0,0,6,0,24,0,0,0,0,0,0,0,0,0,0,1070,1960,1763,1111,1587,1139,961,1195,210,10991
POA3803,3,8,15,24,4,94,12,27,5,188,17,47,72,60,57,90,34,55,15,444,79,200,199,117,161,111,100,146,29,1137,92,167,166,120,117,55,100,113,14,945,87,93,143,123,131,46,149,151,12,931,53,69,104,76,116,45,120,123,12,710,14,20,20,13,21,12,9,25,0,135,0,4,0,0,3,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,347,597,715,534,609,439,522,643,95,4496
POA3804,5,9,34,55,19,120,0,46,9,309,20,69,88,67,72,119,25,41,5,515,61,137,103,35,86,43,26,42,8,537,132,148,111,39,150,54,37,42,3,715,207,176,180,76,218,71,73,70,19,1098,155,133,120,52,122,57,56,63,13,769,36,23,25,0,26,18,13,12,3,160,10,0,0,0,3,0,0,0,3,20,0,0,0,0,0,0,0,0,0,7,626,700,661,339,696,488,223,313,73,4125
POA3805,15,26,212,244,58,737,32,321,25,1671,119,257,575,421,282,611,183,349,69,2862,504,1062,993,548,801,457,419,506,89,5376,809,1129,1055,637,1088,482,488,549,137,6365,809,841,1035,646,1168,502,809,705,103,6612,347,467,545,330,616,247,480,451,52,3530,48,70,80,30,106,53,64,82,20,553,3,11,0,3,3,0,6,11,3,43,0,0,0,0,0,0,0,4,0,3,2660,3857,4490,2859,4121,3090,2479,2977,495,27030
POA3806,15,27,170,233,86,581,27,273,16,1436,106,222,439,345,292,470,95,213,33,2206,504,1062,745,367,572,331,200,265,70,4112,965,1603,800,505,981,428,299,329,69,5984,984,1172,805,573,1058,452,369,359,74,5856,526,640,395,288,634,249,213,245,42,3228,112,107,73,42,117,54,44,77,6,633,13,14,5,0,12,3,3,11,5,65,4,3,0,0,0,0,0,4,0,10,3231,4853,3434,2355,3749,2576,1257,1773,317,23535
POA3807,6,9,41,54,11,114,0,81,5,310,18,40,87,74,44,86,10,37,0,403,49,121,106,46,67,44,25,36,7,493,140,174,125,71,161,62,28,56,14,831,208,189,163,76,210,100,54,59,21,1084,82,99,69,33,114,41,39,46,13,548,14,16,8,7,29,14,14,11,3,118,3,0,0,0,6,0,0,0,4,11,0,0,0,0,0,0,0,0,0,3,518,652,604,355,638,457,167,336,71,3802
POA3808,0,0,10,18,0,38,0,15,3,88,6,7,40,25,10,34,4,10,0,138,15,46,51,9,24,12,11,15,5,187,73,80,68,28,58,22,7,12,3,356,90,82,56,17,75,23,24,17,5,391,62,65,51,30,45,17,13,21,4,321,15,22,4,3,6,11,3,5,0,77,8,0,0,0,0,0,0,3,0,13,0,0,0,0,0,0,0,0,0,0,276,302,280,133,236,148,65,105,27,1565
POA3809,4,0,27,29,11,59,0,48,4,190,20,37,92,68,55,64,22,36,4,393,127,281,271,153,198,127,62,87,11,1321,145,229,126,79,180,62,58,49,11,945,110,116,83,55,133,70,51,34,9,669,60,51,50,32,60,40,36,26,3,361,18,10,9,3,17,8,8,9,3,76,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,491,715,670,419,649,435,247,292,43,3959
POA3810,13,12,170,129,45,385,30,261,25,1068,101,154,488,320,246,386,128,341,37,2206,572,999,1275,687,840,621,494,625,92,6211,596,847,855,544,776,418,537,499,82,5155,491,491,615,494,671,334,454,485,59,4095,252,302,297,233,365,208,306,274,27,2266,54,67,44,40,74,44,72,65,13,473,7,10,4,0,0,0,0,14,3,45,0,0,0,0,3,0,0,5,0,12,2101,2874,3738,2455,3023,2403,2026,2570,340,21530
POA3812,6,3,23,6,0,31,0,16,0,86,6,7,33,23,14,25,8,18,3,138,19,19,41,8,18,12,13,12,0,157,28,36,44,14,27,16,16,21,10,201,77,40,60,20,49,18,32,32,5,334,49,24,50,22,33,9,27,17,11,245,12,5,6,3,13,3,7,6,0,61,3,0,0,0,0,0,3,0,0,11,3,0,0,0,0,0,0,0,0,3,203,147,251,102,158,123,105,124,27,1237
POA3813,0,0,6,7,0,5,0,3,0,22,0,0,8,9,3,3,5,3,4,40,0,5,7,8,3,3,3,3,0,45,7,12,10,3,8,3,0,0,0,50,20,17,32,7,20,15,13,11,0,139,16,16,8,6,11,11,10,7,0,91,10,0,3,0,3,0,6,0,0,25,3,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,63,58,76,47,52,39,43,40,9,421
POA3814,0,0,12,13,4,20,0,15,3,66,5,6,23,21,9,13,5,3,3,82,22,39,43,21,31,3,7,18,3,181,40,32,51,12,24,17,20,20,10,214,46,33,54,26,36,13,29,26,6,265,36,23,29,18,21,12,25,13,7,179,20,9,4,3,3,6,8,7,3,61,4,0,0,0,0,0,0,0,0,13,3,0,0,0,0,0,0,0,0,3,164,140,219,103,135,83,98,103,22,1063
POA3815,3,0,20,14,9,23,0,18,3,92,7,5,23,20,16,16,4,17,0,102,16,41,64,22,29,4,15,9,3,219,54,37,59,25,54,19,21,19,4,286,62,57,67,40,54,17,41,36,10,378,39,32,38,17,35,18,27,31,5,240,19,12,4,0,6,0,10,5,3,58,10,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,203,178,275,141,196,102,120,135,27,1382
POA3816,0,0,14,3,3,11,0,15,0,54,5,11,24,24,5,16,16,16,0,117,35,30,70,25,27,32,22,34,3,271,37,32,40,18,26,17,22,43,10,238,40,29,41,28,29,14,23,44,4,260,45,21,24,26,22,18,27,33,4,211,20,0,0,0,4,3,3,5,0,43,10,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,198,117,214,124,116,107,110,194,19,1207
POA3818,11,3,56,44,12,89,10,96,7,325,35,40,133,72,51,65,28,88,6,510,122,247,261,124,132,115,72,176,24,1279,166,180,200,121,141,56,93,137,24,1108,206,190,186,150,160,91,138,182,20,1324,159,188,139,101,128,68,121,122,16,1044,81,41,29,20,28,21,28,29,12,289,16,0,3,3,3,3,0,8,4,42,0,0,0,0,0,0,0,0,0,5,793,895,1008,630,650,508,489,838,110,5920
POA3820,17,4,70,81,28,128,7,129,3,470,37,61,164,88,55,99,20,95,7,623,127,306,298,147,152,98,61,162,25,1371,182,320,173,139,172,86,72,133,15,1294,248,325,223,220,224,133,109,165,16,1649,155,310,160,119,176,68,86,142,20,1240,60,75,27,24,43,9,19,37,12,299,24,7,0,6,7,3,5,3,3,52,4,0,0,0,0,0,0,0,0,5,850,1398,1128,824,855,624,373,862,103,7009
POA3821,3,3,18,17,5,24,0,23,0,89,10,12,19,10,8,14,0,27,0,97,30,31,37,19,20,9,11,17,0,177,51,51,44,30,34,18,21,24,3,264,95,76,62,22,46,23,18,50,5,395,80,79,37,21,27,17,20,38,5,320,48,16,10,0,14,3,6,11,0,109,14,0,0,0,0,0,0,3,0,20,3,0,0,0,0,0,0,0,0,5,331,261,219,122,153,96,84,184,15,1471
POA3822,3,0,12,8,3,4,0,14,0,34,3,0,8,5,3,7,3,9,0,37,5,7,10,12,4,7,6,10,0,64,18,12,20,12,16,7,9,9,0,98,26,21,21,10,12,0,9,8,4,111,18,17,8,3,9,3,4,11,0,85,9,3,3,0,0,0,0,0,0,21,9,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,94,64,81,49,47,29,39,56,10,468
POA3823,0,0,3,15,0,10,3,7,0,33,4,6,18,16,5,20,3,9,0,75,16,31,36,23,24,13,15,19,0,176,19,28,22,19,18,15,10,14,5,149,21,32,19,19,20,21,12,30,4,178,36,34,24,17,23,14,17,23,3,188,13,0,4,0,4,0,0,4,0,38,9,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,122,126,126,105,98,87,63,107,10,848
POA3824,0,0,26,14,3,34,3,41,3,128,7,20,43,38,11,17,8,21,3,175,36,82,98,44,41,31,30,38,5,409,78,86,78,54,71,26,41,35,16,475,74,80,82,46,57,34,36,63,5,475,71,78,51,46,55,16,37,53,5,417,33,20,11,11,13,7,12,11,5,120,9,0,0,0,4,0,0,0,0,12,3,0,0,0,0,0,0,0,0,5,323,362,389,254,248,175,163,265,38,2211
POA3825,7,8,77,42,11,207,6,91,16,474,35,51,211,132,80,130,29,106,14,789,100,209,337,198,183,119,100,144,17,1411,150,199,243,177,195,115,123,189,37,1428,163,188,329,256,253,140,163,218,33,1744,144,221,221,174,176,81,151,205,32,1405,59,46,42,32,30,19,24,53,12,310,20,4,3,3,3,0,0,3,6,46,6,0,0,0,0,0,0,0,0,7,689,931,1466,1011,930,811,588,1018,170,7618
POA3831,0,3,6,5,3,11,3,12,0,47,3,6,15,4,3,11,3,4,0,55,10,9,17,4,10,7,9,14,0,84,29,29,21,18,18,4,12,11,3,136,32,32,25,21,20,14,11,20,3,173,42,36,28,15,27,6,13,18,4,189,18,15,5,0,10,0,4,5,0,55,5,0,0,0,0,0,0,3,0,10,0,0,0,0,0,0,0,0,0,0,150,136,119,67,83,50,59,85,14,753
POA3832,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,4,8,0,0,0,0,0,0,3,0,18,3,0,3,3,3,0,0,5,0,17,9,3,3,4,4,4,3,3,0,33,8,0,0,3,0,0,0,0,3,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36,9,13,16,10,4,3,11,6,102
POA3833,0,0,0,3,0,0,0,0,0,5,3,0,3,0,0,0,0,5,0,12,0,0,0,0,0,3,4,0,0,15,8,0,3,3,3,0,0,3,0,17,5,3,8,4,9,0,0,0,0,31,7,4,0,0,3,0,0,4,0,26,3,0,7,0,3,0,3,0,0,18,5,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,37,8,19,11,14,5,13,13,0,126
