POA_CODE_2016,Ireland_2011,Ireland_2012,Ireland_2013,Ireland_2014,Ireland_2015,Ireland_2016,Ireland_Yr_arrival_NS,Ireland_Tot,Italy_Before_1946,Italy_1946_1955,Italy_1956_1965,Italy_1966_1975,Italy_1976_1985,Italy_1986_1995,Italy_1996_2005,Italy_2006_2010,Italy_2011,Italy_2012,Italy_2013,Italy_2014,Italy_2015,Italy_2016,Italy_Yr_arrival_NS,Italy_Tot,Japan_Before_1946,Japan_1946_1955,Japan_1956_1965,Japan_1966_1975,Japan_1976_1985,Japan_1986_1995,Japan_1996_2005,Japan_2006_2010,Japan_2011,Japan_2012,Japan_2013,Japan_2014,Japan_2015,Japan_2016,Japan_Yr_arrival_NS,Japan_Tot,Korea_Rep_Sth_Before_1946,Korea_Rep_Sth_1946_1955,Korea_Rep_Sth_1956_1965,Korea_Rep_Sth_1966_1975,Korea_Rep_Sth_1976_1985,Korea_Rep_Sth_1986_1995,Korea_Rep_Sth_1996_2005,Korea_Rep_Sth_2006_2010,Korea_Republic_South_2011,Korea_Republic_South_2012,Korea_Republic_South_2013,Korea_Republic_South_2014,Korea_Republic_South_2015,Korea_Republic_South_2016,Korea_Repub_Sth_arrival_ns,Korea_Republic_South_Tot,Lebanon_Before_1946,Lebanon_1946_1955,Lebanon_1956_1965,Lebanon_1966_1975,Lebanon_1976_1985,Lebanon_1986_1995,Lebanon_1996_2005,Lebanon_2006_2010,Lebanon_2011,Lebanon_2012,Lebanon_2013,Lebanon_2014,Lebanon_2015,Lebanon_2016,Lebanon_Yr_arrival_NS,Lebanon_Tot,Malaysia_Before_1946,Malaysia_1946_1955,Malaysia_1956_1965,Malaysia_1966_1975,Malaysia_1976_1985,Malaysia_1986_1995,Malaysia_1996_2005,Malaysia_2006_2010,Malaysia_2011,Malaysia_2012,Malaysia_2013,Malaysia_2014,Malaysia_2015,Malaysia_2016,Malaysia_Yr_arrival_ns,Malaysia_Tot,Malta_Before_1946,Malta_1946_1955,Malta_1956_1965,Malta_1966_1975,Malta_1976_1985,Malta_1986_1995,Malta_1996_2005,Malta_2006_2010,Malta_2011,Malta_2012,Malta_2013,Malta_2014,Malta_2015,Malta_2016,Malta_Yr_arrival_NS,Malta_Tot,Netherlands_Before_1946,Netherlands_1946_1955,Netherlands_1956_1965,Netherlands_1966_1975,Netherlands_1976_1985,Netherlands_1986_1995,Netherlands_1996_2005,Netherlands_2006_2010,Netherlands_2011,Netherlands_2012,Netherlands_2013,Netherlands_2014,Netherlands_2015,Netherlands_2016,Netherlands_Yr_arrival_ns,Netherlands_Tot,New_Zealand_Before_1946,New_Zealand_1946_1955,New_Zealand_1956_1965,New_Zealand_1966_1975,New_Zealand_1976_1985,New_Zealand_1986_1995,New_Zealand_1996_2005,New_Zealand_2006_2010,New_Zealand_2011,New_Zealand_2012,New_Zealand_2013,New_Zealand_2014,New_Zealand_2015,New_Zealand_2016,New_Zealand_Yr_arrival_ns,New_Zealand_Tot,Pakistan_Before_1946,Pakistan_1946_1955,Pakistan_1956_1965,Pakistan_1966_1975,Pakistan_1976_1985,Pakistan_1986_1995,Pakistan_1996_2005,Pakistan_2006_2010,Pakistan_2011,Pakistan_2012,Pakistan_2013,Pakistan_2014,Pakistan_2015,Pakistan_2016,Pakistan_Yr_arrival_NS,Pakistan_Tot,Philippines_Before_1946,Philippines_1946_1955,Philippines_1956_1965,Philippines_1966_1975,Philippines_1976_1985,Philippines_1986_1995,Philippines_1996_2005,Philippines_2006_2010,Philippines_2011,Philippines_2012,Philippines_2013,Philippines_2014,Philippines_2015,Philippines_2016,Philippines_Yr_arrival_ns,Philippines_Tot,Poland_Before_1946,Poland_1946_1955,Poland_1956_1965,Poland_1966_1975,Poland_1976_1985,Poland_1986_1995,Poland_1996_2005,Poland_2006_2010,Poland_2011,Poland_2012,Poland_2013,Poland_2014,Poland_2015,Poland_2016,Poland_Yr_arrival_NS,Poland_Tot,Singapore_Before_1946,Singapore_1946_1955,Singapore_1956_1965,Singapore_1966_1975,Singapore_1976_1985,Singapore_1986_1995,Singapore_1996_2005,Singapore_2006_2010,Singapore_2011,Singapore_2012,Singapore_2013,Singapore_2014,Singapore_2015,Singapore_2016,Singapore_Yr_arrival_ns,Singapore_Tot
POA3149,0,0,9,4,3,0,0,87,0,91,147,43,4,0,3,3,0,5,0,3,0,3,12,319,0,0,0,3,19,21,52,29,5,3,9,3,0,4,3,151,0,0,0,3,9,28,129,161,31,20,22,17,11,12,11,462,0,0,0,5,5,6,0,0,0,0,0,0,0,0,0,22,0,3,8,35,122,193,153,187,55,34,26,35,50,14,29,944,0,13,9,3,3,0,0,0,0,0,0,0,0,0,0,32,0,30,24,5,3,0,14,9,0,0,3,3,6,0,3,96,3,5,20,46,50,42,109,56,12,16,24,8,7,16,18,436,0,0,0,0,0,0,12,9,0,3,7,8,11,4,0,64,0,0,0,3,16,46,21,44,13,0,5,5,4,10,4,174,0,7,16,8,61,36,4,5,0,3,0,4,0,0,3,152,0,0,0,10,14,47,91,66,5,3,20,14,10,13,15,303
POA3150,0,3,0,0,0,0,0,85,6,145,311,139,19,8,9,8,0,0,0,3,3,3,30,689,0,0,0,5,5,29,45,32,5,9,4,8,3,0,9,151,0,0,0,4,22,73,170,245,41,29,28,21,23,15,17,687,0,5,9,18,27,14,3,6,3,0,0,0,0,0,0,76,0,0,30,163,471,766,433,364,118,97,108,139,129,75,61,2956,0,21,20,8,3,0,0,0,0,0,0,0,0,0,5,59,0,46,32,17,5,7,14,3,0,0,0,0,0,0,3,139,3,6,20,53,97,90,160,100,33,39,26,26,20,13,26,716,0,0,0,0,4,3,38,35,21,9,39,19,22,12,4,210,0,0,0,7,29,72,43,63,14,8,28,22,16,12,9,308,0,16,28,14,45,52,9,3,0,0,4,0,0,0,0,179,0,0,3,20,53,98,162,147,28,29,33,38,27,29,6,687
POA3151,0,5,0,0,0,0,3,15,0,48,75,19,0,0,0,0,0,0,3,0,0,0,10,155,0,0,0,0,0,3,3,3,0,3,0,0,7,3,0,20,0,0,0,0,0,5,26,20,4,7,9,0,3,3,4,77,0,0,0,0,3,0,3,4,0,0,0,0,0,0,0,16,0,0,3,8,40,73,69,22,6,3,11,11,15,15,9,277,0,7,8,0,0,0,0,0,0,0,0,0,0,0,0,12,0,4,7,0,0,3,0,3,0,0,0,0,0,0,0,17,0,5,3,3,15,9,22,16,3,3,3,3,0,8,3,89,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,18,0,0,0,0,16,24,3,3,4,9,3,8,4,3,4,82,0,0,8,4,3,12,0,0,0,0,0,0,0,0,0,34,0,0,0,3,4,5,11,23,0,7,5,0,0,0,0,51
POA3152,0,5,0,0,0,3,3,70,0,56,103,54,8,0,9,0,0,0,0,3,0,0,11,254,0,0,0,0,0,7,8,4,0,3,0,0,0,4,3,43,0,0,0,0,0,17,64,50,14,4,14,7,9,3,3,184,0,3,3,9,15,8,3,0,0,0,0,0,0,0,0,38,0,0,10,61,159,397,270,279,46,42,19,30,30,19,8,1380,0,13,10,4,0,0,0,0,0,0,0,0,0,0,0,32,0,53,66,10,11,6,0,3,3,0,0,0,5,0,3,162,8,5,8,20,55,69,99,70,7,6,5,9,4,8,5,385,0,0,0,0,3,4,20,11,4,0,3,0,3,0,0,51,0,0,0,13,47,63,24,42,13,6,3,22,6,3,7,247,0,3,5,7,25,19,3,0,0,0,0,0,0,0,0,68,0,0,6,3,31,54,89,125,5,24,20,4,22,0,5,393
POA3153,0,3,0,0,0,0,0,53,0,12,21,23,9,0,0,0,0,0,0,0,0,0,3,74,0,0,0,0,3,0,10,6,0,0,0,0,0,0,0,17,0,0,0,0,0,11,12,13,4,3,7,0,0,0,0,59,0,0,0,0,3,4,0,0,0,0,0,0,0,0,0,10,0,0,0,4,26,32,53,51,15,9,13,14,8,3,0,224,0,12,9,3,0,0,0,0,0,0,0,0,0,0,0,20,0,33,44,11,5,0,3,0,0,0,0,0,0,0,3,104,0,0,5,17,43,55,54,43,11,3,6,0,7,0,15,261,0,0,0,0,5,0,11,7,0,6,0,4,5,0,0,34,0,0,0,0,17,51,59,42,18,16,17,0,4,7,5,241,0,9,15,3,23,23,3,5,0,0,0,0,0,0,3,91,0,0,0,3,5,8,10,22,0,0,0,0,0,0,0,57
POA3154,0,0,0,0,3,0,0,8,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,9,21,3,4,0,0,0,0,0,0,0,0,0,0,35,0,0,0,3,6,12,16,0,0,0,0,0,0,0,0,41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,0,0,0,0,0,0,0,0,12,0,0,0,0,5,3,3,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
POA3155,0,0,11,0,0,0,3,62,3,29,34,30,3,0,0,0,0,0,0,6,0,0,3,110,0,0,0,0,0,0,11,6,3,0,0,0,0,0,0,26,0,0,0,0,0,3,18,30,0,0,0,4,0,0,0,62,0,0,0,4,7,0,0,0,0,0,4,0,0,0,0,15,0,0,0,12,11,37,49,51,4,9,4,7,0,0,0,195,0,4,3,3,0,0,0,0,0,0,0,0,0,0,0,13,0,57,58,15,11,0,6,8,0,0,0,0,0,0,0,154,0,0,6,28,61,60,47,28,13,12,0,3,14,3,6,285,0,0,0,0,0,3,3,4,9,0,3,3,0,0,0,23,0,0,0,3,13,30,23,45,8,12,13,3,6,0,3,157,0,3,3,6,19,25,10,0,0,0,4,0,0,0,0,70,0,0,3,0,4,3,25,13,0,0,0,6,0,0,3,57
POA3156,3,0,8,0,0,0,4,136,0,58,104,77,8,5,3,5,0,0,3,0,0,0,9,275,0,0,0,3,5,4,12,3,0,3,0,0,0,0,0,32,0,0,0,0,5,4,30,55,4,0,0,0,5,0,0,107,0,0,0,4,12,8,0,0,0,0,0,0,0,0,0,27,0,0,7,13,37,79,57,89,18,16,14,10,3,0,6,369,0,14,22,11,0,0,0,0,0,0,0,0,0,0,0,49,0,72,83,26,6,0,0,4,0,0,0,0,0,0,7,207,0,0,10,52,99,89,98,57,19,26,0,8,10,3,19,498,0,0,0,3,4,3,7,8,0,0,0,3,0,0,0,28,0,0,0,0,35,79,61,49,0,3,15,9,8,13,5,282,0,9,12,9,48,35,13,5,0,3,0,0,0,0,5,135,3,0,0,11,9,17,45,36,9,0,3,4,4,13,3,145
POA3158,0,0,0,0,0,0,0,19,0,3,3,5,0,0,0,0,0,0,0,0,0,0,3,15,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,3,0,0,0,0,0,3,3,0,0,0,3,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,3,7,0,0,0,0,0,0,0,13,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,8,0,17,24,5,4,0,3,0,0,0,0,0,0,0,0,58,0,0,3,12,29,20,21,16,0,0,0,0,0,0,4,105,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,7,9,0,0,0,0,0,0,5,0,28,0,0,0,0,3,4,4,0,0,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7
POA3159,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,6,0,3,6,0,0,0,0,0,0,0,0,0,21,0,0,5,0,13,3,4,8,0,0,0,0,0,0,3,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,4,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
POA3160,0,0,0,0,5,0,0,24,0,4,8,3,5,0,0,0,0,0,0,0,0,0,0,22,0,0,0,0,0,3,9,3,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,10,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,4,0,17,28,8,8,6,3,3,0,0,0,0,0,0,0,80,0,0,5,12,27,21,34,17,0,0,9,0,0,0,12,143,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,0,7,0,0,0,3,0,0,0,19,0,0,0,3,7,0,0,0,0,0,0,0,0,0,0,21,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,6
POA3161,9,3,9,3,0,0,0,72,0,17,15,4,3,3,4,4,3,0,3,3,0,0,3,66,0,0,0,3,0,3,5,12,0,3,3,3,4,3,6,47,0,0,0,3,0,4,3,3,0,0,3,4,3,0,0,23,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,8,0,0,0,3,13,15,14,16,0,3,0,3,3,0,0,77,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,3,10,0,0,3,0,3,0,0,0,6,0,0,3,31,0,0,8,12,41,35,44,27,9,12,10,10,6,5,7,230,0,0,0,0,0,5,3,3,0,0,3,0,3,3,4,30,0,0,0,0,4,8,4,7,6,0,5,17,3,9,0,63,39,148,78,12,20,15,3,0,0,0,0,0,0,0,23,336,0,3,0,0,7,4,6,3,0,4,0,0,3,3,0,44
POA3162,8,13,6,6,3,0,0,76,0,28,40,11,9,0,4,4,3,0,5,9,3,3,10,132,0,0,0,0,9,11,18,7,3,0,0,20,23,8,9,107,0,0,0,0,0,5,3,0,0,0,0,0,0,5,3,12,0,0,0,7,3,3,0,0,0,0,0,0,0,0,0,20,3,0,0,12,26,20,15,7,0,0,3,3,0,4,0,90,0,3,3,3,0,0,0,0,0,0,0,0,0,0,0,12,0,4,4,0,0,3,0,3,4,0,0,0,0,0,0,23,0,0,7,15,46,45,70,53,22,11,10,7,7,0,7,295,0,0,0,0,0,0,0,5,0,0,4,0,0,0,0,8,0,0,0,0,9,14,3,8,4,6,10,15,3,9,0,80,22,135,116,27,27,9,4,4,0,0,3,0,0,0,12,370,0,0,0,3,11,3,11,5,3,4,0,4,6,3,0,49
POA3163,7,15,3,4,0,0,5,147,0,46,55,24,10,3,4,9,0,10,0,7,5,5,5,188,0,0,0,9,6,13,43,26,4,10,13,10,9,9,6,173,0,0,0,0,7,27,56,74,21,12,15,23,18,11,3,268,0,0,0,4,4,4,3,0,0,0,0,0,0,0,0,20,0,0,3,11,55,53,66,76,11,24,23,12,29,13,8,387,0,10,3,3,3,0,0,0,0,0,0,0,0,0,0,17,0,12,14,3,4,5,3,3,0,0,0,3,0,0,0,51,0,0,3,38,63,58,80,65,20,21,15,4,12,11,14,408,0,0,0,0,0,3,5,13,4,3,7,11,7,3,0,54,0,0,0,3,26,42,23,43,7,22,10,13,20,9,3,219,3,26,34,12,48,18,13,5,0,0,4,0,0,0,5,170,0,0,3,7,8,13,25,28,5,5,0,10,10,5,0,127
POA3165,0,8,0,7,0,0,0,88,4,101,148,62,10,3,3,6,0,0,0,0,0,0,10,351,0,3,0,3,5,7,26,16,0,5,0,7,0,0,0,82,0,0,0,0,3,3,45,38,9,3,15,8,10,0,0,131,0,6,4,12,20,4,3,0,0,3,0,0,0,0,0,55,0,3,0,9,23,44,38,29,6,9,0,5,16,5,6,193,0,8,3,3,0,0,3,0,0,0,0,0,0,0,0,17,0,5,8,7,3,0,6,3,0,0,4,3,0,0,0,49,4,4,8,27,49,35,84,64,19,24,11,7,8,5,15,357,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,10,0,0,0,0,15,39,20,17,3,3,9,3,4,10,4,130,0,15,25,8,53,29,9,3,0,0,0,0,0,0,3,147,0,0,4,10,7,9,32,7,5,0,3,5,0,0,8,84
POA3166,3,4,0,0,3,0,3,70,0,78,246,156,23,13,3,9,0,9,15,9,4,0,19,569,0,0,0,0,4,15,39,15,3,4,0,6,5,7,3,92,0,0,0,0,7,13,60,104,12,12,26,14,9,4,13,277,0,0,0,5,4,3,0,5,0,0,0,0,0,0,0,20,0,0,0,6,21,46,62,74,12,15,9,16,12,18,8,305,0,4,8,0,0,0,0,0,0,0,0,0,0,0,0,14,0,6,6,0,3,3,0,0,0,0,0,0,0,0,0,19,0,0,5,16,53,48,59,45,10,9,8,5,7,0,3,272,0,0,0,3,0,10,4,21,0,6,0,4,3,0,3,59,0,0,3,0,22,32,16,17,4,8,11,11,8,0,8,150,0,5,8,12,31,16,10,10,0,0,3,0,0,0,3,92,0,0,0,3,3,10,42,12,0,4,14,3,8,0,3,110
POA3167,0,0,4,6,0,0,0,35,0,37,85,46,4,3,0,0,0,0,0,3,3,0,5,185,0,0,0,0,0,3,18,10,0,0,0,0,3,0,0,37,0,0,0,0,0,4,15,27,0,4,6,4,3,0,0,62,0,0,3,9,15,0,0,0,0,0,0,0,0,0,0,28,0,0,0,0,19,13,15,8,0,6,3,7,0,0,0,65,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,6,0,8,3,0,3,0,0,0,0,0,0,0,0,0,0,11,0,0,0,10,16,7,31,9,7,3,6,0,0,0,0,94,0,0,0,0,3,3,11,0,0,3,5,3,3,0,0,34,0,0,0,3,20,43,15,17,0,0,6,3,0,0,4,122,0,5,9,7,9,9,9,0,0,0,0,0,0,3,0,47,0,0,0,0,0,3,0,7,0,0,0,0,0,0,0,11
POA3168,0,0,0,0,0,3,3,30,3,50,157,67,9,0,0,3,0,3,0,4,9,4,20,337,0,3,0,3,0,3,22,11,8,0,0,3,13,6,3,79,0,0,0,0,3,9,44,71,18,15,18,24,27,29,3,251,0,0,0,3,0,3,0,0,0,0,0,0,0,3,0,14,0,0,0,15,34,65,89,79,40,33,61,68,121,93,27,727,0,4,4,0,0,0,0,0,0,0,0,0,0,0,0,10,0,9,7,0,0,0,3,0,0,0,0,0,0,0,0,15,0,0,4,6,19,22,34,10,10,9,5,3,8,6,0,149,0,0,0,0,0,3,10,20,5,16,9,22,30,18,0,135,0,0,0,3,10,27,36,40,19,19,10,11,18,16,7,208,0,6,9,3,12,7,0,0,0,0,0,3,7,0,0,47,0,0,0,0,3,13,27,25,17,31,19,17,28,34,5,216
POA3169,3,0,0,0,0,0,0,25,0,48,163,100,18,3,10,9,0,0,10,3,3,0,19,377,0,0,0,0,0,3,15,9,3,3,0,6,0,0,4,53,0,0,0,0,0,4,25,53,3,16,8,6,14,0,0,134,0,0,0,21,32,15,12,11,0,0,0,0,0,0,3,87,0,0,0,9,21,36,31,33,5,5,3,3,14,13,5,191,0,3,3,3,3,0,0,0,0,0,0,0,0,0,3,19,0,3,10,3,4,0,0,0,0,0,0,0,0,0,0,23,0,0,3,5,22,36,79,27,8,10,11,3,5,3,9,220,0,0,0,3,4,3,23,14,8,13,19,19,17,6,9,141,0,0,0,11,57,113,57,56,14,23,23,14,16,17,15,408,0,3,3,10,22,11,12,12,0,0,0,0,6,0,3,80,0,0,0,4,0,6,10,14,3,0,0,0,0,3,0,41
POA3170,0,0,0,0,0,0,0,29,0,48,202,92,11,4,3,9,0,0,0,0,0,0,19,394,0,0,0,0,5,4,13,11,0,0,0,4,0,0,3,36,0,0,0,0,4,3,27,16,6,0,4,3,0,0,7,79,0,0,3,17,18,9,4,0,0,0,0,0,0,0,0,51,0,0,5,24,59,97,113,130,13,13,9,19,18,19,11,528,0,13,11,0,0,0,0,0,0,0,0,0,0,0,0,25,0,12,13,0,4,0,0,0,0,0,0,0,0,0,0,35,0,0,7,8,30,20,53,29,3,13,8,15,7,3,10,209,0,0,0,4,0,6,10,20,3,9,6,8,6,5,0,83,0,0,0,0,18,49,33,27,3,14,0,3,7,0,5,158,0,5,11,9,38,35,0,5,0,0,0,0,0,0,4,109,0,0,0,3,3,14,19,24,3,10,4,0,0,4,3,97
POA3171,0,0,0,0,0,0,0,8,0,42,140,55,8,0,4,0,0,0,0,0,0,0,13,261,0,0,0,0,0,0,3,4,0,0,0,0,0,3,3,29,0,0,0,0,0,3,36,66,12,16,7,13,12,9,8,185,0,0,0,3,3,4,0,0,0,0,0,0,0,0,0,12,0,0,0,3,19,31,18,31,18,28,61,28,82,41,28,395,0,33,36,9,3,0,0,0,0,0,0,0,0,0,3,85,0,12,13,3,0,0,0,0,0,0,0,0,0,0,0,22,0,0,0,9,9,35,79,28,13,11,12,14,5,3,11,219,0,0,0,0,8,4,29,35,15,23,24,43,28,19,6,242,0,0,0,5,15,60,28,42,8,19,27,15,17,9,3,246,0,4,9,12,13,4,3,3,0,0,0,0,0,0,0,52,0,0,0,0,3,5,13,12,0,0,6,8,3,0,0,49
POA3172,0,0,0,0,0,0,0,52,0,29,71,58,7,4,3,0,0,0,0,0,0,0,8,180,0,0,0,3,0,4,6,0,0,0,0,0,0,0,3,21,0,0,0,0,0,0,11,9,6,0,3,0,0,0,0,22,0,0,0,13,20,8,5,3,0,3,0,0,0,0,0,51,0,0,0,7,22,25,20,16,6,11,0,5,11,3,4,137,0,19,13,3,3,0,0,0,0,0,0,0,0,0,0,42,0,17,20,6,0,0,0,0,0,0,0,0,0,0,0,50,0,3,0,12,31,51,80,33,10,12,9,3,7,5,7,263,0,0,0,5,0,0,4,9,4,3,15,0,10,3,3,54,0,0,0,0,20,53,18,49,3,10,5,9,9,0,3,185,0,0,10,5,17,9,3,0,0,3,0,0,0,0,0,41,0,0,3,0,6,7,10,3,0,0,0,0,0,0,0,36
POA3173,3,0,0,0,0,0,3,36,0,42,96,56,16,6,6,3,0,0,3,0,0,0,6,226,0,0,0,0,3,0,12,5,0,0,3,0,0,0,0,26,0,0,0,0,0,0,8,16,7,0,0,0,0,0,4,39,0,0,0,16,20,16,13,0,0,0,0,0,0,0,0,62,0,0,0,7,32,60,53,57,4,10,7,7,18,9,5,270,0,18,14,7,3,0,0,0,0,0,0,0,0,0,0,48,0,17,19,0,7,0,0,0,5,0,0,0,0,0,0,47,0,0,4,4,33,54,126,95,12,24,30,19,13,6,18,453,0,0,0,0,9,6,10,22,3,3,0,0,10,3,3,69,0,0,0,4,29,127,107,44,12,9,4,11,14,5,14,379,0,0,8,8,36,27,3,0,0,0,0,0,0,0,3,83,0,0,0,7,4,10,25,14,0,8,10,0,0,0,0,87
POA3174,0,4,0,0,4,3,0,50,6,90,201,107,10,3,7,6,0,0,7,3,0,0,23,461,0,0,0,3,0,12,8,14,0,5,0,0,3,0,0,46,0,0,0,0,4,0,16,34,6,4,3,6,8,0,0,76,0,0,0,28,24,26,16,17,0,3,0,3,0,0,4,115,0,0,0,8,25,58,44,43,5,34,38,18,35,33,17,357,0,24,29,9,3,0,0,0,0,0,0,0,0,0,0,66,0,34,35,4,3,3,0,0,0,0,0,0,0,0,3,83,0,4,6,16,62,97,159,119,14,32,23,23,29,10,30,607,0,0,0,0,17,26,49,99,38,42,47,36,60,30,17,465,0,0,0,0,52,142,98,130,17,22,51,42,34,3,16,613,0,9,16,28,54,57,17,5,0,0,0,0,0,0,5,196,0,0,0,0,4,11,10,8,0,0,0,3,3,3,0,52
POA3175,3,0,0,0,8,0,0,70,5,134,306,190,17,5,5,6,0,4,3,0,7,7,36,725,0,0,0,0,0,4,12,3,0,0,0,0,0,0,0,23,0,0,0,0,0,4,25,13,4,7,4,3,0,0,0,50,0,0,5,74,89,79,58,27,8,10,8,5,9,9,9,388,0,0,0,3,30,51,55,43,16,18,27,25,20,4,7,306,0,20,16,12,0,3,0,0,0,0,0,0,0,0,8,54,0,91,79,10,5,3,3,3,0,0,0,0,0,0,3,201,0,0,3,36,85,131,213,98,41,54,38,39,18,10,33,814,0,0,0,0,0,14,75,229,100,234,274,136,120,60,31,1283,0,0,0,3,63,149,93,169,18,38,49,35,44,35,22,721,0,26,19,25,99,119,28,7,0,0,0,0,0,0,22,346,0,0,0,3,7,27,26,12,0,0,0,0,0,0,3,85
POA3177,0,0,0,0,0,0,0,12,0,3,12,8,5,3,0,0,0,0,0,0,0,0,0,36,0,0,0,3,0,0,4,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,7,15,6,9,0,0,0,0,3,0,0,0,38,0,0,0,0,5,12,17,9,0,5,3,0,0,0,0,50,0,3,8,3,0,0,0,0,0,0,0,0,0,0,3,20,0,26,28,0,4,0,0,0,0,0,0,0,0,3,0,62,0,0,4,6,23,31,58,38,5,24,25,9,8,9,7,254,0,0,0,0,0,3,10,42,30,46,35,40,20,8,9,246,0,0,0,0,7,39,60,23,8,7,12,9,17,9,9,204,0,3,0,7,25,27,9,3,0,0,0,0,0,0,0,75,0,0,0,0,0,12,3,0,0,0,0,0,0,0,0,15
POA3178,0,7,0,3,0,0,7,71,3,44,134,111,21,3,4,3,0,0,0,0,0,0,7,336,0,0,0,4,0,3,10,0,4,0,0,0,0,0,3,30,0,0,0,0,5,12,16,48,5,6,8,0,0,3,3,100,0,0,0,23,27,27,4,9,3,0,0,0,0,0,0,94,0,0,8,24,78,298,143,127,23,5,16,8,9,18,15,769,0,15,14,9,10,0,0,0,0,0,0,0,0,0,0,49,0,34,51,11,7,5,0,0,0,0,0,0,0,0,4,123,0,3,3,20,53,80,109,36,27,20,15,15,0,4,10,397,0,0,0,3,4,11,9,7,0,3,0,5,0,0,4,47,0,0,0,11,54,124,47,41,5,5,7,8,3,0,9,317,0,3,7,17,62,68,9,3,0,0,0,0,0,0,0,162,0,0,3,8,10,48,62,25,9,6,3,0,3,0,0,179
POA3179,0,4,0,0,0,0,0,18,0,6,12,10,3,0,0,0,0,0,0,0,0,0,0,39,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,5,0,0,0,0,0,0,12,6,0,0,0,0,0,0,0,19,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,8,0,0,0,0,15,42,42,76,3,3,5,8,0,0,0,207,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,5,0,3,5,3,3,0,0,0,0,0,0,0,0,0,0,15,0,0,0,4,15,17,35,23,0,9,3,3,0,0,3,113,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,3,0,0,0,0,4,13,13,3,0,5,4,10,0,0,5,54,0,0,0,0,3,8,0,0,0,0,0,0,0,0,0,13,0,0,0,0,3,6,9,21,0,0,0,0,3,0,0,46
POA3180,0,0,0,0,0,0,0,23,0,3,15,3,0,0,0,0,0,0,0,0,0,0,0,33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,12,0,0,0,3,0,3,0,32,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,6,0,0,0,3,18,32,36,48,14,9,7,0,3,3,7,183,0,3,5,0,0,0,0,0,0,0,0,0,0,0,0,8,0,26,17,5,5,0,0,0,0,0,0,0,0,0,3,54,0,0,4,4,12,11,20,8,4,3,3,0,3,0,5,86,0,0,0,0,0,5,4,0,0,0,0,7,0,0,0,11,0,0,0,0,9,30,15,15,3,0,4,4,0,0,8,93,0,0,0,3,9,5,4,0,0,0,0,0,0,0,0,17,0,0,0,0,3,3,6,33,3,0,3,6,0,0,0,52
