POA_CODE_2016,P_AdvDi_Di_AdvDi_AsDe_Mng,P_AdvDi_Di_AdvDi_AsDe_Pro,P_AdvDi_Di_AdvDi_AsDe_TTW,P_AdvDi_Di_AdvDi_AsDe_CPS,P_AdvDi_Di_AdvDi_AsDe_CA,P_AdvDi_Di_AdvDi_AsDe_Sal,P_AdvDi_Di_AdvDi_AsDe_MOD,P_AdvDi_Di_AdvDi_AsDe_Lab,P_AdvDi_Di_AdvDi_AsDe_IDNS,P_AdvDi_Di_AdvDi_AsDe_Tot,P_AdvDi_Di_Dip_Mng,P_AdvDi_Di_Dip_Pro,P_AdvDi_Di_Dip_TTW,P_AdvDi_Di_Dip_CPS,P_AdvDi_Di_Dip_CA,P_AdvDi_Di_Dip_Sal,P_AdvDi_Di_Dip_MOD,P_AdvDi_Di_Dip_Lab,P_AdvDi_Di_Dip_IDNS,P_AdvDi_Di_Dip_Tot,P_Cert_CertIII_IV_Mng,P_Cert_CertIII_IV_Pro,P_Cert_CertIII_IV_TTW,P_Cert_CertIII_IV_CPS,P_Cert_CertIII_IV_CA,P_Cert_CertIII_IV_Sal,P_Cert_CertIII_IV_MOD,P_Cert_CertIII_IV_Lab,P_Cert_CertIII_IV_IDNS,P_Cert_CertIII_IV_Tot,P_Cert_CertI_II_Mng,P_Cert_CertI_II_Pro,P_Cert_CertI_II_TTW,P_Cert_CertI_II_CPS,P_Cert_CertI_II_CA,P_Cert_CertI_II_Sal,P_Cert_CertI_II_MOD,P_Cert_CertI_II_Lab,P_Cert_CertI_II_IDNS,P_Cert_CertI_II_Tot,P_Cert_Cert_nfd_Mng,P_Cert_Cert_nfd_Pro,P_Cert_Cert_nfd_TTW,P_Cert_Cert_nfd_CPS,P_Cert_Cert_nfd_CA,P_Cert_Cert_nfd_Sal,P_Cert_Cert_nfd_MOD,P_Cert_Cert_nfd_Lab,P_Cert_Cert_nfd_IDNS,P_Cert_Cert_nfd_Tot,P_LE_ID_Mng,P_LE_ID_Pro,P_LE_ID_TTW,P_LE_ID_CPS,P_LE_ID_CA,P_LE_ID_Sal,P_LE_ID_MOD,P_LE_ID_Lab,P_LE_ID_IDNS,P_LE_ID_Tot,P_LE_NS_Mng,P_LE_NS_Pro,P_LE_NS_TTW,P_LE_NS_CPS,P_LE_NS_CA,P_LE_NS_Sal,P_LE_NS_MOD,P_LE_NS_Lab,P_LE_NS_IDNS,P_LE_NS_Tot,P_Tot_Mng,P_Tot_Pro,P_Tot_TTW,P_Tot_CPS,P_Tot_CA,P_Tot_Sal,P_Tot_MOD,P_Tot_Lab,P_Tot_IDNS,P_Tot_Tot
POA3489,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,3,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,6,3,4,0,0,0,0,3,0,19
POA3490,4,4,0,7,0,0,0,0,0,13,9,3,3,5,0,0,0,0,0,22,29,8,38,12,7,6,19,9,0,132,3,0,0,0,0,0,0,0,0,11,7,0,3,0,0,0,3,3,0,15,0,0,0,0,0,0,0,0,0,3,11,7,0,3,0,0,3,0,0,22,68,61,47,41,23,8,28,23,0,295
POA3491,4,0,0,0,0,0,0,0,0,4,4,0,0,0,0,0,0,0,0,6,6,0,0,3,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,0,0,3,3,0,0,0,0,24
POA3494,3,0,0,0,0,0,0,0,0,9,12,0,0,0,0,0,0,6,0,21,21,4,12,0,0,0,6,12,4,63,3,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,12,46,10,10,10,6,4,10,28,3,133
POA3496,19,33,11,10,5,3,0,8,0,91,25,28,10,27,24,4,0,8,6,139,123,33,211,89,44,37,63,89,15,707,6,0,0,4,8,9,4,9,0,54,14,0,4,10,11,3,3,11,0,61,0,0,5,0,0,0,0,7,0,14,14,4,14,6,11,9,13,16,11,105,245,287,262,173,123,80,93,165,36,1472
POA3498,20,22,4,23,16,5,6,3,0,95,18,21,15,30,18,8,4,8,0,128,98,24,259,78,75,50,49,55,12,700,0,3,0,6,16,14,3,4,0,43,0,0,10,9,16,7,6,7,0,52,3,4,0,0,0,0,0,3,0,13,8,9,10,18,12,14,7,9,10,84,211,328,308,190,175,105,77,81,31,1497
POA3500,64,155,39,99,48,27,10,24,7,466,138,158,82,272,143,56,12,44,15,918,329,151,1038,440,345,262,194,313,51,3126,14,12,10,46,33,57,16,34,3,223,26,17,18,64,43,36,28,36,0,265,5,16,7,6,10,7,4,16,3,75,34,37,36,40,33,46,40,65,38,382,913,2185,1273,1171,784,539,322,617,131,7937
POA3501,10,17,3,8,6,0,0,0,3,45,8,7,3,13,11,3,0,3,0,59,53,7,97,23,14,19,17,18,4,260,6,0,0,0,3,0,0,0,0,14,3,0,3,3,10,5,0,0,0,26,0,0,0,0,3,0,0,0,0,10,7,0,9,0,3,0,3,3,0,26,113,153,125,55,62,40,26,31,10,608
POA3505,15,17,0,17,5,5,0,3,0,67,19,25,8,37,19,6,3,5,7,129,81,18,190,66,61,28,49,53,4,559,3,0,0,10,10,10,8,3,0,40,9,10,5,14,7,8,0,8,0,64,0,0,4,0,0,0,0,0,0,10,6,7,3,8,10,7,7,4,7,61,174,230,223,167,136,61,69,87,15,1159
POA3506,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4
POA3507,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,9,0,0,0,7,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,10,3,0,5,6,0,0,0,0,31
POA3509,3,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,11,0,3,0,0,0,0,0,0,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,0,0,0,0,0,0,0,9,21,11,3,10,0,3,0,0,0,46
POA3512,0,3,0,0,0,0,0,0,0,5,0,0,0,0,3,0,0,0,0,3,17,0,5,4,3,3,3,3,0,36,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,24,20,4,6,8,6,3,7,0,83
POA3515,8,6,0,3,0,3,0,0,0,20,7,11,10,22,9,3,0,0,0,61,29,20,118,39,26,17,29,26,5,304,0,0,0,3,3,0,0,3,0,18,4,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,4,9,0,0,4,3,7,3,6,0,29,78,142,140,79,54,35,36,47,7,615
POA3516,8,3,0,0,0,0,0,0,0,16,5,0,0,3,3,0,0,0,0,14,24,0,21,7,6,3,8,9,3,85,0,0,0,0,0,0,0,0,0,4,3,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,4,0,3,0,0,0,3,0,0,3,9,52,27,22,18,17,13,8,11,7,175
POA3517,3,3,0,3,0,0,0,0,0,14,8,0,3,11,4,0,0,4,0,33,29,6,39,23,16,3,12,27,4,154,0,0,0,0,3,3,0,4,0,6,0,0,0,4,0,0,0,3,0,7,0,0,0,0,0,0,0,0,0,4,5,0,0,0,0,4,0,4,0,14,63,41,46,48,25,11,15,34,6,284
POA3518,9,0,3,3,5,0,0,0,0,17,8,0,0,10,0,0,0,0,0,21,36,6,20,8,5,0,12,13,0,96,0,0,0,0,0,0,0,3,0,10,5,0,0,3,0,0,0,4,0,10,0,0,0,0,0,0,0,0,0,6,0,3,3,3,0,0,0,9,4,20,66,36,24,31,19,5,17,28,3,231
POA3520,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,4,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,4,0,10
POA3521,4,0,0,0,3,0,0,3,0,17,0,3,0,3,0,0,0,0,0,9,7,3,46,6,13,3,13,10,0,104,0,0,0,0,3,0,0,0,0,7,0,0,0,0,5,0,0,0,0,8,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,3,0,9,24,24,53,17,23,7,17,23,4,190
POA3522,3,0,0,3,0,0,0,0,0,4,3,0,0,0,0,0,0,0,0,7,9,3,8,4,4,0,3,5,0,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,26,17,16,11,8,3,3,4,0,90
POA3523,12,15,5,7,13,4,0,3,0,50,13,11,9,11,8,3,0,5,0,66,44,10,122,46,25,21,48,41,4,353,0,0,0,4,0,4,0,3,0,21,7,0,0,3,3,0,5,3,0,22,0,4,0,0,0,3,0,0,0,9,11,3,3,3,3,0,5,11,6,43,109,138,149,81,62,44,58,66,15,733
POA3525,9,14,0,3,7,0,0,0,0,28,7,3,0,3,0,3,0,0,0,21,38,6,35,10,9,6,13,15,3,140,0,0,0,0,3,0,0,0,0,9,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,3,0,3,3,3,0,3,0,3,5,0,0,26,81,71,40,30,26,19,17,26,9,313
POA3527,3,4,0,3,0,0,0,0,0,12,3,0,0,0,0,0,0,0,0,8,15,0,22,8,4,6,4,8,0,73,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,7,41,30,24,17,12,10,8,14,3,154
POA3529,0,3,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,3,6,0,3,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,9,3,0,6,0,0,0,0,27
POA3530,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,4,6,0,5,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,12,5,0,0,0,4,0,3,28
POA3531,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,5,13,0,4,0,0,0,0,3,0,18,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26,14,4,4,0,0,0,3,0,52
POA3533,0,0,0,0,0,0,0,0,0,3,0,0,0,3,3,0,0,0,0,10,20,0,20,13,3,11,3,11,0,77,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,5,0,0,4,3,0,3,0,0,12,37,40,24,21,13,7,7,12,0,152
POA3537,5,10,0,0,0,0,0,0,0,13,8,4,0,4,3,3,0,0,0,17,31,4,20,11,0,0,7,13,3,86,3,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,3,4,0,0,3,0,0,3,3,0,22,73,50,19,24,12,8,12,15,3,232
POA3540,0,0,0,0,0,0,0,0,0,3,0,0,3,0,3,0,0,0,0,9,9,0,0,5,0,0,0,9,0,25,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,13,3,5,4,3,0,11,0,54
POA3542,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,3,3,0,3,0,0,0,3,3,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,3,4,3,0,3,5,0,27
POA3544,3,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,5,17,0,7,0,4,0,3,0,0,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,7,28,12,7,4,8,0,3,3,0,63
POA3546,0,3,0,3,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,8,17,0,6,8,0,0,0,4,0,48,0,0,0,0,0,0,0,0,0,4,3,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,11,43,25,5,15,4,0,3,9,0,108
POA3549,5,5,0,10,0,0,0,7,0,35,16,4,5,21,6,3,3,6,3,73,39,10,57,16,17,11,23,37,8,231,0,0,3,3,3,0,0,0,0,11,4,0,0,7,0,3,3,6,0,21,3,0,0,0,0,0,0,3,0,5,9,9,0,0,0,3,4,18,12,52,96,107,74,66,46,30,41,83,17,570
POA3550,91,206,71,128,100,39,6,29,7,676,137,216,121,301,170,83,22,59,16,1108,372,177,1354,631,375,297,225,358,48,3835,20,15,27,37,40,45,17,51,0,254,29,21,33,71,60,51,26,50,4,350,14,33,9,21,14,6,5,18,0,122,35,37,27,48,28,55,32,58,33,361,1321,4038,1773,1586,1186,724,351,738,143,11859
POA3551,108,197,61,116,91,37,22,20,4,653,157,165,77,230,155,53,21,35,6,894,479,170,1452,436,452,206,277,299,35,3808,18,5,12,18,45,20,8,15,4,153,41,16,28,67,52,30,24,35,0,290,9,19,9,8,19,4,6,3,3,80,38,41,52,48,38,33,21,28,24,314,1333,2807,1775,1139,1157,468,408,494,97,9689
POA3555,44,64,21,52,47,10,3,17,7,272,57,77,52,160,80,40,11,44,9,524,201,91,785,349,192,153,165,269,24,2225,7,7,9,13,17,29,9,39,3,129,8,9,9,36,27,22,11,32,7,154,9,10,3,3,8,3,7,11,3,53,18,22,26,15,9,15,11,28,16,170,498,1228,965,749,517,332,226,487,69,5065
POA3556,15,39,13,47,26,5,0,0,3,155,36,36,33,91,52,23,3,20,5,297,118,58,566,222,133,116,120,197,19,1548,9,3,6,20,16,17,10,14,0,92,15,8,10,26,18,10,11,21,0,129,0,4,0,0,3,3,0,8,0,19,11,13,16,21,15,10,18,31,10,129,267,619,669,490,319,201,170,308,49,3091
POA3557,6,3,0,0,0,0,0,4,0,20,3,0,6,3,6,0,0,3,0,15,22,4,36,14,14,3,6,8,3,109,0,0,0,0,3,0,0,4,0,7,3,0,0,0,5,0,0,0,0,6,0,3,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,13,44,41,47,18,32,6,8,22,6,235
POA3558,4,3,0,3,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,9,36,3,30,4,10,0,13,9,0,100,0,0,0,0,0,0,0,5,0,11,0,0,0,0,3,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,10,55,33,33,18,23,9,18,16,0,206
POA3559,5,3,0,5,0,3,0,0,0,19,3,0,0,0,5,0,0,0,0,8,21,0,10,11,8,0,0,4,3,62,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,3,3,0,14,53,27,9,13,15,3,7,15,7,154
POA3561,24,15,7,17,11,3,0,0,0,84,22,12,4,22,6,0,0,3,0,75,116,9,135,56,39,28,47,64,7,495,7,3,0,4,4,4,3,6,0,29,4,0,6,6,0,5,0,3,0,36,0,0,0,0,0,0,0,6,0,5,18,9,11,11,3,3,4,12,3,69,229,187,171,128,84,52,58,95,18,1019
POA3562,5,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,3,13,0,11,3,3,3,6,3,3,46,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,5,14,7,10,4,6,3,5,76
POA3563,4,3,0,3,0,0,0,4,0,9,4,0,0,9,0,0,0,0,0,17,22,0,32,14,6,7,18,27,0,127,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,3,0,0,0,8,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,8,46,25,37,26,12,9,22,39,0,210
POA3564,42,64,23,45,22,18,6,7,4,236,67,83,45,135,57,24,4,16,7,437,237,52,733,268,132,151,146,236,25,1977,6,4,9,17,11,15,4,16,0,92,18,6,7,27,20,18,4,16,0,119,3,8,7,4,0,4,0,10,0,36,16,23,15,22,18,22,18,40,20,206,586,1001,881,624,351,289,197,349,60,4327
POA3565,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,4,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,13,10,0,0,0,0,0,6,0,31
POA3566,0,3,0,0,0,0,0,0,0,9,5,0,0,3,3,0,0,0,0,12,21,0,19,7,0,3,0,4,0,52,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,5,0,0,0,0,0,0,0,0,7,34,21,19,17,11,4,0,8,0,105
POA3567,3,0,0,0,4,0,0,0,0,11,4,3,0,0,0,0,0,0,0,10,20,3,19,3,3,8,3,4,0,59,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,7,0,15,50,21,23,10,7,8,10,10,0,131
POA3568,15,13,4,6,3,0,0,0,0,42,10,8,3,18,13,0,0,3,0,65,91,8,96,25,22,12,26,43,3,331,3,0,3,0,3,0,3,0,0,15,3,0,0,3,4,0,3,3,0,18,0,5,0,0,0,0,0,0,0,3,15,3,11,6,0,3,5,7,0,45,169,141,122,69,54,27,40,60,8,682
POA3570,3,0,3,0,3,0,0,0,0,9,4,3,0,0,4,0,0,3,0,17,19,0,26,12,8,3,9,14,4,102,0,0,0,0,0,3,0,0,0,12,3,0,0,3,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,3,0,8,45,31,37,22,17,7,13,23,5,197
POA3571,3,0,0,0,0,0,3,0,0,7,5,0,0,0,0,0,0,0,0,6,19,0,11,0,0,3,4,7,0,42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34,12,7,4,7,4,4,9,0,80
POA3572,4,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,5,0,3,10,0,0,0,0,0,0,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,5,25,7,0,0,0,3,0,3,0,45
POA3573,3,0,3,0,0,0,0,0,0,7,0,0,0,0,4,0,0,0,0,10,23,0,7,3,3,0,0,7,0,36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,3,0,8,33,6,10,3,4,0,0,16,0,75
POA3575,12,0,0,0,0,0,0,0,0,11,7,3,0,3,4,0,0,3,0,21,31,0,12,11,3,3,6,19,0,92,3,0,0,3,0,0,0,0,0,10,3,0,0,0,3,0,0,3,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,80,38,14,17,15,7,12,29,3,209
POA3576,6,0,0,0,0,0,0,0,0,8,0,0,0,0,3,0,0,0,0,3,8,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,3,0,0,0,0,23
POA3579,28,20,9,7,10,6,3,3,0,82,31,21,10,24,16,8,0,6,0,118,145,23,178,73,42,35,43,79,6,626,4,0,3,3,9,3,3,7,0,44,9,0,0,15,10,9,0,11,0,53,0,0,0,3,0,3,0,3,0,12,29,10,6,10,14,12,5,27,5,112,296,260,218,151,127,74,59,146,14,1346
POA3580,0,0,0,0,0,0,0,0,0,6,3,0,0,8,3,3,0,0,0,19,16,9,33,16,5,13,8,7,3,105,0,0,0,0,0,0,0,4,0,6,0,0,0,6,0,3,0,0,0,13,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,3,13,26,33,38,29,16,19,16,16,6,203
POA3581,0,0,0,0,0,0,0,0,0,0,0,0,3,0,4,0,0,0,0,7,5,0,3,0,0,0,3,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,12,6,3,0,6,0,3,0,3,37
POA3583,0,0,0,0,0,0,0,0,0,0,6,0,3,0,3,0,0,0,0,12,6,0,11,3,6,0,0,3,0,29,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,7,13,4,11,3,3,3,0,54
POA3584,7,3,0,7,0,0,0,0,0,22,6,3,0,9,0,0,3,0,0,27,20,5,45,15,9,9,13,17,0,119,3,0,3,3,0,0,0,0,0,9,0,0,0,6,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,3,4,7,3,0,0,3,0,0,0,20,47,56,51,42,22,18,16,23,6,270
POA3585,33,57,13,32,20,7,8,3,0,171,39,59,23,69,36,30,4,22,5,289,193,52,441,132,119,70,77,124,22,1226,9,3,3,10,13,14,3,8,0,70,7,13,6,15,18,18,6,12,3,91,3,4,0,0,4,0,0,4,0,31,18,12,6,13,10,16,11,24,15,125,410,736,518,342,260,170,109,218,47,2808
POA3586,3,6,0,3,3,0,0,3,0,16,3,3,3,0,3,0,0,0,0,18,26,0,42,10,8,6,6,15,3,119,0,0,0,0,0,0,0,3,0,8,4,0,3,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,7,0,0,3,0,4,0,3,0,22,49,39,45,24,25,16,6,22,5,231
POA3588,0,0,0,0,0,0,0,0,0,4,0,0,0,0,3,0,0,0,0,7,12,7,19,7,4,3,3,6,0,57,0,0,3,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,10,11,9,18,20,8,5,3,9,0,87
POA3589,0,0,0,0,0,0,0,0,0,3,7,0,0,0,0,0,0,0,0,13,12,0,9,7,5,3,3,5,0,40,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,3,0,0,0,0,0,11,23,17,9,7,3,3,5,5,0,82
POA3590,0,0,3,0,0,3,0,0,0,8,6,0,0,0,3,0,0,0,0,7,7,3,16,0,3,6,0,3,0,38,0,0,0,0,0,4,0,0,0,3,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,7,16,19,24,10,14,12,3,8,0,104
POA3591,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,4,8,0,6,0,0,3,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,15,8,3,3,5,0,0,3,44
POA3594,0,3,0,0,0,0,0,0,0,8,0,3,0,0,0,0,0,0,0,11,8,3,10,9,3,0,0,3,0,44,0,0,0,0,0,0,0,0,0,3,0,0,0,4,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,3,0,3,3,0,0,0,3,0,0,11,10,17,17,20,9,0,6,8,0,94
POA3595,0,3,0,0,0,0,0,0,0,5,3,0,0,0,0,0,0,3,0,11,12,0,14,14,8,3,0,7,0,62,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,0,3,24,15,20,16,11,11,5,15,0,109
POA3596,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,3,0,0,3,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,3,3,0,4,0,3,0,0,4,0,16
POA3597,7,0,0,0,0,0,0,0,0,5,5,0,0,0,3,0,3,0,0,12,13,0,13,8,0,0,5,9,0,46,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,8,0,8,0,0,0,0,0,0,0,0,0,0,4,0,3,0,0,0,0,4,0,12,31,13,18,10,7,3,9,19,0,110
POA3599,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,3,8,0,3,0,0,4,0,0,0,14,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,3,0,3,4,0,3,0,27
POA3607,3,0,0,0,0,0,0,0,0,4,0,0,0,3,3,0,0,0,0,4,3,0,4,0,0,0,4,3,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,5,4,5,7,0,4,3,0,42
POA3608,18,5,7,6,9,3,0,4,0,52,17,10,0,24,8,0,0,9,0,74,48,8,91,26,30,11,16,37,3,269,3,0,0,0,0,3,0,4,0,16,0,5,0,3,5,0,0,7,0,21,0,0,0,0,3,0,0,0,0,7,5,3,4,4,0,3,0,4,6,30,128,112,121,78,55,17,24,68,13,617
POA3610,13,6,0,5,9,0,0,0,0,33,9,6,4,14,3,6,0,0,0,42,34,7,42,21,17,5,13,22,3,161,0,0,0,0,0,4,0,0,0,6,7,0,0,0,0,4,4,0,0,12,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,4,0,0,13,69,72,52,43,37,20,22,36,8,357
POA3612,3,10,0,3,3,0,0,0,0,22,6,10,0,13,3,0,0,3,0,38,31,7,47,21,10,9,20,21,3,162,0,0,0,0,3,0,4,0,0,7,0,0,3,5,0,3,0,0,0,12,3,0,0,0,0,0,0,0,0,4,6,3,4,0,0,0,0,8,0,28,71,70,61,48,25,11,30,34,7,354
POA3614,6,0,3,3,4,0,0,0,0,14,8,4,0,12,3,0,0,0,0,31,25,10,48,8,10,3,12,14,0,126,0,0,3,0,3,0,0,0,0,5,0,0,0,3,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,3,0,3,0,17,53,80,64,25,30,15,13,16,0,302
POA3616,15,24,7,11,8,3,3,3,0,80,24,28,21,47,30,6,0,13,0,179,79,29,185,56,53,34,43,87,15,569,8,0,4,3,7,3,3,11,0,41,8,8,3,9,14,4,4,8,0,47,0,0,0,0,3,0,0,5,0,12,8,7,7,3,6,6,7,17,9,66,207,316,245,154,153,74,57,153,24,1386
