POA_CODE_2016,P_AdvDi_Di_AdvDi_AsDe_Mng,P_AdvDi_Di_AdvDi_AsDe_Pro,P_AdvDi_Di_AdvDi_AsDe_TTW,P_AdvDi_Di_AdvDi_AsDe_CPS,P_AdvDi_Di_AdvDi_AsDe_CA,P_AdvDi_Di_AdvDi_AsDe_Sal,P_AdvDi_Di_AdvDi_AsDe_MOD,P_AdvDi_Di_AdvDi_AsDe_Lab,P_AdvDi_Di_AdvDi_AsDe_IDNS,P_AdvDi_Di_AdvDi_AsDe_Tot,P_AdvDi_Di_Dip_Mng,P_AdvDi_Di_Dip_Pro,P_AdvDi_Di_Dip_TTW,P_AdvDi_Di_Dip_CPS,P_AdvDi_Di_Dip_CA,P_AdvDi_Di_Dip_Sal,P_AdvDi_Di_Dip_MOD,P_AdvDi_Di_Dip_Lab,P_AdvDi_Di_Dip_IDNS,P_AdvDi_Di_Dip_Tot,P_Cert_CertIII_IV_Mng,P_Cert_CertIII_IV_Pro,P_Cert_CertIII_IV_TTW,P_Cert_CertIII_IV_CPS,P_Cert_CertIII_IV_CA,P_Cert_CertIII_IV_Sal,P_Cert_CertIII_IV_MOD,P_Cert_CertIII_IV_Lab,P_Cert_CertIII_IV_IDNS,P_Cert_CertIII_IV_Tot,P_Cert_CertI_II_Mng,P_Cert_CertI_II_Pro,P_Cert_CertI_II_TTW,P_Cert_CertI_II_CPS,P_Cert_CertI_II_CA,P_Cert_CertI_II_Sal,P_Cert_CertI_II_MOD,P_Cert_CertI_II_Lab,P_Cert_CertI_II_IDNS,P_Cert_CertI_II_Tot,P_Cert_Cert_nfd_Mng,P_Cert_Cert_nfd_Pro,P_Cert_Cert_nfd_TTW,P_Cert_Cert_nfd_CPS,P_Cert_Cert_nfd_CA,P_Cert_Cert_nfd_Sal,P_Cert_Cert_nfd_MOD,P_Cert_Cert_nfd_Lab,P_Cert_Cert_nfd_IDNS,P_Cert_Cert_nfd_Tot,P_LE_ID_Mng,P_LE_ID_Pro,P_LE_ID_TTW,P_LE_ID_CPS,P_LE_ID_CA,P_LE_ID_Sal,P_LE_ID_MOD,P_LE_ID_Lab,P_LE_ID_IDNS,P_LE_ID_Tot,P_LE_NS_Mng,P_LE_NS_Pro,P_LE_NS_TTW,P_LE_NS_CPS,P_LE_NS_CA,P_LE_NS_Sal,P_LE_NS_MOD,P_LE_NS_Lab,P_LE_NS_IDNS,P_LE_NS_Tot,P_Tot_Mng,P_Tot_Pro,P_Tot_TTW,P_Tot_CPS,P_Tot_CA,P_Tot_Sal,P_Tot_MOD,P_Tot_Lab,P_Tot_IDNS,P_Tot_Tot
POA3074,31,37,54,41,43,27,35,23,3,293,32,36,77,122,79,58,37,34,7,477,75,41,478,190,110,76,128,132,22,1254,3,3,3,14,20,16,9,16,0,83,10,7,19,38,18,15,18,29,0,157,4,7,9,4,9,6,11,10,0,54,13,23,33,29,11,21,30,46,26,229,317,764,786,608,490,337,360,417,91,4170
POA3075,34,42,68,38,75,19,32,28,3,341,42,52,121,126,93,64,52,50,3,594,96,43,529,189,119,93,127,167,26,1397,9,7,16,9,22,9,8,11,0,92,10,11,27,27,28,14,13,25,6,165,7,9,12,4,13,0,14,15,6,91,9,16,29,28,28,17,28,36,21,205,382,911,928,609,604,356,372,462,101,4731
POA3076,74,107,104,95,94,55,73,59,12,675,100,124,135,289,165,100,81,75,14,1089,170,73,932,369,274,167,272,279,41,2587,11,6,10,24,52,27,19,27,4,179,24,15,25,60,64,38,38,31,4,299,15,23,25,14,17,18,15,18,3,146,21,35,48,64,40,34,48,51,44,375,781,1853,1464,1296,1204,671,725,711,161,8872
POA3078,45,78,31,33,43,20,3,6,0,270,56,70,55,53,59,19,4,16,6,341,79,42,209,70,61,46,24,43,8,575,0,0,0,8,6,9,4,0,0,26,12,8,9,11,12,10,0,10,0,77,10,18,6,0,7,0,0,0,0,40,9,15,7,4,6,10,0,0,11,62,885,2337,400,378,535,254,61,122,69,5044
POA3079,70,122,34,41,68,32,4,8,0,378,69,95,38,44,84,33,3,11,3,382,87,53,248,89,69,66,20,40,6,677,6,0,5,8,17,5,3,3,0,48,19,14,10,18,32,24,0,11,0,127,12,26,4,9,11,9,0,0,4,69,10,33,12,13,10,13,3,4,14,117,1164,3065,478,417,731,350,56,122,78,6466
POA3081,27,64,31,52,50,17,6,23,4,268,49,49,48,87,63,20,11,25,8,371,47,35,339,160,78,42,76,81,19,866,3,3,6,12,12,7,0,3,0,49,8,8,9,20,5,3,9,7,0,74,3,10,8,3,5,3,3,3,4,44,8,15,19,8,3,5,10,11,6,84,385,1382,563,509,470,205,155,232,67,3970
POA3082,83,158,101,101,107,64,30,40,4,690,137,120,126,238,197,100,31,42,20,1011,220,124,1158,378,295,197,216,217,39,2840,6,11,13,28,47,17,14,16,0,158,31,20,28,60,69,27,31,32,4,306,7,16,13,13,17,11,5,8,3,114,29,39,50,43,45,36,32,44,29,350,929,2267,1658,1144,1241,666,449,528,137,9018
POA3083,111,120,76,97,132,57,35,31,6,669,115,137,133,207,147,94,38,66,15,955,190,84,760,309,220,136,134,187,36,2064,10,6,16,16,21,17,3,9,0,112,22,12,21,32,70,29,13,25,6,236,17,23,23,19,22,11,11,10,4,142,25,35,33,38,32,23,12,27,31,256,1101,2677,1269,1120,1192,750,364,650,154,9283
POA3084,95,166,48,70,111,46,10,17,3,574,109,140,67,104,123,49,16,32,3,645,167,85,524,159,161,90,42,97,12,1337,9,8,3,19,17,12,0,10,0,74,27,18,20,34,44,20,10,11,6,177,7,28,7,7,10,5,0,5,3,79,21,41,18,20,26,12,4,8,18,169,1457,4132,869,704,1149,482,130,279,112,9315
POA3085,65,83,41,50,60,26,9,13,3,350,77,99,65,73,92,47,4,13,8,472,124,64,450,150,110,49,41,57,6,1053,6,5,13,14,15,9,0,3,0,56,7,11,11,22,19,7,7,6,0,96,3,15,3,9,7,3,6,3,0,51,9,16,6,6,14,11,3,15,14,96,765,1847,698,478,609,256,105,142,61,4959
POA3086,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,3,0,11,0,0,0,14,5,5,0,3,0,33,0,0,0,3,0,4,0,0,0,7,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,16,3,29,10,21,3,13,0,104
POA3087,47,51,25,32,34,16,6,3,3,214,53,58,36,60,77,27,8,10,4,337,69,32,387,124,79,55,56,68,14,881,3,0,4,4,7,3,3,7,0,36,5,7,5,12,19,10,3,7,0,69,7,3,3,0,8,4,0,0,0,30,5,13,6,12,8,11,3,8,12,61,386,994,519,332,387,181,89,136,40,3057
POA3088,119,182,68,119,159,59,12,19,0,733,142,199,107,191,169,75,25,31,17,948,268,134,1119,259,276,149,111,161,30,2503,4,6,4,27,37,14,9,6,0,111,23,26,18,50,80,18,13,25,4,263,6,23,11,10,13,11,0,0,0,89,27,32,29,30,31,21,15,18,22,234,1358,3331,1533,990,1197,508,214,332,121,9585
POA3089,63,93,30,55,71,24,3,9,3,356,76,74,36,118,90,30,10,9,9,460,168,61,673,170,146,72,63,87,10,1449,7,3,4,3,13,7,0,0,0,50,13,7,13,36,23,15,5,7,3,118,6,10,0,3,13,0,0,3,0,43,11,14,4,14,13,11,4,4,12,91,647,1322,836,519,563,230,96,144,55,4417
POA3090,8,24,3,9,16,7,0,0,3,70,20,19,8,8,15,5,0,0,0,82,54,15,118,11,27,22,11,9,3,273,0,0,0,0,3,0,0,0,0,9,0,3,4,3,3,0,0,3,0,19,3,3,0,0,0,0,0,0,0,8,0,3,3,3,9,3,0,4,0,20,159,243,143,56,118,49,23,18,12,825
POA3091,4,14,5,5,7,0,0,0,0,40,14,4,13,11,7,3,4,0,0,56,37,3,96,16,17,7,11,14,6,198,3,0,0,0,3,0,0,0,0,6,6,0,0,0,7,3,0,0,0,13,0,0,0,0,0,0,0,0,0,7,0,4,4,3,3,3,0,0,3,23,114,127,121,51,58,17,22,16,11,540
POA3093,20,34,8,12,14,7,0,4,3,98,19,18,15,29,26,6,0,0,3,121,58,16,125,29,31,20,8,14,0,300,0,0,3,3,3,0,0,0,0,12,9,3,0,3,12,3,0,0,0,34,0,3,0,0,3,0,0,0,0,12,4,5,5,6,8,8,0,0,4,38,262,498,179,114,178,74,13,30,19,1370
POA3094,45,83,20,38,43,15,0,7,6,252,52,58,38,69,47,28,4,8,5,308,100,42,391,107,84,31,42,54,15,862,3,3,3,11,12,3,0,4,0,38,9,6,7,19,15,9,3,7,0,80,3,10,3,8,8,0,0,3,0,31,12,7,6,10,18,3,0,3,0,63,507,1242,542,377,405,138,55,105,38,3412
POA3095,169,246,74,113,133,56,18,22,8,839,178,198,115,161,178,68,15,28,9,937,311,153,1000,245,261,146,88,134,23,2367,14,10,11,15,34,18,3,3,0,112,46,30,18,60,59,30,9,18,0,276,19,31,5,4,20,8,0,6,3,91,24,34,25,27,33,19,5,11,10,202,1920,3936,1408,958,1264,534,166,283,113,10577
POA3096,11,10,6,10,3,7,3,0,0,60,13,17,4,21,12,3,0,0,0,64,21,12,119,27,22,11,4,9,3,235,0,0,0,3,3,0,0,3,0,12,3,0,0,4,3,0,0,0,0,17,0,0,0,3,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,11,91,195,145,90,68,23,12,16,7,647
POA3097,8,11,3,11,12,5,0,3,0,42,9,12,10,5,8,3,0,0,0,44,26,3,57,6,12,0,9,11,0,114,0,0,0,0,0,0,0,0,0,5,0,3,0,0,0,0,0,0,4,7,0,0,0,0,0,0,0,0,0,3,3,0,5,0,5,0,0,0,0,11,112,159,80,43,60,16,10,13,9,503
POA3099,25,55,15,26,14,8,0,0,3,143,33,31,24,29,29,9,3,11,3,170,76,36,299,62,41,21,39,45,9,637,0,0,0,4,8,0,0,3,0,21,3,5,3,16,11,4,0,4,0,45,3,3,0,0,0,0,0,3,0,11,11,6,12,5,7,4,3,3,3,52,266,595,381,200,184,72,52,84,28,1854
POA3101,122,166,33,57,83,40,6,8,3,527,112,97,43,92,104,53,9,20,8,518,161,70,260,91,92,64,22,37,11,798,6,8,0,7,10,14,4,0,0,47,25,22,7,20,31,17,6,8,4,133,18,51,7,6,11,3,0,3,9,118,22,51,7,10,25,16,0,8,21,162,1944,4630,531,561,1051,527,72,174,161,9651
POA3102,35,37,15,13,27,13,0,7,0,153,32,23,10,31,27,17,0,7,0,147,49,16,79,34,27,16,0,17,0,240,3,3,4,0,5,3,0,4,0,22,9,0,0,11,8,13,0,0,3,41,5,7,0,3,5,4,0,0,0,26,5,4,3,3,4,0,0,8,0,34,513,1135,155,170,287,140,19,49,21,2489
POA3103,86,104,25,39,67,41,5,10,0,368,66,61,25,40,57,38,4,12,12,312,69,33,143,57,59,42,12,19,14,448,3,3,0,6,7,5,0,3,0,29,12,11,3,7,21,10,0,3,4,74,15,25,10,3,13,8,3,0,0,76,8,33,10,6,14,3,0,4,13,102,1013,2347,327,325,643,358,49,102,101,5269
POA3104,74,135,37,37,85,46,13,16,3,450,78,84,50,67,101,48,11,14,4,454,123,49,216,77,76,70,11,34,9,670,9,0,5,10,14,9,0,3,0,51,26,16,5,25,33,16,5,7,5,138,18,37,8,8,13,11,0,3,3,103,20,30,12,13,15,12,3,5,21,130,1335,3036,477,459,850,466,78,163,109,6968
POA3105,45,60,25,21,52,27,4,11,0,250,57,58,22,47,61,29,0,4,3,283,62,40,229,58,45,43,28,47,8,562,4,3,6,11,10,4,0,5,3,41,12,3,3,16,18,11,10,8,3,69,11,15,3,3,8,10,3,0,0,47,14,21,8,7,15,6,7,7,6,95,577,1204,373,277,441,259,68,129,57,3382
POA3106,77,106,33,39,61,34,4,17,5,370,82,74,37,56,82,44,10,14,6,403,152,37,323,91,76,61,23,54,8,829,4,3,6,6,10,3,3,5,0,45,27,10,10,16,42,11,0,9,0,121,16,28,9,8,20,9,0,3,0,89,25,35,8,19,24,16,7,0,9,151,1110,1996,555,372,710,386,78,129,73,5411
POA3107,62,77,33,40,56,30,6,16,3,332,61,69,54,58,70,45,4,15,0,379,106,48,246,76,68,63,33,56,9,697,3,3,3,10,5,12,0,3,0,39,17,10,11,21,27,13,5,9,3,107,3,11,12,0,11,9,0,7,0,53,10,22,11,15,16,14,4,5,11,114,758,1632,484,363,533,341,74,155,64,4408
POA3108,67,105,61,54,61,44,7,25,8,431,90,83,72,98,74,70,19,31,4,548,103,48,309,119,90,86,31,89,19,892,5,0,3,10,16,4,0,3,0,46,29,12,9,22,37,27,6,15,0,162,7,28,6,12,15,13,3,6,0,91,24,23,16,17,9,13,9,8,32,157,1031,2385,672,574,838,569,136,268,132,6603
POA3109,118,161,76,90,117,64,11,16,3,669,118,109,99,129,136,65,19,32,5,707,131,88,474,172,138,119,61,104,19,1308,11,3,7,8,20,10,3,6,0,75,27,20,20,36,52,15,6,20,3,204,26,30,6,17,21,8,6,3,0,114,23,34,15,13,30,22,14,16,16,185,1414,3356,939,788,1252,637,189,319,136,9021
POA3111,61,91,27,24,58,31,4,10,7,316,64,54,31,56,71,33,3,19,4,327,102,53,258,80,68,59,29,41,9,694,4,0,4,3,16,4,0,4,0,35,30,13,7,14,24,17,0,3,4,101,3,17,0,6,5,5,0,3,0,43,12,19,10,7,22,9,0,7,8,86,760,1546,409,308,546,291,68,111,62,4101
POA3113,67,77,28,41,50,17,3,3,3,286,56,56,27,38,43,21,3,16,3,268,130,38,293,76,59,32,20,33,3,693,3,0,3,0,9,4,3,3,0,33,8,10,3,6,21,5,0,0,0,60,4,10,3,0,7,4,0,0,0,23,10,17,5,12,13,9,0,8,6,81,674,1192,424,281,328,164,33,79,47,3205
POA3114,19,32,7,17,16,7,0,0,0,104,24,19,11,12,18,8,0,0,3,100,51,16,125,17,36,10,9,19,0,285,0,0,0,0,3,5,0,4,0,11,6,9,0,5,8,8,0,6,0,41,0,3,0,0,3,3,0,0,0,19,4,5,0,8,3,3,0,0,9,34,314,505,166,86,154,79,14,43,24,1380
POA3115,23,31,11,8,22,11,0,3,0,103,27,32,13,26,23,11,0,0,5,129,86,17,195,36,36,12,24,32,3,433,0,3,3,3,7,0,0,0,0,22,8,3,3,0,11,10,0,0,0,38,0,0,3,3,4,0,0,0,0,9,6,4,3,3,3,7,3,0,3,32,280,383,244,117,169,73,30,40,12,1342
POA3116,38,61,24,41,43,23,6,7,0,247,74,49,38,96,89,35,6,13,0,405,148,57,564,138,132,87,59,99,13,1289,3,3,9,9,23,10,0,3,0,62,8,13,5,16,24,20,3,8,0,90,7,9,4,0,3,4,0,3,0,32,5,16,9,10,7,13,3,12,5,86,457,751,693,390,431,225,102,172,26,3246
POA3121,154,206,58,96,94,84,6,25,3,720,176,220,115,177,181,105,18,42,10,1042,198,135,606,202,177,129,44,101,18,1609,10,6,10,20,14,11,3,5,0,87,33,31,24,32,39,38,12,12,4,222,14,55,11,10,9,14,0,6,3,121,30,44,9,23,19,12,5,17,30,194,2793,6882,1080,1064,1550,928,144,340,187,14968
POA3122,110,131,46,69,74,49,8,11,5,504,91,114,57,94,112,92,7,34,7,603,109,75,250,124,96,81,15,52,17,814,9,5,3,7,13,12,0,3,0,56,21,12,13,25,36,20,9,6,0,132,14,39,5,11,11,5,0,4,3,91,16,33,8,15,18,19,3,4,14,138,1789,4974,614,750,1189,649,79,297,140,10492
POA3123,64,76,31,41,41,28,4,8,6,294,87,60,44,58,74,30,8,20,7,388,68,38,167,55,64,55,18,16,6,488,7,9,3,7,6,11,0,0,0,40,13,16,11,8,18,12,5,0,0,81,15,24,3,7,10,5,0,0,0,65,20,13,6,3,10,7,3,3,11,74,1163,2968,369,396,695,365,61,124,84,6226
POA3124,107,134,28,39,89,48,6,19,13,482,84,104,42,57,115,48,3,19,3,479,109,60,206,93,70,64,18,38,13,661,9,0,3,11,13,0,0,7,0,41,21,17,12,34,27,12,3,3,0,124,19,39,0,10,16,8,0,5,3,103,22,30,8,15,20,6,3,8,16,124,1705,3906,431,484,956,487,49,161,120,8306
POA3125,46,73,21,25,41,19,3,16,4,261,56,47,44,85,69,45,9,44,3,408,64,32,182,70,49,50,21,46,5,512,6,4,3,6,7,6,0,3,0,42,18,11,0,16,18,15,3,8,3,87,3,9,9,9,6,3,0,4,0,45,9,16,7,13,7,4,0,8,16,77,711,1679,391,427,536,351,76,240,70,4486
POA3126,41,54,12,17,34,18,0,3,0,187,42,33,15,19,25,12,0,3,7,146,32,12,48,25,25,18,7,9,0,175,9,0,0,0,4,0,0,3,0,16,8,8,0,3,9,3,0,0,0,27,11,11,3,3,3,5,0,0,0,38,8,10,0,0,12,4,3,0,4,46,681,1397,122,135,322,163,18,32,44,2920
POA3127,91,146,18,39,62,38,3,9,4,419,88,84,36,66,74,52,5,17,3,424,96,51,209,73,79,61,9,27,9,624,8,5,3,7,13,9,3,3,0,49,18,22,10,17,22,10,0,3,3,109,19,34,11,3,15,0,0,0,3,83,13,23,4,10,8,10,3,0,5,78,1514,3468,421,427,843,390,54,138,87,7334
POA3128,59,102,65,54,72,33,11,25,4,420,70,96,96,120,88,65,11,28,7,584,85,45,285,111,85,63,29,59,17,786,3,6,6,5,12,4,0,5,0,49,6,9,15,17,21,25,3,6,3,107,8,17,11,10,5,8,3,8,5,71,8,11,18,16,7,12,4,15,12,102,943,2564,705,629,828,494,109,286,114,6675
POA3129,68,111,40,57,67,28,15,22,6,413,68,80,75,87,88,50,7,16,6,486,94,49,303,127,80,56,37,57,13,817,8,3,0,8,14,7,0,10,0,46,14,19,7,14,31,18,5,8,0,105,6,25,6,5,11,10,0,3,3,73,7,17,12,4,18,16,3,9,7,98,881,2539,588,543,767,386,113,187,80,6086
POA3130,125,193,78,82,113,61,30,23,7,713,153,163,119,171,166,84,29,44,14,946,208,115,601,169,178,125,76,113,26,1599,9,3,17,16,28,17,7,9,0,98,27,24,26,36,49,16,8,14,0,201,18,41,6,8,10,8,4,3,3,108,22,41,23,31,23,20,5,23,25,216,1855,4568,1158,887,1389,630,203,342,151,11180
POA3131,68,139,52,66,94,37,14,24,3,508,100,131,107,134,135,69,29,43,6,754,142,68,479,182,137,92,71,101,16,1283,9,12,7,15,20,13,4,3,4,79,19,15,8,24,33,17,5,10,0,137,12,17,12,11,8,8,4,3,3,76,11,20,14,20,15,7,6,6,15,124,1096,2849,906,732,1029,494,196,317,93,7724
POA3132,66,121,40,58,61,30,8,13,7,399,82,127,67,97,100,49,16,21,5,559,124,61,401,141,122,65,47,78,14,1056,0,3,7,12,9,4,4,7,0,50,6,15,9,22,23,14,3,8,0,110,11,19,4,7,14,5,0,0,0,58,6,21,8,15,12,9,3,6,15,94,850,2492,687,578,766,353,112,194,70,6105
POA3133,84,147,70,57,85,43,10,32,14,541,103,131,62,116,114,64,20,37,3,641,170,69,439,161,128,72,60,90,14,1204,0,3,4,7,11,8,3,9,0,64,15,14,19,32,37,15,6,11,0,156,10,35,9,6,16,3,0,7,0,86,10,29,10,12,18,13,9,7,10,125,1070,2791,807,641,1007,466,158,274,93,7303
POA3134,142,239,83,137,149,69,15,41,15,884,191,216,155,229,192,98,36,43,9,1170,369,150,1161,357,307,201,101,219,32,2900,15,4,10,21,35,22,9,14,0,132,37,40,32,53,73,32,13,30,4,318,18,30,13,16,27,5,3,4,3,114,20,45,17,39,21,15,14,22,30,228,1771,3772,1691,1221,1503,702,239,487,155,11549
POA3135,92,147,67,72,90,42,14,19,8,543,97,141,80,134,126,61,14,20,4,679,195,106,650,209,193,107,88,133,17,1695,11,3,7,18,15,19,11,7,3,97,18,28,17,40,28,19,4,12,0,172,4,13,7,8,11,3,0,3,0,60,16,18,26,16,18,17,6,19,10,148,1027,2549,1002,736,865,412,167,261,76,7093
POA3136,175,288,135,185,190,80,24,40,8,1117,246,282,198,354,284,144,33,50,19,1605,476,249,1881,580,518,276,239,325,59,4608,20,16,23,35,53,34,16,26,0,226,46,33,44,92,101,48,16,27,4,407,11,43,20,10,14,10,6,5,3,126,37,47,45,51,56,43,19,43,36,381,1921,4469,2597,1712,1946,920,420,635,177,14780
POA3137,48,70,33,69,56,13,7,15,3,314,78,98,49,121,108,36,20,12,4,536,188,80,836,218,189,118,112,142,21,1898,8,3,9,8,28,8,13,12,0,82,15,7,13,30,37,14,11,13,0,140,4,7,3,4,5,3,4,3,0,37,12,10,20,23,16,16,13,21,7,134,540,984,1002,577,561,249,178,245,49,4372
POA3138,87,130,64,99,89,36,14,18,7,540,123,129,97,218,163,57,19,39,8,848,313,117,1253,322,271,166,153,236,41,2879,5,8,13,22,20,17,14,14,0,112,17,8,23,48,42,17,15,12,0,191,7,13,11,10,13,10,4,4,0,68,21,29,23,40,21,18,19,27,20,210,891,1733,1573,936,894,438,255,397,96,7221
POA3139,41,67,28,47,46,21,4,18,6,273,81,73,49,146,95,31,16,19,10,526,238,53,986,221,153,109,164,199,36,2163,9,3,8,20,25,19,4,17,0,104,12,12,27,25,24,23,13,17,3,153,5,9,13,5,8,0,4,3,0,52,23,16,33,38,16,13,14,31,20,201,567,751,1191,595,473,246,221,331,77,4451
POA3140,71,79,40,68,75,31,9,8,4,393,92,93,69,150,105,55,7,40,3,610,259,76,917,248,218,133,146,180,30,2213,14,3,10,11,25,13,4,10,0,93,16,10,17,32,34,17,11,15,0,152,3,16,3,4,13,6,7,0,0,47,24,13,26,27,25,13,3,11,5,152,706,1108,1139,669,663,340,213,306,54,5197
POA3141,117,176,43,57,87,55,3,7,6,561,144,192,70,112,132,76,8,14,9,749,165,106,317,127,135,109,17,43,13,1025,14,12,3,16,9,8,0,5,0,59,23,27,14,26,26,16,7,9,0,155,30,51,7,17,20,7,0,3,5,139,33,43,15,22,14,20,3,10,19,171,2318,6055,698,749,1313,824,68,204,179,12411
POA3142,86,104,32,23,48,33,0,8,9,337,66,63,20,38,49,44,0,9,3,296,81,36,103,41,51,41,10,22,4,385,3,6,0,4,5,4,0,0,0,28,19,6,3,11,25,11,0,0,0,67,16,34,3,0,4,11,0,3,3,77,21,33,7,8,11,11,0,3,17,108,1128,2332,256,243,577,379,17,77,130,5142
POA3143,47,69,15,23,36,28,3,3,3,233,35,50,33,40,47,35,0,6,3,257,51,22,87,35,41,32,7,17,4,296,3,5,0,0,7,9,0,0,0,31,7,10,0,10,16,15,0,8,5,66,12,22,3,3,3,0,0,0,0,49,6,16,4,12,4,3,0,9,4,67,772,1767,224,264,479,321,22,92,69,4005
POA3144,48,73,10,23,38,43,3,0,0,243,43,66,35,24,38,41,4,0,0,253,48,21,74,37,38,22,9,12,0,267,4,0,7,0,9,3,0,0,0,22,13,10,5,6,15,10,3,4,0,79,6,15,4,0,6,0,0,0,0,41,9,27,3,6,4,6,3,4,0,68,908,2055,193,213,457,299,36,63,46,4269
POA3145,111,153,44,50,103,47,5,13,4,531,99,108,62,85,91,65,3,28,10,553,119,60,296,104,90,88,33,58,11,851,11,6,3,4,6,15,0,5,0,51,28,23,13,28,33,24,3,8,0,162,17,32,9,3,15,10,0,0,4,79,14,37,14,12,17,11,4,9,23,141,1633,3920,586,570,998,540,90,217,134,8677
POA3146,148,179,45,62,114,51,7,16,3,628,114,130,71,85,148,67,8,26,8,657,152,95,303,92,97,66,13,49,20,893,12,5,7,13,10,11,0,3,0,54,20,25,3,22,45,18,0,8,3,147,17,24,4,6,19,4,7,0,0,95,22,47,17,9,31,7,0,7,18,159,2198,4838,640,581,1236,572,80,217,146,10502
POA3147,59,81,40,42,48,29,5,8,7,318,56,97,37,73,65,25,12,13,3,390,99,38,209,75,56,43,27,42,3,597,4,0,3,9,3,3,0,7,0,28,10,9,5,18,22,17,0,10,0,101,11,21,6,4,11,4,0,3,0,57,5,21,0,14,10,4,4,4,9,64,997,2231,432,390,604,293,65,149,78,5239
POA3148,38,39,27,20,42,14,7,11,0,199,37,47,40,52,59,32,7,15,5,292,54,25,186,71,44,28,31,31,4,477,6,0,5,3,8,5,0,0,0,28,8,6,0,11,12,10,3,6,0,52,11,13,5,4,5,5,0,3,0,47,5,8,8,3,10,10,3,6,12,61,452,1118,374,276,422,239,89,130,48,3139
POA3149,130,182,85,100,130,58,18,41,8,753,157,147,116,165,175,72,19,51,10,916,161,79,537,171,163,92,79,123,22,1434,10,10,9,17,21,15,3,7,0,89,26,21,15,28,54,27,9,17,4,203,22,43,3,4,12,12,3,11,3,119,32,54,19,21,24,17,10,21,33,234,1847,4643,1110,868,1492,704,221,462,186,11549
POA3150,242,313,151,164,224,109,34,93,17,1359,245,230,176,267,299,144,50,82,11,1508,280,162,832,326,259,155,129,185,36,2378,17,12,11,27,40,29,5,19,4,163,51,34,35,58,75,44,13,31,10,348,51,102,29,19,50,33,9,16,3,306,50,82,27,35,51,23,23,30,44,372,3081,7625,1850,1494,2562,1241,404,748,320,19338
POA3151,25,51,21,30,30,22,6,16,3,208,34,47,42,56,48,33,6,33,3,303,39,27,182,64,41,35,13,44,16,477,4,0,4,7,6,4,0,6,0,34,10,6,11,14,7,5,3,3,0,66,5,12,4,0,3,5,0,4,0,29,8,10,7,6,15,3,3,4,5,66,418,1128,374,306,445,225,69,189,51,3207
POA3152,133,236,92,95,144,55,19,37,16,833,177,166,128,229,205,87,26,42,15,1078,275,124,905,290,273,177,157,152,39,2386,10,13,20,30,37,15,10,13,8,145,28,23,28,45,76,43,15,19,0,267,22,30,10,10,33,15,0,9,0,128,28,33,26,17,33,27,14,22,25,236,1612,3752,1458,1043,1568,778,310,401,172,11098
POA3153,61,87,80,77,79,35,18,31,5,473,101,133,104,187,148,61,30,35,8,804,157,118,988,287,216,128,155,180,32,2254,10,5,10,10,23,20,6,7,0,92,16,16,19,42,47,27,10,20,0,193,3,9,12,9,11,9,6,18,0,81,11,17,25,25,25,13,22,30,25,185,665,1738,1386,869,876,437,290,387,91,6735
POA3154,23,24,10,32,21,10,0,6,0,117,32,31,13,23,43,22,8,8,0,174,59,30,264,64,49,22,27,42,11,571,3,3,0,3,3,7,0,3,0,19,3,5,3,8,7,4,3,5,0,43,0,0,3,0,3,0,3,0,0,13,8,12,3,8,0,0,4,4,9,44,200,374,322,169,189,86,50,77,26,1489
POA3155,74,117,83,79,84,40,14,22,5,512,108,121,117,221,154,76,25,48,14,876,214,107,1056,296,279,154,169,228,26,2525,9,4,16,16,37,17,9,15,0,132,14,19,20,61,46,21,9,25,3,215,10,23,12,14,15,3,3,9,0,94,13,26,32,26,26,24,18,27,15,214,776,1804,1491,929,951,456,285,451,95,7246
POA3156,167,239,91,116,158,81,26,36,9,928,214,228,174,326,287,125,36,51,14,1453,497,206,1884,503,429,239,290,331,58,4452,17,13,18,33,30,26,5,26,4,174,36,39,28,72,76,37,17,29,5,349,23,30,16,11,21,9,3,4,3,121,27,44,31,48,53,31,26,38,43,332,1730,3363,2446,1407,1633,784,472,632,178,12646
POA3158,31,54,17,30,33,14,9,5,3,201,42,51,40,50,48,22,5,14,0,269,89,59,335,93,76,54,37,57,9,808,0,0,4,8,8,0,4,4,0,27,5,9,3,16,17,4,7,3,0,65,3,4,5,3,3,0,0,3,3,19,9,7,9,10,7,5,8,3,3,52,334,831,444,280,284,131,68,100,29,2505
POA3159,13,23,13,13,13,0,0,3,0,76,14,17,16,30,24,11,4,0,0,112,38,24,121,30,24,17,18,28,4,295,3,3,0,0,0,4,0,8,0,17,0,4,0,3,7,4,3,0,0,21,0,3,0,3,0,0,0,0,0,9,3,3,6,3,8,0,3,0,10,32,141,314,166,111,103,53,38,49,18,982
POA3160,47,99,24,42,47,7,5,9,0,280,49,74,47,73,67,18,4,17,0,355,125,68,445,134,102,66,38,77,8,1072,0,4,3,13,9,5,0,6,0,41,14,14,10,24,15,5,3,3,0,91,4,6,7,0,6,3,0,0,0,28,4,4,19,9,10,7,10,13,16,86,497,1111,607,387,373,143,77,151,34,3375
