POA_CODE_2016,F_Mauritius_0_4,F_Mauritius_5_14,F_Mauritius_15_24,F_Mauritius_25_44,F_Mauritius_45_54,F_Mauritius_55_64,F_Mauritius_65_74,F_Mauritius_75_84,F_Mauritius_85ov,F_Mauritius_Tot,F_Myanmar_0_4,F_Myanmar_5_14,F_Myanmar_15_24,F_Myanmar_25_44,F_Myanmar_45_54,F_Myanmar_55_64,F_Myanmar_65_74,F_Myanmar_75_84,F_Myanmar_85ov,F_Myanmar_Tot,F_Nepal_0_4,F_Nepal_5_14,F_Nepal_15_24,F_Nepal_25_44,F_Nepal_45_54,F_Nepal_55_64,F_Nepal_65_74,F_Nepal_75_84,F_Nepal_85ov,F_Nepal_Tot,F_Netherlands_0_4,F_Netherlands_5_14,F_Netherlands_15_24,F_Netherlands_25_44,F_Netherlands_45_54,F_Netherlands_55_64,F_Netherlands_65_74,F_Netherlands_75_84,F_Netherlands_85ov,F_Netherlands_Tot,F_New_Zealand_0_4,F_New_Zealand_5_14,F_New_Zealand_15_24,F_New_Zealand_25_44,F_New_Zealand_45_54,F_New_Zealand_55_64,F_New_Zealand_65_74,F_New_Zealand_75_84,F_New_Zealand_85ov,F_New_Zealand_Tot,F_Nthern_Ireland_0_4,F_Nthern_Ireland_5_14,F_Nthern_Ireland_15_24,F_Nthern_Ireland_25_44,F_Nthern_Ireland_45_54,F_Nthern_Ireland_55_64,F_Nthern_Ireland_65_74,F_Nthern_Ireland_75_84,F_Nthern_Ireland_85ov,F_Nthern_Ireland_Tot,F_Pakistan_0_4,F_Pakistan_5_14,F_Pakistan_15_24,F_Pakistan_25_44,F_Pakistan_45_54,F_Pakistan_55_64,F_Pakistan_65_74,F_Pakistan_75_84,F_Pakistan_85ov,F_Pakistan_Tot,F_PNG_0_4,F_PNG_5_14,F_PNG_15_24,F_PNG_25_44,F_PNG_45_54,F_PNG_55_64,F_PNG_65_74,F_PNG_75_84,F_PNG_85ov,F_PNG_Tot,F_Philippines_0_4,F_Philippines_5_14,F_Philippines_15_24,F_Philippines_25_44,F_Philippines_45_54,F_Philippines_55_64,F_Philippines_65_74,F_Philippines_75_84,F_Philippines_85ov,F_Philippines_Tot,F_Poland_0_4,F_Poland_5_14,F_Poland_15_24,F_Poland_25_44,F_Poland_45_54,F_Poland_55_64,F_Poland_65_74,F_Poland_75_84,F_Poland_85ov,F_Poland_Tot,F_Scotland_0_4,F_Scotland_5_14,F_Scotland_15_24,F_Scotland_25_44,F_Scotland_45_54,F_Scotland_55_64,F_Scotland_65_74,F_Scotland_75_84,F_Scotland_85ov,F_Scotland_Tot,F_Singapore_0_4,F_Singapore_5_14,F_Singapore_15_24,F_Singapore_25_44,F_Singapore_45_54,F_Singapore_55_64,F_Singapore_65_74,F_Singapore_75_84,F_Singapore_85ov,F_Singapore_Tot,F_South_Africa_0_4,F_South_Africa_5_14,F_South_Africa_15_24,F_South_Africa_25_44,F_South_Africa_45_54,F_South_Africa_55_64,F_South_Africa_65_74,F_South_Africa_75_84,F_South_Africa_85ov,F_South_Africa_Tot,F_SE_Europe_nfd_0_4,F_SE_Europe_nfd_5_14,F_SE_Europe_nfd_15_24,F_SE_Europe_nfd_25_44,F_SE_Europe_nfd_45_54,F_SE_Europe_nfd_55_64,F_SE_Europe_nfd_65_74,F_SE_Europe_nfd_75_84,F_SE_Europe_nfd_85ov,F_SE_Europe_nfd_Tot,F_Sri_Lanka_0_4,F_Sri_Lanka_5_14,F_Sri_Lanka_15_24,F_Sri_Lanka_25_44,F_Sri_Lanka_45_54,F_Sri_Lanka_55_64,F_Sri_Lanka_65_74,F_Sri_Lanka_75_84,F_Sri_Lanka_85ov,F_Sri_Lanka_Tot,F_Taiwan_0_4,F_Taiwan_5_14,F_Taiwan_15_24,F_Taiwan_25_44,F_Taiwan_45_54,F_Taiwan_55_64,F_Taiwan_65_74,F_Taiwan_75_84,F_Taiwan_85ov,F_Taiwan_Tot,F_Thailand_0_4,F_Thailand_5_14,F_Thailand_15_24,F_Thailand_25_44,F_Thailand_45_54,F_Thailand_55_64,F_Thailand_65_74,F_Thailand_75_84,F_Thailand_85ov,F_Thailand_Tot,F_FYROM_0_4,F_FYROM_5_14,F_FYROM_15_24,F_FYROM_25_44,F_FYROM_45_54,F_FYROM_55_64,F_FYROM_65_74,F_FYROM_75_84,F_FYROM_85ov,F_FYROM_Tot,F_Turkey_0_4,F_Turkey_5_14,F_Turkey_15_24,F_Turkey_25_44,F_Turkey_45_54,F_Turkey_55_64,F_Turkey_65_74,F_Turkey_75_84,F_Turkey_85ov,F_Turkey_Tot,F_USA_0_4,F_USA_5_14,F_USA_15_24,F_USA_25_44,F_USA_45_54,F_USA_55_64,F_USA_65_74,F_USA_75_84,F_USA_85ov,F_USA_Tot
POA3182,0,0,0,11,4,3,0,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,4,9,0,0,0,0,0,21,0,0,0,20,3,3,3,0,0,30,0,3,54,266,49,47,10,0,0,431,0,0,3,16,4,3,0,0,0,27,0,0,0,5,0,0,0,0,0,12,0,0,0,8,0,0,0,0,0,6,0,0,3,62,8,6,4,0,0,84,0,0,0,22,4,19,17,9,7,68,0,0,3,34,15,0,5,0,0,52,0,0,9,22,3,3,0,0,0,38,0,0,3,46,10,3,3,0,0,63,0,0,0,3,0,3,7,0,0,15,0,0,3,23,0,0,0,0,0,32,0,0,3,18,0,0,0,0,0,23,0,0,4,34,9,0,0,0,0,48,0,0,0,3,0,0,0,0,0,3,0,3,0,9,0,3,0,0,0,22,3,10,16,85,19,9,10,0,0,150
POA3183,0,0,3,7,0,0,3,3,3,21,0,0,0,0,0,0,0,0,0,8,0,0,4,6,0,0,0,0,0,12,0,0,0,6,0,0,6,0,0,20,0,3,32,165,25,19,6,3,0,257,0,0,4,7,0,0,0,0,0,16,0,0,0,8,0,0,0,0,0,8,0,0,3,0,0,0,0,0,0,4,0,0,3,32,4,5,3,0,0,58,0,0,0,22,3,13,14,13,22,82,0,0,3,25,4,3,4,0,0,42,0,0,4,13,0,3,0,0,0,16,0,0,17,51,12,17,5,5,0,100,0,0,0,3,0,3,0,3,0,13,0,0,0,15,3,0,0,0,0,18,0,0,0,15,0,3,0,0,0,13,0,3,3,30,10,0,0,0,0,40,0,0,0,3,0,0,0,0,0,3,0,0,0,8,0,0,0,0,0,12,7,10,15,82,24,15,7,0,0,164
POA3184,0,0,0,5,0,0,0,0,0,8,0,0,0,3,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,3,0,0,0,17,3,0,0,3,3,29,0,8,23,122,28,23,5,0,0,221,0,0,0,14,0,0,0,0,0,16,0,0,0,0,0,0,0,0,0,4,0,0,0,0,5,3,0,0,0,3,0,0,0,18,0,0,0,0,0,21,0,0,0,24,3,16,3,4,4,58,0,0,4,34,10,3,3,0,0,60,0,0,4,0,3,0,0,0,0,12,0,0,0,31,6,5,3,0,0,53,0,0,0,8,0,0,0,3,0,12,0,0,0,0,0,6,0,0,0,7,0,0,0,7,0,0,0,0,0,8,3,0,0,16,0,0,0,0,0,16,0,0,0,0,3,0,0,0,0,8,0,0,0,8,4,0,0,0,0,12,3,20,7,46,13,4,0,0,0,94
POA3185,0,0,0,7,4,0,0,0,0,7,0,0,0,0,0,0,0,0,0,3,0,0,5,10,0,0,0,0,0,18,0,3,0,0,0,0,3,3,0,15,0,0,13,70,13,12,6,3,7,129,0,0,0,5,3,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,32,5,4,3,0,0,48,0,0,0,6,3,14,15,9,34,81,0,0,0,6,8,5,5,3,0,23,0,0,3,4,0,0,0,3,0,13,0,0,5,40,15,23,8,4,3,102,0,0,0,4,0,0,0,0,0,5,0,0,0,14,4,3,7,0,0,21,0,0,0,9,0,0,0,0,0,16,0,0,0,20,4,0,0,0,0,27,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,4,0,14,8,22,12,3,0,0,0,56
POA3186,0,0,0,4,6,3,0,0,0,12,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,3,0,5,0,8,9,6,9,5,0,38,3,7,16,59,47,39,16,7,10,211,0,0,0,0,8,3,3,3,0,15,0,0,0,0,0,3,0,0,0,0,0,0,0,0,4,0,3,0,0,4,0,0,3,15,9,5,8,0,0,42,0,0,0,15,7,12,18,11,8,60,0,3,3,17,20,10,12,3,4,77,0,16,4,16,3,6,3,0,0,47,0,3,11,40,23,26,19,3,0,127,0,0,0,3,0,0,5,3,0,11,0,0,0,6,4,9,3,6,3,36,0,0,0,10,4,0,0,0,0,20,0,5,10,15,3,0,0,0,0,28,0,0,0,0,5,3,0,0,0,6,0,0,0,0,0,0,3,0,0,4,3,28,15,34,26,20,7,3,3,127
POA3187,0,0,0,5,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,4,0,0,0,0,0,0,3,4,0,10,0,10,9,34,30,22,10,7,4,125,0,0,0,0,3,3,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,4,3,12,5,5,6,0,0,39,0,0,0,9,5,25,24,8,12,93,0,0,0,8,11,7,10,7,0,43,0,11,4,0,4,3,0,0,0,23,0,9,14,34,35,20,17,8,6,134,0,0,0,0,8,0,0,3,0,9,0,0,0,3,7,7,3,3,3,34,0,0,0,3,0,0,0,0,0,3,0,0,4,6,3,0,0,0,0,14,0,0,0,0,3,0,0,0,0,5,0,0,0,0,3,0,0,0,0,4,0,16,6,12,15,10,4,3,0,64
POA3188,0,0,0,3,3,3,0,4,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,7,6,6,4,0,0,3,29,0,15,19,67,52,37,9,0,0,202,0,0,0,0,7,0,3,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,0,4,7,3,8,0,0,0,15,0,0,0,23,7,15,7,0,4,54,0,5,0,13,19,8,13,10,6,73,0,9,7,4,8,0,3,0,0,29,6,7,0,24,23,8,8,0,0,79,0,0,0,0,10,3,0,4,0,19,0,0,0,9,3,6,4,6,0,32,0,0,0,4,0,0,0,0,0,10,0,4,3,8,3,0,0,0,0,14,0,0,0,0,3,3,0,0,0,9,0,0,0,8,3,8,3,0,0,23,3,10,17,19,16,6,4,0,0,74
POA3189,0,0,0,3,0,0,4,0,0,7,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,4,0,0,0,3,0,0,3,0,0,5,0,3,3,15,13,3,5,0,0,47,0,0,0,0,3,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,9,10,5,10,0,0,0,38,0,0,0,7,5,3,4,3,3,25,0,0,0,5,4,4,4,0,4,20,0,0,3,3,0,0,0,0,0,11,0,0,3,9,0,3,0,0,0,20,0,0,0,0,0,0,0,0,0,4,0,0,3,9,0,10,8,4,4,33,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,6,0,0,0,0,0,12
POA3190,0,0,0,4,3,0,3,0,0,14,0,0,0,0,0,0,3,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,11,0,3,9,39,18,19,7,4,0,101,0,0,0,3,0,0,0,0,0,10,0,0,0,5,0,0,3,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,3,13,9,11,0,0,0,35,0,0,0,17,4,13,6,0,4,47,0,0,4,9,5,4,6,3,0,39,0,3,0,10,0,3,0,0,0,16,0,3,0,29,12,5,7,0,0,60,0,0,0,3,0,3,0,0,0,10,0,0,0,9,4,0,4,3,3,25,0,0,0,3,0,0,0,0,0,6,0,0,3,21,5,5,0,0,0,34,0,0,0,0,0,0,0,0,0,3,0,0,0,3,4,0,6,0,0,18,0,0,3,8,5,3,3,0,0,27
POA3191,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,9,7,7,3,0,0,33,0,6,6,34,20,19,16,3,3,102,0,0,0,6,4,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,6,5,0,0,0,0,16,0,0,0,4,0,5,0,0,4,20,0,4,3,5,11,7,6,3,6,51,0,3,0,0,0,3,0,0,0,15,3,7,3,29,10,11,0,4,3,66,0,0,0,0,0,0,0,0,3,5,0,0,0,7,0,3,3,3,0,10,0,0,0,3,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,6,8,9,6,6,0,0,0,49
POA3192,0,0,0,10,0,4,8,0,0,24,0,0,0,0,0,3,0,0,0,3,0,0,3,15,3,0,0,0,0,22,0,0,3,0,3,7,9,3,4,27,3,12,13,71,45,29,10,6,0,201,0,0,0,3,0,3,6,3,3,14,0,0,0,8,0,0,0,0,0,13,0,0,0,3,3,0,0,0,0,3,0,5,3,40,9,20,3,0,0,82,0,0,0,7,9,12,10,4,0,41,0,4,4,16,4,6,16,9,5,74,0,4,0,5,3,0,3,3,0,23,0,6,7,34,21,10,7,5,0,95,0,0,0,0,3,7,4,4,0,18,0,0,0,23,12,11,11,10,7,77,0,0,0,4,0,0,0,0,0,5,0,3,3,31,4,3,0,0,0,44,0,0,0,0,0,0,0,3,0,3,0,0,5,8,9,20,12,7,0,61,0,15,6,14,13,8,5,0,0,48
POA3193,0,0,0,6,3,3,0,0,0,13,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,4,0,3,4,8,7,3,4,35,0,11,15,45,56,31,17,9,0,189,0,0,0,8,3,7,0,4,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,0,0,0,8,0,0,3,6,4,0,0,0,0,18,0,0,0,6,4,4,3,6,7,27,0,4,7,8,17,27,23,9,3,94,0,9,9,4,7,3,0,3,0,25,0,23,16,46,34,20,8,0,0,153,0,0,0,0,0,3,0,0,0,3,0,0,0,3,0,3,3,0,0,14,0,0,0,0,0,0,0,0,0,0,0,3,0,4,0,0,4,0,0,13,0,0,0,0,0,0,0,0,0,3,0,0,0,4,3,0,0,4,0,15,3,17,7,22,18,9,8,3,0,92
POA3194,0,0,0,4,0,3,3,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,6,0,3,0,0,0,0,5,4,4,24,0,5,18,45,33,18,7,4,0,140,0,0,0,8,0,0,0,0,4,14,0,3,0,6,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,3,3,25,9,11,3,0,0,56,0,0,0,5,3,12,11,3,0,30,0,0,0,16,8,9,15,3,3,56,0,0,3,4,3,0,0,0,0,9,0,6,3,22,6,3,11,0,0,63,0,0,0,0,0,0,5,0,0,5,0,4,0,19,3,10,10,0,0,46,0,0,0,4,0,0,0,0,0,4,0,0,0,12,4,0,0,0,0,25,0,0,0,3,0,0,0,0,0,3,0,0,0,8,0,4,5,5,0,25,0,0,4,10,4,3,0,0,0,27
POA3195,0,0,0,18,22,16,16,5,5,75,0,0,0,3,3,0,3,0,0,8,0,0,0,0,0,0,0,0,0,3,0,0,0,5,4,10,11,3,3,44,7,13,18,98,75,43,19,7,0,285,0,0,0,3,3,3,13,3,0,31,0,0,0,5,4,0,0,0,0,14,0,0,0,7,3,3,0,0,0,11,0,5,3,49,25,30,14,9,0,134,0,0,0,18,13,17,20,6,3,79,0,11,12,36,29,30,21,19,7,160,0,3,4,17,10,3,3,0,0,40,5,12,23,72,25,17,17,10,3,182,0,0,0,0,5,3,4,3,0,16,0,5,0,48,39,27,19,10,3,147,0,0,0,0,4,3,0,0,0,12,0,0,9,26,4,5,4,0,0,46,0,0,0,0,0,0,0,0,0,3,0,0,0,4,14,5,5,4,3,41,3,13,7,30,11,12,8,0,0,88
POA3196,0,0,0,15,7,10,3,6,0,45,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,6,0,7,6,8,10,40,3,12,29,101,52,42,30,3,6,279,0,0,0,4,3,7,4,6,0,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,6,0,0,0,13,0,5,17,56,39,27,8,0,0,155,0,0,0,18,12,15,3,4,4,50,0,3,4,20,12,15,34,19,8,116,0,0,0,4,8,3,0,0,0,19,0,11,12,36,15,13,15,4,3,87,0,0,0,0,4,0,3,0,0,20,0,0,0,14,14,17,13,10,5,79,0,3,0,11,0,3,0,0,0,17,0,0,3,35,10,0,0,0,0,45,0,0,0,4,3,0,0,0,0,6,0,0,0,5,7,8,0,0,0,27,3,3,7,13,12,10,4,0,0,49
POA3197,0,3,0,4,3,3,3,0,0,21,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,8,3,0,21,4,11,6,34,29,20,8,0,0,105,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,3,0,0,0,0,4,0,0,0,0,5,0,0,3,11,13,14,8,0,0,52,0,0,0,7,5,0,3,0,0,18,0,3,0,8,9,8,7,3,0,50,0,0,0,3,4,0,0,0,0,8,3,0,0,20,7,8,0,0,0,39,0,0,0,0,3,3,5,0,0,13,0,0,0,5,9,7,5,3,0,33,0,0,0,0,0,4,0,0,0,4,0,0,0,14,3,3,0,0,0,27,0,0,0,0,0,0,0,0,0,4,0,0,0,0,3,3,0,3,0,9,0,6,0,5,0,4,0,0,0,20
POA3198,0,0,3,4,0,3,7,0,0,18,0,0,0,4,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,5,12,6,0,33,3,5,18,73,39,34,22,8,0,199,0,0,0,7,0,3,5,0,5,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,3,0,33,15,15,3,0,0,71,0,0,0,13,3,3,4,0,4,31,0,3,0,9,11,11,13,13,3,76,0,0,0,3,0,0,0,0,0,6,0,3,3,16,6,3,3,3,0,35,0,0,0,0,0,0,0,0,0,3,0,0,0,3,4,0,3,4,0,21,0,0,0,3,0,0,0,0,0,3,3,0,3,22,3,0,0,0,0,38,0,0,0,4,0,0,0,0,0,6,0,3,0,3,0,0,0,0,0,10,0,6,4,19,4,4,3,0,0,40
POA3199,0,5,3,26,6,10,4,8,0,60,0,0,0,5,3,3,0,0,0,9,0,0,0,3,0,0,0,0,0,3,0,0,3,8,13,28,33,39,15,131,0,26,64,213,105,126,57,16,4,624,0,0,0,7,11,5,27,6,4,61,0,0,3,6,5,0,3,0,0,15,0,0,0,16,9,7,0,0,0,35,3,13,9,96,42,36,15,4,3,218,0,0,0,16,4,22,13,8,0,72,0,6,11,30,38,65,62,59,24,295,0,4,4,11,7,4,0,0,0,31,0,3,17,43,37,16,10,6,4,132,0,0,0,3,5,6,8,4,0,36,0,6,4,28,11,12,13,12,3,94,0,0,0,11,8,0,0,0,0,20,0,3,9,59,13,3,0,0,0,83,0,0,0,0,4,4,0,0,0,9,0,0,0,0,3,3,0,0,0,10,0,4,13,25,25,16,10,0,0,98
POA3200,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,3,3,3,16,0,3,7,28,13,13,4,0,0,68,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,21,13,3,0,0,0,41,0,0,0,0,0,3,0,0,0,3,0,0,0,3,0,3,5,7,8,28,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,3,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,4
POA3201,0,3,0,21,3,10,7,0,0,46,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,3,0,0,0,0,7,6,16,27,34,87,8,39,36,121,66,39,14,4,0,333,0,0,0,3,0,0,0,3,0,14,0,0,3,5,3,0,0,0,0,11,0,0,0,3,0,0,0,0,0,3,0,16,30,81,54,23,17,3,0,221,0,0,0,8,5,9,5,0,3,24,0,3,5,8,15,24,20,14,3,94,0,0,0,3,3,3,0,0,0,12,0,3,3,24,14,12,7,3,3,70,0,0,0,0,3,5,0,5,0,13,0,4,5,31,18,19,12,6,4,107,0,0,0,4,0,3,0,0,0,6,0,3,0,23,10,0,0,0,0,35,0,0,0,3,0,4,0,3,0,6,0,0,0,4,0,3,0,0,0,6,0,0,3,10,5,0,0,0,0,13
POA3202,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,4,0,3,8,0,0,0,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,3,8,12,5,6,0,0,0,33,0,0,0,4,3,3,4,0,0,13,0,0,3,0,5,0,0,0,0,11,0,0,0,8,3,0,0,0,0,7,0,3,10,13,12,5,4,0,0,45,0,0,0,0,0,0,0,0,0,0,0,0,0,5,4,3,6,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,3,0,0,0,3,0,0,0,0,0,8
POA3204,0,0,0,4,5,0,0,6,0,20,0,0,0,0,0,0,0,0,0,5,0,0,0,11,0,0,0,0,0,16,0,0,3,8,8,3,3,0,3,28,0,16,28,86,65,45,13,5,0,256,0,0,0,3,3,3,3,5,0,19,0,0,0,6,0,0,0,0,0,7,0,0,0,0,3,3,0,0,0,6,3,0,0,39,14,12,6,3,0,89,0,3,3,30,15,19,26,4,23,122,0,8,5,15,11,11,15,11,5,72,3,10,4,21,13,8,11,3,0,66,0,9,18,76,44,36,20,16,10,219,0,0,0,0,3,4,4,3,0,21,0,3,0,32,20,19,21,10,9,117,0,0,0,22,0,3,0,0,0,28,4,3,3,32,8,7,0,0,0,51,0,0,0,4,3,3,3,0,0,12,0,0,0,7,3,7,7,0,0,21,0,12,10,28,9,11,0,0,0,76
POA3205,0,0,0,3,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,3,4,0,0,17,0,0,18,83,29,10,8,6,0,151,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,5,0,3,0,3,3,0,0,0,0,11,0,0,5,14,3,3,0,3,0,29,0,0,0,9,0,0,4,4,0,17,0,0,0,8,11,4,3,0,3,30,0,0,11,17,3,0,0,0,0,36,0,0,5,16,3,3,4,0,3,40,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,12,0,0,3,19,0,5,0,0,0,21,0,3,5,29,0,3,0,0,0,39,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,3,5,0,0,7,3,0,0,26,6,3,9,0,0,47
POA3206,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,5,0,5,9,3,4,0,0,25,6,5,9,56,28,13,4,0,0,124,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,3,0,0,3,15,3,0,0,0,0,22,0,0,0,3,0,3,0,3,4,12,0,0,5,12,12,3,3,3,3,41,0,0,0,7,7,0,0,0,0,11,0,0,0,14,3,3,0,0,0,21,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,3,0,0,0,9,0,0,0,0,0,0,0,0,0,3,0,0,3,3,3,0,0,0,0,9,0,0,0,0,0,0,0,0,0,5,0,0,0,5,0,0,0,0,0,7,3,9,4,20,13,6,3,0,0,52
POA3207,0,0,0,3,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,9,0,3,3,0,0,25,5,4,16,113,39,29,9,8,0,219,0,0,0,3,5,5,0,0,0,15,0,0,0,3,0,0,0,0,0,3,0,0,0,4,0,0,0,0,0,8,0,0,0,21,8,0,0,0,0,35,0,0,0,11,8,8,6,4,0,45,0,0,0,23,8,12,11,6,0,54,0,0,3,8,6,3,0,0,0,27,0,3,5,31,16,12,5,0,0,64,0,0,0,0,0,3,0,6,0,9,0,0,0,5,5,0,0,0,0,11,0,0,3,10,0,0,0,0,0,18,0,0,0,9,4,0,0,0,0,13,0,0,0,4,3,3,0,0,0,7,0,0,0,4,4,5,3,3,0,23,7,4,6,40,14,4,7,0,0,79
POA3211,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,8,0,0,0,0,0,11,0,0,0,0,0,4,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
POA3212,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,9,18,8,3,48,0,8,4,23,9,9,4,0,0,64,0,0,0,6,3,3,4,0,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,7,0,6,26,40,31,9,3,0,0,124,0,0,0,0,0,3,0,0,0,7,0,0,3,3,13,16,13,11,7,63,0,0,0,3,5,0,0,0,0,10,0,0,0,7,0,0,0,0,0,11,0,0,0,3,3,0,0,0,0,3,0,0,0,3,0,0,0,0,0,10,0,0,0,3,0,0,0,0,0,3,0,0,0,11,0,0,0,0,0,14,0,0,0,0,4,3,0,3,0,13,0,0,0,0,0,0,0,0,0,0,0,7,5,11,0,3,0,0,0,18
POA3213,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,5,0,0,10,0,0,5,3,0,0,3,0,0,18,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,8,0,0,0,0,3,0,0,0,0,6,0,0,0,0,0,4,3,0,0,11,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,4,5,7,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,4,0,0,0,5,3,3,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
