POA_CODE_2016,OPDs_Separate_house_Dwellings,OPDs_Separate_house_Persons,OPDs_SD_r_t_h_th_1_sty_Dwgs,OPDs_SD_r_t_h_th_1_sty_Psns,OPDs_SD_r_t_h_th_2_m_sty_Dwgs,OPDs_SD_r_t_h_th_2_m_sty_Psns,OPDs_SD_r_t_h_th_Tot_Dwgs,OPDs_SD_r_t_h_th_Tot_Psns,OPDs_F_ap_I_1or2_sty_blk_Ds,OPDs_F_ap_I_1or2_sty_blk_Ps,OPDs_F_ap_I_3_sty_blk_Dwgs,OPDs_F_ap_I_3_sty_blk_Psns,OPDs_F_ap_I_4_m_sty_blk_Ds,OPDs_F_ap_I_4_m_sty_blk_Ps,OPDs_Flt_apt_Att_house_Ds,OPDs_Flt_apt_Att_house_Ps,OPDs_Flt_apart_Tot_Dwgs,OPDs_Flt_apart_Tot_Psns,OPDs_Oth_dwg_Cvn_Ds,OPDs_Oth_dw_Cvn_Ps,OPDs_Oth_dwg_cab_hboat_Ds,OPDs_Oth_dwg_cab_hboat_Ps,OPDs_Ot_dwg_Im_hm_tnt_SO_Ds,OPDs_Ot_dwg_Im_hm_tnt_SO_Ps,OPDs_Ot_dwg_Hs_f_att_sh_of_Ds,OPDs_Ot_dwg_Hs_f_att_sh_of_Ps,OPDs_Other_dwelling_Tot_Dwgs,OPDs_Other_dwelling_Tot_Psns,OPDs_Dwlling_structur_NS_Dwgs,OPDs_Dwlling_structur_NS_Psns,OPDs_Tot_OPDs_Dwellings,OPDs_Tot_OPDs_Persons,Unoccupied_PDs_Dwgs,Unoccupied_PDs_Psns,Total_PDs_Dwellings,Total_PDs_Persons
POA3161,2345,6982,780,1792,732,1714,1513,3508,1224,2316,572,1052,20,37,0,0,1814,3406,0,0,0,0,0,0,3,13,3,13,45,79,5719,13985,621,..,6337,13985
POA3162,3167,9260,1328,2884,797,2174,2124,5058,765,1358,204,377,35,58,10,14,1012,1807,0,0,0,0,0,0,22,52,22,52,18,50,6344,16229,636,..,6981,16229
POA3163,4788,13776,2708,5698,1065,2795,3773,8486,3239,6038,671,1358,412,838,0,0,4328,8235,0,0,0,0,0,0,48,113,45,119,22,57,12954,30667,1221,..,14178,30667
POA3165,6962,19709,782,1777,587,1856,1374,3637,1214,2837,66,111,25,34,0,0,1307,2986,0,0,0,0,0,0,10,28,10,28,38,97,9687,26458,856,..,10545,26458
POA3166,5541,15940,1060,2286,685,1858,1747,4148,654,1497,195,360,247,430,0,0,1102,2288,0,3,0,0,0,0,15,28,11,35,32,63,8430,22472,817,..,9246,22472
POA3167,2879,8088,184,400,101,254,288,651,91,162,0,0,0,5,0,0,90,172,0,0,0,0,0,0,0,0,0,0,5,16,3260,8928,238,..,3498,8928
POA3168,2681,8088,1343,3622,1266,4098,2610,7718,618,1329,374,737,620,1078,0,8,1619,3157,0,0,0,0,0,0,3,4,3,4,44,97,6959,19068,608,..,7565,19068
POA3169,4629,13673,1178,2973,525,1662,1703,4630,234,575,149,341,27,58,0,0,414,977,3,3,0,3,0,0,3,9,8,15,16,42,6765,19335,472,..,7239,19335
POA3170,5261,15123,452,1107,739,2059,1195,3165,26,40,14,41,0,0,0,0,35,86,0,0,3,3,0,0,3,3,7,5,7,22,6504,18404,424,..,6929,18404
POA3171,4657,15703,909,2481,350,1079,1261,3563,537,1077,53,105,3,13,6,16,599,1209,29,37,55,73,3,0,5,10,92,121,26,54,6630,20657,436,..,7070,20657
POA3172,6213,19607,861,1768,137,402,1001,2167,91,242,13,33,0,0,0,4,108,277,65,68,16,15,0,5,0,0,81,85,13,25,7408,22159,420,..,7831,22159
POA3173,6970,23121,331,734,294,855,626,1588,167,306,0,4,0,0,3,16,171,322,0,0,0,7,0,0,7,29,14,37,6,14,7781,25071,450,..,8227,25071
POA3174,9339,27665,1116,2468,444,1216,1563,3687,2004,4488,131,243,46,105,3,5,2186,4845,0,8,0,0,0,0,3,8,10,16,44,99,13130,36313,1006,..,14138,36313
POA3175,10490,32459,3175,7838,1116,3415,4284,11250,1653,3789,240,503,259,532,0,3,2151,4830,50,53,35,79,3,12,161,481,251,631,59,115,17237,49281,1434,..,18673,49281
POA3177,2991,8804,544,1251,44,128,591,1379,89,103,0,0,0,0,0,0,88,108,0,0,0,0,0,0,80,220,82,225,18,40,3771,10553,337,..,4103,10553
POA3178,9943,31079,312,475,210,452,518,934,223,331,45,70,4,4,0,0,267,407,0,10,0,0,0,0,110,323,115,332,10,22,10849,32769,593,..,11445,32769
POA3179,1952,5705,22,60,22,58,46,120,0,3,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,7,0,7,0,7,1995,5842,99,..,2099,5842
POA3180,2176,6105,286,571,168,448,455,1018,3,8,0,0,0,0,0,0,3,8,0,0,0,3,0,0,0,3,0,4,0,7,2635,7140,204,..,2845,7140
POA3181,1019,2520,1722,3690,787,1898,2504,5594,1027,1792,2108,3487,2343,3630,0,0,5483,8909,0,0,4,5,3,5,34,82,36,94,47,102,9096,17211,1387,..,10478,17211
POA3182,668,1859,710,1618,630,1496,1343,3121,1993,3248,3802,6028,2727,4416,13,24,8537,13715,0,11,0,0,0,0,359,610,366,622,57,90,10965,19403,1912,..,12874,19403
POA3183,1438,4392,720,1787,484,1387,1207,3176,2036,3823,2796,4852,227,367,15,18,5075,9058,0,0,0,0,0,0,47,86,47,86,26,48,7800,16766,1042,..,8836,16766
POA3184,944,2782,625,1567,380,907,1000,2474,1990,3520,2836,4620,251,440,5,11,5078,8592,0,0,0,0,0,0,3,3,3,3,31,58,7054,13908,1036,..,8089,13908
POA3185,1976,5926,626,1303,377,950,1003,2250,1368,2444,567,976,115,199,11,14,2062,3636,0,0,0,0,0,0,46,91,47,92,20,36,5108,11937,557,..,5665,11937
POA3186,4876,14027,897,1733,998,2251,1903,3979,579,1074,517,888,522,923,0,0,1608,2890,0,3,0,0,0,0,46,106,50,109,40,122,8475,21124,1382,..,9855,21124
POA3187,3750,10844,697,1436,787,1908,1481,3346,152,223,67,96,214,253,0,0,433,573,0,0,0,0,0,0,7,20,7,20,21,37,5690,14819,619,..,6311,14819
POA3188,4030,11940,955,1742,548,1400,1507,3138,639,1115,160,286,163,245,4,3,961,1657,0,0,0,0,0,0,33,60,33,60,33,78,6556,16870,750,..,7311,16870
POA3189,1731,4636,141,247,73,171,212,420,89,164,0,0,150,262,0,3,244,436,0,3,0,0,0,0,6,6,4,12,3,7,2200,5503,203,..,2396,5503
POA3190,2310,6297,879,1672,402,1017,1285,2690,108,188,35,61,280,496,0,0,427,748,0,0,0,0,0,0,42,69,42,69,12,36,4075,9834,399,..,4474,9834
POA3191,1988,5831,575,1118,375,997,946,2117,161,265,246,384,331,514,0,0,739,1158,0,0,0,0,0,0,19,30,19,30,11,26,3704,9165,487,..,4185,9165
POA3192,5192,14334,1208,2396,666,1615,1872,4014,1189,2126,127,218,52,88,0,0,1366,2431,0,0,0,0,0,0,32,73,32,74,72,120,8536,20973,746,..,9284,20973
POA3193,4958,14109,853,1529,759,1850,1610,3379,310,546,32,72,8,16,0,0,352,629,0,0,0,4,0,0,55,113,52,111,31,79,7007,18311,721,..,7727,18311
POA3194,2292,6534,1280,2239,644,1593,1927,3828,668,1037,127,219,197,339,0,0,1001,1601,0,0,0,0,0,0,25,57,25,57,21,50,5266,12077,605,..,5870,12077
POA3195,7485,22865,2182,4385,1264,3441,3447,7830,1452,2482,206,337,5,6,11,16,1669,2839,0,3,0,0,0,0,37,76,42,85,52,132,12691,33753,1104,..,13795,33753
POA3196,4940,13472,1539,2921,936,2159,2478,5089,2257,4237,104,171,11,27,3,3,2375,4440,4,8,142,183,0,0,10,23,155,210,30,86,9973,23288,939,..,10916,23288
POA3197,2408,6718,805,1386,856,1961,1658,3339,224,396,97,163,62,113,0,0,382,678,0,0,0,0,0,0,12,25,12,25,16,28,4481,10788,531,..,5010,10788
POA3198,4920,12172,1104,1739,396,763,1496,2506,193,282,79,114,8,4,0,0,276,401,0,0,40,45,0,3,11,16,53,64,6,3,6751,15149,747,..,7497,15149
POA3199,16247,42000,2970,4711,746,1497,3718,6204,799,1234,56,85,66,90,5,5,928,1415,12,17,29,44,0,0,16,48,60,107,44,96,20996,49824,2055,..,23049,49824
POA3200,1978,4803,102,133,49,109,146,247,7,15,0,0,0,0,3,5,13,21,0,7,0,0,0,0,3,10,5,19,4,10,2151,5094,186,..,2340,5094
POA3201,5583,15740,1175,2320,330,736,1510,3054,42,81,0,0,0,0,0,0,43,81,15,26,183,248,0,0,9,31,203,299,12,8,7347,19191,440,..,7786,19191
POA3202,736,2263,50,99,48,141,101,236,21,40,0,0,64,108,0,0,86,144,0,0,0,0,0,0,0,0,0,0,3,5,930,2644,63,..,989,2644
POA3204,6622,19636,1335,2872,1003,2919,2339,5793,1458,2795,302,570,122,241,0,0,1885,3618,0,0,0,0,0,0,42,92,45,96,27,73,10919,29216,959,..,11873,29216
POA3205,266,626,870,1910,986,2329,1862,4241,229,336,116,171,2313,4126,0,3,2658,4633,0,0,0,0,0,0,43,92,43,92,24,38,4856,9632,778,..,5629,9632
POA3206,683,1748,1605,3690,863,2324,2463,6018,220,385,372,593,356,519,12,29,959,1530,0,0,0,0,0,0,14,34,14,34,16,40,4136,9362,681,..,4816,9362
POA3207,347,904,1369,3132,1734,4313,3099,7446,234,441,571,918,2784,4776,0,4,3586,6143,0,0,3,3,0,0,7,24,12,28,21,45,7074,14567,1011,..,8090,14567
POA3211,409,1164,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,3,0,0,0,3,0,0,412,1167,35,..,448,1167
POA3212,4803,13455,486,1029,19,42,501,1072,31,40,0,0,0,0,0,0,31,40,3,10,0,0,0,0,0,0,3,10,14,28,5348,14604,422,..,5769,14604
POA3213,1194,3634,32,64,0,0,32,64,36,64,0,0,0,0,0,0,36,64,0,0,0,3,0,3,0,0,4,7,3,6,1268,3784,85,..,1358,3784
POA3214,7913,19888,761,1147,82,143,844,1294,152,276,0,0,0,0,0,0,149,279,4,7,0,0,0,0,52,141,59,150,30,64,9000,21673,899,..,9897,21673
POA3215,6662,16469,815,1437,192,377,1006,1813,286,490,0,0,0,0,0,0,286,490,0,0,0,0,0,0,8,18,13,24,24,45,7984,18839,835,..,8828,18839
POA3216,17309,45842,2440,4065,309,572,2750,4636,185,261,0,0,0,0,0,0,185,264,40,62,124,161,0,4,107,376,275,604,48,114,20575,51461,1840,..,22418,51461
POA3217,2080,5966,10,19,4,26,12,44,0,7,0,0,0,0,0,3,0,9,0,7,0,0,0,0,0,0,0,7,3,8,2106,6032,169,..,2273,6032
POA3218,4092,10180,373,572,151,303,519,877,917,1368,21,23,0,0,0,5,938,1395,14,10,28,34,0,0,16,25,50,67,19,35,5625,12553,652,..,6277,12553
POA3219,6907,16019,978,1528,106,207,1080,1731,110,192,0,0,0,0,0,0,110,192,0,0,0,0,0,0,19,48,23,50,17,19,8134,18017,916,..,9053,18017
POA3220,4350,11180,887,1399,523,1102,1412,2504,203,329,89,135,186,307,0,0,481,777,0,0,3,5,0,0,15,42,18,42,23,58,6291,14560,1064,..,7359,14560
POA3221,230,678,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,230,678,21,..,247,678
POA3222,5212,13207,162,243,29,62,196,304,50,72,0,0,0,0,0,4,53,70,0,0,0,0,0,0,6,17,6,17,30,84,5495,13677,711,..,6210,13677
POA3223,2804,5966,114,169,59,120,178,290,110,178,0,0,0,0,0,0,110,178,3,3,0,0,0,0,4,3,7,10,23,38,3116,6481,2967,..,6083,6481
POA3224,4662,12415,332,499,11,21,343,524,4,5,0,0,0,0,0,0,4,5,3,9,73,91,0,0,3,4,80,102,10,37,5096,13090,486,..,5581,13090
POA3225,1437,3112,88,138,17,43,110,180,35,43,0,0,0,0,0,0,35,43,0,0,4,12,0,0,8,25,19,32,14,26,1605,3395,1797,..,3404,3395
POA3226,4638,11932,272,453,202,395,474,850,15,17,3,6,0,0,0,0,18,28,3,6,13,10,0,0,5,19,21,37,16,38,5162,12886,1999,..,7158,12886
POA3227,1487,3979,77,121,45,84,118,207,39,75,0,0,0,0,0,0,39,75,3,7,3,3,0,0,0,0,6,7,6,13,1653,4290,884,..,2538,4290
POA3228,5461,15151,244,419,299,685,541,1106,17,29,27,42,7,11,0,0,46,83,0,5,0,4,0,0,0,0,6,15,16,31,6076,16388,2479,..,8562,16388
POA3230,907,2056,15,25,9,16,27,41,37,50,0,0,0,0,0,0,37,50,3,9,9,10,0,0,0,3,11,21,5,17,985,2185,1827,..,2812,2185
POA3231,463,1038,0,3,0,0,0,3,4,6,0,0,0,0,0,0,4,6,0,0,0,0,0,0,6,9,6,9,0,0,479,1058,1238,..,1712,1058
POA3232,333,725,5,28,8,21,17,47,18,35,6,13,0,0,0,0,30,51,0,0,0,0,0,0,7,16,7,16,11,26,395,859,1384,..,1776,859
POA3233,670,1415,35,42,22,39,59,88,28,49,0,0,0,0,0,0,32,47,0,0,17,29,0,0,3,18,16,42,10,18,780,1612,1362,..,2142,1612
POA3234,67,120,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,12,0,0,0,0,3,12,3,4,74,133,389,..,463,133
POA3235,129,310,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,5,9,140,326,103,..,241,326
POA3236,88,168,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,9,91,178,46,..,134,178
POA3237,83,185,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,3,3,3,7,10,92,203,86,..,179,203
POA3238,85,174,0,5,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,9,0,0,90,186,78,..,168,186
POA3239,159,347,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,8,0,0,0,0,0,3,3,11,5,12,165,371,79,..,243,371
POA3240,640,1897,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,6,0,4,3,11,3,4,648,1910,83,..,728,1910
POA3241,927,2259,0,0,0,0,0,0,9,7,0,0,0,0,0,0,9,7,0,0,0,3,0,4,0,0,3,6,3,21,945,2294,163,..,1102,2294
POA3242,318,755,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,322,755,69,..,392,755
POA3243,139,329,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,136,331,46,..,190,331
POA3249,1150,2917,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,4,5,1152,2928,202,..,1363,2928
POA3250,4120,10165,492,679,11,18,501,698,23,31,0,0,0,0,0,0,23,31,21,30,3,7,0,4,13,35,42,67,10,28,4697,10986,602,..,5300,10986
POA3251,188,459,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,195,465,31,..,229,465
POA3254,108,289,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,108,295,13,..,122,295
POA3260,1742,4089,73,89,5,7,79,97,28,47,0,0,0,0,0,0,27,47,0,0,0,5,0,0,8,11,6,21,9,15,1867,4273,271,..,2139,4273
POA3264,762,1820,0,4,0,0,0,4,65,87,0,0,0,0,0,0,65,87,3,3,0,0,0,0,3,5,8,10,13,28,845,1943,156,..,1003,1943
POA3265,876,2382,3,7,0,0,3,7,3,4,0,0,0,0,0,0,3,4,0,3,0,0,0,0,0,0,3,3,5,13,889,2413,132,..,1021,2413
POA3266,1080,2670,26,29,0,0,26,29,21,22,0,0,0,0,0,0,21,22,0,0,3,4,0,0,5,11,7,16,8,26,1143,2765,171,..,1311,2765
POA3267,77,214,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,7,81,220,19,..,102,220
POA3268,925,2289,0,0,0,0,0,0,3,6,0,0,0,0,0,0,3,6,0,3,0,0,0,0,0,0,3,4,14,31,942,2331,188,..,1137,2331
POA3269,211,554,0,0,0,0,0,0,3,9,0,0,0,0,0,0,3,9,0,0,3,8,0,0,0,3,4,5,14,32,231,603,136,..,369,603
POA3270,101,201,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,103,197,217,..,322,197
POA3271,73,165,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,73,169,24,..,91,169
POA3272,602,1353,7,14,0,0,7,14,0,0,0,0,0,0,0,0,0,0,5,5,0,3,0,0,0,3,10,9,3,9,622,1382,130,..,753,1382
POA3273,44,122,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,44,122,10,..,52,122
POA3274,86,218,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,86,218,26,..,107,218
POA3275,143,395,0,3,0,0,0,3,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,3,3,144,401,8,..,159,401
POA3276,167,451,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,3,3,0,3,169,459,27,..,198,459
POA3277,572,1596,0,0,0,0,0,0,3,8,0,0,0,0,0,0,3,8,0,0,53,89,0,0,0,4,50,90,3,20,631,1715,58,..,683,1715
POA3278,100,263,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,105,266,5,..,111,266
POA3279,78,247,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,3,7,84,251,9,..,94,251
POA3280,9720,24821,1223,1877,319,577,1542,2453,564,801,75,96,0,0,0,3,643,901,7,26,9,27,0,0,3,4,25,57,57,121,11988,28352,1534,..,13517,28352
POA3281,520,1535,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,3,12,523,1546,60,..,584,1546
POA3282,817,2114,18,21,0,0,18,21,0,12,0,0,0,0,0,0,0,12,0,3,0,0,0,0,8,16,10,20,3,6,839,2178,68,..,910,2178
POA3283,452,1229,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,3,9,461,1244,67,..,524,1244
POA3284,1194,2774,41,51,17,35,59,90,18,23,0,0,0,0,0,0,18,23,3,9,3,3,4,7,7,18,20,40,11,28,1307,2956,790,..,2089,2956
POA3285,431,1075,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5,0,0,3,0,7,11,0,3,445,1084,83,..,520,1084
POA3286,225,520,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,3,3,3,3,231,529,57,..,284,529
POA3287,146,402,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,6,0,7,148,410,20,..,171,410
POA3289,288,685,4,4,0,0,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,17,6,17,0,0,299,704,87,..,386,704
POA3292,77,143,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,77,148,173,..,253,148
POA3293,118,267,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,118,266,31,..,148,266
POA3294,324,781,9,15,0,0,9,15,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,3,7,4,7,14,36,353,844,89,..,447,844
POA3300,3794,8647,132,173,6,13,140,181,103,142,0,0,0,0,0,0,103,142,3,7,4,3,0,4,14,31,20,44,20,29,4074,9038,698,..,4771,9038
POA3301,430,1096,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,7,0,0,0,0,0,0,0,0,0,0,0,3,431,1106,98,..,532,1106
POA3302,130,331,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,136,335,41,..,181,335
POA3303,118,298,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,118,298,37,..,154,298
POA3304,1036,2344,0,3,0,0,0,3,34,39,0,0,0,0,0,0,34,39,3,7,4,12,0,0,3,8,9,20,7,15,1084,2421,200,..,1287,2421
POA3305,4460,10592,172,232,19,34,194,268,213,289,6,6,8,5,0,3,223,308,14,23,13,13,3,5,16,28,45,60,24,50,4943,11280,967,..,5906,11280
POA3309,49,106,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,49,106,9,..,61,106
POA3310,112,243,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,4,3,123,246,12,..,135,246
POA3311,713,1428,8,10,0,0,8,10,9,7,0,0,0,0,0,0,9,7,0,0,0,0,0,0,5,11,5,11,0,8,738,1467,151,..,883,1467
POA3312,385,921,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,13,393,934,109,..,495,934
POA3314,190,459,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,192,466,53,..,247,466
POA3315,635,1377,10,27,0,0,11,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,10,3,10,20,34,670,1437,157,..,832,1437
POA3317,82,184,0,7,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,83,195,27,..,106,195
POA3318,479,1052,17,21,0,0,17,21,10,12,0,0,0,0,0,0,10,12,0,0,0,0,0,0,3,5,6,12,0,0,518,1098,181,..,700,1098
POA3319,153,323,3,3,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,6,9,0,0,162,335,55,..,220,335
POA3321,508,1395,7,11,0,0,7,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,515,1408,48,..,560,1408
POA3322,72,171,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,76,170,10,..,89,170
POA3323,35,81,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35,81,17,..,51,81
POA3324,208,454,0,0,0,0,0,0,10,12,0,0,0,0,0,0,10,12,0,0,0,0,0,0,0,0,0,0,0,0,217,474,76,..,296,474
POA3325,193,419,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,193,419,57,..,251,419
POA3328,566,1634,0,0,0,0,0,0,3,6,0,0,0,0,0,0,3,6,0,0,0,0,0,0,0,0,0,0,0,0,566,1641,28,..,592,1641
POA3329,94,268,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,9,101,276,29,..,127,276
POA3330,79,182,3,15,0,0,3,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,78,196,14,..,93,196
POA3331,1860,5544,3,4,0,0,3,4,3,10,0,0,0,0,0,0,3,10,3,9,0,0,3,20,0,0,6,28,3,3,1879,5584,132,..,2017,5584
POA3332,314,923,0,6,0,0,0,6,3,5,0,0,0,0,0,0,3,5,0,0,0,0,0,0,0,7,0,7,0,0,317,943,34,..,351,943
POA3333,275,734,0,0,0,0,0,0,6,16,0,0,0,0,0,0,6,16,0,0,0,0,0,0,0,8,3,9,0,3,294,758,32,..,324,758
POA3334,199,490,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,203,495,36,..,241,495
POA3335,1645,5050,29,73,37,89,64,159,4,12,0,0,0,0,0,0,4,12,42,59,63,82,0,3,0,0,104,141,19,70,1830,5430,160,..,1997,5430
POA3337,10294,29833,1499,3616,234,659,1736,4275,20,51,0,0,0,0,0,3,21,47,0,0,0,4,3,3,5,34,10,41,12,31,12078,34228,843,..,12923,34228
POA3338,7006,20459,600,1125,59,144,657,1271,40,106,0,0,4,11,0,0,46,121,0,3,0,0,0,3,4,13,7,23,27,79,7750,21954,630,..,8384,21954
POA3340,6507,18287,640,1219,75,150,718,1372,71,79,0,0,0,0,0,0,73,85,10,9,22,25,0,0,4,12,29,45,24,51,7350,19835,550,..,7904,19835
POA3341,541,1518,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,6,549,1525,66,..,612,1525
POA3342,1188,2994,17,30,0,0,17,30,49,72,0,0,0,0,0,0,49,72,7,8,0,0,0,0,3,10,11,19,3,11,1274,3129,148,..,1426,3129
POA3345,389,1035,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,9,4,11,398,1056,47,..,442,1056
POA3350,18481,46403,2518,4468,448,990,2965,5454,821,1232,47,75,0,0,0,0,869,1308,0,4,3,10,0,6,44,98,49,111,104,200,22479,53481,2927,..,25403,53481
POA3351,2772,7474,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,4,5,3,17,6,13,3,3,17,38,12,31,2808,7548,373,..,3178,7548
POA3352,5071,14095,10,24,0,7,12,29,15,20,0,0,0,0,0,0,15,20,24,42,37,55,0,3,77,196,137,291,29,56,5263,14490,682,..,5943,14490
POA3355,4172,9828,740,1238,43,114,785,1351,224,304,21,33,0,0,0,0,248,338,0,0,0,0,0,0,4,4,4,4,20,30,5218,11551,629,..,5855,11551
POA3356,4744,11718,1573,3085,14,22,1587,3111,54,100,0,0,0,0,0,0,54,100,0,0,0,0,0,0,0,8,0,8,19,37,6413,14974,586,..,7005,14974
POA3357,1211,3292,20,21,0,0,22,29,14,19,0,0,0,0,0,0,16,18,0,0,0,0,0,0,0,3,0,3,6,8,1252,3353,83,..,1330,3353
POA3360,318,694,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,9,3,9,0,3,323,710,68,..,394,710
POA3361,252,577,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,257,584,75,..,327,584
POA3363,942,2251,66,79,0,0,69,80,0,4,0,0,0,0,0,0,0,4,6,4,0,3,0,0,240,540,242,546,36,90,1298,2970,170,..,1471,2970
POA3364,756,1824,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,16,11,14,7,19,774,1859,136,..,911,1859
POA3370,694,1549,0,0,0,0,0,0,9,17,0,0,0,0,0,6,9,23,17,16,0,0,0,4,3,7,20,29,3,18,732,1618,149,..,878,1618
POA3371,398,842,4,6,4,4,4,9,3,4,0,0,0,0,0,0,3,4,9,8,0,0,4,9,0,0,15,14,0,0,418,873,128,..,545,873
POA3373,884,1994,0,0,0,0,0,0,16,24,0,0,0,0,0,0,16,24,6,4,7,6,0,0,0,3,8,14,5,16,915,2045,168,..,1088,2045
POA3374,159,378,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,3,3,0,0,164,388,30,..,190,388
POA3375,71,170,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,72,171,16,..,86,171
POA3377,3195,7469,118,150,0,0,118,150,101,170,3,5,0,0,0,0,112,177,12,22,11,11,0,0,16,30,38,61,14,24,3472,7880,535,..,4009,7880
