POA_CODE_2016,SH_FHs_CF_no_C,SH_FHs_CF_C,SH_FHs_OnePF,SH_FHs_Oth_fam,SH_FHs_Tot,SH_Lone_P_H,SH_Group_H,SH_Tot,SDRTHT_1_S_FHs_CF_no_C,SDRTHT_1_S_FHs_CF_C,SDRTHT_1_S_FHs_OnePF,SDRTHT_1_S_FHs_Oth_fam,SDRTHT_1_S_FHs_Tot,SDRTHT_1_S_Lone_P_H,SDRTHT_1_S_Group_H,SDRTHT_1_S_Tot,SDRTHT_2more_S_FHs_CF_no_C,SDRTHT_2more_S_FHs_CF_C,SDRTHT_2more_S_FHs_OnePF,SDRTHT_2more_S_FHs_Oth_fam,SDRTHT_2more_S_FHs_Tot,SDRTHT_2more_S_Lone_P_H,SDRTHT_2more_S_Group_H,SDRTHT_2more_S_Tot,SDRTHT_Tot_FHs_CF_no_C,SDRTHT_Tot_FHs_CF_C,SDRTHT_Tot_FHs_OnePF,SDRTHT_Tot_FHs_Oth_fam,SDRTHT_Tot_FHs_Tot,SDRTHT_Tot_Lone_P_H,SDRTHT_Tot_Group_H,SDRTHT_Tot_Tot,FoA_1_or_2_SB_FHs_CF_no_C,FoA_1_or_2_SB_FHs_CF_C,FoA_1_or_2_SB_FHs_OnePF,FoA_1_or_2_SB_FHs_Oth_fam,FoA_1_or_2_SB_FHs_Tot,FoA_1_or_2_SB_Lone_P_H,FoA_1_or_2_SB_Group_H,FoA_1_or_2_SB_Tot,FoA_3SB_FHs_CF_no_C,FoA_3SB_FHs_CF_C,FoA_3SB_FHs_OnePF,FoA_3SB_FHs_Oth_fam,FoA_3SB_FHs_Tot,FoA_3SB_Lone_P_H,FoA_3SB_Group_H,FoA_3SB_Tot,FoA_4moSB_FHs_CF_no_C,FoA_4moSB_FHs_CF_C,FoA_4moSB_FHs_OnePF,FoA_4moSB_FHs_Oth_fam,FoA_4moSB_FHs_Tot,FoA_4moSB_Lone_P_H,FoA_4moSB_Group_H,FoA_4moSB_Tot,FoA_Att_to_hous_FHs_CF_no_C,FoA_Att_to_hous_FHs_CF_C,FoA_Att_to_hous_FHs_OnePF,FoA_Att_to_hous_FHs_Oth_fam,FoA_Att_to_hous_FHs_Tot,FoA_Att_to_hous_Lone_P_H,FoA_Att_to_hous_Group_H,FoA_Att_to_hous_Tot,FoA_Tot_FHs_CF_no_C,FoA_Tot_FHs_CF_C,FoA_Tot_FHs_OnePF,FoA_Tot_FHs_Oth_fam,FoA_Tot_FHs_Tot,FoA_Tot_Lone_P_H,FoA_Tot_Group_H,FoA_Tot_Tot,OD_C_FHs_CF_no_C,OD_C_FHs_CF_C,OD_C_FHs_OnePF,OD_C_FHs_Oth_fam,OD_C_FHs_Tot,OD_C_Lone_P_H,OD_C_Group_H,OD_C_Tot,OD_CH_FHs_CF_no_C,OD_CH_FHs_CF_C,OD_CH_FHs_OnePF,OD_CH_FHs_Oth_fam,OD_CH_FHs_Tot,OD_CH_Lone_P_H,OD_CH_Group_H,OD_CH_Tot,OD_Imp_home_T_SO_FHs_CF_no_C,OD_Imp_home_T_SO_FHs_CF_C,OD_Imp_home_T_SO_FHs_OnePF,OD_Imp_home_T_SO_FHs_Oth_fam,OD_Imp_home_T_SO_FHs_Tot,OD_Imp_home_T_SO_Lone_P_H,OD_Imp_home_T_SO_Group_H,OD_Imp_home_T_SO_Tot,OD_HorF_at_to_S_O_FHs_CF_no_C,OD_HorF_at_to_S_O_FHs_CF_C,OD_HorF_at_to_S_O_FHs_OnePF,OD_HorF_at_to_S_O_FHs_Oth_fam,OD_HorF_at_to_S_O_FHs_Tot,OD_HorF_at_to_S_O_Lone_P_H,OD_HorF_at_to_S_O_Group_H,OD_HorF_at_to_S_O_Tot,OD_Tot_FHs_CF_no_C,OD_Tot_FHs_CF_C,OD_Tot_FHs_OnePF,OD_Tot_FHs_Oth_fam,OD_Tot_FHs_Tot,OD_Tot_Lone_P_H,OD_Tot_Group_H,OD_Tot_Tot,DS_NS_FHs_CF_no_C,DS_NS_FHs_CF_C,DS_NS_FHs_OnePF,DS_NS_FHs_Oth_fam,DS_NS_FHs_Tot,DS_NS_Lone_P_H,DS_NS_Group_H,DS_NS_Tot,Tot_FHs_CF_no_C,Tot_FHs_CF_C,Tot_FHs_OnePF,Tot_FHs_Oth_fam,Tot_FHs_Tot,Tot_Lone_P_H,Tot_Group_H,Tot_Tot
POA3166,1203,2333,589,117,4242,965,340,5541,243,249,104,18,617,378,66,1060,167,184,85,18,462,125,99,685,409,435,187,42,1079,502,163,1747,186,140,47,19,394,187,76,654,64,16,3,11,98,78,22,195,77,11,5,10,105,118,26,247,0,0,0,0,0,0,0,0,329,175,61,35,593,382,118,1102,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,3,0,0,10,3,0,15,5,3,0,0,10,3,4,11,10,3,0,0,11,17,7,32,1958,2954,836,193,5934,1868,632,8430
POA3167,702,1209,317,46,2276,519,85,2879,40,48,11,4,108,64,10,184,35,28,12,4,75,21,4,101,79,69,23,9,184,82,18,288,19,13,3,0,41,49,0,91,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,13,4,0,41,49,0,90,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,5,0,0,5,806,1297,346,58,2508,652,107,3260
POA3168,598,746,235,57,1632,532,515,2681,283,393,108,24,802,318,224,1343,263,248,74,43,630,151,485,1266,549,642,177,70,1436,466,711,2610,129,97,24,14,269,217,136,618,92,34,16,7,148,132,94,374,123,38,14,32,211,294,118,620,0,0,0,0,0,0,0,0,342,169,55,59,626,647,352,1619,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,3,3,0,0,0,3,0,0,3,4,0,0,0,11,24,10,44,1503,1558,467,179,3707,1670,1585,6959
POA3169,1131,1861,606,99,3697,751,174,4629,270,347,116,30,762,354,66,1178,125,203,44,15,387,67,75,525,395,551,158,45,1152,419,135,1703,61,74,19,3,168,40,22,234,58,28,4,7,101,35,9,149,14,5,0,0,15,7,3,27,0,0,0,0,0,0,0,0,132,112,32,13,286,86,39,414,0,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,0,8,0,0,8,0,7,4,3,7,6,0,16,1664,2534,795,156,5145,1267,355,6765
POA3170,1410,2234,562,88,4292,819,153,5261,139,127,54,4,322,123,16,452,174,299,80,16,571,122,49,739,310,428,131,16,891,242,62,1195,10,0,3,0,14,13,0,26,0,8,0,0,7,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,9,11,0,22,14,0,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,3,0,7,0,3,0,0,9,3,0,7,1734,2673,702,106,5212,1077,215,6504
POA3171,916,1915,716,135,3677,728,253,4657,189,295,110,26,617,229,62,909,80,133,48,4,265,45,42,350,262,426,158,33,882,268,106,1261,123,86,29,13,254,243,43,537,10,7,0,0,24,26,4,53,0,0,0,0,0,0,0,3,4,0,0,0,4,0,0,6,138,93,35,14,282,277,49,599,0,0,0,0,3,25,3,29,8,0,0,0,11,45,0,55,0,0,0,0,0,0,0,3,0,0,0,0,0,4,0,5,6,0,3,0,10,77,3,92,3,4,3,0,16,8,0,26,1337,2431,914,184,4867,1355,409,6630
POA3172,1429,2850,859,78,5217,843,151,6213,194,151,90,10,445,386,26,861,38,56,21,4,117,20,5,137,230,203,110,14,562,405,29,1001,23,34,13,3,68,21,3,91,3,3,6,0,12,7,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,32,18,3,77,26,4,108,0,0,0,0,3,60,0,65,0,0,0,0,0,16,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,78,3,81,0,0,0,0,5,10,0,13,1686,3094,988,95,5860,1359,191,7408
POA3173,1561,3611,830,100,6107,731,129,6970,66,80,45,4,198,119,7,331,73,111,39,7,237,56,8,294,138,193,90,16,428,177,15,626,35,23,13,0,70,93,3,167,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,34,28,13,0,74,96,3,171,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,8,0,0,7,0,3,3,3,11,3,0,14,0,0,0,0,0,3,0,6,1741,3830,931,119,6619,1007,155,7781
POA3174,2039,3421,1440,230,7125,1841,365,9339,231,270,142,18,665,409,43,1116,113,151,56,11,331,74,40,444,346,425,195,29,992,483,80,1563,417,455,235,39,1139,761,102,2004,25,19,12,3,60,61,10,131,15,12,6,3,29,21,0,46,0,0,0,0,0,3,0,3,455,481,248,44,1228,836,113,2186,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,5,0,10,14,7,4,0,24,14,3,44,2843,4339,1892,303,9379,3186,570,13130
POA3175,2257,4197,1422,200,8075,1910,502,10490,553,933,415,47,1950,1048,172,3175,243,409,143,29,827,190,93,1116,799,1341,556,82,2775,1241,267,4284,319,405,192,43,953,558,146,1653,56,51,23,3,134,82,21,240,69,39,25,4,135,98,27,259,0,0,0,0,0,0,0,0,444,492,232,50,1223,737,193,2151,6,0,0,0,4,41,0,50,6,5,0,0,10,22,3,35,0,0,0,0,0,0,0,3,32,53,30,5,120,42,3,161,36,65,31,5,134,111,7,251,4,8,0,3,20,33,10,59,3539,6104,2245,343,12230,4026,982,17237
POA3177,593,951,542,81,2169,624,200,2991,119,131,65,3,324,195,29,544,9,16,10,0,36,10,4,44,132,146,70,4,358,204,28,591,11,0,0,0,13,74,0,89,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,13,75,0,88,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,21,14,6,44,34,3,80,8,21,14,6,44,30,3,82,3,3,6,0,11,5,0,18,746,1118,638,92,2588,944,236,3771
POA3178,2216,5387,1018,96,8721,1070,147,9943,112,13,6,0,131,182,3,312,40,54,23,9,125,70,10,210,155,68,27,4,255,255,14,518,111,0,0,0,107,114,0,223,8,3,5,0,17,29,0,45,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,122,3,4,0,126,140,0,267,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,44,15,3,92,13,4,110,25,44,20,3,90,13,4,115,0,7,0,0,6,0,0,10,2515,5508,1072,109,9205,1480,165,10849
POA3179,455,871,244,28,1609,293,47,1952,8,4,4,0,12,5,0,22,5,6,7,0,18,7,3,22,9,10,7,0,28,10,3,46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,467,885,254,28,1640,304,51,1995
POA3180,597,871,264,21,1748,379,44,2176,117,45,17,0,182,99,3,286,33,74,14,5,123,33,4,168,149,122,40,5,308,137,7,455,0,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,748,995,305,21,2064,517,51,2635
POA3181,255,304,89,17,666,246,106,1019,507,349,99,36,984,470,264,1722,225,206,56,14,499,179,100,787,731,554,158,51,1490,653,369,2504,280,76,48,17,426,435,173,1027,571,92,57,45,774,1006,332,2108,662,70,73,44,851,1255,245,2343,0,0,0,0,0,0,0,0,1514,236,178,111,2047,2692,750,5483,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,4,0,0,0,0,0,0,0,3,12,5,0,0,18,5,5,34,12,9,0,0,19,6,5,36,14,3,4,0,29,14,11,47,2527,1106,435,179,4251,3608,1233,9096
POA3182,185,274,50,8,515,110,40,668,187,177,64,13,440,191,73,710,190,172,61,3,423,153,52,630,373,351,123,16,864,342,129,1343,489,135,78,19,719,1037,239,1993,909,224,143,52,1325,2038,437,3802,846,139,73,39,1096,1336,289,2727,6,0,0,0,5,4,0,13,2258,498,289,103,3145,4417,966,8537,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,112,18,16,3,148,174,40,359,109,18,16,3,144,170,41,366,16,0,3,0,20,26,9,57,2942,1140,484,132,4696,5079,1184,10965
POA3183,353,624,105,16,1089,253,101,1438,163,250,50,6,468,192,60,720,116,181,30,11,328,104,52,484,276,436,79,15,798,300,110,1207,499,226,109,37,876,855,309,2036,696,218,126,50,1089,1311,395,2796,62,12,7,7,82,120,28,227,0,0,3,0,3,10,0,15,1260,458,246,91,2056,2290,726,5075,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,7,3,0,19,25,3,47,13,7,3,0,19,25,3,47,6,3,0,0,11,13,5,26,1902,1523,426,118,3976,2878,937,7800
POA3184,193,486,83,7,772,128,43,944,154,233,42,8,444,151,31,625,115,130,28,0,272,92,16,380,263,363,69,14,710,240,48,1000,508,218,126,34,892,872,218,1990,726,183,152,51,1110,1394,327,2836,89,20,14,3,124,108,24,251,5,0,0,0,5,0,0,5,1330,424,294,82,2134,2375,567,5078,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,3,8,7,0,0,16,11,3,31,1797,1284,448,104,3640,2762,657,7054
POA3185,442,984,167,22,1623,303,51,1976,171,139,47,7,365,224,34,626,103,112,31,3,252,92,31,377,277,250,82,10,619,314,66,1003,338,140,77,24,585,636,152,1368,173,51,16,12,248,264,56,567,45,4,3,3,57,54,9,115,4,0,0,0,3,7,0,11,563,193,104,31,894,961,213,2062,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,4,3,0,18,28,3,46,6,4,3,0,18,29,3,47,3,4,0,0,8,4,0,20,1293,1442,354,68,3161,1609,334,5108
POA3186,1243,2335,405,43,4020,781,75,4876,249,166,74,11,495,366,34,897,324,277,84,13,703,278,25,998,576,440,160,17,1198,645,57,1903,158,87,51,3,300,244,34,579,164,61,38,3,262,231,21,517,177,50,51,8,280,225,14,522,0,0,0,0,0,0,0,0,497,196,136,11,841,703,69,1608,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,9,10,0,30,10,4,46,12,6,10,0,30,10,4,50,13,19,4,0,36,9,0,40,2338,2997,717,72,6130,2147,202,8475
POA3187,869,1839,337,36,3077,616,53,3750,184,152,75,0,419,256,26,697,187,285,71,5,549,221,17,787,379,435,152,7,967,476,40,1481,24,8,10,0,40,106,8,152,26,0,3,0,29,38,0,67,41,0,0,0,43,173,0,214,0,0,0,0,0,0,0,0,89,8,11,0,111,321,8,433,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,7,3,0,7,0,0,3,0,7,3,0,7,0,6,3,0,7,9,0,21,1336,2288,500,44,4169,1424,98,5690
POA3188,824,2083,386,33,3326,638,62,4030,217,149,90,8,470,456,32,955,157,209,66,0,433,109,13,548,371,357,160,15,901,562,39,1507,153,59,89,0,296,300,35,639,44,3,37,0,89,61,12,160,45,12,3,0,61,92,3,163,3,0,0,0,3,0,0,4,239,79,128,3,445,460,48,961,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,4,0,0,15,15,0,33,8,4,0,0,15,15,0,33,7,15,0,0,20,5,3,33,1454,2533,675,52,4715,1681,159,6556
POA3189,427,674,198,27,1319,366,50,1731,23,22,16,4,63,73,9,141,27,21,7,0,56,8,5,73,47,45,22,4,120,85,13,212,19,14,5,3,39,44,5,89,0,0,0,0,0,0,0,0,37,12,18,11,79,65,7,150,0,0,0,0,0,0,0,0,54,24,27,11,112,107,16,244,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,6,0,0,0,0,3,0,0,4,0,0,0,0,0,3,0,3,525,742,250,38,1559,564,82,2200
POA3190,502,993,258,24,1772,493,48,2310,213,164,78,15,469,374,36,879,90,142,70,3,303,94,12,402,306,309,144,13,775,464,44,1285,25,6,13,4,44,48,9,108,13,0,0,3,16,14,5,35,83,33,33,4,149,121,12,280,0,0,0,0,0,0,0,0,118,37,49,11,211,185,32,427,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,3,3,0,18,22,3,42,9,3,3,0,18,22,3,42,3,0,3,0,10,6,3,12,944,1344,454,49,2790,1160,125,4075
POA3191,486,1023,145,24,1682,285,18,1988,147,117,46,4,319,237,20,575,119,158,36,0,315,58,4,375,266,272,89,8,630,291,19,946,34,24,10,0,68,86,9,161,73,18,6,0,97,141,5,246,91,13,24,3,131,182,15,331,0,0,0,0,0,0,0,0,195,52,42,7,296,408,33,739,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,3,0,0,10,9,0,19,5,3,0,0,10,9,0,19,0,5,3,0,5,5,0,11,957,1356,280,30,2628,1003,71,3704
POA3192,1193,2269,577,55,4093,995,102,5192,308,223,140,14,685,479,43,1208,195,201,82,11,493,139,29,666,502,426,223,33,1180,617,76,1872,257,151,112,23,545,580,66,1189,35,9,12,0,63,60,8,127,6,7,4,0,17,28,5,52,0,0,0,0,0,0,0,0,304,168,132,24,626,670,73,1366,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,6,4,0,22,12,0,32,7,6,4,0,22,13,0,32,8,6,4,0,23,44,7,72,2016,2878,945,105,5939,2336,262,8536
POA3193,1306,2384,364,33,4084,817,55,4958,238,119,63,9,432,403,23,853,300,254,49,4,612,132,10,759,537,374,116,12,1044,540,32,1610,89,38,24,4,152,155,5,310,11,5,4,0,19,12,0,32,4,0,3,0,5,7,0,8,0,0,0,0,0,0,0,0,100,44,33,3,184,165,5,352,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,4,6,3,32,18,3,55,20,6,6,3,38,18,3,52,8,10,4,0,25,6,0,31,1980,2823,518,53,5373,1540,97,7007
POA3194,586,1054,218,26,1879,369,43,2292,330,153,127,12,630,619,33,1280,191,219,80,3,501,126,14,644,527,376,209,14,1124,752,52,1927,127,44,57,6,241,407,25,668,38,11,13,3,63,55,11,127,57,18,22,3,97,88,15,197,0,0,0,0,0,0,0,0,217,71,86,19,397,551,53,1001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,3,5,0,14,8,0,25,12,3,5,0,14,8,0,25,4,5,0,0,14,3,0,21,1344,1516,515,63,3437,1682,150,5266
POA3195,1598,3973,733,65,6379,993,112,7485,554,451,217,28,1258,863,64,2182,348,541,118,8,1014,223,25,1264,904,994,341,35,2274,1086,89,3447,351,172,109,10,643,754,52,1452,67,15,16,3,101,102,8,206,0,0,0,0,3,0,0,5,0,0,0,0,3,8,0,11,418,187,120,17,749,866,62,1669,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,12,3,3,20,14,0,37,5,7,3,3,24,15,0,42,16,12,13,0,42,16,0,52,2948,5182,1207,124,9455,2970,264,12691
POA3196,1166,2032,569,47,3812,983,141,4940,350,283,156,9,799,678,59,1539,334,267,98,10,705,197,30,936,678,547,257,24,1504,876,93,2478,533,347,264,26,1163,999,89,2257,35,3,12,0,55,44,4,104,7,0,0,0,6,6,0,11,3,0,0,0,3,0,0,3,571,357,273,27,1230,1051,92,2375,3,0,0,0,3,0,0,4,19,3,3,6,31,112,3,142,0,0,0,0,0,0,0,0,3,4,3,0,8,0,0,10,22,4,6,6,37,114,3,155,5,11,0,0,24,5,0,30,2449,2952,1103,103,6610,3034,326,9973
POA3197,660,1018,272,28,1976,375,54,2408,150,95,96,7,356,425,26,805,273,218,99,9,599,224,32,856,427,314,192,18,946,653,62,1658,53,23,26,4,109,111,8,224,26,9,13,0,53,43,0,97,17,4,10,0,36,28,3,62,0,0,0,0,0,0,0,0,99,42,55,3,192,184,12,382,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,6,3,0,12,0,3,3,0,6,3,0,12,3,0,0,0,4,4,4,16,1189,1378,517,46,3133,1220,128,4481
POA3198,1224,1514,717,56,3509,1222,190,4920,202,91,105,13,410,677,25,1104,90,64,69,7,231,146,20,396,295,153,177,18,641,820,44,1496,20,13,12,5,53,128,7,193,18,8,9,0,27,50,0,79,0,0,0,0,0,8,0,8,0,0,0,0,0,0,0,0,39,14,24,5,77,190,10,276,0,0,0,0,0,0,0,0,0,0,0,0,0,38,0,40,0,0,0,0,0,0,0,0,3,0,3,0,7,3,0,11,3,3,3,0,8,44,0,53,0,0,0,0,0,5,0,6,1560,1684,916,74,4233,2278,245,6751
POA3199,4273,5313,2404,190,12182,3525,537,16247,525,201,319,36,1083,1776,111,2970,183,105,129,7,422,282,46,746,713,310,445,43,1506,2056,156,3718,98,51,82,14,241,507,50,799,6,0,3,0,20,37,3,56,16,0,3,0,19,39,9,66,0,0,0,0,0,5,0,5,125,53,90,15,280,594,54,928,3,0,0,0,3,8,0,12,8,0,0,0,8,26,0,29,0,0,0,0,0,0,0,0,3,7,0,0,10,3,3,16,12,9,3,0,26,38,4,60,10,12,3,0,24,25,3,44,5123,5698,2943,251,14014,6228,757,20996
POA3200,353,409,447,49,1253,619,103,1978,13,4,12,0,26,71,0,102,11,6,12,0,29,12,5,49,20,13,21,4,58,86,5,146,0,0,0,0,5,7,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,5,10,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,3,0,5,0,0,0,0,0,3,0,4,373,425,473,55,1318,722,112,2151
POA3201,1182,2158,924,68,4327,1043,208,5583,243,191,147,19,592,542,43,1175,63,77,69,3,219,101,9,330,309,270,218,24,810,640,53,1510,8,10,5,0,20,23,0,42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,10,5,0,20,26,0,43,5,0,0,0,9,4,0,15,29,9,15,0,53,123,3,183,0,0,0,0,0,0,0,0,0,8,0,0,6,0,0,9,41,15,15,0,66,128,8,203,3,0,0,0,3,7,0,12,1541,2444,1155,92,5229,1853,267,7347
POA3202,156,387,89,3,637,84,16,736,14,5,8,0,27,21,3,50,17,25,13,0,48,3,3,48,26,29,18,0,71,24,6,101,0,0,6,0,7,15,0,21,0,0,0,0,0,0,0,0,20,4,9,3,33,29,4,64,0,0,0,0,0,0,0,0,20,5,8,3,42,43,4,86,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,3,205,421,121,6,751,148,24,930
POA3204,1310,3286,637,69,5302,1129,194,6622,295,336,140,18,788,495,48,1335,200,498,114,7,818,159,32,1003,494,831,251,34,1602,657,78,2339,345,222,124,25,710,624,123,1458,88,37,18,11,159,115,30,302,36,14,15,5,64,44,15,122,0,0,0,0,0,0,0,0,468,277,154,39,936,782,166,1885,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,8,3,0,16,21,3,42,9,8,3,0,16,21,3,45,0,10,4,0,16,12,3,27,2281,4412,1055,133,7878,2591,444,10919
POA3205,73,75,33,4,187,68,15,266,276,209,50,11,552,268,54,870,300,272,107,12,691,247,55,986,577,482,158,26,1243,512,104,1862,36,14,10,8,60,155,16,229,15,5,8,3,31,76,7,116,687,172,135,62,1062,989,251,2313,0,0,0,0,0,0,0,0,745,190,149,70,1156,1229,276,2658,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,6,3,0,23,13,5,43,13,6,3,0,23,13,5,43,10,3,0,0,11,10,0,24,1416,760,343,106,2620,1833,400,4856
POA3206,206,260,47,3,523,139,20,683,466,495,120,13,1099,444,58,1605,262,371,59,13,702,134,30,863,728,865,179,23,1802,577,80,2463,50,28,17,0,98,99,21,220,87,22,13,6,134,199,34,372,75,15,20,3,108,237,16,356,0,5,3,0,10,3,0,12,219,66,51,11,342,542,79,959,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,13,4,0,14,8,0,0,0,13,4,0,14,6,5,0,0,17,3,0,16,1163,1208,283,42,2690,1264,183,4136
POA3207,113,135,15,7,272,60,14,347,348,408,102,20,874,404,84,1369,472,590,180,23,1272,389,72,1734,825,997,283,48,2147,798,160,3099,66,35,14,0,119,96,17,234,139,45,43,4,227,318,28,571,992,256,158,23,1427,1218,135,2784,0,0,0,0,0,0,0,0,1202,333,214,36,1779,1626,187,3586,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,3,8,0,3,7,0,0,0,3,7,3,3,12,3,3,3,0,10,9,4,21,2140,1462,522,91,4204,2507,361,7074
POA3211,111,171,47,0,328,75,12,409,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,116,171,46,0,327,75,12,412
POA3212,1331,2005,544,42,3929,793,84,4803,123,102,71,3,297,173,13,486,10,0,0,0,13,11,0,19,128,101,71,3,303,183,13,501,3,0,5,0,5,19,0,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,5,0,5,19,0,31,0,3,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,3,0,3,0,0,8,3,3,14,1466,2119,618,50,4246,1005,102,5348
POA3213,314,579,101,8,1014,166,21,1194,11,7,3,0,22,5,3,32,0,0,0,0,0,0,0,0,11,7,3,0,22,5,3,32,14,8,4,0,20,17,0,36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,8,4,0,20,17,0,36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,4,0,0,0,0,0,0,0,3,340,594,109,10,1059,193,23,1268
