POA_CODE_2016,P_FoodHospPersServ_Occ_Mng,P_FoodHospPersServ_Occ_Pro,P_FoodHospPersServ_Occ_TTW,P_FoodHospPersServ_Occ_CPS,P_FoodHospPersServ_Occ_CA,P_FoodHospPersServ_Occ_Sal,P_FoodHospPersServ_Occ_MOD,P_FoodHospPersServ_Occ_Lab,P_FoodHospPersServ_Occ_IDNS,P_FoodHospPersServ_Total,P_MixFieldProg_Occ_Mng,P_MixFieldProg_Occ_Pro,P_MixFieldProg_Occ_TTW,P_MixFieldProg_Occ_CPS,P_MixFieldProg_Occ_CA,P_MixFieldProg_Occ_Sal,P_MixFieldProg_Occ_MOD,P_MixFieldProg_Occ_Lab,P_MixFieldProg_Occ_IDNS,P_MixFieldProg_Total,P_FS_ID_Occ_Mng,P_FS_ID_Occ_Pro,P_FS_ID_Occ_TTW,P_FS_ID_Occ_CPS,P_FS_ID_Occ_CA,P_FS_ID_Occ_Sal,P_FS_ID_Occ_MOD,P_FS_ID_Occ_Lab,P_FS_ID_Occ_IDNS,P_FS_ID_Total,P_FS_NS_Occ_Mng,P_FS_NS_Occ_Pro,P_FS_NS_Occ_TTW,P_FS_NS_Occ_CPS,P_FS_NS_Occ_CA,P_FS_NS_Occ_Sal,P_FS_NS_Occ_MOD,P_FS_NS_Occ_Lab,P_FS_NS_Occ_IDNS,P_FS_NS_Total,P_Tot_Occ_Mng,P_Tot_Occ_Pro,P_Tot_Occ_TTW,P_Tot_Occ_CPS,P_Tot_Occ_CA,P_Tot_Occ_Sal,P_Tot_Occ_MOD,P_Tot_Occ_Lab,P_Tot_Occ_IDNS,P_Total_Total
POA3700,3,0,14,3,0,0,3,4,0,28,0,0,0,0,0,0,0,0,0,3,0,0,0,5,0,0,0,0,0,3,0,0,3,3,0,0,0,4,3,19,62,81,72,46,44,17,21,34,4,382
POA3701,4,0,3,4,3,6,0,0,0,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,0,3,3,0,0,0,0,4,17,100,47,37,29,18,13,19,27,6,294
POA3704,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,7
POA3705,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,16,13,12,6,5,5,6,4,3,72
POA3707,5,0,13,9,0,3,3,7,0,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,8,0,0,0,3,9,0,24,111,82,82,48,26,11,18,53,4,443
POA3708,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,7,0,3,3,5,3,0,0,0,20
POA3709,3,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,6,34,20,10,10,7,0,3,9,0,89
POA3711,0,0,0,0,0,5,0,3,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,5,25,21,31,12,13,6,6,14,0,143
POA3712,4,0,3,0,0,0,0,3,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,5,21,19,21,14,14,3,4,10,3,105
POA3713,4,0,6,0,4,0,0,7,0,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,8,0,13,33,27,48,57,18,13,3,23,3,226
POA3714,7,3,20,9,6,8,0,7,0,55,0,0,0,0,0,0,0,0,0,0,6,0,0,3,0,0,0,0,0,16,3,0,6,6,6,0,4,7,4,40,158,198,165,136,104,47,47,65,18,933
POA3715,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,28,18,18,13,6,4,3,9,0,90
POA3717,3,0,20,3,4,3,3,5,0,46,0,0,0,0,0,0,0,0,0,4,3,3,3,0,0,0,0,0,0,13,13,3,5,4,0,3,5,3,6,46,121,162,148,76,66,40,39,57,15,728
POA3718,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,12,4,3,0,0,0,0,8,0,28
POA3719,3,0,3,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,4,29,26,15,12,9,3,3,9,0,103
POA3720,3,0,0,3,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,0,0,0,0,0,0,0,0,5,26,16,31,15,14,6,5,16,4,142
POA3722,23,3,48,19,8,23,0,14,0,141,0,0,0,0,0,0,0,0,0,0,7,9,3,0,3,0,0,0,0,19,7,3,16,5,6,10,0,8,8,66,229,334,327,198,152,104,61,141,24,1562
POA3723,11,0,17,5,9,3,6,8,0,51,0,0,0,0,0,0,0,0,0,0,5,6,3,3,0,0,0,3,3,18,3,0,4,4,4,0,3,4,0,31,174,182,139,95,74,43,36,83,19,838
POA3725,0,0,3,3,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,4,0,0,0,5,39,30,44,23,22,9,8,17,0,186
POA3726,3,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,9,46,14,10,8,14,3,3,10,0,106
POA3727,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,19,11,13,3,4,0,3,3,0,68
POA3728,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,6,0,10,24,19,15,13,11,8,11,16,3,133
POA3730,19,8,59,31,18,18,6,26,4,192,0,0,0,3,0,0,0,0,0,9,7,5,6,3,0,0,3,3,0,23,6,3,24,17,4,13,8,22,10,100,293,432,432,294,187,110,107,196,35,2080
POA3732,0,0,5,0,0,4,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,3,50,36,36,21,18,11,7,13,0,180
POA3733,0,0,3,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,20,10,7,10,0,0,12,0,70
POA3735,0,0,3,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,0,0,0,0,0,3,3,0,13,54,40,26,22,14,8,4,14,0,194
POA3737,6,0,44,15,4,4,7,11,3,94,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,7,11,4,5,4,11,12,7,9,6,70,141,236,229,151,96,66,82,88,16,1111
POA3738,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,12,11,9,6,8,5,5,9,0,67
POA3739,0,0,3,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,5,18,9,10,9,7,0,4,6,0,61
POA3740,3,0,12,6,0,0,0,4,0,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,9,0,3,0,3,0,0,3,0,20,78,69,71,43,27,13,13,26,4,343
POA3741,14,0,19,6,8,5,3,11,0,66,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,9,3,0,0,5,0,0,0,9,4,18,178,193,152,106,85,67,32,72,12,900
POA3744,3,0,6,4,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,26,33,26,19,9,7,3,17,3,144
POA3746,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,0,3,0,0,0,0,0,0,7,14,25,31,18,10,4,8,3,0,110
POA3747,7,0,44,6,3,8,4,11,0,95,0,0,0,0,0,0,0,0,0,3,3,7,0,3,3,0,0,3,0,21,3,9,8,7,0,0,3,5,3,50,271,510,210,209,111,79,50,92,20,1539
POA3749,3,0,16,0,6,3,0,4,0,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,9,6,0,3,0,3,0,0,0,0,23,114,220,106,67,76,21,24,37,7,676
POA3750,22,4,67,29,22,30,43,15,7,239,0,0,0,0,0,0,0,3,0,9,4,6,11,14,12,5,14,5,0,67,9,13,14,6,8,13,10,14,13,102,291,707,465,374,390,212,283,198,47,2964
POA3751,0,0,0,0,0,4,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,6,6,4,16,3,3,9,3,8,3,58
POA3752,42,13,179,58,69,55,30,30,0,483,0,0,0,0,0,0,0,0,4,6,12,16,12,19,17,12,16,12,3,132,22,7,27,25,26,24,20,31,28,213,867,1904,1293,972,1064,548,386,408,112,7566
POA3753,0,0,10,13,8,6,8,0,3,42,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,7,7,3,4,5,5,0,0,6,0,28,89,135,158,100,99,42,33,29,15,696
POA3754,100,30,280,144,119,116,47,58,10,897,0,3,0,0,5,4,0,0,0,16,30,19,21,23,25,8,27,14,7,176,18,18,46,33,41,34,31,25,46,298,1518,2973,2451,1728,1676,869,575,643,168,12597
POA3755,0,0,4,3,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,23,13,22,5,13,7,6,6,5,89
POA3756,14,3,60,26,38,39,9,21,5,211,0,3,0,0,7,0,0,0,0,7,7,4,4,7,14,0,12,9,0,54,17,10,36,11,21,11,25,17,11,151,382,611,816,439,464,195,240,204,55,3396
POA3757,15,3,53,29,19,15,5,11,3,155,0,0,0,0,0,0,0,0,0,0,0,13,7,7,5,0,3,0,0,34,10,8,24,19,22,22,24,13,5,137,340,558,706,356,301,132,140,150,36,2723
POA3758,6,0,11,7,3,4,3,0,0,35,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,0,4,8,4,11,3,4,0,3,3,0,33,100,128,205,83,66,32,53,37,11,713
POA3759,3,0,5,5,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,6,4,0,5,0,4,0,0,0,3,18,71,125,93,37,58,17,10,15,5,431
POA3760,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,0,3,0,0,0,0,0,0,11,31,44,25,11,19,4,3,13,0,152
POA3761,4,5,7,0,3,0,3,4,0,27,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,10,7,4,0,0,3,0,0,0,0,12,66,134,92,41,66,20,11,17,3,444
POA3762,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,9,6,7,6,0,3,0,0,38
POA3763,3,0,6,4,0,0,3,5,0,25,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,5,0,3,11,8,3,3,0,4,0,37,62,93,135,90,49,18,36,32,3,514
POA3764,13,3,59,22,15,14,7,18,0,157,0,0,0,0,0,0,0,0,0,0,9,3,7,3,4,3,0,7,0,30,7,10,20,10,20,10,7,19,13,114,337,534,529,331,299,150,159,184,38,2559
POA3765,13,3,24,20,18,24,0,8,0,112,0,0,0,0,0,0,0,0,0,0,3,8,3,8,3,0,0,0,0,28,3,3,9,3,4,3,3,3,16,51,282,577,517,252,280,117,60,123,41,2257
POA3766,0,0,0,0,4,0,3,0,0,4,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,3,4,0,0,0,0,0,0,0,3,10,71,167,79,53,54,25,22,16,8,490
POA3767,0,0,8,0,3,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,4,0,6,0,0,0,0,0,0,9,0,0,0,3,0,0,0,0,4,12,58,177,68,43,35,25,4,23,5,435
POA3770,5,0,23,4,9,0,0,11,0,55,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,6,5,4,13,3,5,7,3,11,7,50,168,193,271,105,106,60,46,78,22,1050
POA3775,11,0,33,14,16,12,8,12,0,94,0,0,3,0,0,0,0,0,0,3,4,5,0,3,0,7,3,0,0,20,3,6,10,6,3,3,0,3,0,40,236,298,286,114,138,84,49,80,20,1308
POA3777,18,6,92,41,12,19,4,20,3,227,0,0,0,0,0,0,3,0,0,8,11,5,3,7,8,0,7,7,4,54,16,12,19,17,18,10,18,19,17,136,438,691,671,426,315,154,138,261,69,3172
POA3778,0,0,0,0,0,0,0,4,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,3,13,10,12,0,5,7,0,5,6,54
POA3779,4,0,3,0,0,4,0,3,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,20,17,21,16,8,8,4,9,0,98
POA3781,9,3,28,12,17,6,10,13,0,91,0,0,0,0,0,0,0,0,0,3,3,11,5,0,8,3,5,0,0,34,4,3,17,6,5,7,8,6,6,61,135,292,386,177,173,66,99,108,21,1449
POA3782,17,6,45,9,14,10,4,8,0,118,0,0,0,0,0,0,0,0,0,3,8,7,0,3,7,3,0,4,0,37,5,0,10,4,8,0,0,3,3,39,378,681,622,264,268,142,89,127,30,2592
POA3783,3,0,18,0,5,4,3,5,0,40,0,0,0,0,0,0,0,0,0,0,3,4,3,0,3,0,0,0,0,14,7,7,5,3,0,0,5,3,3,36,102,191,198,78,69,36,39,48,7,772
POA3785,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,11,5,5,3,0,0,0,0,27
POA3786,3,3,5,3,0,0,0,0,0,22,0,0,0,0,0,0,0,0,0,0,4,3,0,0,0,0,0,0,0,10,0,0,0,4,0,0,0,0,0,8,106,225,79,56,48,20,12,23,12,581
POA3787,4,0,4,3,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,3,0,0,0,6,0,0,0,0,13,0,0,0,0,0,0,0,0,0,3,82,135,52,41,56,19,8,12,4,411
POA3788,4,0,12,7,3,0,0,0,0,28,0,0,0,0,0,0,0,0,0,0,8,0,0,0,3,0,0,0,0,8,3,0,0,3,0,0,0,0,3,10,139,212,102,70,61,30,9,24,12,654
POA3789,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27,32,17,5,13,7,3,0,3,100
POA3791,0,0,3,3,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,9,0,0,3,0,0,0,0,17,0,0,0,0,0,0,0,0,0,5,98,221,73,57,48,20,10,22,9,557
POA3792,4,0,3,10,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,10,0,0,0,0,3,0,0,0,0,7,54,137,63,44,26,23,12,16,5,381
POA3793,9,0,27,7,4,8,5,5,0,68,0,0,0,0,0,0,0,0,0,0,7,4,3,3,3,0,0,0,0,24,0,0,9,4,6,3,5,3,0,34,171,252,256,145,124,59,43,67,16,1127
POA3795,0,0,7,3,0,0,0,4,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,9,0,0,3,0,0,0,0,3,0,10,69,70,81,47,43,24,15,21,5,369
POA3796,20,5,52,26,23,25,10,15,3,179,0,0,0,0,0,0,0,0,0,4,6,7,6,10,9,0,3,3,3,49,8,7,21,6,4,11,4,7,18,88,434,745,764,432,377,169,135,188,64,3313
POA3797,4,0,28,12,8,3,4,13,0,73,0,0,0,0,0,0,0,0,0,4,0,0,3,0,0,0,0,0,3,13,3,3,10,6,3,3,3,12,9,50,109,132,206,143,84,47,55,86,17,889
POA3799,14,4,30,10,6,7,7,4,0,89,0,0,0,0,0,0,0,0,0,3,3,10,0,0,6,4,0,0,0,26,12,6,17,18,0,7,19,8,5,90,160,288,346,228,122,80,98,116,26,1473
POA3800,0,0,0,3,0,3,0,0,0,5,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,4,15,38,0,20,13,23,3,4,0,120
POA3802,37,7,144,63,43,45,24,42,3,414,0,0,3,0,0,0,0,5,3,14,10,20,17,18,23,10,7,9,4,123,22,17,28,18,16,10,21,30,33,202,744,1809,1279,825,980,477,434,493,123,7168
POA3803,15,4,51,22,17,22,15,23,0,172,0,0,0,0,0,0,0,5,0,9,6,4,4,4,0,3,3,8,0,35,4,10,17,5,14,6,19,8,10,92,228,547,503,384,355,186,211,248,55,2713
POA3804,16,3,33,12,21,24,0,5,0,110,3,0,0,0,0,0,0,0,0,3,7,7,4,3,11,0,3,3,0,35,6,5,21,3,3,6,0,7,12,61,433,624,517,205,364,179,98,123,36,2585
POA3805,91,39,315,132,120,127,66,95,7,991,3,0,3,0,4,3,3,4,0,21,29,32,41,37,32,19,24,14,7,243,28,34,87,46,71,41,64,69,77,511,1820,3453,3259,2057,2323,1212,1091,1147,282,16644
POA3806,71,22,239,116,100,92,36,53,3,740,0,0,0,0,0,3,3,0,0,10,34,34,31,28,30,28,24,20,7,238,41,31,71,22,53,52,29,35,43,377,2315,4419,2638,1640,2124,1030,613,729,186,15684
POA3807,17,13,34,19,20,10,6,9,3,138,0,0,0,0,0,0,0,0,0,0,0,12,0,3,3,0,0,0,5,28,5,4,7,0,5,3,0,4,5,44,364,588,469,224,339,171,76,126,46,2385
POA3808,4,0,17,3,12,6,0,3,0,52,0,0,0,0,0,0,0,0,0,0,3,0,0,3,3,0,0,0,0,11,7,4,6,0,3,0,0,0,0,24,214,278,238,88,127,63,28,43,18,1093
POA3809,14,3,60,26,23,23,16,11,0,178,0,0,0,0,0,0,0,0,0,0,3,8,5,4,7,0,5,0,0,32,8,4,9,4,6,3,3,12,10,58,319,657,534,323,379,189,119,148,26,2687
POA3810,86,16,310,139,124,117,71,99,5,963,3,3,3,0,0,0,5,3,0,14,19,16,28,35,22,15,28,18,8,187,36,15,73,41,22,51,43,51,66,403,1365,2617,2825,1892,1734,1055,896,1093,179,13655
POA3812,5,0,12,3,7,9,3,3,0,43,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,7,4,0,11,0,3,3,0,7,7,42,128,135,200,71,80,41,47,51,17,771
POA3813,0,0,3,0,4,4,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,3,0,0,7,45,54,58,29,35,17,15,14,0,256
POA3814,4,0,10,10,9,3,3,3,0,39,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,6,6,0,12,3,0,0,5,3,0,31,94,131,175,75,70,27,49,40,14,668
POA3815,6,0,14,5,5,11,4,5,0,51,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,0,10,5,0,15,3,3,3,7,3,3,43,129,157,212,108,115,47,57,63,13,897
POA3816,10,0,13,5,3,3,0,6,0,35,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,11,3,0,4,0,0,3,4,3,3,34,106,113,155,91,71,49,44,74,11,711
POA3818,20,9,79,27,25,19,10,38,0,226,0,0,0,0,0,0,0,0,0,3,3,4,7,8,3,3,3,4,3,40,19,10,24,10,11,9,14,23,10,133,507,835,775,492,363,207,236,348,47,3812
POA3820,30,0,96,28,28,29,10,27,3,250,0,0,0,0,0,0,0,0,0,3,4,14,3,11,8,0,4,7,5,65,13,6,19,15,10,12,3,20,16,122,593,1305,873,609,483,225,162,345,64,4653
POA3821,11,0,15,5,12,8,3,3,0,49,0,0,0,0,0,0,0,0,0,0,6,3,0,5,0,0,0,0,0,14,8,0,4,0,0,0,4,7,3,26,190,240,175,90,99,41,38,79,13,964
POA3822,0,0,5,3,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,3,0,7,3,0,3,0,4,0,15,50,58,63,34,29,6,18,23,3,278
POA3823,3,0,15,11,3,3,0,7,0,40,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,5,6,3,0,0,0,6,0,3,0,19,81,111,106,79,67,30,32,42,0,557
POA3824,12,5,32,17,9,9,8,11,0,95,0,0,0,0,0,0,0,0,0,3,5,3,3,3,0,0,0,0,0,22,13,0,16,7,10,9,12,8,0,62,193,325,322,174,150,66,87,85,27,1430
POA3825,19,11,100,51,25,30,11,50,4,299,0,0,0,0,0,0,0,5,0,6,13,6,6,5,11,0,3,3,0,52,24,12,34,24,21,24,17,38,30,224,456,855,1174,771,520,249,252,401,93,4774
POA3831,3,0,9,3,0,0,0,3,0,21,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,6,3,4,7,4,3,0,3,3,0,30,94,120,92,48,49,14,31,37,7,492
POA3832,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,9,6,11,4,0,3,3,0,55
POA3833,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,7,28,13,13,11,7,4,3,9,0,79
POA3835,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,9,26,34,17,6,13,0,4,8,3,122
POA3840,15,3,73,19,33,28,11,35,0,217,0,0,0,0,0,0,0,3,0,5,7,4,5,3,9,4,5,12,0,52,15,11,27,22,10,11,25,37,19,180,331,675,802,490,394,221,258,281,60,3524
POA3842,3,6,17,7,6,9,0,12,0,62,0,0,0,0,0,0,0,0,0,0,0,4,3,0,0,0,0,0,0,13,3,3,9,4,6,3,5,6,10,45,82,240,236,167,112,60,67,89,25,1079
POA3844,47,11,191,83,80,73,17,55,4,565,0,0,0,0,0,0,0,0,0,3,14,15,17,11,15,11,3,7,3,95,27,19,42,30,20,20,25,41,27,252,944,2195,1808,1024,998,413,409,540,138,8472
POA3847,7,0,16,3,5,0,3,5,0,38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,7,0,5,0,0,0,3,7,3,22,98,121,136,71,48,35,44,46,9,608
POA3850,39,3,119,47,22,25,12,24,3,293,0,0,0,0,0,0,0,3,0,3,13,10,10,6,3,3,3,3,4,53,15,9,17,13,9,12,13,13,21,122,491,1171,791,559,372,204,141,272,59,4067
POA3851,12,0,17,9,8,7,4,12,3,72,0,0,0,0,0,0,0,0,0,0,7,6,6,5,0,0,0,0,0,21,18,6,6,3,8,4,3,13,5,72,230,239,275,122,98,57,63,98,24,1205
POA3852,3,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33,19,3,3,0,0,0,0,0,63
POA3854,4,0,3,0,0,0,7,3,0,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,3,3,5,0,3,0,17,59,88,106,49,54,22,44,27,9,456
POA3856,0,0,3,0,5,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,3,3,0,7,30,59,71,29,30,13,25,27,4,279
POA3857,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,5,0,0,0,0,0,0,11,21,30,22,15,4,3,3,14,0,120
POA3858,9,0,11,7,3,3,4,7,0,44,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,3,14,5,3,9,4,0,7,6,8,0,43,139,109,148,103,56,28,56,63,10,719
POA3859,0,0,3,0,3,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,3,0,4,7,0,0,0,3,0,0,0,0,7,67,55,54,17,22,4,9,22,7,249
POA3860,15,3,53,22,11,13,4,14,0,133,0,0,0,0,0,0,0,0,0,3,0,3,3,0,0,0,0,0,3,17,17,0,12,7,8,5,7,13,5,77,248,439,469,276,182,63,123,138,26,1958
POA3862,7,0,15,10,3,3,4,5,3,53,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,12,3,0,6,8,0,3,6,4,0,39,171,157,207,118,84,39,62,58,16,924
POA3864,4,0,3,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,10,11,8,3,3,0,7,0,68
POA3865,0,0,3,0,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,4,12,21,27,10,8,0,15,17,4,107
POA3869,3,0,6,0,3,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,4,0,3,0,0,0,0,3,0,8,4,3,3,3,3,0,0,7,3,22,62,102,125,55,55,20,45,32,9,508
POA3870,0,0,3,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,6,0,0,0,0,3,3,16,61,81,69,46,33,22,22,27,6,363
POA3871,8,0,11,8,3,5,3,4,0,41,3,0,0,0,0,0,0,0,0,3,3,0,3,0,0,0,0,3,0,18,8,3,6,4,0,3,8,0,4,40,147,194,158,96,74,43,48,57,10,813
POA3873,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,26,23,12,12,5,0,12,7,0,91
POA3874,0,0,4,3,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,3,0,0,0,8,32,25,28,16,10,11,5,12,0,141
POA3875,31,3,124,55,46,44,5,50,3,361,0,0,0,0,0,0,0,4,0,10,11,17,5,8,5,5,9,12,0,69,26,9,25,24,13,31,23,37,24,207,596,1071,888,691,484,293,226,413,66,4720
POA3878,0,0,3,3,3,5,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,3,0,3,0,3,0,14,42,79,39,39,32,24,11,22,6,286
POA3880,3,3,27,9,5,13,3,5,0,64,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,10,3,0,0,4,0,3,3,3,0,22,99,183,145,130,69,58,34,55,12,785
POA3882,0,0,4,5,0,0,4,7,0,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,6,0,3,4,3,0,3,23,45,42,60,48,41,12,22,27,3,298
