POA_CODE_2016,CF_C_BPBO_DC_0_4,CF_C_BPBO_DC_5_9,CF_C_BPBO_DC_10_12,CF_C_BPBO_DC_13_14,CF_C_BPBO_DC_15_17,CF_C_BPBO_DC_18_20,CF_C_BPBO_DC_21_24,CF_C_BPBO_Tot,CF_C_FBO_DC_0_4,CF_C_FBO_DC_5_9,CF_C_FBO_DC_10_12,CF_C_FBO_DC_13_14,CF_C_FBO_DC_15_17,CF_C_FBO_DC_18_20,CF_C_FBO_DC_21_24,CF_C_FBO_Tot,CF_C_MBO_DC_0_4,CF_C_MBO_DC_5_9,CF_C_MBO_DC_10_12,CF_C_MBO_DC_13_14,CF_C_MBO_DC_15_17,CF_C_MBO_DC_18_20,CF_C_MBO_DC_21_24,CF_C_MBO_Tot,CF_C_BPBAu_DC_0_4,CF_C_BPBAu_DC_5_9,CF_C_BPBAu_DC_10_12,CF_C_BPBAu_DC_13_14,CF_C_BPBAu_DC_15_17,CF_C_BPBAu_DC_18_20,CF_C_BPBAu_DC_21_24,CF_C_BPBAu_Tot,CF_C_BP_NS_DC_0_4,CF_C_BP_NS_DC_5_9,CF_C_BP_NS_DC_10_12,CF_C_BP_NS_DC_13_14,CF_C_BP_NS_DC_15_17,CF_C_BP_NS_DC_18_20,CF_C_BP_NS_DC_21_24,CF_C_BP_NS_Tot,CF_C_Tot_DC_0_4,CF_C_Tot_DC_5_9,CF_C_Tot_DC_10_12,CF_C_Tot_DC_13_14,CF_C_Tot_DC_15_17,CF_C_Tot_DC_18_20,CF_C_Tot_DC_21_24,CF_C_Tot_Tot,One_PF_BPBO_DC_0_4,One_PF_BPBO_DC_5_9,One_PF_BPBO_DC_10_12,One_PF_BPBO_DC_13_14,One_PF_BPBO_DC_15_17,One_PF_BPBO_DC_18_20,One_PF_BPBO_DC_21_24,One_PF_BPBO_Tot,One_PF_FBO_DC_0_4,One_PF_FBO_DC_5_9,One_PF_FBO_DC_10_12,One_PF_FBO_DC_13_14,One_PF_FBO_DC_15_17,One_PF_FBO_DC_18_20,One_PF_FBO_DC_21_24,One_PF_FBO_Tot,One_PF_MBO_DC_0_4,One_PF_MBO_DC_5_9,One_PF_MBO_DC_10_12,One_PF_MBO_DC_13_14,One_PF_MBO_DC_15_17,One_PF_MBO_DC_18_20,One_PF_MBO_DC_21_24,One_PF_MBO_Tot,One_PF_BPBAu_DC_0_4,One_PF_BPBAu_DC_5_9,One_PF_BPBAu_DC_10_12,One_PF_BPBAu_DC_13_14,One_PF_BPBAu_DC_15_17,One_PF_BPBAu_DC_18_20,One_PF_BPBAu_DC_21_24,One_PF_BPBAu_Tot,One_PF_BP_NS_DC_0_4,One_PF_BP_NS_DC_5_9,One_PF_BP_NS_DC_10_12,One_PF_BP_NS_DC_13_14,One_PF_BP_NS_DC_15_17,One_PF_BP_NS_DC_18_20,One_PF_BP_NS_DC_21_24,One_PF_BP_NS_Tot,One_PF_Tot_DC_0_4,One_PF_Tot_DC_5_9,One_PF_Tot_DC_10_12,One_PF_Tot_DC_13_14,One_PF_Tot_DC_15_17,One_PF_Tot_DC_18_20,One_PF_Tot_DC_21_24,One_PF_Tot_Tot,Tot_DC_0_4,Tot_DC_5_9,Tot_DC_10_12,Tot_DC_13_14,Tot_DC_15_17,Tot_DC_18_20,Tot_DC_21_24,Tot_Tot
POA3228,72,71,42,30,40,6,3,252,113,106,53,40,41,18,6,380,114,98,42,27,34,5,6,326,893,974,506,311,387,145,50,3272,0,5,0,0,0,0,0,9,1188,1253,644,406,502,176,69,4235,3,5,0,5,11,3,0,28,14,27,14,16,16,4,4,85,4,17,7,4,9,3,0,42,42,97,90,46,82,24,11,389,0,0,0,5,0,0,0,8,61,139,114,68,115,36,14,553,1244,1398,764,473,610,209,84,4790
POA3230,3,3,0,0,3,0,0,10,6,5,0,0,3,0,0,21,10,3,0,0,3,0,0,22,79,96,58,34,46,16,11,336,0,0,0,0,0,0,0,0,101,108,65,45,57,16,11,390,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,8,0,0,0,0,0,0,3,6,8,13,3,4,6,4,3,36,4,0,0,0,0,0,0,7,4,18,4,6,7,7,4,55,105,127,69,54,61,20,12,448
POA3231,3,4,0,3,0,0,0,10,3,3,7,0,0,0,0,17,0,3,0,0,7,0,0,14,11,32,19,24,22,7,4,123,0,0,0,0,0,0,0,0,28,40,32,31,25,9,4,167,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,4,4,5,0,3,9,3,3,30,0,3,0,0,0,0,0,4,7,14,4,3,10,3,3,44,28,55,37,32,37,10,4,209
POA3232,5,5,0,0,3,0,0,13,3,4,0,0,0,0,0,4,4,5,4,0,3,0,0,17,27,25,16,8,9,0,0,86,0,0,0,0,0,0,0,0,43,34,16,13,14,0,0,123,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,6,0,0,3,0,0,0,0,5,0,0,6,3,5,0,0,16,0,0,0,0,0,0,0,0,0,3,5,3,6,0,0,25,39,43,23,13,21,0,0,146
POA3233,8,10,5,0,3,0,0,31,4,4,8,0,3,0,0,19,9,6,0,3,0,0,0,23,36,54,27,13,19,11,0,156,0,0,0,0,0,0,0,7,59,79,44,14,26,12,0,230,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,3,5,13,8,0,9,0,0,37,0,0,0,0,0,0,0,0,11,13,15,0,10,0,0,44,73,89,53,18,31,10,0,278
POA3234,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,5,0,0,0,0,0,7,0,0,0,0,0,0,0,0,8,8,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,8,8,0,0,0,0,0,20
POA3235,0,0,3,0,0,0,0,5,0,3,0,0,0,0,0,8,3,0,0,0,0,0,0,7,6,20,12,3,3,0,0,41,0,0,0,0,0,0,0,0,12,29,16,3,3,0,0,55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,5,3,3,0,0,0,12,0,0,0,0,0,0,0,0,0,5,0,3,0,0,0,14,12,30,19,3,3,0,0,66
POA3236,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,4,0,0,5,0,0,0,0,3,0,0,4,3,0,0,0,13,0,0,0,0,0,0,0,0,4,3,4,8,0,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,7,0,0,11,0,0,0,0,0,0,0,0,0,3,3,0,7,0,0,11,4,6,7,8,7,0,0,28
POA3237,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,5,5,4,0,6,0,0,19,0,0,0,0,0,0,0,0,5,4,6,3,7,0,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,5,9,4,6,3,7,0,0,30
POA3238,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,4,0,0,0,0,4,0,0,0,3,8,4,3,3,0,0,19,0,0,0,0,0,0,0,0,3,5,3,6,8,0,0,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,4,3,7,5,6,5,0,0,31
POA3239,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,17,15,8,14,4,0,59,0,3,0,0,0,0,0,4,10,14,15,8,14,4,0,67,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,0,4,4,0,0,14,0,0,0,0,0,0,0,0,4,4,0,4,4,0,0,14,16,19,17,16,16,6,0,84
POA3240,0,0,0,0,3,0,0,9,5,0,3,0,3,0,0,20,0,0,4,4,9,3,3,21,88,125,84,52,70,20,11,451,0,3,0,0,0,0,0,3,98,137,92,53,77,27,19,496,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,0,0,0,5,8,8,3,5,0,0,28,0,0,0,0,0,0,0,0,5,7,6,5,8,0,0,31,105,141,101,58,88,27,17,530
POA3241,4,3,3,0,0,0,0,5,6,7,8,4,5,0,0,28,9,6,3,0,4,0,0,24,82,78,79,35,56,7,3,342,0,3,0,4,0,0,0,3,101,94,89,40,63,9,3,406,0,0,0,0,0,0,0,0,0,4,3,0,3,0,0,10,0,0,0,0,0,0,3,3,26,24,17,10,13,8,0,91,0,0,0,0,0,0,0,0,27,26,25,14,19,10,0,109,125,122,112,56,81,19,7,510
POA3242,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,3,4,3,0,3,0,0,14,49,32,25,12,11,0,3,130,0,0,0,0,0,0,0,0,55,35,33,14,15,3,3,160,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,5,4,0,0,6,0,0,18,0,0,0,0,0,0,0,0,5,8,0,0,3,0,0,23,60,43,31,14,22,0,3,182
POA3243,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,5,0,0,0,0,0,0,0,3,7,17,10,11,7,0,0,59,0,0,0,0,0,0,0,0,13,21,12,9,10,0,0,69,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,3,0,3,7,0,0,0,0,7,13,22,18,9,15,5,0,82
POA3249,0,3,6,0,3,0,0,9,4,7,0,0,0,0,0,15,16,9,3,4,4,0,0,35,122,183,94,63,74,19,4,558,0,0,0,0,0,0,0,8,142,203,101,74,84,19,4,626,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,9,0,0,0,0,0,0,0,3,6,10,14,11,17,0,0,65,0,0,0,3,3,0,0,7,12,16,20,20,18,3,0,87,157,223,123,92,98,22,6,713
POA3250,42,32,20,13,7,0,0,116,30,18,8,0,7,4,0,69,16,17,5,4,4,0,0,46,457,492,261,174,239,51,10,1685,3,3,0,0,0,0,0,8,541,559,301,194,258,57,11,1924,5,9,5,0,5,0,0,20,3,6,7,3,3,0,0,23,11,7,10,4,3,0,0,28,140,127,93,69,86,14,0,527,9,0,3,0,5,0,0,18,165,154,113,72,101,19,3,623,707,714,406,269,359,70,15,2545
POA3251,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,20,12,15,9,17,4,0,77,0,0,0,0,0,0,0,0,24,14,17,13,17,4,0,88,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,3,4,0,0,0,0,13,0,0,0,0,0,0,0,0,7,3,4,0,0,0,0,13,22,20,17,15,17,4,0,96
POA3254,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,22,9,9,6,5,3,74,0,0,0,0,0,0,0,0,20,22,9,9,6,5,3,74,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,3,3,5,0,0,16,0,0,0,0,0,0,0,0,3,6,5,3,5,0,0,20,20,24,17,11,15,5,3,96
POA3260,8,8,3,0,4,0,0,20,11,8,3,0,0,0,0,18,9,7,0,4,3,0,0,21,161,201,105,85,85,25,6,663,0,3,0,0,0,0,0,3,182,222,114,88,94,25,6,737,0,0,0,0,0,0,0,4,3,3,0,3,0,0,0,9,0,4,0,0,0,0,0,3,30,52,26,18,27,14,3,159,0,4,0,3,0,0,0,8,36,64,29,22,24,14,3,189,226,279,147,114,115,37,6,919
POA3264,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,12,0,0,0,0,0,0,0,10,76,98,53,39,59,11,3,335,0,0,0,0,0,0,0,0,85,105,51,38,62,16,3,354,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,5,0,0,0,0,0,0,0,0,23,33,15,19,12,4,0,112,0,0,0,0,0,0,0,6,29,35,21,22,14,4,0,125,111,137,71,58,79,17,4,477
POA3265,3,9,5,3,3,3,0,23,9,13,7,7,3,0,0,38,3,3,0,0,0,0,0,10,111,159,96,69,93,29,8,565,0,0,0,0,0,0,0,0,123,184,108,74,103,35,8,639,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,8,0,0,0,0,0,0,0,0,10,9,6,3,5,0,0,42,3,0,0,0,0,0,0,5,16,12,11,4,8,0,0,55,137,198,119,79,114,34,9,687
POA3266,4,9,3,0,10,0,0,24,11,5,3,0,3,0,0,18,4,0,0,0,0,0,0,6,116,139,96,53,95,13,0,518,0,0,0,0,0,0,0,5,132,151,106,62,107,13,0,568,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,17,27,13,13,20,4,0,87,0,0,0,0,0,0,0,4,18,28,17,16,20,4,0,96,153,182,116,72,126,20,0,668
POA3267,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,19,3,6,6,4,0,47,0,0,0,0,0,0,0,0,10,19,3,8,8,4,0,48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,6,0,0,0,0,0,0,0,0,3,6,0,0,0,0,0,13,10,22,4,8,10,4,0,60
POA3268,14,10,6,7,7,0,0,36,3,0,0,0,3,0,0,11,4,3,3,0,3,0,0,18,111,100,70,47,70,20,6,429,0,0,0,0,0,0,0,0,135,112,82,59,81,23,6,497,0,0,0,0,0,0,0,3,0,0,4,0,0,0,0,3,0,3,3,0,0,0,0,7,18,23,12,10,21,3,3,95,0,0,0,0,0,0,0,0,17,19,21,15,25,5,3,105,152,139,104,74,107,30,7,604
POA3269,0,0,0,0,0,0,0,4,3,3,0,0,0,0,0,9,0,3,0,0,0,0,0,8,25,36,23,12,19,4,3,121,0,3,4,0,0,0,0,4,34,48,30,10,21,6,3,151,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,6,0,0,0,0,0,20,0,0,0,0,0,0,0,0,9,6,0,0,0,0,0,20,48,52,30,10,20,8,3,173
POA3270,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,8,7,14,0,0,4,0,0,23,0,0,0,0,0,0,0,0,7,14,0,4,4,0,0,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,3,3,0,0,0,0,0,0,4,13,14,3,3,4,0,0,34
POA3271,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,6,7,10,4,0,0,30,0,0,0,0,0,0,0,0,7,5,7,10,4,0,0,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,4,7,5,10,13,4,0,0,38
POA3272,3,3,0,0,0,0,0,5,3,0,0,4,3,0,0,11,8,8,3,0,5,0,0,26,57,63,38,20,14,7,0,190,0,0,0,0,0,0,0,0,66,77,47,23,18,3,0,238,0,0,0,0,0,0,0,3,0,0,0,0,4,0,0,4,0,0,0,0,0,0,0,0,14,15,9,9,8,3,0,54,0,3,3,0,0,0,0,8,15,20,16,12,5,3,0,67,88,97,60,35,29,10,0,312
POA3273,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,11,7,3,0,0,27,0,0,0,0,0,0,0,0,0,4,10,7,3,0,0,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,7,0,9,9,7,9,0,0,33
POA3274,0,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,17,8,3,3,0,0,49,0,0,0,0,0,0,0,0,13,17,8,3,7,0,0,49,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,3,0,0,10,0,0,0,0,0,0,0,0,3,3,0,0,3,0,0,10,12,19,8,5,7,0,0,54
POA3275,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,27,26,12,14,21,7,3,98,0,0,0,0,0,0,0,0,27,24,15,14,28,7,3,106,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,4,0,4,0,0,11,0,0,0,0,0,0,0,0,3,3,4,0,4,0,0,14,25,30,17,14,31,3,3,121
POA3276,0,0,0,3,0,0,0,3,0,5,0,0,0,0,0,4,0,0,0,0,0,0,0,3,18,29,19,5,19,3,0,93,0,0,0,0,0,0,0,0,15,31,20,15,17,6,0,106,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,3,0,0,15,0,3,0,0,0,0,0,3,0,4,3,3,3,0,0,15,20,33,27,14,22,6,0,128
POA3277,3,3,3,0,0,0,0,11,5,8,3,0,0,0,0,14,0,7,0,0,0,0,0,16,107,86,50,43,35,10,0,332,0,0,0,0,0,0,0,0,117,102,62,43,37,13,0,376,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,3,0,0,0,0,0,0,0,3,4,14,11,10,10,3,0,49,0,0,0,0,0,0,0,0,11,17,10,10,6,3,0,53,127,125,69,51,46,20,0,434
POA3278,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,3,3,0,0,0,0,5,19,13,11,0,8,4,0,54,0,0,0,0,0,0,0,0,20,19,13,3,8,4,0,61,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,20,18,13,3,9,4,0,62
POA3279,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,3,15,16,18,5,14,3,0,69,0,0,0,0,0,0,0,0,15,13,21,8,18,3,0,78,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,5,15,13,18,8,21,3,0,85
POA3280,76,75,53,34,44,8,0,286,93,65,31,26,27,10,0,243,81,77,29,18,22,13,4,244,1127,1166,640,428,615,153,54,4177,10,8,6,3,0,0,0,21,1383,1387,763,510,709,176,54,4980,17,11,11,7,7,0,0,59,33,28,21,14,17,10,5,116,7,20,11,8,13,3,0,71,249,347,206,145,250,68,13,1281,16,13,10,6,4,0,0,43,313,422,258,183,291,80,15,1570,1697,1815,1025,697,997,252,69,6552
POA3281,0,4,0,0,3,0,0,9,8,15,6,0,0,0,0,23,3,3,4,0,3,3,0,18,79,109,69,53,64,19,8,397,0,0,0,0,0,0,0,5,95,135,73,57,74,23,8,456,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5,12,10,10,0,0,33,0,0,0,0,0,0,0,0,3,5,8,10,10,0,0,31,97,133,84,67,81,19,8,484
POA3282,3,4,8,0,4,0,0,20,3,0,0,0,0,0,0,7,4,6,3,0,0,0,0,17,112,111,56,37,53,16,0,394,0,0,0,0,4,0,0,6,128,125,71,38,59,20,0,441,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,11,0,3,0,0,0,0,0,3,19,24,23,11,15,3,3,94,0,0,0,0,0,0,0,3,17,29,25,12,15,3,3,109,150,151,91,56,75,21,3,543
POA3283,0,3,0,9,0,0,0,15,0,4,3,0,0,0,0,7,0,3,0,0,0,0,0,6,46,77,68,23,38,8,10,272,0,0,0,0,0,0,0,5,48,94,75,31,41,8,10,303,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,6,17,6,0,3,0,0,26,0,0,0,0,0,0,0,0,7,17,7,3,3,3,0,35,53,107,77,36,47,10,7,335
POA3284,8,3,6,4,3,0,0,17,8,9,8,5,3,0,0,40,11,13,10,0,3,0,0,39,136,142,76,37,45,9,3,444,0,0,4,0,0,0,0,5,164,169,91,41,57,9,3,542,3,0,3,0,0,0,0,5,0,3,0,3,0,0,0,5,0,0,0,0,0,0,0,0,14,25,14,15,15,6,0,94,0,0,0,0,0,0,0,3,20,27,21,17,21,8,0,106,184,195,110,65,72,15,3,650
POA3285,4,4,3,0,0,0,0,15,0,0,0,0,0,0,0,5,0,0,0,8,3,0,0,16,40,56,43,21,36,3,0,203,0,0,0,0,0,0,0,0,48,62,44,32,42,5,0,239,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,4,3,0,0,18,0,0,0,0,0,0,0,0,6,0,0,4,3,0,0,18,49,68,49,34,46,5,0,259
POA3286,0,5,3,0,4,0,0,14,0,0,0,0,0,0,0,4,0,0,0,0,3,0,0,3,18,23,21,13,7,0,0,85,0,0,0,0,0,0,0,0,15,35,25,16,15,0,3,103,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,7,0,6,0,0,0,17,0,0,0,0,0,0,0,0,0,9,0,6,4,0,0,20,18,45,28,16,17,0,3,124
POA3287,3,3,3,0,0,0,0,12,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,8,9,32,17,6,23,0,0,90,0,0,0,0,0,0,0,0,17,37,23,10,23,0,0,111,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,5,17,36,26,10,23,0,0,116
POA3289,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,8,4,3,0,0,0,0,11,34,42,27,13,14,3,0,135,0,0,0,0,0,0,0,0,40,45,28,13,18,3,0,151,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,5,8,0,0,15,0,0,0,0,0,0,0,0,0,3,3,3,10,0,0,14,40,48,32,18,26,3,0,167
POA3292,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,8,0,0,0,0,0,0,0,0,3,0,3,0,3,0,0,9,0,0,4,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,6,3,0,7,0,3,0,0,11
POA3293,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,18,7,6,3,0,0,49,0,0,0,0,0,0,0,0,17,18,7,7,3,0,0,55,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,4,0,0,0,3,0,0,7,20,19,7,7,7,0,0,61
POA3294,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,3,3,6,0,0,0,0,0,12,45,66,26,9,31,3,0,176,0,0,0,0,0,0,0,0,51,69,26,17,28,3,0,193,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,3,3,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,3,0,3,3,0,0,0,11,52,69,27,19,32,6,0,208
POA3300,33,29,13,4,7,0,0,83,15,13,8,8,3,0,0,48,12,13,19,4,6,0,0,64,369,339,212,137,192,48,7,1300,3,3,0,0,5,0,0,13,430,400,252,150,222,52,7,1508,0,3,0,0,3,3,0,8,4,11,8,4,3,0,0,28,0,0,4,0,3,3,0,10,68,90,76,54,64,16,0,362,3,3,0,3,6,0,0,17,81,103,84,66,79,21,0,424,511,497,334,214,296,69,10,1932
POA3301,0,3,0,0,0,0,0,10,4,0,0,0,0,0,0,5,0,9,3,4,7,0,0,19,48,68,61,31,29,5,0,233,0,0,0,0,0,0,0,0,50,80,66,40,36,3,0,277,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,3,4,0,0,15,0,0,0,0,0,0,0,0,0,0,5,3,9,0,0,16,56,79,74,42,41,3,0,294
POA3302,0,3,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,4,3,0,0,0,5,7,21,11,5,8,0,0,62,0,0,0,0,0,0,0,0,10,25,13,14,10,3,0,71,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,6,0,0,0,0,0,0,0,3,0,0,3,0,6,0,0,7,10,28,12,13,15,3,0,83
POA3303,0,4,3,0,0,0,0,10,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,9,11,12,11,9,5,0,57,0,0,0,0,0,0,0,0,13,19,15,13,12,5,0,65,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,0,0,0,0,0,14,0,3,0,0,0,0,0,3,4,5,3,0,3,0,0,16,16,27,15,12,9,5,0,82
POA3304,4,7,3,4,4,3,0,18,0,4,3,0,0,0,0,15,5,3,9,4,0,0,0,15,83,100,48,43,56,7,0,331,0,0,0,0,0,0,0,3,95,115,58,50,64,14,0,386,0,3,0,0,0,0,0,3,0,4,3,3,0,0,0,5,0,0,0,0,0,0,0,8,20,24,15,15,12,0,0,86,0,0,0,0,0,0,0,3,19,35,18,18,13,0,0,102,113,148,78,69,75,13,0,491
POA3305,16,25,15,8,22,4,3,79,13,23,13,13,8,0,0,70,17,20,11,11,6,4,0,70,450,420,263,208,250,50,9,1647,8,0,3,0,0,0,0,15,502,483,300,238,285,61,11,1883,4,3,4,3,3,0,0,11,9,3,12,0,7,3,0,30,0,3,5,4,0,0,0,17,106,131,83,61,95,16,4,504,3,3,3,0,3,0,0,11,117,144,106,71,104,23,3,567,620,623,408,303,392,82,19,2448
POA3309,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,5,0,0,22,0,0,0,0,0,0,0,0,3,0,3,0,5,0,0,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,4,5,5,8,6,5,0,0,29
POA3310,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,3,8,5,3,8,0,0,31,0,0,0,0,0,0,0,0,3,6,7,3,12,0,0,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,5,3,6,11,4,10,0,0,36
POA3311,3,0,0,0,0,0,0,4,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,3,42,52,37,29,27,3,0,189,0,0,0,0,0,0,0,0,49,53,39,29,25,3,0,201,0,0,3,0,0,0,0,8,3,0,0,3,0,0,0,3,0,0,0,0,0,0,0,0,10,12,10,6,4,0,0,49,0,0,0,0,0,0,0,0,14,12,12,9,4,3,0,58,59,70,51,43,32,10,0,261
