POA_CODE_2016,M_Hbn_in_RM_0_14,M_Hbn_in_RM_15_24,M_Hbn_in_RM_25_34,M_Hbn_in_RM_35_44,M_Hbn_in_RM_45_54,M_Hbn_in_RM_55_64,M_Hbn_in_RM_65_74,M_Hbn_in_RM_75_84,M_Hbn_in_RM_85ov,M_Hbn_in_RM_Tot,M_Ptn_in_DFM_0_14,M_Ptn_in_DFM_15_24,M_Ptn_in_DFM_25_34,M_Ptn_in_DFM_35_44,M_Ptn_in_DFM_45_54,M_Ptn_in_DFM_55_64,M_Ptn_in_DFM_65_74,M_Ptn_in_DFM_75_84,M_Ptn_in_DFM_85ov,M_Ptn_in_DFM_Tot,M_LonePnt_0_14,M_LonePnt_15_24,M_LonePnt_25_34,M_LonePnt_35_44,M_LonePnt_45_54,M_LonePnt_55_64,M_LonePnt_65_74,M_LonePnt_75_84,M_LonePnt_85ov,M_LonePnt_Tot,M_CU15_0_14,M_CU15_15_24,M_CU15_25_34,M_CU15_35_44,M_CU15_45_54,M_CU15_55_64,M_CU15_65_74,M_CU15_75_84,M_CU15_85ov,M_CU15_Tot,M_DpStu_0_14,M_DpStu_15_24,M_DpStu_25_34,M_DpStu_35_44,M_DpStu_45_54,M_DpStu_55_64,M_DpStu_65_74,M_DpStu_75_84,M_DpStu_85ov,M_DpStu_Tot,M_NDpChl_0_14,M_NDpChl_15_24,M_NDpChl_25_34,M_NDpChl_35_44,M_NDpChl_45_54,M_NDpChl_55_64,M_NDpChl_65_74,M_NDpChl_75_84,M_NDpChl_85ov,M_NDpChl_Tot,M_OthRI_0_14,M_OthRI_15_24,M_OthRI_25_34,M_OthRI_35_44,M_OthRI_45_54,M_OthRI_55_64,M_OthRI_65_74,M_OthRI_75_84,M_OthRI_85ov,M_OthRI_Tot,M_URI_in_FH_0_14,M_URI_in_FH_15_24,M_URI_in_FH_25_34,M_URI_in_FH_35_44,M_URI_in_FH_45_54,M_URI_in_FH_55_64,M_URI_in_FH_65_74,M_URI_in_FH_75_84,M_URI_in_FH_85ov,M_URI_in_FH_Tot,M_GrpH_Mem_0_14,M_GrpH_Mem_15_24,M_GrpH_Mem_25_34,M_GrpH_Mem_35_44,M_GrpH_Mem_45_54,M_GrpH_Mem_55_64,M_GrpH_Mem_65_74,M_GrpH_Mem_75_84,M_GrpH_Mem_85ov,M_GrpH_Mem_Tot,M_LonePsn_0_14,M_LonePsn_15_24,M_LonePsn_25_34,M_LonePsn_35_44,M_LonePsn_45_54,M_LonePsn_55_64,M_LonePsn_65_74,M_LonePsn_75_84,M_LonePsn_85ov,M_LonePsn_Tot,M_Vis_within_Aus_0_14,M_Vis_within_Aus_15_24,M_Vis_within_Aus_25_34,M_Vis_within_Aus_35_44,M_Vis_within_Aus_45_54,M_Vis_within_Aus_55_64,M_Vis_within_Aus_65_74,M_Vis_within_Aus_75_84,M_Vis_within_Aus_85ov,M_Vis_within_Aus_Tot,M_Tot_0_14,M_Tot_15_24,M_Tot_25_34,M_Tot_35_44,M_Tot_45_54,M_Tot_55_64,M_Tot_65_74,M_Tot_75_84,M_Tot_85ov,M_Tot_Tot,F_Wife_in_RM_0_14,F_Wife_in_RM_15_24,F_Wife_in_RM_25_34,F_Wife_in_RM_35_44,F_Wife_in_RM_45_54,F_Wife_in_RM_55_64,F_Wife_in_RM_65_74,F_Wife_in_RM_75_84,F_Wife_in_RM_85ov,F_Wife_in_RM_Tot,F_Ptn_in_DFM_0_14,F_Ptn_in_DFM_15_24,F_Ptn_in_DFM_25_34,F_Ptn_in_DFM_35_44,F_Ptn_in_DFM_45_54,F_Ptn_in_DFM_55_64,F_Ptn_in_DFM_65_74,F_Ptn_in_DFM_75_84,F_Ptn_in_DFM_85ov,F_Ptn_in_DFM_Tot,F_LonePnt_0_14,F_LonePnt_15_24,F_LonePnt_25_34,F_LonePnt_35_44,F_LonePnt_45_54,F_LonePnt_55_64,F_LonePnt_65_74,F_LonePnt_75_84,F_LonePnt_85ov,F_LonePnt_Tot,F_CU15_0_14,F_CU15_15_24,F_CU15_25_34,F_CU15_35_44,F_CU15_45_54,F_CU15_55_64,F_CU15_65_74,F_CU15_75_84,F_CU15_85ov,F_CU15_Tot,F_DpStu_0_14,F_DpStu_15_24,F_DpStu_25_34,F_DpStu_35_44,F_DpStu_45_54,F_DpStu_55_64,F_DpStu_65_74,F_DpStu_75_84,F_DpStu_85ov,F_DpStu_Tot,F_NDpChl_0_14,F_NDpChl_15_24,F_NDpChl_25_34,F_NDpChl_35_44,F_NDpChl_45_54,F_NDpChl_55_64,F_NDpChl_65_74,F_NDpChl_75_84,F_NDpChl_85ov,F_NDpChl_Tot,F_OthRI_0_14,F_OthRI_15_24,F_OthRI_25_34,F_OthRI_35_44,F_OthRI_45_54,F_OthRI_55_64,F_OthRI_65_74,F_OthRI_75_84,F_OthRI_85ov,F_OthRI_Tot,F_URI_in_FH_0_14,F_URI_in_FH_15_24,F_URI_in_FH_25_34,F_URI_in_FH_35_44,F_URI_in_FH_45_54,F_URI_in_FH_55_64,F_URI_in_FH_65_74,F_URI_in_FH_75_84,F_URI_in_FH_85ov,F_URI_in_FH_Tot
POA3842,..,4,79,101,112,191,163,58,7,724,..,29,72,26,27,9,6,0,0,170,..,0,0,17,15,13,4,3,0,54,379,..,..,..,..,..,..,..,..,379,..,96,..,..,..,..,..,..,..,96,..,73,36,22,6,4,0,0,0,142,..,20,13,0,9,0,0,3,0,46,..,10,8,6,4,0,3,0,0,23,..,36,37,6,6,8,6,0,0,93,..,21,32,34,28,52,40,11,11,224,5,21,13,11,12,4,6,3,0,68,384,296,284,218,219,283,229,87,16,2016,..,4,116,104,135,202,136,35,3,733,..,41,65,29,23,11,7,0,0,177,..,13,53,71,48,27,11,3,0,227,376,..,..,..,..,..,..,..,..,376,..,105,..,..,..,..,..,..,..,105,..,53,23,11,0,0,0,0,0,88,..,11,0,0,0,9,11,3,0,30,..,0,4,0,0,0,0,0,0,11
POA3844,..,20,582,926,995,1013,735,394,80,4749,..,158,420,206,176,101,37,10,0,1115,..,3,26,60,75,44,6,0,3,220,2681,..,..,..,..,..,..,..,..,2681,..,587,..,..,..,..,..,..,..,587,..,515,201,73,45,19,5,0,0,851,..,49,37,8,19,10,7,11,10,149,..,25,30,18,16,13,0,0,0,95,..,117,96,30,35,38,17,10,0,346,..,87,258,206,269,275,200,102,45,1430,48,58,68,46,42,32,27,8,3,332,2727,1612,1709,1572,1672,1541,1040,537,144,12556,..,41,754,1015,1011,1027,663,286,27,4832,..,241,420,211,175,87,33,4,0,1172,..,58,219,293,290,107,50,32,21,1073,2552,..,..,..,..,..,..,..,..,2552,..,610,..,..,..,..,..,..,..,610,..,350,100,30,21,9,3,0,0,516,..,46,39,8,27,24,28,24,11,206,..,40,13,6,4,6,0,0,0,63
POA3847,..,3,49,66,70,104,86,37,7,420,..,8,23,26,14,15,4,0,0,87,..,0,0,0,3,3,0,0,0,8,183,..,..,..,..,..,..,..,..,183,..,36,..,..,..,..,..,..,..,36,..,39,23,6,3,0,0,0,0,70,..,8,0,0,3,0,4,0,3,16,..,0,7,0,0,0,0,0,0,10,..,6,4,4,7,7,7,0,0,32,..,0,12,19,19,15,20,11,6,114,3,3,9,4,0,3,4,0,0,24,187,96,118,124,126,156,126,52,14,1000,..,3,72,61,90,107,80,19,5,435,..,14,31,28,11,12,3,0,0,96,..,0,15,11,13,8,5,4,0,58,172,..,..,..,..,..,..,..,..,172,..,38,..,..,..,..,..,..,..,38,..,18,9,3,7,3,0,0,0,37,..,3,3,0,4,5,0,0,3,23,..,3,0,0,0,0,0,0,0,9
POA3850,..,9,310,442,451,476,412,208,61,2365,..,67,168,96,84,46,25,11,0,497,..,0,12,16,33,23,6,3,7,100,1351,..,..,..,..,..,..,..,..,1351,..,310,..,..,..,..,..,..,..,310,..,240,79,24,26,10,0,0,0,381,..,34,13,3,14,4,6,0,3,84,..,18,18,4,5,3,0,0,0,45,..,82,71,16,19,25,13,3,0,229,..,33,97,111,115,138,105,82,43,729,23,39,29,19,20,20,11,9,3,184,1376,830,787,736,774,751,577,319,115,6275,..,16,385,492,500,498,356,143,50,2439,..,105,182,90,85,52,15,3,0,541,..,28,102,155,158,63,23,17,17,556,1280,..,..,..,..,..,..,..,..,1280,..,296,..,..,..,..,..,..,..,296,..,146,46,17,20,11,0,0,0,237,..,21,6,5,13,22,14,17,7,108,..,22,12,3,0,0,0,0,0,41
POA3851,..,3,46,133,190,249,216,66,13,919,..,0,37,28,36,34,18,3,0,152,..,0,3,9,6,8,3,0,0,27,378,..,..,..,..,..,..,..,..,378,..,75,..,..,..,..,..,..,..,75,..,67,30,18,8,3,0,0,0,128,..,4,3,3,9,6,3,0,0,31,..,3,4,3,0,4,0,0,0,17,..,5,18,10,3,8,14,5,0,60,..,9,11,27,63,87,90,43,10,340,3,6,17,6,10,13,18,6,0,79,385,174,161,239,328,416,360,127,23,2207,..,0,76,146,215,255,191,48,0,937,..,15,31,38,35,32,11,3,0,161,..,0,21,26,17,14,7,8,6,97,361,..,..,..,..,..,..,..,..,361,..,104,..,..,..,..,..,..,..,104,..,45,19,8,5,3,0,0,0,77,..,3,0,5,0,3,6,5,3,22,..,6,0,0,0,0,0,0,0,10
POA3852,..,0,0,0,0,0,0,0,0,8,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,0,..,..,..,..,..,..,..,..,0,..,0,..,..,..,..,..,..,..,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,3,0,4,0,0,0,0,13,..,0,0,0,3,3,0,0,0,3,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,7,..,..,..,..,..,..,..,..,7,..,0,..,..,..,..,..,..,..,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0
POA3854,..,0,32,61,69,82,36,14,3,298,..,9,14,5,16,5,4,0,0,46,..,0,0,0,3,4,0,0,0,9,165,..,..,..,..,..,..,..,..,165,..,26,..,..,..,..,..,..,..,26,..,34,3,5,0,0,0,0,0,47,..,6,3,0,0,0,0,0,0,11,..,3,0,0,0,0,0,0,0,7,..,3,0,0,3,0,0,0,0,11,..,0,0,7,9,17,4,0,3,41,0,0,0,3,5,0,3,0,0,11,165,80,54,80,106,108,50,21,7,662,..,0,36,71,80,62,33,6,0,297,..,12,15,9,12,4,0,0,0,48,..,0,11,4,3,5,3,3,0,25,137,..,..,..,..,..,..,..,..,137,..,33,..,..,..,..,..,..,..,33,..,16,11,5,0,0,0,0,0,37,..,0,0,0,0,0,0,0,0,5,..,3,0,0,0,0,0,0,0,3
POA3856,..,0,24,28,35,61,28,8,0,176,..,7,23,9,14,0,0,0,0,54,..,0,0,0,0,0,0,0,0,4,109,..,..,..,..,..,..,..,..,109,..,18,..,..,..,..,..,..,..,18,..,23,10,0,3,4,0,0,0,38,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,3,..,0,5,0,3,0,0,0,0,9,..,0,5,3,4,9,13,0,0,44,4,3,3,0,0,0,0,0,0,11,109,49,71,43,60,80,43,5,0,467,..,0,31,31,41,52,19,0,0,176,..,8,25,10,10,5,0,0,0,59,..,3,10,12,9,3,0,6,0,33,109,..,..,..,..,..,..,..,..,109,..,23,..,..,..,..,..,..,..,23,..,16,8,0,0,0,0,0,0,24,..,3,0,0,0,0,0,0,0,6,..,0,0,0,0,0,0,0,0,0
POA3857,..,0,6,7,20,26,8,3,0,77,..,0,4,3,3,8,7,0,0,25,..,0,0,0,0,0,0,0,0,0,32,..,..,..,..,..,..,..,..,32,..,13,..,..,..,..,..,..,..,13,..,8,4,0,0,0,0,0,0,16,..,3,0,0,0,0,0,0,0,3,..,0,0,0,0,0,3,0,0,3,..,0,0,0,0,3,0,0,0,3,..,0,0,0,3,3,0,0,0,10,0,0,0,0,0,0,0,0,0,0,32,22,19,15,29,36,17,3,3,175,..,0,6,7,21,22,13,3,0,77,..,0,4,7,5,6,0,0,0,21,..,0,0,3,3,0,0,0,0,12,29,..,..,..,..,..,..,..,..,29,..,7,..,..,..,..,..,..,..,7,..,6,0,0,0,0,0,0,0,6,..,0,0,0,0,0,0,0,0,0,..,0,3,0,0,0,0,0,0,3
POA3858,..,3,35,86,107,106,117,58,7,519,..,17,27,30,20,13,5,0,0,108,..,0,3,0,15,0,0,0,0,27,278,..,..,..,..,..,..,..,..,278,..,53,..,..,..,..,..,..,..,53,..,58,33,5,6,3,0,0,0,106,..,12,0,0,0,7,0,0,0,20,..,4,3,3,0,0,0,0,0,16,..,6,5,3,0,5,3,0,0,28,..,15,22,13,20,35,43,18,10,171,5,8,4,8,6,3,7,3,0,47,287,170,127,160,170,173,181,83,12,1363,..,5,54,96,114,114,104,36,3,524,..,22,30,25,15,17,3,0,0,109,..,3,27,22,28,11,0,0,3,92,244,..,..,..,..,..,..,..,..,244,..,59,..,..,..,..,..,..,..,59,..,32,12,3,0,8,0,0,0,61,..,0,0,0,0,8,6,0,3,14,..,5,0,0,0,0,0,0,0,10
POA3859,..,0,19,20,34,38,28,17,0,159,..,6,6,5,8,9,4,0,0,36,..,0,0,0,6,0,0,0,0,5,79,..,..,..,..,..,..,..,..,79,..,21,..,..,..,..,..,..,..,21,..,21,9,0,3,0,0,0,0,29,..,5,0,0,0,0,0,0,0,8,..,0,0,0,0,0,0,0,0,4,..,3,3,0,0,0,0,0,0,9,..,3,4,6,4,5,5,3,0,34,0,0,0,0,0,0,0,0,0,10,81,57,40,36,60,56,38,19,3,388,..,3,18,23,36,31,28,10,0,159,..,6,10,11,4,6,0,0,0,36,..,0,5,0,4,0,3,0,0,16,62,..,..,..,..,..,..,..,..,62,..,19,..,..,..,..,..,..,..,19,..,8,9,0,0,0,0,0,0,20,..,0,0,0,0,0,0,0,0,0,..,0,3,0,4,0,0,0,0,5
POA3860,..,4,116,193,228,314,236,127,27,1244,..,32,88,40,53,34,15,5,0,278,..,0,0,7,13,12,7,0,3,44,616,..,..,..,..,..,..,..,..,616,..,149,..,..,..,..,..,..,..,149,..,135,47,20,15,9,0,0,0,225,..,17,9,4,3,3,11,3,3,53,..,13,11,3,5,3,0,0,0,35,..,16,14,7,11,12,5,0,0,61,..,17,40,47,52,79,65,44,14,362,11,14,13,7,12,13,8,0,0,81,626,395,337,333,389,481,351,182,56,3148,..,10,159,222,246,330,211,90,10,1269,..,51,85,46,43,36,16,0,0,286,..,7,52,72,57,18,10,12,4,229,640,..,..,..,..,..,..,..,..,640,..,138,..,..,..,..,..,..,..,138,..,82,31,3,4,4,0,0,0,118,..,7,3,5,3,14,9,7,7,57,..,4,0,0,3,0,0,0,0,7
POA3862,..,0,59,82,93,155,126,57,10,577,..,17,40,28,20,32,6,0,0,137,..,0,3,3,8,5,0,0,0,18,284,..,..,..,..,..,..,..,..,284,..,69,..,..,..,..,..,..,..,69,..,56,17,9,3,3,0,0,0,95,..,3,0,0,4,0,0,0,0,10,..,5,0,0,0,0,0,0,0,3,..,4,5,0,0,4,4,0,0,24,..,0,17,23,23,40,35,14,4,155,0,5,10,4,8,4,5,3,0,42,285,155,151,158,154,246,177,76,16,1416,..,3,86,97,123,159,101,35,3,602,..,17,43,25,26,17,14,0,0,147,..,5,13,22,22,11,0,4,3,82,273,..,..,..,..,..,..,..,..,273,..,83,..,..,..,..,..,..,..,83,..,28,13,4,3,3,0,0,0,51,..,7,0,0,0,0,3,0,0,22,..,4,4,0,3,0,0,0,0,7
POA3864,..,0,3,6,9,8,5,5,0,36,..,0,0,3,0,4,0,0,0,6,..,0,0,0,0,0,0,0,0,0,24,..,..,..,..,..,..,..,..,24,..,5,..,..,..,..,..,..,..,5,..,9,0,0,0,0,0,0,0,11,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,4,..,0,0,0,0,3,5,0,0,12,0,0,0,0,0,0,0,0,0,4,25,15,8,7,13,14,9,8,0,103,..,0,3,10,6,12,8,0,0,42,..,0,4,3,3,3,0,0,0,10,..,0,0,3,0,0,0,0,0,5,14,..,..,..,..,..,..,..,..,14,..,3,..,..,..,..,..,..,..,3,..,3,0,0,0,0,0,0,0,3,..,0,0,0,0,0,0,0,0,3,..,0,0,0,0,0,0,0,0,0
POA3865,..,3,11,9,15,17,16,13,0,85,..,0,8,9,0,3,0,0,0,24,..,0,0,0,0,0,0,0,0,0,39,..,..,..,..,..,..,..,..,39,..,13,..,..,..,..,..,..,..,13,..,3,4,0,0,0,0,0,0,12,..,0,0,0,3,0,0,0,0,6,..,0,3,0,0,0,0,0,0,5,..,0,0,0,0,3,0,0,0,3,..,0,3,0,0,5,6,3,3,23,0,0,0,0,3,0,0,0,0,7,37,20,25,22,22,31,30,14,9,213,..,0,10,11,9,24,17,5,0,89,..,3,3,6,3,4,0,0,0,22,..,0,3,0,4,0,0,0,0,6,29,..,..,..,..,..,..,..,..,29,..,3,..,..,..,..,..,..,..,3,..,0,4,0,0,0,0,0,0,3,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,3
POA3869,..,0,26,58,66,72,57,18,9,298,..,7,10,9,15,12,13,0,0,64,..,0,0,3,3,3,0,0,0,10,153,..,..,..,..,..,..,..,..,153,..,46,..,..,..,..,..,..,..,46,..,35,15,10,0,3,0,0,0,64,..,3,0,0,0,0,0,0,0,6,..,3,0,0,0,0,0,0,0,3,..,3,4,0,3,0,3,0,0,14,..,0,11,12,14,15,4,14,3,69,0,7,0,0,3,5,4,0,0,23,154,99,60,95,108,109,77,28,14,743,..,0,37,60,82,74,43,10,0,302,..,6,4,20,13,16,6,0,0,60,..,4,10,10,19,7,3,3,0,55,132,..,..,..,..,..,..,..,..,132,..,50,..,..,..,..,..,..,..,50,..,12,4,0,0,0,0,0,0,21,..,3,0,0,0,3,8,5,0,16,..,7,0,0,0,0,0,0,0,8
POA3870,..,0,18,30,39,67,75,19,6,252,..,0,6,16,16,7,9,0,0,52,..,0,0,0,0,4,0,0,3,5,88,..,..,..,..,..,..,..,..,88,..,24,..,..,..,..,..,..,..,24,..,30,5,5,10,4,0,0,0,44,..,3,0,0,0,3,0,0,0,8,..,0,0,0,0,0,0,0,0,0,..,0,0,0,3,3,0,0,0,3,..,0,6,7,11,28,15,6,3,84,0,0,5,0,0,0,0,0,0,14,88,58,41,57,82,119,93,30,12,579,..,0,19,35,59,69,49,21,0,252,..,3,5,16,16,13,4,0,0,59,..,0,3,4,13,9,4,0,0,30,104,..,..,..,..,..,..,..,..,104,..,36,..,..,..,..,..,..,..,36,..,17,9,0,3,0,0,0,0,27,..,0,0,0,0,4,0,0,0,3,..,0,0,0,0,0,0,0,0,0
POA3871,..,0,31,62,116,133,121,47,6,514,..,10,28,26,22,11,11,0,0,109,..,0,3,0,13,3,0,0,0,20,255,..,..,..,..,..,..,..,..,255,..,52,..,..,..,..,..,..,..,52,..,56,28,14,7,0,0,0,0,107,..,4,3,3,3,0,0,0,3,15,..,3,5,3,0,0,0,0,0,7,..,4,3,3,0,3,3,0,0,22,..,3,9,7,25,28,26,17,12,123,4,7,3,3,3,9,3,5,0,38,259,137,114,121,192,191,163,75,17,1269,..,3,51,88,111,141,107,26,3,523,..,15,22,24,20,18,8,0,0,106,..,5,18,19,22,17,3,3,0,84,219,..,..,..,..,..,..,..,..,219,..,59,..,..,..,..,..,..,..,59,..,34,12,3,5,0,0,0,0,53,..,0,0,0,0,3,0,3,0,7,..,5,0,0,0,0,0,0,0,6
POA3873,..,0,10,11,16,20,8,7,0,68,..,0,3,0,3,0,0,0,0,7,..,0,0,0,0,0,0,0,0,0,33,..,..,..,..,..,..,..,..,33,..,3,..,..,..,..,..,..,..,3,..,6,0,3,3,0,0,0,0,17,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,3,..,0,0,0,0,0,0,0,0,0,..,0,3,4,3,4,3,0,0,20,0,0,0,0,0,0,0,0,0,3,33,17,15,22,26,27,16,7,0,157,..,0,12,11,15,17,6,3,0,67,..,0,3,0,3,3,0,0,0,9,..,0,0,0,0,0,0,3,0,3,18,..,..,..,..,..,..,..,..,18,..,4,..,..,..,..,..,..,..,4,..,8,3,0,0,0,0,0,0,13,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0
POA3874,..,0,3,5,7,41,22,14,0,105,..,0,3,8,12,9,4,0,0,34,..,0,0,0,0,0,0,0,0,3,34,..,..,..,..,..,..,..,..,34,..,8,..,..,..,..,..,..,..,8,..,11,0,0,0,0,0,0,0,7,..,0,0,0,0,0,3,0,0,8,..,0,0,0,0,0,0,0,0,4,..,0,0,0,3,0,0,0,0,3,..,0,0,0,6,25,9,4,3,48,0,0,0,0,0,3,0,0,0,10,39,28,10,18,32,79,44,18,6,263,..,0,3,12,21,36,31,4,0,103,..,3,3,8,10,3,3,0,0,30,..,0,0,3,6,3,0,0,0,15,27,..,..,..,..,..,..,..,..,27,..,10,..,..,..,..,..,..,..,10,..,5,4,0,0,0,0,0,0,6,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0
POA3875,..,16,301,390,577,671,724,397,90,3161,..,84,189,155,111,88,56,10,4,693,..,3,14,29,37,32,8,4,4,139,1484,..,..,..,..,..,..,..,..,1484,..,332,..,..,..,..,..,..,..,332,..,314,131,67,50,15,0,0,0,585,..,31,26,18,9,19,4,4,6,116,..,24,22,8,9,3,4,0,0,71,..,45,54,35,18,21,19,8,0,198,..,42,80,90,126,171,167,109,37,818,33,33,34,34,20,23,40,11,3,224,1515,917,846,819,954,1048,1026,541,148,7813,..,25,356,463,668,717,647,283,40,3205,..,124,200,143,132,82,33,7,0,724,..,24,103,182,174,86,42,28,11,665,1486,..,..,..,..,..,..,..,..,1486,..,323,..,..,..,..,..,..,..,323,..,186,65,27,20,7,3,0,0,310,..,30,8,7,7,18,24,18,12,122,..,37,16,3,5,0,0,0,3,62
POA3878,..,0,15,15,39,60,65,33,7,232,..,3,10,3,9,9,4,0,0,43,..,0,0,0,0,0,0,0,0,3,77,..,..,..,..,..,..,..,..,77,..,19,..,..,..,..,..,..,..,19,..,15,3,3,3,0,0,0,0,25,..,0,3,0,0,0,0,0,0,10,..,3,0,0,0,0,0,0,0,7,..,0,0,0,4,9,3,0,0,16,..,0,3,7,3,11,19,7,4,54,0,0,0,0,0,4,3,0,0,7,77,42,28,35,62,90,97,43,10,479,..,3,20,22,42,61,59,23,4,234,..,3,11,0,10,5,8,0,0,40,..,0,4,9,11,3,0,0,0,32,61,..,..,..,..,..,..,..,..,61,..,13,..,..,..,..,..,..,..,13,..,14,3,0,0,3,0,0,0,21,..,3,0,0,0,3,3,3,0,11,..,0,0,0,0,0,0,0,0,3
POA3880,..,3,26,65,79,159,265,152,28,768,..,10,23,24,23,35,34,12,0,149,..,0,0,3,5,4,3,4,0,19,215,..,..,..,..,..,..,..,..,215,..,50,..,..,..,..,..,..,..,50,..,49,16,11,8,3,0,0,0,93,..,10,0,0,4,0,0,0,3,21,..,5,6,0,0,0,0,0,0,8,..,0,5,4,4,8,10,7,3,44,..,3,7,19,36,54,79,48,22,268,0,4,7,9,8,12,14,11,5,70,218,137,88,135,168,271,408,225,61,1721,..,0,43,78,104,189,256,100,16,782,..,13,30,21,20,34,25,7,0,156,..,3,24,27,33,9,4,3,6,113,198,..,..,..,..,..,..,..,..,198,..,47,..,..,..,..,..,..,..,47,..,22,11,0,3,3,0,0,0,39,..,9,0,0,0,3,3,5,3,20,..,0,0,0,0,0,0,0,0,0
POA3882,..,3,21,29,35,45,54,38,7,233,..,0,6,11,8,10,9,3,0,43,..,0,0,0,0,0,3,0,0,7,88,..,..,..,..,..,..,..,..,88,..,18,..,..,..,..,..,..,..,18,..,20,3,3,8,0,0,0,0,32,..,0,0,0,0,0,3,0,0,3,..,0,4,0,0,0,0,0,0,8,..,0,0,0,0,7,0,0,0,5,..,0,3,4,7,18,14,11,0,56,0,0,4,3,3,6,0,0,0,17,88,44,42,51,52,87,86,46,10,518,..,3,27,32,53,48,48,26,3,236,..,0,12,8,12,4,11,0,0,48,..,0,0,3,8,6,0,0,0,24,77,..,..,..,..,..,..,..,..,77,..,15,..,..,..,..,..,..,..,15,..,11,5,0,0,0,0,0,0,17,..,3,0,0,0,0,3,4,0,14,..,0,0,0,0,0,0,0,0,3
POA3885,..,4,25,45,72,77,76,36,3,338,..,9,19,24,22,23,9,0,0,101,..,0,0,7,3,3,0,0,0,17,152,..,..,..,..,..,..,..,..,152,..,34,..,..,..,..,..,..,..,34,..,31,12,6,9,0,0,0,0,55,..,3,0,0,0,3,0,0,0,8,..,0,0,0,0,0,0,0,0,3,..,0,0,3,0,3,3,0,0,10,..,0,4,11,21,39,28,13,3,118,0,10,3,0,3,10,8,3,0,35,155,84,57,90,134,160,121,59,7,865,..,0,31,56,79,96,53,27,0,341,..,10,19,24,24,22,0,0,0,100,..,0,8,15,22,3,8,0,0,50,138,..,..,..,..,..,..,..,..,138,..,43,..,..,..,..,..,..,..,43,..,26,4,3,0,0,0,0,0,30,..,0,0,3,0,5,0,0,0,11,..,0,0,0,0,0,0,0,0,0
POA3886,..,0,3,12,15,21,18,4,0,79,..,0,0,3,0,0,0,0,0,6,..,0,0,0,0,0,0,0,0,3,45,..,..,..,..,..,..,..,..,45,..,8,..,..,..,..,..,..,..,8,..,6,3,0,0,0,0,0,0,10,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,3,0,0,9,11,3,0,0,23,0,0,0,0,3,0,3,0,0,8,45,21,5,22,31,27,23,10,0,184,..,0,3,20,8,29,16,8,0,83,..,0,3,4,4,0,0,0,0,11,..,0,0,4,3,3,0,0,0,9,32,..,..,..,..,..,..,..,..,32,..,14,..,..,..,..,..,..,..,14,..,3,0,0,0,0,0,0,0,9,..,0,0,0,0,0,0,0,0,3,..,0,0,0,0,0,0,0,0,0
POA3887,..,0,4,6,4,9,18,0,0,48,..,0,3,5,3,4,0,0,0,17,..,0,0,0,0,0,0,0,0,0,20,..,..,..,..,..,..,..,..,20,..,6,..,..,..,..,..,..,..,6,..,8,6,0,3,0,0,0,0,12,..,0,0,3,3,0,0,0,0,12,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,3,0,0,0,3,..,0,3,0,8,9,13,4,0,39,0,0,0,0,0,0,0,0,0,8,20,14,16,17,25,32,31,5,0,163,..,0,3,3,11,13,15,0,0,49,..,0,10,3,0,3,0,0,0,16,..,0,0,4,0,3,0,0,0,8,17,..,..,..,..,..,..,..,..,17,..,12,..,..,..,..,..,..,..,12,..,3,5,0,0,0,0,0,0,5,..,0,0,0,0,0,0,0,0,6,..,0,0,0,0,0,0,0,0,3
POA3888,..,0,33,61,101,144,148,63,12,569,..,10,32,21,16,23,12,0,0,116,..,0,3,7,14,5,3,0,5,35,254,..,..,..,..,..,..,..,..,254,..,49,..,..,..,..,..,..,..,49,..,42,13,15,8,3,0,0,0,83,..,8,0,0,3,3,5,0,0,21,..,3,0,0,0,3,0,0,0,3,..,5,0,3,8,3,11,4,0,37,..,9,17,13,34,57,84,36,11,262,8,4,3,5,3,9,7,0,0,40,260,117,101,126,192,255,270,114,32,1460,..,0,45,72,129,133,137,47,4,579,..,19,27,16,24,18,10,4,0,122,..,3,14,22,30,8,3,4,5,99,265,..,..,..,..,..,..,..,..,265,..,44,..,..,..,..,..,..,..,44,..,21,8,6,8,3,3,0,0,44,..,3,0,0,0,5,4,0,3,16,..,0,0,0,3,0,0,0,0,4
