POA_CODE_2016,M_Hbn_in_RM_0_14,M_Hbn_in_RM_15_24,M_Hbn_in_RM_25_34,M_Hbn_in_RM_35_44,M_Hbn_in_RM_45_54,M_Hbn_in_RM_55_64,M_Hbn_in_RM_65_74,M_Hbn_in_RM_75_84,M_Hbn_in_RM_85ov,M_Hbn_in_RM_Tot,M_Ptn_in_DFM_0_14,M_Ptn_in_DFM_15_24,M_Ptn_in_DFM_25_34,M_Ptn_in_DFM_35_44,M_Ptn_in_DFM_45_54,M_Ptn_in_DFM_55_64,M_Ptn_in_DFM_65_74,M_Ptn_in_DFM_75_84,M_Ptn_in_DFM_85ov,M_Ptn_in_DFM_Tot,M_LonePnt_0_14,M_LonePnt_15_24,M_LonePnt_25_34,M_LonePnt_35_44,M_LonePnt_45_54,M_LonePnt_55_64,M_LonePnt_65_74,M_LonePnt_75_84,M_LonePnt_85ov,M_LonePnt_Tot,M_CU15_0_14,M_CU15_15_24,M_CU15_25_34,M_CU15_35_44,M_CU15_45_54,M_CU15_55_64,M_CU15_65_74,M_CU15_75_84,M_CU15_85ov,M_CU15_Tot,M_DpStu_0_14,M_DpStu_15_24,M_DpStu_25_34,M_DpStu_35_44,M_DpStu_45_54,M_DpStu_55_64,M_DpStu_65_74,M_DpStu_75_84,M_DpStu_85ov,M_DpStu_Tot,M_NDpChl_0_14,M_NDpChl_15_24,M_NDpChl_25_34,M_NDpChl_35_44,M_NDpChl_45_54,M_NDpChl_55_64,M_NDpChl_65_74,M_NDpChl_75_84,M_NDpChl_85ov,M_NDpChl_Tot,M_OthRI_0_14,M_OthRI_15_24,M_OthRI_25_34,M_OthRI_35_44,M_OthRI_45_54,M_OthRI_55_64,M_OthRI_65_74,M_OthRI_75_84,M_OthRI_85ov,M_OthRI_Tot,M_URI_in_FH_0_14,M_URI_in_FH_15_24,M_URI_in_FH_25_34,M_URI_in_FH_35_44,M_URI_in_FH_45_54,M_URI_in_FH_55_64,M_URI_in_FH_65_74,M_URI_in_FH_75_84,M_URI_in_FH_85ov,M_URI_in_FH_Tot,M_GrpH_Mem_0_14,M_GrpH_Mem_15_24,M_GrpH_Mem_25_34,M_GrpH_Mem_35_44,M_GrpH_Mem_45_54,M_GrpH_Mem_55_64,M_GrpH_Mem_65_74,M_GrpH_Mem_75_84,M_GrpH_Mem_85ov,M_GrpH_Mem_Tot,M_LonePsn_0_14,M_LonePsn_15_24,M_LonePsn_25_34,M_LonePsn_35_44,M_LonePsn_45_54,M_LonePsn_55_64,M_LonePsn_65_74,M_LonePsn_75_84,M_LonePsn_85ov,M_LonePsn_Tot,M_Vis_within_Aus_0_14,M_Vis_within_Aus_15_24,M_Vis_within_Aus_25_34,M_Vis_within_Aus_35_44,M_Vis_within_Aus_45_54,M_Vis_within_Aus_55_64,M_Vis_within_Aus_65_74,M_Vis_within_Aus_75_84,M_Vis_within_Aus_85ov,M_Vis_within_Aus_Tot,M_Tot_0_14,M_Tot_15_24,M_Tot_25_34,M_Tot_35_44,M_Tot_45_54,M_Tot_55_64,M_Tot_65_74,M_Tot_75_84,M_Tot_85ov,M_Tot_Tot,F_Wife_in_RM_0_14,F_Wife_in_RM_15_24,F_Wife_in_RM_25_34,F_Wife_in_RM_35_44,F_Wife_in_RM_45_54,F_Wife_in_RM_55_64,F_Wife_in_RM_65_74,F_Wife_in_RM_75_84,F_Wife_in_RM_85ov,F_Wife_in_RM_Tot,F_Ptn_in_DFM_0_14,F_Ptn_in_DFM_15_24,F_Ptn_in_DFM_25_34,F_Ptn_in_DFM_35_44,F_Ptn_in_DFM_45_54,F_Ptn_in_DFM_55_64,F_Ptn_in_DFM_65_74,F_Ptn_in_DFM_75_84,F_Ptn_in_DFM_85ov,F_Ptn_in_DFM_Tot,F_LonePnt_0_14,F_LonePnt_15_24,F_LonePnt_25_34,F_LonePnt_35_44,F_LonePnt_45_54,F_LonePnt_55_64,F_LonePnt_65_74,F_LonePnt_75_84,F_LonePnt_85ov,F_LonePnt_Tot,F_CU15_0_14,F_CU15_15_24,F_CU15_25_34,F_CU15_35_44,F_CU15_45_54,F_CU15_55_64,F_CU15_65_74,F_CU15_75_84,F_CU15_85ov,F_CU15_Tot,F_DpStu_0_14,F_DpStu_15_24,F_DpStu_25_34,F_DpStu_35_44,F_DpStu_45_54,F_DpStu_55_64,F_DpStu_65_74,F_DpStu_75_84,F_DpStu_85ov,F_DpStu_Tot,F_NDpChl_0_14,F_NDpChl_15_24,F_NDpChl_25_34,F_NDpChl_35_44,F_NDpChl_45_54,F_NDpChl_55_64,F_NDpChl_65_74,F_NDpChl_75_84,F_NDpChl_85ov,F_NDpChl_Tot,F_OthRI_0_14,F_OthRI_15_24,F_OthRI_25_34,F_OthRI_35_44,F_OthRI_45_54,F_OthRI_55_64,F_OthRI_65_74,F_OthRI_75_84,F_OthRI_85ov,F_OthRI_Tot,F_URI_in_FH_0_14,F_URI_in_FH_15_24,F_URI_in_FH_25_34,F_URI_in_FH_35_44,F_URI_in_FH_45_54,F_URI_in_FH_55_64,F_URI_in_FH_65_74,F_URI_in_FH_75_84,F_URI_in_FH_85ov,F_URI_in_FH_Tot
POA3128,..,27,589,693,667,547,305,211,79,3125,..,112,218,88,61,49,22,0,0,547,..,3,0,16,58,42,19,9,5,153,1317,..,..,..,..,..,..,..,..,1317,..,537,..,..,..,..,..,..,..,537,..,190,187,50,26,28,0,0,0,479,..,119,83,20,8,18,14,4,6,269,..,140,124,20,13,7,4,0,0,308,..,471,377,74,54,28,13,14,3,1031,..,151,188,106,119,115,88,53,43,862,16,40,32,18,12,13,9,3,0,138,1328,1795,1805,1084,1010,848,471,295,137,8769,..,52,690,739,713,478,281,179,45,3177,..,124,241,77,58,47,11,4,0,563,..,4,37,135,208,115,34,39,35,603,1303,..,..,..,..,..,..,..,..,1303,..,535,..,..,..,..,..,..,..,535,..,153,164,37,31,18,7,0,0,406,..,98,85,18,25,54,37,30,20,365,..,138,106,21,6,3,3,0,0,276
POA3129,..,8,416,770,769,603,419,284,83,3342,..,28,145,70,70,39,16,5,5,382,..,0,5,24,33,27,15,7,14,125,1509,..,..,..,..,..,..,..,..,1509,..,572,..,..,..,..,..,..,..,572,..,203,201,69,35,29,0,0,0,546,..,56,50,16,11,22,16,9,9,190,..,60,67,17,17,8,0,3,0,173,..,180,163,52,31,17,18,7,0,468,..,38,70,57,111,119,60,29,52,530,19,21,29,10,12,6,10,3,4,116,1526,1170,1153,1084,1099,867,556,350,162,7955,..,17,535,828,806,568,385,209,49,3397,..,48,141,60,70,36,10,10,0,375,..,0,29,115,176,132,47,51,23,573,1448,..,..,..,..,..,..,..,..,1448,..,536,..,..,..,..,..,..,..,536,..,175,139,46,42,25,5,0,0,428,..,50,46,23,20,48,38,36,22,274,..,89,39,12,3,8,5,0,0,155
POA3130,..,7,659,1449,1527,1068,786,572,204,6273,..,55,265,153,111,88,35,17,0,726,..,0,5,28,55,64,24,13,14,207,3001,..,..,..,..,..,..,..,..,3001,..,1099,..,..,..,..,..,..,..,1099,..,368,344,109,94,59,13,0,0,986,..,87,77,23,19,32,14,14,7,278,..,97,74,13,10,11,6,0,0,209,..,204,203,56,42,28,19,9,3,563,..,50,119,124,159,176,124,137,116,1000,22,34,37,33,24,20,11,4,7,191,3024,2002,1783,1983,2044,1537,1036,761,354,14532,..,18,847,1607,1532,1036,726,462,109,6348,..,69,258,144,137,57,34,3,0,701,..,7,50,203,291,187,67,83,76,959,2727,..,..,..,..,..,..,..,..,2727,..,1084,..,..,..,..,..,..,..,1084,..,310,259,75,56,29,4,0,0,744,..,72,58,12,19,69,51,59,37,376,..,73,69,13,9,10,4,0,0,180
POA3131,..,13,630,1069,895,662,558,404,144,4379,..,56,190,119,91,50,16,3,3,532,..,0,6,27,32,43,17,11,13,153,1870,..,..,..,..,..,..,..,..,1870,..,648,..,..,..,..,..,..,..,648,..,259,270,92,84,23,3,0,0,727,..,93,79,15,23,36,5,7,8,273,..,61,67,22,13,12,6,0,0,175,..,123,188,57,44,27,14,11,3,461,..,19,82,120,132,141,126,87,65,776,18,31,34,30,13,12,14,9,3,162,1888,1303,1553,1552,1322,1011,757,539,236,10158,..,36,816,1118,882,634,529,323,68,4401,..,62,199,127,80,35,15,0,0,528,..,7,44,139,231,139,61,54,32,710,1928,..,..,..,..,..,..,..,..,1928,..,589,..,..,..,..,..,..,..,589,..,209,182,67,47,26,6,0,0,542,..,64,59,24,21,61,46,28,8,310,..,48,49,10,5,7,3,0,0,119
POA3132,..,9,508,825,668,502,409,246,59,3215,..,21,192,104,72,47,19,3,3,465,..,0,3,17,34,26,17,9,13,116,1470,..,..,..,..,..,..,..,..,1470,..,397,..,..,..,..,..,..,..,397,..,237,161,71,41,19,0,3,0,529,..,40,34,13,10,20,14,5,4,132,..,35,26,5,3,4,0,0,0,70,..,66,115,29,20,21,22,7,0,277,..,21,100,115,123,98,72,49,29,606,14,15,26,11,6,6,7,6,4,102,1484,838,1166,1185,982,734,553,330,108,7381,..,22,644,866,647,461,384,185,29,3239,..,47,211,106,69,40,7,3,0,484,..,5,25,99,151,90,40,33,20,464,1411,..,..,..,..,..,..,..,..,1411,..,425,..,..,..,..,..,..,..,425,..,155,135,37,29,18,0,0,0,382,..,30,17,22,18,37,24,24,19,180,..,19,21,8,4,4,4,0,0,61
POA3133,..,9,381,1013,1068,930,951,493,82,4914,..,9,103,75,68,34,19,3,0,321,..,0,0,14,42,40,25,14,5,149,1975,..,..,..,..,..,..,..,..,1975,..,830,..,..,..,..,..,..,..,830,..,323,299,126,58,21,4,0,0,826,..,82,36,16,9,8,16,11,3,181,..,44,38,12,10,4,0,3,0,111,..,62,82,27,23,12,13,5,0,225,..,21,40,62,77,91,100,73,40,499,18,20,35,14,17,6,7,8,0,125,1986,1399,1014,1364,1367,1148,1142,612,134,10162,..,6,541,1137,1084,961,909,324,33,4986,..,22,102,87,74,44,12,3,0,332,..,4,28,126,204,120,54,51,19,608,1865,..,..,..,..,..,..,..,..,1865,..,841,..,..,..,..,..,..,..,841,..,244,248,63,40,13,0,0,0,611,..,59,27,10,25,61,57,43,34,302,..,41,27,15,3,4,0,0,0,91
POA3134,..,11,808,1481,1408,1219,898,432,112,6368,..,61,336,215,178,96,27,8,0,918,..,0,3,35,92,45,12,13,8,212,3056,..,..,..,..,..,..,..,..,3056,..,1077,..,..,..,..,..,..,..,1077,..,577,417,122,73,23,3,0,0,1216,..,95,76,22,24,41,19,16,4,298,..,66,67,19,11,14,9,0,0,188,..,89,162,64,42,41,25,13,0,437,..,22,120,175,229,208,148,94,50,1047,32,44,60,30,31,23,11,10,9,248,3084,2042,2041,2160,2076,1718,1157,590,181,15048,..,41,1045,1561,1441,1181,798,321,55,6429,..,100,343,196,178,60,24,3,0,903,..,10,97,221,333,189,77,53,33,1007,2791,..,..,..,..,..,..,..,..,2791,..,999,..,..,..,..,..,..,..,999,..,441,295,49,45,23,4,0,0,853,..,75,65,24,28,56,62,34,25,372,..,42,40,13,5,10,3,0,0,108
POA3135,..,17,489,991,791,640,523,298,67,3814,..,31,201,154,104,53,32,7,0,583,..,0,3,27,55,33,20,11,11,154,1873,..,..,..,..,..,..,..,..,1873,..,544,..,..,..,..,..,..,..,544,..,346,207,71,60,24,4,3,0,717,..,52,56,16,20,19,11,9,0,186,..,30,34,8,10,7,0,0,0,99,..,58,77,36,37,28,21,12,0,275,..,14,80,101,156,132,113,74,46,714,15,26,23,20,27,16,13,8,0,147,1888,1121,1175,1427,1266,949,729,421,128,9098,..,22,680,964,826,611,497,222,35,3861,..,53,212,139,115,39,17,0,0,573,..,15,56,151,193,112,62,34,30,649,1777,..,..,..,..,..,..,..,..,1777,..,561,..,..,..,..,..,..,..,561,..,244,133,33,25,12,3,0,0,456,..,53,30,14,21,36,48,28,15,250,..,41,24,8,5,3,3,3,0,88
POA3136,..,28,1057,1828,1675,1591,1213,633,163,8191,..,87,559,299,246,153,66,15,0,1421,..,3,16,56,111,84,25,16,12,324,3945,..,..,..,..,..,..,..,..,3945,..,1247,..,..,..,..,..,..,..,1247,..,891,524,160,105,38,7,0,0,1727,..,117,98,42,22,33,19,21,15,367,..,61,83,28,32,15,3,0,0,222,..,76,142,75,64,63,43,11,3,471,..,46,212,230,298,275,221,158,79,1527,66,67,88,42,43,32,16,20,5,383,4009,2618,2778,2761,2595,2279,1617,877,282,19821,..,71,1420,1833,1776,1506,1113,500,75,8288,..,148,567,322,241,125,60,3,0,1471,..,44,184,370,571,279,121,72,47,1687,3790,..,..,..,..,..,..,..,..,3790,..,1264,..,..,..,..,..,..,..,1264,..,660,388,76,59,26,6,0,0,1217,..,107,59,22,47,71,58,62,24,440,..,45,30,6,17,10,3,0,0,121
POA3137,..,9,322,505,520,491,390,178,43,2463,..,50,192,106,92,49,16,6,0,516,..,0,6,29,36,34,15,6,3,117,1246,..,..,..,..,..,..,..,..,1246,..,345,..,..,..,..,..,..,..,345,..,332,171,55,29,15,0,0,0,608,..,38,45,12,11,17,0,5,7,129,..,15,19,5,11,5,3,0,0,58,..,20,35,14,26,13,9,3,0,122,..,11,54,58,104,90,71,41,36,474,17,28,37,17,16,10,3,4,0,125,1261,845,882,794,845,729,506,243,92,6203,..,17,420,514,560,476,341,132,19,2485,..,69,206,102,91,44,8,3,0,528,..,10,54,126,151,93,41,21,13,509,1176,..,..,..,..,..,..,..,..,1176,..,367,..,..,..,..,..,..,..,367,..,229,134,18,10,12,0,0,0,413,..,19,17,8,12,16,16,20,12,126,..,23,11,0,4,3,0,0,0,51
POA3138,..,19,547,896,829,855,614,254,42,4063,..,56,335,157,116,63,24,0,3,751,..,3,11,34,69,41,21,4,4,187,2110,..,..,..,..,..,..,..,..,2110,..,638,..,..,..,..,..,..,..,638,..,554,351,107,64,25,0,0,0,1099,..,62,73,21,14,18,21,12,7,225,..,33,38,27,17,0,7,0,0,121,..,31,75,20,30,26,13,6,0,206,..,28,106,106,129,99,93,47,33,628,32,34,29,32,19,13,18,4,3,187,2145,1466,1566,1391,1270,1134,816,330,92,10221,..,42,732,902,898,825,522,178,27,4115,..,92,351,150,111,45,25,4,0,779,..,16,84,203,251,148,58,42,19,821,2017,..,..,..,..,..,..,..,..,2017,..,684,..,..,..,..,..,..,..,684,..,379,224,42,33,9,0,0,0,686,..,51,29,5,19,29,48,34,17,224,..,42,25,10,3,9,3,0,0,91
POA3139,..,12,299,489,593,589,404,144,33,2559,..,31,184,149,112,70,25,3,0,580,..,0,9,21,45,20,7,3,7,111,1378,..,..,..,..,..,..,..,..,1378,..,340,..,..,..,..,..,..,..,340,..,371,166,47,21,11,3,0,0,617,..,22,10,13,11,5,15,10,4,99,..,26,11,15,16,7,4,3,0,82,..,11,13,22,17,16,6,3,0,96,..,15,35,71,95,92,73,38,6,422,15,37,33,14,19,9,18,6,7,154,1402,869,757,837,917,823,551,212,60,6430,..,16,375,532,636,563,329,102,12,2568,..,62,187,158,124,56,15,6,0,606,..,19,54,119,136,56,24,15,4,424,1270,..,..,..,..,..,..,..,..,1270,..,366,..,..,..,..,..,..,..,366,..,259,105,21,13,5,0,0,0,417,..,19,0,4,6,23,15,18,17,102,..,24,15,6,7,4,0,3,0,54
POA3140,..,15,349,612,756,613,461,244,64,3106,..,52,215,100,100,61,24,4,0,561,..,0,9,30,54,31,8,3,5,143,1440,..,..,..,..,..,..,..,..,1440,..,429,..,..,..,..,..,..,..,429,..,451,183,61,27,15,0,0,0,736,..,34,22,7,11,16,15,3,5,113,..,28,17,9,10,7,0,0,0,75,..,25,24,19,16,18,12,3,0,123,..,13,61,83,125,104,97,62,31,578,26,26,34,21,18,10,8,10,0,143,1462,1070,908,945,1119,868,626,332,107,7436,..,19,457,671,774,566,428,178,28,3122,..,84,199,124,85,49,17,6,0,566,..,18,57,174,197,95,36,21,8,599,1485,..,..,..,..,..,..,..,..,1485,..,512,..,..,..,..,..,..,..,512,..,287,116,31,9,8,0,0,0,456,..,31,23,14,13,33,26,25,14,180,..,35,15,7,3,3,0,0,0,70
POA3141,..,11,666,546,395,372,354,230,56,2634,..,206,1191,357,162,79,56,12,0,2063,..,0,3,8,40,23,10,4,3,88,784,..,..,..,..,..,..,..,..,784,..,273,..,..,..,..,..,..,..,273,..,95,82,29,32,15,0,0,0,242,..,115,81,10,4,9,5,0,0,234,..,37,84,10,12,3,3,0,0,150,..,393,806,126,64,25,9,10,4,1429,..,218,704,444,332,240,146,74,49,2206,9,48,93,38,15,23,11,10,3,249,790,1390,3706,1580,1046,784,591,337,121,10354,..,31,820,513,407,381,343,152,27,2674,..,281,1132,208,79,59,31,4,0,1794,..,3,36,97,150,105,40,29,15,479,790,..,..,..,..,..,..,..,..,790,..,287,..,..,..,..,..,..,..,287,..,80,91,19,16,15,3,0,0,229,..,141,112,20,17,19,25,20,8,359,..,40,70,0,0,0,0,0,0,117
POA3142,..,0,161,302,416,490,549,274,102,2297,..,30,217,91,79,48,33,23,3,516,..,0,0,4,19,20,9,5,0,53,636,..,..,..,..,..,..,..,..,636,..,381,..,..,..,..,..,..,..,381,..,77,116,26,15,7,3,0,0,244,..,33,33,3,0,3,3,4,0,82,..,11,28,4,4,0,0,0,0,49,..,91,187,31,19,12,9,3,4,350,..,27,115,90,92,93,106,62,51,624,6,15,20,8,9,4,6,8,3,83,644,660,881,562,649,675,713,372,163,5317,..,7,237,342,490,505,513,192,45,2340,..,41,195,68,51,34,25,7,5,428,..,5,10,58,105,75,29,16,6,305,687,..,..,..,..,..,..,..,..,687,..,378,..,..,..,..,..,..,..,378,..,92,113,10,11,4,0,0,0,237,..,42,24,12,4,11,9,11,19,131,..,15,21,3,6,0,0,0,3,54
POA3143,..,6,225,300,277,225,216,118,26,1389,..,27,202,88,56,30,19,3,0,431,..,0,0,5,10,10,0,4,0,31,563,..,..,..,..,..,..,..,..,563,..,197,..,..,..,..,..,..,..,197,..,51,42,12,11,10,0,0,0,119,..,27,26,7,5,0,8,0,3,73,..,9,26,5,6,0,3,0,0,49,..,83,157,39,9,6,13,3,3,318,..,10,89,82,66,71,78,43,22,464,11,9,27,13,10,3,13,3,0,88,573,424,789,554,454,353,340,179,59,3728,..,10,274,332,280,214,205,86,14,1412,..,42,199,72,55,16,13,0,0,395,..,0,10,57,66,47,18,14,11,219,576,..,..,..,..,..,..,..,..,576,..,230,..,..,..,..,..,..,..,230,..,51,35,14,7,4,0,0,0,109,..,33,36,3,9,10,7,10,5,120,..,11,13,7,0,0,0,0,0,34
POA3144,..,7,172,406,434,374,333,218,63,2010,..,16,155,63,45,27,16,6,0,337,..,0,0,5,15,18,6,5,3,56,928,..,..,..,..,..,..,..,..,928,..,356,..,..,..,..,..,..,..,356,..,71,99,26,18,4,0,0,0,218,..,31,24,9,5,5,7,0,3,79,..,13,23,3,3,7,0,0,0,46,..,64,101,17,14,9,13,7,0,219,..,25,79,53,60,62,54,48,32,412,6,6,24,6,6,7,3,6,0,73,934,590,682,587,597,515,437,281,101,4730,..,12,222,452,474,384,315,158,34,2050,..,32,134,57,42,16,11,9,0,304,..,4,10,36,97,72,10,16,8,254,827,..,..,..,..,..,..,..,..,827,..,324,..,..,..,..,..,..,..,324,..,83,101,17,17,12,0,0,0,219,..,24,29,6,4,5,15,17,6,106,..,18,22,4,0,0,0,0,0,52
POA3145,..,9,394,937,1071,771,540,289,89,4103,..,73,280,134,110,73,36,12,0,702,..,0,0,17,32,41,14,5,11,122,1925,..,..,..,..,..,..,..,..,1925,..,773,..,..,..,..,..,..,..,773,..,216,201,79,45,20,5,0,0,572,..,71,68,12,12,15,14,8,7,188,..,63,88,7,5,3,0,0,0,170,..,447,332,53,35,24,32,12,0,932,..,115,138,81,111,137,109,55,51,787,25,33,45,5,21,7,11,9,0,155,1949,1803,1544,1322,1433,1084,750,389,151,10442,..,21,502,1024,1115,756,492,202,44,4151,..,108,249,114,106,60,21,3,0,665,..,0,17,72,185,114,47,44,33,518,1852,..,..,..,..,..,..,..,..,1852,..,755,..,..,..,..,..,..,..,755,..,203,174,34,42,16,0,0,0,470,..,91,77,16,6,27,21,21,12,282,..,86,52,5,4,0,0,0,0,152
POA3146,..,13,528,1071,1320,963,637,304,67,4905,..,46,348,149,101,67,28,8,0,742,..,3,0,14,28,32,20,7,4,114,2348,..,..,..,..,..,..,..,..,2348,..,959,..,..,..,..,..,..,..,959,..,256,232,63,39,12,3,0,0,608,..,71,76,7,3,13,9,11,6,200,..,42,49,6,13,4,0,0,0,115,..,163,196,50,25,10,14,4,3,470,..,44,162,121,135,127,122,72,45,827,19,32,56,20,16,17,12,3,3,176,2367,1632,1654,1512,1668,1250,852,407,130,11478,..,32,687,1228,1359,897,572,209,34,5015,..,76,320,137,114,42,18,0,0,708,..,3,11,97,200,130,39,39,36,556,2213,..,..,..,..,..,..,..,..,2213,..,996,..,..,..,..,..,..,..,996,..,160,190,24,23,16,3,0,0,422,..,73,40,10,14,29,21,36,27,250,..,41,45,10,0,3,3,0,3,110
POA3147,..,3,285,669,649,512,325,174,59,2685,..,19,115,84,80,48,7,0,0,352,..,0,5,12,40,14,9,9,4,97,1409,..,..,..,..,..,..,..,..,1409,..,476,..,..,..,..,..,..,..,476,..,172,164,52,47,26,7,0,0,456,..,42,26,4,6,15,16,3,3,120,..,40,49,6,8,0,0,3,0,111,..,113,128,34,16,14,8,0,0,316,..,13,50,52,90,85,79,53,32,453,25,28,18,16,15,7,5,0,3,119,1427,906,845,930,954,727,462,242,102,6592,..,10,375,709,691,480,279,120,27,2694,..,21,124,99,73,36,5,0,0,358,..,12,37,105,158,91,32,30,30,488,1323,..,..,..,..,..,..,..,..,1323,..,437,..,..,..,..,..,..,..,437,..,122,113,29,17,14,5,0,0,303,..,42,34,14,11,21,19,20,13,175,..,38,36,9,8,6,3,0,0,103
POA3148,..,7,294,389,245,204,164,122,30,1470,..,18,136,47,30,14,4,3,0,252,..,0,0,0,15,14,9,3,0,55,634,..,..,..,..,..,..,..,..,634,..,192,..,..,..,..,..,..,..,192,..,94,96,42,27,17,3,0,0,272,..,39,36,4,5,9,7,7,3,113,..,35,51,8,7,3,0,3,0,101,..,208,208,35,19,13,4,0,3,493,..,15,59,40,63,56,35,23,14,306,8,14,27,9,4,8,0,6,0,66,641,613,909,585,422,332,229,167,57,3964,..,17,370,376,253,205,143,90,15,1477,..,26,134,50,33,15,5,0,0,258,..,3,20,75,98,49,34,25,12,313,620,..,..,..,..,..,..,..,..,620,..,173,..,..,..,..,..,..,..,173,..,72,80,28,25,3,0,0,0,205,..,23,36,10,9,18,25,17,8,145,..,30,44,4,3,0,0,0,0,85
POA3149,..,15,641,1414,1679,1247,945,798,287,7023,..,40,201,107,114,81,27,6,0,576,..,8,3,18,79,58,18,20,18,224,2790,..,..,..,..,..,..,..,..,2790,..,1250,..,..,..,..,..,..,..,1250,..,432,452,110,136,53,7,0,0,1187,..,156,105,23,15,22,21,14,9,367,..,117,124,23,6,11,4,0,0,296,..,273,256,68,40,25,16,8,0,694,..,46,102,92,148,144,134,134,98,896,20,38,42,20,28,15,12,16,3,198,2815,2381,1938,1871,2244,1643,1183,1002,423,15494,..,32,852,1610,1686,1163,928,687,131,7093,..,41,209,124,125,57,19,4,0,581,..,3,41,215,348,189,86,76,51,1011,2642,..,..,..,..,..,..,..,..,2642,..,1213,..,..,..,..,..,..,..,1213,..,318,353,63,66,44,3,0,0,850,..,125,75,21,31,66,79,75,34,509,..,102,91,6,11,9,0,0,0,220
POA3150,..,32,951,2435,2981,2603,2296,1486,347,13131,..,44,206,159,151,106,53,15,0,731,..,3,9,43,123,100,46,31,19,373,4938,..,..,..,..,..,..,..,..,4938,..,2623,..,..,..,..,..,..,..,2623,..,772,998,281,198,60,9,0,0,2331,..,253,176,41,43,40,47,30,22,655,..,193,194,41,35,23,6,0,3,496,..,333,392,73,55,45,34,9,7,941,..,72,127,149,165,168,224,201,148,1251,39,56,69,40,34,36,28,25,11,327,4980,4377,3126,3272,3796,3175,2736,1791,546,27793,..,50,1349,2851,3104,2585,2228,1044,154,13363,..,64,228,150,147,88,41,7,0,732,..,12,97,445,581,294,149,150,74,1795,4515,..,..,..,..,..,..,..,..,4515,..,2347,..,..,..,..,..,..,..,2347,..,611,670,180,104,55,12,0,0,1629,..,209,127,41,71,156,186,172,94,1061,..,193,139,41,11,14,3,0,4,415
POA3151,..,11,213,393,395,363,358,301,61,2098,..,18,58,42,21,13,11,3,0,180,..,0,3,5,15,17,3,7,6,63,731,..,..,..,..,..,..,..,..,731,..,300,..,..,..,..,..,..,..,300,..,133,162,69,52,17,3,0,0,432,..,28,31,10,7,7,13,6,0,108,..,69,50,7,7,3,0,0,0,134,..,208,147,17,11,4,12,10,3,403,..,21,30,30,41,40,40,51,21,278,10,11,15,10,3,4,5,8,3,67,736,790,707,591,554,480,446,384,103,4799,..,13,266,441,416,353,385,202,25,2111,..,24,59,32,35,21,7,0,0,180,..,0,12,48,92,82,39,36,10,322,677,..,..,..,..,..,..,..,..,677,..,319,..,..,..,..,..,..,..,319,..,98,114,39,26,13,0,0,0,292,..,20,26,8,13,33,26,23,10,156,..,57,41,11,4,0,0,0,0,124
POA3152,..,16,658,1286,1499,1779,1207,482,160,7083,..,34,219,136,115,71,29,3,3,610,..,0,7,27,56,57,21,14,8,192,2610,..,..,..,..,..,..,..,..,2610,..,1203,..,..,..,..,..,..,..,1203,..,628,692,177,72,22,0,0,0,1590,..,88,83,29,26,42,26,21,16,326,..,60,80,32,16,10,3,0,0,198,..,67,109,35,28,28,27,8,0,300,..,37,89,106,113,136,128,87,65,763,24,41,35,19,26,20,12,8,8,189,2632,2180,1963,1835,1955,2162,1457,633,251,15057,..,40,856,1446,1606,1774,1003,339,84,7150,..,59,218,133,111,74,16,4,3,617,..,12,99,223,295,214,82,47,40,1016,2449,..,..,..,..,..,..,..,..,2449,..,1154,..,..,..,..,..,..,..,1154,..,507,517,97,47,29,10,0,0,1204,..,103,57,18,32,80,85,70,50,504,..,68,54,21,7,3,4,0,3,158
POA3153,..,19,631,811,636,594,510,247,46,3504,..,50,297,146,113,69,24,11,0,706,..,0,16,29,79,49,25,15,3,210,1764,..,..,..,..,..,..,..,..,1764,..,445,..,..,..,..,..,..,..,445,..,366,312,100,63,15,3,0,0,856,..,58,72,18,17,24,28,7,0,221,..,34,57,18,15,5,3,0,0,140,..,74,101,52,38,30,8,12,0,322,..,26,130,179,210,172,144,74,31,960,34,34,36,28,31,20,11,7,4,200,1802,1108,1646,1369,1200,978,761,372,91,9329,..,32,791,805,650,610,461,166,22,3532,..,98,277,134,115,64,20,7,0,713,..,23,104,181,274,127,57,47,19,835,1647,..,..,..,..,..,..,..,..,1647,..,468,..,..,..,..,..,..,..,468,..,256,182,46,30,22,0,0,0,536,..,52,45,12,20,44,39,31,10,249,..,29,37,10,3,3,6,0,0,90
POA3154,..,3,85,174,197,155,115,41,10,782,..,11,64,60,46,31,7,4,0,210,..,0,3,6,16,9,8,0,3,44,414,..,..,..,..,..,..,..,..,414,..,108,..,..,..,..,..,..,..,108,..,87,64,22,9,5,0,0,0,186,..,10,6,0,0,7,0,0,0,26,..,9,11,4,3,0,0,0,0,25,..,10,5,6,6,13,0,0,0,43,..,3,10,21,32,35,24,17,5,137,7,9,10,3,0,7,3,3,0,42,418,235,253,307,301,248,158,63,24,2007,..,3,104,199,181,169,106,28,3,788,..,18,69,44,61,17,6,0,0,215,..,7,11,18,39,39,6,6,3,131,402,..,..,..,..,..,..,..,..,402,..,128,..,..,..,..,..,..,..,128,..,58,43,9,3,3,0,0,0,116,..,0,5,5,3,3,7,5,3,31,..,5,6,0,7,3,0,0,0,20
