POA_CODE_2016,P_1000_1249_15_19_yrs,P_1000_1249_20_24_yrs,P_1000_1249_25_34_yrs,P_1000_1249_35_44_yrs,P_1000_1249_45_54_yrs,P_1000_1249_55_64_yrs,P_1000_1249_65_74_yrs,P_1000_1249_75_84_yrs,P_1000_1249_85ov,P_1000_1249_Tot,P_1250_1499_15_19_yrs,P_1250_1499_20_24_yrs,P_1250_1499_25_34_yrs,P_1250_1499_35_44_yrs,P_1250_1499_45_54_yrs,P_1250_1499_55_64_yrs,P_1250_1499_65_74_yrs,P_1250_1499_75_84_yrs,P_1250_1499_85ov,P_1250_1499_Tot,P_1500_1749_15_19_yrs,P_1500_1749_20_24_yrs,P_1500_1749_25_34_yrs,P_1500_1749_35_44_yrs,P_1500_1749_45_54_yrs,P_1500_1749_55_64_yrs,P_1500_1749_65_74_yrs,P_1500_1749_75_84_yrs,P_1500_1749_85ov,P_1500_1749_Tot,P_1750_1999_15_19_yrs,P_1750_1999_20_24_yrs,P_1750_1999_25_34_yrs,P_1750_1999_35_44_yrs,P_1750_1999_45_54_yrs,P_1750_1999_55_64_yrs,P_1750_1999_65_74_yrs,P_1750_1999_75_84_yrs,P_1750_1999_85ov,P_1750_1999_Tot,P_2000_2999_15_19_yrs,P_2000_2999_20_24_yrs,P_2000_2999_25_34_yrs,P_2000_2999_35_44_yrs,P_2000_2999_45_54_yrs,P_2000_2999_55_64_yrs,P_2000_2999_65_74_yrs,P_2000_2999_75_84_yrs,P_2000_2999_85ov,P_2000_2999_Tot,P_3000_more_15_19_yrs,P_3000_more_20_24_yrs,P_3000_more_25_34_yrs,P_3000_more_35_44_yrs,P_3000_more_45_54_yrs,P_3000_more_55_64_yrs,P_3000_more_65_74_yrs,P_3000_more_75_84_yrs,P_3000_more_85ov,P_3000_more_Tot,P_PI_NS_15_19_yrs,P_PI_NS_ns_20_24_yrs,P_PI_NS_ns_25_34_yrs,P_PI_NS_ns_35_44_yrs,P_PI_NS_ns_45_54_yrs,P_PI_NS_ns_55_64_yrs,P_PI_NS_ns_65_74_yrs,P_PI_NS_ns_75_84_yrs,P_PI_NS_ns_85_yrs_ovr,P_PI_NS_ns_Tot,P_Tot_15_19_yrs,P_Tot_20_24_yrs,P_Tot_25_34_yrs,P_Tot_35_44_yrs,P_Tot_45_54_yrs,P_Tot_55_64_yrs,P_Tot_65_74_yrs,P_Tot_75_84_yrs,P_Tot_85ov,P_Tot_Tot
POA3730,0,21,95,97,128,89,65,9,12,516,0,8,53,63,70,73,25,6,0,308,0,7,31,59,61,49,7,3,0,221,0,0,21,41,40,33,9,9,0,150,0,0,18,39,42,27,8,3,0,142,0,0,7,18,25,18,7,6,3,79,73,32,71,71,105,156,191,157,119,979,437,364,743,855,1048,1276,1347,865,383,7318
POA3732,0,0,8,4,5,5,0,3,0,27,0,0,0,8,6,8,3,0,0,24,0,0,3,4,0,4,0,0,0,13,0,0,0,3,0,3,0,0,0,7,0,0,0,3,0,3,0,0,0,5,0,0,0,3,3,0,3,0,0,12,12,0,4,4,7,12,5,5,4,46,43,22,37,78,76,102,81,33,12,486
POA3733,0,0,3,0,5,3,0,0,0,17,0,0,0,0,3,0,3,0,0,11,0,0,0,6,0,3,0,0,0,13,0,0,0,0,0,3,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,5,0,0,4,7,0,19,4,3,7,33,29,44,24,22,0,175
POA3735,0,3,11,7,6,17,0,0,0,43,0,0,4,5,8,9,0,0,0,29,0,0,3,4,7,8,0,0,0,17,0,0,0,6,5,5,0,0,0,19,0,0,0,3,12,3,0,0,0,17,0,0,0,0,0,3,0,0,0,4,9,0,3,5,10,4,3,4,3,43,33,24,47,63,102,110,72,37,20,510
POA3737,0,13,59,51,75,55,12,8,0,268,0,0,23,30,40,41,17,3,0,158,0,0,15,25,34,40,3,0,3,121,0,0,9,10,23,15,4,0,0,61,0,0,7,9,22,30,3,0,0,72,0,0,6,3,8,5,7,0,4,33,41,8,24,24,55,79,58,47,35,364,262,161,332,416,657,743,522,393,177,3666
POA3738,0,0,3,0,0,6,0,0,0,8,0,0,0,0,0,3,0,0,0,7,0,0,0,0,7,0,0,0,0,4,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,0,3,0,0,19,13,8,17,25,39,49,27,3,0,183
POA3739,0,0,0,3,3,3,5,0,0,13,0,0,0,3,0,4,0,0,0,8,0,0,0,0,0,3,0,0,0,8,0,0,0,3,3,0,0,0,0,8,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,3,0,0,0,3,5,0,3,3,6,0,9,0,0,22,14,5,12,25,29,46,24,10,0,172
POA3740,0,3,8,14,16,16,9,0,0,69,0,4,17,13,7,6,3,0,0,47,0,0,9,4,8,5,0,0,0,26,0,0,3,0,9,3,0,0,0,14,0,0,3,12,4,3,0,0,0,24,0,0,0,3,0,3,0,0,0,4,4,0,14,9,20,26,20,12,4,103,51,43,97,120,163,186,151,68,13,884
POA3741,0,11,21,33,41,44,29,10,3,195,0,3,18,30,26,25,9,4,0,109,0,0,9,29,18,21,9,0,0,89,0,0,5,11,16,11,7,0,0,44,0,0,9,24,16,16,0,0,0,57,0,0,0,6,10,10,5,0,0,36,25,23,58,46,45,47,53,31,36,368,162,122,275,366,414,477,487,216,108,2634
POA3744,0,0,0,7,9,8,0,0,0,24,0,0,5,6,5,6,0,0,0,22,0,0,3,0,7,3,5,0,0,15,0,0,0,0,0,0,0,0,0,7,0,0,0,0,4,0,0,0,0,6,0,0,0,0,0,3,0,0,0,9,0,0,4,9,6,3,7,3,0,23,16,14,45,58,74,80,49,24,7,367
POA3746,0,0,0,9,3,7,0,0,0,22,0,0,0,3,10,3,0,0,0,19,0,0,0,0,3,0,0,0,0,7,0,0,0,3,0,0,0,0,0,7,0,0,0,3,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,3,3,0,0,3,6,8,7,0,3,30,20,22,24,43,62,63,74,21,8,338
POA3747,0,8,37,51,73,84,24,3,3,287,0,0,26,48,61,57,11,3,0,206,0,3,16,42,38,43,18,3,0,159,0,0,11,24,35,31,9,0,0,115,0,0,10,26,39,34,9,0,0,121,0,0,3,17,17,12,3,3,0,58,40,21,88,108,101,75,59,46,17,547,216,132,365,565,690,810,663,312,120,3877
POA3749,5,0,23,34,23,32,11,7,0,138,0,0,17,19,35,27,8,0,0,102,0,0,7,17,24,16,3,0,0,72,0,0,5,12,21,18,3,0,0,65,0,0,8,20,28,18,0,0,0,71,0,0,0,9,9,8,7,0,0,31,4,3,3,16,12,19,14,13,4,90,117,61,122,224,312,288,245,118,71,1545
POA3750,0,38,334,199,80,38,5,0,0,699,0,8,225,161,56,26,6,3,0,482,0,8,141,107,34,19,6,0,0,320,0,0,85,65,13,15,0,0,0,182,0,0,79,74,22,10,0,0,0,184,0,0,18,21,0,4,0,0,0,51,45,69,183,103,65,53,29,16,7,566,371,541,2477,1557,703,536,283,95,20,6585
POA3751,0,5,3,4,5,0,4,0,0,15,0,0,0,3,0,0,3,3,0,17,0,0,0,0,3,3,3,0,0,10,0,0,4,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,5,0,0,0,10,4,0,6,3,3,3,9,4,0,35,17,13,34,22,38,44,40,26,6,236
POA3752,6,108,509,540,463,211,29,16,4,1888,0,31,388,426,312,160,18,3,0,1347,0,14,238,349,257,109,10,3,3,985,0,0,115,238,172,71,7,0,0,604,0,3,127,303,185,72,7,0,0,698,0,0,28,107,55,27,8,3,0,224,103,89,196,187,175,111,97,118,113,1185,1653,1484,3471,4195,3341,1959,1234,650,323,18311
POA3753,0,7,60,49,41,17,4,0,0,193,0,4,51,29,31,13,0,0,0,136,0,4,37,32,26,10,0,0,0,100,0,0,19,22,11,12,0,0,0,54,0,0,15,20,17,7,0,0,0,63,0,0,0,6,8,5,3,0,0,22,26,11,47,43,25,20,11,3,0,179,113,120,438,364,290,198,142,33,3,1701
POA3754,4,143,1108,834,547,323,63,7,4,3041,0,57,867,690,409,194,32,4,0,2268,0,26,563,638,326,140,25,4,0,1725,0,12,292,392,233,108,14,0,0,1050,0,12,264,555,298,93,16,0,0,1241,3,0,59,163,114,38,10,3,0,393,166,137,453,382,245,156,157,42,22,1762,1996,1987,7334,6713,4116,2610,1765,491,109,27121
POA3755,0,0,10,0,0,4,0,3,0,18,0,0,3,0,3,0,5,0,0,15,0,0,0,0,0,4,0,3,0,6,0,0,0,3,3,0,0,0,0,8,0,0,3,4,0,0,0,0,0,7,0,0,0,4,3,0,0,0,0,3,0,0,7,0,5,3,5,3,0,17,16,14,34,21,34,31,45,18,3,218
POA3756,0,45,240,216,229,109,46,5,3,892,0,16,185,139,157,104,13,0,0,620,0,6,113,128,109,68,8,0,0,442,0,3,70,66,84,39,5,0,0,267,0,8,76,97,84,55,7,8,0,335,0,0,22,24,38,29,3,0,0,115,117,83,168,163,179,156,92,47,7,1017,813,721,1819,1670,1714,1340,739,252,62,9136
POA3757,0,37,138,125,165,116,33,8,8,622,0,7,93,110,121,80,25,3,3,432,0,7,47,108,86,48,11,3,4,317,0,6,31,60,69,45,9,3,0,222,0,3,35,77,79,40,14,3,0,253,0,3,10,42,32,26,7,4,0,129,87,50,67,103,122,119,90,52,17,711,619,490,911,1230,1329,1108,825,415,169,7098
POA3758,0,7,30,39,39,32,5,4,0,162,0,3,31,26,44,23,8,0,0,125,0,0,11,20,16,15,0,0,0,65,0,0,12,19,14,11,3,0,0,62,0,0,6,22,21,19,0,0,0,73,0,0,3,7,10,10,0,0,0,32,21,5,17,29,19,21,24,4,0,133,170,114,231,319,334,293,204,47,8,1710
POA3759,0,5,9,17,20,15,8,9,0,80,0,0,8,16,30,24,5,0,0,75,0,0,0,10,15,15,0,0,0,44,0,0,7,5,8,5,3,0,0,35,0,0,3,12,23,20,4,0,0,57,0,0,4,6,20,8,8,0,0,42,12,7,8,11,16,17,3,4,0,78,97,64,76,118,208,185,90,33,16,882
POA3760,0,3,3,7,9,8,4,0,0,31,0,0,0,3,7,8,0,0,0,18,0,0,0,3,15,8,0,0,0,34,0,0,0,3,3,8,0,0,0,11,0,0,3,4,5,3,0,0,0,16,0,0,0,0,6,0,0,0,0,10,3,0,0,4,4,3,3,0,0,19,30,25,27,34,83,68,33,10,0,307
POA3761,0,9,21,14,21,15,11,0,0,82,0,0,11,10,13,19,3,0,0,65,0,0,13,11,12,8,4,0,3,53,0,0,3,6,12,10,0,0,0,32,0,0,9,15,21,20,4,0,0,66,0,0,0,3,6,3,0,0,0,21,20,4,8,14,22,23,3,10,0,102,94,84,116,140,201,195,110,41,8,994
POA3762,0,0,0,0,0,4,0,0,0,4,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,3,0,0,0,3,0,0,0,0,3,3,0,0,0,3,0,0,0,3,0,3,0,0,0,14,0,0,0,0,0,3,0,0,0,3,4,3,0,8,7,0,3,3,0,28,12,11,8,17,19,27,8,9,8,120
POA3763,0,3,28,35,33,30,3,0,0,130,0,0,12,6,20,12,4,3,0,60,0,0,4,8,22,12,0,0,0,52,0,0,4,13,9,10,0,0,0,36,0,0,11,6,12,7,0,0,0,42,0,0,0,3,4,9,0,0,0,17,10,10,22,22,18,17,14,5,0,125,108,67,164,230,281,232,129,31,6,1247
POA3764,0,41,135,118,144,100,38,10,4,599,0,13,89,116,104,59,13,3,0,403,0,8,70,69,100,64,13,3,0,338,0,0,37,72,74,40,9,0,0,234,0,0,30,73,114,47,16,0,0,278,0,4,10,29,25,19,13,13,0,112,108,43,71,84,122,101,136,93,28,793,756,518,944,1122,1289,1037,947,514,175,7301
POA3765,0,37,139,115,116,91,38,11,0,549,0,11,93,86,96,55,19,0,0,361,0,3,71,78,60,58,20,0,0,286,0,6,20,60,51,34,3,4,0,181,0,0,41,69,69,52,13,0,0,243,0,0,8,28,37,26,7,0,3,110,25,18,39,61,73,49,62,73,92,501,412,409,774,874,911,850,673,349,244,5495
POA3766,0,0,19,25,29,30,8,0,0,106,0,4,7,19,15,7,7,3,0,60,0,0,9,22,23,23,4,0,0,82,0,0,0,8,11,14,4,0,0,37,0,0,8,22,21,13,0,0,0,61,0,0,3,9,4,3,0,0,0,20,7,11,4,7,8,7,6,5,0,62,66,55,119,212,182,192,120,41,11,992
POA3767,0,0,14,8,15,17,19,0,0,87,0,0,9,10,18,15,4,0,4,65,0,0,8,17,13,16,0,0,0,48,0,0,6,14,9,15,5,0,0,43,0,0,7,19,17,13,6,0,0,59,0,0,0,12,13,7,0,0,0,30,3,3,13,8,11,7,19,12,3,85,76,53,120,145,186,194,170,58,29,1033
POA3770,0,10,69,48,56,45,22,8,0,257,0,0,38,32,43,37,10,3,0,160,0,0,19,27,35,20,13,0,0,121,0,0,5,28,20,16,0,3,0,78,0,0,11,15,32,25,7,0,0,90,0,0,4,9,14,16,14,6,0,66,15,5,31,40,38,36,29,18,4,212,209,178,414,400,485,460,295,136,35,2601
POA3775,0,26,74,45,67,47,29,4,0,298,0,4,40,47,45,34,14,0,0,188,0,0,30,44,32,24,8,4,0,144,0,0,13,30,24,25,10,0,0,104,0,0,22,30,43,22,9,0,3,129,0,0,0,27,29,19,3,0,0,89,26,14,45,37,47,42,36,21,3,263,240,225,430,461,591,516,431,191,39,3118
POA3777,0,33,126,150,168,138,56,18,6,686,3,15,101,109,109,96,35,0,0,471,0,6,70,95,88,82,13,3,0,359,0,3,23,62,63,47,10,6,0,212,0,0,31,77,110,47,11,3,0,283,0,0,9,29,53,29,11,10,3,138,97,34,78,108,129,126,133,78,30,814,628,512,1024,1353,1569,1576,1226,641,249,8785
POA3778,0,0,0,3,3,5,0,0,0,14,0,3,0,0,3,3,0,0,0,10,0,0,0,0,0,3,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,3,4,0,0,4,0,7,0,0,0,20,20,8,8,28,29,49,27,10,0,170
POA3779,0,0,5,0,3,16,4,0,0,29,0,0,0,3,3,0,0,0,0,7,0,0,5,0,3,0,4,0,0,12,0,0,0,0,0,3,0,0,0,4,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,8,3,5,14,14,0,0,40,16,5,34,25,51,89,104,27,3,351
POA3781,0,16,65,83,100,66,8,0,0,339,0,5,61,70,59,32,9,0,0,238,0,3,38,53,51,28,4,0,0,172,0,7,15,30,37,21,0,0,0,104,0,0,24,40,35,14,3,5,0,123,0,0,0,7,15,5,4,0,0,41,40,22,47,67,56,57,19,13,3,327,331,251,541,707,694,558,244,95,30,3463
POA3782,0,27,94,113,161,119,45,6,0,562,0,15,68,101,110,72,31,3,0,410,0,3,51,80,107,52,17,0,0,318,0,0,18,58,83,63,5,3,0,233,0,0,33,88,124,74,14,3,0,338,0,0,8,62,37,34,7,3,0,155,39,19,51,56,95,98,70,46,46,522,548,405,670,1050,1281,1162,811,275,131,6344
POA3783,0,4,25,36,46,34,5,0,0,159,0,0,26,39,24,28,4,0,0,114,0,0,10,37,37,17,0,0,0,103,0,0,11,19,25,16,0,0,0,72,0,0,3,17,28,16,9,0,0,77,0,0,3,10,13,10,0,0,0,40,23,7,12,22,28,28,10,7,3,144,191,121,212,334,386,330,182,68,24,1852
POA3785,0,0,3,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,3,0,0,3,3,0,3,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,12,0,0,15,15,13,12,10,4,0,65
POA3786,0,0,16,10,22,26,7,3,0,85,0,4,16,22,15,15,3,0,0,78,0,0,8,16,24,23,6,0,0,76,0,0,5,6,31,14,3,0,0,69,0,0,8,27,25,21,3,0,0,93,0,0,5,16,11,6,8,0,0,49,6,8,16,12,18,23,17,12,3,104,106,78,123,191,245,258,173,51,18,1250
POA3787,0,3,17,12,14,17,8,4,0,73,0,0,3,13,18,10,3,0,0,46,0,0,3,16,17,11,7,0,0,58,0,0,0,11,12,9,3,0,0,31,0,0,7,24,15,7,7,0,0,61,0,0,0,8,16,8,6,0,0,37,4,4,11,18,12,15,8,3,0,76,67,53,85,154,172,177,115,33,14,864
POA3788,0,0,29,21,27,41,16,0,3,133,0,0,19,22,19,18,6,0,0,80,0,4,8,22,18,11,0,0,0,61,0,0,6,15,16,21,3,0,0,62,0,0,4,27,37,18,8,0,0,94,0,0,3,13,21,9,10,0,0,59,4,6,9,19,22,25,16,7,0,105,77,75,160,252,280,306,206,49,16,1424
POA3789,0,3,0,3,7,5,7,0,0,18,0,0,3,0,3,5,3,0,0,15,0,0,0,0,3,8,0,0,0,14,0,0,0,3,0,3,0,0,0,10,0,0,0,3,3,4,4,0,0,12,0,0,0,3,5,6,0,0,0,17,3,0,0,0,3,0,0,5,0,11,13,23,14,28,46,50,34,19,4,229
POA3791,0,6,7,11,25,15,8,0,0,81,0,0,14,15,18,21,7,0,0,81,0,0,9,9,20,22,3,0,0,66,0,0,13,14,13,17,0,0,0,56,0,0,3,23,31,14,4,0,0,77,0,0,3,16,12,18,3,0,0,48,3,10,9,10,15,12,11,8,0,83,76,70,122,195,226,255,169,54,4,1172
POA3792,0,4,8,12,22,21,8,0,0,71,0,0,3,20,10,16,7,0,0,51,0,0,8,11,17,9,3,0,0,43,0,0,3,11,7,7,0,0,0,26,0,0,3,11,16,16,0,0,0,55,0,0,4,3,5,6,3,0,0,27,8,8,3,8,9,17,11,3,0,75,58,49,81,148,160,181,133,36,9,853
POA3793,0,11,53,52,66,41,24,0,0,249,0,0,26,46,26,26,16,0,0,149,0,3,17,38,42,27,13,3,0,135,0,0,11,17,23,11,3,0,0,76,0,0,8,25,25,28,7,0,0,95,0,0,0,23,18,5,3,0,0,48,19,16,24,33,33,27,30,12,3,196,240,174,344,492,524,481,389,134,67,2850
POA3795,0,3,13,19,19,18,7,0,0,74,0,3,14,9,21,5,3,0,0,61,0,0,7,20,21,18,3,0,0,65,0,0,4,7,7,3,0,0,0,29,0,0,4,16,12,5,3,0,0,43,0,0,0,0,0,6,5,0,0,11,10,10,8,20,19,6,18,3,0,97,100,60,121,176,188,142,146,50,34,1017
POA3796,0,24,202,150,195,117,49,9,3,751,0,7,132,125,119,103,15,3,0,509,0,9,79,102,111,79,11,4,0,390,0,3,40,87,97,43,5,3,0,283,0,0,37,123,111,45,12,0,0,334,0,3,8,28,26,22,0,0,0,83,59,42,83,78,99,73,78,25,19,553,753,613,1262,1310,1445,1167,799,314,95,7752
POA3797,0,8,52,43,63,41,13,0,0,221,0,3,25,33,35,22,3,0,0,128,0,0,12,24,28,20,3,0,0,92,0,0,10,10,17,8,4,0,0,55,0,0,10,16,18,18,0,0,0,65,0,0,3,5,8,12,0,7,0,38,43,8,26,39,45,29,45,22,6,264,243,162,363,378,519,490,444,174,90,2867
POA3799,0,17,68,74,107,79,25,6,0,379,0,5,29,49,58,35,13,0,0,199,0,4,13,22,36,35,3,0,0,116,0,0,6,6,32,13,5,4,0,70,0,0,5,18,21,11,8,0,0,67,0,0,3,7,12,5,3,0,0,27,63,27,51,71,75,94,73,36,17,502,344,301,523,693,948,923,640,268,98,4753
POA3800,3,12,4,0,0,0,0,0,0,26,0,5,0,0,0,0,0,0,0,10,0,9,0,0,0,0,0,0,0,13,5,5,3,3,0,0,0,0,0,19,7,0,0,0,0,0,0,0,0,9,3,4,0,0,0,0,0,0,0,8,60,73,11,0,0,0,0,0,0,149,855,1173,148,16,3,3,3,0,0,2204
POA3802,4,109,470,372,368,355,86,0,4,1768,0,36,293,268,288,220,30,0,0,1143,0,22,188,217,193,167,33,0,0,825,0,4,111,146,104,119,9,0,0,491,0,4,86,167,142,119,23,0,0,545,0,4,19,33,54,32,15,0,0,159,116,128,230,203,200,213,165,118,88,1469,1540,1773,3399,3124,3167,3627,2066,853,303,19853
POA3803,0,54,249,178,161,134,37,4,0,819,0,8,121,97,85,66,12,3,0,398,0,3,65,75,70,42,9,0,0,258,0,3,34,33,33,13,4,0,0,122,0,0,31,42,31,27,4,0,0,138,0,0,9,10,11,12,3,0,0,48,67,55,98,77,78,75,62,56,20,589,723,790,1648,1397,1392,1291,818,460,213,8735
POA3804,0,64,104,98,139,118,29,4,5,568,0,23,65,80,103,74,24,9,0,380,0,5,40,75,116,87,19,9,0,344,0,0,25,49,83,72,13,5,0,246,0,0,35,69,106,93,26,3,0,332,0,3,13,63,88,65,21,4,0,253,67,68,42,41,106,81,54,31,16,506,752,687,666,902,1390,1165,624,298,168,6644
POA3805,11,272,1073,1011,1099,665,110,22,0,4259,3,103,631,742,751,398,41,3,3,2684,0,40,392,571,597,295,39,3,0,1925,3,14,195,406,366,179,24,0,0,1185,0,7,198,481,461,201,29,3,0,1380,4,3,42,155,168,72,14,3,0,462,315,266,425,482,488,315,228,129,48,2702,4689,4275,7439,8487,8557,5639,3170,1380,457,44099
POA3806,12,207,772,902,917,524,174,57,19,3581,0,55,580,703,646,360,81,26,19,2472,0,29,373,615,567,318,48,13,9,1977,0,17,220,486,459,206,41,9,0,1439,0,11,254,735,677,342,68,14,10,2104,3,11,59,304,375,168,57,24,3,1002,254,163,293,318,363,246,244,236,195,2312,3737,3010,5377,7444,7182,4804,3244,1989,815,37615
POA3807,0,35,87,100,144,111,35,8,0,514,0,11,66,102,122,59,13,0,3,385,0,3,42,96,124,42,11,3,0,320,0,0,17,70,91,35,3,8,0,217,0,0,35,94,164,52,6,0,0,349,0,3,10,47,65,37,3,0,0,160,38,27,38,40,70,54,35,22,4,321,638,495,607,994,1291,822,498,221,51,5604
POA3808,0,12,38,40,57,56,11,4,0,226,0,3,30,29,42,24,12,3,0,147,0,0,13,59,35,33,12,3,0,162,0,0,7,30,23,23,9,4,0,101,0,0,14,46,51,39,10,0,0,160,0,0,0,29,38,26,3,4,4,108,23,15,15,23,31,34,34,32,18,223,222,172,232,415,459,458,278,117,38,2384
POA3809,0,43,293,149,107,74,23,4,0,699,4,26,199,148,79,40,17,0,0,507,0,15,125,111,57,37,11,0,0,355,0,6,85,72,64,28,4,0,0,254,0,4,52,82,60,24,4,0,0,232,0,0,12,33,26,13,4,3,0,87,39,36,70,66,39,37,19,6,0,316,456,545,1555,1155,818,542,319,96,16,5502
POA3810,7,263,1248,912,692,425,109,24,14,3695,0,85,745,627,467,223,51,6,3,2210,0,31,496,468,383,170,28,4,0,1579,0,9,226,309,225,108,18,0,0,897,0,21,226,343,262,126,23,3,0,1003,6,13,48,76,101,61,18,8,4,331,266,263,531,438,403,320,301,224,121,2870,2833,3148,8366,6865,5381,3924,3159,1598,630,35914
POA3812,0,13,30,32,46,41,12,3,0,177,0,8,15,23,40,32,5,0,0,120,0,0,15,16,30,14,0,0,0,80,0,0,13,13,9,16,4,0,0,53,0,0,9,18,27,8,3,3,0,71,0,0,3,10,20,7,3,0,0,41,26,9,20,24,31,27,7,10,8,150,187,171,213,259,388,350,210,83,33,1898
POA3813,0,4,7,4,16,17,3,0,0,60,0,0,5,4,15,10,0,0,0,31,0,0,0,10,11,0,0,0,0,30,0,0,0,4,4,3,0,0,0,22,0,0,0,5,15,7,0,0,0,29,0,0,0,3,6,3,3,0,0,15,14,11,9,9,31,19,9,6,0,105,68,59,60,82,197,140,83,35,8,727
POA3814,0,6,26,35,41,19,6,8,0,143,0,7,20,26,29,25,6,0,0,121,0,0,10,26,24,13,0,0,0,74,0,0,7,15,16,6,4,0,0,55,0,0,14,10,21,12,7,0,0,61,0,0,0,4,11,3,3,3,0,24,14,13,21,23,34,42,31,8,4,192,156,110,231,285,330,307,245,88,29,1773
POA3815,0,5,38,37,48,39,9,3,0,192,0,3,37,29,46,25,4,0,3,146,0,0,17,26,50,16,9,0,0,120,0,0,9,21,26,8,0,0,0,64,0,0,9,30,29,23,3,0,0,93,0,0,3,8,18,9,6,0,0,41,47,15,22,21,43,32,40,10,13,239,225,138,266,372,483,380,327,132,61,2392
POA3816,0,16,46,37,32,23,7,0,0,165,0,3,30,33,33,21,3,0,0,122,0,0,16,13,21,14,3,0,0,76,0,0,3,8,11,5,0,0,0,39,0,0,3,9,13,10,0,0,0,44,0,3,3,3,6,9,0,3,0,29,12,13,31,26,35,45,37,22,3,221,147,175,379,322,374,364,260,100,29,2135
POA3818,0,60,206,166,216,162,72,20,7,900,0,21,155,119,120,99,31,10,0,558,0,12,116,97,112,68,16,3,0,423,0,5,67,58,68,55,4,0,0,268,0,3,52,78,78,55,15,3,0,284,3,3,19,27,41,27,13,3,7,140,82,56,130,136,179,143,160,154,101,1137,833,738,1702,1545,1772,1798,1644,956,366,11348
POA3820,3,54,235,198,200,196,83,38,8,1023,0,24,182,138,159,114,37,12,3,670,0,12,102,102,144,123,23,9,0,511,0,3,70,68,129,87,26,4,3,396,0,3,62,105,175,98,27,8,3,481,0,3,22,53,86,71,31,3,3,266,89,76,121,131,153,145,185,118,69,1081,1067,896,1811,1741,2136,2009,1896,1057,424,13037
POA3821,0,10,32,25,49,45,15,3,0,181,0,0,17,25,40,25,15,0,0,127,0,0,15,20,27,33,10,4,0,109,0,0,5,19,23,20,4,0,0,72,0,0,7,22,36,22,0,3,0,89,0,0,0,14,18,15,3,0,0,58,23,7,19,20,32,49,52,23,7,227,188,127,236,326,481,473,344,126,31,2336
POA3822,0,0,10,14,20,16,3,3,0,67,0,3,5,8,7,5,3,0,0,31,0,0,3,12,7,6,3,0,0,30,0,0,0,3,7,5,0,0,0,14,0,0,0,10,14,9,0,0,0,44,0,0,0,0,3,3,0,4,0,10,7,4,4,11,18,9,8,7,0,65,79,55,82,128,149,136,91,43,11,770
POA3823,0,4,32,29,19,24,4,3,0,114,0,6,22,13,24,11,9,0,0,87,0,0,15,13,15,17,0,3,0,58,0,0,5,17,12,15,3,0,0,53,0,0,12,5,7,20,0,0,0,46,0,0,3,3,12,14,7,0,0,29,14,4,13,10,13,33,28,15,4,126,87,97,212,188,235,346,234,102,20,1524
POA3824,0,15,67,75,63,58,25,4,3,316,0,9,51,37,55,35,11,0,0,203,0,3,34,39,32,30,9,0,3,159,0,3,13,39,35,26,8,0,0,119,0,0,32,44,44,38,4,5,0,167,0,0,10,9,26,24,0,0,0,80,41,18,33,70,61,69,72,45,27,439,290,244,515,629,643,693,565,288,145,4016
POA3825,3,83,190,208,189,192,65,33,12,986,0,25,130,139,146,116,32,3,6,598,4,15,103,102,137,110,22,0,3,501,0,6,56,74,93,84,19,3,4,341,0,9,75,114,162,147,22,6,0,545,4,4,27,47,86,70,19,9,3,275,183,132,193,195,260,294,297,224,176,1949,1248,1298,2206,2195,2712,3000,2347,1305,592,16893
POA3831,0,7,14,16,27,17,11,4,0,95,0,0,5,11,17,30,4,0,0,70,0,0,9,12,11,17,3,3,0,60,0,0,4,13,11,10,3,0,0,39,0,0,0,9,16,18,5,0,0,49,0,0,0,3,3,12,4,0,0,22,21,5,6,19,17,35,25,12,7,149,112,70,112,179,231,299,232,125,46,1408
POA3832,0,0,0,0,0,6,0,0,0,8,0,0,0,0,3,0,3,0,0,8,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,3,3,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,7,5,0,0,5,8,11,8,0,3,37,20,7,14,20,31,57,53,9,3,216
POA3833,0,0,3,0,9,3,3,0,0,12,0,0,0,0,3,6,0,0,0,14,0,0,0,3,4,4,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,5,0,0,0,0,3,0,0,0,0,5,0,5,3,9,0,12,5,3,0,35,10,20,17,32,43,58,60,28,4,272
