POA_CODE_2016,M_SE_Europe_nfd_0_4,M_SE_Europe_nfd_5_14,M_SE_Europe_nfd_15_24,M_SE_Europe_nfd_25_44,M_SE_Europe_nfd_45_54,M_SE_Europe_nfd_55_64,M_SE_Europe_nfd_65_74,M_SE_Europe_nfd_75_84,M_SE_Europe_nfd_85ov,M_SE_Europe_nfd_Tot,M_Sri_Lanka_0_4,M_Sri_Lanka_5_14,M_Sri_Lanka_15_24,M_Sri_Lanka_25_44,M_Sri_Lanka_45_54,M_Sri_Lanka_55_64,M_Sri_Lanka_65_74,M_Sri_Lanka_75_84,M_Sri_Lanka_85ov,M_Sri_Lanka_Tot,M_Taiwan_0_4,M_Taiwan_5_14,M_Taiwan_15_24,M_Taiwan_25_44,M_Taiwan_45_54,M_Taiwan_55_64,M_Taiwan_65_74,M_Taiwan_75_84,M_Taiwan_85ov,M_Taiwan_Tot,M_Thailand_0_4,M_Thailand_5_14,M_Thailand_15_24,M_Thailand_25_44,M_Thailand_45_54,M_Thailand_55_64,M_Thailand_65_74,M_Thailand_75_84,M_Thailand_85ov,M_Thailand_Tot,M_FYROM_0_4,M_FYROM_5_14,M_FYROM_15_24,M_FYROM_25_44,M_FYROM_45_54,M_FYROM_55_64,M_FYROM_65_74,M_FYROM_75_84,M_FYROM_85ov,M_FYROM_Tot,M_Turkey_0_4,M_Turkey_5_14,M_Turkey_15_24,M_Turkey_25_44,M_Turkey_45_54,M_Turkey_55_64,M_Turkey_65_74,M_Turkey_75_84,M_Turkey_85ov,M_Turkey_Tot,M_USA_0_4,M_USA_5_14,M_USA_15_24,M_USA_25_44,M_USA_45_54,M_USA_55_64,M_USA_65_74,M_USA_75_84,M_USA_85ov,M_USA_Tot,M_Vietnam_0_4,M_Vietnam_5_14,M_Vietnam_15_24,M_Vietnam_25_44,M_Vietnam_45_54,M_Vietnam_55_64,M_Vietnam_65_74,M_Vietnam_75_84,M_Vietnam_85ov,M_Vietnam_Tot,M_Wales_0_4,M_Wales_5_14,M_Wales_15_24,M_Wales_25_44,M_Wales_45_54,M_Wales_55_64,M_Wales_65_74,M_Wales_75_84,M_Wales_85ov,M_Wales_Tot,M_Zimbabwe_0_4,M_Zimbabwe_5_14,M_Zimbabwe_15_24,M_Zimbabwe_25_44,M_Zimbabwe_45_54,M_Zimbabwe_55_64,M_Zimbabwe_65_74,M_Zimbabwe_75_84,M_Zimbabwe_85ov,M_Zimbabwe_Tot,M_Elsewhere_0_4,M_Elsewhere_5_14,M_Elsewhere_15_24,M_Elsewhere_25_44,M_Elsewhere_45_54,M_Elsewhere_55_64,M_Elsewhere_65_74,M_Elsewhere_75_84,M_Elsewhere_85ov,M_Elsewhere_Tot,M_COB_NS_0_4,M_COB_NS_5_14,M_COB_NS_15_24,M_COB_NS_25_44,M_COB_NS_45_54,M_COB_NS_55_64,M_COB_NS_65_74,M_COB_NS_75_84,M_COB_NS_85ov,M_COB_NS_Tot,M_Tot_0_4,M_Tot_5_14,M_Tot_15_24,M_Tot_25_44,M_Tot_45_54,M_Tot_55_64,M_Tot_65_74,M_Tot_75_84,M_Tot_85ov,M_Tot_Tot,F_Afghanistan_0_4,F_Afghanistan_5_14,F_Afghanistan_15_24,F_Afghanistan_25_44,F_Afghanistan_45_54,F_Afghanistan_55_64,F_Afghanistan_65_74,F_Afghanistan_75_84,F_Afghanistan_85ov,F_Afghanistan_Tot,F_Australia_0_4,F_Australia_5_14,F_Australia_15_24,F_Australia_25_44,F_Australia_45_54,F_Australia_55_64,F_Australia_65_74,F_Australia_75_84,F_Australia_85ov,F_Australia_Tot,F_Bangladesh_0_4,F_Bangladesh_5_14,F_Bangladesh_15_24,F_Bangladesh_25_44,F_Bangladesh_45_54,F_Bangladesh_55_64,F_Bangladesh_65_74,F_Bangladesh_75_84,F_Bangladesh_85ov,F_Bangladesh_Tot,F_Bosnia_Herzegov_0_4,F_Bosnia_Herzegov_5_14,F_Bosnia_Herzegov_15_24,F_Bosnia_Herzegov_25_44,F_Bosnia_Herzegov_45_54,F_Bosnia_Herzegov_55_64,F_Bosnia_Herzegov_65_74,F_Bosnia_Herzegov_75_84,F_Bosnia_Herzegov_85ov,F_Bosnia_Herzegov_Tot,F_Cambodia_0_4,F_Cambodia_5_14,F_Cambodia_15_24,F_Cambodia_25_44,F_Cambodia_45_54,F_Cambodia_55_64,F_Cambodia_65_74,F_Cambodia_75_84,F_Cambodia_85ov,F_Cambodia_Tot,F_Canada_0_4,F_Canada_5_14,F_Canada_15_24,F_Canada_25_44,F_Canada_45_54,F_Canada_55_64,F_Canada_65_74,F_Canada_75_84,F_Canada_85ov,F_Canada_Tot,F_Chile_0_4,F_Chile_5_14,F_Chile_15_24,F_Chile_25_44,F_Chile_45_54,F_Chile_55_64,F_Chile_65_74,F_Chile_75_84,F_Chile_85ov,F_Chile_Tot
POA3193,0,0,0,0,3,4,0,0,0,9,0,0,0,6,3,3,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,3,3,3,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,3,7,3,0,0,0,19,0,18,13,11,15,9,6,3,0,75,0,0,0,3,3,0,0,0,0,10,0,0,0,4,3,7,6,0,0,19,0,0,0,0,3,5,0,0,0,9,7,14,10,42,38,37,31,21,7,206,4,50,44,76,79,87,55,35,31,466,406,1401,1167,1534,1570,1394,1064,549,282,9351,0,0,0,0,0,0,0,0,0,0,363,1142,915,1210,1117,997,806,406,308,7275,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,4,0,16,5,7,4,0,0,32,0,0,0,3,8,0,3,0,0,9
POA3194,0,0,0,0,3,3,5,0,0,11,0,0,3,14,3,5,6,4,0,30,0,0,0,0,0,0,0,0,0,0,0,0,3,4,3,0,0,0,0,12,0,0,0,0,0,0,3,0,0,3,0,0,0,10,5,4,10,0,0,33,0,4,0,7,3,5,5,0,0,22,0,0,0,0,0,0,0,0,0,7,0,0,0,3,0,6,0,0,0,8,0,0,0,4,0,0,0,0,0,10,4,16,5,98,39,23,26,19,8,241,7,27,25,83,47,41,38,30,20,321,350,694,697,1763,899,723,552,358,175,6216,0,0,0,0,0,0,0,0,0,0,300,581,562,1183,635,495,359,222,166,4506,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,10,0,3,0,5,0,0,0,0,0,11,0,3,0,14,0,7,0,0,0,24,0,0,0,7,0,3,0,0,0,14
POA3195,0,0,0,4,3,11,3,0,0,17,0,0,3,34,31,39,17,12,0,132,0,0,0,3,0,0,0,0,0,9,0,7,3,3,0,0,0,0,0,13,0,0,0,0,0,3,0,0,0,6,0,0,0,10,15,10,3,3,0,52,3,9,8,17,16,7,3,0,0,65,0,3,0,28,33,21,3,3,0,94,0,0,0,6,0,3,0,0,0,18,0,0,0,8,6,0,0,0,0,12,3,25,34,166,111,78,49,37,10,520,31,71,87,225,148,108,79,57,44,849,1088,2547,2280,4411,2810,2079,1221,728,301,17461,0,0,0,6,0,0,0,0,0,4,951,2146,1659,3217,1878,1293,854,518,304,12819,0,0,0,3,3,9,0,0,0,14,0,0,0,8,3,0,0,0,0,18,0,0,3,31,26,14,3,3,0,77,0,8,0,17,10,3,0,0,0,45,0,0,0,5,7,0,0,0,0,17
POA3196,0,0,0,3,3,0,0,0,0,9,0,0,0,16,17,13,11,5,3,70,0,0,0,0,0,0,0,0,0,0,0,7,0,7,0,0,0,0,0,16,0,0,0,0,0,0,0,0,0,4,0,3,0,9,7,12,12,0,0,40,0,7,3,17,3,7,3,0,0,45,3,0,3,13,10,3,5,3,0,30,0,0,0,0,4,3,3,0,0,21,0,0,0,3,6,0,3,0,0,10,6,18,27,155,81,47,47,30,3,408,41,65,65,261,109,113,89,46,28,812,873,1462,1178,3674,1664,1374,1057,589,247,12105,0,0,0,3,0,0,0,0,0,4,824,1134,934,2681,1140,955,731,453,310,9162,0,0,0,0,0,0,0,0,0,0,0,0,0,8,4,0,0,3,0,15,0,0,0,9,0,4,0,0,0,14,0,3,0,20,9,5,0,0,0,35,0,0,0,4,3,3,0,3,0,14
POA3197,0,0,0,0,0,0,0,0,0,10,0,0,0,3,10,3,6,4,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,11,0,4,4,12,4,3,0,0,0,27,0,0,4,3,11,3,0,3,0,30,0,0,0,4,0,5,3,0,0,6,0,0,0,3,0,3,0,0,0,6,0,3,12,39,24,21,22,14,3,136,11,27,31,93,55,68,49,32,11,373,316,642,651,1390,846,772,569,265,93,5544,0,0,0,0,0,0,0,0,0,0,308,562,484,1083,550,495,358,196,111,4142,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,6,0,0,0,3,3,0,0,0,0,7,0,0,0,9,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,4
POA3198,0,0,0,0,4,4,4,3,0,15,0,0,0,11,3,5,6,0,0,28,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,3,0,0,0,4,4,0,0,0,0,7,4,0,0,8,0,3,3,0,0,24,0,0,0,0,0,0,0,0,0,4,0,0,0,0,4,0,3,0,0,11,0,0,0,3,0,0,0,0,0,4,8,8,5,80,18,27,21,15,3,192,39,75,63,195,118,104,69,44,16,722,560,863,826,2439,1114,1032,747,394,128,8108,0,0,0,0,0,0,0,0,0,0,480,664,639,1787,738,674,526,262,117,5883,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,7,0,0,0,0,3,0,0,0,0,7,0,3,3,11,0,0,0,0,0,20,0,0,3,4,4,4,3,0,0,14
POA3199,0,0,0,4,7,8,4,3,3,37,0,0,5,23,13,15,16,9,0,79,0,0,4,3,3,3,0,0,0,13,4,7,6,12,0,0,0,0,0,24,0,0,3,0,7,0,0,0,0,11,0,0,0,7,4,0,3,0,0,20,0,5,4,21,21,18,13,3,0,84,0,3,3,7,0,0,0,0,0,22,0,4,0,17,13,9,14,11,3,62,0,0,5,18,8,6,5,0,0,35,9,31,50,168,109,97,83,50,18,616,115,167,209,548,254,257,193,120,56,1911,1708,3105,3256,6951,3469,3238,2541,1373,549,26190,0,0,0,8,3,3,0,0,0,15,1497,2495,2642,5116,2467,2242,1725,891,563,19646,0,0,0,3,0,0,0,0,0,3,0,0,0,14,12,14,8,3,3,65,0,0,0,11,5,4,0,0,0,18,0,0,3,21,11,6,4,0,0,46,0,0,0,7,3,6,4,3,0,27
POA3200,0,0,0,0,0,0,0,0,0,0,0,0,3,8,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,4,0,0,0,3,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,5,0,0,0,0,0,0,0,0,0,0,0,11,8,34,22,18,5,10,4,106,19,37,47,76,52,48,36,16,7,360,204,351,365,720,411,339,240,155,69,2848,0,0,0,0,0,0,0,0,0,0,152,276,264,478,231,183,153,112,72,1933,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,3,0,3,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4
POA3201,0,0,0,0,3,0,3,0,0,7,0,4,3,37,11,19,14,3,0,91,0,0,0,0,0,3,0,0,0,4,0,0,3,9,3,0,0,0,0,9,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,3,0,0,0,10,0,0,0,6,3,0,0,3,0,22,0,0,3,13,3,0,0,0,0,23,0,0,0,4,3,11,0,0,0,18,0,0,0,10,0,0,0,0,0,8,0,8,15,98,46,34,34,11,8,261,43,82,70,188,91,107,63,23,23,695,825,1356,1316,3048,1417,1107,662,287,160,10180,0,0,3,17,9,4,0,0,0,29,681,1062,1061,2055,897,644,397,201,117,7121,0,0,3,8,0,0,0,0,0,12,0,0,0,5,0,3,0,0,0,4,0,0,3,16,3,3,0,0,0,25,0,3,0,3,3,0,0,0,0,11,0,0,0,8,5,4,3,0,0,23
POA3202,0,0,0,0,0,0,0,0,0,3,0,0,3,6,0,3,4,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,4,0,0,0,5,0,3,0,0,0,9,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,8,7,30,14,8,3,3,0,83,5,8,14,21,10,4,13,6,7,89,98,254,192,371,238,130,100,47,23,1459,0,0,0,0,0,0,0,0,0,3,73,185,90,210,118,71,42,21,13,821,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,3,0,0,0,4,0,0,0,0,0,5
POA3204,0,0,0,4,7,6,5,3,0,16,0,0,5,22,14,15,21,7,5,93,0,6,5,21,0,0,0,0,0,29,0,0,0,19,0,6,0,0,0,26,0,0,0,3,4,3,3,0,0,13,0,0,0,0,3,0,4,0,0,10,0,16,13,22,19,9,9,0,0,81,0,3,10,33,17,7,4,0,0,75,0,0,0,8,3,0,3,0,0,8,0,0,0,3,3,3,0,0,0,9,6,52,67,272,183,131,124,63,35,926,43,85,87,193,107,71,61,26,13,687,885,2220,2080,4005,2340,1671,969,477,240,14897,0,0,3,0,0,0,0,0,0,3,791,1698,1371,2029,1449,1031,476,302,260,9408,0,0,0,11,0,0,0,0,0,8,0,0,0,3,0,0,0,3,0,10,0,0,0,4,0,0,0,0,0,7,0,3,3,9,4,0,3,0,0,26,0,0,0,3,5,0,0,0,0,21
POA3205,0,0,0,0,3,3,0,0,0,5,0,0,0,13,0,0,0,0,0,20,0,0,0,15,0,0,0,0,0,16,0,0,0,14,3,0,0,0,0,18,0,0,0,3,0,0,0,0,0,8,0,0,0,3,3,3,0,0,0,11,0,0,3,19,5,5,0,0,0,36,0,0,5,15,4,3,4,0,0,27,0,0,0,3,3,0,4,0,0,7,0,0,0,5,0,0,0,0,0,6,4,7,25,140,34,26,22,38,14,312,29,24,55,199,71,66,54,31,10,549,289,368,475,2282,706,532,393,195,80,5320,0,0,0,0,0,0,0,0,0,3,240,279,313,1112,418,335,214,80,65,3054,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,3,16,3,3,0,0,0,26,0,0,0,3,4,0,3,0,0,12
POA3206,0,0,0,0,0,0,0,3,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,3,0,3,0,0,0,0,3,0,0,0,0,3,0,10,3,14,5,6,7,0,0,54,0,0,0,3,0,0,0,0,0,4,0,0,0,7,0,3,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,5,3,50,25,13,15,14,8,127,16,30,26,112,57,62,45,22,17,388,316,600,420,1368,795,644,552,278,112,5073,0,0,0,0,0,0,0,0,0,0,241,508,297,960,604,437,346,146,62,3604,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,6,3,0,0,0,20,0,0,0,0,0,0,0,0,0,3
POA3207,0,0,0,0,0,4,0,0,0,6,0,0,0,3,3,0,0,0,0,10,0,0,0,0,0,0,0,0,0,9,0,0,3,8,3,0,0,0,0,14,0,0,0,8,0,6,0,0,0,12,0,0,0,5,14,4,5,0,0,26,12,10,7,31,15,6,3,0,0,79,0,3,3,6,8,3,5,0,0,23,0,0,0,6,0,0,3,0,0,9,0,0,0,0,3,0,0,0,0,4,0,14,9,129,48,26,31,9,3,270,36,50,42,261,112,100,67,26,6,698,478,670,535,2854,1190,941,683,299,85,7738,0,0,0,0,0,0,0,0,0,0,422,471,418,1939,749,623,430,167,56,5277,0,0,0,0,0,0,0,0,0,0,0,0,0,6,8,4,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,5,21,4,5,3,0,0,47,0,0,0,4,3,0,5,0,0,12
POA3211,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,11,10,16,14,8,4,3,0,72,29,94,97,130,114,104,71,25,4,671,0,0,0,0,0,0,0,0,0,0,35,72,83,110,80,60,32,10,4,479,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
POA3212,0,0,0,3,11,5,3,3,0,21,0,0,0,4,3,0,3,0,0,12,0,3,0,0,0,0,0,0,0,3,0,4,0,8,0,0,0,0,0,13,0,0,0,6,4,3,4,0,0,17,0,0,0,3,3,0,0,0,0,12,0,5,3,7,5,6,4,0,0,26,0,0,11,34,22,4,0,0,0,72,0,0,0,0,0,3,3,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,17,51,14,23,25,9,4,143,21,47,45,106,48,54,43,9,8,375,585,1104,1132,2694,1214,917,662,265,89,8666,0,0,0,0,0,0,0,0,0,0,514,990,829,1861,865,628,421,187,103,6390,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,3,0,0,0,4,4,0,0,0,0,9,0,0,0,0,0,0,0,0,0,3
POA3213,0,0,0,0,3,4,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,6,11,4,0,3,0,19,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,6,0,0,0,16,0,0,0,3,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,4,3,6,8,12,9,6,0,46,5,14,17,23,28,30,13,11,0,143,100,307,326,409,342,286,147,82,17,2002,0,0,0,0,0,0,0,0,0,0,111,281,255,366,247,165,96,38,7,1573,0,0,0,0,0,0,0,0,0,0,0,0,0,5,3,4,3,0,0,13,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0
POA3214,0,0,0,7,7,13,16,11,0,62,0,0,0,6,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,9,69,44,18,0,0,0,0,0,133,0,0,0,3,14,27,22,12,3,86,0,3,3,4,8,3,5,0,0,27,0,9,3,8,0,0,4,0,0,28,0,3,4,27,10,11,0,0,0,62,0,0,0,9,3,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,3,31,34,54,30,53,54,45,16,319,54,128,177,233,177,161,135,67,15,1142,762,1640,1933,2808,1448,1398,1045,516,145,11689,0,24,52,67,20,7,5,0,0,180,644,1174,1422,2089,1043,903,557,300,119,8252,0,0,0,0,0,0,0,0,0,0,0,0,3,14,24,20,9,5,0,76,0,0,0,0,4,7,0,0,0,8,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0
POA3215,0,0,0,0,8,20,25,20,3,73,0,0,0,8,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,6,9,5,0,0,0,0,0,19,0,0,0,12,19,38,40,22,0,130,0,0,0,0,7,4,0,4,0,17,0,0,3,7,3,0,4,0,0,15,0,0,3,7,5,3,0,0,0,13,0,0,0,0,0,0,3,0,0,7,0,0,0,3,0,0,0,0,0,9,0,6,12,53,34,33,47,62,21,274,32,64,64,196,104,123,83,104,72,838,587,1104,1213,2670,1218,1138,1010,658,275,9872,0,0,7,9,6,0,0,0,0,15,553,917,1044,1978,936,786,545,271,184,7213,0,0,0,0,0,0,0,0,0,0,0,0,0,17,24,13,13,12,3,89,0,0,0,0,0,0,0,0,0,6,0,0,3,3,4,0,0,0,0,9,0,0,0,0,0,0,0,0,0,3
POA3216,0,0,0,3,10,4,7,9,0,30,0,5,36,32,10,10,5,3,0,103,0,0,0,3,0,0,0,0,0,13,0,3,3,8,0,0,0,0,0,9,0,0,3,3,5,5,0,3,0,26,0,0,0,9,3,0,0,0,0,16,0,8,3,27,9,9,7,0,0,69,0,3,19,22,8,3,0,0,0,56,0,0,3,6,5,9,9,5,0,38,0,3,4,10,5,3,0,0,0,29,7,28,78,125,41,43,40,28,17,409,73,134,193,319,197,159,153,111,51,1390,1831,3442,4283,6926,3259,2966,2417,1410,646,27182,0,0,0,4,0,0,0,0,0,5,1506,2895,3466,5629,2782,2573,2043,1283,952,23133,0,4,0,20,3,0,0,0,0,28,0,0,0,0,4,4,0,0,0,10,0,0,0,3,0,0,0,0,0,3,0,7,6,14,3,3,0,0,0,45,0,0,0,4,3,0,0,0,0,5
POA3217,0,0,0,0,0,0,0,0,0,3,0,3,0,9,0,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,3,0,0,0,0,13,0,0,0,3,3,3,0,0,0,8,0,0,0,3,3,0,0,0,0,9,0,0,0,8,0,0,0,0,0,6,3,0,14,12,3,8,5,0,0,50,15,20,24,90,25,23,18,7,0,213,369,439,427,1222,327,245,182,67,10,3283,0,0,0,3,0,0,0,0,0,9,310,382,367,968,232,201,129,37,33,2655,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,5,6,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0
POA3218,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,5,3,4,15,0,0,0,3,0,0,0,0,0,4,0,3,3,6,0,3,0,0,0,23,0,0,4,6,0,0,3,0,0,12,0,0,0,0,3,0,0,0,0,7,0,0,0,3,0,0,0,0,0,4,4,5,0,25,11,12,7,4,4,76,18,28,27,126,72,45,46,18,4,384,461,717,761,2030,899,717,477,244,93,6394,0,0,4,0,0,0,0,0,0,4,451,664,763,1693,731,622,353,233,108,5615,0,0,0,0,0,0,0,0,0,5,0,0,0,3,4,0,0,0,0,7,0,0,0,0,0,0,0,0,0,4,0,0,0,6,4,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0
POA3219,0,0,0,3,5,0,4,4,0,12,0,0,4,10,0,0,0,0,0,22,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,3,3,3,0,0,0,0,15,0,0,0,3,6,3,0,0,0,16,0,0,0,4,0,0,7,0,0,10,0,0,0,5,0,0,0,0,0,3,0,4,12,27,13,22,15,16,10,115,41,54,83,166,120,106,72,52,23,707,583,1058,1279,2306,1320,1188,866,516,233,9351,0,3,0,0,0,0,0,0,0,5,460,856,1127,1958,1169,1086,751,480,261,8141,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,4,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,11,0,0,0,4,0,0,4,0,0,5
POA3220,0,0,0,0,0,6,0,3,0,6,0,0,0,23,3,3,5,0,0,31,0,0,0,4,0,0,0,0,0,3,0,0,3,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,4,10,3,4,3,0,0,24,0,0,3,8,3,0,0,0,0,12,0,0,0,6,0,0,3,0,0,8,0,0,0,8,0,0,0,0,0,9,7,10,7,36,7,14,18,13,11,127,17,48,58,162,67,51,57,34,24,520,435,938,1070,2105,1025,1064,708,345,185,7875,0,0,0,0,0,0,0,0,0,0,405,759,908,1589,943,897,559,306,195,6554,0,0,0,3,0,0,0,0,0,9,0,0,0,0,0,3,0,3,0,4,0,0,0,0,0,0,0,0,0,0,0,0,4,10,3,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0
POA3221,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,4,3,4,8,3,3,0,0,37,34,49,52,70,64,56,40,17,6,390,0,0,0,0,0,0,0,0,0,0,24,60,34,74,48,40,28,7,0,318,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
POA3222,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,3,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,3,7,0,5,3,0,0,24,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,4,0,0,9,0,0,0,0,0,0,0,0,0,3,0,3,0,9,5,14,7,16,3,70,18,42,41,93,56,80,69,40,17,462,434,957,858,1433,887,1038,880,531,173,7187,0,0,0,0,0,0,0,0,0,0,326,890,698,1326,854,872,659,402,187,6203,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,4,3,0,0,18,0,0,0,0,0,0,0,0,0,0
POA3223,0,0,0,0,0,0,4,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,9,8,6,0,37,8,27,16,47,41,60,79,46,22,340,136,326,295,480,449,635,777,371,144,3611,0,0,0,0,0,0,0,0,0,0,124,259,212,442,347,547,562,237,118,2855,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,4,0,0,0,0,0,0,0,0,0,0
POA3224,0,0,0,0,3,0,0,7,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,4,0,3,0,0,20,0,0,0,3,0,0,3,0,0,11,0,0,0,0,3,0,3,3,0,13,0,0,0,5,0,0,0,0,0,9,0,0,0,16,10,16,9,11,9,68,18,27,31,83,47,51,86,36,17,404,508,865,824,1690,845,777,792,444,148,6879,0,0,0,0,0,0,0,0,0,0,473,786,760,1615,750,653,563,273,120,5983,0,0,0,3,0,0,0,0,0,3,0,0,0,3,0,4,0,0,0,7,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,5,0,0,0,0,0,0,0,0,0,0
