POA_CODE_2016,M_Tot_15_19,M_Tot_20_24,M_Tot_25_34,M_Tot_35_44,M_Tot_45_54,M_Tot_55_64,M_Tot_65_74,M_Tot_75_84,M_Tot_85ov,M_Tot_Tot,F_Ag_For_Fshg_15_19,F_Ag_For_Fshg_20_24,F_Ag_For_Fshg_25_34,F_Ag_For_Fshg_35_44,F_Ag_For_Fshg_45_54,F_Ag_For_Fshg_55_64,F_Ag_For_Fshg_65_74,F_Ag_For_Fshg_75_84,F_Ag_For_Fshg_85ov,F_Ag_For_Fshg_Tot,F_Mining_15_19,F_Mining_20_24,F_Mining_25_34,F_Mining_35_44,F_Mining_45_54,F_Mining_55_64,F_Mining_65_74,F_Mining_75_84,F_Mining_85ov,F_Mining_Tot,F_Manufact_15_19,F_Manufact_20_24,F_Manufact_25_34,F_Manufact_35_44,F_Manufact_45_54,F_Manufact_55_64,F_Manufact_65_74,F_Manufact_75_84,F_Manufact_85ov,F_Manufact_Tot,F_El_Gas_Wt_Waste_15_19,F_El_Gas_Wt_Waste_20_24,F_El_Gas_Wt_Waste_25_34,F_El_Gas_Wt_Waste_35_44,F_El_Gas_Wt_Waste_45_54,F_El_Gas_Wt_Waste_55_64,F_El_Gas_Wt_Waste_65_74,F_El_Gas_Wt_Waste_75_84,F_El_Gas_Wt_Waste_85ov,F_El_Gas_Wt_Waste_Tot,F_Constru_15_19,F_Constru_20_24,F_Constru_25_34,F_Constru_35_44,F_Constru_45_54,F_Constru_55_64,F_Constru_65_74,F_Constru_75_84,F_Constru_85ov,F_Constru_Tot,F_WhlesaleTde_15_19,F_WhlesaleTde_20_24,F_WhlesaleTde_25_34,F_WhlesaleTde_35_44,F_WhlesaleTde_45_54,F_WhlesaleTde_55_64,F_WhlesaleTde_65_74,F_WhlesaleTde_75_84,F_WhlesaleTde_85ov,F_WhlesaleTde_Tot,F_RetTde_15_19,F_RetTde_20_24,F_RetTde_25_34,F_RetTde_35_44,F_RetTde_45_54,F_RetTde_55_64,F_RetTde_65_74,F_RetTde_75_84,F_RetTde_85ov,F_RetTde_Tot,F_Accom_food_15_19,F_Accom_food_20_24,F_Accom_food_25_34,F_Accom_food_35_44,F_Accom_food_45_54,F_Accom_food_55_64,F_Accom_food_65_74,F_Accom_food_75_84,F_Accom_food_85ov,F_Accom_food_Tot,F_Trans_post_wrehsg_15_19,F_Trans_post_wrehsg_20_24,F_Trans_post_wrehsg_25_34,F_Trans_post_wrehsg_35_44,F_Trans_post_wrehsg_45_54,F_Trans_post_wrehsg_55_64,F_Trans_post_wrehsg_65_74,F_Trans_post_wrehsg_75_84,F_Trans_post_wrehsg_85ov,F_Trans_post_wrehsg_Tot,F_Info_media_teleco_15_19,F_Info_media_teleco_20_24,F_Info_media_teleco_25_34,F_Info_media_teleco_35_44,F_Info_media_teleco_45_54,F_Info_media_teleco_55_64,F_Info_media_teleco_65_74,F_Info_media_teleco_75_84,F_Info_media_teleco_85ov,F_Info_media_teleco_Tot,F_Fin_Insur_15_19,F_Fin_Insur_20_24,F_Fin_Insur_25_34,F_Fin_Insur_35_44,F_Fin_Insur_45_54,F_Fin_Insur_55_64,F_Fin_Insur_65_74,F_Fin_Insur_75_84,F_Fin_Insur_85ov,F_Fin_Insur_Tot,F_RtnHir_REst_15_19,F_RtnHir_REst_20_24,F_RtnHir_REst_25_34,F_RtnHir_REst_35_44,F_RtnHir_REst_45_54,F_RtnHir_REst_55_64,F_RtnHir_REst_65_74,F_RtnHir_REst_75_84,F_RtnHir_REst_85ov,F_RtnHir_REst_Tot,F_Pro_scien_tec_15_19,F_Pro_scien_tec_20_24,F_Pro_scien_tec_25_34,F_Pro_scien_tec_35_44,F_Pro_scien_tec_45_54,F_Pro_scien_tec_55_64,F_Pro_scien_tec_65_74,F_Pro_scien_tec_75_84,F_Pro_scien_tec_85ov,F_Pro_scien_tec_Tot,F_Admin_supp_15_19,F_Admin_supp_20_24,F_Admin_supp_25_34,F_Admin_supp_35_44,F_Admin_supp_45_54,F_Admin_supp_55_64,F_Admin_supp_65_74,F_Admin_supp_75_84,F_Admin_supp_85ov,F_Admin_supp_Tot,F_Public_admin_sfty_15_19,F_Public_admin_sfty_20_24,F_Public_admin_sfty_25_34,F_Public_admin_sfty_35_44,F_Public_admin_sfty_45_54,F_Public_admin_sfty_55_64,F_Public_admin_sfty_65_74,F_Public_admin_sfty_75_84,F_Public_admin_sfty_85ov,F_Public_admin_sfty_Tot,F_Educ_trng_15_19,F_Educ_trng_20_24,F_Educ_trng_25_34,F_Educ_trng_35_44,F_Educ_trng_45_54,F_Educ_trng_55_64,F_Educ_trng_65_74,F_Educ_trng_75_84,F_Educ_trng_85ov,F_Educ_trng_Tot,F_HlthCare_SocAs_15_19,F_HlthCare_SocAs_20_24,F_HlthCare_SocAs_25_34,F_HlthCare_SocAs_35_44,F_HlthCare_SocAs_45_54,F_HlthCare_SocAs_55_64,F_HlthCare_SocAs_65_74,F_HlthCare_SocAs_75_84,F_HlthCare_SocAs_85ov,F_HlthCare_SocAs_Tot,F_Art_recn_15_19,F_Art_recn_20_24,F_Art_recn_25_34,F_Art_recn_35_44,F_Art_recn_45_54,F_Art_recn_55_64,F_Art_recn_65_74,F_Art_recn_75_84,F_Art_recn_85ov,F_Art_recn_Tot,F_Oth_scs_15_19,F_Oth_scs_20_24,F_Oth_scs_25_34,F_Oth_scs_35_44,F_Oth_scs_45_54,F_Oth_scs_55_64,F_Oth_scs_65_74,F_Oth_scs_75_84,F_Oth_scs_85ov,F_Oth_scs_Tot
POA3025,86,216,750,694,482,286,67,13,4,2594,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,5,4,4,28,15,16,21,3,0,0,90,0,4,7,6,0,0,0,0,0,17,0,0,14,4,10,3,0,0,0,37,0,3,18,19,16,0,0,0,0,60,35,43,66,54,38,25,4,3,0,257,29,26,24,21,13,7,0,0,0,123,0,4,23,26,27,14,3,0,0,99,3,4,12,16,15,4,0,0,0,43,0,6,38,29,23,5,0,0,0,107,4,7,8,13,4,5,0,0,0,38,0,5,50,51,35,5,0,0,0,151,0,3,22,15,17,3,0,0,0,69,0,3,33,35,33,22,3,0,0,135,0,18,98,73,51,14,3,0,0,258,0,20,90,102,70,44,12,0,0,339,3,6,13,7,3,6,0,0,0,40,0,4,24,22,13,7,0,0,0,76
POA3026,0,3,0,3,14,9,0,0,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
POA3027,37,112,700,648,255,106,16,0,0,1872,0,0,5,3,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,31,21,24,3,0,0,0,83,0,0,10,8,0,0,0,0,0,17,0,3,17,3,5,0,0,0,0,32,0,0,19,14,0,3,0,0,0,37,9,23,45,25,13,10,0,0,0,126,19,18,35,15,13,3,0,0,0,107,0,4,25,12,5,4,0,0,0,47,0,0,17,16,9,0,0,0,0,38,0,4,64,57,4,0,0,0,0,123,0,3,23,9,7,0,0,0,0,43,0,3,93,66,11,6,0,0,0,181,0,9,27,21,5,0,3,0,0,65,0,4,17,26,7,3,0,0,0,59,0,11,44,46,22,0,0,0,0,126,3,9,80,95,39,19,0,0,0,243,6,0,5,11,3,0,0,0,0,31,0,0,19,10,3,0,0,0,0,41
POA3028,276,730,2012,1648,1456,1071,171,15,3,7379,0,0,7,3,4,0,0,0,0,15,0,0,0,0,0,0,0,0,0,3,7,15,71,71,103,58,6,0,0,333,0,4,12,8,5,0,0,0,0,33,3,9,20,31,35,21,5,0,0,131,5,15,36,32,38,19,0,0,0,143,82,138,180,112,162,87,15,0,0,776,85,81,123,60,55,34,5,0,0,450,3,35,61,59,102,55,4,0,0,318,3,8,29,23,16,14,0,0,0,92,0,11,112,68,62,35,0,0,0,292,3,10,41,23,12,3,7,0,0,97,3,27,138,73,74,25,7,0,0,356,6,31,73,65,81,44,9,0,0,307,0,10,70,83,129,66,8,0,0,374,6,54,166,147,166,109,3,3,0,666,7,74,291,252,273,168,18,0,0,1097,10,20,25,22,22,15,3,0,0,118,8,23,55,53,45,22,0,0,0,211
POA3029,809,1996,7316,6538,4030,2376,438,25,6,23536,0,9,16,11,10,9,0,0,0,66,0,0,5,4,3,3,0,0,0,10,14,55,241,236,225,115,11,0,0,899,0,3,80,35,24,13,0,0,0,167,3,32,119,79,81,44,7,0,0,371,14,33,137,131,131,48,4,0,0,503,302,406,635,395,352,196,24,0,0,2312,341,229,335,160,123,73,8,3,0,1276,7,72,284,256,238,116,21,0,0,992,6,24,119,72,26,20,3,0,0,270,3,48,400,256,164,64,5,0,0,955,4,32,108,67,42,22,6,0,0,283,7,59,411,258,141,64,14,0,0,958,15,69,298,161,148,76,11,0,0,779,3,47,181,261,244,140,22,0,0,902,37,116,518,488,399,239,39,3,0,1838,40,278,1383,1170,839,437,44,7,0,4192,26,37,81,63,42,27,3,0,0,280,26,43,159,138,73,60,4,0,0,508
POA3030,873,1937,6397,7560,5234,2740,541,37,4,25323,0,5,21,38,29,38,0,0,0,133,0,0,7,5,0,3,0,0,0,11,44,42,227,302,280,118,9,0,3,1023,0,8,73,52,33,11,0,0,0,183,3,38,133,187,115,36,5,0,0,528,12,39,141,179,151,66,8,0,0,600,304,448,604,497,418,227,26,0,0,2522,361,229,311,222,152,96,12,0,0,1375,13,73,261,294,232,106,3,0,0,981,4,25,107,120,52,25,0,0,0,322,4,46,443,423,199,87,8,0,0,1215,10,46,139,106,57,37,4,0,0,399,11,97,507,472,242,95,16,3,3,1444,9,68,222,230,195,112,13,0,0,843,6,52,246,378,364,180,32,3,0,1252,65,139,572,660,517,231,36,3,0,2234,31,255,940,1164,882,465,55,0,3,3788,53,59,133,95,54,36,8,0,0,433,18,71,172,173,131,64,14,0,0,641
POA3031,62,434,1800,1225,698,424,77,4,0,4728,0,4,9,0,0,0,0,0,0,15,0,0,0,6,0,0,0,0,0,10,0,10,45,37,17,17,0,0,0,122,0,0,17,11,3,0,0,0,0,33,0,3,19,17,18,0,0,0,0,66,0,3,35,21,14,5,0,0,0,78,33,95,148,61,40,29,0,0,0,401,54,98,94,32,26,19,0,0,0,328,0,5,44,21,27,13,3,0,0,114,3,12,55,49,19,8,0,0,0,141,0,12,120,92,32,14,0,0,0,276,0,7,43,10,12,6,0,0,0,79,0,38,309,177,80,40,12,0,0,654,0,29,60,35,20,12,4,0,0,160,0,18,134,110,60,26,3,0,0,345,7,39,233,152,137,89,20,0,0,676,3,82,383,192,132,93,19,0,0,901,6,28,78,43,24,6,3,0,0,197,3,15,50,37,23,18,3,0,0,143
POA3032,189,773,2541,1899,1417,904,215,26,3,7967,0,0,3,3,6,7,0,0,0,27,0,0,5,3,0,0,0,0,0,13,7,22,75,73,71,32,0,0,0,286,0,3,17,22,9,5,3,0,0,58,0,11,48,27,21,17,0,0,0,122,3,16,63,45,31,22,5,0,0,181,82,190,220,118,112,59,11,0,0,787,88,165,165,62,57,33,5,0,0,582,0,16,72,61,63,23,3,0,0,235,7,17,66,61,24,11,0,0,0,175,0,23,170,138,80,36,0,0,0,449,3,11,46,27,18,14,3,0,0,119,0,54,284,190,153,55,14,0,0,759,3,32,113,60,49,34,6,0,0,292,0,19,132,140,115,64,5,0,0,485,14,51,287,188,211,177,31,0,0,963,4,96,466,279,283,189,31,3,0,1347,13,51,81,40,30,11,7,0,0,234,0,27,99,59,58,26,9,0,0,279
POA3033,121,285,685,819,776,493,160,24,0,3369,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,6,6,24,33,36,29,8,0,0,151,0,0,7,3,0,0,0,0,0,13,5,3,18,25,17,8,7,0,0,70,4,3,12,17,21,4,3,0,0,64,60,93,51,68,80,51,11,0,0,421,35,25,16,24,18,9,3,0,0,136,0,7,30,46,39,25,5,0,0,151,4,3,9,16,9,3,0,0,0,38,0,7,59,50,38,30,7,0,0,184,3,3,17,23,17,9,0,0,0,74,0,14,70,77,42,26,6,0,0,240,0,10,21,17,23,22,8,0,0,100,0,13,26,53,83,30,9,0,0,218,10,23,90,115,139,82,20,0,0,472,5,23,117,123,144,84,21,0,0,525,7,8,8,17,10,5,3,0,0,56,3,12,19,29,26,11,7,4,0,105
POA3034,80,217,557,629,554,387,127,19,0,2566,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,3,3,29,24,32,19,3,0,0,109,0,0,4,3,3,0,0,0,0,14,0,3,15,15,12,14,0,0,0,60,3,4,15,15,10,7,3,0,0,53,42,59,54,50,70,32,7,4,0,324,24,25,25,18,21,21,0,0,0,126,0,5,16,18,21,10,3,0,0,80,0,3,6,7,0,0,0,0,0,19,0,4,40,38,26,15,3,0,0,129,3,6,16,3,7,0,0,0,0,41,0,17,49,37,23,25,0,3,0,150,0,6,29,23,12,11,4,0,0,88,0,8,23,32,46,27,5,0,0,145,4,14,67,60,75,46,8,0,0,271,3,24,70,102,103,60,22,0,0,382,3,3,12,8,4,7,0,0,0,43,0,12,27,18,18,19,3,0,0,97
POA3036,76,162,215,293,377,290,109,16,0,1533,0,0,0,0,6,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,3,0,4,20,15,12,4,0,0,55,0,0,3,0,5,0,0,0,0,8,0,0,8,17,15,9,3,0,0,52,0,3,3,12,13,7,3,0,0,45,33,41,24,19,46,26,8,0,0,194,32,19,11,11,14,7,0,0,0,90,0,5,15,19,27,13,3,0,0,77,3,3,0,0,5,0,0,0,0,15,0,0,8,6,16,11,3,0,0,49,0,0,0,5,8,6,0,0,0,31,0,8,18,25,30,14,0,0,0,94,0,0,5,0,12,3,3,0,0,36,0,0,9,16,27,17,0,0,0,66,4,18,29,34,72,55,14,0,0,222,4,14,25,29,63,48,10,0,0,189,5,4,0,4,9,3,3,0,0,27,0,3,14,7,5,15,5,0,0,41
POA3037,648,1251,2808,3575,2896,1535,239,11,0,12961,0,0,5,11,5,0,0,0,0,28,0,0,3,7,0,4,0,0,0,15,20,33,85,203,166,65,4,0,0,575,0,3,17,25,9,4,0,0,0,69,3,20,58,76,66,22,0,0,0,246,8,20,56,87,67,27,0,0,0,276,224,313,259,323,306,121,9,0,0,1563,299,132,124,117,121,50,7,0,0,842,14,44,130,164,173,73,3,0,0,602,12,13,48,39,28,9,0,0,0,141,0,43,180,222,134,46,3,0,0,633,7,20,46,54,36,8,3,0,0,177,5,55,169,204,97,45,4,0,0,578,5,35,90,127,140,63,12,0,0,469,0,21,134,199,155,73,9,0,0,593,39,89,292,391,326,119,13,0,0,1272,30,154,476,536,493,242,37,4,0,1967,11,31,40,41,32,14,3,0,0,173,8,45,106,89,89,30,0,0,0,366
POA3038,356,844,1342,1214,1754,1466,253,14,0,7253,0,0,3,0,8,3,0,0,0,18,0,0,0,0,3,0,0,0,0,7,11,22,42,67,100,76,4,0,0,315,0,7,7,8,6,3,0,0,0,36,3,14,27,30,50,34,3,0,0,156,4,15,25,41,72,34,3,0,0,186,131,196,123,91,202,139,18,0,0,900,120,80,59,43,73,40,9,0,0,429,0,28,57,78,91,59,0,0,0,312,10,14,22,21,18,7,0,0,0,96,4,23,56,81,81,33,0,0,0,282,6,18,21,19,24,9,3,0,0,107,0,55,87,68,91,42,6,0,0,356,0,19,43,46,62,59,14,0,0,237,0,24,52,82,112,89,7,0,0,379,19,86,156,140,254,158,17,0,0,837,9,96,182,164,274,225,25,0,0,971,20,19,21,11,18,11,0,0,0,101,7,25,38,31,67,22,9,0,0,201
POA3039,112,368,985,857,833,516,132,18,0,3830,0,3,3,3,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,7,14,5,34,29,30,12,3,0,0,128,0,0,7,12,6,0,0,0,0,26,0,5,19,20,22,4,3,0,0,77,3,8,20,24,14,7,0,0,0,87,61,103,86,49,50,28,12,0,0,381,38,52,68,20,16,16,0,0,0,206,0,3,25,27,34,15,3,0,0,111,7,12,35,24,9,5,0,0,0,95,3,15,64,84,35,18,4,0,0,219,3,5,17,21,14,4,0,0,0,66,7,29,124,114,87,42,4,0,0,392,0,14,57,43,23,13,9,0,0,162,0,11,54,69,89,42,3,3,0,273,8,35,118,116,135,123,17,3,0,568,0,57,160,156,136,133,20,0,3,664,5,28,17,13,8,8,0,0,0,77,4,8,28,24,27,15,3,0,0,111
POA3040,301,695,1574,1415,1565,1115,260,44,4,6969,3,0,3,0,3,3,4,0,0,20,0,0,0,3,5,0,0,0,0,8,18,30,52,54,55,25,10,0,0,246,0,4,12,3,10,3,0,0,0,27,0,6,36,50,44,15,7,0,0,152,3,14,35,43,38,15,7,0,0,158,131,172,141,101,111,85,23,0,0,763,117,96,93,42,38,25,7,3,0,421,8,11,61,68,61,29,10,0,0,251,9,17,44,19,24,8,0,0,0,125,0,13,114,112,75,57,10,0,0,382,6,13,33,28,33,16,3,0,0,127,9,54,192,162,174,80,19,0,0,695,0,26,66,49,47,17,8,0,0,210,0,10,116,104,113,81,12,0,0,439,31,50,241,189,311,234,34,0,3,1098,3,97,313,211,294,217,33,3,0,1179,26,33,31,25,26,8,0,0,0,148,7,28,50,30,46,14,9,0,0,187
POA3041,135,321,623,747,773,550,136,11,0,3305,0,0,3,3,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,9,8,28,23,18,10,0,0,0,97,0,3,5,3,5,0,0,0,0,13,0,0,12,30,28,14,0,0,0,83,0,5,9,31,18,14,0,0,0,78,77,69,57,43,57,30,7,0,0,331,52,43,34,21,18,13,7,0,0,190,0,13,31,36,25,20,3,0,0,127,0,8,15,17,8,3,0,0,0,52,0,10,45,47,48,13,3,0,0,169,0,3,8,16,16,13,7,0,0,64,0,13,60,83,49,33,7,0,0,247,0,5,20,21,21,9,5,0,0,92,0,7,30,44,66,36,5,0,0,190,14,20,70,95,163,100,15,0,0,477,3,49,110,119,127,118,12,0,0,541,8,22,15,17,12,9,3,0,0,78,4,6,29,24,23,13,4,0,0,102
POA3042,130,306,926,973,861,533,130,17,0,3883,0,0,0,3,3,0,0,0,0,10,0,0,0,0,0,0,0,0,0,4,3,8,35,39,33,19,6,0,0,144,0,3,4,5,6,0,0,0,0,18,0,8,22,35,30,4,0,0,0,101,0,4,16,29,19,14,0,0,0,82,52,85,91,69,73,56,8,0,0,435,48,36,39,22,33,17,5,0,0,206,3,12,61,59,54,29,0,0,0,222,3,3,12,17,14,7,0,0,0,48,0,11,43,59,38,23,4,0,0,182,0,10,21,21,20,12,0,0,0,84,4,23,86,89,51,31,11,0,0,291,0,9,24,38,37,19,4,0,0,139,0,13,52,73,65,46,3,0,0,248,5,30,129,135,146,98,8,0,0,546,3,46,164,142,149,107,32,3,0,635,0,5,20,13,14,8,0,0,0,62,0,12,31,33,28,23,0,0,0,122
POA3043,122,376,1065,985,812,612,184,12,3,4159,0,4,0,0,0,0,0,0,0,6,0,0,0,3,0,0,0,0,0,3,11,10,37,46,49,41,10,0,0,199,0,0,6,5,10,0,0,0,0,26,3,3,20,13,16,4,3,0,0,67,3,10,36,33,25,23,0,0,0,121,58,78,84,94,73,50,15,0,0,444,79,40,52,35,57,42,7,0,0,319,3,30,63,65,56,38,0,0,0,262,0,5,11,13,5,0,0,0,0,40,0,10,53,65,28,19,3,0,0,182,0,11,28,18,5,12,0,0,0,71,0,19,73,46,24,25,5,0,0,197,0,9,42,32,38,22,5,0,0,141,0,6,57,54,52,39,4,0,0,213,5,26,125,115,85,76,26,3,0,454,3,35,168,143,145,110,32,0,0,645,3,6,13,10,7,9,3,0,0,56,3,10,33,27,30,19,3,0,0,124
POA3044,199,558,1829,1778,1515,768,159,24,3,6838,0,3,4,3,3,0,0,0,0,14,0,0,0,4,0,0,0,0,0,8,9,19,54,58,74,33,6,0,0,255,0,7,12,12,5,5,0,0,0,39,0,5,33,36,41,6,0,0,0,132,3,11,33,38,31,9,3,0,0,131,99,150,145,96,100,70,10,0,0,655,78,75,92,51,32,26,10,0,0,357,0,18,46,63,52,23,4,0,0,203,5,8,44,46,30,9,0,0,0,139,0,27,110,115,65,20,0,0,0,340,3,3,39,25,18,15,6,0,0,101,0,39,192,172,93,38,10,0,0,546,0,14,68,54,36,18,3,0,0,194,3,9,106,124,126,74,7,3,0,454,9,48,224,224,257,164,17,0,0,948,3,95,347,317,297,171,42,0,0,1272,14,21,31,41,20,13,3,0,0,142,3,14,60,47,34,17,7,0,0,184
POA3045,0,0,3,3,3,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
POA3046,236,800,2746,1923,1353,802,171,22,5,8054,0,3,0,3,0,0,0,0,0,11,0,0,3,0,0,0,0,0,0,9,6,18,78,70,77,50,6,5,0,304,0,0,26,5,5,4,0,0,0,45,0,8,34,27,32,16,0,0,0,116,3,13,38,26,27,24,3,0,0,134,82,153,172,118,117,60,14,0,0,720,103,116,167,79,53,28,0,0,0,548,0,15,65,49,45,25,9,0,0,204,10,11,36,27,16,3,3,0,0,101,3,22,130,114,44,24,0,0,0,341,0,6,41,33,22,11,3,0,0,109,4,36,183,127,72,31,9,0,0,452,3,44,105,60,43,24,5,0,0,289,0,17,113,125,115,46,3,0,0,418,9,47,218,190,213,118,10,3,0,801,10,95,452,318,267,154,20,5,0,1329,4,27,32,19,14,13,0,0,0,110,3,22,71,46,28,23,3,0,0,209
POA3047,98,475,1194,705,628,361,63,3,0,3530,0,0,4,3,3,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,8,32,16,47,33,0,0,0,142,0,0,5,0,3,0,0,0,0,9,6,3,13,8,8,3,0,0,0,35,0,6,13,14,10,0,0,0,0,43,27,75,52,29,36,26,8,0,0,249,52,35,62,32,21,13,0,0,0,212,0,11,27,17,18,19,0,0,0,100,0,3,4,0,0,0,0,0,0,12,0,3,22,15,7,5,0,0,0,52,4,4,4,5,3,3,0,0,0,15,0,6,39,12,3,3,0,0,0,71,0,18,27,20,35,19,4,0,0,127,0,12,22,28,23,4,0,0,0,99,0,27,71,61,38,24,3,0,0,229,10,66,191,118,95,68,4,0,0,555,0,6,7,0,3,3,0,0,0,26,0,6,18,9,8,10,0,0,0,53
POA3048,137,366,801,619,684,381,47,9,0,3047,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,10,10,37,47,31,0,0,0,132,0,3,0,0,3,3,0,0,0,7,0,3,7,4,4,0,0,0,0,18,3,6,11,8,10,3,5,0,0,40,37,85,54,35,49,25,0,3,0,297,69,38,25,19,33,15,0,0,0,201,3,14,24,20,22,8,3,0,0,90,3,9,3,7,0,0,0,0,0,20,0,7,30,17,4,10,0,0,0,61,4,0,12,3,3,0,0,0,0,24,0,7,24,17,12,5,0,0,0,70,0,9,15,27,28,14,3,0,0,94,0,11,19,21,27,10,0,0,0,91,3,29,74,68,46,24,3,0,0,247,7,66,106,105,121,58,8,0,0,467,0,4,6,0,3,3,0,0,0,22,0,9,15,11,7,4,0,0,0,46
POA3049,106,238,497,446,569,421,91,7,0,2378,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,3,10,22,34,22,0,0,0,114,0,7,3,3,0,0,0,0,0,13,0,4,11,13,18,12,5,0,0,58,0,8,11,8,10,13,0,0,0,59,44,58,27,32,49,44,10,0,0,259,52,44,18,26,17,14,0,0,0,178,0,16,34,28,39,18,3,0,0,147,0,5,3,7,6,0,0,0,0,19,0,10,32,23,29,12,3,0,0,103,0,3,7,12,10,4,0,0,0,43,0,8,35,25,30,16,0,0,0,118,0,4,19,19,22,19,3,0,0,81,0,4,27,39,36,25,0,0,0,128,3,13,61,67,75,64,8,0,0,298,7,30,98,81,100,87,16,0,0,415,0,3,3,7,0,8,0,0,0,27,3,10,19,23,17,15,4,0,0,83
POA3050,0,0,3,3,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
POA3051,70,450,1417,701,390,250,82,15,4,3376,0,0,0,3,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,3,0,14,18,13,11,4,0,0,0,65,0,0,11,3,0,0,0,0,0,16,0,3,15,10,3,0,0,0,0,32,0,10,27,14,7,0,0,0,0,57,30,124,104,32,26,15,4,0,0,335,55,137,113,30,17,4,0,0,0,361,0,7,17,14,10,7,3,0,0,54,0,13,39,17,16,7,4,0,0,99,0,15,77,33,21,3,0,0,0,144,0,10,16,6,11,0,0,0,0,45,3,72,231,97,54,28,10,3,0,506,0,22,45,17,17,10,0,0,0,111,0,8,76,43,35,12,0,0,0,173,14,56,173,90,70,53,11,0,0,456,4,66,309,147,81,62,16,0,0,684,7,24,41,18,10,3,3,0,0,99,8,27,44,15,19,8,0,0,0,121
POA3052,29,243,559,195,153,106,52,15,0,1350,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,3,3,10,4,3,3,0,0,0,18,0,0,3,3,0,0,0,0,0,7,0,0,8,0,3,0,0,0,0,13,0,6,4,0,3,0,4,0,0,24,10,44,49,12,3,8,0,0,0,121,24,77,28,9,9,0,0,0,0,144,0,0,3,3,3,3,0,0,0,19,0,3,11,7,4,0,3,0,0,25,0,9,34,13,3,3,0,0,0,64,0,0,3,3,3,0,0,0,0,10,3,32,93,28,12,17,3,0,0,191,5,4,8,3,3,5,0,0,0,33,0,4,20,16,18,9,0,0,0,70,4,34,88,40,29,26,17,0,0,241,5,41,136,41,30,35,13,0,0,297,4,9,27,6,4,5,0,0,0,63,0,14,14,9,8,0,0,0,0,42
