POA_CODE_2016,Aust_BP_B_OS,Aust_FO_B_OS,Aust_MO_B_OS,Aust_Both_parents_born_Aust,Aust_Birthplace_not_stated,Aust_Tot_Resp,Aust_Abor_BP_B_OS,Aust_Abor_FO_B_OS,Aust_Abor_MO_B_OS,Aust_Abor_BP_B_Aus,Aust_Abor_BP_NS,Aust_Abor_Tot_Resp,Chinese_BP_B_OS,Chinese_FO_B_OS,Chinese_MO_B_OS,Chinese_BP_B_Aus,Chinese_BP_NS,Chinese_Tot_Resp,Croatian_BP_B_OS,Croatian_FO_B_OS,Croatian_MO_B_OS,Croatian_BP_B_Aus,Croatian_BP_NS,Croatian_Tot_Resp,Dutch_BP_B_OS,Dutch_FO_B_OS,Dutch_MO_B_OS,Dutch_BP_B_Aus,Dutch_BP_NS,Dutch_Tot_Resp,English_BP_B_OS,English_FO_B_OS,English_MO_B_OS,English_BP_B_Aus,English_BP_NS,English_Tot_Resp,Filipino_BP_B_OS,Filipino_FO_B_OS,Filipino_MO_B_OS,Filipino_BP_B_Aus,Filipino_BP_NS,Filipino_Tot_Resp,French_BP_B_OS,French_FO_B_OS,French_MO_B_OS,French_BP_B_Aus,French_BP_NS,French_Tot_Resp,German_BP_B_OS,German_FO_B_OS,German_MO_B_OS,German_BP_B_Aus,German_BP_NS,German_Tot_Resp,Greek_BP_B_OS,Greek_FO_B_OS,Greek_MO_B_OS,Greek_BP_B_Aus,Greek_BP_NS,Greek_Tot_Resp,Hungarian_BP_B_OS,Hungarian_FO_B_OS,Hungarian_MO_B_OS,Hungarian_BP_B_Aus,Hungarian_BP_NS,Hungarian_Tot_Resp,Indian_BP_B_OS,Indian_FO_B_OS,Indian_MO_B_OS,Indian_BP_B_Aus,Indian_BP_NS,Indian_Tot_Resp,Irish_BP_B_OS,Irish_FO_B_OS,Irish_MO_B_OS,Irish_BP_B_Aus,Irish_BP_NS,Irish_Tot_Resp,Italian_BP_B_OS,Italian_FO_B_OS,Italian_MO_B_OS,Italian_BP_B_Aus,Italian_BP_NS,Italian_Tot_Resp,Korean_BP_B_OS,Korean_FO_B_OS,Korean_MO_B_OS,Korean_BP_B_Aus,Korean_BP_NS,Korean_Tot_Resp,Lebanese_BP_B_OS,Lebanese_FO_B_OS,Lebanese_MO_B_OS,Lebanese_BP_B_Aus,Lebanese_BP_NS,Lebanese_Tot_Resp,Macedonian_BP_B_OS,Macdonian_FO_B_OS,Macdonian_MO_B_OS,Macdonian_BP_B_Aus,Macdonian_BP_NS,Macedonian_Tot_Resp,Maltese_BP_B_OS,Maltese_FO_B_OS,Maltese_MO_B_OS,Maltese_BP_B_Aus,Maltese_BP_NS,Maltese_Tot_Resp,Maori_BP_B_OS,Maori_FO_B_OS,Maori_MO_B_OS,Maori_BP_B_Aus,Maori_BP_NS,Maori_Tot_Resp,NZ_BP_B_OS,NZ_FO_B_OS,NZ_MO_B_OS,NZ_BP_B_Aus,NZ_BP_NS,NZ_Tot_Resp,Polish_BP_B_OS,Polish_FO_B_OS,Polish_MO_B_OS,Polish_BP_B_Aus,Polish_BP_NS,Polish_Tot_Resp,Russian_BP_B_OS,Russian_FO_B_OS,Russian_MO_B_OS,Russian_BP_B_Aus,Russian_BP_NS,Russian_Tot_Resp,Scottish_BP_B_OS,Scottish_FO_B_OS,Scottish_MO_B_OS,Scottish_BP_B_Aus,Scottish_BP_NS,Scottish_Tot_Resp,Serbian_BP_B_OS,Serbian_FO_B_OS,Serbian_MO_B_OS,Serbian_BP_B_Aus,Serbian_BP_NS,Serbian_Tot_Resp,Sth_African_BP_B_OS,Sth_African_FO_B_OS,Sth_African_MO_B_OS,Sth_Afrcan_BP_B_Aus,Sth_African_BP_NS,Sth_African_Tot_Resp,Spanish_BP_B_OS,Spanish_FO_B_OS,Spanish_MO_B_OS,Spanish_BP_B_Aus,Spanish_BP_NS,Spanish_Tot_Resp,Sri_Lankan_BP_B_OS,Sri_Lankan_FO_B_OS,Sri_Lankan_MO_B_OS,Sri_Lankan_BP_B_Aus,Sri_Lankan_BP_NS,Sri_Lankan_Tot_Resp,Turkish_BP_B_OS,Turkish_FO_B_OS,Turkish_MO_B_OS,Turkish_BP_B_Aus,Turkish_BP_NS,Turkish_Tot_Resp,Vietnamese_BP_B_OS,Vietnamese_FO_B_OS,Vietnamese_MO_B_OS,Vietnamese_BP_B_Aus,Vietnamese_BP_NS,Vietnamese_Tot_Resp,Welsh_BP_B_OS,Welsh_FO_B_OS,Welsh_MO_B_OS,Welsh_BP_B_Aus,Welsh_BP_NS,Welsh_Tot_Resp,Other_BP_B_OS,Other_FO_B_OS,Other_MO_B_OS,Other_BP_B_Aus,Other_BP_NS,Other_Tot_Resp,Ancestry_NS_BP_B_OS,Ancestry_NS_FO_B_OS,Ancestry_NS_MO_B_OS,Ancestry_NS_BP_B_Aus,Ancestry_NS_BP_NS,Ancestry_NS_Tot_Resp,Tot_P_BP_B_OS,Tot_P_FO_B_OS,Tot_P_MO_B_OS,Tot_P_BP_B_Aus,Tot_P_BP_NS,Tot_P_Tot_Resp
POA3892,4,45,18,306,5,385,0,0,0,0,0,0,8,0,0,0,0,10,0,0,0,0,0,0,27,3,4,4,0,41,97,53,29,284,5,472,3,0,0,0,0,3,0,0,0,9,0,6,33,0,3,38,0,67,4,0,0,0,0,8,0,0,0,0,0,3,0,0,0,0,0,0,16,7,0,114,0,135,11,3,0,5,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,4,0,8,7,0,0,0,0,8,3,0,0,0,0,3,18,9,10,123,0,158,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,4,30,4,0,18,0,55,0,0,0,6,53,60,224,80,46,650,64,1063
POA3893,0,0,3,7,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,3,10,4,23
POA3895,0,3,7,60,0,79,0,0,0,0,0,0,0,0,6,0,0,3,0,0,0,6,0,6,0,0,0,0,0,4,8,0,4,77,5,90,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,19,3,33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,4,0,36,0,43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,13,15,11,4,11,145,17,193
POA3896,0,5,13,135,0,151,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,4,5,0,16,11,4,16,134,3,171,0,0,0,0,0,3,0,0,0,0,0,0,4,0,0,19,0,33,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,5,0,9,35,0,45,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,3,0,0,0,0,4,4,0,0,3,0,4,0,0,0,0,0,0,7,0,0,38,0,47,0,0,0,0,0,0,0,0,4,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,4,0,12,0,0,0,3,44,48,43,11,25,280,51,406
POA3898,0,25,18,243,0,288,0,0,0,0,0,0,9,0,0,0,0,8,0,0,0,0,0,3,4,3,0,3,0,15,32,23,24,207,4,293,0,0,0,0,0,0,0,0,0,0,0,0,12,9,3,16,0,35,4,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,10,3,4,71,3,83,3,3,0,4,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,8,11,4,71,0,90,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,20,8,3,9,0,34,0,0,0,10,146,157,99,55,34,452,150,790
POA3900,0,6,3,63,0,73,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,5,0,0,47,0,51,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,0,14,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,10,18,15,10,3,108,15,149
POA3902,0,15,4,174,0,200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,3,0,12,28,18,6,117,0,169,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,21,0,23,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,42,0,50,3,0,0,12,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,9,0,0,34,3,40,0,0,0,0,0,3,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,7,0,0,0,0,0,6,6,0,3,3,0,13,0,0,0,0,19,20,52,24,15,295,20,408
POA3903,3,22,31,250,3,309,0,0,0,8,0,8,0,0,0,3,0,3,0,0,0,0,0,3,10,0,3,0,0,18,52,23,28,227,4,329,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,16,0,29,5,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,11,5,0,45,0,63,11,3,0,10,0,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,3,0,6,0,0,11,3,0,0,0,0,3,0,0,0,0,0,0,16,9,6,53,0,76,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,6,0,9,11,4,5,13,0,30,0,0,0,6,55,62,113,49,43,470,64,751
POA3904,4,39,38,399,16,496,0,0,0,0,0,0,5,0,0,0,0,5,0,0,0,0,0,0,20,7,4,8,0,41,141,38,32,434,13,662,3,0,0,0,0,4,0,0,0,4,0,12,20,4,4,34,0,68,4,0,0,0,0,3,0,3,0,0,0,6,3,0,0,0,0,4,21,5,6,134,0,170,9,6,0,12,0,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,4,0,13,3,0,0,0,0,3,9,0,3,3,0,17,0,3,0,3,0,8,3,0,0,0,0,3,34,9,8,156,7,215,0,0,0,0,0,0,3,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,8,0,0,3,0,10,32,3,5,22,0,67,5,0,0,9,90,106,297,70,58,898,126,1449
POA3909,28,226,144,2713,81,3199,0,0,0,34,0,36,48,4,3,30,0,82,6,0,0,0,0,8,102,29,13,48,0,194,497,217,136,2211,68,3134,17,0,0,0,0,18,7,0,0,20,0,31,82,18,17,222,4,342,37,9,0,18,0,72,7,3,0,4,3,14,13,3,0,3,3,19,89,49,22,659,21,852,114,34,12,147,0,302,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,4,29,4,0,17,0,49,11,0,0,3,0,16,24,6,4,5,0,43,15,3,3,7,0,29,6,0,0,0,0,10,162,47,41,628,9,886,6,0,0,3,0,11,7,0,0,0,0,12,7,0,0,3,0,9,3,0,0,0,0,7,0,0,0,0,0,0,7,0,0,3,3,12,20,3,0,17,0,44,151,26,16,73,7,280,18,7,3,87,666,777,1242,413,261,5150,836,7901
POA3910,108,1092,792,7095,110,9195,0,3,0,27,0,26,128,9,11,57,0,202,65,10,12,23,0,109,345,93,70,162,11,676,2277,1019,839,5788,120,10043,86,3,16,8,0,118,44,8,0,70,0,131,227,91,65,530,8,918,133,35,14,63,4,242,45,10,5,23,0,84,161,9,3,11,0,188,444,188,131,1726,18,2511,296,108,59,375,5,842,0,0,0,0,0,0,39,13,11,5,6,74,5,3,0,0,0,8,59,16,19,62,0,160,69,27,11,4,0,105,97,47,34,25,3,210,104,30,9,38,4,179,29,3,4,16,3,63,622,255,209,1486,22,2588,31,10,0,4,0,40,73,10,12,3,0,98,46,11,0,21,3,78,46,19,4,15,0,88,7,7,0,3,0,17,6,0,0,0,0,6,102,19,30,53,3,205,672,138,88,244,12,1150,41,8,3,131,927,1110,5164,1907,1427,12904,1188,22588
POA3911,21,160,123,1002,16,1319,0,0,0,7,0,7,13,0,4,6,0,26,8,4,0,4,0,17,45,13,12,28,0,105,326,137,147,896,29,1544,16,0,3,0,0,21,9,4,4,9,0,19,45,12,11,89,0,168,22,9,0,9,0,41,10,0,3,6,0,21,5,3,0,0,0,16,56,36,31,285,8,417,63,25,11,70,4,174,0,0,0,0,0,0,8,0,0,0,0,8,0,0,0,0,0,0,10,0,0,3,0,10,13,4,3,3,0,21,13,7,3,0,0,24,21,3,0,3,0,21,7,0,0,0,0,7,74,24,25,214,3,340,5,0,0,0,0,5,7,0,4,0,0,12,3,0,0,0,0,6,0,0,0,0,0,3,5,0,0,0,0,11,0,0,0,0,0,0,6,4,0,6,0,24,71,20,14,31,3,142,6,0,0,16,205,230,718,279,244,1917,255,3414
POA3912,92,668,522,5139,79,6498,0,0,3,3,0,8,44,3,14,11,3,77,23,8,0,9,0,41,217,70,47,124,4,461,1510,669,569,4207,95,7047,50,0,3,0,0,59,25,6,0,38,0,72,157,60,44,340,8,603,61,6,14,51,3,134,34,14,0,9,0,59,27,4,4,10,0,52,307,141,87,1041,11,1579,162,72,25,246,11,512,0,0,0,0,0,0,16,0,0,6,0,22,4,0,3,0,0,8,31,7,3,19,0,61,21,13,3,3,0,47,50,34,29,12,0,125,39,8,13,18,0,71,16,6,7,5,0,29,337,152,130,1022,12,1655,25,3,0,5,0,36,33,6,5,7,0,46,22,0,4,17,0,38,22,4,7,7,0,33,5,0,0,0,0,12,4,0,0,0,0,4,71,15,9,38,0,135,329,96,69,122,0,624,30,3,0,83,684,796,2997,1204,922,9170,862,15157
POA3913,10,156,134,1098,16,1415,0,0,0,0,0,0,22,7,0,4,0,29,4,0,0,0,0,6,58,14,15,40,3,123,342,160,131,899,26,1561,10,0,3,0,0,18,12,0,3,5,0,20,51,19,14,70,0,155,13,0,3,7,0,24,3,6,0,4,0,11,6,0,3,0,0,13,60,27,24,243,7,368,27,10,7,40,0,87,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,4,0,3,0,22,8,3,3,0,0,10,11,4,3,0,0,26,15,0,0,5,0,19,4,0,0,0,0,4,87,45,35,259,3,424,3,0,0,0,0,3,5,3,0,0,0,10,0,0,0,6,0,6,3,0,0,0,0,3,0,0,0,0,0,0,3,0,0,0,0,3,10,3,4,15,0,25,64,31,24,32,0,160,3,0,0,16,120,138,682,283,243,1971,162,3338
POA3915,59,376,293,3147,74,3952,0,0,3,24,0,31,44,8,7,30,3,83,18,0,0,11,0,33,143,29,27,68,0,279,1042,414,317,2687,82,4544,69,3,5,0,0,76,24,4,3,25,0,58,125,46,36,233,5,441,31,11,0,30,0,81,18,4,8,5,0,39,26,3,3,0,0,38,170,89,43,784,16,1098,74,34,15,161,3,290,0,0,0,0,0,0,7,0,0,3,0,14,0,0,0,0,0,4,23,8,0,8,0,36,37,6,10,5,0,53,43,25,18,5,0,88,32,3,6,19,0,61,8,3,0,0,0,6,242,87,83,616,15,1045,14,0,0,0,0,19,6,3,0,10,0,27,14,0,0,9,0,27,7,0,0,0,0,10,3,3,0,0,0,9,8,0,0,0,0,13,25,4,11,27,3,63,228,61,45,92,3,432,25,7,4,77,601,717,2106,722,547,5813,770,9960
POA3916,0,33,14,286,4,349,0,0,0,0,0,0,4,0,0,0,0,4,0,0,0,0,0,0,14,3,0,3,0,23,85,35,22,266,8,414,4,0,0,0,0,4,0,0,0,3,0,5,9,3,0,20,0,31,3,0,0,11,0,13,0,0,0,0,0,0,8,0,0,0,0,6,10,4,7,96,3,114,5,6,3,4,0,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,4,0,0,0,7,0,11,0,0,0,3,0,3,18,12,11,91,0,132,0,0,0,0,0,0,3,4,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,11,34,3,4,13,0,58,4,0,0,4,83,95,172,67,39,583,98,955
POA3918,18,165,140,1197,22,1541,0,0,0,0,0,0,3,0,0,8,0,14,0,3,0,0,0,3,50,21,12,31,0,121,388,179,120,1028,31,1749,5,0,3,0,0,8,7,0,0,6,0,18,45,12,10,104,5,176,15,3,3,11,0,34,3,0,0,0,0,3,3,0,0,0,0,5,68,36,17,302,6,429,22,7,3,52,3,93,0,0,0,0,0,0,3,0,0,0,0,4,0,0,0,0,0,0,7,0,0,9,0,14,0,3,0,0,0,4,16,5,3,3,0,27,10,3,0,7,0,25,0,0,0,0,0,3,81,47,23,248,6,402,0,3,0,3,0,5,8,0,0,0,0,8,4,0,0,0,0,5,7,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,15,3,0,5,0,26,83,22,15,32,0,156,7,9,8,23,191,241,701,310,218,2218,248,3705
POA3919,26,152,95,1176,19,1466,0,0,0,0,0,0,12,0,0,5,0,20,6,0,0,0,0,7,39,12,15,21,0,90,283,122,120,858,33,1413,6,0,0,0,0,5,5,0,0,13,0,21,42,17,22,76,3,159,0,0,0,3,0,4,7,3,0,3,0,11,0,0,0,0,0,3,47,26,19,266,10,368,17,7,0,48,0,73,0,0,0,0,0,0,3,0,0,3,0,4,0,0,0,0,0,0,10,0,0,3,0,15,4,3,0,0,0,9,7,7,8,3,0,29,12,0,0,4,0,19,0,0,0,3,0,7,75,41,20,196,7,337,3,0,0,0,0,0,0,3,0,0,0,9,7,0,0,3,0,14,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,5,3,5,0,15,57,23,20,41,0,142,5,7,3,16,148,179,533,261,191,1993,203,3183
POA3920,11,58,51,390,3,515,0,0,0,4,0,3,4,0,0,3,0,10,0,0,0,0,0,0,3,3,0,11,0,17,61,48,45,274,5,433,4,3,0,0,0,10,3,0,3,3,0,10,3,6,3,43,0,55,0,3,0,4,0,10,0,0,0,0,0,0,3,0,0,0,0,10,3,14,0,85,4,112,3,3,6,20,0,28,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,3,4,0,0,14,4,4,0,0,0,12,0,0,0,6,0,6,0,0,0,0,0,4,13,20,11,93,3,142,0,0,4,0,0,4,5,0,0,0,0,6,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4,44,10,9,23,0,79,0,0,3,10,24,30,140,106,91,674,30,1040
POA3921,3,4,8,32,0,45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,3,8,27,0,52,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,8,0,19,5,0,0,3,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,6,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,3,0,0,0,0,8,0,0,0,0,11,11,32,6,8,61,11,119
POA3922,35,288,207,2303,55,2890,0,0,0,3,0,3,57,3,6,10,0,75,14,0,0,5,0,24,92,24,17,40,0,178,672,291,218,2105,68,3355,20,0,4,0,5,29,13,4,4,14,0,35,82,19,19,163,0,291,48,7,8,29,5,98,13,0,0,0,0,12,39,3,0,3,0,46,142,75,45,686,12,965,114,33,12,127,4,287,3,0,0,0,0,0,3,0,0,3,0,11,3,0,0,0,0,6,36,13,3,16,3,68,20,10,3,0,0,35,45,15,11,4,0,72,41,3,0,21,0,67,12,0,0,6,0,21,164,69,55,598,10,888,6,0,0,0,0,10,13,7,0,0,0,17,17,0,0,8,0,33,6,5,3,0,0,13,3,0,0,0,0,3,11,0,0,0,0,13,24,0,13,28,0,67,224,48,33,78,8,389,14,4,4,54,496,562,1636,533,406,4535,630,7738
POA3923,7,24,9,161,3,198,0,0,0,0,0,0,0,0,0,3,0,5,0,0,0,0,0,0,7,0,0,6,0,6,64,30,14,136,8,252,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,13,0,21,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,11,4,0,62,4,79,12,0,0,7,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,4,0,0,0,5,4,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,3,11,11,3,53,3,81,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,7,6,0,3,8,0,19,0,0,0,3,13,19,115,43,22,312,29,519
POA3925,10,156,83,1088,23,1354,0,0,4,9,0,12,22,3,0,6,0,31,8,0,0,0,0,16,45,13,8,19,6,93,276,123,104,933,27,1473,21,7,0,0,0,27,10,3,0,4,0,14,34,20,7,72,4,139,16,3,0,6,0,27,5,4,0,3,0,13,9,0,0,0,0,14,53,41,13,319,8,432,38,16,8,53,4,119,0,0,0,0,0,0,0,3,0,3,0,7,5,0,0,7,0,10,17,4,0,0,0,18,3,0,0,0,0,3,8,11,4,3,0,29,9,3,5,3,0,14,3,3,0,6,0,6,84,42,27,256,3,416,0,0,0,0,0,0,14,5,0,0,0,19,3,0,0,0,0,3,5,0,3,0,0,8,8,0,0,0,0,8,0,0,0,0,0,0,10,9,0,7,0,28,90,24,20,46,3,186,7,0,6,24,157,190,655,275,179,2056,216,3384
POA3926,14,148,114,1052,23,1343,0,0,0,3,0,5,3,0,0,4,0,7,9,0,3,0,0,10,26,9,10,16,0,61,310,130,116,866,16,1448,6,0,0,0,0,6,6,4,4,6,0,17,42,18,18,80,0,154,17,0,3,6,0,25,5,0,0,0,0,5,9,0,3,3,0,14,62,37,15,319,8,440,25,10,5,40,0,75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,10,0,0,0,0,0,0,8,6,0,0,0,11,17,4,0,10,0,27,0,0,0,7,0,7,66,43,26,292,3,428,0,0,0,0,0,0,6,0,0,0,0,5,3,0,0,0,0,6,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,0,20,3,3,10,0,37,54,27,18,33,0,130,7,0,3,33,215,258,542,256,201,1984,257,3242
POA3927,3,67,50,522,7,650,0,0,0,0,0,0,3,0,0,3,0,15,8,0,0,0,0,8,27,3,6,22,0,62,153,52,51,449,12,719,0,0,0,0,0,0,3,0,0,11,0,12,29,15,7,54,0,104,5,0,0,0,0,5,3,3,3,3,0,11,0,0,0,3,0,4,33,19,7,166,0,222,11,13,0,17,0,34,0,0,0,0,0,0,0,0,0,7,0,7,0,0,0,0,0,0,7,3,3,0,0,9,7,0,0,0,0,7,6,0,7,0,0,12,5,0,0,11,0,13,0,0,0,0,0,4,27,20,19,142,5,217,0,0,0,0,0,0,6,0,0,0,0,6,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,5,0,15,48,20,10,29,3,109,7,0,0,4,114,123,320,127,90,1004,131,1667
POA3928,0,21,12,124,3,156,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,31,12,11,129,3,183,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,13,0,22,0,0,0,0,0,7,3,0,0,0,0,3,0,0,0,0,0,0,5,3,4,41,3,63,8,0,0,11,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,6,0,0,0,0,0,0,13,11,0,43,0,61,0,0,0,0,0,0,0,3,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,3,0,9,0,0,0,3,27,33,57,36,17,267,37,416
POA3929,3,46,23,262,6,337,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,3,3,3,0,6,0,11,66,52,26,323,7,475,0,0,0,0,0,3,3,0,0,3,0,10,7,3,4,12,0,19,3,3,0,3,0,7,0,0,0,0,0,4,4,0,0,0,0,4,9,9,5,100,0,124,5,5,0,11,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,4,0,0,0,0,3,3,0,0,0,0,3,3,0,0,0,0,3,14,11,6,115,0,150,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,20,3,3,15,0,42,0,0,0,0,51,52,120,83,48,596,63,905
POA3930,97,905,612,4473,62,6149,0,0,0,5,0,5,321,13,16,29,3,387,63,13,3,19,0,97,213,66,33,98,0,413,2577,839,648,4329,106,8506,25,7,6,0,0,34,79,11,15,64,0,172,237,72,55,343,10,713,123,37,11,81,0,257,50,3,12,4,0,69,84,6,5,14,0,115,462,168,129,1586,31,2377,252,70,44,275,7,653,7,0,3,0,0,15,14,6,0,7,0,35,11,3,0,4,0,19,42,4,3,19,0,69,14,4,3,5,0,22,111,46,32,9,0,206,98,12,6,24,5,145,56,3,3,3,0,65,532,196,149,1245,28,2148,8,10,0,3,0,22,91,20,4,0,4,118,30,9,5,11,0,48,35,9,7,9,0,55,13,4,0,0,0,17,21,0,3,0,0,26,111,21,13,39,3,180,638,172,116,188,11,1118,34,12,4,99,647,792,5163,1568,1108,9200,850,17888
