POA_CODE_2016,Aust_BP_B_OS,Aust_FO_B_OS,Aust_MO_B_OS,Aust_Both_parents_born_Aust,Aust_Birthplace_not_stated,Aust_Tot_Resp,Aust_Abor_BP_B_OS,Aust_Abor_FO_B_OS,Aust_Abor_MO_B_OS,Aust_Abor_BP_B_Aus,Aust_Abor_BP_NS,Aust_Abor_Tot_Resp,Chinese_BP_B_OS,Chinese_FO_B_OS,Chinese_MO_B_OS,Chinese_BP_B_Aus,Chinese_BP_NS,Chinese_Tot_Resp,Croatian_BP_B_OS,Croatian_FO_B_OS,Croatian_MO_B_OS,Croatian_BP_B_Aus,Croatian_BP_NS,Croatian_Tot_Resp,Dutch_BP_B_OS,Dutch_FO_B_OS,Dutch_MO_B_OS,Dutch_BP_B_Aus,Dutch_BP_NS,Dutch_Tot_Resp,English_BP_B_OS,English_FO_B_OS,English_MO_B_OS,English_BP_B_Aus,English_BP_NS,English_Tot_Resp,Filipino_BP_B_OS,Filipino_FO_B_OS,Filipino_MO_B_OS,Filipino_BP_B_Aus,Filipino_BP_NS,Filipino_Tot_Resp,French_BP_B_OS,French_FO_B_OS,French_MO_B_OS,French_BP_B_Aus,French_BP_NS,French_Tot_Resp,German_BP_B_OS,German_FO_B_OS,German_MO_B_OS,German_BP_B_Aus,German_BP_NS,German_Tot_Resp,Greek_BP_B_OS,Greek_FO_B_OS,Greek_MO_B_OS,Greek_BP_B_Aus,Greek_BP_NS,Greek_Tot_Resp,Hungarian_BP_B_OS,Hungarian_FO_B_OS,Hungarian_MO_B_OS,Hungarian_BP_B_Aus,Hungarian_BP_NS,Hungarian_Tot_Resp,Indian_BP_B_OS,Indian_FO_B_OS,Indian_MO_B_OS,Indian_BP_B_Aus,Indian_BP_NS,Indian_Tot_Resp,Irish_BP_B_OS,Irish_FO_B_OS,Irish_MO_B_OS,Irish_BP_B_Aus,Irish_BP_NS,Irish_Tot_Resp,Italian_BP_B_OS,Italian_FO_B_OS,Italian_MO_B_OS,Italian_BP_B_Aus,Italian_BP_NS,Italian_Tot_Resp,Korean_BP_B_OS,Korean_FO_B_OS,Korean_MO_B_OS,Korean_BP_B_Aus,Korean_BP_NS,Korean_Tot_Resp,Lebanese_BP_B_OS,Lebanese_FO_B_OS,Lebanese_MO_B_OS,Lebanese_BP_B_Aus,Lebanese_BP_NS,Lebanese_Tot_Resp,Macedonian_BP_B_OS,Macdonian_FO_B_OS,Macdonian_MO_B_OS,Macdonian_BP_B_Aus,Macdonian_BP_NS,Macedonian_Tot_Resp,Maltese_BP_B_OS,Maltese_FO_B_OS,Maltese_MO_B_OS,Maltese_BP_B_Aus,Maltese_BP_NS,Maltese_Tot_Resp,Maori_BP_B_OS,Maori_FO_B_OS,Maori_MO_B_OS,Maori_BP_B_Aus,Maori_BP_NS,Maori_Tot_Resp,NZ_BP_B_OS,NZ_FO_B_OS,NZ_MO_B_OS,NZ_BP_B_Aus,NZ_BP_NS,NZ_Tot_Resp,Polish_BP_B_OS,Polish_FO_B_OS,Polish_MO_B_OS,Polish_BP_B_Aus,Polish_BP_NS,Polish_Tot_Resp,Russian_BP_B_OS,Russian_FO_B_OS,Russian_MO_B_OS,Russian_BP_B_Aus,Russian_BP_NS,Russian_Tot_Resp,Scottish_BP_B_OS,Scottish_FO_B_OS,Scottish_MO_B_OS,Scottish_BP_B_Aus,Scottish_BP_NS,Scottish_Tot_Resp,Serbian_BP_B_OS,Serbian_FO_B_OS,Serbian_MO_B_OS,Serbian_BP_B_Aus,Serbian_BP_NS,Serbian_Tot_Resp,Sth_African_BP_B_OS,Sth_African_FO_B_OS,Sth_African_MO_B_OS,Sth_Afrcan_BP_B_Aus,Sth_African_BP_NS,Sth_African_Tot_Resp,Spanish_BP_B_OS,Spanish_FO_B_OS,Spanish_MO_B_OS,Spanish_BP_B_Aus,Spanish_BP_NS,Spanish_Tot_Resp,Sri_Lankan_BP_B_OS,Sri_Lankan_FO_B_OS,Sri_Lankan_MO_B_OS,Sri_Lankan_BP_B_Aus,Sri_Lankan_BP_NS,Sri_Lankan_Tot_Resp,Turkish_BP_B_OS,Turkish_FO_B_OS,Turkish_MO_B_OS,Turkish_BP_B_Aus,Turkish_BP_NS,Turkish_Tot_Resp,Vietnamese_BP_B_OS,Vietnamese_FO_B_OS,Vietnamese_MO_B_OS,Vietnamese_BP_B_Aus,Vietnamese_BP_NS,Vietnamese_Tot_Resp,Welsh_BP_B_OS,Welsh_FO_B_OS,Welsh_MO_B_OS,Welsh_BP_B_Aus,Welsh_BP_NS,Welsh_Tot_Resp,Other_BP_B_OS,Other_FO_B_OS,Other_MO_B_OS,Other_BP_B_Aus,Other_BP_NS,Other_Tot_Resp,Ancestry_NS_BP_B_OS,Ancestry_NS_FO_B_OS,Ancestry_NS_MO_B_OS,Ancestry_NS_BP_B_Aus,Ancestry_NS_BP_NS,Ancestry_NS_Tot_Resp,Tot_P_BP_B_OS,Tot_P_FO_B_OS,Tot_P_MO_B_OS,Tot_P_BP_B_Aus,Tot_P_BP_NS,Tot_P_Tot_Resp
POA3393,12,38,25,1043,27,1146,0,0,0,0,0,3,14,0,0,11,0,23,0,0,0,0,0,0,18,5,0,6,0,22,72,40,36,866,46,1063,3,0,0,0,0,3,3,0,0,6,0,7,10,9,7,226,4,255,13,0,0,3,0,17,0,0,0,3,0,3,21,0,0,0,0,21,12,3,3,208,10,245,7,4,0,15,0,29,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,3,0,0,3,0,9,0,0,0,0,0,0,4,0,0,0,0,4,3,0,0,3,0,7,0,0,0,0,0,0,14,15,3,236,9,267,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,8,0,12,25,6,3,15,0,58,3,0,0,25,238,263,205,78,59,2030,314,2685
POA3395,0,3,5,167,9,182,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,3,0,0,0,0,3,7,11,8,94,6,126,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,0,27,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,43,0,49,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,3,0,0,33,0,36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,7,0,0,0,3,21,28,17,14,10,282,35,364
POA3396,0,14,13,313,3,342,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,4,12,11,4,231,3,264,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,47,0,55,0,0,0,0,0,0,0,0,0,3,0,3,5,0,0,0,0,5,3,0,0,55,0,61,3,0,0,11,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,48,0,60,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,7,10,0,0,4,0,15,0,3,3,11,72,95,51,21,14,565,87,739
POA3400,32,264,197,5240,104,5838,0,3,0,26,0,32,75,3,4,27,0,116,6,3,0,4,0,9,69,29,25,96,0,214,281,261,191,5058,144,5925,79,3,23,3,0,110,4,0,0,52,3,57,72,35,31,1410,22,1575,19,11,0,18,0,52,14,0,0,7,0,21,145,3,0,5,0,150,67,67,31,1376,29,1569,124,32,17,264,10,449,6,0,0,0,0,6,12,0,0,9,0,20,0,0,3,3,0,8,3,10,0,17,0,27,6,0,3,0,0,16,3,11,15,0,0,29,26,4,4,15,0,47,3,0,3,3,0,12,89,60,43,1468,29,1684,0,0,0,0,0,0,12,12,0,0,0,20,10,3,0,8,0,22,14,0,0,0,0,16,29,0,0,0,0,34,3,0,3,0,0,11,10,11,6,38,3,67,257,48,35,87,3,428,18,6,3,206,704,941,1253,508,374,11415,993,14543
POA3401,11,78,63,1847,27,2019,0,0,0,4,0,4,3,0,0,3,0,7,0,0,0,3,0,7,20,14,0,26,0,60,76,74,60,1585,27,1828,16,0,11,0,0,24,3,0,0,13,0,17,19,8,3,424,7,465,0,5,0,3,0,6,0,0,0,0,0,4,0,0,0,0,0,0,17,17,10,396,3,444,9,6,6,51,0,81,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,3,3,0,3,0,0,5,3,8,0,0,0,8,3,3,0,12,0,19,0,0,0,0,0,3,25,32,21,481,17,574,0,0,0,0,0,0,3,0,0,0,0,7,3,0,0,0,0,3,7,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,0,17,37,3,10,26,0,76,8,0,0,57,199,262,211,148,108,3696,262,4421
POA3407,0,4,6,160,0,174,0,0,0,0,0,0,0,0,0,7,0,5,0,0,0,0,0,0,3,3,0,0,0,8,23,5,14,151,0,194,0,0,0,0,0,0,0,0,0,0,0,4,3,0,0,16,0,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,48,0,52,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,3,0,3,35,0,40,0,0,0,0,0,0,6,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,10,0,0,0,7,14,25,33,13,17,342,19,420
POA3409,0,16,10,344,9,382,0,0,0,0,0,0,3,0,0,3,0,7,0,0,0,0,0,0,3,4,0,3,0,10,41,17,12,328,17,406,0,0,0,0,0,0,0,0,0,3,0,3,0,3,0,84,3,94,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,4,4,0,0,100,3,104,3,0,0,6,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,13,3,0,100,3,119,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,11,6,3,5,0,30,0,0,0,15,61,78,69,25,25,733,80,932
POA3412,0,3,3,138,3,147,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,8,3,6,86,3,111,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,23,0,28,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,28,3,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,5,0,0,0,3,0,9,0,0,0,12,14,29,19,10,11,244,22,299
POA3413,0,3,3,89,0,96,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,3,0,90,3,94,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,26,0,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,0,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,6,15,21,8,3,5,189,15,215
POA3414,7,30,33,672,18,758,0,0,0,10,0,10,5,0,0,4,0,15,0,0,0,0,0,0,15,3,0,7,0,26,64,37,25,547,26,702,3,0,0,0,0,5,3,0,0,5,0,8,5,7,5,231,4,255,11,0,0,0,0,10,0,0,0,0,0,3,5,0,0,0,0,6,4,6,4,127,3,150,8,3,0,3,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,3,0,0,0,0,0,0,0,0,5,0,0,10,0,0,0,0,0,3,0,0,0,0,0,3,12,12,3,160,3,186,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,6,0,14,16,7,8,18,0,41,3,0,0,20,175,195,141,71,53,1349,209,1826
POA3415,0,0,0,15,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,3,38,0,40
POA3418,9,37,25,1025,31,1126,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,4,5,0,20,79,54,22,959,26,1142,14,0,8,0,0,23,3,0,0,5,0,15,5,7,4,383,3,402,0,0,0,6,0,10,0,0,0,0,0,0,11,0,0,0,0,11,5,0,4,187,3,205,7,0,0,18,0,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,10,0,13,0,0,0,0,0,0,16,9,10,222,0,256,3,0,0,0,0,3,8,0,0,0,0,6,0,0,0,0,0,0,7,0,0,0,0,7,0,0,0,0,0,0,3,0,0,3,0,7,3,0,0,3,0,8,163,4,3,17,6,194,3,0,0,42,106,154,317,71,56,2159,168,2772
POA3419,9,16,13,341,5,387,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,9,24,13,19,310,8,376,3,0,0,0,0,7,0,0,0,0,0,0,3,0,0,41,0,42,3,0,0,0,0,4,0,0,0,0,0,0,10,0,0,0,0,10,10,0,4,46,0,64,3,0,0,4,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,6,0,7,83,0,97,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,14,3,8,4,0,29,0,0,0,3,15,23,71,25,24,649,28,803
POA3420,0,3,3,137,7,147,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,4,8,0,3,109,4,125,0,0,0,0,0,4,0,0,0,0,0,0,4,0,6,11,0,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,16,0,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,6,3,0,0,0,15,18,13,4,10,226,25,279
POA3423,0,7,4,169,3,190,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,4,6,0,4,0,0,9,17,7,5,156,3,194,3,0,3,3,0,8,0,0,0,0,0,3,7,0,3,69,0,76,4,3,0,0,0,8,0,0,0,0,0,0,12,0,0,0,0,12,3,3,0,27,4,36,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,27,0,33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,0,0,0,6,0,0,0,0,30,31,55,22,14,350,43,477
POA3424,0,16,16,310,8,347,0,0,0,0,0,0,10,0,0,0,0,7,0,0,0,0,0,0,3,7,0,3,0,9,24,14,13,233,3,282,3,0,0,0,0,3,0,0,0,3,0,8,5,3,8,128,4,149,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,7,8,0,3,59,3,69,0,0,0,5,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,3,0,0,3,0,8,0,0,0,0,0,0,4,0,4,78,3,93,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,0,3,7,0,14,0,0,0,11,38,45,61,27,23,609,49,769
POA3427,28,101,68,766,16,972,0,0,0,0,0,0,11,3,0,4,0,21,36,9,3,4,0,52,17,8,0,17,0,47,142,86,67,591,13,904,50,0,3,0,0,57,4,0,0,0,0,7,28,9,4,58,0,100,13,9,3,15,0,37,11,3,0,3,0,23,55,4,0,0,0,64,19,21,7,247,3,304,131,39,13,90,5,286,0,0,0,0,0,0,14,8,0,0,0,18,13,3,5,11,0,36,49,21,12,41,0,118,11,4,0,0,0,17,14,8,3,0,0,22,18,0,0,9,0,31,3,0,4,0,0,8,32,12,15,140,0,204,0,0,0,0,0,3,3,0,0,0,0,3,7,6,0,0,0,8,7,0,0,0,0,7,9,0,0,3,3,10,9,0,0,0,0,9,4,0,0,7,0,11,113,27,10,44,3,196,18,0,0,13,197,224,750,214,128,1439,227,2763
POA3428,5,15,14,116,0,156,0,0,0,0,0,0,7,0,0,0,0,6,4,3,0,0,0,8,3,0,0,0,0,11,22,14,11,126,3,172,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,16,0,20,15,0,0,3,0,21,0,0,0,0,0,3,0,0,0,0,0,0,11,6,0,46,0,62,64,7,3,40,3,112,0,0,0,0,0,0,0,0,3,0,0,3,3,0,0,0,0,7,21,3,0,0,0,22,0,0,0,0,0,4,0,0,0,0,0,4,0,0,0,0,0,0,8,0,0,0,0,4,7,7,0,31,0,46,5,0,0,0,0,5,3,3,0,0,0,4,4,0,0,0,0,3,0,0,0,0,0,0,3,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,67,0,3,6,0,77,0,0,0,0,87,91,229,38,22,280,95,675
POA3429,192,1492,1005,10991,145,13825,0,3,0,50,3,55,268,23,34,68,3,396,206,50,12,76,5,353,264,106,53,178,0,609,2456,1234,957,9390,169,14213,272,19,50,7,4,346,70,12,5,69,0,163,424,128,110,918,18,1594,188,67,24,156,5,442,76,15,5,40,0,141,411,29,15,14,0,469,663,367,224,3798,60,5106,763,265,133,941,20,2119,12,0,3,3,0,21,76,14,9,30,0,124,58,18,4,15,0,97,529,148,102,394,6,1176,125,17,10,12,0,168,174,63,73,34,3,350,222,45,34,128,3,419,51,3,4,12,0,70,717,329,255,2536,44,3886,65,12,4,3,0,86,109,26,9,4,0,147,59,6,8,28,0,110,106,7,5,13,0,125,49,6,3,13,0,72,76,3,10,0,0,97,83,13,18,82,0,189,1335,257,187,338,32,2134,78,9,20,213,1557,1876,8244,2741,1972,21382,1958,36297
POA3430,0,15,12,92,0,113,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,8,10,11,5,95,3,123,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,0,18,4,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,0,34,14,8,3,19,0,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,4,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,7,27,0,36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,3,5,0,12,0,0,0,0,37,35,47,27,18,197,39,320
POA3431,17,140,125,1356,20,1656,0,0,0,0,0,0,10,3,0,8,0,17,9,4,0,8,0,26,20,10,6,16,0,53,306,124,116,1119,11,1682,3,0,0,0,0,3,10,0,0,14,0,27,55,22,11,116,0,200,14,6,3,13,0,34,9,3,0,0,0,16,10,7,0,0,0,17,64,37,21,476,6,610,56,22,7,72,0,163,0,0,0,0,0,0,3,0,0,3,0,8,0,0,0,3,0,9,49,11,13,38,0,104,3,3,0,8,0,17,18,8,4,0,0,31,19,0,3,16,0,41,3,0,0,3,0,8,72,39,21,347,3,484,4,0,0,4,0,10,6,0,0,4,0,10,0,0,0,0,0,0,3,7,0,0,0,10,10,0,0,0,0,9,3,0,0,0,0,4,25,6,0,17,0,49,75,26,19,36,3,158,3,0,0,23,132,164,711,264,198,2596,168,3947
POA3432,0,5,0,82,0,87,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5,3,3,48,0,60,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,3,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,22,7,5,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,15,0,25,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,6,0,0,0,0,29,29,19,12,10,128,31,197
POA3433,0,3,3,91,3,101,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,4,4,67,0,84,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,7,0,10,0,0,0,3,0,4,0,0,0,0,0,0,0,0,0,0,0,0,4,3,3,18,0,29,6,0,0,12,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,10,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,4,0,0,0,0,18,18,30,12,8,148,20,218
POA3434,35,177,147,1819,46,2220,0,0,3,0,0,8,14,0,4,10,0,25,7,0,0,0,0,12,33,12,5,20,0,72,316,180,123,1398,48,2066,0,0,0,3,0,4,7,0,0,15,0,19,61,14,12,125,3,215,14,3,9,13,0,39,8,0,0,3,0,8,8,0,3,5,0,10,61,29,29,550,20,681,87,33,12,107,3,242,0,0,0,0,0,0,16,0,5,0,0,19,4,0,0,11,0,15,56,18,5,38,5,125,3,3,0,0,0,13,11,9,3,4,0,21,31,3,0,12,0,52,10,0,0,3,0,10,82,41,26,423,7,581,9,0,0,0,0,10,14,3,0,0,0,16,13,0,0,3,0,14,4,0,3,0,0,8,3,0,0,0,0,8,0,0,0,0,0,0,13,0,3,16,3,29,112,33,31,35,0,204,6,5,3,52,257,326,802,342,244,3316,361,5069
POA3435,10,88,65,1036,22,1214,0,0,0,0,0,0,8,0,0,4,0,13,7,5,0,0,0,11,23,3,3,23,0,59,162,85,73,773,20,1112,10,0,0,0,0,8,6,0,0,8,0,20,27,7,13,91,3,131,11,6,3,8,0,20,5,0,0,5,0,10,0,0,0,0,0,0,42,26,18,315,12,413,34,16,3,65,3,126,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,22,3,4,24,0,53,3,0,0,5,0,15,6,9,3,4,0,24,10,3,0,3,0,14,3,0,0,0,0,8,40,22,21,226,4,319,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,4,0,7,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,15,0,25,37,17,10,27,0,91,4,4,4,29,211,245,388,170,132,1929,257,2879
POA3437,55,431,295,3295,49,4123,0,0,3,3,0,7,67,0,8,31,3,111,52,12,0,20,0,86,75,29,24,62,3,190,706,380,276,2857,41,4261,16,0,4,0,0,16,18,3,0,20,0,41,117,47,22,295,12,491,47,10,7,31,4,97,18,6,0,6,0,30,30,10,8,9,0,51,159,113,79,1160,22,1535,212,67,35,239,8,569,4,0,0,0,0,6,3,3,0,3,0,12,27,0,3,11,0,37,143,34,20,94,3,298,8,4,6,3,0,22,39,16,17,4,0,80,51,14,8,41,0,112,14,3,3,6,0,23,196,94,81,862,11,1253,4,0,0,7,0,18,39,0,3,4,0,48,26,0,0,7,0,42,20,7,0,3,0,32,7,0,0,0,0,14,17,3,5,0,0,22,32,10,3,31,0,82,255,72,46,110,0,481,3,0,0,53,518,579,1988,799,544,6480,639,10439
POA3438,15,130,78,777,12,1013,0,0,0,0,0,0,6,0,4,7,0,17,4,0,0,0,0,7,26,12,3,33,0,72,172,82,67,626,6,971,6,0,0,0,0,3,7,3,0,7,0,18,28,15,6,72,0,128,4,0,0,4,0,9,3,0,0,6,0,6,5,0,0,0,0,5,50,30,19,288,3,396,32,14,9,44,0,91,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,10,20,8,0,18,0,47,0,0,4,0,0,4,10,0,3,0,0,16,10,4,0,12,0,31,0,0,0,3,0,4,61,24,12,229,3,329,3,0,0,0,0,3,3,3,0,0,0,12,7,0,0,4,0,9,7,0,0,3,0,7,0,0,0,0,0,0,0,0,0,0,0,0,5,3,4,10,0,21,49,18,12,40,0,118,3,0,3,13,91,112,428,200,122,1519,119,2387
POA3440,12,119,49,655,10,834,0,0,0,0,0,0,3,3,0,3,0,8,8,0,0,3,0,10,15,10,0,8,0,37,135,98,47,553,10,846,0,0,0,0,0,0,5,0,0,3,0,10,24,16,3,57,0,99,6,3,0,3,0,14,4,0,3,0,0,7,3,3,0,0,0,8,30,23,13,216,6,293,31,9,7,31,0,79,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0,11,0,20,0,0,0,0,0,0,10,7,3,3,0,24,17,4,3,5,0,28,0,0,0,0,0,0,23,19,14,167,5,233,0,0,0,0,0,0,8,0,0,0,0,8,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,7,3,0,12,0,20,46,12,13,28,0,109,3,3,0,33,145,184,322,183,100,1268,168,2040
