POA_CODE_2016,M_AgriForestFish_PD,M_AgriForestFish_GD_GC,M_AgriForestFish_BD,M_AgriForestFish_AdD_D,M_AgriForestFish_Cert,M_AgriForestFish_ID_NS,M_AgriForestFish_ToT,M_Min_PD,M_Min_GD_GC,M_Min_BD,M_Min_AdD_D,M_Min_Cert,M_Min_ID_NS,M_Min_ToT,M_Mnfg_PD,M_Mnfg_GD_GC,M_Mnfg_BD,M_Mnfg_AdD_D,M_Mnfg_Cert,M_Mnfg_ID_NS,M_Mnfg_ToT,M_EGW_WS_PD,M_EGW_WS_GD_GC,M_EGW_WS_BD,M_EGW_WS_AdD_D,M_EGW_WS_Cert,M_EGW_WS_ID_NS,M_EGW_WS_ToT,M_Cnstn_PD,M_Cnstn_GD_GC,M_Cnstn_BD,M_Cnstn_AdD_D,M_Cnstn_Cert,M_Cnstn_ID_NS,M_Cnstn_ToT,M_WTrade_PD,M_WTrade_GD_GC,M_WTrade_BD,M_WTrade_AdD_D,M_WTrade_Cert,M_WTrade_ID_NS,M_WTrade_ToT,M_RTrade_PD,M_RTrade_GD_GC,M_RTrade_BD,M_RTrade_AdD_D,M_RTrade_Cert,M_RTrade_ID_NS,M_RTrade_ToT,M_AccomFoodS_PD,M_AccomFoodS_GD_GC,M_AccomFoodS_BD,M_AccomFoodS_AdD_D,M_AccomFoodS_Cert,M_AccomFoodS_ID_NS,M_AccomFoodS_ToT,M_TransPostWhse_PD,M_TransPostWhse_GD_GC,M_TransPostWhse_BD,M_TransPostWhse_AdD_D,M_TransPostWhse_Cert,M_TransPostWhse_ID_NS,M_TransPostWhse_ToT,M_InfoMedTelecom_PD,M_InfoMedTelecom_GD_GC,M_InfoMedTelecom_BD,M_InfoMedTelecom_AdD_D,M_InfoMedTelecom_Cert,M_InfoMedTelecom_ID_NS,M_InfoMedTelecom_ToT,M_FinInsurS_PD,M_FinInsurS_GD_GC,M_FinInsurS_BD,M_FinInsurS_AdD_D,M_FinInsurS_Cert,M_FinInsurS_ID_NS,M_FinInsurS_ToT,M_RentHirREserv_PD,M_RentHirREserv_GD_GC,M_RentHirREserv_BD,M_RentHirREserv_AdD_D,M_RentHirREserv_Cert,M_RentHirREserv_ID_NS,M_RentHirREserv_ToT,M_ProScieTechServ_PD,M_ProScieTechServ_GD_GC,M_ProScieTechServ_BD,M_ProScieTechServ_AdD_D,M_ProScieTechServ_Cert,M_ProScieTechServ_ID_NS,M_ProScieTechServ_ToT,M_AdminSupServ_PD,M_AdminSupServ_GD_GC,M_AdminSupServ_BD,M_AdminSupServ_AdD_D,M_AdminSupServ_Cert,M_AdminSupServ_ID_NS,M_AdminSupServ_ToT,M_PubAdmiSafety_PD,M_PubAdmiSafety_GD_GC,M_PubAdmiSafety_BD,M_PubAdmiSafety_AdD_D,M_PubAdmiSafety_Cert,M_PubAdmiSafety_ID_NS,M_PubAdmiSafety_ToT,M_EducTrain_PD,M_EducTrain_GD_GC,M_EducTrain_BD,M_EducTrain_AdD_D,M_EducTrain_Cert,M_EducTrain_ID_NS,M_EducTrain_ToT,M_HealthCareSocA_PD,M_HealthCareSocA_GD_GC,M_HealthCareSocA_BD,M_HealthCareSocA_AdD_D,M_HealthCareSocA_Cert,M_HealthCareSocA_ID_NS,M_HealthCareSocA_ToT,M_ArtRecServ_PD,M_ArtRecServ_GD_GC,M_ArtRecServ_BD,M_ArtRecServ_AdD_D,M_ArtRecServ_Cert,M_ArtRecServ_ID_NS,M_ArtRecServ_ToT,M_OthServ_PD,M_OthServ_GD_GC,M_OthServ_BD,M_OthServ_AdD_D,M_OthServ_Cert,M_OthServ_ID_NS,M_OthServ_ToT,M_ID_NS_PD,M_ID_NS_GD_GC,M_ID_NS_BD,M_ID_NS_AdD_D,M_ID_NS_Cert,M_ID_NS_ID_NS,M_ID_NS_ToT,M_ToT_PD,M_ToT_GD_GC,M_ToT_BD,M_ToT_AdD_D,M_ToT_Cert,M_ToT_ID_NS,M_ToT_ToT,F_AgriForestFish_PD,F_AgriForestFish_GD_GC,F_AgriForestFish_BD,F_AgriForestFish_AdD_D,F_AgriForestFish_Cert,F_AgriForestFish_ID_NS,F_AgriForestFish_ToT,F_Min_PD,F_Min_GD_GC,F_Min_BD,F_Min_AdD_D,F_Min_Cert,F_Min_ID_NS,F_Min_ToT,F_Mnfg_PD,F_Mnfg_GD_GC,F_Mnfg_BD,F_Mnfg_AdD_D,F_Mnfg_Cert,F_Mnfg_ID_NS,F_Mnfg_ToT,F_EGW_WS_PD,F_EGW_WS_GD_GC,F_EGW_WS_BD,F_EGW_WS_AdD_D,F_EGW_WS_Cert,F_EGW_WS_ID_NS,F_EGW_WS_ToT,F_Cnstn_PD,F_Cnstn_GD_GC,F_Cnstn_BD,F_Cnstn_AdD_D,F_Cnstn_Cert,F_Cnstn_ID_NS,F_Cnstn_ToT,F_WTrade_PD,F_WTrade_GD_GC,F_WTrade_BD,F_WTrade_AdD_D,F_WTrade_Cert,F_WTrade_ID_NS,F_WTrade_ToT,F_RTrade_PD,F_RTrade_GD_GC,F_RTrade_BD,F_RTrade_AdD_D,F_RTrade_Cert,F_RTrade_ID_NS,F_RTrade_ToT,F_AccomFoodS_PD,F_AccomFoodS_GD_GC,F_AccomFoodS_BD,F_AccomFoodS_AdD_D
POA3026,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
POA3027,0,0,0,0,0,0,0,0,0,0,0,0,0,5,24,0,41,15,36,0,118,7,0,10,0,4,0,28,6,0,24,10,51,4,97,22,0,21,4,11,0,54,30,3,39,17,12,3,102,23,0,31,21,21,10,110,12,9,33,31,37,8,131,26,7,36,5,0,3,83,46,6,58,11,7,9,130,10,0,7,8,6,0,31,78,8,98,21,10,0,210,3,0,10,10,3,0,27,23,3,21,16,12,4,76,23,8,23,3,4,0,57,9,6,32,3,3,0,66,4,0,19,3,9,0,30,0,0,10,8,20,4,41,21,0,21,7,16,7,73,367,56,544,196,258,52,1475,0,0,6,0,0,0,8,0,0,0,0,0,0,0,22,0,16,9,9,0,57,3,0,4,3,3,0,14,5,0,3,7,5,3,26,9,0,15,3,0,0,27,12,0,42,21,9,3,85,5,0,25,4
POA3028,0,0,0,3,4,0,13,0,0,0,3,3,0,10,26,6,102,105,316,22,580,4,3,21,11,32,3,67,7,5,64,56,470,37,634,8,3,46,32,69,14,174,25,6,77,58,96,14,275,21,3,55,69,63,15,227,37,5,90,98,231,40,495,18,7,43,16,22,4,108,35,10,77,33,21,13,183,7,4,12,16,20,3,53,78,11,189,48,40,15,376,19,3,40,32,61,11,160,42,17,80,68,99,13,315,59,23,73,22,31,4,210,30,7,64,28,50,7,182,0,4,25,23,29,7,87,9,4,24,28,158,11,229,17,8,38,37,134,38,274,447,123,1137,773,1936,245,4661,0,0,0,3,0,0,8,0,0,3,0,0,0,3,21,6,57,29,51,7,174,3,0,13,3,3,0,22,3,0,17,15,30,6,71,8,3,25,12,28,4,75,27,7,105,77,105,29,343,14,0,50,65
POA3029,6,0,10,16,28,7,67,8,0,10,4,27,0,48,132,17,382,321,814,60,1733,62,8,75,46,75,21,282,64,7,154,159,1181,80,1634,89,17,157,94,220,29,616,186,17,328,210,318,51,1114,86,16,204,242,209,31,782,270,33,534,541,799,111,2287,176,13,148,50,75,19,485,280,27,292,98,67,23,786,26,3,43,41,48,10,177,409,49,528,140,104,44,1267,88,3,128,105,173,23,527,153,40,238,248,282,23,986,193,62,187,89,75,12,612,102,46,280,118,155,15,715,29,3,83,48,72,13,241,34,7,81,116,387,21,641,103,6,156,112,339,116,840,2501,379,4016,2799,5448,699,15848,0,0,22,0,6,3,33,0,0,3,0,3,0,6,53,11,180,86,130,19,473,31,0,50,25,11,3,123,21,0,64,56,61,14,208,35,0,100,45,86,11,276,129,16,311,225,283,42,1008,58,5,116,140
POA3030,19,0,30,29,46,14,134,11,0,9,6,24,0,52,161,17,455,269,867,50,1818,63,3,93,47,103,8,317,57,17,246,218,1499,85,2119,84,15,184,110,272,23,696,137,21,328,209,380,51,1121,52,13,181,190,231,35,690,137,30,358,357,731,89,1706,147,13,205,77,80,21,545,227,41,379,140,91,17,899,53,3,81,40,104,4,283,491,89,810,208,164,44,1809,60,8,154,118,196,21,551,158,54,249,262,320,32,1081,249,73,283,84,86,9,782,155,46,312,115,140,29,799,27,6,108,54,89,16,307,22,10,81,96,391,26,618,86,9,188,117,325,117,847,2389,477,4722,2756,6145,699,17177,9,0,25,22,12,3,75,3,0,0,0,3,0,7,63,16,197,108,154,23,568,27,4,58,20,26,3,131,30,9,96,86,107,17,349,48,8,135,78,83,21,365,99,21,341,243,378,65,1149,36,3,169,147
POA3031,0,0,3,0,3,0,6,3,0,12,0,0,0,19,25,3,69,27,36,9,180,14,0,22,9,5,4,61,17,0,67,26,105,10,225,7,4,35,13,21,0,87,17,6,83,42,28,3,178,14,3,64,44,62,14,197,24,4,63,25,51,12,177,24,14,95,18,12,0,156,40,19,171,28,22,8,289,10,0,36,7,11,0,67,150,33,430,53,23,6,695,8,4,47,16,30,4,109,60,19,111,36,33,0,257,141,36,148,28,21,7,387,82,20,135,28,29,3,287,14,8,63,19,19,0,133,9,5,33,14,36,3,93,22,0,57,10,29,19,138,690,189,1745,446,571,109,3749,0,0,7,0,0,0,10,0,0,4,0,0,0,6,14,3,51,17,7,0,95,3,3,18,0,3,0,30,9,5,27,12,4,0,60,11,6,29,8,6,0,61,22,14,112,55,36,8,244,13,7,67,31
POA3032,5,0,6,4,10,0,17,4,0,11,3,0,0,22,63,10,161,75,120,13,440,20,0,39,6,10,3,82,23,10,114,65,353,7,562,24,4,71,22,43,9,173,46,7,171,58,86,11,382,42,3,128,90,95,15,367,26,10,94,74,87,20,315,29,8,99,25,25,3,188,73,31,219,51,33,4,405,13,3,43,25,26,4,112,186,42,470,91,64,15,872,18,5,75,31,50,8,188,69,31,155,62,57,3,380,166,57,164,36,22,5,458,104,27,187,39,51,11,417,18,8,75,35,45,4,182,10,4,27,20,80,3,149,38,15,74,28,44,31,234,965,282,2380,841,1309,164,5943,0,0,7,5,4,0,14,0,0,8,0,0,0,10,29,4,87,26,24,3,178,7,0,26,10,4,0,47,13,4,38,18,20,3,91,13,5,72,19,13,3,133,25,9,207,99,89,20,445,28,3,110,61
POA3033,0,0,0,0,0,0,7,0,0,3,0,3,0,12,11,8,60,32,96,8,212,0,0,7,6,11,0,21,4,0,42,34,284,18,383,8,0,19,15,28,7,78,6,3,35,28,56,5,139,0,0,14,13,31,0,56,7,5,60,45,75,12,200,7,3,23,11,14,0,60,15,6,67,28,11,7,125,0,0,3,6,17,0,32,37,11,131,37,24,4,243,3,0,9,10,38,0,62,14,10,46,31,45,5,153,31,24,64,15,5,3,141,27,8,54,10,21,6,127,3,4,22,5,6,5,48,3,0,9,9,64,0,86,7,0,25,9,43,17,109,176,86,704,358,873,90,2284,0,0,5,0,0,0,8,0,0,0,0,0,0,0,3,0,35,18,9,0,68,3,0,5,0,0,0,12,0,0,13,16,7,0,39,4,0,19,3,13,3,38,9,3,61,51,47,6,173,3,0,9,11
POA3034,0,0,0,0,3,0,5,0,0,0,3,0,0,3,7,0,48,18,83,3,153,3,0,12,0,4,3,22,0,3,25,26,188,10,250,9,0,17,6,20,0,53,12,0,40,11,33,10,104,0,0,15,15,25,0,54,9,0,29,24,50,14,119,4,3,22,5,14,0,50,6,3,49,16,4,3,82,3,0,6,8,10,0,28,39,10,104,19,6,3,180,0,4,17,13,22,0,60,8,3,28,25,25,0,91,18,9,33,13,17,3,94,22,8,51,6,20,3,111,0,0,14,7,10,0,26,4,4,12,12,68,3,102,8,0,12,17,29,19,85,148,44,541,244,622,82,1678,0,0,4,0,0,0,4,0,0,0,0,0,0,0,3,0,20,9,15,4,61,0,0,3,4,0,0,11,0,0,15,11,14,0,39,0,0,10,3,7,0,26,7,5,45,33,44,6,147,3,0,9,13
POA3036,0,0,3,0,4,0,11,0,0,0,0,0,0,3,0,0,21,18,45,3,84,0,0,0,3,8,0,14,0,0,27,14,169,7,216,0,0,17,3,14,0,42,3,0,21,14,19,3,65,0,0,9,6,11,0,34,5,0,15,23,45,4,97,3,0,3,9,7,0,16,3,3,15,13,4,0,40,0,0,0,0,6,0,11,10,5,59,16,4,7,106,3,0,0,4,11,0,21,3,3,20,15,19,0,57,18,4,29,10,5,4,68,5,3,24,4,7,3,41,0,0,4,0,3,0,13,0,0,3,9,45,3,64,3,0,7,11,23,8,46,59,24,291,169,453,41,1042,0,0,3,0,0,0,6,0,0,0,0,0,0,0,0,0,12,7,3,0,30,0,0,0,0,0,0,3,0,0,14,13,3,0,28,0,0,13,7,7,0,29,0,0,25,12,22,8,75,0,0,12,4
POA3037,3,0,9,0,10,0,23,0,0,6,0,14,0,24,25,9,203,175,582,24,1027,13,3,30,24,44,0,110,19,4,104,113,1069,54,1362,20,3,80,53,136,7,304,24,12,160,107,228,27,556,10,3,70,94,123,12,313,35,5,197,218,409,48,917,26,9,66,34,55,8,198,46,6,158,70,49,10,338,11,0,31,24,55,8,124,85,13,270,97,66,18,550,12,0,45,51,95,11,213,41,19,134,93,123,13,416,62,39,127,37,49,8,331,42,13,134,60,69,14,324,3,0,38,20,27,3,95,4,3,43,50,269,6,379,22,4,75,62,187,61,413,510,147,1963,1377,3672,329,7997,0,0,7,3,5,0,11,0,0,5,0,0,0,10,17,11,114,56,74,19,285,5,3,18,10,12,0,41,5,3,38,44,39,5,141,11,0,57,33,43,8,146,25,7,192,146,224,29,621,12,3,68,69
POA3038,0,0,3,0,3,0,7,0,0,3,0,3,0,3,15,8,112,83,294,28,538,4,3,24,8,25,0,65,8,3,62,69,618,30,783,11,4,50,31,68,7,180,11,4,88,66,105,19,288,8,0,36,31,54,13,134,13,10,87,101,256,25,498,15,3,45,19,22,6,104,19,4,96,44,24,6,193,4,0,11,15,37,3,68,36,9,164,65,31,10,317,5,0,28,24,58,11,128,20,13,79,57,73,9,253,43,28,77,34,26,9,215,34,15,73,23,35,10,185,0,0,19,16,26,3,69,7,0,26,24,179,4,237,10,0,50,37,132,38,274,264,104,1129,735,2066,218,4522,0,0,3,0,3,0,10,0,0,0,0,0,0,3,5,0,53,45,32,13,152,3,0,4,3,9,0,16,0,3,20,15,32,6,78,5,0,30,30,20,4,94,6,0,111,81,101,34,330,3,0,38,34
POA3039,0,0,6,0,4,0,14,3,0,3,0,3,0,14,26,9,66,28,57,3,198,8,0,12,6,10,0,50,7,3,59,38,206,3,328,11,4,32,11,17,0,77,14,4,77,15,36,4,152,8,0,39,36,47,6,144,7,8,49,44,42,5,148,13,5,49,12,6,0,91,27,10,103,26,15,3,187,3,0,27,7,21,0,56,84,18,258,49,23,11,446,10,0,36,21,17,0,85,41,14,75,44,30,0,203,87,29,84,13,14,4,233,33,6,103,7,15,6,182,14,3,37,11,20,3,84,8,3,9,13,40,0,71,16,3,40,13,35,4,109,434,137,1160,396,661,68,2853,3,0,3,0,0,0,8,0,0,5,0,0,0,3,11,4,36,13,15,3,81,5,3,8,5,0,0,23,8,4,18,12,14,0,53,6,7,33,8,13,3,69,8,7,75,48,44,11,195,10,3,47,30
POA3040,0,0,3,3,3,0,17,0,0,8,0,7,0,15,40,4,135,51,147,5,388,5,3,23,13,11,0,59,20,14,110,78,448,15,676,15,9,60,18,40,4,141,27,7,129,48,84,9,305,19,3,105,66,57,10,255,30,12,102,78,93,9,325,34,7,70,17,15,3,158,72,25,184,57,22,10,360,7,4,43,23,28,3,106,119,38,418,91,56,7,730,10,4,49,22,37,4,132,59,32,114,72,65,18,352,87,41,138,35,15,5,320,83,19,163,30,36,4,340,15,7,44,24,36,3,124,18,8,27,18,77,4,154,19,8,53,27,61,18,181,674,250,1986,760,1336,123,5136,0,0,8,0,0,0,9,0,0,5,0,0,0,7,23,6,77,27,14,5,160,0,3,14,0,0,3,19,7,0,43,20,18,3,98,9,5,45,15,20,3,101,16,10,164,61,65,18,334,13,7,66,37
POA3041,0,0,0,0,0,0,3,0,0,3,0,0,0,8,22,3,76,27,79,10,215,3,4,13,5,12,0,39,3,6,49,37,260,18,378,5,3,42,12,33,3,93,5,5,40,28,52,0,126,5,0,20,8,26,4,62,13,8,48,35,70,11,173,9,3,26,17,16,0,64,31,6,74,17,19,3,149,0,0,20,10,16,4,48,61,15,148,30,20,11,293,11,3,17,12,18,0,63,18,13,58,37,40,7,166,42,9,68,6,11,4,146,31,15,72,14,18,3,150,0,0,20,9,14,0,46,3,0,17,9,50,0,81,6,3,27,13,37,4,100,265,99,838,338,781,82,2412,0,0,0,0,0,0,5,0,0,0,0,0,0,0,11,0,25,8,10,0,61,3,0,4,0,0,0,9,0,0,22,8,15,0,49,0,6,30,4,11,3,50,6,0,59,22,32,14,137,6,3,17,16
POA3042,0,0,7,0,0,0,11,0,0,3,3,7,0,12,14,5,53,43,136,6,246,0,0,15,6,24,0,49,4,3,51,50,370,11,489,8,3,24,16,38,0,89,6,0,40,39,82,3,174,11,0,19,19,27,6,88,13,9,45,61,125,9,255,3,0,21,8,19,0,48,20,3,57,29,8,0,122,0,0,12,10,17,0,40,37,4,90,36,33,12,220,5,0,15,16,39,5,78,10,11,53,59,51,0,186,43,20,55,21,20,4,162,22,4,36,14,21,0,97,3,0,10,8,18,4,44,0,0,13,18,79,0,110,13,4,21,21,54,19,121,204,65,648,472,1147,93,2636,0,0,0,0,0,0,0,0,0,3,0,0,0,4,8,5,42,11,17,6,92,0,0,3,3,0,0,12,0,3,14,34,14,6,70,3,0,22,16,7,0,53,7,7,58,45,64,7,188,6,3,28,24
POA3043,0,0,0,3,6,0,15,0,0,0,3,3,0,8,6,3,53,45,154,11,264,0,0,6,0,15,0,23,0,0,30,43,367,19,456,8,0,26,19,48,4,105,5,4,43,23,88,11,175,6,0,23,19,47,5,106,12,3,56,89,144,21,324,9,0,17,14,8,0,51,11,3,28,21,17,3,82,0,0,7,6,23,0,44,14,7,80,36,20,4,163,0,0,14,8,51,3,80,9,6,33,31,55,9,135,17,18,46,14,20,0,112,13,9,25,24,30,3,101,0,0,13,13,21,0,49,3,0,15,15,99,3,142,5,3,19,10,70,21,133,123,60,528,438,1282,116,2558,0,0,0,0,3,0,10,0,0,0,0,0,0,0,3,0,40,23,21,4,94,0,0,3,3,5,0,12,0,0,11,14,22,0,43,4,0,18,16,23,3,62,3,4,48,59,68,22,198,10,0,22,27
POA3044,0,0,7,0,3,0,14,0,0,0,0,0,0,6,23,3,122,54,163,18,379,9,3,17,15,24,0,77,16,0,107,73,516,17,723,16,6,74,30,57,7,188,26,3,105,57,90,3,289,11,4,57,48,71,8,204,48,11,80,67,118,14,330,21,10,69,22,21,3,147,42,21,151,56,16,4,283,5,0,19,20,10,3,54,111,21,329,75,47,10,594,8,3,51,31,45,3,133,47,28,117,69,77,7,352,112,43,124,42,30,4,353,54,20,115,23,38,4,260,11,4,50,24,24,4,118,8,0,30,19,119,7,188,17,3,54,35,88,33,231,575,182,1698,760,1549,152,4922,0,0,4,0,4,0,6,0,0,4,0,0,0,8,22,15,62,29,40,8,163,0,0,15,3,3,0,27,3,3,39,15,15,3,81,8,5,42,16,15,7,89,13,13,106,85,72,19,302,18,3,61,45
POA3045,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,10,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
POA3046,0,0,7,3,7,0,21,0,0,3,0,0,0,10,35,10,94,74,205,20,441,6,0,29,11,23,0,75,12,7,90,91,575,43,811,20,0,52,24,51,3,151,64,4,104,69,92,15,357,40,6,121,121,88,17,390,68,11,133,116,149,43,515,38,6,63,19,12,3,140,38,13,108,27,26,13,223,12,0,17,10,10,7,53,113,29,271,58,42,13,523,34,4,75,41,59,11,219,61,6,101,66,75,11,319,75,35,103,34,29,4,284,49,21,114,53,56,7,308,14,5,23,15,16,0,79,17,0,39,38,148,7,259,32,4,81,51,95,50,321,720,167,1634,927,1768,279,5496,0,0,3,0,0,0,3,0,0,3,0,0,0,3,26,4,65,35,40,6,176,6,0,14,7,3,3,27,7,0,17,17,28,7,70,10,3,34,20,12,0,78,26,4,112,81,77,29,324,24,5,80,66
POA3047,0,0,9,0,4,0,11,0,0,0,0,3,0,5,17,3,41,43,106,21,231,0,0,7,3,8,0,23,9,0,30,29,192,9,266,3,0,11,9,22,0,48,9,0,42,24,47,6,136,9,0,34,39,40,7,138,18,0,60,48,92,29,246,10,0,3,0,6,0,28,9,0,16,7,6,7,40,3,0,3,0,0,3,17,13,0,37,18,13,3,83,8,0,31,15,25,6,88,14,4,40,34,43,5,145,19,12,47,10,18,8,118,11,0,25,22,35,7,101,0,0,8,3,13,0,26,3,3,20,18,54,6,105,14,3,26,20,62,29,155,178,36,482,352,791,161,1998,0,0,0,4,0,0,10,0,0,0,0,0,0,0,3,0,15,14,22,3,59,0,0,0,3,0,0,4,0,0,3,8,9,0,22,3,0,6,4,3,0,18,4,3,23,20,32,7,99,4,0,22,25
POA3048,0,0,4,0,0,0,5,0,0,0,0,3,0,3,3,3,31,22,108,15,178,0,0,4,3,0,0,11,0,0,23,16,181,15,235,0,0,4,6,26,0,45,10,0,24,26,48,8,119,3,0,9,7,27,4,54,10,3,40,41,73,22,191,3,0,7,3,3,0,17,3,0,25,9,0,4,46,0,0,3,4,9,0,21,11,3,37,11,8,3,74,3,0,15,4,28,3,50,4,3,30,25,41,6,107,22,15,27,6,7,4,88,9,3,19,16,26,0,66,4,0,5,0,7,0,15,3,0,11,5,49,3,70,4,0,15,21,40,25,110,82,33,335,230,695,115,1490,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,5,4,13,3,36,0,0,0,0,0,0,3,0,0,3,0,6,0,11,0,0,3,0,3,0,12,3,0,30,30,42,4,108,0,0,13,16
POA3049,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,26,18,117,0,170,0,0,0,0,18,0,16,0,0,21,24,268,11,322,3,0,7,9,23,5,53,3,0,31,14,43,7,97,0,0,13,11,13,0,40,4,0,22,41,89,11,164,0,0,5,7,11,3,22,4,3,12,16,4,0,45,0,0,3,7,20,0,35,5,6,32,14,16,0,76,0,0,9,11,16,0,32,4,7,23,21,38,4,97,12,5,31,13,14,0,71,7,5,18,9,3,3,52,3,0,3,3,8,0,15,0,0,4,3,60,3,70,0,0,6,4,45,18,76,53,36,265,232,808,70,1459,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,14,16,19,3,48,0,0,3,3,0,0,6,4,0,10,4,9,0,29,3,3,4,3,9,0,19,3,0,25,31,22,0,86,0,0,7,21
POA3050,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,4,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
POA3051,0,0,4,0,0,0,3,3,0,3,0,0,0,8,24,6,50,10,21,4,119,5,0,22,3,4,0,37,14,0,46,9,36,0,106,13,0,26,3,9,0,52,12,0,75,30,21,4,141,14,3,93,50,55,6,230,10,3,40,13,21,11,93,11,4,78,14,11,3,124,30,12,88,16,4,0,159,3,0,14,3,5,3,35,159,24,339,32,10,8,569,9,6,37,8,10,3,78,38,16,65,14,10,3,151,170,16,111,10,8,8,328,63,16,128,13,4,4,230,16,4,33,16,7,0,80,15,7,17,7,15,0,58,16,3,49,17,13,11,104,639,124,1310,276,277,79,2695,0,0,3,0,0,0,3,0,0,3,0,0,0,3,6,0,28,7,5,3,50,0,3,4,0,0,0,10,10,0,12,4,6,0,27,13,0,25,4,3,0,48,18,8,119,32,14,10,205,10,5,98,18
POA3052,0,0,3,0,0,0,4,0,0,0,0,0,0,0,5,0,12,0,4,0,24,7,0,7,0,0,0,20,3,0,17,6,21,0,54,0,0,12,3,3,0,21,3,3,35,5,10,4,57,3,0,37,8,20,0,68,8,3,14,7,6,0,40,5,3,12,0,4,0,28,11,3,41,4,4,0,63,6,0,12,3,3,0,23,70,6,118,16,3,0,208,3,0,14,0,6,0,29,14,7,19,3,11,3,55,80,12,51,8,5,0,157,53,3,63,8,3,4,126,3,0,17,3,0,0,29,3,0,8,6,3,0,26,11,3,11,3,9,4,43,295,45,524,85,105,25,1071,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,6,0,0,3,17,4,0,0,0,0,0,3,3,0,6,0,3,0,13,3,0,14,0,0,0,13,11,0,45,10,12,3,79,3,4,56,14
POA3053,0,0,8,0,0,0,7,0,0,8,0,0,0,10,15,0,35,7,16,0,78,5,0,18,4,0,0,27,10,3,34,3,34,0,89,8,3,13,7,5,0,38,25,5,73,17,18,4,146,25,3,105,67,53,14,265,10,0,34,11,11,5,68,22,3,52,10,9,0,103,19,7,72,15,0,3,116,7,0,18,7,12,0,43,169,23,307,20,7,10,538,16,0,26,13,8,0,55,21,10,62,7,10,3,114,170,21,98,12,4,3,315,53,16,103,18,10,3,198,8,3,44,10,8,3,79,8,3,10,7,8,3,45,22,0,27,13,12,14,86,624,102,1148,238,243,69,2421,0,0,4,0,0,0,3,0,0,0,0,0,0,3,11,0,21,7,4,3,42,9,0,13,0,0,0,21,4,0,12,3,0,0,27,8,0,23,4,0,0,38,24,4,124,30,23,3,203,28,3,120,46
