POA_CODE_2016,Separate_house_NofB_0_i_b,Separate_house_NofB_1,Separate_house_NofB_2,Separate_house_NofB_3,Separate_house_NofB_4,Separate_house_NofB_5,Separate_house_NofB_6_or_m,Separate_house_NofB_NS,Separate_house_Total,Se_d_r_or_t_h_t_1_s_NofB_0_ib,Se_d_r_or_t_h_t_1_st_NofB_1,Se_d_r_or_t_h_t_1_st_NofB_2,Se_d_r_or_t_h_t_1_st_NofB_3,Se_d_r_or_t_h_t_1_st_NofB_4,Se_d_r_or_t_h_t_1_st_NofB_5,Se_d_r_or_t_h_t_1_st_NofB_6_m,Se_d_r_or_t_h_t_1_st_NofB_NS,Se_d_r_or_t_h_t_1_st_Total,Se_d_r_or_t_h_t_2_s_NofB_0_ib,Se_d_r_or_t_h_t_2_sts_NofB_1,Se_d_r_or_t_h_t_2_sts_NofB_2,Se_d_r_or_t_h_t_2_sts_NofB_3,Se_d_r_or_t_h_t_2_sts_NofB_4,Se_d_r_or_t_h_t_2_sts_NofB_5,Se_d_r_or_t_h_t_2_st_NofB_6_m,Se_d_r_or_t_h_t_2_sts_NofB_NS,Se_d_r_or_t_h_t_2_sts_Total,Se_d_r_or_t_h_t_Tot_NofB_0_ib,Se_d_r_or_t_h_t_Tot_NofB_1,Se_d_r_or_t_h_t_Tot_NofB_2,Se_d_r_or_t_h_t_Tot_NofB_3,Se_d_r_or_t_h_t_Tot_NofB_4,Se_d_r_or_t_h_t_Tot_NofB_5,Se_d_r_or_t_h_t_Tot_NofB_6_m,Se_d_r_or_t_h_t_Tot_NofB_NS,Se_d_r_or_t_h_t_Tot_Total,Flt_at_1_or2_st_bl_NofB_0_ib,Flt_at_In_1_or2_s_b_NofB_1,Flt_at_In_1_or2_s_b_NofB_2,Flt_at_In_1_or2_s_b_NofB_3,Flt_at_In_1_or2_s_b_NofB_4,Flt_at_In_1_or2_s_b_NofB_5,Flt_at_In_1_or2_s_b_NoB_6_m,Flt_at_In_1_or2_s_b_NoB_NS,Flt_at_In_1_or2_s_b_Total,Flt_apt_3_st_bl_NoB_0_ib,Flt_apt_In_3_st_bl_NofB_1,Flt_apt_In_3_st_bl_NofB_2,Flt_apt_In_3_st_bl_NofB_3,Flt_apt_In_3_st_bl_NofB_4,Flt_apt_In_3_st_bl_NofB_5,Flt_apt_In_3_s_bl_NofB_6_m,Flt_apt_In_3_st_bl_NofB_NS,Flt_apt_In_3_st_bl_Total,Flt_apt_4_or_m_s_b_NofB_0_ib,Flt_apt_4_or_m_s_b_NofB_1,Flt_apt_4_or_m_s_b_NofB_2,Flt_apt_4_or_m_s_b_NofB_3,Flt_apt_4_or_m_s_b_NofB_4,Flt_apt_4_or_m_s_b_NofB_5,Flt_apt_4_or_m_s_b_NofB_6_m,Flt_apt_4_or_m_s_b_NofB_NS,Flt_apt_4_or_m_s_b_Total,Flt_apt_At_to_a_h_NofB_0_ib,Flt_apt_At_to_a_hse_NofB_1,Flt_apt_At_to_a_hse_NofB_2,Flt_apt_At_to_a_hse_NofB_3,Flt_apt_At_to_a_hse_NofB_4,Flt_apt_At_to_a_hse_NofB_5,Flt_apt_At_to_a_hs_NofB_6_m,Flt_apt_At_to_a_hs_NofB_NS,Flt_apt_At_to_a_hse_Total,Flt_apart_Tot_NofB_0_i_b,Flt_apart_Tot_NofB_1,Flt_apart_Tot_NofB_2,Flt_apart_Tot_NofB_3,Flt_apart_Tot_NofB_4,Flt_apart_Tot_NofB_5,Flt_apart_Tot_NofB_6_or_m,Flt_apart_Tot_NofB_NS,Flt_apart_Tot_Total,Other_dwelling_NofB_0_i_b,Other_dwelling_NofB_1,Other_dwelling_NofB_2,Other_dwelling_NofB_3,Other_dwelling_NofB_4,Other_dwelling_NofB_5,Other_dwelling_NofB_6_or_m,Other_dwelling_NofB_NS,Other_dwelling_Total,Dweling_structu_NS_NofB_0_i_b,Dweling_structur_NS_NofB_1,Dweling_structur_NS_NofB_2,Dweling_structur_NS_NofB_3,Dweling_structur_NS_NofB_4,Dweling_structur_NS_NofB_5,Dwelig_struct_NS_NofB_6_or_m,Dweling_structur_NS_NofB_NS,Dweling_structur_NS_Total,Total_NofB_0_i_b,Total_NofB_1,Total_NofB_2,Total_NofB_3,Total_NofB_4,Total_NofB_5,Total_NofB_6_or_m,Total_NofB_NS,Total_Total
POA3161,0,18,179,847,876,304,88,34,2345,0,47,328,331,49,3,0,13,780,0,17,215,388,94,9,4,13,732,0,62,543,718,145,14,3,29,1513,18,356,616,171,16,3,5,38,1224,3,113,378,53,5,0,0,11,572,0,8,11,3,0,0,0,0,20,0,0,0,0,0,0,0,0,0,20,478,1008,231,23,3,5,48,1814,0,0,3,3,0,0,0,0,3,0,7,4,12,8,0,0,13,45,18,570,1740,1805,1043,325,90,127,5719
POA3162,3,14,367,1267,1131,268,57,60,3167,4,69,595,577,60,3,3,23,1328,0,4,151,403,202,25,3,7,797,4,74,739,984,258,28,5,35,2124,0,227,435,79,4,0,5,22,765,0,26,159,5,3,0,0,3,204,0,7,23,4,0,0,0,0,35,0,4,0,6,0,0,0,0,10,3,263,619,93,3,0,5,24,1012,0,5,5,7,3,0,0,0,22,0,3,5,4,3,0,0,0,18,8,360,1737,2357,1405,292,68,119,6344
POA3163,5,42,836,2208,1286,286,47,77,4788,15,150,1716,704,57,4,0,58,2708,0,25,215,656,141,12,0,15,1065,20,171,1933,1357,192,19,4,80,3773,9,1723,1299,116,11,0,3,70,3239,0,125,505,31,0,0,0,7,671,7,99,283,21,0,0,0,14,412,0,0,0,0,0,0,0,0,0,17,1944,2089,172,13,0,3,93,4328,3,12,18,11,0,0,0,0,45,0,0,3,5,0,0,0,3,22,39,2175,4886,3752,1496,306,49,251,12954
POA3165,0,21,734,3811,1839,367,61,129,6962,3,13,333,386,30,0,0,18,782,0,3,31,292,234,25,0,3,587,3,14,365,677,262,23,3,19,1374,0,52,489,534,109,4,0,15,1214,0,19,45,0,0,0,0,0,66,0,10,14,0,0,0,0,0,25,0,0,0,0,0,0,0,0,0,0,87,549,535,109,4,0,16,1307,0,4,8,0,0,0,0,0,10,0,3,4,19,11,0,0,4,38,6,126,1655,5042,2222,399,65,166,9687
POA3166,11,42,794,2985,1280,252,69,114,5541,4,88,636,279,23,3,0,27,1060,3,12,145,398,92,7,0,22,685,6,100,780,679,118,14,0,45,1747,0,41,499,78,14,0,0,21,654,9,51,122,5,0,0,0,3,195,0,111,130,3,0,0,3,5,247,0,0,0,0,0,0,0,0,0,12,200,752,84,14,0,3,31,1102,0,0,8,5,3,0,0,0,11,0,0,15,7,0,0,0,4,32,21,346,2351,3760,1421,269,69,194,8430
POA3167,3,19,330,1559,760,131,30,49,2879,0,0,128,44,0,0,0,3,184,0,13,18,58,15,0,0,3,101,0,14,140,106,14,0,0,8,288,0,23,50,6,0,0,0,3,91,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,50,6,0,0,0,3,90,0,0,0,0,0,0,0,0,0,0,0,4,0,4,0,0,0,5,3,60,520,1673,778,132,30,61,3260
POA3168,8,38,294,1405,585,159,117,83,2681,0,47,649,502,85,14,5,46,1343,3,15,238,570,318,62,40,25,1266,7,65,886,1072,394,76,41,64,2610,19,155,330,62,22,6,9,17,618,6,110,234,22,0,0,0,8,374,16,307,297,0,0,0,0,4,620,0,0,0,0,0,0,0,0,0,45,574,856,86,21,3,12,28,1619,0,0,0,0,0,0,0,0,3,0,11,4,6,3,0,3,11,44,55,685,2046,2567,1002,240,170,190,6959
POA3169,10,31,300,2781,1107,238,46,122,4629,8,94,628,387,34,0,0,20,1178,0,3,76,351,78,5,0,14,525,8,99,708,737,112,9,0,33,1703,0,19,198,10,0,0,0,3,234,0,43,105,0,0,0,0,0,149,0,4,21,0,0,0,0,0,27,0,0,0,0,0,0,0,0,0,0,67,325,16,0,0,0,3,414,0,0,0,0,0,0,0,0,8,0,3,3,9,4,0,0,0,16,17,200,1333,3543,1217,244,46,160,6765
POA3170,0,18,140,2804,1804,327,50,116,5261,0,8,129,257,41,4,0,11,452,0,0,40,537,126,16,4,14,739,0,8,170,791,168,18,3,25,1195,0,5,9,6,0,0,0,0,26,0,0,0,0,8,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,9,6,8,0,0,0,35,0,0,0,0,0,0,0,0,7,0,3,3,3,3,0,0,0,7,3,38,327,3608,1986,352,50,144,6504
POA3171,17,50,429,2728,899,272,72,184,4657,3,159,392,301,29,3,0,32,909,7,3,100,156,68,7,0,9,350,6,159,486,464,93,10,0,37,1261,0,180,226,63,12,0,0,42,537,0,9,38,7,0,0,0,3,53,0,0,0,0,0,0,0,0,3,0,0,4,0,0,0,0,0,6,0,197,273,72,12,0,0,45,599,11,60,6,3,0,0,0,3,92,0,3,6,8,3,0,0,3,26,34,466,1206,3270,1008,282,75,280,6630
POA3172,10,26,373,3216,2010,375,76,125,6213,6,11,536,261,11,0,0,32,861,0,0,9,104,16,6,0,5,137,6,11,544,368,26,3,0,35,1001,0,0,58,21,0,0,0,9,91,0,0,3,6,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,62,31,0,0,0,9,108,11,52,6,0,0,0,0,10,81,0,0,7,3,3,0,0,0,13,27,92,993,3613,2042,385,81,173,7408
POA3173,13,25,116,3147,2863,567,85,144,6970,0,20,117,139,31,5,0,14,331,0,0,46,174,63,0,0,7,294,0,20,161,318,93,4,3,18,626,0,10,119,27,9,0,0,9,167,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,10,121,23,10,0,0,9,171,0,0,0,8,4,0,0,0,14,0,0,0,0,0,0,0,0,6,13,57,400,3501,2969,578,89,172,7781
POA3174,19,83,1265,5807,1532,283,70,280,9339,4,213,662,171,6,3,0,55,1116,0,0,204,198,24,0,0,16,444,4,213,868,374,26,3,0,79,1563,11,399,997,471,50,4,0,73,2004,10,40,70,6,0,0,0,3,131,0,7,38,0,0,0,0,3,46,0,0,0,0,0,0,0,0,3,19,450,1107,476,48,4,0,77,2186,0,0,3,3,0,0,0,0,10,0,6,17,11,3,0,0,5,44,45,755,3252,6667,1605,291,69,447,13130
POA3175,39,148,1043,5941,2356,495,119,343,10490,19,240,2051,630,69,8,8,154,3175,5,8,424,513,106,11,3,44,1116,24,250,2472,1140,174,15,13,193,4284,11,168,1289,102,8,0,11,76,1653,0,34,185,8,0,0,0,8,240,0,112,131,12,0,0,0,6,259,0,0,0,0,0,0,0,0,0,10,309,1602,119,9,0,11,86,2151,29,45,24,90,34,4,3,25,251,0,16,17,3,3,0,0,21,59,97,774,5158,7300,2584,515,139,672,17237
POA3177,0,28,387,2064,310,57,20,120,2991,4,74,241,186,16,0,0,15,544,0,0,11,29,3,0,0,0,44,4,74,252,215,24,0,0,15,591,0,45,37,0,0,0,0,8,89,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,43,38,0,0,0,0,8,88,3,13,26,27,3,3,0,12,82,0,0,7,9,0,0,0,4,18,8,159,712,2315,336,59,20,157,3771
POA3178,6,20,191,4180,4505,806,92,145,9943,0,8,221,57,3,0,0,23,312,0,3,77,101,20,0,0,3,210,0,11,297,166,23,0,0,27,518,0,7,148,55,0,0,0,7,223,0,13,32,0,0,0,0,0,45,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,19,180,57,0,0,0,11,267,0,0,7,50,40,7,0,6,115,0,0,0,5,3,0,0,0,10,10,51,666,4451,4579,813,97,180,10849
POA3179,0,12,63,1075,624,130,13,28,1952,0,0,6,10,7,3,0,0,22,0,0,3,21,3,0,0,0,22,0,0,9,25,8,3,0,4,46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,67,1097,632,133,13,28,1995
POA3180,0,14,125,1230,630,126,14,38,2176,0,3,118,136,24,0,0,3,286,0,0,12,117,31,4,0,0,168,0,5,132,249,53,5,0,3,455,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,20,263,1481,684,128,16,44,2635
POA3181,3,36,287,437,205,30,12,20,1019,3,48,847,672,92,18,3,44,1722,0,18,240,401,97,18,3,4,787,3,68,1089,1075,188,31,3,51,2504,20,264,565,128,12,3,0,36,1027,18,831,1063,141,0,0,3,54,2108,54,1176,907,136,7,0,3,63,2343,0,0,0,0,0,0,0,0,0,92,2274,2532,404,17,3,5,151,5483,0,0,12,12,3,0,0,3,36,0,10,18,4,3,3,0,4,47,101,2386,3941,1932,414,73,25,227,9096
POA3182,0,20,127,248,191,61,12,18,668,0,45,318,263,61,7,0,15,710,0,37,178,294,77,16,7,18,630,0,84,495,564,133,22,11,33,1343,98,745,971,105,6,0,3,65,1993,82,1742,1686,177,3,0,3,106,3802,64,1199,1289,99,3,4,0,66,2727,0,8,5,0,0,0,0,0,13,246,3691,3954,374,18,8,8,241,8537,7,157,160,24,7,0,0,8,366,3,17,22,4,0,3,0,9,57,257,3961,4748,1218,352,92,24,307,10965
POA3183,0,21,283,557,348,130,75,35,1438,0,20,299,344,42,4,4,13,720,0,28,132,220,76,21,0,8,484,0,51,429,565,115,30,4,19,1207,12,476,1232,231,27,4,3,58,2036,33,821,1672,212,8,0,0,52,2796,4,105,101,7,0,0,0,5,227,0,3,3,0,0,0,0,0,15,53,1400,3009,455,32,4,6,109,5075,3,27,6,4,0,0,0,3,47,0,3,9,4,0,0,0,10,26,51,1506,3732,1585,500,160,85,175,7800
POA3184,0,9,127,437,258,86,12,15,944,12,22,209,307,54,5,3,9,625,0,12,85,211,48,12,0,11,380,12,37,298,519,102,17,3,15,1000,15,448,1253,212,5,3,3,45,1990,28,919,1637,170,13,4,7,56,2836,3,79,141,24,0,0,0,3,251,0,0,0,0,0,0,0,0,5,43,1449,3030,407,24,3,6,107,5078,0,0,3,0,0,0,0,0,3,0,5,13,3,3,0,0,7,31,52,1508,3465,1367,384,105,23,148,7054
POA3185,4,22,216,885,639,150,28,26,1976,0,24,315,249,16,7,0,16,626,0,13,105,199,46,3,3,7,377,0,36,414,446,68,6,3,24,1003,0,448,732,130,13,0,0,37,1368,0,147,392,24,0,0,0,12,567,0,43,67,4,0,0,0,0,115,0,0,8,0,0,0,0,0,11,0,643,1195,154,12,0,0,55,2062,3,13,27,6,0,0,0,3,47,0,7,3,3,4,0,0,0,20,7,719,1857,1497,724,159,34,107,5108
POA3186,5,24,492,1824,1774,583,94,75,4876,0,66,526,280,17,0,0,13,897,0,23,251,544,144,20,3,19,998,0,84,779,820,161,17,3,33,1903,0,62,370,122,11,0,0,11,579,0,90,292,100,9,0,0,15,517,0,132,264,102,3,0,0,16,522,0,0,0,0,0,0,0,0,0,3,288,927,319,22,8,0,38,1608,0,3,23,16,0,0,0,0,50,0,4,8,15,8,5,0,0,40,9,409,2223,2995,1973,612,101,150,8475
POA3187,0,20,394,1547,1327,350,52,52,3750,0,25,364,250,34,3,0,18,697,0,48,148,415,147,22,0,13,787,0,74,509,664,185,23,0,35,1481,40,49,50,11,3,0,0,8,152,0,3,58,3,0,0,0,3,67,0,67,121,7,0,0,0,21,214,0,0,0,0,0,0,0,0,0,40,114,228,19,3,0,0,33,433,0,0,0,3,0,0,0,0,7,0,5,4,6,3,0,0,0,21,40,208,1141,2233,1518,374,50,122,5690
POA3188,5,15,453,1743,1361,359,31,62,4030,0,99,570,237,23,0,0,27,955,0,5,98,323,106,13,0,7,548,0,110,670,558,127,13,0,31,1507,10,87,397,107,13,0,0,25,639,0,8,126,14,0,0,0,6,160,0,65,80,13,0,0,0,4,163,0,0,0,0,0,0,0,0,4,10,168,607,129,18,0,0,27,961,0,3,18,3,0,0,0,0,33,0,0,6,11,4,0,0,3,33,13,303,1757,2451,1506,372,35,127,6556
POA3189,4,14,246,1010,328,71,14,41,1731,0,28,70,32,0,0,0,11,141,0,0,21,38,11,0,0,0,73,0,30,90,69,11,0,0,7,212,0,17,60,5,0,0,0,5,89,0,0,0,0,0,0,0,0,0,0,63,83,3,0,0,0,0,150,0,0,0,0,0,0,0,0,0,0,77,141,11,0,0,0,9,244,0,0,0,3,0,0,0,0,4,0,0,0,0,0,0,0,0,3,3,125,484,1088,345,75,14,58,2200
POA3190,0,15,386,1176,590,93,11,38,2310,0,44,528,278,7,0,0,19,879,0,6,92,255,44,3,0,5,402,0,52,617,533,52,4,0,23,1285,0,10,96,0,0,0,0,0,108,0,16,21,0,0,0,0,0,35,0,69,204,7,0,0,0,4,280,0,0,0,0,0,0,0,0,0,0,93,322,10,0,0,0,5,427,0,3,36,0,0,0,0,0,42,0,0,6,5,5,0,0,3,12,0,162,1366,1730,642,96,11,73,4075
POA3191,0,4,195,797,736,198,18,33,1988,0,17,329,188,22,0,0,16,575,0,0,36,212,110,13,3,3,375,0,16,367,398,132,13,3,19,946,0,27,81,41,0,0,0,7,161,3,81,119,31,0,0,0,9,246,11,167,141,9,0,0,0,5,331,0,0,0,0,0,0,0,0,0,17,274,337,85,6,0,0,19,739,0,3,11,3,0,0,0,0,19,0,4,0,4,3,0,0,0,11,15,302,912,1291,880,207,22,76,3704
POA3192,0,31,489,2895,1404,235,34,100,5192,0,44,728,401,16,0,0,18,1208,0,8,176,400,59,3,0,9,666,0,53,904,807,79,3,0,29,1872,0,101,820,163,10,0,0,94,1189,0,34,90,6,0,0,0,0,127,0,22,26,3,0,0,0,0,52,0,0,0,0,0,0,0,0,0,3,152,932,168,12,3,0,99,1366,0,3,13,7,3,0,0,0,32,3,10,26,4,3,0,3,21,72,11,250,2368,3888,1503,239,43,240,8536
POA3193,3,19,423,2038,1878,461,54,79,4958,0,34,507,262,25,4,0,23,853,0,9,80,476,167,15,3,20,759,3,43,587,735,189,13,3,36,1610,0,45,173,76,10,4,0,9,310,0,3,21,10,0,0,0,0,32,0,0,9,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,42,199,86,8,4,0,9,352,0,3,35,11,0,0,0,0,52,0,0,8,7,6,3,0,0,31,5,105,1258,2889,2083,482,60,134,7007
POA3194,5,11,213,1043,800,189,17,30,2292,0,189,733,301,21,7,3,34,1280,3,21,122,382,90,5,3,9,644,3,214,858,684,111,15,5,42,1927,10,318,285,41,0,0,0,21,668,0,21,91,8,0,0,0,3,127,0,46,139,7,0,0,0,0,197,0,0,0,0,0,0,0,0,0,6,394,516,51,5,0,0,24,1001,0,4,14,3,0,0,0,0,25,0,0,5,3,0,0,4,4,21,14,618,1601,1793,915,196,26,94,5266
POA3195,3,29,468,3258,3004,540,83,107,7485,6,163,1092,748,109,7,8,51,2182,0,22,191,712,268,50,7,8,1264,4,189,1283,1459,377,60,11,54,3447,18,279,804,267,35,4,0,47,1452,3,29,150,18,12,0,0,3,206,0,0,0,0,0,0,0,0,5,0,3,0,3,0,0,0,4,11,24,309,956,281,47,5,0,53,1669,3,10,11,15,3,0,0,3,42,3,6,10,26,6,3,0,3,52,35,540,2726,5031,3440,614,97,214,12691
POA3196,3,38,683,2614,1239,252,27,82,4940,3,43,883,528,39,4,0,44,1539,0,3,201,564,136,6,0,17,936,3,47,1089,1092,178,11,0,60,2478,4,153,1242,744,42,7,3,68,2257,0,18,79,5,0,0,0,0,104,0,0,10,0,0,0,0,0,11,0,0,0,0,0,0,0,0,3,4,168,1334,750,42,7,3,69,2375,4,63,77,9,0,0,0,5,155,0,0,9,13,8,0,0,3,30,11,312,3195,4476,1463,265,34,216,9973
POA3197,4,6,165,1123,876,160,36,43,2408,3,46,419,271,32,0,0,38,805,3,5,206,508,108,15,0,14,856,3,50,619,781,136,15,0,49,1658,0,33,84,98,3,0,0,9,224,0,0,79,18,0,0,0,0,97,0,6,32,26,0,0,0,0,62,0,0,0,0,0,0,0,0,0,0,41,188,135,4,3,0,15,382,0,0,3,5,0,0,0,0,12,0,0,3,8,0,0,0,3,16,8,103,980,2043,1022,176,37,106,4481
POA3198,4,52,587,3094,901,138,28,113,4920,8,151,623,277,5,0,0,44,1104,0,0,165,211,12,0,0,6,396,8,154,787,483,17,0,0,48,1496,8,66,88,12,0,0,0,14,193,0,4,63,11,0,0,0,0,79,0,0,3,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,8,68,152,28,0,0,0,23,276,4,32,3,3,3,0,0,3,53,0,0,0,0,0,0,0,0,6,24,304,1536,3610,919,142,28,188,6751
POA3199,16,106,1412,8976,4474,760,131,369,16247,17,368,1876,543,26,4,5,130,2970,4,37,286,357,44,0,0,9,746,22,400,2161,906,70,5,5,148,3718,48,207,436,57,4,0,4,36,799,0,5,40,5,0,0,0,3,56,5,19,35,3,0,0,0,6,66,0,7,0,0,0,0,0,0,5,51,237,518,69,4,3,4,39,928,8,16,17,13,4,0,0,3,60,3,4,18,11,3,0,0,6,44,109,768,4117,9973,4560,769,145,562,20996
POA3200,8,34,145,1555,147,24,5,69,1978,0,61,17,12,0,0,0,13,102,0,0,0,46,0,0,0,0,49,0,61,20,53,0,0,0,13,146,0,0,3,3,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,7,3,0,0,0,0,13,0,0,0,3,0,0,0,0,5,0,0,4,3,0,0,0,0,4,8,97,173,1616,152,24,5,87,2151
POA3201,13,25,206,3653,1377,178,28,103,5583,3,102,409,533,65,7,3,60,1175,0,7,81,209,23,4,0,5,330,4,107,484,750,85,9,3,73,1510,0,0,27,15,0,0,0,4,42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,15,0,0,0,4,43,11,76,85,10,5,0,0,13,203,0,0,0,0,0,0,0,3,12,33,208,803,4427,1468,187,32,193,7347
POA3202,0,3,28,402,270,22,3,5,736,0,10,27,12,0,0,0,0,50,0,0,5,37,12,0,0,0,48,0,10,28,50,12,0,0,3,101,0,5,11,4,0,0,0,3,21,0,0,0,0,0,0,0,0,0,0,21,43,4,0,0,0,0,64,0,0,0,0,0,0,0,0,0,0,31,53,3,0,0,0,3,86,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,41,108,461,280,20,3,9,930
POA3204,3,31,956,3017,1953,483,78,102,6622,10,36,740,453,40,0,0,46,1335,0,24,151,509,292,11,0,16,1003,10,63,892,964,330,16,0,58,2339,4,425,838,138,20,0,3,31,1458,0,57,217,20,0,0,0,3,302,0,22,81,13,0,0,0,7,122,0,0,0,0,0,0,0,0,0,4,505,1139,171,20,0,0,38,1885,0,8,20,11,3,0,0,0,45,0,7,7,6,4,0,0,0,27,11,607,3020,4178,2313,498,83,204,10919
POA3205,0,13,94,125,26,7,0,9,266,0,69,479,250,50,13,0,18,870,7,59,279,476,139,12,10,16,986,7,120,765,718,188,22,10,32,1862,56,70,67,20,0,0,0,18,229,0,61,35,10,0,0,0,9,116,8,711,1164,359,8,0,0,57,2313,0,0,0,0,0,0,0,0,0,63,836,1266,396,8,0,4,84,2658,0,9,23,7,0,0,0,3,43,0,6,8,7,0,0,0,0,24,69,991,2155,1251,224,30,17,120,4856
POA3206,0,17,182,303,131,30,5,14,683,0,47,682,663,158,24,0,31,1605,3,11,170,422,192,46,8,11,863,4,53,856,1082,345,66,11,42,2463,0,56,127,28,5,0,0,0,220,11,183,124,31,0,0,0,19,372,13,145,134,42,0,0,0,19,356,0,6,0,7,0,0,0,0,12,24,396,383,104,7,3,0,38,959,0,3,3,6,4,0,0,0,14,0,0,11,9,0,0,0,0,16,32,471,1430,1507,490,99,19,92,4136
POA3207,0,7,64,165,102,6,3,3,347,0,106,577,533,97,22,3,34,1369,0,53,392,1007,214,26,0,39,1734,0,155,969,1538,310,50,4,71,3099,9,44,126,50,5,0,0,3,234,18,208,234,78,3,0,3,33,571,7,739,1587,354,30,3,0,62,2784,0,0,0,0,0,0,0,0,0,32,987,1947,486,35,3,6,95,3586,0,4,5,3,0,0,0,0,12,0,0,10,0,0,0,0,6,21,32,1154,3001,2197,446,60,10,176,7074
POA3211,0,5,18,172,169,32,4,11,409,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,21,172,169,32,4,11,412
POA3212,11,75,324,2292,1790,186,37,86,4803,5,27,193,194,52,9,0,8,486,0,0,12,3,0,0,0,0,19,5,25,204,197,52,5,0,8,501,0,20,11,0,0,0,0,0,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,11,0,0,0,0,0,31,0,0,0,0,3,0,0,0,3,0,0,5,0,3,0,0,0,14,13,114,536,2502,1852,193,37,104,5348
POA3213,3,8,60,446,520,107,32,24,1194,0,5,24,0,0,0,0,0,32,0,0,0,0,0,0,0,0,0,0,5,24,0,0,0,0,0,32,0,0,32,3,0,0,0,0,36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,3,0,0,0,0,36,0,0,3,0,0,0,0,0,4,0,0,4,3,0,0,0,0,3,3,11,120,454,521,112,32,31,1268
POA3214,15,85,1196,5395,832,81,22,278,7913,5,305,316,84,7,0,0,48,761,0,22,27,27,3,0,0,0,82,5,326,343,111,5,0,0,51,844,0,19,81,32,0,0,0,17,152,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,81,32,0,0,0,17,149,0,3,19,14,16,7,0,0,59,0,4,5,10,4,0,0,0,30,22,436,1647,5567,860,90,24,349,9000
POA3215,10,48,768,4023,1442,187,42,144,6662,3,154,345,251,27,0,0,28,815,0,21,48,85,25,0,0,11,192,5,177,398,337,49,3,3,37,1006,0,43,162,66,3,0,0,8,286,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,43,162,66,3,0,0,8,286,0,3,0,3,3,0,0,0,13,0,3,8,11,3,0,0,0,24,14,274,1337,4432,1502,189,46,194,7984
POA3216,14,140,1644,9067,5184,774,197,297,17309,7,341,1486,430,90,11,6,68,2440,0,47,118,116,14,0,0,3,309,7,391,1606,550,109,11,6,76,2750,7,86,63,9,0,0,0,16,185,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,90,63,9,0,0,0,16,185,14,76,76,41,52,10,8,15,275,0,4,9,19,11,0,0,8,48,38,693,3398,9685,5346,796,217,402,20575
POA3217,0,11,39,705,1206,86,13,23,2080,0,0,0,4,0,0,0,0,10,0,0,0,4,0,0,0,0,4,0,0,0,9,3,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,3,0,11,42,717,1216,90,13,23,2106
