POA_CODE_2016,Pre_school_M,Pre_school_F,Pre_school_P,Infants_Primary_Government_M,Infants_Primary_Government_F,Infants_Primary_Government_P,Infants_Primary_Catholic_M,Infants_Primary_Catholic_F,Infants_Primary_Catholic_P,Infnts_Primry_Othr_Non_Govt_M,Infnts_Primry_Othr_Non_Govt_F,Infnts_Primry_Othr_Non_Govt_P,Infants_Primary_Tot_M,Infants_Primary_Tot_F,Infants_Primary_Tot_P,Secondary_Government_M,Secondary_Government_F,Secondary_Government_P,Secondary_Catholic_M,Secondary_Catholic_F,Secondary_Catholic_P,Secondary_Other_Non_Govt_M,Secondary_Other_Non_Govt_F,Secondary_Other_Non_Govt_P,Secondary_Tot_M,Secondary_Tot_F,Secondary_Tot_P,Tec_Furt_Educ_inst_Ft_15_24_M,Tec_Furt_Educ_inst_Ft_15_24_F,Tec_Furt_Educ_inst_Ft_15_24_P,Tec_Furt_Educ_inst_Ft_25_ov_M,Tec_Furt_Educ_inst_Ft_25_ov_F,Tec_Furt_Educ_inst_Ft_25_ov_P,Tec_Furt_Educ_inst_Pt_15_24_M,Tec_Furt_Educ_inst_Pt_15_24_F,Tec_Furt_Educ_inst_Pt_15_24_P,Tec_Furt_Educ_inst_Pt_25_ov_M,Tec_Furt_Educ_inst_Pt_25_ov_F,Tec_Furt_Educ_inst_Pt_25_ov_P,Tec_Furt_Educ_inst_F_Pt_ns_M,Tec_Furt_Educ_inst_F_Pt_ns_F,Tec_Furt_Educ_inst_F_Pt_ns_P,Tec_Furt_Educ_inst_Tot_M,Tec_Furt_Educ_inst_Tot_F,Tec_Furt_Educ_inst_Tot_P,Uni_othr_Tert_Inst_Ft_15_24_M,Uni_othr_Tert_Inst_Ft_15_24_F,Uni_othr_Tert_Inst_Ft_15_24_P,Uni_othr_Tert_Inst_Ft_25_ov_M,Uni_othr_Tert_Inst_Ft_25_ov_F,Uni_othr_Tert_Inst_Ft_25_ov_P,Uni_othr_Tert_Inst_Pt_15_24_M,Uni_othr_Tert_Inst_Pt_15_24_F,Uni_othr_Tert_Inst_Pt_15_24_P,Uni_othr_Tert_Inst_Pt_25_ov_M,Uni_othr_Tert_Inst_Pt_25_ov_F,Uni_othr_Tert_Inst_Pt_25_ov_P,Uni_othr_Tert_Inst_F_Pt_ns_M,Uni_othr_Tert_Inst_F_Pt_ns_F,Uni_othr_Tert_Inst_F_Pt_ns_P,Uni_other_Tert_Instit_Tot_M,Uni_other_Tert_Instit_Tot_F,Uni_other_Tert_Instit_Tot_P,Othr_typ_educ_inst_Ft_stud_M,Othr_typ_educ_inst_Ft_stud_F,Othr_typ_educ_inst_Ft_stud_P,Othr_typ_educ_inst_Pt_stud_M,Othr_typ_educ_inst_Pt_stud_F,Othr_typ_educ_inst_Pt_stud_P,Oth_typ_ed_instit_F_Pt_ns_M,Oth_typ_ed_instit_F_Pt_ns_F,Oth_typ_ed_instit_F_Pt_ns_P,Other_type_educ_instit_Tot_M,Other_type_educ_instit_Tot_F,Other_type_educ_instit_Tot_P,Type_educanl_institution_ns_M,Type_educanl_institution_ns_F,Type_educanl_institution_ns_P,Tot_M,Tot_F,Tot_P
POA3701,9,8,20,34,25,55,4,9,11,0,0,3,41,34,74,33,30,61,3,4,8,0,0,0,35,32,68,0,0,0,0,0,0,8,0,9,3,3,3,0,0,0,7,6,15,3,0,0,0,5,4,0,0,0,0,3,3,0,0,0,3,7,12,0,0,0,0,0,4,0,0,0,3,0,3,46,36,86,153,127,280
POA3704,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
POA3705,0,3,3,3,7,9,5,5,7,0,0,0,11,7,19,5,13,17,3,3,4,0,0,3,15,10,28,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,27,18,39,50,45,98
POA3707,10,5,15,42,43,86,20,15,35,0,0,0,64,56,121,46,55,102,5,0,5,0,0,0,51,55,103,3,0,3,0,0,0,3,4,3,0,3,9,0,0,0,9,11,19,5,3,3,0,0,0,0,0,0,0,10,11,0,0,0,7,16,20,0,0,0,3,5,10,0,0,0,3,7,9,103,100,205,239,247,493
POA3708,0,0,0,0,0,0,0,0,5,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,5,3,11
POA3709,0,0,0,3,6,14,0,0,0,0,0,0,4,6,14,5,4,14,0,0,0,0,0,3,7,5,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,3,3,0,0,0,0,5,5,0,0,0,0,0,0,0,0,0,0,0,0,19,15,31,32,27,64
POA3711,4,0,8,9,9,26,0,0,0,0,0,0,10,9,27,9,12,20,0,0,0,3,0,4,6,11,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,3,0,0,0,3,0,3,27,28,51,58,57,112
POA3712,3,4,9,3,8,5,5,3,8,0,0,0,9,9,17,4,6,6,0,0,0,3,0,3,5,6,12,0,0,0,0,0,0,0,0,0,3,3,4,0,0,0,6,3,3,0,0,0,3,0,3,0,0,0,0,5,4,0,0,0,3,3,9,0,0,0,0,0,0,0,0,0,0,0,3,20,16,34,39,45,86
POA3713,3,4,9,15,22,36,3,9,12,0,0,0,20,26,44,16,15,26,0,0,0,0,0,0,16,15,26,4,4,10,3,0,0,0,0,0,3,7,7,0,0,0,12,8,21,3,0,0,0,0,0,0,0,0,0,4,4,0,0,0,3,8,12,0,0,0,0,4,4,0,0,0,0,3,3,74,73,145,129,127,255
POA3714,26,24,46,60,73,130,55,53,113,0,4,0,119,128,244,81,65,141,0,0,0,0,3,3,81,71,144,3,5,10,0,0,3,12,0,12,3,4,8,0,0,0,25,15,37,0,17,18,4,4,5,3,5,4,10,10,22,0,0,0,15,37,47,3,7,14,5,10,13,0,0,0,8,10,25,164,166,330,429,439,873
POA3715,0,0,0,7,7,16,0,0,0,3,6,10,7,13,23,3,7,11,0,0,0,0,0,0,3,5,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,27,15,45,43,41,89
POA3717,22,16,35,96,65,159,32,35,72,0,4,3,129,100,233,48,50,100,10,6,11,0,8,12,57,64,123,0,3,3,0,0,0,12,9,18,4,10,15,0,0,0,18,25,44,3,10,11,4,5,11,0,0,3,0,11,15,0,0,0,14,31,43,0,3,0,0,8,8,0,0,0,0,13,8,131,110,239,369,354,726
POA3718,0,0,0,0,0,3,0,0,0,0,0,0,0,0,3,0,4,5,0,0,0,0,0,0,0,4,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,4,11,15
POA3719,0,0,0,8,5,11,0,3,9,0,0,0,12,12,21,8,15,21,0,0,0,0,0,0,8,15,21,0,0,0,0,3,3,0,0,3,0,3,3,0,0,0,0,3,4,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,0,0,0,0,0,4,0,0,0,0,0,3,13,9,22,32,42,81
POA3720,0,0,0,19,9,31,5,3,12,0,0,0,25,16,37,19,7,25,0,0,0,0,0,0,18,9,32,0,0,0,3,0,3,3,0,3,0,0,0,0,0,0,9,0,9,0,0,0,0,0,3,0,0,0,0,4,3,0,0,0,3,6,4,0,0,0,0,3,3,0,0,0,0,3,3,41,32,73,94,65,160
POA3722,54,53,103,89,109,199,94,94,194,32,28,58,218,230,453,112,124,235,5,7,12,11,10,19,133,140,270,3,6,7,0,3,8,12,8,22,9,19,23,3,0,3,27,38,66,11,12,26,4,7,11,0,10,13,6,26,31,0,0,0,22,51,79,0,4,7,8,16,21,0,0,0,12,19,30,202,207,410,674,742,1409
POA3723,19,17,38,63,61,130,11,16,25,12,22,32,83,102,184,51,41,92,5,3,6,86,117,208,146,163,310,0,3,3,0,0,0,10,0,10,3,10,14,0,0,0,10,11,24,4,11,15,0,3,3,0,3,3,0,14,21,0,0,0,5,37,43,0,0,4,4,12,10,0,0,0,3,10,15,188,177,361,462,511,969
POA3725,3,4,6,16,15,28,11,6,16,3,3,9,27,26,54,11,7,17,5,3,10,3,3,10,17,10,28,0,0,0,0,0,0,0,0,0,0,3,5,0,0,0,3,9,8,0,0,0,0,0,0,0,0,0,0,4,4,0,0,0,0,9,9,5,0,6,0,3,3,0,0,0,5,3,9,38,28,71,91,87,175
POA3726,0,4,6,9,4,16,6,3,3,6,3,7,19,12,33,6,8,12,6,7,11,4,7,7,10,19,33,0,0,0,0,0,0,0,0,4,0,3,3,0,0,0,4,3,7,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,3,5,3,0,0,0,0,0,0,0,0,0,0,0,0,25,15,41,65,60,118
POA3727,0,0,0,11,6,18,0,0,3,0,0,0,17,7,22,11,3,17,4,4,10,0,0,0,16,4,21,0,0,0,0,0,0,7,0,7,0,0,0,0,0,0,7,0,7,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,3,7,0,0,0,0,0,0,0,0,0,0,0,0,17,21,33,57,32,93
POA3728,5,4,11,10,13,28,7,14,18,3,3,3,17,25,48,13,11,20,4,0,6,0,0,0,15,11,24,0,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,9,9,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,32,39,74,76,87,164
POA3730,85,62,150,170,169,334,154,143,296,9,15,25,334,324,662,129,111,237,75,77,147,26,20,46,225,203,433,3,3,8,5,11,17,33,22,52,28,40,67,0,0,0,69,82,147,12,26,41,5,6,10,3,9,10,5,24,29,0,0,0,27,66,91,11,3,12,12,18,34,0,0,0,18,25,47,470,469,941,1231,1236,2463
POA3732,3,7,10,18,20,39,3,3,5,3,0,3,24,24,49,7,3,13,14,12,27,3,4,8,28,21,48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5,0,0,0,0,3,3,0,0,0,0,3,6,19,24,44,74,91,159
POA3733,0,0,0,9,9,16,0,0,0,3,0,3,8,9,18,3,3,5,0,3,3,0,0,0,3,8,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,0,0,0,0,0,0,0,0,0,0,0,0,12,15,21,24,39,61
POA3735,6,3,4,16,14,22,3,6,11,3,0,4,17,16,36,11,11,21,6,7,7,0,0,0,23,11,35,0,0,0,0,0,0,4,0,4,0,3,5,0,0,0,5,3,5,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,3,0,5,0,0,0,0,0,3,0,0,0,0,0,3,23,22,47,69,62,138
POA3737,29,26,54,80,61,143,88,66,160,3,4,4,175,132,310,68,53,123,61,64,132,5,17,21,131,138,271,4,6,8,0,4,6,12,7,21,4,15,25,0,0,0,27,35,58,11,16,27,3,7,5,0,0,0,3,17,14,0,0,0,16,39,54,3,3,4,5,13,16,0,0,0,6,17,24,164,177,336,542,560,1103
POA3738,0,0,0,5,0,7,0,3,4,0,3,3,9,6,18,0,3,3,0,0,0,3,0,3,3,3,8,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,3,0,6,0,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,17,32,28,38,64
POA3739,0,0,4,10,6,15,0,0,0,0,0,0,10,6,15,3,7,10,3,0,3,0,3,3,7,12,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,18,12,30,28,40,65
POA3740,7,3,14,53,50,95,0,0,0,3,0,3,55,51,100,20,17,37,0,4,10,7,8,11,23,27,54,3,3,3,0,0,0,4,4,9,0,3,4,0,0,0,10,13,20,4,3,5,0,0,0,0,0,0,3,4,10,0,0,0,6,7,13,0,3,3,0,0,3,0,0,0,0,5,4,48,57,104,156,159,311
POA3741,21,23,44,114,72,188,0,0,0,0,0,5,114,77,192,67,59,122,3,11,10,9,14,28,84,81,158,3,7,7,0,3,5,8,0,4,4,10,9,0,0,0,14,15,29,3,3,4,0,7,8,3,0,3,3,6,10,0,0,0,14,17,30,0,0,0,3,5,12,0,0,0,3,5,10,189,204,394,435,430,863
POA3744,3,5,5,22,22,45,0,0,0,3,0,3,22,22,42,9,10,19,0,0,0,4,0,4,14,10,23,0,0,0,0,0,0,0,0,4,0,0,3,0,0,0,3,0,5,0,0,0,0,5,4,0,0,0,3,3,3,0,0,0,4,4,6,0,0,0,0,3,3,0,0,0,0,3,6,22,9,28,63,60,122
POA3746,0,3,3,3,5,12,3,0,3,0,0,0,5,7,12,4,3,9,6,9,15,0,0,0,13,11,26,0,0,0,0,0,0,0,0,3,0,0,4,0,0,0,4,3,9,0,0,0,0,0,0,0,0,0,0,3,5,0,0,0,0,6,4,0,0,0,0,0,0,0,0,0,0,0,0,19,14,35,48,49,95
POA3747,35,35,70,85,108,196,40,48,95,33,37,77,162,196,359,87,72,156,40,39,77,17,20,36,145,123,267,3,5,12,3,4,5,13,10,19,13,23,29,0,0,0,24,45,70,4,13,14,8,13,18,0,4,7,16,36,45,0,0,0,27,60,85,0,3,6,3,12,15,0,0,0,6,13,19,370,189,562,774,667,1439
POA3749,21,13,33,75,61,135,12,3,16,12,12,19,96,70,169,30,49,81,25,21,44,6,16,18,64,80,150,4,0,8,0,0,0,6,3,7,0,7,9,0,0,0,14,13,26,0,11,12,0,4,10,0,0,0,8,12,23,0,0,0,14,33,44,0,0,0,7,6,11,0,0,0,4,9,14,55,61,112,265,279,544
POA3750,108,105,211,289,245,531,105,98,199,37,46,86,428,382,814,124,117,234,44,66,109,16,23,37,186,200,387,31,18,53,16,23,38,13,10,27,32,43,72,0,0,0,88,99,189,71,103,175,49,58,103,7,5,18,31,42,76,0,0,3,166,208,370,20,28,49,16,37,51,0,0,0,31,68,105,319,342,662,1328,1406,2739
POA3751,0,0,0,6,4,8,0,0,4,0,0,0,6,12,15,6,0,8,3,6,12,3,0,5,11,7,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,0,3,8,0,0,0,0,0,0,0,0,0,0,0,0,3,3,6,0,0,0,0,0,0,0,0,0,0,0,0,13,12,23,33,37,71
POA3752,270,218,488,808,718,1519,465,498,966,54,52,107,1325,1273,2596,489,495,984,397,400,796,42,39,78,924,931,1860,53,50,98,31,41,71,79,29,107,41,74,124,0,0,3,200,200,401,261,321,581,89,82,174,20,32,50,62,108,168,0,4,4,426,550,979,43,45,83,36,93,130,0,3,5,75,146,222,511,498,1017,3741,3817,7562
POA3753,26,22,46,93,74,172,20,27,48,16,14,29,131,121,250,40,41,76,21,13,30,9,6,17,67,62,129,5,6,11,0,4,6,5,3,12,4,4,13,0,0,0,17,25,39,8,14,19,6,4,10,0,3,3,15,10,18,0,0,0,20,30,58,3,0,4,3,10,12,0,0,0,5,7,11,94,85,178,357,356,716
POA3754,547,534,1080,1761,1579,3334,335,358,692,142,139,281,2241,2068,4306,719,757,1468,257,231,489,180,176,355,1159,1161,2313,69,85,152,37,78,118,105,54,154,109,162,277,4,0,4,327,377,698,226,330,553,82,151,236,29,59,90,133,251,383,0,0,4,476,785,1265,42,57,94,84,147,232,0,0,3,123,203,327,906,1027,1937,5777,6162,11931
POA3755,0,0,0,11,10,14,5,0,4,0,0,0,10,7,23,6,3,5,0,0,0,0,0,0,9,4,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,8,0,0,0,0,0,0,0,0,3,0,0,0,3,6,7,0,0,0,0,0,0,0,0,0,0,0,0,7,7,12,25,26,54
POA3756,138,112,250,476,459,934,97,95,195,23,36,59,596,595,1189,320,270,595,108,101,202,27,38,66,457,410,865,6,28,37,6,15,21,49,25,71,36,59,89,0,3,3,99,126,228,49,69,118,16,28,41,12,16,22,23,53,74,0,3,3,99,162,260,8,13,24,20,50,64,0,0,0,28,63,87,534,557,1088,1939,2027,3969
POA3757,92,79,169,311,247,564,146,115,264,24,23,46,480,384,867,221,171,394,105,85,185,52,29,84,376,284,657,16,12,24,9,8,18,41,12,54,25,26,50,0,0,0,83,58,143,48,75,121,8,22,31,6,7,17,16,55,68,3,0,3,78,156,229,8,3,12,16,30,45,0,0,0,26,33,63,360,383,742,1497,1377,2875
POA3758,29,22,51,91,74,167,23,26,48,3,8,13,117,104,223,44,48,92,19,24,49,3,10,17,74,80,153,3,3,3,0,0,0,4,0,8,0,12,10,0,0,0,12,15,27,17,17,33,4,5,9,3,0,3,6,12,16,0,0,0,27,29,57,0,3,3,0,9,9,0,0,0,0,10,11,75,54,133,331,324,655
POA3759,10,0,10,31,47,75,0,5,5,3,3,7,37,56,91,23,34,60,7,15,19,15,6,25,45,53,100,0,0,0,0,0,0,7,0,8,0,0,3,0,0,0,13,3,18,12,17,33,0,4,4,3,3,9,0,12,15,0,0,0,12,40,54,0,0,0,0,4,3,0,0,0,0,4,3,45,49,90,155,207,366
POA3760,0,0,0,16,19,34,0,0,0,0,0,0,14,19,36,19,5,26,0,5,5,0,0,3,22,14,30,0,0,0,0,0,0,3,0,3,0,3,3,0,0,0,6,3,10,0,6,3,0,0,0,0,0,0,0,0,0,0,0,0,0,9,12,0,0,0,0,0,0,0,0,0,0,0,0,9,12,21,57,49,109
POA3761,4,7,16,58,33,99,0,3,4,4,7,6,63,42,112,31,26,63,6,7,9,11,10,18,51,39,91,4,4,8,0,4,6,7,3,11,3,0,3,0,0,0,17,15,27,9,5,18,7,0,9,0,4,3,5,5,9,0,0,0,22,23,40,0,0,0,4,3,8,0,0,0,4,8,9,58,56,117,219,187,404
POA3762,0,0,0,0,0,0,4,0,7,0,0,0,4,0,7,0,0,0,0,0,0,0,0,0,0,8,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,7,0,0,0,0,0,0,0,0,0,0,0,0,7,0,9,0,0,0,0,0,0,0,0,0,0,0,0,11,11,23,23,28,48
POA3763,21,15,31,60,52,110,0,7,5,0,0,3,61,53,120,55,37,92,0,0,4,0,4,4,58,46,99,0,3,0,0,3,3,9,5,15,0,0,3,0,0,0,12,13,25,3,11,13,3,3,6,3,3,3,5,7,16,0,0,0,10,22,35,0,0,0,4,3,9,0,0,0,4,8,9,73,73,144,237,228,461
POA3764,87,62,152,273,246,522,160,131,287,22,23,45,455,396,855,146,149,294,171,148,322,102,59,161,415,363,780,16,18,28,4,7,12,42,20,59,21,30,52,0,0,0,85,73,158,52,60,106,6,27,29,5,13,14,19,58,76,0,3,3,80,156,233,7,12,19,11,26,36,0,0,0,17,37,51,365,386,750,1510,1469,2982
POA3765,70,59,126,246,213,458,39,37,67,28,33,60,310,277,586,131,126,252,44,41,85,59,57,113,233,220,449,10,13,28,4,11,11,37,12,52,24,21,48,0,0,0,75,61,140,50,56,110,10,17,22,5,11,18,13,29,44,0,3,3,80,117,197,7,9,13,13,32,42,0,0,0,19,42,63,160,190,346,953,958,1915
POA3766,14,10,27,55,26,80,3,0,3,18,13,32,80,39,121,28,25,52,4,10,12,8,11,21,36,46,85,0,0,5,0,4,4,3,0,8,8,0,10,0,0,0,19,3,25,6,8,17,3,5,10,4,0,4,4,14,17,0,0,0,24,31,57,0,0,3,0,10,5,0,0,0,3,7,12,16,33,48,193,171,369
POA3767,7,8,15,42,52,93,0,0,0,4,3,11,48,56,105,29,10,41,3,13,19,14,6,24,43,33,78,3,4,3,3,3,3,8,0,10,3,5,7,0,0,0,15,7,24,12,15,27,0,0,3,0,0,0,7,14,19,0,0,0,15,33,49,0,0,0,0,7,11,0,0,0,3,7,8,33,39,69,161,183,347
POA3770,13,25,43,122,100,222,25,25,48,16,11,22,158,138,295,68,60,134,20,18,42,18,25,47,109,110,218,4,6,10,3,0,3,25,9,38,7,7,15,0,0,0,40,25,66,20,27,43,9,8,13,3,3,7,3,17,20,0,0,0,33,55,85,3,7,9,3,8,13,0,0,0,9,21,25,97,100,198,456,472,933
POA3775,51,31,79,112,119,232,32,33,64,21,21,38,163,174,337,90,73,156,28,24,52,30,34,62,144,134,275,10,5,19,0,3,4,15,4,18,14,8,27,0,0,0,39,24,67,20,31,47,6,6,16,3,11,15,9,18,27,0,0,0,32,71,104,0,0,3,9,13,21,0,0,0,13,13,24,152,153,305,581,601,1189
POA3777,86,101,191,285,262,555,125,125,250,29,25,59,442,415,861,223,200,426,46,60,107,50,99,144,315,361,678,10,22,32,3,11,14,46,21,65,24,37,59,0,0,0,77,88,171,30,61,91,4,30,33,4,8,10,23,59,75,0,3,3,61,156,215,3,8,5,25,44,68,0,0,0,23,46,75,422,450,873,1439,1623,3057
POA3778,0,0,0,14,3,14,0,0,0,0,0,0,14,3,14,3,8,15,0,0,0,0,0,0,3,9,15,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,5,0,3,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,8,5,12,25,19,50
POA3779,4,0,4,11,9,19,0,0,3,0,0,0,9,8,20,3,6,9,0,0,0,0,0,3,10,9,14,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,3,0,0,0,0,6,3,23,17,39,45,42,89
POA3781,48,43,97,175,177,356,3,3,9,26,24,43,208,207,414,137,121,263,12,13,23,30,32,59,174,170,343,7,8,17,0,4,3,21,7,31,16,23,39,0,0,0,40,47,88,21,25,49,3,9,12,9,6,8,7,21,36,0,0,0,41,61,106,3,7,4,8,19,32,0,0,0,12,28,40,190,195,384,713,747,1460
POA3782,84,59,140,299,261,563,18,27,46,58,48,103,374,330,707,188,160,352,45,46,90,73,74,152,309,278,587,18,10,30,4,7,7,50,6,56,17,28,43,0,3,3,95,45,146,57,95,150,10,24,28,3,15,18,24,44,65,0,0,0,86,174,264,3,5,4,5,19,32,0,0,0,8,27,35,227,212,440,1186,1134,2316
POA3783,27,27,48,81,77,159,8,0,5,25,20,40,117,95,215,69,58,124,7,16,20,22,17,43,101,92,190,6,9,14,0,0,0,16,4,23,7,14,15,0,0,0,28,24,57,9,30,37,0,4,10,3,3,9,8,17,25,0,0,0,20,49,78,4,3,8,4,14,17,0,0,0,4,20,26,83,77,160,378,387,766
POA3785,0,0,0,4,0,4,0,0,0,0,0,0,4,0,4,3,0,3,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,10,16,16,7,22
POA3786,17,19,35,47,48,95,0,0,0,9,7,18,58,57,116,19,22,39,18,27,43,11,8,23,54,51,103,0,5,7,0,0,3,8,4,6,5,7,17,0,0,0,16,18,30,23,12,39,6,3,14,0,0,4,9,16,19,0,0,0,33,37,68,0,0,0,5,7,7,0,0,0,5,8,9,59,52,114,238,244,483
POA3787,9,6,17,43,33,78,4,4,8,3,10,10,54,45,92,21,18,37,14,11,27,15,7,20,47,37,86,0,3,7,3,0,3,0,3,3,3,7,6,0,0,0,5,9,14,8,9,16,3,8,5,0,3,0,11,12,21,0,0,0,16,26,45,0,0,0,0,3,3,0,0,0,0,3,3,31,46,75,172,168,340
POA3788,18,11,33,75,68,145,3,3,8,16,7,26,95,82,178,17,21,37,14,11,17,12,13,26,38,41,79,3,4,5,0,0,0,5,4,9,0,3,3,0,0,0,7,8,21,7,10,23,3,11,14,0,0,0,10,11,18,0,0,0,17,34,56,4,4,5,0,4,4,0,0,0,4,5,13,47,47,99,231,238,467
POA3789,7,0,3,6,5,14,0,0,0,0,3,3,6,8,17,5,5,14,0,0,0,0,3,3,7,11,14,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,5,5,12,0,0,7,0,0,0,4,3,4,0,0,0,5,12,20,0,0,0,0,0,0,0,0,0,0,0,0,10,6,12,36,41,73
POA3791,15,12,27,50,42,96,6,7,9,11,12,19,65,57,131,18,21,42,9,17,25,15,16,27,39,54,92,0,0,0,0,0,0,10,0,10,6,5,12,0,0,0,12,5,20,14,17,34,0,10,9,0,0,0,11,11,21,0,0,0,26,38,61,0,3,3,0,0,0,0,0,0,0,8,8,35,34,71,201,205,406
POA3792,5,7,15,44,33,81,0,3,6,4,3,13,55,40,101,10,24,32,10,7,23,7,12,20,28,43,71,0,0,0,0,3,3,5,0,5,5,6,9,0,0,0,9,10,14,9,8,18,0,4,5,0,0,0,0,8,9,0,0,0,8,23,30,0,0,3,3,3,5,0,0,0,5,3,12,40,36,75,156,163,320
POA3793,33,28,56,143,131,278,29,20,47,8,19,24,180,173,355,75,93,166,28,32,61,22,16,38,128,138,265,4,3,10,3,6,10,20,11,31,9,17,33,0,0,0,40,38,79,9,33,41,3,9,14,3,5,7,14,15,27,0,0,0,34,60,98,7,0,7,6,15,20,0,0,0,14,19,27,96,97,187,517,557,1070
POA3795,4,10,11,27,33,57,15,14,30,3,3,7,38,47,87,23,21,43,17,18,38,9,5,20,46,50,98,0,4,4,0,3,3,5,3,5,3,5,12,0,0,0,11,19,28,20,13,33,0,5,3,0,0,3,0,3,3,0,0,0,19,29,49,0,0,0,0,5,3,0,0,0,0,7,7,44,47,92,167,199,369
POA3796,117,89,212,330,309,640,43,50,98,69,52,123,441,412,855,239,238,472,51,71,118,74,96,172,363,400,763,16,21,43,5,4,9,65,22,85,39,34,72,0,0,0,122,89,215,61,81,145,17,31,49,13,6,20,33,53,79,0,0,0,124,170,295,4,13,16,21,35,55,0,0,0,24,48,71,247,249,498,1443,1461,2903
POA3797,31,29,56,119,72,187,21,20,45,18,26,45,153,118,275,83,72,158,10,17,30,20,23,46,115,113,226,3,4,6,3,5,5,21,8,28,6,10,13,0,0,3,38,25,58,6,9,22,7,5,10,0,3,3,10,15,23,0,0,0,21,30,51,0,0,5,0,19,18,0,0,0,5,19,26,157,126,278,517,462,975
POA3799,39,29,70,180,176,358,21,22,44,41,31,71,239,236,472,126,123,246,16,10,34,44,42,85,187,181,364,5,14,19,7,10,13,33,9,49,10,21,38,0,0,0,60,56,112,9,18,33,7,13,23,3,8,16,4,39,48,0,0,3,29,86,110,7,7,13,16,26,39,0,0,0,19,38,53,250,254,502,824,866,1692
POA3800,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,7,10,0,0,0,0,0,0,4,7,10,9,4,15,0,0,0,0,0,0,0,0,0,0,0,0,9,5,16,884,955,1836,81,56,134,6,5,8,0,0,0,0,4,4,965,1018,1986,0,4,3,0,0,0,0,0,0,0,4,3,80,69,149,1060,1105,2168
