POA_CODE_2016,F_Vietnam_0_4,F_Vietnam_5_14,F_Vietnam_15_24,F_Vietnam_25_44,F_Vietnam_45_54,F_Vietnam_55_64,F_Vietnam_65_74,F_Vietnam_75_84,F_Vietnam_85ov,F_Vietnam_Tot,F_Wales_0_4,F_Wales_5_14,F_Wales_15_24,F_Wales_25_44,F_Wales_45_54,F_Wales_55_64,F_Wales_65_74,F_Wales_75_84,F_Wales_85ov,F_Wales_Tot,F_Zimbabwe_0_4,F_Zimbabwe_5_14,F_Zimbabwe_15_24,F_Zimbabwe_25_44,F_Zimbabwe_45_54,F_Zimbabwe_55_64,F_Zimbabwe_65_74,F_Zimbabwe_75_84,F_Zimbabwe_85ov,F_Zimbabwe_Tot,F_Elsewhere_0_4,F_Elsewhere_5_14,F_Elsewhere_15_24,F_Elsewhere_25_44,F_Elsewhere_45_54,F_Elsewhere_55_64,F_Elsewhere_65_74,F_Elsewhere_75_84,F_Elsewhere_85ov,F_Elsewhere_Tot,F_COB_NS_0_4,F_COB_NS_5_14,F_COB_NS_15_24,F_COB_NS_25_44,F_COB_NS_45_54,F_COB_NS_55_64,F_COB_NS_65_74,F_COB_NS_75_84,F_COB_NS_85ov,F_COB_NS_Tot,F_Tot_0_4,F_Tot_5_14,F_Tot_15_24,F_Tot_25_44,F_Tot_45_54,F_Tot_55_64,F_Tot_65_74,F_Tot_75_84,F_Tot_85ov,F_Tot_Tot,P_Afghanistan_0_4,P_Afghanistan_5_14,P_Afghanistan_15_24,P_Afghanistan_25_44,P_Afghanistan_45_54,P_Afghanistan_55_64,P_Afghanistan_65_74,P_Afghanistan_75_84,P_Afghanistan_85ov,P_Afghanistan_Tot,P_Australia_0_4,P_Australia_5_14,P_Australia_15_24,P_Australia_25_44,P_Australia_45_54,P_Australia_55_64,P_Australia_65_74,P_Australia_75_84,P_Australia_85ov,P_Australia_Tot,P_Bangladesh_0_4,P_Bangladesh_5_14,P_Bangladesh_15_24,P_Bangladesh_25_44,P_Bangladesh_45_54,P_Bangladesh_55_64,P_Bangladesh_65_74,P_Bangladesh_75_84,P_Bangladesh_85ov,P_Bangladesh_Tot,P_Bosnia_Herzegov_0_4,P_Bosnia_Herzegov_5_14,P_Bosnia_Herzegov_15_24,P_Bosnia_Herzegov_25_44,P_Bosnia_Herzegov_45_54,P_Bosnia_Herzegov_55_64,P_Bosnia_Herzegov_65_74,P_Bosnia_Herzegov_75_84,P_Bosnia_Herzegov_85ov,P_Bosnia_Herzegov_Tot,P_Cambodia_0_4,P_Cambodia_5_14,P_Cambodia_15_24,P_Cambodia_25_44,P_Cambodia_45_54,P_Cambodia_55_64,P_Cambodia_65_74,P_Cambodia_75_84,P_Cambodia_85ov,P_Cambodia_Tot,P_Canada_0_4,P_Canada_5_14,P_Canada_15_24,P_Canada_25_44,P_Canada_45_54,P_Canada_55_64,P_Canada_65_74,P_Canada_75_84,P_Canada_85ov,P_Canada_Tot,P_Chile_0_4,P_Chile_5_14,P_Chile_15_24,P_Chile_25_44,P_Chile_45_54,P_Chile_55_64,P_Chile_65_74,P_Chile_75_84,P_Chile_85ov,P_Chile_Tot,P_China_0_4,P_China_5_14,P_China_15_24,P_China_25_44,P_China_45_54,P_China_55_64,P_China_65_74,P_China_75_84,P_China_85ov,P_China_Tot,P_Croatia_0_4,P_Croatia_5_14,P_Croatia_15_24,P_Croatia_25_44,P_Croatia_45_54,P_Croatia_55_64,P_Croatia_65_74,P_Croatia_75_84,P_Croatia_85ov,P_Croatia_Tot,P_Egypt_0_4,P_Egypt_5_14,P_Egypt_15_24,P_Egypt_25_44,P_Egypt_45_54,P_Egypt_55_64,P_Egypt_65_74,P_Egypt_75_84,P_Egypt_85ov,P_Egypt_Tot,P_England_0_4,P_England_5_14,P_England_15_24,P_England_25_44,P_England_45_54,P_England_55_64,P_England_65_74,P_England_75_84,P_England_85ov,P_England_Tot,P_Fiji_0_4,P_Fiji_5_14,P_Fiji_15_24,P_Fiji_25_44,P_Fiji_45_54,P_Fiji_55_64,P_Fiji_65_74,P_Fiji_75_84,P_Fiji_85ov,P_Fiji_Tot,P_France_0_4,P_France_5_14,P_France_15_24,P_France_25_44,P_France_45_54,P_France_55_64,P_France_65_74,P_France_75_84,P_France_85ov,P_France_Tot,P_Germany_0_4,P_Germany_5_14,P_Germany_15_24,P_Germany_25_44,P_Germany_45_54,P_Germany_55_64,P_Germany_65_74,P_Germany_75_84,P_Germany_85ov,P_Germany_Tot
POA3199,0,4,3,24,4,4,0,0,0,42,0,0,3,7,15,12,9,6,0,50,0,0,3,17,11,3,0,0,0,36,7,43,49,221,91,100,109,62,27,704,79,174,237,500,294,270,240,175,72,2037,1614,2937,3313,7214,3796,3614,2965,1732,923,28105,0,0,4,15,4,7,0,0,0,32,3044,5145,5271,10174,4713,4257,3161,1575,854,38192,0,0,0,8,4,0,0,0,0,16,0,0,11,32,29,44,4,7,3,131,0,0,3,11,3,4,3,0,0,28,0,7,6,32,18,13,8,3,0,85,0,0,0,17,16,6,8,5,0,49,11,21,109,200,76,52,17,16,0,501,0,0,0,20,27,21,23,18,3,115,0,3,3,7,8,11,31,8,3,63,11,156,131,429,612,672,721,494,236,3472,0,0,6,35,17,5,7,4,0,74,0,5,4,15,14,9,11,4,0,64,0,15,27,39,50,68,108,70,21,404
POA3200,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,8,16,37,18,7,11,12,9,104,23,32,30,84,56,39,30,34,22,356,184,327,336,740,378,314,268,230,132,2910,0,0,3,0,0,0,0,0,0,3,332,568,529,982,506,376,278,199,96,3862,0,0,0,0,0,0,0,0,0,0,0,0,0,10,8,8,3,3,0,38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,0,4,0,0,4,0,0,0,23,4,7,6,0,0,38,0,0,0,4,4,0,4,8,0,15,0,0,0,0,0,4,0,0,0,6,0,4,4,31,36,66,62,52,33,286,0,0,6,5,3,3,0,0,0,19,0,0,0,0,0,3,0,0,0,3,0,0,0,5,3,8,6,9,3,32
POA3201,3,0,0,24,3,0,3,0,0,35,0,0,0,4,3,3,0,3,0,17,0,0,3,14,0,0,0,0,0,24,0,13,18,109,61,27,29,15,3,273,41,57,75,228,96,97,72,62,38,778,739,1257,1303,3189,1451,1142,735,448,264,10529,0,0,3,26,13,11,8,0,0,56,1443,2218,2136,4131,1787,1282,709,340,186,14229,0,0,3,14,4,0,0,0,0,18,0,0,0,3,3,4,0,0,0,9,0,0,3,20,7,6,3,0,0,38,0,3,0,8,6,0,0,0,0,23,0,0,0,18,11,10,7,0,0,49,0,8,9,54,8,21,0,0,0,103,0,0,0,12,10,7,8,5,0,50,0,0,0,3,3,8,6,4,0,31,0,23,20,109,166,185,150,81,55,787,0,4,21,51,34,14,3,3,0,137,0,0,0,4,0,4,6,0,0,11,0,0,3,17,14,17,28,9,3,91
POA3202,0,0,4,11,0,4,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,7,32,25,3,3,10,0,90,4,8,3,21,3,4,15,13,36,103,80,233,148,414,225,144,101,61,52,1450,0,0,0,0,0,0,0,0,0,4,164,395,191,392,229,133,83,38,16,1651,0,0,0,0,3,0,0,0,0,8,0,0,0,0,0,0,0,0,0,3,0,0,0,5,3,6,0,0,0,16,0,0,0,0,0,0,5,0,0,3,0,0,0,4,0,0,3,0,0,4,0,7,41,51,23,17,3,5,0,146,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,3,0,0,0,9,0,9,7,31,24,14,8,3,0,103,0,0,0,0,0,3,0,0,0,6,0,0,0,3,0,0,0,0,0,5,0,0,0,0,0,3,3,0,0,11
POA3204,0,4,11,50,20,12,5,0,0,90,0,0,0,3,3,3,0,0,0,10,0,3,0,3,3,0,0,0,0,9,3,50,49,297,177,151,117,82,44,974,31,55,77,192,105,80,62,42,25,671,874,2073,1987,4241,2529,1762,1099,713,475,15742,0,0,3,4,0,0,0,0,0,7,1578,3456,2836,4031,2781,2003,903,458,365,18421,0,0,0,20,3,0,0,0,0,21,0,0,0,3,0,3,0,3,0,13,0,0,0,11,8,0,0,0,0,12,0,3,9,12,13,9,3,0,0,48,0,0,0,12,8,4,4,0,0,30,18,101,410,739,327,168,67,35,9,1882,0,0,0,3,12,13,6,9,0,41,0,0,0,3,11,17,15,7,5,57,14,77,60,216,243,155,121,49,37,969,0,0,0,4,8,4,0,3,0,18,0,17,6,37,22,7,4,3,4,98,0,8,17,36,31,12,37,18,11,171
POA3205,0,0,0,28,8,5,0,0,0,47,0,0,0,5,0,0,0,0,0,8,0,0,0,3,0,0,0,0,0,0,0,7,33,148,30,31,33,50,31,358,17,25,54,194,78,68,47,40,16,536,277,337,582,2299,722,569,412,252,153,5598,0,0,0,0,0,0,0,0,0,5,487,582,578,2257,839,635,421,154,98,6046,0,0,0,4,0,0,0,0,0,4,0,0,0,0,0,3,3,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,4,33,3,3,0,0,0,51,0,0,0,8,4,0,3,0,0,21,0,4,97,157,35,20,3,11,0,332,0,0,0,3,3,3,0,5,0,13,0,0,0,3,0,4,3,5,0,21,0,14,26,240,84,67,56,23,14,519,0,0,0,9,0,3,0,0,0,14,0,0,3,40,0,0,3,0,0,49,0,0,3,37,9,0,11,3,3,66
POA3206,0,0,3,4,0,0,0,0,0,11,0,0,0,4,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,7,3,3,66,20,15,15,15,4,156,19,36,22,122,62,42,40,23,9,371,294,603,367,1539,884,637,564,297,108,5287,0,0,0,0,0,0,0,0,0,3,517,1010,640,1803,1152,863,680,268,104,7037,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,14,4,5,0,0,0,31,0,0,0,4,0,0,0,0,0,8,0,5,0,20,3,6,3,0,0,46,0,0,0,0,4,0,0,0,0,5,0,0,0,0,3,3,12,3,3,22,12,32,20,201,104,79,55,21,7,542,0,0,0,3,0,3,0,0,0,8,0,9,0,23,3,4,3,0,0,51,0,0,3,22,11,7,7,3,3,50
POA3207,0,0,5,19,7,9,3,0,0,38,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,5,7,10,21,171,57,40,42,16,16,370,33,41,44,339,103,121,71,28,21,802,487,572,578,3311,1219,1033,761,361,111,8440,0,0,0,0,0,0,0,0,0,0,833,1009,842,3614,1484,1210,812,323,95,10210,0,0,0,3,0,0,0,0,0,3,0,0,0,16,9,6,3,4,0,35,0,0,0,0,0,0,0,0,0,0,3,4,5,48,10,8,3,0,0,72,0,0,0,9,3,0,5,0,0,15,3,7,16,57,31,26,6,12,0,154,0,0,0,4,5,7,3,3,0,22,0,0,0,3,4,4,9,4,0,34,17,38,24,414,147,107,83,26,7,865,0,0,0,7,0,3,0,3,0,15,0,8,6,49,17,0,9,0,3,90,3,0,0,48,25,10,21,8,0,120
POA3211,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,3,14,9,23,15,14,3,0,0,82,38,80,94,150,120,96,41,22,4,649,0,0,0,0,0,0,0,0,0,0,63,154,174,207,166,133,66,18,10,980,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,9,10,11,4,0,38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,7,4,0,12
POA3212,0,0,3,20,8,6,0,0,0,36,0,0,0,0,0,0,4,0,0,7,0,0,0,0,0,0,0,0,0,0,0,3,8,30,10,22,12,3,6,91,20,48,43,113,66,50,34,30,17,414,542,1090,963,2256,1103,896,645,320,165,7980,0,0,0,3,0,0,0,0,0,3,1075,1983,1795,4075,1774,1257,808,347,145,13258,0,0,0,0,3,0,0,0,0,6,0,0,0,13,4,0,0,0,0,15,0,0,0,3,0,0,0,0,0,6,0,0,0,9,3,3,0,0,0,14,0,0,0,0,0,0,0,0,0,8,0,20,29,15,0,6,0,0,0,73,0,0,0,6,7,20,15,9,0,60,0,0,0,0,0,0,3,0,0,10,0,17,23,78,122,133,133,86,42,640,0,0,0,6,3,0,0,0,0,4,0,0,0,0,0,0,0,0,0,3,0,0,0,3,6,26,39,8,8,98
POA3213,0,0,0,3,4,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,14,9,3,3,3,0,43,4,23,6,32,33,25,9,8,0,136,122,306,290,468,340,250,160,79,14,2032,0,0,0,0,0,0,0,0,0,0,212,553,539,688,497,334,171,81,21,3091,0,0,0,0,0,0,0,0,0,0,0,0,3,4,7,8,3,3,0,30,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,4,0,0,0,16,0,0,3,4,7,9,13,3,0,48,0,0,0,0,0,0,0,0,0,0,0,3,0,17,17,24,20,13,3,104,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,5,14,4,0,26
POA3214,0,5,4,37,10,11,3,0,0,70,0,0,0,0,0,0,3,0,0,10,0,0,0,0,0,0,0,0,0,3,11,22,36,84,45,57,59,62,23,399,49,98,170,264,192,182,149,84,28,1221,725,1508,1908,2990,1587,1493,1130,675,248,12275,5,55,123,140,46,10,6,0,0,390,1317,2426,2820,4060,1999,1741,1075,511,168,16111,0,0,0,0,0,0,0,0,0,0,0,0,17,35,31,40,12,7,0,142,0,0,0,3,4,11,0,0,0,21,0,0,0,0,0,3,0,0,0,12,0,0,0,0,0,3,0,0,0,8,0,24,30,19,11,9,3,0,3,98,0,5,7,34,57,57,62,55,10,284,0,3,3,0,0,0,0,0,0,4,0,20,25,38,92,169,158,96,41,638,0,0,3,3,3,0,0,0,0,5,0,0,0,0,3,3,0,0,0,13,0,0,3,6,8,23,55,31,23,147
POA3215,0,0,3,14,4,3,0,0,0,18,0,0,0,0,0,3,0,0,0,7,0,0,0,0,0,0,0,0,0,3,0,12,17,55,22,44,71,68,47,339,31,44,69,201,98,128,97,122,166,948,611,1043,1222,2675,1309,1297,1172,842,577,10747,3,0,15,21,10,3,0,0,0,51,1092,1896,2043,4007,1771,1484,1035,459,267,14059,0,0,0,0,0,0,0,0,0,0,0,0,4,40,35,31,23,35,5,175,0,0,0,3,0,0,0,0,0,4,0,0,6,5,8,3,0,0,0,19,0,0,0,0,0,0,0,3,0,9,3,4,9,42,22,18,23,13,7,135,0,0,5,59,64,100,195,174,40,642,0,0,0,0,0,3,0,0,0,4,3,18,10,66,72,75,84,50,31,419,0,0,0,4,0,0,0,0,0,5,0,0,0,4,5,0,0,3,0,19,0,0,3,12,5,16,93,39,32,208
POA3216,0,0,8,20,5,4,0,0,0,42,0,0,0,3,7,4,7,3,0,27,0,0,3,4,7,0,0,0,0,22,0,21,32,104,54,48,55,40,29,387,66,121,184,326,205,159,166,173,106,1502,1605,3249,4039,7260,3618,3335,2847,1860,1285,29105,0,3,3,4,0,3,0,0,0,17,3215,5930,6889,10857,5243,4824,3715,2236,1419,44324,0,11,9,40,13,0,0,0,0,68,0,0,0,6,9,10,0,0,0,21,0,0,4,3,3,0,0,0,0,12,8,13,6,25,10,10,8,0,0,81,0,0,0,7,3,4,0,0,0,14,11,40,112,342,77,51,22,5,3,663,0,0,0,4,27,22,10,16,8,97,0,3,13,19,3,6,6,0,0,47,10,88,95,286,293,344,386,263,133,1904,0,0,6,11,5,0,0,0,0,26,0,0,8,19,3,3,4,0,3,41,0,0,10,33,20,33,107,43,29,271
POA3217,0,0,0,3,0,3,0,0,0,7,0,0,0,0,0,0,0,0,0,4,0,0,0,4,0,0,0,0,0,10,0,3,0,17,10,5,6,3,0,40,23,29,21,70,20,24,16,9,0,214,343,446,428,1239,312,267,197,53,35,3321,0,0,0,6,0,0,0,0,0,12,655,769,722,1939,476,376,254,80,41,5315,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,5,10,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,3,0,19,5,0,0,0,0,28,0,0,0,3,0,0,3,0,0,12,0,0,0,3,0,0,0,0,0,3,0,19,20,64,37,24,22,13,0,205,0,0,0,3,0,0,0,0,0,6,0,0,0,3,0,0,0,0,0,0,0,0,3,3,0,0,7,3,0,19
POA3218,0,0,0,4,5,0,0,0,0,15,0,0,0,5,0,3,3,0,0,8,0,0,0,3,0,0,0,0,0,4,0,3,12,30,15,9,9,12,3,102,17,21,45,124,62,60,37,35,19,421,472,739,875,2176,913,805,519,367,175,7047,0,0,7,9,0,0,0,0,0,16,873,1315,1413,3203,1441,1182,647,389,163,10625,0,4,0,3,0,0,0,0,0,4,0,0,0,3,4,0,0,0,0,7,0,0,0,0,3,0,0,0,0,4,0,0,7,9,4,4,0,0,0,19,0,0,0,0,0,0,0,0,0,3,0,5,41,83,11,5,6,0,3,158,0,0,0,0,0,8,4,7,0,21,0,0,0,3,0,0,0,0,0,6,3,22,10,74,82,60,61,29,11,347,0,0,0,3,0,0,0,0,0,10,0,0,0,9,3,3,0,0,0,18,0,3,3,11,0,4,28,7,6,54
POA3219,0,0,4,7,4,4,0,0,0,17,0,0,0,0,3,4,3,0,3,15,0,0,0,0,0,0,0,0,0,0,0,6,9,39,14,15,21,14,11,131,35,60,68,188,124,99,101,78,32,789,499,958,1253,2492,1477,1427,1110,756,386,10365,0,3,5,7,0,0,0,0,0,13,991,1824,2260,3773,2219,1974,1336,777,411,15570,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,4,8,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,11,3,0,3,0,0,15,0,0,0,4,0,0,4,0,0,5,0,0,0,25,9,10,0,0,0,46,0,0,3,3,4,3,3,10,0,28,0,0,0,7,0,0,0,3,0,8,0,10,13,80,100,153,124,120,57,655,0,0,0,15,4,3,0,0,0,22,0,0,0,3,0,0,3,0,0,11,0,0,0,3,5,13,41,29,6,108
POA3220,0,0,0,15,0,0,0,0,0,17,0,3,0,0,0,3,3,0,0,12,0,0,0,4,0,0,0,0,0,7,4,5,19,46,17,14,11,7,7,140,24,41,86,129,88,69,48,44,27,564,448,860,1122,2175,1193,1160,776,468,280,8473,0,0,0,3,0,0,0,0,0,5,797,1588,1779,3073,1749,1714,1056,529,307,12590,0,0,0,6,0,0,0,0,0,10,0,0,0,3,3,3,0,3,0,15,0,0,0,0,0,0,0,0,0,0,0,6,9,11,13,3,3,0,0,39,0,0,0,0,3,0,0,0,0,5,5,10,63,95,18,17,3,0,0,208,0,0,0,3,14,11,10,14,4,51,0,0,0,3,0,0,3,0,0,12,7,25,13,84,93,115,79,36,15,467,0,0,0,7,0,0,0,0,0,14,0,0,3,16,0,3,0,0,0,24,0,0,3,5,4,10,24,8,11,72
POA3221,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,5,4,8,4,8,0,0,29,26,58,41,81,61,55,40,12,0,365,0,0,0,0,0,0,0,0,0,0,50,103,79,132,105,84,51,25,3,634,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,5,9,3,0,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3
POA3222,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,3,3,0,0,14,0,3,0,4,0,0,0,0,0,6,4,3,0,12,7,16,13,11,5,71,17,43,50,95,76,68,72,58,15,501,344,966,770,1586,1072,1160,990,606,272,7774,0,0,0,0,0,0,0,0,0,0,730,1772,1471,2539,1540,1630,1233,739,285,11936,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,3,7,3,0,0,26,0,0,0,0,0,0,3,0,0,3,0,0,4,10,3,5,0,0,0,22,0,0,0,0,4,3,7,11,0,26,0,0,0,0,0,4,4,3,0,12,3,30,23,95,122,177,218,128,46,832,0,0,0,0,0,0,0,3,0,8,0,0,0,3,0,0,0,0,0,7,0,0,0,0,5,29,45,16,21,126
POA3223,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,3,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,0,15,3,0,38,6,16,16,57,38,84,79,43,22,355,136,295,236,549,453,753,846,356,166,3794,0,0,0,0,0,0,0,0,0,0,250,554,488,824,696,1009,1050,445,211,5531,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,3,0,3,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,4,0,0,3,0,0,0,0,3,4,10,15,0,35,0,0,0,0,0,5,6,3,0,20,0,12,3,23,44,77,116,52,29,353,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,10,0,0,0,0,5,7,22,10,3,53
POA3224,0,0,0,5,3,0,0,0,0,11,0,0,0,3,3,0,5,3,0,15,0,0,0,9,0,0,0,0,0,12,0,3,0,17,3,12,13,11,4,60,11,24,36,76,44,76,75,41,22,410,487,845,828,1884,917,888,841,447,174,7305,0,0,0,0,0,0,0,0,0,0,952,1595,1509,3064,1417,1225,1067,529,205,11561,0,0,0,3,0,0,0,0,0,3,0,0,0,3,0,6,0,0,0,11,0,0,0,0,0,0,0,0,0,3,0,0,0,5,3,3,0,0,0,12,0,0,0,0,0,0,0,0,0,3,0,3,7,17,3,11,0,0,0,46,0,0,0,0,7,3,8,9,0,20,0,0,0,0,0,0,3,0,0,5,0,7,10,49,96,104,134,97,23,525,0,0,0,3,3,0,0,0,0,11,0,0,0,0,3,0,3,3,0,7,0,3,0,3,3,12,30,16,5,71
POA3225,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,3,3,3,3,16,8,5,6,16,23,28,48,35,14,183,66,187,139,281,242,354,458,289,163,2174,0,0,5,0,0,0,0,0,0,4,118,349,256,429,358,538,644,408,183,3277,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,3,0,0,0,4,0,0,0,0,0,0,0,0,0,4,0,3,3,9,18,31,70,25,7,174,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,6,0,0,0,0,0,3,3,3,3,18
POA3226,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,7,3,22,11,8,7,5,3,62,14,34,21,75,41,68,60,26,12,352,432,974,623,1777,1012,1064,875,388,221,7361,0,0,0,0,0,0,0,0,0,0,859,1846,1212,2855,1486,1634,1229,480,251,11856,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,15,4,3,0,0,0,22,0,0,0,0,0,0,3,0,0,5,0,0,0,15,8,3,0,0,0,27,0,0,0,0,8,4,3,0,0,10,0,0,0,0,0,3,0,0,0,6,0,29,24,90,119,118,141,79,34,629,0,0,0,0,3,0,0,0,0,3,0,0,0,0,3,0,0,0,0,7,0,0,7,7,3,7,35,13,10,83
POA3227,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,10,3,3,0,0,0,18,11,12,4,34,19,35,26,6,3,166,141,378,185,528,354,382,312,113,40,2433,0,3,0,0,0,0,0,0,0,5,279,725,380,820,523,607,439,165,50,3981,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,12,8,27,45,30,35,29,10,207,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,0,3,0,0,4,0,0,0,0,0,3,3,0,0,4
POA3228,0,0,0,4,0,0,0,0,0,3,0,0,0,0,3,3,0,3,0,15,0,0,0,0,0,0,0,0,0,0,0,3,9,49,15,9,10,9,7,110,24,49,35,120,74,52,56,37,11,459,629,1355,812,2523,1296,1100,853,388,166,9123,0,0,0,0,0,0,0,0,0,0,1247,2517,1522,3905,2006,1720,1210,479,186,14780,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,8,3,27,15,0,4,0,3,65,0,0,0,0,3,0,0,0,0,9,0,0,4,6,0,3,0,0,0,19,0,0,0,0,3,3,6,3,0,17,0,0,0,0,0,4,7,0,0,5,11,65,45,169,138,101,124,67,20,737,0,0,0,3,3,0,0,0,0,7,0,0,3,15,0,0,0,0,0,27,0,3,3,21,3,14,27,10,3,93
POA3230,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,3,0,0,9,0,6,4,11,11,14,21,10,0,84,39,118,100,236,189,199,217,101,67,1279,0,0,0,0,0,0,0,0,0,0,108,252,185,381,299,343,341,146,89,2140,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,4,0,3,3,14,13,11,14,10,6,69,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,3,15
POA3231,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,6,0,8,3,11,11,12,12,8,0,59,14,67,54,87,111,137,89,47,20,632,0,0,0,0,0,0,0,0,0,0,35,131,106,147,153,223,137,71,14,1013,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5,11,12,3,0,33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,9,0,3,13
