POA_CODE_2016,M_0_299_DS_DS_Sept_house,M_0_299_DS_DS_sd_row_tce_hs_t,M_0_299_DS_DS_Flat_apart,M_0_299_DS_DS_Other_dwg,M_0_299_DS_ns,M_0_299_Tot,M_300_449_DS_Separate_hse,M_300_449_DS_sd_row_tc_hse_th,M_300_449_DS_Flat_apart,M_300_449_DS_Other_dwg,M_300_449_DS_ns,M_300_449_Tot,M_450_599_DS_Separate_hse,M_450_599_DS_sd_row_tce_hs_th,M_450_599_DS_Flat_apart,M_450_599_DS_Other_dwg,M_450_599_DS_ns,M_450_599_Tot,M_600_799_DS_Separate_hse,M_600_799_DS_sd_row_tc_hs_th,M_600_799_DS_Flat_apart,M_600_799_DS_Other_dwg,M_600_799_DS_ns,M_600_799_Tot,M_800_999_DS_Separate_hse,M_800_999_DS_sd_row_tc_hs_th,M_800_999_DS_Flat_apart,M_800_999_DS_Other_dwg,M_800_999_DS_ns,M_800_999_Tot,M_1000_1399_DS_Separate_hse,M_1000_1399_DS_sd_rw_tc_h_th,M_1000_1399_DS_Flat_apart,M_1000_1399_DS_Other_dwg,M_1000_1399_DS_ns,M_1000_1399_Tot,M_1400_1799_DS_Separate_hse,M_1400_1799_DS_sd_rw_tc_h_th,M_1400_1799_DS_Flat_apart,M_1400_1799_DS_Other_dwg,M_1400_1799_DS_ns,M_1400_1799_Tot,M_1800_2399_DS_Separate_hse,M_1800_2399_DS_sd_rw_tc_h_th,M_1800_2399_DS_Flat_apart,M_1800_2399_DS_Other_dwg,M_1800_2399_DS_ns,M_1800_2399_Tot,M_2400_2999_DS_Separate_hse,M_2400_2999_DS_sd_rw_tc_h_th,M_2400_2999_DS_Flat_apart,M_2400_2999_DS_Other_dwg,M_2400_2999_DS_ns,M_2400_2999_Tot,M_3000_3999_DS_Separate_hse,M_3000_3999_DS_sd_rw_tc_h_th,M_3000_3999_DS_Flt_apart,M_3000_3999_DS_Other_dwg,M_3000_3999_DS_ns,M_3000_3999_Tot,M_4000_over_DS_Separate_hse,M_4000_ov_DS_sd_rw_tce_hs_th,M_4000_over_DS_Flat_apart,M_4000_over_DS_Other_dwg,M_4000_DS_over_ns,M_4000_over_Tot,Mort_Rpmnt_ns_DS_Separat_hs,Mrt_Rpmt_ns_DS_sd_rw_tc_hs_th,Mrt_Rpmt_ns_DS_Flat_apart,Mort_Rpmnt_ns_DS_Other_dwg,Mort_Rpmnt_ns_DS_ns,Mort_Rpmnt_ns_Total,Tot_DS_Separate_hse,Tot_DS_sd_row_tce_hse_thse,Tot_DS_Flat_apartment,Tot_DS_Other_dwg,Tot_DS_ns,Tot_Tot
POA3076,180,37,0,0,0,214,62,11,0,0,0,71,65,14,0,0,0,73,125,25,0,0,0,150,158,27,0,0,0,192,569,132,7,0,0,709,802,220,7,0,0,1029,1021,136,0,0,0,1155,308,45,0,0,0,353,211,20,0,0,0,236,116,12,0,0,0,125,173,26,0,0,0,197,3787,704,24,0,3,4509
POA3078,62,9,9,0,0,80,27,5,3,0,0,35,19,3,3,0,0,19,28,6,6,0,0,42,22,7,3,0,0,34,87,17,35,0,0,138,63,29,60,0,0,156,130,44,45,0,0,219,65,37,23,0,3,125,132,47,21,0,0,195,160,32,9,0,0,195,47,11,8,0,0,64,825,251,227,0,3,1305
POA3079,110,15,9,0,0,137,26,9,8,0,0,39,23,0,0,0,0,26,34,8,4,0,0,45,38,11,3,0,0,57,103,33,25,0,0,165,104,45,26,0,0,176,166,59,61,0,0,290,138,39,27,0,0,208,198,46,15,0,0,263,317,22,9,0,0,350,63,11,4,0,0,85,1327,307,198,4,3,1832
POA3081,52,12,0,0,0,62,23,7,3,0,0,38,21,9,0,0,0,29,23,11,0,0,0,41,39,17,0,0,0,56,127,58,3,0,0,190,120,86,7,0,0,207,163,112,9,0,0,275,136,56,3,0,0,197,73,13,0,0,0,91,40,12,0,0,0,53,46,7,3,0,0,57,865,404,25,0,6,1306
POA3082,192,22,0,0,0,215,102,19,0,0,0,123,85,15,0,0,0,104,139,19,3,0,0,158,162,23,0,0,0,190,511,96,6,0,0,618,593,101,8,0,0,706,774,115,3,0,0,900,272,35,0,0,0,300,138,27,0,0,0,168,89,25,0,0,0,115,170,31,0,0,0,203,3228,538,23,0,0,3791
POA3083,184,28,9,0,0,223,71,3,3,0,0,76,51,6,3,0,0,53,86,5,0,0,0,96,136,18,3,0,0,160,387,75,18,0,0,481,417,82,24,0,0,522,602,97,16,0,0,718,283,40,6,0,0,327,273,26,0,0,0,296,145,21,0,0,0,162,140,10,6,0,0,156,2778,407,90,0,6,3275
POA3084,172,16,3,0,0,199,48,10,3,0,0,59,41,3,4,0,0,47,73,13,13,0,0,95,66,13,4,0,0,85,259,43,25,0,0,320,265,48,24,0,0,337,430,101,23,0,0,560,310,40,21,0,0,374,423,25,11,0,3,467,286,16,6,0,0,311,114,6,3,0,0,124,2483,344,141,3,3,2976
POA3085,85,14,0,0,0,97,36,9,0,0,0,46,31,3,0,0,0,34,44,10,0,0,0,50,74,12,0,0,0,89,172,29,0,0,0,200,211,37,0,0,3,250,348,60,0,0,0,405,205,40,0,0,0,242,216,16,3,0,0,231,104,5,0,0,0,113,65,4,0,0,0,70,1579,238,3,3,4,1828
POA3086,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
POA3087,75,3,0,0,0,73,20,0,0,0,0,18,20,0,0,0,0,20,38,3,0,0,0,38,58,6,0,0,0,65,154,0,0,0,0,156,185,10,4,0,0,196,284,18,0,0,0,307,162,12,0,0,0,175,98,5,0,0,0,100,28,0,0,0,0,34,45,0,0,0,0,46,1168,59,3,0,0,1234
POA3088,170,15,0,0,0,188,71,5,3,0,0,82,88,9,0,0,0,94,102,6,0,0,0,103,163,15,3,0,0,176,421,58,3,0,0,487,533,77,10,0,0,618,867,94,7,0,0,969,524,45,3,0,0,570,390,20,5,0,0,414,160,9,3,0,0,170,167,14,0,0,0,190,3654,366,41,0,3,4068
POA3089,93,0,0,0,0,97,45,3,0,0,0,46,25,7,0,0,0,29,52,0,0,0,0,50,74,6,0,0,0,83,223,10,0,0,0,236,271,16,0,0,0,285,500,15,3,0,0,518,266,6,0,0,0,270,211,5,0,0,0,212,88,0,0,0,0,90,80,4,0,0,0,83,1928,70,5,0,0,1999
POA3090,19,0,0,0,0,19,9,0,0,0,0,9,3,0,0,0,0,3,4,0,0,0,0,4,8,0,0,0,0,8,43,0,0,0,0,47,37,0,0,0,0,34,77,0,0,0,0,77,43,0,0,0,0,43,64,0,0,0,0,63,51,0,0,0,0,51,19,0,0,0,0,19,365,3,0,0,0,372
POA3091,10,0,0,0,0,10,3,0,0,0,0,3,0,0,0,0,0,3,7,0,0,0,0,7,8,0,0,0,0,8,19,0,0,0,0,19,21,0,0,0,0,21,30,0,0,0,0,30,29,0,0,0,0,29,29,0,0,0,0,29,32,0,0,0,0,32,18,0,0,0,0,18,202,0,0,0,0,202
POA3093,21,3,0,0,0,26,12,0,0,0,0,8,3,3,0,0,0,6,3,0,0,0,0,6,11,3,0,0,0,14,50,11,0,0,0,69,35,25,0,0,0,63,76,34,0,0,0,110,51,7,0,0,0,57,58,3,0,0,0,66,81,0,0,0,0,82,25,3,0,0,0,29,422,102,7,0,0,528
POA3094,78,8,0,0,0,82,26,7,0,0,0,28,19,5,0,0,0,29,51,3,0,0,0,53,59,11,0,0,0,63,157,30,4,0,0,187,175,25,3,0,0,209,282,34,3,0,0,319,148,15,0,0,3,172,149,12,0,0,0,160,63,8,0,0,0,69,52,11,0,0,0,62,1261,156,12,0,5,1432
POA3095,226,4,0,0,0,231,98,3,0,0,0,102,80,0,0,0,0,89,120,7,0,0,0,126,174,4,3,0,0,184,438,18,14,0,0,466,488,19,25,0,0,526,804,27,28,0,3,862,585,16,11,0,0,608,590,10,8,0,0,603,303,3,4,0,0,311,189,5,3,0,0,198,4098,105,95,4,8,4302
POA3096,18,0,0,0,0,18,12,0,0,0,0,12,5,0,0,0,0,5,16,0,0,0,0,16,13,0,0,0,0,13,30,0,0,0,0,30,44,0,0,0,0,44,62,0,0,0,0,62,33,0,0,0,0,33,28,0,0,0,0,28,9,0,0,0,0,9,12,0,0,0,0,15,297,0,0,0,0,298
POA3097,8,0,0,0,0,7,6,0,0,0,0,6,5,0,0,0,0,5,3,0,0,0,0,3,5,0,0,0,0,5,18,0,0,0,0,18,16,0,0,0,0,16,44,0,0,0,0,44,16,0,0,0,0,16,29,0,0,0,0,29,37,0,0,0,0,37,13,0,0,0,0,13,203,0,0,0,0,206
POA3099,37,0,0,0,0,37,14,0,0,0,0,14,14,0,0,0,0,14,22,0,0,0,0,22,48,0,0,0,0,48,89,0,0,0,0,92,140,0,0,0,0,142,192,0,0,0,0,197,94,0,0,0,0,95,69,0,0,0,0,69,54,0,0,0,0,54,32,0,0,0,0,32,802,0,0,0,0,808
POA3101,159,36,15,0,0,213,23,12,3,0,0,39,17,5,7,0,0,34,29,12,8,0,0,43,22,10,13,0,0,46,109,54,34,0,0,197,75,45,46,0,0,172,149,78,90,0,0,318,89,61,46,0,0,192,184,99,41,0,0,325,560,128,14,0,4,709,102,21,14,0,0,141,1519,561,336,0,6,2418
POA3102,47,11,3,0,0,59,4,3,0,0,0,12,12,0,0,0,0,18,12,0,0,0,0,15,16,9,0,0,0,22,39,18,3,0,0,63,38,8,6,0,0,57,66,29,17,0,0,107,52,11,8,0,0,73,89,26,9,0,0,124,172,15,3,0,0,189,37,3,0,0,0,40,592,132,46,0,0,771
POA3103,114,27,12,0,0,152,19,9,0,0,0,30,19,10,4,0,0,32,17,3,4,0,0,25,20,16,4,0,0,41,72,23,14,0,0,107,64,25,23,0,0,104,126,40,38,0,0,209,72,30,6,0,0,111,161,46,11,0,0,220,346,46,3,0,0,403,68,15,0,0,0,80,1098,291,113,3,3,1511
POA3104,187,22,0,0,0,217,37,7,0,0,0,41,32,7,0,0,0,42,34,3,0,0,0,41,44,11,0,0,0,55,140,24,0,0,0,165,118,17,3,3,0,139,259,28,7,0,0,292,150,27,0,0,0,175,271,35,0,0,0,309,505,22,4,0,0,534,109,15,0,0,0,131,1900,205,17,3,3,2127
POA3105,59,7,3,0,0,73,12,0,3,0,0,13,13,3,0,0,0,17,24,3,0,0,0,33,35,8,5,0,0,48,74,14,5,0,0,89,77,16,18,0,0,111,114,24,23,0,0,165,103,24,3,0,0,129,121,27,9,0,0,152,106,12,3,0,0,130,44,11,3,0,0,56,788,150,75,0,3,1019
POA3106,116,25,0,0,0,147,22,7,0,0,0,28,30,3,0,0,0,30,25,8,0,0,0,30,45,7,0,0,0,54,147,38,3,0,0,187,132,44,4,0,0,173,232,66,3,0,0,305,159,28,3,0,0,189,264,42,8,0,0,316,287,29,0,0,0,314,78,20,3,0,0,96,1532,312,21,0,0,1862
POA3107,71,17,0,0,0,88,26,3,0,0,0,30,19,0,0,0,0,20,29,7,0,0,0,43,44,5,0,0,0,55,135,23,0,0,0,160,108,28,0,0,0,145,246,61,3,0,0,308,165,35,3,0,0,201,196,39,0,0,0,242,131,18,0,0,0,156,54,7,3,0,0,64,1234,255,18,0,4,1511
POA3108,130,32,18,0,0,176,31,8,4,0,0,45,35,4,7,0,0,49,33,6,10,0,0,48,44,21,10,0,0,73,125,43,43,0,0,209,139,46,71,0,0,260,218,85,72,0,0,372,129,58,18,0,0,202,172,57,19,0,0,256,147,41,6,0,0,200,58,16,10,0,0,85,1257,420,277,0,4,1963
POA3109,181,44,7,0,3,238,41,16,7,0,0,59,36,16,5,0,0,48,61,22,9,0,0,89,74,25,13,0,0,108,194,64,24,0,0,288,204,87,36,0,0,329,382,138,57,0,5,577,269,98,28,0,0,393,307,95,19,0,0,416,251,62,15,0,0,324,114,26,4,0,3,148,2099,699,217,0,10,3018
POA3111,85,7,0,0,0,92,33,0,0,0,0,33,29,0,0,0,0,25,32,0,0,0,0,33,44,8,0,0,0,47,139,13,0,0,0,151,133,6,0,0,0,144,270,19,3,0,0,289,161,17,0,0,0,175,210,8,0,0,0,224,185,6,0,0,0,187,68,3,0,0,0,78,1386,84,13,0,3,1485
POA3113,76,0,0,0,0,80,23,0,0,0,0,23,24,0,0,0,0,24,34,0,0,0,0,34,39,0,0,0,0,39,149,0,0,0,0,147,123,0,0,0,0,123,263,0,0,0,0,263,208,0,0,0,0,208,189,0,0,0,0,192,140,0,0,0,0,140,44,0,0,0,0,46,1309,3,0,0,0,1314
POA3114,27,0,0,0,0,28,6,0,0,0,0,6,9,0,0,0,0,9,11,0,0,0,0,11,22,0,0,0,0,22,47,0,0,0,0,47,40,0,0,0,0,40,84,0,0,0,0,84,45,0,0,0,0,45,95,0,0,0,0,95,110,0,0,0,0,109,36,0,0,0,0,36,530,0,0,0,0,529
POA3115,34,0,0,0,0,34,15,0,0,0,0,15,12,0,0,0,0,12,19,0,0,0,0,19,19,0,0,0,0,19,61,0,0,0,0,61,71,0,0,0,0,71,120,0,0,0,0,116,53,0,0,0,0,53,88,0,0,0,0,88,75,0,0,0,0,75,43,0,0,0,0,43,597,0,0,0,0,602
POA3116,75,0,0,0,0,75,33,0,0,0,0,33,25,0,0,0,0,25,29,0,0,0,0,29,67,0,0,0,0,67,210,0,0,0,0,216,263,0,0,0,0,266,391,6,0,0,3,401,217,0,0,0,0,220,100,3,0,0,0,100,48,0,0,0,0,48,66,0,0,0,0,66,1528,18,0,0,3,1548
POA3121,32,95,32,0,0,166,6,27,19,0,0,45,5,26,10,0,0,48,7,15,19,0,0,45,11,36,32,0,0,79,30,107,140,3,0,278,39,114,169,0,3,320,71,211,272,0,7,566,37,174,183,0,6,399,87,264,132,0,0,486,111,299,65,0,4,477,19,47,37,0,0,105,468,1419,1101,6,18,3020
POA3122,71,29,38,0,0,138,7,5,11,0,0,29,0,3,6,0,0,17,13,11,29,0,0,52,19,6,29,0,0,52,57,28,102,0,0,186,39,31,168,0,0,245,63,57,234,0,0,355,39,48,108,0,0,203,86,71,87,0,0,253,291,127,45,0,0,461,70,21,22,0,0,111,758,445,883,3,0,2092
POA3123,51,20,25,0,0,97,10,9,6,0,0,21,17,6,8,0,0,26,10,3,10,0,0,20,11,8,21,0,0,41,42,26,44,0,0,117,35,29,85,0,0,147,90,48,96,0,0,231,48,33,43,0,0,134,82,64,35,0,0,185,251,78,36,0,4,363,44,18,9,0,0,72,693,326,409,3,5,1439
POA3124,178,36,10,0,0,224,35,7,3,0,0,48,26,7,6,0,0,42,43,10,4,0,0,55,41,13,8,0,0,54,116,32,15,0,0,167,78,34,13,0,0,129,189,72,49,0,0,307,95,54,23,0,3,177,233,69,14,0,0,311,543,79,3,0,4,629,97,15,9,0,0,120,1655,422,151,8,11,2247
POA3125,87,19,10,0,0,108,27,3,0,0,0,34,25,10,3,0,0,34,28,7,0,0,0,38,48,7,7,0,0,58,103,27,12,0,0,137,98,24,11,0,0,131,170,53,22,0,6,250,112,50,13,0,0,175,144,61,9,0,0,207,131,14,0,0,0,145,39,3,0,0,0,46,1003,272,84,0,5,1368
POA3126,64,17,3,0,0,83,8,3,0,0,0,12,5,5,0,0,0,9,9,4,0,0,0,15,11,6,3,0,0,15,50,20,10,0,0,69,42,7,0,0,0,50,68,24,13,0,0,101,37,14,3,0,0,54,78,24,8,0,0,112,252,29,6,0,0,283,36,5,5,0,0,40,653,146,49,3,0,853
POA3127,128,25,3,0,0,160,34,12,7,0,0,46,21,4,4,0,0,25,32,10,3,0,0,54,28,23,11,0,0,56,106,49,7,0,3,168,122,47,23,0,0,184,192,76,39,0,0,300,150,50,28,3,0,229,242,65,15,0,0,317,479,42,3,0,0,523,86,11,0,0,0,103,1613,413,137,3,8,2168
POA3128,78,34,25,0,0,135,23,8,3,0,0,31,29,6,3,0,0,38,30,15,13,0,0,58,42,16,13,0,0,77,123,45,47,0,0,212,126,57,71,0,0,256,189,105,51,0,0,355,126,55,14,0,4,199,201,46,18,0,0,268,168,21,9,0,0,200,46,15,8,0,0,70,1186,434,271,0,6,1895
POA3129,107,48,8,0,0,163,30,6,0,0,0,38,24,11,0,0,0,33,31,22,4,0,0,58,58,13,3,0,0,75,113,68,7,0,0,186,137,72,10,0,0,218,223,113,16,0,0,346,149,49,4,3,0,210,220,71,9,0,0,300,171,45,0,0,0,217,79,23,0,0,0,100,1337,534,69,3,0,1947
POA3130,217,45,3,0,0,272,80,14,3,0,0,103,70,6,0,0,0,76,76,10,6,0,0,97,126,40,0,0,0,167,351,67,13,0,0,439,350,74,19,0,0,445,595,143,17,0,0,758,403,68,3,0,0,477,495,57,0,0,0,558,352,35,0,0,0,386,142,9,0,0,0,153,3260,575,73,0,12,3920
POA3131,150,35,0,0,0,188,50,19,0,0,0,63,52,9,0,0,0,59,83,15,0,0,0,96,89,20,0,0,0,112,235,77,9,0,0,321,279,92,4,0,0,371,475,119,0,0,0,603,280,65,3,0,0,341,315,44,0,0,0,361,145,14,3,0,0,159,85,21,0,0,0,109,2234,529,17,3,3,2784
POA3132,113,22,0,0,0,138,39,19,0,0,0,55,38,13,0,0,0,54,44,13,4,0,0,61,66,27,4,0,0,95,181,80,12,0,0,266,186,82,21,0,3,287,334,134,9,0,0,480,214,88,8,0,0,304,224,45,3,0,0,278,107,20,4,0,0,130,49,16,0,0,0,61,1579,546,63,0,6,2202
POA3133,199,16,0,0,0,210,64,9,0,0,0,78,49,8,0,0,0,55,70,6,0,0,0,77,93,6,0,0,0,103,284,38,0,0,0,321,269,44,0,0,0,315,481,97,3,0,3,580,326,41,0,0,0,366,390,16,0,0,0,411,180,11,0,0,0,189,115,3,0,0,0,121,2517,298,3,3,3,2825
POA3134,223,15,4,0,0,241,100,8,0,0,0,101,91,3,0,0,0,96,120,0,0,0,0,122,181,5,0,0,0,189,500,13,8,0,0,529,610,34,3,0,0,646,918,33,18,0,0,962,556,11,4,0,0,573,460,13,0,0,0,478,231,3,0,0,0,236,180,3,0,0,0,189,4163,143,51,0,4,4365
POA3135,123,6,0,0,0,130,64,4,0,0,0,75,52,3,0,0,0,52,96,3,0,0,0,103,94,4,0,0,0,96,352,25,8,0,0,380,406,42,6,0,0,453,661,30,14,3,0,702,347,15,12,0,0,373,253,6,5,0,3,266,106,0,3,0,0,108,107,6,0,0,0,109,2648,131,51,3,9,2842
POA3136,302,9,3,0,0,314,153,4,3,0,0,154,113,7,5,0,0,126,224,12,0,0,0,237,292,9,4,0,0,305,829,50,26,0,3,908,1059,82,49,0,3,1194,1526,91,26,0,0,1645,736,32,3,0,0,772,527,20,4,0,0,551,204,12,3,0,0,217,279,10,5,0,0,294,6232,346,130,0,5,6718
POA3137,111,6,0,0,0,115,51,3,0,0,0,54,53,4,0,0,0,56,71,0,0,0,0,69,121,6,0,0,0,125,334,15,0,0,0,355,359,42,3,0,0,408,530,46,0,0,0,574,211,9,0,0,0,221,94,3,0,0,0,99,60,0,0,0,0,59,102,3,0,0,0,108,2086,143,8,3,4,2244
POA3138,136,3,0,0,0,141,65,3,0,0,0,65,73,5,0,0,0,72,105,3,0,0,0,104,155,4,0,0,0,164,448,15,0,0,0,461,624,18,3,0,0,649,925,26,3,0,4,958,411,8,0,0,0,415,216,0,0,0,0,221,77,0,0,0,0,77,150,0,0,0,4,148,3378,83,8,0,7,3477
POA3139,120,0,0,0,0,120,44,0,0,0,0,42,64,0,0,0,0,64,90,0,0,0,0,90,137,0,0,0,4,146,424,0,0,0,0,421,502,0,0,0,0,505,591,0,0,0,0,592,177,0,0,0,0,177,142,0,0,0,0,143,59,0,0,0,0,58,134,0,0,0,0,134,2476,3,0,3,3,2488
POA3140,79,16,0,0,0,95,35,3,0,0,0,41,45,8,0,0,0,53,82,8,0,0,0,87,114,8,0,0,0,122,322,52,0,0,0,371,388,63,0,0,3,454,668,57,0,0,0,721,276,6,0,0,0,288,173,0,0,0,0,179,68,0,0,0,0,68,131,6,0,0,0,137,2385,218,0,0,3,2607
POA3141,18,33,66,0,0,118,0,10,13,0,0,28,3,3,16,0,0,23,0,7,34,0,0,39,0,8,38,0,0,41,13,26,185,0,0,227,11,19,206,0,0,241,30,52,341,0,0,422,14,27,145,0,3,190,21,48,121,0,0,194,78,131,95,0,3,306,19,24,39,0,0,75,209,381,1299,0,3,1897
POA3142,76,32,28,0,0,135,3,4,6,0,0,16,5,0,5,0,0,9,0,3,17,0,0,22,10,4,14,0,0,27,21,11,42,0,0,75,22,12,50,0,0,77,39,20,74,0,0,137,10,14,53,0,0,80,33,26,39,0,0,105,242,85,57,0,0,380,51,14,21,0,0,89,511,232,413,0,0,1159
POA3143,26,11,12,0,0,45,7,0,5,0,0,16,4,4,0,0,0,15,3,0,12,0,0,18,11,3,14,0,0,24,18,13,49,0,0,83,23,10,41,0,0,82,27,26,68,0,0,125,23,21,37,0,0,74,35,40,35,0,0,113,136,50,18,0,0,204,15,15,15,0,0,49,328,197,313,0,3,844
POA3144,50,14,14,0,0,86,11,0,4,0,0,13,5,3,0,0,0,9,5,3,6,0,0,16,14,7,12,0,0,32,31,23,35,0,0,88,16,13,25,0,0,60,53,23,41,0,0,120,33,19,17,0,0,74,69,37,28,0,0,134,293,71,22,0,0,379,55,6,3,0,0,68,630,223,215,4,8,1080
POA3145,146,41,8,0,0,198,28,13,0,0,0,40,18,7,5,0,0,30,24,11,4,0,0,36,47,26,9,0,0,83,121,28,29,0,0,186,130,52,42,3,0,221,208,108,51,3,0,371,146,65,10,0,0,221,227,96,13,0,0,337,524,82,8,0,0,620,94,20,5,0,0,126,1710,552,182,17,5,2464
POA3146,152,18,22,0,0,198,34,14,4,0,0,53,25,8,10,0,0,45,31,8,11,0,0,52,34,18,10,0,0,58,164,46,52,0,0,262,126,43,74,0,0,247,223,87,106,0,0,411,144,53,55,0,0,250,327,89,34,0,0,448,601,85,17,0,0,707,138,20,4,0,0,166,1993,496,409,3,6,2899
POA3147,90,15,9,0,0,111,26,4,0,0,0,32,32,6,0,0,0,41,30,6,3,0,0,42,35,4,8,0,0,44,106,10,19,0,0,134,104,24,31,0,0,161,203,42,32,0,0,279,132,24,24,0,3,189,220,36,21,0,0,282,236,31,7,0,0,282,59,4,4,0,0,75,1279,213,154,5,5,1656
POA3148,29,10,3,0,0,46,11,0,3,0,0,15,12,3,0,0,0,19,14,3,0,0,0,15,16,9,4,0,0,31,76,26,9,0,0,113,64,31,27,0,0,116,108,70,28,0,0,211,56,49,6,0,0,112,80,49,10,0,0,137,64,23,3,0,0,87,26,9,0,0,0,37,560,282,100,0,0,939
POA3149,226,20,42,0,0,293,69,0,13,0,0,80,53,4,20,0,0,71,79,8,11,0,0,93,89,8,23,0,0,122,250,27,75,0,0,356,223,34,92,0,0,348,420,65,152,0,0,642,240,28,100,0,0,369,378,49,98,0,3,531,377,26,42,0,0,437,103,10,20,0,0,133,2500,284,688,0,6,3477
POA3150,507,32,25,0,0,564,117,6,8,0,0,132,119,3,3,0,0,120,136,17,4,0,0,160,182,14,8,0,0,197,495,33,29,0,0,559,488,49,42,0,0,578,905,85,74,0,3,1060,525,59,41,0,0,621,784,63,35,0,0,882,642,42,12,0,0,697,231,15,9,0,0,252,5120,426,284,0,4,5839
POA3151,57,14,0,0,0,69,14,4,0,0,0,20,21,3,0,0,0,20,22,7,0,0,0,29,37,11,0,0,0,51,99,20,7,0,0,124,75,18,3,0,0,101,157,43,0,0,0,200,89,20,0,0,0,104,109,23,0,0,0,128,64,7,0,0,0,64,40,7,0,0,0,47,783,173,13,0,0,970
POA3152,250,19,0,0,0,276,101,8,0,0,0,110,66,8,0,0,0,77,138,9,0,0,0,151,168,15,0,0,0,185,482,43,5,0,0,528,493,58,6,0,0,559,789,96,4,0,0,888,453,42,0,0,0,501,420,28,0,0,0,447,227,20,0,0,0,249,145,13,0,0,0,164,3734,360,22,3,3,4127
POA3153,114,37,3,0,0,152,49,12,5,0,0,69,46,17,3,0,0,73,91,28,0,0,0,113,111,43,12,0,0,167,357,100,34,0,0,502,431,149,46,0,0,622,622,144,27,0,0,795,237,65,5,0,0,306,115,34,3,0,0,149,48,9,5,0,0,56,98,21,3,0,0,126,2320,653,154,0,4,3139
POA3154,31,0,0,0,0,31,19,0,0,0,0,21,13,0,0,0,0,13,28,0,0,0,0,25,40,0,0,0,0,45,110,4,0,0,0,115,142,7,0,0,0,147,198,4,0,0,0,202,67,3,0,0,0,71,43,0,0,0,0,43,20,0,0,0,0,20,38,0,0,0,0,38,754,20,0,0,0,775
POA3155,141,25,0,0,0,170,59,7,0,0,0,66,54,9,5,0,0,64,82,18,3,0,0,104,152,30,4,0,0,181,440,96,11,0,0,550,499,148,18,0,0,662,683,134,15,0,0,830,300,41,4,0,0,346,150,20,3,0,0,169,51,8,0,0,0,60,124,20,3,0,0,148,2730,560,62,0,5,3358
POA3156,296,16,0,0,0,313,130,5,0,0,0,134,108,3,0,0,0,112,200,9,0,0,0,213,304,17,0,0,0,317,826,47,4,0,0,876,964,69,3,0,0,1038,1398,70,3,3,0,1468,627,17,0,0,0,651,420,7,0,0,0,429,246,8,0,0,0,253,245,10,0,0,0,262,5758,286,14,4,3,6063
POA3158,57,0,0,0,0,58,28,0,0,0,0,28,29,0,0,0,0,30,49,0,0,0,0,45,86,0,0,0,0,86,188,6,0,0,0,186,235,0,0,0,0,236,314,0,3,0,0,315,124,0,0,0,0,124,73,0,0,0,0,73,39,0,0,0,0,39,49,0,0,0,0,49,1259,4,6,0,0,1276
POA3159,19,0,0,0,0,19,8,0,0,0,0,8,14,0,0,0,0,14,15,0,0,0,0,15,21,0,0,0,0,21,90,0,0,0,0,90,86,0,0,0,0,87,107,0,0,0,0,107,58,0,0,0,0,57,29,0,0,0,0,29,15,0,0,0,0,15,27,0,0,0,0,27,486,0,0,0,0,485
POA3160,80,0,0,0,0,80,41,0,0,0,0,47,36,0,0,0,0,36,52,0,0,0,0,52,96,0,0,0,0,96,277,0,0,0,0,275,331,4,0,0,0,332,420,0,0,0,0,420,168,0,0,0,0,168,92,0,0,0,0,92,55,0,0,0,0,55,65,0,0,0,0,65,1716,7,0,0,0,1727
POA3161,91,21,19,0,0,130,6,8,5,0,0,20,14,8,3,0,0,25,12,9,10,0,0,28,14,18,10,0,0,40,54,38,35,0,0,128,51,27,59,0,3,136,91,70,67,0,0,230,55,61,32,0,4,150,92,83,19,0,0,190,217,55,5,0,0,280,64,19,14,0,0,100,758,414,277,0,4,1456
POA3162,86,45,5,0,0,131,22,5,3,0,0,28,17,19,0,0,0,35,27,14,4,0,0,41,21,20,4,0,0,42,84,47,29,0,0,166,77,63,34,0,0,173,163,106,37,0,0,302,78,70,25,0,0,175,176,109,13,0,0,299,284,113,0,3,0,402,95,35,10,0,0,138,1122,647,169,3,0,1940
POA3163,141,74,32,0,0,248,36,22,12,0,0,67,27,14,9,0,0,51,41,34,24,0,0,107,67,33,30,0,0,134,171,110,120,0,0,403,155,137,173,3,0,466,262,226,199,3,0,693,178,165,60,0,0,401,273,183,33,0,3,495,259,81,20,0,0,358,97,30,26,0,0,150,1702,1109,734,13,3,3568
POA3165,181,27,25,0,0,231,55,15,8,0,0,81,51,10,9,0,0,65,77,8,7,0,0,94,103,26,11,0,0,143,292,53,58,0,0,405,272,52,66,0,0,397,458,111,107,0,0,673,324,84,58,0,4,464,419,116,77,0,4,612,274,68,32,0,0,375,130,29,22,0,0,175,2630,587,474,3,14,3708
