POA_CODE_2016,M_0_299_DS_DS_Sept_house,M_0_299_DS_DS_sd_row_tce_hs_t,M_0_299_DS_DS_Flat_apart,M_0_299_DS_DS_Other_dwg,M_0_299_DS_ns,M_0_299_Tot,M_300_449_DS_Separate_hse,M_300_449_DS_sd_row_tc_hse_th,M_300_449_DS_Flat_apart,M_300_449_DS_Other_dwg,M_300_449_DS_ns,M_300_449_Tot,M_450_599_DS_Separate_hse,M_450_599_DS_sd_row_tce_hs_th,M_450_599_DS_Flat_apart,M_450_599_DS_Other_dwg,M_450_599_DS_ns,M_450_599_Tot,M_600_799_DS_Separate_hse,M_600_799_DS_sd_row_tc_hs_th,M_600_799_DS_Flat_apart,M_600_799_DS_Other_dwg,M_600_799_DS_ns,M_600_799_Tot,M_800_999_DS_Separate_hse,M_800_999_DS_sd_row_tc_hs_th,M_800_999_DS_Flat_apart,M_800_999_DS_Other_dwg,M_800_999_DS_ns,M_800_999_Tot,M_1000_1399_DS_Separate_hse,M_1000_1399_DS_sd_rw_tc_h_th,M_1000_1399_DS_Flat_apart,M_1000_1399_DS_Other_dwg,M_1000_1399_DS_ns,M_1000_1399_Tot,M_1400_1799_DS_Separate_hse,M_1400_1799_DS_sd_rw_tc_h_th,M_1400_1799_DS_Flat_apart,M_1400_1799_DS_Other_dwg,M_1400_1799_DS_ns,M_1400_1799_Tot,M_1800_2399_DS_Separate_hse,M_1800_2399_DS_sd_rw_tc_h_th,M_1800_2399_DS_Flat_apart,M_1800_2399_DS_Other_dwg,M_1800_2399_DS_ns,M_1800_2399_Tot,M_2400_2999_DS_Separate_hse,M_2400_2999_DS_sd_rw_tc_h_th,M_2400_2999_DS_Flat_apart,M_2400_2999_DS_Other_dwg,M_2400_2999_DS_ns,M_2400_2999_Tot,M_3000_3999_DS_Separate_hse,M_3000_3999_DS_sd_rw_tc_h_th,M_3000_3999_DS_Flt_apart,M_3000_3999_DS_Other_dwg,M_3000_3999_DS_ns,M_3000_3999_Tot,M_4000_over_DS_Separate_hse,M_4000_ov_DS_sd_rw_tce_hs_th,M_4000_over_DS_Flat_apart,M_4000_over_DS_Other_dwg,M_4000_DS_over_ns,M_4000_over_Tot,Mort_Rpmnt_ns_DS_Separat_hs,Mrt_Rpmt_ns_DS_sd_rw_tc_hs_th,Mrt_Rpmt_ns_DS_Flat_apart,Mort_Rpmnt_ns_DS_Other_dwg,Mort_Rpmnt_ns_DS_ns,Mort_Rpmnt_ns_Total,Tot_DS_Separate_hse,Tot_DS_sd_row_tce_hse_thse,Tot_DS_Flat_apartment,Tot_DS_Other_dwg,Tot_DS_ns,Tot_Tot
POA3509,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,4,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,14,0,0,0,0,14
POA3512,5,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,6,6,0,0,0,0,6,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,0,0,0,0,24
POA3515,10,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,3,15,0,0,0,0,15,23,0,0,0,0,23,40,0,0,0,3,45,119,0,0,0,3,125,67,0,0,0,3,73,8,0,0,0,0,8,6,0,0,0,0,6,0,0,0,0,0,0,19,0,0,0,0,19,321,0,0,0,13,339
POA3516,8,0,0,0,0,8,10,0,0,0,0,10,0,0,0,0,0,0,9,0,0,0,0,9,8,0,0,0,0,8,16,0,0,0,0,16,13,0,0,0,0,14,10,0,0,0,0,6,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,9,80,0,0,0,4,87
POA3517,15,0,0,0,0,15,14,0,0,3,0,13,9,0,0,0,0,12,32,0,0,3,0,34,17,0,0,0,0,17,32,0,0,0,0,32,10,0,0,0,0,10,5,0,0,0,0,5,4,0,0,0,0,3,3,0,0,0,0,4,0,0,0,0,0,0,10,0,0,0,0,10,149,0,0,3,3,159
POA3518,23,0,0,0,0,23,17,0,0,0,0,16,6,0,0,0,0,6,17,0,0,0,0,17,17,0,0,0,0,20,16,0,0,0,0,16,5,0,0,0,0,5,0,0,0,0,0,0,3,0,0,0,0,3,3,0,0,0,0,3,0,0,0,0,0,0,11,0,0,0,0,11,129,0,0,0,0,132
POA3520,5,0,0,0,0,5,4,0,0,0,0,8,3,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,0,0,0,3,16
POA3521,10,0,0,0,0,10,4,0,0,0,0,4,0,0,0,0,0,0,3,0,0,0,0,3,4,0,0,0,0,4,30,0,0,0,0,30,18,0,0,0,0,18,35,0,0,0,0,35,9,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,5,118,0,0,0,0,118
POA3522,3,0,0,0,0,3,3,0,0,0,0,3,0,0,0,0,0,0,4,0,0,0,0,4,3,0,0,0,0,3,6,0,0,0,0,6,7,0,0,0,0,7,8,0,0,0,0,8,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,6,50,0,0,0,0,50
POA3523,22,0,0,0,0,25,31,0,0,0,0,30,26,0,0,0,0,26,35,0,0,0,0,36,49,0,0,0,0,49,130,0,0,0,0,129,63,0,0,0,0,63,46,0,0,0,0,46,13,0,0,0,0,13,16,0,0,0,0,17,7,0,0,0,0,7,27,0,0,0,0,29,469,0,4,3,5,482
POA3525,14,0,0,0,0,14,12,0,0,0,0,12,15,0,0,0,0,15,25,0,0,0,0,25,27,0,0,0,0,27,22,0,0,0,0,22,12,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0,0,0,13,141,0,0,0,0,141
POA3527,4,0,0,0,0,4,8,0,0,0,0,8,13,0,0,0,0,14,9,0,0,0,0,9,11,0,0,0,0,11,8,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,5,59,0,0,0,0,63
POA3529,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,6
POA3530,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,7
POA3531,0,0,0,0,0,0,4,0,0,0,0,4,4,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,0,0,0,11
POA3533,7,0,0,0,0,9,11,0,0,0,0,11,9,0,0,0,0,9,18,0,0,0,0,18,8,0,0,0,0,8,10,0,0,0,0,7,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,69,0,0,0,0,70
POA3537,8,0,0,0,0,8,16,0,0,0,0,16,12,0,0,0,0,12,11,0,0,0,0,11,7,0,0,0,0,7,20,0,0,0,0,20,3,0,0,0,0,3,6,0,0,0,0,6,0,0,0,0,0,4,0,0,0,0,0,0,4,0,0,0,0,4,5,0,0,0,0,5,96,0,0,4,0,104
POA3540,3,0,0,0,0,3,4,0,0,0,0,4,4,0,0,0,0,4,6,0,0,0,0,6,0,0,0,0,0,0,4,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,0,0,0,0,22
POA3542,0,0,0,0,0,0,6,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0,0,0,10
POA3544,4,0,0,0,0,6,3,0,0,0,0,3,3,0,0,0,0,3,7,0,0,0,0,7,3,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,23,0,0,0,0,31
POA3546,5,0,0,0,0,5,6,0,0,0,0,6,3,0,0,0,0,3,6,0,0,0,0,6,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,0,0,0,0,32
POA3549,25,0,0,0,0,25,10,0,0,0,0,10,3,0,0,0,0,3,18,0,0,0,0,23,34,0,0,0,0,40,60,0,0,0,0,60,30,0,0,0,0,31,21,0,0,0,0,21,5,0,0,0,0,3,4,0,0,0,0,4,6,0,0,0,0,6,31,0,0,0,0,31,245,0,0,3,0,250
POA3550,224,8,3,0,3,241,157,10,0,0,0,168,122,8,0,0,0,137,259,14,0,0,0,282,344,28,0,3,0,371,994,61,13,0,0,1063,831,40,9,0,0,877,561,28,8,0,0,592,170,3,0,0,0,179,126,4,0,0,0,130,77,3,0,0,0,80,157,3,0,3,0,164,4020,209,31,9,6,4282
POA3551,211,0,3,0,0,217,112,0,0,0,0,120,118,0,0,0,0,118,203,0,0,0,0,203,295,0,0,0,0,294,849,0,0,0,0,853,1183,0,0,0,3,1195,1125,0,0,3,6,1137,341,0,0,0,4,338,220,0,0,0,0,220,108,0,0,0,0,109,204,0,0,0,0,208,4970,0,5,8,19,5000
POA3555,101,5,3,0,0,102,76,0,0,0,0,80,73,4,0,0,0,82,143,7,0,0,0,149,222,8,3,0,0,236,713,26,4,0,6,750,573,5,3,0,0,583,312,3,0,0,0,316,64,0,0,0,0,63,37,0,0,0,0,37,22,0,0,0,0,25,99,0,0,0,0,101,2441,61,20,0,6,2529
POA3556,83,0,0,0,0,84,75,3,0,0,3,82,54,0,0,0,0,54,123,0,0,0,0,121,158,4,0,0,0,164,467,3,3,0,0,473,333,3,3,0,3,341,184,0,0,0,0,184,40,0,0,0,0,40,27,0,0,0,0,23,15,0,0,0,0,15,94,0,0,0,0,94,1645,14,4,3,7,1674
POA3557,6,0,0,0,0,6,4,0,0,0,0,4,7,0,0,0,0,7,10,0,0,0,0,10,12,0,0,0,0,11,29,0,0,0,0,29,24,0,0,0,0,24,18,0,0,0,0,18,10,0,0,0,0,10,0,0,0,0,0,0,7,0,0,0,0,7,3,0,0,0,0,3,117,0,0,0,0,118
POA3558,11,0,0,0,0,13,7,0,0,0,0,7,12,0,0,0,0,12,12,0,0,0,0,12,16,0,0,0,0,16,22,0,0,3,0,26,8,0,0,0,0,8,10,0,0,0,0,10,7,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,12,108,0,0,6,0,113
POA3559,8,0,0,0,0,8,4,0,0,0,0,4,0,0,0,0,0,0,10,0,0,0,0,10,4,0,0,0,0,4,10,0,0,0,0,10,7,0,0,0,0,7,8,0,0,0,0,8,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,4,0,0,0,0,4,58,0,0,0,0,58
POA3561,40,0,0,0,0,40,20,0,0,0,0,20,15,0,0,0,0,15,44,0,0,0,0,41,56,0,0,0,0,56,146,0,0,0,0,147,84,0,0,0,0,86,43,0,0,0,0,43,11,0,0,0,0,11,15,0,0,0,0,15,10,0,0,0,0,10,24,0,0,0,0,26,514,0,0,0,4,524
POA3562,4,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,7,0,0,0,0,0,0,5,0,0,0,0,5,5,0,0,0,0,5,8,0,0,0,0,8,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,3,0,0,0,0,3,28,0,0,0,0,29
POA3563,15,0,0,0,0,15,3,0,0,0,0,3,3,0,0,0,0,3,13,0,0,0,0,13,12,0,0,0,0,12,25,0,0,0,0,23,7,0,0,0,0,7,4,0,0,0,0,4,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,12,104,0,0,0,0,108
POA3564,76,3,0,0,0,77,44,3,0,0,0,49,48,0,0,0,0,54,90,3,0,0,0,93,134,9,0,0,0,142,481,17,0,0,3,502,401,13,0,0,0,419,298,4,0,0,0,299,81,0,0,0,0,81,75,0,0,0,0,77,41,0,0,0,0,42,84,0,0,0,0,80,1846,58,3,0,3,1914
POA3565,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,11
POA3566,5,0,0,0,0,5,5,0,0,0,0,5,4,0,0,0,0,7,9,0,0,0,0,9,6,0,0,0,0,6,15,0,0,0,0,15,7,0,0,0,0,7,5,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,61,0,0,0,0,66
POA3567,6,0,0,0,0,6,0,0,0,0,0,0,4,0,0,0,0,4,5,0,0,0,0,5,11,0,0,0,0,11,8,0,0,0,0,8,3,0,0,0,0,3,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,49,0,0,0,0,49
POA3568,26,0,0,0,0,26,22,0,0,0,0,22,11,0,0,0,0,11,47,0,0,0,0,47,38,0,0,0,0,39,68,0,0,0,0,68,39,0,0,0,0,39,23,0,0,0,0,23,9,0,0,0,0,9,4,0,0,0,0,4,12,0,0,0,0,12,15,0,0,0,0,15,326,0,0,0,0,327
POA3570,10,0,0,0,0,10,7,0,0,0,0,7,3,0,0,0,0,3,19,0,0,0,0,15,12,0,0,0,0,12,32,0,0,0,0,32,18,0,0,0,0,18,10,0,0,0,0,10,3,0,0,0,0,3,5,0,0,0,0,5,0,0,0,0,0,0,8,0,0,0,0,8,135,0,0,0,0,134
POA3571,3,0,0,0,0,3,3,0,0,0,0,3,0,0,0,0,0,0,3,0,0,0,0,3,3,0,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,7,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,33,0,0,0,0,30
POA3572,7,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,4,0,0,0,0,0,0,4,0,0,0,0,4,12,0,0,0,0,12
POA3573,10,0,0,0,0,10,3,0,0,0,0,3,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,8,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,0,0,0,0,25
POA3575,8,0,0,0,0,8,11,0,0,0,0,11,8,0,0,0,0,8,15,0,0,0,0,15,9,0,0,0,0,9,8,0,0,0,0,8,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,6,65,0,0,0,0,65
POA3576,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,10
POA3579,46,0,0,0,0,46,29,0,0,0,0,29,40,0,0,0,0,44,84,0,0,0,0,82,63,0,0,0,0,70,127,0,0,0,0,131,63,0,0,0,0,63,42,0,0,0,0,42,5,0,0,0,0,9,7,0,0,0,0,7,8,0,0,0,0,8,25,0,0,0,0,25,555,0,3,5,3,560
POA3580,6,0,0,0,0,6,9,0,0,0,0,9,11,0,0,0,0,11,19,0,0,0,0,19,15,0,0,0,0,15,35,0,0,0,0,35,9,0,0,0,0,11,3,0,0,0,0,3,3,0,0,0,0,3,3,0,0,0,0,3,0,0,0,0,0,0,9,0,0,0,0,9,118,0,0,0,0,115
POA3581,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,10
POA3583,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,3,0,0,0,0,3,14,0,0,0,0,14,3,0,0,0,0,3,4,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,31,0,0,0,0,26
POA3584,9,0,0,0,0,9,7,0,0,0,0,7,6,0,0,0,0,6,18,0,0,0,0,18,30,0,0,0,0,30,33,0,0,0,0,34,20,0,0,0,0,20,12,0,0,0,0,16,3,0,0,0,0,3,3,0,0,0,0,3,4,0,0,0,0,4,6,0,0,0,0,6,155,0,0,0,0,153
POA3585,38,3,0,0,0,42,29,0,0,0,0,35,30,0,0,0,0,29,99,3,0,0,0,105,141,5,7,0,0,151,288,8,3,0,3,306,220,5,3,0,3,226,163,0,0,0,3,167,30,0,0,0,0,29,32,0,0,0,0,32,23,0,0,0,0,19,52,4,0,0,3,56,1140,23,18,0,17,1197
POA3586,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,4,0,0,0,0,4,10,0,0,0,0,10,22,0,0,0,0,23,21,0,0,0,0,21,23,0,0,0,0,23,3,0,0,0,0,3,6,0,0,0,0,6,3,0,0,0,0,3,9,0,0,0,0,9,103,0,0,0,0,108
POA3588,6,0,0,0,0,6,10,0,0,0,0,10,3,0,0,0,0,3,6,0,0,0,0,6,13,0,0,0,0,13,12,0,0,0,0,12,6,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,5,55,0,0,0,0,53
POA3589,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,5,9,0,0,0,0,9,11,0,0,0,0,11,4,0,0,0,0,4,0,0,0,0,0,0,4,0,0,0,0,4,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,42,0,0,0,0,42
POA3590,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,4,3,0,0,0,0,3,15,0,0,0,0,15,12,0,0,0,0,12,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,8,53,0,0,0,0,53
POA3591,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,8,0,0,0,0,8,6,0,0,0,0,6,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,4,0,0,0,0,0,0,28,0,0,0,0,28
POA3594,3,0,0,0,0,3,7,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0,0,0,17,11,0,0,0,3,16,8,0,0,0,0,7,4,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,4,53,0,0,0,8,58
POA3595,12,0,0,0,0,12,13,0,0,0,0,8,12,0,0,0,0,7,15,0,0,0,0,13,9,0,0,0,0,9,10,0,0,0,0,10,7,0,0,0,0,7,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,76,0,0,0,0,78
POA3596,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,11
POA3597,3,0,0,0,0,4,0,0,0,0,0,0,3,0,0,0,0,3,4,0,0,0,0,4,8,0,0,0,0,8,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,0,0,0,0,28
POA3599,0,0,0,0,0,0,4,0,0,0,0,4,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3
POA3607,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,3,0,0,0,0,3,3,0,0,0,0,3,5,0,0,0,0,5,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,18,0,0,0,0,18
POA3608,8,0,0,0,0,8,16,0,0,0,0,12,9,0,0,0,0,9,19,0,0,0,0,21,23,0,0,0,0,23,56,0,0,0,0,56,49,0,0,0,0,47,33,0,0,0,0,33,9,0,0,0,0,13,8,0,0,0,0,8,7,0,0,0,0,7,21,0,0,0,0,24,254,0,3,0,0,266
POA3610,9,0,0,0,0,11,15,0,0,0,0,15,3,0,0,0,0,3,16,0,0,0,0,16,20,0,0,0,0,20,43,0,0,0,0,43,37,0,0,0,0,40,19,0,0,0,0,19,3,0,0,0,0,3,3,0,0,0,0,3,3,0,0,0,0,3,8,0,0,0,0,8,176,0,0,0,3,177
POA3612,19,0,0,0,0,19,13,0,0,0,0,13,11,0,0,0,0,11,26,0,0,0,0,26,34,0,0,0,0,34,55,0,0,0,0,55,34,0,0,0,0,34,13,0,0,0,0,13,4,0,0,0,0,4,3,0,0,0,0,3,0,0,0,0,0,3,17,0,0,0,0,17,230,0,0,0,0,226
POA3614,9,0,0,0,0,9,3,0,0,0,0,3,3,0,0,0,0,3,8,0,0,0,0,8,3,0,0,0,0,3,33,0,0,0,0,33,28,0,0,0,0,28,36,0,0,0,0,36,8,0,0,0,0,8,9,0,0,0,0,9,9,0,0,0,0,9,9,0,0,0,0,9,151,0,0,0,0,151
POA3616,27,0,0,0,0,27,13,0,0,0,0,13,12,0,0,0,0,17,37,3,0,0,0,42,68,5,0,0,0,68,157,3,0,3,0,163,148,0,0,0,0,148,108,0,0,0,0,108,21,0,0,0,0,21,21,0,0,0,0,23,13,0,0,0,0,8,31,0,0,0,0,31,651,8,0,3,0,665
POA3617,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,3,0,0,0,0,3,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,0,0,0,0,24
POA3618,4,0,0,0,0,4,4,0,0,0,0,4,8,0,0,0,0,8,10,0,0,0,0,10,18,0,0,0,0,18,17,0,0,0,0,17,16,0,0,0,0,16,4,0,0,0,0,4,5,0,0,0,0,5,5,0,0,0,0,5,3,0,0,0,0,3,9,0,0,0,0,9,103,0,0,0,0,103
POA3620,51,0,0,0,0,51,24,0,0,0,0,24,32,0,0,0,0,32,60,0,4,0,0,63,114,0,3,0,0,120,251,0,0,0,0,258,187,0,0,0,0,190,126,0,0,0,0,126,30,0,0,0,0,30,30,0,0,0,0,30,19,0,0,0,0,19,40,0,0,0,0,38,963,4,11,0,3,978
POA3621,21,0,0,0,0,21,11,0,0,0,0,11,14,0,0,0,0,14,42,0,0,0,0,42,35,0,0,0,0,37,93,0,0,0,0,93,54,0,0,0,0,56,30,0,0,0,0,30,5,0,0,0,0,5,7,0,0,0,0,7,12,0,0,0,0,11,23,0,0,0,0,23,343,0,3,0,3,354
POA3622,7,0,0,0,0,7,3,0,0,0,0,3,0,0,0,0,0,0,3,0,0,0,0,3,5,0,0,0,0,5,21,0,0,0,0,21,15,0,0,0,0,15,13,0,0,0,0,13,0,0,0,0,0,0,4,0,0,0,0,4,0,0,0,0,0,0,7,0,0,0,0,7,75,0,0,0,0,75
POA3623,15,0,0,0,0,15,3,0,0,0,0,3,4,0,0,0,0,4,21,0,0,0,0,19,15,0,0,0,0,15,28,0,0,0,0,28,13,0,0,0,0,13,12,0,0,0,0,12,0,0,0,0,0,0,8,0,0,0,0,8,3,0,0,0,0,3,4,0,0,0,0,4,119,0,0,3,0,122
POA3624,11,0,0,0,0,11,3,0,0,0,0,3,4,0,0,0,0,4,3,0,0,0,0,3,7,0,0,0,0,7,12,0,0,0,0,12,9,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,4,0,0,0,0,4,5,0,0,0,0,5,66,0,0,0,0,66
POA3629,37,0,0,0,0,41,30,6,0,0,0,40,47,0,0,0,0,45,90,4,0,0,0,93,141,7,0,0,0,146,340,5,0,0,0,349,220,3,0,0,0,218,91,0,0,0,0,91,36,0,0,0,0,36,10,0,0,0,0,10,14,0,0,0,0,14,48,0,0,0,0,53,1110,25,0,0,3,1137
POA3630,134,6,0,0,0,142,78,7,0,0,0,87,81,3,0,0,0,84,217,17,0,0,0,234,341,17,0,0,0,362,925,24,0,0,0,951,617,15,0,0,0,636,379,8,0,0,0,390,89,0,0,0,0,85,57,4,0,0,0,62,36,0,0,0,0,36,130,9,0,3,0,143,3082,120,0,4,0,3210
POA3631,72,0,0,0,0,78,29,0,0,0,0,25,27,0,0,0,0,27,67,0,0,0,0,67,97,0,0,0,0,101,270,3,0,0,0,271,387,3,0,0,0,393,351,3,0,0,0,359,105,0,0,0,0,107,68,0,0,0,0,68,44,0,0,0,0,44,75,0,0,0,0,82,1594,18,0,3,6,1619
POA3633,3,0,0,0,0,3,3,0,0,0,0,3,0,0,0,0,0,0,5,0,0,0,0,5,7,0,0,0,0,7,16,0,0,0,0,16,15,0,0,0,0,15,16,0,0,0,0,16,9,0,0,0,0,9,3,0,0,0,0,5,0,0,0,0,0,0,6,0,0,0,0,6,84,0,0,0,0,85
POA3634,8,0,0,0,0,8,9,0,0,0,0,9,6,0,0,0,0,6,11,0,0,0,0,11,26,0,0,0,0,26,83,0,0,0,0,83,59,0,0,0,0,59,40,0,0,0,0,40,8,0,0,0,0,8,4,0,0,0,0,4,7,0,0,0,0,7,19,0,0,0,0,19,285,0,0,0,0,285
POA3635,12,0,0,0,0,12,3,0,0,0,0,3,3,0,0,0,0,6,3,0,0,0,0,3,10,0,0,0,0,12,16,0,0,0,0,16,15,0,0,0,0,16,6,0,0,0,0,6,3,0,0,0,0,3,0,0,0,0,0,0,3,0,0,0,0,3,5,0,0,0,0,11,85,0,0,0,3,87
