POA_CODE_2016,P_PGrad_Deg_35_44,P_PGrad_Deg_45_54,P_PGrad_Deg_55_64,P_PGrad_Deg_65_74,P_PGrad_Deg_75_84,P_PGrad_Deg_85ov,P_PGrad_Deg_Total,P_GradDip_and_GradCert_15_24,P_GradDip_and_GradCert_25_34,P_GradDip_and_GradCert_35_44,P_GradDip_and_GradCert_45_54,P_GradDip_and_GradCert_55_64,P_GradDip_and_GradCert_65_74,P_GradDip_and_GradCert_75_84,P_GradDip_and_GradCert_85ov,P_GradDip_and_GradCert_Total,P_BachDeg_15_24,P_BachDeg_25_34,P_BachDeg_35_44,P_BachDeg_45_54,P_BachDeg_55_64,P_BachDeg_65_74,P_BachDeg_75_84,P_BachDeg_85ov,P_BachDeg_Total,P_AdvDip_and_Dip_15_24,P_AdvDip_and_Dip_25_34,P_AdvDip_and_Dip_35_44,P_AdvDip_and_Dip_45_54,P_AdvDip_and_Dip_55_64,P_AdvDip_and_Dip_65_74,P_AdvDip_and_Dip_75_84,P_AdvDip_and_Dip_85ov,P_AdvDip_and_Dip_Total,P_Cert_III_IV_15_24,P_Cert_III_IV_25_34,P_Cert_III_IV_35_44,P_Cert_III_IV_45_54,P_Cert_III_IV_55_64,P_Cert_III_IV_65_74,P_Cert_III_IV_75_84,P_Cert_III_IV_85ov,P_Cert_III_IV_Total,P_Cert_I_II_15_24,P_Cert_I_II_25_34,P_Cert_I_II_35_44,P_Cert_I_II_45_54,P_Cert_I_II_55_64,P_Cert_I_II_65_74,P_Cert_I_II_75_84,P_Cert_I_II_85ov,P_Cert_I_II_Total,P_Cert_Levl_nfd_15_24,P_Cert_Levl_nfd_25_34,P_Cert_Levl_nfd_35_44,P_Cert_Levl_nfd_45_54,P_Cert_Levl_nfd_55_64,P_Cert_Levl_nfd_65_74,P_Cert_Levl_nfd_75_84,P_Cert_Levl_nfd_85ov,P_Cert_Levl_nfd_Total,P_Cert_Lev_Tot_15_24,P_Cert_Lev_Tot_25_34,P_Cert_Lev_Tot_35_44,P_Cert_Lev_Tot_45_54,P_Cert_Lev_Tot_55_64,P_Cert_Lev_Tot_65_74,P_Cert_Lev_Tot_75_84,P_Cert_Lev_Tot_85ov,P_Cert_Lev_Tot_Total,P_Lev_Edu_IDes_15_24,P_Lev_Edu_IDes_25_34,P_Lev_Edu_IDes_35_44,P_Lev_Edu_IDes_45_54,P_Lev_Edu_IDes_55_64,P_Lev_Edu_IDes_65_74,P_Lev_Edu_IDes_75_84,P_Lev_Edu_IDes_85ov,P_Lev_Edu_IDes_Total,P_Lev_Edu_NS_15_24,P_Lev_Edu_NS_25_34,P_Lev_Edu_NS_35_44,P_Lev_Edu_NS_45_54,P_Lev_Edu_NS_55_64,P_Lev_Edu_NS_65_74,P_Lev_Edu_NS_75_84,P_Lev_Edu_NS_85ov,P_Lev_Edu_NS_Total,P_Tot_15_24,P_Tot_25_34,P_Tot_35_44,P_Tot_45_54,P_Tot_55_64,P_Tot_65_74,P_Tot_75_84,P_Tot_85ov,P_Tot_Total
POA3058,783,432,203,61,5,6,2370,16,271,345,280,175,40,6,0,1140,574,2295,1761,921,449,156,41,12,6204,217,743,594,422,274,103,26,18,2403,321,643,544,508,394,192,91,42,2736,45,42,26,33,12,11,3,0,177,24,52,81,74,57,29,10,8,338,391,746,659,617,458,231,106,53,3258,22,50,30,29,21,17,4,8,172,285,439,348,271,259,215,210,160,2188,1555,5357,4517,2976,1853,827,399,249,17732
POA3059,110,68,42,9,0,0,373,7,51,34,41,25,14,0,0,170,222,557,402,324,202,54,10,3,1764,128,273,288,276,162,63,5,0,1200,212,381,350,433,346,132,40,6,1897,16,26,30,31,11,5,0,0,121,21,45,46,64,52,19,5,0,249,246,456,422,532,408,156,46,9,2271,11,25,9,27,20,11,5,0,92,128,118,88,119,107,80,31,5,676,758,1586,1350,1395,974,380,99,19,6556
POA3060,224,84,32,12,0,3,642,5,41,50,33,18,5,0,0,155,151,620,419,134,88,25,10,0,1441,83,259,207,129,58,17,11,0,762,95,247,224,199,163,73,68,24,1092,18,15,11,11,8,0,0,0,71,18,34,36,39,15,6,3,3,162,131,297,275,247,187,79,77,26,1322,7,21,19,8,13,9,5,0,79,120,199,154,110,104,133,197,153,1169,519,1717,1342,736,501,268,299,183,5569
POA3061,26,16,4,4,0,0,81,0,8,3,5,3,3,0,0,16,28,110,42,28,21,11,3,0,250,37,73,62,41,22,10,4,0,252,74,120,71,72,43,47,16,0,448,10,9,8,8,0,0,0,0,29,15,22,11,14,3,11,0,0,63,92,150,87,87,54,58,16,4,543,0,7,3,5,8,9,0,0,24,65,48,47,77,45,54,32,10,376,233,434,268,253,145,149,52,14,1544
POA3062,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
POA3063,4,3,0,0,0,0,10,0,3,0,0,0,0,0,0,5,3,6,13,8,15,3,0,0,42,3,3,20,10,0,6,0,0,42,5,7,29,32,8,13,5,0,96,0,0,0,0,0,0,0,0,0,0,3,3,4,6,0,0,0,19,8,11,34,37,13,13,4,0,120,0,0,4,3,0,0,0,0,3,3,4,5,4,3,6,4,4,41,15,31,75,64,36,28,11,4,267
POA3064,887,277,102,45,6,3,2420,43,230,233,130,61,13,3,0,702,623,2516,1911,880,409,134,24,10,6514,552,1860,1456,967,419,111,36,12,5416,1035,2167,1764,1693,874,307,92,9,7936,143,140,134,114,54,15,0,0,596,120,214,219,222,107,39,18,4,934,1287,2520,2120,2029,1031,355,112,18,9466,42,166,112,72,44,23,10,4,469,768,922,725,627,459,296,130,51,3982,3386,9268,7433,4979,2525,979,321,95,28979
POA3065,292,205,136,85,25,0,1224,4,120,79,49,54,17,7,0,336,248,1214,504,279,199,101,48,15,2616,42,204,145,101,60,50,24,11,637,68,185,111,75,52,15,12,0,532,12,17,13,9,6,0,0,0,57,6,29,18,15,18,0,5,3,100,89,233,143,97,79,21,16,3,684,5,13,10,10,7,4,3,0,55,193,457,237,192,137,92,51,33,1397,607,2701,1417,940,670,376,177,63,6944
POA3066,225,110,54,21,0,0,831,8,122,68,32,26,8,0,0,267,215,1142,439,176,107,50,10,8,2149,55,232,121,89,51,29,6,4,584,68,228,116,65,51,17,6,5,554,15,15,9,11,7,0,0,0,54,13,27,23,12,11,0,0,0,81,93,264,145,88,64,19,6,5,690,5,15,10,3,3,3,4,0,37,142,348,167,142,128,63,57,28,1071,533,2528,1171,644,437,193,91,47,5635
POA3067,217,101,70,39,7,5,927,3,132,57,45,48,23,3,0,321,222,1385,436,196,120,79,19,8,2457,74,288,112,72,66,38,9,3,659,64,183,99,67,37,23,9,9,493,12,10,5,3,3,0,0,3,35,10,19,12,10,9,6,0,3,71,89,206,115,87,52,30,13,12,601,7,13,16,8,3,6,0,5,50,106,292,132,88,70,48,29,13,784,525,2782,1090,594,434,262,75,43,5807
POA3068,623,475,400,240,50,3,2474,8,220,227,183,190,90,14,4,937,336,1976,1230,697,499,290,98,11,5139,77,304,197,198,137,120,28,17,1081,87,279,184,152,98,64,39,10,913,18,19,12,3,7,3,3,0,64,17,41,23,27,18,27,4,0,148,120,335,216,187,119,96,46,12,1128,3,19,21,12,17,18,13,3,109,152,363,291,196,174,158,98,31,1473,723,3885,2816,1942,1540,1009,344,86,12345
POA3070,683,623,338,127,26,8,2564,9,256,296,303,217,61,6,3,1158,399,2060,1588,1043,503,209,50,31,5880,118,445,355,346,187,80,27,16,1578,165,404,282,262,189,91,76,22,1502,21,25,18,14,10,4,0,0,91,16,33,44,39,32,19,7,3,202,201,469,352,323,226,114,86,29,1796,6,25,29,22,18,11,4,3,124,180,374,304,230,183,142,143,88,1651,940,4363,3619,2885,1674,748,344,174,14750
POA3071,479,275,140,37,9,0,1477,8,165,253,200,103,38,3,0,764,332,1449,1193,597,267,92,20,8,3959,103,355,372,280,160,49,14,3,1342,168,381,288,258,157,81,57,18,1405,21,25,20,16,11,10,0,0,93,9,45,40,42,37,20,9,3,195,202,458,346,310,201,100,61,22,1693,9,25,25,15,5,11,4,4,90,151,329,251,171,125,118,114,94,1347,837,3275,2916,1845,995,441,231,133,10673
POA3072,655,342,155,32,10,0,2032,16,216,282,245,113,38,5,3,922,508,2089,1647,840,390,146,43,5,5668,211,710,631,503,250,94,36,7,2432,301,657,558,532,383,175,99,39,2743,36,47,46,42,28,10,3,0,213,26,57,68,72,48,20,13,4,314,365,762,675,651,458,212,114,39,3273,23,48,48,36,18,12,3,5,195,325,553,468,399,305,268,241,152,2711,1507,5159,4399,3004,1689,798,452,222,17239
POA3073,729,226,120,34,8,0,2347,25,273,266,173,103,29,4,0,877,584,2696,1720,749,390,145,59,18,6351,302,1220,923,623,361,124,51,27,3627,499,1122,998,941,656,425,227,113,4988,77,66,72,56,42,18,0,3,328,51,101,119,148,96,61,23,10,612,624,1292,1187,1144,796,506,254,124,5924,21,75,52,43,39,31,11,9,280,533,816,568,591,504,534,580,429,4546,2141,7549,5437,3547,2306,1394,964,609,23951
POA3074,129,47,22,12,3,0,501,10,44,41,21,16,0,0,0,129,210,677,329,139,125,37,16,3,1538,134,436,269,171,109,37,26,3,1185,250,469,356,355,257,176,77,17,1940,31,33,27,33,23,7,6,0,164,27,63,55,58,53,19,4,3,280,309,566,441,444,329,205,86,18,2388,6,32,22,15,23,12,8,0,112,213,267,178,169,219,261,159,46,1528,907,2294,1407,1000,842,568,294,73,7379
POA3075,161,52,21,9,0,0,550,9,79,51,28,12,7,0,0,185,170,707,445,229,114,61,13,4,1739,146,516,349,211,112,51,20,3,1405,251,547,472,361,271,181,74,19,2181,37,32,37,23,16,3,0,0,148,37,73,51,54,42,19,3,4,278,319,650,569,435,333,208,80,21,2611,13,41,42,20,26,10,7,4,160,222,298,237,191,223,238,197,58,1671,893,2566,1860,1171,834,586,317,91,8318
POA3076,397,115,43,21,5,0,1082,11,112,108,55,37,9,0,0,335,315,1240,877,377,197,93,24,9,3143,225,840,632,382,213,98,25,4,2429,409,907,770,698,478,209,84,27,3581,56,65,68,41,26,10,3,0,274,38,91,92,101,61,34,10,3,435,503,1062,936,837,565,252,102,31,4294,21,68,49,34,20,13,9,6,223,300,416,330,292,275,190,91,59,1954,1404,4218,3335,2094,1359,679,258,109,13462
POA3078,288,283,202,83,14,0,1154,3,101,124,142,131,42,3,0,548,210,855,602,539,282,136,33,14,2664,65,204,170,148,138,55,17,8,799,100,188,142,142,112,53,26,14,775,16,13,6,10,4,0,0,0,50,9,20,24,26,24,12,4,3,119,123,222,171,176,135,64,33,17,940,4,12,10,16,8,3,3,0,65,103,166,126,109,73,74,60,41,750,522,1821,1490,1414,974,454,171,75,6920
POA3079,406,355,296,160,56,10,1662,3,105,115,164,156,78,16,3,651,236,822,803,766,574,301,104,37,3637,51,181,194,271,208,147,62,28,1144,99,178,122,180,184,115,44,25,955,17,10,11,11,11,10,3,0,70,9,24,27,53,39,37,17,5,210,126,210,158,241,237,159,61,31,1232,6,17,22,25,21,24,5,4,117,108,102,130,128,117,116,86,89,885,560,1777,1834,1958,1615,992,398,197,9338
POA3081,166,86,64,36,4,0,667,5,87,78,64,46,20,3,0,304,147,728,483,227,134,83,19,8,1833,85,253,208,167,121,66,19,9,931,147,345,229,247,201,89,55,24,1331,15,19,23,9,16,3,0,0,85,13,26,26,34,18,21,5,3,152,177,387,283,296,234,107,59,28,1567,9,15,13,19,9,9,0,3,75,196,246,196,201,187,143,109,76,1347,642,2001,1420,1059,801,455,212,123,6715
POA3082,221,129,84,28,9,0,827,24,88,80,79,64,17,0,3,348,389,1137,714,514,409,160,31,6,3360,233,548,488,515,352,133,40,13,2320,433,795,603,866,723,250,91,33,3802,47,39,40,56,43,5,3,0,233,39,78,72,113,97,40,9,4,454,520,905,718,1037,865,299,106,41,4488,13,29,32,28,38,21,10,0,176,265,269,234,266,287,203,134,41,1703,1466,3304,2498,2573,2088,857,333,108,13229
POA3083,420,210,138,39,16,0,1815,21,139,115,102,75,41,10,0,499,759,1682,954,567,373,201,64,14,4615,339,609,481,444,279,189,70,20,2435,342,544,526,610,444,350,191,45,3046,43,31,30,38,20,4,6,0,178,31,48,86,71,73,40,22,11,376,416,623,642,724,538,391,219,50,3604,36,66,30,35,38,23,16,3,251,386,389,214,220,227,289,275,204,2201,2032,4423,2862,2296,1663,1182,666,291,15413
POA3084,557,443,333,217,57,9,2069,8,118,243,250,203,96,24,3,942,367,1166,1327,938,731,395,168,57,5152,104,300,358,357,311,271,118,58,1885,182,288,333,445,314,244,204,83,2087,22,18,24,20,18,15,0,3,115,12,30,57,68,66,50,33,16,331,217,338,409,535,397,311,238,95,2539,0,14,27,28,21,36,29,12,167,125,175,155,157,169,219,223,193,1417,845,2543,3081,2701,2162,1545,864,427,14166
POA3085,262,166,100,57,8,6,812,8,86,113,93,72,30,3,4,410,163,631,652,412,258,120,60,18,2321,67,185,312,249,189,95,48,19,1171,163,294,264,270,213,146,84,35,1468,19,17,18,10,14,10,3,4,91,16,16,28,38,27,29,14,3,166,191,324,309,316,249,182,100,44,1722,5,13,9,13,9,7,12,3,80,84,91,106,100,82,98,122,167,849,538,1522,1760,1359,969,594,355,268,7362
POA3086,17,0,0,0,0,0,37,4,0,0,0,0,0,0,0,4,29,29,4,0,0,0,0,0,67,25,0,0,0,0,0,0,0,26,47,0,0,0,0,0,0,0,46,19,0,0,0,0,0,0,0,19,10,0,0,0,0,0,0,0,10,78,0,0,0,0,0,0,0,80,4,0,0,0,0,0,0,0,4,73,7,8,0,0,0,0,0,91,216,60,28,4,0,0,0,0,306
POA3087,118,55,37,14,10,0,351,4,40,71,28,33,11,0,0,192,76,372,373,179,129,61,17,3,1197,44,172,192,137,117,66,30,10,756,104,246,254,222,156,139,93,21,1229,13,8,19,7,7,3,3,0,59,10,16,26,22,31,12,9,3,120,129,273,294,248,192,147,102,19,1406,0,4,15,9,5,9,8,0,50,39,45,62,63,64,65,82,32,464,303,1001,1122,721,589,373,255,62,4421
POA3088,352,208,163,74,19,4,1127,8,114,222,172,157,66,14,3,748,256,1025,1116,653,536,272,71,22,3949,155,371,507,485,454,261,97,26,2360,287,667,638,646,597,408,187,59,3493,30,24,25,30,26,22,9,0,172,28,42,60,90,97,73,25,5,425,357,738,723,767,729,500,221,67,4091,5,17,27,20,25,25,18,12,148,107,149,169,188,192,242,177,78,1316,900,2696,3117,2498,2258,1449,610,207,13738
POA3089,107,89,59,27,3,0,364,7,43,82,91,77,27,7,0,331,128,342,411,315,213,86,24,9,1525,75,172,214,272,205,72,23,3,1034,189,350,339,434,316,148,64,7,1838,18,12,16,16,8,8,0,0,75,17,18,27,39,28,31,3,0,156,227,376,372,487,352,178,68,7,2068,5,3,6,21,9,14,8,3,71,76,64,71,88,54,69,38,23,471,518,1070,1265,1361,966,476,162,42,5860
POA3090,21,17,16,6,0,0,64,0,3,6,16,14,0,0,0,51,28,51,71,66,38,20,4,0,281,19,24,34,53,32,19,3,0,188,29,33,52,121,58,37,8,3,341,3,3,3,0,3,0,0,0,14,0,0,8,8,3,4,0,0,30,33,43,62,126,65,42,11,3,390,0,0,9,3,0,3,0,0,13,22,11,15,19,13,26,9,0,124,103,141,221,303,176,112,30,5,1110
POA3091,6,15,17,5,0,0,52,0,3,3,6,11,0,0,0,31,16,15,33,35,28,15,6,0,158,17,19,20,39,20,29,5,0,148,23,26,36,78,44,23,8,8,257,0,0,0,3,3,5,0,0,8,3,0,5,3,5,7,0,0,22,29,28,39,85,55,36,8,8,291,0,0,0,0,0,0,0,0,9,21,14,13,20,18,24,9,3,125,82,96,120,206,152,107,34,11,808
POA3093,43,35,45,35,9,3,219,0,18,22,37,25,19,0,0,126,38,150,175,110,90,56,20,7,654,19,45,63,63,75,59,34,7,358,38,81,71,94,61,55,35,9,445,0,5,0,3,4,3,0,0,23,4,3,10,12,14,12,6,8,76,40,89,83,110,82,72,42,20,543,0,0,3,0,3,9,5,0,19,14,22,26,25,28,34,27,19,188,119,361,414,381,348,278,135,57,2107
POA3094,167,93,78,44,3,3,461,3,45,100,75,66,30,3,0,329,62,338,442,245,214,142,44,10,1502,37,121,172,136,149,111,36,4,769,93,220,197,236,214,150,64,18,1189,17,7,9,13,12,14,0,0,61,7,15,17,19,23,28,6,3,129,117,242,220,263,247,196,71,17,1377,3,10,12,10,10,3,9,0,60,36,51,50,63,63,71,37,21,400,261,879,1170,900,826,604,208,55,4900
POA3095,414,381,289,169,36,6,1504,15,89,225,245,283,115,22,0,994,297,779,1220,1025,879,423,118,22,4756,158,280,447,565,541,355,90,17,2446,307,397,518,783,641,355,133,30,3169,37,12,27,38,35,7,0,0,157,24,33,69,88,105,84,22,4,421,372,447,611,911,781,447,149,35,3743,4,24,22,38,34,31,16,3,165,143,111,137,198,193,197,104,77,1167,1006,1911,3067,3369,2999,1726,537,154,14774
POA3096,13,16,13,4,0,0,51,0,12,8,10,8,4,0,0,51,17,33,51,48,40,28,9,9,233,13,39,22,40,29,21,6,0,175,33,52,52,74,51,32,15,7,316,0,3,4,3,0,0,0,0,16,0,3,0,8,10,5,4,0,31,36,60,62,82,62,36,23,6,364,0,3,0,0,0,0,0,0,8,22,10,11,18,14,14,8,5,98,84,157,168,217,172,117,44,17,971
POA3097,19,27,18,16,4,0,97,0,0,8,10,16,6,0,0,46,12,28,57,61,46,27,8,3,243,4,4,27,33,24,28,4,0,132,19,21,31,43,20,24,0,0,155,0,0,0,0,3,0,0,0,4,3,0,0,7,0,3,0,0,13,20,21,29,50,27,29,4,0,177,0,0,0,0,3,0,0,0,3,23,5,9,22,26,17,5,0,106,58,75,148,205,150,127,28,7,801
POA3099,38,34,40,22,14,0,167,0,22,37,35,59,18,6,0,168,25,98,166,138,136,53,22,5,635,22,41,81,106,97,61,13,5,428,71,111,163,178,164,74,25,8,795,10,4,3,13,8,3,0,0,34,5,12,16,21,10,11,3,0,77,84,129,179,202,184,87,25,8,903,0,0,0,3,7,3,0,0,17,32,19,49,45,54,43,21,7,270,168,320,546,565,579,293,97,27,2600
POA3101,530,612,449,286,120,35,2605,9,139,179,215,202,87,16,10,855,509,1450,1182,1206,939,603,263,118,6264,114,242,257,342,288,263,145,57,1712,141,266,149,208,154,99,65,31,1118,17,15,7,16,19,12,4,3,92,17,22,31,45,45,37,17,18,246,171,306,194,275,222,154,94,53,1459,8,26,36,30,30,37,18,24,202,166,253,205,250,283,229,145,121,1660,1028,2942,2580,2931,2412,1657,801,423,14767
POA3102,139,143,97,70,20,3,608,0,25,66,80,54,18,3,0,254,121,275,342,367,210,132,51,19,1528,25,52,78,108,69,65,22,9,432,26,58,44,92,49,33,18,10,339,4,3,3,7,3,0,3,0,29,3,5,11,18,7,12,8,3,67,38,66,60,125,62,48,26,15,442,0,5,3,8,9,4,3,7,52,50,48,44,68,42,39,32,22,347,243,588,741,910,544,383,165,75,3650
POA3103,296,360,256,132,40,22,1411,3,40,62,139,111,64,28,9,445,309,653,674,784,569,354,189,81,3622,64,139,154,245,259,202,108,92,1258,79,106,83,152,103,87,48,34,691,15,8,10,10,14,9,3,0,59,9,4,16,34,28,33,26,16,159,97,119,102,194,138,123,77,53,910,3,8,16,27,27,24,24,12,137,97,79,75,103,115,122,109,74,773,595,1325,1382,1847,1479,1021,577,341,8558
POA3104,363,433,304,148,38,21,1595,3,51,116,169,150,85,19,11,605,395,761,893,1179,723,366,176,67,4560,59,129,211,392,289,232,112,72,1494,101,132,126,226,184,105,73,56,993,13,9,9,26,16,4,5,0,81,16,15,24,63,53,41,21,15,241,126,152,164,315,246,147,108,71,1317,9,21,27,43,29,31,15,8,178,129,64,120,169,120,113,123,102,942,769,1418,1892,2699,1858,1125,587,343,10692
POA3105,168,141,90,43,16,0,607,0,30,47,66,34,30,11,0,209,136,463,469,367,228,120,54,7,1847,45,127,167,207,114,85,54,8,803,58,122,123,192,132,117,114,51,919,6,7,6,17,19,3,0,0,63,4,13,14,28,30,12,14,6,131,71,147,147,242,178,136,134,60,1112,10,11,6,14,16,12,15,3,85,57,79,91,89,69,122,147,46,704,330,997,1083,1128,718,553,422,126,5366
POA3106,244,212,194,119,41,7,1096,3,48,60,103,117,56,9,3,401,251,658,619,632,584,331,119,35,3228,72,145,177,272,263,208,82,24,1258,94,159,170,276,232,213,120,27,1296,14,12,18,12,11,6,3,0,78,15,11,19,58,55,52,21,14,249,115,185,211,345,295,277,147,44,1617,4,16,16,20,45,35,17,4,163,103,88,91,146,135,174,129,117,983,576,1403,1427,1733,1632,1194,546,230,8743
POA3107,251,130,110,81,25,3,817,3,36,80,90,58,39,16,3,333,170,526,654,507,279,213,107,23,2492,53,138,198,263,170,178,111,28,1135,70,144,177,240,165,165,146,24,1123,7,6,13,9,14,9,8,0,71,11,18,36,50,20,49,26,13,225,92,160,222,299,198,220,179,44,1422,6,8,10,19,15,24,15,8,107,68,56,79,108,94,147,165,135,849,409,1124,1495,1419,926,906,630,252,7150
POA3108,364,253,193,109,47,4,1538,8,75,99,113,88,55,31,8,462,346,1164,845,675,466,298,181,42,4018,137,314,267,303,258,197,180,65,1722,140,229,215,297,187,193,184,56,1494,18,10,8,21,13,10,3,0,88,16,28,35,63,60,47,30,15,302,176,264,258,386,260,247,218,69,1879,3,39,25,33,30,38,24,11,193,122,199,100,149,151,195,237,162,1305,838,2571,1962,1913,1444,1135,914,355,11121
POA3109,631,345,257,111,35,7,1930,13,80,121,139,121,79,19,9,583,419,1386,1313,955,684,382,173,42,5356,128,319,396,526,417,353,177,49,2365,149,260,314,454,335,294,216,61,2076,22,14,16,22,28,10,7,3,123,17,31,53,93,82,78,42,23,418,183,308,379,577,439,377,260,87,2616,7,26,41,40,42,36,26,8,221,120,131,142,126,195,228,266,175,1386,905,2766,3021,2712,2156,1567,947,381,14450
POA3111,166,139,101,52,21,3,641,0,44,78,76,83,31,17,3,319,164,464,524,480,355,196,74,27,2289,59,116,168,226,195,178,61,26,1027,74,121,150,255,164,145,89,29,1030,13,9,7,16,17,5,3,0,67,7,17,24,38,42,36,25,6,189,90,143,184,309,222,191,120,38,1287,3,14,8,17,8,28,10,4,93,59,75,81,80,94,102,131,146,767,390,993,1208,1324,1059,770,433,250,6427
POA3113,108,146,115,51,17,0,501,3,19,63,89,75,31,15,0,292,99,195,328,387,305,140,27,9,1490,42,64,140,199,179,98,33,12,772,84,109,155,258,161,101,49,6,921,10,9,8,9,5,8,3,0,47,3,3,13,38,16,19,3,0,102,93,120,171,304,187,130,53,8,1070,3,3,5,7,7,13,3,0,50,73,39,53,98,84,54,35,4,435,320,495,870,1236,949,516,183,31,4605
POA3114,35,52,41,20,4,0,168,0,12,19,37,29,18,4,0,124,48,73,166,206,143,57,17,3,713,26,14,42,94,65,38,24,8,317,48,33,51,114,73,47,25,3,392,3,0,0,8,4,3,0,0,17,4,3,4,17,15,12,4,0,65,54,38,58,144,89,61,24,4,474,0,4,0,7,3,0,0,0,25,26,3,11,36,28,30,13,0,149,159,154,346,577,399,224,94,19,1970
POA3115,17,35,26,12,6,0,115,3,5,9,24,19,6,0,0,70,70,63,110,127,100,43,12,0,530,33,30,44,94,80,45,11,0,341,51,53,85,152,113,45,23,3,537,7,3,6,6,3,0,0,0,25,3,3,8,9,15,11,3,0,59,59,61,100,168,131,60,24,5,618,7,0,3,3,9,3,4,0,18,43,9,19,37,34,30,21,3,192,209,187,307,484,402,203,78,14,1881
POA3116,47,38,31,21,0,0,176,6,12,46,34,39,17,7,0,161,62,266,206,169,149,98,26,6,983,61,170,179,194,150,101,30,10,891,156,389,293,334,256,172,47,17,1657,22,17,11,15,12,9,0,0,100,4,27,23,32,29,36,8,3,159,189,426,334,383,297,220,61,18,1914,0,9,0,13,12,16,5,0,53,74,57,57,70,86,86,61,29,524,395,972,866,898,757,556,196,59,4703
POA3121,670,393,232,143,32,7,2721,19,413,251,192,133,77,9,0,1104,742,4426,1723,847,511,309,68,14,8643,182,832,501,305,229,156,59,9,2266,238,776,400,284,165,99,51,14,2027,24,42,20,25,9,4,8,0,136,27,93,71,67,39,38,10,0,337,287,908,488,379,217,137,63,14,2500,12,55,29,29,23,12,6,0,160,320,932,405,319,281,226,131,58,2669,1612,8765,4072,2460,1623,1064,368,100,20061
POA3122,708,482,312,208,74,19,2979,15,247,198,173,129,86,18,7,878,740,2518,1218,867,608,396,169,55,6572,261,443,265,238,195,170,86,16,1673,214,374,170,112,107,79,37,13,1097,31,14,9,13,11,4,0,0,82,18,39,28,35,44,18,12,3,199,260,418,211,161,155,102,47,15,1379,16,45,24,18,16,22,9,3,155,338,434,238,186,137,147,108,107,1692,1708,5234,2858,2124,1552,1130,509,224,15333
POA3123,403,270,235,133,43,14,1630,9,131,130,123,93,50,17,7,568,380,1317,854,589,398,245,103,49,3944,97,240,167,160,145,132,55,34,1034,109,192,97,100,86,53,36,19,696,20,12,7,6,13,3,0,0,60,10,21,11,29,36,19,14,12,156,143,225,120,139,128,77,51,30,911,4,25,22,9,15,7,17,3,110,108,211,117,84,100,93,64,48,816,780,2658,1810,1378,1115,736,348,186,9010
POA3124,542,587,357,260,81,30,2300,13,85,149,231,211,90,28,11,813,451,1081,1035,1210,829,498,227,125,5460,102,181,223,341,319,243,157,107,1655,104,182,130,189,139,128,66,39,980,11,12,11,12,13,15,5,3,76,14,19,26,45,45,50,37,27,271,133,216,163,252,200,190,113,64,1330,10,15,24,31,25,36,24,21,195,127,131,117,168,120,164,180,185,1192,872,2108,2259,2814,2053,1487,810,545,12946
POA3125,295,166,112,50,20,3,1228,21,53,62,96,62,27,15,4,334,512,1012,530,418,241,143,81,45,2979,332,231,168,217,142,113,58,34,1290,161,120,93,173,123,91,60,46,868,30,6,8,15,3,5,7,0,72,25,20,17,32,33,20,20,10,180,208,148,120,216,158,120,94,58,1126,23,19,12,17,14,7,11,8,108,225,147,83,85,81,86,108,91,912,1363,2148,1267,1207,806,542,389,256,7977
POA3126,180,247,171,97,33,9,854,0,31,41,63,92,32,18,4,279,169,341,326,459,401,233,90,53,2071,40,50,75,114,121,120,55,24,588,31,29,30,45,58,41,24,15,271,6,0,4,5,4,0,0,0,23,5,0,8,13,15,19,9,9,77,42,35,43,68,71,62,32,25,367,3,3,11,14,14,7,5,0,59,55,33,41,52,44,73,50,36,387,321,587,711,1012,912,621,289,155,4617
POA3127,482,459,335,164,38,11,1839,9,75,167,203,202,91,37,11,801,365,870,1013,1012,755,373,144,62,4598,88,153,179,293,291,225,113,43,1387,94,151,112,197,162,111,49,29,902,17,11,10,6,11,15,3,3,78,16,18,30,40,43,41,12,17,209,127,176,151,243,221,158,63,48,1193,9,15,22,25,33,24,12,12,150,94,84,102,126,98,104,94,61,764,715,1696,2106,2363,1946,1157,501,246,10732
POA3128,385,251,152,73,24,6,1674,10,97,124,132,104,36,13,5,518,515,1384,835,652,413,198,118,36,4147,281,415,246,281,247,139,80,45,1723,179,235,157,226,199,93,66,32,1181,18,20,17,22,14,4,5,3,97,19,38,21,44,34,24,20,6,207,218,291,199,287,241,119,91,43,1486,19,30,22,19,15,13,21,8,155,266,240,131,175,146,131,146,147,1381,1364,3185,1939,1789,1315,719,493,287,11094
POA3129,369,284,152,86,35,11,1380,3,76,124,158,121,64,15,4,572,278,890,863,629,426,228,105,27,3445,98,265,264,291,241,166,79,26,1428,137,185,185,287,191,103,96,40,1226,11,14,13,12,19,7,3,0,74,9,14,28,43,46,26,11,8,191,152,213,229,345,258,142,114,54,1498,5,23,20,30,15,20,17,7,139,102,96,101,127,99,94,93,68,783,673,1966,1964,1866,1322,804,451,199,9241
