SA1_7DIGITCODE_2016,Neg_Nil_inc_cpl_fam_no_child,Neg_Nil_inc_cpl_fam_wth_chld,Neg_Nil_inc_One_parent_fam,Neg_Nil_inc_Other_fam,Neg_Nil_inc_Tot,FI_1_149_cpl_fam_no_child,FI_1_149_cpl_fam_with_child,FI_1_149_One_parent_fam,FI_1_149_Other_fam,FI_1_149_Tot,FI_150_299_cpl_fam_no_child,FI_150_299_cpl_fam_with_child,FI_150_299_One_parent_fam,FI_150_299_Other_fam,FI_150_299_Tot,FI_300_399_cpl_fam_no_child,FI_300_399_cpl_fam_with_child,FI_300_399_One_parent_fam,FI_300_399_Other_fam,FI_300_399_Tot,FI_400_499_cpl_fam_no_child,FI_400_499_cpl_fam_with_child,FI_400_499_One_parent_fam,FI_400_499_Other_fam,FI_400_499_Tot,FI_500_649_cpl_fam_no_child,FI_500_649_cpl_fam_with_child,FI_500_649_One_parent_fam,FI_500_649_Other_fam,FI_500_649_Tot,FI_650_799_cpl_fam_no_child,FI_650_799_cpl_fam_with_child,FI_650_799_One_parent_fam,FI_650_799_Other_fam,FI_650_799_Tot,FI_800_999_cpl_fam_no_child,FI_800_999_cpl_fam_wth_chld,FI_800_999_One_parent_fam,FI_800_999_Other_fam,FI_800_999_Tot,FI_1000_1249_cpl_fam_no_child,FI_1000_1249_cpl_fam_wth_chld,FI_1000_1249_One_parent_fam,FI_1000_1249_Other_fam,FI_1000_1249_Tot,FI_1250_1499_cpl_fam_no_child,FI_1250_1499_cpl_fam_wth_chld,FI_1250_1499_One_parent_fam,FI_1250_1499_Other_fam,FI_1250_1499_Tot,FI_1500_1749_cpl_fam_no_child,FI_1500_1749_cpl_fam_wth_chld,FI_1500_1749_One_parent_fam,FI_1500_1749_Other_fam,FI_1500_1749_Tot,FI_1750_1999_cpl_fam_no_child,FI_1750_1999_cpl_fam_wth_chld,FI_1750_1999_One_parent_fam,FI_1750_1999_Other_fam,FI_1750_1999_Tot,FI_2000_2499_cpl_fam_no_child,FI_2000_2499_cpl_fam_wth_chld,FI_2000_2499_One_parent_fam,FI_2000_2499_Other_fam,FI_2000_2499_Tot,FI_2500_2999_cpl_fam_no_child,FI_2500_2999_cpl_fam_wth_chld,FI_2500_2999_One_parent_fam,FI_2500_2999_Other_fam,FI_2500_2999_Tot,FI_3000_3499_cpl_fam_no_child,FI_3000_3499_cpl_fam_wth_chld,FI_3000_3499_One_parent_fam,FI_3000_3499_Other_fam,FI_3000_3499_Tot,FI_3500_3999_cpl_fam_no_child,FI_3500_3999_cpl_fam_wth_chld,FI_3500_3999_One_parent_fam,FI_3500_3999_Other_fam,FI_3500_3999_Tot,FI_4000_more_cpl_fam_no_child,FI_4000_more_cpl_fam_wth_chld,FI_4000_more_One_parent_fam,FI_4000_more_Other_fam,FI_4000_more_Tot,Prt_inc_std_cpl_fam_no_child,Part_inc_std_cpl_fam_wth_chld,Part_inc_statd_One_parent_fam,Partial_income_statd_Othr_fam,Partial_income_stated_Tot,All_inc_ns_cpl_fam_no_child,All_inc_ns_cpl_fam_wth_chld,All_incomes_ns_One_parent_fam,All_incomes_ns_Other_fam,All_incomes_ns_Tot,Tot_cpl_fam_no_child,Tot_cpl_fam_wth_chld,Tot_One_parent_fam,Tot_Other_fam,Tot_Tot
2100232,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,6,4,4,0,0,3,4,0,0,0,4,0,3,0,0,8,0,3,0,0,5,0,3,0,0,7,0,3,0,0,3,3,0,0,0,3,0,5,0,0,5,0,4,0,0,7,0,0,0,0,0,0,3,0,0,3,4,0,0,0,8,0,0,0,0,0,27,26,3,3,57
2100233,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,5,0,4,3,0,3,0,4,3,4,4,0,9,4,4,0,0,8,4,5,0,0,8,3,0,3,0,5,0,0,0,0,0,0,8,0,0,12,4,3,0,0,9,0,3,0,0,3,0,0,0,0,0,0,6,0,0,3,0,9,0,0,12,0,0,0,0,0,27,44,11,0,83
2100234,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,3,0,0,0,6,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,4,0,0,0,4,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,12,10,5,0,29
2100301,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,3,0,0,0,0,7,0,0,3,0,3,3,3,0,0,8,0,3,0,0,3,3,0,0,0,3,3,3,0,0,10,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,3,0,0,0,3,0,0,0,0,3,0,0,0,0,0,23,13,10,0,50
2100302,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,5,0,0,0,0,4,0,3,0,0,6,4,0,0,0,5,3,0,4,0,6,6,3,0,0,9,0,0,5,0,3,0,0,0,0,3,4,0,0,0,9,5,0,0,0,11,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,5,0,0,0,0,0,28,23,18,0,75
2100303,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,4,0,0,0,0,3,4,0,3,0,3,3,0,3,0,6,3,3,0,0,8,3,0,0,0,9,3,0,0,0,0,7,3,0,0,9,0,5,0,0,5,0,3,0,0,4,0,3,0,0,4,0,0,0,0,0,8,0,0,0,8,3,0,0,0,3,33,20,10,4,64
2100304,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,4,0,0,5,0,10,4,3,4,0,10,4,3,4,0,9,3,3,0,0,7,0,3,0,0,4,4,3,0,0,4,3,9,0,0,11,0,0,0,0,0,0,3,0,0,3,0,0,0,0,3,0,0,0,0,3,0,6,3,0,8,3,0,0,0,3,26,32,30,0,87
2100305,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,6,0,3,0,11,8,3,5,0,11,7,0,3,0,13,4,4,5,0,14,7,7,0,0,14,5,10,0,0,10,3,5,4,0,8,12,3,3,0,20,4,9,0,0,9,0,4,0,0,3,0,0,0,0,0,0,0,3,0,3,3,9,8,0,23,0,0,0,0,3,59,56,38,0,156
2100306,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,8,4,0,0,0,4,3,0,3,0,4,3,0,0,0,8,5,6,0,0,8,3,4,0,0,10,0,4,0,0,3,0,0,0,0,3,0,4,0,0,4,0,0,0,0,0,0,3,0,0,0,0,0,0,0,3,0,0,0,0,0,27,24,6,3,57
2100307,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,3,3,0,3,0,6,3,0,0,0,5,3,3,3,0,9,0,0,0,0,7,0,0,0,0,5,3,4,0,0,6,3,0,0,0,7,3,4,0,0,10,3,3,0,0,5,0,0,0,0,0,0,0,0,0,0,0,3,0,0,8,0,0,0,0,0,0,0,0,0,0,24,30,15,0,70
2100308,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,3,4,0,3,0,10,4,0,3,0,11,4,3,0,0,9,6,5,4,0,10,3,3,3,0,7,3,0,0,0,3,3,4,0,0,9,0,0,0,0,3,4,0,0,0,4,0,3,0,0,3,0,0,0,0,0,3,3,0,0,9,0,0,0,0,0,42,25,21,3,94
2100309,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,3,0,0,5,4,0,0,0,7,3,0,3,0,5,8,0,3,0,14,6,5,9,0,18,9,4,0,0,13,4,3,3,0,16,8,5,3,0,14,5,8,0,0,16,8,13,3,0,24,5,4,0,0,15,0,5,0,0,10,0,3,0,0,3,7,11,0,0,9,0,4,3,0,9,0,0,0,0,0,63,81,34,5,180
2100310,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,4,0,7,7,0,10,0,15,10,0,8,0,19,4,3,3,0,15,9,0,7,0,12,5,3,4,0,18,0,8,0,0,8,7,3,0,0,12,8,4,0,0,9,0,6,0,0,7,3,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,9,3,0,12,0,0,0,0,3,57,42,35,0,138
2100311,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,4,0,0,0,6,11,3,0,0,11,6,0,0,0,9,4,0,0,0,10,3,0,0,0,5,3,14,0,0,13,7,11,0,0,19,17,25,3,0,52,5,15,0,0,24,3,10,0,0,14,0,3,0,0,6,9,15,0,0,19,3,17,0,0,19,0,0,0,0,0,81,112,9,0,204
2100312,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,4,0,0,0,9,6,0,3,0,8,7,0,3,0,11,4,4,7,0,10,3,6,0,0,11,6,15,0,0,20,4,5,0,0,13,9,19,5,0,26,0,5,0,0,12,0,3,0,0,8,0,0,0,0,0,0,5,0,0,8,3,11,0,3,20,0,0,0,0,0,50,86,18,0,160
2100313,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,3,0,3,0,13,6,0,0,0,4,4,4,0,0,10,6,10,0,0,13,5,3,0,0,5,3,7,0,0,12,5,11,0,0,16,8,12,0,0,21,3,7,0,0,6,0,0,0,0,0,0,3,0,0,3,3,8,0,0,11,0,0,0,0,0,58,64,11,0,127
2100314,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,6,0,0,3,0,4,5,0,3,0,14,8,0,3,0,11,7,0,3,0,7,15,0,3,0,18,3,0,0,0,8,4,4,0,0,10,4,7,0,0,12,4,7,0,0,11,3,3,0,0,5,3,3,0,0,6,0,3,0,0,3,3,5,4,0,13,3,0,0,0,6,70,43,20,0,132
2100315,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,3,0,0,0,0,0,4,0,3,0,7,3,0,0,0,5,3,3,0,0,7,4,9,0,0,7,10,0,0,0,14,0,5,0,0,7,8,13,0,0,21,6,7,0,0,15,7,8,0,0,18,3,0,0,0,3,5,5,0,0,15,4,16,0,0,17,3,0,0,0,3,72,71,11,4,152
2100316,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,3,0,9,0,0,0,0,3,18,0,3,0,27,3,0,3,0,8,12,3,0,0,14,10,0,0,0,11,0,4,4,0,11,6,3,4,0,11,8,0,0,0,9,0,0,0,0,3,3,0,0,0,5,0,4,0,0,4,0,0,0,0,0,0,3,0,0,7,3,0,3,0,8,69,19,28,0,119
2100317,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,3,3,0,3,0,9,0,3,0,0,9,10,3,0,0,11,10,5,0,0,15,4,4,3,0,9,3,8,0,0,12,3,5,3,0,15,3,3,0,0,7,0,0,0,0,3,3,4,0,0,6,0,5,0,0,5,3,5,0,0,10,0,3,0,0,3,44,49,16,0,115
2100318,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,6,0,0,3,0,6,9,0,0,0,9,3,0,7,0,11,3,4,4,0,13,3,7,4,0,11,0,6,0,0,8,6,4,0,0,9,4,12,0,0,10,7,14,0,0,15,0,6,0,0,10,0,0,0,0,4,0,14,0,0,14,7,5,0,0,11,0,0,0,0,0,39,65,23,0,131
2100319,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,7,0,7,0,0,4,0,7,3,0,3,0,12,3,3,3,0,8,5,0,0,0,12,7,3,0,0,11,0,0,3,0,5,6,0,0,0,4,4,4,0,0,6,3,3,0,0,8,0,0,0,0,3,0,4,0,0,4,3,3,0,0,7,0,7,0,0,3,3,0,0,0,3,38,30,21,0,92
2100320,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,3,0,7,0,4,5,0,5,0,9,0,0,3,0,3,11,7,0,0,14,5,4,0,0,11,5,7,3,0,14,3,4,3,0,5,9,9,0,0,12,0,7,0,0,5,3,0,0,0,3,0,0,0,0,0,0,3,0,0,3,4,7,5,0,20,0,0,0,0,0,49,37,27,0,118
2100321,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,3,3,0,0,6,0,3,4,0,6,0,0,3,0,6,4,4,8,0,16,5,5,0,0,9,10,3,0,0,8,0,3,0,0,3,3,4,0,0,7,0,9,0,0,9,0,3,0,0,4,0,4,0,0,5,0,0,0,0,7,3,0,0,0,7,0,3,0,0,3,39,44,12,0,99
2100322,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,4,0,3,4,0,5,0,6,10,0,3,0,11,5,3,4,0,12,5,4,0,0,19,7,6,0,0,10,0,7,0,0,10,0,7,0,0,14,9,12,0,0,22,4,6,0,0,11,3,0,0,0,3,0,4,0,0,3,0,3,0,0,3,0,3,3,0,5,3,0,4,0,7,57,64,26,0,150
2100323,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4,4,0,3,0,9,0,3,3,0,4,3,8,3,0,13,5,3,0,0,12,3,7,4,0,12,0,3,0,0,3,3,4,0,0,10,3,3,0,0,7,0,0,0,0,0,0,3,0,0,3,0,3,0,0,4,0,0,0,0,4,3,0,0,0,3,31,39,14,0,83
2100324,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,3,0,5,4,0,0,0,5,3,0,0,0,3,8,3,3,0,10,3,8,3,0,14,3,0,0,0,3,8,5,0,0,8,0,8,0,0,15,0,3,3,0,7,3,5,0,0,7,0,0,0,0,0,0,7,0,0,9,7,6,0,0,8,3,0,0,0,4,35,40,19,3,97
2100325,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,6,0,0,0,8,0,0,0,0,3,0,5,0,0,3,0,0,0,0,3,3,6,0,0,10,0,9,4,0,8,3,3,0,0,9,0,3,0,0,9,0,4,0,0,4,0,0,0,0,0,0,4,0,0,5,4,0,0,0,8,0,0,0,0,0,24,40,9,0,79
2100326,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,3,0,0,0,0,3,0,3,4,0,4,6,3,0,0,5,7,0,0,0,8,7,3,0,0,8,0,9,3,0,9,4,21,0,0,26,6,16,0,0,18,8,14,0,0,24,3,17,3,0,22,6,31,0,0,38,9,17,0,0,27,0,0,0,0,3,59,138,20,3,218
2100327,0,0,0,0,0,0,0,0,0,0,0,0,4,0,3,0,0,0,0,0,4,0,0,0,3,0,0,0,0,0,4,0,0,0,11,8,0,0,0,9,3,8,4,0,10,8,4,0,0,6,3,8,3,0,16,5,10,0,0,12,5,20,0,0,28,3,11,0,0,15,4,8,0,0,12,3,10,0,0,8,3,20,0,0,23,3,22,3,0,27,0,0,0,0,3,55,113,26,3,196
2100328,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,7,0,5,0,13,0,0,4,0,4,5,0,3,0,9,4,3,3,0,9,4,3,0,0,10,6,3,7,0,14,3,3,0,0,7,7,3,0,0,7,6,4,0,0,15,0,8,0,0,6,0,0,0,0,3,3,0,0,0,3,0,3,0,0,3,8,10,6,0,17,3,0,0,0,3,50,44,36,0,134
2100329,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,3,6,0,0,0,6,0,0,0,0,3,12,0,3,0,14,6,0,0,0,6,15,3,0,0,16,9,7,3,0,22,0,0,0,0,5,8,3,0,0,11,12,10,0,0,20,9,10,0,0,14,3,4,0,0,12,0,7,0,0,13,4,10,0,0,13,4,6,4,0,16,0,0,0,0,0,97,67,21,4,189
2100330,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,0,0,3,0,3,0,0,0,0,4,3,0,4,0,11,0,3,0,0,5,3,0,8,0,9,3,0,3,0,9,3,5,3,0,15,8,3,0,0,13,7,10,3,0,19,3,8,3,0,10,0,3,0,0,7,4,4,0,0,5,3,8,0,0,12,0,8,3,0,9,0,0,0,0,0,43,54,36,0,130
2100331,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,3,0,9,10,0,9,0,10,4,0,3,0,5,4,3,4,0,10,3,0,0,0,9,4,3,0,0,9,0,5,3,0,8,12,6,0,3,24,4,4,0,0,7,3,3,0,0,4,3,0,0,0,0,0,9,0,0,9,0,0,4,0,9,0,0,0,0,0,46,39,33,3,122
2100332,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,5,0,0,0,9,0,0,0,0,3,8,0,0,0,5,3,3,0,0,3,7,3,0,0,10,0,5,0,0,4,8,8,0,0,17,3,8,0,0,11,3,5,0,0,10,0,3,0,0,3,3,13,0,0,11,3,5,0,0,12,0,0,0,0,0,42,59,14,0,114
2100333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,5,0,7,0,0,6,0,6,9,0,3,0,19,5,4,5,0,10,6,5,3,0,10,4,13,3,0,19,3,4,0,0,7,5,9,3,0,14,7,14,0,0,28,4,9,0,0,11,4,8,0,0,14,3,0,0,0,3,3,6,0,0,4,6,5,6,0,19,0,0,0,0,0,62,74,32,3,171
2100334,0,0,0,0,0,0,0,0,0,0,3,0,0,0,5,0,0,0,0,0,5,0,0,0,4,0,0,3,0,3,6,0,3,0,13,4,3,4,0,12,0,4,5,0,6,0,5,3,0,11,4,3,0,0,11,8,0,0,0,11,7,9,0,0,12,0,4,0,0,6,0,0,0,0,4,0,0,0,0,0,3,0,0,0,4,7,3,0,0,10,4,0,0,0,4,46,38,29,3,116
2100335,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4,0,4,0,0,6,0,6,7,0,3,0,13,4,9,0,0,13,4,7,0,0,13,6,0,0,0,8,4,4,0,0,11,0,4,0,0,4,4,4,0,0,9,8,10,0,0,14,0,4,0,0,4,0,0,0,0,0,0,3,0,0,3,8,5,8,0,17,3,0,0,0,4,44,47,25,3,123
2100336,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2100337,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,3,0,0,3,3,0,0,0,3,7,0,0,0,4,9,0,0,0,8,6,3,0,0,12,4,7,0,0,8,3,3,0,0,8,5,15,0,0,15,0,0,0,0,3,0,10,0,0,7,3,9,0,0,7,4,4,0,0,15,3,8,0,0,15,0,0,0,0,3,58,65,9,0,125
2100338,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,4,4,0,0,0,3,0,5,0,0,5,0,3,0,0,3,0,0,0,0,3,0,0,0,0,3,3,0,0,0,3,0,4,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,4,0,0,0,0,0,10,18,15,0,37
2100339,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,4,0,7,3,0,0,0,3,3,0,0,0,4,3,0,3,0,6,0,0,0,0,0,3,3,3,0,8,0,7,0,0,9,3,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,8,0,0,0,0,0,30,13,13,0,59
2100340,3,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,4,0,4,5,0,3,0,7,4,0,7,0,5,14,4,3,0,18,7,0,4,0,15,4,7,0,0,10,8,8,3,0,15,3,7,0,0,9,3,5,3,0,11,7,11,0,0,13,0,4,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,7,0,0,16,0,0,0,0,4,59,45,31,0,142
2100341,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,3,0,3,3,0,4,0,13,0,5,4,0,8,0,3,3,0,10,5,4,4,0,15,7,5,0,0,11,6,4,0,0,8,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,8,0,0,0,0,0,30,27,21,3,86
2100342,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,4,11,0,0,0,13,10,0,3,0,7,5,5,0,0,7,11,11,3,0,21,6,18,0,0,21,3,11,0,0,11,17,17,0,0,35,5,6,0,0,17,6,17,0,0,18,3,3,0,0,9,4,8,0,0,16,0,12,0,0,13,0,0,0,0,0,73,110,13,3,200
2100343,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,10,0,3,0,12,0,0,6,0,6,3,0,3,0,7,4,4,0,0,9,0,3,0,0,11,5,5,0,0,10,10,8,0,0,14,3,0,0,0,3,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,4,0,3,0,4,0,0,0,0,3,51,28,21,3,96
2100344,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,3,0,3,0,3,19,0,0,0,17,16,0,0,0,15,15,0,0,0,13,10,0,0,0,14,0,0,0,0,4,4,0,0,0,4,9,0,0,0,11,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,8,3,0,0,0,0,89,9,6,3,111
2100345,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,4,0,0,0,4,3,3,0,0,8,3,3,0,0,8,0,0,0,0,3,0,4,0,0,8,0,7,0,0,7,3,7,0,0,8,3,9,0,0,14,0,3,0,0,3,0,0,0,0,3,0,7,0,0,3,3,9,0,0,12,0,0,0,0,0,30,58,6,0,96
2100346,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,4,0,0,3,0,3,3,0,3,0,11,4,0,0,0,10,0,0,0,0,3,5,3,0,0,8,4,0,0,0,8,6,8,0,0,9,10,10,0,0,19,0,6,0,0,3,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,6,0,0,10,0,0,0,0,0,34,42,21,0,99
2100347,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,9,3,3,0,0,7,4,0,0,0,4,4,3,0,0,9,0,3,0,0,5,0,0,0,0,5,5,6,0,0,12,3,8,0,0,7,4,4,0,0,4,0,7,0,0,7,6,12,0,0,23,6,11,0,0,18,3,3,0,0,3,50,61,4,0,108
2100348,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,3,0,5,8,0,3,0,16,0,3,3,0,5,3,0,4,0,7,0,6,0,0,7,0,0,0,0,3,0,3,0,0,3,0,5,0,0,6,3,3,0,0,4,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,3,26,25,28,0,76
2100349,4,0,0,0,4,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,3,0,0,0,4,0,0,3,0,3,9,0,3,0,17,3,0,3,0,4,4,4,3,0,11,7,0,3,0,11,3,3,0,0,5,3,0,0,0,4,3,6,3,0,12,4,4,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,6,5,0,11,0,0,0,0,0,42,27,32,6,101
2100350,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4,9,0,0,0,8,3,5,3,0,13,3,0,0,0,7,0,8,0,0,9,3,4,3,0,12,0,0,0,0,3,4,3,3,0,8,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,5,0,0,5,0,0,3,0,3,0,0,0,0,0,35,31,20,0,81
2100351,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,5,0,7,0,0,8,0,8,7,0,4,0,12,3,0,0,0,8,3,7,3,0,9,0,3,0,0,8,0,3,0,0,4,0,0,3,0,3,7,3,0,0,10,3,3,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,6,3,0,0,0,3,28,22,25,0,81
2100401,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,3,0,6,3,0,6,0,10,16,4,6,0,21,8,5,7,0,17,5,11,5,3,16,6,5,0,0,11,3,10,0,0,13,4,5,0,0,10,0,10,3,0,15,0,3,0,0,3,0,0,0,0,0,4,0,0,0,3,0,0,0,0,0,0,9,0,0,9,3,3,0,0,3,51,65,30,6,142
2100402,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,5,0,11,3,0,8,0,9,21,0,4,0,28,0,4,6,0,12,9,4,3,0,15,10,3,0,0,16,4,3,0,0,8,0,9,0,0,9,3,4,0,0,10,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,5,3,0,14,0,0,3,0,8,67,37,35,0,142
2100404,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4,0,0,3,0,3,5,3,0,0,7,4,0,0,0,9,9,0,3,0,16,0,6,0,0,5,0,5,0,0,3,4,3,0,0,5,3,7,3,0,8,0,3,0,0,4,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,4,0,0,0,9,0,0,0,0,3,45,23,17,0,91
2100405,0,0,3,0,3,0,0,0,0,0,0,0,3,0,7,0,0,6,0,6,3,0,3,0,9,3,0,5,0,13,10,0,12,3,25,9,0,7,0,21,3,6,0,0,10,8,7,0,0,10,3,3,0,0,9,0,8,0,0,9,3,10,0,0,11,3,9,0,0,13,0,0,0,0,4,0,3,0,0,3,0,0,0,0,3,0,5,3,0,12,0,0,4,0,3,42,51,63,5,155
2100406,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,5,0,0,3,0,3,4,0,3,0,5,0,3,0,0,6,9,0,0,0,12,3,0,0,0,3,5,3,0,0,10,0,3,0,0,7,0,3,0,0,4,3,0,0,0,7,3,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,5,0,0,10,0,0,0,0,0,32,26,9,3,69
2100407,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,4,0,3,3,0,3,7,5,3,0,15,4,3,3,0,8,6,3,3,0,11,10,3,0,0,9,4,3,0,0,10,0,3,0,0,6,7,10,0,0,13,5,5,0,0,8,5,0,0,0,5,0,3,0,0,3,0,0,0,0,0,4,8,0,0,17,0,0,0,0,5,52,48,18,3,123
