SA1_7DIGITCODE_2016,Pre_school_M,Pre_school_F,Pre_school_P,Infants_Primary_Government_M,Infants_Primary_Government_F,Infants_Primary_Government_P,Infants_Primary_Catholic_M,Infants_Primary_Catholic_F,Infants_Primary_Catholic_P,Infnts_Primry_Othr_Non_Govt_M,Infnts_Primry_Othr_Non_Govt_F,Infnts_Primry_Othr_Non_Govt_P,Infants_Primary_Tot_M,Infants_Primary_Tot_F,Infants_Primary_Tot_P,Secondary_Government_M,Secondary_Government_F,Secondary_Government_P,Secondary_Catholic_M,Secondary_Catholic_F,Secondary_Catholic_P,Secondary_Other_Non_Govt_M,Secondary_Other_Non_Govt_F,Secondary_Other_Non_Govt_P,Secondary_Tot_M,Secondary_Tot_F,Secondary_Tot_P,Tec_Furt_Educ_inst_Ft_15_24_M,Tec_Furt_Educ_inst_Ft_15_24_F,Tec_Furt_Educ_inst_Ft_15_24_P,Tec_Furt_Educ_inst_Ft_25_ov_M,Tec_Furt_Educ_inst_Ft_25_ov_F,Tec_Furt_Educ_inst_Ft_25_ov_P,Tec_Furt_Educ_inst_Pt_15_24_M,Tec_Furt_Educ_inst_Pt_15_24_F,Tec_Furt_Educ_inst_Pt_15_24_P,Tec_Furt_Educ_inst_Pt_25_ov_M,Tec_Furt_Educ_inst_Pt_25_ov_F,Tec_Furt_Educ_inst_Pt_25_ov_P,Tec_Furt_Educ_inst_F_Pt_ns_M,Tec_Furt_Educ_inst_F_Pt_ns_F,Tec_Furt_Educ_inst_F_Pt_ns_P,Tec_Furt_Educ_inst_Tot_M,Tec_Furt_Educ_inst_Tot_F,Tec_Furt_Educ_inst_Tot_P,Uni_othr_Tert_Inst_Ft_15_24_M,Uni_othr_Tert_Inst_Ft_15_24_F,Uni_othr_Tert_Inst_Ft_15_24_P,Uni_othr_Tert_Inst_Ft_25_ov_M,Uni_othr_Tert_Inst_Ft_25_ov_F,Uni_othr_Tert_Inst_Ft_25_ov_P,Uni_othr_Tert_Inst_Pt_15_24_M,Uni_othr_Tert_Inst_Pt_15_24_F,Uni_othr_Tert_Inst_Pt_15_24_P,Uni_othr_Tert_Inst_Pt_25_ov_M,Uni_othr_Tert_Inst_Pt_25_ov_F,Uni_othr_Tert_Inst_Pt_25_ov_P,Uni_othr_Tert_Inst_F_Pt_ns_M,Uni_othr_Tert_Inst_F_Pt_ns_F,Uni_othr_Tert_Inst_F_Pt_ns_P,Uni_other_Tert_Instit_Tot_M,Uni_other_Tert_Instit_Tot_F,Uni_other_Tert_Instit_Tot_P,Othr_typ_educ_inst_Ft_stud_M,Othr_typ_educ_inst_Ft_stud_F,Othr_typ_educ_inst_Ft_stud_P,Othr_typ_educ_inst_Pt_stud_M,Othr_typ_educ_inst_Pt_stud_F,Othr_typ_educ_inst_Pt_stud_P,Oth_typ_ed_instit_F_Pt_ns_M,Oth_typ_ed_instit_F_Pt_ns_F,Oth_typ_ed_instit_F_Pt_ns_P,Other_type_educ_instit_Tot_M,Other_type_educ_instit_Tot_F,Other_type_educ_instit_Tot_P,Type_educanl_institution_ns_M,Type_educanl_institution_ns_F,Type_educanl_institution_ns_P,Tot_M,Tot_F,Tot_P
2104412,8,3,12,12,13,28,0,0,4,0,0,3,15,17,35,3,11,22,4,0,10,3,0,5,16,18,33,0,0,0,0,0,0,3,0,4,0,4,4,0,0,0,5,8,12,3,0,9,0,3,3,3,0,3,0,0,0,0,0,0,8,8,15,0,0,0,3,0,4,0,0,0,3,6,3,11,17,24,61,71,126
2104413,0,6,7,8,13,22,7,3,9,0,0,0,15,18,26,9,9,20,3,8,9,4,3,8,18,16,37,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,3,4,3,10,8,0,3,4,0,0,0,0,3,3,0,0,0,7,12,17,0,0,0,3,0,3,0,0,0,3,0,3,11,8,25,50,65,114
2104414,3,4,6,12,24,36,7,9,12,3,3,5,18,34,57,19,11,32,3,6,11,3,3,8,20,28,53,0,0,3,0,0,0,0,0,0,0,3,3,0,0,0,0,4,5,4,5,14,0,0,0,0,0,3,0,0,3,0,0,0,11,13,23,0,0,4,0,3,3,0,0,0,0,7,11,10,15,26,63,106,169
2104415,0,0,0,3,5,9,0,0,0,0,0,4,3,6,11,0,9,9,0,0,0,0,0,0,0,5,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,4,4,0,0,0,0,0,0,0,4,4,49,53,109,63,75,138
2104416,0,0,0,4,11,17,0,0,3,0,0,0,7,7,21,10,5,16,0,0,3,0,0,0,11,11,19,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,3,3,4,0,4,0,0,0,0,0,0,0,3,3,0,0,0,5,3,11,0,0,3,0,0,0,0,0,0,0,0,3,8,7,15,33,38,69
2104417,13,5,22,46,40,91,9,14,16,4,0,4,59,52,111,22,20,34,27,19,40,4,5,6,50,43,88,0,3,3,0,3,4,4,0,4,0,6,6,0,0,0,6,11,17,3,16,14,0,3,9,0,0,0,7,10,9,0,0,0,8,23,37,0,0,0,0,0,0,0,0,0,3,0,3,15,7,22,159,147,305
2104418,0,3,8,9,3,15,0,3,4,0,0,0,18,6,25,6,3,8,0,6,4,3,0,8,12,9,22,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,3,4,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,0,0,3,0,0,0,0,0,0,0,4,3,11,18,27,47,46,93
2104420,0,0,0,7,9,15,3,3,8,3,3,8,13,16,27,6,0,4,8,3,7,0,7,4,13,8,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,4,0,4,0,0,0,0,0,0,0,0,0,0,0,0,4,4,9,0,0,0,0,0,0,0,0,0,0,0,0,26,28,59,62,58,122
2104422,0,4,5,11,13,27,5,3,5,0,0,0,20,15,33,12,12,26,0,3,6,0,0,3,14,14,28,0,3,3,0,0,0,0,3,3,0,0,0,0,0,0,0,4,8,3,0,3,0,3,3,0,0,0,0,3,4,0,0,0,5,7,11,0,0,0,0,0,3,0,0,0,0,0,3,10,10,20,52,59,111
2104423,4,8,15,25,17,39,0,3,3,0,0,0,24,20,44,11,16,28,5,9,14,4,3,10,23,29,52,3,0,3,0,0,0,0,0,0,3,3,3,0,0,0,4,0,13,4,6,9,0,3,3,0,4,4,0,3,3,0,0,0,7,11,22,0,0,0,0,0,0,0,0,0,0,0,0,10,17,24,76,90,170
2104424,0,0,3,5,8,15,0,3,3,3,0,3,6,13,23,3,0,4,0,3,3,9,0,8,10,3,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,5,3,0,3,0,0,0,0,0,0,0,0,3,0,0,0,4,5,7,0,0,0,0,0,0,0,0,0,0,0,0,8,8,13,26,33,63
2104425,10,3,18,34,26,62,9,7,17,0,0,0,44,36,82,12,14,30,6,10,10,4,3,5,20,29,49,3,3,9,0,0,0,0,0,3,9,4,11,0,0,0,9,5,20,4,10,7,0,0,0,0,0,3,3,0,6,0,0,0,9,12,21,0,0,0,7,0,8,0,0,0,7,0,8,9,11,22,116,98,216
2104426,3,7,10,10,12,24,3,0,3,0,0,0,11,12,29,5,3,10,0,3,5,0,0,0,9,7,13,0,0,0,0,0,0,0,0,0,4,3,7,0,0,0,3,5,7,0,3,5,0,5,5,0,0,0,8,3,9,0,0,0,8,6,15,0,0,0,0,0,3,0,0,0,3,0,8,9,12,27,49,59,107
2104427,12,8,26,24,34,55,10,12,19,0,3,8,39,52,85,19,15,36,4,7,15,0,0,3,29,22,51,0,0,0,4,0,3,0,3,4,3,3,10,0,0,0,9,8,13,0,9,10,3,3,5,0,0,0,3,20,22,0,0,0,9,31,46,0,0,0,3,0,3,0,0,0,3,3,5,19,17,37,107,149,257
2104428,3,3,4,21,6,30,5,4,8,0,3,4,31,9,40,11,15,24,8,4,9,0,0,0,15,20,39,0,0,3,0,3,3,5,0,6,7,4,7,0,0,0,9,6,18,7,8,13,0,3,3,0,0,0,0,0,0,0,0,0,7,11,19,0,0,0,0,0,0,0,0,0,0,0,0,5,10,19,74,69,139
2104429,4,0,3,10,7,12,0,0,3,0,9,8,7,10,26,3,0,3,8,7,9,3,0,10,13,10,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,3,0,0,0,0,3,3,0,0,0,0,0,0,8,4,6,0,0,0,0,0,0,0,0,0,3,0,3,11,15,30,51,45,94
2104501,0,0,3,11,12,28,3,4,5,0,0,3,15,19,33,4,11,12,3,0,3,0,3,3,9,16,22,0,0,0,3,0,3,4,0,4,0,3,3,0,0,0,9,7,9,0,3,3,0,0,0,0,0,3,0,0,4,0,0,0,3,4,8,0,0,0,4,0,3,0,0,0,4,0,3,25,24,50,66,69,132
2104502,0,3,3,23,17,35,3,0,4,0,4,3,23,18,39,10,9,25,8,0,8,0,0,3,19,11,30,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,5,10,14,3,3,7,0,0,0,0,0,0,0,5,7,0,0,0,8,8,16,0,0,0,0,3,4,0,0,0,0,3,4,12,13,22,65,60,124
2104503,0,0,3,11,17,27,3,0,5,0,0,0,9,22,28,6,13,15,0,0,0,0,0,0,11,11,19,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,5,5,3,3,3,0,0,0,0,0,0,0,0,0,0,0,0,7,8,8,0,0,0,0,0,0,0,0,0,0,0,0,19,28,52,48,71,117
2104504,0,4,5,3,5,3,0,3,3,0,0,0,5,5,10,6,8,15,0,0,0,0,0,0,6,8,15,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,3,3,4,7,0,3,3,0,3,3,0,0,0,0,0,0,3,10,7,0,0,0,0,3,6,0,0,0,0,5,8,17,26,49,39,54,90
2104505,3,3,7,13,9,24,13,4,14,0,0,3,24,18,43,14,11,20,3,0,4,5,0,4,17,12,32,0,5,3,0,0,0,0,3,3,0,3,3,0,0,0,3,11,13,0,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,4,7,0,0,0,0,0,0,0,0,0,0,3,3,19,20,35,71,58,132
2104506,3,8,6,9,11,23,9,10,13,0,0,3,19,23,36,15,10,24,0,3,4,3,0,3,14,15,32,0,0,0,0,0,4,0,0,0,3,4,5,0,0,0,3,4,10,4,4,7,0,5,8,0,0,0,0,0,0,0,0,0,6,7,16,0,0,0,0,0,0,0,0,0,0,3,3,12,10,21,52,66,125
2104507,0,0,0,13,6,21,3,7,10,0,0,0,15,10,30,11,11,21,0,0,3,0,0,0,12,10,20,0,3,3,0,0,0,0,0,8,0,0,0,0,0,0,0,3,10,3,3,5,0,0,0,0,3,3,0,3,3,0,0,0,4,6,11,0,0,0,0,0,0,0,0,0,0,0,0,17,26,44,60,62,117
2104508,6,4,13,19,12,33,7,3,5,0,0,0,26,14,42,15,4,20,0,0,3,0,0,3,17,8,26,3,0,3,0,0,0,0,0,0,3,0,3,0,0,0,4,0,4,0,3,3,0,3,4,0,0,0,0,5,3,0,0,0,3,11,11,0,0,0,0,0,0,0,0,0,0,0,0,16,4,20,73,45,115
2104509,0,0,0,10,7,17,3,4,7,0,0,0,10,12,26,6,3,7,3,8,8,0,3,5,6,13,21,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,7,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,6,6,0,0,0,0,0,0,0,0,0,0,0,0,8,4,10,31,34,71
2104510,7,0,6,7,6,13,0,4,3,0,3,3,8,13,19,3,9,12,0,0,0,0,0,0,4,9,15,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,3,5,6,0,6,6,0,0,0,0,0,0,0,0,0,0,0,0,0,7,3,0,0,0,0,0,0,0,0,0,0,0,0,11,17,25,38,43,77
2104511,5,0,4,9,11,20,0,0,0,0,0,0,9,14,23,4,9,15,0,0,3,0,0,0,10,6,13,0,3,5,0,0,0,3,3,3,0,0,0,0,0,0,3,5,12,4,6,11,0,0,0,0,0,0,0,0,0,0,0,0,4,11,13,0,0,0,0,0,0,0,0,0,0,3,3,9,18,29,39,52,97
2104512,4,5,5,5,5,9,0,4,4,0,0,0,9,10,19,3,0,3,0,3,3,0,0,0,3,9,7,0,0,0,3,0,3,3,0,3,0,4,3,0,0,0,5,3,9,4,5,4,4,3,10,0,0,0,5,0,3,0,0,0,14,13,24,0,0,0,0,3,3,0,0,0,0,4,8,11,11,20,44,53,93
2104513,0,3,3,8,8,17,0,3,5,0,0,0,17,13,27,7,3,13,0,4,6,0,0,0,4,7,16,0,0,3,0,0,3,3,0,3,0,3,3,0,0,0,4,6,11,3,6,6,0,3,3,0,0,0,3,7,5,0,0,0,4,10,19,0,0,0,0,0,0,0,0,0,0,3,3,18,16,32,47,58,102
2104514,8,3,9,24,16,47,0,3,3,0,0,0,24,21,46,20,18,38,3,0,3,0,0,0,27,18,44,0,0,3,3,0,3,0,0,7,0,0,0,0,0,0,3,3,10,0,0,3,3,0,4,0,0,0,0,3,3,0,0,0,5,3,9,4,3,3,0,3,3,0,0,0,4,4,9,34,29,57,103,81,180
2104515,0,3,4,11,11,18,3,0,4,0,0,0,17,9,24,10,7,15,0,0,0,0,0,0,10,4,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,3,8,0,0,3,0,3,4,0,0,0,0,3,5,12,15,27,41,42,81
2104516,4,3,8,22,24,40,0,0,0,0,0,0,22,26,44,13,13,32,0,3,3,0,3,3,17,14,33,0,0,3,0,0,3,3,3,4,3,3,5,0,0,0,5,8,11,0,3,0,0,0,4,0,0,0,0,0,0,0,0,0,0,9,5,0,0,0,0,0,0,0,0,0,0,0,0,27,36,59,83,92,171
2104517,6,0,8,28,25,52,3,9,9,0,4,4,30,37,67,26,15,42,7,9,20,0,3,3,35,29,62,3,0,6,0,0,0,8,0,5,0,8,9,0,0,0,8,6,15,4,12,18,0,0,0,0,0,0,0,0,0,0,0,0,4,14,19,0,0,0,0,3,4,0,0,0,0,0,3,9,6,8,97,92,194
2104518,0,0,0,8,5,10,4,3,9,0,3,3,12,10,20,8,9,18,3,3,12,0,0,0,12,14,25,0,0,0,0,0,0,5,0,5,0,0,0,0,0,0,5,0,3,0,3,4,0,0,0,0,0,0,0,0,0,0,0,0,4,3,5,0,0,0,0,0,4,0,0,0,0,0,4,8,7,16,40,32,75
2104519,5,4,5,11,7,18,7,9,11,3,4,4,21,18,33,4,7,10,7,8,13,5,0,5,15,13,27,0,0,0,0,0,0,3,0,7,3,3,6,0,0,0,5,9,14,4,10,13,0,0,3,0,0,0,3,3,8,0,0,0,5,14,21,0,0,0,0,0,0,0,0,0,0,0,0,19,13,30,65,68,137
2104520,0,5,10,10,7,17,3,3,3,3,3,5,19,15,25,10,8,14,0,0,3,0,0,3,12,10,23,0,0,3,0,3,3,3,0,3,3,10,7,0,0,0,7,13,22,7,7,13,0,9,9,0,0,0,0,3,3,0,0,0,10,16,22,0,0,0,0,0,3,0,0,0,0,3,3,32,24,55,78,86,161
2104521,0,4,4,6,3,8,4,0,8,0,0,0,9,5,13,3,5,5,0,0,0,0,0,0,3,6,7,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,3,6,10,3,0,4,0,0,0,0,0,0,0,0,0,7,9,15,0,0,0,0,0,0,0,0,0,0,0,0,9,15,30,37,40,73
2104522,4,3,9,12,8,22,4,5,8,0,0,0,15,17,27,3,7,6,3,8,9,3,0,4,12,15,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,3,4,8,0,0,0,0,0,0,0,0,0,0,0,0,15,15,27,50,47,93
2104523,3,0,3,15,17,29,4,3,10,3,3,3,16,20,39,5,9,15,0,0,4,0,0,0,10,12,21,0,0,0,0,0,0,4,0,7,0,0,3,0,0,0,6,3,7,0,0,0,0,3,3,0,0,0,0,3,3,0,0,0,0,8,4,0,0,0,0,0,0,0,0,0,0,4,4,13,12,27,47,52,104
2104524,3,5,12,8,4,14,4,8,12,3,0,3,15,11,26,0,4,9,0,4,4,0,0,0,0,8,11,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,7,9,0,7,7,0,0,3,0,0,0,0,0,0,0,0,0,3,14,14,0,0,0,0,0,0,0,0,0,0,0,0,20,29,46,46,75,116
2104525,0,0,0,3,6,15,8,0,10,0,0,0,7,11,21,3,12,16,0,3,4,0,0,0,4,11,20,0,0,0,0,0,0,4,0,4,0,3,3,0,0,0,3,4,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,3,3,0,0,0,0,3,3,18,14,32,38,48,91
2104526,3,0,3,5,5,10,0,3,3,0,0,0,5,7,13,9,8,14,0,4,4,0,0,0,9,8,21,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,6,9,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,3,6,0,0,0,3,3,6,6,12,17,31,35,65
2104527,3,3,7,11,8,14,0,3,4,0,0,0,10,10,17,9,7,11,0,0,0,0,0,0,8,7,17,3,0,3,0,0,0,0,0,3,0,0,0,0,0,0,5,4,7,3,3,6,3,0,5,0,0,0,0,3,3,0,0,0,3,8,11,0,0,0,3,0,3,0,0,0,3,0,3,14,20,36,54,51,103
2104528,9,0,9,14,13,31,3,0,3,0,0,0,24,13,37,13,6,20,3,0,8,0,0,0,15,8,24,3,0,3,0,0,3,0,0,0,3,0,4,0,0,0,3,3,8,0,0,0,3,0,3,0,0,0,3,3,3,0,0,0,5,3,9,0,0,0,0,0,0,0,0,0,3,0,3,34,37,72,94,68,158
2104530,0,0,0,6,3,8,3,4,5,0,0,0,12,10,15,8,5,13,4,4,13,0,0,0,14,11,26,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,5,10,10,4,3,4,3,0,7,0,0,0,0,3,3,0,0,0,7,10,17,0,0,0,0,3,3,0,0,0,0,3,3,5,9,16,44,43,85
2104531,0,3,3,7,11,15,4,0,4,0,0,0,8,15,19,7,7,14,0,3,3,0,3,3,7,10,18,0,0,3,0,7,7,0,0,0,0,5,4,0,0,0,6,11,12,5,0,5,0,3,3,3,0,3,0,0,0,0,0,0,8,3,9,0,0,0,0,7,7,0,0,0,0,7,7,14,23,32,40,67,105
2104532,0,0,3,8,13,17,3,4,9,0,0,0,8,11,24,5,7,10,0,3,3,0,3,5,8,9,14,0,0,0,0,0,0,0,4,4,3,0,3,0,0,0,4,4,9,0,0,3,0,3,3,0,0,0,0,3,3,0,0,0,0,11,9,0,0,0,3,0,3,0,0,0,3,0,3,10,8,24,40,49,89
2104533,3,4,9,13,9,18,3,6,3,0,0,0,15,12,27,5,11,15,3,0,3,0,3,3,7,12,21,0,0,0,0,0,0,3,0,8,6,0,3,0,0,0,9,7,14,3,11,14,3,0,5,0,0,0,3,3,9,0,0,0,9,13,21,0,0,0,0,3,3,0,0,0,0,3,3,11,14,21,51,59,113
2104534,0,0,0,9,8,20,0,0,0,0,0,0,9,8,20,14,6,20,0,0,0,0,3,4,13,8,19,0,0,0,0,0,0,3,0,3,3,0,3,0,0,0,9,0,9,3,5,8,0,3,0,0,0,0,0,0,0,0,0,0,3,14,13,0,0,0,0,0,0,0,0,0,0,0,3,8,12,25,41,48,90
2104535,3,0,5,15,3,15,0,3,3,0,0,0,12,3,23,9,4,16,0,0,4,0,3,3,8,9,17,0,0,3,0,0,3,3,0,0,3,0,3,0,0,0,7,4,10,4,4,7,0,0,0,0,0,0,0,0,0,0,0,0,4,13,14,0,0,0,0,0,0,0,0,0,0,0,3,18,14,27,53,51,106
2104536,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2104537,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2104601,3,5,12,15,11,25,13,3,18,3,3,10,34,12,48,0,3,3,6,7,12,16,12,36,29,26,51,0,0,0,0,0,0,4,0,4,0,3,4,0,0,0,6,5,10,9,4,14,0,0,3,4,0,3,0,3,4,0,0,0,14,13,26,0,0,0,0,3,3,0,0,0,0,3,3,20,25,44,103,90,196
2104602,10,3,9,17,25,41,13,12,24,4,7,14,41,43,75,4,0,3,21,10,34,21,12,36,46,27,71,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,3,5,8,9,22,0,4,4,0,0,3,4,4,11,0,0,0,19,23,38,3,0,3,0,0,0,0,0,0,4,3,8,3,10,15,123,108,229
2104603,9,0,11,9,5,15,4,7,10,3,3,9,16,15,32,0,0,0,13,4,18,0,4,3,13,9,25,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,5,7,6,6,17,0,0,0,0,0,0,0,3,4,0,0,0,11,13,21,0,0,0,0,3,3,0,0,0,0,3,3,10,6,17,58,62,116
2104604,0,0,0,4,5,8,5,3,6,0,0,0,8,7,13,0,0,0,3,3,3,0,0,0,3,4,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,3,0,0,0,0,3,8,0,0,0,0,0,0,0,0,0,0,0,0,11,8,20,25,25,46
2104605,0,0,3,4,4,5,3,0,3,0,3,3,5,5,12,0,0,0,3,4,6,7,5,10,8,5,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,0,0,0,0,0,0,0,3,3,0,0,0,3,6,8,0,0,0,0,0,0,0,0,0,0,0,0,5,3,17,27,27,56
2104606,3,3,9,17,15,32,12,7,13,3,0,3,26,24,50,0,6,3,7,14,18,3,3,6,14,18,30,3,3,3,3,0,3,3,0,3,0,3,3,0,0,0,11,6,16,6,7,14,6,0,11,3,0,4,3,7,11,0,0,0,24,17,42,0,0,0,3,0,3,0,0,0,3,0,4,30,21,53,106,99,197
2104607,4,4,14,6,14,24,0,3,3,0,3,3,13,18,30,8,0,10,0,5,5,7,3,10,17,10,24,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,6,6,5,9,3,8,8,0,0,0,4,6,9,0,0,0,12,16,33,0,0,0,0,0,0,0,0,0,0,0,0,12,15,28,57,72,125
2104608,0,3,3,7,6,13,0,3,3,3,3,7,14,7,22,4,0,4,4,9,12,5,8,15,15,13,27,0,0,0,0,0,0,3,0,3,0,3,3,0,0,0,3,4,10,3,3,7,3,0,8,0,0,0,0,9,9,0,0,0,10,11,16,0,0,0,0,0,0,0,0,0,0,0,0,9,18,24,49,61,109
2104609,4,3,6,7,12,11,5,4,13,0,3,6,14,16,33,3,0,3,6,4,10,4,4,7,14,13,22,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,7,7,8,0,9,3,0,8,0,0,0,3,4,7,0,0,0,12,6,19,0,0,0,0,3,7,0,0,0,0,5,6,21,14,41,67,67,132
2104610,8,4,11,8,9,16,3,0,3,4,5,5,18,14,24,3,0,3,5,17,19,8,10,13,15,24,42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,3,16,3,3,3,3,0,5,0,3,4,0,0,0,17,10,26,0,0,0,0,0,0,0,0,0,0,0,3,20,20,40,70,72,148
2104611,9,4,14,11,12,20,10,8,14,6,10,14,19,28,52,0,0,6,8,19,20,14,12,26,22,34,55,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,7,10,13,0,3,3,0,0,0,6,3,5,0,0,0,13,12,29,0,0,0,0,0,0,0,0,0,0,0,0,15,15,30,80,99,175
2104612,3,0,3,7,6,15,6,6,9,7,7,14,18,22,41,0,0,0,4,5,14,18,13,28,24,19,45,0,0,4,0,0,0,3,0,3,0,0,0,0,0,0,3,3,8,4,11,16,4,3,8,0,0,0,0,4,4,0,0,0,5,20,26,0,0,0,0,0,0,0,0,0,0,0,0,22,23,39,82,85,168
2104613,0,4,8,8,8,19,10,10,21,3,9,10,23,23,45,3,0,3,10,8,18,9,5,15,20,19,37,0,0,0,0,0,0,0,3,4,0,0,3,0,0,0,0,3,7,4,6,12,6,0,3,0,0,0,0,3,5,0,0,0,13,8,26,0,0,0,0,0,0,0,0,0,0,0,0,10,7,18,68,66,134
2104614,0,4,3,9,11,16,0,15,14,8,10,16,11,34,43,3,0,3,9,9,19,18,9,29,30,20,54,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,7,7,13,3,0,3,0,0,3,3,3,12,0,0,0,15,11,25,0,0,0,0,0,0,0,0,0,0,3,3,13,20,36,75,94,173
2104615,12,0,12,4,3,12,10,4,12,4,7,12,23,17,36,0,3,0,10,10,24,12,10,17,19,18,40,0,0,0,0,0,0,0,0,0,4,3,6,0,0,0,8,3,7,8,7,16,4,0,4,0,0,0,7,4,10,0,0,0,14,10,30,0,0,0,0,0,0,0,0,0,0,0,0,11,3,15,86,57,141
2104616,0,0,3,7,3,9,10,3,7,0,0,0,15,5,23,0,0,0,3,0,9,3,0,3,8,4,11,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5,4,5,0,0,3,3,0,3,3,3,4,0,0,0,12,10,19,0,0,0,0,3,3,0,0,0,3,3,3,4,11,11,39,29,71
2104617,3,3,5,15,8,26,5,4,16,3,8,10,23,25,47,3,3,8,0,7,12,8,9,14,13,19,39,0,0,0,0,0,0,3,0,4,0,3,3,0,0,0,3,3,4,4,9,13,4,5,13,0,3,3,4,3,12,0,0,0,20,20,41,0,0,5,0,3,3,0,0,0,0,3,8,26,16,41,90,96,179
2104618,7,3,8,4,10,15,0,3,3,0,0,0,9,9,18,6,3,3,0,3,4,0,3,5,9,9,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,5,0,8,6,3,0,6,0,0,0,0,3,3,0,0,0,3,11,17,0,0,0,0,0,0,0,0,0,0,0,0,11,6,19,38,38,77
2104619,0,0,4,6,5,14,0,0,0,0,0,0,7,10,19,0,0,3,0,0,6,39,6,46,46,5,48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,5,5,0,0,0,4,0,7,0,0,0,3,7,10,0,0,0,0,0,0,0,0,0,0,0,0,4,12,14,61,40,96
2104620,9,0,9,10,13,17,13,3,20,0,3,9,21,21,38,0,0,0,4,8,14,8,50,60,21,60,79,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,8,3,12,0,7,7,0,0,0,0,3,3,0,0,0,11,14,17,0,0,0,3,0,6,0,0,0,3,0,6,3,6,5,66,93,160
2104621,11,3,13,6,9,12,9,6,12,3,0,3,18,12,31,0,0,0,9,8,13,6,3,10,18,12,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,8,10,4,3,3,0,0,0,5,3,7,0,0,0,9,9,24,0,0,0,0,0,0,0,0,0,0,0,0,10,13,22,60,57,123
2104622,4,3,7,8,10,18,0,0,3,0,0,0,8,9,20,0,0,0,7,11,18,4,3,10,16,13,29,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,5,8,12,0,0,3,0,0,3,0,0,3,0,0,0,7,10,14,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,32,48,82
