SA2_MAINCODE_2016,P_Y8b_15_19_yrs,P_Y8b_20_24_yrs,P_Y8b_25_34_yrs,P_Y8b_35_44_yrs,P_Y8b_45_54_yrs,P_Y8b_55_64_yrs,P_Y8b_65_74_yrs,P_Y8b_75_84_yrs,P_Y8b_85ov,P_Y8b_Tot,P_DNGTS_15_19,P_DNGTS_20_24,P_DNGTS_25_34,P_DNGTS_35_44,P_DNGTS_45_54,P_DNGTS_55_64,P_DNGTS_65_74,P_DNGTS_75_84,P_DNGTS_85_ov,P_DNGTS_Tot,P_Hghst_yr_schl_ns_15_19_yrs,P_Hghst_yr_schl_ns_20_24_yrs,P_Hghst_yr_schl_ns_25_34_yrs,P_Hghst_yr_schl_ns_35_44_yrs,P_Hghst_yr_schl_ns_45_54_yrs,P_Hghst_yr_schl_ns_55_64_yrs,P_Hghst_yr_schl_ns_65_74_yrs,P_Hghst_yr_schl_ns_75_84_yrs,P_Hghst_yr_schl_ns_85_yrs_ovr,P_Hghst_yr_schl_ns_Tot,P_Tot_15_19_yrs,P_Tot_20_24_yrs,P_Tot_25_34_yrs,P_Tot_35_44_yrs,P_Tot_45_54_yrs,P_Tot_55_64_yrs,P_Tot_65_74_yrs,P_Tot_75_84_yrs,P_Tot_85ov,P_Tot_Tot
206071144,0,7,26,52,102,150,237,261,117,967,0,6,21,35,46,71,74,138,65,457,61,235,891,389,317,263,209,128,62,2545,428,2460,10125,4932,3381,2547,1728,983,349,26938
206071145,3,0,7,11,7,15,45,66,27,186,0,0,3,5,0,10,3,25,10,52,30,43,161,136,99,82,77,34,21,673,160,523,1890,1543,1255,1004,677,259,105,7421
207011146,0,0,3,4,14,20,41,55,38,175,0,0,3,9,4,13,6,11,3,49,13,11,32,50,51,40,42,52,45,338,161,469,758,1119,1201,928,547,332,235,5741
207011147,0,3,3,10,14,41,78,128,95,372,0,4,3,9,10,10,10,22,8,75,54,28,81,66,98,99,95,91,60,674,446,1142,1613,1692,2345,2015,1538,1008,636,12430
207011148,3,0,9,12,20,41,111,187,150,528,0,3,5,5,20,12,16,36,18,117,45,49,73,100,132,102,94,93,82,777,595,1427,1696,2241,3369,2455,1639,1081,674,15184
207011149,3,8,5,9,7,21,86,115,99,360,0,0,6,3,13,10,13,30,10,78,31,68,95,97,143,93,121,144,124,930,499,1605,2265,2487,3156,2471,1976,1244,845,16553
207011150,3,6,4,3,4,16,52,82,44,214,0,0,3,0,8,6,8,9,7,33,27,42,74,78,84,91,57,66,23,550,352,1041,1638,2189,2652,1977,1345,670,284,12152
207011151,4,4,17,14,16,22,47,82,61,271,0,4,17,3,13,3,7,17,3,72,99,202,409,214,165,119,108,89,94,1499,754,2743,5740,3131,2479,1862,1501,746,354,19308
207011152,3,3,8,6,8,17,48,65,57,204,0,4,11,3,12,9,7,18,5,72,34,66,233,127,86,95,85,54,41,825,307,1407,3253,2187,1706,1440,1090,585,305,12289
207011153,3,4,11,8,28,34,107,152,127,470,0,7,13,13,37,39,30,17,19,172,53,92,243,178,224,255,197,137,107,1480,541,1912,3415,2992,3578,2952,2200,1218,766,19575
207011154,0,0,0,0,3,8,40,66,39,150,0,0,3,3,4,4,8,12,4,39,21,22,39,45,71,41,36,33,14,322,138,410,670,852,1055,712,558,316,155,4874
207011155,3,0,3,3,10,12,45,60,50,189,0,0,10,5,4,5,7,11,4,40,37,60,75,82,122,77,93,107,177,824,384,1149,1480,1842,2537,2148,1543,815,571,12461
207021156,0,11,4,5,31,62,239,380,174,902,0,0,8,7,9,12,25,67,21,150,27,22,66,86,78,69,108,122,56,621,240,639,1246,1353,1624,1239,1142,1120,386,8982
207021157,4,3,11,20,46,126,297,395,155,1055,0,8,14,11,25,36,42,88,26,263,36,63,182,66,129,118,135,150,68,957,496,1457,3114,2428,2644,2320,2140,1845,609,17047
207021159,3,3,7,9,19,65,186,203,151,649,0,0,10,9,14,28,31,36,35,159,32,37,64,70,114,109,124,116,116,783,389,1015,1715,1799,2378,2411,1949,1118,574,13347
207021160,5,3,10,7,16,56,182,283,144,714,3,0,8,0,12,19,41,36,22,145,24,25,44,70,87,81,125,184,212,848,287,684,1346,1774,1859,1453,1553,1305,593,10857
207021424,0,0,3,5,23,77,179,171,81,553,0,3,14,11,12,23,30,53,18,166,15,19,43,48,57,74,84,108,69,519,388,974,1511,1721,2088,2053,1542,860,358,11498
207021425,3,3,11,16,33,80,173,234,127,671,0,3,10,16,12,23,33,52,19,162,29,29,74,62,82,82,92,126,54,626,280,747,1864,2000,1767,1393,1359,1123,480,11013
207031161,5,5,12,15,33,59,100,186,155,572,4,0,15,14,25,24,24,30,13,143,40,40,104,112,105,115,95,161,149,918,463,1339,2645,3026,3022,2271,1648,1299,769,16480
207031162,8,0,3,9,10,54,95,153,102,444,0,3,7,10,11,19,15,30,14,112,17,23,79,38,54,79,73,121,112,590,232,595,1207,1394,1470,1205,923,876,490,8380
207031163,4,14,25,22,35,65,111,118,109,510,4,24,49,36,32,29,29,29,22,251,73,153,241,121,156,133,113,125,145,1255,633,2400,3941,2402,2378,1944,1187,908,535,16321
207031164,7,3,20,19,40,57,124,171,109,550,0,3,16,15,21,28,30,31,13,156,33,35,79,84,111,90,90,81,58,666,434,1229,2419,2399,2482,1992,1349,944,441,13694
207031165,3,14,8,10,15,34,86,134,95,397,0,3,24,11,11,10,17,24,6,99,59,117,117,51,45,52,63,75,67,653,723,2367,2138,1116,1211,931,780,676,480,10429
207031166,0,4,9,14,21,53,161,192,85,544,0,3,10,13,6,26,33,51,21,157,20,33,52,47,69,48,94,95,29,484,233,967,1419,1260,1260,1090,1068,888,269,8464
207031167,3,0,3,4,6,12,26,40,32,129,0,0,0,6,7,5,3,13,0,37,14,25,46,48,38,50,47,26,28,333,230,728,1170,1279,1464,1329,850,416,289,7761
208011168,3,0,5,0,3,14,41,49,51,174,0,0,0,0,5,3,6,6,0,19,35,34,31,76,119,118,97,87,68,669,282,765,705,1539,2263,1974,1482,814,473,10294
208011169,4,0,3,11,14,13,56,106,144,355,0,0,8,10,7,12,3,6,13,58,74,68,153,140,216,180,188,159,144,1320,477,1158,1941,2620,3571,3079,2587,1406,937,17772
208011170,0,0,13,9,11,18,55,102,92,304,0,0,5,10,12,3,12,14,6,56,31,43,40,105,118,119,94,122,143,812,318,775,1118,2034,2602,1999,1440,898,698,11879
208011171,6,3,9,4,24,39,81,90,93,341,0,0,3,3,3,9,0,9,6,37,26,31,67,81,88,67,71,58,52,540,205,524,1262,1772,1682,1169,844,481,352,8295
208011172,8,3,8,15,27,49,88,120,77,401,0,0,0,7,11,14,14,20,9,83,54,53,119,147,185,133,133,87,62,970,411,904,1564,2430,3031,2189,1524,835,400,13292
208011173,0,0,5,3,4,23,46,63,112,262,0,0,3,0,3,3,3,16,9,31,18,37,104,99,142,135,133,108,121,901,290,768,1391,2014,2704,2222,1824,906,764,12880
208021174,9,10,10,20,16,57,155,204,176,664,0,6,12,12,26,21,14,16,8,108,51,56,124,157,146,107,110,129,89,970,521,1322,2428,3140,3565,2548,1572,1068,765,16929
208021176,4,6,14,6,19,38,136,178,126,526,0,3,8,4,7,10,16,35,6,89,22,84,268,126,115,97,91,92,50,940,311,1784,4046,2663,2021,1680,1202,781,436,14922
208021177,0,9,18,16,15,28,62,80,136,367,0,0,14,9,4,3,13,13,20,78,41,102,268,133,138,154,134,130,152,1250,446,1694,3799,2589,2198,2279,1718,911,772,16402
208021178,3,0,3,14,12,29,82,137,155,437,0,3,7,4,3,9,10,26,25,95,37,55,127,131,132,117,131,118,108,965,337,1123,2228,2329,2391,2021,1743,935,699,13806
208021179,3,0,3,4,16,24,49,79,87,254,0,0,0,6,3,11,6,22,11,57,19,39,134,103,78,75,60,41,30,583,188,588,1992,1684,1546,1241,861,468,313,8877
208021180,0,3,4,4,15,40,120,105,56,346,0,0,3,7,5,7,26,46,16,102,11,27,59,35,48,42,41,39,16,320,161,621,1331,1132,1002,718,485,368,168,5985
208021181,4,9,4,13,10,33,67,86,66,290,3,3,8,3,0,6,13,17,9,60,14,34,72,70,52,41,27,41,34,380,204,727,1621,1448,1263,1002,548,374,216,7405
208021182,0,6,12,10,16,29,53,69,54,253,0,3,15,5,6,4,10,5,7,60,24,56,187,83,96,82,43,42,29,646,253,1167,2912,1901,1740,1301,798,415,204,10699
208021426,0,0,9,12,24,36,131,186,131,517,0,0,6,9,11,5,22,30,11,95,45,37,61,103,104,84,77,74,46,630,312,792,1505,2371,2312,1538,1006,714,405,10956
208021427,0,0,4,8,11,54,137,196,120,534,0,4,3,5,4,9,12,25,19,78,26,30,65,107,64,70,77,84,44,563,275,654,1483,2025,1914,1479,1056,794,422,10093
208031183,0,0,3,8,38,41,67,71,26,258,0,0,0,3,12,26,15,12,6,75,26,21,37,40,58,45,43,34,15,321,276,590,813,1298,1653,1016,584,357,101,6690
208031184,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,3,0,0,0,10,7,7,3,3,10,6,3,3,0,40
208031185,5,8,8,10,23,42,104,103,75,381,0,0,4,6,6,9,15,6,0,46,30,36,77,93,102,135,116,111,47,753,260,584,1281,1637,1749,1638,1195,610,267,9231
208031186,3,9,5,17,18,47,124,154,94,469,0,0,6,3,4,5,7,15,3,42,27,39,169,160,131,144,178,195,231,1275,222,627,2101,2424,1815,1628,1351,849,507,11518
208031187,0,6,3,5,13,25,62,45,19,172,0,0,0,5,3,4,8,3,0,26,13,18,28,21,28,38,46,35,16,237,131,305,611,790,744,651,535,261,57,4088
208031188,0,0,13,23,39,78,297,344,236,1034,3,3,16,14,21,23,26,41,9,153,46,57,150,156,129,121,131,183,198,1175,427,1137,3039,3450,3016,2361,1897,1425,912,17678
208031189,3,0,3,9,14,28,67,96,75,296,0,0,3,3,6,0,3,3,3,31,20,45,97,114,110,95,101,98,81,761,248,628,1541,1978,1970,1439,1019,641,304,9765
208031190,0,7,12,17,15,32,102,119,86,393,0,0,9,0,7,5,9,17,12,73,17,23,83,85,88,71,95,106,101,670,249,745,1757,1905,1874,1482,1198,771,436,10418
208031191,0,3,3,16,15,38,70,95,53,295,0,0,3,7,9,11,11,8,7,69,15,44,72,87,64,57,80,73,71,573,178,553,1089,1429,1253,904,688,472,253,6818
208031192,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
208031193,4,3,11,20,25,55,135,154,139,559,0,5,7,10,5,8,8,23,13,72,29,52,125,145,162,136,116,134,117,1025,398,1074,2267,3113,3110,2363,1533,941,549,15346
208041194,0,0,4,7,9,18,93,140,99,378,0,0,15,4,3,7,7,22,8,61,41,73,211,164,132,115,143,138,77,1091,396,1387,3459,2646,2539,2092,1692,1149,621,15978
208041195,3,7,11,5,18,37,118,162,93,457,0,0,10,4,16,15,20,33,14,111,40,109,165,117,142,111,99,92,63,933,523,2308,2913,2709,3020,2249,1607,932,501,16761
209011196,0,0,15,10,24,38,152,164,81,486,0,0,8,3,20,17,17,19,10,104,15,38,73,39,53,46,108,87,56,526,230,871,1417,1281,1217,970,1129,567,246,7936
209011197,8,4,21,12,17,67,192,218,165,708,0,3,10,13,14,9,18,17,6,91,23,31,89,114,115,112,127,109,59,785,421,1170,2529,2891,2775,2737,1979,938,448,15877
209011198,0,3,4,15,15,27,94,192,183,535,0,5,7,0,7,4,5,16,15,62,32,36,120,96,93,87,100,131,122,814,251,834,2038,2235,1853,1534,1211,974,629,11559
209011199,7,7,32,50,70,101,177,196,132,775,4,7,15,22,36,39,32,30,16,205,82,90,246,190,205,192,146,139,140,1418,373,986,2624,1989,1747,1523,986,590,444,11270
209011200,4,0,6,10,10,33,79,108,52,300,0,0,6,4,3,12,7,16,13,63,29,33,74,80,91,63,77,56,27,522,266,712,1609,1593,1722,1497,958,499,213,9063
209011201,0,0,3,0,5,13,30,49,44,138,0,0,0,0,3,0,0,6,4,13,19,13,34,38,34,51,60,37,28,307,179,481,708,825,1184,1134,835,383,223,5954
209011202,3,4,14,14,17,28,121,138,104,445,0,0,3,0,3,3,7,3,3,24,25,28,76,86,88,107,116,73,39,631,295,810,1893,2382,2151,2115,1758,825,331,12563
209011203,0,3,11,9,32,54,211,275,138,720,0,3,4,7,22,16,20,29,11,110,24,56,85,93,97,84,111,141,162,851,369,1030,2169,2740,2439,2001,1788,1105,526,14167
209011204,0,5,7,25,16,39,141,146,79,460,0,3,8,7,10,12,13,9,3,60,18,12,43,57,57,56,54,61,28,382,176,495,1245,1433,1126,1020,852,578,195,7122
209021205,4,0,15,18,26,32,102,153,40,395,4,3,8,6,8,19,16,21,6,91,74,173,177,95,66,39,43,70,113,857,736,1988,2038,1238,1315,861,562,464,222,9426
209021207,10,9,59,91,123,275,548,690,361,2154,5,7,38,37,39,74,85,151,50,496,86,183,472,296,301,276,293,339,301,2542,570,1926,5475,3891,3097,2570,1988,1699,999,22219
209021208,5,11,34,58,91,229,676,807,356,2267,4,16,24,34,33,64,139,190,71,576,72,98,294,245,257,175,225,206,118,1682,502,1476,4199,3533,3007,2286,1928,1655,779,19360
209021428,6,12,34,37,102,183,347,389,147,1254,0,6,22,20,55,58,71,117,42,400,69,119,370,301,234,187,181,159,115,1727,406,1606,4167,3318,2606,1880,1231,917,411,16551
209021429,3,3,14,16,21,77,208,260,120,721,0,4,4,6,16,18,29,67,15,162,25,47,135,113,115,64,61,62,36,662,243,815,2067,2046,1745,1175,723,611,232,9667
209031209,0,3,4,5,24,42,112,96,52,349,0,3,5,5,6,8,3,5,3,32,40,43,74,97,145,128,104,90,64,778,557,1412,1978,3054,3673,3420,2152,781,272,17309
209031210,0,0,0,4,6,9,27,9,8,60,0,0,0,0,0,0,3,0,0,8,12,4,9,24,25,20,19,11,0,125,101,196,314,500,526,535,297,88,22,2580
209031211,5,3,3,6,8,22,29,17,11,99,0,0,3,0,3,0,3,3,0,10,23,24,35,64,57,61,40,12,0,312,109,186,378,583,677,582,304,86,16,2924
209031212,0,0,4,7,3,5,17,24,11,75,0,0,0,0,0,3,0,4,0,3,33,20,25,56,89,78,41,20,7,373,153,309,377,576,907,876,520,194,65,3972
209031213,3,0,3,0,8,30,107,63,55,273,0,0,10,4,8,7,7,5,0,55,19,26,50,44,71,50,60,33,6,354,254,623,959,1201,1533,1275,793,314,131,7099
209031214,0,0,3,0,7,8,27,24,19,92,0,0,0,0,0,0,0,0,0,4,25,21,28,48,56,50,39,13,4,284,190,427,492,870,1166,982,617,190,62,4986
209031215,4,4,17,7,5,40,74,58,38,244,0,0,3,4,3,9,3,5,3,24,34,30,55,59,86,68,67,41,24,465,420,970,1510,1817,2256,1797,1005,377,157,10309
209041216,0,4,9,5,18,46,73,80,30,264,0,0,11,16,45,20,17,12,10,139,19,60,82,43,41,36,42,42,13,365,284,955,1365,946,946,667,377,300,113,5954
209041217,0,7,10,4,11,58,165,155,45,465,0,3,3,0,3,15,20,33,12,99,21,32,61,35,46,66,91,70,27,446,145,648,1025,707,656,801,724,430,116,5260
209041219,4,16,72,118,178,401,851,753,190,2582,5,5,47,58,68,106,153,249,72,760,77,108,250,211,179,204,247,194,63,1528,614,1417,3696,3117,2649,2274,2152,1553,385,17855
209041220,0,6,18,44,56,178,331,261,109,1007,0,6,18,21,19,39,52,66,18,235,41,67,129,97,120,134,91,79,23,787,517,1437,2461,2193,2922,2425,1184,622,249,14012
209041221,3,3,21,17,57,137,219,137,30,624,0,7,6,12,12,28,44,32,8,146,36,53,96,84,81,105,87,43,15,599,309,962,1892,1413,1667,1714,937,386,96,9383
209041223,4,26,73,105,188,466,868,709,191,2631,0,9,35,46,74,117,176,210,68,734,47,85,253,167,169,208,278,174,50,1434,482,1394,3292,2498,2336,2339,2229,1457,379,16398
209041224,14,12,38,42,56,105,137,86,30,514,0,0,10,10,6,10,10,7,0,49,81,71,208,201,203,199,129,57,10,1165,443,950,2480,2308,2294,1791,1056,325,87,11741
209041225,0,6,12,18,29,51,119,124,69,419,0,0,0,0,3,4,9,13,3,37,37,30,63,81,107,83,110,74,16,608,243,451,840,1045,1180,994,834,434,175,6206
209041430,8,9,27,28,22,61,122,48,20,353,3,0,3,3,5,9,6,6,4,36,41,39,144,149,109,62,55,26,13,625,459,998,3648,3815,2402,1456,1026,230,54,14096
209041431,3,7,26,51,58,146,211,186,120,813,0,3,9,19,19,32,35,25,17,166,40,55,137,100,104,103,78,59,35,709,355,961,2062,1833,1772,1478,774,508,249,10001
209041432,0,12,19,34,56,119,209,103,52,598,0,0,11,12,11,14,28,26,14,117,24,43,86,86,75,78,73,35,22,530,200,619,1432,1120,1050,996,764,277,125,6588
209041433,3,6,28,34,49,89,74,47,3,339,0,0,3,12,15,21,21,12,4,95,30,46,159,117,65,43,27,11,3,500,242,639,2338,2060,1120,662,312,113,22,7510
209041434,5,6,34,26,30,52,112,61,12,327,0,0,7,9,6,8,10,15,5,67,46,63,239,188,102,66,76,21,7,821,336,966,3660,2867,1642,1101,686,238,47,11545
209041435,0,3,9,20,38,84,109,54,12,324,0,0,5,4,3,14,18,11,4,63,34,36,68,88,62,34,33,11,4,377,350,693,1842,2352,1623,852,456,147,29,8343
209041436,3,4,23,8,28,75,165,163,146,619,0,3,3,7,6,14,18,23,16,91,19,27,76,66,79,64,42,58,33,481,341,780,1622,1838,1719,1101,777,506,291,8981
209041437,4,9,16,20,31,66,66,16,8,232,0,0,11,8,20,32,13,6,0,96,24,59,186,101,69,60,39,17,8,559,173,541,2468,1548,706,536,283,95,20,6374
210011226,0,3,14,8,22,52,181,222,110,605,0,0,7,3,4,10,29,38,23,113,13,28,76,84,58,65,91,78,43,543,111,404,1247,1106,967,830,707,583,244,6200
210011227,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
210011228,0,0,5,6,16,57,233,174,73,560,0,0,0,0,7,5,23,42,8,91,29,12,49,51,50,54,91,58,26,413,205,490,813,1070,1162,1058,1152,551,222,6730
210011229,4,9,14,41,81,208,784,901,319,2355,0,6,18,13,30,54,116,160,69,464,52,83,178,181,191,196,346,342,179,1736,527,1407,3097,3477,3420,2778,3170,2372,770,21013
210011230,0,5,6,4,10,12,70,105,76,283,0,0,0,3,3,3,6,12,4,44,12,15,53,36,42,45,45,48,38,334,152,382,876,1024,1091,717,474,375,226,5317
210011231,0,0,8,13,10,18,56,97,59,262,0,0,0,0,3,7,13,3,4,27,18,21,50,60,60,58,55,53,40,423,215,612,888,1313,1436,1234,744,445,241,7121
210021232,5,0,4,6,24,36,116,82,57,322,0,0,4,3,0,3,0,0,0,14,35,23,70,100,107,77,107,77,58,648,309,628,1202,1851,1922,1489,1253,490,228,9365
210021233,0,0,0,0,3,6,14,10,3,47,0,0,0,0,0,0,0,0,0,0,12,4,16,32,35,53,35,17,6,215,72,112,230,453,520,545,423,148,34,2537
210021234,0,3,6,0,5,11,23,18,14,77,0,0,0,0,0,0,0,0,0,3,5,11,7,30,25,27,17,11,0,152,80,216,348,521,690,574,385,129,43,2988
210021235,5,4,5,18,26,48,110,70,26,305,0,0,3,5,4,0,0,0,3,19,43,36,41,90,136,149,112,72,24,702,248,454,843,1218,1524,1398,971,357,107,7109
210031236,0,3,4,17,24,52,115,177,107,497,3,4,8,5,17,15,32,52,20,160,25,38,111,91,77,56,62,86,86,634,154,500,1371,1260,1006,660,454,447,286,6144
210031237,13,9,28,55,72,137,302,507,222,1354,0,5,20,22,30,50,69,92,57,349,36,54,181,131,109,97,117,190,149,1060,314,884,2315,1834,1449,1128,841,1058,518,10330
210031239,9,12,26,35,59,105,305,453,327,1329,0,6,10,21,17,34,55,64,24,230,64,86,301,265,175,176,140,152,116,1470,482,1473,4509,3777,2890,2111,1310,1236,809,18602
210031438,7,16,69,96,131,166,345,505,327,1661,0,6,36,40,58,63,73,84,38,405,76,128,356,231,187,171,193,244,182,1772,521,1619,4708,3117,2397,1729,1410,1334,791,17626
210031439,0,0,0,0,3,14,33,33,14,106,0,0,0,0,0,0,0,3,4,11,11,8,24,28,18,19,19,8,8,138,59,135,377,530,406,235,202,169,49,2163
210031440,4,7,13,28,36,64,149,224,60,577,0,0,8,7,7,19,22,37,22,122,14,16,52,52,58,39,58,66,33,382,142,351,834,738,679,503,467,518,171,4407
210041240,3,8,15,14,30,52,104,90,75,387,0,0,10,9,0,9,17,7,3,48,44,55,73,117,90,111,73,48,27,638,394,858,1380,1732,1975,1730,937,408,178,9593
210041241,15,4,33,32,50,116,279,236,124,887,6,3,7,13,6,8,6,13,4,81,64,93,207,183,191,214,222,144,76,1391,776,1815,3758,3562,3724,3181,2167,1084,443,20500
210051242,20,27,120,141,167,175,215,194,78,1135,5,16,48,42,80,79,62,55,30,413,83,117,352,197,208,162,136,110,31,1394,435,1085,2542,1617,1554,1220,791,554,210,10011
210051243,20,21,147,189,281,292,445,349,98,1840,9,13,59,65,121,159,160,120,41,751,89,114,191,173,212,150,175,115,38,1255,552,1231,2389,1912,1940,1420,1318,872,223,11862
210051245,3,7,12,43,75,153,347,244,80,969,0,7,3,19,21,28,72,57,19,222,54,58,136,125,139,187,206,143,50,1095,509,1157,2256,2193,2387,2410,1982,884,249,14032
210051246,3,9,33,52,82,174,284,167,32,828,0,0,8,5,17,29,50,51,9,169,43,44,118,88,108,97,77,39,10,630,503,1318,2245,2049,2630,2014,1087,383,78,12311
210051247,18,42,155,236,294,302,291,105,17,1446,0,15,40,72,93,130,88,69,21,526,96,73,172,163,164,142,109,75,21,1005,597,1238,2156,1896,2055,1495,863,339,72,10705
210051248,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,5,20,21,16,15,10,4,0,0,89,5,30,31,26,35,17,10,3,0,163
210051249,26,47,163,272,285,260,225,106,43,1432,6,6,55,75,134,165,123,71,25,663,86,92,193,180,172,100,65,38,18,937,847,1721,2859,3108,3274,1699,854,357,124,14849
210051250,7,8,9,23,20,62,157,113,39,441,0,0,6,0,3,10,26,26,16,88,14,44,107,64,77,62,65,63,26,512,133,419,1195,887,783,774,709,347,104,5354
210051441,8,13,29,41,55,58,134,69,15,426,0,7,14,18,20,22,15,21,5,124,34,45,101,74,65,74,55,21,10,475,275,638,1367,1135,1149,902,514,185,50,6211
210051442,5,3,43,37,51,84,82,36,3,351,0,4,10,23,29,32,25,18,4,144,32,47,126,92,75,43,18,12,3,442,325,750,1932,2145,1324,745,295,106,12,7632
210051443,11,34,84,85,127,136,143,64,7,688,0,9,26,35,45,55,30,35,14,254,61,54,151,122,112,94,50,19,10,683,559,1270,2956,2367,2218,1476,606,217,53,11725
210051444,0,9,64,83,78,88,102,44,30,499,3,9,31,31,42,45,36,17,6,226,39,61,165,107,84,24,25,14,10,535,301,862,3620,2414,1123,687,410,181,86,9677
210051445,0,3,6,8,10,14,45,16,7,108,0,0,3,0,10,3,6,4,0,24,11,11,51,26,27,25,16,7,0,178,91,262,746,478,453,275,171,62,12,2552
211011251,5,3,30,28,36,68,136,137,71,514,3,5,4,14,21,9,9,17,4,98,19,40,101,96,85,95,112,113,65,714,250,756,2042,1695,1532,1272,1162,700,263,9663
211011254,0,5,15,13,40,71,155,120,32,444,0,5,3,4,11,17,7,11,4,71,42,43,79,75,86,88,84,60,26,582,363,996,2008,2148,2109,1785,1440,643,150,11640
211011255,0,0,3,3,9,19,24,19,6,98,0,7,0,0,6,4,0,3,5,24,27,31,35,38,74,60,24,18,4,303,251,559,548,852,1337,892,321,126,32,4920
211011256,3,3,7,10,30,105,118,128,33,432,0,4,11,13,21,22,13,24,4,108,34,38,82,73,103,96,57,45,31,566,404,1214,2016,1933,2368,2160,1015,546,200,11849
211011257,3,4,9,11,15,28,61,72,19,213,0,0,9,0,3,3,11,4,0,40,11,15,27,28,30,39,17,23,10,193,246,545,796,1176,1379,878,499,320,102,5932
211011258,0,6,12,3,27,48,86,75,22,271,0,0,5,0,6,17,19,13,0,66,23,21,48,32,53,64,56,41,8,347,314,748,1118,1418,1805,1379,784,393,82,8035
211011259,0,6,16,9,36,67,111,97,108,446,0,3,7,13,10,22,26,23,10,117,16,24,63,81,77,102,100,96,107,674,283,831,1718,1814,1750,2111,1471,664,427,11065
211011260,4,4,18,13,35,77,179,157,137,631,3,4,16,13,23,33,23,26,19,165,26,33,58,67,79,105,98,133,187,790,468,1322,2112,1968,2427,2654,1722,1019,712,14402
211011446,7,12,34,46,71,100,203,214,120,799,3,3,13,11,10,15,19,12,3,93,46,51,206,179,149,169,208,201,197,1401,450,1304,3517,3098,2720,2681,2155,1242,550,17716
211011447,0,3,20,10,30,62,135,145,76,485,0,3,3,0,5,4,10,14,4,45,21,25,98,86,86,68,135,127,130,776,281,771,1982,1933,1909,1614,1418,780,356,11038
211011448,0,0,12,18,30,72,134,128,67,474,0,0,7,8,6,16,18,9,5,72,26,31,71,77,83,87,101,79,35,584,370,923,1932,2079,2061,1906,1296,563,204,11325
211011449,0,0,6,7,14,17,21,23,8,92,0,3,0,3,0,0,3,0,0,11,11,12,28,37,34,23,26,10,3,180,102,224,540,638,655,556,360,118,33,3230
211021261,0,3,10,9,10,43,121,140,98,441,0,0,6,6,11,9,12,24,15,80,27,23,64,77,96,98,104,91,82,667,386,977,1355,1869,2522,2067,1621,954,495,12246
211021262,0,3,3,0,9,21,58,64,42,197,0,3,0,0,0,0,3,12,13,28,32,30,29,38,83,78,56,64,45,460,302,691,699,1068,1819,1504,961,410,175,7621
211031263,6,5,13,21,39,55,77,58,38,309,0,0,11,10,14,23,11,6,0,74,31,45,89,105,84,78,90,54,121,707,306,782,1761,1651,1741,1407,865,347,267,9128
211031265,7,3,18,13,15,25,101,108,61,351,0,0,3,9,5,6,4,3,3,35,26,41,55,66,82,98,88,67,51,582,504,1268,1870,2239,3040,2379,1384,610,252,13549
211031266,12,16,76,50,55,78,156,143,134,717,0,7,41,30,40,36,25,17,4,210,38,36,132,123,112,89,92,95,90,806,356,968,2944,2644,2052,1728,1399,898,558,13544
211031267,17,15,55,52,59,51,135,157,122,658,3,9,30,27,25,19,24,8,10,158,41,40,106,111,135,115,129,147,81,892,443,1126,2647,3049,2822,2182,1844,1082,476,15669
211031268,0,0,9,8,9,30,64,75,50,246,0,0,3,3,4,8,0,3,0,29,21,10,31,47,50,57,55,56,24,348,231,549,936,1284,1368,1305,953,483,174,7277
211031450,14,22,60,84,45,56,122,123,84,615,3,9,22,24,28,19,15,11,3,134,37,52,154,129,135,117,125,121,71,954,279,867,2631,2206,1775,1692,1401,804,334,11989
211031451,9,16,32,37,33,56,98,115,125,518,0,5,12,16,15,12,5,7,6,68,26,24,82,83,73,75,80,159,129,723,312,780,1741,1728,1659,1466,1311,947,525,10479
211031452,5,0,10,13,15,25,38,28,22,155,0,0,3,3,3,7,3,6,0,30,8,3,28,29,24,24,29,26,7,186,78,239,684,713,630,498,465,224,48,3585
211041269,3,7,3,11,33,48,112,163,100,480,0,3,12,15,23,24,22,20,4,123,10,31,62,67,48,57,56,76,28,441,192,636,1383,1560,1356,1141,968,798,380,8421
211041270,11,4,16,17,36,57,100,134,83,474,0,0,30,12,17,45,18,31,14,154,21,38,101,86,91,75,97,87,42,649,305,890,2541,2540,2176,1697,1342,847,299,12629
211041271,5,4,7,22,45,46,91,120,85,432,0,5,17,9,26,33,29,27,3,144,21,33,102,87,73,67,65,98,127,676,224,692,1860,1800,1541,1153,896,669,449,9291
211041272,5,0,17,13,18,35,63,77,45,268,0,3,7,12,23,24,12,14,4,96,15,17,37,43,46,41,47,55,19,324,217,479,1142,1657,1390,1118,1028,617,195,7848
211041273,4,3,0,3,19,46,149,163,88,476,0,7,5,8,16,17,25,28,16,122,11,26,37,40,29,36,76,50,32,337,313,773,1046,1319,1585,1525,1602,817,371,9346
