SA2_MAINCODE_2016,T_LPLFS_EPT_DC_0_4,T_LPLFS_EPT_DC_5_9,T_LPLFS_EPT_DC_10_12,T_LPLFS_EPT_DC_13_14,T_LPLFS_EPT_DC_15_17,T_LPLFS_EPT_DC_18_20,T_LPLFS_EPT_DC_21_24,T_LPLFS_EPT_Tot,T_LPLFS_EAW_DC_0_4,T_LPLFS_EAW_DC_5_9,T_LPLFS_EAW_DC_10_12,T_LPLFS_EAW_DC_13_14,T_LPLFS_EAW_DC_15_17,T_LPLFS_EAW_DC_18_20,T_LPLFS_EAW_DC_21_24,T_LPLFS_EAW_Tot,T_LPLFS_HNS_DC_0_4,T_LPLFS_HNS_DC_5_9,T_LPLFS_HNS_DC_10_12,T_LPLFS_HNS_DC_13_14,T_LPLFS_HNS_DC_15_17,T_LPLFS_HNS_DC_18_20,T_LPLFS_HNS_DC_21_24,T_LPLFS_HNS_Tot,T_LPLFS_EW_Tot_DC_0_4,T_LPLFS_EW_Tot_DC_5_9,T_LPLFS_EW_Tot_DC_10_12,T_LPLFS_EW_Tot_DC_13_14,T_LPLFS_EW_Tot_DC_15_17,T_LPLFS_EW_Tot_DC_18_20,T_LPLFS_EW_Tot_DC_21_24,T_LPLFS_EW_Tot_Tot,T_LPLFS_ULFTW_DC_0_4,T_LPLFS_ULFTW_DC_5_9,T_LPLFS_ULFTW_DC_10_12,T_LPLFS_ULFTW_DC_13_14,T_LPLFS_ULFTW_DC_15_17,T_LPLFS_ULFTW_DC_18_20,T_LPLFS_ULFTW_DC_21_24,T_LPLFS_ULFTW_Tot,T_LPLFS_ULPTW_DC_0_4,T_LPLFS_ULPTW_DC_5_9,T_LPLFS_ULPTW_DC_10_12,T_LPLFS_ULPTW_DC_13_14,T_LPLFS_ULPTW_DC_15_17,T_LPLFS_ULPTW_DC_18_20,T_LPLFS_ULPTW_DC_21_24,T_LPLFS_ULPTW_Tot,T_LPLFS_U_T_DC_0_4,T_LPLFS_U_T_DC_5_9,T_LPLFS_U_T_DC_10_12,T_LPLFS_U_T_DC_13_14,T_LPLFS_U_T_DC_15_17,T_LPLFS_U_T_DC_18_20,T_LPLFS_U_T_DC_21_24,T_LPLFS_U_T_Tot,T_LPLFS_T_LF_DC_0_4,T_LPLFS_T_LF_DC_5_9,T_LPLFS_T_LF_DC_10_12,T_LPLFS_T_LF_DC_13_14,T_LPLFS_T_LF_DC_15_17,T_LPLFS_T_LF_DC_18_20,T_LPLFS_T_LF_DC_21_24,T_LPLFS_T_LF_Tot,T_LPLFS_NLF_DC_0_4,T_LPLFS_NLF_DC_5_9,T_LPLFS_NLF_DC_10_12,T_LPLFS_NLF_DC_13_14,T_LPLFS_NLF_DC_15_17,T_LPLFS_NLF_DC_18_20,T_LPLFS_NLF_DC_21_24,T_LPLFS_NLF_Tot,T_LPLFS_LFSNS_DC_0_4,T_LPLFS_LFSNS_DC_5_9,T_LPLFS_LFSNS_DC_10_12,T_LPLFS_LFSNS_DC_13_14,T_LPLFS_LFSNS_DC_15_17,T_LPLFS_LFSNS_DC_18_20,T_LPLFS_LFSNS_DC_21_24,T_LPLFS_LFSNS_Tot,T_LPLFS_Tot_DC_0_4,T_LPLFS_Tot_DC_5_9,T_LPLFS_Tot_DC_10_12,T_LPLFS_Tot_DC_13_14,T_LPLFS_Tot_DC_15_17,T_LPLFS_Tot_DC_18_20,T_LPLFS_Tot_DC_21_24,T_LPLFS_Tot_Tot
212041309,6,17,20,15,13,17,5,93,3,3,0,0,0,0,0,7,0,3,4,4,5,0,0,11,18,40,43,28,41,48,18,233,0,0,0,0,0,0,0,3,0,6,3,0,0,0,0,16,0,6,3,0,0,0,0,17,19,48,45,31,39,49,21,251,26,31,19,12,23,14,4,139,0,0,0,0,0,0,0,4,47,82,68,45,63,66,23,395
212041310,11,13,14,12,6,7,0,64,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,4,18,33,24,24,32,20,14,160,0,0,0,3,4,3,3,18,0,0,3,0,0,3,0,7,0,3,0,3,4,6,3,23,15,34,29,28,33,25,19,187,32,38,28,16,9,12,8,144,0,0,0,0,0,0,0,3,51,73,55,44,45,36,31,336
212041311,28,50,32,25,39,20,13,216,4,0,0,0,0,0,0,10,0,3,3,0,3,3,0,11,71,103,76,52,83,59,24,470,6,21,3,5,8,3,10,58,12,18,15,8,8,3,0,68,22,35,21,18,17,7,11,126,86,132,93,66,101,68,35,592,176,143,95,82,97,86,46,726,3,8,7,3,0,0,0,21,273,286,195,143,205,158,77,1335
212041312,25,41,49,33,37,12,12,211,7,0,0,0,0,0,0,7,3,3,3,0,3,0,0,13,58,92,88,63,91,45,33,465,4,5,5,3,10,0,0,30,6,12,4,0,6,5,0,33,6,13,9,7,15,9,3,65,72,110,99,71,100,51,37,534,112,107,88,68,60,27,18,477,3,0,0,0,0,0,0,3,178,217,186,131,165,76,54,1011
212041313,12,30,27,19,25,11,0,125,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,4,22,56,47,41,57,31,16,256,0,3,0,0,0,0,0,5,0,3,3,0,0,0,0,10,0,4,4,0,3,0,0,13,19,59,55,39,61,31,14,267,12,8,6,0,3,5,6,44,0,3,0,0,0,0,0,4,34,70,59,41,62,30,22,315
212041314,37,76,50,25,47,27,18,272,3,3,3,3,3,0,0,12,0,3,0,0,0,0,0,4,66,157,103,72,104,68,45,617,13,9,8,3,5,3,4,41,3,7,10,7,13,7,3,46,15,15,15,5,16,11,3,81,80,165,118,73,123,83,51,698,91,100,50,38,45,27,17,372,4,3,3,3,3,0,0,14,175,276,174,118,168,109,67,1085
212041316,4,15,10,14,14,11,3,73,0,3,0,0,0,0,0,8,0,0,0,0,0,0,0,0,12,40,23,22,37,20,11,170,0,7,3,0,3,0,0,12,0,0,0,4,5,4,0,14,3,7,3,4,4,4,0,28,16,47,29,29,43,28,10,194,39,34,26,18,26,10,11,149,0,0,0,0,3,0,0,5,50,76,52,40,71,34,23,350
212041317,29,50,35,28,35,19,15,213,3,0,0,0,4,0,3,9,4,3,3,0,9,5,3,27,60,70,65,52,79,69,38,435,6,8,13,4,7,5,0,37,6,12,4,4,9,4,0,30,8,23,17,3,12,7,0,68,76,90,80,57,93,72,36,508,116,95,70,35,56,40,18,435,0,3,0,0,0,0,0,6,191,190,149,96,148,119,51,942
212041318,16,41,35,25,30,23,7,177,3,0,0,0,0,3,3,14,0,0,0,0,4,7,0,13,48,73,61,44,64,64,25,382,3,3,10,3,6,4,0,25,3,10,4,3,0,0,0,21,3,14,11,3,9,6,0,53,48,88,77,49,73,73,25,431,79,67,38,34,43,19,14,300,4,3,0,0,0,0,0,23,141,159,117,82,119,99,41,751
212041459,19,17,17,16,13,10,4,95,0,3,0,0,0,0,0,4,3,0,0,0,3,0,0,10,40,51,44,42,37,24,17,251,3,8,3,0,7,0,0,21,3,9,8,4,0,3,0,30,8,15,9,0,4,4,3,53,46,67,49,46,42,30,22,303,73,61,34,22,25,15,10,234,0,0,0,5,0,0,0,8,123,122,82,72,71,43,28,543
212041460,24,46,32,29,51,22,13,209,3,0,0,0,0,0,0,3,3,4,5,0,0,3,4,17,56,93,71,56,94,51,26,451,6,13,7,0,10,9,0,45,12,17,16,5,8,3,4,57,21,31,19,5,11,8,4,103,72,122,95,65,103,61,30,551,143,117,56,46,58,33,23,481,4,7,0,3,3,0,0,20,221,247,150,120,166,91,53,1049
212051319,27,44,35,21,23,17,13,182,3,0,0,0,3,0,0,6,3,0,0,0,0,0,0,8,40,87,60,41,65,56,29,376,0,0,4,0,3,0,3,12,3,8,0,3,0,3,3,20,3,8,7,3,7,3,3,35,45,89,64,50,76,59,33,414,52,59,41,26,42,22,7,245,0,0,0,0,0,0,0,0,96,148,104,67,112,83,41,656
212051320,3,19,21,6,15,17,9,88,4,0,0,0,3,0,0,8,0,0,0,0,0,0,0,0,17,39,27,18,31,31,25,194,3,0,0,0,0,4,0,7,3,7,3,3,3,10,0,22,5,7,5,3,3,10,0,30,25,40,37,25,33,41,25,223,39,40,11,15,13,16,12,147,0,0,0,0,0,0,0,0,60,80,46,33,49,58,36,368
212051321,15,30,24,33,38,26,21,184,0,0,0,0,0,0,0,0,6,0,3,3,0,0,0,7,26,69,62,57,88,65,38,406,0,6,0,3,0,3,0,12,3,11,4,3,3,5,3,36,3,13,6,6,9,13,3,43,30,78,70,62,93,77,41,451,28,34,24,26,44,41,23,218,0,0,0,3,0,0,0,5,57,108,93,87,139,122,70,673
212051322,10,41,39,26,36,24,12,187,7,3,0,0,0,0,5,14,0,0,0,0,0,4,0,4,34,77,67,55,95,70,45,440,0,3,3,0,3,4,0,17,0,8,6,6,4,3,0,21,3,8,7,3,9,5,0,40,36,84,74,65,109,79,45,482,29,51,35,27,61,34,18,252,0,0,0,0,0,0,0,3,69,134,100,95,168,110,63,735
212051323,3,26,27,18,17,28,19,141,0,3,3,0,0,3,0,11,0,0,0,0,3,0,0,6,19,48,47,56,79,82,39,376,0,0,3,3,0,3,3,15,0,3,4,4,3,6,3,16,0,3,4,6,10,7,5,33,23,52,55,60,88,90,45,406,19,35,25,21,26,17,10,149,0,0,0,0,0,0,0,4,39,81,79,79,116,105,59,558
212051324,12,21,26,14,19,10,14,118,0,3,0,0,0,0,0,7,0,0,0,0,0,3,0,5,22,57,56,41,52,48,34,315,0,0,0,0,3,3,3,14,5,4,3,4,0,3,0,27,10,7,3,3,3,4,7,34,34,64,59,42,63,53,41,355,23,29,25,17,33,23,11,157,0,0,0,3,0,0,0,5,51,93,84,59,93,79,54,516
212051325,16,32,29,19,35,16,7,161,0,0,0,0,0,0,0,3,0,0,0,0,0,0,3,9,33,74,61,45,76,49,30,368,3,8,4,3,10,4,0,29,5,4,4,3,3,0,0,16,9,12,8,4,13,3,0,50,39,89,68,50,89,48,34,414,56,44,33,20,19,26,6,206,0,0,0,0,0,0,0,0,90,135,106,71,109,72,38,624
212051326,10,33,25,22,25,15,10,149,8,3,0,0,0,0,0,12,0,0,0,3,0,0,0,5,26,76,58,46,68,44,31,351,4,6,4,0,3,6,0,18,5,5,3,3,0,3,4,17,5,13,9,5,3,8,4,38,29,84,65,52,68,52,29,392,44,35,14,16,25,19,6,155,0,0,4,3,0,0,0,4,73,123,82,69,95,69,40,551
212051327,19,51,36,22,25,21,18,195,7,0,3,0,0,4,3,16,0,0,0,0,0,0,0,6,41,81,82,53,80,69,47,446,3,7,0,0,3,0,0,12,3,0,0,0,0,3,0,6,3,7,4,0,3,7,0,20,42,86,85,53,85,69,46,469,23,32,23,12,30,18,9,140,0,0,0,0,0,0,0,0,68,120,105,70,109,86,58,610
213011328,11,10,12,20,7,5,3,70,3,0,0,0,0,0,0,6,0,0,0,0,0,0,0,5,26,39,20,25,22,15,3,149,5,10,10,6,0,3,0,32,0,4,3,0,3,5,0,19,9,13,8,9,10,7,0,53,32,56,31,36,25,19,7,204,47,37,18,18,10,5,4,146,0,3,0,0,0,0,0,8,77,90,52,51,41,23,16,360
213011329,19,41,25,21,20,18,8,153,4,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,44,59,42,34,43,45,24,284,0,6,0,0,3,0,3,17,0,8,10,6,8,3,0,33,3,12,7,6,7,5,3,45,46,72,52,44,51,46,26,335,49,65,29,27,29,17,9,231,3,0,4,3,0,0,0,7,98,138,87,71,83,65,36,572
213011330,39,79,41,29,43,35,13,278,0,5,3,3,3,0,0,17,12,4,3,3,3,0,0,27,94,192,108,78,117,58,36,681,3,13,8,9,8,10,0,54,6,33,13,6,10,4,5,82,14,47,23,15,22,11,9,133,105,235,137,89,139,74,41,818,199,195,99,40,85,48,17,688,8,4,3,0,0,0,0,18,312,435,235,131,221,121,60,1522
213011331,5,23,25,4,16,14,11,98,0,0,0,0,0,0,0,4,0,0,3,0,3,4,0,8,12,50,43,22,51,32,23,232,7,6,7,0,5,3,0,22,11,10,9,3,7,3,3,39,11,12,15,3,8,5,6,65,24,64,60,25,58,39,27,298,49,49,19,10,17,13,5,158,0,0,0,0,3,0,0,7,75,114,78,36,80,51,33,471
213011332,15,37,27,22,26,6,6,133,4,0,0,0,0,0,0,3,3,3,3,3,3,0,0,16,31,66,51,42,65,32,21,306,5,12,3,3,6,6,0,37,6,19,10,3,9,4,0,51,14,36,15,8,11,10,0,91,45,99,68,47,78,34,24,395,80,84,34,24,45,15,16,292,0,0,0,0,0,0,0,8,124,180,100,77,117,55,41,694
213011333,18,31,28,28,41,15,14,177,3,0,0,0,0,0,0,12,4,8,3,3,9,3,0,25,53,76,66,46,76,39,16,372,3,5,7,4,4,8,0,38,5,20,7,9,11,6,3,61,10,24,19,16,11,15,5,103,69,102,85,61,86,53,18,474,119,137,83,55,64,32,16,505,3,3,0,0,0,0,0,15,186,239,169,116,153,84,38,996
213011334,20,58,31,37,44,21,11,225,3,0,0,0,3,0,0,4,0,4,0,0,8,3,0,19,55,102,68,67,80,52,35,459,22,15,13,10,15,7,3,78,12,15,22,10,11,3,3,74,32,30,30,18,29,10,7,156,90,129,105,87,107,63,36,615,186,179,89,68,86,36,19,662,8,5,3,4,6,5,0,35,283,320,197,158,194,102,58,1314
213011335,16,40,24,27,37,14,10,188,3,0,0,3,0,0,0,11,4,0,5,0,9,0,0,28,43,88,64,48,82,38,30,399,3,18,10,9,8,10,3,60,8,24,10,7,10,3,4,62,12,42,19,10,22,14,9,124,58,121,78,60,107,49,36,518,135,117,68,50,61,41,31,513,3,7,3,0,0,0,0,12,196,244,155,116,170,93,65,1045
213011336,8,11,14,13,7,9,0,68,4,0,0,0,0,0,0,3,0,0,0,0,0,0,0,3,24,32,27,23,27,20,6,158,0,4,0,3,3,3,3,20,0,5,6,0,6,0,4,19,3,14,8,3,12,3,9,44,28,41,38,30,37,28,11,205,56,33,17,14,25,16,10,166,3,0,0,0,0,0,0,4,85,77,49,41,56,42,27,373
213011337,25,23,21,20,19,11,3,126,0,3,0,4,0,0,0,10,3,3,0,0,3,0,0,10,45,63,44,37,48,31,14,283,3,13,7,10,4,10,5,46,3,10,11,4,6,3,3,39,8,18,15,11,12,15,5,90,51,84,59,49,61,46,22,372,86,88,50,48,47,34,19,361,9,3,3,3,0,0,0,16,141,176,111,96,102,74,41,750
213011338,21,48,34,28,38,27,14,200,3,3,0,0,0,0,0,11,0,3,5,0,0,0,0,10,62,95,70,48,85,45,32,443,10,13,12,14,15,5,5,78,13,34,17,11,11,12,6,98,15,44,30,26,27,14,12,171,76,138,108,70,114,67,48,611,142,135,55,40,61,28,24,485,6,10,3,3,3,0,0,26,225,282,164,118,177,95,65,1123
213011339,13,39,20,15,25,8,9,134,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,3,32,67,52,36,73,36,19,311,5,8,3,3,3,3,0,22,0,12,3,7,11,0,0,36,10,16,6,6,12,3,6,60,39,88,62,45,82,38,18,367,40,41,23,17,20,11,3,159,0,0,0,0,0,0,0,3,82,132,85,54,101,46,23,527
213011340,9,21,19,23,30,17,11,133,5,0,3,0,3,0,0,10,0,0,0,0,0,0,0,3,22,46,44,39,84,54,29,314,0,3,0,5,5,4,0,15,3,7,6,4,11,3,0,32,3,7,11,9,13,5,0,46,25,55,53,45,96,58,35,361,37,28,14,12,24,22,10,149,0,0,0,0,0,0,0,3,65,85,69,60,115,76,42,509
213021341,14,39,16,11,14,7,6,114,0,0,0,0,3,0,0,5,0,0,0,0,0,0,0,5,28,75,44,28,46,29,21,273,3,3,0,0,0,0,0,8,0,0,0,0,0,0,0,5,3,3,0,0,0,0,0,11,32,83,44,28,49,30,21,285,31,24,22,15,10,12,3,108,0,0,0,0,0,0,0,6,64,108,68,48,58,37,21,394
213021342,28,62,42,25,42,19,14,240,0,0,0,0,3,0,0,7,3,0,0,0,0,0,0,8,53,104,79,45,100,47,41,464,3,7,3,4,9,6,3,31,4,17,3,4,4,0,0,37,8,21,12,12,12,6,3,69,62,122,93,54,114,58,40,535,85,75,37,25,37,8,0,275,0,5,3,3,0,0,0,8,146,205,131,80,151,64,44,820
213021343,18,34,24,14,17,13,6,125,0,0,0,0,0,0,0,0,5,0,0,3,0,0,0,9,29,74,44,40,53,29,19,293,0,0,3,6,0,5,0,19,3,12,5,4,4,0,3,28,3,14,6,5,8,4,3,48,32,84,58,42,56,38,20,333,58,55,38,30,34,13,12,232,0,0,0,0,0,0,0,0,89,147,91,71,90,49,33,567
213021344,23,49,24,16,28,14,9,165,0,4,0,0,0,4,0,12,0,0,0,0,0,0,0,0,55,101,54,49,77,46,17,395,0,5,0,0,3,3,3,11,0,4,3,0,4,0,0,18,0,5,4,3,5,3,3,31,56,108,61,51,82,45,17,427,23,20,7,7,14,9,6,82,3,0,0,0,0,0,0,5,84,127,68,60,98,55,28,514
213021345,3,13,7,11,5,0,3,48,0,0,0,0,4,0,0,4,0,0,0,0,0,0,0,4,6,34,19,23,24,9,6,121,0,3,0,0,0,0,0,8,0,0,0,0,0,0,0,3,0,3,3,0,0,0,0,8,9,31,20,23,24,14,11,130,28,33,11,3,9,0,5,88,0,0,0,0,0,0,0,0,37,61,33,28,26,11,11,219
213021346,7,32,17,19,37,9,11,129,0,0,0,0,0,0,0,3,0,0,3,0,0,0,0,3,22,72,51,45,89,39,18,343,3,0,3,0,0,3,0,5,3,5,6,4,3,0,0,21,4,4,5,4,3,3,0,25,26,75,60,49,90,42,24,374,34,45,12,12,15,10,0,133,0,0,0,0,0,0,0,4,64,119,72,61,113,54,24,505
213031347,26,49,26,29,51,22,13,212,4,0,0,0,3,0,0,11,3,5,11,4,4,4,0,33,49,96,65,46,96,54,28,431,4,13,11,4,11,8,3,55,9,23,9,9,6,8,6,60,13,32,16,8,15,11,8,116,65,132,77,54,113,64,41,547,115,103,68,51,68,34,27,465,0,4,0,0,0,0,0,9,186,237,145,104,177,101,66,1016
213031348,8,26,15,4,13,10,4,80,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,3,19,46,30,24,35,26,18,203,0,3,0,3,0,3,0,13,5,3,9,3,3,0,0,23,9,9,6,3,3,3,0,39,30,59,37,27,40,30,19,240,50,41,31,12,20,15,8,185,3,0,0,0,0,0,0,6,78,101,72,41,66,53,29,435
213031349,13,18,16,9,17,13,3,82,0,3,0,0,0,0,0,9,0,0,0,0,3,0,0,4,25,42,46,20,41,23,16,223,3,0,0,0,0,3,0,8,0,5,0,0,0,0,0,5,4,5,0,0,0,3,0,17,31,44,45,25,47,29,16,240,24,27,9,11,16,12,6,96,0,0,0,0,0,0,0,3,56,71,55,34,58,42,23,340
213031350,19,20,6,0,11,5,3,61,4,0,0,0,0,0,0,5,0,0,0,0,0,0,3,3,25,43,23,10,23,15,10,150,5,0,0,0,0,0,0,7,0,4,4,0,0,0,0,11,8,4,6,0,3,0,0,23,31,51,24,10,25,18,16,168,21,17,10,6,6,8,3,71,0,0,0,0,0,0,0,3,53,67,43,11,32,21,18,242
213031351,12,26,23,13,15,10,3,102,7,3,0,0,0,0,0,12,0,0,0,0,0,0,0,5,29,47,44,21,30,31,14,229,0,5,0,3,6,6,0,18,0,10,3,0,0,0,0,13,5,17,3,3,6,6,0,27,34,62,44,24,35,38,16,255,29,32,17,9,9,4,6,121,0,0,0,0,0,0,0,0,61,97,62,35,48,44,28,375
213031352,11,43,22,7,22,13,7,127,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,70,40,33,51,26,13,249,0,3,0,0,3,0,0,9,0,3,0,3,4,0,0,16,0,3,0,0,7,0,0,18,20,76,39,32,58,27,13,271,24,27,18,8,11,4,3,109,0,0,0,0,0,0,0,3,48,101,61,40,77,30,18,376
213041353,37,89,52,45,52,17,7,308,5,0,0,4,3,0,0,20,0,3,3,3,0,0,0,7,60,153,107,82,111,45,21,579,3,15,10,3,3,3,0,33,4,13,8,10,0,0,0,35,12,23,18,9,3,3,0,71,71,178,131,89,115,48,20,653,129,114,53,33,37,11,7,387,0,3,0,0,3,0,0,15,208,293,180,125,154,61,28,1051
213041355,37,57,34,34,41,20,6,223,0,3,0,3,3,0,0,11,0,0,0,0,0,0,0,4,50,116,66,71,91,43,27,472,4,3,0,3,3,5,0,18,3,4,4,3,3,0,0,24,7,9,8,9,4,6,0,40,58,126,78,75,97,50,27,511,64,65,18,23,27,7,8,219,4,8,0,0,0,0,0,14,123,198,101,105,125,57,36,736
213041356,29,53,40,36,46,18,4,223,11,8,4,3,3,0,3,29,0,9,0,3,0,0,0,14,67,109,88,68,106,43,18,494,9,19,13,6,10,4,0,62,15,24,17,11,14,3,0,79,20,39,34,19,23,3,0,138,91,151,121,85,126,44,20,635,249,207,92,50,49,21,16,686,7,9,0,0,3,3,0,18,340,360,217,133,177,68,32,1333
213041357,69,82,50,35,38,16,3,293,5,3,3,0,0,0,0,18,0,3,0,3,5,0,0,9,116,164,105,69,107,39,5,601,11,20,13,4,9,3,0,57,17,35,14,10,10,4,0,87,25,50,25,19,18,7,0,147,141,211,126,89,124,47,10,750,291,241,125,58,81,21,12,824,8,3,4,0,0,0,0,17,441,456,250,147,209,66,26,1593
213041358,45,80,43,27,47,9,7,259,12,7,0,0,3,3,0,31,0,0,0,0,0,0,0,0,89,140,87,62,102,28,14,522,15,28,10,7,6,0,0,62,10,31,17,3,11,0,0,71,23,58,27,11,14,0,0,131,116,196,108,70,121,30,15,654,196,221,111,49,57,16,13,666,0,7,0,0,0,0,0,9,309,426,221,119,174,47,28,1331
213041359,5,3,3,4,4,0,0,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,14,9,4,6,3,0,41,0,0,0,0,0,0,0,0,0,3,4,0,0,0,0,3,0,3,4,0,0,0,0,7,9,11,6,4,6,3,0,54,11,4,5,7,4,0,0,28,0,4,0,0,0,0,0,4,17,27,17,6,14,3,0,86
213041360,32,62,42,17,33,18,12,211,3,3,5,3,0,4,3,20,0,0,4,0,4,0,0,9,56,110,106,56,78,37,28,466,3,3,3,3,3,0,0,15,0,11,3,3,6,0,0,33,3,13,11,10,9,5,0,47,58,126,110,64,85,42,28,511,61,60,40,23,31,18,3,229,3,4,3,0,0,0,0,7,120,190,151,85,114,61,30,752
213041461,13,15,9,5,12,6,0,58,0,0,4,0,0,0,0,9,0,0,0,0,0,0,0,0,14,29,19,15,17,11,7,119,0,0,0,4,4,0,0,8,0,3,0,5,0,0,0,11,3,3,0,6,3,0,0,22,16,33,26,22,27,11,4,137,23,17,14,4,7,8,0,68,0,0,0,0,0,0,0,0,39,49,36,30,34,16,5,205
213041462,11,22,13,9,13,4,0,86,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,28,44,25,18,31,17,5,169,0,0,0,0,0,0,0,8,0,0,0,3,0,0,0,7,0,4,0,3,0,0,0,11,27,46,30,22,31,21,8,183,40,34,17,3,18,10,0,114,0,0,0,0,0,0,0,0,66,77,43,27,51,27,10,298
213041463,32,84,46,33,54,20,7,259,0,0,3,4,4,4,0,15,3,3,4,0,4,0,0,13,52,154,111,76,130,64,29,612,5,12,6,4,7,3,0,30,3,11,11,0,5,3,0,28,4,20,12,9,9,7,0,60,61,172,119,78,138,67,35,672,81,94,49,30,32,16,8,310,3,4,0,0,0,0,0,9,140,266,169,117,172,79,38,988
213051361,21,56,42,28,33,26,6,205,5,3,0,0,3,4,5,20,4,3,3,0,4,0,0,12,49,93,81,67,94,73,28,488,3,18,13,12,7,4,0,51,7,14,9,0,3,3,3,42,13,28,24,7,11,9,3,91,61,127,102,76,103,75,29,586,108,100,55,27,43,19,6,356,3,0,0,3,4,6,0,13,176,227,156,106,149,104,43,953
213051362,27,53,35,17,36,22,5,193,7,0,0,0,0,0,0,10,0,5,3,0,3,4,0,20,60,94,78,56,103,57,37,475,3,17,3,5,13,4,0,44,7,20,15,5,11,6,0,68,12,37,26,5,21,9,0,111,68,137,96,65,119,66,35,586,126,110,57,42,41,20,12,401,3,0,0,0,0,0,0,3,193,246,157,106,167,85,46,994
213051363,9,11,6,8,14,3,0,49,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,6,23,26,25,14,18,14,5,132,0,3,3,0,4,0,0,12,3,6,4,0,0,3,0,17,3,8,9,4,7,0,0,28,25,38,28,16,24,16,3,162,43,33,22,26,26,7,8,166,0,0,0,0,0,0,0,0,74,71,57,46,51,20,12,333
213051365,58,109,62,43,55,12,10,347,8,10,4,0,0,0,0,17,9,4,3,0,0,5,0,22,137,234,160,101,133,58,36,859,13,20,11,13,15,8,3,76,17,19,9,5,6,3,0,64,31,42,18,12,18,12,3,134,167,279,174,119,155,67,35,991,214,206,94,60,77,27,8,690,6,7,0,0,3,0,0,15,388,494,270,181,241,95,44,1701
213051366,35,35,26,21,17,4,3,145,12,3,0,0,0,0,0,9,4,8,5,4,4,0,0,26,99,111,66,50,59,19,14,414,12,16,12,3,3,0,0,46,10,12,4,3,4,5,0,39,22,35,17,10,8,3,0,90,114,140,80,55,64,24,14,502,119,114,51,36,42,12,3,372,8,7,0,5,0,0,0,16,243,260,135,99,107,39,16,891
213051368,11,17,24,17,23,5,5,103,0,0,3,0,0,0,0,10,0,0,0,0,0,0,0,4,30,33,41,35,65,25,10,241,3,5,7,0,4,3,0,17,3,5,3,0,0,0,0,13,7,11,9,0,4,3,0,29,30,48,54,37,67,29,16,269,48,44,29,27,29,8,3,180,0,0,0,0,0,0,0,0,77,90,77,60,96,40,14,460
213051369,67,140,88,51,49,24,8,423,10,0,0,0,0,0,0,9,4,4,3,3,0,4,0,25,135,231,156,104,120,63,18,831,4,21,11,8,3,3,0,48,14,40,21,14,6,5,0,93,16,56,30,22,12,9,0,142,156,291,189,120,132,73,18,971,197,208,103,48,56,23,12,650,7,11,3,3,3,3,0,33,358,514,291,174,191,97,36,1651
213051464,18,22,20,6,17,10,3,99,6,3,0,3,0,0,0,13,0,0,0,0,0,0,0,3,47,59,40,19,36,22,16,235,8,11,5,0,3,3,0,38,0,3,3,3,0,0,0,16,10,19,13,3,7,3,0,49,54,73,55,20,41,24,15,286,73,54,22,11,8,3,8,187,8,3,0,0,0,0,0,11,141,133,76,36,55,31,19,485
213051465,38,64,46,25,43,13,3,236,5,3,3,0,4,0,0,14,4,0,0,0,0,0,0,10,76,145,115,67,127,48,24,600,3,8,6,3,0,0,0,23,3,9,4,0,5,3,0,35,9,17,10,3,10,6,0,57,86,164,124,67,134,56,24,653,70,56,31,18,30,17,7,225,3,0,3,3,3,0,0,13,158,221,153,88,171,73,30,894
213051466,15,29,22,12,14,6,5,109,0,6,3,0,3,0,0,11,0,0,0,0,0,0,0,7,41,92,57,42,54,19,12,315,5,17,3,4,12,0,0,39,10,5,0,3,3,0,0,22,15,20,4,10,11,0,0,58,53,111,61,51,65,19,18,370,54,46,18,21,10,3,6,154,0,0,0,0,0,0,0,3,105,154,76,64,78,24,20,530
213051467,31,59,31,28,28,17,5,202,8,3,0,0,0,3,0,15,0,4,0,3,3,0,0,12,64,123,82,59,88,57,20,499,12,9,6,6,12,7,0,56,6,24,13,6,7,3,3,66,21,33,23,9,17,9,3,115,87,161,103,69,110,62,28,616,170,152,77,63,63,31,14,572,9,3,0,4,3,0,0,15,261,315,184,137,168,97,37,1203
213051468,26,35,23,18,20,7,3,134,8,4,0,0,3,0,0,17,0,0,0,4,4,0,0,4,41,62,50,38,65,37,12,308,0,4,9,0,3,0,0,19,3,3,7,0,3,0,0,22,7,6,11,3,6,3,0,38,46,68,61,45,65,39,12,345,53,60,30,19,30,3,3,201,0,4,3,0,0,0,0,8,102,137,94,62,94,42,19,557
214011370,61,84,54,37,45,20,4,320,10,12,4,4,4,0,0,37,7,7,3,4,6,3,0,27,117,180,124,83,118,68,15,709,0,8,6,8,8,0,3,31,7,19,10,7,0,0,0,42,7,25,19,13,10,0,3,70,127,197,145,95,121,72,23,778,139,122,49,33,41,12,5,397,7,6,6,0,0,0,0,20,271,333,198,124,164,83,28,1195
