SA2_MAINCODE_2016,MOL_SAL_Oth_SOLSE_NWorNAA,MOL_SAL_Oth_SOLSE_Tot,MOL_SAL_Oth_NS,MOL_SAL_Oth_Tot,MOL_SAL_Tot_SEO,MOL_SAL_Tot_SOLSE_VWorW,MOL_SAL_Tot_SOLSE_NWorNAA,MOL_SAL_Tot_SOLSE_Tot,MOL_SAL_Tot_NS,MOL_SAL_Tot_Tot,MOL_Spanish_SEO,MOL_Spanish_SOLSE_VWorW,MOL_Spanish_SOLSE_NWorNAA,MOL_Spanish_SOLSE_Tot,MOL_Spanish_NS,MOL_Spanish_Tot,MOL_Tamil_SEO,MOL_Tamil_SOLSE_VWorW,MOL_Tamil_SOLSE_NWorNAA,MOL_Tamil_SOLSE_Tot,MOL_Tamil_NS,MOL_Tamil_Tot,MOL_Thai_SEO,MOL_Thai_SOLSE_VWorW,MOL_Thai_SOLSE_NWorNAA,MOL_Thai_SOLSE_Tot,MOL_Thai_NS,MOL_Thai_Tot,MOL_Turkish_SEO,MOL_Turkish_SOLSE_VWorW,MOL_Turkish_SOLSE_NWorNAA,MOL_Turkish_SOLSE_Tot,MOL_Turkish_NS,MOL_Turkish_Tot,MOL_Vietnamese_SEO,MOL_Vietnamese_SOLSE_VWorW,MOL_Vietnamese_SOLSE_NWorNAA,MOL_Vietnamese_SOLSE_Tot,MOL_Vietnamese_NS,MOL_Vietnamese_Tot,MOL_Oth_SEO,MOL_Oth_SOLSE_VWorW,MOL_Oth_SOLSE_NWorNAA,MOL_Oth_SOLSE_Tot,MOL_Oth_NS,MOL_Oth_Tot,MOL_Tot_SEO,MOL_Tot_SOLSE_VWorW,MOL_Tot_SOLSE_NWorNAA,MOL_Tot_SOLSE_Tot,MOL_Tot_NS,MOL_Tot_Tot,M_LSatH_NS_SEO,M_LSatH_NS_SOLSE_VWorW,M_LSatH_NS_SOLSE_NWorNAA,M_LSatH_NS_SOLSE_Tot,M_LSatH_NS_NS,M_LSatH_NS_Tot,M_Tot_SEO,M_Tot_SOLSE_VWorW,M_Tot_SOLSE_NWorNAA,M_Tot_SOLSE_Tot,M_Tot_NS,M_Tot_Tot,FSEO_SEO,FSEO_SOLSE_VWorW,FSEO_SOLSE_NWorNAA,FSEO_SOLSE_Tot,FSEO_NS,FSEO_Tot,FOL_Afrikaans_SEO,FOL_Afrikaans_SOLSE_VWorW,FOL_Afrikaans_SOLSE_NWorNAA,FOL_Afrikaans_SOLSE_Tot,FOL_Afrikaans_NS,FOL_Afrikaans_Tot,FOL_Arabic_SEO,FOL_Arabic_SOLSE_VWorW,FOL_Arabic_SOLSE_NWorNAA,FOL_Arabic_SOLSE_Tot,FOL_Arabic_NS,FOL_Arabic_Tot,FOL_AIndLng_SEO,FOL_AIndLng_SOLSE_VWorW,FOL_AIndLng_SOLSE_NWorNAA,FOL_AIndLng_SOLSE_Tot,FOL_AIndLng_NS,FOL_AIndLng_Tot,FOL_CL_Cantones_SEO,FOL_CL_Cantones_SOLSE_VWorW,FOL_CL_Cantones_SOLSE_NWorNAA,FOL_CL_Cantones_SOLSE_Tot,FOL_CL_Cantones_NS,FOL_CL_Cantones_Tot,FOL_CL_Mandarin_SEO,FOL_CL_Mandarin_SOLSE_VWorW,FOL_CL_Mandarin_SOLSE_NWorNAA,FOL_CL_Mandarin_SOLSE_Tot,FOL_CL_Mandarin_NS,FOL_CL_Mandarin_Tot,FOL_CL_Oth_SEO,FOL_CL_Oth_SOLSE_VWorW,FOL_CL_Oth_SOLSE_NWorNAA,FOL_CL_Oth_SOLSE_Tot,FOL_CL_Oth_NS,FOL_CL_Oth_Tot,FOL_CL_Tot_SEO,FOL_CL_Tot_SOLSE_VWorW,FOL_CL_Tot_SOLSE_NWorNAA,FOL_CL_Tot_SOLSE_Tot,FOL_CL_Tot_NS,FOL_CL_Tot_Tot,FOL_Croatian_SEO,FOL_Croatian_SOLSE_VWorW,FOL_Croatian_SOLSE_NWorNAA,FOL_Croatian_SOLSE_Tot,FOL_Croatian_NS,FOL_Croatian_Tot,FOL_Dutch_SEO,FOL_Dutch_SOLSE_VWorW,FOL_Dutch_SOLSE_NWorNAA,FOL_Dutch_SOLSE_Tot,FOL_Dutch_NS,FOL_Dutch_Tot,FOL_French_SEO,FOL_French_SOLSE_VWorW,FOL_French_SOLSE_NWorNAA,FOL_French_SOLSE_Tot,FOL_French_NS,FOL_French_Tot,FOL_German_SEO,FOL_German_SOLSE_VWorW,FOL_German_SOLSE_NWorNAA,FOL_German_SOLSE_Tot,FOL_German_NS,FOL_German_Tot,FOL_Greek_SEO,FOL_Greek_SOLSE_VWorW,FOL_Greek_SOLSE_NWorNAA,FOL_Greek_SOLSE_Tot,FOL_Greek_NS,FOL_Greek_Tot,FOL_IAL_Bengali_SEO,FOL_IAL_Bengali_SOLSE_VWorW,FOL_IAL_Bengali_SOLSE_NWorNAA,FOL_IAL_Bengali_SOLSE_Tot,FOL_IAL_Bengali_NS,FOL_IAL_Bengali_Tot,FOL_IAL_Hindi_SEO,FOL_IAL_Hindi_SOLSE_VWorW,FOL_IAL_Hindi_SOLSE_NWorNAA,FOL_IAL_Hindi_SOLSE_Tot,FOL_IAL_Hindi_NS,FOL_IAL_Hindi_Tot,FOL_IAL_Punjabi_SEO,FOL_IAL_Punjabi_SOLSE_VWorW,FOL_IAL_Punjabi_SOLSE_NWorNAA,FOL_IAL_Punjabi_SOLSE_Tot,FOL_IAL_Punjabi_NS,FOL_IAL_Punjabi_Tot,FOL_IAL_Sinhalese_SEO,FOL_IAL_Sinhalese_SOLSE_VWorW,FOL_IAL_Sinhale_SOLSE_NWorNAA,FOL_IAL_Sinhalese_SOLSE_Tot,FOL_IAL_Sinhalese_NS,FOL_IAL_Sinhalese_Tot,FOL_IAL_Urdu_SEO,FOL_IAL_Urdu_SOLSE_VWorW,FOL_IAL_Urdu_SOLSE_NWorNAA,FOL_IAL_Urdu_SOLSE_Tot,FOL_IAL_Urdu_NS,FOL_IAL_Urdu_Tot,FOL_IAL_Oth_SEO,FOL_IAL_Oth_SOLSE_VWorW,FOL_IAL_Oth_SOLSE_NWorNAA,FOL_IAL_Oth_SOLSE_Tot,FOL_IAL_Oth_NS,FOL_IAL_Oth_Tot,FOL_IAL_Tot_SEO,FOL_IAL_Tot_SOLSE_VWorW,FOL_IAL_Tot_SOLSE_NWorNAA,FOL_IAL_Tot_SOLSE_Tot,FOL_IAL_Tot_NS,FOL_IAL_Tot_Tot,FOL_Italian_SEO,FOL_Italian_SOLSE_VWorW,FOL_Italian_SOLSE_NWorNAA,FOL_Italian_SOLSE_Tot,FOL_Italian_NS,FOL_Italian_Tot,FOL_Japanese_SEO,FOL_Japanese_SOLSE_VWorW,FOL_Japanese_SOLSE_NWorNAA,FOL_Japanese_SOLSE_Tot,FOL_Japanese_NS,FOL_Japanese_Tot,FOL_Korean_SEO,FOL_Korean_SOLSE_VWorW,FOL_Korean_SOLSE_NWorNAA,FOL_Korean_SOLSE_Tot
209041430,0,7,0,7,..,51,0,46,0,46,..,38,0,42,0,42,..,30,3,33,3,34,..,12,0,12,0,12,..,17,5,26,0,26,..,3,4,5,0,5,..,151,25,173,3,175,..,1124,99,1228,19,1248,..,15,3,16,316,335,8558,1137,102,1242,338,10143,9034,..,..,..,..,9034,..,26,0,26,0,26,..,69,6,76,0,76,..,5,0,5,0,5,..,8,6,16,0,16,..,38,9,44,0,44,..,11,0,11,0,11,..,56,17,70,0,70,..,16,4,19,0,19,..,10,0,10,0,10,..,20,0,20,0,20,..,18,3,22,0,22,..,87,6,92,0,92,..,7,0,7,0,7,..,36,4,45,0,45,..,58,10,68,0,66,..,62,4,71,0,71,..,3,0,3,0,3,..,33,3,41,0,41,..,205,27,233,0,230,..,183,8,188,0,190,..,8,4,15,0,15,..,3,0,8
209041431,4,10,0,10,..,69,4,78,0,78,..,8,0,10,0,10,..,99,4,104,3,110,..,4,0,4,0,4,..,39,8,41,0,44,..,70,23,92,0,89,..,271,62,329,7,338,..,2401,386,2784,42,2824,..,20,4,23,271,292,3379,2418,388,2801,309,6497,3421,..,..,..,..,3421,..,0,0,0,0,0,..,277,65,340,9,348,..,0,0,0,0,0,..,21,13,26,0,26,..,53,39,90,0,90,..,5,10,13,0,13,..,77,51,131,0,131,..,12,0,18,0,18,..,3,0,3,0,3,..,18,0,18,0,18,..,8,0,8,0,8,..,206,58,265,3,265,..,20,5,22,0,23,..,125,5,129,5,136,..,203,31,234,0,234,..,69,13,83,0,83,..,61,7,63,3,68,..,51,7,56,0,56,..,527,68,594,10,601,..,267,52,317,0,319,..,4,0,4,0,4,..,6,0,3
209041432,0,0,0,0,..,67,3,67,0,67,..,19,3,21,0,21,..,41,4,45,0,45,..,0,3,3,0,4,..,25,6,31,0,31,..,52,23,75,0,75,..,158,41,201,4,208,..,1677,326,2000,21,2019,..,14,3,15,205,222,1886,1690,326,2015,231,4130,1945,..,..,..,..,1945,..,0,0,0,0,0,..,150,46,193,4,198,..,0,0,0,0,0,..,32,17,46,0,46,..,72,55,130,3,128,..,16,13,28,0,28,..,123,81,200,3,205,..,14,3,19,0,19,..,0,0,0,0,0,..,11,0,13,0,13,..,0,0,0,0,0,..,108,27,131,5,134,..,3,4,4,0,4,..,83,6,89,0,86,..,164,20,189,3,188,..,33,0,33,3,39,..,18,0,19,0,18,..,36,9,47,0,47,..,335,40,377,9,380,..,187,35,217,4,221,..,9,0,4,0,4,..,0,0,0
209041433,0,9,0,9,..,92,0,95,0,95,..,19,0,22,0,22,..,122,15,138,8,143,..,6,0,6,0,6,..,64,16,79,0,79,..,81,27,107,0,109,..,358,64,423,10,433,..,2823,370,3192,37,3229,..,21,8,28,269,291,1935,2841,370,3216,303,5453,1853,..,..,..,..,1853,..,0,0,0,0,0,..,263,74,337,0,335,..,0,0,0,0,0,..,28,3,33,0,36,..,64,39,100,0,100,..,21,8,30,0,30,..,122,49,166,0,167,..,21,3,17,0,17,..,0,0,0,0,0,..,16,0,16,0,16,..,6,0,6,0,6,..,140,11,150,0,150,..,21,0,23,0,23,..,189,25,209,4,218,..,374,55,430,6,432,..,116,9,120,0,120,..,73,6,76,0,76,..,68,4,71,0,71,..,836,97,936,7,944,..,193,14,210,3,206,..,3,0,3,0,3,..,0,0,0
209041434,0,17,0,17,..,125,5,134,0,134,..,35,3,39,0,39,..,78,4,87,3,91,..,11,4,17,0,17,..,28,3,33,0,33,..,20,11,30,0,34,..,307,43,349,11,359,..,2190,234,2423,35,2461,..,24,4,28,443,472,5066,2211,233,2446,487,8001,5352,..,..,..,..,5352,..,11,0,11,0,11,..,147,30,178,4,179,..,3,0,3,0,3,..,29,8,38,0,38,..,101,35,139,0,139,..,3,0,7,0,13,..,143,49,187,0,187,..,25,0,25,0,25,..,3,0,3,0,3,..,15,0,17,0,14,..,13,0,13,0,13,..,171,3,172,0,172,..,16,3,15,0,19,..,133,10,142,0,139,..,154,19,177,3,178,..,122,16,135,0,135,..,36,11,47,0,47,..,92,11,99,0,99,..,556,62,612,3,616,..,186,10,198,0,203,..,7,0,7,0,7,..,15,10,24
209041435,0,6,0,6,..,64,3,64,0,64,..,37,0,38,0,43,..,81,0,82,0,82,..,3,0,3,0,3,..,17,0,19,0,22,..,25,9,31,0,31,..,338,29,367,7,375,..,1997,180,2179,26,2204,..,14,6,20,209,228,3513,2016,185,2194,232,5944,3511,..,..,..,..,3511,..,5,0,5,0,5,..,128,15,140,3,146,..,0,0,0,0,0,..,29,5,36,0,36,..,66,16,85,0,85,..,11,3,15,0,15,..,103,26,129,0,131,..,20,3,25,0,25,..,0,0,0,0,0,..,9,0,10,0,10,..,5,0,5,0,5,..,141,12,152,0,153,..,17,0,17,0,17,..,109,3,116,0,116,..,123,21,145,0,145,..,75,3,76,0,76,..,21,7,28,0,28,..,47,3,54,0,53,..,395,41,435,0,436,..,281,28,304,8,309,..,4,0,3,0,3,..,6,3,12
209041436,0,3,0,3,..,64,3,64,3,64,..,22,0,29,0,29,..,48,3,49,0,56,..,11,0,11,0,11,..,16,3,21,0,21,..,27,8,35,0,35,..,270,40,308,0,310,..,1771,264,2030,14,2051,..,9,6,13,199,217,3601,1784,268,2048,215,5868,3787,..,..,..,..,3787,..,8,0,8,0,8,..,139,25,168,0,168,..,0,0,0,0,0,..,12,9,23,0,23,..,43,17,67,0,67,..,14,4,20,0,20,..,77,26,103,0,103,..,19,0,19,0,19,..,8,0,8,0,8,..,3,0,3,0,3,..,13,0,13,0,13,..,111,19,137,3,139,..,6,0,6,0,6,..,83,13,95,0,95,..,82,15,92,0,92,..,52,5,52,0,52,..,17,3,19,0,19,..,59,9,65,0,65,..,295,37,336,0,336,..,265,85,345,4,353,..,8,4,10,0,10,..,10,3,7
209041437,0,19,0,19,..,74,0,78,0,78,..,22,6,30,0,30,..,72,8,81,3,87,..,0,0,0,0,0,..,52,15,64,0,64,..,37,13,49,0,49,..,314,49,361,10,377,..,2386,299,2680,52,2732,..,13,7,18,289,304,1473,2398,303,2697,335,4511,1580,..,..,..,..,1580,..,6,0,6,0,6,..,205,40,243,7,249,..,0,0,0,0,0,..,22,3,27,0,27,..,45,22,66,0,66,..,13,4,19,0,19,..,83,29,114,0,114,..,8,0,8,0,8,..,0,0,0,0,0,..,10,0,10,0,10,..,3,0,3,0,3,..,87,3,92,3,94,..,12,4,14,0,14,..,186,14,202,5,208,..,426,92,513,11,523,..,80,9,91,0,91,..,70,14,80,0,77,..,94,8,108,0,110,..,871,140,1004,18,1027,..,151,7,162,13,167,..,6,3,6,0,6,..,0,0,0
210011226,0,3,0,3,..,17,0,13,0,13,..,39,3,37,0,37,..,5,0,5,0,5,..,3,8,10,0,10,..,6,0,6,0,6,..,11,3,12,0,12,..,62,6,67,3,70,..,837,130,964,14,978,..,8,0,9,198,209,2473,844,132,972,215,3655,2506,..,..,..,..,2506,..,0,0,0,0,0,..,26,4,32,0,32,..,0,0,0,0,0,..,19,5,28,0,28,..,45,16,57,0,62,..,0,0,0,0,0,..,65,24,87,0,89,..,19,4,27,0,26,..,8,0,8,0,8,..,5,0,6,0,6,..,18,0,18,0,20,..,97,21,120,4,122,..,3,0,3,0,3,..,39,0,43,0,43,..,17,0,19,0,19,..,26,0,26,0,26,..,11,0,11,0,11,..,21,7,24,0,24,..,115,12,125,0,125,..,350,104,456,5,456,..,11,0,10,3,16,..,0,3,4
210011227,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,0,0,0,..,..,..,..,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0
210011228,0,0,0,0,..,9,0,15,0,15,..,31,4,34,0,36,..,3,0,3,0,3,..,3,0,3,0,3,..,25,0,27,0,27,..,33,5,40,0,40,..,80,6,87,0,86,..,965,105,1069,19,1087,..,7,0,7,180,182,2928,968,105,1078,198,4206,2915,..,..,..,..,2915,..,0,0,0,0,0,..,66,3,66,0,66,..,0,0,0,0,0,..,30,14,40,0,40,..,20,7,23,0,23,..,0,0,0,0,0,..,46,21,68,0,68,..,70,4,71,0,69,..,4,0,4,0,4,..,3,0,3,0,3,..,17,0,17,0,17,..,142,12,159,0,159,..,0,0,0,0,0,..,15,0,15,0,13,..,0,0,0,0,0,..,11,0,11,0,11,..,3,0,3,0,3,..,0,0,0,0,0,..,32,0,32,0,27,..,352,69,416,9,419,..,0,0,0,0,0,..,0,0,0
210011229,0,13,0,13,..,122,3,126,0,126,..,135,19,145,3,148,..,37,6,49,0,49,..,7,0,4,0,9,..,61,3,64,0,64,..,434,115,545,4,551,..,298,38,340,3,341,..,4388,757,5140,73,5207,..,27,5,29,593,624,6845,4411,764,5173,663,12681,6971,..,..,..,..,6971,..,0,0,0,0,0,..,208,30,240,0,240,..,5,0,5,0,5,..,223,129,345,0,345,..,150,44,188,0,188,..,13,5,18,0,18,..,385,174,559,0,562,..,209,35,243,3,244,..,12,0,12,0,12,..,29,0,29,0,29,..,32,0,31,0,31,..,584,136,720,9,726,..,9,0,12,0,12,..,39,0,36,0,36,..,49,5,59,0,58,..,27,0,27,3,28,..,17,5,21,0,21,..,20,0,20,0,20,..,153,14,170,3,169,..,1393,317,1712,32,1736,..,29,0,26,0,26,..,11,3,14
210011230,0,0,0,0,..,3,0,3,0,3,..,26,3,35,0,35,..,4,0,4,0,4,..,3,0,3,0,3,..,10,0,10,0,10,..,13,3,16,0,16,..,52,5,59,0,66,..,602,69,669,4,677,..,8,0,8,101,114,2526,611,69,679,104,3312,2668,..,..,..,..,2668,..,0,0,0,0,0,..,31,11,38,0,38,..,0,0,0,0,0,..,22,6,30,0,30,..,49,14,63,0,66,..,0,0,0,0,0,..,75,25,98,0,95,..,39,4,45,0,45,..,3,0,3,0,3,..,16,0,16,0,16,..,12,0,12,0,12,..,88,8,91,0,91,..,0,0,0,0,0,..,8,0,8,0,8,..,4,0,4,0,4,..,7,0,7,0,7,..,0,0,0,0,0,..,8,0,8,0,8,..,33,0,37,0,37,..,148,30,179,0,182,..,12,0,7,0,7,..,3,0,3
210011231,0,3,0,3,..,12,0,13,0,13,..,18,3,23,0,23,..,0,0,0,0,0,..,3,0,3,0,3,..,68,5,81,0,81,..,24,3,34,0,34,..,85,11,100,0,100,..,731,77,809,11,824,..,10,0,10,177,186,3666,737,77,822,191,4673,3641,..,..,..,..,3641,..,0,0,0,0,0,..,46,0,46,0,46,..,0,0,0,0,0,..,25,3,23,0,23,..,36,13,47,0,47,..,0,0,0,0,0,..,57,15,72,0,72,..,17,0,12,0,12,..,3,0,3,0,3,..,7,0,9,0,9,..,14,0,14,0,14,..,108,10,119,0,119,..,3,0,3,0,3,..,25,0,25,0,25,..,8,0,8,0,8,..,27,0,24,0,24,..,9,0,11,0,11,..,10,0,10,0,10,..,79,3,76,0,76,..,184,23,203,0,206,..,11,0,11,0,11,..,7,0,8
210021232,0,0,0,0,..,0,3,4,0,4,..,11,0,13,0,13,..,0,0,0,0,0,..,0,0,0,0,0,..,3,0,3,0,3,..,3,0,3,0,3,..,30,8,33,3,36,..,262,32,291,9,299,..,7,0,7,297,308,5707,267,32,302,307,6319,5827,..,..,..,..,5827,..,10,0,10,0,10,..,3,0,3,0,5,..,0,0,0,0,0,..,3,3,6,0,6,..,11,15,24,0,24,..,0,0,0,0,0,..,17,17,32,0,32,..,17,3,16,0,16,..,8,0,8,0,8,..,16,0,16,0,16,..,15,0,15,0,21,..,17,0,21,0,18,..,0,0,0,0,0,..,3,0,3,0,3,..,4,3,9,0,9,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,12,3,11,0,11,..,51,0,52,0,52,..,7,0,7,0,7,..,0,0,0
210021233,0,0,0,0,..,0,0,0,0,0,..,3,0,3,0,3,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,14,0,9,0,9,..,66,4,73,0,76,..,9,0,9,117,124,1541,76,4,80,117,1738,1462,..,..,..,..,1462,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,3,0,7,0,7,..,3,0,3,0,3,..,3,0,3,0,3,..,10,0,10,0,10,..,4,0,4,0,4,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,9,0,9,0,9,..,0,0,0,0,0,..,0,0,0
210021234,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,6,0,6,0,6,..,0,0,0,0,0,..,4,0,6,0,4,..,65,0,63,3,66,..,6,0,6,77,84,1801,69,0,72,85,1957,1905,..,..,..,..,1905,..,5,0,5,0,5,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,6,3,6,0,6,..,0,0,0,0,0,..,7,3,7,0,7,..,0,0,0,0,0,..,0,0,0,0,0,..,3,0,3,0,3,..,7,0,7,0,7,..,3,0,3,0,3,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,11,0,11,0,11,..,0,0,0,0,0,..,0,0,0
210021235,0,0,0,0,..,5,0,5,0,5,..,7,3,7,0,7,..,0,0,0,0,0,..,4,0,4,0,4,..,0,0,0,0,0,..,0,0,0,0,3,..,25,4,26,0,26,..,168,23,192,0,195,..,4,0,9,331,340,4156,175,24,199,334,4692,4127,..,..,..,..,4127,..,3,0,3,0,3,..,7,0,8,0,8,..,0,0,0,0,0,..,0,0,0,0,0,..,6,0,5,0,5,..,0,0,0,0,0,..,3,0,8,0,8,..,10,0,10,0,10,..,7,0,7,0,7,..,6,0,6,0,6,..,21,0,17,0,17,..,12,0,12,0,16,..,0,0,0,0,0,..,3,0,3,0,3,..,0,0,0,0,0,..,3,0,3,0,3,..,0,0,0,0,0,..,0,0,0,0,0,..,3,0,3,0,3,..,45,0,46,0,41,..,0,0,0,0,0,..,0,0,0
210031236,0,9,0,9,..,44,0,47,0,47,..,26,4,28,0,28,..,6,0,6,0,6,..,8,9,15,0,15,..,54,9,65,0,65,..,22,3,23,0,23,..,88,27,112,3,114,..,1141,254,1388,17,1411,..,6,3,13,249,261,2108,1145,253,1402,268,3778,2093,..,..,..,..,2093,..,0,0,0,0,0,..,145,34,179,0,183,..,0,0,0,0,0,..,23,11,40,0,40,..,92,41,127,3,133,..,7,4,7,0,7,..,117,53,172,3,175,..,9,4,18,0,18,..,5,0,5,0,5,..,10,0,10,0,10,..,5,0,8,0,12,..,159,47,199,3,207,..,3,0,3,0,3,..,13,0,13,0,13,..,10,3,11,0,11,..,14,0,14,0,14,..,17,3,19,0,19,..,44,0,41,0,41,..,91,6,97,0,97,..,260,157,418,4,423,..,6,0,8,0,8,..,0,0,0
210031237,0,18,0,18,..,78,7,87,0,87,..,22,0,26,0,26,..,43,11,53,0,53,..,4,3,5,0,5,..,152,24,174,4,181,..,57,20,75,0,75,..,342,87,434,13,448,..,3695,624,4315,74,4393,..,24,14,32,370,405,2209,3715,632,4349,445,7006,2076,..,..,..,..,2076,..,0,0,0,0,0,..,514,105,628,5,630,..,0,0,0,0,0,..,14,4,14,0,14,..,28,20,48,0,48,..,0,0,0,0,0,..,39,24,65,0,65,..,27,12,32,0,32,..,3,0,3,0,3,..,11,0,11,0,11,..,10,0,11,0,15,..,168,132,305,3,307,..,152,36,195,5,196,..,50,9,53,0,60,..,31,0,35,0,35,..,40,3,41,0,41,..,614,95,714,16,724,..,105,15,116,0,116,..,994,158,1152,18,1169,..,757,286,1039,17,1061,..,13,0,13,0,13,..,4,0,4
210031239,3,18,0,18,..,116,4,119,0,119,..,109,9,121,0,118,..,33,0,36,0,34,..,17,6,23,0,23,..,192,51,236,0,241,..,64,14,83,0,83,..,321,57,377,11,388,..,3481,477,3958,40,4002,..,29,7,38,678,711,6700,3504,487,3995,718,11416,7167,..,..,..,..,7167,..,5,0,5,0,5,..,335,42,378,7,382,..,0,0,0,0,0,..,79,24,99,0,99,..,205,66,277,0,276,..,7,0,7,0,7,..,299,91,390,0,386,..,29,3,35,0,35,..,3,0,3,0,3,..,27,0,24,0,24,..,30,5,37,3,36,..,323,76,395,0,398,..,25,3,25,0,25,..,115,10,127,0,124,..,72,12,80,0,82,..,92,3,99,3,96,..,108,27,130,0,132,..,132,11,138,0,141,..,539,57,598,8,599,..,777,154,934,9,939,..,32,4,41,0,44,..,29,14,41
210031438,0,20,0,20,..,108,3,113,3,115,..,56,10,70,0,70,..,45,5,50,0,50,..,13,6,20,0,20,..,374,75,449,6,458,..,92,27,127,0,124,..,479,107,589,15,602,..,4977,741,5719,79,5799,..,26,9,36,707,742,4537,5004,749,5753,789,11081,4628,..,..,..,..,4628,..,0,0,0,0,0,..,736,174,910,13,922,..,3,0,3,0,3,..,66,23,93,0,95,..,151,77,226,4,226,..,9,0,11,0,11,..,227,104,325,7,333,..,49,8,54,0,54,..,7,0,9,0,9,..,7,0,7,0,7,..,29,3,30,0,36,..,208,58,271,4,271,..,32,3,31,0,31,..,156,4,159,0,162,..,144,13,157,3,162,..,134,7,139,0,139,..,286,56,338,5,345,..,422,34,452,5,463,..,1166,117,1284,15,1297,..,550,198,749,20,764,..,17,0,22,0,22,..,21,4,20
210031439,0,0,0,0,..,3,0,3,0,3,..,11,0,11,0,11,..,0,0,0,0,0,..,4,0,4,0,4,..,16,0,16,0,16,..,9,3,17,0,17,..,34,4,36,4,36,..,352,27,379,4,385,..,0,0,0,66,69,939,351,27,379,71,1388,1026,..,..,..,..,1026,..,0,0,0,0,0,..,22,0,22,0,22,..,0,0,0,0,0,..,12,0,14,0,14,..,13,3,20,0,20,..,0,0,0,0,0,..,24,7,33,0,33,..,14,0,14,0,14,..,3,0,3,0,3,..,0,0,0,0,0,..,3,0,3,0,3,..,27,3,26,0,31,..,0,0,0,0,0,..,29,0,32,0,32,..,0,0,0,0,0,..,28,0,28,0,28,..,0,0,0,0,0,..,13,0,13,0,13,..,72,0,74,0,74,..,83,3,88,0,86,..,0,0,0,0,0,..,0,0,0
210031440,0,3,0,3,..,7,0,7,0,7,..,15,0,16,0,16,..,4,0,4,0,4,..,0,0,0,0,0,..,67,18,88,0,88,..,17,6,18,0,18,..,50,9,59,0,60,..,1066,167,1237,15,1252,..,7,0,8,146,153,1327,1077,171,1247,159,2736,1416,..,..,..,..,1416,..,0,0,0,0,0,..,339,36,376,0,379,..,0,0,0,0,0,..,10,0,10,0,10,..,11,6,16,0,13,..,0,0,0,0,0,..,16,4,24,0,21,..,11,11,13,0,18,..,0,0,0,0,0,..,8,0,8,0,8,..,4,0,4,0,4,..,90,37,119,0,119,..,3,0,3,0,3,..,8,0,7,0,7,..,8,0,8,0,8,..,10,0,10,0,10,..,50,7,51,0,51,..,5,3,8,0,8,..,80,10,94,0,94,..,256,82,333,6,342,..,0,0,0,0,0,..,0,0,0
210041240,0,0,0,0,..,15,0,15,0,15,..,16,0,19,0,24,..,0,0,0,0,0,..,4,0,4,0,4,..,12,0,13,0,13,..,5,0,5,0,5,..,37,14,47,4,54,..,434,46,480,8,485,..,11,0,11,298,314,5484,446,46,491,305,6280,5579,..,..,..,..,5579,..,6,0,6,3,13,..,14,0,14,0,14,..,0,0,0,0,0,..,10,0,11,0,11,..,12,4,23,0,23,..,3,5,6,0,6,..,27,12,37,0,37,..,27,0,31,0,31,..,4,0,4,0,4,..,8,0,8,0,9,..,16,0,16,0,20,..,26,0,27,0,30,..,5,0,5,0,5,..,34,0,34,0,34,..,14,0,15,0,15,..,5,0,6,0,6,..,8,0,8,0,8,..,4,0,4,0,4,..,68,5,71,0,71,..,80,11,92,0,93,..,9,3,16,0,16,..,0,0,4
