SA2_MAINCODE_2016,M_Ag_For_Fshg_15_19,M_Ag_For_Fshg_20_24,M_Ag_For_Fshg_25_34,M_Ag_For_Fshg_35_44,M_Ag_For_Fshg_45_54,M_Ag_For_Fshg_55_64,M_Ag_For_Fshg_65_74,M_Ag_For_Fshg_75_84,M_Ag_For_Fshg_85ov,M_Ag_For_Fshg_Tot,M_Mining_15_19,M_Mining_20_24,M_Mining_25_34,M_Mining_35_44,M_Mining_45_54,M_Mining_55_64,M_Mining_65_74,M_Mining_75_84,M_Mining_85ov,M_Mining_Tot,M_Manufact_15_19,M_Manufact_20_24,M_Manufact_25_34,M_Manufact_35_44,M_Manufact_45_54,M_Manufact_55_64,M_Manufact_65_74,M_Manufact_75_84,M_Manufact_85ov,M_Manufact_Tot,M_El_Gas_Wt_Waste_15_19,M_El_Gas_Wt_Waste_20_24,M_El_Gas_Wt_Waste_25_34,M_El_Gas_Wt_Waste_35_44,M_El_Gas_Wt_Waste_45_54,M_El_Gas_Wt_Waste_55_64,M_El_Gas_Wt_Waste_65_74,M_El_Gas_Wt_Waste_75_84,M_El_Gas_Wt_Waste_85ov,M_El_Gas_Wt_Waste_Tot,M_Constru_15_19,M_Constru_20_24,M_Constru_25_34,M_Constru_35_44,M_Constru_45_54,M_Constru_55_64,M_Constru_65_74,M_Constru_75_84,M_Constru_85ov,M_Constru_Tot,M_WhlesaleTde_15_19,M_WhlesaleTde_20_24,M_WhlesaleTde_25_34,M_WhlesaleTde_35_44,M_WhlesaleTde_45_54,M_WhlesaleTde_55_64,M_WhlesaleTde_65_74,M_WhlesaleTde_75_84,M_WhlesaleTde_85ov,M_WhlesaleTde_Tot,M_RetTde_15_19,M_RetTde_20_24,M_RetTde_25_34,M_RetTde_35_44,M_RetTde_45_54,M_RetTde_55_64,M_RetTde_65_74,M_RetTde_75_84,M_RetTde_85ov,M_RetTde_Tot,M_Accom_food_15_19,M_Accom_food_20_24,M_Accom_food_25_34,M_Accom_food_35_44,M_Accom_food_45_54,M_Accom_food_55_64,M_Accom_food_65_74,M_Accom_food_75_84,M_Accom_food_85ov,M_Accom_food_Tot,M_Trans_post_wrehsg_15_19,M_Trans_post_wrehsg_20_24,M_Trans_post_wrehsg_25_34,M_Trans_post_wrehsg_35_44,M_Trans_post_wrehsg_45_54,M_Trans_post_wrehsg_55_64,M_Trans_post_wrehsg_65_74,M_Trans_post_wrehsg_75_84,M_Trans_post_wrehsg_85ov,M_Trans_post_wrehsg_Tot,M_Info_media_teleco_15_19,M_Info_media_teleco_20_24,M_Info_media_teleco_25_34,M_Info_media_teleco_35_44,M_Info_media_teleco_45_54,M_Info_media_teleco_55_64,M_Info_media_teleco_65_74,M_Info_media_teleco_75_84,M_Info_media_teleco_85ov,M_Info_media_teleco_Tot,M_Fin_Insur_15_19,M_Fin_Insur_20_24,M_Fin_Insur_25_34,M_Fin_Insur_35_44,M_Fin_Insur_45_54,M_Fin_Insur_55_64,M_Fin_Insur_65_74,M_Fin_Insur_75_84,M_Fin_Insur_85ov,M_Fin_Insur_Tot,M_RtnHir_REst_15_19,M_RtnHir_REst_20_24,M_RtnHir_REst_25_34,M_RtnHir_REst_35_44,M_RtnHir_REst_45_54,M_RtnHir_REst_55_64,M_RtnHir_REst_65_74,M_RtnHir_REst_75_84,M_RtnHir_REst_85ov,M_RtnHir_REst_Tot,M_Pro_scien_tec_15_19,M_Pro_scien_tec_20_24,M_Pro_scien_tec_25_34,M_Pro_scien_tec_35_44,M_Pro_scien_tec_45_54,M_Pro_scien_tec_55_64,M_Pro_scien_tec_65_74,M_Pro_scien_tec_75_84,M_Pro_scien_tec_85ov,M_Pro_scien_tec_Tot,M_Admin_supp_15_19,M_Admin_supp_20_24,M_Admin_supp_25_34,M_Admin_supp_35_44,M_Admin_supp_45_54,M_Admin_supp_55_64,M_Admin_supp_65_74,M_Admin_supp_75_84,M_Admin_supp_85ov,M_Admin_supp_Tot,M_Public_admin_sfty_15_19,M_Public_admin_sfty_20_24,M_Public_admin_sfty_25_34,M_Public_admin_sfty_35_44,M_Public_admin_sfty_45_54,M_Public_admin_sfty_55_64,M_Public_admin_sfty_65_74,M_Public_admin_sfty_75_84,M_Public_admin_sfty_85ov,M_Public_admin_sfty_Tot,M_Educ_trng_15_19,M_Educ_trng_20_24,M_Educ_trng_25_34,M_Educ_trng_35_44,M_Educ_trng_45_54,M_Educ_trng_55_64,M_Educ_trng_65_74,M_Educ_trng_75_84,M_Educ_trng_85ov,M_Educ_trng_Tot,M_HlthCare_SocAs_15_19,M_HlthCare_SocAs_20_24,M_HlthCare_SocAs_25_34,M_HlthCare_SocAs_35_44,M_HlthCare_SocAs_45_54,M_HlthCare_SocAs_55_64,M_HlthCare_SocAs_65_74,M_HlthCare_SocAs_75_84,M_HlthCare_SocAs_85ov,M_HlthCare_SocAs_Tot,M_Art_recn_15_19,M_Art_recn_20_24,M_Art_recn_25_34,M_Art_recn_35_44,M_Art_recn_45_54,M_Art_recn_55_64,M_Art_recn_65_74,M_Art_recn_75_84,M_Art_recn_85ov,M_Art_recn_Tot,M_Oth_scs_15_19,M_Oth_scs_20_24,M_Oth_scs_25_34,M_Oth_scs_35_44,M_Oth_scs_45_54,M_Oth_scs_55_64,M_Oth_scs_65_74,M_Oth_scs_75_84,M_Oth_scs_85ov,M_Oth_scs_Tot,M_ID_NS_15_19,M_ID_NS_20_24,M_ID_NS_25_34,M_ID_NS_35_44,M_ID_NS_45_54,M_ID_NS_55_64,M_ID_NS_65_74,M_ID_NS_75_84,M_ID_NS_85ov,M_ID_NS_Tot
202011021,0,5,11,7,3,12,0,3,0,44,0,7,15,11,3,5,0,0,0,43,7,26,50,37,52,36,3,0,0,210,0,4,4,7,12,11,0,0,0,34,7,45,85,52,40,31,12,0,0,270,0,3,7,9,13,0,0,0,0,40,18,52,44,36,20,20,3,0,0,187,46,52,25,12,18,4,3,0,0,162,0,8,16,15,11,18,8,0,0,72,0,3,15,9,11,7,0,0,0,42,0,9,22,21,25,15,0,0,0,98,0,0,0,5,5,5,3,0,0,17,3,10,33,25,20,13,5,0,0,121,3,3,9,10,10,15,0,0,0,52,3,12,24,27,39,31,3,0,0,143,3,24,31,34,37,38,15,0,0,174,0,20,33,52,31,50,10,0,0,190,3,11,3,3,4,5,0,0,0,30,7,9,16,16,18,21,3,0,0,89,5,9,16,10,14,12,0,5,0,81
202011022,5,4,21,20,13,17,9,3,0,95,0,14,32,27,17,10,0,0,0,92,16,73,178,130,116,97,10,0,0,620,0,4,24,12,13,16,3,0,0,73,27,102,209,130,109,80,14,3,0,675,0,15,27,26,18,25,5,0,0,115,49,79,99,97,58,69,11,6,0,470,44,49,42,29,24,19,3,0,0,218,4,5,33,40,64,59,25,3,0,237,0,4,12,11,7,11,0,0,0,50,0,11,35,33,20,12,3,0,0,105,0,3,8,13,10,4,4,0,0,42,0,7,52,40,21,26,4,0,0,161,0,6,28,26,31,36,10,0,0,134,0,10,44,66,56,65,9,4,0,262,4,9,44,37,40,40,8,0,0,173,0,13,51,48,55,52,14,0,0,232,7,5,14,15,6,3,5,0,0,55,8,26,47,26,34,30,9,0,0,174,10,28,40,38,37,34,12,0,0,199
202011023,0,0,11,9,5,6,5,0,0,35,0,4,11,7,17,5,0,0,0,41,4,11,23,35,44,27,0,0,0,149,0,0,3,10,11,3,0,0,0,34,12,22,77,78,57,34,6,0,0,278,0,3,3,12,10,7,3,0,0,27,37,16,11,24,28,23,4,0,0,134,23,5,4,5,4,3,0,0,0,48,0,4,7,20,19,13,3,0,0,72,0,0,4,5,7,0,0,0,0,18,0,0,7,20,10,3,0,0,0,41,0,0,0,7,5,0,0,0,0,15,0,0,8,16,11,11,3,0,0,53,0,3,7,3,4,6,0,0,0,27,0,3,11,24,31,18,4,0,0,94,0,3,14,18,22,10,4,0,0,64,0,0,9,17,7,17,3,0,0,60,3,0,0,3,3,4,0,0,0,9,8,0,14,19,17,15,3,0,0,76,9,7,3,15,7,12,0,0,0,52
202011024,3,0,14,9,4,14,3,0,0,50,0,8,13,31,16,8,3,0,0,77,4,10,33,42,51,33,8,0,0,174,0,3,8,9,16,15,0,0,0,51,13,34,80,69,66,43,13,0,0,313,0,0,3,19,13,8,0,0,0,47,42,25,30,38,32,21,14,0,0,197,59,19,14,13,10,8,0,0,0,119,0,3,9,16,26,30,8,0,0,97,0,0,7,13,5,0,3,0,0,30,0,3,23,59,39,6,3,0,0,132,0,0,5,7,10,4,3,0,0,22,0,4,14,33,30,22,0,0,0,111,0,3,5,11,4,9,0,0,0,30,0,11,16,40,50,38,4,0,0,154,9,7,25,43,38,32,9,0,0,163,0,9,26,53,53,38,9,0,0,191,4,3,7,6,4,7,0,0,0,35,4,5,9,20,21,17,3,0,0,76,3,6,14,24,14,19,3,0,0,79
202011025,0,8,34,22,21,21,11,0,0,125,0,11,49,25,26,10,0,0,0,121,8,41,94,73,75,52,10,0,0,360,0,3,25,3,21,12,4,0,0,61,25,71,163,89,91,56,5,0,0,492,0,8,17,25,14,11,3,0,0,87,30,34,80,51,40,30,4,0,0,271,66,31,33,13,17,9,0,0,0,161,5,6,19,31,39,36,3,0,0,152,0,0,14,12,12,10,0,0,0,47,0,8,30,21,8,8,3,0,0,78,0,0,7,7,3,3,0,0,0,24,0,13,34,17,7,8,5,0,0,89,0,3,16,15,15,7,3,0,0,57,3,5,51,29,38,42,4,0,0,179,0,3,41,26,16,22,6,0,0,110,6,8,37,24,27,30,0,0,0,132,4,6,10,9,8,7,5,0,0,46,3,17,45,27,12,12,7,0,0,124,5,17,21,25,33,16,6,0,0,126
202021026,0,3,13,14,25,20,18,10,0,111,0,0,16,17,19,7,0,0,0,64,13,12,43,52,57,48,8,0,0,239,0,0,3,9,13,10,0,0,0,40,22,21,83,70,70,44,11,0,0,329,0,4,9,8,14,10,0,0,0,41,25,18,24,34,30,22,4,0,0,155,29,10,6,14,9,11,0,0,0,72,3,3,13,11,33,29,7,0,0,95,0,0,4,3,3,5,0,0,0,18,0,3,7,12,16,7,4,0,0,41,0,0,4,0,3,3,4,0,0,16,0,4,16,18,19,18,11,0,0,89,0,0,0,10,12,8,3,0,0,40,0,3,8,30,45,28,3,0,0,112,4,3,8,19,27,31,0,0,0,97,0,3,6,27,27,33,4,0,0,92,8,3,3,0,8,3,0,0,0,23,0,3,14,20,21,23,7,0,0,80,7,6,5,15,27,13,5,0,0,80
202021027,3,3,4,4,8,4,9,3,0,41,0,0,3,3,5,5,4,0,0,16,13,41,64,53,86,77,6,0,3,347,0,0,0,3,3,7,0,0,0,14,10,38,47,39,54,48,11,0,0,251,8,4,9,5,16,6,4,0,0,45,45,16,16,24,19,32,10,3,0,173,23,7,24,11,14,9,6,0,0,96,0,3,4,17,15,24,8,0,0,79,0,3,7,4,12,3,3,0,0,30,0,0,3,3,8,3,0,0,0,19,0,4,3,3,3,6,4,0,0,19,0,0,22,40,36,27,15,3,0,146,0,5,7,9,4,17,0,0,0,42,0,4,15,42,52,38,6,0,0,152,0,3,11,41,42,35,6,0,0,145,0,0,13,18,44,48,13,0,0,139,3,3,3,10,8,14,0,3,0,42,6,11,15,10,23,21,3,0,0,83,5,9,22,26,20,17,11,0,0,105
202021028,0,6,14,22,38,48,35,18,5,190,0,0,4,12,8,3,3,0,0,32,6,21,30,49,59,66,17,0,0,245,0,0,3,5,6,8,0,0,0,23,14,29,44,54,76,65,10,3,0,293,0,3,4,5,13,15,0,0,0,50,29,16,17,17,27,35,14,0,0,161,21,7,8,8,8,12,5,0,0,73,0,0,12,7,22,32,14,0,0,94,0,0,0,0,8,13,0,3,0,22,0,0,3,10,8,6,0,0,0,24,0,0,0,6,5,3,0,0,0,15,0,0,3,20,25,36,9,3,0,105,0,3,4,11,11,19,3,0,0,54,0,4,10,28,51,45,0,0,0,139,0,0,10,16,33,36,0,0,0,93,0,0,5,14,30,49,11,0,0,115,0,3,5,9,11,5,3,0,0,37,3,6,6,14,16,16,4,0,0,70,12,3,5,14,25,23,9,3,0,98
202021029,0,0,9,13,15,12,12,13,0,79,0,3,17,17,19,16,4,0,0,72,9,4,12,19,22,31,5,0,0,104,0,0,0,0,8,3,0,0,0,15,0,16,18,25,37,32,8,0,0,144,0,0,3,4,5,10,3,0,0,24,6,3,12,10,6,14,3,0,0,61,3,0,3,4,6,3,0,0,0,21,0,0,3,11,17,24,4,0,0,54,0,0,0,0,3,3,0,0,0,6,0,0,0,0,3,3,0,0,0,10,0,0,0,0,4,0,0,0,0,9,0,0,5,4,5,10,0,0,0,24,0,0,0,5,3,3,0,0,0,16,0,0,5,8,15,18,0,0,0,54,0,3,0,3,11,6,0,0,0,21,0,0,5,9,12,10,0,0,0,37,0,0,0,0,6,3,0,0,0,9,0,0,3,5,9,12,3,0,0,35,3,8,7,3,13,14,4,0,0,51
202021030,0,5,10,15,16,34,23,14,0,112,0,0,0,3,0,4,0,0,0,14,8,34,75,61,52,42,13,0,0,285,0,0,9,11,13,10,0,0,0,43,16,38,59,81,70,49,15,0,0,331,0,8,16,17,14,10,5,0,0,69,36,18,23,30,39,25,13,0,0,186,23,13,19,17,15,11,3,0,0,96,0,7,5,30,38,50,17,0,0,152,0,0,7,10,16,7,6,0,0,38,0,0,5,21,22,8,3,0,0,61,0,0,3,5,12,3,3,0,0,22,0,7,21,43,39,36,14,3,0,153,0,3,4,22,13,16,5,3,0,62,4,3,23,29,54,33,3,0,0,150,0,0,15,35,25,36,3,3,0,117,0,3,13,15,19,17,4,0,0,79,7,0,3,18,11,13,3,0,0,60,8,9,15,22,25,14,10,0,0,96,4,17,12,23,21,11,8,0,3,101
202021031,0,0,4,4,12,14,10,3,0,49,0,0,0,3,7,0,0,0,0,12,6,7,20,37,48,30,5,0,0,159,0,3,0,13,4,3,0,0,0,22,21,29,38,59,61,34,13,0,0,251,0,3,7,7,15,4,0,0,0,45,9,18,9,13,20,9,3,0,0,87,16,16,16,11,8,9,0,0,0,70,3,3,6,24,43,41,9,0,0,124,0,4,0,10,19,7,0,0,0,41,0,3,3,24,24,12,3,0,0,64,0,0,0,4,9,3,5,0,0,23,0,4,14,55,44,21,11,0,0,152,0,3,4,11,13,14,3,0,0,49,4,3,11,30,44,30,7,0,0,128,3,3,14,30,27,32,5,0,0,112,0,0,5,21,22,24,10,0,0,76,5,3,0,5,12,11,0,0,0,34,3,3,5,7,13,14,3,0,0,50,3,0,10,14,22,16,10,3,0,81
202031032,10,14,21,36,53,48,34,12,3,216,0,0,7,11,3,6,0,0,0,28,10,8,10,22,34,39,0,0,0,120,0,0,3,0,11,4,0,0,0,17,8,19,32,50,37,34,8,0,0,183,0,3,3,6,8,12,8,0,0,36,15,3,8,4,13,10,4,0,0,54,17,0,0,0,9,3,0,0,0,33,0,4,3,10,25,20,3,0,0,56,0,0,0,5,0,0,0,0,0,11,0,0,0,6,3,0,0,0,0,8,0,0,0,3,3,0,0,0,0,9,0,3,3,7,0,5,0,0,0,22,0,0,0,3,7,9,0,0,0,24,0,0,3,10,12,15,3,0,0,40,3,0,3,3,6,9,3,0,0,27,0,3,8,5,15,13,3,0,0,46,0,3,3,6,3,5,0,3,0,26,5,0,10,3,16,8,3,0,0,45,8,3,8,14,13,8,4,0,0,56
202031033,13,26,76,122,133,197,87,30,4,676,0,0,0,7,3,4,0,0,0,13,0,11,25,27,26,36,7,4,0,132,0,0,3,0,7,12,0,0,0,20,7,10,11,19,21,32,3,4,0,99,3,0,9,5,15,6,6,0,0,39,10,6,10,14,13,15,8,0,0,66,4,3,3,3,7,7,0,0,0,31,0,5,7,14,19,31,8,0,0,81,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,12,0,0,0,0,0,0,0,0,0,3,0,0,4,3,3,0,0,0,0,12,3,0,3,7,8,4,0,0,0,23,0,0,4,3,18,22,3,0,0,51,0,0,3,4,8,5,0,0,0,27,0,0,4,3,10,13,3,0,0,32,0,0,0,3,0,3,3,0,0,12,3,6,10,6,3,9,0,0,0,30,3,3,13,12,16,19,3,5,0,79
203011034,3,5,16,19,16,13,7,4,0,87,0,0,3,6,3,0,0,0,0,12,4,12,40,70,63,30,8,0,0,227,0,0,8,4,15,3,0,0,0,36,13,34,82,107,61,23,10,0,0,327,3,8,5,18,13,10,3,0,0,57,18,22,30,32,23,12,3,0,0,136,27,12,6,6,6,0,0,0,0,51,0,5,28,44,32,25,3,0,0,135,0,0,0,4,3,0,0,0,0,14,0,0,3,3,13,0,3,0,0,20,0,0,0,4,4,0,0,0,0,17,0,3,9,10,18,14,0,0,0,57,0,3,9,12,10,8,0,0,0,34,0,3,24,22,25,13,0,0,0,96,3,0,13,17,16,17,7,0,0,69,0,0,6,13,10,18,3,0,0,55,0,3,3,4,3,3,0,0,0,14,3,5,18,18,8,16,3,0,0,79,7,9,12,21,23,11,6,0,0,88
203011035,15,18,37,36,53,58,62,9,4,295,0,3,0,3,3,3,0,0,0,19,3,9,21,51,63,40,3,0,0,196,0,0,12,9,14,0,0,0,0,38,14,32,68,90,83,36,11,0,0,322,0,4,5,14,22,12,3,0,0,56,9,5,11,17,21,19,3,0,0,98,7,8,4,7,3,0,0,0,0,25,0,0,23,42,45,45,6,3,0,159,0,0,3,0,3,3,3,0,0,15,0,0,4,5,6,0,0,0,0,17,0,0,3,8,11,3,0,0,0,25,0,4,3,16,22,18,4,0,0,61,0,3,0,10,10,10,3,0,0,35,0,3,12,21,35,27,5,0,0,100,0,3,14,15,21,14,7,0,0,71,0,7,5,13,12,24,3,0,0,66,0,0,4,7,8,5,0,0,0,20,5,8,14,21,9,17,6,0,0,85,13,0,15,14,25,16,3,0,0,95
203011036,3,6,19,31,33,53,46,18,0,220,0,0,4,3,3,0,0,0,0,12,4,5,21,16,34,33,10,0,0,133,0,0,3,6,5,9,0,0,0,28,21,30,53,80,74,37,7,0,0,296,3,4,8,19,20,4,4,0,0,63,19,13,11,24,22,16,3,0,0,105,19,17,6,11,11,3,0,0,0,69,0,3,12,10,23,31,8,0,0,83,0,0,0,0,3,0,0,0,0,13,0,0,4,7,7,8,0,0,0,18,0,0,0,3,5,3,3,0,0,22,0,0,11,14,24,18,9,0,0,71,0,9,3,4,4,11,7,0,0,38,0,0,5,14,26,20,6,0,0,72,0,3,4,20,14,17,0,0,0,67,0,0,0,12,20,14,6,3,0,61,3,3,3,5,10,4,0,0,0,34,4,9,14,13,16,9,8,0,0,60,3,9,6,6,15,17,4,0,0,64
203021037,4,0,11,3,7,3,0,3,0,26,0,0,6,0,3,3,0,0,0,12,12,36,72,68,69,46,7,0,0,308,0,3,9,6,13,0,0,0,0,37,19,72,199,129,101,60,12,0,0,595,5,15,26,18,14,20,3,0,0,88,42,70,111,48,37,24,11,0,0,346,65,69,51,25,17,17,5,0,0,245,5,3,39,35,49,41,7,0,0,181,4,10,10,6,14,12,0,0,0,52,0,0,19,21,22,9,0,0,0,71,0,0,6,7,5,4,0,0,0,39,0,14,46,61,34,25,5,0,0,194,0,8,21,25,13,18,15,0,0,93,0,10,35,40,49,37,3,0,0,187,5,12,82,78,49,59,14,0,0,304,4,18,65,35,50,39,5,0,0,218,9,9,18,12,8,11,0,0,0,61,3,18,32,20,26,15,11,0,0,122,3,15,36,20,26,23,7,3,0,122
203021038,3,15,26,25,23,12,0,0,0,106,0,0,3,3,8,3,0,0,0,18,18,88,166,190,189,135,17,0,0,808,0,8,18,28,25,6,6,0,0,88,51,130,201,132,106,85,17,0,0,722,6,9,33,43,41,36,3,0,0,175,46,72,119,75,67,43,10,0,0,430,70,57,50,30,14,19,3,0,0,245,3,32,109,101,149,117,18,0,0,540,0,6,16,9,10,3,3,0,0,47,0,4,17,9,4,8,0,0,0,44,0,0,15,7,9,4,0,0,0,37,0,8,36,26,21,15,0,3,0,106,7,15,42,34,31,38,9,0,0,170,3,11,48,50,58,56,17,0,0,241,13,13,20,23,34,42,5,0,0,151,4,13,36,29,49,34,15,0,0,177,0,10,3,3,12,11,3,0,0,39,7,29,51,38,35,30,0,0,0,198,19,42,74,86,86,64,7,3,0,388
203021039,0,0,6,0,3,5,0,0,0,20,0,0,3,3,0,0,0,0,0,7,10,24,59,66,90,57,10,3,0,319,0,3,20,14,26,9,0,0,0,68,13,48,128,100,102,70,14,0,0,462,3,14,15,15,19,13,7,0,0,84,22,59,75,39,43,45,11,4,0,289,47,68,56,24,24,15,6,0,0,242,0,5,24,28,35,42,8,3,0,139,4,0,21,15,13,9,0,0,0,54,0,0,26,22,9,19,9,3,0,89,0,3,13,6,11,10,4,0,0,44,3,14,55,68,48,38,11,0,0,242,3,4,12,10,18,15,3,0,0,71,5,6,27,44,59,35,7,0,0,184,3,15,39,37,40,62,14,0,0,209,0,16,120,58,37,56,10,3,0,301,8,7,12,9,16,6,3,0,0,67,4,7,32,16,21,18,15,0,0,115,7,15,41,22,24,13,13,3,0,135
203021040,0,0,7,6,6,9,0,0,0,33,0,0,4,8,8,3,0,0,0,23,3,30,114,129,157,112,14,0,0,551,0,3,15,24,27,12,0,0,0,82,20,104,284,179,138,88,15,0,0,831,3,17,20,24,15,23,8,0,0,110,44,73,120,107,51,54,12,0,0,472,71,65,86,40,25,15,0,0,0,299,4,14,68,65,81,65,18,3,0,310,3,10,20,24,14,6,0,0,0,74,0,11,42,49,36,10,0,0,0,145,0,3,16,18,11,11,3,0,0,63,0,27,94,82,82,38,9,0,0,334,3,8,31,20,25,21,4,0,0,112,3,16,67,86,93,52,10,3,0,332,7,21,77,87,73,56,11,0,0,334,0,23,74,71,67,46,4,0,0,285,10,18,26,22,16,6,4,0,0,104,4,14,34,34,38,28,8,0,0,153,4,34,52,41,45,19,6,0,0,210
203021041,0,14,14,12,10,12,4,0,0,68,0,0,8,3,8,7,0,0,0,27,9,42,126,140,180,114,8,0,0,622,0,0,40,19,23,19,0,0,0,98,48,175,304,240,150,95,20,4,0,1036,0,16,45,48,48,27,7,0,0,188,79,123,148,116,80,46,19,0,0,610,91,109,81,26,28,18,8,0,0,363,5,17,53,78,97,73,16,0,0,338,8,11,22,15,14,8,0,0,0,77,0,6,27,39,26,12,4,0,0,119,0,0,11,13,6,8,5,0,0,46,3,30,92,85,54,33,8,0,0,314,0,21,22,32,23,29,6,0,0,132,0,26,82,82,89,57,13,6,0,356,3,33,96,124,81,52,3,0,0,386,3,22,69,86,56,48,13,0,0,301,11,28,22,14,9,8,3,0,0,101,3,25,56,36,42,32,15,3,0,215,7,18,49,44,37,30,7,7,0,205
203021042,3,12,11,6,6,5,4,4,0,63,0,0,9,4,11,10,0,0,0,36,11,33,86,134,135,104,20,4,0,518,0,6,16,23,26,22,3,0,0,95,29,95,171,173,143,115,14,0,0,733,0,17,24,37,53,38,9,0,0,180,84,132,100,84,89,82,29,0,0,600,111,79,55,39,19,20,11,0,0,336,9,13,44,34,65,50,13,0,0,229,7,9,13,25,21,7,0,0,0,88,3,6,26,47,66,33,12,3,0,193,0,3,11,23,18,21,8,0,0,82,11,19,62,102,98,97,39,6,0,436,0,10,24,34,24,15,13,3,0,131,3,11,46,77,117,61,8,4,0,336,4,35,109,116,110,93,20,0,0,495,4,18,56,99,102,75,19,4,0,377,26,24,15,33,18,9,3,0,0,130,3,29,32,26,31,24,4,3,0,156,11,34,30,30,48,50,10,3,0,210
203021043,5,16,16,32,34,23,11,4,0,135,0,0,9,11,12,14,0,0,0,39,11,49,108,161,172,104,9,0,0,610,0,3,21,14,21,19,3,0,0,85,36,87,212,163,151,93,10,3,0,758,9,12,28,44,51,33,3,0,0,170,48,69,64,62,51,28,11,0,0,331,107,41,16,24,8,3,4,0,0,205,5,16,86,134,138,93,21,0,0,485,3,0,6,14,15,12,0,0,0,50,0,12,22,29,20,11,5,0,0,97,0,0,5,14,8,7,3,0,0,37,3,15,48,59,42,45,11,0,0,225,3,7,22,36,37,23,0,0,0,130,0,10,51,93,97,53,12,0,0,320,0,10,25,36,36,30,6,0,0,152,0,7,32,28,19,19,3,0,0,113,3,15,8,15,24,11,3,0,0,82,12,17,28,28,39,21,3,0,0,152,13,24,40,51,53,37,7,0,0,214
203021044,0,3,7,3,10,10,0,0,0,33,0,0,0,4,0,3,0,0,0,9,8,15,85,79,91,61,6,0,0,343,3,5,18,16,16,5,3,0,0,65,21,67,215,113,120,65,13,0,0,611,3,8,23,30,31,18,10,0,0,119,45,39,91,54,46,30,8,0,0,315,67,23,29,20,11,9,6,0,0,174,0,6,47,34,49,52,11,0,0,198,0,3,3,7,9,8,0,0,0,29,0,3,16,9,23,7,0,0,0,56,0,3,5,6,14,3,3,0,0,28,3,16,33,38,24,18,4,4,0,140,5,0,16,21,20,19,7,0,0,91,6,4,39,51,55,34,6,0,0,200,9,9,33,25,26,32,5,0,0,133,0,4,17,32,42,34,6,0,0,142,10,7,7,12,3,3,0,0,0,35,3,6,35,34,21,18,3,6,0,134,8,10,28,31,33,23,7,0,0,130
203021045,0,0,11,3,10,13,0,0,0,31,0,0,0,3,3,3,0,0,0,16,6,35,75,96,123,81,16,0,0,436,0,4,13,13,19,10,0,0,0,59,34,89,135,102,101,82,13,0,0,549,3,13,23,16,32,29,3,0,0,121,29,69,67,55,50,34,12,5,0,328,56,41,37,23,11,20,7,0,0,191,3,10,32,63,60,59,15,0,0,238,0,4,12,11,7,4,0,0,0,28,0,3,17,0,3,4,0,0,0,25,0,0,0,0,10,5,3,0,0,23,0,11,29,21,20,13,4,0,0,106,4,10,12,20,28,24,6,3,0,105,0,13,36,29,50,35,5,0,0,177,0,3,18,18,15,22,0,0,0,86,3,18,27,32,35,39,6,0,0,163,9,8,11,10,10,4,4,0,0,52,0,19,38,24,35,29,7,0,0,153,9,21,42,32,48,34,9,3,0,199
203021046,0,3,3,6,13,7,3,0,0,45,0,0,0,0,3,4,0,0,0,6,3,20,31,41,65,50,6,0,0,213,0,0,9,11,5,6,5,0,0,40,7,39,86,77,43,36,11,3,0,299,0,0,12,13,20,9,0,0,0,70,23,31,45,44,44,22,15,0,0,215,56,28,30,20,11,10,8,0,0,158,3,3,27,23,20,31,10,0,0,117,3,0,6,13,11,12,0,0,0,48,3,0,9,26,45,24,9,0,0,117,0,3,3,7,7,9,9,0,0,43,3,7,30,68,47,38,15,0,0,216,0,0,4,9,11,9,5,0,0,45,0,4,21,30,31,27,8,3,0,122,7,14,39,41,57,52,14,0,0,222,3,6,32,68,73,64,20,4,0,279,7,14,14,9,8,3,5,0,0,59,3,5,16,7,11,18,7,0,0,63,0,5,27,20,21,16,8,3,0,96
203021047,0,8,5,7,4,11,4,0,3,35,0,3,0,0,5,0,0,0,0,16,6,17,107,114,107,78,7,3,0,444,0,0,16,15,19,3,0,0,0,58,19,72,149,115,91,71,19,0,0,527,0,10,21,26,20,10,0,0,0,94,23,49,89,60,37,34,9,3,0,312,54,34,44,16,22,5,0,0,0,187,0,12,67,66,49,50,22,0,0,264,0,0,5,6,4,11,3,0,0,34,0,9,23,24,17,4,3,0,0,80,0,0,4,6,9,0,0,0,0,32,0,5,58,37,18,34,12,0,0,165,3,0,23,21,29,17,3,0,0,98,3,7,31,44,51,27,7,0,0,169,0,13,34,36,35,28,10,0,0,149,0,13,33,34,41,27,6,0,0,152,9,9,11,8,3,11,3,0,0,56,3,8,29,31,23,15,7,0,0,129,10,12,45,42,29,35,11,0,0,180
