SA2_MAINCODE_2016,M_Ag_For_Fshg_15_19,M_Ag_For_Fshg_20_24,M_Ag_For_Fshg_25_34,M_Ag_For_Fshg_35_44,M_Ag_For_Fshg_45_54,M_Ag_For_Fshg_55_64,M_Ag_For_Fshg_65_74,M_Ag_For_Fshg_75_84,M_Ag_For_Fshg_85ov,M_Ag_For_Fshg_Tot,M_Mining_15_19,M_Mining_20_24,M_Mining_25_34,M_Mining_35_44,M_Mining_45_54,M_Mining_55_64,M_Mining_65_74,M_Mining_75_84,M_Mining_85ov,M_Mining_Tot,M_Manufact_15_19,M_Manufact_20_24,M_Manufact_25_34,M_Manufact_35_44,M_Manufact_45_54,M_Manufact_55_64,M_Manufact_65_74,M_Manufact_75_84,M_Manufact_85ov,M_Manufact_Tot,M_El_Gas_Wt_Waste_15_19,M_El_Gas_Wt_Waste_20_24,M_El_Gas_Wt_Waste_25_34,M_El_Gas_Wt_Waste_35_44,M_El_Gas_Wt_Waste_45_54,M_El_Gas_Wt_Waste_55_64,M_El_Gas_Wt_Waste_65_74,M_El_Gas_Wt_Waste_75_84,M_El_Gas_Wt_Waste_85ov,M_El_Gas_Wt_Waste_Tot,M_Constru_15_19,M_Constru_20_24,M_Constru_25_34,M_Constru_35_44,M_Constru_45_54,M_Constru_55_64,M_Constru_65_74,M_Constru_75_84,M_Constru_85ov,M_Constru_Tot,M_WhlesaleTde_15_19,M_WhlesaleTde_20_24,M_WhlesaleTde_25_34,M_WhlesaleTde_35_44,M_WhlesaleTde_45_54,M_WhlesaleTde_55_64,M_WhlesaleTde_65_74,M_WhlesaleTde_75_84,M_WhlesaleTde_85ov,M_WhlesaleTde_Tot,M_RetTde_15_19,M_RetTde_20_24,M_RetTde_25_34,M_RetTde_35_44,M_RetTde_45_54,M_RetTde_55_64,M_RetTde_65_74,M_RetTde_75_84,M_RetTde_85ov,M_RetTde_Tot,M_Accom_food_15_19,M_Accom_food_20_24,M_Accom_food_25_34,M_Accom_food_35_44,M_Accom_food_45_54,M_Accom_food_55_64,M_Accom_food_65_74,M_Accom_food_75_84,M_Accom_food_85ov,M_Accom_food_Tot,M_Trans_post_wrehsg_15_19,M_Trans_post_wrehsg_20_24,M_Trans_post_wrehsg_25_34,M_Trans_post_wrehsg_35_44,M_Trans_post_wrehsg_45_54,M_Trans_post_wrehsg_55_64,M_Trans_post_wrehsg_65_74,M_Trans_post_wrehsg_75_84,M_Trans_post_wrehsg_85ov,M_Trans_post_wrehsg_Tot,M_Info_media_teleco_15_19,M_Info_media_teleco_20_24,M_Info_media_teleco_25_34,M_Info_media_teleco_35_44,M_Info_media_teleco_45_54,M_Info_media_teleco_55_64,M_Info_media_teleco_65_74,M_Info_media_teleco_75_84,M_Info_media_teleco_85ov,M_Info_media_teleco_Tot,M_Fin_Insur_15_19,M_Fin_Insur_20_24,M_Fin_Insur_25_34,M_Fin_Insur_35_44,M_Fin_Insur_45_54,M_Fin_Insur_55_64,M_Fin_Insur_65_74,M_Fin_Insur_75_84,M_Fin_Insur_85ov,M_Fin_Insur_Tot,M_RtnHir_REst_15_19,M_RtnHir_REst_20_24,M_RtnHir_REst_25_34,M_RtnHir_REst_35_44,M_RtnHir_REst_45_54,M_RtnHir_REst_55_64,M_RtnHir_REst_65_74,M_RtnHir_REst_75_84,M_RtnHir_REst_85ov,M_RtnHir_REst_Tot,M_Pro_scien_tec_15_19,M_Pro_scien_tec_20_24,M_Pro_scien_tec_25_34,M_Pro_scien_tec_35_44,M_Pro_scien_tec_45_54,M_Pro_scien_tec_55_64,M_Pro_scien_tec_65_74,M_Pro_scien_tec_75_84,M_Pro_scien_tec_85ov,M_Pro_scien_tec_Tot,M_Admin_supp_15_19,M_Admin_supp_20_24,M_Admin_supp_25_34,M_Admin_supp_35_44,M_Admin_supp_45_54,M_Admin_supp_55_64,M_Admin_supp_65_74,M_Admin_supp_75_84,M_Admin_supp_85ov,M_Admin_supp_Tot,M_Public_admin_sfty_15_19,M_Public_admin_sfty_20_24,M_Public_admin_sfty_25_34,M_Public_admin_sfty_35_44,M_Public_admin_sfty_45_54,M_Public_admin_sfty_55_64,M_Public_admin_sfty_65_74,M_Public_admin_sfty_75_84,M_Public_admin_sfty_85ov,M_Public_admin_sfty_Tot,M_Educ_trng_15_19,M_Educ_trng_20_24,M_Educ_trng_25_34,M_Educ_trng_35_44,M_Educ_trng_45_54,M_Educ_trng_55_64,M_Educ_trng_65_74,M_Educ_trng_75_84,M_Educ_trng_85ov,M_Educ_trng_Tot,M_HlthCare_SocAs_15_19,M_HlthCare_SocAs_20_24,M_HlthCare_SocAs_25_34,M_HlthCare_SocAs_35_44,M_HlthCare_SocAs_45_54,M_HlthCare_SocAs_55_64,M_HlthCare_SocAs_65_74,M_HlthCare_SocAs_75_84,M_HlthCare_SocAs_85ov,M_HlthCare_SocAs_Tot,M_Art_recn_15_19,M_Art_recn_20_24,M_Art_recn_25_34,M_Art_recn_35_44,M_Art_recn_45_54,M_Art_recn_55_64,M_Art_recn_65_74,M_Art_recn_75_84,M_Art_recn_85ov,M_Art_recn_Tot,M_Oth_scs_15_19,M_Oth_scs_20_24,M_Oth_scs_25_34,M_Oth_scs_35_44,M_Oth_scs_45_54,M_Oth_scs_55_64,M_Oth_scs_65_74,M_Oth_scs_75_84,M_Oth_scs_85ov,M_Oth_scs_Tot,M_ID_NS_15_19,M_ID_NS_20_24,M_ID_NS_25_34,M_ID_NS_35_44,M_ID_NS_45_54,M_ID_NS_55_64,M_ID_NS_65_74,M_ID_NS_75_84,M_ID_NS_85ov,M_ID_NS_Tot
206021111,0,0,12,3,6,0,0,0,0,25,0,0,4,4,4,3,0,0,0,20,5,7,95,89,84,37,8,3,0,323,0,0,30,20,19,4,0,0,0,80,4,43,194,134,92,57,9,0,0,540,3,8,45,41,41,26,4,0,0,169,43,73,138,88,58,37,11,4,0,447,47,91,162,58,34,20,0,0,0,405,7,15,64,51,52,34,7,3,0,230,3,12,80,90,86,21,6,0,0,302,0,9,100,113,77,12,3,0,0,314,0,4,33,27,20,10,0,0,0,102,4,44,320,299,218,87,28,0,0,993,0,16,54,38,40,20,12,0,0,186,0,14,101,106,128,54,8,0,0,415,10,37,173,153,146,125,28,3,0,668,3,19,122,124,116,79,14,0,0,486,20,27,85,56,40,31,8,0,0,273,3,13,45,49,35,12,6,0,0,173,3,24,69,70,52,38,4,0,0,254
206021112,0,0,6,5,9,0,0,0,0,17,0,0,3,4,3,0,0,0,0,7,0,16,79,81,73,49,3,0,0,302,0,3,16,23,9,6,4,0,0,58,4,52,128,115,87,44,12,3,0,440,0,4,30,50,36,15,3,0,0,137,26,66,105,94,46,26,4,0,0,368,27,71,160,77,30,19,3,0,0,385,0,15,53,46,60,37,11,0,0,213,3,9,40,71,34,12,0,0,0,174,0,11,74,103,48,14,5,0,0,254,0,4,26,27,15,0,4,0,0,74,0,31,188,189,116,41,11,0,0,581,3,8,52,35,28,12,0,0,0,145,0,12,73,83,76,40,0,0,0,282,3,24,114,120,84,57,8,0,0,411,3,20,92,103,66,37,9,0,0,327,9,13,64,37,19,10,0,0,3,147,3,9,47,41,38,14,7,0,0,159,3,31,79,61,54,20,7,0,0,250
206031113,0,0,4,0,0,3,0,0,0,12,0,0,4,3,3,3,0,0,0,15,3,14,76,74,69,38,10,0,0,276,0,3,12,12,12,9,0,0,0,54,4,34,112,90,80,46,7,0,0,378,0,13,26,24,28,8,9,0,0,114,28,57,66,52,34,24,3,3,0,271,29,53,77,36,26,22,4,0,0,244,0,9,54,71,61,38,12,0,0,237,3,6,33,32,31,13,4,0,0,114,0,10,80,74,46,24,3,0,0,238,0,11,11,20,8,10,0,0,0,65,0,30,138,158,100,69,10,0,0,512,4,13,40,29,27,8,5,0,0,136,0,6,49,67,64,41,9,0,0,245,6,22,61,47,55,50,20,0,0,264,0,11,86,55,45,30,12,0,0,233,15,26,53,36,22,11,13,0,0,174,0,6,25,25,18,13,0,0,0,89,0,7,43,44,18,12,8,3,0,143
206031114,0,0,3,7,11,6,0,0,0,28,0,0,9,0,5,0,0,0,0,19,10,30,101,152,135,99,31,3,0,565,0,5,21,18,16,15,0,0,0,78,25,120,206,216,212,133,31,5,0,949,3,18,47,49,74,49,8,0,0,254,92,112,151,90,90,61,15,0,0,606,77,114,134,74,54,32,8,0,0,494,3,41,120,102,145,111,22,3,0,549,11,18,54,45,55,37,4,0,0,216,0,21,130,142,108,50,4,3,0,458,0,12,36,38,41,15,10,3,0,148,3,61,228,192,178,146,41,7,0,850,3,24,48,43,41,25,11,3,0,211,3,19,83,101,150,112,15,0,0,484,15,31,90,60,71,104,13,0,0,394,6,13,86,95,88,71,25,6,0,386,34,48,55,32,19,15,12,4,0,222,3,17,52,35,50,35,15,3,0,204,4,27,67,67,67,47,13,0,0,304
206031115,0,0,4,0,4,0,0,0,0,8,0,0,4,0,0,0,0,0,0,8,0,9,50,29,16,19,4,0,0,120,0,0,17,8,4,3,0,0,0,34,0,7,47,38,9,10,0,0,0,114,0,13,20,22,10,9,0,0,0,60,8,42,69,19,18,9,0,0,0,169,17,41,75,19,14,11,3,0,0,184,0,16,43,29,32,22,3,0,0,146,3,7,37,22,13,10,0,0,0,92,0,8,67,49,24,7,0,0,0,151,3,3,11,13,6,0,0,0,0,42,0,22,154,95,34,27,0,0,0,331,0,6,45,20,16,3,0,0,0,89,0,10,50,33,26,11,3,0,0,137,3,17,76,41,36,26,7,0,0,209,4,13,51,33,19,22,3,0,0,140,3,16,28,18,12,5,0,0,0,84,0,0,18,6,5,9,3,0,0,49,7,9,34,25,20,11,3,0,0,110
206031116,0,0,5,3,0,3,3,0,0,20,0,0,5,3,6,0,0,0,0,14,3,7,54,71,69,42,11,0,0,253,0,4,16,18,11,5,3,0,0,59,7,49,126,85,95,41,14,0,0,415,0,11,29,28,25,23,3,0,0,124,37,59,73,55,51,34,10,0,0,314,27,79,73,37,22,13,4,0,0,260,4,8,44,50,60,44,11,3,0,219,6,8,35,33,28,7,0,0,0,117,4,11,72,72,51,17,0,0,0,224,3,5,14,23,19,6,0,0,0,74,0,28,124,135,122,74,20,3,0,499,0,10,44,30,21,7,6,0,0,124,3,8,43,64,80,56,13,0,0,270,8,19,54,50,49,57,14,0,0,253,0,14,56,47,47,25,7,0,0,201,8,27,51,19,18,14,0,0,0,133,9,5,25,10,23,19,3,0,0,98,4,19,37,33,35,21,8,3,0,157
206041117,0,0,9,0,0,0,0,3,0,16,0,0,3,3,0,0,0,0,0,13,4,13,40,22,12,9,0,3,0,113,0,0,17,9,0,4,0,0,0,36,0,25,75,15,10,7,7,0,0,138,0,10,23,7,3,7,0,0,0,55,21,77,89,29,19,6,3,0,0,235,34,158,199,47,19,6,6,0,0,478,3,24,25,13,19,12,3,0,0,113,3,6,70,27,16,10,0,0,0,124,0,22,71,29,14,3,0,0,0,145,3,10,28,3,7,3,3,0,0,60,3,74,333,95,51,31,14,0,0,601,0,12,41,18,9,9,0,0,0,84,0,9,60,29,13,8,3,0,0,130,15,61,134,77,37,31,9,0,0,366,3,13,97,45,28,21,14,0,0,221,5,24,40,20,5,10,3,0,0,103,3,13,19,5,8,3,3,0,0,56,6,31,55,22,17,11,5,0,0,137
206041118,0,0,3,3,0,0,0,0,0,11,0,0,7,3,3,4,0,0,0,14,0,3,47,40,28,21,3,0,0,137,0,3,22,5,10,4,0,0,0,39,3,9,53,35,26,25,7,0,0,159,0,7,62,20,16,15,8,0,0,125,8,33,70,39,25,17,10,0,0,207,11,61,138,47,15,11,4,0,0,295,0,8,34,25,26,16,5,0,0,123,0,0,89,33,9,8,4,0,0,151,0,4,174,99,40,21,5,0,0,351,0,3,33,7,9,15,8,0,0,76,0,28,564,173,65,35,17,4,0,897,0,15,38,22,13,5,0,0,0,92,0,0,41,19,40,16,5,0,0,132,0,5,45,21,18,17,3,3,0,122,0,3,39,24,19,17,5,0,0,113,3,9,32,13,14,4,0,0,0,76,0,8,25,15,13,0,4,0,0,59,0,22,51,26,26,19,7,0,0,157
206041119,0,0,3,0,0,0,4,3,0,13,0,0,0,3,0,0,3,0,0,6,0,3,22,9,6,5,5,0,0,52,0,0,12,4,0,0,0,0,0,24,0,3,18,8,6,20,4,0,0,58,0,7,12,6,6,8,3,0,0,39,3,10,17,16,6,9,6,0,0,78,3,10,45,8,10,11,4,0,0,91,0,3,16,19,11,8,0,0,0,46,0,3,21,16,6,3,0,0,0,57,0,9,46,36,27,20,11,0,0,139,0,0,7,4,4,6,7,4,0,34,0,20,134,51,47,44,36,8,3,341,0,5,15,8,8,3,5,0,0,47,0,0,28,12,9,14,4,0,0,76,0,3,30,20,13,21,15,0,0,107,0,5,41,44,28,24,19,3,0,168,0,11,18,14,3,0,4,0,0,52,0,0,9,3,5,3,3,0,0,24,0,0,23,12,10,9,3,3,0,68
206041120,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,6,0,0,0,3,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
206041121,0,0,3,0,0,0,0,0,0,3,0,0,8,3,3,0,0,0,0,14,0,4,51,48,39,17,3,0,0,165,0,0,20,19,4,3,0,0,0,51,0,10,83,56,16,13,0,0,0,183,0,0,30,31,19,5,0,0,0,83,3,27,70,29,23,15,0,0,0,165,13,56,86,31,19,5,0,0,0,216,0,7,47,47,43,25,0,0,0,167,0,8,59,30,18,11,4,0,0,132,0,10,110,79,32,8,4,0,0,240,0,4,21,20,9,3,0,0,0,59,0,32,208,166,69,42,4,0,0,527,0,6,36,27,10,9,4,0,0,95,0,6,83,40,36,13,6,0,0,190,3,18,97,65,38,30,5,0,0,264,0,10,92,53,30,26,4,0,0,217,5,27,51,28,13,13,0,0,0,138,0,3,28,21,15,11,3,0,0,72,0,15,46,21,16,13,0,0,0,120
206041122,0,3,4,0,0,0,0,0,0,13,0,0,7,8,3,0,0,0,0,18,6,33,101,36,25,20,6,5,0,218,0,3,43,19,0,8,0,0,0,73,3,31,117,30,25,13,6,0,0,233,4,14,92,30,14,11,0,0,0,168,25,132,240,78,34,14,9,0,3,533,75,544,1013,183,66,32,7,0,3,1917,3,23,128,39,27,21,5,0,0,243,3,23,180,60,25,15,3,0,0,304,0,48,333,127,44,14,5,0,0,570,0,19,98,22,9,9,4,0,0,164,5,135,1089,354,98,65,24,6,3,1767,3,63,196,59,14,4,3,0,0,347,0,14,93,50,40,26,7,0,0,222,7,64,182,94,41,39,7,0,0,439,3,20,140,58,34,34,6,0,0,309,0,41,91,39,11,13,3,0,0,206,5,27,71,33,17,8,6,0,0,173,17,102,193,59,49,12,3,0,0,440
206041123,0,3,3,0,0,0,3,0,0,11,0,0,3,3,3,0,0,0,0,9,0,18,78,56,37,19,7,0,0,211,0,5,24,11,3,3,0,0,0,53,3,24,103,34,28,7,3,0,0,199,0,7,52,26,19,11,0,0,0,114,22,83,134,43,26,14,3,0,0,325,33,161,308,86,26,22,4,0,0,651,0,12,80,56,43,16,13,0,0,217,3,25,90,54,29,8,3,0,0,217,0,20,152,75,28,12,4,0,0,292,0,12,36,17,5,3,4,0,0,71,4,91,470,204,89,54,31,3,3,962,3,23,84,31,15,17,0,0,0,174,3,12,101,58,39,29,7,0,0,243,9,48,165,103,79,41,14,4,0,456,0,18,155,73,40,36,7,0,0,335,9,27,66,24,13,14,3,7,0,157,4,9,53,18,22,6,4,0,0,111,5,32,81,43,24,21,0,3,0,211
206041124,3,3,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,3,16,10,7,0,0,0,0,33,0,0,11,10,3,0,0,0,0,20,3,12,29,9,9,7,3,0,0,68,0,0,8,4,4,5,0,0,0,28,17,42,39,4,11,3,3,0,0,118,53,96,50,8,14,9,3,0,0,224,3,10,27,8,8,4,0,3,0,57,0,3,20,7,6,3,0,0,0,39,3,14,39,20,7,3,0,0,0,83,0,7,12,3,3,3,0,0,0,35,4,44,111,37,17,25,9,0,0,248,3,9,18,4,6,3,0,0,0,40,0,6,18,12,18,7,6,0,0,73,34,79,91,33,23,30,17,7,0,298,3,14,52,18,26,17,10,3,0,138,7,19,22,3,5,0,0,0,0,52,0,9,11,7,6,0,0,0,0,38,0,7,25,11,4,4,3,0,0,57
206041125,0,0,0,3,0,0,3,0,0,13,0,0,3,0,0,0,0,0,0,6,0,4,19,7,12,11,4,3,0,63,0,0,8,4,0,0,0,0,0,10,0,7,52,8,8,8,3,0,0,90,0,0,15,8,13,9,4,4,0,57,0,14,28,14,7,13,4,3,0,75,3,20,49,11,8,3,7,0,0,98,0,4,18,11,6,4,5,0,0,53,0,7,29,17,18,8,8,0,0,85,0,10,58,20,25,19,9,7,3,152,0,6,13,9,9,13,3,0,0,51,0,15,147,65,43,53,36,10,0,372,0,0,27,15,9,4,3,0,0,57,0,3,23,17,14,9,3,3,0,73,3,5,35,34,16,20,10,0,0,119,0,4,44,30,23,24,14,4,0,154,0,6,19,12,3,9,3,0,0,57,0,7,6,8,3,0,0,0,0,25,0,11,26,9,9,13,13,4,0,79
206041126,0,0,7,3,6,5,3,0,0,22,0,0,17,8,9,4,0,0,0,41,0,17,119,49,43,33,4,0,0,267,0,3,38,11,13,6,0,0,0,74,6,24,133,52,31,20,10,3,3,287,3,7,56,38,23,24,9,0,0,150,16,70,156,55,40,16,5,0,0,347,22,175,332,65,26,8,0,0,0,627,4,21,90,43,27,12,5,0,0,199,0,16,120,61,19,10,0,0,0,232,3,31,320,144,49,21,9,3,0,581,3,14,78,24,16,13,5,0,0,152,5,74,647,238,86,60,31,3,0,1152,3,38,95,52,9,12,5,0,0,211,0,12,61,65,40,17,4,0,0,198,7,22,115,60,26,30,14,0,0,271,3,13,106,63,24,35,16,0,0,255,4,45,162,54,28,5,8,0,0,304,3,16,62,23,11,9,0,0,0,120,5,25,116,50,33,18,11,0,0,252
206041127,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
206051128,0,0,0,4,0,9,6,3,0,31,0,0,6,9,3,5,0,0,0,27,0,7,53,51,42,36,10,3,0,196,0,3,7,22,11,8,3,0,0,46,4,12,103,64,58,46,11,3,0,290,0,7,28,24,29,25,6,0,0,127,11,27,53,42,44,31,20,0,0,232,22,52,101,40,24,17,5,0,0,267,4,0,41,25,47,25,8,3,0,151,0,5,43,43,44,25,9,0,0,171,0,7,102,106,91,45,31,7,0,399,4,9,37,32,38,34,14,0,3,157,3,24,226,239,156,136,78,5,0,873,6,14,34,30,30,20,9,0,0,137,0,7,40,44,34,35,9,0,0,174,3,10,38,34,39,42,23,0,0,194,0,18,60,85,57,50,35,6,0,311,16,15,35,39,19,9,8,0,0,142,4,5,17,19,11,6,4,0,0,66,3,13,44,55,45,23,14,6,0,203
206051129,0,3,9,0,3,0,0,0,0,17,0,0,3,3,3,0,0,0,0,9,0,6,61,73,60,23,11,0,0,232,0,5,19,12,9,7,0,0,0,54,0,27,227,112,77,37,6,0,0,495,0,8,39,37,32,22,7,0,0,153,9,38,94,85,46,25,5,0,0,311,11,40,104,53,36,14,3,0,0,268,3,3,52,39,43,21,4,0,0,175,3,5,67,64,43,21,9,0,0,208,0,10,88,95,47,20,3,0,0,269,0,3,37,34,27,14,7,0,0,127,4,29,239,215,156,94,33,5,0,770,0,8,41,37,30,11,11,0,0,137,0,5,51,46,37,33,4,0,0,183,3,18,90,69,51,52,11,0,0,290,0,12,66,65,59,53,11,0,0,266,3,24,48,33,21,18,5,0,0,154,0,6,28,36,20,18,7,0,0,114,0,10,70,52,20,16,3,3,0,174
206051130,0,0,4,7,3,3,3,4,0,25,0,0,8,6,3,4,0,0,0,28,0,11,68,72,75,60,16,3,0,307,0,0,10,12,8,3,0,0,0,44,3,24,173,119,86,57,18,0,0,482,0,6,48,47,45,28,9,0,0,191,15,19,65,70,53,32,23,5,0,285,33,27,75,44,27,8,5,3,0,220,3,15,56,81,53,51,15,0,0,277,0,7,47,58,51,25,0,0,0,183,0,5,98,123,76,44,14,3,0,366,0,3,29,32,36,18,12,3,0,133,7,24,195,226,149,108,53,6,3,765,0,3,32,33,31,18,6,0,0,136,0,5,45,51,42,34,8,0,0,184,0,9,39,40,35,37,11,3,0,173,0,6,46,60,48,29,12,3,0,200,3,11,53,37,28,9,3,0,0,149,6,13,25,20,32,11,9,0,0,113,3,14,51,65,43,25,16,3,0,219
206051131,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
206051132,0,0,0,3,3,3,0,0,0,11,0,0,0,5,4,0,0,0,0,15,0,9,43,40,28,18,7,0,0,144,0,3,20,10,4,3,0,0,0,43,0,15,93,44,42,25,6,0,0,220,0,8,31,27,29,13,7,3,0,114,5,26,50,46,21,12,4,0,0,171,9,40,87,38,22,6,4,0,0,212,0,5,33,35,22,11,10,0,0,107,0,6,51,41,27,16,5,0,0,145,0,6,111,92,47,23,7,0,0,293,0,5,17,11,9,8,7,3,0,63,0,29,236,207,96,70,30,3,0,676,0,3,34,28,5,10,6,0,0,82,0,3,54,31,38,20,10,0,0,157,3,11,50,27,26,19,18,0,0,148,0,10,51,46,28,19,14,0,0,168,0,12,40,28,14,10,3,0,0,113,0,7,36,17,11,14,3,0,0,89,0,8,34,32,29,17,7,0,0,129
206051133,0,0,11,7,3,0,0,0,0,20,0,3,13,5,0,0,0,0,0,24,3,20,161,111,63,34,9,0,0,404,3,6,46,29,9,6,0,0,0,88,4,59,415,152,84,48,12,0,0,780,0,16,86,61,42,25,4,0,0,234,12,60,207,111,56,39,13,0,0,502,17,146,372,123,47,41,8,0,0,758,0,22,114,68,47,34,21,3,0,314,0,12,114,96,54,37,9,0,0,332,0,23,243,140,80,19,14,3,0,515,0,13,72,37,27,23,3,4,0,170,0,47,572,312,182,105,45,4,3,1269,7,20,117,70,36,25,13,0,0,289,0,10,103,96,67,45,11,0,0,333,10,20,155,96,71,68,26,0,0,449,0,9,155,101,88,73,16,4,0,448,8,34,116,57,53,26,13,0,0,306,0,15,80,46,46,19,4,0,0,211,4,26,166,80,61,34,16,3,0,386
206051134,0,0,4,4,0,3,0,0,0,13,0,0,7,4,0,0,0,0,0,13,0,13,79,66,44,22,5,0,0,242,0,0,27,19,12,0,0,0,0,55,6,30,206,85,50,29,5,0,0,414,0,10,62,39,19,11,5,0,0,140,6,63,154,87,44,22,7,0,0,382,25,82,224,102,23,8,0,0,0,472,0,16,78,35,24,21,14,0,0,181,0,8,99,66,50,18,0,0,0,250,0,16,126,98,39,11,3,4,0,306,3,4,54,21,14,3,5,0,0,105,5,45,287,232,118,48,13,3,0,751,0,21,95,51,24,9,6,0,0,207,0,13,70,52,49,23,4,0,0,209,7,33,140,92,60,49,11,4,0,394,0,13,94,70,74,37,17,3,0,301,0,26,69,45,29,14,3,0,0,186,7,6,58,32,24,22,0,0,0,145,4,16,88,51,23,15,10,0,0,209
206061135,0,0,5,0,3,3,0,0,0,6,0,0,4,3,0,0,3,0,0,7,0,6,23,26,28,14,6,0,0,109,0,0,9,6,8,0,0,0,0,25,0,7,57,28,25,12,10,0,0,144,0,3,23,12,14,12,4,0,0,65,13,27,74,31,28,13,10,0,0,201,16,33,56,22,16,9,3,0,0,159,0,3,19,17,13,7,4,0,0,63,0,0,19,24,5,4,3,0,0,59,0,12,57,69,52,26,20,3,3,241,0,5,25,28,30,10,5,0,0,105,0,15,139,98,89,59,49,10,0,458,0,14,24,20,6,10,4,0,0,82,0,5,25,23,23,11,0,0,0,88,8,15,48,17,20,16,13,3,0,143,0,5,52,35,29,41,25,4,0,201,6,9,13,12,13,3,4,0,0,62,0,9,16,6,10,5,4,0,0,45,0,4,44,13,13,12,11,3,0,107
206061136,0,7,9,7,0,3,3,0,0,28,0,0,16,4,8,3,3,0,0,36,0,18,128,55,43,24,0,0,0,268,0,3,36,11,7,3,0,0,0,63,0,30,284,91,39,22,7,0,0,479,0,19,80,45,28,15,4,0,0,192,15,89,208,101,60,31,13,3,0,513,15,114,247,89,36,20,4,0,0,516,0,10,83,37,36,16,10,3,0,195,5,13,87,68,41,10,0,0,0,226,0,21,249,135,55,17,4,0,0,484,0,12,82,39,26,16,8,0,0,182,0,73,525,283,146,86,41,3,0,1154,3,12,100,46,27,9,8,0,0,216,0,10,82,56,41,20,9,0,0,224,0,17,138,77,54,31,10,4,0,332,0,22,159,88,53,51,21,3,0,396,6,35,95,53,26,16,4,3,0,233,0,6,62,34,20,13,10,0,0,137,3,25,107,65,32,8,12,0,0,250
206061137,0,3,6,3,3,5,0,3,0,23,0,0,14,4,7,3,0,0,0,30,3,14,105,53,33,31,7,3,0,254,0,3,36,21,4,0,0,0,0,68,4,41,196,52,40,25,7,0,0,364,0,16,77,57,28,8,9,0,0,201,13,82,194,66,48,30,24,0,0,457,37,119,258,71,39,18,3,0,0,542,0,13,76,41,33,15,8,3,0,187,0,25,116,62,36,24,0,0,0,264,0,42,281,135,67,35,15,3,0,571,0,17,102,26,28,6,20,3,0,197,0,94,664,266,121,79,47,11,0,1286,0,13,122,46,28,13,8,3,0,238,0,8,97,41,31,24,5,3,0,216,3,20,142,73,39,22,4,0,0,318,3,22,161,90,55,30,36,3,0,396,6,25,106,39,18,13,7,0,0,214,0,12,53,25,27,10,3,0,0,124,0,16,129,51,43,26,13,7,0,283
