SA2_MAINCODE_2016,F_GrDi_GrCer_GrDi_Mng,F_GrDi_GrCer_GrDi_Pro,F_GrDi_GrCer_GrDi_TTW,F_GrDi_GrCer_GrDi_CPS,F_GrDi_GrCer_GrDi_CA,F_GrDi_GrCer_GrDi_Sal,F_GrDi_GrCer_GrDi_MOD,F_GrDi_GrCer_GrDi_Lab,F_GrDi_GrCer_GrDi_IDNS,F_GrDi_GrCer_GrDi_Tot,F_GrDi_GrCer_GradCer_Mng,F_GrDi_GrCer_GradCer_Pro,F_GrDi_GrCer_GradCer_TTW,F_GrDi_GrCer_GradCer_CPS,F_GrDi_GrCer_GradCer_CA,F_GrDi_GrCer_GradCer_Sal,F_GrDi_GrCer_GradCer_MOD,F_GrDi_GrCer_GradCer_Lab,F_GrDi_GrCer_GradCer_IDNS,F_GrDi_GrCer_GradCer_Tot,F_BaDe_BaDe_Mng,F_BaDe_BaDe_Pro,F_BaDe_BaDe_TTW,F_BaDe_BaDe_CPS,F_BaDe_BaDe_CA,F_BaDe_BaDe_Sal,F_BaDe_BaDe_MOD,F_BaDe_BaDe_Lab,F_BaDe_BaDe_IDNS,F_BaDe_BaDe_Tot,F_AdvDi_Di_AdvDi_Di_NFD_Mng,F_AdvDi_Di_AdvDi_Di_NFD_Pro,F_AdvDi_Di_AdvDi_Di_NFD_TTW,F_AdvDi_Di_AdvDi_Di_NFD_CPS,F_AdvDi_Di_AdvDi_Di_NFD_CA,F_AdvDi_Di_AdvDi_Di_NFD_Sal,F_AdvDi_Di_AdvDi_Di_NFD_MOD,F_AdvDi_Di_AdvDi_Di_NFD_Lab,F_AdvDi_Di_AdvDi_Di_NFD_IDNS,F_AdvDi_Di_AdvDi_Di_NFD_Tot,F_AdvDi_Di_AdvDi_AsDe_Mng,F_AdvDi_Di_AdvDi_AsDe_Pro,F_AdvDi_Di_AdvDi_AsDe_TTW,F_AdvDi_Di_AdvDi_AsDe_CPS,F_AdvDi_Di_AdvDi_AsDe_CA,F_AdvDi_Di_AdvDi_AsDe_Sal,F_AdvDi_Di_AdvDi_AsDe_MOD,F_AdvDi_Di_AdvDi_AsDe_Lab,F_AdvDi_Di_AdvDi_AsDe_IDNS,F_AdvDi_Di_AdvDi_AsDe_Tot,F_AdvDi_Di_Dip_Mng,F_AdvDi_Di_Dip_Pro,F_AdvDi_Di_Dip_TTW,F_AdvDi_Di_Dip_CPS,F_AdvDi_Di_Dip_CA,F_AdvDi_Di_Dip_Sal,F_AdvDi_Di_Dip_MOD,F_AdvDi_Di_Dip_Lab,F_AdvDi_Di_Dip_IDNS,F_AdvDi_Di_Dip_Tot,F_Cert_CertIII_IV_Mng,F_Cert_CertIII_IV_Pro,F_Cert_CertIII_IV_TTW,F_Cert_CertIII_IV_CPS,F_Cert_CertIII_IV_CA,F_Cert_CertIII_IV_Sal,F_Cert_CertIII_IV_MOD,F_Cert_CertIII_IV_Lab,F_Cert_CertIII_IV_IDNS,F_Cert_CertIII_IV_Tot,F_Cert_CertI_II_Mng,F_Cert_CertI_II_Pro,F_Cert_CertI_II_TTW,F_Cert_CertI_II_CPS,F_Cert_CertI_II_CA,F_Cert_CertI_II_Sal,F_Cert_CertI_II_MOD,F_Cert_CertI_II_Lab,F_Cert_CertI_II_IDNS,F_Cert_CertI_II_Tot,F_Cert_Cert_nfd_Mng,F_Cert_Cert_nfd_Pro,F_Cert_Cert_nfd_TTW,F_Cert_Cert_nfd_CPS,F_Cert_Cert_nfd_CA,F_Cert_Cert_nfd_Sal,F_Cert_Cert_nfd_MOD,F_Cert_Cert_nfd_Lab,F_Cert_Cert_nfd_IDNS,F_Cert_Cert_nfd_Tot,F_LE_ID_Mng,F_LE_ID_Pro,F_LE_ID_TTW,F_LE_ID_CPS,F_LE_ID_CA,F_LE_ID_Sal,F_LE_ID_MOD,F_LE_ID_Lab,F_LE_ID_IDNS,F_LE_ID_Tot,F_LE_NS_Mng,F_LE_NS_Pro,F_LE_NS_TTW,F_LE_NS_CPS,F_LE_NS_CA,F_LE_NS_Sal,F_LE_NS_MOD,F_LE_NS_Lab,F_LE_NS_IDNS,F_LE_NS_Tot,F_Tot_Mng,F_Tot_Pro,F_Tot_TTW,F_Tot_CPS,F_Tot_CA,F_Tot_Sal,F_Tot_MOD,F_Tot_Lab,F_Tot_IDNS,F_Tot_Tot,P_PoDe_PoDe_NFD_Mng,P_PoDe_PoDe_NFD_Pro,P_PoDe_PoDe_NFD_TTW,P_PoDe_PoDe_NFD_CPS,P_PoDe_PoDe_NFD_CA,P_PoDe_PoDe_NFD_Sal,P_PoDe_PoDe_NFD_MOD,P_PoDe_PoDe_NFD_Lab,P_PoDe_PoDe_NFD_IDNS,P_PoDe_PoDe_NFD_Tot,P_PoDe_DoctDe_Mng,P_PoDe_DoctDe_Pro,P_PoDe_DoctDe_TTW,P_PoDe_DoctDe_CPS,P_PoDe_DoctDe_CA,P_PoDe_DoctDe_Sal,P_PoDe_DoctDe_MOD,P_PoDe_DoctDe_Lab,P_PoDe_DoctDe_IDNS,P_PoDe_DoctDe_Tot,P_PoDe_MasDe_Mng,P_PoDe_MasDe_Pro,P_PoDe_MasDe_TTW,P_PoDe_MasDe_CPS,P_PoDe_MasDe_CA,P_PoDe_MasDe_Sal,P_PoDe_MasDe_MOD,P_PoDe_MasDe_Lab,P_PoDe_MasDe_IDNS,P_PoDe_MasDe_Tot,P_GrDiGrCer_GrDiGrCerNFD_Mng,P_GrDiGrCer_GrDiGrCerNFD_Pro,P_GrDiGrCer_GrDiGrCerNFD_TTW,P_GrDiGrCer_GrDiGrCerNFD_CPS,P_GrDiGrCer_GrDiGrCerNFD_CA,P_GrDiGrCer_GrDiGrCerNFD_Sal,P_GrDiGrCer_GrDiGrCerNFD_MOD,P_GrDiGrCer_GrDiGrCerNFD_Lab,P_GrDiGrCer_GrDiGrCerNFD_IDNS,P_GrDiGrCer_GrDiGrCerNFD_Tot,P_GrDi_GrCer_GrDi_Mng,P_GrDi_GrCer_GrDi_Pro,P_GrDi_GrCer_GrDi_TTW,P_GrDi_GrCer_GrDi_CPS,P_GrDi_GrCer_GrDi_CA,P_GrDi_GrCer_GrDi_Sal,P_GrDi_GrCer_GrDi_MOD,P_GrDi_GrCer_GrDi_Lab,P_GrDi_GrCer_GrDi_IDNS,P_GrDi_GrCer_GrDi_Tot,P_GrDi_GrCer_GradCer_Mng,P_GrDi_GrCer_GradCer_Pro,P_GrDi_GrCer_GradCer_TTW,P_GrDi_GrCer_GradCer_CPS,P_GrDi_GrCer_GradCer_CA,P_GrDi_GrCer_GradCer_Sal,P_GrDi_GrCer_GradCer_MOD,P_GrDi_GrCer_GradCer_Lab,P_GrDi_GrCer_GradCer_IDNS,P_GrDi_GrCer_GradCer_Tot,P_BaDe_BaDe_Mng,P_BaDe_BaDe_Pro,P_BaDe_BaDe_TTW,P_BaDe_BaDe_CPS,P_BaDe_BaDe_CA,P_BaDe_BaDe_Sal,P_BaDe_BaDe_MOD,P_BaDe_BaDe_Lab,P_BaDe_BaDe_IDNS,P_BaDe_BaDe_Tot,P_AdvDi_Di_AdvDi_Di_NFD_Mng,P_AdvDi_Di_AdvDi_Di_NFD_Pro,P_AdvDi_Di_AdvDi_Di_NFD_TTW,P_AdvDi_Di_AdvDi_Di_NFD_CPS,P_AdvDi_Di_AdvDi_Di_NFD_CA,P_AdvDi_Di_AdvDi_Di_NFD_Sal,P_AdvDi_Di_AdvDi_Di_NFD_MOD,P_AdvDi_Di_AdvDi_Di_NFD_Lab,P_AdvDi_Di_AdvDi_Di_NFD_IDNS,P_AdvDi_Di_AdvDi_Di_NFD_Tot
213021346,38,156,8,15,12,0,0,0,5,240,0,29,0,3,5,0,0,0,0,35,207,615,18,74,160,57,0,6,13,1158,0,0,0,0,0,0,0,0,0,0,26,63,3,22,47,14,0,5,3,186,46,44,5,44,75,28,0,5,3,245,17,15,22,57,71,18,0,8,0,213,3,4,0,3,10,3,0,0,0,28,5,4,3,7,24,11,0,0,0,50,5,8,6,0,3,0,0,0,0,28,5,13,4,3,11,0,0,5,3,44,479,1283,84,254,455,143,3,37,30,2765,4,10,0,0,0,0,0,0,0,20,23,131,0,3,4,0,0,0,3,158,241,424,15,25,49,20,3,3,11,784,18,20,0,0,5,0,0,0,0,43,67,203,10,18,23,4,0,3,8,341,3,35,0,3,6,0,0,0,0,52,530,1149,77,103,242,108,13,39,27,2289,0,0,0,0,0,0,0,0,0,3
213031347,11,54,3,12,10,5,0,0,0,91,4,15,0,0,0,0,0,0,0,21,103,491,39,100,188,72,3,42,16,1049,0,3,0,3,3,0,0,0,0,9,18,13,10,30,28,16,4,3,3,124,25,45,23,93,44,27,0,12,3,273,31,25,41,96,62,40,13,27,5,334,3,0,0,6,6,3,4,0,0,30,7,3,4,19,15,14,0,7,0,58,4,5,0,7,3,3,0,0,0,29,3,10,3,20,4,3,6,9,13,62,234,816,131,405,405,203,34,119,47,2397,0,9,0,0,0,0,0,0,0,11,0,49,0,0,0,0,0,3,0,57,71,257,24,48,75,53,32,39,16,609,7,17,0,0,0,0,0,0,0,29,12,91,3,17,13,5,3,3,0,145,3,15,0,0,0,0,0,0,0,28,238,893,137,164,297,152,70,143,23,2114,0,3,0,0,3,0,3,0,0,8
213031348,16,125,3,17,24,3,0,0,0,183,9,22,0,6,6,0,0,0,0,40,169,584,38,161,183,85,13,71,14,1303,0,3,0,0,0,0,0,0,0,9,23,28,10,32,20,13,4,10,0,139,31,27,22,82,39,27,3,20,3,257,21,18,33,61,46,30,3,18,3,238,3,0,0,3,7,9,0,7,0,36,0,3,3,17,13,3,0,7,0,49,3,8,4,11,7,5,0,3,3,31,0,6,6,7,9,0,0,5,3,41,332,1158,127,428,415,193,27,149,47,2871,0,3,0,0,4,0,0,0,0,4,11,108,5,3,3,4,0,3,0,138,102,486,36,66,103,72,32,88,19,996,5,21,3,3,0,0,3,3,3,41,39,187,6,21,32,7,0,4,0,291,9,31,0,3,6,0,0,0,0,63,345,1153,145,242,307,190,81,182,41,2678,0,3,0,0,0,0,0,0,0,9
213031349,19,76,0,13,6,6,0,0,0,110,3,14,0,3,4,0,0,0,0,30,132,441,25,100,167,84,3,21,7,972,0,0,0,4,0,0,0,0,0,4,28,29,8,29,27,18,0,3,3,141,27,33,12,62,64,29,3,7,3,245,24,26,30,69,56,23,5,12,5,253,0,0,3,3,12,10,3,0,0,33,3,8,0,12,21,11,0,7,0,60,4,5,3,5,6,0,0,0,0,37,5,5,3,3,4,11,0,3,3,45,302,830,96,308,407,204,13,75,33,2260,0,7,0,0,0,0,0,0,0,13,7,71,0,0,0,0,0,0,0,79,123,294,24,19,82,31,5,24,12,606,3,19,0,3,3,0,0,0,0,31,23,119,4,10,10,4,0,0,0,174,10,22,3,3,4,0,0,0,0,44,319,837,81,152,245,152,22,75,31,1911,0,0,0,4,0,0,0,0,0,5
213031350,29,121,3,6,17,5,0,0,3,185,12,25,0,0,0,0,0,0,0,36,159,481,21,62,139,38,4,19,8,932,0,0,0,0,0,0,0,0,0,0,15,33,8,13,15,6,0,7,4,103,19,29,19,34,46,13,0,3,3,176,20,11,19,34,39,18,3,6,4,151,0,0,0,7,0,3,0,4,0,13,3,6,0,15,10,10,0,6,0,47,0,4,0,0,3,0,0,0,0,11,0,6,0,3,0,0,0,7,0,21,322,947,74,184,302,103,10,49,23,2018,0,12,0,0,3,0,0,0,0,13,13,99,0,0,0,0,0,0,0,119,107,287,11,16,49,12,3,8,8,489,9,21,0,0,0,0,0,0,0,30,47,172,10,13,24,3,0,0,3,273,16,31,0,5,3,0,0,0,0,60,325,888,68,102,191,79,21,55,21,1748,0,0,0,0,0,0,0,0,0,0
213031351,32,89,0,13,11,3,0,0,3,147,11,23,3,0,5,0,0,0,0,37,103,417,23,77,124,51,3,33,3,832,0,0,0,4,0,3,0,0,0,8,15,25,12,23,21,10,0,10,0,114,27,28,20,57,49,14,0,16,3,218,19,24,34,67,41,24,6,16,8,235,0,0,3,15,4,0,3,0,0,25,3,9,0,11,12,4,0,4,0,42,3,3,0,3,5,5,0,0,0,19,0,4,3,7,3,8,0,7,3,40,258,809,108,275,300,132,18,102,31,2032,3,8,0,0,0,0,0,0,0,10,11,67,0,0,0,0,0,0,0,84,91,269,26,30,60,31,5,53,7,572,3,14,0,0,6,3,0,0,0,31,34,143,4,16,16,10,3,3,3,229,17,35,3,3,8,3,0,0,0,62,258,773,83,135,202,102,39,94,20,1694,0,0,0,4,0,4,0,0,0,5
213031352,37,146,3,6,23,6,0,3,0,219,9,40,0,6,3,3,0,0,0,58,272,777,33,97,185,82,6,26,9,1486,0,0,0,0,0,0,0,0,0,4,37,39,16,28,45,18,0,0,0,187,40,54,24,73,63,26,0,6,3,278,27,24,26,62,60,25,3,10,3,253,6,5,0,8,7,5,0,3,0,33,11,11,3,15,11,5,0,3,0,65,3,5,0,3,9,4,0,0,0,25,4,8,0,3,6,7,0,5,6,36,539,1415,113,323,468,186,17,63,27,3143,3,13,0,0,0,0,0,0,0,18,20,87,0,0,3,0,0,0,3,117,149,392,21,34,73,10,4,14,8,703,19,26,0,3,3,0,0,0,0,49,62,230,6,12,27,3,0,6,0,355,15,44,0,4,3,3,0,0,0,78,569,1370,97,165,292,129,30,53,29,2748,0,3,0,0,4,3,0,0,0,7
213041353,6,91,0,18,10,3,0,0,0,126,3,13,0,4,4,0,0,0,0,24,69,484,18,52,74,34,0,4,5,745,0,0,0,3,4,0,0,0,0,10,30,58,13,46,49,14,0,8,3,219,34,54,22,119,113,28,4,18,3,397,56,52,76,212,196,69,14,28,9,701,6,3,3,12,28,17,0,8,0,73,9,7,7,52,40,10,3,5,0,137,0,0,0,3,8,0,0,0,0,23,12,13,3,27,19,6,0,12,3,90,238,890,145,552,548,192,28,86,30,2714,0,6,0,0,0,0,0,0,0,10,7,41,3,0,0,0,0,0,0,53,51,126,3,11,15,10,0,0,3,226,3,7,0,0,0,0,0,0,0,14,24,123,0,17,8,7,0,0,0,178,5,27,0,4,8,0,0,0,0,41,166,689,37,73,117,51,15,21,20,1190,0,0,0,3,4,0,0,0,0,16
213041355,17,80,0,22,21,0,0,0,3,135,3,13,0,0,4,0,0,0,0,22,91,565,35,93,220,74,7,21,11,1115,0,0,0,0,0,0,0,0,0,7,31,36,11,43,65,22,3,6,3,213,46,45,22,111,146,47,3,12,6,435,39,31,74,192,145,69,12,28,9,609,3,4,0,10,26,13,0,8,0,72,9,9,3,35,53,21,0,5,0,138,3,9,0,3,6,3,0,0,0,28,3,13,3,23,16,11,0,3,10,87,255,915,145,552,748,281,33,96,47,3070,0,12,0,0,3,3,0,0,0,15,0,21,3,0,0,0,0,0,0,26,65,176,10,26,48,19,18,5,10,370,0,16,0,3,0,0,0,0,0,22,22,95,4,19,30,5,0,3,3,186,5,16,0,0,3,0,0,0,0,26,222,903,98,126,295,107,71,58,26,1901,0,0,4,0,0,0,0,0,0,11
213041356,3,31,0,20,3,0,0,0,0,66,0,6,0,0,0,0,0,0,0,13,34,204,19,45,67,24,11,13,0,413,0,0,0,0,0,3,0,0,0,12,20,35,0,44,32,8,3,6,0,157,32,46,23,121,72,25,3,8,3,334,32,27,68,204,157,61,17,48,3,619,3,0,0,14,14,20,3,6,0,62,12,3,0,33,26,10,0,8,3,100,0,3,5,5,7,3,0,0,0,26,3,9,3,21,19,6,0,3,9,79,154,416,121,518,408,169,47,96,28,1940,0,4,0,0,0,0,0,0,0,6,0,7,0,0,0,0,0,0,0,10,19,54,4,12,14,4,5,3,0,112,0,4,0,0,0,0,0,0,0,9,8,51,0,22,8,3,0,0,0,89,6,5,0,4,3,0,0,0,0,20,70,298,42,63,91,41,26,23,9,650,0,3,0,3,0,4,0,3,0,17
213041357,11,55,0,20,4,3,0,0,0,94,3,22,0,0,3,0,0,0,0,24,60,352,21,78,126,37,10,18,7,703,0,0,0,4,0,0,0,0,0,8,23,29,4,39,46,17,0,4,5,167,41,50,16,161,109,26,0,21,4,419,44,37,70,246,199,92,18,49,12,765,3,0,3,12,24,17,0,8,0,70,11,4,4,41,27,18,10,9,0,121,3,3,0,3,7,3,0,4,0,25,9,14,5,19,22,14,4,16,7,97,217,635,135,643,598,224,49,132,37,2667,0,8,0,0,0,0,0,0,0,11,3,16,0,0,3,0,0,0,0,25,46,132,14,28,48,13,18,3,6,314,0,6,0,5,0,0,0,0,0,12,15,81,4,25,3,4,0,0,0,137,5,29,0,0,7,0,0,0,0,41,147,545,72,112,186,57,51,40,13,1225,0,0,0,4,0,0,0,0,0,8
213041358,3,29,0,22,3,3,0,0,0,66,0,8,0,0,3,0,0,0,0,16,26,281,13,56,67,25,3,8,3,483,0,0,0,3,3,0,0,0,0,8,26,18,10,41,44,13,4,8,0,170,40,38,16,118,85,27,7,10,3,340,43,39,68,205,166,79,19,34,10,657,4,4,7,13,19,12,3,3,0,66,7,4,9,36,23,11,3,3,0,93,0,6,3,3,0,3,0,4,0,17,4,7,0,14,12,15,4,10,7,84,159,492,118,527,437,194,49,81,20,2080,0,3,0,0,0,0,0,0,0,4,0,10,0,0,0,0,0,0,0,18,14,87,6,15,16,3,3,8,3,157,0,3,0,0,0,0,0,0,0,3,9,44,4,22,3,3,0,3,3,90,0,8,0,0,3,0,0,0,0,17,73,408,45,78,102,50,29,18,8,810,0,0,0,3,3,0,0,0,0,7
213041359,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,13,0,3,3,0,0,3,0,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,7,0,3,0,15,11,0,0,0,6,30,0,3,4,7,14,7,0,3,0,41,0,0,3,0,0,0,0,0,0,6,0,0,0,0,0,3,0,0,0,6,0,0,0,0,0,0,0,0,0,0,3,0,0,5,0,0,0,0,0,15,12,20,9,38,37,13,4,9,6,143,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,19,5,4,4,7,3,3,0,54,0,0,0,0,0,0,0,0,0,0
213041360,17,53,3,13,7,6,0,0,0,98,0,3,0,4,7,0,0,0,0,13,85,451,32,70,235,49,5,18,11,966,0,0,0,0,0,0,0,0,0,3,31,36,17,42,60,16,3,12,3,209,40,37,17,109,105,29,0,7,5,354,28,25,53,127,111,60,13,26,7,446,7,3,4,13,21,8,0,0,0,55,8,3,10,21,25,11,6,9,0,91,3,9,3,0,10,3,0,0,0,25,8,15,8,13,17,3,6,11,3,74,261,774,142,435,630,192,28,94,36,2589,0,3,0,0,0,0,0,0,0,4,4,29,0,4,0,0,0,0,0,40,83,204,13,20,60,16,7,11,3,421,3,18,0,0,0,0,0,0,0,24,26,79,3,11,13,7,0,3,3,142,3,5,0,4,3,0,0,0,0,17,236,790,98,98,344,100,58,53,22,1804,0,3,0,0,0,0,0,0,0,6
213041461,0,8,0,3,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,3,16,90,9,20,46,24,5,5,0,210,0,0,0,0,0,0,0,0,0,0,3,3,0,7,11,11,0,3,0,42,7,12,5,36,11,7,0,3,3,86,3,7,16,36,29,3,7,9,3,109,0,0,0,3,3,0,0,3,0,11,0,0,0,9,12,5,0,5,0,36,0,0,0,3,3,0,0,3,0,12,0,0,0,7,0,3,0,3,7,16,39,143,32,127,113,55,15,34,10,573,0,3,0,0,0,0,0,0,0,3,0,7,0,0,0,0,0,0,0,8,9,25,3,3,8,3,0,5,0,54,0,0,0,0,0,0,0,0,0,0,3,11,0,3,0,0,0,3,0,22,0,7,0,0,0,0,0,0,0,5,42,165,18,29,58,27,25,14,5,377,0,0,0,0,0,0,0,0,0,3
213041462,0,19,0,3,3,0,0,0,0,30,0,3,0,0,0,0,0,0,0,7,21,158,13,30,64,14,0,14,3,314,0,0,0,3,0,0,0,0,0,3,5,16,3,12,18,7,0,3,0,62,11,16,11,32,26,9,0,3,0,111,13,6,21,34,39,11,4,6,3,143,0,5,0,3,0,0,0,0,0,14,4,0,0,12,12,0,0,3,0,33,0,0,0,0,3,0,0,0,0,8,0,0,0,3,6,3,4,3,0,19,71,270,51,149,180,58,9,34,16,833,0,3,0,0,0,0,0,0,0,4,0,7,0,0,0,0,0,0,0,15,26,77,4,11,31,10,7,0,3,167,0,0,0,0,5,0,0,0,0,4,0,32,0,9,4,0,0,3,0,45,0,3,0,0,0,0,0,0,0,7,70,262,31,40,88,34,37,41,9,601,0,0,0,3,0,0,0,0,0,3
213041463,14,73,0,23,11,3,0,0,0,128,0,21,0,0,7,0,0,0,0,28,117,538,35,116,213,76,9,21,9,1134,0,0,0,0,0,0,0,0,0,0,33,44,8,49,61,24,4,4,0,228,45,68,28,114,86,33,3,10,8,387,42,21,66,132,121,62,17,31,11,511,3,0,4,3,17,15,0,4,0,42,10,8,11,23,33,13,0,7,0,108,6,13,0,8,9,5,0,0,0,43,4,13,4,15,15,12,0,10,3,78,304,952,160,493,621,262,38,92,32,2957,0,3,0,0,0,0,0,0,0,5,5,57,0,0,4,0,0,0,0,62,96,265,16,17,62,24,16,3,11,504,6,13,0,0,10,3,0,3,0,42,28,115,0,26,16,5,3,0,0,195,5,27,0,0,10,0,0,0,0,41,316,912,116,157,309,123,63,52,30,2084,3,0,0,0,0,0,0,3,0,5
213051361,9,42,0,21,8,5,0,0,0,82,0,11,0,3,0,0,0,0,0,19,48,345,22,85,133,52,7,25,6,725,0,3,0,8,5,0,0,0,0,15,18,35,3,60,34,21,0,3,0,180,40,46,24,139,87,39,5,17,3,398,26,34,72,176,130,44,22,41,3,539,3,4,0,9,14,16,0,4,0,47,5,3,0,34,24,12,3,6,0,102,0,6,0,10,5,0,0,3,0,28,8,8,9,17,19,5,3,8,11,84,164,633,141,567,506,199,45,114,32,2392,0,6,0,0,0,0,0,0,0,6,7,21,0,0,3,0,0,0,0,34,42,156,20,18,56,21,14,18,4,362,0,10,0,0,0,0,0,0,0,12,9,71,0,22,8,5,0,3,0,119,0,18,0,3,4,0,0,0,0,26,128,584,73,113,190,100,56,62,12,1328,0,5,0,9,5,0,0,0,0,20
213051362,5,38,3,17,10,6,0,0,0,77,0,13,0,0,4,0,0,0,0,12,49,290,22,89,101,46,13,26,5,639,0,0,0,0,0,0,0,0,0,9,16,31,14,45,41,12,3,6,4,170,17,40,19,101,76,40,3,12,7,304,37,34,56,173,127,71,23,46,7,569,0,0,3,11,20,11,4,11,0,59,4,6,4,33,33,15,4,11,0,112,4,5,0,4,4,3,0,4,0,34,0,11,4,20,11,3,4,7,13,69,148,575,138,509,441,223,57,131,34,2254,4,0,0,0,0,0,0,0,0,4,7,28,0,0,0,0,0,0,0,40,49,183,21,38,52,32,21,17,5,422,0,10,0,4,0,3,0,0,0,20,9,64,8,17,9,6,0,0,0,126,3,12,0,0,3,0,0,0,0,25,117,495,77,139,161,73,64,87,18,1224,0,0,0,3,0,0,0,4,0,11
213051363,4,27,0,7,0,4,0,0,0,38,0,6,0,0,0,0,0,0,0,5,50,206,22,49,91,45,4,25,5,483,0,0,0,0,0,0,0,0,0,3,10,5,8,15,22,7,0,5,0,72,18,21,12,36,27,13,0,3,3,135,4,17,25,63,28,13,5,24,0,175,0,0,0,6,9,3,3,3,0,21,0,0,0,10,3,4,0,3,0,27,9,4,4,5,0,4,0,0,0,29,3,0,0,5,4,3,0,6,7,25,126,399,83,211,220,113,19,77,29,1280,0,0,0,0,0,0,0,0,0,3,3,29,0,0,0,0,0,0,0,33,86,231,31,24,75,39,16,28,16,547,4,9,0,0,3,4,0,0,0,23,9,38,4,5,3,10,3,0,0,79,0,6,0,0,0,0,0,0,0,12,116,437,76,82,130,80,30,58,23,1032,0,3,0,0,0,0,0,0,0,7
213051365,14,47,0,27,14,0,0,0,0,107,3,13,0,0,3,0,0,0,0,24,100,714,50,251,365,122,34,75,22,1725,3,0,0,6,0,5,0,0,0,19,24,38,19,73,63,23,4,9,3,249,61,66,47,308,151,46,15,33,3,738,45,41,99,260,187,75,49,54,11,819,7,3,0,11,31,10,3,3,0,73,12,3,5,55,38,5,3,12,4,135,5,12,3,15,14,7,5,12,0,73,7,17,5,29,19,10,4,7,15,130,334,1253,254,1169,1049,346,130,250,68,4850,4,9,3,0,0,0,0,3,0,20,5,59,3,3,0,3,0,0,0,79,241,687,72,159,310,122,87,66,22,1776,5,26,0,7,7,3,3,3,3,60,27,83,8,37,29,7,8,0,3,198,6,26,0,3,6,0,0,0,0,38,309,1237,199,362,544,243,238,180,57,3369,3,0,0,11,0,5,0,0,6,22
213051366,3,50,0,18,9,4,0,0,0,91,0,17,0,0,0,0,0,0,0,14,84,504,44,171,233,96,20,38,12,1203,0,3,0,0,3,0,0,0,0,9,23,21,18,39,35,11,7,10,3,151,34,42,21,193,85,29,9,21,3,450,24,22,33,142,98,32,16,32,4,403,7,5,3,12,3,4,3,3,0,36,7,7,4,28,13,13,8,3,4,75,0,15,0,10,7,6,3,0,3,47,5,13,5,12,10,12,5,8,13,82,237,909,144,704,641,261,88,151,50,3185,0,10,0,0,0,0,0,0,0,12,4,44,3,0,3,0,0,0,0,62,205,576,80,106,246,122,94,76,35,1532,11,18,9,3,5,9,0,0,0,57,17,86,12,24,16,5,12,4,0,173,7,28,0,3,3,0,0,0,0,43,264,958,171,258,384,189,195,135,37,2576,0,3,4,0,3,0,5,3,0,14
213051368,10,36,0,12,11,0,0,0,0,71,4,3,0,0,0,0,0,0,0,7,48,254,11,49,58,23,0,20,4,471,0,0,0,0,0,0,0,0,0,7,15,30,3,22,35,11,3,0,3,126,27,21,13,72,67,19,6,7,4,223,13,22,45,68,64,24,8,21,3,261,0,0,0,11,10,6,0,3,0,33,12,4,0,10,19,3,4,0,0,51,0,0,0,5,12,4,0,0,0,24,5,8,3,11,19,6,0,7,8,72,152,445,85,259,304,106,20,60,29,1460,0,0,0,0,0,0,0,0,0,3,4,17,0,0,0,0,0,0,0,30,39,88,6,10,28,5,3,4,4,193,0,8,0,0,0,0,0,0,0,13,22,56,0,14,14,3,0,0,0,111,5,9,5,0,0,0,0,0,0,18,114,403,41,66,84,49,19,35,8,812,3,0,0,0,0,0,0,0,0,6
213051369,11,49,0,22,12,3,0,0,0,99,0,17,0,0,0,0,0,0,0,18,56,395,25,118,168,44,7,16,4,844,0,0,0,3,0,3,0,0,0,6,32,40,10,46,54,24,3,12,0,217,49,69,23,192,139,51,3,20,7,552,48,42,71,232,198,106,26,62,9,797,4,5,5,16,16,12,0,10,0,65,5,6,9,32,28,16,3,11,0,111,3,0,0,10,9,5,0,0,0,27,3,4,3,20,18,17,0,12,8,85,248,747,153,727,699,298,45,148,33,3104,3,0,0,0,0,0,0,0,0,7,0,44,0,0,4,0,0,0,0,51,85,302,29,50,112,47,22,12,8,667,4,11,0,0,0,0,0,0,0,24,14,70,3,27,13,9,0,0,3,140,5,25,0,3,6,0,0,0,0,40,144,657,117,158,252,85,69,58,10,1552,3,0,0,3,0,4,0,0,0,13
