SA2_MAINCODE_2016,M_Ireland_0_4,M_Ireland_5_14,M_Ireland_15_24,M_Ireland_25_44,M_Ireland_45_54,M_Ireland_55_64,M_Ireland_65_74,M_Ireland_75_84,M_Ireland_85ov,M_Ireland_Tot,M_Italy_0_4,M_Italy_5_14,M_Italy_15_24,M_Italy_25_44,M_Italy_45_54,M_Italy_55_64,M_Italy_65_74,M_Italy_75_84,M_Italy_85ov,M_Italy_Tot,M_Japan_0_4,M_Japan_5_14,M_Japan_15_24,M_Japan_25_44,M_Japan_45_54,M_Japan_55_64,M_Japan_65_74,M_Japan_75_84,M_Japan_85ov,M_Japan_Tot,M_Korea_South_0_4,M_Korea_South_5_14,M_Korea_South_15_24,M_Korea_South_25_44,M_Korea_South_45_54,M_Korea_South_55_64,M_Korea_South_65_74,M_Korea_South_75_84,M_Korea_South_85ov,M_Korea_South_Tot,M_Lebanon_0_4,M_Lebanon_5_14,M_Lebanon_15_24,M_Lebanon_25_44,M_Lebanon_45_54,M_Lebanon_55_64,M_Lebanon_65_74,M_Lebanon_75_84,M_Lebanon_85ov,M_Lebanon_Tot,M_Malaysia_0_4,M_Malaysia_5_14,M_Malaysia_15_24,M_Malaysia_25_44,M_Malaysia_45_54,M_Malaysia_55_64,M_Malaysia_65_74,M_Malaysia_75_84,M_Malaysia_85ov,M_Malaysia_Tot,M_Malta_0_4,M_Malta_5_14,M_Malta_15_24,M_Malta_25_44,M_Malta_45_54,M_Malta_55_64,M_Malta_65_74,M_Malta_75_84,M_Malta_85ov,M_Malta_Tot,M_Mauritius_0_4,M_Mauritius_5_14,M_Mauritius_15_24,M_Mauritius_25_44,M_Mauritius_45_54,M_Mauritius_55_64,M_Mauritius_65_74,M_Mauritius_75_84,M_Mauritius_85ov,M_Mauritius_Tot,M_Myanmar_0_4,M_Myanmar_5_14,M_Myanmar_15_24,M_Myanmar_25_44,M_Myanmar_45_54,M_Myanmar_55_64,M_Myanmar_65_74,M_Myanmar_75_84,M_Myanmar_85ov,M_Myanmar_Tot,M_Nepal_0_4,M_Nepal_5_14,M_Nepal_15_24,M_Nepal_25_44,M_Nepal_45_54,M_Nepal_55_64,M_Nepal_65_74,M_Nepal_75_84,M_Nepal_85ov,M_Nepal_Tot,M_Netherlands_0_4,M_Netherlands_5_14,M_Netherlands_15_24,M_Netherlands_25_44,M_Netherlands_45_54,M_Netherlands_55_64,M_Netherlands_65_74,M_Netherlands_75_84,M_Netherlands_85ov,M_Netherlands_Tot,M_New_Zealand_0_4,M_New_Zealand_5_14,M_New_Zealand_15_24,M_New_Zealand_25_44,M_New_Zealand_45_54,M_New_Zealand_55_64,M_New_Zealand_65_74,M_New_Zealand_75_84,M_New_Zealand_85ov,M_New_Zealand_Tot,M_Nthern_Ireland_0_4,M_Nthern_Ireland_5_14,M_Nthern_Ireland_15_24,M_Nthern_Ireland_25_44,M_Nthern_Ireland_45_54,M_Nthern_Ireland_55_64,M_Nthern_Ireland_65_74,M_Nthern_Ireland_75_84,M_Nthern_Ireland_85ov,M_Nthern_Ireland_Tot,M_Pakistan_0_4,M_Pakistan_5_14,M_Pakistan_15_24,M_Pakistan_25_44,M_Pakistan_45_54,M_Pakistan_55_64,M_Pakistan_65_74,M_Pakistan_75_84,M_Pakistan_85ov,M_Pakistan_Tot,M_PNG_0_4,M_PNG_5_14,M_PNG_15_24,M_PNG_25_44,M_PNG_45_54,M_PNG_55_64,M_PNG_65_74,M_PNG_75_84,M_PNG_85ov,M_PNG_Tot,M_Philippines_0_4,M_Philippines_5_14,M_Philippines_15_24,M_Philippines_25_44,M_Philippines_45_54,M_Philippines_55_64,M_Philippines_65_74,M_Philippines_75_84,M_Philippines_85ov,M_Philippines_Tot,M_Poland_0_4,M_Poland_5_14,M_Poland_15_24,M_Poland_25_44,M_Poland_45_54,M_Poland_55_64,M_Poland_65_74,M_Poland_75_84,M_Poland_85ov,M_Poland_Tot,M_Scotland_0_4,M_Scotland_5_14,M_Scotland_15_24,M_Scotland_25_44,M_Scotland_45_54,M_Scotland_55_64,M_Scotland_65_74,M_Scotland_75_84,M_Scotland_85ov,M_Scotland_Tot,M_Singapore_0_4,M_Singapore_5_14,M_Singapore_15_24,M_Singapore_25_44,M_Singapore_45_54,M_Singapore_55_64,M_Singapore_65_74,M_Singapore_75_84,M_Singapore_85ov,M_Singapore_Tot,M_South_Africa_0_4,M_South_Africa_5_14,M_South_Africa_15_24,M_South_Africa_25_44,M_South_Africa_45_54,M_South_Africa_55_64,M_South_Africa_65_74,M_South_Africa_75_84,M_South_Africa_85ov,M_South_Africa_Tot
205051102,0,0,0,0,3,3,0,0,0,6,0,0,0,0,0,5,3,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,9,0,0,0,5,4,0,0,0,0,10,0,0,0,0,0,3,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,10,3,5,7,31,13,11,0,0,0,72,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,0,9,3,0,0,0,0,22,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,4,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,5
205051103,0,0,0,4,0,3,0,0,0,9,0,3,0,0,0,4,10,7,0,23,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,3,0,0,6,0,0,0,14,5,0,0,0,0,24,0,0,0,0,0,0,0,3,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,4,0,0,0,3,0,4,18,18,4,46,0,3,5,24,11,11,3,9,0,70,0,0,0,0,0,3,5,0,0,10,0,0,0,3,3,0,0,0,0,9,0,0,0,0,0,0,0,0,0,3,0,7,7,12,4,4,0,0,0,40,0,0,0,3,0,3,0,0,0,10,0,0,0,5,6,4,6,0,0,18,0,7,0,3,3,0,0,0,0,14,0,3,0,9,3,3,3,0,0,22
205051104,0,0,0,0,0,0,3,3,0,3,0,0,0,0,0,3,8,0,3,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,14,9,6,28,0,0,0,8,3,8,7,5,0,30,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
206011105,0,0,0,54,3,0,0,0,0,61,0,0,13,60,29,49,77,90,48,361,0,0,0,8,0,0,3,0,0,11,0,3,0,11,0,0,0,0,0,16,0,0,3,12,21,23,36,9,3,101,0,0,29,37,5,4,3,3,0,86,0,0,0,4,0,4,6,7,0,23,0,0,0,4,3,0,0,0,0,10,0,0,0,0,0,0,0,0,0,4,0,3,64,134,3,0,0,0,0,213,3,3,5,15,3,3,0,0,0,25,0,0,50,307,34,21,5,3,0,428,0,0,0,3,3,0,0,0,0,5,0,3,13,47,6,0,0,0,0,71,0,0,0,3,3,0,0,0,0,3,0,0,5,27,0,0,0,0,0,31,0,0,0,12,0,4,0,0,0,19,0,0,3,29,10,5,4,0,0,44,0,0,4,16,4,3,0,0,0,30,0,0,5,28,0,3,3,0,0,40
206011106,0,0,0,22,0,0,0,0,0,21,0,0,3,43,11,14,34,58,30,199,0,0,0,11,3,0,0,0,0,12,0,0,0,3,0,0,0,0,0,3,0,0,0,8,6,13,15,7,3,43,0,0,4,20,0,5,7,0,0,39,0,0,0,0,3,0,6,4,0,11,0,0,0,9,0,0,0,0,0,8,0,0,0,0,0,0,3,0,0,3,0,0,18,37,0,3,0,0,0,56,0,0,0,5,0,0,3,0,0,8,0,0,11,119,19,5,3,0,0,161,0,0,0,3,0,0,0,0,0,3,0,0,3,16,0,0,0,0,0,24,0,0,0,0,0,0,0,0,0,0,0,0,6,12,0,0,0,0,0,21,0,0,0,7,0,0,0,0,0,8,0,0,0,17,7,4,4,0,0,27,0,0,0,14,0,0,0,0,0,18,0,0,8,20,4,0,0,0,0,23
206011107,0,0,0,16,4,0,0,0,0,28,0,0,0,20,19,22,45,62,46,222,0,0,0,3,3,3,0,0,0,15,0,0,4,12,0,0,0,0,0,20,0,0,0,7,18,12,11,0,0,48,0,0,5,19,10,5,0,0,0,46,0,0,0,0,3,3,7,3,0,17,0,0,0,8,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,3,11,59,3,3,0,0,0,76,0,0,0,3,3,0,3,0,0,12,3,3,15,82,5,5,0,0,0,119,0,0,0,0,0,0,0,0,0,0,0,3,11,42,0,3,0,0,0,54,0,0,0,0,0,0,0,0,0,4,0,0,3,12,12,0,0,3,0,33,0,0,0,3,0,3,0,0,0,4,0,0,0,5,0,7,5,0,0,24,0,0,3,5,0,0,3,0,0,10,0,0,0,12,0,0,3,0,0,15
206011108,0,0,3,24,3,4,3,3,0,43,3,0,4,54,43,104,158,223,104,697,0,0,5,3,0,0,0,0,0,16,0,0,4,13,0,0,0,0,0,14,3,3,12,44,62,80,69,21,5,300,0,3,9,28,14,7,3,0,0,57,0,0,0,0,5,4,7,8,3,29,0,0,0,13,4,3,0,4,0,17,0,3,0,6,3,0,0,0,0,11,0,0,72,188,6,3,3,0,0,281,0,0,0,3,6,5,3,0,0,20,0,0,13,157,32,13,6,3,3,234,0,0,0,3,0,0,0,0,0,3,0,12,11,69,3,0,0,0,0,96,0,0,0,3,0,0,0,0,0,6,0,5,5,16,6,3,0,0,0,36,0,0,0,0,7,3,0,0,3,18,0,0,4,16,11,6,6,0,0,48,0,0,0,11,3,0,0,0,0,15,0,0,5,11,0,4,0,0,0,24
206011109,0,0,0,8,0,0,0,0,0,7,0,3,0,13,23,49,52,68,41,246,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,12,15,14,4,3,0,45,3,0,3,11,0,3,0,0,0,16,0,0,0,0,3,11,6,7,0,20,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,8,15,0,0,0,0,0,19,0,0,0,0,0,0,0,0,0,3,0,3,0,25,10,0,4,0,0,52,0,0,0,0,0,0,0,0,0,3,0,3,3,13,0,0,0,0,0,24,0,0,0,0,0,0,0,0,0,0,0,0,0,8,4,0,3,0,0,18,0,0,0,0,0,0,0,0,3,5,0,0,0,6,8,3,3,0,0,19,0,0,0,3,3,0,0,0,0,6,0,0,3,7,0,0,0,0,0,7
206021110,0,0,0,16,4,3,0,0,0,23,0,0,0,10,3,4,17,30,13,84,0,0,0,0,0,0,0,0,0,3,0,0,0,6,0,0,0,0,0,3,0,0,0,4,0,0,0,0,0,9,0,0,0,11,3,0,0,0,0,15,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,8,18,0,0,0,0,0,24,0,0,0,3,3,0,0,0,0,11,0,3,3,32,9,3,3,0,0,58,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,5,0,0,0,0,0,0,0,0,3,3,0,0,0,9,3,0,7,0,0,17,0,0,0,4,3,0,0,0,0,10,0,0,0,11,0,0,0,0,0,11
206021111,0,0,0,36,7,4,3,3,0,57,0,0,4,19,16,17,48,76,37,218,0,0,0,9,0,0,0,0,0,16,0,3,0,9,0,0,0,0,0,8,0,0,0,5,8,8,6,11,0,45,0,0,6,26,11,7,3,0,3,56,0,0,0,0,0,7,0,0,4,13,0,0,0,7,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,3,17,0,0,0,0,0,20,0,0,0,4,4,0,3,0,0,17,0,10,11,196,44,28,13,5,0,303,0,0,0,3,3,0,0,0,0,10,0,0,3,6,0,0,0,0,0,9,0,0,0,3,0,0,0,0,0,4,0,0,3,13,4,0,0,0,0,27,0,0,0,10,0,3,0,0,0,10,0,8,3,21,10,12,3,0,3,60,0,4,3,11,0,3,4,0,0,21,0,0,5,22,6,3,3,0,0,37
206021112,0,0,0,27,6,7,4,0,0,45,0,0,0,21,21,32,54,106,54,290,0,0,0,5,3,0,0,0,0,14,0,0,0,5,0,0,0,0,0,8,0,0,0,5,13,12,16,11,3,66,0,0,0,25,4,5,0,0,0,37,0,0,0,0,0,3,5,0,0,8,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,3,18,53,3,0,0,0,0,70,0,0,0,6,3,3,0,0,0,10,0,3,5,98,32,12,3,0,0,159,0,0,0,0,0,0,0,0,0,3,3,0,0,12,3,0,0,0,0,21,0,0,0,3,0,0,0,0,0,3,0,0,3,6,0,0,0,0,0,13,0,0,0,3,0,5,0,0,0,9,0,0,0,17,6,3,6,3,0,42,0,0,0,12,3,0,0,0,0,18,0,0,0,10,3,0,0,0,0,18
206031113,0,0,0,22,0,6,0,0,0,42,0,0,0,6,10,26,38,44,26,152,0,0,0,7,0,0,0,0,0,13,0,0,0,3,0,0,0,0,0,8,0,0,0,3,3,0,0,0,0,11,0,0,4,34,4,4,3,0,0,49,0,0,0,0,0,3,10,9,0,17,0,0,0,4,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,3,0,0,3,15,0,0,0,0,0,14,0,0,0,4,0,3,4,0,0,13,0,3,3,66,20,4,4,0,0,111,0,0,0,0,5,0,0,0,0,10,0,0,4,13,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,5,0,0,5,20,7,0,7,0,0,38,0,0,0,0,3,3,0,0,0,6,0,3,4,7,3,7,9,0,0,36,0,0,0,10,0,0,3,0,0,15,0,0,4,13,3,0,0,0,0,21
206031114,0,3,0,32,5,4,8,3,3,68,0,0,9,27,34,75,88,82,36,349,0,4,3,3,3,0,0,0,0,14,0,6,7,24,4,0,0,0,0,46,0,0,0,0,15,5,3,7,3,36,0,4,3,17,3,12,3,3,0,51,0,0,0,0,3,14,13,3,3,34,0,0,0,17,0,0,3,0,0,19,0,0,0,0,0,0,0,0,0,4,0,0,21,76,0,0,0,0,0,100,0,0,0,0,0,8,5,0,0,13,3,14,19,75,28,14,7,3,0,159,0,0,0,0,3,3,3,0,0,8,0,3,3,19,3,0,0,0,0,34,0,0,0,0,3,0,0,0,0,0,3,4,3,21,3,7,0,0,0,36,0,0,0,5,0,15,0,3,5,28,0,0,0,8,10,6,11,4,0,38,0,3,4,5,5,0,3,0,0,18,0,3,7,23,8,0,3,0,0,41
206031115,0,0,0,15,0,0,0,0,0,17,0,0,0,13,7,10,8,7,3,38,0,0,3,20,0,0,0,0,0,25,0,0,5,21,0,0,0,0,0,25,0,0,0,3,3,0,3,0,0,11,0,0,16,37,0,9,0,0,0,67,0,0,0,3,0,3,0,0,0,11,0,0,0,4,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,4,0,0,16,17,0,0,0,0,0,26,0,0,0,0,0,0,0,0,0,4,0,0,13,74,9,3,3,0,0,110,0,0,0,3,0,0,0,0,0,3,0,0,4,13,0,0,0,0,0,18,0,0,0,3,0,0,0,0,0,3,0,0,3,10,0,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,4,0,0,3,15,0,0,0,10,0,0,0,0,0,8,0,0,3,9,0,0,0,0,0,10
206031116,0,0,0,35,3,0,3,0,0,43,0,0,7,20,19,47,65,78,48,280,0,0,0,0,3,0,0,0,0,6,0,6,4,4,0,0,0,0,0,17,0,0,0,0,4,0,3,3,0,14,0,0,4,17,0,5,3,0,0,31,0,0,0,3,9,3,10,10,0,24,0,0,0,3,0,3,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,3,20,26,0,0,0,0,0,53,0,0,0,3,3,4,3,0,0,11,7,9,11,73,23,3,10,0,0,130,0,0,0,0,3,0,0,0,0,3,0,0,0,5,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,3,0,0,13,3,0,0,0,0,21,0,0,0,4,0,0,3,0,0,13,0,0,0,6,5,6,5,0,0,23,0,3,0,6,0,0,0,0,0,13,0,0,0,15,0,0,0,0,0,19
206041117,0,0,0,11,0,0,0,0,0,16,0,3,14,64,9,13,9,27,18,143,3,0,18,20,3,0,0,0,0,36,0,3,59,54,0,0,0,0,0,120,0,0,0,0,0,0,4,0,0,5,0,3,411,125,8,7,0,0,0,570,0,0,0,0,0,0,0,4,0,6,0,0,20,8,0,0,0,0,0,30,0,0,41,3,0,0,0,0,0,45,0,0,0,3,0,0,0,0,0,3,0,0,0,3,0,3,3,0,0,15,0,0,50,79,7,4,0,3,0,152,0,0,0,3,0,0,0,0,0,3,0,0,30,22,3,0,0,0,0,53,0,0,0,4,3,0,0,0,0,7,0,0,21,29,0,3,0,0,0,56,0,0,0,0,0,5,3,0,0,10,0,0,3,11,3,5,0,0,0,18,0,4,131,45,0,0,3,0,0,182,0,0,5,7,4,4,0,0,0,22
206041118,0,0,0,5,0,3,0,0,0,16,0,0,9,28,9,6,13,0,0,58,0,0,11,14,10,0,0,0,0,39,0,0,40,130,3,0,0,0,0,177,0,0,0,0,0,0,0,0,0,3,0,0,28,75,4,6,3,0,0,122,0,0,0,0,0,0,0,0,0,0,0,0,4,3,0,0,0,0,0,5,0,0,3,0,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,3,0,0,0,0,3,6,0,0,0,13,3,0,9,69,20,13,6,0,0,121,0,0,0,0,0,3,0,0,0,6,0,0,3,8,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,4,27,0,3,3,0,0,39,0,0,0,3,0,0,0,0,0,9,0,0,4,13,6,6,0,0,0,29,3,0,4,23,0,3,0,0,0,37,0,0,0,17,0,7,0,0,0,30
206041119,0,0,0,11,0,0,0,0,0,15,0,0,0,6,3,3,5,0,3,16,0,0,0,3,3,0,0,0,0,3,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,4,12,0,0,0,0,0,24,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,10,0,0,0,30,10,12,0,4,0,63,0,0,0,3,0,0,0,0,0,4,0,0,0,4,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,3,0,0,0,9,0,0,0,0,0,9,0,0,0,3,0,0,0,0,0,3,0,0,0,3,3,0,3,0,0,10,0,3,3,8,4,0,0,0,0,22,0,0,0,8,0,0,0,0,0,11
206041120,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
206041121,4,0,0,28,4,3,0,0,0,39,0,0,4,22,3,8,11,9,5,66,0,0,0,8,0,0,0,0,0,15,0,0,0,10,0,0,0,0,0,12,0,0,0,0,0,0,0,3,0,8,0,3,9,47,7,10,0,0,0,73,0,0,0,0,0,0,3,7,0,11,0,0,0,0,0,3,0,0,0,4,0,0,0,3,0,0,0,0,0,3,0,0,4,6,0,0,0,0,0,10,0,0,0,7,0,0,0,0,0,7,4,0,12,87,18,14,6,0,0,138,0,0,0,7,0,0,0,0,0,8,0,0,0,4,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,3,0,0,0,14,4,0,0,0,0,26,0,0,0,3,0,0,0,0,0,6,0,0,0,9,5,3,0,0,0,18,0,0,0,22,3,0,0,0,0,29,0,0,3,23,0,0,0,0,0,25
206041122,0,0,0,22,3,0,3,0,0,34,0,0,35,93,3,8,10,3,3,160,0,3,51,60,3,3,3,0,0,126,0,0,238,469,16,6,0,0,0,729,0,0,0,11,5,3,0,0,0,13,3,11,830,658,44,27,10,3,3,1591,0,0,0,0,0,3,5,0,0,8,0,0,12,40,0,0,0,0,0,53,0,0,17,13,0,0,0,3,0,32,0,0,10,17,0,0,0,0,0,29,0,0,0,10,0,3,3,0,0,19,4,3,36,152,28,24,8,4,0,259,0,0,0,9,0,0,0,0,0,9,0,0,13,25,0,0,0,0,0,40,0,0,0,3,0,0,0,0,0,5,3,0,28,110,3,3,0,0,0,154,0,0,0,12,0,0,5,0,0,19,0,0,5,18,3,4,0,0,0,32,8,9,169,157,6,9,4,0,0,356,0,0,4,18,8,0,3,0,0,35
206041123,0,0,0,27,4,3,0,0,0,32,0,3,12,62,3,5,14,11,4,116,0,0,15,24,0,0,0,0,0,39,0,3,57,133,9,0,0,0,0,200,0,0,0,4,5,0,0,0,0,16,0,4,119,141,13,9,6,0,0,281,0,0,0,3,0,8,5,6,0,21,0,0,3,9,0,0,3,0,0,13,0,0,4,3,0,0,0,0,0,11,0,0,3,5,0,0,0,0,0,11,3,0,3,6,0,0,3,3,0,24,0,5,40,147,27,11,6,3,0,240,0,0,0,4,0,0,0,0,0,5,0,0,3,15,0,0,0,0,0,21,0,0,0,4,0,0,0,0,0,7,0,3,11,49,7,0,0,0,0,72,0,0,0,10,0,0,0,0,0,8,0,0,0,15,4,6,3,0,0,31,0,3,47,42,3,3,3,0,0,97,0,0,9,15,0,3,0,0,0,31
206041124,0,0,4,10,0,0,0,0,0,13,0,0,3,9,0,7,7,0,9,32,0,0,8,0,0,0,0,0,0,10,0,0,6,12,0,0,0,0,0,21,0,0,0,0,0,0,0,0,0,3,0,4,71,39,8,4,3,0,0,126,0,0,0,0,0,0,0,0,4,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,3,0,0,0,5,0,0,45,27,5,0,0,0,0,80,0,0,0,0,0,0,0,0,0,3,0,3,3,12,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,3,11,4,0,0,0,0,19,0,0,0,0,0,0,0,0,0,3,0,0,3,4,0,0,0,0,0,12,0,0,31,21,0,0,0,0,0,53,0,0,17,11,0,0,0,0,0,27
206041125,0,0,0,21,0,3,0,0,0,23,0,0,0,8,0,3,0,0,0,10,0,0,3,6,3,0,0,0,0,16,0,0,3,6,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,21,0,3,0,0,0,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,7,0,0,6,49,19,7,10,3,0,94,0,0,0,3,0,0,0,0,0,3,0,0,0,5,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0,0,0,0,12,0,0,0,0,0,0,3,0,0,9,0,0,3,6,3,0,3,0,0,17,0,4,3,9,0,0,0,0,0,18,0,0,0,12,0,7,0,0,0,20
206041126,0,0,7,59,3,0,0,0,0,66,0,3,16,86,7,9,12,3,0,138,0,0,14,35,17,17,3,0,0,88,3,0,42,163,8,0,0,0,0,211,0,0,3,6,3,0,0,0,0,15,0,3,74,232,15,21,14,0,0,365,0,0,0,0,0,0,0,0,0,3,0,0,3,21,3,0,0,0,0,31,0,0,0,3,0,0,0,0,0,3,0,0,0,7,0,0,0,0,0,5,0,0,0,12,0,0,4,0,0,16,3,0,36,192,34,15,14,3,0,298,0,0,0,9,0,0,0,0,0,11,0,0,4,20,0,0,0,0,0,28,0,0,0,3,0,0,0,0,0,7,0,0,17,53,9,0,0,0,0,82,0,0,0,10,0,3,3,0,0,17,0,0,6,29,3,3,3,0,0,43,0,3,16,85,8,3,3,0,0,119,0,0,10,30,10,0,4,0,0,49
206041127,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
206051128,0,0,0,38,5,7,8,0,0,57,0,4,3,25,6,5,16,12,6,87,5,0,0,10,5,7,3,0,0,30,0,0,0,8,4,0,0,0,0,16,0,0,0,3,0,0,0,0,0,3,0,0,17,34,8,10,3,3,0,68,0,0,0,0,0,3,0,0,0,11,0,0,0,3,0,3,0,0,0,10,0,0,0,0,0,3,0,0,0,6,0,0,0,3,0,0,0,0,0,3,0,0,4,4,9,3,10,0,0,24,0,12,18,75,33,24,19,3,3,184,0,0,0,7,3,0,0,0,0,7,0,0,0,4,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,4,0,0,3,19,6,0,0,0,0,29,0,0,0,0,3,3,12,3,6,25,0,0,0,20,4,3,4,3,3,49,0,0,9,8,4,3,0,0,0,26,0,0,5,14,3,8,6,0,0,38
206051129,0,0,0,69,11,0,3,0,0,83,0,0,5,23,8,3,4,4,5,50,0,0,3,8,0,0,0,0,0,11,0,0,3,0,0,0,0,0,0,5,0,0,0,6,0,0,0,0,0,7,0,0,0,12,4,8,4,0,0,25,0,0,0,0,0,0,0,3,0,7,0,0,0,5,3,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,9,0,4,0,4,5,0,3,0,0,17,0,6,17,140,27,18,11,0,0,216,0,0,0,4,4,0,0,0,0,16,0,0,0,3,0,0,0,0,0,3,0,0,0,4,4,0,0,0,0,3,0,3,0,11,0,0,0,0,0,17,0,0,0,7,3,5,9,0,3,35,0,0,3,13,15,4,5,3,0,46,3,0,0,7,4,0,0,0,0,14,0,0,3,38,9,9,3,0,0,60
