SA2_MAINCODE_2016,M_Tot_15_19,M_Tot_20_24,M_Tot_25_34,M_Tot_35_44,M_Tot_45_54,M_Tot_55_64,M_Tot_65_74,M_Tot_75_84,M_Tot_85ov,M_Tot_Tot,F_Ag_For_Fshg_15_19,F_Ag_For_Fshg_20_24,F_Ag_For_Fshg_25_34,F_Ag_For_Fshg_35_44,F_Ag_For_Fshg_45_54,F_Ag_For_Fshg_55_64,F_Ag_For_Fshg_65_74,F_Ag_For_Fshg_75_84,F_Ag_For_Fshg_85ov,F_Ag_For_Fshg_Tot,F_Mining_15_19,F_Mining_20_24,F_Mining_25_34,F_Mining_35_44,F_Mining_45_54,F_Mining_55_64,F_Mining_65_74,F_Mining_75_84,F_Mining_85ov,F_Mining_Tot,F_Manufact_15_19,F_Manufact_20_24,F_Manufact_25_34,F_Manufact_35_44,F_Manufact_45_54,F_Manufact_55_64,F_Manufact_65_74,F_Manufact_75_84,F_Manufact_85ov,F_Manufact_Tot,F_El_Gas_Wt_Waste_15_19,F_El_Gas_Wt_Waste_20_24,F_El_Gas_Wt_Waste_25_34,F_El_Gas_Wt_Waste_35_44,F_El_Gas_Wt_Waste_45_54,F_El_Gas_Wt_Waste_55_64,F_El_Gas_Wt_Waste_65_74,F_El_Gas_Wt_Waste_75_84,F_El_Gas_Wt_Waste_85ov,F_El_Gas_Wt_Waste_Tot,F_Constru_15_19,F_Constru_20_24,F_Constru_25_34,F_Constru_35_44,F_Constru_45_54,F_Constru_55_64,F_Constru_65_74,F_Constru_75_84,F_Constru_85ov,F_Constru_Tot,F_WhlesaleTde_15_19,F_WhlesaleTde_20_24,F_WhlesaleTde_25_34,F_WhlesaleTde_35_44,F_WhlesaleTde_45_54,F_WhlesaleTde_55_64,F_WhlesaleTde_65_74,F_WhlesaleTde_75_84,F_WhlesaleTde_85ov,F_WhlesaleTde_Tot,F_RetTde_15_19,F_RetTde_20_24,F_RetTde_25_34,F_RetTde_35_44,F_RetTde_45_54,F_RetTde_55_64,F_RetTde_65_74,F_RetTde_75_84,F_RetTde_85ov,F_RetTde_Tot,F_Accom_food_15_19,F_Accom_food_20_24,F_Accom_food_25_34,F_Accom_food_35_44,F_Accom_food_45_54,F_Accom_food_55_64,F_Accom_food_65_74,F_Accom_food_75_84,F_Accom_food_85ov,F_Accom_food_Tot,F_Trans_post_wrehsg_15_19,F_Trans_post_wrehsg_20_24,F_Trans_post_wrehsg_25_34,F_Trans_post_wrehsg_35_44,F_Trans_post_wrehsg_45_54,F_Trans_post_wrehsg_55_64,F_Trans_post_wrehsg_65_74,F_Trans_post_wrehsg_75_84,F_Trans_post_wrehsg_85ov,F_Trans_post_wrehsg_Tot,F_Info_media_teleco_15_19,F_Info_media_teleco_20_24,F_Info_media_teleco_25_34,F_Info_media_teleco_35_44,F_Info_media_teleco_45_54,F_Info_media_teleco_55_64,F_Info_media_teleco_65_74,F_Info_media_teleco_75_84,F_Info_media_teleco_85ov,F_Info_media_teleco_Tot,F_Fin_Insur_15_19,F_Fin_Insur_20_24,F_Fin_Insur_25_34,F_Fin_Insur_35_44,F_Fin_Insur_45_54,F_Fin_Insur_55_64,F_Fin_Insur_65_74,F_Fin_Insur_75_84,F_Fin_Insur_85ov,F_Fin_Insur_Tot,F_RtnHir_REst_15_19,F_RtnHir_REst_20_24,F_RtnHir_REst_25_34,F_RtnHir_REst_35_44,F_RtnHir_REst_45_54,F_RtnHir_REst_55_64,F_RtnHir_REst_65_74,F_RtnHir_REst_75_84,F_RtnHir_REst_85ov,F_RtnHir_REst_Tot,F_Pro_scien_tec_15_19,F_Pro_scien_tec_20_24,F_Pro_scien_tec_25_34,F_Pro_scien_tec_35_44,F_Pro_scien_tec_45_54,F_Pro_scien_tec_55_64,F_Pro_scien_tec_65_74,F_Pro_scien_tec_75_84,F_Pro_scien_tec_85ov,F_Pro_scien_tec_Tot,F_Admin_supp_15_19,F_Admin_supp_20_24,F_Admin_supp_25_34,F_Admin_supp_35_44,F_Admin_supp_45_54,F_Admin_supp_55_64,F_Admin_supp_65_74,F_Admin_supp_75_84,F_Admin_supp_85ov,F_Admin_supp_Tot,F_Public_admin_sfty_15_19,F_Public_admin_sfty_20_24,F_Public_admin_sfty_25_34,F_Public_admin_sfty_35_44,F_Public_admin_sfty_45_54,F_Public_admin_sfty_55_64,F_Public_admin_sfty_65_74,F_Public_admin_sfty_75_84,F_Public_admin_sfty_85ov,F_Public_admin_sfty_Tot,F_Educ_trng_15_19,F_Educ_trng_20_24,F_Educ_trng_25_34,F_Educ_trng_35_44,F_Educ_trng_45_54,F_Educ_trng_55_64,F_Educ_trng_65_74,F_Educ_trng_75_84,F_Educ_trng_85ov,F_Educ_trng_Tot,F_HlthCare_SocAs_15_19,F_HlthCare_SocAs_20_24,F_HlthCare_SocAs_25_34,F_HlthCare_SocAs_35_44,F_HlthCare_SocAs_45_54,F_HlthCare_SocAs_55_64,F_HlthCare_SocAs_65_74,F_HlthCare_SocAs_75_84,F_HlthCare_SocAs_85ov,F_HlthCare_SocAs_Tot,F_Art_recn_15_19,F_Art_recn_20_24,F_Art_recn_25_34,F_Art_recn_35_44,F_Art_recn_45_54,F_Art_recn_55_64,F_Art_recn_65_74,F_Art_recn_75_84,F_Art_recn_85ov,F_Art_recn_Tot,F_Oth_scs_15_19,F_Oth_scs_20_24,F_Oth_scs_25_34,F_Oth_scs_35_44,F_Oth_scs_45_54,F_Oth_scs_55_64,F_Oth_scs_65_74,F_Oth_scs_75_84,F_Oth_scs_85ov,F_Oth_scs_Tot
206041124,128,388,594,204,161,119,57,15,0,1659,0,3,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,4,4,10,4,3,3,0,0,0,31,0,0,3,3,0,0,0,0,0,7,3,0,10,0,3,0,0,0,0,20,3,8,7,0,3,0,4,0,0,30,35,59,44,12,3,8,3,0,0,163,97,139,35,9,9,0,0,0,0,286,0,0,3,3,3,3,0,0,0,20,0,3,11,7,3,0,3,0,0,27,4,12,38,13,3,3,0,0,0,67,0,3,3,3,3,0,0,0,0,16,16,44,92,33,13,20,3,0,0,213,6,10,8,3,3,5,0,0,0,40,0,4,20,16,15,9,0,0,0,72,37,80,109,43,31,34,20,0,0,344,11,46,149,41,30,36,16,0,0,323,12,18,32,6,4,5,0,0,0,77,3,12,14,9,5,3,0,0,0,45
206041125,10,115,621,303,228,210,138,37,3,1682,0,0,5,0,0,0,0,0,0,9,0,0,0,0,0,3,0,0,0,3,3,7,14,9,9,3,3,0,0,41,0,0,4,0,0,0,0,0,0,7,0,3,15,3,0,3,0,0,0,23,0,3,13,5,7,3,5,0,0,38,11,31,54,32,19,19,5,3,0,165,12,25,40,4,9,3,0,0,0,92,0,3,11,5,4,0,3,0,0,27,0,3,23,15,10,4,0,0,0,53,0,4,50,32,22,10,7,0,0,116,0,5,10,4,3,8,5,3,0,41,3,31,127,50,40,32,6,4,0,286,0,7,23,17,8,13,3,0,0,66,0,4,24,15,24,10,3,0,0,77,3,11,76,43,28,24,13,0,0,198,0,16,127,44,35,32,15,5,0,271,0,4,36,5,12,8,4,0,0,65,0,9,15,7,3,3,3,0,0,47
206041126,74,619,2832,1154,561,359,134,19,3,5754,0,0,7,3,3,0,3,0,0,12,0,0,3,4,4,0,0,0,0,14,3,13,66,28,13,11,3,0,0,136,0,3,33,12,3,0,0,0,0,56,0,8,38,16,7,4,0,0,0,72,0,11,59,22,21,9,3,0,0,134,26,111,216,43,20,19,9,0,0,435,33,170,308,49,13,9,4,0,0,596,0,5,44,9,7,3,0,0,0,80,3,11,62,16,13,5,0,0,0,118,0,30,224,99,39,23,3,0,0,418,0,12,63,27,14,14,4,0,0,135,0,75,487,123,55,48,10,0,0,811,0,31,143,32,11,11,3,0,0,235,0,10,93,61,27,24,4,0,0,215,3,33,169,73,58,37,15,0,0,394,6,41,264,85,49,55,21,0,0,514,7,37,109,39,24,8,3,0,0,231,0,20,72,29,15,7,3,0,0,146
206041127,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
206051128,74,233,1072,1007,836,629,300,37,9,4196,0,0,0,4,3,4,0,0,0,15,0,0,3,3,4,0,0,0,0,15,3,8,28,45,33,8,6,0,0,128,0,4,7,8,7,4,0,0,0,27,0,5,24,18,23,8,3,0,0,74,0,5,28,26,22,14,0,0,0,95,18,52,74,58,73,31,7,0,0,326,26,52,75,27,24,10,7,0,0,217,0,4,32,24,21,9,0,0,0,95,0,8,39,41,29,14,0,0,0,128,0,10,94,92,58,26,10,0,0,294,0,7,32,27,20,21,7,0,0,121,0,29,214,169,144,68,27,3,0,659,0,6,57,31,31,24,9,0,0,156,0,6,52,50,43,37,10,0,0,197,12,19,100,79,91,82,22,4,0,401,7,21,138,133,126,97,40,3,0,563,4,12,40,18,30,21,3,0,0,129,6,4,19,20,19,8,3,0,0,79
206051129,49,266,1426,1177,819,502,132,11,4,4387,0,0,3,3,0,0,0,0,0,5,0,0,0,3,0,0,0,0,0,9,9,8,49,47,34,13,3,0,0,157,0,0,8,7,7,0,0,0,0,31,0,3,19,17,21,8,3,0,0,70,0,7,46,39,35,10,3,0,0,132,23,67,163,80,58,30,4,0,0,423,20,56,106,40,30,12,0,0,0,263,0,6,44,31,29,8,0,0,0,114,0,7,67,46,30,23,3,0,0,178,0,10,90,80,53,17,4,0,0,255,0,7,39,29,22,9,3,0,0,110,0,36,232,205,129,50,18,3,0,679,0,15,90,54,36,13,6,0,0,213,0,8,80,76,56,39,11,0,0,272,3,31,224,157,113,99,16,3,0,643,3,43,315,167,157,105,24,0,0,816,6,20,52,39,32,22,3,0,0,175,6,14,76,31,32,18,3,0,0,177
206051130,65,213,1179,1215,922,608,247,34,4,4481,0,0,3,8,4,3,4,0,0,19,0,0,9,5,8,0,0,0,0,23,6,8,52,66,35,19,10,0,0,187,0,0,18,19,16,3,0,0,0,47,0,4,36,22,22,5,8,0,0,101,0,3,50,36,39,21,8,0,0,152,24,45,124,105,71,43,14,0,0,427,32,32,44,36,18,5,3,0,0,167,0,4,27,47,35,15,8,0,0,133,0,8,41,47,22,13,0,0,0,128,0,9,99,144,73,30,9,3,0,370,0,9,38,26,19,9,5,0,0,109,3,20,225,223,137,61,29,0,0,696,0,5,57,47,52,23,8,0,0,189,0,5,65,84,49,53,13,0,0,268,6,14,103,106,100,91,20,3,0,447,3,24,153,128,102,89,21,4,0,523,4,18,35,29,24,19,3,0,0,134,0,7,58,36,21,13,9,0,0,154
206051131,0,0,3,3,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
206051132,22,199,1080,823,511,305,146,18,3,3105,0,0,7,3,0,3,0,0,0,13,0,0,0,3,0,0,0,0,0,7,3,7,40,40,17,12,0,0,0,112,0,0,5,6,5,0,0,0,0,25,0,0,19,17,10,4,3,0,0,52,0,4,30,20,16,12,5,3,0,90,12,35,73,46,45,25,7,0,0,252,25,50,70,32,22,4,3,0,0,208,0,6,31,18,12,0,0,0,0,68,0,4,46,33,16,7,3,0,0,111,0,12,106,68,52,18,5,0,0,262,0,14,33,16,10,10,3,0,0,88,0,37,200,135,88,37,10,0,0,507,3,13,48,26,22,16,0,0,0,129,0,0,45,35,29,20,12,0,0,143,3,14,105,66,51,40,7,0,0,281,0,22,143,77,63,57,18,0,0,374,3,8,42,26,19,3,4,0,0,107,3,7,30,25,16,13,0,0,0,93
206051133,68,572,3305,1798,1105,711,223,24,4,7821,0,3,10,0,0,0,0,0,0,21,0,0,9,12,3,4,0,0,0,21,4,12,85,54,28,18,3,0,0,207,0,3,21,13,12,0,0,0,0,53,0,11,49,30,20,12,0,0,0,118,3,16,81,50,28,18,4,0,0,195,21,144,282,115,68,36,10,0,0,672,37,184,300,66,44,11,4,0,0,644,0,7,57,39,25,9,4,0,0,136,0,18,103,54,49,15,3,0,0,244,0,20,221,115,61,29,6,0,0,448,3,21,87,41,34,14,3,0,0,204,3,57,486,257,160,83,22,0,3,1068,3,55,176,64,44,28,9,0,0,372,0,16,138,115,82,53,14,0,0,421,3,43,318,174,130,120,31,0,0,822,0,88,461,209,177,156,21,4,0,1116,7,35,107,47,33,22,4,0,0,255,4,30,115,59,42,22,0,0,0,270
206051134,67,410,2018,1247,726,362,103,16,3,4961,0,6,5,0,3,0,0,0,0,13,0,0,7,4,0,0,0,0,0,11,3,14,56,38,28,5,3,0,0,153,0,0,19,13,3,3,0,0,0,43,0,6,36,11,9,0,0,0,0,65,0,11,33,35,15,8,3,0,0,102,20,112,201,88,39,21,4,0,0,486,26,89,151,36,25,13,3,0,0,345,0,6,29,20,14,5,0,0,0,78,0,7,70,44,28,8,0,0,0,169,0,16,119,79,33,8,3,0,0,262,0,7,40,14,12,6,3,0,0,93,0,53,305,177,93,44,12,0,0,684,0,32,91,54,22,9,3,0,0,222,0,8,99,73,41,38,8,0,0,266,11,36,247,154,108,93,15,4,0,652,10,52,354,176,111,93,30,4,0,834,3,23,52,38,23,9,3,0,0,152,6,23,89,36,26,18,3,0,0,189
206061135,51,178,732,505,418,271,176,31,4,2370,0,0,0,0,3,0,0,0,0,6,0,0,0,5,0,0,0,0,0,6,0,6,19,18,11,10,7,0,0,71,0,0,5,3,3,0,0,0,0,16,0,3,4,7,7,4,3,0,0,29,0,3,11,9,14,12,7,0,0,60,13,50,93,41,39,31,8,0,0,268,28,38,49,21,14,7,3,0,0,155,0,7,11,7,5,9,0,0,0,38,0,8,20,30,5,8,0,0,0,74,0,4,50,43,27,13,8,0,0,141,0,6,29,12,13,4,3,0,0,71,0,31,141,95,54,44,6,0,0,372,0,15,33,30,17,10,8,0,0,112,0,6,35,29,18,12,0,0,0,103,3,17,90,46,40,56,11,0,0,265,0,36,162,65,80,69,34,3,0,449,3,3,16,10,7,6,4,0,0,53,8,7,19,13,14,9,0,0,0,66
206061136,64,534,2767,1370,776,422,167,19,3,6125,0,0,4,0,0,0,0,0,0,11,0,0,3,8,0,0,0,0,0,11,3,13,82,43,30,8,3,0,0,185,0,4,22,3,3,0,0,0,0,29,0,10,43,25,9,0,0,0,0,97,0,15,80,32,19,13,4,0,0,160,25,126,276,74,49,36,5,0,0,592,41,133,190,44,16,16,0,0,0,444,0,7,56,30,13,8,0,0,0,113,3,26,92,55,23,6,4,0,0,197,0,26,187,106,41,19,0,0,0,387,0,16,70,19,13,11,0,0,0,132,3,83,498,215,106,62,15,0,0,991,6,29,128,49,28,16,7,0,0,266,0,17,111,51,32,23,10,0,0,247,12,34,266,102,77,85,13,3,0,589,3,70,467,164,103,116,36,3,0,966,0,38,95,29,24,18,3,0,0,207,3,40,90,38,29,18,3,0,0,226
206061137,78,585,2952,1210,731,418,221,45,10,6250,0,3,3,0,3,0,4,0,0,16,0,0,7,3,3,0,0,0,0,14,6,12,89,27,29,8,0,0,0,172,0,3,27,17,3,3,0,0,0,54,0,10,49,14,7,6,0,0,0,93,0,23,81,45,28,7,4,0,0,184,30,160,318,92,42,24,21,0,0,691,45,136,193,37,23,17,4,0,0,449,0,9,41,26,10,3,0,0,0,96,0,21,116,47,17,15,5,0,0,219,3,39,221,82,50,24,11,0,0,439,0,21,86,24,11,12,7,0,0,163,3,139,617,155,71,49,25,3,0,1057,4,37,121,48,32,20,6,0,0,274,0,16,139,55,39,34,0,0,0,290,4,32,283,113,76,64,20,3,0,592,4,74,412,121,85,79,36,0,0,823,3,26,80,35,23,7,3,0,0,177,3,33,84,25,22,13,3,0,0,185
206061138,56,261,805,515,600,575,441,120,25,3395,0,3,0,0,0,3,4,0,0,16,0,0,0,0,3,3,0,0,0,4,4,8,18,8,15,8,7,0,0,63,0,0,9,8,3,5,0,0,0,19,0,3,23,10,17,13,5,0,0,73,0,11,24,18,17,13,18,0,0,99,14,85,111,56,50,49,36,3,0,397,24,55,39,16,18,11,3,0,0,167,0,3,18,9,10,4,0,0,0,45,0,12,40,12,16,10,4,0,0,91,0,12,48,43,30,29,17,4,0,185,0,17,30,20,30,20,16,3,4,131,0,43,154,104,87,61,40,7,3,486,0,17,39,21,11,25,5,3,0,115,0,9,35,31,22,14,3,0,0,120,10,23,91,46,49,48,19,0,0,294,4,37,107,81,103,109,60,11,0,515,3,21,15,14,11,10,3,0,0,72,7,12,25,19,14,8,3,0,0,87
206071139,27,221,1266,578,326,173,65,4,0,2665,0,0,3,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,0,3,0,10,40,25,13,5,0,0,0,88,0,0,9,3,0,0,0,0,0,17,0,9,18,13,4,0,0,0,0,39,0,0,27,14,8,3,0,0,0,50,6,51,115,22,11,10,8,3,0,232,24,50,89,22,17,0,0,0,0,210,0,0,21,11,7,0,0,0,0,41,0,3,54,19,5,5,0,0,0,83,0,16,77,29,11,12,0,0,0,145,0,3,22,11,8,4,4,0,0,37,0,23,241,72,31,12,7,0,0,386,0,10,40,15,14,3,0,0,0,82,0,10,76,36,20,20,5,0,0,167,3,15,145,37,42,23,9,3,0,280,0,33,214,57,41,42,6,0,0,404,3,6,36,12,11,5,3,0,0,77,0,14,31,14,7,8,0,0,0,81
206071140,35,243,897,459,362,256,138,13,4,2401,0,0,4,3,0,0,3,0,0,9,0,0,0,0,0,0,0,0,0,5,0,6,15,5,4,0,0,0,0,35,0,0,3,3,3,0,0,0,0,17,0,4,12,11,3,0,4,0,0,29,3,4,16,6,5,3,0,0,0,38,19,68,111,26,19,15,3,0,0,261,13,90,73,15,12,7,3,0,0,210,0,3,7,6,9,4,0,0,0,32,0,10,36,32,13,4,0,0,0,96,0,11,33,27,24,11,3,0,0,107,0,3,12,3,10,7,8,0,0,38,3,45,211,73,44,35,10,5,0,419,0,12,23,15,6,4,4,0,0,57,0,19,73,36,29,20,10,0,0,191,4,40,130,89,74,86,28,5,0,446,3,31,181,74,56,53,23,0,0,424,4,6,27,23,12,7,8,0,0,89,0,11,28,6,11,7,0,0,0,63
206071141,31,185,1159,570,295,152,42,7,0,2444,0,0,3,0,0,0,0,0,0,5,0,0,3,0,0,0,0,0,0,3,0,4,33,15,8,9,0,0,0,70,0,0,3,4,3,0,0,0,0,19,0,0,11,7,3,4,0,0,0,23,0,3,33,11,5,0,0,0,0,54,10,54,76,34,16,3,0,0,0,191,16,58,91,22,11,10,0,0,0,212,0,4,11,9,0,0,0,0,0,22,0,13,61,31,10,5,0,0,0,120,0,3,53,20,12,3,0,0,0,93,0,3,20,0,7,0,0,0,0,31,0,28,209,81,36,13,3,0,0,362,0,8,39,13,12,0,0,0,0,82,4,7,69,43,23,16,0,0,0,155,0,8,128,45,38,25,0,0,0,240,3,26,179,69,33,25,8,0,0,349,0,8,37,11,10,8,4,0,0,80,0,12,40,13,14,5,3,0,0,83
206071142,34,184,1113,647,425,237,71,7,0,2721,0,0,3,0,0,0,0,0,0,4,0,0,3,0,0,0,0,0,0,3,3,3,28,9,8,8,3,0,0,65,0,0,9,7,3,3,0,0,0,20,0,0,11,3,3,3,0,0,0,26,0,7,26,12,5,4,0,0,0,56,9,54,111,41,23,10,3,0,0,246,20,76,91,13,15,9,3,0,0,220,0,6,21,3,9,9,0,0,0,38,0,10,50,25,16,3,3,0,0,109,0,13,48,29,8,6,0,0,0,102,0,3,5,3,8,3,0,0,0,21,0,41,232,93,52,21,11,0,0,452,0,8,34,18,15,10,6,0,0,93,0,5,80,35,20,17,3,0,0,166,0,15,130,76,61,38,9,0,0,332,4,30,184,88,54,36,9,0,0,410,0,18,55,19,11,10,3,0,0,121,0,6,33,25,14,9,3,0,0,91
206071143,54,234,1149,807,549,372,135,7,0,3312,0,0,0,0,0,0,0,0,0,4,0,0,0,5,0,0,0,0,0,9,0,6,37,19,19,4,3,0,0,91,0,0,9,4,3,0,0,0,0,19,0,3,8,8,9,5,0,0,0,30,0,5,29,18,13,3,0,0,0,66,22,69,141,44,33,22,4,0,0,335,22,103,125,40,12,7,0,0,0,308,0,0,18,11,18,5,0,0,0,50,3,8,58,34,17,6,5,0,0,124,0,0,63,34,17,11,3,0,0,136,0,3,21,12,12,6,0,0,0,51,3,32,245,156,87,40,11,0,0,580,0,8,45,20,10,9,4,0,0,97,0,0,108,85,47,42,3,0,0,286,0,33,151,97,112,110,27,0,0,532,4,42,220,149,123,91,30,0,0,653,4,14,42,38,16,6,3,0,0,127,0,10,44,19,16,15,0,0,0,105
206071144,127,767,4228,2064,1294,730,259,25,11,9507,0,3,4,4,3,0,0,0,0,21,0,0,9,7,7,0,0,0,0,22,9,21,137,62,57,21,3,0,0,307,0,0,24,14,9,3,0,0,0,55,0,13,73,27,19,9,0,0,0,143,0,8,91,57,32,17,3,0,0,210,49,193,376,138,82,57,16,0,0,910,100,181,261,81,43,22,9,0,0,696,0,12,48,31,20,16,3,0,0,134,6,35,152,72,42,15,6,0,0,326,0,43,288,159,76,42,3,0,0,611,3,15,108,37,15,7,3,0,0,193,3,126,771,276,167,68,28,0,0,1443,4,40,172,76,49,30,5,0,0,381,0,28,216,128,75,59,14,0,0,523,10,53,391,193,134,114,31,4,0,933,4,127,701,286,195,164,57,7,0,1527,8,23,120,61,21,17,5,0,0,244,0,20,144,57,31,29,4,0,0,290
206071145,44,171,752,616,474,319,112,9,3,2504,0,0,3,3,0,0,0,0,0,9,0,0,0,3,3,0,0,0,0,11,0,4,17,13,14,3,8,0,0,63,0,0,7,3,3,0,0,0,0,14,0,3,10,4,9,5,0,0,0,30,0,3,22,14,7,0,0,0,0,46,24,25,48,30,24,13,3,0,0,168,23,44,52,10,9,9,3,0,0,147,0,0,6,7,8,0,0,0,0,24,0,6,28,33,17,7,0,0,0,99,0,3,31,38,20,7,0,0,0,109,0,4,10,10,3,0,0,0,0,25,0,15,128,102,60,31,6,0,0,341,0,6,26,19,16,9,0,0,0,76,0,7,55,43,47,32,5,0,0,187,3,24,113,81,102,98,28,0,0,449,4,28,154,115,132,110,19,0,0,557,8,13,23,17,20,8,3,0,0,91,0,9,20,21,18,21,0,0,0,85
207011146,86,170,297,458,498,311,84,5,0,1911,0,0,0,3,0,0,0,0,0,3,0,0,0,0,4,0,0,0,0,4,3,3,14,20,28,11,3,0,0,78,0,0,3,6,0,0,0,0,0,14,0,0,5,9,12,6,0,0,0,32,0,5,6,12,12,3,0,0,0,45,22,27,28,28,24,16,0,0,0,146,41,22,13,12,8,6,0,0,0,104,0,0,5,4,12,4,0,0,0,27,0,3,6,13,12,3,3,0,0,36,0,3,25,43,20,11,0,0,0,101,0,0,0,13,12,3,0,0,0,32,9,19,39,65,45,17,10,0,0,205,0,4,11,12,14,11,0,0,0,55,0,0,17,12,31,28,3,0,0,96,8,9,28,55,94,64,11,4,0,274,0,15,65,67,103,73,14,0,0,350,9,8,0,12,7,0,0,0,0,44,3,5,9,13,13,8,3,0,0,49
207011147,145,390,603,618,889,665,275,40,8,3637,0,0,0,0,0,0,3,0,0,8,0,0,0,0,3,0,0,0,0,3,7,9,11,29,32,19,4,0,0,105,0,0,0,4,3,0,0,0,0,11,0,3,14,16,19,5,3,0,0,56,5,3,13,23,36,14,5,0,0,104,55,87,69,57,84,51,8,4,0,413,53,36,47,36,47,15,5,0,0,226,0,5,12,9,17,3,0,0,0,43,5,5,13,13,9,9,0,0,0,62,0,12,31,37,47,22,13,0,0,160,3,5,25,20,20,20,5,0,0,95,4,55,82,73,108,62,28,5,0,422,0,13,15,20,17,14,6,0,0,92,0,9,25,36,44,29,7,0,0,147,18,38,68,52,140,123,33,4,0,481,11,51,126,130,203,148,41,8,0,712,9,10,6,9,8,6,3,4,0,63,4,0,20,11,23,23,5,0,0,85
207011148,227,486,702,848,1319,893,268,47,11,4814,0,5,3,4,3,0,0,0,0,14,0,0,0,0,4,0,0,0,0,7,15,11,11,29,48,18,3,0,0,142,0,0,0,4,7,3,0,0,0,13,0,0,11,29,30,8,3,3,0,87,8,14,15,44,40,19,3,0,0,143,83,127,66,95,149,49,11,0,0,582,82,44,32,48,52,24,0,4,0,279,0,0,6,19,29,29,0,3,0,88,3,18,13,18,27,9,0,0,0,100,5,13,46,68,60,29,4,0,0,229,4,11,19,18,34,13,3,0,0,106,3,40,79,106,139,71,17,5,0,463,0,10,16,25,28,18,3,0,0,101,0,6,12,36,63,32,4,0,0,163,15,44,76,87,246,151,39,5,0,656,4,51,119,181,270,209,55,0,0,881,17,18,10,12,12,0,3,0,0,75,12,18,30,16,32,22,6,0,0,133
207011149,187,523,921,999,1268,871,344,44,7,5160,0,0,0,0,6,3,3,0,0,11,0,0,3,8,0,0,0,0,0,15,16,11,19,44,47,23,9,0,0,174,0,0,7,12,7,3,0,0,0,29,3,3,12,23,25,11,3,0,0,84,0,16,28,39,40,14,8,0,0,147,59,129,82,69,79,49,21,0,0,490,98,76,40,29,28,7,3,0,0,285,3,3,8,26,16,8,3,0,0,64,8,11,34,28,21,6,0,0,0,113,0,15,54,72,89,37,12,0,0,275,3,14,17,28,30,11,3,4,0,110,4,58,133,143,158,102,23,0,0,635,0,21,34,25,40,21,10,0,0,153,0,13,34,61,70,38,17,0,0,231,23,59,105,120,217,193,57,0,0,780,13,74,178,181,285,191,49,3,0,979,21,20,21,16,15,7,8,0,0,106,7,22,37,23,27,24,13,0,0,152
207011150,153,357,693,915,1136,711,232,30,3,4235,0,0,0,0,6,0,5,0,0,16,0,0,0,7,0,0,0,0,0,5,11,14,27,41,33,16,7,0,0,145,0,0,6,8,14,0,0,0,0,29,0,3,13,22,22,4,3,0,0,60,3,6,21,32,34,6,3,0,0,113,47,93,51,63,85,52,11,0,0,401,84,45,28,19,21,13,0,0,0,213,0,0,7,20,16,13,0,0,0,68,0,5,13,26,18,10,5,0,0,77,0,12,51,79,86,25,10,0,0,272,0,8,13,18,28,17,3,0,0,82,3,40,115,147,116,68,28,0,0,516,0,10,19,17,26,23,7,0,0,105,0,12,19,42,57,45,10,0,0,189,17,33,77,98,182,144,32,3,0,590,8,50,144,165,233,182,50,0,0,841,16,16,20,7,22,8,8,0,0,88,3,9,15,20,30,27,7,0,0,106
