SA2_MAINCODE_2016,M_Tot_15_19,M_Tot_20_24,M_Tot_25_34,M_Tot_35_44,M_Tot_45_54,M_Tot_55_64,M_Tot_65_74,M_Tot_75_84,M_Tot_85ov,M_Tot_Tot,F_Ag_For_Fshg_15_19,F_Ag_For_Fshg_20_24,F_Ag_For_Fshg_25_34,F_Ag_For_Fshg_35_44,F_Ag_For_Fshg_45_54,F_Ag_For_Fshg_55_64,F_Ag_For_Fshg_65_74,F_Ag_For_Fshg_75_84,F_Ag_For_Fshg_85ov,F_Ag_For_Fshg_Tot,F_Mining_15_19,F_Mining_20_24,F_Mining_25_34,F_Mining_35_44,F_Mining_45_54,F_Mining_55_64,F_Mining_65_74,F_Mining_75_84,F_Mining_85ov,F_Mining_Tot,F_Manufact_15_19,F_Manufact_20_24,F_Manufact_25_34,F_Manufact_35_44,F_Manufact_45_54,F_Manufact_55_64,F_Manufact_65_74,F_Manufact_75_84,F_Manufact_85ov,F_Manufact_Tot,F_El_Gas_Wt_Waste_15_19,F_El_Gas_Wt_Waste_20_24,F_El_Gas_Wt_Waste_25_34,F_El_Gas_Wt_Waste_35_44,F_El_Gas_Wt_Waste_45_54,F_El_Gas_Wt_Waste_55_64,F_El_Gas_Wt_Waste_65_74,F_El_Gas_Wt_Waste_75_84,F_El_Gas_Wt_Waste_85ov,F_El_Gas_Wt_Waste_Tot,F_Constru_15_19,F_Constru_20_24,F_Constru_25_34,F_Constru_35_44,F_Constru_45_54,F_Constru_55_64,F_Constru_65_74,F_Constru_75_84,F_Constru_85ov,F_Constru_Tot,F_WhlesaleTde_15_19,F_WhlesaleTde_20_24,F_WhlesaleTde_25_34,F_WhlesaleTde_35_44,F_WhlesaleTde_45_54,F_WhlesaleTde_55_64,F_WhlesaleTde_65_74,F_WhlesaleTde_75_84,F_WhlesaleTde_85ov,F_WhlesaleTde_Tot,F_RetTde_15_19,F_RetTde_20_24,F_RetTde_25_34,F_RetTde_35_44,F_RetTde_45_54,F_RetTde_55_64,F_RetTde_65_74,F_RetTde_75_84,F_RetTde_85ov,F_RetTde_Tot,F_Accom_food_15_19,F_Accom_food_20_24,F_Accom_food_25_34,F_Accom_food_35_44,F_Accom_food_45_54,F_Accom_food_55_64,F_Accom_food_65_74,F_Accom_food_75_84,F_Accom_food_85ov,F_Accom_food_Tot,F_Trans_post_wrehsg_15_19,F_Trans_post_wrehsg_20_24,F_Trans_post_wrehsg_25_34,F_Trans_post_wrehsg_35_44,F_Trans_post_wrehsg_45_54,F_Trans_post_wrehsg_55_64,F_Trans_post_wrehsg_65_74,F_Trans_post_wrehsg_75_84,F_Trans_post_wrehsg_85ov,F_Trans_post_wrehsg_Tot,F_Info_media_teleco_15_19,F_Info_media_teleco_20_24,F_Info_media_teleco_25_34,F_Info_media_teleco_35_44,F_Info_media_teleco_45_54,F_Info_media_teleco_55_64,F_Info_media_teleco_65_74,F_Info_media_teleco_75_84,F_Info_media_teleco_85ov,F_Info_media_teleco_Tot,F_Fin_Insur_15_19,F_Fin_Insur_20_24,F_Fin_Insur_25_34,F_Fin_Insur_35_44,F_Fin_Insur_45_54,F_Fin_Insur_55_64,F_Fin_Insur_65_74,F_Fin_Insur_75_84,F_Fin_Insur_85ov,F_Fin_Insur_Tot,F_RtnHir_REst_15_19,F_RtnHir_REst_20_24,F_RtnHir_REst_25_34,F_RtnHir_REst_35_44,F_RtnHir_REst_45_54,F_RtnHir_REst_55_64,F_RtnHir_REst_65_74,F_RtnHir_REst_75_84,F_RtnHir_REst_85ov,F_RtnHir_REst_Tot,F_Pro_scien_tec_15_19,F_Pro_scien_tec_20_24,F_Pro_scien_tec_25_34,F_Pro_scien_tec_35_44,F_Pro_scien_tec_45_54,F_Pro_scien_tec_55_64,F_Pro_scien_tec_65_74,F_Pro_scien_tec_75_84,F_Pro_scien_tec_85ov,F_Pro_scien_tec_Tot,F_Admin_supp_15_19,F_Admin_supp_20_24,F_Admin_supp_25_34,F_Admin_supp_35_44,F_Admin_supp_45_54,F_Admin_supp_55_64,F_Admin_supp_65_74,F_Admin_supp_75_84,F_Admin_supp_85ov,F_Admin_supp_Tot,F_Public_admin_sfty_15_19,F_Public_admin_sfty_20_24,F_Public_admin_sfty_25_34,F_Public_admin_sfty_35_44,F_Public_admin_sfty_45_54,F_Public_admin_sfty_55_64,F_Public_admin_sfty_65_74,F_Public_admin_sfty_75_84,F_Public_admin_sfty_85ov,F_Public_admin_sfty_Tot,F_Educ_trng_15_19,F_Educ_trng_20_24,F_Educ_trng_25_34,F_Educ_trng_35_44,F_Educ_trng_45_54,F_Educ_trng_55_64,F_Educ_trng_65_74,F_Educ_trng_75_84,F_Educ_trng_85ov,F_Educ_trng_Tot,F_HlthCare_SocAs_15_19,F_HlthCare_SocAs_20_24,F_HlthCare_SocAs_25_34,F_HlthCare_SocAs_35_44,F_HlthCare_SocAs_45_54,F_HlthCare_SocAs_55_64,F_HlthCare_SocAs_65_74,F_HlthCare_SocAs_75_84,F_HlthCare_SocAs_85ov,F_HlthCare_SocAs_Tot,F_Art_recn_15_19,F_Art_recn_20_24,F_Art_recn_25_34,F_Art_recn_35_44,F_Art_recn_45_54,F_Art_recn_55_64,F_Art_recn_65_74,F_Art_recn_75_84,F_Art_recn_85ov,F_Art_recn_Tot,F_Oth_scs_15_19,F_Oth_scs_20_24,F_Oth_scs_25_34,F_Oth_scs_35_44,F_Oth_scs_45_54,F_Oth_scs_55_64,F_Oth_scs_65_74,F_Oth_scs_75_84,F_Oth_scs_85ov,F_Oth_scs_Tot
202011021,108,309,454,403,395,347,72,7,0,2105,0,0,4,0,3,3,0,0,0,17,0,4,0,0,3,0,0,0,0,8,7,12,13,19,11,9,0,0,0,73,0,0,3,3,0,0,0,0,0,12,0,8,12,7,3,5,0,0,0,35,4,6,0,3,7,3,0,0,0,15,40,116,47,32,36,32,4,0,0,310,79,79,22,18,19,8,0,0,0,223,0,4,0,3,3,3,0,0,0,15,0,3,10,9,3,8,0,0,0,31,0,3,16,23,25,13,0,0,0,95,0,0,6,4,8,4,3,0,0,27,4,3,14,27,21,10,3,0,0,79,3,7,12,14,13,10,0,0,0,57,0,7,23,37,33,11,5,0,0,112,0,43,71,90,82,69,14,0,0,368,11,65,123,145,136,125,16,3,0,618,4,14,4,10,5,3,0,0,0,41,3,19,13,7,17,5,5,0,0,69
202011022,182,463,1043,853,754,703,147,22,0,4168,0,4,4,9,4,5,3,0,0,29,0,0,0,0,0,3,0,0,0,8,16,43,67,53,71,43,7,0,0,292,0,0,3,11,7,3,0,0,0,29,0,6,17,12,17,10,3,0,0,72,0,7,13,6,9,3,0,0,0,39,81,109,118,90,102,86,16,0,0,606,84,69,64,34,39,28,4,0,0,325,0,7,9,4,18,13,5,0,0,60,0,6,13,7,8,0,3,0,0,36,0,12,56,47,41,24,0,0,0,184,0,5,11,7,7,11,0,0,0,42,3,22,47,40,27,21,6,0,0,171,0,5,33,33,32,24,5,0,0,136,0,15,43,52,53,62,5,0,0,236,6,34,111,99,111,68,10,0,0,433,18,97,253,191,228,243,24,0,0,1055,8,10,4,9,4,0,0,0,0,42,4,27,52,25,27,29,3,0,0,160
202011023,88,95,235,333,325,214,40,3,0,1343,0,0,0,0,3,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,5,11,10,17,8,0,0,0,53,0,0,0,4,6,0,0,0,0,8,0,0,7,17,11,6,0,0,0,38,0,3,3,0,4,3,0,0,0,14,35,18,17,25,34,19,3,0,0,154,33,4,10,15,6,10,0,0,0,77,0,0,0,3,6,5,0,0,0,19,0,0,6,3,4,0,0,0,0,8,0,3,14,33,10,3,0,0,0,63,0,0,3,4,0,3,0,0,0,13,0,3,18,19,6,11,0,0,0,58,0,4,3,5,17,8,0,0,0,39,0,0,18,20,17,16,0,0,0,79,0,3,28,50,51,23,3,0,0,155,7,20,61,73,87,53,5,0,0,304,4,0,0,0,3,0,0,0,0,12,6,3,11,11,13,3,0,0,0,54
202011024,141,146,345,538,510,365,94,6,3,2162,0,3,3,3,0,7,0,0,0,18,0,3,0,3,5,3,0,0,0,19,13,14,9,18,15,8,3,0,0,82,0,0,0,4,3,3,0,0,0,14,0,0,4,16,7,14,0,0,0,45,0,4,0,3,3,0,0,0,0,16,56,30,24,56,42,26,4,0,0,249,66,19,7,23,13,9,3,0,0,144,0,0,7,3,6,7,0,0,0,22,4,3,3,4,5,0,0,0,0,13,0,9,25,57,30,7,3,0,0,127,0,0,5,3,11,7,0,0,0,23,3,7,21,41,22,20,3,0,0,111,0,0,9,9,16,9,0,0,0,47,0,0,11,45,37,26,3,0,0,131,4,15,61,102,96,60,10,0,0,350,3,24,95,134,156,94,12,3,0,514,0,3,3,8,10,3,0,0,0,24,3,7,15,18,20,8,0,0,0,73
202011025,161,298,809,541,537,398,83,14,3,2850,0,0,7,15,11,4,4,0,0,41,0,0,3,6,3,0,0,0,0,9,13,23,29,19,22,22,3,0,0,127,0,0,8,5,9,3,0,0,0,29,3,3,16,14,8,0,0,0,0,49,0,0,3,3,7,7,0,0,0,27,63,63,104,53,63,54,6,0,0,402,71,29,48,31,22,14,0,0,0,221,0,3,8,4,14,11,0,0,0,38,0,3,4,7,6,3,0,0,0,27,0,15,49,28,29,11,0,0,0,130,0,3,11,11,7,11,0,0,0,39,0,8,44,28,13,7,3,0,0,98,0,8,13,25,24,15,4,0,0,89,0,3,42,43,34,32,5,0,0,157,3,21,96,70,59,53,4,0,0,308,15,71,214,162,163,119,11,0,0,763,5,12,9,11,8,9,0,0,0,49,9,14,31,17,17,13,3,0,0,95
202021026,119,106,269,375,486,363,86,14,0,1819,3,0,3,9,13,15,9,3,0,47,0,0,0,7,3,0,0,0,0,8,8,9,20,19,28,10,0,0,0,98,0,0,3,7,6,3,0,0,0,19,0,0,3,13,13,6,0,0,0,34,0,0,6,0,8,5,0,0,0,22,41,21,37,26,42,20,4,0,0,205,44,16,19,9,16,4,3,0,0,113,0,3,3,7,11,3,0,0,0,32,0,0,0,3,4,4,0,0,0,17,0,4,17,30,20,7,0,0,0,80,0,0,0,4,0,5,4,0,0,18,0,3,10,23,18,14,11,0,0,85,0,3,4,12,14,12,4,0,0,53,0,3,17,35,29,17,3,0,0,100,0,12,25,53,77,52,3,0,0,215,0,22,76,96,145,92,12,0,0,445,3,0,4,3,6,0,3,0,0,22,3,4,17,10,20,11,3,0,0,56
202021027,123,153,289,376,472,439,121,20,8,1990,0,0,0,3,4,0,4,0,0,15,0,0,0,0,0,0,0,0,0,3,11,15,49,20,32,29,3,0,0,148,0,0,0,3,0,0,0,0,0,5,0,3,3,5,9,7,0,0,0,37,0,0,3,5,3,6,0,0,0,19,37,18,21,40,55,33,16,0,0,219,27,22,27,14,34,13,3,0,0,148,0,0,3,3,11,5,0,0,0,23,0,0,0,15,9,9,0,0,0,45,0,0,8,3,3,10,0,0,0,24,0,3,3,4,3,6,3,0,0,25,0,0,10,28,41,24,6,0,0,117,0,4,9,3,13,19,0,0,0,52,0,3,20,41,48,34,4,0,0,144,4,8,29,77,93,85,12,0,0,308,6,20,59,94,155,159,30,0,0,525,0,3,9,10,6,12,7,0,0,47,0,3,12,10,16,4,0,0,0,49
202021028,91,116,185,327,488,540,145,34,9,1921,4,3,8,14,13,21,19,8,0,98,0,0,0,3,4,0,0,0,0,11,3,7,6,18,33,20,17,0,0,98,0,0,0,3,0,3,0,0,0,11,0,0,4,8,10,8,0,0,0,24,0,0,3,3,4,4,0,0,0,23,28,20,20,23,55,46,6,0,0,196,36,8,15,9,23,13,10,0,0,113,0,4,3,3,11,9,0,0,0,25,0,0,0,3,5,7,3,0,0,24,0,0,3,9,13,3,0,0,0,37,0,0,7,7,7,0,0,0,0,17,0,4,11,21,35,27,3,0,0,102,0,5,0,8,11,17,7,0,0,47,0,3,16,22,44,33,9,0,0,123,0,5,19,49,72,50,11,0,0,209,0,17,39,73,137,130,24,3,0,422,5,7,4,11,17,8,0,0,0,45,0,12,3,10,13,12,0,0,0,47
202021029,27,44,108,146,227,215,61,23,0,856,0,0,3,3,0,6,8,6,0,33,0,4,10,5,3,5,0,0,0,20,3,4,4,13,9,12,3,0,0,55,0,0,0,0,0,4,0,0,0,9,0,0,4,6,3,0,0,0,0,15,0,0,0,0,4,3,0,0,0,7,7,8,18,14,18,18,0,0,0,89,13,7,9,7,11,7,3,0,0,62,0,0,3,0,5,3,0,0,0,16,0,0,0,4,0,3,0,0,0,7,0,0,8,3,6,3,0,0,0,18,0,0,0,0,4,0,0,0,0,7,0,0,8,6,10,4,4,0,0,31,0,0,0,7,9,4,4,0,0,25,3,3,3,4,15,10,7,0,0,44,0,4,8,16,21,9,5,0,0,68,3,5,18,29,51,56,9,0,0,170,0,0,0,4,0,4,0,0,0,10,0,0,0,6,6,3,0,0,0,17
202021030,102,161,337,496,517,436,144,28,3,2219,5,0,10,4,11,9,14,3,0,62,0,0,3,0,0,0,0,0,0,4,8,13,23,29,22,10,4,0,0,117,0,0,0,0,0,0,0,0,0,4,0,0,9,10,15,4,3,0,0,44,0,3,5,5,4,3,3,0,0,27,40,30,30,27,66,28,15,0,3,238,29,21,26,25,34,26,5,0,0,160,0,0,9,13,20,7,3,0,0,52,0,0,3,11,6,5,0,0,0,22,0,6,6,20,17,5,3,0,0,61,0,0,3,4,3,4,0,0,0,28,0,3,21,46,30,22,11,0,0,134,3,0,9,14,21,24,4,0,0,80,0,5,18,36,46,23,5,0,0,135,0,9,33,61,78,75,11,0,0,269,13,23,59,90,129,105,11,0,0,429,3,9,5,17,15,6,3,0,0,54,3,11,8,15,12,12,4,0,0,72
202021031,68,101,182,383,452,319,113,10,3,1632,4,0,3,6,7,3,9,0,0,26,0,0,0,0,0,0,0,0,0,4,13,3,0,9,15,12,3,0,0,60,0,0,0,8,3,3,0,0,0,13,0,0,3,9,3,5,0,0,0,25,0,0,0,3,0,7,4,0,0,17,23,15,13,18,44,13,3,0,0,137,20,18,3,14,26,11,4,0,0,102,0,0,0,4,14,3,0,0,0,26,0,0,5,10,0,3,0,0,0,28,0,3,3,12,12,6,3,0,0,43,0,3,6,11,6,4,4,0,0,33,5,8,12,49,37,22,12,0,0,146,0,0,5,17,9,5,0,0,0,42,0,3,9,36,28,27,3,0,0,116,0,9,34,62,89,62,11,0,0,260,0,26,42,77,102,79,13,0,0,345,0,3,3,3,6,4,0,0,0,28,0,8,9,14,21,5,3,0,0,50
202031032,60,59,128,207,282,247,70,14,3,1066,3,3,5,10,20,23,19,3,0,92,0,0,0,3,0,0,0,0,0,4,6,5,3,12,8,20,0,0,0,52,0,0,0,3,0,0,0,0,0,3,0,0,4,10,9,3,0,0,0,36,0,0,3,3,5,6,0,0,0,17,14,7,18,15,29,20,3,0,0,107,12,7,3,7,15,4,3,0,0,47,0,0,3,3,8,12,0,0,0,23,0,0,0,5,4,0,0,0,0,8,0,3,4,13,7,3,0,0,0,32,0,0,0,4,6,0,0,0,0,8,0,0,8,6,11,6,0,0,0,30,0,0,3,4,14,3,0,0,0,29,0,0,3,11,11,8,0,0,0,39,0,3,16,33,36,24,5,0,0,112,3,11,18,42,66,52,0,0,0,197,0,0,3,0,0,7,0,0,0,18,0,3,3,0,13,0,0,0,0,25
202031033,54,73,177,252,318,402,130,49,7,1452,0,4,22,52,56,78,48,6,0,275,0,0,0,0,0,0,0,0,0,3,8,4,11,8,16,8,4,0,0,60,0,0,0,0,3,0,0,0,0,5,0,0,0,3,3,0,3,0,0,15,0,0,3,5,9,6,0,0,0,17,26,10,12,20,27,24,3,0,0,113,11,7,5,12,8,9,0,0,0,55,0,0,0,4,9,6,0,0,0,24,0,0,0,0,3,0,0,0,0,3,0,0,3,10,8,5,0,0,0,25,0,0,3,0,0,0,0,0,0,4,0,0,9,4,0,7,4,0,0,28,0,0,3,3,4,12,0,0,0,24,0,3,10,9,35,19,0,0,0,65,0,6,14,30,37,35,0,0,0,128,3,10,24,43,81,69,21,0,0,256,0,0,0,3,0,0,0,0,0,8,0,3,5,9,10,3,0,0,0,27
203011034,85,125,317,446,361,217,59,7,0,1627,3,0,3,4,11,5,4,0,0,27,0,0,0,0,0,0,0,0,0,0,6,3,12,14,13,10,3,0,0,64,0,0,3,7,0,0,0,0,0,11,0,0,6,16,3,3,0,0,0,35,0,3,7,10,9,4,0,0,0,26,28,17,45,52,42,23,3,0,0,210,42,16,6,18,10,5,0,0,0,103,0,0,3,6,7,0,0,0,0,20,0,3,4,9,3,0,3,0,0,23,0,0,13,23,4,0,0,0,0,45,0,4,0,5,3,0,0,0,0,15,0,4,14,16,20,7,0,0,0,61,0,0,10,6,16,4,0,0,0,40,0,7,25,32,35,11,0,0,0,102,4,4,51,56,50,29,3,0,0,194,3,26,66,90,96,48,4,0,0,329,0,3,0,6,7,0,0,0,0,17,0,4,18,19,7,7,0,0,0,48
203011035,70,108,257,402,462,355,124,17,4,1800,6,11,12,24,30,24,25,3,0,130,0,0,0,0,0,0,0,0,0,3,6,9,9,18,26,13,4,0,0,83,0,0,0,0,0,0,0,0,0,7,3,0,9,10,6,3,0,0,0,26,0,0,7,7,9,9,0,0,0,27,13,9,24,35,40,16,4,0,0,152,27,11,12,12,17,11,0,0,0,80,0,3,7,5,12,4,3,0,0,35,0,0,5,6,0,3,0,0,0,16,0,3,9,9,9,3,3,0,0,35,0,3,4,6,3,0,0,0,0,20,0,3,23,15,23,9,3,0,0,82,0,0,13,13,7,12,0,0,0,39,0,0,17,31,33,18,5,0,0,115,3,9,38,45,49,40,6,0,0,184,3,16,64,81,105,89,14,0,0,365,3,0,3,3,3,0,3,0,0,14,0,4,6,9,10,5,4,0,0,41
203011036,80,123,193,292,369,307,129,27,3,1528,3,0,8,18,25,28,25,4,0,111,0,0,0,0,0,0,0,0,0,0,3,0,3,13,10,6,5,0,0,34,0,0,0,5,0,0,0,0,0,10,0,0,4,14,12,5,3,0,0,37,0,0,3,3,10,3,0,0,0,22,14,17,22,20,34,25,4,0,0,140,23,18,18,19,10,9,5,0,0,106,0,0,4,5,3,3,0,0,0,17,0,0,0,0,0,0,0,0,0,10,0,0,3,4,9,0,0,0,0,22,0,0,4,4,3,3,0,0,0,16,0,7,14,24,22,14,3,0,0,87,0,3,4,7,14,10,3,0,0,41,0,7,8,10,16,19,3,0,0,64,0,3,18,41,52,40,9,0,0,162,0,14,38,71,79,71,15,0,0,286,4,3,6,5,9,5,0,0,0,31,6,6,3,9,14,5,4,0,0,46
203021037,175,382,890,666,600,462,114,10,0,3301,0,0,0,3,3,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,12,17,15,23,20,15,7,0,0,108,0,0,10,3,3,0,0,0,0,22,0,3,12,16,9,6,0,0,0,48,3,9,11,5,3,5,0,0,0,39,51,88,128,79,77,47,6,0,0,476,86,74,53,34,33,30,7,0,0,312,0,3,7,9,11,10,0,0,0,42,3,8,14,11,3,6,0,0,0,47,0,6,33,25,19,16,0,0,0,108,0,4,21,7,6,3,0,0,0,40,0,13,44,51,26,21,3,0,0,152,0,6,23,30,28,9,3,0,0,102,0,8,42,38,51,38,12,0,0,178,8,33,129,125,129,74,7,0,0,510,3,56,222,143,173,147,24,0,0,772,5,11,11,11,3,4,0,0,0,45,3,9,24,20,14,12,5,0,0,86
203021038,249,568,1072,953,970,761,132,14,3,4721,0,7,3,9,11,12,0,0,0,43,0,0,0,0,0,3,0,0,0,3,7,29,40,42,39,44,5,0,0,207,0,9,16,3,7,3,0,0,0,33,0,4,12,22,20,12,3,0,0,61,3,3,6,21,15,11,5,0,0,59,69,120,168,141,112,72,10,0,0,703,113,75,73,53,48,48,7,0,0,421,3,14,30,25,27,13,4,0,0,109,0,6,6,4,3,3,4,0,0,36,0,6,29,25,20,7,0,0,0,99,0,4,19,8,3,3,0,0,0,41,3,12,27,24,21,11,5,0,0,96,3,9,34,47,68,52,11,0,0,219,0,14,51,53,69,51,16,0,0,254,12,21,83,93,112,70,11,0,0,397,15,99,169,189,274,177,34,0,0,955,0,9,8,6,9,8,3,0,0,52,4,24,31,31,14,5,0,0,0,122
203021039,130,318,779,598,623,532,142,20,0,3142,0,0,0,3,3,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,9,8,20,24,17,20,3,0,0,101,0,3,11,5,3,0,0,0,0,27,0,0,9,9,25,5,3,0,0,57,0,4,6,12,9,7,0,0,0,40,40,76,87,45,66,49,14,0,0,376,72,83,63,29,29,16,3,0,0,295,0,0,7,6,10,8,0,0,0,33,0,6,8,3,7,8,3,0,0,34,0,5,37,30,33,16,0,0,0,126,0,4,12,5,3,9,0,0,0,33,0,14,42,49,36,22,0,0,0,174,0,8,19,20,18,15,7,0,0,82,0,16,39,54,59,34,6,0,0,204,0,23,76,75,99,114,13,0,0,405,3,74,263,160,203,179,36,0,0,925,9,8,9,9,14,3,4,0,0,53,0,16,29,22,23,23,5,0,0,118
203021040,182,490,1257,1097,1011,681,135,17,3,4865,0,0,8,7,4,3,0,0,0,19,0,0,3,0,0,0,0,0,0,3,12,17,37,33,28,14,3,0,0,141,0,10,16,15,11,0,0,0,0,49,0,3,16,21,18,15,3,0,0,77,5,8,15,14,16,9,3,0,0,68,79,116,140,112,100,75,3,0,0,624,101,111,78,38,29,24,5,0,0,390,0,5,10,9,25,6,0,0,0,54,7,9,13,12,8,8,3,0,0,62,0,14,63,57,37,10,0,0,0,179,0,10,18,12,14,10,3,0,0,64,4,28,86,74,57,21,11,0,0,288,0,5,35,34,37,19,5,0,0,135,8,16,73,100,68,59,9,0,0,330,6,39,165,176,178,134,18,0,0,725,14,106,335,248,315,221,27,0,0,1268,3,5,16,12,16,3,0,0,0,65,3,29,45,45,35,11,3,0,0,171
203021041,282,710,1369,1262,1061,730,167,27,4,5611,0,0,6,5,3,9,6,0,0,35,0,0,0,0,0,0,0,0,0,3,17,19,36,35,35,21,3,0,0,172,0,4,11,7,3,3,0,0,0,29,0,8,27,25,17,19,0,0,0,100,0,12,18,18,6,15,0,0,0,74,118,162,174,129,147,97,18,0,0,848,155,123,71,50,47,31,7,0,0,467,0,4,8,17,15,19,0,0,0,64,8,11,9,8,10,4,0,0,0,52,0,16,60,46,43,17,3,0,0,173,0,17,20,9,11,3,0,0,0,59,6,34,63,60,46,42,3,0,0,261,3,15,33,33,45,23,0,0,0,158,0,23,67,90,79,47,7,0,0,317,10,62,194,178,141,104,15,0,0,700,17,125,319,346,329,244,42,3,0,1417,8,18,26,15,12,10,7,0,0,103,8,31,61,35,37,29,6,0,0,208
203021042,326,590,939,1151,1214,932,232,32,3,5418,3,0,0,0,5,3,6,4,0,22,0,0,0,0,0,0,0,0,0,4,21,11,17,26,38,20,3,0,0,137,0,4,6,9,8,7,0,0,0,29,0,3,16,26,24,11,4,0,0,88,0,12,8,17,15,4,3,0,0,66,179,150,87,102,117,89,14,0,0,739,177,112,36,33,37,17,3,0,0,423,0,7,9,13,14,9,4,0,0,52,8,12,9,14,12,4,0,0,0,61,0,14,47,53,50,16,0,0,0,179,0,12,11,15,20,13,3,0,0,73,0,14,68,90,74,55,15,0,0,315,0,10,22,35,35,15,14,0,0,136,0,9,54,84,72,53,5,0,0,283,18,51,172,231,261,185,37,0,0,946,21,108,216,311,332,275,35,0,0,1299,17,15,11,15,18,4,3,0,0,89,11,26,33,29,30,23,10,0,0,158
203021043,257,407,845,1044,1012,675,129,14,0,4387,0,7,4,21,19,10,3,0,0,64,0,0,0,4,3,0,0,0,0,7,14,16,26,45,53,20,0,0,0,175,0,0,6,19,10,3,0,0,0,37,0,3,23,16,21,16,0,0,0,76,3,4,13,17,9,13,0,0,0,64,83,81,109,124,97,48,10,0,0,555,119,50,36,34,30,9,5,0,0,286,3,14,17,25,47,26,3,0,0,133,0,5,8,11,12,3,0,0,0,39,0,12,55,45,37,19,0,0,0,164,0,15,14,8,10,7,0,0,0,64,0,9,51,63,50,18,3,0,0,200,0,10,31,34,53,15,8,0,0,144,0,7,60,103,82,40,3,0,0,298,10,27,94,110,118,67,16,0,0,450,13,60,181,197,204,173,19,3,0,851,3,10,18,24,13,10,3,0,0,70,5,28,38,31,29,20,3,0,0,148
203021044,183,232,736,634,648,434,101,14,0,2986,0,0,0,5,4,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,17,3,17,25,35,21,3,0,0,115,0,0,6,4,4,0,0,0,0,23,0,7,22,19,21,14,3,0,0,79,3,4,9,11,6,5,0,0,0,38,61,64,106,73,87,45,4,0,0,449,78,46,35,30,28,20,3,0,0,245,0,3,10,14,8,9,0,0,0,50,3,3,3,5,8,3,0,0,0,24,0,4,27,33,27,10,0,0,0,97,0,6,13,8,5,11,3,0,0,53,3,8,35,45,22,13,0,0,0,132,0,4,14,23,26,14,3,0,0,86,4,3,41,45,36,33,4,0,0,162,7,16,87,96,76,48,14,0,0,347,11,51,193,179,193,151,23,0,0,801,5,3,10,3,5,4,0,0,0,38,6,10,44,30,22,12,7,0,0,124
203021045,163,364,638,567,684,543,113,11,3,3082,0,0,7,0,3,0,3,0,0,17,0,0,0,0,0,0,0,0,0,0,14,23,24,11,33,30,0,0,0,130,0,0,7,7,0,3,0,0,0,24,0,7,8,13,13,8,0,0,0,52,4,5,6,11,18,10,0,0,0,53,49,86,75,72,92,60,5,0,0,446,72,53,43,45,34,29,8,0,0,290,0,3,4,7,14,12,3,0,0,45,0,3,8,8,0,3,0,0,0,18,0,4,23,28,19,7,3,0,0,73,0,0,13,4,0,6,0,0,0,33,3,11,26,12,21,14,3,4,0,100,3,12,26,24,38,32,5,0,0,137,8,9,43,39,55,29,3,0,0,182,0,26,57,57,63,49,4,0,0,249,8,72,143,127,235,171,34,0,0,791,4,7,3,3,3,7,0,0,0,33,10,20,23,22,33,12,7,0,0,108
203021046,134,185,446,530,538,450,154,26,10,2480,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,3,12,3,5,11,13,9,4,0,0,58,0,0,7,8,3,0,0,0,0,24,0,3,8,19,22,7,3,0,0,63,0,3,0,3,4,0,0,0,0,20,40,45,54,45,52,45,4,0,0,289,73,59,17,19,16,10,3,0,0,197,0,0,9,6,7,3,0,0,0,22,4,3,4,7,3,3,0,0,0,15,0,3,22,31,31,6,0,0,0,93,0,3,13,10,4,14,3,0,0,47,0,9,30,40,40,14,3,0,0,139,0,9,6,18,20,6,3,0,0,66,0,4,29,35,36,26,6,0,0,127,6,24,83,104,141,97,9,0,0,454,3,39,122,135,170,133,19,0,0,626,9,3,7,7,9,5,0,0,0,42,3,5,24,15,16,10,3,4,0,76
203021047,136,282,805,708,626,474,131,13,3,3186,0,0,10,6,10,7,0,0,0,29,0,0,0,0,0,0,0,0,0,0,9,11,24,17,30,22,8,0,0,112,0,6,9,9,3,0,0,0,0,28,0,4,21,11,14,9,0,0,0,58,0,3,8,9,5,7,3,0,0,41,53,79,117,83,91,61,7,0,0,495,83,54,49,27,33,19,0,0,0,273,0,3,10,5,10,6,3,0,0,49,0,3,6,3,7,3,0,0,0,24,0,9,42,28,20,6,6,0,0,104,0,5,6,8,6,3,0,0,0,38,3,12,44,39,34,16,3,0,0,139,0,6,16,27,35,33,3,0,0,123,0,4,44,43,40,26,11,0,0,169,0,20,65,80,89,65,13,0,0,341,5,55,138,149,157,149,26,0,0,672,6,7,5,4,5,0,3,0,0,36,0,16,18,27,14,21,3,0,0,107
