SA2_MAINCODE_2016,P_OthServ_0,P_OthServ_1_15,P_OthServ_16_24,P_OthServ_25_34,P_OthServ_35_39,P_OthServ_40,P_OthServ_41_48,P_OthServ_49over,P_OthServ_hours_NS,P_OthServ_Tot,P_ID_NS_0,P_ID_NS_1_15,P_ID_NS_16_24,P_ID_NS_25_34,P_ID_NS_35_39,P_ID_NS_40,P_ID_NS_41_48,P_ID_NS_49over,P_ID_NS_hours_NS,P_ID_NS_Tot,P_Tot_0,P_Tot_1_15,P_Tot_16_24,P_Tot_25_34,P_Tot_35_39,P_Tot_40,P_Tot_41_48,P_Tot_49over,P_Tot_hours_NS,P_Tot_Tot
209011198,4,26,28,21,30,31,26,29,0,203,6,24,17,28,31,49,16,25,49,244,259,865,771,789,1130,1409,737,1006,96,7057
209011199,5,29,28,34,36,42,17,21,0,211,8,24,18,31,54,34,18,24,70,282,192,723,647,693,1173,1165,520,641,134,5888
209011200,6,30,19,16,28,32,10,27,0,174,5,24,7,25,28,38,11,25,40,211,182,788,649,640,946,1155,600,948,78,5994
209011201,3,12,18,16,13,16,9,20,0,110,4,17,14,11,16,29,3,25,21,142,96,601,439,438,426,702,328,823,49,3897
209011202,4,30,27,36,55,51,27,40,3,277,8,40,20,31,35,60,19,41,57,310,283,955,904,962,1273,1562,795,1222,127,8078
209011203,4,36,35,29,36,48,25,43,0,251,9,35,12,25,58,53,20,38,36,287,273,1077,903,966,1525,1898,897,1110,89,8747
209011204,7,24,26,14,37,31,15,15,0,171,8,17,8,13,19,40,7,17,38,171,160,495,448,487,871,922,422,534,72,4404
209021205,0,28,44,14,42,21,8,15,0,173,3,40,24,14,49,27,11,11,54,232,155,849,678,487,848,857,347,502,155,4879
209021207,6,47,55,48,91,83,36,44,6,425,22,66,55,55,115,107,33,54,130,644,344,1361,1369,1243,2564,2304,939,1069,256,11445
209021208,10,35,42,36,87,70,22,50,3,354,17,47,50,42,110,105,30,44,108,569,313,1080,1144,1165,2350,2041,856,1041,224,10217
209021428,4,38,53,35,54,53,27,23,4,303,18,31,36,36,82,59,26,42,101,417,274,1066,1127,1096,1976,1855,876,1024,193,9491
209021429,9,23,22,29,42,37,11,19,4,200,6,24,26,20,48,49,17,26,32,251,179,724,702,742,1114,1177,550,694,98,5976
209031209,12,72,50,60,60,78,36,58,3,429,18,63,41,36,55,65,34,79,57,441,375,1704,1387,1445,1714,2242,1173,1874,153,12071
209031210,3,13,14,11,4,14,8,10,3,84,0,9,7,6,3,11,6,6,3,62,71,258,234,232,276,361,164,217,25,1840
209031211,3,13,11,9,12,15,7,12,4,84,12,10,6,11,22,22,7,14,11,107,83,224,215,196,308,331,172,295,26,1847
209031212,3,15,9,7,16,23,4,15,0,97,6,23,12,16,16,23,10,21,19,129,112,382,285,324,360,492,214,446,52,2657
209031213,5,36,22,25,25,35,11,33,3,200,9,25,21,12,29,40,7,25,37,212,155,731,537,500,723,1061,480,732,90,5004
209031214,0,20,13,13,10,19,13,23,8,116,0,22,20,18,7,19,4,23,22,145,104,536,407,425,393,598,337,613,55,3467
209031215,5,48,26,46,65,64,26,45,3,330,6,32,18,16,39,59,23,47,37,290,234,1019,808,853,1175,1547,716,1080,95,7534
209041216,0,19,8,14,25,23,18,20,0,115,5,19,11,17,35,42,5,10,32,177,111,473,347,364,646,745,246,395,56,3369
209041217,3,8,15,20,28,22,12,6,3,110,3,19,16,19,35,29,4,14,27,160,64,327,382,294,592,491,206,257,63,2681
209041219,13,43,29,48,90,68,25,35,4,359,19,48,41,48,159,86,26,26,153,603,248,890,898,918,2114,1598,602,709,281,8266
209041220,3,40,27,47,80,51,32,46,8,329,8,41,26,41,117,76,18,36,118,478,254,1095,884,1003,2075,1759,704,923,234,8925
209041221,9,26,21,31,54,45,15,17,3,227,3,13,20,15,70,60,14,17,59,275,178,642,605,679,1364,1185,390,496,128,5669
209041223,6,50,50,33,76,51,21,23,8,318,22,67,38,50,165,82,31,28,121,604,220,864,798,838,1927,1336,515,561,240,7299
209041224,8,44,13,20,80,90,29,41,7,334,10,37,29,34,88,83,30,41,68,418,298,775,696,841,1584,1584,733,1044,150,7706
209041225,7,19,10,18,31,41,21,28,0,177,7,23,10,17,23,47,9,34,44,222,141,433,388,454,590,739,339,533,86,3703
209041430,15,68,50,46,101,90,50,54,3,476,12,51,32,26,70,83,28,48,85,444,402,1139,1037,1050,1960,2140,1071,1413,179,10401
209041431,3,26,24,16,58,46,24,31,3,230,13,33,20,28,94,59,20,21,80,370,171,653,578,664,1530,1128,462,511,155,5852
209041432,4,11,21,28,36,30,15,16,0,155,0,19,15,16,56,29,5,14,55,213,91,419,399,412,897,651,262,294,122,3543
209041433,0,23,26,14,42,26,3,7,6,154,15,31,27,18,67,50,20,20,49,284,164,464,526,577,1220,1066,389,450,101,4967
209041434,8,29,35,23,59,56,44,43,0,300,6,34,13,19,75,66,25,30,51,327,281,701,705,852,1824,1666,790,920,131,7889
209041435,7,26,16,24,65,37,16,33,0,235,9,25,15,20,61,38,9,30,50,262,194,635,625,628,1412,1235,539,673,117,6049
209041436,9,28,32,20,42,42,19,16,4,209,7,38,22,19,54,41,24,29,28,259,174,641,568,673,1323,1169,506,615,86,5762
209041437,0,18,12,14,45,33,10,11,3,148,8,15,15,18,62,37,10,12,56,237,162,311,362,430,1186,877,331,401,105,4180
210011226,0,18,15,16,28,30,5,16,4,132,10,13,9,13,35,27,14,19,32,173,114,318,330,355,743,841,324,489,83,3608
210011227,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
210011228,6,26,16,15,46,26,18,26,0,174,4,17,21,8,26,27,15,18,32,168,130,500,423,419,667,809,376,563,59,3942
210011229,11,63,42,68,86,79,36,49,12,441,16,57,33,44,78,105,25,51,121,533,373,1320,1161,1234,2224,2320,948,1448,267,11297
210011230,3,22,9,8,17,26,5,19,3,109,7,10,10,7,21,27,8,21,23,147,137,437,355,319,635,747,316,566,57,3563
210011231,4,26,18,23,23,20,14,32,0,152,3,18,15,15,15,36,14,40,22,169,145,661,504,513,704,956,458,789,62,4784
210021232,3,34,26,29,25,31,28,38,0,212,7,32,25,22,26,44,24,33,34,241,228,827,660,679,899,1126,626,1064,86,6188
210021233,0,6,3,7,9,7,3,7,0,40,8,6,8,4,8,15,7,18,18,83,69,208,176,169,194,295,144,293,35,1583
210021234,0,5,13,8,14,16,7,23,0,95,0,8,3,5,14,26,3,15,8,79,83,239,257,242,336,404,196,300,32,2092
210021235,7,16,17,19,32,34,29,36,0,200,7,18,14,11,29,36,15,25,37,189,201,515,434,510,717,829,437,695,89,4427
210031236,9,15,16,15,24,21,18,14,5,142,11,13,10,11,27,36,4,11,44,153,147,354,425,388,740,707,308,395,69,3537
210031237,3,28,21,18,55,38,14,16,3,192,8,32,31,21,51,47,15,16,97,326,152,557,592,548,1088,956,328,444,186,4842
210031239,8,45,30,48,98,75,39,41,10,384,23,47,35,32,76,104,41,37,77,471,375,1100,1128,1194,2408,2520,1116,1428,215,11483
210031438,3,38,42,36,99,65,33,41,7,362,20,32,60,45,89,92,15,34,145,531,264,896,1185,999,2076,1894,750,903,256,9226
210031439,0,8,5,17,11,14,3,3,0,59,0,0,3,4,13,10,5,9,10,44,37,127,124,173,268,330,152,197,25,1433
210031440,0,12,11,12,32,23,14,14,0,115,3,8,10,10,14,13,8,9,29,110,62,216,230,230,496,404,210,212,64,2136
210041240,3,32,25,29,42,55,24,41,3,254,3,28,15,19,42,54,16,23,28,237,196,768,691,748,1156,1214,568,870,85,6294
210041241,19,69,50,48,111,104,60,81,4,552,27,35,26,37,89,109,34,52,118,521,446,1452,1291,1447,2712,2669,1308,1671,245,13240
210051242,3,8,28,10,46,28,13,13,0,156,11,39,18,15,62,35,13,18,100,305,106,460,560,447,933,633,241,294,167,3838
210051243,9,32,26,22,45,36,9,16,6,195,13,38,35,24,80,57,14,15,100,378,126,536,507,515,942,801,295,330,159,4215
210051245,8,36,37,42,70,68,35,30,0,326,9,45,37,34,75,61,22,43,110,433,254,937,870,895,1721,1603,719,881,198,8073
210051246,11,42,38,50,59,64,38,54,4,352,12,38,32,47,79,65,16,41,87,416,244,996,803,870,1627,1665,724,1099,203,8237
210051247,5,24,13,15,25,35,20,11,5,144,14,39,33,32,66,40,17,25,83,354,133,575,505,511,1007,740,295,372,172,4308
210051248,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,8,3,3,10,7,9,19,3,58
210051249,3,47,20,35,59,61,26,30,3,276,0,51,34,34,100,74,14,36,141,481,156,974,733,854,1783,1510,498,646,276,7428
210051250,3,10,9,13,36,11,15,9,0,102,3,17,4,21,41,38,9,18,48,203,96,262,230,345,734,596,288,329,101,2982
210051441,0,10,16,11,31,30,18,13,0,136,3,19,16,13,59,55,8,18,46,231,101,369,388,379,894,700,294,380,94,3596
210051442,0,19,19,18,64,37,11,24,0,193,5,12,15,21,65,54,19,20,56,268,145,480,484,559,1272,1075,420,482,133,5051
210051443,4,30,20,25,84,42,17,29,9,266,6,37,27,33,96,53,21,32,101,412,186,750,733,812,1840,1432,613,688,197,7244
210051444,5,16,19,24,57,24,13,16,4,186,15,24,18,27,72,75,13,19,76,333,207,477,570,647,1640,1221,482,545,160,5961
210051445,3,7,3,7,28,23,8,6,0,82,0,13,11,12,15,20,5,12,16,100,52,143,130,192,427,371,154,225,38,1730
211011251,3,20,38,26,54,44,19,25,7,233,15,28,22,20,57,59,27,36,57,314,199,630,606,576,1366,1158,507,600,126,5760
211011254,11,25,35,30,80,56,22,31,3,291,4,21,27,38,91,70,22,37,76,376,208,888,707,819,1642,1506,660,805,128,7366
211011255,6,21,20,20,28,37,11,30,3,170,3,13,16,16,30,40,14,25,16,178,103,487,421,389,624,765,328,536,54,3702
211011256,9,43,28,50,89,65,39,57,4,379,9,27,31,40,81,95,25,37,56,401,242,974,847,899,1681,1684,707,984,107,8123
211011257,3,14,18,21,36,43,13,29,3,176,3,22,10,15,36,36,16,28,21,191,121,575,382,451,774,911,390,550,49,4191
211011258,4,27,27,24,41,38,19,37,0,214,7,27,26,20,50,50,17,30,45,270,158,739,575,604,1112,1191,482,744,89,5683
211011259,6,29,30,28,53,47,23,36,3,256,8,33,30,22,63,52,22,27,58,317,187,842,707,774,1438,1365,557,724,111,6705
211011260,9,45,27,44,86,61,32,34,3,344,17,46,29,36,92,71,25,36,60,406,221,1173,912,952,1728,1760,762,981,122,8617
211011446,14,60,42,57,94,91,37,64,4,457,12,58,44,44,136,100,41,48,95,580,362,1218,1045,1223,2384,2130,1013,1150,175,10694
211011447,7,37,23,27,57,63,35,41,0,293,11,28,22,25,79,62,25,35,64,354,212,745,666,742,1438,1370,652,748,125,6691
211011448,7,43,32,33,57,67,30,46,0,309,7,42,22,20,75,75,23,43,59,370,277,901,759,903,1517,1535,704,892,113,7590
211011449,0,5,12,15,14,24,8,16,0,95,5,7,9,12,21,33,6,15,15,120,103,265,242,251,410,445,223,278,32,2245
211021261,7,39,41,40,45,41,29,43,0,291,6,37,41,37,46,52,23,61,69,366,231,1178,879,850,1056,1404,667,1256,126,7642
211021262,3,33,17,26,27,33,15,40,0,192,8,27,23,16,27,48,18,40,45,244,137,808,594,617,579,994,449,964,80,5225
211031263,4,24,20,21,49,65,27,32,0,256,15,28,25,26,62,64,20,28,49,316,213,721,604,688,1298,1238,588,704,84,6139
211031265,12,44,35,43,71,88,34,72,8,400,4,35,35,32,61,90,27,61,53,396,351,1425,1056,1047,1535,1874,975,1459,122,9840
211031266,8,42,38,31,70,59,26,44,0,324,8,50,22,20,65,66,18,43,58,358,252,946,824,876,1705,1680,758,982,130,8159
211031267,10,52,29,58,77,78,30,45,3,387,9,30,23,39,81,73,23,52,65,397,311,1274,1017,1168,1825,2020,981,1205,141,9948
211031268,3,21,19,34,27,30,19,27,3,186,3,24,11,12,17,33,19,27,48,202,145,637,550,524,720,934,506,725,82,4821
211031450,7,34,36,35,80,58,24,50,4,325,4,30,30,33,79,48,28,36,55,338,221,788,752,835,1594,1432,742,816,121,7306
211031451,3,30,27,28,60,35,30,36,4,254,5,33,18,20,61,52,13,25,62,289,191,808,627,693,1142,1226,598,782,113,6179
211031452,5,12,8,10,30,11,10,21,0,104,5,10,4,4,21,16,7,12,12,95,78,286,232,223,479,444,220,324,34,2323
211041269,4,32,25,31,53,31,18,13,0,205,7,13,19,11,39,55,14,30,23,209,129,648,565,508,956,1037,374,490,70,4772
211041270,5,36,34,37,58,51,21,42,3,285,11,26,23,26,62,69,19,36,54,317,257,973,836,912,1572,1732,799,991,122,8196
211041271,9,28,30,19,47,44,24,22,0,224,8,30,19,18,41,44,16,22,39,240,178,680,646,657,1075,1152,521,600,96,5602
211041272,3,26,20,18,36,27,17,28,0,191,4,24,14,19,34,24,16,27,35,187,147,655,498,580,923,969,422,625,69,4894
211041273,5,16,28,12,32,37,23,25,3,189,4,25,26,16,41,55,12,21,43,245,138,792,625,564,910,1105,449,617,82,5289
211051274,10,28,26,15,47,46,23,42,0,243,10,19,21,29,37,45,23,38,48,256,190,707,596,624,830,958,496,740,91,5241
211051275,5,30,25,22,43,39,28,39,0,230,13,20,13,16,44,39,18,23,30,217,200,626,550,524,895,948,501,716,81,5040
211051276,17,35,34,29,63,65,35,38,3,314,23,43,21,30,45,68,23,39,81,367,266,861,729,744,992,1122,556,890,168,6333
211051277,3,20,20,18,51,42,22,32,0,211,9,26,11,20,46,48,15,17,39,229,135,489,393,474,890,851,438,538,84,4292
211051278,8,73,47,48,100,92,52,58,0,476,8,46,32,32,86,95,48,52,63,465,309,1218,947,1029,1758,1732,958,1237,144,9332
211051279,7,13,15,16,17,23,11,21,0,123,7,16,11,6,21,17,7,34,26,139,132,411,290,334,420,508,250,391,51,2785
211051280,4,22,6,25,30,32,13,35,0,154,4,18,12,15,31,34,12,18,22,158,126,452,355,414,579,614,344,454,43,3383
211051281,9,61,46,57,96,115,56,58,10,508,20,42,38,50,119,116,47,71,78,573,381,1400,1094,1228,2258,2194,1111,1359,171,11182
211051282,6,15,18,15,23,30,7,33,0,145,15,41,15,21,32,46,17,40,25,258,198,728,546,599,678,851,485,785,67,4940
211051283,11,36,24,23,43,42,27,36,0,228,10,31,19,20,37,49,16,31,50,254,188,678,510,538,890,966,481,684,92,5023
211051284,11,17,23,19,29,36,24,29,0,196,9,30,16,18,39,42,18,26,26,225,189,671,582,675,876,980,517,661,64,5217
211051285,11,16,22,31,30,44,27,31,0,218,11,26,12,22,36,41,16,34,41,230,165,500,446,445,619,780,397,581,87,4010
211051286,7,49,42,33,75,84,44,52,7,388,21,51,38,35,73,83,27,51,95,476,307,878,802,937,1284,1306,608,931,201,7249
212011287,7,33,23,25,65,52,36,45,7,296,8,41,24,26,80,67,29,44,49,378,208,842,691,660,1439,1369,716,1033,106,7053
212011288,4,29,21,9,40,42,11,34,4,213,10,27,15,18,37,42,19,27,48,247,160,513,462,484,623,776,366,709,105,4191
212011289,13,40,37,44,68,97,42,61,4,400,9,56,29,37,66,89,43,61,56,447,330,1171,966,1071,1415,1723,850,1424,164,9111
212011290,6,16,13,10,23,33,23,34,3,165,11,18,17,14,38,38,4,28,43,214,142,386,352,396,605,650,308,608,102,3541
212011291,7,31,35,28,83,69,36,58,3,350,10,34,27,37,91,75,29,55,90,451,264,875,798,981,1881,1691,915,1008,177,8590
212011292,12,57,44,51,119,95,56,72,5,519,22,49,28,51,123,128,61,78,119,646,406,1319,1192,1406,2658,2438,1234,1642,255,12545
212021293,8,41,47,52,79,85,43,62,4,419,14,50,34,43,89,109,32,72,78,523,311,1419,1184,1190,1980,2124,1007,1633,180,11022
212021294,9,59,46,75,116,95,58,58,11,528,13,45,43,51,120,124,45,58,87,591,383,1463,1136,1403,2566,2647,1209,1636,178,12630
212021295,0,19,18,16,47,38,12,16,0,166,15,31,25,35,100,63,29,10,84,389,93,417,341,471,1060,703,311,266,149,3819
212021297,3,19,15,20,46,41,23,8,5,172,8,29,21,13,77,51,12,25,72,307,127,490,410,530,1185,825,380,394,119,4455
212021299,10,29,22,13,35,39,21,44,3,212,10,22,23,22,28,41,11,25,31,203,123,539,437,450,595,753,320,637,70,3919
212021453,3,29,19,23,73,41,20,20,3,226,10,20,20,27,72,63,19,36,63,322,133,625,517,629,1242,1150,430,543,111,5384
212021454,3,39,23,39,45,53,18,22,3,243,14,40,24,28,77,75,11,32,72,370,180,699,584,694,1502,1225,500,599,153,6136
212021455,4,30,24,22,60,71,40,28,3,289,11,32,18,32,67,80,25,37,73,377,196,813,597,738,1442,1386,628,689,150,6648
212021456,4,42,29,30,67,61,28,38,3,306,7,31,21,24,95,91,18,34,83,408,186,657,558,750,1631,1280,546,605,143,6365
212031300,13,49,30,48,84,81,39,51,3,390,22,32,38,41,153,114,54,39,113,597,276,845,822,1004,2171,1697,771,861,195,8643
212031301,12,64,50,49,109,86,45,34,9,451,13,52,39,69,143,124,35,68,120,654,358,984,988,1296,3096,2515,1174,1253,235,11913
212031302,14,45,31,38,87,83,43,31,0,368,15,44,28,37,124,119,34,45,95,537,278,963,831,1082,2354,1918,846,894,178,9343
212031303,8,42,19,26,27,45,20,36,0,224,4,17,16,21,36,38,16,21,39,199,155,525,416,462,774,912,437,746,82,4509
212031304,8,22,19,25,100,61,37,24,6,303,14,34,22,38,124,94,40,24,80,471,226,610,577,835,1959,1491,686,704,177,7257
212031305,4,52,38,37,119,69,35,27,3,397,19,71,57,56,247,155,36,40,169,845,288,1129,904,1154,3060,2118,813,841,296,10605
212031306,3,18,24,23,54,53,22,35,0,235,11,34,23,39,117,78,18,25,76,416,203,623,634,779,1956,1533,583,699,143,7151
212031308,4,26,8,16,18,56,8,22,3,167,9,23,12,20,25,50,10,30,34,213,146,485,393,451,664,746,360,568,97,3906
212031457,3,23,19,31,46,57,30,48,0,270,5,25,24,27,68,53,27,43,51,328,168,878,662,764,1222,1331,602,873,112,6605
212031458,6,39,24,25,73,76,38,36,0,315,16,47,35,36,113,84,23,39,97,484,196,889,711,838,1858,1508,644,790,172,7608
212041309,0,22,28,28,51,41,12,17,4,203,12,20,17,26,68,66,25,17,62,310,164,663,558,580,1213,1119,396,501,116,5321
212041310,3,26,32,18,74,44,21,21,3,241,3,25,34,25,87,47,16,25,84,356,103,610,696,581,1495,1052,351,384,136,5407
212041311,12,43,43,40,90,72,32,45,5,377,36,75,88,92,230,180,64,38,244,1057,249,1035,1172,1183,2948,2091,816,826,417,10741
212041312,9,34,50,45,112,63,30,32,3,372,20,50,35,47,193,104,48,30,134,656,239,968,909,1036,2355,1680,689,754,252,8881
212041313,8,27,14,20,46,48,21,37,4,226,6,23,20,16,35,47,12,18,37,221,143,701,554,552,918,985,504,719,70,5136
212041314,5,64,61,42,130,108,30,64,3,509,18,47,70,54,233,165,50,53,138,830,318,1176,1107,1164,3187,2562,928,1147,255,11846
212041316,3,16,16,11,41,18,14,15,0,134,4,18,14,15,56,38,17,17,53,222,86,328,302,311,789,617,251,276,100,3063
212041317,7,63,100,48,100,74,29,23,8,451,10,85,92,42,198,97,31,26,179,767,168,1047,1187,801,2145,1437,473,567,282,8099
212041318,0,34,42,30,66,50,13,17,5,267,9,35,50,29,147,77,22,33,100,496,108,586,549,554,1457,1002,356,357,158,5123
212041459,0,30,41,23,86,54,6,15,8,257,12,32,56,39,97,64,12,20,97,417,120,507,690,610,1539,1011,344,372,163,5350
212041460,0,46,48,34,86,66,26,26,8,345,15,49,63,45,169,97,22,30,151,647,160,831,835,765,2035,1386,451,491,255,7204
212051319,4,42,30,28,65,40,17,18,0,252,9,43,49,30,70,67,29,32,77,419,250,1025,876,890,1628,1842,786,1046,154,8500
212051320,7,27,35,31,50,44,15,26,6,244,13,44,45,18,80,80,13,23,74,384,252,1390,1032,719,1716,1585,476,522,206,7896
212051321,0,32,34,29,43,47,19,35,0,249,8,50,50,39,80,96,25,37,94,487,211,1248,975,971,1711,1968,693,981,174,8935
212051322,7,49,36,27,42,47,21,26,0,260,9,50,37,36,60,82,21,41,94,432,205,1182,926,868,1654,1792,707,870,162,8372
212051323,3,32,34,25,40,38,23,22,0,216,7,35,27,22,61,74,18,29,53,326,183,1012,745,712,1281,1515,546,797,106,6894
212051324,8,41,43,33,60,40,22,31,0,284,18,40,38,34,61,97,25,30,77,419,253,1095,892,880,1511,1788,756,997,131,8308
212051325,6,45,29,33,74,74,26,33,11,330,4,37,39,34,84,119,22,40,91,475,255,966,914,938,1920,1924,758,955,189,8813
212051326,10,30,44,48,84,69,29,37,0,347,5,34,57,31,103,93,29,28,80,462,295,1205,1163,1070,2014,2163,935,1060,163,10070
212051327,3,52,39,31,56,62,24,39,3,301,11,46,40,46,79,74,22,45,66,430,203,1257,933,981,1551,1812,720,1201,134,8778
213011328,3,13,10,18,30,25,17,3,0,125,6,16,16,18,54,35,9,12,57,225,85,312,399,391,779,624,262,263,96,3219
213011329,8,19,26,28,44,34,8,11,0,182,9,27,13,20,61,53,11,17,58,267,116,524,414,494,1062,941,319,388,116,4375
213011330,12,62,51,31,94,62,36,30,4,384,28,74,53,61,173,125,29,37,205,781,341,1046,1075,1176,2777,2262,849,983,373,10888
213011331,3,18,12,20,34,26,9,15,4,136,3,17,15,15,79,43,12,14,58,260,87,437,317,400,948,727,272,273,126,3587
213011332,4,28,15,21,55,46,28,34,0,233,8,28,29,25,61,56,18,22,89,329,169,694,589,671,1320,1209,471,584,152,5851
213011333,4,35,30,27,57,36,18,19,5,232,10,48,24,37,105,54,10,17,101,400,142,624,493,577,1346,914,329,348,170,4945
213011334,8,49,52,39,92,76,20,21,9,362,15,62,84,38,151,117,25,21,142,668,187,778,931,764,1767,1345,439,477,269,6961
213011335,4,42,50,30,68,51,13,22,5,287,16,58,66,54,132,82,24,29,148,601,152,751,888,694,1433,1171,349,409,240,6093
213011336,6,18,25,20,43,26,13,17,4,166,9,25,34,18,68,33,11,19,72,286,125,441,568,471,978,738,315,361,119,4120
213011337,6,33,38,23,54,50,9,13,5,223,8,43,34,35,105,77,12,9,97,423,86,515,521,485,1145,857,274,354,166,4412
213011338,8,32,44,34,71,49,11,21,5,276,17,64,51,51,147,86,31,22,140,593,180,788,736,758,1813,1423,470,545,244,6963
213011339,3,34,28,22,40,48,21,17,3,208,3,26,21,21,64,67,17,15,75,314,167,615,580,614,1430,1151,382,539,124,5606
213011340,3,33,28,49,69,71,29,46,7,329,12,47,28,43,84,85,32,46,90,468,241,1212,901,918,1861,1865,746,1134,204,9089
213021341,7,20,20,21,47,31,16,23,0,188,9,25,23,30,42,63,21,32,42,282,193,623,590,633,1110,1326,614,836,94,6025
213021342,14,29,35,36,92,88,31,35,3,366,13,28,26,24,94,99,28,42,80,432,293,915,883,951,2029,1916,789,964,161,8906
213021343,5,35,26,16,56,45,20,28,0,225,10,36,28,23,65,61,20,32,58,337,193,530,492,552,1238,1190,582,703,121,5601
213021344,12,49,32,17,47,55,26,41,0,276,9,20,32,34,43,81,39,54,61,361,338,861,878,942,1545,1992,1107,1583,134,9381
213021345,0,4,7,6,25,24,8,12,3,96,8,8,7,15,27,30,7,15,23,130,71,242,224,254,536,542,212,285,52,2416
213021346,11,35,16,30,35,31,26,41,0,218,10,29,24,16,26,59,16,56,52,290,248,917,773,869,1045,1447,740,1423,104,7559
213031347,5,29,40,30,79,47,33,18,4,292,13,46,59,38,110,90,21,33,118,530,213,836,970,791,1888,1578,594,720,210,7802
213031348,7,35,41,31,72,36,16,14,0,266,16,44,46,33,57,56,23,34,84,391,226,902,1128,871,1693,1596,741,921,158,8246
213031349,7,26,31,23,47,37,40,25,0,239,16,22,31,22,60,49,20,32,53,300,187,633,717,682,1383,1475,606,884,91,6665
213031350,4,9,10,18,30,21,10,25,3,131,7,23,20,21,25,35,15,15,24,183,192,420,525,537,906,1010,586,777,64,5019
213031351,0,28,34,21,42,33,25,19,0,203,3,24,40,25,62,56,13,26,61,311,175,551,773,659,1235,1139,566,657,104,5861
213031352,11,25,24,24,42,64,29,30,0,245,9,26,19,24,46,51,11,45,28,261,298,714,722,847,1397,1718,926,1365,68,8059
213041353,3,41,27,42,72,80,30,67,3,365,6,27,24,35,57,91,37,50,85,417,324,1110,872,972,1602,1862,937,1440,190,9307
213041355,10,47,23,39,76,76,25,49,8,365,22,35,26,41,76,79,22,36,83,423,328,1129,938,1111,2259,2191,932,1165,185,10243
213041356,11,39,28,20,66,69,32,56,0,319,21,35,26,45,87,93,25,41,94,456,285,801,683,876,1631,1538,655,944,194,7612
213041357,6,34,35,39,70,85,39,44,3,363,15,44,24,41,131,91,28,44,116,529,322,933,812,1042,2287,2026,907,1088,213,9624
213041358,7,27,21,38,65,70,31,46,6,302,7,30,22,26,73,83,29,29,73,364,280,786,681,847,1677,1597,708,918,147,7637
213041359,3,0,3,4,9,9,0,3,0,25,3,0,8,5,11,4,0,7,19,57,35,99,73,86,139,136,39,83,32,721
213041360,5,37,29,32,75,60,35,31,3,305,7,32,27,32,97,95,21,43,84,441,252,907,849,876,1958,2021,733,984,208,8777
213041461,0,11,3,7,30,17,5,6,0,75,0,13,0,12,26,24,7,3,26,122,47,234,179,206,497,479,146,181,60,2035
213041462,3,12,15,12,27,11,12,11,0,97,0,16,14,12,32,41,5,4,22,151,78,285,255,309,690,617,215,244,49,2739
213041463,3,31,30,28,65,58,28,30,3,291,9,35,29,40,79,88,17,37,80,415,282,973,845,1005,2033,2166,794,1109,182,9400
213051361,13,60,30,31,84,79,31,35,3,368,11,37,33,35,91,103,25,48,90,488,281,1123,908,976,2082,1892,778,1005,208,9253
213051362,11,34,20,36,83,48,33,20,5,285,14,41,31,40,94,90,24,26,108,455,237,960,866,922,2000,1645,667,813,200,8315
213051363,3,7,20,5,28,32,14,9,3,123,3,22,29,19,44,44,7,18,74,260,119,359,488,412,986,1003,292,377,123,4163
213051365,18,58,48,45,115,86,32,32,5,439,22,44,57,70,152,145,43,68,214,822,447,1343,1468,1606,4009,3492,1205,1569,405,15548
213051366,3,31,37,21,98,50,17,17,8,274,7,49,52,39,104,102,32,48,171,603,288,716,953,1031,2721,2464,751,940,298,10155
213051368,7,27,22,20,44,24,23,24,3,182,8,23,20,24,53,44,21,23,52,267,158,603,507,516,1041,1011,470,749,111,5172
213051369,5,52,20,37,86,55,40,46,3,335,11,28,34,30,97,80,29,27,98,442,324,1039,847,1097,2618,2183,936,1149,199,10398
213051464,5,22,10,25,41,29,16,24,6,172,3,31,17,20,56,38,13,21,57,262,147,582,513,533,1144,1371,570,923,100,5889
213051465,6,41,38,37,75,59,36,38,0,325,15,45,36,37,100,119,27,47,98,517,290,1066,998,1031,2276,2780,1008,1306,185,10943
213051466,8,21,21,23,59,48,14,20,3,215,12,21,28,11,44,73,24,28,61,292,211,548,507,615,1611,1885,594,781,124,6880
213051467,9,30,28,22,70,64,19,37,0,276,12,42,38,28,85,81,32,34,93,446,218,880,824,892,1870,1562,704,814,189,7956
213051468,3,31,19,8,44,65,14,29,3,221,5,19,14,24,44,58,13,29,56,262,200,599,570,620,1263,1202,531,721,111,5816
214011370,7,32,37,40,119,80,49,56,6,427,17,25,34,40,159,129,48,58,99,616,329,976,866,1143,2440,1988,1001,1036,193,9975
214011371,7,59,44,38,68,76,34,35,7,362,23,49,33,37,102,97,31,46,96,516,346,1241,1000,1262,2042,1893,911,1131,187,10012
214011372,10,48,22,39,68,60,38,28,8,317,10,45,30,29,108,98,26,43,86,478,281,826,715,953,1679,1367,729,733,182,7462
214011373,12,55,35,34,45,43,31,32,0,295,15,39,24,30,48,86,32,73,64,410,300,1229,923,1042,1318,1645,875,1326,116,8770
214011374,12,67,51,60,105,111,40,82,8,534,19,65,37,35,104,123,36,77,97,606,409,1564,1300,1393,2319,2510,1245,1737,212,12678
