SA2_MAINCODE_2016,Buddhism_M,Buddhism_F,Buddhism_P,Christianity_Anglican_M,Christianity_Anglican_F,Christianity_Anglican_P,Christianity_Asyrin_Apstlic_M,Christianity_Asyrin_Apstlic_F,Christianity_Asyrin_Apstlic_P,Christianity_Baptist_M,Christianity_Baptist_F,Christianity_Baptist_P,Christianity_Brethren_M,Christianity_Brethren_F,Christianity_Brethren_P,Christianity_Catholic_M,Christianity_Catholic_F,Christianity_Catholic_P,Christianity_Church_Christ_M,Christianity_Church_Christ_F,Christianity_Church_Christ_P,Christianity_Eastrn_Orthdox_M,Christianity_Eastrn_Orthdox_F,Christianity_Eastrn_Orthdox_P,Christinty_Jehvahs_Witnses_M,Christinty_Jehvahs_Witnses_F,Christinty_Jehvahs_Witnses_P,Christianity_Lattr_day_Snts_M,Christianity_Lattr_day_Snts_F,Christianity_Lattr_day_Snts_P,Christianity_Lutheran_M,Christianity_Lutheran_F,Christianity_Lutheran_P,Christianity_Orintal_Orthdx_M,Christianity_Orintal_Orthdx_F,Christianity_Orintal_Orthdx_P,Christianity_Othr_Protestnt_M,Christianity_Othr_Protestnt_F,Christianity_Othr_Protestnt_P,Christianity_Pentecostal_M,Christianity_Pentecostal_F,Christianity_Pentecostal_P,Christinty_Prsbytrin_Refrmd_M,Christinty_Prsbytrin_Refrmd_F,Christinty_Prsbytrin_Refrmd_P,Christianity_Salvation_Army_M,Christianity_Salvation_Army_F,Christianity_Salvation_Army_P,Christnty_Sevnth_dy_Advntst_M,Christnty_Sevnth_dy_Advntst_F,Christnty_Sevnth_dy_Advntst_P,Christianity_Uniting_Church_M,Christianity_Uniting_Church_F,Christianity_Uniting_Church_P,Christianity_Christian_nfd_M,Christianity_Christian_nfd_F,Christianity_Christian_nfd_P,Christianity_Othr_Christian_M,Christianity_Othr_Christian_F,Christianity_Othr_Christian_P,Christianity_Tot_M,Christianity_Tot_F,Christianity_Tot_P,Hinduism_M,Hinduism_F,Hinduism_P,Islam_M,Islam_F,Islam_P,Judaism_M,Judaism_F,Judaism_P,Othr_Rel_Aust_Abor_Trad_Rel_M,Othr_Rel_Aust_Abor_Trad_Rel_F,Othr_Rel_Aust_Abor_Trad_Rel_P,Othr_Rel_Sikhism_M,Othr_Rel_Sikhism_F,Othr_Rel_Sikhism_P,Othr_Reln_Other_reln_groups_M,Othr_Reln_Other_reln_groups_F,Othr_Reln_Other_reln_groups_P,Other_Religions_Tot_M,Other_Religions_Tot_F,Other_Religions_Tot_P,SB_OSB_NRA_NR_M,SB_OSB_NRA_NR_F,SB_OSB_NRA_NR_P,SB_OSB_NRA_SB_M,SB_OSB_NRA_SB_F,SB_OSB_NRA_SB_P,SB_OSB_NRA_OSB_M,SB_OSB_NRA_OSB_F,SB_OSB_NRA_OSB_P,SB_OSB_NRA_Tot_M,SB_OSB_NRA_Tot_F,SB_OSB_NRA_Tot_P,Religious_affiliation_ns_M,Religious_affiliation_ns_F,Religious_affiliation_ns_P,Tot_M,Tot_F,Tot_P
212031306,650,638,1287,284,353,639,0,0,0,41,58,99,0,0,0,1787,1933,3719,10,10,19,169,161,329,22,21,41,24,39,59,13,11,16,62,68,136,27,31,56,200,199,393,57,82,141,3,11,15,26,17,47,91,85,177,218,277,493,8,5,12,3041,3345,6391,723,700,1424,681,660,1339,3,5,8,0,0,0,466,414,881,21,18,43,487,432,918,1397,1274,2669,7,8,14,8,11,18,1412,1292,2705,571,580,1154,7566,7654,15224
212031308,20,22,43,573,635,1207,0,0,0,28,49,76,0,0,0,777,771,1553,7,12,18,53,45,94,0,3,8,3,0,5,6,7,12,0,0,0,4,11,8,32,35,74,115,108,227,7,10,18,0,0,0,104,131,235,93,89,183,0,0,4,1809,1898,3706,8,7,18,3,11,16,0,3,3,0,0,0,0,0,0,9,14,22,9,14,22,1671,1475,3147,13,6,25,6,13,11,1691,1493,3183,409,344,755,3950,3794,7741
212031457,192,208,398,575,661,1234,0,0,0,74,106,180,3,0,5,1745,1794,3538,7,11,18,171,175,348,8,6,14,15,27,39,25,32,59,68,58,118,17,18,29,128,138,263,116,153,267,13,20,35,39,50,94,151,176,332,250,249,498,6,10,14,3410,3681,7091,152,129,278,487,429,916,4,3,7,0,0,0,81,75,157,16,20,37,100,97,192,1790,1606,3399,13,9,27,7,11,16,1814,1625,3436,408,401,808,6553,6570,13122
212031458,342,374,708,547,659,1210,0,0,0,102,124,221,4,3,8,1976,2107,4082,22,13,39,173,181,351,18,22,41,36,42,76,6,12,19,48,66,110,30,39,68,172,183,354,127,184,308,5,9,17,37,30,66,132,172,306,239,290,531,4,7,11,3669,4146,7813,350,327,675,1156,1086,2243,9,7,13,0,0,0,182,174,356,21,24,47,200,195,403,1938,1697,3632,18,21,38,7,4,8,1965,1718,3681,622,626,1249,8307,8479,16783
212041309,353,391,747,182,253,438,0,0,0,45,39,78,0,0,3,1659,1774,3434,14,15,22,1015,1049,2065,24,19,47,3,0,6,22,13,35,41,54,96,14,19,31,41,47,88,62,79,142,0,9,9,10,10,20,74,71,144,112,144,254,0,0,0,3315,3598,6911,240,219,462,135,122,256,93,93,189,0,0,0,85,53,140,15,14,29,102,69,170,1114,949,2061,16,14,29,3,4,11,1136,965,2104,411,410,815,5791,5865,11650
212041310,564,623,1184,152,145,293,0,0,0,27,30,57,0,0,0,1127,1221,2341,11,13,25,694,764,1457,17,21,42,27,20,43,0,4,8,27,24,54,34,33,67,53,73,135,59,77,136,4,3,5,16,20,39,58,65,124,134,149,283,3,3,8,2456,2666,5121,620,473,1090,415,372,790,46,37,77,0,0,0,395,253,653,19,14,37,416,271,687,1406,1206,2621,5,3,10,7,12,18,1424,1223,2647,554,492,1044,6491,6155,12642
212041311,681,707,1383,434,497,930,0,0,0,133,150,287,5,0,7,2076,2213,4287,15,18,27,487,586,1069,31,41,70,36,50,88,10,17,31,60,64,117,102,107,208,206,218,418,184,211,392,9,17,29,50,67,119,125,189,312,385,462,847,8,4,13,4351,4891,9245,1434,1139,2571,5265,3722,8992,10,8,19,0,0,0,585,484,1066,55,48,102,636,533,1169,2082,1551,3631,37,25,61,14,13,29,2139,1589,3721,1967,1609,3572,16479,14194,30671
212041312,683,815,1497,517,590,1103,0,0,0,94,128,226,0,0,0,2509,2785,5297,11,13,24,993,1022,2018,38,56,94,33,37,67,26,27,50,82,89,170,46,48,98,126,144,276,187,223,415,21,20,38,41,39,77,148,209,360,418,396,810,11,8,17,5306,5852,11165,733,543,1276,1516,1170,2681,7,10,18,0,0,0,166,111,282,80,70,150,246,184,430,1882,1556,3439,27,16,41,11,11,25,1920,1588,3511,959,892,1856,11380,11049,22430
212041313,123,161,279,644,761,1404,0,0,0,57,62,122,0,0,0,1361,1468,2820,8,8,15,262,265,532,22,27,47,21,12,26,19,13,30,15,16,35,9,15,25,64,60,122,115,147,267,6,5,11,6,7,18,159,215,369,108,120,228,10,12,21,2887,3210,6089,87,83,176,61,55,119,46,51,102,0,0,0,5,11,15,14,11,26,23,25,46,1435,1237,2670,17,7,24,3,7,12,1455,1249,2709,391,376,772,5073,5208,10285
212041314,2234,2623,4859,543,605,1142,0,0,3,108,106,219,0,0,0,3173,3275,6449,12,14,28,491,492,979,37,40,71,21,20,42,16,22,39,25,25,53,41,48,93,171,208,377,132,147,283,0,10,10,19,26,39,146,206,353,343,388,739,10,16,21,5289,5648,10941,581,565,1145,660,646,1309,19,18,44,0,0,0,208,162,372,52,43,92,259,207,463,2849,2508,5356,14,8,24,6,13,24,2869,2533,5400,933,887,1821,12847,13129,25980
212041316,307,359,663,153,175,321,0,0,0,35,45,76,0,0,3,966,1018,1990,3,7,15,373,361,739,18,20,33,10,4,9,16,14,27,32,38,77,19,26,46,58,56,110,56,60,114,0,9,9,10,12,24,59,71,130,109,110,218,7,4,12,1924,2031,3952,114,76,185,280,249,529,5,8,16,0,0,0,82,41,126,20,21,40,99,60,162,724,663,1389,8,7,15,9,7,17,742,676,1419,293,267,561,3764,3722,7487
212041317,2315,2597,4912,208,202,406,0,0,0,132,152,283,3,0,0,1789,1980,3770,20,23,40,336,356,696,15,18,36,22,22,50,12,15,35,13,13,25,30,29,63,42,45,87,73,93,163,4,5,11,33,36,75,101,134,234,210,228,433,8,8,13,3046,3366,6410,416,309,725,1171,880,2047,9,7,20,0,3,4,800,529,1326,33,33,66,833,561,1401,2340,1899,4247,19,5,26,6,13,17,2363,1918,4282,1032,937,1970,11193,10577,21771
212041318,1925,2245,4170,165,187,355,0,0,0,41,50,95,0,0,0,1075,1137,2211,3,3,9,177,185,363,15,26,40,16,22,42,11,12,21,16,18,32,33,31,59,48,42,97,47,53,101,0,8,11,16,19,34,60,68,131,139,179,322,0,0,0,1868,2052,3917,146,101,249,185,175,354,6,7,6,0,0,0,256,170,423,24,28,47,280,192,475,1295,1047,2346,3,3,3,10,4,17,1309,1058,2364,574,532,1106,6279,6362,12649
212041459,671,767,1440,215,234,451,0,0,0,71,68,134,0,0,0,1172,1308,2479,9,11,15,232,257,489,17,25,41,15,12,23,11,17,23,9,17,27,24,28,53,65,93,151,79,68,145,3,7,13,20,21,43,67,109,167,161,173,337,3,3,3,2159,2443,4610,410,327,746,666,576,1246,9,12,23,0,0,0,591,438,1024,29,29,58,622,464,1089,1148,928,2079,13,7,22,8,10,22,1167,950,2118,603,557,1164,6322,6110,12429
212041460,1670,1967,3637,303,375,683,0,0,0,73,77,152,0,0,0,1795,2027,3818,15,19,27,220,242,462,24,41,67,26,36,56,7,12,20,22,19,38,54,50,107,104,116,218,78,110,186,4,10,9,28,33,62,137,169,307,205,255,467,19,8,21,3123,3593,6715,376,290,671,957,824,1777,12,12,25,0,0,0,463,326,792,29,27,61,493,354,852,1769,1450,3212,9,15,26,17,17,31,1796,1474,3271,855,837,1692,9279,9354,18630
212051319,444,560,999,436,568,1004,3,6,5,121,138,261,0,0,3,1727,2021,3743,10,16,31,625,648,1273,5,21,22,9,12,26,15,26,38,36,45,74,32,41,71,49,68,114,129,189,317,0,10,10,12,22,31,216,263,475,168,225,395,8,12,17,3607,4321,7921,287,255,545,232,198,430,65,81,142,0,0,0,65,31,91,41,49,87,100,78,186,3186,2928,6118,20,19,40,7,22,34,3224,2968,6190,981,910,1890,8935,9363,18298
212051320,781,845,1625,227,322,549,0,0,0,77,98,181,0,0,4,1429,1619,3047,20,23,38,544,556,1102,19,16,35,4,3,11,10,11,19,28,31,62,54,63,122,85,116,197,144,145,286,7,7,12,17,27,45,124,123,250,222,270,486,7,9,11,3024,3430,6457,918,641,1564,652,544,1194,24,19,47,0,0,0,280,195,473,51,46,93,326,237,563,4438,4370,8807,28,27,52,15,13,26,4479,4405,8888,1062,1014,2076,11269,11141,22407
212051321,891,938,1830,660,817,1481,0,0,0,292,327,624,3,0,7,1438,1594,3029,46,37,81,342,339,679,3,5,5,17,17,29,35,32,74,78,76,154,67,68,136,173,205,372,185,232,425,12,16,29,10,9,15,355,518,877,299,371,667,4,9,18,4015,4677,8698,843,846,1690,230,227,463,18,18,41,0,0,3,64,56,129,45,47,90,114,103,216,3480,3138,6614,28,22,48,12,22,37,3521,3180,6702,728,713,1446,10370,10716,21085
212051322,1072,1124,2195,433,585,1016,0,0,0,203,239,441,4,4,5,1303,1433,2740,28,25,49,315,328,646,9,6,18,10,5,16,34,40,77,38,44,81,52,71,122,99,144,244,149,194,342,4,8,11,13,13,22,268,377,644,241,299,533,4,6,10,3199,3821,7020,745,719,1463,201,177,384,9,13,21,0,0,0,94,66,166,44,56,98,133,119,256,3333,3059,6393,25,16,45,9,9,15,3367,3084,6449,683,768,1450,9412,9829,19241
212051323,532,573,1109,538,611,1148,0,0,3,142,190,330,0,0,0,1196,1366,2564,15,11,24,460,490,954,10,12,15,6,3,11,27,34,56,8,15,23,26,35,61,55,82,137,132,174,305,3,5,12,0,4,3,312,446,762,169,196,366,12,18,28,3113,3693,6805,366,356,725,107,87,192,20,24,47,0,0,0,34,40,73,32,34,70,70,71,141,2645,2404,5049,14,9,24,7,13,19,2667,2429,5099,589,578,1167,7461,7817,15277
212051324,591,641,1235,524,659,1180,0,0,0,158,225,385,0,4,4,1693,1896,3584,15,17,30,585,636,1228,17,21,35,0,4,7,22,47,65,28,33,60,18,48,67,83,76,157,158,185,339,3,3,8,10,5,19,251,391,644,213,250,461,19,14,35,3786,4524,8308,378,362,745,170,135,307,23,25,49,0,0,0,43,28,70,31,38,69,78,67,143,3104,2807,5911,26,12,37,8,14,22,3141,2827,5969,787,795,1587,8951,9384,18334
212051325,629,727,1361,494,617,1112,0,0,0,107,143,252,3,3,12,2406,2484,4889,17,17,40,1001,1057,2051,15,19,35,15,12,28,22,39,64,89,99,187,36,39,77,92,114,205,159,190,341,6,15,27,17,16,35,183,246,434,242,255,498,8,6,18,4918,5380,10300,364,338,700,322,281,603,24,18,46,0,0,0,123,73,196,41,43,83,162,119,280,2402,2128,4525,14,13,25,5,12,18,2418,2145,4567,781,738,1518,9619,9747,19368
212051326,347,473,820,389,540,936,0,0,0,91,93,178,0,0,0,2336,2545,4879,5,14,16,1446,1525,2969,14,33,48,9,12,23,20,34,58,53,55,109,39,52,86,53,72,125,127,135,259,4,6,7,7,13,17,169,205,377,198,227,425,5,8,9,4967,5559,10520,488,395,875,208,150,360,94,86,180,0,0,3,105,55,162,35,44,77,143,98,243,3214,3007,6221,32,25,59,10,13,22,3258,3044,6308,1031,950,1984,10528,10764,21290
212051327,437,575,1011,685,942,1625,6,4,13,171,215,380,4,0,3,2167,2386,4553,17,37,53,683,703,1385,7,12,20,12,25,41,31,29,63,147,165,310,50,59,109,94,115,206,197,206,402,18,23,42,12,16,28,302,438,734,299,320,622,11,3,13,4918,5707,10625,385,389,777,136,128,263,21,22,44,0,0,0,75,75,151,52,62,120,127,137,270,2871,2550,5421,19,18,32,6,6,16,2898,2572,5470,641,666,1305,9555,10198,19753
213011328,258,264,519,149,169,315,0,0,0,36,50,89,0,0,0,968,1084,2049,3,3,7,133,122,254,15,15,24,11,6,11,12,19,25,28,26,51,16,23,44,59,54,111,45,61,106,3,0,8,6,3,12,30,38,67,92,87,180,4,0,3,1603,1768,3365,379,189,564,402,225,634,0,3,7,0,0,0,123,94,217,11,12,22,136,108,239,860,733,1592,19,5,20,7,3,8,879,749,1622,471,412,883,4121,3710,7836
213011329,912,1103,2010,64,52,112,0,0,0,16,17,38,0,0,0,1378,1441,2827,3,5,9,204,219,429,10,14,24,20,40,58,3,5,9,9,22,30,40,40,79,69,63,130,30,27,57,0,0,0,12,11,22,32,40,72,148,149,302,0,0,0,2055,2139,4200,122,120,236,395,363,754,0,0,4,0,0,0,66,62,136,16,14,27,82,78,165,882,745,1635,6,3,8,3,0,9,897,752,1649,327,312,645,4783,4879,9657
213011330,1063,1316,2380,363,405,773,0,3,3,215,208,420,0,0,0,3849,4159,8005,18,14,30,566,567,1136,50,68,119,110,86,199,27,25,44,158,155,313,100,106,202,263,268,531,116,112,221,6,12,20,20,28,50,119,146,262,470,477,951,15,8,25,6467,6854,13321,531,471,1006,945,795,1745,4,4,9,0,0,0,405,318,718,29,32,63,435,350,778,2360,2116,4480,17,19,42,9,9,19,2385,2149,4534,1224,1256,2478,13054,13203,26253
213011331,380,402,780,82,112,200,0,3,0,29,37,59,0,0,0,1384,1560,2940,3,4,5,304,338,646,26,35,60,14,13,23,10,9,16,29,36,67,17,18,34,43,47,84,35,29,64,3,12,14,12,12,24,33,28,63,193,203,396,0,3,3,2214,2498,4704,87,76,164,247,267,519,0,0,0,0,0,0,108,82,189,3,10,11,117,86,201,650,613,1261,5,3,13,0,3,4,654,622,1274,343,348,690,4043,4297,8339
213011332,335,409,743,218,277,497,18,15,32,58,60,113,0,0,0,2281,2517,4799,3,3,10,722,719,1439,22,27,50,20,21,44,19,28,45,62,67,131,16,20,42,61,74,133,47,41,85,3,4,12,16,12,25,64,65,127,275,298,573,3,0,5,3903,4253,8153,87,69,152,379,331,710,0,0,0,0,0,0,102,70,175,16,15,31,120,82,206,1198,997,2197,9,10,16,4,9,15,1210,1020,2226,517,473,995,6551,6635,13189
213011333,928,1108,2036,167,224,389,0,0,0,162,155,312,0,0,0,1920,2014,3936,3,3,7,486,468,949,17,24,44,24,26,53,10,23,29,43,53,102,29,23,52,96,109,203,62,66,127,9,4,17,22,31,58,48,49,97,295,333,629,4,3,9,3405,3607,7011,106,88,194,482,462,951,0,0,0,0,0,0,103,79,184,19,19,45,128,100,222,1173,1025,2204,4,4,5,3,9,14,1184,1037,2222,645,549,1195,6889,6947,13831
213011334,1171,1455,2628,199,199,401,0,0,0,122,108,226,0,0,0,2703,3013,5718,3,10,15,571,605,1175,31,41,78,50,51,100,35,48,78,81,95,179,60,54,116,104,150,254,62,64,129,6,6,12,33,26,52,56,68,122,408,428,839,4,7,12,4524,4976,9496,377,257,631,690,457,1148,0,3,5,0,0,0,627,415,1041,23,22,42,651,437,1087,1590,1399,2996,9,7,14,15,12,25,1611,1424,3039,1059,999,2060,10090,10000,20092
213011335,1381,1638,3015,122,116,233,0,0,0,103,89,192,0,3,3,2171,2336,4502,5,9,12,400,442,836,28,35,65,49,28,82,12,20,27,34,29,66,54,53,105,103,123,226,41,60,99,6,4,15,15,16,34,67,66,129,290,320,607,0,0,0,3507,3743,7247,301,214,522,566,346,914,3,0,3,3,0,3,504,325,835,22,28,49,534,357,887,1496,1311,2811,11,3,13,7,12,13,1510,1328,2835,922,870,1793,8724,8502,17224
213011336,459,537,990,144,154,294,0,0,0,264,203,466,0,0,0,1044,1154,2206,8,4,14,210,231,438,11,11,27,10,11,19,8,19,22,19,16,31,21,25,48,59,50,103,54,58,108,5,9,20,3,0,6,63,86,151,101,101,198,0,0,4,2027,2143,4172,321,198,514,429,198,627,4,0,4,0,0,0,156,112,272,24,22,42,182,132,313,1159,1015,2173,5,5,12,4,3,8,1168,1024,2194,514,433,948,5097,4670,9768
213011337,1169,1397,2566,95,116,213,0,0,0,183,165,348,0,0,0,1676,1823,3498,0,6,6,148,131,274,21,25,43,8,3,12,6,9,14,10,21,28,33,35,63,77,63,140,39,46,89,0,3,3,3,7,8,41,34,74,116,146,257,4,5,17,2453,2639,5087,159,110,272,306,201,505,3,3,4,0,0,0,67,37,98,16,14,29,81,50,129,1168,1026,2194,6,3,7,3,8,10,1170,1037,2203,486,437,929,5823,5876,11700
213011338,1030,1247,2278,207,241,450,0,0,0,156,155,315,0,0,0,2433,2644,5072,3,0,4,803,883,1687,43,53,100,29,13,44,17,19,33,72,66,142,41,48,89,145,138,286,85,98,182,4,3,11,18,20,35,57,63,121,307,327,638,7,3,5,4424,4789,9212,288,198,490,874,675,1553,3,0,7,0,0,0,105,83,190,11,20,32,121,100,223,1774,1543,3319,12,7,20,4,6,14,1795,1557,3349,740,736,1475,9277,9308,18585
213011339,210,238,447,230,298,527,9,9,21,64,67,129,0,0,0,1990,2150,4140,3,6,5,339,360,704,37,49,82,0,5,6,10,17,32,70,67,143,30,39,66,83,85,169,46,63,115,12,22,33,8,11,25,49,87,143,191,233,427,0,3,6,3193,3577,6766,289,254,544,240,228,469,3,0,3,0,0,0,411,292,707,3,9,16,411,300,716,987,898,1888,7,10,15,4,3,12,998,911,1913,570,576,1147,5922,6086,12009
213011340,191,250,445,390,459,849,3,4,10,66,83,151,0,0,0,3722,3766,7496,0,0,0,996,936,1924,16,18,36,11,5,16,18,26,41,130,125,255,20,22,48,96,99,192,66,80,149,8,15,18,9,7,15,101,145,249,310,308,619,4,5,8,5965,6104,12071,170,144,317,329,338,671,3,3,3,0,0,0,111,86,198,15,22,40,126,108,234,1276,1081,2354,17,13,30,4,0,8,1300,1092,2389,582,620,1208,8671,8667,17340
213021341,88,143,231,481,650,1132,0,0,0,56,67,123,0,0,0,1741,2066,3806,5,10,18,203,215,418,9,5,16,13,14,24,35,34,70,9,13,23,22,22,46,28,26,55,118,156,273,17,19,35,4,3,7,128,178,311,105,112,212,0,0,3,2980,3583,6570,87,74,160,115,89,210,6,3,9,0,0,0,25,15,45,14,16,31,39,37,74,2202,2050,4249,24,26,50,12,21,28,2234,2097,4332,562,550,1111,6109,6583,12689
213021342,274,372,645,564,730,1294,0,0,0,67,87,152,0,0,0,2818,3132,5951,15,19,41,650,648,1294,40,28,73,17,17,28,31,51,85,31,29,63,54,53,109,81,99,177,109,148,251,18,20,40,18,28,43,118,221,341,259,280,538,5,9,17,4905,5598,10507,295,248,546,456,447,905,3,4,8,0,0,0,147,116,261,19,29,53,174,142,314,2467,2195,4664,27,17,44,3,12,20,2497,2229,4729,750,756,1509,9361,9800,19160
213021343,211,292,498,253,341,597,0,0,0,79,83,167,0,0,0,1697,2041,3740,4,0,7,601,623,1225,22,23,42,9,10,14,27,41,70,12,10,26,31,42,64,29,21,49,75,103,177,4,11,9,11,7,16,84,89,175,142,204,342,4,9,10,3081,3655,6730,124,83,211,1083,990,2075,7,0,8,0,0,0,33,19,49,11,18,23,43,33,73,1675,1379,3056,12,3,18,10,9,16,1699,1397,3093,665,650,1311,6906,7103,14002
213021344,90,142,228,521,674,1194,0,0,0,51,66,120,0,0,0,2020,2351,4373,14,8,21,468,500,973,15,13,33,3,9,13,39,47,78,10,11,25,12,27,40,42,45,79,111,134,245,0,11,7,5,0,9,173,218,392,189,224,418,0,0,3,3687,4349,8035,122,68,189,258,235,499,12,18,28,0,0,3,31,11,46,17,32,55,51,47,102,3635,3414,7043,36,25,69,16,23,32,3683,3458,7142,700,660,1357,8604,8976,17578
213021345,62,89,156,130,164,288,0,0,0,18,22,44,0,0,0,700,747,1453,3,4,9,103,119,221,10,12,28,4,0,4,17,34,47,10,10,17,14,20,29,28,32,62,25,33,59,0,8,7,4,3,3,35,55,88,56,77,137,3,3,3,1168,1341,2506,133,126,261,116,120,242,0,0,0,0,0,0,19,20,46,10,13,20,37,32,68,766,695,1458,5,0,3,3,8,4,771,706,1474,211,217,427,2491,2633,5124
213021346,77,102,180,646,812,1458,0,0,0,40,52,92,0,0,0,1863,2075,3936,3,9,18,402,409,814,0,12,12,4,14,19,28,42,67,14,13,24,23,36,55,26,21,44,142,169,311,7,8,14,5,14,20,208,271,483,127,130,256,0,3,5,3545,4085,7633,55,44,101,78,65,136,14,13,25,0,0,0,5,3,9,12,19,26,16,19,36,3071,2801,5870,26,14,42,12,13,26,3106,2832,5939,710,686,1395,7603,7851,15453
213031347,1242,1516,2753,217,307,523,0,0,0,201,219,417,0,0,0,1835,2016,3855,5,8,10,236,256,491,9,11,19,3,8,7,4,9,17,57,47,103,47,49,99,99,120,228,66,98,159,4,5,11,7,9,12,70,87,162,188,223,412,4,6,13,3068,3475,6542,455,264,717,774,538,1316,6,3,10,0,0,0,61,51,110,21,28,44,83,74,159,2546,2287,4831,18,22,34,5,9,14,2567,2316,4881,988,857,1847,9189,9043,18230
213031348,638,784,1419,193,225,419,0,0,0,50,67,117,0,0,0,1175,1233,2406,9,10,21,219,247,471,13,11,21,14,6,22,12,11,26,43,39,80,40,31,74,43,44,85,45,44,93,3,4,11,16,13,33,65,93,160,149,160,310,8,3,10,2107,2255,4359,635,362,1001,627,343,975,4,7,15,0,0,0,35,24,52,33,25,63,65,49,112,3218,2930,6146,39,41,83,21,22,46,3280,2998,6275,1184,1001,2183,8543,7800,16345
213031349,518,635,1150,180,208,390,0,0,0,43,60,102,0,0,0,1621,1779,3397,6,4,15,255,278,533,14,13,24,3,9,11,13,13,24,33,30,58,19,15,37,38,42,81,37,62,105,0,0,3,0,3,9,73,93,169,121,151,276,7,4,11,2470,2770,5238,220,175,399,185,117,304,3,4,10,0,0,0,22,17,38,18,15,33,37,33,64,1978,1787,3767,28,21,50,5,8,18,2012,1816,3830,628,601,1226,6068,6154,12216
213031350,178,233,414,173,240,416,0,0,0,17,32,52,0,0,0,745,855,1603,6,3,11,228,225,454,3,7,8,3,4,7,6,6,15,25,26,46,15,14,25,14,30,41,31,30,59,0,6,3,7,9,15,56,81,141,95,101,201,3,3,8,1428,1665,3090,109,69,179,147,104,251,4,8,15,0,0,0,13,7,22,15,7,20,21,20,40,2222,2133,4357,23,25,41,0,7,10,2245,2158,4404,433,411,844,4571,4668,9235
213031351,302,384,689,203,258,462,0,0,0,50,36,92,0,0,0,1114,1229,2344,10,4,18,235,228,459,9,5,19,3,11,8,8,14,19,29,26,53,35,35,65,28,30,58,50,55,109,3,9,9,3,4,12,59,79,144,105,117,220,6,4,12,1940,2138,4087,431,254,682,345,219,562,5,9,12,0,0,0,43,34,78,22,20,43,66,51,119,2151,1945,4096,28,17,51,16,17,36,2195,1982,4179,611,521,1135,5889,5567,11457
213031352,166,237,404,333,479,810,0,0,0,51,48,100,0,0,0,1365,1662,3024,3,0,3,495,579,1069,3,7,15,3,6,12,14,24,37,5,5,10,17,33,50,26,28,53,55,67,127,3,4,7,6,13,21,111,154,268,122,140,261,3,0,4,2620,3238,5862,74,49,130,97,77,175,3,11,17,0,0,0,6,6,17,15,26,43,23,32,60,3467,3259,6721,31,35,64,16,16,33,3521,3304,6819,645,698,1340,7153,7650,14798
213041353,50,86,138,1067,1360,2430,0,0,0,96,122,221,3,3,8,2714,2997,5708,4,10,10,127,95,218,33,45,74,15,19,30,59,82,137,0,0,0,25,28,58,59,69,129,172,235,407,15,9,27,17,23,45,360,504,862,204,229,434,7,5,14,4963,5831,10796,69,51,119,31,18,45,3,3,4,7,5,8,54,36,94,15,42,60,76,86,161,3831,3439,7271,35,35,68,13,19,37,3883,3495,7374,875,833,1711,9944,10407,20345
213041355,229,296,525,379,464,847,4,14,18,81,97,174,0,0,0,3959,4157,8118,11,8,20,761,753,1510,59,87,146,15,18,30,14,35,48,145,140,291,33,42,72,142,169,307,66,80,141,7,10,17,35,45,82,94,96,191,353,389,740,0,3,3,6158,6601,12750,288,312,601,441,459,897,0,0,0,0,0,0,347,259,600,13,15,31,359,278,637,1658,1513,3171,14,7,14,0,3,7,1674,1522,3202,816,781,1605,9973,10247,20216
213041356,83,116,200,908,1080,1995,0,0,0,153,144,299,39,32,66,2661,2861,5525,0,3,5,233,224,458,36,62,104,69,72,141,38,43,73,27,28,53,47,50,99,79,93,179,171,201,374,15,23,38,29,42,71,267,300,567,326,303,626,8,11,21,5107,5568,10677,89,91,176,147,157,300,0,6,7,0,4,7,41,36,79,19,31,52,67,71,132,2857,2635,5494,34,24,54,13,22,37,2907,2680,5587,938,888,1827,9328,9573,18906
213041357,138,184,328,1030,1215,2239,4,5,10,159,194,354,23,25,46,3109,3451,6554,12,13,21,202,201,403,64,54,119,62,72,131,43,64,112,34,33,69,68,82,146,149,184,335,184,227,405,16,30,49,29,27,56,262,355,612,361,430,789,8,12,19,5820,6667,12482,251,242,492,286,242,525,8,3,6,0,0,0,216,215,430,32,49,84,248,262,514,3581,3264,6845,45,29,69,10,26,33,3635,3313,6948,1113,1024,2133,11494,11945,23437
213041358,102,131,229,787,929,1716,0,0,0,71,93,166,28,15,39,2446,2755,5197,7,11,21,184,176,360,40,53,89,52,62,114,34,32,68,29,34,66,32,19,46,107,126,235,136,163,294,16,16,34,18,31,50,227,290,515,301,352,653,12,12,23,4535,5158,9691,162,157,319,151,162,313,0,4,3,0,0,0,100,86,183,17,33,50,119,119,234,2599,2413,5015,29,21,45,15,23,30,2639,2458,5095,842,821,1666,8547,9001,17551
213041359,16,21,31,48,47,92,0,0,0,0,0,4,0,0,0,365,350,717,0,0,5,28,34,60,14,13,26,3,0,3,0,3,3,3,0,3,0,0,3,11,4,18,17,8,28,0,0,0,0,0,0,13,9,24,17,25,38,0,3,3,526,499,1024,11,9,23,30,34,65,0,0,0,0,0,0,13,5,24,0,0,0,13,10,20,220,157,373,0,0,0,0,3,4,223,161,382,956,544,1503,1775,1272,3040
