SA2_MAINCODE_2016,A25_34_SOLSE_T_06_10,A25_34_SOLSE_T_11,A25_34_SOLSE_T_12,A25_34_SOLSE_T_13,A25_34_SOLSE_T_14,A25_34_SOLSE_T_15,A25_34_SOLSE_T_16,A25_34_SOLSE_T_YNS,A25_34_SOLSE_T_T,A25_34_L_PinE_NS_B00,A25_34_L_PinE_NS_00_05,A25_34_L_PinE_NS_06_10,A25_34_L_PinE_NS_11,A25_34_L_PinE_NS_12,A25_34_L_PinE_NS_13,A25_34_L_PinE_NS_14,A25_34_L_PinE_NS_15,A25_34_L_PinE_NS_16,A25_34_L_PinE_NS_YNS,A25_34_L_PinE_NS_T,A25_34_T_B00,A25_34_T_00_05,A25_34_T_06_10,A25_34_T_11,A25_34_T_12,A25_34_T_13,A25_34_T_14,A25_34_T_15,A25_34_T_16,A25_34_T_YNS,A25_34_T_T,A35_44_SEO_B00,A35_44_SEO_00_05,A35_44_SEO_06_10,A35_44_SEO_11,A35_44_SEO_12,A35_44_SEO_13,A35_44_SEO_14,A35_44_SEO_15,A35_44_SEO_16,A35_44_SEO_YNS,A35_44_SEO_T,A35_44_SOLSE_VWW_B00,A35_44_SOLSE_VWW_00_05,A35_44_SOLSE_VWW_06_10,A35_44_SOLSE_VWW_11,A35_44_SOLSE_VWW_12,A35_44_SOLSE_VWW_13,A35_44_SOLSE_VWW_14,A35_44_SOLSE_VWW_15,A35_44_SOLSE_VWW_16,A35_44_SOLSE_VWW_YNS,A35_44_SOLSE_VWW_T,A35_44_SOLSE_NWNAA_B00,A35_44_SOLSE_NWNAA_00_05,A35_44_SOLSE_NWNAA_06_10,A35_44_SOLSE_NWNAA_11,A35_44_SOLSE_NWNAA_12,A35_44_SOLSE_NWNAA_13,A35_44_SOLSE_NWNAA_14,A35_44_SOLSE_NWNAA_15,A35_44_SOLSE_NWNAA_16,A35_44_SOLSE_NWNAA_YNS,A35_44_SOLSE_NWNAA_T,A35_44_SOLSE_PinE_NS_B00,A35_44_SOLSE_PinE_NS_00_05,A35_44_SOLSE_PinE_NS_06_10,A35_44_SOLSE_PinE_NS_11,A35_44_SOLSE_PinE_NS_12,A35_44_SOLSE_PinE_NS_13,A35_44_SOLSE_PinE_NS_14,A35_44_SOLSE_PinE_NS_15,A35_44_SOLSE_PinE_NS_16,A35_44_SOLSE_PinE_NS_YNS,A35_44_SOLSE_PinE_NS_T,A35_44_SOLSE_T_B00,A35_44_SOLSE_T_00_05,A35_44_SOLSE_T_06_10,A35_44_SOLSE_T_11,A35_44_SOLSE_T_12,A35_44_SOLSE_T_13,A35_44_SOLSE_T_14,A35_44_SOLSE_T_15,A35_44_SOLSE_T_16,A35_44_SOLSE_T_YNS,A35_44_SOLSE_T_T,A35_44_L_PinE_NS_B00,A35_44_L_PinE_NS_00_05,A35_44_L_PinE_NS_06_10,A35_44_L_PinE_NS_11,A35_44_L_PinE_NS_12,A35_44_L_PinE_NS_13,A35_44_L_PinE_NS_14,A35_44_L_PinE_NS_15,A35_44_L_PinE_NS_16,A35_44_L_PinE_NS_YNS,A35_44_L_PinE_NS_T,A35_44_T_B00,A35_44_T_00_05,A35_44_T_06_10,A35_44_T_11,A35_44_T_12,A35_44_T_13,A35_44_T_14,A35_44_T_15,A35_44_T_16,A35_44_T_YNS,A35_44_T_T,A45_54_SEO_B00,A45_54_SEO_00_05,A45_54_SEO_06_10,A45_54_SEO_11,A45_54_SEO_12,A45_54_SEO_13,A45_54_SEO_14,A45_54_SEO_15,A45_54_SEO_16,A45_54_SEO_YNS,A45_54_SEO_T,A45_54_SOLSE_VWW_B00,A45_54_SOLSE_VWW_00_05,A45_54_SOLSE_VWW_06_10,A45_54_SOLSE_VWW_11,A45_54_SOLSE_VWW_12,A45_54_SOLSE_VWW_13,A45_54_SOLSE_VWW_14,A45_54_SOLSE_VWW_15,A45_54_SOLSE_VWW_16,A45_54_SOLSE_VWW_YNS,A45_54_SOLSE_VWW_T,A45_54_SOLSE_NWNAA_B00,A45_54_SOLSE_NWNAA_00_05,A45_54_SOLSE_NWNAA_06_10,A45_54_SOLSE_NWNAA_11,A45_54_SOLSE_NWNAA_12,A45_54_SOLSE_NWNAA_13,A45_54_SOLSE_NWNAA_14,A45_54_SOLSE_NWNAA_15,A45_54_SOLSE_NWNAA_16,A45_54_SOLSE_NWNAA_YNS,A45_54_SOLSE_NWNAA_T,A45_54_SOLSE_PinE_NS_B00,A45_54_SOLSE_PinE_NS_00_05,A45_54_SOLSE_PinE_NS_06_10,A45_54_SOLSE_PinE_NS_11,A45_54_SOLSE_PinE_NS_12,A45_54_SOLSE_PinE_NS_13,A45_54_SOLSE_PinE_NS_14,A45_54_SOLSE_PinE_NS_15,A45_54_SOLSE_PinE_NS_16,A45_54_SOLSE_PinE_NS_YNS,A45_54_SOLSE_PinE_NS_T,A45_54_SOLSE_T_B00,A45_54_SOLSE_T_00_05,A45_54_SOLSE_T_06_10,A45_54_SOLSE_T_11,A45_54_SOLSE_T_12,A45_54_SOLSE_T_13,A45_54_SOLSE_T_14,A45_54_SOLSE_T_15,A45_54_SOLSE_T_16,A45_54_SOLSE_T_YNS,A45_54_SOLSE_T_T,A45_54_L_PinE_NS_B00,A45_54_L_PinE_NS_00_05,A45_54_L_PinE_NS_06_10,A45_54_L_PinE_NS_11,A45_54_L_PinE_NS_12,A45_54_L_PinE_NS_13,A45_54_L_PinE_NS_14,A45_54_L_PinE_NS_15,A45_54_L_PinE_NS_16,A45_54_L_PinE_NS_YNS,A45_54_L_PinE_NS_T,A45_54_T_B00,A45_54_T_00_05,A45_54_T_06_10,A45_54_T_11,A45_54_T_12,A45_54_T_13,A45_54_T_14,A45_54_T_15,A45_54_T_16,A45_54_T_YNS,A45_54_T_T,A55_64_SEO_B00,A55_64_SEO_00_05,A55_64_SEO_06_10,A55_64_SEO_11,A55_64_SEO_12,A55_64_SEO_13,A55_64_SEO_14,A55_64_SEO_15,A55_64_SEO_16,A55_64_SEO_YNS,A55_64_SEO_T,A55_64_SOLSE_VWW_B00,A55_64_SOLSE_VWW_00_05,A55_64_SOLSE_VWW_06_10,A55_64_SOLSE_VWW_11
209041433,540,66,77,63,67,51,44,12,1221,0,0,0,0,0,0,0,0,0,0,3,176,184,576,70,82,70,67,54,44,23,1353,46,25,19,7,0,0,0,0,0,0,103,236,279,370,24,25,22,15,14,4,16,1002,3,21,26,7,5,5,0,0,3,0,79,0,0,5,0,0,0,0,0,0,0,7,245,304,400,27,31,31,18,15,8,18,1089,0,0,0,0,0,0,0,0,0,0,0,288,332,422,36,29,31,18,18,8,18,1194,62,9,10,0,0,0,0,0,0,3,83,263,96,95,11,5,3,3,4,0,5,495,46,22,18,4,0,6,0,0,0,5,101,3,0,3,0,0,0,0,0,0,0,4,310,114,118,13,13,8,3,5,4,16,600,0,0,0,0,0,0,0,0,0,0,0,369,126,125,12,13,8,3,5,4,18,685,52,9,9,0,0,0,0,0,0,3,76,183,28,24,0
209041434,469,58,79,63,54,35,20,16,1010,0,0,0,0,0,0,0,0,0,0,0,163,144,515,68,93,74,65,43,23,20,1218,92,24,60,18,4,4,3,3,3,4,222,131,173,342,31,44,21,23,16,6,15,797,3,3,20,3,7,3,0,3,3,0,49,0,0,6,0,0,0,0,0,0,0,11,142,174,367,32,55,22,21,20,11,12,849,0,0,0,0,0,0,0,0,0,0,0,234,200,426,46,52,28,26,21,16,20,1074,117,28,30,4,5,3,0,0,0,10,193,160,51,90,13,12,6,3,9,4,10,353,9,5,7,3,3,0,0,7,6,11,54,0,0,0,0,0,0,0,0,0,0,6,167,53,102,13,16,8,6,11,14,21,412,0,0,0,0,0,0,0,0,0,0,0,283,84,129,24,25,11,6,14,14,27,611,135,12,17,3,0,0,0,3,0,3,168,164,13,16,4
209041435,227,32,32,38,21,13,14,9,582,0,0,0,0,0,0,0,0,0,0,0,155,110,251,35,42,38,28,21,18,11,705,73,25,18,12,0,0,3,0,0,3,134,158,187,223,33,24,13,7,7,5,8,671,4,8,8,4,0,3,3,0,0,0,26,3,0,3,0,0,0,0,0,0,0,5,164,196,233,38,24,20,8,7,7,5,706,0,0,0,0,0,0,0,0,0,0,0,234,219,257,42,24,23,13,5,7,6,835,108,11,11,0,0,6,0,0,0,3,145,261,66,64,3,9,0,3,4,0,11,428,18,6,3,0,0,0,0,4,0,7,38,0,0,3,0,0,0,0,0,0,0,3,285,69,71,5,12,0,3,5,0,10,468,0,0,0,0,0,0,0,0,0,0,0,397,85,82,5,16,9,3,5,0,16,615,93,4,0,0,0,0,0,0,0,4,108,224,17,19,3
209041436,211,32,31,39,31,29,17,7,528,0,0,0,0,0,0,0,0,0,0,0,95,72,226,32,37,50,39,28,20,11,612,60,20,16,3,10,3,3,3,0,0,118,114,121,168,7,21,16,24,13,0,7,491,3,9,11,0,10,4,0,4,0,0,42,0,0,0,0,0,0,0,0,0,0,0,117,132,176,11,33,20,24,15,3,4,535,0,0,0,0,0,0,0,0,0,0,0,179,154,190,15,38,23,25,18,5,6,660,116,15,10,0,5,7,0,0,0,12,160,245,67,76,4,0,7,3,7,0,5,428,24,13,8,0,3,3,3,4,5,3,53,0,0,0,0,0,0,0,0,0,0,0,269,79,89,9,6,8,3,7,5,12,478,0,0,0,0,0,0,0,0,0,0,0,385,89,96,9,6,16,3,7,5,17,640,135,10,6,0,0,0,0,0,0,3,156,211,20,11,0
209041437,663,91,80,76,43,45,22,19,1280,0,0,0,0,0,0,0,0,0,0,0,135,178,697,90,84,75,46,45,25,24,1394,40,18,14,3,3,0,3,3,0,0,93,135,158,389,40,26,23,13,12,13,8,818,5,8,25,7,6,6,0,0,0,3,60,0,0,0,0,0,0,0,0,0,0,7,140,166,417,44,35,26,13,12,15,13,879,0,0,0,0,0,0,0,0,0,0,0,177,185,432,54,43,26,14,20,15,13,970,34,8,7,3,0,0,0,0,0,4,59,118,55,59,8,10,10,7,3,0,0,277,15,4,10,3,3,6,4,3,6,9,66,3,0,0,0,0,0,0,0,0,0,3,140,60,70,11,13,15,7,8,6,8,347,0,0,0,0,0,0,0,0,0,0,0,175,70,82,13,16,15,12,8,6,12,402,45,5,3,4,0,0,0,0,0,0,52,118,13,11,4
210011226,62,11,10,12,20,15,9,6,182,0,0,0,0,0,0,0,0,0,0,0,39,24,81,18,17,12,21,18,13,7,254,38,12,16,0,0,0,0,0,0,3,71,35,18,52,5,7,4,3,8,4,3,129,3,0,3,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,3,38,22,54,5,7,7,5,8,4,3,140,0,0,0,0,0,0,0,0,0,0,0,79,28,70,7,7,8,5,8,4,7,212,57,8,0,0,0,0,0,0,4,0,71,85,23,9,0,0,4,0,0,0,0,124,3,3,3,0,0,0,0,0,0,3,16,0,0,0,0,0,0,0,0,0,0,4,91,27,14,0,0,4,0,0,0,4,146,0,0,0,0,0,0,0,0,0,0,0,147,35,18,0,4,4,0,0,3,7,218,103,0,0,0,0,0,0,0,0,3,117,131,6,0,0
210011227,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
210011228,12,0,0,5,6,3,3,3,60,0,0,0,0,0,0,0,0,0,0,0,29,6,19,3,3,3,4,5,5,3,91,50,22,13,7,0,0,0,0,0,3,91,44,16,9,0,5,3,5,4,0,8,93,4,3,3,0,0,4,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,48,20,13,0,5,3,5,4,0,8,102,0,0,0,0,0,0,0,0,0,0,0,97,38,28,7,6,6,5,4,0,6,195,96,9,8,0,0,0,0,0,0,3,120,153,9,7,0,0,0,0,0,0,9,176,9,0,3,3,0,3,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,166,7,7,5,0,3,0,0,0,9,194,0,0,0,0,0,0,0,0,0,0,0,257,21,15,3,0,3,0,0,0,12,308,132,3,0,0,0,0,0,0,0,4,139,200,3,3,0
210011229,179,34,37,76,44,21,26,20,638,0,0,0,0,0,0,0,0,0,0,0,182,96,218,43,49,79,53,25,21,29,802,132,50,40,11,0,5,6,3,0,4,254,328,105,131,20,32,20,21,12,9,16,698,11,3,12,3,4,16,8,3,4,3,62,0,0,0,0,0,0,0,0,0,0,0,341,107,148,25,40,31,26,17,7,20,768,0,0,0,0,0,0,0,0,0,0,0,468,162,188,36,40,35,31,20,7,28,1013,221,23,9,0,5,0,0,0,0,3,268,519,63,40,5,8,6,0,0,0,22,671,82,7,0,7,4,11,0,8,0,7,130,3,0,0,0,0,0,0,0,0,0,3,608,68,45,14,12,17,4,6,3,26,802,0,0,0,0,0,0,0,0,0,3,3,830,95,54,10,18,17,4,6,6,38,1078,272,17,8,0,0,3,0,0,0,13,309,787,16,4,0
210011230,33,6,8,16,13,4,3,0,119,0,0,0,0,0,0,0,0,0,0,0,31,29,44,13,16,18,10,16,3,4,179,48,10,10,3,0,0,3,0,0,7,82,38,24,23,4,3,5,6,3,0,0,108,0,0,3,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,41,27,22,4,3,6,6,4,3,0,112,0,0,0,0,0,0,0,0,0,0,0,92,38,31,8,3,8,10,8,3,8,202,92,5,7,3,4,3,3,0,0,4,123,74,14,7,0,3,4,3,0,3,0,102,6,3,0,0,0,0,0,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0,81,16,7,0,3,6,3,0,3,0,122,0,0,0,0,0,0,0,0,0,0,0,174,21,13,6,6,5,3,0,3,8,242,92,0,0,0,0,0,0,0,0,0,88,77,3,0,0
210011231,28,3,3,13,4,3,3,0,109,0,0,0,0,0,0,0,0,0,0,0,47,27,39,6,10,17,4,3,7,6,158,68,27,10,3,3,3,3,0,0,3,123,62,24,33,0,0,3,3,3,0,9,141,3,3,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,69,24,39,0,3,3,3,3,0,9,150,0,0,0,0,0,0,0,0,0,0,0,136,54,47,6,6,11,4,3,0,7,275,141,7,6,0,0,4,0,4,0,0,161,116,19,5,0,0,0,0,0,0,4,145,14,0,0,0,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,127,19,5,0,0,3,0,0,0,8,159,0,0,0,0,0,0,0,0,0,0,0,266,19,10,0,0,9,0,4,0,4,318,123,0,0,0,0,0,0,0,0,3,129,97,6,0,0
210021232,13,4,0,0,0,3,0,3,34,0,0,0,0,0,0,0,0,0,0,0,27,11,32,7,7,0,5,4,0,6,92,82,31,42,11,4,0,0,3,0,5,178,17,3,12,3,0,7,3,0,0,0,50,3,3,0,0,0,0,0,0,0,0,11,3,0,0,0,0,0,0,0,0,0,0,22,3,14,3,5,7,9,0,0,0,65,0,0,0,0,0,0,0,0,0,0,0,101,40,58,10,4,7,9,5,0,5,238,196,23,23,4,0,3,3,0,0,5,258,38,3,12,0,0,0,0,0,0,0,62,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,39,4,12,3,0,0,0,0,0,3,67,0,0,0,0,0,0,0,0,0,0,0,241,29,41,6,0,3,4,0,0,9,331,218,13,9,0,0,0,0,0,0,10,247,40,0,0,0
210021233,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,6,0,9,0,0,0,0,0,0,0,21,25,22,6,3,0,0,0,0,0,0,51,0,8,3,0,0,0,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,3,0,0,0,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,23,31,7,3,0,0,0,0,0,0,66,62,17,4,0,0,0,0,0,0,3,89,6,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,66,16,3,0,0,0,0,0,0,3,96,77,3,0,0,0,0,0,0,0,4,90,11,0,0,0
210021234,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,3,3,3,0,0,0,0,0,0,0,14,31,7,7,8,0,0,0,0,0,0,53,4,3,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,35,10,5,8,0,0,0,0,0,0,59,78,23,10,0,0,0,0,0,0,3,111,6,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,84,23,11,0,0,0,0,0,0,3,119,80,4,0,0,0,0,0,0,0,3,89,21,0,0,0
210021235,5,0,0,0,3,0,3,0,26,0,0,0,0,0,0,0,0,0,0,0,16,6,14,3,3,3,3,0,3,0,59,41,25,10,3,0,0,0,0,0,3,79,14,8,8,0,0,0,0,0,0,0,25,0,0,0,0,0,3,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,14,8,4,0,0,3,0,0,0,0,29,0,0,0,0,0,0,0,0,0,0,3,56,29,11,3,0,3,0,0,0,6,113,133,14,14,0,0,0,0,0,0,5,160,25,7,5,0,0,0,0,0,0,0,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,5,5,0,0,0,0,0,0,0,33,0,0,0,0,0,0,0,0,0,0,0,155,14,17,0,0,0,0,0,0,5,199,164,8,3,0,0,0,0,0,0,3,186,36,0,4,0
210031236,120,23,35,29,49,30,19,8,387,0,0,0,0,0,0,0,0,0,0,0,81,41,160,43,54,37,60,35,23,13,547,84,32,28,4,3,3,3,3,0,3,167,62,42,48,11,12,12,9,9,0,5,210,3,4,3,4,3,4,0,3,0,0,24,0,0,0,0,0,0,0,0,0,0,3,64,44,52,12,10,13,15,16,3,6,235,0,0,0,0,0,0,0,0,0,0,4,151,80,78,21,15,16,18,17,0,12,406,102,4,6,0,5,0,3,0,0,0,128,137,12,12,3,0,4,3,0,0,3,177,19,3,4,0,5,0,0,5,0,0,40,0,0,0,0,0,0,0,0,0,0,0,156,19,17,3,5,7,3,5,0,3,216,0,0,0,0,0,0,0,0,0,0,0,254,25,23,3,10,6,3,3,3,3,342,45,0,3,0,0,0,0,0,0,0,48,158,3,0,0
210031237,376,75,99,140,126,102,72,27,1240,0,0,0,0,0,0,0,0,0,0,0,135,120,408,79,107,145,129,109,73,31,1342,54,33,26,11,4,5,0,0,0,4,126,166,206,239,37,27,29,27,17,4,11,756,14,18,27,4,11,9,3,3,7,3,100,0,3,0,0,0,0,0,0,0,0,6,183,230,269,43,36,36,30,21,8,10,866,0,0,0,0,0,0,0,0,0,0,0,230,256,293,51,38,38,30,22,8,14,989,65,3,3,0,0,0,0,0,0,3,80,400,33,41,7,6,4,0,3,0,18,512,59,22,8,8,0,4,0,3,6,3,109,3,0,0,0,0,0,0,0,0,3,3,463,52,51,10,11,9,0,7,9,23,628,0,0,0,0,0,0,0,0,0,0,0,531,54,54,10,11,9,0,7,9,31,711,99,0,0,0,0,0,0,0,0,5,106,348,15,10,3
210031239,495,82,121,123,151,142,57,36,1456,0,0,0,0,0,0,0,0,0,0,3,217,186,583,116,157,143,177,162,70,39,1846,177,69,79,9,10,5,3,3,0,0,361,197,175,238,36,47,47,39,31,26,19,855,9,20,21,7,12,6,7,8,0,4,91,0,0,3,0,0,0,0,0,0,3,4,211,194,259,49,55,60,46,33,24,26,957,0,0,0,0,0,0,0,0,0,0,0,390,268,336,56,69,63,45,36,30,30,1317,233,27,14,3,0,3,7,0,0,8,294,326,50,51,9,4,5,3,7,3,12,474,39,13,10,0,7,3,0,9,0,9,93,3,3,0,0,0,0,0,0,0,0,10,369,62,61,12,14,12,10,12,3,20,572,0,0,0,0,0,0,0,0,0,0,0,602,86,80,9,14,8,10,12,3,29,865,171,7,13,0,0,0,0,0,0,7,201,357,4,6,3
210031438,883,159,217,251,243,227,119,61,2489,0,0,3,0,0,0,0,0,0,0,3,214,208,942,181,233,271,258,232,124,69,2747,79,43,41,9,7,10,3,5,0,3,192,254,238,372,53,54,56,43,44,21,23,1170,21,20,37,9,17,27,14,17,7,0,162,0,3,4,0,0,0,0,0,0,0,7,270,266,415,69,67,87,56,61,26,27,1342,0,0,0,0,0,0,0,0,0,0,4,351,302,458,71,75,91,57,60,31,31,1536,138,27,19,4,3,0,0,0,0,7,198,427,68,61,9,12,4,4,7,5,13,615,64,29,21,3,6,4,3,10,7,12,161,7,0,0,0,0,0,0,0,0,0,13,503,102,80,14,21,10,7,17,12,18,788,0,0,0,0,0,0,0,0,0,0,3,642,123,100,22,20,10,11,15,12,28,987,159,5,3,0,0,0,0,0,0,7,182,352,15,7,0
210031439,12,0,4,0,3,0,4,3,60,0,0,0,0,0,0,0,0,0,0,0,39,6,19,4,4,3,8,0,4,3,90,25,6,3,0,0,0,0,0,0,0,43,37,24,13,6,0,0,0,0,0,0,78,3,0,3,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,35,24,10,3,0,0,0,0,0,0,85,0,0,0,0,0,0,0,0,0,0,0,66,29,17,6,3,0,0,0,0,6,125,40,4,3,0,0,0,0,0,0,4,43,80,7,5,0,0,0,0,0,0,0,96,6,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,85,9,10,0,0,0,0,0,0,3,108,0,0,0,0,0,0,0,0,0,0,0,129,12,12,0,0,0,0,0,0,6,153,30,0,0,0,0,0,0,0,0,0,32,63,4,0,0
210031440,80,19,22,33,13,18,4,9,241,0,0,0,0,0,0,0,0,0,0,0,29,29,87,20,27,35,16,25,4,8,284,36,7,4,0,0,0,0,0,3,0,54,61,27,36,3,8,3,0,10,3,4,155,8,9,5,0,3,0,0,4,3,0,29,0,0,0,0,0,0,0,0,0,0,0,68,36,39,3,12,3,0,13,5,3,187,0,0,0,0,0,0,0,0,0,0,0,108,41,49,3,14,3,3,13,9,4,238,41,4,0,0,0,0,0,0,0,0,51,118,8,10,0,0,0,4,3,0,4,147,18,4,4,0,0,0,0,0,0,0,28,0,0,0,0,0,0,0,0,0,0,0,130,9,13,0,0,0,3,3,0,8,173,0,0,0,0,0,0,0,0,0,3,3,168,17,13,0,0,0,6,6,0,8,230,38,6,0,0,0,0,0,0,0,0,44,99,11,4,0
210041240,27,15,6,5,4,0,0,3,80,0,0,0,0,0,0,0,0,0,0,0,43,26,47,19,13,6,4,0,4,4,163,66,19,20,9,3,0,7,9,0,0,137,39,13,32,0,6,7,3,3,0,0,101,3,0,0,0,3,3,3,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,40,13,30,5,10,8,3,3,0,3,115,0,0,0,0,0,0,0,0,0,0,0,102,37,52,13,13,10,13,12,0,6,247,214,22,21,4,0,0,0,0,0,6,278,63,10,10,7,3,4,0,4,0,0,102,5,0,0,0,0,4,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,65,12,10,7,4,3,0,7,0,0,113,0,0,0,0,0,0,0,0,0,0,0,281,36,38,11,4,3,4,4,0,6,392,252,15,5,0,0,0,0,0,0,9,285,73,8,0,0
210041241,87,15,10,18,14,13,8,3,231,0,0,0,0,0,0,0,0,0,0,0,105,59,133,35,20,30,22,21,19,7,443,184,62,41,12,11,5,10,6,3,9,340,47,49,80,10,10,14,14,3,5,8,238,0,3,3,0,0,5,0,3,0,0,22,0,0,0,0,0,0,0,0,0,0,3,46,48,83,10,13,18,17,9,5,5,260,0,0,0,0,0,0,0,0,0,0,0,235,118,128,24,18,24,21,12,10,13,600,390,60,24,12,8,3,0,3,4,13,519,138,32,36,10,3,4,0,3,0,3,230,8,5,5,0,0,0,0,3,0,0,25,3,0,0,0,0,0,0,0,0,0,3,146,36,36,10,3,4,0,8,0,6,254,0,0,0,0,0,0,0,0,0,0,0,540,96,66,17,11,10,4,11,4,13,773,475,23,20,0,0,3,0,0,3,13,534,139,14,4,0
210051242,440,87,97,157,139,123,75,29,1365,0,0,0,0,0,0,0,0,0,95,95,145,118,467,86,98,169,148,123,75,131,1558,27,12,9,0,0,0,3,4,0,13,69,189,137,160,31,25,36,27,25,5,9,643,31,33,41,8,22,41,12,12,16,9,217,0,4,0,0,0,0,0,0,0,0,9,227,174,200,37,42,77,36,38,26,12,871,0,0,0,0,0,0,0,0,0,37,37,247,185,215,39,45,77,38,44,22,62,975,67,17,3,0,0,0,0,0,0,3,96,302,52,42,14,3,5,8,4,5,9,443,108,30,36,15,13,27,8,17,13,9,281,3,0,0,0,0,0,0,0,0,3,8,414,82,72,30,14,31,15,24,19,23,731,0,0,0,0,0,0,0,0,0,24,24,486,97,79,30,14,31,15,22,19,47,848,117,4,0,0,0,0,0,0,0,3,128,291,17,18,7
210051243,314,83,75,120,84,68,29,33,1185,0,0,0,0,0,0,0,0,0,3,0,230,188,331,82,83,124,92,69,32,43,1269,39,3,10,0,3,0,0,0,0,0,59,322,149,161,23,17,31,16,9,8,26,760,59,64,60,26,20,27,21,18,9,10,319,3,3,0,0,0,0,0,0,0,0,9,387,222,213,46,33,56,33,26,24,38,1078,0,0,0,0,0,0,0,0,0,0,3,424,223,227,49,34,59,36,23,24,43,1136,72,8,0,0,3,0,0,0,0,0,84,547,57,60,9,9,13,9,3,3,30,731,198,51,44,22,10,24,10,17,6,8,399,9,0,0,0,0,0,0,0,0,3,11,752,115,109,29,17,36,17,18,11,39,1142,0,0,0,0,0,0,0,0,0,3,5,822,118,110,33,20,36,17,22,14,40,1235,78,3,0,0,0,0,0,0,0,3,83,404,27,11,3
210051245,74,14,18,16,17,21,12,14,320,0,0,0,0,0,0,0,0,0,0,0,132,52,87,19,29,22,23,19,15,18,411,90,12,22,0,5,0,0,3,0,4,140,151,65,68,4,13,13,15,15,6,3,349,13,9,6,3,0,11,4,6,4,4,58,0,3,0,0,0,0,0,0,0,0,3,160,78,79,9,13,16,18,18,7,6,414,0,0,0,0,0,0,0,0,0,0,0,253,89,95,10,16,25,24,26,7,14,554,217,22,8,6,0,0,0,0,0,14,267,348,37,34,7,9,7,4,3,0,8,456,41,11,9,3,3,4,4,5,0,3,84,3,0,0,0,0,0,0,0,0,0,3,397,46,43,9,17,8,13,9,0,15,543,0,0,0,0,0,0,0,0,0,0,0,610,68,54,12,14,12,13,9,0,27,815,298,14,4,0,0,0,0,0,0,14,337,487,16,10,0
