SA2_MAINCODE_2016,R_0_74_LT_Real_estate_agent,R_0_74_LT_Ste_terr_hsg_auth,R_0_74_LT_Psn_not_Sme_hhd,R_0_74_LT_hs_coop_com_ch_g,R_0_74_LT_Other_Lld_type,R_0_74_LT_Lld_type_ns,R_0_74_Tot,R_75_99_LT_Real_estate_agent,R_75_99_LT_Ste_terr_hsg_auth,R_75_99_LT_Psn_not_Sme_hhd,R_75_99_LT_hs_coop_com_ch_g,R_75_99_LT_Other_Lld_type,R_75_99_LT_Lld_type_ns,R_75_99_Tot,R_100_149_LT_Real_eSte_agent,R_100_149_LT_St_ter_hsg_aut,R_100_149_LT_Psn_not_Sme_hhd,R_100_149_LT_hs_coop_com_ch_g,R_100_149_LT_Other_Lld_type,R_100_149_LT_Lld_type_ns,R_100_149_Tot,R_150_199_LT_Real_eSte_agent,R_150_199_LT_Ste_ter_hsg_aut,R_150_199_LT_Psn_not_Sme_hhd,R_150_199_LT_hs_coop_com_ch_g,R_150_199_LT_Other_Lld_type,R_150_199_LT_Lld_type_ns,R_150_199_Tot,R_200_224_LT_Real_eSte_agent,R_200_224_LT_Ste_ter_hsg_aut,R_200_224_LT_Psn_not_Sme_hhd,R_200_224_LT_hs_coop_com_ch_g,R_200_224_LT_Other_Lld_type,R_200_224_LT_Lld_type_ns,R_200_224_Tot,R_225_274_LT_Real_eSte_agent,R_225_274_LT_Ste_ter_hsg_aut,R_225_274_LT_Psn_not_Sme_hhd,R_225_274_LT_hs_coop_com_ch_g,R_225_274_LT_Other_Lld_type,R_225_274_LT_Lld_type_ns,R_225_274_Tot,R_275_349_LT_Real_eSte_agent,R_275_349_LT_Ste_ter_hsg_aut,R_275_349_LT_Psn_not_Sme_hhd,R_275_349_LT_hs_coop_com_ch_g,R_275_349_LT_Other_Lld_type,R_275_349_LT_Lld_type_ns,R_275_349_Tot,R_350_449_LT_Real_eSte_agent,R_350_449_LT_Ste_ter_hsg_aut,R_350_449_LT_Psn_not_Sme_hhd,R_350_449_LT_hs_coop_com_ch_g,R_350_449_LT_Other_Lld_type,R_350_449_LT_Lld_type_ns,R_350_449_Tot,R_450_549_LT_Real_eSte_agent,R_450_549_LT_Ste_ter_hsg_aut,R_450_549_LT_Psn_not_Sme_hhd,R_450_549_LT_hs_coop_com_ch_g,R_450_549_LT_Other_Lld_type,R_450_549_LT_Lld_type_ns,R_450_549_Tot,R_550_649_LT_Real_eSte_agent,R_550_649_LT_Ste_ter_hsg_aut,R_550_649_LT_Psn_not_Sme_hhd,R_550_649_LT_hs_coop_com_ch_g,R_550_649_LT_Other_Lld_type,R_550_649_LT_Lld_type_ns,R_550_649_Tot,R_650_749_LT_Real_eSte_agent,R_650_749_LT_Ste_ter_hsg_aut,R_650_749_LT_Psn_not_Sme_hhd,R_650_749_LT_hs_coop_com_ch_g,R_650_749_LT_Other_Lld_type,R_650_749_LT_Lld_type_ns,R_650_749_Tot,R_750_849_LT_Real_eSte_agent,R_750_849_LT_Ste_ter_hsg_aut,R_750_849_LT_Psn_not_Sme_hhd,R_750_849_LT_hs_coop_com_ch_g,R_750_849_LT_Other_Lld_type,R_750_849_LT_Lld_type_ns,R_750_849_Tot,R_850_949_LT_Real_estat_agent,R_850_949_LT_Ste_ter_hsg_aut,R_850_949_LT_Psn_not_Sme_hhd,R_850_949_LT_hs_coop_com_ch_g,R_850_949_LT_Other_Lld_type,R_850_949_LT_Lld_type_ns,R_850_949_Tot,R_950_over_LT_Real_eSte_agent,R_950_over_LT_Ste_ter_hsg_aut,R_950_over_LT_Psn_not_Sme_hhd,R_950_ovr_LT_hs_coop_com_ch_g,R_950_over_LT_Other_Lld_type,R_950_over_LT_Lld_type_ns,R_950_over_Tot,Rent_ns_LT_Real_eSte_agent,Rent_ns_LT_Ste_ter_hsg_auth,Rent_ns_LT_Psn_not_Sme_hhd,Rent_ns_LT_hs_coop_com_ch_g,Rent_ns_LT_Other_Lld_type,Rent_ns_LT_Lld_type_ns,Rent_ns_Tot,Tot_LT_Real_eSte_agent,Tot_LT_Ste_ter_hsg_auth,Tot_LT_Psn_not_Sme_hhd,Tot_LT_hs_coop_com_ch_g,Tot_LT_Other_Lld_type,Tot_LT_Lld_type_ns,Tot_Tot
203021043,3,0,24,0,9,12,45,3,0,3,0,0,0,6,3,3,7,8,12,0,40,14,3,21,6,10,0,60,12,5,19,6,5,0,45,111,0,40,8,0,3,161,377,4,64,0,3,0,450,271,0,39,0,4,4,316,31,0,5,0,0,0,32,12,0,0,0,0,0,10,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,5,19,0,0,4,54,855,22,242,34,49,24,1230
203021044,3,0,3,0,0,9,17,0,3,0,0,0,0,3,0,3,5,0,4,0,15,3,6,9,0,6,0,33,8,3,14,3,4,0,32,47,3,30,0,3,0,83,200,4,67,0,5,0,278,263,0,35,0,5,0,304,10,0,11,0,0,0,20,4,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,3,9,0,3,0,29,552,28,192,4,31,10,823
203021045,0,9,17,3,3,14,45,0,14,5,6,3,0,27,7,100,23,10,3,3,149,92,65,43,42,3,0,243,72,32,48,23,3,0,168,219,39,89,17,9,4,369,410,22,94,5,7,3,538,106,3,27,13,18,4,167,3,0,3,0,0,0,15,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,19,17,17,8,3,3,64,927,301,364,119,60,27,1803
203021046,0,8,11,0,5,13,36,0,7,0,0,0,0,5,12,19,18,11,0,0,59,35,10,25,3,4,0,85,49,9,12,0,0,0,64,103,4,34,6,3,0,147,233,3,43,0,3,0,281,185,0,29,0,0,0,208,69,0,17,0,0,0,84,31,0,3,0,0,0,33,7,0,3,0,0,0,4,8,0,0,0,0,0,8,0,0,0,0,0,0,0,3,0,0,0,0,0,3,17,4,4,3,4,3,33,741,62,193,23,20,15,1051
203021047,0,7,26,3,7,16,61,0,6,0,13,5,0,25,13,65,10,7,4,4,112,78,15,24,8,7,0,137,35,8,47,5,15,0,101,184,4,67,7,9,6,270,513,12,76,0,14,4,618,169,0,18,0,0,0,192,32,0,7,0,3,0,42,13,0,5,0,0,0,13,5,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,12,14,0,6,3,48,1057,138,293,39,65,33,1631
203031048,3,0,5,0,3,11,25,0,4,0,0,0,0,3,0,3,12,0,0,0,22,10,0,15,0,0,0,25,20,0,26,8,0,0,53,109,0,46,0,6,0,154,309,0,60,0,3,0,369,180,0,24,0,0,0,212,7,0,8,0,0,0,14,3,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,4,8,0,7,0,0,3,16,642,10,204,8,14,20,898
203031049,0,0,16,0,0,13,31,0,0,0,0,0,0,3,3,10,9,3,3,0,24,6,4,10,7,0,0,27,7,0,11,0,0,0,22,21,0,12,0,4,0,40,60,0,30,0,0,0,90,95,0,32,0,3,0,134,22,0,3,0,0,0,24,4,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,14,0,0,0,21,221,16,139,8,17,16,416
203031050,3,0,32,0,7,42,91,0,0,6,0,0,0,6,0,28,19,0,0,0,48,13,6,29,3,0,0,53,31,3,27,6,3,0,71,71,3,47,9,3,0,134,269,0,67,0,3,0,352,623,3,96,0,3,0,728,108,0,22,0,0,0,132,26,0,4,0,0,0,28,5,0,0,0,0,0,9,0,0,0,0,0,0,0,4,0,0,0,0,0,5,0,0,0,0,0,0,0,18,3,15,0,4,0,34,1175,48,374,25,32,47,1700
203031051,0,0,20,0,3,17,40,0,0,0,12,0,0,10,8,0,6,4,4,0,22,18,0,24,0,0,0,44,31,0,20,0,0,0,51,187,0,34,0,3,0,227,221,0,27,0,0,0,245,62,0,17,0,3,0,85,4,0,3,0,0,0,3,0,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,0,5,0,0,0,32,554,0,152,18,14,27,764
203031052,0,0,16,0,0,17,37,0,0,0,0,0,0,3,3,6,4,0,0,0,12,4,3,11,0,3,0,23,3,0,3,0,0,0,12,21,0,8,0,0,0,29,59,0,23,0,0,0,81,72,0,13,0,0,0,81,12,0,3,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,3,0,8,170,7,90,4,8,17,293
203031053,4,0,28,0,3,26,63,3,0,3,0,0,0,4,5,0,9,0,0,0,23,8,0,21,0,0,0,29,10,0,12,0,0,0,24,34,0,24,0,0,0,54,127,0,56,0,3,0,188,410,0,79,0,4,0,493,291,0,54,0,3,0,348,75,0,7,0,0,0,81,13,0,3,0,0,0,17,3,0,0,0,0,0,7,0,0,0,0,0,0,0,7,0,0,0,0,0,4,8,0,16,3,4,3,32,1001,3,313,5,18,36,1376
204011054,4,3,15,0,12,15,50,0,3,0,0,3,0,10,4,13,21,0,6,0,55,44,11,27,0,10,0,89,46,0,25,0,3,0,73,66,0,31,0,3,0,109,41,0,16,0,0,0,59,10,0,9,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,7,10,0,3,0,17,220,42,154,0,51,24,483
204011055,0,3,28,5,17,21,80,0,0,5,0,0,0,7,9,20,35,10,9,4,81,40,10,45,3,3,0,104,39,3,17,0,0,0,62,62,0,17,0,4,0,84,30,0,11,0,0,0,39,8,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,3,0,3,0,11,3,18,181,42,175,20,50,31,495
204011056,3,4,20,3,4,19,53,0,8,3,4,0,0,17,3,33,18,0,3,0,62,18,13,21,0,0,0,51,31,6,23,0,3,0,57,170,4,59,0,15,0,251,354,0,47,0,4,4,407,85,0,17,0,0,3,105,7,0,3,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,5,0,0,0,5,8,0,11,0,3,3,30,685,71,223,12,29,25,1048
204011057,0,4,20,0,24,33,85,0,3,0,0,0,0,9,3,35,20,0,3,0,56,22,10,28,0,3,0,71,22,5,29,0,5,0,65,54,0,20,0,5,0,75,117,0,37,0,3,0,165,41,0,12,0,0,0,54,3,0,0,0,0,0,6,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,3,0,0,0,7,5,0,5,0,16,0,30,287,54,181,0,67,41,629
204011058,0,0,15,0,13,19,52,0,0,0,0,3,0,4,0,9,12,0,0,0,23,19,0,18,0,0,0,43,20,3,19,0,0,0,37,50,0,21,0,0,0,69,36,0,7,0,0,0,46,25,0,3,0,0,0,28,3,0,0,0,0,0,3,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,3,0,8,0,15,158,18,107,3,28,19,334
204011059,0,9,8,0,0,17,44,0,9,0,0,0,0,15,16,77,16,0,6,0,116,75,60,50,0,10,4,199,85,25,31,3,3,0,148,101,4,21,0,10,0,133,54,0,26,0,0,0,82,14,0,3,0,0,0,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,14,5,0,6,0,44,355,204,165,6,43,18,794
204011060,0,0,10,0,11,8,32,0,0,3,0,0,0,3,0,0,8,0,0,0,7,0,0,12,0,0,0,15,3,0,8,0,8,0,17,6,7,16,0,125,0,152,10,4,5,0,66,0,88,9,3,0,0,7,0,21,0,0,0,0,3,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,10,0,13,30,13,74,0,225,13,359
204011061,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,9
204011062,0,0,13,3,11,10,33,0,0,0,0,0,0,3,4,3,10,0,4,3,23,4,0,14,0,0,0,20,13,3,9,3,0,0,25,31,0,24,0,3,0,54,36,0,10,0,3,0,49,10,0,3,0,0,0,14,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,6,0,4,0,14,96,10,92,3,20,14,238
204021063,3,12,17,0,0,8,39,3,11,3,0,0,0,23,37,104,25,9,3,0,173,183,42,47,3,3,6,281,119,30,33,0,3,0,190,191,17,45,0,4,0,257,115,4,21,0,0,0,138,31,0,8,0,0,0,41,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,20,6,3,7,3,50,683,242,215,14,26,21,1205
204021064,0,0,26,0,5,11,39,0,0,5,0,0,0,5,3,0,8,0,0,0,16,15,0,18,0,0,0,35,9,0,13,0,0,0,22,9,0,6,0,0,0,16,5,0,3,0,0,0,7,4,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,8,50,0,76,0,11,17,148
204021065,0,5,6,0,9,12,31,0,0,0,0,0,0,0,12,23,13,0,3,0,54,32,3,15,8,0,0,63,24,0,20,0,0,0,44,59,0,10,0,0,0,74,18,0,11,0,0,0,27,7,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,3,3,0,0,0,6,157,44,86,9,17,10,324
204021066,3,15,24,6,5,18,71,0,19,0,8,0,3,33,30,178,37,13,8,0,278,226,86,92,10,9,4,424,139,30,88,3,3,0,272,329,36,78,3,10,7,464,300,5,56,0,0,0,364,104,0,16,0,0,0,124,6,0,3,0,0,0,5,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,32,25,4,0,7,80,1162,402,420,54,35,35,2115
204021067,0,0,57,0,13,38,110,0,0,5,0,0,0,7,3,5,44,0,8,0,57,15,0,45,0,15,3,75,17,0,24,0,0,0,42,30,0,27,0,3,0,58,22,0,11,0,0,0,40,12,0,3,0,0,0,14,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,3,3,17,95,8,229,0,38,46,417
204031068,0,0,10,0,4,11,22,0,0,0,0,0,0,6,12,17,13,0,0,0,43,8,5,17,0,0,0,41,14,0,20,0,0,0,37,33,0,19,0,0,0,52,71,0,15,0,0,0,91,30,0,10,0,0,0,32,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,7,3,6,0,0,18,166,41,110,5,13,15,346
204031069,0,3,23,0,17,19,61,0,4,8,0,3,0,13,8,20,31,0,3,0,66,59,3,51,0,7,0,113,46,3,39,0,7,0,88,78,0,37,0,9,0,126,76,0,18,0,3,0,98,37,0,14,0,0,0,49,7,0,3,0,0,0,10,0,0,3,0,0,0,3,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,4,0,16,0,0,11,0,12,0,24,308,30,253,0,59,20,682
204031070,0,0,3,0,3,4,11,0,0,0,0,0,0,0,0,4,5,0,0,0,14,13,0,13,0,3,0,31,8,0,10,0,3,0,15,14,0,11,0,0,0,31,14,0,12,0,0,0,29,3,0,0,0,0,0,3,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,3,0,5,62,4,63,0,10,6,147
204031071,0,0,26,0,5,14,45,0,3,4,0,0,0,12,8,15,14,0,0,0,50,39,18,33,3,3,0,95,35,0,18,0,0,0,52,60,3,8,0,0,0,77,36,0,11,0,0,0,48,10,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,7,0,0,3,14,195,36,132,3,10,21,399
204031072,0,3,42,0,14,30,81,0,0,4,0,4,0,14,24,14,40,3,6,7,89,33,0,70,0,8,0,119,25,0,16,0,0,3,40,30,0,20,0,4,0,57,15,0,6,0,0,0,21,3,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,3,0,15,135,20,211,3,38,39,444
204031073,3,21,21,4,0,3,50,0,10,0,3,3,0,13,5,149,12,7,4,0,184,60,81,31,11,7,0,182,145,64,51,0,12,0,275,264,25,70,0,70,3,428,457,4,50,0,28,0,539,170,3,16,0,4,0,195,13,0,9,0,3,0,20,7,0,0,0,0,0,7,3,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,12,10,3,5,0,46,1142,377,266,22,131,10,1948
204031074,0,26,20,4,9,17,73,0,17,0,0,0,0,25,52,217,29,0,0,3,308,238,86,75,7,8,7,416,183,69,78,3,8,0,349,428,30,106,4,117,3,694,532,10,76,0,45,3,672,416,0,26,0,3,3,451,27,0,3,0,6,0,39,4,3,0,0,0,0,6,3,0,0,0,0,0,3,3,0,3,0,0,0,8,0,0,0,0,0,0,3,0,0,0,0,0,0,3,31,30,18,3,5,0,92,1922,490,442,25,206,40,3130
204031075,0,0,21,0,11,7,33,0,0,4,0,0,0,4,5,0,18,11,3,0,35,6,0,17,3,3,0,34,5,0,18,0,0,0,23,21,0,17,0,0,0,37,26,0,13,0,0,0,45,21,0,9,0,0,0,29,3,0,0,0,0,0,5,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,11,92,0,126,15,20,9,257
205011076,0,8,35,0,14,13,66,0,0,0,0,3,0,8,15,37,18,0,9,0,77,49,12,39,3,28,3,136,52,3,37,0,6,0,101,241,6,53,0,3,0,311,407,0,61,0,3,0,473,112,0,18,0,0,0,126,7,0,4,0,0,0,15,4,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,3,7,0,3,0,40,911,74,275,6,78,29,1367
205011077,0,0,27,0,9,24,53,0,0,5,0,3,0,9,4,3,10,0,0,0,23,17,0,27,0,3,0,46,13,0,33,0,3,0,50,17,0,15,0,0,0,33,13,0,14,0,0,0,31,3,0,3,0,0,0,7,3,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,3,0,11,68,4,147,0,19,27,265
205011078,0,0,23,0,3,13,48,0,0,3,0,0,0,3,4,12,15,7,3,3,47,13,4,36,0,0,0,61,27,0,22,0,0,0,61,70,0,26,0,0,0,97,130,0,29,0,0,3,167,25,0,7,0,0,0,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,8,3,0,0,13,281,18,173,17,17,26,530
205011079,0,12,45,0,9,21,80,0,13,4,0,0,0,17,6,82,24,6,3,3,122,45,40,40,7,5,0,138,76,19,54,3,3,0,149,286,23,89,0,5,0,407,275,3,54,0,3,0,338,160,0,17,0,0,0,180,13,0,3,0,0,0,22,3,0,3,0,0,0,7,0,0,3,0,0,0,3,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,5,25,0,3,0,44,867,191,363,19,33,28,1496
205021080,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
205021081,3,11,23,0,3,15,53,0,13,0,11,0,0,29,14,104,31,20,3,0,170,69,74,38,12,8,0,198,100,30,53,16,4,0,208,289,30,77,7,3,3,407,292,8,50,0,3,5,353,123,0,12,0,3,0,137,0,0,0,0,0,0,6,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,9,14,13,9,3,0,44,897,288,294,77,34,29,1620
205021082,0,0,39,0,20,27,82,0,0,7,3,6,0,15,3,4,25,3,10,0,45,9,0,39,3,10,0,59,7,0,22,4,4,0,34,31,0,25,3,3,0,56,20,0,17,0,0,0,30,16,0,3,0,3,0,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,0,6,0,5,0,20,93,7,177,10,57,28,373
205021083,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
205021084,0,3,15,0,4,19,48,3,5,3,0,0,0,15,4,45,28,3,11,5,95,64,28,39,7,34,0,167,52,16,34,0,12,0,122,155,5,51,0,5,0,216,153,0,22,0,0,0,173,36,0,7,0,0,0,50,4,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,4,12,0,6,3,30,476,114,209,7,75,26,919
205021085,3,3,35,0,19,30,91,0,13,8,0,3,0,24,25,29,39,3,25,3,116,61,30,48,7,6,0,145,28,4,36,3,0,0,70,18,3,14,0,0,0,39,10,0,7,0,0,0,16,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,4,3,0,12,0,12,0,32,145,79,198,17,57,37,533
205021086,4,0,17,0,4,13,38,0,0,3,0,0,0,5,10,3,10,0,0,0,25,28,0,19,0,0,0,56,45,0,21,0,3,0,64,67,0,28,0,5,0,96,131,0,16,0,0,0,150,41,0,5,0,0,3,51,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,8,0,0,0,17,330,11,130,0,17,16,512
205031087,0,0,39,0,31,42,111,0,12,7,0,0,0,21,10,14,32,7,4,0,66,47,13,46,4,10,0,122,42,0,32,0,7,0,79,75,0,34,0,3,0,114,46,0,13,0,3,0,56,3,0,3,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,4,3,0,17,0,11,0,38,225,41,226,10,74,44,628
205031088,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,4
205031089,0,4,34,7,8,25,81,0,0,3,8,0,0,13,10,14,15,3,3,0,52,24,20,26,4,8,0,87,40,0,40,0,3,0,83,119,0,32,0,4,0,157,69,0,13,0,4,0,85,14,0,0,0,4,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,3,3,3,11,0,4,0,23,282,52,184,25,31,38,603
205031090,3,3,22,0,8,26,66,0,16,3,3,0,0,29,10,17,26,9,3,0,64,23,3,44,5,3,0,80,67,15,34,5,3,0,127,162,0,62,4,9,0,233,125,0,21,0,0,0,153,21,0,4,3,0,0,27,0,0,7,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,15,0,7,3,24,424,56,230,26,31,34,807
205031091,0,3,29,0,4,27,65,0,0,3,0,0,0,8,3,20,18,4,4,0,49,28,6,41,0,10,4,81,66,3,38,0,3,0,107,223,0,47,0,0,0,275,247,3,48,0,3,0,291,82,0,23,0,0,3,101,4,0,4,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,7,3,3,0,27,668,31,253,11,30,32,1025
205031092,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,6
205031093,0,6,59,0,12,61,137,0,8,5,0,8,0,20,25,99,47,7,14,0,197,85,43,89,16,16,3,249,178,12,103,7,3,5,312,478,18,118,12,12,4,642,364,3,59,0,4,3,435,152,3,21,3,3,0,178,5,3,10,0,0,0,20,3,0,0,0,0,0,7,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,8,0,3,0,0,0,9,15,16,28,0,12,5,82,1321,214,544,47,81,80,2280
