SA2_MAINCODE_2016,M_0_299_DS_DS_Sept_house,M_0_299_DS_DS_sd_row_tce_hs_t,M_0_299_DS_DS_Flat_apart,M_0_299_DS_DS_Other_dwg,M_0_299_DS_ns,M_0_299_Tot,M_300_449_DS_Separate_hse,M_300_449_DS_sd_row_tc_hse_th,M_300_449_DS_Flat_apart,M_300_449_DS_Other_dwg,M_300_449_DS_ns,M_300_449_Tot,M_450_599_DS_Separate_hse,M_450_599_DS_sd_row_tce_hs_th,M_450_599_DS_Flat_apart,M_450_599_DS_Other_dwg,M_450_599_DS_ns,M_450_599_Tot,M_600_799_DS_Separate_hse,M_600_799_DS_sd_row_tc_hs_th,M_600_799_DS_Flat_apart,M_600_799_DS_Other_dwg,M_600_799_DS_ns,M_600_799_Tot,M_800_999_DS_Separate_hse,M_800_999_DS_sd_row_tc_hs_th,M_800_999_DS_Flat_apart,M_800_999_DS_Other_dwg,M_800_999_DS_ns,M_800_999_Tot,M_1000_1399_DS_Separate_hse,M_1000_1399_DS_sd_rw_tc_h_th,M_1000_1399_DS_Flat_apart,M_1000_1399_DS_Other_dwg,M_1000_1399_DS_ns,M_1000_1399_Tot,M_1400_1799_DS_Separate_hse,M_1400_1799_DS_sd_rw_tc_h_th,M_1400_1799_DS_Flat_apart,M_1400_1799_DS_Other_dwg,M_1400_1799_DS_ns,M_1400_1799_Tot,M_1800_2399_DS_Separate_hse,M_1800_2399_DS_sd_rw_tc_h_th,M_1800_2399_DS_Flat_apart,M_1800_2399_DS_Other_dwg,M_1800_2399_DS_ns,M_1800_2399_Tot,M_2400_2999_DS_Separate_hse,M_2400_2999_DS_sd_rw_tc_h_th,M_2400_2999_DS_Flat_apart,M_2400_2999_DS_Other_dwg,M_2400_2999_DS_ns,M_2400_2999_Tot,M_3000_3999_DS_Separate_hse,M_3000_3999_DS_sd_rw_tc_h_th,M_3000_3999_DS_Flt_apart,M_3000_3999_DS_Other_dwg,M_3000_3999_DS_ns,M_3000_3999_Tot,M_4000_over_DS_Separate_hse,M_4000_ov_DS_sd_rw_tce_hs_th,M_4000_over_DS_Flat_apart,M_4000_over_DS_Other_dwg,M_4000_DS_over_ns,M_4000_over_Tot,Mort_Rpmnt_ns_DS_Separat_hs,Mrt_Rpmt_ns_DS_sd_rw_tc_hs_th,Mrt_Rpmt_ns_DS_Flat_apart,Mort_Rpmnt_ns_DS_Other_dwg,Mort_Rpmnt_ns_DS_ns,Mort_Rpmnt_ns_Total,Tot_DS_Separate_hse,Tot_DS_sd_row_tce_hse_thse,Tot_DS_Flat_apartment,Tot_DS_Other_dwg,Tot_DS_ns,Tot_Tot
211051286,133,0,0,3,0,137,70,0,0,0,0,72,69,0,0,0,0,69,144,0,0,0,0,142,208,0,3,3,0,215,582,0,3,0,0,584,576,3,0,0,0,578,483,0,0,0,0,491,143,0,0,0,0,143,111,0,0,0,0,114,47,0,0,0,0,50,152,3,3,0,0,154,2716,7,10,8,8,2751
212011287,57,4,0,0,0,65,25,3,0,0,0,32,23,8,0,0,0,29,36,4,0,0,0,42,75,11,0,0,0,85,231,27,0,0,0,266,381,57,0,0,0,436,705,47,0,0,0,752,257,13,0,0,0,269,173,3,0,0,0,175,94,4,0,0,0,93,88,0,0,0,0,92,2142,184,0,0,4,2330
212011288,60,0,0,0,0,60,30,0,0,0,0,30,28,0,0,0,0,28,39,3,0,0,0,37,52,0,0,0,0,55,208,6,4,0,0,222,205,0,0,0,0,212,293,0,0,0,3,292,121,0,0,0,0,121,108,0,0,0,0,108,55,0,0,0,0,52,76,0,0,0,0,78,1275,13,4,0,6,1298
212011289,147,0,0,0,0,147,61,0,0,0,0,61,58,0,0,0,0,57,94,0,0,0,0,96,159,0,0,0,0,162,476,0,0,0,0,478,601,0,0,0,0,599,728,0,0,0,0,728,329,0,0,0,0,326,240,0,0,0,0,243,132,0,0,0,0,132,155,0,0,0,0,156,3161,0,4,4,9,3170
212011290,33,0,0,0,0,39,26,0,0,0,0,26,22,0,0,0,0,22,31,0,0,0,0,31,46,0,0,0,0,46,191,0,0,0,0,188,246,0,0,0,0,247,258,0,0,0,0,259,75,0,0,0,0,78,62,0,0,0,0,62,26,0,0,0,0,26,77,0,0,0,0,81,1090,3,0,0,8,1101
212011291,69,7,0,0,0,76,40,0,0,0,0,42,48,3,0,0,0,49,86,3,0,0,0,89,101,10,0,0,0,112,441,39,0,0,0,487,882,54,0,0,0,935,709,23,0,0,0,738,173,3,0,0,0,177,86,3,0,0,0,83,40,0,0,0,0,40,111,0,0,0,0,114,2783,150,3,0,6,2940
212011292,112,11,0,0,0,123,61,5,0,0,0,69,55,6,0,0,0,55,110,8,0,0,0,121,171,13,0,0,0,181,634,38,3,0,0,669,1028,48,0,0,0,1076,1278,35,0,0,0,1313,374,10,0,0,0,380,169,4,0,0,0,175,75,0,0,0,0,76,145,10,0,0,0,157,4201,183,8,0,4,4394
212021293,151,8,4,0,0,167,75,7,0,0,0,85,49,9,0,0,0,56,88,8,3,0,0,94,160,13,0,0,0,174,428,38,0,0,0,465,480,51,0,0,0,531,686,64,0,0,0,753,337,24,0,0,0,363,229,13,0,0,0,247,138,3,0,0,0,140,111,7,0,0,0,119,2926,248,9,3,0,3180
212021294,154,3,0,0,0,155,62,3,0,0,0,62,59,4,0,0,0,57,108,3,0,0,0,108,163,3,0,0,0,165,493,6,5,0,0,507,739,17,5,0,0,754,1243,16,3,0,0,1265,614,7,0,0,0,619,328,3,0,0,0,331,116,3,0,0,0,120,190,0,0,0,0,192,4270,70,17,0,0,4354
212021295,63,6,0,0,0,67,42,3,0,0,0,47,29,0,0,0,0,29,56,10,0,0,0,64,65,14,0,0,0,79,215,47,0,0,3,262,252,52,0,4,0,306,121,29,0,0,0,150,18,5,0,0,0,20,26,4,0,0,0,29,11,0,0,0,0,8,38,3,0,3,0,44,927,170,0,7,6,1113
212021297,61,9,0,0,0,73,28,4,0,0,0,35,26,0,0,0,0,27,66,12,0,0,0,76,66,10,0,0,0,75,211,61,0,0,0,271,264,61,0,0,0,327,295,49,0,0,0,343,54,15,0,0,0,70,35,9,0,0,0,42,25,4,0,0,0,31,41,5,0,0,0,49,1165,238,0,0,0,1410
212021299,72,0,0,0,0,74,25,0,0,0,0,24,15,0,0,0,0,19,40,0,0,0,0,40,41,0,0,0,0,41,107,3,0,0,0,109,115,0,0,0,0,115,201,3,0,0,0,202,125,0,0,0,0,129,156,0,0,0,0,153,125,0,0,0,0,125,71,4,0,0,0,71,1091,14,0,0,0,1110
212021453,78,9,0,0,0,90,41,3,0,0,0,41,40,0,0,0,0,40,52,4,0,0,0,62,75,8,0,0,0,81,231,30,0,0,0,257,320,31,0,0,0,354,362,47,0,0,0,404,103,10,0,0,0,119,90,5,0,0,0,95,55,3,0,0,0,59,71,6,0,0,0,73,1508,163,3,0,0,1670
212021454,89,23,0,0,0,109,45,4,0,0,0,48,39,6,0,0,0,45,73,3,0,0,0,73,72,13,0,0,0,84,245,30,0,0,0,275,314,40,0,0,0,358,373,51,0,0,0,424,146,15,0,0,0,162,85,9,0,0,0,86,49,9,0,0,0,56,82,9,0,0,0,87,1609,215,0,0,0,1822
212021455,93,4,0,0,0,95,63,0,0,0,0,63,42,0,0,0,0,42,98,0,0,0,0,99,108,3,0,0,0,107,369,5,0,0,0,378,438,8,0,0,0,445,514,3,0,0,0,516,162,0,0,0,0,163,90,0,0,0,0,92,49,0,0,0,0,49,92,0,0,0,0,98,2118,27,3,0,0,2152
212021456,101,0,3,0,0,109,44,3,3,0,0,49,41,0,0,0,0,44,73,0,0,0,0,72,119,5,3,0,0,125,303,9,15,0,0,328,454,11,12,0,0,479,485,10,3,0,0,505,135,7,3,0,0,144,54,4,0,0,0,57,30,0,0,0,0,28,92,3,0,0,0,91,1924,53,39,0,6,2032
212031300,109,8,3,0,0,122,56,6,0,0,0,63,57,5,0,0,0,62,100,7,5,0,0,115,138,14,8,0,0,165,502,97,22,0,0,625,634,99,8,0,0,740,565,62,0,0,0,631,126,11,0,0,0,140,63,0,0,0,0,71,28,4,0,0,0,37,105,12,0,0,0,117,2487,348,56,0,0,2885
212031301,85,8,0,0,0,90,31,9,0,0,0,41,14,3,0,0,0,16,49,3,0,0,0,57,65,0,0,0,0,71,347,36,0,0,0,388,939,86,0,0,0,1028,1914,62,0,0,0,1983,573,10,0,0,0,589,269,3,0,0,0,271,114,4,0,0,0,118,144,7,0,0,0,155,4555,248,0,3,0,4805
212031302,74,0,0,0,0,76,68,0,0,0,0,70,49,0,0,0,0,51,101,11,0,0,0,110,137,5,0,0,0,144,447,21,0,0,0,472,772,31,0,0,0,811,1004,47,3,0,0,1054,345,16,0,0,0,358,142,9,3,0,0,154,77,3,0,0,0,79,125,4,0,0,0,135,3345,146,5,0,0,3501
212031303,62,4,0,0,0,64,22,0,0,0,0,27,21,0,0,0,0,21,34,0,0,0,0,34,48,3,0,0,0,53,143,0,0,0,0,143,205,6,3,0,0,214,396,12,0,0,0,409,262,5,0,0,0,269,173,9,0,0,0,183,68,0,0,0,0,68,63,3,0,0,0,71,1517,46,3,3,0,1562
212031304,51,13,0,0,0,62,26,4,0,0,0,31,23,4,0,0,0,24,50,6,0,0,0,58,82,18,0,0,0,101,405,68,0,0,0,472,697,118,0,0,0,811,899,71,0,0,6,975,223,27,0,0,3,247,85,15,0,0,0,99,50,3,0,0,0,53,94,17,0,0,0,111,2683,352,0,0,8,3041
212031305,163,11,0,0,0,180,85,0,0,0,0,85,52,4,0,0,0,53,133,10,0,0,0,143,231,3,0,0,0,229,723,31,0,4,0,767,969,45,0,0,3,1021,711,26,0,0,0,733,123,3,0,0,0,123,98,3,0,0,0,102,59,0,0,0,0,66,155,5,0,0,0,158,3500,147,3,7,4,3660
212031306,93,0,0,0,0,95,37,0,0,0,0,43,19,3,0,0,0,22,49,0,0,0,0,50,66,0,0,0,0,67,238,5,0,0,0,241,411,29,4,0,0,442,912,22,0,0,0,940,433,6,0,0,0,439,223,0,0,0,0,228,95,4,0,0,0,99,102,0,0,0,0,100,2681,81,3,0,3,2765
212031308,68,0,0,0,0,73,31,0,0,0,0,31,26,0,0,0,0,26,50,0,0,0,0,50,74,0,0,0,0,74,198,0,0,0,0,198,283,0,4,0,0,291,306,0,5,0,0,307,121,0,0,0,0,121,93,0,0,0,0,88,34,0,0,0,0,36,76,0,0,0,0,76,1350,4,12,0,3,1369
212031457,99,0,0,0,0,97,30,0,0,0,0,32,24,0,0,0,0,25,71,0,0,0,0,74,90,7,0,0,0,96,302,12,0,0,0,315,399,21,0,0,0,416,602,21,0,0,0,627,259,3,0,0,0,262,145,3,0,0,0,153,59,4,0,0,0,61,107,5,0,0,0,109,2183,80,0,0,0,2266
212031458,107,8,0,0,0,121,34,5,0,0,0,41,46,3,0,0,0,46,58,6,0,0,0,60,114,11,0,0,0,126,393,48,0,0,0,440,574,71,0,0,0,645,719,76,0,0,0,804,192,16,0,0,0,210,109,11,0,0,0,125,68,3,0,0,0,72,123,10,0,0,0,126,2541,269,0,0,0,2809
212041309,79,6,0,0,0,86,28,0,0,0,0,28,23,0,0,0,0,23,32,4,0,0,0,38,53,3,0,0,0,59,135,21,0,0,0,157,147,20,0,0,0,167,238,28,0,0,0,272,146,17,0,0,0,166,110,6,0,0,0,121,58,0,0,0,0,59,51,3,0,0,0,56,1117,114,3,0,0,1232
212041310,35,25,6,0,0,68,19,4,0,0,0,19,19,7,0,0,0,22,17,16,0,0,0,34,33,15,3,0,0,56,80,55,15,0,0,149,86,81,20,0,0,193,130,89,9,0,0,225,53,46,0,0,0,104,42,17,6,0,0,64,24,14,0,0,0,39,33,10,0,0,0,47,571,382,58,0,3,1020
212041311,67,39,8,0,0,122,24,14,3,0,0,38,13,20,6,0,0,35,39,23,14,0,0,74,51,35,28,0,0,114,174,141,61,4,0,383,211,180,27,0,0,413,223,131,8,0,0,365,71,37,4,0,0,115,49,25,0,0,0,71,30,19,0,0,0,53,74,32,3,0,0,106,1023,697,170,4,0,1894
212041312,134,7,3,3,0,148,61,0,3,0,0,66,55,0,0,0,0,58,97,6,7,0,0,113,129,16,7,0,0,152,354,43,21,11,0,432,438,36,18,6,0,501,531,29,3,17,0,572,162,3,3,0,0,166,87,4,0,0,0,94,64,7,0,0,0,72,109,7,0,3,0,121,2228,173,57,46,3,2500
212041313,61,8,0,0,0,68,40,5,0,0,0,44,19,3,0,0,0,26,41,10,0,0,0,50,50,8,0,0,0,58,174,28,0,0,0,201,191,27,0,0,0,216,291,30,0,0,0,315,209,17,0,0,0,226,175,4,0,0,0,184,57,0,0,0,0,57,59,7,0,0,0,64,1370,137,0,0,0,1511
212041314,190,7,0,0,0,199,67,0,0,0,0,72,58,3,0,0,0,57,88,14,0,0,0,99,134,13,0,0,0,145,360,35,6,0,0,399,517,55,14,0,0,584,757,64,9,0,0,831,446,28,0,0,0,476,459,20,3,0,0,480,193,3,0,0,0,195,148,9,0,0,0,157,3417,245,32,5,0,3703
212041316,53,0,5,0,0,53,28,0,0,0,0,26,22,0,0,0,0,22,29,0,0,0,0,29,38,0,6,0,0,44,134,7,8,0,0,153,162,4,16,0,0,176,171,0,14,0,0,190,54,0,6,0,0,61,33,3,0,0,0,39,16,0,0,0,0,16,36,0,0,0,0,36,783,13,57,0,0,855
212041317,110,22,5,0,0,140,31,12,3,0,0,47,47,7,0,0,0,50,46,14,4,0,0,62,63,13,0,0,0,81,192,57,8,0,3,257,169,61,11,0,0,241,209,85,15,0,3,311,86,25,4,0,0,112,71,10,4,0,0,87,32,7,0,0,0,44,69,12,3,0,0,81,1120,315,58,3,11,1504
212041318,90,3,0,0,0,92,38,5,4,0,0,41,38,0,0,0,0,41,53,7,0,0,0,61,56,8,0,0,0,73,171,16,8,0,0,195,204,28,7,0,0,237,246,19,10,0,0,279,84,7,0,0,0,89,52,4,4,0,0,62,29,0,0,0,0,34,54,3,0,0,0,57,1109,110,35,0,0,1256
212041459,50,6,10,0,0,70,29,3,10,0,0,36,17,7,12,0,0,28,31,11,13,0,0,54,40,15,14,0,0,64,137,38,77,0,0,254,173,46,72,0,0,296,172,41,56,0,0,272,37,5,8,0,0,53,29,3,8,0,0,31,18,3,5,0,0,25,40,4,6,0,0,51,766,170,288,0,0,1231
212041460,96,7,12,0,0,111,36,6,3,0,0,43,34,3,5,0,0,47,77,3,14,0,0,94,89,6,9,0,0,108,231,49,26,0,0,304,270,54,44,0,0,371,294,30,22,0,0,354,102,13,0,0,0,108,42,14,3,0,0,55,31,4,5,0,0,38,59,6,7,0,0,75,1364,188,159,0,3,1711
212051319,82,14,19,0,0,119,23,3,3,0,0,34,35,3,3,0,0,38,31,3,6,0,0,44,41,10,16,0,0,66,144,31,30,0,0,205,141,40,60,0,3,247,240,97,68,0,3,406,154,57,44,0,3,258,224,54,35,0,0,319,157,28,10,0,0,191,71,12,8,0,0,93,1345,354,298,0,3,2008
212051320,30,35,7,0,0,71,11,10,0,0,0,23,8,10,0,0,0,22,19,17,0,0,0,38,22,19,13,0,0,46,70,67,31,0,0,160,68,91,44,0,0,200,115,130,41,0,0,282,77,69,4,0,0,151,57,37,8,0,0,100,30,18,7,0,0,52,23,10,4,0,0,37,525,503,152,0,3,1185
212051321,211,6,3,0,0,219,46,0,0,0,0,52,46,3,0,0,0,46,54,4,0,0,0,55,65,5,3,0,0,70,174,13,3,0,0,191,179,9,3,0,0,195,321,21,11,0,0,348,197,12,4,0,0,216,293,19,0,0,0,311,227,13,0,0,0,236,77,3,0,0,0,83,1893,109,27,0,0,2029
212051322,124,20,19,0,0,168,25,4,3,0,0,28,24,0,3,0,0,30,22,12,3,0,0,38,38,3,4,0,0,48,133,19,28,0,0,183,116,35,33,0,0,176,198,56,54,0,3,314,105,37,32,0,0,174,199,41,26,0,0,264,217,32,12,0,0,254,67,11,3,0,0,88,1273,263,225,0,4,1765
212051323,113,10,16,0,0,133,30,0,7,0,0,37,29,0,7,0,0,36,43,0,3,0,0,43,40,3,7,0,0,55,122,8,32,0,0,159,92,11,43,0,0,149,202,14,64,0,0,277,106,4,40,0,0,152,176,17,37,0,0,234,194,8,16,0,0,213,48,3,16,0,0,67,1200,73,291,0,3,1566
212051324,118,13,28,0,0,163,35,0,7,0,0,43,26,4,9,0,0,43,38,3,5,0,0,50,44,9,14,0,0,71,127,22,47,0,0,198,129,23,48,0,0,200,212,57,91,0,0,361,139,20,61,0,0,217,198,36,55,0,0,293,186,16,21,0,0,222,55,10,4,0,0,63,1305,210,403,0,3,1917
212051325,136,32,0,0,0,163,48,6,0,0,0,58,46,4,0,0,0,50,46,11,0,0,0,57,85,11,0,0,0,100,221,50,4,0,0,274,278,73,0,0,0,350,360,131,3,0,0,495,226,90,0,0,0,319,245,51,0,0,0,294,112,23,0,0,0,132,77,17,0,0,0,94,1870,501,7,0,5,2382
212051326,104,10,7,0,0,121,36,10,0,0,0,51,40,10,4,0,0,51,44,6,3,0,0,58,75,12,4,0,0,90,225,37,27,0,0,292,229,51,35,0,4,319,361,68,47,0,3,478,258,48,16,0,0,316,281,39,4,0,0,315,147,15,5,0,0,165,94,4,5,0,0,104,1897,304,159,0,12,2375
212051327,170,7,4,0,0,182,45,3,3,0,0,49,46,0,0,0,0,50,57,0,0,0,0,62,80,3,0,0,0,78,185,7,0,0,0,190,190,3,9,0,0,204,386,6,10,0,0,400,219,13,3,0,0,230,292,7,4,0,0,304,199,7,0,0,0,205,80,3,0,0,0,89,1956,57,33,0,0,2041
213011328,26,0,3,0,0,27,14,0,4,0,0,15,18,6,0,0,0,19,29,7,4,0,0,38,26,8,7,0,0,46,113,37,18,0,0,165,101,37,6,0,0,146,113,41,6,0,0,160,41,0,3,0,0,45,16,7,0,0,0,23,14,3,0,0,0,17,20,3,5,0,0,35,522,160,63,0,0,743
213011329,74,4,0,0,0,77,24,0,0,0,0,25,19,0,0,0,0,15,39,0,0,0,0,45,27,8,0,0,0,37,188,6,0,0,0,195,233,21,0,0,0,253,324,36,0,0,0,359,162,10,0,0,0,170,116,7,0,0,0,122,69,3,0,0,0,70,70,3,0,0,0,70,1346,103,0,0,0,1452
213011330,147,8,0,0,0,157,59,6,0,0,0,65,55,5,0,0,0,52,85,9,0,0,0,89,136,11,0,0,0,147,431,41,0,0,0,477,655,63,3,0,0,722,983,43,0,0,0,1024,289,7,0,0,0,300,188,10,0,0,0,196,84,4,0,0,0,90,152,9,0,0,0,165,3253,230,3,0,0,3490
213011331,39,10,0,0,0,57,24,7,0,0,0,28,25,8,0,0,0,33,51,13,0,0,0,64,70,16,0,0,0,81,180,31,0,0,0,211,186,46,0,0,0,235,194,42,0,0,0,237,39,10,0,0,0,48,34,8,0,0,0,39,12,3,0,0,0,21,48,11,0,0,0,52,901,199,0,0,4,1104
213011332,77,10,0,0,0,87,32,4,0,0,0,32,33,3,0,0,0,34,54,7,0,0,0,63,72,7,0,0,0,79,237,30,3,0,0,271,249,24,4,0,0,280,302,27,4,0,0,333,89,12,0,0,0,99,61,7,0,0,0,69,38,10,0,0,0,43,85,12,0,0,0,97,1329,148,16,0,0,1489
213011333,86,3,0,0,0,87,58,0,0,0,0,58,47,3,0,0,0,46,79,0,0,0,0,79,104,0,3,0,0,111,331,16,3,0,0,345,385,14,7,0,0,409,226,8,0,0,0,232,32,0,0,0,0,28,35,0,0,0,0,35,21,3,0,0,0,22,72,0,0,0,0,75,1475,38,18,0,0,1533
213011334,87,18,4,0,0,112,33,3,3,0,0,44,35,0,0,0,0,42,54,3,3,0,0,65,80,24,14,0,0,116,221,88,41,3,0,352,268,63,35,0,0,366,190,34,15,0,0,238,36,5,0,0,0,44,38,4,6,0,0,49,15,3,0,0,0,25,70,11,8,0,3,90,1128,259,132,7,3,1535
213011335,91,3,7,0,0,96,40,4,0,0,0,48,36,0,3,0,0,39,57,3,0,0,0,60,72,8,3,0,0,86,202,26,14,0,0,244,272,38,12,0,0,322,222,15,8,0,0,241,48,3,3,0,0,51,39,8,0,0,0,45,30,0,0,0,0,26,78,6,3,0,0,90,1186,112,58,0,0,1354
213011336,31,13,3,0,0,43,9,5,0,0,0,15,22,3,0,0,0,25,32,11,0,0,0,43,42,14,3,0,0,62,110,35,11,0,0,155,105,31,5,0,0,138,150,37,3,0,0,196,73,14,0,0,0,85,39,8,0,0,0,47,22,0,0,0,0,20,27,15,3,0,0,42,661,182,30,0,0,872
213011337,58,10,0,0,0,73,33,7,0,0,0,38,32,4,0,0,0,29,43,3,0,0,0,47,49,7,3,0,0,53,126,28,3,0,0,167,149,25,3,0,0,179,194,38,3,0,0,232,67,4,3,0,0,78,55,13,3,0,0,68,23,7,0,0,0,30,55,12,0,0,0,66,875,147,18,0,0,1047
213011338,96,15,4,0,0,114,51,10,0,0,0,59,34,3,0,0,0,35,73,5,3,0,0,83,96,15,0,0,0,115,254,43,13,0,0,306,292,56,11,0,3,364,284,77,10,0,0,366,85,11,0,0,0,101,62,20,0,0,0,84,45,10,0,0,0,54,80,11,0,0,0,96,1454,269,42,0,3,1773
213011339,54,18,0,0,0,68,33,3,0,0,0,33,24,8,0,0,0,31,39,10,0,0,0,47,62,20,0,0,0,78,205,72,4,0,0,284,252,101,3,0,0,360,245,48,3,0,0,291,98,9,0,0,0,102,64,12,0,0,0,74,29,3,0,0,0,40,74,11,4,0,0,85,1169,310,16,0,0,1496
213011340,130,8,0,0,0,144,60,5,0,0,0,63,50,0,0,0,0,49,82,6,0,0,0,92,106,8,0,0,0,116,285,27,0,0,0,306,290,21,5,0,0,319,413,24,0,0,0,441,204,9,0,0,0,213,161,3,0,0,0,163,74,0,0,0,0,79,138,9,0,0,0,147,2007,126,9,3,0,2147
213021341,44,26,3,0,0,74,23,8,0,0,0,35,19,11,0,0,0,26,36,10,0,0,0,47,44,14,4,0,0,59,112,54,4,0,0,172,127,43,9,0,3,184,193,98,3,0,0,297,115,51,0,0,0,170,119,55,0,0,0,171,69,27,0,0,0,96,47,20,0,0,0,64,940,421,28,0,8,1395
213021342,120,25,9,0,0,155,56,8,0,0,0,74,35,10,0,0,0,42,97,19,0,0,0,112,121,26,5,0,0,148,329,76,13,0,0,419,348,93,12,0,0,456,451,85,8,0,0,542,115,17,3,0,0,136,51,19,0,0,0,79,32,14,0,0,0,48,86,22,3,0,0,111,1838,420,58,3,6,2326
213021343,61,18,0,0,0,78,20,3,0,0,0,27,15,3,0,0,0,21,18,9,3,0,0,34,29,12,0,0,0,42,115,40,0,0,0,158,121,76,9,0,3,201,223,143,4,0,0,372,142,87,0,0,3,232,72,43,0,0,0,115,39,16,0,0,0,54,44,16,0,0,0,58,892,465,27,0,5,1388
213021344,65,20,3,0,0,98,30,5,0,0,0,39,26,4,0,0,0,35,42,16,3,0,0,53,63,17,7,0,0,89,176,71,17,0,0,256,162,95,23,0,0,277,318,183,29,0,0,529,251,145,16,0,4,411,304,133,4,0,0,444,203,51,0,0,0,254,69,32,5,0,0,104,1696,772,100,5,15,2591
213021345,34,15,0,0,0,47,13,4,0,0,0,15,13,5,0,0,0,20,23,3,0,0,0,27,29,12,0,0,0,42,89,41,0,0,0,134,117,55,0,0,0,172,136,53,0,0,0,190,48,16,0,0,0,64,24,9,0,0,0,27,12,4,0,0,0,15,20,12,0,0,0,32,549,241,0,0,0,789
213021346,76,26,0,0,0,108,34,12,3,0,0,48,23,4,7,0,0,27,30,13,3,0,0,48,42,9,3,0,0,58,105,59,12,0,0,171,105,56,19,0,0,177,168,93,15,0,0,276,121,66,4,0,0,194,198,97,6,0,0,299,272,73,0,0,0,347,77,31,7,0,0,106,1240,529,80,4,0,1858
213031347,65,38,3,0,0,115,16,18,0,0,0,37,18,13,0,0,0,29,25,25,4,0,0,58,39,28,5,0,0,77,110,122,21,0,0,259,105,120,38,0,0,269,181,212,39,0,7,429,101,105,7,0,0,211,78,72,4,0,0,152,33,43,4,0,0,78,36,30,3,0,0,66,811,826,129,4,8,1779
213031348,47,19,16,0,0,82,16,7,5,0,0,26,12,3,15,0,0,26,15,4,18,0,0,36,26,13,16,0,0,54,72,32,79,0,0,194,85,40,122,0,0,251,125,71,105,3,3,311,118,53,29,3,0,196,92,49,19,0,0,161,41,20,11,3,0,77,24,9,9,0,0,41,677,309,449,13,3,1452
213031349,50,34,13,0,0,101,12,8,8,0,0,24,12,5,6,0,0,21,13,20,4,0,0,35,15,21,17,0,0,48,52,73,38,0,0,166,62,84,58,0,0,205,94,143,83,0,0,321,53,87,22,0,0,155,85,72,7,0,0,166,66,51,4,0,0,121,40,24,3,0,0,70,546,629,266,0,0,1440
213031350,42,3,4,0,0,55,18,0,3,0,0,20,15,3,3,0,0,18,27,3,5,0,0,36,39,6,9,0,0,50,87,20,22,0,0,131,104,36,32,0,0,175,186,47,19,0,0,255,162,21,6,0,0,196,203,30,3,0,0,243,87,10,6,0,0,103,34,3,5,0,0,38,1009,183,122,3,3,1312
213031351,50,7,4,3,0,71,15,3,0,0,0,24,19,4,3,0,0,26,27,3,5,0,0,38,39,5,14,0,0,61,113,23,34,0,0,171,131,35,32,0,0,197,200,62,24,0,0,285,175,29,7,0,0,216,108,12,0,0,0,122,62,10,5,0,0,79,39,4,6,0,0,51,998,201,121,8,0,1329
213031352,63,17,6,0,0,88,40,3,0,0,0,43,16,3,0,0,0,17,41,7,0,0,0,48,49,5,0,0,0,62,152,30,14,3,0,201,190,33,24,0,0,252,293,75,22,0,0,393,239,49,4,0,0,294,315,63,9,0,0,387,163,33,3,0,0,197,67,5,0,0,0,69,1639,327,91,8,0,2062
213041353,110,5,0,0,0,114,56,6,0,0,0,65,54,4,0,0,0,58,105,3,0,0,0,104,179,10,0,0,0,196,579,34,0,0,0,613,717,25,0,0,0,742,652,34,0,0,0,690,204,23,0,0,0,220,149,8,0,0,0,151,36,0,0,0,0,36,137,4,0,0,0,142,2972,157,4,3,5,3140
213041355,131,11,3,0,0,144,55,5,0,0,0,63,47,8,0,0,0,55,78,5,0,0,0,83,121,14,0,0,0,138,410,35,9,0,3,460,580,84,11,0,6,677,1021,53,3,0,6,1078,413,6,0,0,0,425,249,12,0,0,0,260,128,4,0,0,0,133,184,9,0,0,0,197,3427,239,28,0,13,3713
213041356,107,8,0,0,0,113,77,3,0,0,0,86,59,9,0,0,0,65,115,16,0,0,0,131,175,12,0,0,0,189,700,50,0,0,0,745,613,32,0,0,0,648,347,5,0,0,0,357,119,3,0,0,0,117,80,3,0,0,0,84,52,3,0,0,0,52,130,8,0,0,0,137,2577,146,0,0,3,2723
213041357,110,9,0,0,0,121,68,5,0,0,0,67,65,3,0,0,0,71,114,9,0,0,0,123,198,9,3,0,0,214,719,34,4,0,0,758,856,19,5,0,3,884,797,6,0,0,7,814,201,0,0,0,0,200,102,4,0,0,0,103,52,0,0,0,0,52,136,6,0,0,0,140,3409,107,11,0,9,3545
213041358,72,17,0,0,0,89,39,8,0,0,0,49,42,9,0,0,0,48,82,10,0,0,0,91,136,23,0,0,0,161,529,126,0,0,0,652,686,121,0,0,0,813,541,74,0,0,0,617,82,17,0,0,0,95,48,8,0,0,0,61,43,3,0,0,0,40,115,13,0,0,0,123,2419,433,3,0,0,2847
213041359,10,0,0,0,0,12,5,0,0,0,0,5,3,0,0,0,0,3,11,0,0,0,0,13,14,0,0,0,0,15,41,0,0,0,0,42,26,0,0,0,0,26,20,0,0,3,0,22,9,0,0,0,0,9,10,0,0,0,0,10,6,0,0,0,0,4,12,0,0,0,0,12,155,3,0,3,5,167
213041360,121,10,0,0,0,137,29,7,0,0,0,36,24,0,0,0,0,24,72,9,0,0,0,83,95,18,0,0,0,112,332,47,0,0,0,381,455,62,0,0,0,516,899,87,0,0,0,988,459,38,0,0,0,496,255,22,0,0,0,285,124,6,0,0,0,130,139,15,0,0,0,150,2998,322,0,0,3,3331
