SA2_MAINCODE_2016,C0_4F_EO_M_EO,C0_4F_EO_M_O_EVWW,C0_4F_EO_M_O_ENWNA,C0_4F_EO_M_O_PENS,C0_4F_EO_M_O_E_T,C0_4F_EO_M_LPENS,C0_4F_EO_M_T,C0_4F_O_EVWW_M_EO,C0_4F_O_EVWW_M_O_EVWW,C0_4F_O_EVWW_M_O_ENWNA,C0_4F_O_EVWW_M_O_PENS,C0_4F_O_EVWW_M_O_E_T,C0_4F_O_EVWW_M_LPENS,C0_4F_O_EVWW_M_T,C0_4F_O_ENWNA_M_EO,C0_4F_O_ENWNA_M_O_EVWW,C0_4F_O_ENWNA_M_O_ENWNA,C0_4F_O_ENWNA_M_O_PENS,C0_4F_O_ENWNA_M_O_E_T,C0_4F_O_ENWNA_M_LPENS,C0_4F_O_ENWNA_M_T,C0_4F_O_PENS_M_EO,C0_4F_O_PENS_M_O_EVWW,C0_4F_O_PENS_M_O_ENWNA,C0_4F_O_PENS_M_O_PENS,C0_4F_O_PENS_M_O_E_T,C0_4F_O_PENS_M_LPENS,C0_4F_O_PENS_M_T,C0_4F_O_E_T_M_EO,C0_4F_O_E_T_M_O_EVWW,C0_4F_O_E_T_M_O_ENWNA,C0_4F_O_E_T_M_O_PENS,C0_4F_O_E_T_M_O_E_T,C0_4F_O_E_T_M_LPENS,C0_4F_O_E_T_M_T,C0_4F_LPENS_M_EO,C0_4F_LPENS_M_O_EVWW,C0_4F_LPENS_M_O_ENWNA,C0_4F_LPENS_M_O_PENS,C0_4F_LPENS_M_O_E_T,C0_4F_LPENS_M_LPENS,C0_4F_LPENS_M_T,C0_4F_T_M_EO,C0_4F_T_M_O_EVWW,C0_4F_T_M_O_ENWNA,C0_4F_T_M_O_PENS,C0_4F_T_M_O_E_T,C0_4F_T_M_LPENS,C0_4F_T_M_T,C5_9F_EO_M_EO,C5_9F_EO_M_O_EVWW,C5_9F_EO_M_O_ENWNA,C5_9F_EO_M_O_PENS,C5_9F_EO_M_O_E_T,C5_9F_EO_M_LPENS,C5_9F_EO_M_T,C5_9F_O_EVWW_M_EO,C5_9F_O_EVWW_M_O_EVWW,C5_9F_O_EVWW_M_O_ENWNA,C5_9F_O_EVWW_M_O_PENS,C5_9F_O_EVWW_M_O_E_T,C5_9F_O_EVWW_M_LPENS,C5_9F_O_EVWW_M_T,C5_9F_O_ENWNA_M_EO,C5_9F_O_ENWNA_M_O_EVWW,C5_9F_O_ENWNA_M_O_ENWNA,C5_9F_O_ENWNA_M_O_PENS,C5_9F_O_ENWNA_M_O_E_T,C5_9F_O_ENWNA_M_LPENS,C5_9F_O_ENWNA_M_T,C5_9F_O_PENS_M_EO,C5_9F_O_PENS_M_O_EVWW,C5_9F_O_PENS_M_O_ENWNA,C5_9F_O_PENS_M_O_PENS,C5_9F_O_PENS_M_O_E_T,C5_9F_O_PENS_M_LPENS,C5_9F_O_PENS_M_T,C5_9F_O_E_T_M_EO,C5_9F_O_E_T_M_O_EVWW,C5_9F_O_E_T_M_O_ENWNA,C5_9F_O_E_T_M_O_PENS,C5_9F_O_E_T_M_O_E_T,C5_9F_O_E_T_M_LPENS,C5_9F_O_E_T_M_T,C5_9F_LPENS_M_EO,C5_9F_LPENS_M_O_EVWW,C5_9F_LPENS_M_O_ENWNA,C5_9F_LPENS_M_O_PENS,C5_9F_LPENS_M_O_E_T,C5_9F_LPENS_M_LPENS,C5_9F_LPENS_M_T,C5_9F_T_M_EO,C5_9F_T_M_O_EVWW,C5_9F_T_M_O_ENWNA,C5_9F_T_M_O_PENS,C5_9F_T_M_O_E_T,C5_9F_T_M_LPENS,C5_9F_T_M_T,C10_12F_EO_M_EO,C10_12F_EO_M_O_EVWW,C10_12F_EO_M_O_ENWNA,C10_12F_EO_M_O_PENS,C10_12F_EO_M_O_E_T,C10_12F_EO_M_LPENS,C10_12F_EO_M_T,C10_12F_O_EVWW_M_EO,C10_12F_O_EVWW_M_O_EVWW,C10_12F_O_EVWW_M_O_ENWNA,C10_12F_O_EVWW_M_O_PENS,C10_12F_O_EVWW_M_O_E_T,C10_12F_O_EVWW_M_LPENS,C10_12F_O_EVWW_M_T,C10_12F_O_ENWNA_M_EO,C10_12F_O_ENWNA_M_O_EVWW,C10_12F_O_ENWNA_M_O_ENWNA,C10_12F_O_ENWNA_M_O_PENS,C10_12F_O_ENWNA_M_O_E_T,C10_12F_O_ENWNA_M_LPENS,C10_12F_O_ENWNA_M_T,C10_12F_O_PENS_M_EO,C10_12F_O_PENS_M_O_EVWW,C10_12F_O_PENS_M_O_ENWNA,C10_12F_O_PENS_M_O_PENS,C10_12F_O_PENS_M_O_E_T,C10_12F_O_PENS_M_LPENS,C10_12F_O_PENS_M_T,C10_12F_O_E_T_M_EO,C10_12F_O_E_T_M_O_EVWW,C10_12F_O_E_T_M_O_ENWNA,C10_12F_O_E_T_M_O_PENS,C10_12F_O_E_T_M_O_E_T,C10_12F_O_E_T_M_LPENS,C10_12F_O_E_T_M_T,C10_12F_LPENS_M_EO,C10_12F_LPENS_M_O_EVWW,C10_12F_LPENS_M_O_ENWNA,C10_12F_LPENS_M_O_PENS,C10_12F_LPENS_M_O_E_T,C10_12F_LPENS_M_LPENS,C10_12F_LPENS_M_T,C10_12F_T_M_EO,C10_12F_T_M_O_EVWW,C10_12F_T_M_O_ENWNA,C10_12F_T_M_O_PENS,C10_12F_T_M_O_E_T,C10_12F_T_M_LPENS,C10_12F_T_M_T,C13_14F_EO_M_EO,C13_14F_EO_M_O_EVWW,C13_14F_EO_M_O_ENWNA,C13_14F_EO_M_O_PENS,C13_14F_EO_M_O_E_T,C13_14F_EO_M_LPENS,C13_14F_EO_M_T,C13_14F_O_EVWW_M_EO,C13_14F_O_EVWW_M_O_EVWW,C13_14F_O_EVWW_M_O_ENWNA,C13_14F_O_EVWW_M_O_PENS,C13_14F_O_EVWW_M_O_E_T,C13_14F_O_EVWW_M_LPENS,C13_14F_O_EVWW_M_T,C13_14F_O_ENWNA_M_EO,C13_14F_O_ENWNA_M_O_EVWW,C13_14F_O_ENWNA_M_O_ENWNA,C13_14F_O_ENWNA_M_O_PENS,C13_14F_O_ENWNA_M_O_E_T,C13_14F_O_ENWNA_M_LPENS,C13_14F_O_ENWNA_M_T,C13_14F_O_PENS_M_EO,C13_14F_O_PENS_M_O_EVWW,C13_14F_O_PENS_M_O_ENWNA,C13_14F_O_PENS_M_O_PENS,C13_14F_O_PENS_M_O_E_T,C13_14F_O_PENS_M_LPENS,C13_14F_O_PENS_M_T,C13_14F_O_E_T_M_EO,C13_14F_O_E_T_M_O_EVWW,C13_14F_O_E_T_M_O_ENWNA,C13_14F_O_E_T_M_O_PENS,C13_14F_O_E_T_M_O_E_T,C13_14F_O_E_T_M_LPENS,C13_14F_O_E_T_M_T,C13_14F_LPENS_M_EO,C13_14F_LPENS_M_O_EVWW,C13_14F_LPENS_M_O_ENWNA,C13_14F_LPENS_M_O_PENS,C13_14F_LPENS_M_O_E_T,C13_14F_LPENS_M_LPENS,C13_14F_LPENS_M_T,C13_14F_TM_EO,C13_14F_TM_O_EVWW,C13_14F_TM_O_ENWNA,C13_14F_TM_O_PENS,C13_14F_TM_O_E_T,C13_14F_TM_LPENS,C13_14F_TM_T,C15_17F_EO_M_EO,C15_17F_EO_M_O_EVWW,C15_17F_EO_M_O_ENWNA,C15_17F_EO_M_O_PENS
209041432,109,16,0,0,16,0,122,26,217,17,0,234,0,261,0,35,24,3,56,0,56,0,0,0,0,3,0,3,26,251,39,3,292,0,323,0,0,0,0,0,0,0,131,265,39,3,309,0,438,120,3,0,0,3,0,118,14,173,9,0,186,0,203,0,12,15,0,34,0,34,0,0,0,0,0,0,0,14,192,31,3,225,0,237,0,0,0,0,0,0,0,129,191,31,3,226,0,355,55,0,0,0,0,0,55,12,81,5,0,91,0,97,0,10,8,0,17,0,22,0,0,0,0,0,0,0,7,92,18,0,108,0,115,0,0,0,0,0,0,0,71,92,18,0,108,0,178,43,3,0,0,3,0,42,9,42,3,0,42,0,49,0,7,9,0,13,0,15,0,0,0,0,0,0,0,8,49,9,0,58,0,67,0,0,0,0,0,0,0,51,50,9,0,63,0,109,57,3,0,0
209041433,274,33,0,0,36,3,312,27,685,23,3,711,0,741,0,41,12,0,51,0,51,0,4,0,0,7,0,7,27,725,39,4,773,0,803,0,0,0,0,0,0,3,305,757,39,8,802,4,1116,176,18,0,8,22,0,198,17,559,21,5,583,0,603,0,40,13,0,57,0,57,0,3,0,0,3,0,3,17,599,41,5,642,0,661,0,0,0,0,0,0,0,191,614,41,10,668,6,861,66,6,0,0,6,0,70,3,210,10,0,222,0,228,0,15,5,0,22,0,22,0,0,0,0,0,0,0,3,229,17,0,243,0,252,0,0,0,0,0,3,3,72,235,17,0,255,3,328,27,4,0,0,4,0,34,3,105,4,0,109,0,111,0,11,3,0,20,0,20,0,0,0,0,0,0,0,3,117,9,0,129,0,130,0,0,0,0,0,0,0,31,118,9,0,133,0,167,32,0,0,0
209041434,879,79,0,6,86,0,968,67,580,15,3,596,0,660,0,18,15,0,29,0,29,0,3,0,0,5,0,7,71,601,28,3,629,0,695,0,0,0,0,0,0,0,950,682,28,6,711,0,1664,542,25,0,0,30,3,571,39,366,10,3,383,0,423,0,3,8,0,10,0,10,0,7,0,0,7,0,7,39,372,21,3,398,0,435,0,0,0,0,0,0,6,588,404,21,4,425,3,1018,247,10,0,0,10,0,259,17,150,4,0,158,0,172,0,3,3,0,8,0,8,0,0,0,0,0,0,0,17,153,6,0,161,0,179,0,0,0,0,0,0,0,263,168,6,0,176,0,443,134,4,0,0,4,0,141,5,76,3,0,80,0,85,0,0,3,0,4,0,4,0,0,0,0,0,0,0,5,76,8,0,85,0,93,0,0,0,0,0,0,0,143,83,8,0,88,0,233,152,7,0,0
209041435,468,20,0,0,22,0,490,52,355,10,3,367,0,420,0,14,0,0,18,0,25,0,5,0,0,3,0,3,57,376,10,3,387,0,443,0,0,0,0,0,4,9,522,398,10,3,410,9,947,475,23,0,0,23,0,493,48,378,7,3,388,0,434,0,18,0,3,19,0,19,0,0,0,0,0,0,0,48,394,7,3,405,0,454,0,0,0,0,0,0,3,520,419,7,3,429,0,950,250,21,0,0,18,0,267,22,195,7,3,206,0,228,0,7,0,5,7,0,7,0,0,0,0,0,0,0,22,209,7,3,222,0,241,0,0,0,0,0,0,0,266,228,7,9,240,0,509,130,12,0,0,9,0,141,15,118,3,0,121,0,136,0,4,0,0,4,0,4,0,0,0,0,0,0,0,15,118,3,0,120,0,138,0,0,0,0,0,0,0,143,128,3,0,132,0,278,178,3,0,0
209041436,323,29,0,0,29,0,356,26,235,13,3,248,0,277,0,20,8,0,32,0,32,0,3,0,0,3,0,3,26,259,24,3,285,0,314,0,0,0,0,0,0,0,350,293,24,3,316,0,669,340,15,0,0,15,0,360,39,255,15,0,265,0,310,0,12,9,0,23,0,23,0,0,0,0,0,0,3,39,267,23,0,290,4,331,3,0,0,0,0,0,3,378,290,23,0,312,3,692,213,9,0,0,9,0,218,17,149,5,0,151,0,167,0,4,10,0,13,0,13,0,5,0,0,5,0,0,17,156,10,0,164,0,184,0,0,0,0,0,0,0,229,161,10,0,177,0,405,131,4,0,0,4,0,138,5,82,9,0,85,0,94,0,0,3,0,5,0,5,0,0,0,0,0,0,0,5,84,9,0,96,3,102,0,0,0,0,0,0,0,136,89,9,0,95,4,239,174,6,0,0
209041437,239,41,0,0,41,0,283,26,720,20,5,749,0,770,0,31,5,0,42,0,42,0,7,0,0,8,0,8,26,757,29,9,794,0,818,0,0,0,0,0,3,3,262,800,29,9,837,3,1104,111,20,3,0,24,0,134,11,393,14,3,412,0,424,0,11,9,0,22,0,23,0,5,0,5,7,0,7,11,409,29,10,443,0,459,0,0,0,0,0,0,0,119,433,32,10,469,0,593,49,3,0,0,3,0,54,8,156,5,0,157,0,168,0,8,6,0,19,0,19,0,3,0,0,4,0,4,8,168,11,3,183,0,185,0,0,0,0,0,0,0,59,168,11,3,187,0,246,28,4,0,0,4,0,33,0,55,5,0,58,0,61,0,9,4,0,9,0,9,0,0,0,0,0,0,0,0,68,5,0,75,0,75,0,0,0,0,0,0,0,32,71,5,0,77,0,109,28,0,0,0
210011226,273,22,0,0,22,0,293,28,67,0,0,67,0,97,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,67,0,0,67,0,96,0,0,0,0,0,0,0,304,87,0,0,87,0,389,189,10,0,0,10,0,203,29,67,0,0,67,0,95,0,3,0,0,3,0,3,3,0,0,0,3,0,3,27,74,0,0,74,0,106,0,0,0,0,0,0,0,219,82,0,0,85,0,307,97,6,0,0,6,0,100,11,33,0,0,33,0,45,0,4,0,0,4,0,3,0,0,0,4,4,0,4,11,34,0,4,36,0,46,0,0,0,0,0,0,0,107,40,0,4,43,0,154,52,7,0,0,7,0,61,5,20,0,0,20,0,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,24,0,0,24,0,27,0,0,0,0,0,0,0,57,23,0,0,23,0,86,69,12,0,0
210011227,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
210011228,247,24,0,0,24,0,271,15,69,3,0,75,0,85,0,4,0,3,5,0,5,0,0,0,0,0,0,0,15,69,3,3,74,0,90,0,0,0,0,0,0,0,265,95,3,3,99,0,363,274,16,0,0,16,0,293,21,73,7,0,79,0,107,0,4,0,0,3,0,3,0,0,0,0,0,0,0,21,75,7,0,82,0,107,0,0,0,0,0,0,3,297,94,7,0,98,3,400,152,6,0,0,6,0,157,13,52,0,0,51,0,67,0,0,7,0,8,0,8,0,0,0,0,0,0,0,13,51,3,0,61,0,70,0,0,0,0,0,0,0,161,58,3,0,64,0,230,82,5,0,0,5,0,90,8,37,0,0,37,0,43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,37,0,0,39,0,43,0,0,0,0,0,0,0,86,41,0,0,43,0,134,139,8,0,0
210011229,643,82,0,0,80,0,728,104,381,15,3,389,0,497,0,22,17,3,43,0,42,3,0,0,0,0,0,3,106,399,31,3,431,0,542,0,0,0,0,0,0,0,752,477,31,7,516,0,1269,585,58,0,0,56,3,646,89,383,13,7,403,0,500,0,22,18,0,41,0,41,0,0,0,4,5,0,5,89,407,29,7,443,0,541,0,0,0,0,0,3,3,676,459,29,11,499,5,1188,335,14,0,0,14,0,351,22,244,6,0,251,0,277,0,10,5,0,19,0,19,0,0,0,0,0,0,0,22,255,12,0,267,0,294,0,0,0,0,0,0,4,358,271,12,3,284,3,649,193,5,0,0,5,0,198,17,141,17,0,154,0,169,0,7,7,0,19,0,19,0,0,0,0,0,0,0,17,150,23,0,175,0,191,0,0,0,0,0,0,0,207,153,23,4,180,0,393,240,14,0,0
210011230,245,20,0,0,20,0,260,23,73,4,0,74,0,98,0,0,3,0,0,0,0,0,0,0,0,0,0,0,23,71,3,0,81,0,105,0,0,0,0,0,0,0,268,94,3,0,97,0,366,267,20,0,0,22,0,296,19,65,3,0,67,0,83,0,5,0,0,5,0,5,0,3,0,0,3,0,3,19,74,3,0,72,0,92,0,0,0,0,0,0,0,285,94,3,0,92,0,385,158,8,0,0,9,0,172,9,29,3,0,30,0,38,0,4,0,0,4,0,4,0,0,0,0,0,0,0,9,34,3,0,35,0,44,0,0,0,0,0,0,0,169,43,3,0,49,0,222,71,4,0,0,4,0,71,8,20,0,0,20,0,27,0,4,0,0,4,0,4,0,0,0,0,0,0,0,8,25,0,0,25,0,31,0,0,0,0,0,0,0,75,28,0,0,28,0,105,120,3,0,0
210011231,302,16,3,0,12,0,322,22,74,0,0,74,0,92,0,3,0,0,4,0,4,0,0,0,0,0,0,0,22,75,0,0,74,0,94,0,0,0,0,0,0,0,323,84,3,0,90,3,415,405,25,4,0,31,3,437,25,89,6,3,97,0,126,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,89,6,3,97,0,126,0,0,0,0,0,0,0,428,118,11,3,128,3,560,250,11,0,0,11,0,254,15,76,0,0,76,0,90,0,3,0,0,3,0,3,0,0,0,0,0,0,0,15,77,0,0,79,0,95,0,0,0,0,0,0,0,265,83,0,0,88,0,355,183,6,0,0,11,0,193,18,37,5,0,43,0,60,0,0,3,0,4,0,3,0,0,0,0,0,0,0,15,39,6,0,48,0,59,0,0,0,0,0,0,0,201,48,7,0,56,0,255,230,10,0,0
210021232,737,7,0,0,7,0,747,16,24,0,0,27,0,46,0,0,3,0,4,0,4,0,0,0,0,0,0,0,16,28,4,0,32,0,47,0,0,0,0,0,0,0,757,35,4,0,40,0,801,807,7,0,0,7,4,814,13,22,0,0,22,0,29,3,0,0,0,0,0,6,0,0,0,0,0,0,0,12,18,0,0,22,0,32,0,0,0,0,0,0,0,819,25,0,0,29,6,849,440,5,0,0,5,3,450,9,9,0,0,9,0,17,0,0,3,0,3,0,3,0,0,0,0,0,0,0,9,9,3,0,11,0,16,0,0,0,0,0,0,0,447,16,3,0,17,3,469,257,6,0,3,9,3,265,10,11,0,0,11,0,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,11,0,0,11,0,24,0,0,0,0,0,0,0,266,20,0,3,17,0,289,331,6,0,0
210021233,146,3,0,0,3,0,148,3,7,0,0,7,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,7,0,0,7,0,11,0,0,0,0,0,0,0,151,5,0,0,5,0,159,180,14,0,0,14,0,193,7,13,0,0,13,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,13,0,0,13,0,17,0,0,0,0,0,0,0,188,23,0,0,23,0,207,137,3,0,0,3,0,147,0,3,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,3,0,0,0,0,0,0,0,139,6,0,0,6,0,152,57,4,0,0,4,0,64,5,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,5,0,0,0,0,0,0,0,59,4,0,0,4,0,64,80,0,0,0
210021234,159,9,0,0,9,0,164,11,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,10,0,0,0,0,0,0,0,170,6,0,0,6,0,176,216,3,0,0,3,0,220,3,6,0,0,6,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,6,0,0,6,0,8,0,0,0,0,0,4,4,224,7,0,0,7,4,232,166,0,0,0,0,0,167,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,3,0,0,0,0,0,5,0,0,0,0,0,0,0,166,0,0,0,3,0,170,83,0,0,0,0,0,83,5,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,84,0,0,0,0,0,84,124,0,0,0
210021235,409,9,0,0,9,0,416,15,15,0,0,15,0,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,15,0,0,15,0,32,0,0,0,0,0,0,3,427,24,0,0,22,0,449,438,13,0,0,13,0,448,6,10,0,0,10,0,20,0,0,3,0,3,0,3,0,0,0,0,0,0,0,6,10,3,0,15,0,26,4,0,0,0,0,3,4,451,22,3,0,23,3,479,285,4,0,0,4,0,294,3,15,0,0,15,0,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,15,0,0,14,0,21,0,0,0,0,0,0,3,297,23,0,0,20,0,318,154,7,0,0,7,0,162,3,4,0,0,5,0,9,0,0,3,0,3,0,3,0,0,0,0,0,0,0,3,4,4,0,6,0,10,0,0,0,0,0,0,0,164,10,4,0,15,0,177,254,7,0,0
210031236,280,22,0,0,22,0,303,28,138,11,0,143,0,180,0,8,4,0,10,0,10,0,0,0,0,0,0,0,28,142,12,0,157,0,186,0,0,0,0,0,0,3,308,166,12,0,182,0,494,183,15,0,0,15,0,200,15,79,3,0,86,0,103,0,7,7,0,11,0,11,0,0,0,0,0,0,0,15,88,13,0,97,0,116,0,0,0,0,0,0,0,203,102,13,0,113,0,316,78,8,0,0,8,0,86,14,45,0,0,46,0,54,0,7,0,0,7,0,7,0,0,0,0,0,0,0,14,46,0,0,52,0,62,0,0,0,0,0,0,0,91,59,0,0,60,0,151,57,3,0,0,3,0,62,7,29,0,0,34,0,38,0,5,3,0,6,0,6,0,0,0,0,0,0,0,7,35,4,0,40,0,45,0,0,0,0,0,0,0,62,45,4,0,45,0,110,50,7,0,0
210031237,189,29,0,0,29,0,219,19,588,22,7,609,0,632,4,77,31,0,106,0,112,0,8,0,6,9,0,9,25,671,48,10,725,0,750,0,0,0,0,0,0,0,213,703,48,10,755,0,970,128,19,0,3,28,3,149,20,514,18,7,535,0,556,0,76,20,0,94,0,94,0,3,0,4,4,0,4,20,588,39,13,640,0,663,3,0,0,0,0,0,3,153,612,39,10,664,3,813,68,19,0,0,19,0,89,5,234,3,0,234,0,240,0,41,19,0,53,0,54,0,3,0,3,9,0,9,3,268,27,3,296,0,305,0,0,0,0,0,0,0,75,289,27,3,319,0,389,38,5,0,0,5,0,46,0,119,9,0,126,0,126,0,27,9,0,29,0,29,0,0,0,0,3,0,3,0,145,16,0,165,0,165,0,0,0,0,0,0,0,38,152,16,0,173,0,206,74,3,0,0
210031239,660,58,0,0,63,0,722,101,468,13,0,479,0,580,5,32,13,0,50,0,49,0,0,0,0,3,0,3,100,503,29,0,530,0,632,4,0,0,0,0,0,4,773,561,30,0,592,0,1360,540,44,0,0,41,0,588,63,354,20,0,376,0,438,3,36,10,0,40,0,44,0,0,0,0,0,0,0,62,389,31,0,419,0,484,0,0,0,0,0,0,0,600,433,33,0,461,0,1072,254,17,0,0,17,0,272,31,184,11,0,201,0,232,0,7,4,0,9,0,12,0,0,0,0,0,0,0,34,192,13,0,208,0,244,0,0,0,0,0,0,0,290,211,13,0,229,0,517,146,9,0,0,9,0,157,14,107,3,0,113,0,124,0,7,10,0,14,0,14,0,0,0,0,0,0,0,14,112,15,0,126,0,141,0,0,0,0,0,0,0,162,125,15,0,135,0,298,226,16,0,0
210031438,329,44,0,0,44,0,368,44,739,39,7,781,0,829,7,97,39,0,134,0,139,0,0,0,0,0,0,0,54,835,81,7,918,0,971,0,3,0,0,3,4,8,382,883,81,4,967,9,1351,264,43,0,0,40,0,312,33,487,42,6,529,3,568,0,45,33,4,84,0,84,0,4,0,3,6,0,6,33,535,73,13,620,3,656,0,0,0,0,0,0,0,298,574,74,13,659,3,968,123,20,0,0,20,0,135,8,187,22,3,208,0,219,0,30,23,0,51,0,51,0,0,0,0,0,0,0,8,215,45,3,264,0,269,0,0,0,0,0,4,3,127,229,44,3,278,4,406,86,8,0,0,8,0,90,10,127,11,3,141,0,148,0,17,6,0,26,0,23,0,0,0,0,0,0,0,9,144,20,4,171,0,180,0,0,0,0,0,0,0,95,149,20,4,174,3,271,119,12,0,0
210031439,114,14,0,0,14,0,124,19,31,0,0,30,0,51,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,31,3,0,32,0,55,3,0,0,0,0,0,3,132,46,3,0,47,0,189,115,15,0,0,15,0,128,9,35,0,0,35,0,45,0,0,3,0,3,0,3,0,0,0,0,0,0,0,8,37,3,0,43,0,47,0,0,0,0,0,0,0,124,54,3,0,53,0,179,68,7,0,0,7,0,74,8,26,0,0,26,0,37,0,0,3,0,3,0,3,0,0,0,0,0,0,0,8,26,3,0,31,0,39,0,0,0,0,0,0,0,77,33,3,0,41,0,118,33,0,0,0,0,0,32,0,13,0,0,13,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,13,0,17,0,0,0,0,0,0,0,31,14,0,0,16,0,51,35,3,0,0
210031440,122,3,0,0,3,0,133,10,134,14,0,152,0,162,0,11,0,0,8,0,8,0,0,0,0,0,0,0,10,141,13,3,160,0,169,0,0,0,0,0,0,0,137,147,13,3,166,0,299,106,7,0,0,3,0,114,8,130,14,0,144,0,156,0,0,4,0,7,0,7,0,0,0,0,0,0,0,8,133,19,0,150,0,161,0,0,0,0,0,0,0,114,134,22,0,156,3,272,44,0,0,0,0,0,47,8,58,6,0,69,0,80,0,3,0,0,5,0,5,0,0,0,0,0,0,0,8,61,9,0,73,0,83,0,0,0,0,0,0,0,54,66,10,0,72,0,128,26,0,0,0,0,0,26,7,33,0,0,36,0,44,0,10,0,0,10,0,10,0,0,0,0,0,0,0,7,42,0,0,44,0,48,0,0,0,0,0,0,0,35,42,0,0,44,0,81,36,0,0,0
210041240,513,22,0,0,25,0,539,27,40,0,0,38,0,71,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27,40,0,0,40,0,72,0,0,0,0,0,0,0,542,66,0,0,69,0,615,579,17,0,0,17,3,596,18,51,0,3,50,0,74,0,0,0,0,3,0,3,0,0,0,0,0,0,0,18,51,0,3,58,0,75,0,0,0,0,0,0,0,599,71,0,3,73,3,674,331,8,0,0,8,0,341,14,31,0,0,32,0,49,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,31,0,0,35,0,49,0,0,0,0,0,0,3,348,43,0,0,44,0,393,251,3,0,0,3,0,252,12,24,4,0,27,0,32,4,0,0,0,0,0,3,0,0,0,0,0,0,0,16,24,6,0,23,0,36,0,0,0,0,0,0,0,263,23,6,0,30,0,294,323,6,0,0
210041241,1221,35,0,0,35,0,1257,62,107,5,0,112,0,173,0,5,0,0,7,0,7,0,0,0,0,0,0,0,68,110,6,0,112,0,184,0,0,0,0,0,0,0,1287,139,6,0,145,0,1441,1093,23,0,0,23,0,1113,51,91,4,0,91,0,142,0,8,3,0,12,0,10,0,0,0,0,0,0,0,50,92,9,0,99,0,150,0,0,0,0,0,0,0,1143,116,9,0,124,0,1269,580,16,0,0,16,0,597,18,49,0,0,54,0,72,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,50,0,0,50,0,69,0,0,0,0,0,0,0,601,67,0,0,63,0,669,367,17,0,0,17,0,383,7,35,0,0,35,0,42,0,3,0,0,3,0,7,0,0,0,0,0,0,0,9,33,0,0,37,0,47,0,0,0,0,0,0,0,379,50,0,0,52,0,432,528,23,0,0
210051242,78,17,0,0,20,3,98,7,427,78,3,502,0,511,0,84,67,0,149,0,147,3,0,0,5,6,0,15,12,508,142,12,660,0,668,0,0,0,0,0,0,0,89,525,146,12,677,3,765,64,5,0,0,5,0,72,16,328,66,0,391,0,415,0,57,60,0,116,0,116,0,3,3,3,11,0,7,16,390,125,5,519,0,536,0,0,0,0,0,0,0,87,396,125,5,524,0,612,45,8,0,0,8,0,54,6,138,31,4,170,0,183,0,21,35,0,59,0,59,0,0,3,3,7,0,7,6,164,68,3,235,0,241,0,0,0,0,0,3,7,57,174,68,3,246,3,301,39,3,0,0,3,0,45,7,83,17,0,107,0,112,0,16,21,0,41,0,41,0,0,0,0,0,0,0,7,98,45,3,144,0,150,0,0,0,0,0,0,0,47,106,45,3,150,0,195,44,0,0,0
